
[00:00:00.000 --> 00:00:02.000]  正在領受聖餐的時候
[00:05:31.900 --> 00:05:32.900]  聖經裡面形容
[00:05:32.900 --> 00:05:36.900]  只能走的男士有六十萬人
[00:05:36.900 --> 00:05:37.900]  不計小孩子
[00:05:37.900 --> 00:05:41.900]  加上很多外族的人跟他們一起出去
[00:05:41.900 --> 00:05:42.900]  有牛羊
[00:05:42.900 --> 00:05:44.900]  可想而知場面很偉大
[00:05:44.900 --> 00:05:46.900]  聖經接著形容
[00:05:46.900 --> 00:05:48.900]  他們一路走的時候
[00:05:48.900 --> 00:05:53.900]  是渡過紅海
[00:05:53.900 --> 00:05:56.900]  以色列人正式進入曠野
[00:05:56.900 --> 00:05:59.900]  在第十五章就說到
[00:05:59.900 --> 00:06:04.900]  他們離開埃及
[00:06:04.900 --> 00:06:06.900]  到了曠野
[00:06:06.900 --> 00:06:08.900]  到了馬拉和以林
[00:06:08.900 --> 00:06:10.900]  這是第十六章第一節
[00:06:10.900 --> 00:06:14.900]  以色列人全體從以林起行
[00:06:14.900 --> 00:06:16.900]  聖經裡面特別寫到
[00:06:16.900 --> 00:06:21.900]  是出埃及以後第二個月十五天
[00:06:21.900 --> 00:06:26.900]  即是由他們離開埃及的時候
[00:06:26.900 --> 00:06:30.900]  大概四個星期或一個月
[00:06:30.900 --> 00:06:33.900]  來到這個地方
[00:06:33.900 --> 00:06:39.900]  聖經中的第十二節
[00:06:39.900 --> 00:06:44.900]  其實是將要發生以下的事的序幕
[00:06:44.900 --> 00:06:48.900]  今天我和大家不只是看第一至十二節
[00:06:48.900 --> 00:06:55.900]  我會用整張書和大家一起看
[00:06:55.900 --> 00:06:58.900]  在這個時候我們看到
[00:06:58.900 --> 00:07:02.900]  以色列人已經離開埃及
[00:07:02.900 --> 00:07:06.900]  來到這個地方第二節告訴我們
[00:07:06.900 --> 00:07:11.900]  他們全體是向摩西和阿倫做了什麼事
[00:07:11.900 --> 00:07:13.900]  發怨言
[00:07:13.900 --> 00:07:15.900]  發牢騷
[00:07:15.900 --> 00:07:17.900]  或者埋怨
[00:07:17.900 --> 00:07:20.900]  大家留意我讀這段經文裡面
[00:07:20.900 --> 00:07:24.900]  說法怨言數一數都不知出現過很多次
[00:07:24.900 --> 00:07:26.900]  其實在曠野當中
[00:07:26.900 --> 00:07:29.900]  以色列人埋怨或者發怨言
[00:07:29.900 --> 00:07:31.900]  第十六章不是第一次
[00:07:31.900 --> 00:07:34.900]  也不是最後一次
[00:07:34.900 --> 00:07:36.900]  在之前
[00:07:36.900 --> 00:07:38.900]  大家還記得
[00:07:38.900 --> 00:07:41.900]  在過紅海的時候
[00:07:41.900 --> 00:07:46.900]  當時法老王回心主義化到
[00:07:46.900 --> 00:07:48.900]  放了人之後
[00:07:48.900 --> 00:07:49.900]  他心有不甘
[00:07:49.900 --> 00:07:54.900]  於是派埃及的軍隊去追趕這些以色列人
[00:07:54.900 --> 00:07:55.900]  大軍在後
[00:07:55.900 --> 00:07:57.900]  紅海在前
[00:07:57.900 --> 00:08:00.900]  以色列人在驚慌的當中
[00:08:00.900 --> 00:08:01.900]  他們做什麼呢
[00:08:01.900 --> 00:08:02.900]  第一件事
[00:08:02.900 --> 00:08:03.900]  他們害怕之外
[00:08:03.900 --> 00:08:07.900]  他們就開始埋怨摩西
[00:08:07.900 --> 00:08:10.900]  這是他們開始的
[00:08:10.900 --> 00:08:13.900]  他們埋怨的歷程
[00:08:13.900 --> 00:08:18.900]  在馬拉因為水不能喝的緣故
[00:08:18.900 --> 00:08:20.900]  他們又開始埋怨
[00:08:20.900 --> 00:08:22.900]  向摩西埋怨
[00:08:22.900 --> 00:08:26.900]  當然在第十六章之後
[00:08:26.900 --> 00:08:28.900]  摩西去到山上
[00:08:28.900 --> 00:08:32.900]  神將律例頒佈給他的時候
[00:08:32.900 --> 00:08:34.900]  去了一段長時間
[00:08:34.900 --> 00:08:37.900]  摩西遲遲不下山的時候
[00:08:37.900 --> 00:08:40.900]  那些以色列人又做什麼呢
[00:08:40.900 --> 00:08:42.900]  他們開始埋怨
[00:08:42.900 --> 00:08:45.900]  因此做了金牛族
[00:08:45.900 --> 00:08:46.900]  不單止這樣
[00:08:46.900 --> 00:08:48.900]  在文素記之後
[00:08:48.900 --> 00:08:50.900]  也記載了很多次
[00:08:50.900 --> 00:08:51.900]  一次
[00:08:51.900 --> 00:08:52.900]  兩次
[00:08:52.900 --> 00:08:53.900]  三次
[00:08:53.900 --> 00:08:55.900]  他們都是埋怨
[00:08:55.900 --> 00:08:56.900]  埋怨神
[00:08:56.900 --> 00:09:00.900]  埋怨摩西和亞倫
[00:09:00.900 --> 00:09:02.900]  我們今天看的經文
[00:09:02.900 --> 00:09:04.900]  埋怨什麼呢
[00:09:04.900 --> 00:09:06.900]  前面因為沒有水喝
[00:09:06.900 --> 00:09:08.900]  這裡呢
[00:09:08.900 --> 00:09:10.900]  因為沒有東西吃
[00:09:10.900 --> 00:09:11.900]  沒有東西吃的緣故
[00:09:11.900 --> 00:09:12.900]  以色列人
[00:09:12.900 --> 00:09:13.900]  大家留意
[00:09:13.900 --> 00:09:15.900]  當我讀這些經文的時候
[00:09:15.900 --> 00:09:17.900]  我發現聖經裡面的形容
[00:09:17.900 --> 00:09:21.900]  其實是很坦白的
[00:09:21.900 --> 00:09:22.900]  大家留意
[00:09:22.900 --> 00:09:23.900]  以色列人當時
[00:09:23.900 --> 00:09:24.900]  在第三節
[00:09:24.900 --> 00:09:27.900]  跟摩西說了什麼話
[00:09:27.900 --> 00:09:29.900]  他說我們寧願在埃及
[00:09:29.900 --> 00:09:31.900]  坐在浴窩旁邊吃飯
[00:09:31.900 --> 00:09:32.900]  吃到飽的時候
[00:09:32.900 --> 00:09:35.900]  那時候死在耶和華的手裡
[00:09:35.900 --> 00:09:37.900]  誰知你又帶我們出來
[00:09:37.900 --> 00:09:40.900]  要我們在曠野裡餓死我們
[00:09:40.900 --> 00:09:44.900]  這些話我覺得挺難聽的
[00:09:44.900 --> 00:09:48.900]  我不知道摩西當時的反應是怎樣
[00:09:48.900 --> 00:09:51.900]  摩西在聖經裡面沒有形容
[00:09:51.900 --> 00:09:52.900]  摩西當然說
[00:09:52.900 --> 00:09:53.900]  你埋怨我
[00:09:53.900 --> 00:09:54.900]  不是埋怨我
[00:09:54.900 --> 00:09:55.900]  是埋怨神
[00:09:55.900 --> 00:09:56.900]  但是留意
[00:09:56.900 --> 00:09:57.900]  在開始這段時間
[00:09:57.900 --> 00:10:01.900]  神好像沒有什麼特別的聲音
[00:10:01.900 --> 00:10:04.900]  在開頭那幾次埋怨
[00:10:04.900 --> 00:10:05.900]  神都是
[00:10:05.900 --> 00:10:06.900]  好,你埋怨了
[00:10:06.900 --> 00:10:07.900]  聽了
[00:10:07.900 --> 00:10:09.900]  就做事
[00:10:09.900 --> 00:10:10.900]  就給他們吃東西
[00:10:10.900 --> 00:10:12.900]  上主回應了他們的呼求之後
[00:10:12.900 --> 00:10:16.900]  聖經裡面很特別的
[00:10:16.900 --> 00:10:18.900]  神沒有斥責他們
[00:10:18.900 --> 00:10:21.900]  只是說當天晚上降下什麼呢?
[00:10:21.900 --> 00:10:24.900]  第三節開始就形容了
[00:10:24.900 --> 00:10:26.900]  當晚降下鵪鶉
[00:10:26.900 --> 00:10:28.900]  給他們做肉吃
[00:10:28.900 --> 00:10:30.900]  第二天早上降下馬拿
[00:10:30.900 --> 00:10:33.900]  做麵吃
[00:10:33.900 --> 00:10:35.900]  又有蛋白質
[00:10:35.900 --> 00:10:37.900]  又有碳水化合物
[00:10:37.900 --> 00:10:39.900]  是不是
[00:10:39.900 --> 00:10:42.900]  只差沒有碳水化合物
[00:10:42.900 --> 00:10:43.900]  在這個時候
[00:10:43.900 --> 00:10:44.900]  這張書的下半部
[00:10:44.900 --> 00:10:48.900]  描述了當天天降鵪鶉和馬拿
[00:10:48.900 --> 00:10:50.900]  同時上主明確地
[00:10:50.900 --> 00:10:51.900]  大家留意
[00:10:51.900 --> 00:10:52.900]  不單止降下
[00:10:52.900 --> 00:10:53.900]  明確地吩咐他們
[00:10:53.900 --> 00:10:55.900]  出去拿食物的時候
[00:10:55.900 --> 00:10:58.900]  收取的份量是怎樣呢?
[00:10:58.900 --> 00:11:00.900]  一天的份量
[00:11:00.900 --> 00:11:02.900]  拿一天就夠了
[00:11:02.900 --> 00:11:04.900]  就不要拿多
[00:11:04.900 --> 00:11:05.900]  而第六天
[00:11:05.900 --> 00:11:06.900]  要怎樣呢?
[00:11:06.900 --> 00:11:07.900]  要拿商份
[00:11:07.900 --> 00:11:09.900]  為什麼要拿商份呢?
[00:11:09.900 --> 00:11:10.900]  因為第七天
[00:11:10.900 --> 00:11:12.900]  要他們守安息日
[00:11:12.900 --> 00:11:14.900]  第七天要他們留在家裡
[00:11:14.900 --> 00:11:16.900]  特別是經文裡面說
[00:11:16.900 --> 00:11:17.900]  他們沒有詳細說
[00:11:17.900 --> 00:11:18.900]  留在家裡做什麼
[00:11:18.900 --> 00:11:19.900]  後來我們知道
[00:11:19.900 --> 00:11:22.900]  安息日是將那天分別為聖
[00:11:22.900 --> 00:11:26.900]  是敬拜和給家庭的日子
[00:11:26.900 --> 00:11:29.900]  第七天要他們守安息日
[00:11:29.900 --> 00:11:31.900]  因此在安息日當中
[00:11:31.900 --> 00:11:33.900]  他們不可以做事
[00:11:33.900 --> 00:11:35.900]  神很細心
[00:11:35.900 --> 00:11:37.900]  第六天要他們拿商份
[00:11:37.900 --> 00:11:38.900]  以致第七天
[00:11:38.900 --> 00:11:39.900]  他們不需要出去
[00:11:39.900 --> 00:11:41.900]  你要這樣說嗎?
[00:11:41.900 --> 00:11:44.900]  但是聖經裡面形容
[00:11:44.900 --> 00:11:47.900]  偏偏有些人不聽話
[00:11:47.900 --> 00:11:49.900]  平時一至六天
[00:11:49.900 --> 00:11:52.900]  神叫他們收取一天吃的就夠了
[00:11:52.900 --> 00:11:55.900]  有些人收取多一點
[00:11:55.900 --> 00:11:59.900]  以為明天不夠
[00:11:59.900 --> 00:12:01.900]  誰知道第二天
[00:12:01.900 --> 00:12:02.900]  聖經裡面告訴我們
[00:12:02.900 --> 00:12:04.900]  多餘的是怎樣呢?
[00:12:04.900 --> 00:12:07.900]  生從發臭
[00:12:07.900 --> 00:12:08.900]  你會說
[00:12:08.900 --> 00:12:11.900]  是呀,麵包放得下都發霉了
[00:12:11.900 --> 00:12:13.900]  沒有防腐劑
[00:12:13.900 --> 00:12:16.900]  但是到了第七天的時候
[00:12:16.900 --> 00:12:21.900]  有些人又想出去拿馬騮
[00:12:21.900 --> 00:12:23.900]  但是空手而回
[00:12:23.900 --> 00:12:24.900]  也很特別
[00:12:24.900 --> 00:12:26.900]  在第六天拿商份
[00:12:26.900 --> 00:12:31.900]  第二天不會發臭
[00:12:31.900 --> 00:12:34.900]  聖經裡面的意思是甚麼呢?
[00:12:34.900 --> 00:12:36.900]  大家留意第四節
[00:12:36.900 --> 00:12:42.900]  神叫摩西跟以色列人說之前
[00:12:42.900 --> 00:12:44.900]  在第四節是這樣讀的
[00:12:44.900 --> 00:12:45.900]  我們一起讀第四節
[00:12:45.900 --> 00:12:46.900]  第四節
[00:12:46.900 --> 00:12:47.900]  第十六章第四節
[00:12:47.900 --> 00:12:49.900]  耶和華對摩西說
[00:12:49.900 --> 00:12:53.900]  「看!我要把糧食從天上降給你們
[00:12:53.900 --> 00:12:55.900]  人們可以出去
[00:12:55.900 --> 00:12:57.900]  每天收取當天的份量
[00:12:57.900 --> 00:13:02.900]  我好試驗他們是否遵從我的律法」
[00:13:02.900 --> 00:13:04.900]  大家留意
[00:13:04.900 --> 00:13:06.900]  在這件事情裡面
[00:13:06.900 --> 00:13:08.900]  神說我這樣做
[00:13:08.900 --> 00:13:11.900]  後面為甚麼這麼多的吩咐呢?
[00:13:11.900 --> 00:13:13.900]  其實是有一個目的的
[00:13:13.900 --> 00:13:16.900]  「我好試驗他們是否遵從我的律法」
[00:13:16.900 --> 00:13:19.900]  或者是神所說的話
[00:13:19.900 --> 00:13:21.900]  第十二節
[00:13:21.900 --> 00:13:23.900]  我們看第十二節
[00:13:23.900 --> 00:13:27.900]  以色列人的怨言
[00:13:27.900 --> 00:13:28.900]  我已經聽見了
[00:13:28.900 --> 00:13:29.900]  神這樣說
[00:13:29.900 --> 00:13:30.900]  「你就告訴他們
[00:13:30.900 --> 00:13:31.900]  黃昏的時候必吃肉
[00:13:31.900 --> 00:13:34.900]  早晨的時候必有食物吃飽
[00:13:34.900 --> 00:13:35.900]  這樣」
[00:13:35.900 --> 00:13:37.900]  我請大家一起讀最後一句
[00:13:37.900 --> 00:13:39.900]  「這樣你們就知道
[00:13:39.900 --> 00:13:44.900]  我耶和華是你們的神」
[00:13:44.900 --> 00:13:46.900]  「這樣你們就知道
[00:13:46.900 --> 00:13:49.900]  我是耶和華你們的神」
[00:13:49.900 --> 00:13:51.900]  Yahweh
[00:13:51.900 --> 00:13:55.900]  就是你的神
[00:13:55.900 --> 00:13:58.900]  在這本書結束的時候
[00:13:58.900 --> 00:13:59.900]  聖經裡面告訴我們
[00:13:59.900 --> 00:14:01.900]  以色列人吃馬拿
[00:14:01.900 --> 00:14:03.900]  吃了多少年呢?
[00:14:03.900 --> 00:14:04.900]  四十年
[00:14:04.900 --> 00:14:06.900]  直到他們進入迦南地
[00:14:06.900 --> 00:14:08.900]  有人居住的地方
[00:14:08.900 --> 00:14:10.900]  他們吃馬拿
[00:14:10.900 --> 00:14:12.900]  那時候就停止了
[00:14:12.900 --> 00:14:14.900]  四十年
[00:14:14.900 --> 00:14:15.900]  這件事
[00:14:15.900 --> 00:14:18.900]  今天我們看這段經文裡面
[00:14:18.900 --> 00:14:22.900]  意義在哪裡呢?
[00:14:22.900 --> 00:14:24.900]  四十年之後
[00:14:24.900 --> 00:14:26.900]  摩西回望
[00:14:26.900 --> 00:14:28.900]  在曠野的經歷
[00:14:28.900 --> 00:14:31.900]  是關於馬拿
[00:14:31.900 --> 00:14:34.900]  或者在曠野裡的經歷的時候
[00:14:34.900 --> 00:14:36.900]  他有這樣的結論
[00:14:36.900 --> 00:14:38.900]  請聽我讀
[00:14:38.900 --> 00:14:39.900]  在《生命記》裡
[00:14:39.900 --> 00:14:41.900]  第八章
[00:14:41.900 --> 00:14:46.900]  摩西對於以色列人過去四十年裡的經歷
[00:14:46.900 --> 00:14:48.900]  大家要留意
[00:14:48.900 --> 00:14:51.900]  馬拿那部分
[00:14:51.900 --> 00:14:53.900]  摩西對以色列人說
[00:14:53.900 --> 00:14:55.900]  我今天吩咐你們一切的誡命
[00:14:55.900 --> 00:14:57.900]  你們要遵守
[00:14:57.900 --> 00:14:58.900]  使你們可以存活
[00:14:58.900 --> 00:14:59.900]  人數增加
[00:14:59.900 --> 00:15:01.900]  並且可以進入得著耶和華
[00:15:01.900 --> 00:15:03.900]  向你們的列祖
[00:15:03.900 --> 00:15:05.900]  起誓認許的地方
[00:15:05.900 --> 00:15:06.900]  你們也要紀念耶和華
[00:15:06.900 --> 00:15:07.900]  你們的神
[00:15:07.900 --> 00:15:09.900]  四十年在曠野
[00:15:09.900 --> 00:15:11.900]  引導你們一切的路程
[00:15:11.900 --> 00:15:14.900]  為要使你們受苦
[00:15:14.900 --> 00:15:16.900]  要試煉你
[00:15:16.900 --> 00:15:20.900]  要知道你們心裡是怎樣的
[00:15:20.900 --> 00:15:23.900]  看你肯不肯遵守祂的誡命
[00:15:23.900 --> 00:15:24.900]  祂使你們受苦
[00:15:24.900 --> 00:15:26.900]  任你們飢餓
[00:15:26.900 --> 00:15:27.900]  將你和你的列祖
[00:15:27.900 --> 00:15:29.900]  不認識的馬拿給你
[00:15:29.900 --> 00:15:30.900]  大家留意
[00:15:30.900 --> 00:15:32.900]  這段經文裡
[00:15:32.900 --> 00:15:33.900]  摩西說
[00:15:33.900 --> 00:15:35.900]  是神將他們列祖
[00:15:35.900 --> 00:15:37.900]  不認識的馬拿給他們
[00:15:37.900 --> 00:15:39.900]  目的是做什麼呢
[00:15:39.900 --> 00:15:41.900]  使你們知道人活著
[00:15:41.900 --> 00:15:43.900]  不是單靠食物
[00:15:43.900 --> 00:15:45.900]  而是靠耶和華
[00:15:45.900 --> 00:15:48.900]  口裡所出的一切話
[00:15:48.900 --> 00:15:49.900]  這四十年來
[00:15:49.900 --> 00:15:51.900]  你們身上的衣服
[00:15:51.900 --> 00:15:52.900]  沒有穿破你們的腳
[00:15:52.900 --> 00:15:53.900]  也沒有腫起來
[00:15:53.900 --> 00:15:55.900]  因此你們心裡要明白
[00:15:55.900 --> 00:15:57.900]  耶和華你的神要管教你
[00:15:57.900 --> 00:16:01.900]  好像人管教他的兒子一樣
[00:16:01.900 --> 00:16:03.900]  所以你們要謹守耶和華
[00:16:03.900 --> 00:16:04.900]  理神的誡命
[00:16:04.900 --> 00:16:06.900]  遵行祂的道路
[00:16:06.900 --> 00:16:07.900]  做什麼呢
[00:16:07.900 --> 00:16:09.900]  敬畏祂
[00:16:09.900 --> 00:16:13.900]  原來在曠野裡的四十年
[00:16:13.900 --> 00:16:16.900]  有時候我們可能看成是一個懲罰
[00:16:16.900 --> 00:16:19.900]  但其實不單止是神
[00:16:19.900 --> 00:16:24.900]  因為他們不肯進入迦南
[00:16:24.900 --> 00:16:26.900]  那時候他們埋怨
[00:16:26.900 --> 00:16:28.900]  神作了一個懲罰
[00:16:28.900 --> 00:16:29.900]  而更加重要的是
[00:16:29.900 --> 00:16:31.900]  在曠野的經歷
[00:16:31.900 --> 00:16:33.900]  是神對他們的一個磨練
[00:16:33.900 --> 00:16:36.900]  其實整個《昌埃及記》
[00:16:36.900 --> 00:16:41.900]  不單止是神的一個救恩歷史的縮影
[00:16:41.900 --> 00:16:44.900]  同時也是
[00:16:44.900 --> 00:16:49.900]  以色列人他們屬靈的路程的一個磨練
[00:16:49.900 --> 00:16:52.900]  一個操練的旅程
[00:16:52.900 --> 00:16:53.900]  大家留意
[00:16:53.900 --> 00:16:56.900]  剛才我讀的那段經文中間說
[00:16:56.900 --> 00:16:58.900]  馬拿之所以給他們吃
[00:16:58.900 --> 00:17:00.900]  目的是什麼呢
[00:17:00.900 --> 00:17:01.900]  使你們知道
[00:17:01.900 --> 00:17:02.900]  人活著
[00:17:02.900 --> 00:17:04.900]  不是單靠食物
[00:17:04.900 --> 00:17:09.900]  是要靠耶和華口中的一切說話
[00:17:09.900 --> 00:17:11.900]  這句說話熟悉嗎?
[00:17:11.900 --> 00:17:12.900]  熟悉嗎?
[00:17:12.900 --> 00:17:16.900]  在哪裡出現過呢?
[00:17:16.900 --> 00:17:18.900]  在新約裡
[00:17:18.900 --> 00:17:19.900]  是耶穌說過的
[00:17:19.900 --> 00:17:22.900]  耶穌在什麼場合說的呢?
[00:17:22.900 --> 00:17:23.900]  在受試探
[00:17:23.900 --> 00:17:25.900]  在什麼地方呢?
[00:17:25.900 --> 00:17:27.900]  在曠野是嗎?
[00:17:27.900 --> 00:17:29.900]  在曠野多少天呢?
[00:17:29.900 --> 00:17:31.900]  四十天
[00:17:31.900 --> 00:17:34.900]  大家留意那個場景
[00:17:34.900 --> 00:17:39.900]  稍後我會從大家那裡再看
[00:17:39.900 --> 00:17:42.900]  在曠野以色列人所要學的
[00:17:42.900 --> 00:17:44.900]  簡單來說
[00:17:44.900 --> 00:17:46.900]  一個很大的功課
[00:17:46.900 --> 00:17:49.900]  要學習怎樣信靠神的供應
[00:17:49.900 --> 00:17:52.900]  和信服神的話語
[00:17:52.900 --> 00:17:55.900]  這個在《春埃及記》裡
[00:17:55.900 --> 00:17:58.900]  有時候我覺得《春埃及記》可以
[00:17:58.900 --> 00:18:00.900]  用另一個說法
[00:18:00.900 --> 00:18:03.900]  是一個曠野的遊記
[00:18:03.900 --> 00:18:05.900]  在曠野裡的遊記
[00:18:05.900 --> 00:18:07.900]  在曠野裡
[00:18:07.900 --> 00:18:11.900]  以色列人要學習屬靈的功課
[00:18:11.900 --> 00:18:15.900]  是要怎樣信靠神的供應
[00:18:15.900 --> 00:18:20.900]  和信服神的話語
[00:18:20.900 --> 00:18:21.900]  正如我所說的
[00:18:21.900 --> 00:18:24.900]  主耶穌在曠野受魔鬼試探的時候
[00:18:24.900 --> 00:18:27.900]  正正是引用這句說話
[00:18:27.900 --> 00:18:29.900]  在《馬太福音》第四章第四節
[00:18:29.900 --> 00:18:32.900]  和《路加》四章第四節裡說
[00:18:32.900 --> 00:18:36.900]  是當魔鬼試探耶穌
[00:18:36.900 --> 00:18:38.900]  在耶穌四十晝夜之後
[00:18:38.900 --> 00:18:39.900]  肚餓的時候
[00:18:39.900 --> 00:18:40.900]  魔鬼試探祂
[00:18:40.900 --> 00:18:43.900]  要將石頭變成食物的時候
[00:18:43.900 --> 00:18:46.900]  主耶穌正正是用這句說話說
[00:18:46.900 --> 00:18:47.900]  經上記著說
