
[00:00:00.000 --> 00:00:03.200]  各位弟兄姊妹、朋友 你們好
[00:03:53.580 --> 00:03:57.960]  從巴比倫帝國已經轉做馬代波斯的帝國
[00:03:57.960 --> 00:04:01.480]  馬代波斯的皇帝就批准猶太人
[00:04:01.480 --> 00:04:08.420]  可以回到迦南地的這個地方耶路撒冷
[00:04:08.420 --> 00:04:10.620]  但義利就寫了這本書卷
[00:04:10.620 --> 00:04:15.000]  去鼓勵這幫猶太人回歸之後
[00:04:15.000 --> 00:04:21.440]  仍要不被玷污 謹守真理
[00:04:21.440 --> 00:04:27.020]  去尊崇 去跟隨耶和華神的教導
[00:04:27.020 --> 00:04:32.140]  我們今天就會繼續查考但義利書的第八章
[00:04:32.140 --> 00:04:35.740]  我們之前用了七個星期的時間
[00:04:35.740 --> 00:04:37.740]  來看第一至第七章
[00:04:37.740 --> 00:04:41.380]  這些的講道都在網站裏面
[00:04:41.380 --> 00:04:42.680]  或者在YouTube Channel
[00:04:42.680 --> 00:04:46.180]  我們教會的YouTube Channel都有個講道重溫
[00:04:46.180 --> 00:04:49.500]  但是今天我們的主題是集中在一個問題
[00:04:49.500 --> 00:04:51.660]  我們在這個等待當中
[00:04:51.660 --> 00:04:58.380]  我們在這個社區隔離Stay at Home的行政命令之下
[00:04:58.380 --> 00:05:00.060]  我們在家裏等待
[00:05:00.060 --> 00:05:08.100]  其實教會暫時不能在返老教會的地址裏面崇拜
[00:05:08.100 --> 00:05:09.380]  在網上崇拜
[00:05:09.380 --> 00:05:11.380]  究竟這一切的事情
[00:05:11.380 --> 00:05:14.380]  我們在這裏憑著信心在這裏等待的時候
[00:05:14.380 --> 00:05:19.540]  我們明明知道神是掌管一切的神
[00:05:19.540 --> 00:05:22.540]  我們在這裏等待 以這個信心來等待的時候
[00:05:22.540 --> 00:05:25.220]  神的心意究竟是什麼呢?
[00:05:25.220 --> 00:05:28.920]  我們今天會從但義利書第八章那裏
[00:05:28.920 --> 00:05:30.920]  去明白這個信息
[00:05:30.920 --> 00:05:32.740]  我們一起低頭祈禱
[00:05:32.740 --> 00:05:34.340]  我們主耶穌基督很感謝你
[00:05:34.340 --> 00:05:39.020]  很感謝你繼續在這個疫情
[00:05:39.020 --> 00:05:42.380]  留在家中的禁令、戒令之下
[00:05:42.380 --> 00:05:43.980]  依然看顧我們
[00:05:43.980 --> 00:05:47.980]  依然給我們有機會聽聖經的話語、學習聖經
[00:05:47.980 --> 00:05:49.660]  求你聖靈幫助我們
[00:05:49.660 --> 00:05:50.660]  開我們的心眼
[00:05:50.660 --> 00:05:53.660]  明白到你的心意
[00:05:53.660 --> 00:05:56.060]  從經文當中學習
[00:05:56.060 --> 00:05:59.300]  學習怎樣在信心的燈口中
[00:05:59.300 --> 00:06:01.300]  仍然可以跟隨著你
[00:06:01.300 --> 00:06:03.100]  求你帶領我們
[00:06:03.100 --> 00:06:05.100]  求聖靈幫助我們去明白
[00:06:05.100 --> 00:06:07.140]  以上的禱告是奉主耶穌得聖的名字
[00:06:07.140 --> 00:06:09.140]  祈求 阿們
[00:06:09.140 --> 00:06:13.140]  我們來看但義利書第八章第一節
[00:06:13.140 --> 00:06:15.420]  第一節是這樣說的
[00:06:15.420 --> 00:06:21.420]  白沙薩王在位第三年有個異象來到但義利
[00:06:21.420 --> 00:06:25.420]  他跟先前的異象
[00:06:25.420 --> 00:06:30.180]  是在第七章的異象是之後的
[00:06:30.180 --> 00:06:33.420]  這個白沙薩王第三年
[00:06:33.420 --> 00:06:35.420]  記不記得大家上個禮拜
[00:06:35.420 --> 00:06:39.020]  第七章那裏提到白沙薩王第一年就有第一個異象
[00:06:39.020 --> 00:06:40.020]  見到四獸的異象
[00:06:40.020 --> 00:06:43.020]  這個隔了兩年之後第三年
[00:06:43.020 --> 00:06:45.020]  但義利就有另一個異象
[00:06:45.020 --> 00:06:47.020]  第二個異象
[00:06:47.020 --> 00:06:50.020]  這個第三年是有少少特別的時候
[00:06:50.020 --> 00:06:52.020]  這個第三年是
[00:06:52.020 --> 00:06:54.020]  剛剛這個時候
[00:06:54.020 --> 00:06:57.020]  是古列王
[00:06:57.020 --> 00:06:59.020]  是波斯王
[00:06:59.020 --> 00:07:01.020]  波斯這個古列王
[00:07:01.020 --> 00:07:03.020]  就成功在這裡
[00:07:03.020 --> 00:07:06.020]  爭脫脫離了馬代人
[00:07:06.020 --> 00:07:08.020]  阿斯塔基的管轄
[00:07:08.020 --> 00:07:14.020]  其實古列都有馬代的血統
[00:07:14.020 --> 00:07:17.020]  結果古列王就崛起了
[00:07:17.020 --> 00:07:19.020]  這個時候崛起
[00:07:19.020 --> 00:07:20.020]  脫離了管轄
[00:07:20.020 --> 00:07:22.020]  就吞併了
[00:07:22.020 --> 00:07:23.020]  聯合了
[00:07:23.020 --> 00:07:28.020]  結果就將馬代和波斯成立一個聯合國
[00:07:28.020 --> 00:07:29.020]  聯合的國家
[00:07:29.020 --> 00:07:31.020]  合併的國家
[00:07:31.020 --> 00:07:33.020]  所以就變成了馬代波斯這個帝國
[00:07:33.020 --> 00:07:35.020]  所以這個第三年
[00:07:35.020 --> 00:07:37.020]  在剛剛這個時候
[00:07:37.020 --> 00:07:40.020]  馬代波斯合併了的時候
[00:07:40.020 --> 00:07:43.020]  但義利就發了一個夢
[00:07:43.020 --> 00:07:45.020]  這個夢
[00:07:45.020 --> 00:07:47.020]  就是
[00:07:47.020 --> 00:07:50.020]  見到什麼呢?
[00:07:50.020 --> 00:07:53.020]  他以為去了巴比倫城
[00:07:53.020 --> 00:07:54.020]  他自己在巴比倫城
[00:07:54.020 --> 00:07:55.020]  就去到
[00:07:55.020 --> 00:07:58.020]  以南省的舒山城那裡
[00:07:58.020 --> 00:08:00.020]  舒山城這個地方
[00:08:00.020 --> 00:08:05.020]  是在當時還在馬代波斯的帝國裏面
[00:08:05.020 --> 00:08:11.020]  是離巴比倫城大約230英里
[00:08:11.020 --> 00:08:14.020]  是巴比倫城以東的230英里
[00:08:14.020 --> 00:08:15.020]  當時
[00:08:15.020 --> 00:08:18.020]  但義利就好像
[00:08:18.020 --> 00:08:21.020]  突然間他就好像一個人移了去
[00:08:21.020 --> 00:08:26.020]  突然間被運到去舒山城那裡
[00:08:26.020 --> 00:08:27.020]  他當時
[00:08:27.020 --> 00:08:29.020]  如果看回那個年份
[00:08:29.020 --> 00:08:31.020]  但義利寫這張的時候
[00:08:31.020 --> 00:08:32.020]  在位第三年
[00:08:32.020 --> 00:08:35.020]  大約是主前550年
[00:08:35.020 --> 00:08:37.020]  計算他的年歲
[00:08:37.020 --> 00:08:39.020]  他是主前605年被擄的
[00:08:39.020 --> 00:08:42.020]  他大約是14、15歲至16歲之間
[00:08:42.020 --> 00:08:44.020]  再加上65歲的時候
[00:08:44.020 --> 00:08:45.020]  65年的期間
[00:08:45.020 --> 00:08:47.020]  現在他其實已經有70歲
[00:08:47.020 --> 00:08:50.020]  在大約70歲的時候
[00:08:50.020 --> 00:08:54.020]  神就帶了他去
[00:08:54.020 --> 00:08:56.020]  他自己覺得好像影像
[00:08:56.020 --> 00:08:57.020]  在舒山城那裡
[00:08:57.020 --> 00:09:02.020]  舒山城就是之後成為馬代波斯的首都
[00:09:02.020 --> 00:09:05.020]  將會是一個首都的城市
[00:09:05.020 --> 00:09:07.020]  地位將會是非常高
[00:09:07.020 --> 00:09:08.020]  非常重要的城市
[00:09:08.020 --> 00:09:12.020]  他在這裡見到什麼呢?
[00:09:12.020 --> 00:09:18.020]  他見到一些啟示
[00:09:18.020 --> 00:09:25.020]  啟示當中見到有一隻公綿羊
[00:09:25.020 --> 00:09:28.020]  這隻公綿羊是有兩隻角的
[00:09:28.020 --> 00:09:30.020]  一隻角是高過另外一隻角
[00:09:30.020 --> 00:09:36.020]  象徵著代表著馬代波斯
[00:09:36.020 --> 00:09:39.020]  馬代這個國家
[00:09:39.020 --> 00:09:46.020]  以前在主前612年的時候
[00:09:46.020 --> 00:09:49.020]  與巴比倫一起聯合
[00:09:49.020 --> 00:09:54.020]  攻陷了里美尼城
[00:09:54.020 --> 00:09:58.020]  大家看看迦基米斯之前的歷史
[00:09:58.020 --> 00:10:00.020]  亞述國一直兵敗
[00:10:00.020 --> 00:10:03.020]  一直遷到迦基米斯那裡
[00:10:03.020 --> 00:10:07.020]  他之前馬代與巴比倫聯合
[00:10:07.020 --> 00:10:11.020]  去對付殲滅了亞述
[00:10:11.020 --> 00:10:17.020]  但是這個景象來到達爾利的夢裡面
[00:10:17.020 --> 00:10:20.020]  就見到公綿羊有兩隻角
[00:10:20.020 --> 00:10:22.020]  一隻角高一隻角
[00:10:22.020 --> 00:10:24.020]  一隻角原先是大一點
[00:10:24.020 --> 00:10:25.020]  那個就代表了馬代
[00:10:25.020 --> 00:10:32.020]  之後波斯的政權就變得更加高
[00:10:32.020 --> 00:10:34.020]  慢慢長大起來
[00:10:34.020 --> 00:10:39.020]  這些角的描述
[00:10:39.020 --> 00:10:44.020]  其實在詩篇在以色列人的眼中
[00:10:44.020 --> 00:10:47.020]  其實代表了力量和權力的意思
[00:10:47.020 --> 00:10:49.020]  我們看回詩篇75篇
[00:10:49.020 --> 00:10:51.020]  或者是詩篇92篇
[00:10:51.020 --> 00:10:57.020]  都描述到這些角的象徵代表性質
[00:10:57.020 --> 00:11:02.020]  看回這個情況就知道
[00:11:02.020 --> 00:11:08.020]  原來馬代波斯的政權就是公綿羊
[00:11:08.020 --> 00:11:14.020]  這個公綿羊怎樣做呢?
[00:11:14.020 --> 00:11:18.020]  往西向北向南進攻
[00:11:18.020 --> 00:11:27.020]  撞擊其他在他面前的動物的政權
[00:11:27.020 --> 00:11:34.020]  這些政權遇到他們就一一被殲滅
[00:11:34.020 --> 00:11:36.020]  上個主題也提到
[00:11:36.020 --> 00:11:40.020]  在達爾利書第七章那裡
[00:11:40.020 --> 00:11:42.020]  其實提到四隻獸
[00:11:42.020 --> 00:11:46.020]  那四隻獸其中第二隻就是一隻雄
[00:11:46.020 --> 00:11:49.020]  這隻雄咬著三根肋骨
[00:11:49.020 --> 00:11:53.020]  這隻雄在第七章就代表了馬代波斯
[00:11:53.020 --> 00:11:56.020]  在第八章這裡就用了公綿羊來代表他
[00:11:56.020 --> 00:12:01.020]  這隻雄在第七章和第八章的公綿羊
[00:12:01.020 --> 00:12:04.020]  都是很勢力很強大
[00:12:04.020 --> 00:12:06.020]  如果看回馬代波斯的版圖
[00:12:06.020 --> 00:12:13.020]  真的是從東邊伸展到接近印度邊界
[00:12:13.020 --> 00:12:17.020]  西邊就是往西去到少阿西亞
[00:12:17.020 --> 00:12:24.020]  向北去到北邊去到內海一帶那些上面
[00:12:24.020 --> 00:12:28.020]  接著南就去到埃及那裡
[00:12:28.020 --> 00:12:34.020]  所以這個政權遇到其他跟他敵黨的國家
[00:12:34.020 --> 00:12:37.020]  都無能為力的一一被擊敗
[00:12:37.020 --> 00:12:39.020]  包括巴比倫在內
[00:12:39.020 --> 00:12:48.020]  當他經過各種的軍事行動
[00:12:48.020 --> 00:12:52.020]  他覺得自以為開始覺得很安心
[00:12:52.020 --> 00:12:54.020]  自高自大起來
[00:12:54.020 --> 00:12:58.020]  覺得自己的力量很厲害
[00:12:58.020 --> 00:13:00.020]  他的能力非常大
[00:13:00.020 --> 00:13:04.020]  但是在想這個當你看到這裡的時候
[00:13:04.020 --> 00:13:09.020]  就有第二隻羊出來了
[00:13:09.020 --> 00:13:10.020]  這隻就是公山羊
[00:13:10.020 --> 00:13:14.020]  這個公山羊就是從西面來
[00:13:14.020 --> 00:13:16.020]  他兩隻眼中間有隻很大的角
[00:13:16.020 --> 00:13:18.020]  是非常不同的角
[00:13:18.020 --> 00:13:24.020]  這個山羊的力量比公綿羊更大
[00:13:24.020 --> 00:13:27.020]  他的速度還是很快
[00:13:27.020 --> 00:13:31.020]  快到一個地步就在描述了亞歷山大大帝
[00:13:31.020 --> 00:13:35.020]  這個君主就從希臘那裡
[00:13:35.020 --> 00:13:41.020]  一直向著馬代波斯這個帝國去進擊
[00:13:41.020 --> 00:13:43.020]  又快又強大
[00:13:43.020 --> 00:13:46.020]  去到公綿羊那時候
[00:13:46.020 --> 00:13:48.020]  遇到公綿羊就大發憤怒
[00:13:48.020 --> 00:13:50.020]  就向他直衝
[00:13:50.020 --> 00:13:52.020]  就一直攻擊他
[00:13:52.020 --> 00:13:57.020]  結果截斷了將馬代波斯這個帝國殲滅了
[00:13:57.020 --> 00:14:01.020]  沒有人能夠...他的能力是相當大
[00:14:01.020 --> 00:14:05.020]  沒有人能夠拯救馬代波斯
[00:14:05.020 --> 00:14:09.020]  救了這個政權
[00:14:09.020 --> 00:14:12.020]  但是見到公綿羊的時候
[00:14:12.020 --> 00:14:14.020]  這隻公綿羊呢
[00:14:14.020 --> 00:14:19.020]  這個亞歷山大帝皇帝
[00:14:19.020 --> 00:14:22.020]  他就自高起來了
[00:14:22.020 --> 00:14:25.020]  那麼快、那麼強大的力量
[00:14:25.020 --> 00:14:29.020]  那麼迅速就征服了去到印度邊境那個地方
[00:14:29.020 --> 00:14:31.020]  一直去到印度邊境公園
[00:14:31.020 --> 00:14:33.020]  但是這隻大國
[00:14:33.020 --> 00:14:36.020]  這個亞歷山大就英年早逝
[00:14:36.020 --> 00:14:38.020]  就突然間截斷了
[00:14:38.020 --> 00:14:41.020]  他的權力突然間沒有了
[00:14:41.020 --> 00:14:42.020]  為什麼呢?
[00:14:42.020 --> 00:14:47.020]  他32歲的時候就患病而逝世
[00:14:47.020 --> 00:14:52.020]  就算他是自己
[00:14:52.020 --> 00:14:55.020]  這隻國都被截斷了
[00:14:55.020 --> 00:14:57.020]  他不可以自救
[00:14:57.020 --> 00:14:59.020]  他自己雖然那麼強大的力量
[00:14:59.020 --> 00:15:03.020]  但是都不可以自己救自己
[00:15:03.020 --> 00:15:05.020]  之後這隻國
[00:15:05.020 --> 00:15:10.020]  這個亞歷山大帝皇過世之後
[00:15:10.020 --> 00:15:12.020]  這個國家就分裂了
[00:15:12.020 --> 00:15:15.020]  有四個的政權出來
[00:15:15.020 --> 00:15:20.020]  這四個政權就是將軍將他的權力
[00:15:20.020 --> 00:15:23.020]  轉戰之間就將權力瓜分了
[00:15:23.020 --> 00:15:25.020]  我們在第七章都有輕輕一提
[00:15:25.020 --> 00:15:27.020]  提到這件事情
[00:15:27.020 --> 00:15:30.020]  但是提到這四國當中
[00:15:30.020 --> 00:15:32.020]  就出了一個小國
[00:15:32.020 --> 00:15:34.020]  這個小國
[00:15:34.020 --> 00:15:37.020]  在第七章是沒有提到的
[00:15:37.020 --> 00:15:39.020]  從第七章的小國
[00:15:39.020 --> 00:15:42.020]  這個國是一個政權、一個權力的意思
[00:15:42.020 --> 00:15:45.020]  但是和第七章的小國是不同的
[00:15:45.020 --> 00:15:47.020]  因為第七章的小國
[00:15:47.020 --> 00:15:50.020]  是被形容在第四個野獸當中
[00:15:50.020 --> 00:15:54.020]  是代表了羅馬的政權
[00:15:54.020 --> 00:15:56.020]  和將會發生、延續出來的
[00:15:56.020 --> 00:16:00.020]  我們未發生的將來的政權當中出來
[00:16:00.020 --> 00:16:02.020]  就是第七章的小國
[00:16:02.020 --> 00:16:04.020]  但是第八章的小國
[00:16:04.020 --> 00:16:12.020]  就在希臘馬來山大皇帝之後
[00:16:12.020 --> 00:16:17.020]  就馬上發生的、接著來的
[00:16:17.020 --> 00:16:21.020]  這四個將軍之後的一個政權
[00:16:21.020 --> 00:16:25.020]  這個小國代表了什麼呢?
[00:16:25.020 --> 00:16:27.020]  它又是很厲害的
[00:16:27.020 --> 00:16:29.020]  它慢慢強大
[00:16:29.020 --> 00:16:31.020]  開始由小國慢慢強大起來
[00:16:31.020 --> 00:16:33.020]  它向南、去埃及進京
[00:16:33.020 --> 00:16:37.020]  向東去到以前馬代波斯的地方進京
[00:16:37.020 --> 00:16:39.020]  又去到榮美之地
[00:16:39.020 --> 00:16:42.020]  又去到耶路撒冷的榮美之地裡面
[00:16:42.020 --> 00:16:44.020]  去有軍事的行動
[00:16:44.020 --> 00:16:48.020]  慢慢它的地位、它的權勢
[00:16:48.020 --> 00:16:51.020]  就慢慢建立起來
[00:16:51.020 --> 00:16:53.020]  就算是它們形容的
[00:16:53.020 --> 00:16:56.020]  就好像天上的高級天象
[00:16:56.020 --> 00:16:57.020]  高過天上的神
[00:16:57.020 --> 00:17:00.020]  又將它的聖獸、將它的神的子民
[00:17:00.020 --> 00:17:04.020]  一一這樣去殘害、用腳踐踏
[00:17:04.020 --> 00:17:08.020]  這個小國就是西樓古王朝
[00:17:08.020 --> 00:17:12.020]  亞歷山大過世之後
[00:17:12.020 --> 00:17:14.020]  四個王朝的其中一個
[00:17:14.020 --> 00:17:16.020]  西樓古王朝就是東面的王朝
[00:17:16.020 --> 00:17:20.020]  它的地區是包括馬代波斯的地域
[00:17:20.020 --> 00:17:26.020]  和中東米索不達邁亞的地方的土地
[00:17:26.020 --> 00:17:28.020]  土地就是這樣
[00:17:28.020 --> 00:17:31.020]  其實這個安提亞哥四世
[00:17:31.020 --> 00:17:34.020]  就是聖經形容的小國
[00:17:34.020 --> 00:17:36.020]  這裡的第八章的小國
[00:17:36.020 --> 00:17:38.020]  這個他們的故事
[00:17:38.020 --> 00:17:41.020]  大家都可以在歷史書裏面看到
[00:17:41.020 --> 00:17:47.020]  也可以在瑪嘉比的書信、書卷裏面看到
[00:17:47.020 --> 00:17:50.020]  其實當時就發生了一些事情
[00:17:50.020 --> 00:17:54.020]  以色列這個之後
[00:17:54.020 --> 00:17:57.020]  這個四國裏面的
[00:17:57.020 --> 00:18:00.020]  四個國家之中的西樓古王朝
[00:18:00.020 --> 00:18:04.020]  其實安提亞哥的爸爸
[00:18:04.020 --> 00:18:08.020]  和羅馬政府有過一場戰爭
[00:18:08.020 --> 00:18:09.020]  打輸了
[00:18:09.020 --> 00:18:15.020]  結果就要將他的親人變成人質
[00:18:15.020 --> 00:18:17.020]  可以令到他的皇帝
[00:18:17.020 --> 00:18:19.020]  西樓古王朝的皇帝
[00:18:19.020 --> 00:18:22.020]  每年都可以進貢給羅馬政府
[00:18:22.020 --> 00:18:24.020]  羅馬這個政權
[00:18:24.020 --> 00:18:27.020]  安提亞哥四世他還沒有做皇帝之前
[00:18:27.020 --> 00:18:29.020]  就是這個人質
[00:18:29.020 --> 00:18:32.020]  他是弟弟
[00:18:32.020 --> 00:18:37.020]  之後他爸爸就將安提亞哥的哥哥
[00:18:37.020 --> 00:18:40.020]  他的大哥就換了出來
[00:18:40.020 --> 00:18:41.020]  接替了
[00:18:41.020 --> 00:18:46.020]  他就回到希臘那裏做地方的官員
[00:18:46.020 --> 00:18:47.020]  很不幸
[00:18:47.020 --> 00:18:50.020]  安提亞哥四世的爸爸
[00:18:50.020 --> 00:18:53.020]  他的爸爸就被人暗殺身亡
[00:18:53.020 --> 00:18:56.020]  他自己就從希臘那個地方
[00:18:56.020 --> 00:19:05.020]  去到首都裏面殺了他謀殺的官員
[00:19:05.020 --> 00:19:09.020]  結果他就搶了這個皇位
[00:19:09.020 --> 00:19:11.020]  自己立了自己做皇帝
[00:19:11.020 --> 00:19:14.020]  做了這個西樓古王朝的統治者
[00:19:14.020 --> 00:19:18.020]  據常理應該是留給
[00:19:18.020 --> 00:19:27.020]  安提亞哥四世的大哥的後人來做的
[00:19:27.020 --> 00:19:32.020]  但是他用種種的方法來奪了這個政權
[00:19:32.020 --> 00:19:34.020]  他還怎樣呢?
[00:19:34.020 --> 00:19:36.020]  他還自封為自己
[00:19:36.020 --> 00:19:40.020]  雖然這個皇帝名叫安提亞哥四世
[00:19:40.020 --> 00:19:43.020]  他自認義彼反彌
[00:19:43.020 --> 00:19:46.020]  意思是神明的顯明
[00:19:46.020 --> 00:19:50.020]  他自己稱自己是宙斯神
[00:19:50.020 --> 00:19:53.020]  就是希臘神的宙斯神的代表
[00:19:53.020 --> 00:19:55.020]  顯明在他身上
[00:19:55.020 --> 00:19:58.020]  所以他又奪了皇位
[00:19:58.020 --> 00:20:05.020]  又自稱為自己是神明的代表
[00:20:05.020 --> 00:20:12.020]  所以當時就被人稱為一個狂人
[00:20:12.020 --> 00:20:17.020]  把這個音改了義彼馬尼
[00:20:17.020 --> 00:20:21.020]  覺得這個皇帝是一個狂人
[00:20:21.020 --> 00:20:25.020]  不是一個神明的代表
[00:20:25.020 --> 00:20:28.020]  他又自高自大
[00:20:28.020 --> 00:20:31.020]  因為他慢慢政權慢慢堅固起來
[00:20:31.020 --> 00:20:34.020]  他去到耶路撒冷的地方的時候
[00:20:34.020 --> 00:20:44.020]  就把獻給神、獻給君的祭禮完全廢掉
[00:20:44.020 --> 00:20:47.020]  各樣的祭禮都廢掉了
[00:20:47.020 --> 00:20:53.020]  他還處決了當時耶路撒冷的大祭司
[00:20:53.020 --> 00:20:55.020]  奧尼亞三世
[00:20:55.020 --> 00:21:00.020]  立了一些他自己心選的祭司在上面
[00:21:00.020 --> 00:21:05.020]  不僅是這樣
[00:21:05.020 --> 00:21:09.020]  他還任意而行
[00:21:09.020 --> 00:21:13.020]  還做了一些毀壞的事情
[00:21:13.020 --> 00:21:14.020]  怎樣呢?
[00:21:14.020 --> 00:21:20.020]  他就在那裡建立各樣的希臘神的神廟
[00:21:20.020 --> 00:21:23.020]  神位在聖殿裏面
[00:21:23.020 --> 00:21:31.020]  還有把一些豬的祭物的血在耶路撒冷耶和華神的聖殿裏面獻祭
[00:21:31.020 --> 00:21:35.020]  這個是大大的侮辱了耶和華神
[00:21:35.020 --> 00:21:37.020]  因為他們是猶太人
[00:21:37.020 --> 00:21:40.020]  傳統是豬不是我們獻祭的動物
[00:21:40.020 --> 00:21:44.020]  把血撒在聖殿裏面獻祭
[00:21:44.020 --> 00:21:52.020]  是犯了很大的罪
[00:21:52.020 --> 00:21:58.020]  這個罪過是很難能夠描述的
[00:21:58.020 --> 00:22:02.020]  他說這個異象要到什麼時候才應驗呢?
[00:22:02.020 --> 00:22:07.020]  我們聽到這個事情
[00:22:07.020 --> 00:22:09.020]  但是你聽這個故事
[00:22:09.020 --> 00:22:12.020]  這個啟示的時候是早前550年
[00:22:12.020 --> 00:22:15.020]  我們現在看回歷史就知道
[00:22:15.020 --> 00:22:20.020]  其實當時發生的時候是早前171年
[00:22:20.020 --> 00:22:22.020]  相距大約有四百年的時候
[00:22:22.020 --> 00:22:24.020]  三百多四百年的時候
[00:22:24.020 --> 00:22:28.020]  這件事情當達爾利聽到之後
[00:22:28.020 --> 00:22:33.020]  就聽到聖者天使之間在討論的時候
[00:22:33.020 --> 00:22:35.020]  就說究竟這件事什麼時候發生呢?
[00:22:35.020 --> 00:22:37.020]  什麼時候發生呢?
[00:22:37.020 --> 00:22:39.020]  他們就這麼回答
[00:22:39.020 --> 00:22:44.020]  就說是2300日
[00:22:44.020 --> 00:22:46.020]  是2300日的事情
[00:22:46.020 --> 00:22:50.020]  聖祖就會潔淨回來
[00:22:50.020 --> 00:22:51.020]  我們看回歷史
[00:22:51.020 --> 00:22:53.020]  現在從現代看回歷史當中
[00:22:53.020 --> 00:22:57.020]  那2300日就是根據他們的律法
[00:22:57.020 --> 00:23:00.020]  就是有七年的時間
[00:23:00.020 --> 00:23:04.020]  這七年的時間就代表了
[00:23:04.020 --> 00:23:06.020]  當安提亞哥逝世的時候
[00:23:06.020 --> 00:23:09.020]  處決了大祭司
[00:23:09.020 --> 00:23:11.020]  大約是早前175年
