
[00:00:00.000 --> 00:00:02.000]  南法堂的弟子會早晨
[00:03:25.120 --> 00:03:28.880]  你們要成為聖賢
[00:03:28.880 --> 00:03:33.600]  因為耶和華領會的上帝是神聖的
[00:03:35.120 --> 00:03:39.280]  我們每一個人都是按照上帝的形象所做
[00:03:39.280 --> 00:03:41.520]  就是要「朝主」的
[00:03:41.520 --> 00:03:43.120]  「慈上帝」
[00:03:43.120 --> 00:03:46.080]  聖聖合乎主佑
[00:03:46.080 --> 00:03:49.680]  與上帝有同樣的特質
[00:03:49.680 --> 00:03:56.240]  這位創造主不僅創造天地、創造人類
[00:03:56.240 --> 00:04:01.760]  更是拯救以色列人出埃及渦洪海的上帝
[00:04:02.640 --> 00:04:06.160]  所以上帝與這群被揀選的以色列人
[00:04:06.160 --> 00:04:08.560]  有著密切的關係
[00:04:08.560 --> 00:04:11.600]  作為上帝的使物
[00:04:11.600 --> 00:04:15.920]  就必須努力賣「向誠聖」
[00:04:15.920 --> 00:04:21.040]  那我們如何賣「向誠聖」呢?
[00:04:21.040 --> 00:04:23.680]  如何「近朝主佑」呢?
[00:04:23.680 --> 00:04:29.840]  第三、第四節就講出了三大重點
[00:04:30.480 --> 00:04:33.920]  第一,就是孝敬父母
[00:04:33.920 --> 00:04:37.840]  第二,就是要守滿昔日
[00:04:37.840 --> 00:04:41.840]  第三,就是不要主張虛無的神明
[00:04:41.840 --> 00:04:44.000]  不要著重實在
[00:04:44.000 --> 00:04:50.960]  這三項的聖明都是「誠聖」的先決條件
[00:04:50.960 --> 00:04:54.720]  可能你會問
[00:04:54.720 --> 00:04:59.040]  為什麼孝敬父母是「誠聖」的桐徑呢?
[00:05:00.000 --> 00:05:03.440]  如果我們重溫上一節的第20章
[00:05:03.440 --> 00:05:04.320]  那裡就說
[00:05:04.320 --> 00:05:07.520]  當孝敬父母洗你的日子
[00:05:07.520 --> 00:05:10.160]  在夜幕華所賜你的地上
[00:05:10.160 --> 00:05:12.160]  不已長久
[00:05:12.160 --> 00:05:14.080]  意思就是說
[00:05:14.080 --> 00:05:19.040]  孝敬父母尊敬、敬愛、重視你的父母
[00:05:19.040 --> 00:05:25.200]  你就能夠長久生活在上帝的允許之中
[00:05:25.200 --> 00:05:31.040]  你就可以長久生活在流禮與默契的迦蘭美地
[00:05:31.040 --> 00:05:33.760]  換句話說
[00:05:33.760 --> 00:05:39.920]  你能否長久享受上帝的祝福和應許
[00:05:39.920 --> 00:05:42.880]  決定權不是削弱
[00:05:42.880 --> 00:05:48.720]  而是看你能否做到孝敬父母
[00:05:48.720 --> 00:05:52.400]  其實這一點也不難明白
[00:05:52.400 --> 00:05:55.760]  因為若果連見得懂的父母
[00:05:55.760 --> 00:05:58.480]  你都未能好好侍奉
[00:05:58.480 --> 00:06:02.960]  又如何侍奉體而結的上帝呢?
[00:06:02.960 --> 00:06:06.560]  正如佛家所言
[00:06:06.560 --> 00:06:13.200]  「在家孝父母,不必怨先鄉」
[00:06:13.200 --> 00:06:18.240]  「誠聖」就是先做好自己的本分
[00:06:18.240 --> 00:06:21.520]  尤其是在家的本分
[00:06:22.880 --> 00:06:24.160]  因此
[00:06:24.160 --> 00:06:27.760]  你認為你自己孝順嗎?
[00:06:27.760 --> 00:06:34.240]  你是如何對待自己的父母、家中的人和人間呢?
[00:06:34.240 --> 00:06:41.760]  若孝敬父母不是通往誠聖的必須或首要條件
[00:06:41.760 --> 00:06:47.040]  那你能達到這個最低門檻嗎?
[00:06:48.640 --> 00:06:53.760]  第二個「誠聖」就是要「審安息日」
[00:06:53.760 --> 00:06:56.800]  《全埃求記》二十章八至十一節
[00:06:56.800 --> 00:06:59.680]  亦是第十誡第四誡
[00:06:59.680 --> 00:07:03.840]  「今紀念安息日為聖日」
[00:07:03.840 --> 00:07:06.480]  「六日你要勞碌工作」
[00:07:06.480 --> 00:07:09.280]  「第七日要審安息日」
[00:07:09.280 --> 00:07:15.840]  「這一日,你和你的兒女婢婆、老婢、寄居的客女都不可以做工」
[00:07:15.840 --> 00:07:19.280]  「因為上帝七日創造天地」
[00:07:19.280 --> 00:07:20.960]  「六日創造天地」
[00:07:20.960 --> 00:07:23.520]  「第七日就要安息」
[00:07:23.520 --> 00:07:28.560]  「所以上帝賜乎安息日定為聖日」
[00:07:28.560 --> 00:07:30.960]  「安息日」
[00:07:30.960 --> 00:07:36.160]  不僅是你自己休息、放下安座、安家
[00:07:36.160 --> 00:07:38.880]  「阿喪拜,親近上帝」
[00:07:38.880 --> 00:07:42.720]  而是提醒我們善待兒女婢婦
[00:07:42.720 --> 00:07:47.840]  甚至要善待畜牲和寄居人員
[00:07:47.840 --> 00:07:50.400]  讓勞動者可以休息
[00:07:50.400 --> 00:07:53.200]  這是基本的一道
[00:07:53.200 --> 00:07:59.360]  亦是我們信仰中「愛人如己,愛鄰舍」的標準
[00:07:59.360 --> 00:08:07.040]  同時,我們也要尊敬愛護上帝所做一切的生命
[00:08:07.040 --> 00:08:11.520]  若果連尊重他者的生命我們都做不到
[00:08:11.520 --> 00:08:16.640]  那如何邁向成聖、肖主營呢?
[00:08:16.640 --> 00:08:21.200]  第三,就是不可轉向規模的神靈
[00:08:21.200 --> 00:08:23.200]  不可鑄造神像
[00:08:23.200 --> 00:08:26.880]  亦是十誡裡的第一和第二誡
[00:08:26.880 --> 00:08:31.760]  不可有別的神可以挑撼跪拜內像
[00:08:31.760 --> 00:08:34.960]  這個憑作為上帝的選擇
[00:08:34.960 --> 00:08:40.960]  以色列人對外族異教徒的信仰建成
[00:08:40.960 --> 00:08:46.080]  耶和華上帝是獨一的真實
[00:08:46.080 --> 00:08:49.920]  只敬拜一位真實
[00:08:49.920 --> 00:08:56.960]  孝敬古墓、神安息人、不可跪拜內像
[00:08:56.960 --> 00:09:02.080]  這三項就是成聖的綱領
[00:09:02.080 --> 00:09:11.040]  之後的經文,從第五至第三十七節就逐個細項說明
[00:09:11.040 --> 00:09:21.280]  第五至第八節就說到在宰殺、婚宿、獻平安祭時有什麼要注意
[00:09:21.280 --> 00:09:27.680]  如何才能量度平安祭蒙上帝的月能
[00:09:27.680 --> 00:09:34.080]  經文裡沒有講述這些火祭平安祭的規矩、條款、禮儀
[00:09:34.080 --> 00:09:39.200]  但是在第七、八節就說到這些祭神的肉
[00:09:39.200 --> 00:09:44.320]  若果留到第三天再吃,就視之為不潔
[00:09:44.320 --> 00:09:48.160]  吃的人要擔當自己的尊嚴
[00:09:48.160 --> 00:09:55.840]  因為褻瀆了聖物,這個人要在百姓中被剪除
[00:09:55.840 --> 00:10:03.520]  大家會問:為何同一塊祭神的肉留到第三天就不蒙月立呢?
[00:10:03.520 --> 00:10:07.360]  更嚴重到要被剪除呢?
[00:10:07.360 --> 00:10:11.200]  如果大家有印象平安祭就會知道
[00:10:11.200 --> 00:10:15.040]  平安祭是一個感恩祭
[00:10:15.040 --> 00:10:29.120]  獻平安祭時,祭神的柔肢內臟(最高膽部)要在壇上升重
[00:10:29.120 --> 00:10:38.080]  胸、腿先歸祭,其他部分歸獻祭者
[00:10:38.080 --> 00:10:47.040]  見證者可以分給家人、親友,甚至是寄居貧窮的人一起享肉
[00:10:47.040 --> 00:10:53.440]  見平安祭最重要的意義不是囚殺,奉獻給上帝
[00:10:53.440 --> 00:11:02.400]  而是在於與別人分享快樂
[00:11:02.400 --> 00:11:08.800]  所以不肯分給別人,想留肉給自己吃多幾天
[00:11:08.800 --> 00:11:13.920]  這個自私的心,就不蒙上帝的立
[00:11:13.920 --> 00:11:20.320]  不肯分享的人要在群體中被剪除
[00:11:20.320 --> 00:11:28.000]  兄弟姐妹,原來聖聖不是很艱辛、很辛勞的屬靈村民
[00:11:28.000 --> 00:11:39.520]  就是在家孝父母,在日常生活中等別人分享,就已經走在誠聖的路上
[00:11:39.520 --> 00:11:48.480]  樂意分享上帝給我們的福氣,就是無上帝約立的奉獻
[00:11:48.480 --> 00:11:53.600]  說了喊敬父母、感恩分享的要求
[00:11:53.600 --> 00:12:00.000]  接下來,就是誠聖之路與其他人相處的態度
[00:12:00.000 --> 00:12:05.120]  第十一至十四節,33、34節,就說到
[00:12:05.120 --> 00:12:11.520]  不可偷渡、不可欺騙、不可彼此說謊、不可指著上帝的名氣誓
[00:12:11.520 --> 00:12:17.920]  不可欺壓令社、不可黑口公知、不可辱罵聾的人
[00:12:17.920 --> 00:12:28.160]  不要背叛盲人,因為聾人聽不到,盲人看不到,但上帝是知道的
[00:12:28.160 --> 00:12:33.280]  第33節,就是不要欺壓忌君,要愛他們,等等
[00:12:33.280 --> 00:12:47.120]  由此可見,愛倫如己,不僅是新約最大的計,更是誠實、不可或缺的生活小節
[00:12:47.120 --> 00:12:56.320]  第15至17節,35至37節,就描述在法庭裡的審判,一定要公正
[00:12:56.320 --> 00:13:00.960]  不可以偏袒任何人,不可以鬆情面
[00:13:00.960 --> 00:13:12.960]  第10節更說,不可觀弄是非、不可利用民意陷害雷蛇、不可懷恨在心、不可報仇、不可埋怨
[00:13:12.960 --> 00:13:22.960]  第35節就說要持守公平公正審判,要用同一個標準作行律
[00:13:22.960 --> 00:13:31.520]  原來,誠信與公義、公平公正,是不可或缺
[00:13:31.520 --> 00:13:45.520]  事實上,少於觀弄是非、歧視作弄殘障,也有愛我們埋向石城,是違反敬畏上帝的要求
[00:13:45.520 --> 00:13:51.120]  都是忘記有話上帝的表現
[00:13:51.120 --> 00:14:05.120]  丁子煥,今天我們所言所行的,有沒有忘記上帝?我們所做的,是否與我們基督徒的生分相稱?
[00:14:05.120 --> 00:14:17.120]  經文第19至31節,就從種子生出的雜交,一直說到男女淫亂
[00:14:17.120 --> 00:14:26.120]  然後直指迦南地北奧傑的風俗和彝族的敬拜
[00:14:26.120 --> 00:14:39.120]  不同種類的植物,如果種植同一幅田,會影響其種植品質和收成,這些出品會變質
[00:14:39.120 --> 00:14:51.120]  如果深促與異類雜交,牛和羊、貓和狗,是不人道的做法,是上帝你所禁止
[00:14:51.120 --> 00:15:01.120]  男女關係樣樣不當,不僅要向人賄賂,還要向上帝獻上贖、譴責
[00:15:01.120 --> 00:15:17.120]  不可以跟隨彝族風俗迦南的敬拜模式,像占卜、觀星像、行菩薩、吃大裂的植物、洗頭、用刀傷害自己等等
[00:15:17.120 --> 00:15:27.120]  甚至特別提出,不可以販賣人口,把異類當作廟祭、玷污聖所
[00:15:27.120 --> 00:15:36.120]  今日,我們身為基督徒,我們肯定不會占卜行道的術,把異類賣作廟祭
[00:15:36.120 --> 00:15:43.120]  那我們敬拜、奉獻,又是否合乎上帝的心意呢?
[00:15:43.120 --> 00:15:51.120]  上述的經文,對我們敬拜和日常生活有何提醒呢?
[00:15:51.120 --> 00:16:00.120]  接著,我們要說到今日的氣容,第32字,尊敬老人
[00:16:00.120 --> 00:16:04.120]  問問大家,何謂老人呢?
[00:16:04.120 --> 00:16:13.120]  65歲以上有長者級,而老又代表甚麼呢?
[00:16:13.120 --> 00:16:21.120]  老,不就是失去青春活力,甚至力盡滄桑、失去價值嗎?
[00:16:21.120 --> 00:16:31.120]  今日,很多人都逃避老去,我們看電視、潮流文化,我們追求的話,我們聽的是甚麼呢?
[00:16:31.120 --> 00:16:40.120]  要逆零,要時光倒流,好像失去青春,就等於失去價值和人生意義
[00:16:40.120 --> 00:16:50.120]  其實,從嬰孩先年,到青年老年,都是人生的基本步
[00:16:50.120 --> 00:17:01.120]  老,並不可貧,只要我們掌握正確的觀念,就可以優雅地邁入老年
[00:17:01.120 --> 00:17:08.120]  享受那些不需要津津趕趕、澎湃、不需要向潮沖的生活
[00:17:08.120 --> 00:17:18.120]  用能力、有智慧來找到自己的步伐,慢慢走
[00:17:18.120 --> 00:17:27.120]  善待邁向老年的自己,接受自己,開心變老
[00:17:27.120 --> 00:17:39.120]  當年,最好我們能夠有適當的運動和學習,認識和接受自己身體的變化
[00:17:39.120 --> 00:17:47.120]  甚麼變化?一定沒有以前那麼fit,不過都要盡量保持社交和活動
[00:17:47.120 --> 00:17:59.120]  泰然享受人生的下潑場,60歲加入樂遊族,就享受兩蚊兩折的險奪
[00:17:59.120 --> 00:18:05.120]  你都可以為自己退下來,做好準備
[00:18:05.120 --> 00:18:17.120]  縮小、縮小,調教自己的生活、工作和心境,做個受歡迎的農人家
[00:18:17.120 --> 00:18:22.120]  老,可以是一個很美麗的字
[00:18:22.120 --> 00:18:28.120]  一頭牙利斯白髮,就象徵著智慧和經驗
[00:18:28.120 --> 00:18:35.120]  白髮是老年人所賦予的,是上帝賜給人的
[00:18:35.120 --> 00:18:41.120]  我們擁有公審帥,是上帝的祝福
[00:18:41.120 --> 00:18:51.120]  但是,長命百歲,甚至長命百二歲,又是否今天老人家所期望的呢?
[00:18:51.120 --> 00:18:58.120]  生活的長與短,不再在我們掌握之中
[00:18:58.120 --> 00:19:05.120]  但是,生活的闊度,就會隨著我們成性的過程
[00:19:05.120 --> 00:19:11.120]  不斷的抗活,讓我們更肖主義
[00:19:11.120 --> 00:19:19.120]  當然,老人家在身體上,都會總有毛病
[00:19:19.120 --> 00:19:22.120]  總會有些痛楚
[00:19:22.120 --> 00:19:28.120]  那些痛,我們年輕人心不及肉,是不知道的
[00:19:28.120 --> 00:19:32.120]  真的走一步痛一步,是很深的
[00:19:32.120 --> 00:19:37.120]  身體會走立科,退化
[00:19:37.120 --> 00:19:40.120]  這是不可逃避的
[00:19:40.120 --> 00:19:47.120]  我們要慢慢去適應,嘗試改變我們自己的心態
[00:19:47.120 --> 00:19:51.120]  選擇痛與不苦
[00:19:51.120 --> 00:19:58.120]  學習與痛共處,與痛共慕
[00:19:58.120 --> 00:20:06.120]  老人家,除了肌腩會退化,會有白內障,氣力會差,等等
[00:20:06.120 --> 00:20:14.120]  可以說,天天都不一樣,甚至有時都很折磨人
[00:20:14.120 --> 00:20:25.120]  造成老人家自己,和身邊照顧者家人,很大的快活要,和壓力
[00:20:25.120 --> 00:20:29.120]  面對不可逆轉的退化
[00:20:29.120 --> 00:20:39.120]  我們也只有時之魂,是每天上帝給你的新功課
[00:20:39.120 --> 00:20:45.120]  好好學習,靠著那家給我們力量的
[00:20:45.120 --> 00:20:50.120]  盡量做好自己,就夠了
[00:20:50.120 --> 00:21:01.120]  年過七十,都不要被老、病、痛,來定義你的人生
[00:21:01.120 --> 00:21:09.120]  頂姐妹,無論你是老人家,還是已經邁向下游了
[00:21:09.120 --> 00:21:14.120]  記住,上帝要求我們含肆為人
[00:21:14.120 --> 00:21:21.120]  要配得起,受得起青年人的尊敬
[00:21:21.120 --> 00:21:25.120]  要人尊敬你,不是怕你
[00:21:25.120 --> 00:21:30.120]  得人尊敬,不是靠金錢和背飯
[00:21:30.120 --> 00:21:37.120]  而是靠那份誠信的屬靈韻味
[00:21:37.120 --> 00:21:41.120]  我們要成為一個熱愛生命的長者
[00:21:41.120 --> 00:21:48.120]  誠實、可靠、愛神愛人的奇兵
[00:21:48.120 --> 00:21:53.120]  我們需要完全了解青年人的世界
[00:21:53.120 --> 00:21:56.120]  說我們都不明白
[00:21:56.120 --> 00:22:00.120]  默默支持他們,為他們代禱
[00:22:00.120 --> 00:22:06.120]  善意的提醒,點到即止的關心就足夠
[00:22:06.120 --> 00:22:10.120]  後輩有他們自己的選擇
[00:22:10.120 --> 00:22:15.120]  有他們自己要學習的步驟
[00:22:15.120 --> 00:22:21.120]  該放手,就要放手
[00:22:21.120 --> 00:22:26.120]  有一次,我在中環的青橋遠處
[00:22:26.120 --> 00:22:31.120]  看見一個年輕的胖子
[00:22:31.120 --> 00:22:35.120]  這個胖子很面熟
[00:22:35.120 --> 00:22:40.120]  他不像我的青少年團契的胖子
[00:22:40.120 --> 00:22:45.120]  我猜胖子長大了,就是這個胖子
[00:22:45.120 --> 00:22:51.120]  這個胖子遠遠走過我,在我面前停下來,跟著我
[00:22:51.120 --> 00:22:57.120]  沒事,原來他真是胖子
[00:22:57.120 --> 00:23:03.120]  只不過,在我的腦海中,他只是一個小朋友
[00:23:03.120 --> 00:23:08.120]  我是想不到,或者我是接受不到
[00:23:08.120 --> 00:23:11.120]  原來他已經長大了
[00:23:11.120 --> 00:23:15.120]  是我們不察覺的
[00:23:15.120 --> 00:23:19.120]  至於身為後輩的青年人
[00:23:19.120 --> 00:23:24.120]  在白髮人的面前,你要站立起來
[00:23:24.120 --> 00:23:30.120]  所謂站起來,不單叫你讓座讓位
[00:23:30.120 --> 00:23:33.120]  而是尊敬的表現
[00:23:33.120 --> 00:23:37.120]  在老人家面前,要恭恭敬敬
[00:23:37.120 --> 00:23:41.120]  恭,就是內在的禮貌
[00:23:41.120 --> 00:23:47.120]  敬,就是出於內心的愛戴和承擔
[00:23:47.120 --> 00:23:52.120]  其實尊敬老人,都可以分幾個層次
[00:23:52.120 --> 00:23:57.120]  第一個層次是最基本的,供養和照顧
[00:23:57.120 --> 00:24:03.120]  不用多說,大家都要履行在經濟上衣食住行的責任
[00:24:03.120 --> 00:24:08.120]  照顧,就是照料家庭
[00:24:08.120 --> 00:24:13.120]  雖然最基本,但是容易做
[00:24:13.120 --> 00:24:18.120]  我有一位朋友,剛好那時候是2021年
[00:24:18.120 --> 00:24:21.120]  是疫情期間
[00:24:21.120 --> 00:24:25.120]  飛龍管約不再續任
[00:24:25.120 --> 00:24:30.120]  疫情期間請不到人,沒有飛機也來不了
[00:24:30.120 --> 00:24:32.120]  那怎麼辦呢?
[00:24:32.120 --> 00:24:37.120]  於是他放棄了自己的專業工作
[00:24:37.120 --> 00:24:41.120]  回家服侍雙親
[00:24:41.120 --> 00:24:46.120]  我朋友的媽媽是輕度認知災害
[00:24:46.120 --> 00:24:51.120]  爸爸九十歲,但是多合作和配合
[00:24:51.120 --> 00:24:57.120]  所以我朋友服侍得很吃力,很大壓力
[00:24:57.120 --> 00:25:02.120]  過了三兩個月,我們約出來一起下院查
[00:25:02.120 --> 00:25:04.120]  很久沒見了
[00:25:04.120 --> 00:25:07.120]  我差點認不出他
[00:25:07.120 --> 00:25:13.120]  他以前是上班的專業人士,扮靚會染頭髮,穿靚衫
[00:25:13.120 --> 00:25:18.120]  這次見到他,沒打扮,沒化妝,頭髮都沒染
[00:25:18.120 --> 00:25:23.120]  又瘦了幾個碼,整個下山了
[00:25:23.120 --> 00:25:28.120]  他跟我說,我照顧你現在很不容易
[00:25:28.120 --> 00:25:33.120]  但我沒想到是教你辛苦
[00:25:33.120 --> 00:25:36.120]  三餐我希望他營養均衡
[00:25:36.120 --> 00:25:40.120]  又要煮難點,又不想去餐廳吃同樣的東西
[00:25:40.120 --> 00:25:48.120]  跟媽媽換尿片,洗澡,簡直鬥智鬥力,身心疲勞
[00:25:48.120 --> 00:25:56.120]  照顧年老的父母,讓他們活得有品質,有尊嚴
[00:25:56.120 --> 00:26:02.120]  在今時今日的香港,絕不樂意
[00:26:02.120 --> 00:26:10.120]  除了供養照顧,還有一個層面就是尊敬
[00:26:10.120 --> 00:26:16.120]  尊敬就是了解、陪伴和關懷
[00:26:16.120 --> 00:26:24.120]  問問你們,你們有多了解自己的父母或身邊的長者?
[00:26:24.120 --> 00:26:33.120]  原來人老了,性格、心態、生活、行為模式都會改變
[00:26:33.120 --> 00:26:35.120]  你察覺到嗎?
[00:26:35.120 --> 00:26:43.120]  你有關心他們在邁向衰老的過程中需要些甚麼嗎?
[00:26:43.120 --> 00:26:51.120]  趁他們還需要你,還記得你的時候
[00:26:51.120 --> 00:26:57.120]  你願意騰出多少時間陪伴他們呢?
[00:26:57.120 --> 00:27:04.120]  台灣女作家張曼娟曾說
[00:27:04.120 --> 00:27:13.120]  陪伴父母老去,就是遇見自己的早老
[00:27:13.120 --> 00:27:17.120]  原來不少人很怕陪伴老人家
[00:27:17.120 --> 00:27:19.120]  即使是自己的父母
[00:27:19.120 --> 00:27:28.120]  特別當他們體力衰弱、行動不便、大小異變、失禁、記憶力退的時候
[00:27:28.120 --> 00:27:35.120]  單單跟他們吃頓飯,都很艱難、很難受
[00:27:35.120 --> 00:27:38.120]  為何這麼艱難、這麼難受呢?
[00:27:38.120 --> 00:27:45.120]  不是他們不孝,而是當他們看到自己的父母老太郎中
[00:27:45.120 --> 00:27:49.120]  心裡隱隱作痛
[00:27:49.120 --> 00:27:55.120]  甚至會產生恐懼、想逃避、想抗拒
[00:27:55.120 --> 00:28:04.120]  就是因為我們的身心靈還未準備好、未能接受老去
[00:28:04.120 --> 00:28:11.120]  不但是自己,或者是自己父母老去的事實
[00:28:11.120 --> 00:28:15.120]  所以,讓我們進行聖經的教導
[00:28:15.120 --> 00:28:18.120]  孝敬父母、尊敬長者
[00:28:18.120 --> 00:28:27.120]  順便的接受父母老去,也是幫助自己學習面對衰老
[00:28:27.120 --> 00:28:32.120]  這是讓我們在陪伴父母的同時
[00:28:32.120 --> 00:28:38.120]  也讓自己能夠成長、成性的機會
[00:28:38.120 --> 00:28:48.120]  借用張文章說的那句「蝸牛可以散步」的比喻概念
[00:28:48.120 --> 00:28:51.120]  但蝸牛走得很慢
[00:28:51.120 --> 00:28:56.120]  其實,陪伴長者的步伐跟他們散步
[00:28:56.120 --> 00:29:01.120]  你也會體會到另類的療癒方向
[00:29:01.120 --> 00:29:07.120]  學習在限制和無奈中面對人生
[00:29:07.120 --> 00:29:13.120]  陪伴長者不單花時間在他們身上
[00:29:13.120 --> 00:29:21.120]  而是看到自己的將來提早作出改變和適應
[00:29:21.120 --> 00:29:26.120]  最後一個尊敬老人家最高的層面
[00:29:26.120 --> 00:29:30.120]  就是給予尊重和自主
[00:29:30.120 --> 00:29:34.120]  不要偷去老人家的自理能力
[00:29:34.120 --> 00:29:39.120]  就是他們自己做到的,讓他們自己做
[00:29:39.120 --> 00:29:43.120]  不要怕麻煩就忍不住出手
[00:29:43.120 --> 00:29:50.120]  例如,如果長者能夠自己拿匙羹舀飯吃
[00:29:50.120 --> 00:29:53.120]  當然,時間會很長
[00:29:53.120 --> 00:29:57.120]  甚至舀到桌子上一定會很髒
[00:29:57.120 --> 00:30:02.120]  於是很多人等不及就代勞餵他
[00:30:02.120 --> 00:30:08.120]  最後,這個老人家就連自己拿匙羹吃飯的能力都失控
[00:30:08.120 --> 00:30:12.120]  他更加認定自己是一個廢人
[00:30:12.120 --> 00:30:18.120]  我們應該為長者賦權,Enpower他們
[00:30:18.120 --> 00:30:23.120]  盡量給他們選擇的權利和學習的機會
[00:30:23.120 --> 00:30:28.120]  讓他們重新參與自己的人生
[00:30:28.120 --> 00:30:35.120]  因為老人家也可以享有人權和基本的私隱
[00:30:35.120 --> 00:30:38.120]  無論年齡、性別、種族
[00:30:38.120 --> 00:30:44.120]  他是否失能認知障礙,我們都要公平對待
[00:30:44.120 --> 00:30:53.120]  讓老人家的生活和自理能力可以保持多久,增長多久
[00:30:53.120 --> 00:30:59.120]  雖然,有時候老人家的能力一路一路大減
[00:30:59.120 --> 00:31:02.120]  甚至如同小朋友
[00:31:02.120 --> 00:31:07.120]  不過,千萬不要當他們是小朋友
[00:31:07.120 --> 00:31:16.120]  喜歡幻想、老退化,在情緒、言語、行動上都會受到影響
[00:31:16.120 --> 00:31:20.120]  甚至會出現思維異常、憂鬱、妄想
[00:31:20.120 --> 00:31:25.120]  但作為後會的我們要知道,他們是患病
[00:31:25.120 --> 00:31:28.120]  是一個不能逆轉的病
[00:31:28.120 --> 00:31:32.120]  但請你不要當他們是小孩子
[00:31:32.120 --> 00:31:40.120]  尤其是認知障礙的長者,不要天賤他們
[00:31:40.120 --> 00:31:45.120]  明知對方認知障礙,忘記了你
[00:31:45.120 --> 00:31:50.120]  還要每次去探望他,問他的時候,問後會的時候
[00:31:50.120 --> 00:31:53.120]  都問:「你記不記得我?」
[00:31:53.120 --> 00:31:55.120]  逆地而轉
[00:31:55.120 --> 00:31:59.120]  當他真的記得你的時候,你就如同一個陌生人
[00:31:59.120 --> 00:32:03.120]  一個陌生人走近,還要向他發出問題
[00:32:03.120 --> 00:32:07.120]  你說這個老人家多害怕、多難受嗎?
[00:32:07.120 --> 00:32:11.120]  所以,如果我們要去探望認知障礙的長者
[00:32:11.120 --> 00:32:16.120]  第一,每次見到他都要面帶笑容,打招呼,親切地走近
[00:32:16.120 --> 00:32:23.120]  然後才自我介紹:「我是馬牧師,教會來探望你」
[00:32:23.120 --> 00:32:29.120]  讓他知道,你是牧師,你認識他,來探望他
[00:32:29.120 --> 00:32:32.120]  讓他有安全感
[00:32:32.120 --> 00:32:38.120]  要照顧和與長者相處
[00:32:38.120 --> 00:32:42.120]  本來就是一回藝術
[00:32:42.120 --> 00:32:49.120]  要照顧認知障礙的老人家,就比想像中困難
[00:32:49.120 --> 00:32:55.120]  照顧者,他的老伴子女都會很難受
[00:32:55.120 --> 00:33:02.120]  我們只有祈求上主幫助我們,亦難言上
[00:33:04.120 --> 00:33:10.120]  在白髮的人面前,你要站立起來,學習尊敬他們
