
[00:00:00.000 --> 00:00:02.840]  大家知道我們現在說的是「真言」
[00:07:04.920 --> 00:07:06.240]  我亦都在這裏講
[00:07:06.240 --> 00:07:08.520]  為何要講針研在家庭邊
[00:07:08.520 --> 00:07:10.680]  因為家庭是一個很重要的
[00:07:10.680 --> 00:07:12.400]  第二會偷取
[00:07:12.400 --> 00:07:15.720]  我們家庭裏面的財產是什麼呢
[00:07:15.720 --> 00:07:17.040]  就是我們的小孩
[00:07:17.040 --> 00:07:19.160]  我們這一班的青少年
[00:07:19.160 --> 00:07:21.480]  我們每一個生兒育女的
[00:07:21.480 --> 00:07:22.400]  按照聖經所講
[00:07:22.400 --> 00:07:23.920]  我們的子女是我們的什麼
[00:07:23.920 --> 00:07:26.760]  耶和華託管我們的財產
[00:07:26.760 --> 00:07:28.360]  無論你是單親也好
[00:07:28.360 --> 00:07:30.440]  你是一個健全的家庭也好
[00:07:30.440 --> 00:07:32.680]  你的青少年都是你的財產
[00:07:32.680 --> 00:07:34.240]  今日惡者在聚末日的時候
[00:07:34.240 --> 00:07:35.800]  要偷取他們
[00:07:35.800 --> 00:07:37.040]  偷取他們是什麼呢
[00:07:37.040 --> 00:07:38.640]  偷取他們的貞潔
[00:07:38.640 --> 00:07:41.360]  所以婚前性行為很常發生
[00:07:41.360 --> 00:07:45.000]  偷取什麼呢 偷取他們的生命和夢想
[00:07:45.000 --> 00:07:47.520]  很多年青人一出來工作
[00:07:47.520 --> 00:07:51.320]  那個夢想就開始不見了
[00:07:51.320 --> 00:07:53.000]  又偷取了你的生命
[00:07:53.000 --> 00:07:54.520]  有人自殺
[00:07:54.520 --> 00:07:55.800]  有人就不自殺
[00:07:55.800 --> 00:08:00.440]  常常將生命花費在哪裏呢
[00:08:00.440 --> 00:08:03.080]  Candy Crush
[00:08:03.080 --> 00:08:04.400]  知不知道是什麼
[00:08:04.400 --> 00:08:11.200]  很多時間放在一些很無謂的遊戲機裏面
[00:08:11.200 --> 00:08:13.000]  又或者放在很多什麼情況裏面
[00:08:13.000 --> 00:08:14.600]  無論怎樣都好
[00:08:14.600 --> 00:08:16.120]  家庭是一個很重要的單位
[00:08:16.120 --> 00:08:19.360]  所以今日希望透過這個引言
[00:08:19.360 --> 00:08:23.680]  我們就藉著《針研》十七章一到三節
[00:08:23.680 --> 00:08:26.560]  講家庭裏面有三樣東西很重要的東西
[00:08:26.560 --> 00:08:29.240]  我們要把握得住
[00:08:29.240 --> 00:08:30.640]  無論你是子女
[00:08:30.640 --> 00:08:31.960]  無論你成家流失
[00:08:31.960 --> 00:08:33.160]  這段經文都可以提醒我們
[00:08:33.160 --> 00:08:35.080]  我們看看《針研》十七章一到三節
[00:08:35.080 --> 00:08:36.240]  一起來讀一讀好嗎
[00:08:36.240 --> 00:08:38.040]  這段經文來提醒我們
[00:08:38.040 --> 00:08:39.960]  在《針研》裏面
[00:08:39.960 --> 00:08:42.240]  家庭裏面的重要性在哪裏
[00:08:42.240 --> 00:08:43.840]  如果找到的話我們預備一二三來讀
[00:08:43.840 --> 00:08:45.680]  預備一二三
[00:08:45.680 --> 00:08:47.200]  設籍滿屋
[00:08:47.200 --> 00:08:49.080]  大家相爭
[00:08:49.080 --> 00:08:51.360]  不如有一塊乾餅
[00:08:51.360 --> 00:08:53.240]  大家相安
[00:08:53.240 --> 00:08:55.240]  僕人辦事聰明
[00:08:55.240 --> 00:08:58.400]  必管轄移收之子
[00:08:58.400 --> 00:09:02.400]  又在種子中同婚產業
[00:09:02.400 --> 00:09:03.800]  鼎為煉銀
[00:09:03.800 --> 00:09:05.440]  勞為煉金
[00:09:05.440 --> 00:09:06.760]  惟有夜禍
[00:09:06.760 --> 00:09:08.880]  熬煉人心
[00:09:08.880 --> 00:09:10.640]  這三節裏面
[00:09:10.640 --> 00:09:13.480]  可以看為是一個家庭裏面提醒我們
[00:09:13.480 --> 00:09:15.440]  第一大點想提就是
[00:09:15.440 --> 00:09:17.240]  家庭的重要
[00:09:17.240 --> 00:09:19.280]  就是私人提醒我們
[00:09:19.280 --> 00:09:20.800]  所樂門提醒我們
[00:09:20.800 --> 00:09:22.800]  家和萬事興
[00:09:22.800 --> 00:09:24.880]  第二節會提醒我們
[00:09:24.880 --> 00:09:27.720]  家庭是一個最好的地方
[00:09:27.720 --> 00:09:31.520]  去教導我們下一代的地方
[00:09:31.520 --> 00:09:33.240]  第三
[00:09:33.240 --> 00:09:34.760]  就是家庭
[00:09:34.760 --> 00:09:36.760]  是其中一個很好
[00:09:36.760 --> 00:09:38.920]  培養我們品格的地方
[00:09:38.920 --> 00:09:40.800]  我們先看第一點
[00:09:40.800 --> 00:09:42.520]  家和萬事興
[00:09:42.520 --> 00:09:44.320]  以和為貴的家庭
[00:09:44.320 --> 00:09:46.600]  大家讀一讀這幾個經文的時候
[00:09:46.600 --> 00:09:49.360]  其實在《針研》除了這一節之外
[00:09:49.360 --> 00:09:51.720]  我總共找到最少有六節
[00:09:51.720 --> 00:09:56.040]  都是關於類似十七章一節的相同
[00:09:56.040 --> 00:09:57.120]  我已經講了兩節
[00:09:57.120 --> 00:09:58.800]  我們讀一讀這幾節好嗎
[00:09:58.800 --> 00:10:01.480]  這幾節的《針研》提醒我們
[00:10:01.480 --> 00:10:04.360]  甚麼叫做家和萬事興
[00:10:04.360 --> 00:10:06.680]  對於所樂門這個作者來說
[00:10:06.680 --> 00:10:09.520]  實在是很道地
[00:10:09.520 --> 00:10:11.880]  你知不知道他有多少個老婆
[00:10:11.880 --> 00:10:14.880]  聽聞最少有一百個老婆
[00:10:14.880 --> 00:10:18.840]  所以這個情況常常會爭吵
[00:10:18.840 --> 00:10:23.160]  所以他有一個很深的感觸
[00:10:23.160 --> 00:10:24.000]  去提醒我們
[00:10:24.000 --> 00:10:25.920]  好 我們一起讀一讀這幾節經文
[00:10:25.920 --> 00:10:27.440]  第一節就讀過了
[00:10:27.440 --> 00:10:28.400]  再讀一次好嗎
[00:10:28.400 --> 00:10:29.240]  預備 1 2 3 來
[00:10:29.240 --> 00:10:32.440]  你這樣拍一拍 1 2 3
[00:10:32.440 --> 00:10:33.920]  大家相爭
[00:10:33.920 --> 00:10:35.680]  不如有塊餅乾
[00:10:35.680 --> 00:10:37.760]  大家相安
[00:10:37.760 --> 00:10:40.880]  遠離紛爭是人的尊榮
[00:10:40.880 --> 00:10:43.640]  如往人都愛爭鬧
[00:10:43.640 --> 00:10:46.960]  寧可住在房角頂的頂上
[00:10:46.960 --> 00:10:49.280]  不在寬闊的房屋
[00:10:49.280 --> 00:10:52.960]  與爭吵的婦人同住
[00:10:52.960 --> 00:10:55.160]  作為丈夫或者太太你會不會覺得
[00:10:55.160 --> 00:10:56.080]  這個也挺
[00:10:56.080 --> 00:10:58.640]  如果家裏常常吵架也挺型的
[00:10:58.640 --> 00:11:00.160]  其實還有很多都是相同的
[00:11:00.160 --> 00:11:02.240]  我不詳細在讀
[00:11:02.240 --> 00:11:06.200]  不過所樂門強調一件事
[00:11:06.200 --> 00:11:08.440]  家和萬事興
[00:11:08.440 --> 00:11:10.440]  其實世界每一個民族都是
[00:11:10.440 --> 00:11:11.960]  中國也有一句
[00:11:11.960 --> 00:11:14.320]  家和萬事興
[00:11:14.320 --> 00:11:16.760]  接著呢
[00:11:16.760 --> 00:11:18.800]  為何這麼清楚
[00:11:18.800 --> 00:11:20.160]  你明知這一句
[00:11:20.160 --> 00:11:22.080]  我想問剛才大家讀的時候
[00:11:22.080 --> 00:11:24.680]  你家裏還有沒有吵架
[00:11:24.680 --> 00:11:26.080]  還有的
[00:11:26.080 --> 00:11:29.160]  知而行難
[00:11:29.160 --> 00:11:32.600]  起碼在《針研》有六節說過不要吵架
[00:11:32.600 --> 00:11:33.800]  吵架是沒有人喜歡
[00:11:33.800 --> 00:11:35.200]  但仍然吵
[00:11:35.200 --> 00:11:36.240]  我們知道
[00:11:36.240 --> 00:11:37.480]  但走出來
[00:11:37.480 --> 00:11:38.360]  所以其實我的題目
[00:11:38.360 --> 00:11:39.560]  如果大家有貓子
[00:11:39.560 --> 00:11:41.320]  我們知而行難的時候怎樣呢
[00:11:41.320 --> 00:11:44.840]  要靠著耶穌那種復活大能幫我們奮進
[00:11:44.840 --> 00:11:49.080]  否則我們只是停於一些道德上的教育
[00:11:49.080 --> 00:11:50.400]  今天我們知道我們沒有能力
[00:11:50.400 --> 00:11:52.200]  所樂門寫下來的時候
[00:11:52.200 --> 00:11:56.680]  他的子民基本上沒有能力執行他的說話
[00:11:56.680 --> 00:11:58.520]  直到耶穌知道的情況
[00:11:58.520 --> 00:12:03.600]  他死亡的復活大能將他重新一次演繹出來
[00:12:03.600 --> 00:12:04.440]  話說回來
[00:12:04.440 --> 00:12:07.160]  當一個家庭能夠萬事和好的時候
[00:12:07.160 --> 00:12:08.360]  就不會爭吵
[00:12:08.360 --> 00:12:10.320]  有時家庭的爭吵
[00:12:10.320 --> 00:12:12.600]  是出於主要的家庭爭吵
[00:12:12.600 --> 00:12:17.120]  丈夫和太太 太太和丈夫
[00:12:17.120 --> 00:12:18.760]  我們在這裏看一看的時候
[00:12:18.760 --> 00:12:20.080]  我想借用一個人
[00:12:20.080 --> 00:12:21.640]  叫葉光明
[00:12:21.640 --> 00:12:23.640]  他重新幫我們
[00:12:23.640 --> 00:12:24.920]  教導我們
[00:12:24.920 --> 00:12:27.720]  定位關於丈夫的角色
[00:12:27.720 --> 00:12:29.000]  太太的角色
[00:12:29.000 --> 00:12:30.600]  如果定錯位
[00:12:30.600 --> 00:12:34.240]  自己做事的時候可能
[00:12:34.240 --> 00:12:35.840]  不知道自己做錯了甚麼
[00:12:35.840 --> 00:12:38.280]  以致會有吵架
[00:12:38.280 --> 00:12:39.160]  家庭不和
[00:12:39.160 --> 00:12:42.120]  我很快速的來一看
[00:12:42.120 --> 00:12:46.120]  我希望透過家和萬事這個重點裏面
[00:12:46.120 --> 00:12:48.080]  丈夫知道要做回丈夫
[00:12:48.080 --> 00:12:49.760]  太太知道要做回太太
[00:12:49.760 --> 00:12:50.920]  兒女做回兒女
[00:12:50.920 --> 00:12:53.000]  我們希望大家知道自己的角色的時候
[00:12:53.000 --> 00:12:56.040]  我們可以重新
[00:12:56.040 --> 00:12:57.360]  在家裏面
[00:12:57.360 --> 00:12:58.600]  當回這個角色的時候
[00:12:58.600 --> 00:13:00.800]  可以做到家和萬事興
[00:13:00.800 --> 00:13:01.800]  靠著耶穌的大能
[00:13:01.800 --> 00:13:03.040]  好 我看一看
[00:13:03.040 --> 00:13:07.960]  做丈夫的有甚麼角色
[00:13:07.960 --> 00:13:10.040]  根據葉光明老師
[00:13:10.040 --> 00:13:11.680]  他已經離開了
[00:13:11.680 --> 00:13:13.920]  他對於在聖經裏面的演繹
[00:13:13.920 --> 00:13:15.480]  和他的經驗裏面
[00:13:15.480 --> 00:13:18.520]  發覺丈夫有這六點
[00:13:18.520 --> 00:13:20.160]  丈夫你自己看看你有沒有這六點
[00:13:20.160 --> 00:13:21.080]  愛妻子
[00:13:21.080 --> 00:13:22.200]  聆聽穩定對方
[00:13:22.200 --> 00:13:22.880]  作決定
[00:13:22.880 --> 00:13:24.000]  引發行動
[00:13:24.000 --> 00:13:25.840]  慰養和洗太太歡悅
[00:13:25.840 --> 00:13:27.440]  讚賞她
[00:13:27.440 --> 00:13:28.600]  想一想
[00:13:28.600 --> 00:13:29.840]  或者男士你還未結婚
[00:13:29.840 --> 00:13:31.560]  你要準備這幾點
[00:13:31.560 --> 00:13:35.800]  因為你的另一半需要
[00:13:35.800 --> 00:13:37.920]  說到第一 愛妻子的時候
[00:13:37.920 --> 00:13:40.120]  很清楚一件事就是
[00:13:40.120 --> 00:13:41.360]  在《耳筆所書》
[00:13:41.360 --> 00:13:43.920]  丈夫要愛妻子
[00:13:43.920 --> 00:13:45.240]  這個是命令
[00:13:45.240 --> 00:13:49.360]  其實保羅重新提供這個說話
[00:13:49.360 --> 00:13:53.440]  其實都是一個重新教人挑戰
[00:13:53.440 --> 00:13:54.720]  因為在耶穌的時代
[00:13:54.720 --> 00:13:55.960]  很多人已經離婚
[00:13:55.960 --> 00:13:58.600]  所以在耶穌去到教導婚姻的時候
[00:13:58.600 --> 00:13:59.160]  那些人就問
[00:13:59.160 --> 00:14:01.120]  喂摩西給我們寫
[00:14:01.120 --> 00:14:02.920]  可以寫離婚的書
[00:14:02.920 --> 00:14:04.560]  耶穌告訴我們甚麼
[00:14:04.560 --> 00:14:06.680]  那些人是硬心
[00:14:06.680 --> 00:14:07.800]  今天那麼多人離婚
[00:14:07.800 --> 00:14:10.400]  因為人的心是硬
[00:14:10.400 --> 00:14:12.800]  所以我求耶穌幫助我們
[00:14:12.800 --> 00:14:15.920]  重塑這一點愛妻子
[00:14:15.920 --> 00:14:16.880]  特別在這個時候
[00:14:16.880 --> 00:14:17.720]  我們沒有甚麼年輕人
[00:14:17.720 --> 00:14:19.400]  不過所有的人
[00:14:19.400 --> 00:14:22.240]  我們要提供一句說話就是
[00:14:22.240 --> 00:14:24.320]  在下令會裏面
[00:14:24.320 --> 00:14:26.240]  麥牧師曾經跟我們說過
[00:14:26.240 --> 00:14:28.680]  今天在我們家裏面
[00:14:28.680 --> 00:14:31.400]  我們要建立婚姻
[00:14:31.400 --> 00:14:33.760]  我們不是只有婚禮
[00:14:33.760 --> 00:14:36.160]  分辨到婚禮和婚姻的分別嗎
[00:14:36.160 --> 00:14:38.000]  今天可能大家不知道甚麼是婚禮
[00:14:38.000 --> 00:14:39.600]  但是所有年輕人未結婚的
[00:14:39.600 --> 00:14:42.000]  有誰未結婚的請舉手
[00:14:42.000 --> 00:14:44.440]  準備想結婚的
[00:14:44.440 --> 00:14:45.800]  或者想結婚的
[00:14:45.800 --> 00:14:46.440]  我想問
[00:14:46.440 --> 00:14:47.960]  你應該問他們
[00:14:47.960 --> 00:14:49.400]  你們準備快要結婚了
[00:14:49.400 --> 00:14:50.560]  或者想拍拖了
[00:14:50.560 --> 00:14:52.040]  你最想著甚麼呢
[00:14:52.040 --> 00:14:55.560]  想著一個豪門的婚宴
[00:14:55.560 --> 00:14:57.480]  一個豪門的婚禮
[00:14:57.480 --> 00:14:59.800]  丈夫開一輛甚麼車來接你
[00:14:59.800 --> 00:15:00.960]  在哪裏擺酒
[00:15:00.960 --> 00:15:03.200]  今天所有年輕人都是在想這些
[00:15:03.200 --> 00:15:04.520]  結婚了做甚麼呢
[00:15:04.520 --> 00:15:06.200]  就不知道做甚麼
[00:15:06.200 --> 00:15:07.840]  因為他們只是看婚禮
[00:15:07.840 --> 00:15:09.240]  不是看婚姻
[00:15:09.240 --> 00:15:10.800]  但婚姻就好像
[00:15:10.800 --> 00:15:12.440]  這個門一進去之後
[00:15:12.440 --> 00:15:14.120]  很多東西要學習
[00:15:14.120 --> 00:15:15.240]  要學習甚麼呢
[00:15:15.240 --> 00:15:17.280]  聆聽敏銳對方
[00:15:17.280 --> 00:15:18.120]  今天
[00:15:18.120 --> 00:15:19.440]  丈夫
[00:15:19.440 --> 00:15:21.400]  你有一個很大忍耐的角色
[00:15:21.400 --> 00:15:23.440]  你要聆聽和敏銳
[00:15:23.440 --> 00:15:24.400]  太太
[00:15:24.400 --> 00:15:25.360]  聆聽和敏銳
[00:15:25.360 --> 00:15:26.240]  舉例
[00:15:26.240 --> 00:15:29.640]  有一個太太回來
[00:15:29.640 --> 00:15:31.000]  很面黑
[00:15:31.000 --> 00:15:32.800]  坐在那裏
[00:15:32.800 --> 00:15:34.760]  接著就很生氣
[00:15:34.760 --> 00:15:35.920]  為甚麼生氣呀
[00:15:35.920 --> 00:15:37.080]  不舒服呀
[00:15:37.080 --> 00:15:38.440]  很生氣呀
[00:15:38.440 --> 00:15:39.360]  今天呢
[00:15:39.360 --> 00:15:40.680]  我的經理裏面
[00:15:40.680 --> 00:15:42.920]  給我做的東西又不合理
[00:15:42.920 --> 00:15:45.600]  又叫我買飯的時候
[00:15:45.600 --> 00:15:46.600]  買錯了
[00:15:46.600 --> 00:15:48.280]  他給了指示
[00:15:48.280 --> 00:15:49.480]  又不告訴我
