
[00:00:00.000 --> 00:00:04.720]  一個基督徒 如果要有成長的話
[00:06:31.040 --> 00:06:35.000]  以爲自己的心真的歸向神
[00:06:35.000 --> 00:06:37.480]  所以神試驗我們
[00:06:37.480 --> 00:06:39.920]  由我們怎樣回應神的試驗
[00:06:39.920 --> 00:06:42.040]  就能夠讓我們見到
[00:06:42.040 --> 00:06:45.160]  我們到底是一個怎樣的人
[00:06:45.160 --> 00:06:48.600]  尤其是這些試驗在日常生活當中
[00:06:48.600 --> 00:06:50.800]  就更加一針見血
[00:06:50.800 --> 00:06:54.440]  我們見到神試驗第一代的以色列人
[00:06:54.440 --> 00:06:56.720]  是什麼情形下試驗他們
[00:06:56.720 --> 00:06:58.920]  日常的生活
[00:06:58.920 --> 00:07:00.240]  有沒有水喝
[00:07:00.240 --> 00:07:01.760]  有沒有東西喫
[00:07:01.760 --> 00:07:03.960]  當沒有水喝沒有東西喫的時候
[00:07:03.960 --> 00:07:06.120]  那羣以色列人就怎樣
[00:07:06.120 --> 00:07:07.520]  他們就埋怨
[00:07:07.520 --> 00:07:10.400]  他們就閹尖聲援
[00:07:10.400 --> 00:07:12.640]  有人可能會說
[00:07:12.640 --> 00:07:14.160]  「我不會的
[00:07:14.160 --> 00:07:15.480]  到神試驗我
[00:07:15.480 --> 00:07:19.200]  我就會走在祂的旨意當中」
[00:07:19.200 --> 00:07:21.000]  是嗎?
[00:07:21.000 --> 00:07:22.360]  神沒試驗你
[00:07:22.360 --> 00:07:23.480]  你風平浪靜
[00:07:23.480 --> 00:07:27.200]  你都沒走在神的旨意當中
[00:07:27.200 --> 00:07:28.720]  所以神試驗你的時候
[00:07:28.720 --> 00:07:31.240]  你說你會走在神的旨意當中
[00:07:31.240 --> 00:07:34.080]  簡直是在說大話
[00:07:34.080 --> 00:07:37.240]  有人可能會說「爲什麼神會這麼差
[00:07:37.240 --> 00:07:39.160]  來試驗人
[00:07:39.160 --> 00:07:41.440]  好像在作弄你一樣
[00:07:41.440 --> 00:07:43.480]  裝個彈弓作弄你」
[00:07:43.480 --> 00:07:46.440]  其實神試驗人不是作弄我們
[00:07:46.440 --> 00:07:49.400]  神試驗我們是想我們成功
[00:07:49.400 --> 00:07:53.160]  但是撒旦試探我們是想我們失敗
[00:07:53.160 --> 00:07:55.800]  你有沒有見到神不是試探我們
[00:07:55.800 --> 00:07:59.120]  聖經說神是不會試探任何人
[00:07:59.120 --> 00:08:01.920]  神是試驗我們想我們成功
[00:08:01.920 --> 00:08:04.240]  撒旦就是試探我們
[00:08:04.240 --> 00:08:06.520]  祂是想我們失敗
[00:08:06.520 --> 00:08:08.600]  所以有很大的區別
[00:08:08.600 --> 00:08:10.240]  又有人可能會說我
[00:08:10.240 --> 00:08:14.400]  「Sidney你又爲神說話
[00:08:14.400 --> 00:08:16.960]  聖經究竟哪一節的經文告訴你
[00:08:16.960 --> 00:08:18.480]  神是想你成功
[00:08:18.480 --> 00:08:20.640]  聖經哪一節的經文告訴我們
[00:08:20.640 --> 00:08:22.840]  撒旦是想我們失敗」
[00:08:22.840 --> 00:08:25.440]  在這裏《約伯書》二章三節
[00:08:25.440 --> 00:08:26.600]  經文怎麼說
[00:08:26.600 --> 00:08:29.280]  「耶和華向撒旦說
[00:08:29.280 --> 00:08:33.400]  你曾用心察看我的僕人約伯沒有
[00:08:33.400 --> 00:08:36.480]  地上再沒有人像他完全正直
[00:08:36.480 --> 00:08:38.960]  敬畏神遠離惡事
[00:08:38.960 --> 00:08:41.320]  你雖激動我攻擊他
[00:08:41.320 --> 00:08:42.920]  無故毀滅他
[00:08:42.920 --> 00:08:45.800]  他仍然持守他的純正」
[00:08:45.800 --> 00:08:49.280]  神說你有沒有見到我的僕人約伯
[00:08:49.280 --> 00:08:52.360]  你有沒有見到他是多敬畏神多正直
[00:08:52.360 --> 00:08:56.080]  你雖然叫我去攻擊他
[00:08:56.080 --> 00:08:58.800]  但是他仍然都是持守他的純正
[00:08:58.800 --> 00:09:00.640]  神說我看好約伯
[00:09:00.640 --> 00:09:04.040]  我知道他是一個忠心的僕人
[00:09:04.040 --> 00:09:05.440]  撒旦呢
[00:09:05.440 --> 00:09:07.920]  如果你繼續讀下去
[00:09:07.920 --> 00:09:11.560]  在《約伯書》裏你會見到撒旦說
[00:09:11.560 --> 00:09:13.480]  約伯爲什麼那麼喜歡你啊神
[00:09:13.480 --> 00:09:15.160]  爲什麼那麼敬畏你啊
[00:09:15.160 --> 00:09:16.920]  因爲你對他好
[00:09:16.920 --> 00:09:19.880]  你試一下將他所有的東西拿走
[00:09:19.880 --> 00:09:21.920]  他一定就坐你
[00:09:21.920 --> 00:09:25.240]  這個就是撒旦和神不同的地方
[00:09:25.240 --> 00:09:29.520]  神是想我們得勝 神是想我們成功
[00:09:29.520 --> 00:09:31.720]  撒旦是想我們失敗
[00:09:31.720 --> 00:09:35.680]  所以每一個試驗 每一個試探
[00:09:35.680 --> 00:09:37.680]  都有兩個可能性
[00:09:37.680 --> 00:09:41.080]  一個可能性就是你勝過試探
[00:09:41.080 --> 00:09:42.840]  或者勝過試驗
[00:09:42.840 --> 00:09:44.280]  你是榮耀神
[00:09:44.280 --> 00:09:46.040]  你是得到成長
[00:09:46.040 --> 00:09:47.760]  另外一個可能性
[00:09:47.760 --> 00:09:50.480]  就是你中了撒旦的詭計
[00:09:50.480 --> 00:09:53.160]  你中了撒旦的圈套
[00:09:53.160 --> 00:09:56.560]  而你失敗了 你是被他試探到
[00:09:56.560 --> 00:09:58.880]  不同的地方在哪裏
[00:09:58.880 --> 00:10:03.000]  不同的地方就是一個成功勝過試驗的人
[00:10:03.000 --> 00:10:05.160]  他是靠着神的能力
[00:10:05.160 --> 00:10:06.840]  靠着神的力量
[00:10:06.840 --> 00:10:11.560]  而一個失敗的人是靠自己
[00:10:11.560 --> 00:10:13.720]  所以每一個試驗來到的時候
[00:10:13.720 --> 00:10:15.920]  都給我們有機會學習
[00:10:15.920 --> 00:10:18.040]  來到是倚靠神
[00:10:18.040 --> 00:10:20.960]  剛纔我們見到《生命紀》八章十二節
[00:10:20.960 --> 00:10:27.000]  「恐怕你喫得飽足 你就心高氣傲忘記耶和華你的神」
[00:10:27.000 --> 00:10:29.560]  每一個人當我們飽足
[00:10:29.560 --> 00:10:31.840]  當我們富有的時候
[00:10:31.840 --> 00:10:33.720]  就真的很容易忘記神
[00:10:33.720 --> 00:10:36.600]  我們以爲每一件事都是靠自己的能力
[00:10:36.600 --> 00:10:39.160]  就好像《生命紀》八章十七節
[00:10:39.160 --> 00:10:41.320]  經文說「恐怕你心裏說
[00:10:41.320 --> 00:10:46.160]  這貨財是我力量 是我能力得來的」
[00:10:46.160 --> 00:10:48.480]  是靠我自己得來的
[00:10:48.480 --> 00:10:51.680]  亦好像在《針研》第三十篇
[00:10:51.680 --> 00:10:53.120]  第八至九節
[00:10:53.120 --> 00:10:56.680]  我們知道《針研》是所羅門王所寫的
[00:10:56.680 --> 00:10:58.800]  所羅門王這麼富有的人
[00:10:58.800 --> 00:11:00.000]  他寫了什麼呢?
[00:11:00.000 --> 00:11:02.640]  他說「求神求禰使我
[00:11:02.640 --> 00:11:05.680]  使虛假和謊言遠離我
[00:11:05.680 --> 00:11:08.800]  使我也不貧窮也不富足
[00:11:08.800 --> 00:11:10.800]  次級我虛榮的飲食
[00:11:10.800 --> 00:11:15.880]  恐怕我飽足不認識禰說耶和華是誰呢?
[00:11:15.880 --> 00:11:21.120]  恐怕我貧窮就偷竊以至涉足我神的名」
[00:11:21.120 --> 00:11:25.400]  所羅門王說「禰讓我次級我虛榮的飲食」
[00:11:25.400 --> 00:11:27.840]  剛纔我們讀《主土文》
[00:11:27.840 --> 00:11:29.400]  經文說什麼呢?
[00:11:29.400 --> 00:11:31.480]  「我們日用的飲食
[00:11:31.480 --> 00:11:33.400]  今日次級我們」
[00:11:33.400 --> 00:11:36.800]  原來《主土文》裏面教我們所求的
[00:11:36.800 --> 00:11:38.800]  不是大富大貴
[00:11:38.800 --> 00:11:41.160]  《主土文》教我們所求的
[00:11:41.160 --> 00:11:43.720]  是日用的飲食次級我們
[00:11:43.720 --> 00:11:45.840]  就好像所羅門王所說
[00:11:45.840 --> 00:11:49.520]  所羅門王說我太富貴的時候
[00:11:49.520 --> 00:11:52.640]  我就會忘記了神
[00:11:52.640 --> 00:11:55.400]  神是誰?神是誰?
[00:11:55.400 --> 00:11:57.000]  我不認得神
[00:11:57.000 --> 00:11:59.000]  但是當我太貧窮
[00:11:59.000 --> 00:12:00.800]  我就可能去偷竊
[00:12:00.800 --> 00:12:04.200]  當我偷竊的時候我就涉足神的名
[00:12:04.200 --> 00:12:06.120]  我以前也和大家說過
[00:12:06.120 --> 00:12:08.120]  在十界當中的第三界
[00:12:08.120 --> 00:12:09.920]  不可罔清神的名
[00:12:09.920 --> 00:12:12.440]  是多過我們將神的名
[00:12:12.440 --> 00:12:14.120]  掛在我們的嘴邊
[00:12:14.120 --> 00:12:16.120]  來罔清祂
[00:12:16.120 --> 00:12:20.000]  我們可以用我們的行爲來涉足神的名
[00:12:20.000 --> 00:12:22.640]  這就是所羅門王所說的
[00:12:22.640 --> 00:12:28.120]  當我偷竊的時候我就涉足了神的名
[00:12:28.120 --> 00:12:31.360]  當我們每個人重視我們的財物
[00:12:31.360 --> 00:12:33.640]  多過重視神的時候
[00:12:33.640 --> 00:12:39.240]  我們的財物就變成了我們的偶像
[00:12:39.240 --> 00:12:41.640]  這是一個三部曲
[00:12:41.640 --> 00:12:45.440]  多數是怎樣的?
[00:12:45.440 --> 00:12:47.880]  首先我們是很富足
[00:12:47.880 --> 00:12:50.480]  接着慢慢慢慢就變成怎樣?
[00:12:50.480 --> 00:12:51.960]  這些富足的東西
[00:12:51.960 --> 00:12:55.600]  這些財物就變成了我們的偶像
[00:12:55.600 --> 00:12:57.640]  接着我們就離開神
[00:12:57.640 --> 00:12:58.760]  三部
[00:12:58.760 --> 00:12:59.600]  富有
[00:12:59.600 --> 00:13:00.520]  偶像
[00:13:00.520 --> 00:13:01.920]  離棄神
[00:13:01.920 --> 00:13:03.640]  這三部曲
[00:13:03.640 --> 00:13:06.160]  不僅是摩西的時候纔有
[00:13:06.160 --> 00:13:07.360]  這三部曲
[00:13:07.360 --> 00:13:10.200]  在我們現在不同的教會
[00:13:10.200 --> 00:13:11.760]  在不同的家庭
[00:13:11.760 --> 00:13:14.840]  在不同的人的心裏都是一樣
[00:13:14.840 --> 00:13:20.360]  富有是可以形成我們離棄神
[00:13:20.360 --> 00:13:21.680]  有人說
[00:13:21.680 --> 00:13:22.800]  不是
[00:13:22.800 --> 00:13:24.720]  我很富有很富足
[00:13:24.720 --> 00:13:26.600]  但我仍然都是歸向神
[00:13:26.600 --> 00:13:29.000]  我沒有忘記神
[00:13:29.000 --> 00:13:31.760]  聖經有一個很容易的測試
[00:13:31.760 --> 00:13:33.400]  聖經說什麼?
[00:13:33.400 --> 00:13:36.200]  你的錢財在哪裏
[00:13:36.200 --> 00:13:38.600]  你的心就在哪裏
[00:13:38.600 --> 00:13:40.880]  不要說我們沒有忘記神
[00:13:40.880 --> 00:13:43.720]  我們的心是歸向神
[00:13:43.720 --> 00:13:46.120]  看看我們的錢財放在哪裏
[00:13:46.120 --> 00:13:48.880]  就知道我們的心在哪裏
[00:13:48.880 --> 00:13:50.720]  我一生人
[00:13:50.720 --> 00:13:52.440]  不是風平浪靜
[00:13:52.440 --> 00:13:55.000]  我一生人很多時候都有風風雨雨
[00:13:55.000 --> 00:13:56.720]  但我感謝神
[00:13:56.720 --> 00:13:58.960]  就是因爲這些風風雨雨
[00:13:58.960 --> 00:14:01.960]  以致幫助我是不會離棄神
[00:14:01.960 --> 00:14:08.560]  幫助我永遠都是依靠神來度過每一天
[00:14:08.560 --> 00:14:14.160]  我們見到在曠野
[00:14:14.160 --> 00:14:16.960]  神給以色列人有瑪拿
[00:14:16.960 --> 00:14:20.640]  這件事也有講到在今天的經文裏
[00:14:20.640 --> 00:14:23.760]  瑪拿其實就是最好
[00:14:23.760 --> 00:14:29.320]  訓練以色列人要來信靠神最好的東西
[00:14:29.320 --> 00:14:31.720]  就好像剛纔所羅門王所說
[00:14:31.720 --> 00:14:34.440]  瑪拿不會令你很富足
[00:14:34.440 --> 00:14:37.480]  瑪拿也不會令你很貧窮
[00:14:37.480 --> 00:14:39.840]  爲什麼不會令你很富足
[00:14:39.840 --> 00:14:43.240]  你不可以說讓我收集多些瑪拿
[00:14:43.240 --> 00:14:44.640]  每天都有的瑪拿
[00:14:44.640 --> 00:14:47.680]  但你不可以說讓我今天收集多些
[00:14:47.680 --> 00:14:51.120]  接下來那幾天我就不需要依靠神了
[00:14:51.120 --> 00:14:52.240]  不行的
[00:14:52.240 --> 00:14:54.520]  因爲瑪拿你收集了之後
[00:14:54.520 --> 00:14:58.280]  你留到第二天是會變壞變臭的
[00:14:58.280 --> 00:15:01.280]  所以你不能夠將那些瑪拿收集
[00:15:01.280 --> 00:15:03.720]  你有幾天不依靠神做不到
[00:15:03.720 --> 00:15:05.000]  你不會富足
[00:15:05.000 --> 00:15:06.840]  但你也不會貧窮
[00:15:06.840 --> 00:15:08.840]  因爲每天都有瑪拿降落
[00:15:08.840 --> 00:15:11.360]  除了安息日
[00:15:11.360 --> 00:15:14.560]  你都能夠收集到瑪拿來喫
[00:15:14.560 --> 00:15:16.720]  就是你每天的需要
[00:15:16.720 --> 00:15:18.080]  今天的經文很有趣
[00:15:18.080 --> 00:15:19.440]  第八章
[00:15:19.440 --> 00:15:23.240]  其實整個第八章都是一個首尾的結構
[00:15:23.240 --> 00:15:26.960]  首尾的結構就是一頭一尾是有連帶關係
[00:15:26.960 --> 00:15:30.120]  跟着中間又有一頭一尾是連帶關係
[00:15:30.120 --> 00:15:32.960]  而最重要的經文在中間
[00:15:32.960 --> 00:15:35.200]  我們見到一頭一尾是說什麼
[00:15:35.200 --> 00:15:38.040]  「謹守遵行一切神的誡命」
[00:15:38.040 --> 00:15:38.880]  就是什麼?
[00:15:38.880 --> 00:15:40.560]  「得以存活」
[00:15:40.560 --> 00:15:43.440]  但是去到十九節和二十節
[00:15:43.440 --> 00:15:45.360]  去到八章的尾
[00:15:45.360 --> 00:15:48.080]  「忘記耶和華,隨從別神」
[00:15:48.080 --> 00:15:49.040]  就是什麼?
[00:15:49.040 --> 00:15:50.160]  就是滅亡
[00:15:50.160 --> 00:15:52.360]  一頭一尾是有連帶關係
[00:15:52.360 --> 00:15:55.160]  跟着八章二節到五節
[00:15:55.160 --> 00:15:57.360]  是講到曠野的生活
[00:15:57.360 --> 00:15:59.240]  八章十五節到十八節
[00:15:59.240 --> 00:16:00.920]  又是講曠野的生活
[00:16:00.920 --> 00:16:02.480]  又是一頭一尾
[00:16:02.480 --> 00:16:05.680]  而最重要的經文在中間
[00:16:05.680 --> 00:16:08.000]  八章六節到十四節
[00:16:08.000 --> 00:16:10.840]  是講他們進入迦南地
[00:16:10.840 --> 00:16:13.280]  整個結構是告訴我們
[00:16:13.280 --> 00:16:15.680]  神要以色列人依靠祂
[00:16:15.680 --> 00:16:17.640]  守祂的律例典章
[00:16:17.640 --> 00:16:22.240]  一路帶領他們由曠野進入迦南地
[00:16:22.240 --> 00:16:29.880]  由乾旱無水之地進入金泉美地
[00:16:29.880 --> 00:16:32.480]  有一件很有趣的事
[00:16:32.480 --> 00:16:37.520]  如果你留意到講到曠野裏面的生活
[00:16:37.520 --> 00:16:42.160]  每一件事都跟耶穌基督有連帶關係
[00:16:42.160 --> 00:16:44.520]  你說是舊約來的
[00:16:44.520 --> 00:16:48.480]  怎麼會耶穌基督在舊約出現呢?
[00:16:48.480 --> 00:16:51.360]  如果大家留意經文的話
[00:16:51.360 --> 00:16:55.600]  剛纔說的瑪拿是他們的食物
[00:16:55.600 --> 00:16:58.480]  耶穌基督在約翰福音第六章
[00:16:58.480 --> 00:17:01.960]  和以色列人的領袖辯論
[00:17:01.960 --> 00:17:03.280]  他和以色列人說
[00:17:03.280 --> 00:17:07.120]  你們的祖先喫了瑪拿去了哪裏?
[00:17:07.120 --> 00:17:09.120]  死光了
[00:17:09.120 --> 00:17:12.680]  你們所需要的不是物質不是食物
[00:17:12.680 --> 00:17:14.640]  你們所需要的是我
[00:17:14.640 --> 00:17:16.600]  我就是生命的糧
[00:17:16.600 --> 00:17:19.360]  你到我這裏來必定不餓
[00:17:19.360 --> 00:17:22.000]  信我的永遠不渴
[00:17:22.000 --> 00:17:25.000]  在約翰福音六章三十五節
[00:17:25.000 --> 00:17:27.960]  這是說耶穌基督說你們不需要瑪拿
[00:17:27.960 --> 00:17:29.760]  你們需要我
[00:17:29.760 --> 00:17:31.040]  說到水
[00:17:31.040 --> 00:17:34.600]  以色列人在曠野又沒有水喝
[00:17:34.600 --> 00:17:39.640]  神就命摩西吩咐盆石出水
[00:17:39.640 --> 00:17:43.160]  你看看保羅在哥倫多前書十章四節
[00:17:43.160 --> 00:17:47.240]  說那塊出水的盆石是哪一塊?
[00:17:47.240 --> 00:17:49.920]  說以色列人都喝了一樣的靈水
[00:17:49.920 --> 00:17:53.840]  所喝的是出於隨着他們的靈盆石
[00:17:53.840 --> 00:17:56.320]  這盆石就是基督
[00:17:56.320 --> 00:17:59.360]  保羅說在曠野
[00:17:59.360 --> 00:18:01.320]  給以色列人喝水
[00:18:01.320 --> 00:18:03.160]  供應以色列人的
[00:18:03.160 --> 00:18:06.600]  就是未到成肉身的耶穌基督
[00:18:06.600 --> 00:18:08.280]  當耶穌基督來到世上
[00:18:08.280 --> 00:18:11.520]  在約翰福音七章三十七節他怎麼說?
[00:18:11.520 --> 00:18:13.880]  他說耶穌站着高聲說
[00:18:13.880 --> 00:18:15.240]  人若渴了
[00:18:15.240 --> 00:18:16.680]  可以到我這裏來
[00:18:16.680 --> 00:18:18.480]  信我的人
[00:18:18.480 --> 00:18:21.720]  福中要流出活水江河
[00:18:21.720 --> 00:18:26.080]  耶穌基督說你們不要執着在這些物質上的東西
[00:18:26.080 --> 00:18:27.480]  你們需要的是我
[00:18:27.480 --> 00:18:29.240]  我是你們的活水
[00:18:29.240 --> 00:18:34.080]  我是你們生命的糧
[00:18:34.080 --> 00:18:37.280]  當以色列人在曠野又有一件事
[00:18:37.280 --> 00:18:40.120]  八章十五節講到有火蛇
[00:18:40.120 --> 00:18:43.480]  如果你們記得我和大家講文數記的時候
[00:18:43.480 --> 00:18:45.200]  以色列人因爲犯罪
[00:18:45.200 --> 00:18:48.240]  神派火蛇來咬他們
[00:18:48.240 --> 00:18:50.960]  之後以色列人就悔改
