
[00:00:00.000 --> 00:00:03.320]  (主席)今天的講題叫做「馳承哀索」
[00:02:10.600 --> 00:02:15.000]  其實是在這六章聖經裡面
[00:02:15.000 --> 00:02:18.200]  抽不同的經文來跟大家說
[00:02:18.200 --> 00:02:22.720]  我們從這8至14章的經文裡面
[00:02:22.720 --> 00:02:24.240]  我們一起去學一下
[00:02:24.240 --> 00:02:27.600]  神的「馳承哀索」究竟給我們甚麼指引呢?
[00:02:27.600 --> 00:02:32.200]  不過在說這個主題之前
[00:02:32.200 --> 00:02:36.240]  我想補充一下關於「河西雅先知」的一些資料
[00:02:36.240 --> 00:02:40.560]  因為我覺得從「河西雅先知」的一些個人資料裡面
[00:02:40.560 --> 00:02:43.040]  我們可以學到一些功課
[00:02:43.040 --> 00:02:51.080]  「河西雅先知」它的名字的意思是「拯救」
[00:02:53.960 --> 00:02:56.160]  我們從文訴記裡面
[00:02:56.160 --> 00:02:58.200]  我們知道若舒雅
[00:02:58.200 --> 00:03:01.960]  很出名的若舒雅摩西的接班人
[00:03:01.960 --> 00:03:06.160]  若舒雅初時她的名字就是叫「河西雅」
[00:03:06.160 --> 00:03:09.720]  不過後來摩西就為她改名
[00:03:09.720 --> 00:03:11.400]  改做「若舒雅」
[00:03:11.400 --> 00:03:17.640]  「若舒雅」這個名字的意思就是「神拯救」
[00:03:18.920 --> 00:03:24.720]  「若舒雅」是舊約希伯來文的名字
[00:03:24.720 --> 00:03:31.280]  那麼去到新約希臘文「耶穌」這個名字
[00:03:31.280 --> 00:03:34.720]  就是和「若舒雅」的名字的意思是相同
[00:03:34.720 --> 00:03:36.480]  「神拯救」
[00:03:36.480 --> 00:03:46.440]  神在當時是很想拯救以色列的百姓
[00:03:46.440 --> 00:03:52.240]  所以他就猜先知「河西雅」去叫他們悔改
[00:03:52.240 --> 00:03:55.440]  但是很可惜他們不肯聽
[00:03:55.440 --> 00:03:57.400]  他們不肯悔改
[00:03:57.400 --> 00:04:00.120]  所以得不到神的拯救
[00:04:00.120 --> 00:04:03.040]  而國家後來就滅亡了
[00:04:03.040 --> 00:04:09.760]  「河西雅先知」他親眼看到自己國家滅亡
[00:04:09.760 --> 00:04:15.160]  他幫不到去拯救他們的百姓
[00:04:16.320 --> 00:04:18.720]  我們可以想像到「河西雅先知」
[00:04:18.720 --> 00:04:21.560]  他心裡有多麼難過、多麼傷痛
[00:04:21.560 --> 00:04:31.080]  還有根據「烈王紀」下十七章的記載
[00:04:31.080 --> 00:04:36.320]  在以色列亡國之前的最後一個王
[00:04:36.320 --> 00:04:40.520]  叫做「河西雅王」
[00:04:42.240 --> 00:04:49.880]  「河西雅」這個字在原文上就是「河西雅」
[00:04:49.880 --> 00:04:52.760]  不過在翻譯的時候
[00:04:52.760 --> 00:05:00.120]  翻譯的人不喜歡把他的名字等同「河西雅先知」
[00:05:00.120 --> 00:05:02.120]  所以翻譯成「河西雅」
[00:05:02.120 --> 00:05:10.960]  「河西雅王」算是一個精明能幹
[00:05:10.960 --> 00:05:14.040]  是相當有才能的王
[00:05:14.040 --> 00:05:20.240]  他以為搞好政治、經濟、軍事這三方面
[00:05:20.240 --> 00:05:22.560]  就可以保國家安全
[00:05:22.560 --> 00:05:27.080]  於是他不理會「河西雅先知」的說話
[00:05:27.080 --> 00:05:30.080]  他不理會神的誡命
[00:05:30.080 --> 00:05:32.680]  結果怎樣呢?
[00:05:32.680 --> 00:05:38.400]  結果他不能夠挽救國家滅亡的命運
[00:05:41.960 --> 00:05:47.960]  「河西雅先知」親眼看到「河西雅王」很努力
[00:05:47.960 --> 00:05:49.960]  但卻是失敗
[00:05:49.960 --> 00:05:54.960]  他的心情一定很難過、很傷痛
[00:05:54.960 --> 00:06:01.960]  「河西雅先知」和「河西雅王」
[00:06:01.960 --> 00:06:04.960]  他們的名字都叫做「拯救」
[00:06:04.960 --> 00:06:08.960]  但他們都拯救不了他們的百姓
[00:06:09.960 --> 00:06:11.960]  這是很可惜的
[00:06:11.960 --> 00:06:17.960]  但我們知道後來有一個人的名字也是叫做「拯救」
[00:06:17.960 --> 00:06:21.960]  但他就可以拯救他的百姓
[00:06:21.960 --> 00:06:24.960]  這個人是誰呢?
[00:06:24.960 --> 00:06:28.960]  是耶穌
[00:06:28.960 --> 00:06:31.960]  是神的兒子耶穌基督
[00:06:31.960 --> 00:06:38.960]  只有他才能夠拯救他的百姓
[00:06:39.960 --> 00:06:42.960]  我們看《馬太福音》一章二十一節
[00:06:42.960 --> 00:06:45.960]  「他」是指瑪利亞
[00:06:45.960 --> 00:06:47.960]  將要生一個兒子
[00:06:47.960 --> 00:06:48.960]  「你」是指約瑟
[00:06:48.960 --> 00:06:50.960]  要給他起名叫耶穌
[00:06:50.960 --> 00:06:54.960]  因他要將自己的百姓從罪惡裡救出來
[00:06:54.960 --> 00:07:00.960]  我們很感謝神賜下耶穌基督寶貴的名字
[00:07:00.960 --> 00:07:04.960]  我們就是靠著耶穌基督這個名可以得救
[00:07:07.960 --> 00:07:11.960]  我們再講一下何西亞先知的處境
[00:07:11.960 --> 00:07:15.960]  他在當時的社會氣候裡
[00:07:15.960 --> 00:07:19.960]  在何西亞先知當時的社會氣候
[00:07:19.960 --> 00:07:22.960]  其實和現在現代
[00:07:22.960 --> 00:07:27.960]  現今美國或者是西歐的國家的社會氣候
[00:07:27.960 --> 00:07:29.960]  其實是很相似的
[00:07:29.960 --> 00:07:35.960]  就這裡美國為例子
[00:07:35.960 --> 00:07:37.960]  現今美國我們知道
[00:07:37.960 --> 00:07:41.960]  美國大部分的國家領袖和人民
[00:07:41.960 --> 00:07:48.960]  他們都認為要保持美國的強大和穩定繁榮
[00:07:48.960 --> 00:07:54.960]  只要做好經濟、政治、軍事這三方面之後
[00:07:54.960 --> 00:07:57.960]  就可以搞定了
[00:07:57.960 --> 00:08:02.960]  至於道德方面、信仰方面是完全不重要的
[00:08:03.960 --> 00:08:06.960]  這就是潮流這個氣候
[00:08:06.960 --> 00:08:10.960]  我想問大家你們是不是都這樣想呢?
[00:08:10.960 --> 00:08:14.960]  千萬不要這樣想
[00:08:14.960 --> 00:08:20.960]  我想想如果現在有牧師、有基督徒
[00:08:20.960 --> 00:08:23.960]  走出去指責道德的問題
[00:08:23.960 --> 00:08:25.960]  或者呼籲別人悔改
[00:08:25.960 --> 00:08:29.960]  你猜他們會有什麼遭遇呢?
[00:08:30.960 --> 00:08:34.960]  他們會被嘲笑、被杯葛
[00:08:34.960 --> 00:08:36.960]  甚至會被迫害
[00:08:36.960 --> 00:08:38.960]  不是開玩笑的
[00:08:38.960 --> 00:08:43.960]  在美國如果有人出來指責道德
[00:08:43.960 --> 00:08:45.960]  特別如果他們是基督徒的時候
[00:08:45.960 --> 00:08:47.960]  他們指責道德的問題
[00:08:47.960 --> 00:08:50.960]  指責別人要悔改的時候
[00:08:50.960 --> 00:08:53.960]  他們會遭遇這樣的對待
[00:08:58.960 --> 00:09:02.960]  這個情況正正就好像古時
[00:09:02.960 --> 00:09:07.960]  那些先知所面對和所遭遇的一樣
[00:09:07.960 --> 00:09:09.960]  弟兄姊妹
[00:09:09.960 --> 00:09:14.960]  當我們在現今的時候
[00:09:14.960 --> 00:09:19.960]  當我們有機會去說話的時候
[00:09:19.960 --> 00:09:25.960]  我不會要求弟兄姊妹帶頭出來譴責
[00:09:26.960 --> 00:09:28.960]  但是當有人這麼勇敢
[00:09:28.960 --> 00:09:31.960]  去譴責道德的問題的時候
[00:09:31.960 --> 00:09:35.960]  我們要暗中去幫助他們
[00:09:35.960 --> 00:09:37.960]  起碼投他們一票
[00:09:37.960 --> 00:09:40.960]  起碼說一句話
[00:09:40.960 --> 00:09:44.960]  起碼會為他們在後面支持、喝彩
[00:09:44.960 --> 00:09:47.960]  我們需要這樣
[00:09:47.960 --> 00:09:52.960]  這個很值得我們去反省一下
[00:09:55.960 --> 00:09:57.960]  現在我會說今天的主題
[00:09:57.960 --> 00:10:00.960]  神的馳承哀索
[00:10:00.960 --> 00:10:02.960]  神的馳承哀索
[00:10:02.960 --> 00:10:05.960]  就是神用祂的話語來引導我們
[00:10:05.960 --> 00:10:08.960]  活在祂的恩典和福氣裡面
[00:10:08.960 --> 00:10:13.960]  在實際的生活裡面
[00:10:13.960 --> 00:10:14.960]  我們究竟怎樣做
[00:10:14.960 --> 00:10:19.960]  才為之信服神的馳承哀索的指引呢?
[00:10:19.960 --> 00:10:24.960]  今天我們看這幾張聖經裡面
[00:10:24.960 --> 00:10:27.960]  這幾張聖經裡面有非常好的指引
[00:10:27.960 --> 00:10:29.960]  而且我覺得這些指引
[00:10:29.960 --> 00:10:33.960]  是很適合我們現代這個時代
[00:10:33.960 --> 00:10:35.960]  都是適合去應用的
[00:10:35.960 --> 00:10:40.960]  我將這些指引歸納為四點
[00:10:40.960 --> 00:10:42.960]  第一點
[00:10:42.960 --> 00:10:48.960]  就是我們不要太過看重
[00:10:48.960 --> 00:10:55.960]  或者是單單依靠經濟、軍事、政治的策略
[00:10:55.960 --> 00:10:58.960]  不是這些才能給我們幸福的生活
[00:10:58.960 --> 00:11:01.960]  卻是要依靠神
[00:11:01.960 --> 00:11:07.960]  我不是說軍事、政治、經濟是不需要
[00:11:07.960 --> 00:11:09.960]  不是,我不要聽錯
[00:11:09.960 --> 00:11:12.960]  但是不要太過依重那些東西
[00:11:12.960 --> 00:11:15.960]  不要單單依靠那三方面的東西
[00:11:15.960 --> 00:11:18.960]  卻是要依靠神
[00:11:18.960 --> 00:11:23.960]  我們看河西亞書七章十一節
[00:11:23.960 --> 00:11:27.960]  以法蓮,即以色列
[00:11:27.960 --> 00:11:29.960]  好像甲子愚蠢無知
[00:11:29.960 --> 00:11:33.960]  他們求告埃及,投奔亞述
[00:11:33.960 --> 00:11:36.960]  即是說
[00:11:36.960 --> 00:11:39.960]  他們求告埃及,求告亞述
[00:11:39.960 --> 00:11:42.960]  卻是不懂得求告神
[00:11:43.960 --> 00:11:46.960]  當時的敵人是北方的阿蘭
[00:11:46.960 --> 00:11:50.960]  於是在軍事上
[00:11:50.960 --> 00:11:54.960]  他們就和東方的亞述聯盟
[00:11:54.960 --> 00:11:58.960]  又和西南方的埃及聯盟
[00:11:58.960 --> 00:12:01.960]  一起去對抗阿蘭
[00:12:01.960 --> 00:12:03.960]  結果怎樣呢?
[00:12:03.960 --> 00:12:07.960]  其實剛才讀的經文有些顯示
[00:12:07.960 --> 00:12:09.960]  結果就是埃及出賣了以色列
[00:12:09.960 --> 00:12:11.960]  而亞述就滅了以色列
[00:12:12.960 --> 00:12:13.960]  很諷刺
[00:12:13.960 --> 00:12:16.960]  聯盟,聯盟之後就是這樣
[00:12:16.960 --> 00:12:23.960]  我們看七章第十四節,下半節
[00:12:23.960 --> 00:12:27.960]  他們為求五穀伸走聚集
[00:12:27.960 --> 00:12:29.960]  仍然搏抑我
[00:12:29.960 --> 00:12:33.960]  這裡即是說
[00:12:33.960 --> 00:12:35.960]  他們為了搞好經濟
[00:12:35.960 --> 00:12:39.960]  對神所定的公義、憐憫和道德標準
[00:12:39.960 --> 00:12:41.960]  是完全忽視
[00:12:41.960 --> 00:12:43.960]  只是搞經濟
[00:12:43.960 --> 00:12:46.960]  像不像現在這個社會?
[00:12:46.960 --> 00:12:56.960]  我們看七章十六節的上半節
[00:12:56.960 --> 00:12:59.960]  他們歸向,即是轉向
[00:12:59.960 --> 00:13:04.960]  他們歸向,卻不歸向至上者
[00:13:04.960 --> 00:13:07.960]  他們如同翻背的弓
[00:13:11.960 --> 00:13:16.960]  他們不斷改變政策、策略、方向
[00:13:16.960 --> 00:13:19.960]  但改變的方向卻是
[00:13:19.960 --> 00:13:22.960]  越來越同神的要求背道而馳
[00:13:22.960 --> 00:13:26.960]  翻背的弓的意思就是
[00:13:26.960 --> 00:13:32.960]  這張弓已經失去了原有的功能
[00:13:32.960 --> 00:13:34.960]  你想想
[00:13:34.960 --> 00:13:37.960]  反轉,大家有沒有玩過弓箭?
[00:13:37.960 --> 00:13:41.960]  你把弓反轉,把弦弄上去
[00:13:41.960 --> 00:13:43.960]  會是怎樣?
[00:13:43.960 --> 00:13:46.960]  你很難射出弓的箭
[00:13:46.960 --> 00:13:48.960]  射出箭也好
[00:13:48.960 --> 00:13:50.960]  你一定射不中目標
[00:13:50.960 --> 00:13:53.960]  不知道大家有沒有試過?
[00:13:53.960 --> 00:13:55.960]  我小時候玩過
[00:13:55.960 --> 00:13:57.960]  用遮骨來弄弓箭玩
[00:14:03.960 --> 00:14:07.960]  在希伯來文,犯罪的字
[00:14:07.960 --> 00:14:11.960]  犯罪的字就是射不中目標
[00:14:11.960 --> 00:14:15.960]  所以這個字與大相關
[00:14:15.960 --> 00:14:19.960]  射不中目標
[00:14:19.960 --> 00:14:22.960]  也等於達不到神的標準
[00:14:22.960 --> 00:14:23.960]  就是犯罪
[00:14:23.960 --> 00:14:25.960]  翻背的弓是甚麼意思?
[00:14:25.960 --> 00:14:26.960]  無用兼犯罪
[00:14:26.960 --> 00:14:28.960]  犯罪就是無用
[00:14:28.960 --> 00:14:29.960]  就是這麼簡單
[00:14:33.960 --> 00:14:35.960]  我們回頭看第八節
[00:14:35.960 --> 00:14:36.960]  七章第八節
[00:14:36.960 --> 00:14:40.960]  以法連禹列邦尋集
[00:14:40.960 --> 00:14:43.960]  以法連是沒有翻過的餅
[00:14:43.960 --> 00:14:44.960]  又是說翻
[00:14:44.960 --> 00:14:47.960]  不過這次是沒有翻過的餅
[00:14:47.960 --> 00:14:50.960]  沒有翻過的餅是甚麼意思呢?
[00:14:50.960 --> 00:14:54.960]  我們可以想像就是煎pancake
[00:14:54.960 --> 00:14:55.960]  我相信很多人都煎過pancake
[00:14:55.960 --> 00:14:56.960]  或者看waffle
[00:14:56.960 --> 00:14:58.960]  華夫餅
[00:14:58.960 --> 00:15:00.960]  我查字典
[00:15:00.960 --> 00:15:02.960]  原來waffle真的這樣叫華夫餅
[00:15:04.960 --> 00:15:06.960]  如果你煎pancake
[00:15:06.960 --> 00:15:10.960]  或者是煎華夫餅
[00:15:10.960 --> 00:15:13.960]  你只是煎一餅不翻轉
[00:15:13.960 --> 00:15:14.960]  那有甚麼結果呢?
[00:15:14.960 --> 00:15:17.960]  一邊煎到焦了
[00:15:17.960 --> 00:15:19.960]  另外一邊也不熟
[00:15:19.960 --> 00:15:21.960]  是真的
[00:15:21.960 --> 00:15:24.960]  煎蛋只煎一邊又怎樣呢?
[00:15:24.960 --> 00:15:28.960]  那不就叫sunshine top
[00:15:28.960 --> 00:15:30.960]  其實就是一邊熟一邊不熟
[00:15:34.960 --> 00:15:35.960]  那怎麼辦呢?
[00:15:35.960 --> 00:15:36.960]  煎pancake
[00:15:36.960 --> 00:15:37.960]  一邊熟一邊焦了
[00:15:37.960 --> 00:15:38.960]  另一邊不熟又怎樣呢?
[00:15:38.960 --> 00:15:40.960]  不能吃就丟掉
[00:15:40.960 --> 00:15:42.960]  被丟棄就是這個意思
[00:15:42.960 --> 00:15:43.960]  聖經也是這樣說
[00:15:43.960 --> 00:15:49.960]  十三節
[00:15:49.960 --> 00:15:50.960]  七章十三節
[00:15:50.960 --> 00:15:55.960]  他們因離棄我必定有禍
[00:15:55.960 --> 00:15:56.960]  這句說話
[00:15:56.960 --> 00:15:58.960]  我們有時看得很快
[00:15:58.960 --> 00:15:59.960]  不是很上心
[00:15:59.960 --> 00:16:02.960]  他們離棄我必定有禍
[00:16:03.960 --> 00:16:06.960]  他們違背我必被毀滅
[00:16:06.960 --> 00:16:08.960]  我需要救贖他們
[00:16:08.960 --> 00:16:11.960]  但他們卻向我說謊
[00:16:11.960 --> 00:16:14.960]  弟兄姊妹
[00:16:14.960 --> 00:16:17.960]  我講的不只是講以色列
[00:16:17.960 --> 00:16:20.960]  我相信我們可以將它代入
[00:16:20.960 --> 00:16:22.960]  現今美國的處境
[00:16:22.960 --> 00:16:26.960]  我們要好好想想
[00:16:26.960 --> 00:16:28.960]  求神赦免我們
[00:16:28.960 --> 00:16:32.960]  第二點
[00:16:32.960 --> 00:16:36.960]  信服神的慈誠哀索的第二點指引
[00:16:36.960 --> 00:16:40.960]  就是以神的標準來選領袖
[00:16:40.960 --> 00:16:42.960]  我們看八章二節
[00:16:42.960 --> 00:16:44.960]  他們必呼叫我說
[00:16:44.960 --> 00:16:45.960]  我的神啊
[00:16:45.960 --> 00:16:47.960]  我們以色列認識你了
[00:16:47.960 --> 00:16:50.960]  相信大家開始看得明白
[00:16:50.960 --> 00:16:51.960]  這個所謂認識
[00:16:51.960 --> 00:16:52.960]  只不過是口頭上
[00:16:52.960 --> 00:16:55.960]  膚淺的認識而已
[00:16:55.960 --> 00:16:57.960]  因為我們看第三節
[00:16:57.960 --> 00:16:59.960]  以色列凋棄良善
[00:16:59.960 --> 00:17:01.960]  凋棄福氣
[00:17:02.960 --> 00:17:04.960]  仇敵必追逼他
[00:17:04.960 --> 00:17:06.960]  第四節
[00:17:06.960 --> 00:17:08.960]  他們立君王卻不由我
[00:17:08.960 --> 00:17:10.960]  他們立首領我卻不認
[00:17:10.960 --> 00:17:15.960]  他們用金銀為自己製造偶像
[00:17:15.960 --> 00:17:17.960]  以致被剪除
[00:17:17.960 --> 00:17:22.960]  這幾節的聖經是說
[00:17:22.960 --> 00:17:26.960]  如果我們說我們自己是基督徒的時候
[00:17:26.960 --> 00:17:28.960]  但當我們去選領袖
[00:17:28.960 --> 00:17:29.960]  選總統
[00:17:29.960 --> 00:17:30.960]  選議員
[00:17:30.960 --> 00:17:31.960]  選市長的時候
[00:17:31.960 --> 00:17:34.960]  我們卻只是以經濟來掛帥
[00:17:34.960 --> 00:17:37.960]  而忽視神的標準的時候
[00:17:37.960 --> 00:17:39.960]  神會凋棄我們
[00:17:39.960 --> 00:17:42.960]  我們也會注定失敗
[00:17:42.960 --> 00:17:47.960]  所以當我們要選領袖的時候
[00:17:47.960 --> 00:17:49.960]  我們要選一個
[00:17:49.960 --> 00:17:51.960]  對家庭
[00:17:51.960 --> 00:17:52.960]  對婚姻
[00:17:52.960 --> 00:17:54.960]  對生命
[00:17:54.960 --> 00:17:56.960]  對倫理道德
[00:17:56.960 --> 00:17:58.960]  他們這些看法
[00:17:58.960 --> 00:18:01.960]  是要與聖經的標準一致
[00:18:01.960 --> 00:18:02.960]  我就選那些人
[00:18:02.960 --> 00:18:05.960]  我們就要選那些人出來做領袖
[00:18:05.960 --> 00:18:11.960]  否則我們就不是一個真正認識神的人
[00:18:11.960 --> 00:18:16.960]  一個真正認識神的基督徒
[00:18:16.960 --> 00:18:19.960]  在選領袖的時候就可以分辨到他
[00:18:19.960 --> 00:18:24.960]  第三點
[00:18:24.960 --> 00:18:29.960]  信服神的慈誠哀索的第三點指引
[00:18:29.960 --> 00:18:31.960]  就是要守神的誡命
[00:18:31.960 --> 00:18:34.960]  不要忘記做我們的主
[00:18:34.960 --> 00:18:39.960]  我們看荷西亞書八章十二節
[00:18:39.960 --> 00:18:44.960]  我為他寫了律法萬條
[00:18:44.960 --> 00:18:47.960]  他卻以為與他毫無關係
[00:18:49.960 --> 00:18:54.960]  這是現在普遍世代的基督徒的想法
[00:18:54.960 --> 00:18:56.960]  或者反應
[00:18:56.960 --> 00:18:59.960]  以為聖經所說的東西與他無關
[00:18:59.960 --> 00:19:04.960]  如果我們的眼只是向錢看
[00:19:04.960 --> 00:19:06.960]  只是看經濟
[00:19:06.960 --> 00:19:07.960]  我們就會覺得
[00:19:07.960 --> 00:19:10.960]  聖經的教導與我們沒有什麼關係
[00:19:10.960 --> 00:19:13.960]  沒有關係的時候怎麼辦?
[00:19:13.960 --> 00:19:15.960]  於是我們就會將基督教信仰有關的
[00:19:15.960 --> 00:19:18.960]  所有東西全部扔掉
[00:19:19.960 --> 00:19:23.960]  我們就會將聖經
[00:19:23.960 --> 00:19:24.960]  將十誡
[00:19:24.960 --> 00:19:26.960]  將主禱文
[00:19:26.960 --> 00:19:28.960]  將祈禱
[00:19:28.960 --> 00:19:32.960]  就會從所有的小學
[00:19:32.960 --> 00:19:33.960]  中學
[00:19:33.960 --> 00:19:34.960]  大學
[00:19:34.960 --> 00:19:35.960]  法院
[00:19:35.960 --> 00:19:38.960]  將這些東西全部清除
[00:19:38.960 --> 00:19:40.960]  事實上就是清除了
[00:19:40.960 --> 00:19:43.960]  大家去想想
[00:19:43.960 --> 00:19:46.960]  學校是什麼地方?
[00:19:46.960 --> 00:19:49.960]  學校是培育下一代的地方
[00:19:49.960 --> 00:19:51.960]  法院是什麼地方?
[00:19:51.960 --> 00:19:53.960]  是司法的地方
[00:19:53.960 --> 00:19:57.960]  培育下一代的地方和司法的地方
[00:19:57.960 --> 00:20:00.960]  沒有了神的公義在裡面的時候
[00:20:00.960 --> 00:20:03.960]  沒有了神的道德標準在裡面的時候
[00:20:03.960 --> 00:20:05.960]  你猜會發生什麼事?
[00:20:05.960 --> 00:20:12.960]  還有下一代會變成怎樣呢?
[00:20:13.960 --> 00:20:17.960]  會變得極之邪惡和黑暗
[00:20:17.960 --> 00:20:20.960]  而且會自食其果
[00:20:20.960 --> 00:20:27.960]  我們看八章十四節
[00:20:27.960 --> 00:20:36.960]  八章十四節
[00:20:43.960 --> 00:20:45.960]  放火焚燒他的城邑
[00:20:45.960 --> 00:20:47.960]  消滅其中的宮殿
[00:20:47.960 --> 00:20:55.960]  相信大家還會記得
[00:20:55.960 --> 00:20:57.960]  九一一
[00:20:57.960 --> 00:21:00.960]  恐怖分子的襲擊
[00:21:00.960 --> 00:21:07.960]  在紐約的世貿雙子大廈
[00:21:07.960 --> 00:21:09.960]  看起來很像宮殿
[00:21:09.960 --> 00:21:12.960]  好像宮殿那麼輝煌
[00:21:12.960 --> 00:21:14.960]  那麼有氣勢
[00:21:14.960 --> 00:21:17.960]  國防部的五角大廈是堅固城
[00:21:17.960 --> 00:21:24.960]  但是轉眼之間就著火焚燒倒塌下來
[00:21:24.960 --> 00:21:30.960]  在襲擊之後
[00:21:30.960 --> 00:21:32.960]  God bless America
[00:21:32.960 --> 00:21:37.960]  我們四處到處可以看到
[00:21:37.960 --> 00:21:40.960]  寫著神保守美國的告示牌
[00:21:40.960 --> 00:21:42.960]  大家還記得吧
[00:21:42.960 --> 00:21:44.960]  每條街都會有
[00:21:44.960 --> 00:21:51.960]  多了很多人去教會
[00:21:51.960 --> 00:21:53.960]  多了很多人看聖經
[00:21:53.960 --> 00:21:59.960]  但其實只不過像八章二節所說
[00:21:59.960 --> 00:22:02.960]  我的神我認識你了
[00:22:02.960 --> 00:22:06.960]  是那種口頭上膚淺的形式
[00:22:07.960 --> 00:22:10.960]  很快就消失了
[00:22:10.960 --> 00:22:17.960]  那些告示牌好像一年多就消失了
[00:22:17.960 --> 00:22:22.960]  這個很可惜
[00:22:22.960 --> 00:22:26.960]  那些告示牌消失了之後
[00:22:26.960 --> 00:22:28.960]  其實這十年八年裡
[00:22:28.960 --> 00:22:35.960]  陸續很多違反神的道德標準的法例成立了
[00:22:37.960 --> 00:22:39.960]  大家知道什麼嗎
[00:22:39.960 --> 00:22:41.960]  翻倍的功
[00:22:41.960 --> 00:22:47.960]  翻倍的功沒有翻過的餅
[00:22:47.960 --> 00:22:55.960]  我們看七章十節
[00:22:55.960 --> 00:23:01.960]  以色列的驕傲當面見證自己
[00:23:01.960 --> 00:23:04.960]  雖遭遇這一切
[00:23:04.960 --> 00:23:07.960]  但他們仍不歸向耶和華他們的神
[00:23:07.960 --> 00:23:09.960]  也不尋求他
[00:23:09.960 --> 00:23:16.960]  當時就有人說世貿就是美國人的驕傲
[00:23:16.960 --> 00:23:25.960]  現時代這個世代
[00:23:25.960 --> 00:23:29.960]  離犧牲越來越遠
[00:23:29.960 --> 00:23:32.960]  正正就是沒有翻過的餅
[00:23:33.960 --> 00:23:35.960]  翻倍的功
[00:23:35.960 --> 00:23:39.960]  是忘記做我們的主
[00:23:39.960 --> 00:23:43.960]  求神憐憫和赦免
[00:23:43.960 --> 00:23:48.960]  我們看詩篇一百一十九篇第四節
[00:23:48.960 --> 00:23:51.960]  耶和華說
[00:23:51.960 --> 00:23:54.960]  你曾將你的訓辭吩咐我們
[00:23:54.960 --> 00:23:58.960]  為要我們殷勤遵守
[00:23:59.960 --> 00:24:03.960]  神的誡命不是對我們毫無關聯
[00:24:03.960 --> 00:24:04.960]  神的誡命寫出來
[00:24:04.960 --> 00:24:07.960]  目的為要我們殷勤遵守
[00:24:07.960 --> 00:24:11.960]  以至我們可以得到祂的福氣和保護
[00:24:11.960 --> 00:24:15.960]  謹守神的話語就是
[00:24:15.960 --> 00:24:17.960]  不忘記做我們的主
[00:24:17.960 --> 00:24:21.960]  我們要記得這樣做
[00:24:21.960 --> 00:24:23.960]  第四點
[00:24:26.960 --> 00:24:30.960]  信復神持誠哀索的第四點指引就是
[00:24:30.960 --> 00:24:34.960]  不要用不法的手段來賺錢
[00:24:34.960 --> 00:24:38.960]  它是要公平公正守法和要有良心
[00:24:38.960 --> 00:24:44.960]  當時的奸商和現代的奸商
[00:24:44.960 --> 00:24:46.960]  其實他們的心態差不多
[00:24:46.960 --> 00:24:49.960]  我們看荷西亞書十二章七節
[00:24:49.960 --> 00:24:54.960]  以法濂是商人
[00:24:54.960 --> 00:24:56.960]  手裡有詭詐的天秤
[00:24:56.960 --> 00:24:58.960]  愛行欺騙
[00:24:58.960 --> 00:24:59.960]  第八節
[00:24:59.960 --> 00:25:14.960]  他以為人家看不到他狡猾
