
[00:00:00.000 --> 00:00:04.000]  好 弟兄姊妹 非常高興我們能夠回來教會
[00:04:20.000 --> 00:04:23.000]  所以當我們說主耶穌與我們同行的時候
[00:04:23.000 --> 00:04:29.000]  他不是高高在上 騰雲駕霧地來指引我們
[00:04:29.000 --> 00:04:31.000]  當然他是一個超越的主
[00:04:31.000 --> 00:04:35.000]  但同時他又是一個貼地的王
[00:04:35.000 --> 00:04:39.000]  他來到這個世界上 不是享福 我們都明白
[00:04:39.000 --> 00:04:42.000]  經歷了很多憂患苦痛
[00:04:42.000 --> 00:04:45.000]  我又想 為什麼耶穌基督幹世為人
[00:04:45.000 --> 00:04:47.000]  他不馬上死在十字架上 有沒有想過這個問題
[00:04:47.000 --> 00:04:50.000]  為什麼要經歷三十三年時間才死呢
[00:04:50.000 --> 00:04:55.000]  我想其中一個原因 就是利用 善用這三十三年的時間
[00:04:55.000 --> 00:04:58.000]  來走我們人所走過的道路
[00:04:58.000 --> 00:05:02.000]  經歷我們人的人生當中 很多甜酸苦辣的
[00:05:02.000 --> 00:05:07.000]  然後我們絕對能夠相信這位主
[00:05:07.000 --> 00:05:10.000]  是明白我們的痛苦 明白我們的掙扎
[00:05:10.000 --> 00:05:12.000]  明白我們生活當中的壓力
[00:05:12.000 --> 00:05:15.000]  或者在這個艱難的時代當中
[00:05:15.000 --> 00:05:18.000]  我們怎樣能夠持守信仰的難度
[00:05:18.000 --> 00:05:23.000]  因為他全部都經歷過
[00:05:23.000 --> 00:05:26.000]  我們來看看詩篇23篇第四節
[00:05:26.000 --> 00:05:29.000]  我們很熟悉的經文 都很喜歡 是不是
[00:05:29.000 --> 00:05:31.000]  我們試試讀一讀 好嗎 預備起
[00:05:31.000 --> 00:05:35.000]  我雖然行過死忍的憂谷 也不怕遭害
[00:05:35.000 --> 00:05:41.000]  因為你與我同在 你的將 你的肝 都安慰我
[00:05:41.000 --> 00:05:45.000]  剛才道律師預告 我們受苦節崇拜的主題是什麼
[00:05:45.000 --> 00:05:48.000]  記不記得 憂谷之歌
[00:05:48.000 --> 00:05:53.000]  憂谷其實是聖經裏面一個很普遍的詞彙
[00:05:53.000 --> 00:05:55.000]  譬如剛才我們引用這一節經文
[00:05:55.000 --> 00:05:57.000]  詩篇23篇第四節
[00:05:57.000 --> 00:06:00.000]  其實憂谷是代表我們走過一些最艱難的地方
[00:06:00.000 --> 00:06:02.000]  最艱難的時刻
[00:06:02.000 --> 00:06:05.000]  或者在這個經文裏面用死忍的憂谷
[00:06:05.000 --> 00:06:09.000]  就是說我們已經是差不多面對著死亡
[00:06:09.000 --> 00:06:10.000]  去到臨界點了
[00:06:10.000 --> 00:06:12.000]  可能是絕望 沒有盼望的
[00:06:12.000 --> 00:06:14.000]  但是好消息是什麼
[00:06:14.000 --> 00:06:18.000]  Good news就是不需要害怕的
[00:06:18.000 --> 00:06:19.000]  為什麼
[00:06:19.000 --> 00:06:21.000]  因為不是只有你自己一個人去面對
[00:06:21.000 --> 00:06:24.000]  原來主與我們同在
[00:06:24.000 --> 00:06:27.000]  他用他的將和肝來扶持我們
[00:06:27.000 --> 00:06:29.000]  引領我們 安慰我們
[00:06:29.000 --> 00:06:34.000]  丁姊妹 你在這一刻或者這一兩年的時間
[00:06:34.000 --> 00:06:35.000]  是不是很辛苦
[00:06:35.000 --> 00:06:37.000]  是不是經歷很多的患難
[00:06:37.000 --> 00:06:38.000]  很多的壓力
[00:06:38.000 --> 00:06:42.000]  很多的經濟 生活 工作
[00:06:42.000 --> 00:06:43.000]  或者在事夢當中
[00:06:43.000 --> 00:06:45.000]  都可能有很多的張力
[00:06:45.000 --> 00:06:48.000]  很多一些有形無形的壓力
[00:06:48.000 --> 00:06:50.000]  令到你可能透不過氣
[00:06:50.000 --> 00:06:53.000]  但是我想聖經裏面很多的說話是安慰我們
[00:06:53.000 --> 00:06:54.000]  而我們實際上
[00:06:54.000 --> 00:06:59.000]  是可以和這個主一同去走這段艱難的路
[00:06:59.000 --> 00:07:02.000]  因為他是樂意讓我們同在
[00:07:02.000 --> 00:07:05.000]  用他的引領 將和肝
[00:07:05.000 --> 00:07:08.000]  來帶領我們超越這個苦難
[00:07:08.000 --> 00:07:11.000]  超越這個困境
[00:07:11.000 --> 00:07:13.000]  所以我們所傳的是什麼
[00:07:13.000 --> 00:07:14.000]  是一個怎樣的主
[00:07:14.000 --> 00:07:21.000]  就是憂谷中與人同行的主
[00:07:21.000 --> 00:07:25.000]  剛才都有預告 我們和AC很好
[00:07:25.000 --> 00:07:27.000]  我們接下來會合作
[00:07:27.000 --> 00:07:30.000]  一個關懷社區 祝福社區
[00:07:30.000 --> 00:07:32.000]  幫助有需要的街坊倫理
[00:07:32.000 --> 00:07:34.000]  一些很實際的行動
[00:07:34.000 --> 00:07:36.000]  你看到這些圖片
[00:07:36.000 --> 00:07:38.000]  我在網上隨便都找到很多
[00:07:38.000 --> 00:07:42.000]  近這一兩年 或者特別近這一年半載
[00:07:42.000 --> 00:07:44.000]  有很多的店鋪都怎樣
[00:07:44.000 --> 00:07:47.000]  周圍大吉 又是跳樓
[00:07:47.000 --> 00:07:51.000]  即是大減價 或者你看到最下面的圖片
[00:07:51.000 --> 00:07:53.000]  是彌敦道最旺的時候
[00:07:53.000 --> 00:07:55.000]  原來你看一輛車都沒有
[00:07:55.000 --> 00:07:57.000]  一個人都沒有
[00:07:57.000 --> 00:07:59.000]  所以其實我們香港人真是不容易
[00:07:59.000 --> 00:08:00.000]  不過
[00:08:00.660 --> 00:08:02.260]  不需要害怕 不需要驚惶
[00:08:02.260 --> 00:08:04.980]  神會帶領我們走過死刑的幽谷
[00:08:04.980 --> 00:08:10.740]  帶領我們有一條又活又康莊的大道
[00:08:10.740 --> 00:08:13.100]  讓我們能夠突破現在的困境
[00:08:13.100 --> 00:08:17.500]  我們再看下去這段經文
[00:08:17.500 --> 00:08:20.900]  第四節提到我們所傳的這位主
[00:08:20.900 --> 00:08:22.940]  我們的福音是甚麼內容呢
[00:08:22.940 --> 00:08:25.540]  第四節原來就是這樣的
[00:08:25.540 --> 00:08:26.660]  我們先看看
[00:08:27.940 --> 00:08:31.340]  他誠言擔當我們的憂患
[00:08:31.340 --> 00:08:33.020]  背負我們的痛苦
[00:08:33.020 --> 00:08:35.220]  我們卻以為他受責罰
[00:08:35.220 --> 00:08:37.500]  他被神擊打苦代了
[00:08:37.500 --> 00:08:39.460]  原來我們所傳的這位主
[00:08:39.460 --> 00:08:41.700]  是擔當我們的憂患
[00:08:41.700 --> 00:08:44.700]  背負我們的痛苦的
[00:08:44.700 --> 00:08:46.980]  換句話說他是愛我們
[00:08:46.980 --> 00:08:48.740]  與我們一起面對
[00:08:48.740 --> 00:08:51.380]  永不丟棄我們的主
[00:08:51.380 --> 00:08:52.500]  剛剛我們都有經歷的
[00:08:52.500 --> 00:08:54.700]  很多心理學家都這樣說
[00:08:54.700 --> 00:08:58.060]  其實人面對困難不是最艱難的
[00:08:58.060 --> 00:08:59.660]  而是面對困難的時候
[00:08:59.660 --> 00:09:01.820]  沒有盼望是最艱難的
[00:09:01.820 --> 00:09:02.940]  是會令人絕望的
[00:09:02.940 --> 00:09:03.940]  是不是?弟兄姐妹
[00:09:03.940 --> 00:09:05.540]  我想你都會經歷過的
[00:09:05.540 --> 00:09:07.940]  我想我們無論是年紀有多大
[00:09:07.940 --> 00:09:10.940]  小朋友、年輕人都會有壓力的
[00:09:10.940 --> 00:09:12.340]  考試壓力
[00:09:12.340 --> 00:09:13.060]  是不是?
[00:09:13.060 --> 00:09:14.460]  貧輩之間
[00:09:14.460 --> 00:09:16.140]  就是有些相處
[00:09:16.140 --> 00:09:18.780]  有誰跟你朋友、不朋友
[00:09:18.780 --> 00:09:20.900]  或者遲些有感情問題
[00:09:20.900 --> 00:09:24.260]  再大一點就是工作上的壓力
[00:09:24.260 --> 00:09:25.500]  有形無形的壓力
[00:09:25.500 --> 00:09:27.180]  生活上的擔子
[00:09:27.180 --> 00:09:29.300]  經濟上的壓力等等
[00:09:29.300 --> 00:09:30.460]  或者前路茫茫
[00:09:30.460 --> 00:09:31.860]  到了人到終年
[00:09:31.860 --> 00:09:34.060]  究竟事業有沒有什麼氣息
[00:09:34.060 --> 00:09:36.380]  現在又經濟這麼差
[00:09:36.380 --> 00:09:37.780]  工又開不足
[00:09:37.780 --> 00:09:39.420]  甚至乎如果你做的行業
[00:09:39.420 --> 00:09:39.900]  對不起
[00:09:39.900 --> 00:09:41.500]  可能是服務性行業
[00:09:41.500 --> 00:09:43.100]  可能過往你都是
[00:09:43.100 --> 00:09:44.780]  真的一時懶一時熱
[00:09:44.780 --> 00:09:45.540]  是不是?
[00:09:45.540 --> 00:09:46.540]  一時又開得門
[00:09:46.540 --> 00:09:47.620]  一時又要你關門
[00:09:47.620 --> 00:09:49.180]  但是現在不可以開門
[00:09:49.180 --> 00:09:49.940]  有時有茶飲
[00:09:49.940 --> 00:09:50.860]  有時沒有茶飲
[00:09:50.860 --> 00:09:51.900]  如果做美容
[00:09:51.900 --> 00:09:53.220]  或者做服務行業那些
[00:09:53.220 --> 00:09:56.500]  領事會相信是感受良多
[00:09:56.500 --> 00:09:57.980]  但是這裡提醒我們
[00:09:57.980 --> 00:09:58.980]  任何情況下
[00:09:58.980 --> 00:10:02.260]  我們不會失望不會絕望
[00:10:02.260 --> 00:10:04.780]  所以我記得有木姐經常這樣說
[00:10:04.780 --> 00:10:08.020]  我們的基督徒是會面對
[00:10:08.020 --> 00:10:08.740]  怎麼說
[00:10:08.740 --> 00:10:10.420]  窮途的
[00:10:10.420 --> 00:10:12.620]  但是不會有末路的
[00:10:12.620 --> 00:10:15.460]  就是我們在隧道的盡頭
[00:10:15.460 --> 00:10:16.580]  黑暗的盡頭
[00:10:16.580 --> 00:10:17.900]  是一定會見到光的
[00:10:17.900 --> 00:10:21.500]  只要我們跟這個光的源頭
[00:10:21.500 --> 00:10:23.180]  主是連結
[00:10:23.180 --> 00:10:24.620]  它是帶領我們的話
[00:10:24.620 --> 00:10:25.620]  任何情況底下
[00:10:25.620 --> 00:10:28.060]  我們都會找到出路
[00:10:28.060 --> 00:10:29.980]  我們看看一段經文
[00:10:29.980 --> 00:10:31.460]  是《新明記》
[00:10:31.460 --> 00:10:33.620]  《新明記》31章7到8節這樣說的
[00:10:33.620 --> 00:10:34.780]  我們一起來讀讀
[00:10:34.780 --> 00:10:35.900]  預備起
[00:10:35.900 --> 00:10:38.580]  摩西召了約書亞來
[00:10:38.580 --> 00:10:41.260]  在以色列眾人眼前對他說
[00:10:41.260 --> 00:10:43.260]  你當江強壯膽
[00:10:43.260 --> 00:10:46.220]  因為你要和這百姓一同進入
[00:10:46.220 --> 00:10:48.580]  耶和華向他們列祖起誓
[00:10:48.580 --> 00:10:50.300]  應許所處之地
[00:10:50.300 --> 00:10:53.580]  你也要使他們承受那地為業第八節
[00:10:53.580 --> 00:10:55.780]  耶和華必在你前面行
[00:10:55.780 --> 00:10:57.340]  他必與你同在
[00:10:57.340 --> 00:10:58.860]  必不撇下你
[00:10:58.860 --> 00:11:00.100]  也不丟棄你
[00:11:00.100 --> 00:11:01.340]  不要懼怕
[00:11:01.340 --> 00:11:03.100]  也不要驚惶
[00:11:03.100 --> 00:11:06.060]  很多時候我們都為了鼓勵人
[00:11:06.060 --> 00:11:08.300]  或者我們去跟別人守望
[00:11:08.300 --> 00:11:10.460]  或者是為他代討的時候
[00:11:10.460 --> 00:11:12.620]  都說不用怕了
[00:11:12.620 --> 00:11:14.580]  但是不用怕有個原因的
[00:11:14.580 --> 00:11:16.980]  你一定有些渣拿
[00:11:16.980 --> 00:11:17.820]  我們所謂
[00:11:17.820 --> 00:11:20.580]  有些根據就是這裡
[00:11:20.580 --> 00:11:22.100]  原來神在任何情況下
[00:11:22.100 --> 00:11:23.300]  都不撇下我們
[00:11:23.300 --> 00:11:24.460]  不丟棄我們
[00:11:24.460 --> 00:11:25.540]  還有有人說過
[00:11:25.540 --> 00:11:27.420]  其實我們都知道神是一個
[00:11:27.420 --> 00:11:28.780]  超越一切的主
[00:11:28.780 --> 00:11:30.700]  超越時間空間的主
[00:11:30.700 --> 00:11:32.100]  所以有人說
[00:11:32.100 --> 00:11:35.500]  神在這個時間或空間的前一步
[00:11:35.500 --> 00:11:36.580]  來向我們招手
[00:11:36.580 --> 00:11:38.660]  就是說來吧
[00:11:38.660 --> 00:11:40.420]  如果是來的意思是什麼意思
[00:11:40.420 --> 00:11:41.740]  如果是前一步的話
[00:11:41.740 --> 00:11:43.340]  就是說你不放心
[00:11:43.340 --> 00:11:44.460]  祂已經走了這一步
[00:11:44.460 --> 00:11:45.580]  祂知道這一步是怎麼走的
[00:11:45.580 --> 00:11:46.860]  祂永遠在這一前一步
[00:11:46.860 --> 00:11:48.660]  來帶領著我們的話
[00:11:48.660 --> 00:11:50.580]  我們其實會走一步的時候
[00:11:50.580 --> 00:11:53.340]  我們都能夠腳步穩托
[00:11:53.340 --> 00:11:55.580]  當然我們不會知道
[00:11:55.580 --> 00:11:57.380]  我們人生當中的每一步
[00:11:57.380 --> 00:11:58.900]  這個不是神的計劃
[00:11:58.900 --> 00:12:00.260]  神希望我們依靠祂
[00:12:00.260 --> 00:12:02.020]  知道下一步
[00:12:02.020 --> 00:12:05.420]  然後走下一步之後
[00:12:05.420 --> 00:12:07.580]  再開路再下一步
[00:12:07.580 --> 00:12:09.540]  然後再再下一步
[00:12:09.540 --> 00:12:11.860]  這個是我們信心上面一種的功課
[00:12:11.860 --> 00:12:12.980]  我們需要學習的
[00:12:12.980 --> 00:12:15.180]  對神的依靠
[00:12:15.180 --> 00:12:17.060]  C.S. Lewis
[00:12:17.060 --> 00:12:18.740]  他就失去了自愛的妻子的時候
[00:12:18.740 --> 00:12:20.020]  他寫了一本書
[00:12:20.020 --> 00:12:21.540]  A Grief Observed
[00:12:21.540 --> 00:12:23.540]  裡面就這樣說
[00:12:23.540 --> 00:12:27.180]  他人不要嘗試以宗教安慰我
[00:12:27.180 --> 00:12:30.540]  否則我會懷疑這些人根本不明白
[00:12:30.540 --> 00:12:31.700]  意思是什麼
[00:12:31.700 --> 00:12:33.260]  你又沒有失去過妻子
[00:12:33.260 --> 00:12:34.300]  你又要跟我說
[00:12:34.300 --> 00:12:35.380]  哎呀 Lewis
[00:12:35.380 --> 00:12:37.540]  我知道你是怎樣的感受
[00:12:37.540 --> 00:12:38.740]  意思就是廢話
[00:12:38.740 --> 00:12:40.980]  你都沒有經歷過真真正正的失去妻子
[00:12:40.980 --> 00:12:42.580]  你怎麼會明白我的感受
[00:12:42.580 --> 00:12:45.300]  沒錯我們必須承認我們作為人
[00:12:45.300 --> 00:12:46.460]  是很有限的
[00:12:46.460 --> 00:12:49.900]  我們不可能經歷完所有人所經歷的事
[00:12:49.900 --> 00:12:51.380]  不過當然我們是求主幫助
[00:12:51.380 --> 00:12:53.260]  我們有同理心
[00:12:53.260 --> 00:12:56.660]  但同時間我們最大的
[00:12:56.660 --> 00:12:58.700]  一個方法或者一個途徑
[00:12:58.700 --> 00:12:59.700]  怎樣去安慰
[00:12:59.700 --> 00:13:01.260]  譬如這個情況下失去妻子
[00:13:01.260 --> 00:13:02.260]  我沒有失去妻子
[00:13:02.260 --> 00:13:03.740]  感謝神
[00:13:03.740 --> 00:13:06.940]  但是我是否完全不可以安慰
[00:13:06.940 --> 00:13:08.380]  失去妻子的弟兄姊妹
[00:13:08.380 --> 00:13:09.340]  或者是朋友呢
[00:13:09.340 --> 00:13:10.260]  不是的
[00:13:10.260 --> 00:13:12.500]  我們是可以用一種同理心
[00:13:12.500 --> 00:13:15.620]  或者我們是有其他一些相關的經歷
[00:13:15.620 --> 00:13:16.420]  相似的經歷
[00:13:16.420 --> 00:13:18.460]  譬如我有親人離世
[00:13:18.460 --> 00:13:19.380]  我們大家都知道
[00:13:19.380 --> 00:13:21.980]  四十多年前我爸爸離世
[00:13:21.980 --> 00:13:22.900]  等等
[00:13:22.900 --> 00:13:25.500]  或者你現在最愛的親人不在身邊
[00:13:25.500 --> 00:13:27.660]  又或者在患病都未定
[00:13:27.660 --> 00:13:30.580]  其實我們可以從這些經歷
[00:13:30.580 --> 00:13:32.500]  不是絕對相同
[00:13:32.500 --> 00:13:34.820]  是相似類同的
[00:13:34.820 --> 00:13:38.740]  但是求主幫助我們有更加大的一個同理心
[00:13:38.740 --> 00:13:41.860]  就是說將自己放在對方的警方底下
[00:13:41.860 --> 00:13:43.020]  但是又不要裝模作樣
[00:13:43.020 --> 00:13:44.900]  又不要跟他說
[00:13:44.900 --> 00:13:46.020]  我很明白你的
[00:13:46.020 --> 00:13:49.100]  那你就是過了
[00:13:49.100 --> 00:13:50.260]  過了頭
[00:13:50.260 --> 00:13:53.420]  但是最主要就是說主是明白我們
[00:13:53.420 --> 00:13:54.860]  主是能夠幫助我們
[00:13:54.860 --> 00:13:58.100]  他在書裡面也書發自己對神的不滿
[00:13:58.100 --> 00:14:02.140]  你有沒有想過一個這麼出名的基督教的牧師
[00:14:02.140 --> 00:14:02.740]  牧者
[00:14:02.740 --> 00:14:03.300]  作者
[00:14:03.300 --> 00:14:05.100]  一個領袖
[00:14:05.100 --> 00:14:07.340]  他說他失去妻子的時候
[00:14:07.340 --> 00:14:08.740]  他真的對神不滿
[00:14:08.740 --> 00:14:10.020]  很多不解
[00:14:10.020 --> 00:14:12.220]  他感到最需要幫助的時候
[00:14:12.220 --> 00:14:14.180]  他感受不到神的同在
[00:14:14.180 --> 00:14:15.940]  無處可尋
[00:14:15.940 --> 00:14:17.540]  當人在痛苦的時候
[00:14:17.540 --> 00:14:20.260]  與其壓抑自己對神的不滿情緒
[00:14:20.260 --> 00:14:23.900]  倒不如在他面前書發自己真實的感受
[00:14:23.900 --> 00:14:26.700]  我覺得這個在聖經裡面多處都有顯示
[00:14:26.700 --> 00:14:28.340]  特別我們讀詩篇
[00:14:28.340 --> 00:14:30.380]  大衛或者其他詩人
[00:14:30.380 --> 00:14:32.860]  當大衛逃難受苦的時候
[00:14:32.860 --> 00:14:34.980]  其實他是傾心吐義
[00:14:34.980 --> 00:14:37.620]  向神表達他自己內心各種的感受
[00:14:37.620 --> 00:14:39.940]  傾心吐義其實的意思就是
[00:14:39.940 --> 00:14:41.460]  是毫無隱藏
[00:14:41.460 --> 00:14:45.220]  是將你所謂的不開心
[00:14:45.220 --> 00:14:45.620]  不滿
[00:14:45.620 --> 00:14:47.100]  甚至負面的情緒
[00:14:47.100 --> 00:14:49.900]  你寧願在神面前表達
[00:14:49.900 --> 00:14:51.060]  因為神是明白我們的
[00:14:51.060 --> 00:14:54.940]  也讓你可以倒掉自己裡面的垃圾
[00:14:54.940 --> 00:14:56.700]  倒掉裡面的黑暗面
[00:14:56.700 --> 00:14:58.780]  不要緊神可以承載這些東西
[00:14:58.780 --> 00:15:00.460]  然後最重要的是
[00:15:00.460 --> 00:15:03.420]  你容讓給神有空間時間
[00:15:03.420 --> 00:15:06.780]  來幫你處理這些問題
[00:15:06.780 --> 00:15:08.500]  不要祈禱罵完一輪之後
[00:15:08.500 --> 00:15:11.060]  就可以說再見
[00:15:11.060 --> 00:15:12.940]  我表達了我的感受
[00:15:12.940 --> 00:15:14.420]  你祈禱給我一些感受
[00:15:14.420 --> 00:15:15.260]  我是不滿的
[00:15:15.260 --> 00:15:16.900]  或者我是很傷心
[00:15:16.900 --> 00:15:18.340]  很失望
[00:15:18.340 --> 00:15:19.500]  對你
[00:15:19.500 --> 00:15:20.940]  跟神說
[00:15:20.940 --> 00:15:21.900]  那你有什麼回應呢
[00:15:21.900 --> 00:15:22.340]  我告訴你
[00:15:22.340 --> 00:15:23.740]  如果你夠膽這樣說
[00:15:23.740 --> 00:15:26.060]  你能夠給空間時間的話
[00:15:26.060 --> 00:15:26.700]  我的經歷
[00:15:26.700 --> 00:15:27.740]  或者很多基督徒的經歷
[00:15:27.740 --> 00:15:30.100]  就是神很奇妙
[00:15:30.100 --> 00:15:31.220]  祂用很多不同的方法
[00:15:31.220 --> 00:15:31.980]  可能是經文
[00:15:31.980 --> 00:15:32.700]  可能是思歌
[00:15:32.700 --> 00:15:33.940]  可能是一些人
[00:15:33.940 --> 00:15:35.300]  或者你自己
[00:15:35.300 --> 00:15:37.740]  慢慢神會帶領你去回想一些東西
[00:15:37.740 --> 00:15:38.780]  或者看到一些東西
[00:15:38.780 --> 00:15:40.260]  開你的眼睛
[00:15:40.260 --> 00:15:43.820]  或者慢慢讓你在這個困境當中
[00:15:43.820 --> 00:15:48.740]  看到原來神是沒有遺棄我們的
[00:15:48.740 --> 00:15:50.100]  祂有時候可能會沉默
[00:15:50.100 --> 00:15:52.780]  或者祂未曾按照你的時間表
[00:15:52.780 --> 00:15:53.900]  來回應你
[00:15:53.900 --> 00:15:56.020]  但祂絕對不是丟下你
[00:15:56.020 --> 00:15:59.660]  祂只是以眼淚跟你一起同行
[00:15:59.660 --> 00:16:01.300]  這是很重要的提醒節目
[00:16:01.330 --> 00:16:13.330]  剛才提到,我們收浸和AC都會推動一個關懷社區的活動,剛才報告了
[00:16:13.330 --> 00:16:16.330]  其實我自己已經想好了,我一定會參與的
[00:16:16.330 --> 00:16:21.330]  我也鼓勵弟兄姊妹,希望你能夠身體力行
[00:16:21.330 --> 00:16:23.330]  如果你能夠有奉獻,支持也好
[00:16:23.330 --> 00:16:27.330]  或者兩方面都好,或者事態一樣都好
[00:16:27.330 --> 00:16:32.330]  這是一個很積極回應社區需要的活動
[00:16:32.330 --> 00:16:34.330]  我是十分之支持的
[00:16:34.330 --> 00:16:37.330]  其實AC在國內做了很多工作
[00:16:37.330 --> 00:16:39.330]  我們也看看圖片
[00:16:39.330 --> 00:16:42.330]  你隨便上去看,你也會找到的
[00:16:42.330 --> 00:16:48.330]  他們有很多實際幫助,譬如獨居老人
[00:16:48.330 --> 00:16:52.330]  或者有些步兵,有些車隊,能夠將一些物資
[00:16:52.330 --> 00:16:57.330]  特別是現在很多時候又說lock down,又說這樣那樣
