
[00:00:00.000 --> 00:00:01.240]  各位電視節目大家好
[00:02:06.800 --> 00:02:10.120]  用皮鞭鞭他們
[00:02:10.120 --> 00:02:16.200]  這次在以弗左手的事師死後
[00:02:16.200 --> 00:02:19.320]  太平了一段時間
[00:02:19.320 --> 00:02:22.120]  又行耶和華眼中看為惡的事
[00:02:22.120 --> 00:02:27.600]  於是神就將他們交給夏所地的迦南王
[00:02:27.600 --> 00:02:29.800]  夏所地的迦南王
[00:02:29.800 --> 00:02:31.480]  迦南王只是一個統稱
[00:02:31.480 --> 00:02:39.360]  因為是迦南地一個頗為重要的本地王
[00:02:39.360 --> 00:02:41.600]  他統領了很多人
[00:02:41.600 --> 00:02:43.400]  很多部族聽他講
[00:02:43.400 --> 00:02:45.200]  所以統稱迦南王
[00:02:45.200 --> 00:02:47.680]  他自己住在夏所
[00:02:47.680 --> 00:02:50.200]  他的名字叫耶賓
[00:02:50.200 --> 00:02:53.760]  他的將軍叫西西拉
[00:02:53.760 --> 00:02:57.480]  西西拉對於耶賓很忠心
[00:02:57.480 --> 00:03:00.120]  西西拉才厲害
[00:03:00.120 --> 00:03:04.880]  叫士石拉
[00:03:04.880 --> 00:03:10.120]  也可以讀做士石拉
[00:03:10.120 --> 00:03:13.120]  士石拉的意思是戰鬥陣式
[00:03:13.120 --> 00:03:15.360]  這個士石拉很有名
[00:03:15.360 --> 00:03:19.760]  主要是他很會用陣式來打仗
[00:03:19.760 --> 00:03:21.920]  打仗很講戰陣
[00:03:21.920 --> 00:03:25.040]  能夠贏輸在乎戰陣
[00:03:25.040 --> 00:03:28.680]  特別以往在乎戰陣戰術
[00:03:28.680 --> 00:03:32.560]  住在外邦人的夏羅切這個地方
[00:03:32.560 --> 00:03:33.920]  有兩個人物
[00:03:33.920 --> 00:03:36.640]  一個是迦南王耶賓
[00:03:36.640 --> 00:03:38.760]  耶賓做王
[00:03:38.760 --> 00:03:41.200]  不過他手下有一個很厲害的將軍
[00:03:41.200 --> 00:03:42.200]  士石拉
[00:03:42.200 --> 00:03:43.200]  西西拉
[00:03:43.200 --> 00:03:44.560]  這個才重要
[00:03:44.560 --> 00:03:46.200]  戰陣很厲害
[00:03:46.200 --> 00:03:50.320]  看來他最厲害的是用戰車
[00:03:50.320 --> 00:03:53.000]  耶賓王
[00:03:53.000 --> 00:03:54.400]  耶賓是什麼意思呢?
[00:03:54.400 --> 00:03:56.400]  也賓
[00:03:56.400 --> 00:03:59.080]  也賓是神所看見的人
[00:03:59.080 --> 00:04:03.040]  這個名字很靈性化
[00:04:03.040 --> 00:04:04.920]  是不是耶和華看見的人?
[00:04:04.920 --> 00:04:05.600]  不是
[00:04:05.600 --> 00:04:06.880]  神所看見
[00:04:06.880 --> 00:04:10.280]  因為他信迦南帝的巴力神
[00:04:10.280 --> 00:04:12.680]  所以他的神是指巴力
[00:04:12.680 --> 00:04:14.960]  是神認識我的看見的人
[00:04:14.960 --> 00:04:16.440]  就是神都看著我
[00:04:16.440 --> 00:04:18.040]  所以叫耶賓
[00:04:18.040 --> 00:04:20.400]  他有鐵車九百輛
[00:04:20.400 --> 00:04:23.160]  這個士石拉最厲害的
[00:04:23.160 --> 00:04:26.040]  就是用鐵戰車的戰陣
[00:04:26.040 --> 00:04:28.040]  九百輛戰車
[00:04:28.040 --> 00:04:30.600]  過千匹馬
[00:04:30.600 --> 00:04:32.080]  很多步兵
[00:04:32.080 --> 00:04:33.800]  因此很厲害
[00:04:33.800 --> 00:04:36.400]  大大欺壓以色列人
[00:04:36.400 --> 00:04:38.000]  二十年
[00:04:38.000 --> 00:04:40.680]  是大大欺壓以色列人
[00:04:40.680 --> 00:04:42.360]  二十年這麼久
[00:04:42.360 --> 00:04:47.280]  一百多萬人都不夠以色列人來
[00:04:47.280 --> 00:04:48.640]  因為大家不集中
[00:04:48.640 --> 00:04:51.560]  以色列人這個時候又來了
[00:04:51.560 --> 00:04:52.880]  第三點就是
[00:04:52.880 --> 00:04:55.560]  呼求耶和華神
[00:04:55.560 --> 00:04:56.880]  救我們
[00:04:56.880 --> 00:04:59.280]  跟著你的英許來幫我們
[00:04:59.280 --> 00:05:01.280]  很需要你幫我們
[00:05:01.280 --> 00:05:03.400]  求了二十年
[00:05:03.400 --> 00:05:05.160]  神聽你祈禱
[00:05:05.160 --> 00:05:06.800]  你們是這樣的
[00:05:06.800 --> 00:05:08.680]  心又軟了
[00:05:08.680 --> 00:05:10.680]  於是又興起一位仙子
[00:05:10.680 --> 00:05:12.680]  今次這位女仙子
[00:05:12.680 --> 00:05:14.840]  這個士司叫底波拉
[00:05:14.840 --> 00:05:18.560]  這個底波拉本身是女仙子
[00:05:18.560 --> 00:05:21.520]  即是主要是講上帝的說話
[00:05:21.520 --> 00:05:22.680]  仙子是甚麼呢
[00:05:22.680 --> 00:05:25.240]  仙子應該叫代言人
[00:05:25.240 --> 00:05:28.040]  代表神講說話
[00:05:28.040 --> 00:05:30.040]  她是講神的說話
[00:05:30.040 --> 00:05:31.320]  講神的誡命
[00:05:31.320 --> 00:05:33.320]  帶領大家敬拜主
[00:05:33.320 --> 00:05:35.240]  叫止人們
[00:05:35.240 --> 00:05:36.440]  去敬拜神
[00:05:36.440 --> 00:05:37.640]  這個是女仙子
[00:05:37.640 --> 00:05:39.080]  神跟我們說甚麼
[00:05:39.080 --> 00:05:40.080]  這個是女仙子
[00:05:40.080 --> 00:05:41.080]  不是祭司
[00:05:41.080 --> 00:05:43.800]  祭司是代表人做
[00:05:43.800 --> 00:05:44.800]  向神
[00:05:44.800 --> 00:05:46.800]  仙子是講的
[00:05:46.800 --> 00:05:48.160]  講出神的說話
[00:05:48.160 --> 00:05:51.160]  所以仙子的意思是神的代言人
[00:05:51.160 --> 00:05:52.680]  就叫底波拉
[00:05:52.680 --> 00:05:54.920]  Debra這個好名字
[00:05:54.920 --> 00:05:56.120]  Debra
[00:05:56.120 --> 00:05:58.400]  Debra是蜜蜂
[00:05:58.400 --> 00:05:59.400]  很有趣
[00:05:59.400 --> 00:06:00.880]  她的名字叫蜜蜂
[00:06:00.880 --> 00:06:03.960]  可能出生的時候小小的
[00:06:03.960 --> 00:06:08.200]  所以爸爸媽媽就叫她蜜蜂仔
[00:06:08.200 --> 00:06:10.360]  所以就叫她蜜蜂
[00:06:10.360 --> 00:06:12.200]  而當時早期的人
[00:06:12.200 --> 00:06:16.160]  很多時候都用小動物的名字來做她的名字
[00:06:16.160 --> 00:06:20.040]  Debra是蜜蜂
[00:06:20.040 --> 00:06:23.560]  她丈夫叫拉比多
[00:06:23.560 --> 00:06:26.600]  當時是以色列的士司
[00:06:26.600 --> 00:06:29.040]  以色列的士司不是講拉比多
[00:06:29.040 --> 00:06:31.320]  是比底波拉
[00:06:31.320 --> 00:06:32.600]  又是仙子
[00:06:32.600 --> 00:06:34.400]  但她又是士司
[00:06:34.400 --> 00:06:35.400]  記得了
[00:06:35.400 --> 00:06:36.600]  士司是做甚麼的
[00:06:36.600 --> 00:06:41.200]  士司我們英文就翻譯為Judges
[00:06:41.200 --> 00:06:42.720]  士司就是Judges
[00:06:42.720 --> 00:06:46.920]  就是法官的判斷事情
[00:06:46.920 --> 00:06:51.760]  她就住在以法連山地拉馬和伯特利中間
[00:06:51.760 --> 00:06:52.880]  這個地方
[00:06:52.880 --> 00:06:56.320]  都在整個以色列由南到北的中間
[00:06:56.320 --> 00:07:00.000]  她就在底波拉的中樹下
[00:07:00.000 --> 00:07:02.760]  她就在自己家裡
[00:07:02.760 --> 00:07:06.720]  在中樹下幫別人做判斷
[00:07:06.720 --> 00:07:08.720]  這個就是士司的工作
[00:07:08.720 --> 00:07:11.280]  士司不是仙子
[00:07:11.280 --> 00:07:13.760]  仙子就是將整個說話講出來
[00:07:13.760 --> 00:07:16.920]  底波拉她本身又是仙子
[00:07:16.920 --> 00:07:19.680]  但她同時間又被推舉為士司
[00:07:19.680 --> 00:07:20.960]  大家都去找她
[00:07:20.960 --> 00:07:23.320]  不如你和我們做法官
[00:07:23.320 --> 00:07:24.560]  我們有甚麼事
[00:07:24.560 --> 00:07:27.600]  就來找你幫我們判決
[00:07:27.600 --> 00:07:32.960]  以色列人都想他那裡去聽判斷
[00:07:32.960 --> 00:07:34.120]  聽判斷之後
[00:07:34.120 --> 00:07:36.120]  將事情告訴她
[00:07:36.120 --> 00:07:38.600]  她就決定這樣不對
[00:07:38.600 --> 00:07:39.600]  這樣不對
[00:07:39.600 --> 00:07:41.280]  你就坐一步
[00:07:41.280 --> 00:07:43.160]  不如大家一人走一步
[00:07:43.160 --> 00:07:43.960]  這樣吧
[00:07:43.960 --> 00:07:45.200]  這件事你真的不對
[00:07:45.200 --> 00:07:46.800]  你要做這個賠償
[00:07:46.800 --> 00:07:48.800]  她就判斷
[00:07:48.800 --> 00:07:50.400]  其實都挺忙的
[00:07:50.400 --> 00:07:52.400]  這個時候
[00:07:52.400 --> 00:07:54.200]  她就打發人
[00:07:54.200 --> 00:07:56.480]  這個應該是上帝感動她
[00:07:56.480 --> 00:07:59.080]  你去幫我找一個人
[00:07:59.080 --> 00:08:00.880]  於是她就打發人
[00:08:00.880 --> 00:08:03.320]  從拿忽他利的基底師
[00:08:03.320 --> 00:08:06.000]  張亞比拿閹的兒子
[00:08:06.000 --> 00:08:07.280]  巴拉
[00:08:07.280 --> 00:08:08.560]  巴拉克
[00:08:08.560 --> 00:08:11.680]  巴拉克是雷電的意思
[00:08:11.680 --> 00:08:15.920]  可能那個人很神勇
[00:08:15.920 --> 00:08:17.440]  所以他的名字叫巴拉克
[00:08:17.440 --> 00:08:18.680]  雷電
[00:08:18.680 --> 00:08:20.040]  他就叫人
[00:08:20.040 --> 00:08:21.560]  叫雷電來
[00:08:21.560 --> 00:08:23.560]  照料來
[00:08:23.560 --> 00:08:27.080]  其實你要知道這位女士
[00:08:27.080 --> 00:08:30.200]  在當日是男性為主的裡面
[00:08:30.200 --> 00:08:32.560]  如果不是上帝給她
[00:08:32.560 --> 00:08:33.920]  她是做不到事事的
[00:08:33.920 --> 00:08:36.560]  所以很少女士師女仙之
[00:08:36.560 --> 00:08:37.560]  你見到很少
[00:08:37.560 --> 00:08:39.840]  因為是男性為主
[00:08:39.840 --> 00:08:43.720]  她竟然打發人
[00:08:43.720 --> 00:08:46.080]  叫巴拉過來
[00:08:46.080 --> 00:08:50.800]  去拿忽他利另一個支派的基底師
[00:08:50.800 --> 00:08:52.800]  叫了巴拉過來
[00:08:53.600 --> 00:08:55.600]  為甚麼?
[00:08:55.600 --> 00:08:56.200]  對她說
[00:08:56.200 --> 00:09:00.040]  耶和華以色列的神吩咐你
[00:09:00.040 --> 00:09:04.080]  你率領一萬拿忽他利和西布倫人
[00:09:04.080 --> 00:09:05.840]  去他博山
[00:09:05.840 --> 00:09:08.080]  以他博山是後來
[00:09:08.080 --> 00:09:11.680]  到主耶穌時代登山變象的地方
[00:09:11.680 --> 00:09:15.760]  你是金人以色列地的中心點之一
[00:09:15.760 --> 00:09:17.040]  好,你去那裡
[00:09:17.040 --> 00:09:18.480]  帶一萬人去
[00:09:18.480 --> 00:09:23.160]  主要來自你自己拿忽他利和西布倫兩個支派
[00:09:23.160 --> 00:09:28.280]  今次神叫你帶領兩個支派的人
[00:09:28.280 --> 00:09:33.480]  一萬人去對付耶賓和西西拉
[00:09:33.480 --> 00:09:35.440]  耶和華說
[00:09:35.440 --> 00:09:38.040]  我必使耶賓的將軍西西拉
[00:09:38.040 --> 00:09:42.120]  率領他的車輛全軍去基順河
[00:09:42.120 --> 00:09:43.240]  去北面一點
[00:09:43.240 --> 00:09:45.600]  基順河比較北一點
[00:09:45.600 --> 00:09:48.080]  接近加密山那邊
[00:09:48.080 --> 00:09:49.240]  到你那裡去
[00:09:49.240 --> 00:09:52.360]  我必將他交在你手中
[00:09:52.360 --> 00:09:53.520]  你去那裡
[00:09:53.520 --> 00:09:54.960]  我會將他交給你
[00:09:54.960 --> 00:09:56.320]  你會贏他的
[00:09:56.320 --> 00:09:58.320]  留意紅色字
[00:09:58.320 --> 00:10:03.520]  你看不到為何這個南的能徵慣戰
[00:10:03.520 --> 00:10:06.880]  帶兵的名叫雷電的男士
[00:10:06.880 --> 00:10:10.920]  竟然自己不敢
[00:10:10.920 --> 00:10:12.480]  自己不敢是怎樣
[00:10:12.480 --> 00:10:15.440]  他就說你若同我去我就去
[00:10:15.440 --> 00:10:17.840]  你若不同我去我就不去
[00:10:17.840 --> 00:10:19.800]  扭計
[00:10:19.800 --> 00:10:24.360]  叫我帶一萬人去和耶賓西西拉打仗
[00:10:24.360 --> 00:10:26.120]  你跟我一起去
[00:10:26.120 --> 00:10:30.120]  其實巴拉在想
[00:10:30.120 --> 00:10:32.400]  我是懂得打仗的
[00:10:32.400 --> 00:10:33.080]  可以的
[00:10:33.080 --> 00:10:36.800]  不過你和我去我心定很多
[00:10:36.800 --> 00:10:37.680]  為甚麼呢
[00:10:37.680 --> 00:10:39.040]  因為如果你去
[00:10:39.040 --> 00:10:42.480]  我就更加知道神與我們同在
[00:10:42.480 --> 00:10:44.160]  耶和華與我們同在
[00:10:44.160 --> 00:10:45.680]  因為祂透過你說
[00:10:45.680 --> 00:10:48.080]  祂一定會應驗祂的同在
[00:10:48.080 --> 00:10:50.880]  祂一定會照自己所應許
[00:10:50.880 --> 00:10:52.480]  有時你跟我一起去
[00:10:52.480 --> 00:10:54.200]  我的心定很多
[00:10:54.200 --> 00:10:55.480]  不是說你很好打
[00:10:55.480 --> 00:10:57.000]  不是說你很懂得戰爭
[00:10:57.000 --> 00:10:58.800]  而是你跟我去
[00:10:58.800 --> 00:11:01.200]  就表示到耶和華與我同在
[00:11:01.200 --> 00:11:03.000]  我就很定了
[00:11:03.000 --> 00:11:05.280]  他就明白了
[00:11:05.280 --> 00:11:07.480]  帝波拉就說我必要你同去
[00:11:07.480 --> 00:11:09.760]  不過
[00:11:09.760 --> 00:11:13.280]  你這次的路得不著榮耀
[00:11:13.280 --> 00:11:15.880]  因為耶和華要將西西拉
[00:11:15.880 --> 00:11:19.200]  交給一個婦人守女
[00:11:19.200 --> 00:11:22.120]  我和你一起去沒問題
[00:11:22.120 --> 00:11:23.880]  不過你要知道
[00:11:23.880 --> 00:11:26.080]  這次既然你這樣說
[00:11:26.080 --> 00:11:30.560]  其實你會將你的榮耀
[00:11:30.560 --> 00:11:32.360]  分給另一個人
[00:11:32.360 --> 00:11:33.560]  另一個女的
[00:11:33.560 --> 00:11:35.400]  一個婦人守女
[00:11:35.400 --> 00:11:38.680]  這裡有些難明
[00:11:38.680 --> 00:11:40.360]  一個婦人守女
[00:11:40.360 --> 00:11:42.440]  究竟是指帝波拉
[00:11:42.440 --> 00:11:44.360]  你本來自己帶兵去
[00:11:44.360 --> 00:11:47.280]  你得到所有榮耀
[00:11:47.280 --> 00:11:48.880]  這次你叫我去
[00:11:48.880 --> 00:11:52.040]  你的榮耀就有部份給了我
[00:11:52.040 --> 00:11:53.560]  變了我帶
[00:11:53.560 --> 00:11:55.760]  你的榮耀就不太好了
[00:11:55.760 --> 00:11:57.400]  其實沒辦法
[00:11:57.400 --> 00:11:58.600]  你要我去我一起去
[00:11:58.600 --> 00:12:00.800]  但如果看經文
[00:12:00.800 --> 00:12:03.760]  一個婦人可能是另一個婦人
[00:12:03.760 --> 00:12:05.760]  這是預言
[00:12:05.760 --> 00:12:08.400]  帝波拉就說我和你一起去
[00:12:08.400 --> 00:12:10.080]  不過進一步
[00:12:10.080 --> 00:12:11.520]  我覺得神告訴我
[00:12:11.520 --> 00:12:12.520]  這次你去
[00:12:12.520 --> 00:12:14.520]  你是不得著所有榮耀
[00:12:14.520 --> 00:12:17.320]  是有另一個婦人會得著榮耀
[00:12:17.320 --> 00:12:19.000]  會分榮耀給她
[00:12:19.000 --> 00:12:19.560]  是嗎?
[00:12:19.560 --> 00:12:20.640]  不要緊
[00:12:20.640 --> 00:12:22.760]  於是帝波拉起來
[00:12:22.760 --> 00:12:26.640]  就和巴拉一起去基底斯
[00:12:26.640 --> 00:12:29.320]  巴拉招聚西布里人
[00:12:29.320 --> 00:12:30.840]  拿忽塔利人到基底斯
[00:12:30.840 --> 00:12:33.040]  和他一起的有一萬人
[00:12:33.040 --> 00:12:34.600]  帝波拉也一起去
[00:12:34.600 --> 00:12:36.120]  大家氣勢如虹
[00:12:36.120 --> 00:12:39.880]  摩西鄂府荷巴的後裔
[00:12:39.880 --> 00:12:43.360]  基尼人希伯曾離開基尼族
[00:12:43.360 --> 00:12:45.400]  靠近基底斯的
[00:12:45.400 --> 00:12:48.880]  撒拿欽的象船旁邊之搭象棚
[00:12:48.880 --> 00:12:51.360]  有人告訴西西拉
[00:12:51.360 --> 00:12:54.880]  阿比拿欽的兒子巴拉已經去他博山
[00:12:54.880 --> 00:12:56.440]  預備和你打仗
[00:12:56.440 --> 00:12:58.160]  西西拉說好
[00:12:58.160 --> 00:12:59.360]  既然如此
[00:12:59.360 --> 00:13:02.480]  我就聚集我的鐵車九百輛
[00:13:02.480 --> 00:13:04.880]  跟隨他的全軍
[00:13:04.880 --> 00:13:07.880]  從愛邦人的夏羅切出來
[00:13:07.880 --> 00:13:11.160]  到基純河迎接他打
[00:13:11.160 --> 00:13:13.880]  帝波拉對巴拉說
[00:13:13.880 --> 00:13:14.680]  你起來吧
[00:13:14.680 --> 00:13:19.360]  今天是耶和華把西西拉交付你的日子
[00:13:19.360 --> 00:13:20.560]  你要贏了
[00:13:20.560 --> 00:13:22.880]  耶和華豈不在你前頭行嗎?
[00:13:22.880 --> 00:13:24.960]  這句說話真是很安慰
[00:13:24.960 --> 00:13:25.960]  請你記得
[00:13:25.960 --> 00:13:30.160]  很多時候你要去應付一件很大很難的問題的時候
[00:13:30.160 --> 00:13:30.960]  你要知道
[00:13:30.960 --> 00:13:33.960]  今天耶和華將敵人交給你
[00:13:33.960 --> 00:13:37.360]  而且豈不在你前頭行嗎?
[00:13:37.360 --> 00:13:38.880]  你在前頭行的時候
[00:13:38.880 --> 00:13:40.480]  其實神就跟你一起去
[00:13:40.480 --> 00:13:42.480]  而且祂跟你開路
[00:13:42.480 --> 00:13:43.680]  放心吧
[00:13:43.680 --> 00:13:45.280]  神會幫你
[00:13:45.280 --> 00:13:47.880]  於是巴拉下了他博山
[00:13:47.880 --> 00:13:49.680]  跟隨他的一萬人
[00:13:49.680 --> 00:13:50.880]  下山
[00:13:50.880 --> 00:13:52.280]  預備打仗了
[00:13:52.280 --> 00:13:58.680]  耶和華使西西拉和他一切車輛全軍賄戀
[00:13:58.680 --> 00:14:01.880]  這個你看到神的工作了
[00:14:01.880 --> 00:14:03.880]  其實是誰好打?
[00:14:03.880 --> 00:14:05.480]  是不是西西拉好打?
[00:14:05.480 --> 00:14:07.480]  都可以打的,不過
[00:14:07.480 --> 00:14:14.080]  是耶和華使西西拉和他一切車輛全軍賄戀
[00:14:14.080 --> 00:14:16.480]  本來西西拉最出名的是什麼?
[00:14:16.480 --> 00:14:18.680]  他的名字叫戰陣
[00:14:18.680 --> 00:14:20.280]  我的名字就是戰陣
[00:14:20.280 --> 00:14:22.480]  我最擅長用陣式打仗的
[00:14:22.480 --> 00:14:25.280]  誰知道全軍賄戀就是他了
[00:14:25.280 --> 00:14:27.880]  你最擅長的那件事
[00:14:27.880 --> 00:14:30.680]  神一撥,你的東西就散了
[00:14:30.680 --> 00:14:34.480]  於是在巴拉面前被刀殺敗
[00:14:34.480 --> 00:14:39.880]  西西拉他那九百輛鐵戰車不要了
[00:14:39.880 --> 00:14:43.880]  亂了路,人們下車暴行
[00:14:43.880 --> 00:14:48.480]  你知道那些坐慣車的人下車暴行就不行了
[00:14:48.480 --> 00:14:49.480]  不能打了
[00:14:49.480 --> 00:14:51.280]  他是機械兵團
[00:14:51.280 --> 00:14:53.080]  現在機動的
[00:14:53.080 --> 00:14:55.880]  現在下車暴兵就很差了
[00:14:55.880 --> 00:15:01.280]  巴拉追趕戰車兩軍隊直到外邦人的下落前
[00:15:01.280 --> 00:15:04.080]  他們走回自己家
[00:15:04.480 --> 00:15:09.680]  巴拉帶著軍隊追趕到他家
[00:15:09.680 --> 00:15:12.480]  西西拉全軍覆沒
[00:15:12.480 --> 00:15:14.880]  刀刀在刀下沒有留下一人
[00:15:14.880 --> 00:15:16.680]  很慘了
[00:15:16.680 --> 00:15:18.680]  只有誰?
[00:15:18.680 --> 00:15:23.680]  只有西西拉自己一個人暴行逃跑
[00:15:23.680 --> 00:15:25.080]  他也洩露
[00:15:25.080 --> 00:15:30.080]  到了基尼人希伯之妻瓦益的帳篷
[00:15:30.080 --> 00:15:31.280]  留意這個瓦益
[00:15:31.280 --> 00:15:37.480]  剛才神說你的榮耀會分一部分給一個婦人
[00:15:37.480 --> 00:15:39.480]  原來是分給瓦益
[00:15:39.480 --> 00:15:42.480]  他走到瓦益的帳篷
[00:15:42.480 --> 00:15:48.680]  因為夏娑王爺賓和基尼人希伯家是好朋友
[00:15:48.680 --> 00:15:53.280]  走到希伯家的太太家
[00:15:53.280 --> 00:15:58.480]  瓦益出來迎接西西拉
[00:15:58.480 --> 00:16:01.680]  對她說請我進來不要怕
[00:16:01.680 --> 00:16:04.080]  西西拉就進了她的帳篷
[00:16:04.080 --> 00:16:06.480]  瓦益說我找些東西遮住你
[00:16:06.480 --> 00:16:08.280]  一會兒別人追來找你
[00:16:08.280 --> 00:16:10.280]  我會說你不在的
[00:16:10.280 --> 00:16:12.280]  遮住先進來
[00:16:12.280 --> 00:16:14.280]  西西拉對瓦益說
[00:16:14.280 --> 00:16:18.280]  瓦益我跑了很久
[00:16:18.280 --> 00:16:20.880]  很渴給我水喝
[00:16:20.880 --> 00:16:23.080]  瓦益說沒問題
[00:16:23.080 --> 00:16:24.480]  喝水不夠
[00:16:24.480 --> 00:16:26.080]  你要補充體力
[00:16:26.080 --> 00:16:29.480]  打開了皮袋給瓦益喝
[00:16:29.480 --> 00:16:33.480]  繼續躲起來我找些東西遮住你
[00:16:33.480 --> 00:16:34.680]  你休息一下
[00:16:34.680 --> 00:16:36.280]  睡一下
[00:16:36.280 --> 00:16:37.680]  補充體力
[00:16:37.680 --> 00:16:39.680]  西西拉對瓦益說
[00:16:39.680 --> 00:16:41.080]  你站在門口
[00:16:41.080 --> 00:16:43.680]  如果有人問你有沒有人在
[00:16:43.680 --> 00:16:44.880]  你就說沒有
[00:16:44.880 --> 00:16:48.480]  有沒有見過西西拉來過走過
[00:16:48.480 --> 00:16:49.680]  沒有
[00:16:49.680 --> 00:16:50.880]  他們相信你
[00:16:50.880 --> 00:16:52.080]  你說沒有
[00:16:52.080 --> 00:16:55.280]  誰知上帝工作了
[00:16:55.280 --> 00:16:57.880]  西西拉疲乏沉睡
[00:16:57.880 --> 00:17:00.480]  希伯的妻子瓦益怎樣做
[00:17:00.480 --> 00:17:01.480]  留意一下
[00:17:01.480 --> 00:17:03.680]  取了帳篷的缺紙
[00:17:03.680 --> 00:17:04.880]  什麼叫缺紙呢
[00:17:04.880 --> 00:17:06.880]  當你打開帳篷
[00:17:06.880 --> 00:17:10.480]  除了有些木柱頂住不塌之外
[00:17:10.480 --> 00:17:13.680]  你一定要將帆布拉緊
[00:17:13.680 --> 00:17:15.080]  然後釘在地上
[00:17:15.080 --> 00:17:17.280]  然後拉些長些的繩子
[00:17:17.280 --> 00:17:18.280]  拉些長些的繩子
[00:17:18.280 --> 00:17:19.280]  再釘在地上
[00:17:19.280 --> 00:17:21.280]  四圍拉著帳篷
[00:17:21.280 --> 00:17:22.280]  於是風吹
[00:17:22.280 --> 00:17:23.680]  無論哪方面吹來
[00:17:23.680 --> 00:17:25.080]  都可以扯著帳篷
[00:17:25.080 --> 00:17:26.680]  不會塌的
[00:17:26.680 --> 00:17:31.480]  那些我們叫做搭露營的營釘
[00:17:31.480 --> 00:17:34.480]  那些就叫做缺紙
[00:17:34.480 --> 00:17:36.680]  是有個勾或一個洞綁繩子
[00:17:36.680 --> 00:17:38.480]  勾著繩子釘在地上
[00:17:38.480 --> 00:17:40.480]  斜斜地倒轉地釘
[00:17:40.480 --> 00:17:42.480]  於是拉緊帳篷
[00:17:42.480 --> 00:17:44.280]  那叫做缺紙
[00:17:44.280 --> 00:17:45.680]  很長的
[00:17:45.680 --> 00:17:47.680]  沒有這麼上下一尺長
[00:17:47.680 --> 00:17:51.280]  是不夠插得實在地上
[00:17:51.280 --> 00:17:54.080]  而且那裡是沙的地方
[00:17:54.080 --> 00:17:55.280]  要很長
[00:17:55.280 --> 00:17:58.080]  不然就不夠實力
[00:17:58.080 --> 00:18:01.080]  誰知想不到這個啞翼
[00:18:01.080 --> 00:18:03.280]  手裡拿著鎚子
[00:18:03.280 --> 00:18:06.080]  拿著一條營釘
[00:18:06.080 --> 00:18:09.480]  然後靜靜地走到
[00:18:09.480 --> 00:18:12.480]  疲乏沉睡的西塞拉旁邊
[00:18:12.480 --> 00:18:14.480]  將那條營釘缺紙
[00:18:14.480 --> 00:18:15.880]  它睡了
[00:18:15.880 --> 00:18:18.080]  在它發笨的地方
[00:18:18.080 --> 00:18:22.480]  一鎚出力釘下去
[00:18:22.480 --> 00:18:27.080]  穿了進去釘進地裡
[00:18:27.080 --> 00:18:28.480]  它在地上睡著
[00:18:28.480 --> 00:18:30.080]  釘了一會兒
