
[00:00:00.000 --> 00:00:03.580]  教會這一季的講道題目是
[00:04:43.880 --> 00:04:48.480]  是可以建立一個屬靈的群體
[00:04:48.480 --> 00:04:50.280]  我們看看今天的經文
[00:05:14.880 --> 00:05:16.480]  當然是包括了姐妹們
[00:05:16.480 --> 00:05:19.280]  弟兄姊妹們出現這麼多次
[00:05:19.280 --> 00:05:22.480]  我就是要強調這個屬靈群體
[00:05:22.480 --> 00:05:25.680]  你們這一班所愛的門徒
[00:05:25.680 --> 00:05:27.080]  是他們所關注的
[00:05:27.080 --> 00:05:29.880]  以下每一項的勸告
[00:05:29.880 --> 00:05:32.080]  其實都是為了你們
[00:05:32.080 --> 00:05:34.680]  一個整體去表達的
[00:05:34.680 --> 00:05:38.880]  不只是個人去修養一些好的質素
[00:05:38.880 --> 00:05:42.680]  是怎樣去建立這個屬靈的群體
[00:05:42.680 --> 00:05:44.880]  大家試一下想像一下
[00:05:44.880 --> 00:05:47.080]  你如果去了一個安教會
[00:05:47.080 --> 00:05:49.080]  你發覺他們很融洽相處
[00:05:49.080 --> 00:05:50.080]  很快樂
[00:05:50.080 --> 00:05:51.680]  很多正能量的
[00:05:51.680 --> 00:05:53.080]  你就去問他們
[00:05:53.080 --> 00:05:55.480]  你們當然是事事亨通
[00:05:55.480 --> 00:05:57.480]  一切都很順利
[00:05:57.480 --> 00:05:59.680]  他們說不是
[00:05:59.680 --> 00:06:02.680]  他們生活裏面都遇到很多困難
[00:06:02.680 --> 00:06:04.880]  肢體都會遇到
[00:06:04.880 --> 00:06:08.880]  甚至包括死亡的挑戰
[00:06:08.880 --> 00:06:10.480]  雖然他們落在這個光景
[00:06:10.480 --> 00:06:13.680]  但是他們選擇相信神的話
[00:06:13.680 --> 00:06:15.480]  去忍耐
[00:06:15.480 --> 00:06:18.680]  這個不是白忍成金
[00:06:18.680 --> 00:06:20.280]  是他們知道
[00:06:20.280 --> 00:06:25.480]  我們所信的神是滿有憐憫和仁慈的
[00:06:25.480 --> 00:06:28.880]  上帝的時間不會落差
[00:06:28.880 --> 00:06:31.080]  而他們抱著的盼望就是
[00:06:31.080 --> 00:06:33.680]  耶穌基督在這裏
[00:06:33.680 --> 00:06:37.480]  祂的再來成為他們最大的盼望
[00:06:37.480 --> 00:06:39.480]  所以他們不會怨天尤人
[00:06:39.480 --> 00:06:41.080]  不會彼此抱怨
[00:06:41.080 --> 00:06:45.880]  因為他們知道這樣對解決問題是沒有幫助的
[00:06:45.880 --> 00:06:48.480]  弟兄姊妹有不同的背景
[00:06:48.480 --> 00:06:49.680]  是是非非
[00:06:49.680 --> 00:06:51.280]  難免有
[00:06:51.280 --> 00:06:55.280]  但是他們都知道審判的是主耶穌
[00:06:55.280 --> 00:06:57.880]  不要執著自己一定對
[00:06:57.880 --> 00:07:00.080]  不要論斷其他人
[00:07:00.080 --> 00:07:01.280]  如果這樣的話
[00:07:01.280 --> 00:07:04.680]  弟兄姊妹的關係就會更加親密
[00:07:04.680 --> 00:07:06.480]  關係好了
[00:07:06.480 --> 00:07:09.480]  對對方的認識又深了
[00:07:09.480 --> 00:07:13.480]  自然就不會有那麼多的爭執
[00:07:13.480 --> 00:07:16.280]  抱怨的機會也會減少
[00:07:16.280 --> 00:07:17.080]  說到這裏
[00:07:17.080 --> 00:07:19.880]  大家可能都很羨慕這個教會
[00:07:19.880 --> 00:07:21.480]  你繼續問
[00:07:21.480 --> 00:07:24.280]  你們弟兄姊妹能夠這麼融洽相處
[00:07:24.280 --> 00:07:26.680]  有什麼秘訣呢?
[00:07:26.680 --> 00:07:29.880]  他們說很簡單
[00:07:29.880 --> 00:07:34.480]  是誠信和信任
[00:07:34.480 --> 00:07:36.480]  弟兄姊妹怎麼說話呢?
[00:07:36.480 --> 00:07:38.680]  是就說是
[00:07:38.680 --> 00:07:40.880]  不是就說不是
[00:07:40.880 --> 00:07:42.280]  意思是什麼?
[00:07:42.280 --> 00:07:44.680]  信得過對方
[00:07:44.680 --> 00:07:49.680]  不怕將自己軟弱的一面告訴對方
[00:07:49.680 --> 00:07:52.080]  因為你知道對方會接受你
[00:07:52.080 --> 00:07:53.480]  他會包容你
[00:07:53.480 --> 00:07:55.480]  他不會小看你
[00:07:55.480 --> 00:07:57.880]  更加不會論斷你
[00:07:57.880 --> 00:08:03.080]  不用戴著一個虛假的面具去對人
[00:08:03.080 --> 00:08:05.680]  真誠待人
[00:08:05.680 --> 00:08:07.280]  在信任裏面
[00:08:07.280 --> 00:08:11.280]  我們感到這份安全
[00:08:11.280 --> 00:08:12.880]  我相信這間教會
[00:08:12.880 --> 00:08:16.080]  一定有讀雅各書第五章
[00:08:16.080 --> 00:08:19.880]  並且將它的教訓實踐出來
[00:08:19.880 --> 00:08:22.880]  我們想想北宣
[00:08:22.880 --> 00:08:25.080]  是不是這樣的?
[00:08:25.080 --> 00:08:27.480]  是不是一間這樣的教會呢?
[00:08:27.480 --> 00:08:28.480]  大家要留意
[00:08:28.480 --> 00:08:30.680]  我們身處這個世界
[00:08:30.680 --> 00:08:36.080]  和我剛才說的教會情況是完全相反的
[00:08:36.080 --> 00:08:38.880]  人類越來越沒有耐性
[00:08:38.880 --> 00:08:40.480]  每一項新的發明
[00:08:40.480 --> 00:08:43.880]  都是為了消滅你的忍耐力
[00:08:43.880 --> 00:08:44.480]  你想想是不是?
[00:08:44.480 --> 00:08:47.080]  你的手機就是了
[00:08:47.080 --> 00:08:48.480]  沒有忍耐力
[00:08:48.480 --> 00:08:51.680]  大事小事都沒有
[00:08:51.680 --> 00:08:53.480]  聖經第七節說什麼?
[00:08:53.480 --> 00:08:59.280]  農夫等待著地裡寶貴出產為他去忍耐
[00:08:59.280 --> 00:09:04.280]  直到獲得秋林春雨
[00:09:04.280 --> 00:09:09.080]  這種情操很難在這個社會找得到
[00:09:09.080 --> 00:09:09.680]  什麼?
[00:09:09.680 --> 00:09:11.680]  不要彼此抱怨
[00:09:11.680 --> 00:09:14.680]  今天的社會幾乎沒有可能
[00:09:14.680 --> 00:09:18.680]  抱怨好像成為我們文化生活的一部分
[00:09:18.680 --> 00:09:20.080]  無論什麼事都好
[00:09:20.080 --> 00:09:23.080]  小子一杯奶茶太甜
[00:09:23.080 --> 00:09:25.680]  去到大事
[00:09:25.680 --> 00:09:27.880]  去到政府的抗疫措施
[00:09:27.880 --> 00:09:31.480]  你一定聽到有人抱怨
[00:09:31.480 --> 00:09:33.680]  你想想過去這個星期
[00:09:33.680 --> 00:09:36.680]  你抱怨了多少次?
[00:09:36.680 --> 00:09:39.680]  又為了什麼去抱怨?
[00:09:39.680 --> 00:09:43.080]  可能多到你都不記得了
[00:09:43.080 --> 00:09:44.680]  你去抱怨人
[00:09:44.680 --> 00:09:47.880]  其實其他人都抱怨你
[00:09:47.880 --> 00:09:49.480]  你說沒有聽過
[00:09:49.480 --> 00:09:52.880]  當然不會在你面前說的
[00:09:52.880 --> 00:09:54.280]  現代人的習慣
[00:09:54.280 --> 00:09:57.080]  是就說不是
[00:09:57.080 --> 00:09:58.880]  不是就說是
[00:09:58.880 --> 00:10:02.080]  跟雅各書的教導剛剛相反
[00:10:02.080 --> 00:10:05.080]  很多虛虛偽偽
[00:10:05.080 --> 00:10:06.680]  隨隨便便的說話
[00:10:06.680 --> 00:10:09.080]  到處飄
[00:10:09.080 --> 00:10:12.480]  雅各勸了信徒不要起誓
[00:10:12.480 --> 00:10:13.280]  看到嗎?
[00:10:13.280 --> 00:10:14.880]  在十二節
[00:10:14.880 --> 00:10:16.480]  這個起誓
[00:10:16.480 --> 00:10:18.080]  不是今天我們
[00:10:18.080 --> 00:10:19.880]  譬如在法庭裡面
[00:10:19.880 --> 00:10:22.280]  一些手續是需要你起誓
[00:10:22.280 --> 00:10:23.680]  這個沒有問題的
[00:10:23.680 --> 00:10:25.280]  雅各是在說
[00:10:25.280 --> 00:10:30.480]  當時社會很多起誓後面的出發點
[00:10:30.480 --> 00:10:31.880]  有些問題的
[00:10:31.880 --> 00:10:34.880]  有人可能是為了
[00:10:34.880 --> 00:10:37.480]  加強別人對他的信任
[00:10:37.480 --> 00:10:41.880]  實際上是想做一些欺騙的工作
[00:10:41.880 --> 00:10:43.280]  他就起誓了
[00:10:43.280 --> 00:10:45.280]  也都隨隨便便起誓
[00:10:45.280 --> 00:10:47.480]  以為無傷大雅
[00:10:47.480 --> 00:10:49.680]  後來因為他的誓言
[00:10:49.680 --> 00:10:51.280]  不能夠兌現
[00:10:51.280 --> 00:10:53.680]  而受到很大的懲罰
[00:10:53.680 --> 00:10:56.680]  雅各禁止這件事
[00:10:56.680 --> 00:10:58.880]  今天社會裡面
[00:10:58.880 --> 00:11:03.480]  行騙不負責的言論
[00:11:03.480 --> 00:11:05.680]  隨時可以找得到
[00:11:05.680 --> 00:11:08.880]  真誠沒有機心的說話
[00:11:08.880 --> 00:11:13.480]  就顯得特別珍貴了
[00:11:13.480 --> 00:11:17.680]  所以如果一個人來到教會裡面
[00:11:17.680 --> 00:11:21.480]  見到的都是一班沒有耐性
[00:11:21.480 --> 00:11:22.880]  彼此抱怨
[00:11:22.880 --> 00:11:25.880]  說話有空泛的信徒
[00:11:25.880 --> 00:11:29.880]  我就問他為什麼要留在這裡
[00:11:29.880 --> 00:11:31.280]  或者弟兄姊妹
[00:11:31.280 --> 00:11:33.280]  他在生活上有困難
[00:11:33.280 --> 00:11:36.480]  對信仰甚至對神產生懷疑
[00:11:36.480 --> 00:11:38.480]  我們知道
[00:11:38.480 --> 00:11:42.080]  我們可不可以挽回他呢
[00:11:42.080 --> 00:11:47.880]  我們強調有忍耐
[00:11:47.880 --> 00:11:49.680]  彼此包容
[00:11:49.680 --> 00:11:51.880]  不去抱怨
[00:11:51.880 --> 00:11:54.680]  一個這樣的特質的群體
[00:11:54.680 --> 00:11:56.480]  可不可以幫助他
[00:11:56.480 --> 00:11:58.280]  挽回他呢
[00:11:58.280 --> 00:12:03.480]  這個是雅各給我們的挑戰
[00:12:03.480 --> 00:12:10.280]  北宣是不是一個這樣的教會
[00:12:10.280 --> 00:12:12.280]  一個屬靈群體
[00:12:12.280 --> 00:12:14.080]  很特別的地方
[00:12:14.080 --> 00:12:20.480]  我相信是一個樂意去禱告的群體
[00:12:20.480 --> 00:12:22.080]  禱告很重要
[00:12:22.080 --> 00:12:26.080]  我相信都不用多去介紹解釋了
[00:12:26.080 --> 00:12:29.480]  今年北宣家是感恩禱告年
[00:12:29.480 --> 00:12:30.880]  記不記得
[00:12:30.880 --> 00:12:34.080]  我們希望藉著感恩和禱告
[00:12:34.080 --> 00:12:38.680]  再次將北宣家獻給我們的天父
[00:12:38.680 --> 00:12:42.680]  任他去猜險使用
[00:12:42.680 --> 00:12:44.680]  不過你可能很快就想到
[00:12:44.680 --> 00:12:48.080]  今年感恩
[00:12:48.080 --> 00:12:49.480]  感恩什麼
[00:12:49.480 --> 00:12:51.480]  我回崇拜十次都沒有
[00:12:51.480 --> 00:12:55.280]  可以回來教禮堂崇拜
[00:12:55.280 --> 00:12:57.880]  團契小酒又不可以見面
[00:12:57.880 --> 00:13:02.080]  然後祈禱會又說現場要暫停
[00:13:02.080 --> 00:13:03.480]  有什麼好感恩
[00:13:03.480 --> 00:13:07.280]  訓功都可能危危乎
[00:13:07.280 --> 00:13:09.480]  而我們的禱告焦點
[00:13:09.480 --> 00:13:12.480]  來來去去都好像為了疫情
[00:13:12.480 --> 00:13:18.080]  所以難怪有人說抗疫疲勞
[00:13:18.080 --> 00:13:20.880]  聽過這個詞語
[00:13:20.880 --> 00:13:24.080]  這些觀察我相信都是對的
[00:13:24.080 --> 00:13:27.080]  不過未必最全面
[00:13:27.080 --> 00:13:30.680]  今天我們繼續藉著《雅各書》
[00:13:30.680 --> 00:13:35.280]  去了解多一點感恩和禱告
[00:13:35.280 --> 00:13:38.080]  十三到十八節
[00:13:38.080 --> 00:13:39.480]  我想大家一起讀
[00:13:39.480 --> 00:13:42.080]  有聖經可以一起讀
[00:13:42.080 --> 00:13:43.680]  十三到十八節
[00:13:43.680 --> 00:13:44.880]  開始
[00:13:44.880 --> 00:13:48.280]  你們中間有人受苦嗎
[00:13:48.280 --> 00:13:50.480]  他就應該禱告
[00:13:50.480 --> 00:13:53.080]  有人心情愉快嗎
[00:13:53.080 --> 00:13:55.280]  他就應該歌頌
[00:13:55.280 --> 00:13:58.280]  你們中間有人患病嗎
[00:13:58.280 --> 00:14:01.680]  他就應該請教會的長老
[00:14:01.680 --> 00:14:06.080]  讓他們奉主的名為他們遊祈禱
[00:14:06.080 --> 00:14:08.480]  出於信心的祈禱
[00:14:08.480 --> 00:14:10.880]  可以致病人康復
[00:14:10.880 --> 00:14:13.080]  主必叫他起來
[00:14:13.080 --> 00:14:16.880]  他若犯了罪也必忘赦免
[00:14:16.880 --> 00:14:20.480]  所以你們應當彼此認罪
[00:14:20.480 --> 00:14:22.080]  互相代求
[00:14:22.080 --> 00:14:25.480]  這樣你們就可以痊癒
[00:14:25.480 --> 00:14:28.280]  二人祈禱所發出的力量
[00:14:28.280 --> 00:14:30.680]  是大有功效的
[00:14:30.680 --> 00:14:34.680]  伊利亞是我們聖神相同的人
[00:14:34.680 --> 00:14:37.880]  他恆切祈求不要下雨
[00:14:37.880 --> 00:14:41.880]  地上就三年零六個月沒有雨
[00:14:41.880 --> 00:14:43.280]  大有祈禱
[00:14:43.280 --> 00:14:44.880]  天就下雨
[00:14:44.880 --> 00:14:48.080]  地就伸出土產來
[00:15:12.880 --> 00:15:14.280]  看到這些字眼嗎
[00:15:14.280 --> 00:15:19.080]  你們中間彼此互相
[00:15:19.080 --> 00:15:20.480]  接著第十七節
[00:15:20.480 --> 00:15:23.280]  他說到伊利亞是怎樣
[00:15:23.280 --> 00:15:25.480]  與我們相同
[00:15:25.480 --> 00:15:28.080]  將伊利亞拉下來
[00:15:28.080 --> 00:15:31.280]  是同屬我們這個群體
[00:15:31.280 --> 00:15:33.480]  都是在說那件事
[00:15:33.480 --> 00:15:36.080]  教會是一個群體
[00:15:36.080 --> 00:15:39.280]  禱告是要在群體裏面
[00:15:39.280 --> 00:15:42.080]  發生的
[00:15:42.080 --> 00:15:43.880]  或者在禱告的內容
[00:15:43.880 --> 00:15:46.680]  其實就是將這個群體的特質
[00:15:46.680 --> 00:15:48.680]  表現出來
[00:15:48.680 --> 00:15:52.080]  聖經裏面經常提到禱告
[00:15:52.080 --> 00:15:54.280]  但在這裏我想特別強調
[00:15:54.280 --> 00:15:56.480]  雅各是很想將禱告
[00:15:56.480 --> 00:16:00.480]  擺在連結弟兄姊妹
[00:16:00.480 --> 00:16:03.280]  這個的目的上面
[00:16:03.280 --> 00:16:04.680]  怎樣連結呢
[00:16:04.680 --> 00:16:05.280]  很簡單的
[00:16:05.280 --> 00:16:06.680]  你看十三節就是
[00:16:06.680 --> 00:16:09.480]  他將受苦的人
[00:16:09.480 --> 00:16:12.080]  和心情愉快的人
[00:16:12.080 --> 00:16:13.880]  與其他人連結
[00:16:13.880 --> 00:16:15.080]  這個人受苦
[00:16:15.080 --> 00:16:16.680]  你可能不是受苦
[00:16:16.680 --> 00:16:18.680]  你要與他連結
[00:16:18.680 --> 00:16:21.080]  你今天悶悶的
[00:16:21.080 --> 00:16:23.680]  但見到一個人心情很愉快
[00:16:23.680 --> 00:16:24.880]  你又與他連結
[00:16:24.880 --> 00:16:28.280]  讓他的正能量去影響你
[00:16:28.280 --> 00:16:30.080]  這個就是群體
[00:16:30.080 --> 00:16:34.080]  彼此連結之後的結果
[00:16:34.080 --> 00:16:36.880]  不只是這樣
[00:16:36.880 --> 00:16:38.880]  十四節
[00:16:38.880 --> 00:16:40.880]  患病的人
[00:16:40.880 --> 00:16:42.880]  請教會的長老
[00:16:42.880 --> 00:16:44.880]  是將教會的領袖
[00:16:44.880 --> 00:16:46.880]  和有需要的人
[00:16:46.880 --> 00:16:50.880]  連結在一起
[00:16:50.880 --> 00:16:51.880]  教會的領袖
[00:16:51.880 --> 00:16:54.880]  從來不是高高在上的
[00:16:54.880 --> 00:16:57.880]  他是去到弟兄姊妹
[00:16:57.880 --> 00:17:00.880]  特別有需要的弟兄姊妹中間
[00:17:00.880 --> 00:17:04.880]  去服侍他們
[00:17:04.880 --> 00:17:07.880]  讓他們的靈命復興
[00:17:07.880 --> 00:17:09.880]  這裡說
[00:17:09.880 --> 00:17:11.880]  第十五節
[00:17:11.880 --> 00:17:14.880]  出於信心的祈禱
[00:17:14.880 --> 00:17:16.880]  可以使病人康復
[00:17:16.880 --> 00:17:19.880]  主必叫他起來
[00:17:19.880 --> 00:17:20.880]  就這樣讀
[00:17:20.880 --> 00:17:21.880]  好像是說
[00:17:21.880 --> 00:17:23.880]  一個信心的祈禱
[00:17:23.880 --> 00:17:24.880]  可以叫病人
[00:17:24.880 --> 00:17:25.880]  本來躺在這裡
[00:17:25.880 --> 00:17:26.880]  病得很慘
[00:17:26.880 --> 00:17:28.880]  突然間可以起來
[00:17:28.880 --> 00:17:30.880]  不一定是這樣解釋的
[00:17:30.880 --> 00:17:33.880]  可以使病人康復
[00:17:33.880 --> 00:17:36.880]  直接翻譯為
[00:17:36.880 --> 00:17:38.880]  救那個病人
[00:17:38.880 --> 00:17:39.880]  或者
[00:17:39.880 --> 00:17:42.880]  必能救那個灰心的人
[00:17:42.880 --> 00:17:45.880]  這樣就不只是病了
[00:17:45.880 --> 00:17:47.880]  特別後面提到什麼
[00:17:47.880 --> 00:17:50.880]  他若犯了罪也必蒙赦免
[00:17:50.880 --> 00:17:52.880]  所以我相信這裡說的是
[00:17:52.880 --> 00:17:54.880]  有信心的祈禱
[00:17:54.880 --> 00:17:58.880]  是可以傳人的幫助
[00:17:58.880 --> 00:18:01.880]  伸心靈的幫助
[00:18:01.880 --> 00:18:05.880]  可能是一個立刻的醫治
[00:18:05.880 --> 00:18:08.880]  也可能是一個過程的醫治
[00:18:08.880 --> 00:18:10.880]  那個連結
[00:18:10.880 --> 00:18:12.880]  就在這裡發生
[00:18:12.880 --> 00:18:14.880]  你有沒有弟兄姊妹
[00:18:14.880 --> 00:18:17.880]  在一些禱告事上
[00:18:17.880 --> 00:18:19.880]  一直連結著
[00:18:19.880 --> 00:18:21.880]  無論是身體
[00:18:21.880 --> 00:18:23.880]  或者工作
[00:18:23.880 --> 00:18:26.880]  甚至家庭的關係
[00:18:26.880 --> 00:18:29.880]  神已經在當中
[00:18:29.880 --> 00:18:32.880]  去復興他的靈命
[00:18:32.880 --> 00:18:36.880]  即使問題未必立刻解決得到
[00:18:36.880 --> 00:18:38.880]  這一種的連結
[00:18:38.880 --> 00:18:41.880]  我們都很羨慕
[00:18:41.880 --> 00:18:43.880]  繼續下去
[00:18:43.880 --> 00:18:45.880]  彼此認罪
[00:18:45.880 --> 00:18:46.880]  互相代求
[00:18:46.880 --> 00:18:47.880]  很明顯
[00:18:47.880 --> 00:18:49.880]  弟兄姊妹之間
[00:18:49.880 --> 00:18:51.880]  藉著禱告去連結
[00:18:51.880 --> 00:18:53.880]  這個很重要
[00:18:53.880 --> 00:18:58.880]  特別是信徒有紛爭和嫌隙的時候
[00:18:58.880 --> 00:19:01.880]  這一種是真正的連結
[00:19:01.880 --> 00:19:02.880]  我們的連結
[00:19:02.880 --> 00:19:03.880]  弟兄姊妹之間的連結
[00:19:03.880 --> 00:19:05.880]  不是因為我們有共同興趣
[00:19:05.880 --> 00:19:07.880]  因為我們有共同背景
[00:19:07.880 --> 00:19:09.880]  因為我們思想上
[00:19:09.880 --> 00:19:11.880]  某方面是很類似
[00:19:11.880 --> 00:19:12.880]  不是
[00:19:12.880 --> 00:19:16.880]  我們是可以真誠去待人
[00:19:16.880 --> 00:19:20.880]  可以彼此承認自己的軟弱
[00:19:20.880 --> 00:19:22.880]  彼此認罪
[00:19:22.880 --> 00:19:23.880]  互相代求
[00:19:23.880 --> 00:19:25.880]  剛才提過
[00:19:25.880 --> 00:19:26.880]  真誠
[00:19:26.880 --> 00:19:27.880]  信任
[00:19:27.880 --> 00:19:29.880]  是很重要的
[00:19:29.880 --> 00:19:32.880]  不是需要很厲害的偉人
[00:19:32.880 --> 00:19:33.880]  才做得到這件事
[00:19:33.880 --> 00:19:35.880]  我們覺得
[00:19:35.880 --> 00:19:36.880]  正經地說
[00:19:36.880 --> 00:19:37.880]  以利亞
[00:19:37.880 --> 00:19:40.880]  這麼偉大的先知
[00:19:40.880 --> 00:19:43.880]  其實都是和我們性情同樣
[00:19:43.880 --> 00:19:46.880]  不是說他不偉大
[00:19:46.880 --> 00:19:47.880]  他也是他的軟弱
[00:19:47.880 --> 00:19:49.880]  他也是人
[00:19:49.880 --> 00:19:50.880]  我們一樣
[00:19:50.880 --> 00:19:52.880]  他去禱告
[00:19:52.880 --> 00:19:54.880]  上帝可以成就
[00:19:54.880 --> 00:19:56.880]  我們禱告
[00:19:56.880 --> 00:19:59.880]  上帝一樣會成就
[00:19:59.880 --> 00:20:02.880]  關鍵不是誰禱告
[00:20:02.880 --> 00:20:06.880]  關鍵是誰聽禱告
[00:20:06.880 --> 00:20:08.880]  憑著信心的禱告
[00:20:08.880 --> 00:20:11.880]  神在他的時間就會成就
[00:20:11.880 --> 00:20:16.880]  所以禱告幫助我們
[00:20:16.880 --> 00:20:18.880]  結連弟兄姊妹
[00:20:18.880 --> 00:20:20.880]  建立一個
[00:20:20.880 --> 00:20:25.880]  真的有神話語的信徒群體
[00:20:25.880 --> 00:20:27.880]  就算在疫情裏
[00:20:27.880 --> 00:20:30.880]  很多實地現場的聚會
