
[00:00:00.000 --> 00:00:02.960]  好 大興師傅 讓我們在聆聽主的說話
[00:06:10.000 --> 00:06:12.080]  上帝揀選了的人要得救的
[00:06:12.080 --> 00:06:13.080]  必然要得救
[00:06:13.080 --> 00:06:15.640]  但是在他要得救的過程當中
[00:06:15.640 --> 00:06:17.680]  絕對是不容易的
[00:06:17.680 --> 00:06:23.560]  因此上帝要為尼布加利薩王
[00:06:23.560 --> 00:06:29.080]  締造一個很度身訂造的一件事件
[00:06:29.080 --> 00:06:31.400]  讓他能夠脫離一種
[00:06:31.400 --> 00:06:35.360]  只有空殼式的敬拜宗教生命
[00:06:35.360 --> 00:06:40.520]  將有一個真的有實質上仰望認識耶和華神
[00:06:40.520 --> 00:06:43.760]  這位至高天上唯一的神
[00:06:43.760 --> 00:06:47.560]  他信仰的生命
[00:06:47.560 --> 00:06:54.360]  所以怎樣上帝才打破一個人錯誤的宗教觀
[00:06:54.360 --> 00:06:58.320]  或者一個不整存或者殘缺的宗教觀
[00:06:58.320 --> 00:07:02.880]  進入到一個真真正正認信的過程呢
[00:07:02.880 --> 00:07:04.760]  我相信今天很多基督徒
[00:07:04.760 --> 00:07:06.880]  可能你都沒有經歷過這件事
[00:07:06.880 --> 00:07:09.280]  就回教會了
[00:07:09.280 --> 00:07:12.200]  或者你是正在這個過程中
[00:07:12.200 --> 00:07:15.360]  正在進入認識上帝的過程
[00:07:15.360 --> 00:07:16.920]  但是我有一套宗教觀
[00:07:16.920 --> 00:07:19.680]  但是怎樣真的跳進去
[00:07:19.680 --> 00:07:22.640]  相信上帝而不是留在一個
[00:07:22.640 --> 00:07:31.320]  只是口舌上很漂亮的土文的屬靈生命呢
[00:07:31.320 --> 00:07:37.640]  上帝於是乎就要打破這個人的安恕生活
[00:07:37.640 --> 00:07:40.040]  所以也都可以這樣說
[00:07:40.040 --> 00:07:44.520]  真正使人信主的過程
[00:07:44.520 --> 00:07:46.880]  是要打破一個人
[00:07:46.880 --> 00:07:54.120]  他對宗教上只尋求心安理得或者平安的一種思維
[00:07:54.120 --> 00:07:56.280]  很可惜的今天的基督教會
[00:07:56.280 --> 00:07:59.080]  卻是跳進了這個坑裡
[00:07:59.080 --> 00:08:02.400]  說我們的上帝很大能大力的
[00:08:02.400 --> 00:08:04.560]  所以祂能夠使你平安
[00:08:04.560 --> 00:08:07.920]  喜樂快樂無牽無掛
[00:08:07.920 --> 00:08:09.800]  有問題可以幫你解決
[00:08:09.800 --> 00:08:11.440]  有病可以得到醫治
[00:08:11.440 --> 00:08:16.440]  在人生上有什麼碰壁可以為你解決
[00:08:16.440 --> 00:08:20.720]  這種平穩的生命生活的傳導
[00:08:20.720 --> 00:08:29.680]  不是我們上帝要改變一個人的生命的一個做法
[00:08:29.680 --> 00:08:37.960]  怎樣才可以將一個福音聖經所講到的屬靈的種子
[00:08:37.960 --> 00:08:39.600]  放在一個人的生命裡面
[00:08:39.600 --> 00:08:45.600]  並且能夠使他生根見做在一個人的裡面呢
[00:08:45.600 --> 00:08:51.120]  因此上帝一定要介入那個人的生命生活
[00:08:51.120 --> 00:08:57.440]  並且打破這個人那種安尊處優的境況
[00:08:57.440 --> 00:08:59.240]  藉著這個過程當中
[00:08:59.240 --> 00:09:02.880]  讓這個人深刻地經歷到
[00:09:02.880 --> 00:09:06.000]  上帝要他生命的改變
[00:09:06.000 --> 00:09:09.680]  不只是要相信一個神使他平安是福
[00:09:09.680 --> 00:09:11.280]  這麼簡單
[00:09:11.280 --> 00:09:13.720]  而是要讓他相信主之後
[00:09:13.720 --> 00:09:18.080]  他的生命是要從那種只是尋求地上平安
[00:09:18.080 --> 00:09:21.240]  而進入到永恆和上帝結連的關係
[00:09:21.240 --> 00:09:25.760]  這個正正就是今天我想和大家一起去看第四章
[00:09:25.760 --> 00:09:30.320]  從第四節到第十八節比較長一點的經文
[00:09:30.320 --> 00:09:37.400]  來看看上帝怎樣在暴風雨前夕
[00:09:37.400 --> 00:09:44.960]  怎樣去打破這位尼布甲尼撒王的瓶頸
[00:09:44.960 --> 00:09:49.960]  就好像大家都經歷過打風
[00:09:49.960 --> 00:09:53.040]  打風也是這樣的
[00:09:53.040 --> 00:09:58.160]  當那個颱風未打到來橫風橫雨之前
[00:09:58.160 --> 00:10:04.040]  那個將要被襲擊的地方風平浪靜
[00:10:04.040 --> 00:10:05.680]  你以為什麼事都沒有
[00:10:05.680 --> 00:10:08.160]  但當事情一發生的時候
[00:10:08.160 --> 00:10:12.320]  可能殺過你一個措手不及
[00:10:12.320 --> 00:10:17.120]  我們一起去看看這段聖經說了些什麼
[00:10:17.120 --> 00:10:23.240]  但二利書第四章第四至第十八節我們再讀多一次
[00:10:23.240 --> 00:10:24.640]  雖然是長
[00:10:24.640 --> 00:10:28.440]  但你不熟悉這段經文
[00:10:28.440 --> 00:10:30.800]  很難去明白當中的意義
[00:10:30.800 --> 00:10:34.840]  並且在這段經文裡面也有很多很短的
[00:10:34.840 --> 00:10:36.760]  好像詩句一樣的陳述
[00:10:36.760 --> 00:10:40.720]  但不是很困難讓你們去理解
[00:10:40.720 --> 00:10:42.720]  先提一提那個字
[00:10:42.720 --> 00:10:49.960]  剛才在第十五節讀的那個字是「披」字
[00:10:49.960 --> 00:10:52.400]  「曹披」就是這個「披」字
[00:10:52.400 --> 00:10:57.280]  我們一起去讀一下這段經文
[00:10:57.280 --> 00:11:00.360]  我們從第四節開始讀
[00:11:00.360 --> 00:11:04.640]  我尼布甲尼撒安居在宮中
[00:11:04.640 --> 00:11:06.800]  平信在殿內
[00:11:06.800 --> 00:11:08.720]  我造了一個夢
[00:11:08.720 --> 00:11:10.520]  使我懼怕
[00:11:10.520 --> 00:11:13.000]  我在床上的思念
[00:11:13.000 --> 00:11:16.440]  並腦中的異象使我驚惶
[00:11:16.440 --> 00:11:22.000]  所以我降旨召巴比倫的一切至事到我面前
[00:11:22.000 --> 00:11:26.040]  叫他們把夢的講解告訴我
[00:11:26.040 --> 00:11:30.800]  於是那些術士用法術的加勒底人
[00:11:30.800 --> 00:11:33.000]  觀嘯的都進來
[00:11:33.000 --> 00:11:35.960]  我將那夢告訴了他們
[00:11:35.960 --> 00:11:40.080]  他們卻不能把夢的講解告訴我
[00:11:40.080 --> 00:11:42.680]  抹後那朝我神的名
[00:11:42.680 --> 00:11:44.680]  稱為伯提莎薩的
[00:11:44.680 --> 00:11:47.480]  但以你來到我面前
[00:11:47.480 --> 00:11:50.520]  他裡頭有聖神的靈
[00:11:50.520 --> 00:11:53.040]  我將夢告訴他說
[00:11:53.040 --> 00:11:56.320]  術士的靈就伯提莎薩了
[00:11:56.320 --> 00:12:00.640]  因我知道你裡頭有聖的靈
[00:12:00.640 --> 00:12:04.880]  什麼奧秘的事都不能使你為難
[00:12:04.880 --> 00:12:08.280]  現在要把我夢中所見的異象
[00:12:08.280 --> 00:12:11.120]  和夢的講解告訴我
[00:12:11.120 --> 00:12:15.000]  我在床上腦中的異象是這樣
[00:12:15.000 --> 00:12:18.720]  我看見地當中有一棵樹
[00:12:18.720 --> 00:12:20.440]  極其高大
[00:12:20.440 --> 00:12:22.120]  那樹漸長
[00:12:22.120 --> 00:12:23.720]  而且堅固
[00:12:23.720 --> 00:12:25.280]  高得頂天
[00:12:25.280 --> 00:12:27.720]  從地極都能看見
[00:12:27.720 --> 00:12:29.320]  葉子華美
[00:12:29.320 --> 00:12:30.760]  果子甚多
[00:12:30.760 --> 00:12:32.840]  可助眾生的食物
[00:12:32.840 --> 00:12:35.560]  田野的走獸臥在蔭下
[00:12:35.560 --> 00:12:38.560]  天空的飛鳥縮在枝上
[00:12:38.560 --> 00:12:42.040]  凡有血氣的都從這樹得食
[00:12:42.040 --> 00:12:44.960]  我在床上腦中的異象
[00:12:44.960 --> 00:12:49.080]  見有一位守望的聖者從天而降
[00:12:49.080 --> 00:12:51.440]  大聲呼叫說
[00:12:51.440 --> 00:12:55.040]  佛倒這樹
[00:12:55.040 --> 00:12:56.840]  啃下枝子
[00:12:56.840 --> 00:12:58.840]  搖吊葉子
[00:12:58.840 --> 00:13:00.920]  拋散果子
[00:13:00.920 --> 00:13:03.480]  此走獸離開樹下
[00:13:03.480 --> 00:13:05.720]  飛鳥躲開樹枝
[00:13:05.720 --> 00:13:09.240]  樹皮卻要留在地內
[00:13:09.240 --> 00:13:12.480]  用鐵圈和銅圈箍住
[00:13:12.480 --> 00:13:17.200]  在田野的青草中讓天路滴濕
[00:13:17.200 --> 00:13:20.760]  使他與地上的獸一同吃草
[00:13:20.760 --> 00:13:22.920]  使他的心改變
[00:13:22.920 --> 00:13:24.440]  不如人心
[00:13:24.440 --> 00:13:26.720]  給他一個獸心
[00:13:26.720 --> 00:13:28.920]  使他經過七奇
[00:13:28.920 --> 00:13:31.680]  這是守望者所發出的命
[00:13:31.680 --> 00:13:33.680]  聖者所出的令
[00:13:33.680 --> 00:13:35.680]  好叫世人之道
[00:13:35.680 --> 00:13:38.920]  至高者在人的國中掌權
[00:13:38.920 --> 00:13:42.680]  要將國賜予誰就賜予誰
[00:13:42.680 --> 00:13:46.960]  與立極卑微的人執掌國權
[00:13:46.960 --> 00:13:50.240]  這是我尼布甲尼撒王所做的夢
[00:13:50.240 --> 00:13:51.600]  百提莎撒
[00:13:51.600 --> 00:13:54.360]  你要說明這夢的講解
[00:13:54.360 --> 00:13:57.080]  因為我國中的一切節事
[00:13:57.080 --> 00:14:00.680]  都不能將夢的講解告訴我
[00:14:00.680 --> 00:14:02.240]  唯獨你能
[00:14:02.240 --> 00:14:06.200]  因你裡頭有聖神的靈
[00:14:06.200 --> 00:14:08.400]  在這段聖經裏面
[00:14:08.400 --> 00:14:13.040]  承接先前尼布甲尼撒王
[00:14:13.040 --> 00:14:18.160]  才進行了一大連串的歌頌
[00:14:18.160 --> 00:14:20.360]  首先我們要問一個問題
[00:14:20.360 --> 00:14:22.800]  既然如果很多人所說
[00:14:22.800 --> 00:14:26.280]  四章第一至三節他已經信了上帝
[00:14:26.280 --> 00:14:29.920]  他何必又要再寫以下這段聖經呢
[00:14:29.920 --> 00:14:32.840]  很明顯第四章第一至第三節
[00:14:32.840 --> 00:14:35.920]  其實更反映出尼布甲尼撒王
[00:14:35.920 --> 00:14:39.880]  他的信仰基礎上的問題終結
[00:14:39.880 --> 00:14:41.320]  只有一把口的信仰
[00:14:41.320 --> 00:14:44.000]  這個世界多而又多
[00:14:44.000 --> 00:14:47.360]  我希望你和我不是其中一個
[00:14:47.360 --> 00:14:50.800]  如果我們掉入這樣的境況的話
[00:14:50.800 --> 00:14:52.200]  我們要趕回來
[00:14:52.200 --> 00:14:56.760]  原來我還距離得救的門檻很遠
[00:14:56.760 --> 00:14:59.080]  上帝在這個時候
[00:14:59.080 --> 00:15:04.280]  當尼布甲尼撒王發了一連串讚美之後
[00:15:04.280 --> 00:15:07.200]  竟然在一個這樣的狀態
[00:15:07.200 --> 00:15:09.360]  很舒服的情況之下
[00:15:09.360 --> 00:15:10.920]  聖經說的不是我說的
[00:15:10.920 --> 00:15:11.960]  第四節
[00:15:11.960 --> 00:15:15.400]  尼布甲尼撒王安居在宮中的時候
[00:15:15.400 --> 00:15:17.960]  平信在殿內
[00:15:17.960 --> 00:15:25.160]  就是說政治和生活都很順暢
[00:15:25.160 --> 00:15:29.200]  這個很銜接我前面所說的
[00:15:29.200 --> 00:15:33.800]  尼布甲尼撒王利用了丹尼尼
[00:15:33.800 --> 00:15:36.360]  以及他三個的朋友
[00:15:36.360 --> 00:15:38.480]  他們的經歷
[00:15:38.480 --> 00:15:46.960]  來成為了怎樣去安撫他在政治上的挑戰
[00:15:46.960 --> 00:15:49.200]  這個解讀不是我說的
[00:15:49.200 --> 00:15:52.560]  在聖經裡面都介紹得很清楚
[00:15:52.560 --> 00:15:55.200]  因為做了先前的一大堆事情
[00:15:55.200 --> 00:15:58.920]  包括第三章以及第四章的宣告之後
[00:15:58.920 --> 00:16:02.560]  現在各種各樣的政治上都很妥當
[00:16:02.560 --> 00:16:08.400]  他甚至可以安居在聖殿當中
[00:16:08.400 --> 00:16:10.880]  很舒服在皇宮當中
[00:16:10.880 --> 00:16:13.440]  享受著很大的快活
[00:16:13.440 --> 00:16:17.560]  換句話說他現在很平靜安穩
[00:16:17.560 --> 00:16:21.640]  這是不是很多基督徒想祈求的事情
[00:16:21.640 --> 00:16:25.240]  很多基督徒想祈求平靜安穩
[00:16:25.240 --> 00:16:27.920]  生活順暢
[00:16:27.920 --> 00:16:29.320]  而且不僅要封城
[00:16:29.320 --> 00:16:31.160]  並且更加封城
[00:16:31.160 --> 00:16:34.120]  他就做到了
[00:16:34.120 --> 00:16:35.400]  尼布甲尼撒做到了
[00:16:35.400 --> 00:16:37.040]  那他是否得救
[00:16:37.040 --> 00:16:38.840]  來到這段聖經裡面告訴我
[00:16:38.840 --> 00:16:39.760]  還沒有信主
[00:16:39.760 --> 00:16:42.120]  一會兒更多資料告訴我
[00:16:42.120 --> 00:16:44.120]  他的信仰錯在哪裡
[00:16:44.120 --> 00:16:47.560]  但是從第四和第五節這裡的開始
[00:16:47.560 --> 00:16:53.920]  開始告訴我他在一個很平靜的情況之下
[00:16:53.920 --> 00:16:57.360]  但是上帝就在這個時候給他一個夢
[00:16:57.360 --> 00:16:58.440]  給他一個什麼夢
[00:16:58.440 --> 00:17:01.200]  我做了一個夢使我懼怕
[00:17:01.200 --> 00:17:04.640]  我在床上思念並在腦中異象
[00:17:04.640 --> 00:17:10.680]  使我驚慌
[00:17:10.680 --> 00:17:15.160]  上帝在你最覺得好像很神聖
[00:17:15.160 --> 00:17:19.240]  好像最平安國中沒有任何事情
[00:17:19.240 --> 00:17:22.680]  政治上完全被擺平的時候
[00:17:22.680 --> 00:17:29.360]  上帝就來到你的生命生活的裡面加入其中
[00:17:29.360 --> 00:17:32.880]  因為上帝沒有放過
[00:17:32.880 --> 00:17:34.720]  要將尼布甲尼撒王
[00:17:34.720 --> 00:17:39.080]  他真正的信能夠調整準確
[00:17:39.080 --> 00:17:40.120]  所以我給了一個標題
[00:17:40.120 --> 00:17:42.760]  這個部分第四和第五節就是
[00:17:42.760 --> 00:17:51.680]  請不要放過任何一個神對信徒的人生的騷擾
[00:17:51.680 --> 00:17:58.200]  上帝嫁到我們每個人的人生裡面的騷擾
[00:17:58.200 --> 00:18:02.720]  是為我們的益處而著想的
[00:18:02.720 --> 00:18:06.440]  類似我小時候父母經常這樣說
[00:18:06.440 --> 00:18:08.640]  我不太鼓勵
[00:18:08.640 --> 00:18:11.600]  但是以前我們在香港的時候
[00:18:11.600 --> 00:18:14.680]  小時候經常有體罰
[00:18:14.680 --> 00:18:17.480]  你有沒有被父母打過
[00:18:17.480 --> 00:18:19.920]  如果沒有我相信你真的很乖
[00:18:19.920 --> 00:18:23.400]  我是很小意思的
[00:18:23.400 --> 00:18:25.480]  不知道是不是活躍症
[00:18:25.480 --> 00:18:26.800]  用今天的說法
[00:18:26.800 --> 00:18:27.920]  我覺得不關事的
[00:18:27.920 --> 00:18:28.880]  是頑皮就是頑皮
[00:18:28.880 --> 00:18:32.960]  小孩子不頑皮也有問題
[00:18:32.960 --> 00:18:35.920]  父母每次都會罰
[00:18:35.920 --> 00:18:39.320]  最後一定會加一句
[00:18:39.320 --> 00:18:40.640]  父母罵你的時候
[00:18:40.640 --> 00:18:42.840]  你是不是很生氣
[00:18:42.840 --> 00:18:44.840]  你怎麼回答
[00:18:44.840 --> 00:18:49.440]  你是不是還說一些虛情的話
[00:18:49.440 --> 00:18:52.000]  不生氣
[00:18:52.000 --> 00:18:52.880]  你一定會說
[00:18:52.880 --> 00:18:53.600]  當然生氣了
[00:18:53.600 --> 00:18:56.360]  又被你打
[00:18:56.360 --> 00:18:58.400]  然後父母就會說
[00:18:58.400 --> 00:19:01.600]  但是你知不知道你錯了什麼
[00:19:01.600 --> 00:19:02.960]  細心想了很多
[00:19:02.960 --> 00:19:03.640]  知道了
[00:19:03.640 --> 00:19:06.400]  知道自己錯了什麼
[00:19:06.400 --> 00:19:08.480]  然後他就會說一句
[00:19:08.480 --> 00:19:10.000]  父母打你
[00:19:10.000 --> 00:19:13.720]  是為了你好處才動手的
[00:19:13.720 --> 00:19:15.720]  明不明白
[00:19:15.720 --> 00:19:16.880]  明白
[00:19:16.880 --> 00:19:17.320]  好了
[00:19:17.320 --> 00:19:19.000]  那你就可以
[00:19:19.000 --> 00:19:25.720]  返回你的飯桌繼續做功課
[00:19:25.720 --> 00:19:27.520]  丁子梅
[00:19:27.520 --> 00:19:29.280]  上帝不放過你
[00:19:29.280 --> 00:19:30.400]  布甲尼撒王
[00:19:30.400 --> 00:19:33.000]  你就算說到多漂亮也好
[00:19:33.000 --> 00:19:36.040]  你為了的是你自己在政治上的目的
[00:19:36.040 --> 00:19:37.480]  擺平一切
[00:19:37.480 --> 00:19:39.200]  享受這個平安
[00:19:39.200 --> 00:19:42.560]  現在上帝就要你進入一個功課裡面
[00:19:42.560 --> 00:19:44.680]  這個功課就送一個夢給你
[00:19:44.680 --> 00:19:46.000]  這個夢是什麼夢
[00:19:46.000 --> 00:19:49.040]  是不是和先前那個夢是一樣的
[00:19:49.040 --> 00:19:50.880]  有些不同了
[00:19:50.880 --> 00:19:52.720]  有些學者在這裡解釋
[00:19:52.720 --> 00:19:57.160]  這個夢可能和之前那個夢是同一個連續的夢
[00:19:57.160 --> 00:19:59.880]  我不想討論這些學者的解釋
[00:19:59.880 --> 00:20:01.320]  因為很多學者
[00:20:01.320 --> 00:20:04.480]  學者什麼都說得出的
[00:20:04.480 --> 00:20:05.640]  學者而已
[00:20:05.640 --> 00:20:06.720]  找些東西說說而已
[00:20:06.720 --> 00:20:10.000]  說了就有一份文章寫了就可以出版了
[00:20:10.000 --> 00:20:12.160]  我很深信這是另一個夢
[00:20:12.160 --> 00:20:15.200]  因為這個夢和前面那個夢沒有連結
[00:20:15.200 --> 00:20:16.520]  最主要的原因就是
[00:20:16.520 --> 00:20:18.800]  這個夢可以將所有的內容
[00:20:18.800 --> 00:20:20.480]  由那個德夢者
[00:20:20.480 --> 00:20:21.960]  就是尼布甲尼撒王
[00:20:21.960 --> 00:20:25.040]  可以清楚說出來
[00:20:25.040 --> 00:20:26.880]  但是在這段聖經裡面
[00:20:26.880 --> 00:20:30.000]  這個夢有一個最大的特色
[00:20:30.000 --> 00:20:33.040]  就是使得尼布甲尼撒王
[00:20:33.040 --> 00:20:35.400]  懼怕驚慌
[00:20:35.400 --> 00:20:38.560]  不是我說的,是第五節說的
[00:20:38.560 --> 00:20:44.480]  這個夢放進了尼布甲尼撒王的腦袋裡面
[00:20:44.480 --> 00:20:46.600]  他在床上思想
[00:20:46.600 --> 00:20:50.880]  在他平日的腦袋裡面不斷營繞
[00:20:50.880 --> 00:20:52.040]  用英文好說
[00:20:52.040 --> 00:20:53.760]  Lingering
[00:20:53.760 --> 00:20:57.160]  不斷地繁擾著
[00:20:57.160 --> 00:21:00.040]  你如果想知道什麼叫給一些東西繁擾著
[00:21:00.040 --> 00:21:03.160]  你用一個正面一點的例子
[00:21:03.160 --> 00:21:04.040]  你可以明白的
[00:21:04.040 --> 00:21:07.680]  就是你還未想認識一個女生
[00:21:07.680 --> 00:21:09.960]  或是想認識一個男生之前
[00:21:09.960 --> 00:21:11.120]  你很喜歡了他
[00:21:11.120 --> 00:21:12.720]  但是又未跟他真正拍拖
[00:21:12.720 --> 00:21:13.840]  在這個過程當中
[00:21:13.840 --> 00:21:16.200]  天天他的樣子在你面前
[00:21:16.200 --> 00:21:17.480]  在你的腦袋裡面
[00:21:17.480 --> 00:21:18.840]  就是那種情況
[00:21:18.840 --> 00:21:20.800]  不過這次尼布甲尼撒王
[00:21:20.800 --> 00:21:24.840]  就不是一些美麗的夢中情人
[00:21:24.840 --> 00:21:28.560]  而是上帝給他的夢中一個內容
[00:21:28.560 --> 00:21:30.480]  這個內容我一會兒再指出去看
[00:21:30.480 --> 00:21:33.320]  不過從這段聖經裡面
[00:21:33.320 --> 00:21:36.280]  給我們看見
[00:21:36.280 --> 00:21:39.360]  原來上帝要在一個
[00:21:39.360 --> 00:21:43.320]  滿有富庶平安穩妥
[00:21:43.320 --> 00:21:46.880]  還在享受著他的生命
[00:21:46.880 --> 00:21:50.280]  的一個尼布甲尼撒王的生命上面
[00:21:50.280 --> 00:21:53.000]  去介入其中
[00:21:53.000 --> 00:21:56.000]  特別請大家留意去看一下
[00:21:56.000 --> 00:21:58.000]  這裡整段的經文
[00:21:58.000 --> 00:22:00.960]  都是以第一身來陳述
[00:22:00.960 --> 00:22:03.400]  就是用我 有沒有留意
[00:22:03.400 --> 00:22:04.680]  和合本一開始就
[00:22:04.680 --> 00:22:08.200]  我尼布甲尼撒王
[00:22:08.200 --> 00:22:10.880]  我做了一個夢
[00:22:10.880 --> 00:22:14.440]  我在床上面有些思念
[00:22:14.440 --> 00:22:19.240]  我感覺到很驚懼
[00:22:19.240 --> 00:22:22.000]  但伊利書的作者來到這段聖經
[00:22:22.000 --> 00:22:24.560]  是刻意用上我
[00:22:24.560 --> 00:22:27.360]  來將尼布甲尼撒王
[00:22:27.360 --> 00:22:31.000]  內心逐步將他挖了出來
[00:22:31.000 --> 00:22:33.520]  給我們這班信徒
[00:22:33.520 --> 00:22:36.800]  今天讀者可以看得明
[00:22:36.800 --> 00:22:43.120]  一個人信主的過程的掙扎
[00:22:43.120 --> 00:22:45.680]  而這個第一身的記載
