
[00:00:00.000 --> 00:00:02.800]  當我自己在預備講章的過程當中
[00:05:32.920 --> 00:05:35.120]  去剖白他自己的內心世界
[00:05:35.120 --> 00:05:37.720]  他對自己的生命那種咒咒
[00:05:37.720 --> 00:05:42.560]  他覺得究竟為何上帝讓他仍然活在這個世界
[00:05:42.560 --> 00:05:43.840]  但是活在這個世界
[00:05:43.840 --> 00:05:48.680]  卻要面對那麼嚴峻的苦難
[00:05:48.680 --> 00:05:49.320]  很可惜
[00:05:49.320 --> 00:05:53.520]  這三位朋友並不完全了解約伯
[00:05:53.520 --> 00:05:56.520]  我不會說這三位朋友完全不關心約伯
[00:05:56.520 --> 00:06:02.800]  只是覺得未必是完全了解約伯
[00:06:02.800 --> 00:06:04.240]  當然我們讀聖經
[00:06:04.240 --> 00:06:06.760]  我們看到聖經絕對是神的說話
[00:06:06.760 --> 00:06:08.360]  聖經是神所密使的
[00:06:08.360 --> 00:06:11.280]  聖經是神給每個作者
[00:06:11.280 --> 00:06:14.360]  上帝的心意來寫成這本聖經
[00:06:14.360 --> 00:06:17.960]  我們絕對相信聖經是沒有錯誤
[00:06:17.960 --> 00:06:20.240]  但是一方面當我們看回聖經的時候
[00:06:20.240 --> 00:06:21.720]  的而且確我們又會覺得
[00:06:21.720 --> 00:06:23.920]  聖經的描述那邊
[00:06:23.920 --> 00:06:26.200]  特別對人性那種描述
[00:06:26.200 --> 00:06:28.480]  實在是很細微
[00:06:28.480 --> 00:06:30.080]  實在是很精彩
[00:06:30.080 --> 00:06:33.200]  甚至對人性那種很多的醜惡
[00:06:33.200 --> 00:06:34.880]  很多的奸詐
[00:06:34.880 --> 00:06:38.400]  也是很清晰在聖經裡不同的人物當中
[00:06:38.400 --> 00:06:39.920]  來表達出來
[00:06:39.920 --> 00:06:41.560]  以致我們讀聖經的時候
[00:06:41.560 --> 00:06:44.200]  我們很多時候會不會將聖經的人物
[00:06:44.200 --> 00:06:46.960]  來代入我們自己的生命當中
[00:06:46.960 --> 00:06:49.120]  我這樣說不是說我們一定是壞的
[00:06:49.120 --> 00:06:50.080]  壞人才代入
[00:06:50.080 --> 00:06:51.040]  而是我們看到
[00:06:51.040 --> 00:06:53.200]  當我們讀到亞伯拉罕的時候
[00:06:53.200 --> 00:06:54.920]  他的信心那麼厲害
[00:06:54.920 --> 00:06:57.400]  我會不會好像亞伯拉罕那麼大的信心呢
[00:06:57.400 --> 00:06:59.200]  我會不會牽著自己的女兒三天
[00:06:59.200 --> 00:07:02.200]  然後三天之後又會用刀來劏她
[00:07:02.200 --> 00:07:03.200]  我會不會這樣做呢
[00:07:03.200 --> 00:07:04.680]  有那麼大的信心嗎
[00:07:04.680 --> 00:07:06.120]  如果有,感謝主
[00:07:06.120 --> 00:07:09.160]  但同樣我們很多時候面對聖經的時候
[00:07:09.160 --> 00:07:10.160]  很多人物
[00:07:10.160 --> 00:07:12.160]  我們會不會覺得每一個人物
[00:07:12.160 --> 00:07:16.120]  都造成我們自己生命的一些反省
[00:07:16.120 --> 00:07:17.720]  以致到我們聽道
[00:07:17.720 --> 00:07:20.840]  我們最重要是為自己而聽道
[00:07:20.840 --> 00:07:23.600]  我們千萬不要幫隔壁的人聽道
[00:07:23.600 --> 00:07:24.800]  我們很多時候聽道的時候
[00:07:24.800 --> 00:07:26.480]  一聽到某些東西就撞一撞隔壁
[00:07:26.480 --> 00:07:28.480]  喂,適合你聽這樣
[00:07:28.480 --> 00:07:31.320]  今天我們不是適合隔壁的人聽
[00:07:31.320 --> 00:07:33.600]  而是今天我們聽每一篇道的時候
[00:07:33.600 --> 00:07:35.280]  究竟這篇道
[00:07:35.280 --> 00:07:36.640]  或者這個人物
[00:07:36.640 --> 00:07:38.680]  聖經裡面所描述的
[00:07:38.680 --> 00:07:41.680]  對我有些什麼反省
[00:07:41.680 --> 00:07:43.040]  這三個朋友
[00:07:43.040 --> 00:07:45.800]  伊利法、比亞達、索法
[00:07:45.800 --> 00:07:47.160]  這三個朋友
[00:07:47.160 --> 00:07:48.760]  當他面對約伯
[00:07:48.760 --> 00:07:50.480]  面對很大的苦難的時候
[00:07:50.480 --> 00:07:51.960]  他陪伴著他
[00:07:51.960 --> 00:07:55.520]  當他更加明白約伯自己內心的世界
[00:07:55.520 --> 00:07:57.920]  當約伯否定自己內心世界的時候
[00:07:57.920 --> 00:08:01.920]  他們開始直接去跟約伯的對話
[00:08:01.920 --> 00:08:04.080]  而這個對話當中很明顯就是說
[00:08:04.080 --> 00:08:07.040]  約伯不如你快點認罪悔改
[00:08:07.040 --> 00:08:08.280]  你認罪悔改之後
[00:08:08.280 --> 00:08:10.800]  你就可以重拾昔日
[00:08:10.800 --> 00:08:14.480]  甚至比昔日更加豐盛的人生
[00:08:14.480 --> 00:08:15.840]  第一次會
[00:08:15.840 --> 00:08:16.680]  我不否定
[00:08:16.680 --> 00:08:18.360]  我經常都說我不否定
[00:08:18.360 --> 00:08:20.600]  罪很多時候大起苦難
[00:08:20.600 --> 00:08:22.400]  但另一方面有時我們都會這樣
[00:08:22.400 --> 00:08:25.520]  為什麼上帝容讓我們人生當中
[00:08:25.520 --> 00:08:29.320]  好像約伯在他當時的環境當中
[00:08:29.320 --> 00:08:32.440]  他根本就不知道天上發生什麼事
[00:08:32.440 --> 00:08:36.440]  而上帝容許撒旦在他的生命當中
[00:08:36.440 --> 00:08:38.600]  來作出這些事情的時候
[00:08:38.600 --> 00:08:39.600]  對他來說
[00:08:39.600 --> 00:08:41.840]  他真的在那個時間
[00:08:41.840 --> 00:08:44.680]  真的沒辦法完全理解
[00:08:44.680 --> 00:08:46.320]  為什麼上帝會這樣做
[00:08:46.320 --> 00:08:47.280]  因為聖經說
[00:08:47.280 --> 00:08:48.960]  他是一個敬畏上帝的人
[00:08:48.960 --> 00:08:51.760]  聖經說他是一位行事正直的人
[00:08:51.760 --> 00:08:54.360]  聖經說上帝親自稱呼他
[00:08:54.360 --> 00:08:57.360]  是我的僕人的一個約伯
[00:08:57.360 --> 00:08:58.400]  但另一方面
[00:08:58.400 --> 00:09:01.280]  縱然是一個很簡單的信息
[00:09:01.280 --> 00:09:03.960]  這三個朋友不斷用同一個信息
[00:09:03.960 --> 00:09:06.080]  和約伯來爭論
[00:09:06.080 --> 00:09:09.040]  但當我們細微去看聖經的時候
[00:09:09.040 --> 00:09:10.640]  我們發覺這三個朋友
[00:09:10.640 --> 00:09:14.760]  他們所表達的信息是很相似
[00:09:14.760 --> 00:09:18.440]  但口吻其實是很不同的
[00:09:18.440 --> 00:09:21.720]  以致到很多時候我們一個小組那邊
[00:09:21.720 --> 00:09:23.640]  所有組員講同一樣東西
[00:09:23.640 --> 00:09:26.680]  可能他們表達的口吻
[00:09:26.680 --> 00:09:28.680]  或者表達的那種情境
[00:09:28.680 --> 00:09:31.160]  那種程度可能是很不同的
[00:09:31.160 --> 00:09:33.040]  我們看回這三個朋友很有趣的
[00:09:33.040 --> 00:09:34.840]  伊利法他是一個長輩
[00:09:34.840 --> 00:09:36.600]  我說在東方民族來說
[00:09:36.600 --> 00:09:38.800]  長輩通常會開始發言
[00:09:38.800 --> 00:09:40.680]  他作為一個長輩的身份
[00:09:40.680 --> 00:09:44.280]  當他去和約伯說他有罪的時候
[00:09:44.280 --> 00:09:48.000]  他並不是用一種直接的方式
[00:09:48.000 --> 00:09:49.560]  他反而和約伯說
[00:09:49.560 --> 00:09:54.240]  約伯你知不知道苦難是一種管教
[00:09:54.240 --> 00:09:57.280]  一種管教你要忍耐
[00:09:57.280 --> 00:10:00.960]  忍耐不了的不用怕
[00:10:00.960 --> 00:10:02.440]  上帝會幫你開一條出路
[00:10:02.440 --> 00:10:03.760]  快點認罪吧
[00:10:03.760 --> 00:10:05.240]  他是一種勸喻
[00:10:05.240 --> 00:10:07.920]  勸喻他不要擔心
[00:10:07.920 --> 00:10:09.600]  苦難是有的
[00:10:09.600 --> 00:10:11.560]  不過苦難是好的
[00:10:11.560 --> 00:10:13.960]  苦難是一個管教
[00:10:13.960 --> 00:10:15.800]  對於比格達
[00:10:15.800 --> 00:10:17.560]  他就用一篇很精彩的講章
[00:10:17.560 --> 00:10:19.760]  我說他是一個很出色的講員
[00:10:19.760 --> 00:10:21.440]  用一篇很工整的
[00:10:21.440 --> 00:10:23.800]  內容很真實的一篇講章
[00:10:23.800 --> 00:10:25.800]  來和約伯說
[00:10:25.800 --> 00:10:27.960]  他說約伯你求死
[00:10:27.960 --> 00:10:29.440]  但為什麼你不死
[00:10:29.440 --> 00:10:30.800]  你知不知道為什麼你不死
[00:10:30.800 --> 00:10:33.400]  就是因為你沒有犯你的子女的罪
[00:10:33.400 --> 00:10:35.040]  你的子女犯罪死了
[00:10:35.040 --> 00:10:35.880]  那些罪死了
[00:10:35.880 --> 00:10:36.920]  不過你沒有犯那些罪
[00:10:36.920 --> 00:10:38.880]  不過不代表你沒有罪
[00:10:38.880 --> 00:10:41.240]  你想想自己有沒有罪
[00:10:41.240 --> 00:10:42.120]  突然之間
[00:10:42.120 --> 00:10:43.880]  今天如果有人這樣說
[00:10:43.880 --> 00:10:45.160]  當然說自己有罪
[00:10:45.160 --> 00:10:46.320]  誰敢說自己沒有罪
[00:10:46.320 --> 00:10:47.480]  我經常都說
[00:10:47.480 --> 00:10:48.640]  不可能的
[00:10:48.640 --> 00:10:49.840]  他沒有直接
[00:10:49.840 --> 00:10:52.080]  但到了南馬人的想法
[00:10:52.080 --> 00:10:53.680]  他已經受不了
[00:10:53.680 --> 00:10:55.560]  這個所法被稱為
[00:10:55.560 --> 00:10:57.240]  是一個律法主義者
[00:10:57.240 --> 00:10:59.320]  可能是好像新約的法利賽人
[00:10:59.320 --> 00:11:01.000]  是一個很嚴守律法
[00:11:01.000 --> 00:11:03.160]  他是一個強調律法的人
[00:11:03.160 --> 00:11:05.200]  他可能是一個
[00:11:05.200 --> 00:11:07.200]  可能是一個用今天來說
[00:11:07.200 --> 00:11:09.720]  是對律法很清楚的一些律師
[00:11:09.720 --> 00:11:12.200]  他看著這個約伯
[00:11:12.200 --> 00:11:14.680]  他就懶得和他說周圍的事情
[00:11:14.680 --> 00:11:17.120]  也懶得轉彎回角
[00:11:17.120 --> 00:11:18.120]  在第十一章
[00:11:18.120 --> 00:11:20.400]  他直接和約伯說了三件事
[00:11:20.400 --> 00:11:21.120]  很直接
[00:11:21.120 --> 00:11:22.680]  他懶得和他再玩
[00:11:22.680 --> 00:11:23.680]  他的意思是
[00:11:23.680 --> 00:11:24.400]  第一
[00:11:24.400 --> 00:11:26.360]  他說約伯你有罪
[00:11:26.360 --> 00:11:28.120]  他直接說約伯你有罪
[00:11:28.120 --> 00:11:29.160]  如果當時
[00:11:29.160 --> 00:11:30.120]  你見到一些朋友
[00:11:30.120 --> 00:11:31.080]  一走過來跟你說
[00:11:31.080 --> 00:11:31.800]  何志滴你有罪
[00:11:31.800 --> 00:11:33.400]  都挺難受的
[00:11:33.400 --> 00:11:34.760]  約伯你有罪
[00:11:34.760 --> 00:11:35.280]  有什麼罪呢
[00:11:35.280 --> 00:11:36.200]  他就這樣說
[00:11:36.200 --> 00:11:38.360]  他說你不要再說話了
[00:11:38.360 --> 00:11:40.040]  你不要再辯論了
[00:11:40.040 --> 00:11:41.960]  你不要以為你越辯
[00:11:41.960 --> 00:11:43.160]  你就越輕易
[00:11:43.160 --> 00:11:45.200]  他說你不要以為說話多
[00:11:45.200 --> 00:11:47.880]  就代表你可以稱自己為異
[00:11:47.880 --> 00:11:50.000]  以致到他說你浪費力氣了
[00:11:50.000 --> 00:11:50.880]  你說一個說話
[00:11:50.880 --> 00:11:52.760]  你知道嗎?很囂張
[00:11:52.760 --> 00:11:54.320]  你說話很誇大
[00:11:54.320 --> 00:11:55.200]  他怎麼說呢
[00:11:55.200 --> 00:11:56.320]  他和約伯說
[00:11:56.320 --> 00:11:58.480]  他說你誇大的話
[00:11:58.480 --> 00:12:00.480]  豈能使人不作聲
[00:12:00.480 --> 00:12:01.840]  你嬉笑的時候
[00:12:01.840 --> 00:12:03.560]  豈沒有人叫你開心
[00:12:03.560 --> 00:12:05.760]  你說我的道理純全
[00:12:05.760 --> 00:12:07.840]  我在你眼前潔淨
[00:12:07.840 --> 00:12:08.960]  還不誇大?
[00:12:08.960 --> 00:12:12.240]  誰敢說自己的道理是純全的
[00:12:12.240 --> 00:12:15.080]  誰敢說自己能夠在神的眼中
[00:12:15.080 --> 00:12:16.560]  捍衛純潔
[00:12:16.560 --> 00:12:18.320]  你誇大的話
[00:12:18.320 --> 00:12:19.880]  你簡直有罪了
[00:12:19.880 --> 00:12:20.760]  誇大
[00:12:20.760 --> 00:12:22.120]  已經是你的罪
[00:12:22.120 --> 00:12:23.840]  約伯說你有罪
[00:12:23.840 --> 00:12:25.200]  他直接說
[00:12:25.200 --> 00:12:27.720]  沒有情面直接說
[00:12:27.720 --> 00:12:29.320]  約伯你有罪
[00:12:29.320 --> 00:12:30.400]  第二呢
[00:12:30.400 --> 00:12:32.840]  他就說約伯你無知
[00:12:32.840 --> 00:12:33.480]  你無知
[00:12:33.480 --> 00:12:36.760]  你對上帝根本完全不認識
[00:12:36.760 --> 00:12:39.120]  等我現在再和你講一次
[00:12:39.120 --> 00:12:41.120]  上帝神觀
[00:12:41.120 --> 00:12:42.480]  如果用神學院來說
[00:12:42.480 --> 00:12:44.360]  再一次和你講神觀
[00:12:44.360 --> 00:12:46.280]  我們很多時候神學院有一個系統神學
[00:12:46.280 --> 00:12:49.000]  通常101、111那些就是神觀
[00:12:49.000 --> 00:12:51.760]  先和你講我對上帝的認識
[00:12:51.760 --> 00:12:52.760]  包括三方面
[00:12:52.760 --> 00:12:53.600]  第一
[00:12:53.600 --> 00:12:55.520]  我們對上帝的智慧
[00:12:55.520 --> 00:12:57.160]  遠超過約伯你
[00:12:57.160 --> 00:12:58.080]  你知不知道
[00:12:58.080 --> 00:12:59.840]  上帝的智慧和你比
[00:12:59.840 --> 00:13:01.040]  你和上帝是無法比的
[00:13:01.040 --> 00:13:01.960]  是智慧
[00:13:01.960 --> 00:13:02.760]  第二
[00:13:02.760 --> 00:13:05.000]  你知不知道上帝所掌管的世界
[00:13:05.000 --> 00:13:06.360]  所掌管的範圍
[00:13:06.360 --> 00:13:08.440]  是大到你都不知道
[00:13:08.440 --> 00:13:11.880]  所以你根本無可能逃避上帝
[00:13:11.880 --> 00:13:13.080]  第三
[00:13:13.080 --> 00:13:15.440]  他說上帝是無所不知的
[00:13:15.440 --> 00:13:17.000]  包括你內心
[00:13:17.000 --> 00:13:19.120]  包括人的虛妄的心
[00:13:19.120 --> 00:13:20.120]  都知
[00:13:20.120 --> 00:13:22.840]  他說你怎可能逃避上帝
[00:13:22.840 --> 00:13:26.800]  我們的上帝是監察人心的上帝
[00:13:26.800 --> 00:13:28.080]  他說了三樣東西
[00:13:28.080 --> 00:13:28.680]  對不對
[00:13:28.680 --> 00:13:30.160]  對的
[00:13:30.160 --> 00:13:32.160]  今天我們的智慧和上帝比
[00:13:32.160 --> 00:13:33.680]  有甚麼可以比
[00:13:33.680 --> 00:13:36.080]  今天我們可否逃避上帝
[00:13:36.080 --> 00:13:37.040]  可否躲在桌底
[00:13:37.040 --> 00:13:39.480]  上帝看不到我和上帝玩無聊的東西
[00:13:39.480 --> 00:13:40.440]  沒有可能
[00:13:40.440 --> 00:13:41.880]  今天我們有沒有可能
[00:13:41.880 --> 00:13:42.760]  嘩上帝
[00:13:42.760 --> 00:13:43.560]  我現在在想甚麼
[00:13:43.560 --> 00:13:44.640]  你當然不知道
[00:13:44.640 --> 00:13:46.000]  我在想應該給你吃午飯
[00:13:46.000 --> 00:13:46.880]  你怎會知道
[00:13:46.880 --> 00:13:47.760]  不是
[00:13:47.760 --> 00:13:48.960]  上帝知道
[00:13:48.960 --> 00:13:50.640]  知道我現在在想吃午飯
[00:13:50.640 --> 00:13:51.760]  不是在想聽到
[00:13:51.760 --> 00:13:53.160]  上帝知道
[00:13:53.160 --> 00:13:54.720]  任何事他都知道
[00:13:54.720 --> 00:13:55.120]  對不對
[00:13:55.120 --> 00:13:56.800]  對的
[00:13:56.800 --> 00:13:58.360]  但是
[00:13:58.360 --> 00:14:01.040]  因著上帝的觀念是對的
[00:14:01.040 --> 00:14:03.240]  他就下了一個結論
[00:14:03.240 --> 00:14:04.440]  他就下了一個結論
[00:14:04.440 --> 00:14:06.480]  在和合本第十二節
[00:14:06.480 --> 00:14:07.560]  他的結論怎樣說
[00:14:07.560 --> 00:14:10.600]  他說空虛的人卻毫無知識
[00:14:10.600 --> 00:14:14.800]  人生在世好像野雷的驅使
[00:14:14.800 --> 00:14:15.920]  在新日本
[00:14:15.920 --> 00:14:17.560]  在深普格的日本
[00:14:17.560 --> 00:14:20.160]  我發覺譯得更加清楚
[00:14:20.160 --> 00:14:21.080]  在這句聖經
[00:14:21.080 --> 00:14:22.320]  有時候在和合本讀完之後
[00:14:22.320 --> 00:14:23.920]  都不知道他在說甚麼
[00:14:23.920 --> 00:14:25.200]  新日本他怎樣說
[00:14:25.200 --> 00:14:25.880]  他說
[00:14:25.880 --> 00:14:29.280]  沒頭腦的人要成為聰明人
[00:14:29.280 --> 00:14:33.880]  比野雷生出的小孩更不可能
[00:14:33.880 --> 00:14:35.080]  嘩
[00:14:35.080 --> 00:14:37.440]  動物生小孩
[00:14:37.440 --> 00:14:39.920]  比沒腦的人更容易
[00:14:39.920 --> 00:14:41.280]  聰明
[00:14:41.280 --> 00:14:42.520]  意思是
[00:14:42.520 --> 00:14:43.640]  約伯
[00:14:43.640 --> 00:14:44.800]  你知不知道
[00:14:44.800 --> 00:14:46.520]  你沒腦
[00:14:46.520 --> 00:14:47.280]  不過
[00:14:47.280 --> 00:14:49.080]  沒腦就是沒腦
[00:14:49.080 --> 00:14:51.800]  沒腦不會忽然有腦
[00:14:51.800 --> 00:14:53.880]  要知道沒腦的英文是甚麼
[00:14:53.880 --> 00:14:55.920]  英文是idiot
[00:14:55.920 --> 00:14:59.520]  最近有齣戲叫《Three Idiots》
[00:14:59.520 --> 00:15:00.880]  沒腦就是沒腦
[00:15:00.880 --> 00:15:03.920]  他說你今天對上帝完全不認識
[00:15:03.920 --> 00:15:05.400]  今天我教你
[00:15:05.400 --> 00:15:06.400]  我教你
[00:15:06.400 --> 00:15:08.720]  就是上帝的智慧遠超過你的智慧
[00:15:08.720 --> 00:15:09.320]  我教你
[00:15:09.320 --> 00:15:10.880]  今天上帝所掌管的
[00:15:10.880 --> 00:15:12.040]  所控制的
