
[00:00:00.000 --> 00:00:01.220]  開始一個新的講道系列
[00:01:14.080 --> 00:01:15.200]  這些呢
[00:01:15.200 --> 00:01:17.640]  都是會令我們看到之後
[00:01:17.640 --> 00:01:19.720]  覺得震驚,覺得懼怕
[00:01:19.720 --> 00:01:22.560]  覺得是難以完成的百里挑戰
[00:01:22.560 --> 00:01:24.720]  然後纔會令到我們
[00:01:24.720 --> 00:01:26.120]  不行了,真的不行了
[00:01:26.240 --> 00:01:28.640]  我們大家一定要合作,一定要團結起來
[00:01:28.640 --> 00:01:29.760]  不然就做不到了
[00:01:29.760 --> 00:01:31.560]  大家明白我的意思嗎?
[00:01:31.560 --> 00:01:34.160]  一定是大到,難到
[00:01:34.160 --> 00:01:35.440]  我們沒有辦法
[00:01:35.440 --> 00:01:37.360]  覺得能夠去應付的
[00:01:37.360 --> 00:01:40.920]  纔會促使我們團結起來
[00:01:40.920 --> 00:01:41.760]  大家知道呢
[00:01:41.760 --> 00:01:42.840]  President會怎樣
[00:01:42.840 --> 00:01:44.720]  9月25號開始
[00:01:44.720 --> 00:01:46.800]  所以其實過去幾個禮拜裏面
[00:01:46.800 --> 00:01:48.280]  我一直在想,一直在思想
[00:01:48.280 --> 00:01:50.000]  神給我們有Millpeters
[00:01:50.000 --> 00:01:51.080]  這個地方
[00:01:51.080 --> 00:01:53.040]  又給我們有President的地方
[00:01:53.040 --> 00:01:55.640]  現在President都快完工了
[00:01:56.840 --> 00:01:58.680]  以後我們怎樣用這兩個地方
[00:01:58.680 --> 00:02:00.520]  去爲神做工作
[00:02:00.520 --> 00:02:03.320]  去擴展這個天國的國度呢
[00:02:03.320 --> 00:02:05.200]  當我想到天國
[00:02:05.200 --> 00:02:08.040]  一想到怎樣去擴展事宮的時候
[00:02:08.040 --> 00:02:10.720]  這是一個很大的挑戰
[00:02:10.720 --> 00:02:11.640]  不過我想和大家分享
[00:02:11.640 --> 00:02:13.200]  剛纔大家唱歌的最後一首歌
[00:02:13.200 --> 00:02:14.160]  One Voice
[00:02:14.160 --> 00:02:17.400]  不是因爲我們這些老弟兄老朋友
[00:02:17.400 --> 00:02:19.560]  其實他不太老,年紀不小
[00:02:19.560 --> 00:02:21.080]  唱這首歌
[00:02:21.080 --> 00:02:24.280]  是當Wayne帶我們講到
[00:02:24.280 --> 00:02:25.240]  我們這個地方
[00:02:25.360 --> 00:02:26.240]  這個地區
[00:02:26.240 --> 00:02:27.960]  需要神的醫治的時候
[00:02:27.960 --> 00:02:28.920]  第一節我講給你們聽
[00:02:28.920 --> 00:02:29.520]  我站在下面
[00:02:29.520 --> 00:02:30.120]  我在下環
[00:02:30.120 --> 00:02:30.800]  我唱不到
[00:02:30.800 --> 00:02:32.080]  因爲這是我的承諾
[00:02:32.080 --> 00:02:32.920]  這是我的感動
[00:02:32.920 --> 00:02:36.920]  如果我們的福音不能夠醫治這地區的時候
[00:02:36.920 --> 00:02:38.600]  我們傳福音來趕馬
[00:02:38.600 --> 00:02:40.040]  做什麼呢
[00:02:40.040 --> 00:02:41.080]  講國語一點
[00:02:41.080 --> 00:02:41.760]  第一節沒什麼
[00:02:41.760 --> 00:02:44.160]  這個也是最近我在思想裏面不斷去想
[00:02:44.160 --> 00:02:44.720]  到底
[00:02:44.720 --> 00:02:45.840]  What should we do
[00:02:45.840 --> 00:02:47.720]  既然神那麼祝福我們
[00:02:47.720 --> 00:02:48.560]  給我們兩個地方
[00:02:48.560 --> 00:02:50.360]  我們能夠怎樣去用這兩個地方
[00:02:50.360 --> 00:02:52.360]  所以當我們去思想這個
[00:02:52.360 --> 00:02:53.600]  港島系列的時候
[00:02:53.600 --> 00:02:54.600]  我想是弱樹芽
[00:02:54.600 --> 00:02:56.400]  以後這個禮拜我會和大家分享
[00:02:56.400 --> 00:02:58.320]  弱樹芽記第一到第八章
[00:02:58.320 --> 00:02:59.320]  有時間回去看看
[00:02:59.320 --> 00:03:01.280]  弱樹芽記第一到第八章
[00:03:01.280 --> 00:03:02.360]  我們有幾堂的時間
[00:03:02.360 --> 00:03:07.360]  和大家分享神如何帶領弱樹芽和以色列人
[00:03:07.360 --> 00:03:09.240]  進入這個應許地
[00:03:09.240 --> 00:03:11.600]  神給我們兩個地方
[00:03:11.600 --> 00:03:13.320]  要我們在這裏擴展神的角度
[00:03:13.320 --> 00:03:14.680]  這是一個很大的挑戰
[00:03:14.680 --> 00:03:15.600]  你們能夠怎樣做呢
[00:03:15.600 --> 00:03:18.960]  一個小小的教會能夠爲神做些什麼
[00:03:18.960 --> 00:03:20.680]  很大的挑戰
[00:03:20.680 --> 00:03:23.240]  但願意我們從弱樹芽記當中
[00:03:23.240 --> 00:03:24.760]  我們彼此的激勵
[00:03:24.760 --> 00:03:26.640]  能夠得着這地
[00:03:26.640 --> 00:03:28.600]  如果是上帝要我們得到的話
[00:03:28.600 --> 00:03:29.960]  我們就能夠得到
[00:03:29.960 --> 00:03:30.560]  同不同意嗎
[00:03:30.560 --> 00:03:32.480]  當以色列人離開埃及
[00:03:32.480 --> 00:03:33.640]  大家知道
[00:03:33.640 --> 00:03:35.680]  在曠野有四十年的時間
[00:03:35.680 --> 00:03:38.760]  其實他們離開埃及之後
[00:03:38.760 --> 00:03:41.040]  大概兩年左右就已經去到
[00:03:41.040 --> 00:03:43.680]  這個應許地的門口
[00:03:43.680 --> 00:03:47.080]  但是因爲十二個探子當中
[00:03:47.080 --> 00:03:47.960]  有十個探子說
[00:03:47.960 --> 00:03:49.040]  不行的
[00:03:49.040 --> 00:03:50.680]  我們拿不到這個地方
[00:03:50.680 --> 00:03:52.400]  裏面的人牛高馬大
[00:03:52.400 --> 00:03:53.360]  好像巨人一樣
[00:03:53.360 --> 00:03:54.360]  我們站在那裏
[00:03:54.360 --> 00:03:55.720]  好像蚱蜢一樣
[00:03:55.720 --> 00:03:57.680]  我們不可能得到這個地方的
[00:03:57.680 --> 00:04:00.680]  以色列人相信十個探子
[00:04:00.680 --> 00:04:03.720]  不相信上帝的應許
[00:04:03.720 --> 00:04:07.960]  結果在曠野流蕩了三十八年
[00:04:07.960 --> 00:04:11.960]  然後加上那兩年就是四十年的時間
[00:04:11.960 --> 00:04:14.840]  得不到這個神應許慈悲他們的地方
[00:04:14.840 --> 00:04:16.120]  四十年之後
[00:04:16.120 --> 00:04:18.920]  再次來到約旦河東
[00:04:18.920 --> 00:04:24.080]  遙望着河對面神答應慈悲他們的地方
[00:04:24.080 --> 00:04:25.240]  但是在那個時間
[00:04:25.240 --> 00:04:27.320]  他們偉大的領袖摩西已經死了
[00:04:27.320 --> 00:04:30.080]  我們怎麼能夠得到這個地方呢
[00:04:30.080 --> 00:04:31.080]  在那個時間
[00:04:31.080 --> 00:04:34.080]  約書亞就聽到神給他的呼召
[00:04:34.080 --> 00:04:37.360]  你要帶領以色列人過約旦河
[00:04:37.360 --> 00:04:40.040]  得到我要慈悲你的地方
[00:04:40.040 --> 00:04:41.040]  弟兄姊妹
[00:04:41.040 --> 00:04:42.840]  我想告訴大家
[00:04:42.840 --> 00:04:46.360]  其實約書亞是不是一個合適的人選
[00:04:46.360 --> 00:04:49.240]  帶領以色列人進去這個迦南地呢
[00:04:49.240 --> 00:04:51.880]  其實約書亞聽到這個呼召的時候
[00:04:51.880 --> 00:04:53.640]  他心裏面很驚
[00:04:53.640 --> 00:04:54.840]  爲什麼我這麼說呢
[00:04:54.840 --> 00:04:55.840]  如果不是的話
[00:04:55.840 --> 00:05:00.760]  天父上帝不會去幫助約書亞
[00:05:00.760 --> 00:05:02.440]  不會去鼓勵約書亞
[00:05:02.440 --> 00:05:04.080]  讓他能夠有力量
[00:05:04.080 --> 00:05:06.400]  可以焦聚所有的以色列人
[00:05:06.400 --> 00:05:07.720]  團結起來
[00:05:07.720 --> 00:05:10.520]  一起過河進入這個應許地方
[00:05:10.520 --> 00:05:12.880]  約書亞只是摩西的幫手
[00:05:12.880 --> 00:05:15.120]  甚至是摩西的助手
[00:05:15.120 --> 00:05:17.160]  約書亞從來沒有想過
[00:05:17.160 --> 00:05:20.480]  是他帶領以色列人過約旦河
[00:05:20.480 --> 00:05:22.080]  進入應許地
[00:05:22.080 --> 00:05:23.760]  一直以來他只是跟着摩西
[00:05:23.760 --> 00:05:25.360]  摩西是最合適的人選
[00:05:25.360 --> 00:05:25.960]  爲什麼呢
[00:05:25.960 --> 00:05:28.560]  摩西曾經在埃及的王宮裏面
[00:05:28.560 --> 00:05:32.040]  接受文韜武略的教育
[00:05:32.040 --> 00:05:35.200]  而且在曠野有四十年的時間
[00:05:35.200 --> 00:05:38.200]  久經歷練熟悉那裏的環境地方
[00:05:38.200 --> 00:05:39.080]  有什麼民族
[00:05:39.080 --> 00:05:40.400]  他們的性情是怎麼樣
[00:05:40.400 --> 00:05:43.120]  摩西是最合適的人選
[00:05:43.120 --> 00:05:45.680]  帶領以色列人進入迦勒
[00:05:45.680 --> 00:05:47.320]  但是神對約書亞說
[00:05:47.320 --> 00:05:49.360]  我的僕人摩西死了
[00:05:49.360 --> 00:05:52.520]  現在這個責任落在你的肩頭上
[00:05:52.520 --> 00:05:54.120]  如果你是約書亞
[00:05:54.120 --> 00:05:55.800]  你會不會很緊張
[00:05:55.800 --> 00:05:57.000]  你會不會很懼怕
[00:05:57.000 --> 00:05:59.400]  你會不會發覺我行不行
[00:05:59.400 --> 00:06:01.240]  我幫摩西的忙就可以了
[00:06:01.240 --> 00:06:02.560]  現在你要我上啊
[00:06:02.560 --> 00:06:03.920]  要我做這個工作啊
[00:06:03.920 --> 00:06:05.120]  我沒有想過要做這個工作
[00:06:05.120 --> 00:06:07.600]  我也不覺得自己有能力去做這個工作
[00:06:07.600 --> 00:06:10.480]  所以神要幫助這個約書亞
[00:06:10.480 --> 00:06:11.920]  讓他能夠有能力
[00:06:11.920 --> 00:06:17.120]  要他能夠把所有的以色列人拼在一起
[00:06:17.120 --> 00:06:18.000]  團結起來
[00:06:18.000 --> 00:06:20.360]  完成神給他們的使命
[00:06:20.360 --> 00:06:23.120]  得着這個應許地爲業
[00:06:23.120 --> 00:06:25.800]  我們看到神首先怎麼幫助約書亞呢
[00:06:25.800 --> 00:06:26.560]  第一樣東西
[00:06:26.560 --> 00:06:27.720]  他讓約書亞看到
[00:06:27.720 --> 00:06:31.520]  你記得我給摩西和以色列人的應許嗎
[00:06:31.520 --> 00:06:33.000]  你記得我給你的應許嗎
[00:06:33.000 --> 00:06:34.240]  聖經裏面怎麼說
[00:06:34.240 --> 00:06:36.760]  他說照着我應許摩西
[00:06:36.760 --> 00:06:38.320]  你走過的地方
[00:06:38.320 --> 00:06:40.080]  我都要賜給你們
[00:06:40.080 --> 00:06:45.480]  你們的疆界要從南邊的沙漠伸展到北邊的黎巴嫩山脈
[00:06:45.480 --> 00:06:47.320]  從東邊的尤弗拉底河
[00:06:47.320 --> 00:06:51.400]  經過客人的國土到西邊的地中海
[00:06:51.400 --> 00:06:55.880]  哇 上帝向約書亞重新去提醒
[00:06:55.880 --> 00:06:57.240]  我已經答應過你們的
[00:06:57.240 --> 00:06:58.040]  我應許過
[00:06:58.040 --> 00:06:59.640]  我曾經承諾過
[00:06:59.640 --> 00:07:02.720]  摩西和所有的以色列人
[00:07:02.720 --> 00:07:04.320]  OK
[00:07:04.320 --> 00:07:06.160]  要得着這個地方
[00:07:06.160 --> 00:07:08.760]  現在我預先將你要得的地方全部告訴你
[00:07:08.760 --> 00:07:11.760]  你的疆界東南西北是怎麼樣
[00:07:11.760 --> 00:07:13.240]  爲什麼神要這樣做
[00:07:13.240 --> 00:07:16.120]  加添約書亞的信心
[00:07:16.120 --> 00:07:21.240]  然後神又向約書亞作出承諾
[00:07:21.240 --> 00:07:22.160]  他的承諾是什麼呢
[00:07:22.160 --> 00:07:23.640]  約書亞
[00:07:23.640 --> 00:07:25.440]  在你有生之日
[00:07:25.440 --> 00:07:28.040]  沒有人能打敗你
[00:07:28.040 --> 00:07:29.440]  我要與你同在
[00:07:29.440 --> 00:07:32.000]  像與摩西同在一樣
[00:07:32.000 --> 00:07:34.480]  我不撇下你
[00:07:34.480 --> 00:07:36.400]  也不離棄你
[00:07:36.400 --> 00:07:37.760]  我絕不撇下你
[00:07:37.760 --> 00:07:39.880]  也不離棄你
[00:07:39.880 --> 00:07:41.520]  首先跟他重溫
[00:07:41.520 --> 00:07:43.040]  神給他們的應許
[00:07:43.040 --> 00:07:43.960]  答應過的
[00:07:43.960 --> 00:07:44.680]  神
[00:07:44.680 --> 00:07:45.480]  實牙實齒
[00:07:45.480 --> 00:07:47.280]  說過的話不會不算數
[00:07:47.280 --> 00:07:48.440]  第二樣東西
[00:07:48.440 --> 00:07:49.120]  約書亞
[00:07:49.120 --> 00:07:50.000]  我會與你同在
[00:07:50.000 --> 00:07:52.040]  好像與摩西同在一樣
[00:07:52.040 --> 00:07:53.960]  沒有人能夠打敗你
[00:07:53.960 --> 00:07:54.520]  弟兄姊妹
[00:07:54.520 --> 00:07:56.760]  我們要到上帝賜給我們的地方
[00:07:56.760 --> 00:07:58.160]  我們要在這裏
[00:07:58.160 --> 00:07:59.120]  在三谷
[00:07:59.120 --> 00:08:01.000]  爲主傳福音
[00:08:01.000 --> 00:08:02.040]  我剛纔說過
[00:08:02.040 --> 00:08:03.240]  其實這個是很大的挑戰
[00:08:03.240 --> 00:08:05.320]  你有沒有想過我們可以做些什麼呢
[00:08:05.320 --> 00:08:06.640]  我們今天不敢想
[00:08:06.640 --> 00:08:08.240]  只是看到很大的機會
[00:08:08.240 --> 00:08:09.320]  很多新房子
[00:08:09.320 --> 00:08:10.360]  無論是這裏也好
[00:08:10.360 --> 00:08:11.880]  上面也好
[00:08:11.880 --> 00:08:13.760]  怎樣能夠達到那些人呢
[00:08:13.760 --> 00:08:15.400]  怎樣能夠幫助他們信耶穌呢
[00:08:15.400 --> 00:08:17.280]  其實我們沒什麼辦法的
[00:08:17.280 --> 00:08:19.000]  雖然不斷在想
[00:08:19.000 --> 00:08:21.080]  是又大又難的挑戰
[00:08:21.080 --> 00:08:23.320]  不但如此
[00:08:23.320 --> 00:08:25.240]  現在我們所處的地方里面
[00:08:25.240 --> 00:08:27.320]  都有很多巨人
[00:08:27.320 --> 00:08:29.960]  當然我所說的巨人是什麼呢
[00:08:29.960 --> 00:08:32.000]  譬如現在在美國的社會當中
[00:08:32.000 --> 00:08:32.880]  大家知道
[00:08:32.880 --> 00:08:34.200]  現在我們已經不說了
[00:08:34.200 --> 00:08:37.360]  但是不斷在影響着我們的思想
[00:08:37.360 --> 00:08:41.360]  新世紀的思想
[00:08:41.360 --> 00:08:43.360]  大家知道新世紀的思想是說什麼的嗎
[00:08:43.360 --> 00:08:45.280]  人就是神
[00:08:45.280 --> 00:08:48.400]  人就是所有能量的根源
[00:08:48.400 --> 00:08:50.280]  現在我們發掘我們的能量
[00:08:50.280 --> 00:08:52.440]  人可以變成神
[00:08:52.440 --> 00:08:55.120]  這是我們基本的理念
[00:08:55.120 --> 00:08:57.240]  除了這個之外
[00:08:57.240 --> 00:08:59.680]  物質主義對我們的影響
[00:08:59.680 --> 00:09:02.240]  物質主義不是響樂主義那麼簡單
[00:09:02.240 --> 00:09:03.480]  物質主義是說
[00:09:03.480 --> 00:09:06.440]  原來人一切的生活都是由物質互動而成的
[00:09:06.440 --> 00:09:10.240]  包括你的心思意識都在裏面
[00:09:10.240 --> 00:09:12.080]  所以物質就是一切
[00:09:12.080 --> 00:09:14.320]  然後響樂主義呢
[00:09:14.320 --> 00:09:15.560]  響樂主義又告訴我們
[00:09:15.560 --> 00:09:17.080]  人其實最重要的是什麼
[00:09:17.080 --> 00:09:18.600]  happy
[00:09:18.600 --> 00:09:21.280]  所以人最重要的是那種
[00:09:21.280 --> 00:09:22.960]  歡愉的感覺
[00:09:22.960 --> 00:09:24.480]  其他都是不重要的
[00:09:24.480 --> 00:09:27.680]  這個感覺是最重要的
[00:09:27.680 --> 00:09:29.240]  除此之外還有個人主義
[00:09:29.240 --> 00:09:30.280]  individualism(個人主義)
[00:09:30.280 --> 00:09:32.640]  大家聽過嗎
[00:09:32.640 --> 00:09:34.040]  什麼是individualism(個人主義)
[00:09:34.040 --> 00:09:35.360]  就是個人重要
[00:09:35.360 --> 00:09:36.800]  個體是很重要的
[00:09:36.800 --> 00:09:42.400]  一切都從很獨特的個人開始
[00:09:42.400 --> 00:09:43.360]  從人開始
[00:09:43.360 --> 00:09:44.200]  從個人開始
[00:09:44.200 --> 00:09:45.760]  在你外面接觸的朋友裏面
[00:09:45.760 --> 00:09:47.240]  很多人受這些思想影響
[00:09:47.240 --> 00:09:48.440]  甚至我們自己
[00:09:48.440 --> 00:09:49.560]  有沒有受這些思想影響
[00:09:49.560 --> 00:09:52.920]  這些都是讓我們看人多於看神
[00:09:52.920 --> 00:09:53.600]  除此之外
[00:09:53.600 --> 00:09:55.560]  大家知不知道在我們的社會當中
[00:09:55.560 --> 00:09:57.720]  我說在美國
[00:09:57.720 --> 00:10:00.600]  政府的偏頗
[00:10:00.600 --> 00:10:03.560]  和抑制是越來越嚴重
[00:10:03.560 --> 00:10:06.440]  大家有沒有看新聞
[00:10:06.440 --> 00:10:09.320]  加州的衆議會剛剛通過了
[00:10:09.320 --> 00:10:11.280]  8月份
[00:10:11.280 --> 00:10:18.320]  是欣賞穆斯林月
[00:10:18.320 --> 00:10:20.400]  是欣賞穆斯林月
[00:10:20.400 --> 00:10:22.400]  因爲他們說這是少數的宗教信仰
[00:10:22.400 --> 00:10:24.160]  我們要recognize他們的貢獻
[00:10:24.160 --> 00:10:26.400]  提高人們對他們的警覺
[00:10:26.400 --> 00:10:27.920]  爲什麼又不提一下一個
[00:10:27.920 --> 00:10:29.920]  欣賞基督教信仰的月
[00:10:29.920 --> 00:10:33.480]  爲什麼又不提一個欣賞佛教信仰的月呢
[00:10:33.480 --> 00:10:36.480]  我相信遲早都會有的
[00:10:36.480 --> 00:10:38.960]  但很明顯你會看到
[00:10:38.960 --> 00:10:41.120]  基督教又在傳福音
[00:10:41.120 --> 00:10:42.280]  爲主做工作
[00:10:42.280 --> 00:10:45.160]  所面對的壓力是越來越大
[00:10:45.160 --> 00:10:46.320]  所以我說
[00:10:46.320 --> 00:10:47.120]  不容易
[00:10:47.120 --> 00:10:48.640]  是一個很大的挑戰
[00:10:48.640 --> 00:10:49.400]  但是兄弟姐妹
[00:10:49.400 --> 00:10:52.040]  不要忘記天父上帝給我們應許
[00:10:52.040 --> 00:10:55.320]  當上帝賜給我們大使命的同時
[00:10:55.320 --> 00:10:57.800]  上帝也給我們作出一個承諾
[00:10:57.800 --> 00:11:02.120]  他說天上地下所有的權柄都賜給我了
[00:11:02.120 --> 00:11:03.720]  耶穌說的
[00:11:03.720 --> 00:11:05.160]  然後所以你們要去
[00:11:05.160 --> 00:11:06.560]  使萬民作我的門徒
[00:11:06.560 --> 00:11:07.720]  奉父子聖靈的名
[00:11:07.720 --> 00:11:08.800]  讓他們施贈
[00:11:08.800 --> 00:11:10.040]  凡我所教訓你們的
[00:11:10.040 --> 00:11:11.480]  都教訓他們遵守
[00:11:11.480 --> 00:11:13.400]  我就尚與你們同在
[00:11:13.400 --> 00:11:15.600]  直到世界的末了
[00:11:15.600 --> 00:11:18.520]  然後小徒行尊第一章第八節說
[00:11:18.520 --> 00:11:19.960]  當聖靈
[00:11:19.960 --> 00:11:21.680]  降臨在你們身上
[00:11:21.680 --> 00:11:23.640]  你們就必得着能力
[00:11:23.640 --> 00:11:28.560]  必須在耶路撒冷猶太村的撒瑪丁雅直到地極要作我見證
[00:11:28.560 --> 00:11:30.120]  當聖靈來到我們當中
[00:11:30.120 --> 00:11:32.200]  我們予以信從聖靈的引渡的時候
[00:11:32.200 --> 00:11:33.520]  我們就有了能力
[00:11:33.520 --> 00:11:35.440]  去完成神交付給我們的使命
[00:11:35.440 --> 00:11:38.360]  我們就有能力在這兩個地方
[00:11:38.360 --> 00:11:40.640]  去爲主做傳福音的工作
[00:11:40.640 --> 00:11:42.080]  神即其事
[00:11:42.080 --> 00:11:43.080]  弟兄姐妹
[00:11:43.080 --> 00:11:44.320]  按照聖經的應許
[00:11:44.320 --> 00:11:46.320]  是會隨着我們的
[00:11:46.320 --> 00:11:47.800]  你肯隨從聖靈的引渡
[00:11:47.800 --> 00:11:49.320]  去拓展事供
[00:11:49.320 --> 00:11:50.560]  無論聖靈引渡我們
[00:11:50.560 --> 00:11:51.520]  去到哪裏
[00:11:51.520 --> 00:11:52.560]  拓展福音
[00:11:52.560 --> 00:11:53.800]  履行這個大使命
[00:11:53.800 --> 00:11:54.800]  我們肯聽
[00:11:54.800 --> 00:11:57.040]  肯聽從
[00:11:57.040 --> 00:11:58.320]  上帝會與我們同在
[00:11:58.320 --> 00:12:01.640]  上帝會透過不同的環境
[00:12:01.640 --> 00:12:04.120]  讓我們見到神即其事的發生
[00:12:04.120 --> 00:12:05.240]  上個禮拜
[00:12:05.240 --> 00:12:07.240]  我去參加我們Mother Church
[00:12:07.240 --> 00:12:09.680]  成立40週年的感恩敬拜
[00:12:09.680 --> 00:12:11.000]  他們請我做主題講員
[00:12:11.000 --> 00:12:11.800]  星期二下午
[00:12:11.800 --> 00:12:12.800]  我回來的時候
[00:12:12.800 --> 00:12:14.240]  當然有很多感觸
[00:12:14.240 --> 00:12:15.400]  今早我和弟弟姐妹說
[00:12:15.400 --> 00:12:17.800]  看回我十幾年前的照片
[00:12:17.800 --> 00:12:19.320]  那時候頭髮多一點
[00:12:19.320 --> 00:12:21.040]  臉腫一點
[00:12:21.040 --> 00:12:22.480]  那時候比較肥一點
[00:12:22.480 --> 00:12:24.400]  但我的感觸是什麼呢
[00:12:24.400 --> 00:12:25.400]  我和他們分享
[00:12:25.400 --> 00:12:26.800]  我說在公元2000年
[00:12:26.800 --> 00:12:28.840]  當我們開始會點教會的時候
[00:12:28.840 --> 00:12:30.040]  2000年開始會點教會
[00:12:30.040 --> 00:12:31.280]  2001年1月
[00:12:31.280 --> 00:12:33.640]  2000年4月開始會點教會
[00:12:33.640 --> 00:12:35.640]  在Prime Plaza Hotel聚會
[00:12:35.640 --> 00:12:36.880]  2010年1月
[00:12:36.880 --> 00:12:37.720]  我們就知了
[00:12:37.720 --> 00:12:40.080]  但在我們開始的時間
[00:12:40.080 --> 00:12:41.240]  我們沒有想過
[00:12:41.240 --> 00:12:43.880]  我們會不會成功
[00:12:43.880 --> 00:12:44.840]  因爲我還記得那時候
[00:12:44.840 --> 00:12:46.080]  和弟弟姐妹分享
[00:12:46.080 --> 00:12:47.840]  開十間教會六間關門
[00:12:47.840 --> 00:12:52.040]  開新教堂不一定會起到飛
[00:12:52.040 --> 00:12:54.640]  很多是以關門結束的
[00:12:54.640 --> 00:12:56.600]  我還記得那時候
[00:12:56.600 --> 00:12:59.320]  執事會的主席來問我
[00:12:59.320 --> 00:13:00.120]  趙牧師
[00:13:00.120 --> 00:13:02.280]  你有沒有想過會點
[00:13:02.280 --> 00:13:04.000]  要多久纔可以自立
[00:13:04.000 --> 00:13:06.000]  我很隨口回答了一句
[00:13:06.000 --> 00:13:07.840]  我希望兩年內自立
[00:13:07.840 --> 00:13:10.800]  接着他回答了我一句
[00:13:10.800 --> 00:13:12.560]  It's very aggressive
[00:13:12.560 --> 00:13:13.880]  意思是什麼
[00:13:13.880 --> 00:13:15.440]  你太樂觀了
[00:13:15.440 --> 00:13:17.160]  因爲很多的福音堂
[00:13:17.160 --> 00:13:18.440]  幾十年都是福音堂
[00:13:18.440 --> 00:13:19.520]  我有一個同學
[00:13:19.520 --> 00:13:22.360]  神學院的同學在德州
[00:13:22.360 --> 00:13:24.160]  他和我一起開設福音堂
[00:13:24.160 --> 00:13:26.160]  現在他仍然是福音堂
[00:13:26.160 --> 00:13:27.280]  在那個教會幾十年
[00:13:27.280 --> 00:13:28.000]  都是福音堂
[00:13:28.000 --> 00:13:29.200]  你要兩年就自立
[00:13:29.200 --> 00:13:30.280]  其實不是我要
[00:13:30.280 --> 00:13:32.680]  我想而已
[00:13:32.680 --> 00:13:34.600]  但我感謝讚美主
[00:13:34.600 --> 00:13:36.880]  剛纔你懂得計算
[00:13:36.880 --> 00:13:39.400]  2000年4月16日
[00:13:39.400 --> 00:13:41.280]  我們開始第一個主日送拜
[00:13:41.280 --> 00:13:43.000]  在Prime Plaza Hotel
[00:13:43.000 --> 00:13:44.920]  2001年1月
[00:13:44.920 --> 00:13:47.240]  我們就成爲一個獨立的教堂
[00:13:47.240 --> 00:13:49.200]  4年前我們在Presidnton
[00:13:49.200 --> 00:13:50.840]  我們開始分堂
[00:13:50.840 --> 00:13:51.800]  因爲我們清楚看到
[00:13:51.800 --> 00:13:53.240]  聖靈給我們的帶領
[00:13:53.240 --> 00:13:55.680]  於是我們要拿神給我們的應許
[00:13:55.680 --> 00:13:57.400]  如果你帶領我們去那裏的時候
[00:13:57.400 --> 00:13:58.680]  你要與我們同去
[00:13:58.680 --> 00:13:59.920]  你要幫助我們
[00:13:59.920 --> 00:14:03.080]  結果我們2012年4月
[00:14:03.080 --> 00:14:04.800]  2012年4月
[00:14:04.800 --> 00:14:06.720]  我們在Presidnton
[00:14:06.720 --> 00:14:08.400]  歐化中心
[00:14:08.400 --> 00:14:09.600]  開始第一個送拜
[00:14:09.600 --> 00:14:11.520]  203人出席
[00:14:11.520 --> 00:14:13.240]  我們第一個送拜
