
[00:00:00.000 --> 00:00:02.940]  其實聖經裏面主耶穌一早已經說了
[00:03:01.120 --> 00:03:03.960]  所以可以說是羊的獨白
[00:03:03.960 --> 00:03:06.440]  而今天我們繼續在《使徒信經》那邊
[00:03:06.440 --> 00:03:08.040]  去到第七篇的講章
[00:03:08.040 --> 00:03:09.800]  我們繼續去到耶穌基督的
[00:03:09.800 --> 00:03:12.760]  聖旨那部份裏面的第四篇的講道
[00:03:12.760 --> 00:03:14.360]  耶穌第四個宣告
[00:03:14.360 --> 00:03:17.000]  祂說「我是好牧人」
[00:03:17.000 --> 00:03:20.080]  所以《詩篇》二十三篇是羊的獨白
[00:03:20.080 --> 00:03:22.120]  而當耶穌基督在《約翰福音》
[00:03:22.120 --> 00:03:25.720]  去宣告祂自己是好牧人的時候
[00:03:25.720 --> 00:03:28.240]  由第十章、由第十一節打後
[00:03:28.240 --> 00:03:30.400]  我們看回一個好牧人
[00:03:30.400 --> 00:03:32.640]  應該有的質素
[00:03:32.640 --> 00:03:34.920]  或者有他的特性
[00:03:34.920 --> 00:03:37.080]  究竟一個怎樣稱之為
[00:03:37.080 --> 00:03:39.440]  是一個好的牧人
[00:03:39.440 --> 00:03:42.400]  當然我們面對舊約、面對新約
[00:03:42.400 --> 00:03:44.440]  面對猶太人的歷史當中
[00:03:44.440 --> 00:03:46.280]  他們聽到耶穌說
[00:03:46.280 --> 00:03:48.320]  「我是好牧人」
[00:03:48.320 --> 00:03:51.600]  絕對難倒不了他們去了解
[00:03:51.600 --> 00:03:52.680]  甚麼叫做牧人
[00:03:52.680 --> 00:03:53.800]  因為由舊約開始
[00:03:53.800 --> 00:03:56.920]  我們看到以色列百姓都是一些遊牧民族
[00:03:56.920 --> 00:04:00.400]  他們對於牧羊人那種觀念
[00:04:00.400 --> 00:04:02.160]  是完全了解
[00:04:02.160 --> 00:04:03.560]  甚至在舊約那邊
[00:04:03.560 --> 00:04:05.800]  《穆勒曼訴記》、《耶律米書》、《以撒潔書》
[00:04:05.800 --> 00:04:08.120]  我們看到當時的猶太人
[00:04:08.120 --> 00:04:10.960]  面對君王、管治他們的君王
[00:04:10.960 --> 00:04:13.080]  都稱他們為牧者
[00:04:13.080 --> 00:04:14.880]  所以去到最後
[00:04:14.880 --> 00:04:16.720]  他們期待那個尼塞亞
[00:04:16.720 --> 00:04:19.000]  在以色列書第34章第15節
[00:04:19.000 --> 00:04:21.480]  他都是期待著一個牧羊人
[00:04:21.480 --> 00:04:22.840]  去到他們的心靈當中
[00:04:22.840 --> 00:04:24.080]  去去牧養他們
[00:04:24.080 --> 00:04:25.400]  所以當耶穌說
[00:04:25.400 --> 00:04:26.800]  「我是好牧人」
[00:04:26.800 --> 00:04:28.800]  對於當時的人來說
[00:04:28.800 --> 00:04:30.680]  絕對不會是陌生
[00:04:30.680 --> 00:04:32.760]  當然一個好牧者
[00:04:32.760 --> 00:04:35.000]  究竟是一個甚麼特性呢
[00:04:35.000 --> 00:04:38.320]  而當然C篇23篇第一節裡
[00:04:38.320 --> 00:04:39.920]  耶和華是我的牧者
[00:04:39.920 --> 00:04:41.680]  這個原文的意思是
[00:04:41.680 --> 00:04:43.200]  「耶和華若以」
[00:04:43.200 --> 00:04:44.280]  在舊約那邊
[00:04:44.280 --> 00:04:46.000]  「耶和華」七個名稱之一
[00:04:46.000 --> 00:04:48.800]  就是「耶和華是牧者」的意思
[00:04:48.800 --> 00:04:50.840]  我們很多時候聽「耶和華以亞」
[00:04:50.840 --> 00:04:52.200]  很多時候聽「耶和華尼西」
[00:04:52.200 --> 00:04:54.600]  我們很少聽「耶和華若以」
[00:04:54.600 --> 00:04:57.320]  就是「耶和華是我的牧者」的含義
[00:04:57.320 --> 00:04:58.400]  一個好牧者
[00:04:58.400 --> 00:05:00.760]  究竟是有甚麼特質呢
[00:05:00.760 --> 00:05:02.440]  或者有甚麼能力
[00:05:02.440 --> 00:05:03.720]  或者有甚麼表現
[00:05:03.720 --> 00:05:05.520]  或者要做些甚麼
[00:05:05.520 --> 00:05:07.320]  才能夠成為一個好牧者
[00:05:07.320 --> 00:05:10.200]  這篇道理對於當中的弟兄姊妹來說
[00:05:10.200 --> 00:05:11.760]  「我是好牧人」
[00:05:11.760 --> 00:05:12.960]  「你們牧師應該聽」
[00:05:12.960 --> 00:05:14.800]  「你們牧師應該做個好牧師」
[00:05:14.800 --> 00:05:16.040]  這絕對是對的
[00:05:16.040 --> 00:05:17.360]  我們作為牧者
[00:05:17.360 --> 00:05:19.760]  我們一定要聆聽今天這篇講道
[00:05:19.760 --> 00:05:21.360]  我絕對要學習
[00:05:21.360 --> 00:05:23.680]  今天耶穌基督自己說
[00:05:23.680 --> 00:05:26.320]  祂自己是一個好牧人的特質
[00:05:26.320 --> 00:05:27.200]  但另一方面
[00:05:27.200 --> 00:05:28.600]  我們很深信我們當中
[00:05:28.600 --> 00:05:31.560]  我們教會有很多的組長
[00:05:31.560 --> 00:05:32.840]  有很多的副組長
[00:05:32.840 --> 00:05:34.240]  我們當中有多少個組長、副組長
[00:05:34.240 --> 00:05:35.360]  可不可以舉手
[00:05:35.360 --> 00:05:38.240]  其實你們都是牧者
[00:05:38.240 --> 00:05:38.840]  你跟隔壁的人說
[00:05:38.840 --> 00:05:39.760]  你們都是牧者
[00:05:39.760 --> 00:05:41.600]  因為上帝給了一個組員
[00:05:41.600 --> 00:05:42.800]  給你們做牧羊
[00:05:42.800 --> 00:05:43.920]  同樣我們在家中
[00:05:43.920 --> 00:05:45.000]  如果我們有子女
[00:05:45.000 --> 00:05:46.080]  我們做父母
[00:05:46.080 --> 00:05:47.560]  其實我們都是牧者
[00:05:47.560 --> 00:05:50.400]  我們有責任去牧養下一代
[00:05:50.400 --> 00:05:51.840]  甚至弟兄姊妹
[00:05:51.840 --> 00:05:53.040]  你說我又不是組長
[00:05:53.040 --> 00:05:53.560]  又不是牧者
[00:05:53.560 --> 00:05:54.160]  甚麼都不是
[00:05:54.160 --> 00:05:55.360]  我只是組員
[00:05:55.360 --> 00:05:56.440]  你們都是牧者
[00:05:56.440 --> 00:05:57.160]  為甚麼
[00:05:57.160 --> 00:05:58.600]  因為我們教會是強調
[00:05:58.600 --> 00:05:59.920]  彼此牧養
[00:05:59.920 --> 00:06:00.720]  所以你跟隔壁的人說
[00:06:00.720 --> 00:06:02.160]  我現在在牧養你
[00:06:02.160 --> 00:06:03.320]  我們彼此牧養
[00:06:03.320 --> 00:06:07.480]  甚至我們是不是神的羊
[00:06:07.480 --> 00:06:09.000]  我們是不是羊
[00:06:09.000 --> 00:06:10.560]  所以何必去動物園看羊
[00:06:10.560 --> 00:06:11.320]  你看看隔壁
[00:06:11.320 --> 00:06:12.600]  我們都是羊
[00:06:12.600 --> 00:06:14.200]  但第一件事我們都是神的羊
[00:06:14.200 --> 00:06:15.080]  所以變成了
[00:06:15.080 --> 00:06:19.040]  今天你跟我作為一個信徒
[00:06:19.040 --> 00:06:21.240]  其實我們或多或少
[00:06:21.240 --> 00:06:24.440]  都是在做一個牧者
[00:06:24.440 --> 00:06:25.920]  可能在家中
[00:06:25.920 --> 00:06:28.440]  可能在教會的小組
[00:06:28.440 --> 00:06:30.360]  可能在一個公司那邊
[00:06:30.360 --> 00:06:31.840]  你可能在帶領一個小組
[00:06:31.840 --> 00:06:33.080]  都不出奇
[00:06:33.080 --> 00:06:34.320]  我們千萬不要這樣
[00:06:34.320 --> 00:06:37.240]  只在教會裡的侍奉
[00:06:37.240 --> 00:06:38.880]  才是一個侍奉
[00:06:38.880 --> 00:06:39.960]  但上帝讓我們
[00:06:39.960 --> 00:06:42.360]  可以在很多不同的角色裡
[00:06:42.360 --> 00:06:44.200]  去服侍我們的天父
[00:06:44.200 --> 00:06:45.480]  所以今天這篇道
[00:06:45.480 --> 00:06:47.760]  耶穌說「我是好牧人」
[00:06:47.760 --> 00:06:49.880]  其實都是關我事
[00:06:49.880 --> 00:06:51.240]  亦都是關你事
[00:06:51.240 --> 00:06:52.840]  所以再一次給祝福的話
[00:06:52.840 --> 00:06:55.880]  這篇道都關我們事
[00:06:55.880 --> 00:06:57.240]  究竟一個好牧者
[00:06:57.240 --> 00:06:58.520]  有甚麼特性
[00:06:58.520 --> 00:07:00.800]  或者有甚麼東西要我們學習
[00:07:00.800 --> 00:07:02.040]  究竟我們的主
[00:07:02.040 --> 00:07:04.760]  當祂說自己是一個好牧人的時候
[00:07:04.760 --> 00:07:06.480]  祂怎樣看祂自己
[00:07:06.480 --> 00:07:08.720]  祂怎樣看祂自己是一個好牧者
[00:07:08.720 --> 00:07:10.320]  我覺得有四方面的特質
[00:07:10.320 --> 00:07:11.040]  第一
[00:07:11.040 --> 00:07:12.360]  一個好牧人
[00:07:12.360 --> 00:07:13.400]  第一個特質就是
[00:07:13.400 --> 00:07:15.240]  以天父為中心
[00:07:15.240 --> 00:07:16.760]  是Father-centered
[00:07:16.760 --> 00:07:18.640]  是以天父為中心
[00:07:18.640 --> 00:07:21.280]  我們讀一讀17節和25節
[00:07:21.280 --> 00:07:22.680]  準備 1 2 3
[00:07:22.680 --> 00:07:24.080]  我父愛我
[00:07:24.080 --> 00:07:26.120]  因我將命捨去
[00:07:26.120 --> 00:07:27.960]  好在取會來
[00:07:27.960 --> 00:07:29.400]  耶穌回答說
[00:07:29.400 --> 00:07:31.200]  我已經告訴你們
[00:07:31.200 --> 00:07:32.440]  你們不信
[00:07:32.440 --> 00:07:35.280]  我奉我父之名所行的事
[00:07:35.280 --> 00:07:38.000]  可以為我作見證
[00:07:38.000 --> 00:07:39.160]  「因」這個字
[00:07:39.160 --> 00:07:40.760]  很明顯在17節那裡說
[00:07:40.760 --> 00:07:43.840]  「因我將命捨去」這個「因」字
[00:07:43.840 --> 00:07:45.320]  在承接上面那句
[00:07:45.320 --> 00:07:46.800]  我父愛我
[00:07:46.800 --> 00:07:47.680]  很明顯
[00:07:47.680 --> 00:07:50.240]  耶穌說天父愛我的原因
[00:07:50.240 --> 00:07:53.240]  是因為我願意信服天父的差派
[00:07:53.240 --> 00:07:54.480]  來到這個世界上
[00:07:54.480 --> 00:07:56.080]  來為世人的罪
[00:07:56.080 --> 00:07:58.040]  而走上十字架
[00:07:58.040 --> 00:07:59.440]  耶穌走上十字架
[00:07:59.440 --> 00:08:01.440]  並不是為世所逼
[00:08:01.440 --> 00:08:02.760]  並不是一個環境
[00:08:02.760 --> 00:08:04.040]  逼祂走上十字架
[00:08:04.040 --> 00:08:05.400]  耶穌基督走上十字架
[00:08:05.400 --> 00:08:08.120]  完全是甘心樂意
[00:08:08.120 --> 00:08:11.240]  祂是主動自己走上十字架
[00:08:11.240 --> 00:08:12.480]  這亦是使徒保羅
[00:08:12.480 --> 00:08:14.720]  在《彌勒比書》第二章說得很清楚
[00:08:14.720 --> 00:08:17.360]  祂是自願地走上十字架
[00:08:17.360 --> 00:08:18.760]  因著祂的信服
[00:08:18.760 --> 00:08:21.000]  耶穌說天父愛祂
[00:08:21.000 --> 00:08:22.160]  因為祂的信服
[00:08:22.160 --> 00:08:24.200]  而同樣在25節那裡說
[00:08:24.200 --> 00:08:24.720]  祂說
[00:08:24.720 --> 00:08:27.680]  「我奉我父之名所行的事」
[00:08:27.680 --> 00:08:29.360]  是帶給我們一個觀點
[00:08:29.360 --> 00:08:31.960]  耶穌基督在地上的三十多年當中
[00:08:31.960 --> 00:08:33.720]  特別是在最後的三年裡
[00:08:33.720 --> 00:08:36.280]  祂所作的一切事情
[00:08:36.280 --> 00:08:39.880]  都是奉祂的名去行
[00:08:39.880 --> 00:08:42.440]  奉祂的名去作任何事
[00:08:42.440 --> 00:08:43.520]  祂的神職其事
[00:08:43.520 --> 00:08:44.440]  祂的教導
[00:08:44.440 --> 00:08:46.960]  完全都是神差派祂
[00:08:46.960 --> 00:08:48.600]  來到這個世界上
[00:08:48.600 --> 00:08:51.160]  按著神的心意去工作
[00:08:51.160 --> 00:08:53.080]  所以今天我們每一個人
[00:08:53.080 --> 00:08:54.720]  其實我們都有一個使命
[00:08:54.720 --> 00:08:56.560]  我們每一個人都有上帝
[00:08:56.560 --> 00:09:00.360]  差派我們去到不同的崗位那裡
[00:09:00.360 --> 00:09:04.400]  來作上帝要我們作的事工
[00:09:04.400 --> 00:09:05.840]  所以對我來說
[00:09:05.840 --> 00:09:08.000]  我絕對不會覺得
[00:09:08.000 --> 00:09:09.600]  今天作為一個牧者
[00:09:09.600 --> 00:09:12.800]  我們的呼召是特別的神聖
[00:09:12.800 --> 00:09:14.280]  我從來都不會這樣想
[00:09:14.280 --> 00:09:15.720]  我覺得每一個人
[00:09:15.720 --> 00:09:17.280]  都有上帝的呼召
[00:09:17.280 --> 00:09:19.440]  帶我們去到不同的崗位
[00:09:19.440 --> 00:09:20.480]  上帝呼召我
[00:09:20.480 --> 00:09:22.160]  在教會那裡工作
[00:09:22.160 --> 00:09:23.480]  上帝可能呼召你
[00:09:23.480 --> 00:09:26.160]  去到某一個職場的群體那裡工作
[00:09:26.160 --> 00:09:27.280]  上帝可能呼召你
[00:09:27.280 --> 00:09:29.200]  去到醫院那裡工作
[00:09:29.200 --> 00:09:30.920]  甚至上帝可能呼召你
[00:09:30.920 --> 00:09:33.960]  去到不同的工作行業那裡
[00:09:33.960 --> 00:09:36.480]  不同的性質那裡工作
[00:09:36.480 --> 00:09:38.480]  但是怎樣才明白
[00:09:38.480 --> 00:09:40.800]  我們的呼召都是神聖呢?
[00:09:40.800 --> 00:09:41.640]  所以第一次會
[00:09:41.640 --> 00:09:42.960]  我相信你的呼召
[00:09:42.960 --> 00:09:45.400]  就算是在家裡做家庭主婦
[00:09:45.400 --> 00:09:46.320]  都是神聖的
[00:09:46.320 --> 00:09:47.600]  原因是什麼呢?
[00:09:47.600 --> 00:09:48.920]  我相信原因就是
[00:09:48.920 --> 00:09:51.120]  如果看以利亞這個先知
[00:09:51.120 --> 00:09:53.600]  以利亞曾經被神所差派
[00:09:53.600 --> 00:09:56.400]  去面對那些假先知
[00:09:56.400 --> 00:09:57.920]  和巴黎鬥法
[00:09:57.920 --> 00:09:59.480]  這個以利亞和巴黎鬥法
[00:09:59.480 --> 00:10:01.440]  絕對不是因為他厲害
[00:10:01.440 --> 00:10:02.440]  不是因為我很厲害
[00:10:02.440 --> 00:10:04.560]  不是因為我有耶和華在我後盾
[00:10:04.560 --> 00:10:07.600]  而是神差派他去面對
[00:10:07.600 --> 00:10:09.320]  這班假先知
[00:10:09.320 --> 00:10:10.400]  而去到最終
[00:10:10.400 --> 00:10:11.720]  他的心態是什麼呢?
[00:10:11.720 --> 00:10:12.960]  他的心態就是說
[00:10:12.960 --> 00:10:14.920]  在《願望記》上十八章那裡說
[00:10:14.920 --> 00:10:19.440]  使者民知道你耶和華是神
[00:10:19.440 --> 00:10:23.480]  又知道使你叫者民的心迴轉
[00:10:23.480 --> 00:10:24.520]  以利亞知道
[00:10:24.520 --> 00:10:27.560]  當神差派他去面對敵黨假先知的時候
[00:10:27.560 --> 00:10:28.840]  他知道有一個使命
[00:10:28.840 --> 00:10:30.800]  這個使命就是要讓人
[00:10:30.800 --> 00:10:33.120]  讓他的百姓去認識
[00:10:33.120 --> 00:10:34.600]  耶和華是神
[00:10:34.600 --> 00:10:35.480]  第一次會
[00:10:35.480 --> 00:10:37.920]  今天我去到任何的環境當中
[00:10:37.920 --> 00:10:39.480]  你去到任何的崗位那邊
[00:10:39.480 --> 00:10:42.240]  我們抓住上帝給我們的呼召
[00:10:42.240 --> 00:10:43.360]  給我們的召命
[00:10:43.360 --> 00:10:44.840]  去到不同的崗位那邊
[00:10:44.840 --> 00:10:45.840]  我們的目的是
[00:10:45.840 --> 00:10:47.880]  神透過我們的工作
[00:10:47.880 --> 00:10:49.200]  我們的侍奉
[00:10:49.200 --> 00:10:50.520]  我們的行為
[00:10:50.520 --> 00:10:51.720]  我們的表現
[00:10:51.720 --> 00:10:53.720]  在不同的範疇那邊
[00:10:53.720 --> 00:10:55.240]  不同的環境那邊
[00:10:55.240 --> 00:10:56.520]  我們最終目的
[00:10:56.520 --> 00:10:58.200]  希望我們周圍的人
[00:10:58.200 --> 00:11:00.280]  認識我們的神
[00:11:00.280 --> 00:11:01.320]  我們的耶和華
[00:11:01.320 --> 00:11:02.640]  我們的三一生神
[00:11:02.640 --> 00:11:04.160]  祂是祂的神
[00:11:04.160 --> 00:11:05.280]  所以弟兄姊妹
[00:11:05.280 --> 00:11:06.760]  今天我的工作
[00:11:06.760 --> 00:11:10.120]  並不比你們的工作是神聖
[00:11:10.120 --> 00:11:11.840]  所以你可以跟大衛弟兄姊妹說
[00:11:11.840 --> 00:11:13.440]  你的工作也是神聖的
[00:11:13.440 --> 00:11:14.320]  你的工作是神聖的
[00:11:14.320 --> 00:11:17.080]  只要你能夠讓你身邊的人
[00:11:17.080 --> 00:11:18.400]  知道你的工作
[00:11:18.400 --> 00:11:21.520]  是帶他們去朝見這位真神
[00:11:21.520 --> 00:11:22.840]  所以弟兄姊妹
[00:11:22.840 --> 00:11:24.680]  耶穌祂去到最終
[00:11:24.680 --> 00:11:27.040]  當然祂下西馬尼沿的掙扎
[00:11:27.040 --> 00:11:28.000]  在掙扎裡邊
[00:11:28.000 --> 00:11:29.720]  祂仍然最終
[00:11:29.720 --> 00:11:33.160]  都是信服在神的旨意底下
[00:11:33.160 --> 00:11:34.640]  所以耶穌基督
[00:11:34.640 --> 00:11:35.760]  在祂十二歲的時候
[00:11:35.760 --> 00:11:37.080]  祂已經說了
[00:11:37.080 --> 00:11:38.520]  祂說:你豈不知
[00:11:38.520 --> 00:11:41.960]  我是要以天父的事為念
[00:11:41.960 --> 00:11:42.600]  弟兄姊妹
[00:11:42.600 --> 00:11:43.760]  一個好牧人
[00:11:43.760 --> 00:11:44.720]  第一件事
[00:11:44.720 --> 00:11:46.600]  祂是以天父為中心
[00:11:46.600 --> 00:11:48.280]  祂以天父的心意
[00:11:48.280 --> 00:11:49.680]  為祂自己的心意
[00:11:49.680 --> 00:11:53.240]  祂要走在天父的事供那邊
[00:11:53.240 --> 00:11:55.200]  祂是奉神所差派
[00:11:55.200 --> 00:11:56.880]  奉祂的父所差派
[00:11:56.880 --> 00:11:58.640]  去到任何的崗位那邊
[00:11:58.640 --> 00:12:00.760]  來為主作見證
[00:12:00.760 --> 00:12:01.960]  讓周圍的人
[00:12:01.960 --> 00:12:05.120]  能夠去認識我們的神
[00:12:05.120 --> 00:12:05.880]  第一
[00:12:05.880 --> 00:12:07.240]  以天父為中心
[00:12:07.240 --> 00:12:08.040]  第二
[00:12:08.040 --> 00:12:10.400]  祂要肯定自己的身份
[00:12:10.400 --> 00:12:12.640]  affirmation
[00:12:12.640 --> 00:12:14.440]  祂要肯定自己的身份
[00:12:14.440 --> 00:12:16.240]  在第十章二十八節到三十節
[00:12:16.240 --> 00:12:17.240]  很清楚
[00:12:17.240 --> 00:12:18.840]  二十八節二十九節那裡說到
[00:12:18.840 --> 00:12:23.240]  耶穌說:永生是神的賞賜
[00:12:23.240 --> 00:12:24.880]  是神的恩典
[00:12:24.880 --> 00:12:26.600]  永生是我給他們的
[00:12:26.600 --> 00:12:27.800]  是神給的
[00:12:27.800 --> 00:12:30.200]  所以沒有人可以從我手那邊
[00:12:30.200 --> 00:12:31.840]  奪去他們的永生
[00:12:31.840 --> 00:12:33.080]  奪去他們的救恩
[00:12:33.080 --> 00:12:34.200]  所以我們要相信
[00:12:34.200 --> 00:12:35.240]  今天我們得救
[00:12:35.240 --> 00:12:36.320]  是一次得救
[00:12:36.320 --> 00:12:37.200]  是永遠得救
[00:12:37.200 --> 00:12:39.320]  我們一定要拿著這個確據
[00:12:39.320 --> 00:12:40.160]  但另一方面
[00:12:40.160 --> 00:12:41.600]  我們也要明白
[00:12:41.600 --> 00:12:43.840]  今天我們不是因為有這個確據
[00:12:43.840 --> 00:12:46.000]  我們就可以隨隨便便
[00:12:46.000 --> 00:12:49.400]  去做一些上帝不喜悅的事情
[00:12:49.400 --> 00:12:50.920]  所以《羅馬書》很清楚
[00:12:50.920 --> 00:12:54.000]  它說我們是否可以隨便犯罪
[00:12:54.000 --> 00:12:56.400]  去顯出神的恩典更多
[00:12:56.400 --> 00:12:58.280]  保羅說:斷乎不可
[00:12:58.280 --> 00:12:59.480]  所以換言之
[00:12:59.480 --> 00:13:02.200]  縱然我們的救恩是有一個確據
[00:13:02.200 --> 00:13:04.920]  沒有人可以從神的手那邊
[00:13:04.920 --> 00:13:06.720]  能夠奪去我們的恩典
[00:13:06.720 --> 00:13:07.960]  奪去我們的永生
[00:13:07.960 --> 00:13:11.120]  但我們同樣要繼續去警醒
[00:13:11.120 --> 00:13:13.400]  我們不能夠鬆懈下來
[00:13:13.400 --> 00:13:14.720]  我們繼續要每一天
[00:13:14.720 --> 00:13:16.360]  也要依靠我們的天賦
[00:13:16.360 --> 00:13:18.000]  也要依靠上帝的說話
[00:13:18.000 --> 00:13:19.440]  來慰養我們
[00:13:19.440 --> 00:13:22.360]  讓我們的心能夠被神的話語所慰養
[00:13:22.360 --> 00:13:23.360]  我們的行為
[00:13:23.360 --> 00:13:27.280]  也要活出神所喜悅的人生
[00:13:27.280 --> 00:13:28.280]  但他說完之後
[00:13:28.280 --> 00:13:29.200]  到了三十節
[00:13:29.200 --> 00:13:31.640]  他就說了一句很簡單的說話
[00:13:31.640 --> 00:13:36.200]  他說:我與父緣為一
[00:13:36.200 --> 00:13:37.800]  我與父緣為一
[00:13:37.800 --> 00:13:38.800]  這個「一」這個字
[00:13:38.800 --> 00:13:40.400]  在愚民那邊是一個忠誠
[00:13:40.400 --> 00:13:43.520]  是與耶穌與父是同一個類
[00:13:43.520 --> 00:13:45.120]  但不是同一個個體
[00:13:45.120 --> 00:13:45.920]  換言之
[00:13:45.920 --> 00:13:48.760]  我們所信的神是獨一的真神
[00:13:48.760 --> 00:13:51.120]  但我們卻有不同的位格
[00:13:51.120 --> 00:13:53.240]  我們有聖父、聖子、聖靈
[00:13:53.240 --> 00:13:54.760]  三個位格
[00:13:54.760 --> 00:13:57.240]  以至到三個位格是同一個神
[00:13:57.240 --> 00:13:58.520]  是獨一的真神
[00:13:58.520 --> 00:13:59.440]  所以我們說
[00:13:59.440 --> 00:14:01.080]  面對聖父、聖子、聖靈
[00:14:01.080 --> 00:14:02.520]  我們要同尊同榮
[00:14:02.520 --> 00:14:04.000]  他們是完全相同
[00:14:04.000 --> 00:14:05.200]  相同的屬性
[00:14:05.200 --> 00:14:06.360]  甚麼都是一樣的
[00:14:06.360 --> 00:14:07.840]  以至到我們要明白
[00:14:07.840 --> 00:14:10.000]  我們的信仰是三一
[00:14:10.000 --> 00:14:11.560]  真神的信仰
[00:14:11.560 --> 00:14:13.560]  耶穌在三十節說
[00:14:13.560 --> 00:14:15.960]  「我與父緣為一」
[00:14:15.960 --> 00:14:16.920]  換言之
[00:14:16.920 --> 00:14:18.920]  耶穌在一群人的面前
[00:14:18.920 --> 00:14:20.440]  祂說「我是神」
[00:14:20.440 --> 00:14:21.560]  就是這麼簡單
[00:14:21.560 --> 00:14:23.040]  大家會覺得
[00:14:23.040 --> 00:14:24.640]  耶穌說這句說話
[00:14:24.640 --> 00:14:26.360]  很簡單、很容易
[00:14:26.360 --> 00:14:27.280]  祂是真的
[00:14:27.280 --> 00:14:28.880]  祂真的是神
[00:14:28.880 --> 00:14:30.320]  祂真的是神的義子
[00:14:30.320 --> 00:14:33.840]  祂是很清楚表達一個事實
[00:14:33.840 --> 00:14:36.560]  我們會覺得耶穌說很容易
[00:14:36.560 --> 00:14:37.960]  但其實
[00:14:37.960 --> 00:14:39.520]  耶穌說完這句說話之後
[00:14:39.520 --> 00:14:42.160]  如果往下看第三十一節
