
[00:00:00.000 --> 00:00:04.000]  剛才的詩歌是一首很好的詩歌
[00:02:41.000 --> 00:02:45.000]  教育、經濟、社會的環境等等
[00:02:45.000 --> 00:02:49.000]  他相信神給人有一個使命
[00:02:49.000 --> 00:02:54.000]  就是全福音又要關心人
[00:02:54.000 --> 00:02:57.000]  以及創造的大地
[00:02:57.000 --> 00:03:02.000]  所以他認為人都有生態的責任
[00:03:02.000 --> 00:03:04.000]  以及使命
[00:03:04.000 --> 00:03:07.000]  今天我們會集中在生態
[00:03:07.000 --> 00:03:09.000]  在環境方面
[00:03:09.000 --> 00:03:11.000]  所以我想強調
[00:03:11.000 --> 00:03:13.000]  人的生命的整體
[00:03:13.000 --> 00:03:17.000]  也包括人所生活的環境
[00:03:17.000 --> 00:03:21.000]  這是關乎創造萬物的環境
[00:03:21.000 --> 00:03:24.000]  我們再次同心禱告
[00:03:24.000 --> 00:03:25.000]  親愛的神
[00:03:25.000 --> 00:03:28.000]  祢的靈在我們當中
[00:03:28.000 --> 00:03:31.000]  讓我們每天的生活當中
[00:03:31.000 --> 00:03:35.000]  感受到祢的靈的同伴
[00:03:35.000 --> 00:03:37.000]  祢常常給我們靈感
[00:03:37.000 --> 00:03:40.000]  祢常常向我們說話
[00:03:40.000 --> 00:03:43.000]  因為祢的靈在我們的生命當中
[00:03:43.000 --> 00:03:47.000]  無論遇見、信、或者逆的事
[00:03:47.000 --> 00:03:49.000]  我們很自然的心裡面
[00:03:49.000 --> 00:03:52.000]  就是有祢給我們的安定
[00:03:52.000 --> 00:03:54.000]  祢給我們的喜樂
[00:03:54.000 --> 00:03:57.000]  所以今天我們一同讚美祢
[00:03:57.000 --> 00:04:00.000]  一同聽祢教導我們的思覺如今
[00:04:00.000 --> 00:04:02.000]  我們要聽祢的話語
[00:04:02.000 --> 00:04:04.000]  祢給我們靈的嬌貫
[00:04:04.000 --> 00:04:07.000]  給我們有美好的耳朵能夠聽得見
[00:04:07.000 --> 00:04:10.000]  好的眼睛能夠看得見
[00:04:10.000 --> 00:04:13.000]  我們的心能夠相信祢
[00:04:13.000 --> 00:04:15.000]  能夠愛祢
[00:04:15.000 --> 00:04:19.000]  我們的禱告是奉主耶穌基督的名字求
[00:04:19.000 --> 00:04:20.000]  吓門
[00:04:20.000 --> 00:04:27.000]  我相信大家年輕的時候
[00:04:27.000 --> 00:04:30.000]  都有很多創作的經驗
[00:04:30.000 --> 00:04:32.000]  當大家孩童的時候
[00:04:32.000 --> 00:04:35.000]  你會不會砌一下積木呢?
[00:04:35.000 --> 00:04:37.000]  根據自己的想像
[00:04:37.000 --> 00:04:39.000]  去砌你喜歡的東西
[00:04:39.000 --> 00:04:42.000]  或者你是女士
[00:04:42.000 --> 00:04:45.000]  或者你會想像你是媽媽
[00:04:45.000 --> 00:04:47.000]  餵嬰兒洗澡
[00:04:47.000 --> 00:04:49.000]  去跟他們穿衣服
[00:04:49.000 --> 00:04:51.000]  或者大家見過很多的畫集
[00:04:51.000 --> 00:04:54.000]  看過很多的影片、電視節目
[00:04:54.000 --> 00:04:56.000]  於是又模仿那些故事
[00:04:56.000 --> 00:04:59.000]  又自己創造你的故事
[00:04:59.000 --> 00:05:01.000]  我小時候
[00:05:01.000 --> 00:05:05.000]  我就會用紙筆畫一些公仔
[00:05:05.000 --> 00:05:07.000]  我會說比較頑皮的
[00:05:07.000 --> 00:05:09.000]  讓他們互相打仗
[00:05:09.000 --> 00:05:11.000]  在這裡又會創作一番
[00:05:11.000 --> 00:05:17.000]  我相信你們都有這類的創作經驗
[00:05:17.000 --> 00:05:19.000]  如果你是創造者
[00:05:19.000 --> 00:05:23.000]  你會決定你創造的目的
[00:05:23.000 --> 00:05:25.000]  神是我們的創造主
[00:05:25.000 --> 00:05:27.000]  祂有祂創造的目的
[00:05:27.000 --> 00:05:29.000]  在創世以先
[00:05:29.000 --> 00:05:32.000]  世界是無形的虛空
[00:05:32.000 --> 00:05:34.000]  是混沌的水域
[00:05:34.000 --> 00:05:36.000]  在創造當中
[00:05:36.000 --> 00:05:38.000]  神從水當中
[00:05:38.000 --> 00:05:40.000]  是能夠叫大地霧出來
[00:05:40.000 --> 00:05:43.000]  在混亂當中帶出秩序
[00:05:43.000 --> 00:05:45.000]  是生命的秩序
[00:05:45.000 --> 00:05:48.000]  神說有就有
[00:05:48.000 --> 00:05:50.000]  祂說一切都是好的
[00:05:50.000 --> 00:05:53.000]  所以在創世的一章是這麼說的
[00:05:53.000 --> 00:05:56.000]  神說要有光就有光
[00:05:56.000 --> 00:05:59.000]  神看光是好的
[00:05:59.000 --> 00:06:03.000]  神說種水之間要有穹倉
[00:06:03.000 --> 00:06:05.000]  把水和水分開
[00:06:05.000 --> 00:06:07.000]  是就這樣成了
[00:06:07.000 --> 00:06:10.000]  神都是看為好的
[00:06:10.000 --> 00:06:14.000]  神說天下的水要聚集在一起
[00:06:14.000 --> 00:06:16.000]  使光地露出來
[00:06:16.000 --> 00:06:18.000]  是就這樣成了
[00:06:18.000 --> 00:06:20.000]  神都是看為好的
[00:06:20.000 --> 00:06:22.000]  神說神地要長出植物
[00:06:22.000 --> 00:06:25.000]  在地上各叢其類
[00:06:25.000 --> 00:06:27.000]  是就這樣成了
[00:06:27.000 --> 00:06:29.000]  神看為好的
[00:06:29.000 --> 00:06:31.000]  這是第三天
[00:06:31.000 --> 00:06:34.000]  神說天上要有光
[00:06:34.000 --> 00:06:36.000]  看來分晝夜
[00:06:36.000 --> 00:06:39.000]  他們要在天空發光照在地上
[00:06:39.000 --> 00:06:41.000]  是就這樣成了
[00:06:41.000 --> 00:06:45.000]  神看一切都是好的
[00:06:45.000 --> 00:06:47.000]  這是第四天
[00:06:47.000 --> 00:06:49.000]  神說水要滋生
[00:06:49.000 --> 00:06:51.000]  眾多有生命之物
[00:06:51.000 --> 00:06:52.000]  要有了
[00:06:52.000 --> 00:06:54.000]  非在地面以上
[00:06:54.000 --> 00:06:56.000]  神看為好的
[00:06:56.000 --> 00:06:58.000]  這是第五天
[00:06:58.000 --> 00:07:02.000]  神說我要照我們的形象
[00:07:02.000 --> 00:07:04.000]  按照我們的樣式做人
[00:07:04.000 --> 00:07:07.000]  使他們管理
[00:07:07.000 --> 00:07:10.000]  管理海裡如天空的鳥
[00:07:10.000 --> 00:07:12.000]  地上的生畜和全地
[00:07:12.000 --> 00:07:15.000]  以及地上一切爬行的動物
[00:07:15.000 --> 00:07:18.000]  是就這樣成了
[00:07:18.000 --> 00:07:21.000]  神看一切所做的
[00:07:21.000 --> 00:07:24.000]  神說非常好
[00:07:24.000 --> 00:07:26.000]  這是第六天
[00:07:26.000 --> 00:07:29.000]  這個創造的故事是去宣告
[00:07:29.000 --> 00:07:32.000]  人類是受造物
[00:07:32.000 --> 00:07:34.000]  和其他的受造物
[00:07:34.000 --> 00:07:37.000]  都是屬於創造主的
[00:07:37.000 --> 00:07:39.000]  另一個故事肯定就是說
[00:07:39.000 --> 00:07:42.000]  因為人類是屬於神
[00:07:42.000 --> 00:07:44.000]  人都要做工
[00:07:44.000 --> 00:07:46.000]  神做的工就是
[00:07:46.000 --> 00:07:49.000]  管治大地的工作
[00:07:49.000 --> 00:07:51.000]  聽起來
[00:07:51.000 --> 00:07:53.000]  管治大地
[00:07:53.000 --> 00:07:55.000]  都十分重要
[00:07:55.000 --> 00:07:58.000]  你和我一起去管治大地
[00:07:58.000 --> 00:08:01.000]  其實管治大地是甚麼意思呢
[00:08:01.000 --> 00:08:03.000]  有人認為管治大地就是
[00:08:03.000 --> 00:08:06.000]  人類按照他們認為合適的方式
[00:08:06.000 --> 00:08:09.000]  你只管去洗
[00:08:09.000 --> 00:08:11.000]  使用大地的一切
[00:08:11.000 --> 00:08:14.000]  叫人類得到益處
[00:08:14.000 --> 00:08:16.000]  所引用的經文就是
[00:08:16.000 --> 00:08:19.000]  一章二十九節
[00:08:19.000 --> 00:08:22.000]  我把全地一切含種子的五穀菜梭
[00:08:22.000 --> 00:08:25.000]  和一切會結果子
[00:08:25.000 --> 00:08:27.000]  果子裡有種子的樹
[00:08:27.000 --> 00:08:30.000]  都賜給你們
[00:08:30.000 --> 00:08:32.000]  這些都可作食物
[00:08:32.000 --> 00:08:34.000]  可以食用的
[00:08:34.000 --> 00:08:36.000]  這種的解釋
[00:08:36.000 --> 00:08:38.000]  有人批評說
[00:08:38.000 --> 00:08:40.000]  這一種是以人類為中心
[00:08:40.000 --> 00:08:43.000]  人類至上的創造觀
[00:08:43.000 --> 00:08:46.000]  意思是說當神創造了大地
[00:08:46.000 --> 00:08:48.000]  又創造了人類之後
[00:08:48.000 --> 00:08:52.000]  神就將世界交給人類
[00:08:52.000 --> 00:08:55.000]  神自己就去休息
[00:08:55.000 --> 00:08:58.000]  人管治大地
[00:08:58.000 --> 00:09:02.000]  大地一切都是歸人所管
[00:09:02.000 --> 00:09:05.000]  他們是次要的
[00:09:05.000 --> 00:09:07.000]  一切次要的東西
[00:09:07.000 --> 00:09:10.000]  只管是為了人類的益處
[00:09:10.000 --> 00:09:13.000]  而存在被人去管治
[00:09:13.000 --> 00:09:17.000]  使用消費
[00:09:17.000 --> 00:09:20.000]  Winne White 韋德說出
[00:09:20.000 --> 00:09:23.000]  這種的管治觀點
[00:09:23.000 --> 00:09:27.000]  真是以人為中心的宗教
[00:09:27.000 --> 00:09:31.000]  鼓吹人剝削其他的受造物
[00:09:31.000 --> 00:09:36.000]  以致達成人類利己自私的目的
[00:09:36.000 --> 00:09:39.000]  結果就是生態的危機
[00:09:39.000 --> 00:09:42.000]  所以結論就是基督教的管治觀點
[00:09:42.000 --> 00:09:47.000]  是生態危機的罪魁禍首
[00:09:47.000 --> 00:09:50.000]  基督徒基督教要悔改
[00:09:50.000 --> 00:09:52.000]  你們要建造一個
[00:09:52.000 --> 00:09:58.000]  具有生態意義的基督徒觀點
[00:09:58.000 --> 00:09:59.000]  作為基督徒
[00:09:59.000 --> 00:10:04.000]  我們怎樣回應這些批評呢
[00:10:04.000 --> 00:10:06.000]  我們謙卑下來
[00:10:06.000 --> 00:10:10.000]  都可以繼續深思委託的批評
[00:10:10.000 --> 00:10:12.000]  但是我們又要解釋
[00:10:12.000 --> 00:10:14.000]  所以大英姐妹們如果聽到這些批評
[00:10:14.000 --> 00:10:16.000]  就謙卑地去解釋
[00:10:16.000 --> 00:10:17.000]  解釋什麼呢
[00:10:17.000 --> 00:10:19.000]  就是說聖經當中的管治
[00:10:19.000 --> 00:10:22.000]  不是那種專橫的駕馭
[00:10:22.000 --> 00:10:23.000]  為什麼呢
[00:10:23.000 --> 00:10:25.000]  第一就是聖經強調
[00:10:25.000 --> 00:10:27.000]  人類是創造世界的一部份
[00:10:27.000 --> 00:10:32.000]  是全然的依賴創造主
[00:10:32.000 --> 00:10:35.000]  大地的一切都是屬於創造主
[00:10:35.000 --> 00:10:37.000]  創造的每一部份都是很好的
[00:10:37.000 --> 00:10:39.000]  都有自己的價值
[00:10:39.000 --> 00:10:40.000]  是神欣賞的
[00:10:40.000 --> 00:10:44.000]  所以神就說很好的
[00:10:44.000 --> 00:10:47.000]  創造和人類是一體
[00:10:47.000 --> 00:10:52.000]  所以創造的其他的東西有虧損
[00:10:52.000 --> 00:10:55.000]  人類必然有虧損
[00:10:55.000 --> 00:10:57.000]  這個是我們聖經當中所領受的
[00:10:57.000 --> 00:10:59.000]  第二方面在舊約裡面
[00:10:59.000 --> 00:11:01.000]  神的管治是包括了什麼
[00:11:01.000 --> 00:11:03.000]  關顧
[00:11:03.000 --> 00:11:06.000]  這個可以從創世紀第二章看到的
[00:11:06.000 --> 00:11:08.000]  就是創世紀第二章四節八節
[00:11:08.000 --> 00:11:13.000]  我們看到創造是一種關顧的觀點
[00:11:13.000 --> 00:11:17.000]  當中是一種治理關顧的觀點
[00:11:17.000 --> 00:11:18.000]  聖經這麼說
[00:11:18.000 --> 00:11:23.000]  耶和華神用地上的塵土做人
[00:11:23.000 --> 00:11:26.000]  將生命之氣吹盡他的鼻孔
[00:11:26.000 --> 00:11:29.000]  這個人成為了有靈的活人
[00:11:29.000 --> 00:11:33.000]  神在東方的伊甸宰了一個原子
[00:11:33.000 --> 00:11:36.000]  將所做的人安置在那裡
[00:11:36.000 --> 00:11:37.000]  幹什麼呢
[00:11:37.000 --> 00:11:43.000]  讓他耕耘看管
[00:11:43.000 --> 00:11:45.000]  所以這段經文看到
[00:11:45.000 --> 00:11:49.000]  原來人是從神和地土而生出來的
[00:11:49.000 --> 00:11:54.000]  而神是吩咐將人放在原子裡面
[00:11:54.000 --> 00:12:00.000]  叫他們管理原子、管理土地
[00:12:00.000 --> 00:12:04.000]  所以作為大地的管治者的意思
[00:12:04.000 --> 00:12:08.000]  就是作為大地的園丁(Gardener)
[00:12:08.000 --> 00:12:12.000]  是做護理關心的功夫
[00:12:12.000 --> 00:12:16.000]  聖經學者和神學家叫做波行、波琴
[00:12:16.000 --> 00:12:21.000]  他就說人類的管治不是使用
[00:12:21.000 --> 00:12:23.000]  而是照顧
[00:12:23.000 --> 00:12:27.000]  管治就好像牧羊人那種的關心
[00:12:27.000 --> 00:12:30.000]  牧羊人用關心去管治
[00:12:30.000 --> 00:12:32.000]  神是好牧羊人
[00:12:32.000 --> 00:12:34.000]  耶穌基督是好牧羊人
[00:12:34.000 --> 00:12:38.000]  好牧羊人為羊寫命
[00:12:38.000 --> 00:12:41.000]  所以我們作為好牧羊人
[00:12:41.000 --> 00:12:44.000]  我們關心大地也應該這樣
[00:12:44.000 --> 00:12:47.000]  所以這個照顧受造物
[00:12:47.000 --> 00:12:49.000]  這種管治的觀點
[00:12:49.000 --> 00:12:53.000]  是說給偉大這些人聽
[00:12:53.000 --> 00:12:55.000]  就是說不是的
[00:12:55.000 --> 00:12:58.000]  管治不是指隨心所欲
[00:12:58.000 --> 00:13:01.000]  橫行霸道的駕馭
[00:13:01.000 --> 00:13:04.000]  不是,沒有這個意思
[00:13:04.000 --> 00:13:06.000]  這個是我們的思想
[00:13:06.000 --> 00:13:08.000]  聖經當中看到的
[00:13:08.000 --> 00:13:10.000]  我們要知道有人批評
[00:13:10.000 --> 00:13:11.000]  我們向他解釋
[00:13:11.000 --> 00:13:12.000]  又是提醒自己
[00:13:12.000 --> 00:13:14.000]  我們管治大地是做關心工作
[00:13:14.000 --> 00:13:15.000]  我們是農夫
[00:13:15.000 --> 00:13:18.000]  我們是好牧羊人
[00:13:18.000 --> 00:13:20.000]  但是可惜現實就是
[00:13:20.000 --> 00:13:24.000]  人真是橫行霸道
[00:13:24.000 --> 00:13:26.000]  人互相傷害
[00:13:26.000 --> 00:13:28.000]  我們經常都是這樣
[00:13:28.000 --> 00:13:31.000]  而且我們傷害其他的受創造物
[00:13:31.000 --> 00:13:33.000]  所以現實就是跟創世紀
[00:13:33.000 --> 00:13:36.000]  一章二章是相反的
[00:13:36.000 --> 00:13:38.000]  現實的生態環境是很脆弱
[00:13:38.000 --> 00:13:40.000]  我們有很多天災人禍的事件
[00:13:40.000 --> 00:13:42.000]  我們有很多天氣事件
[00:13:42.000 --> 00:13:45.000]  有颶風有火災有洪水等等
[00:13:45.000 --> 00:13:50.000]  所以科爾伯特在第六次滅絕這本書
[00:13:50.000 --> 00:13:53.000]  他講到在人類歷史當中
[00:13:53.000 --> 00:13:58.000]  那種生態品種的大量滅絕
[00:13:58.000 --> 00:14:02.000]  珊瑚礁、淡水軟體動物
[00:14:02.000 --> 00:14:06.000]  鯊魚、瑤魚、捕魚動物、鳥類
[00:14:06.000 --> 00:14:08.000]  是大幅度的被遺忘
[00:14:08.000 --> 00:14:11.000]  大幅度的消滅
[00:14:11.000 --> 00:14:16.000]  科爾伯特認為氣候的轉變
[00:14:16.000 --> 00:14:19.000]  是其中一個主要的原因
[00:14:19.000 --> 00:14:25.000]  但是罪魁禍首是人類
[00:14:25.000 --> 00:14:28.000]  是我們
[00:14:28.000 --> 00:14:30.000]  面對這樣的情況
[00:14:30.000 --> 00:14:32.000]  這樣講法是吧
[00:14:32.000 --> 00:14:34.000]  真是厲害了
[00:14:34.000 --> 00:14:36.000]  我們怎樣回應呢
[00:14:36.000 --> 00:14:40.000]  基督徒是相信生天生地
[00:14:40.000 --> 00:14:43.000]  在《創世紀》有一章就這樣講
[00:14:43.000 --> 00:14:46.000]  我又看見一個生天生地
[00:14:46.000 --> 00:14:51.000]  第三節我聽見有大聲音從寶座出來說
[00:14:51.000 --> 00:14:56.000]  看那神的像幕在人間
[00:14:56.000 --> 00:14:59.000]  他要和他們同住
[00:14:59.000 --> 00:15:02.000]  他們要作他的指紋
[00:15:02.000 --> 00:15:07.000]  神要親自與他們同在
[00:15:07.000 --> 00:15:10.000]  約翰真是看見生天生地
[00:15:10.000 --> 00:15:14.000]  生天生地言下之意是甚麼呢
[00:15:14.000 --> 00:15:17.000]  約翰使用了一些暗語
[00:15:17.000 --> 00:15:21.000]  當然都是批評當時的羅馬帝國政府
[00:15:21.000 --> 00:15:24.000]  但也讓弟兄姊妹們能夠看見
[00:15:24.000 --> 00:15:28.000]  將來得到安慰和提醒
[00:15:28.000 --> 00:15:30.000]  所以約翰他就這樣講
[00:15:30.000 --> 00:15:38.000]  神真是居住在人的中間
[00:15:38.000 --> 00:15:39.000]  是怎樣呢
[00:15:39.000 --> 00:15:41.000]  是擦去他們一切的眼淚
[00:15:41.000 --> 00:15:43.000]  不再有死亡
[00:15:43.000 --> 00:15:46.000]  也不再有悲哀哭傲痛苦
[00:15:46.000 --> 00:15:50.000]  因為先前的事都已經過去了
[00:15:50.000 --> 00:15:53.000]  所以約翰的意思就是說
[00:15:53.000 --> 00:15:56.000]  他看見整體的創造的更新
[00:15:56.000 --> 00:15:59.000]  他看見大地的更新
[00:15:59.000 --> 00:16:02.000]  以及生天生地的形成
[00:16:02.000 --> 00:16:06.000]  他說神的創造權能沒有終止過
[00:16:06.000 --> 00:16:09.000]  是透過耶穌基督的生死和復活
[00:16:09.000 --> 00:16:14.000]  一個墮落的世界被重拾和更新
[00:16:14.000 --> 00:16:15.000]  神愛世人
[00:16:15.000 --> 00:16:17.000]  人神愛世界
[00:16:17.000 --> 00:16:19.000]  神進入這個世界
[00:16:19.000 --> 00:16:22.000]  是叫我們能夠得到恢復
[00:16:22.000 --> 00:16:25.000]  能夠一起恢復這個世界
[00:16:25.000 --> 00:16:29.000]  所有人不再貪婪不再剝削
[00:16:29.000 --> 00:16:31.000]  在罪的當中得到釋放
[00:16:31.000 --> 00:16:35.000]  能夠成為新創造的參與者
[00:16:35.000 --> 00:16:38.000]  所以剛才所講的教授
[00:16:38.000 --> 00:16:40.000]  老教授博琴
[00:16:40.000 --> 00:16:42.000]  他就這樣講
[00:16:42.000 --> 00:16:47.000]  他就說更新是一個徹底的轉變
[00:16:47.000 --> 00:16:51.000]  更新就是指人是同神
[00:16:51.000 --> 00:16:53.000]  有美好的關係
[00:16:53.000 --> 00:16:55.000]  復活的關係
[00:16:55.000 --> 00:16:57.000]  人和人有復活的關係
[00:16:57.000 --> 00:17:01.000]  人和萬物有復活的關係
[00:17:01.000 --> 00:17:06.000]  更新不是要消滅其他的生物
[00:17:06.000 --> 00:17:12.000]  更新就是神是能夠對所創造的事物
[00:17:12.000 --> 00:17:13.000]  他說好
[00:17:13.000 --> 00:17:14.000]  說十分好
[00:17:14.000 --> 00:17:16.000]  再次肯定說
[00:17:16.000 --> 00:17:18.000]  這個是天賦世界
[00:17:18.000 --> 00:17:23.000]  是好是十分好的世界
[00:17:23.000 --> 00:17:25.000]  這種更新的意象
[00:17:25.000 --> 00:17:27.000]  講到人和神人和人
[00:17:27.000 --> 00:17:30.000]  人和萬物和好的關係
[00:17:30.000 --> 00:17:33.000]  人和神的和好
[00:17:33.000 --> 00:17:35.000]  人和人的和好
[00:17:35.000 --> 00:17:38.000]  人和萬物的和好
[00:17:38.000 --> 00:17:40.000]  是不能夠分開的
[00:17:40.000 --> 00:17:44.000]  這個是當然發生在新天新地在將來
[00:17:44.000 --> 00:17:47.000]  但也在當下
[00:17:47.000 --> 00:17:51.000]  我們在黑暗絕望當中
[00:17:51.000 --> 00:17:54.000]  仍然是有盼望
[00:17:54.000 --> 00:17:55.000]  所更新的意象
[00:17:55.000 --> 00:17:58.000]  就不是說人類要取代大自然
[00:17:58.000 --> 00:18:01.000]  而是人類和大自然
[00:18:01.000 --> 00:18:04.000]  和其他的創造是和諧共處
[00:18:04.000 --> 00:18:05.000]  為什麼這樣說
[00:18:05.000 --> 00:18:10.000]  因為神仍然繼續在創造
[00:18:10.000 --> 00:18:12.000]  因為神不是創造了世界
[00:18:12.000 --> 00:18:14.000]  就拿拿拿走了
[00:18:14.000 --> 00:18:17.000]  神不是單單在天上
[00:18:17.000 --> 00:18:19.000]  也是居住在人間
[00:18:19.000 --> 00:18:21.000]  大地是神的居所
[00:18:21.000 --> 00:18:23.000]  神是愛這個破碎的世界
[00:18:23.000 --> 00:18:25.000]  從來沒有離開這個世界
[00:18:25.000 --> 00:18:27.000]  祂不是遙遠的
[00:18:27.000 --> 00:18:29.000]  祂是與我們同在
[00:18:29.000 --> 00:18:32.000]  住在人間
[00:18:32.000 --> 00:18:34.000]  所以當我們基督徒
[00:18:34.000 --> 00:18:35.000]  我們成親家
[00:18:35.000 --> 00:18:37.000]  我們開始更加多講
[00:18:37.000 --> 00:18:39.000]  這個環境的關心的時候
[00:18:39.000 --> 00:18:41.000]  我們關心鄰舍
[00:18:41.000 --> 00:18:43.000]  關心周圍的地區
[00:18:43.000 --> 00:18:45.000]  我們整全福音的時候
[00:18:45.000 --> 00:18:48.000]  我們開始講環境的保護
[00:18:48.000 --> 00:18:51.000]  我們不是單單去討論科學
[00:18:51.000 --> 00:18:54.000]  我們也要談我們的信仰
[00:18:54.000 --> 00:18:58.000]  我們的踐行
[00:18:58.000 --> 00:19:00.000]  如果我們是相信
[00:19:00.000 --> 00:19:02.000]  這個世界有一位創造主
[00:19:02.000 --> 00:19:04.000]  創造主真的創造這個大地
[00:19:04.000 --> 00:19:06.000]  如果你這麼信的話
[00:19:06.000 --> 00:19:09.000]  當然我們要關心這個大地
[00:19:09.000 --> 00:19:12.000]  我們不可以不斷地拿取
[00:19:12.000 --> 00:19:14.000]  大自然的資源
[00:19:14.000 --> 00:19:16.000]  直到地球的耗盡
[00:19:16.000 --> 00:19:18.000]  我們也不應該
[00:19:18.000 --> 00:19:20.000]  與其他的物種去競爭
[00:19:20.000 --> 00:19:21.000]  讓他們滅絕
[00:19:21.000 --> 00:19:24.000]  我們不要將大自然化為
[00:19:24.000 --> 00:19:25.000]  人工的世界
[00:19:25.000 --> 00:19:27.000]  將森林消滅
[00:19:27.000 --> 00:19:31.000]  我們不要沉溺於過分
[00:19:31.000 --> 00:19:33.000]  excess
[00:19:33.000 --> 00:19:35.000]  一味追求過分
[00:19:35.000 --> 00:19:37.000]  而傷害我們的鄰舍
[00:19:37.000 --> 00:19:38.000]  傷害大地
[00:19:38.000 --> 00:19:40.000]  更具體來講
[00:19:40.000 --> 00:19:42.000]  我們真的要想想
[00:19:42.000 --> 00:19:44.000]  我們的衣食住行
[00:19:44.000 --> 00:19:47.000]  以及我們購物的方式
[00:19:47.000 --> 00:19:49.000]  看看我們這些方式
[00:19:49.000 --> 00:19:53.000]  有沒有增加碳的份量
[00:19:53.000 --> 00:19:57.000]  有沒有傷害這個天賦的世界
[00:19:57.000 --> 00:19:59.000]  例如我們都用環保袋
[00:19:59.000 --> 00:20:01.000]  繼續用環保袋
[00:20:01.000 --> 00:20:03.000]  以至減少世界上的塑膠
[00:20:03.000 --> 00:20:07.000]  我們如果建造的房屋
[00:20:07.000 --> 00:20:09.000]  我們多用太陽能板
[00:20:09.000 --> 00:20:10.000]  其他的方式
[00:20:10.000 --> 00:20:14.000]  消滅減少我們的碳足跡
[00:20:14.000 --> 00:20:17.000]  我們要小心用空調
[00:20:17.000 --> 00:20:21.000]  幫忙減少空氣暖化的問題
[00:20:21.000 --> 00:20:23.000]  我們要有聰明智慧
[00:20:23.000 --> 00:20:26.000]  少一點用紙張
[00:20:26.000 --> 00:20:30.000]  能夠又可以達到最佳的傳訊效果
[00:20:30.000 --> 00:20:31.000]  我們想想辦法
[00:20:31.000 --> 00:20:34.000]  在我們當中較為富足的弟兄姊妹們
[00:20:34.000 --> 00:20:38.000]  你們不如嘗試節約多一點
[00:20:38.000 --> 00:20:41.000]  不要陷入那種自我的放縱
[00:20:41.000 --> 00:20:44.000]  以及消費主義的裡面
[00:20:44.000 --> 00:20:46.000]  我們將我們的焦點
