
[00:00:00.000 --> 00:00:05.240]  剛才詩歌是一首令你不禁從心底裡搖動的身體
[00:02:07.540 --> 00:02:10.380]  叫上帝的傷心
[00:02:10.380 --> 00:02:14.460]  上帝的傷心是千千萬萬倍這麼多
[00:02:14.460 --> 00:02:18.820]  當以色列人在去埃及地維度之家的地方
[00:02:18.820 --> 00:02:21.740]  他們呼求上帝 夢想上帝憐憫
[00:02:21.740 --> 00:02:22.980]  去拯救他們
[00:02:22.980 --> 00:02:26.580]  上帝去應許列祖的一切的話語
[00:02:26.580 --> 00:02:29.620]  他願意很信實地去持守
[00:02:29.620 --> 00:02:31.260]  帶他們離開埃及
[00:02:31.260 --> 00:02:34.540]  但是當以色列人去到河裂山這個地方
[00:02:34.540 --> 00:02:36.900]  上帝在那裏彰顯他的同在
[00:02:36.900 --> 00:02:40.340]  去賜他寶貴律法的時候
[00:02:40.340 --> 00:02:43.500]  他們竟然在摩西上山40天的時候
[00:02:43.500 --> 00:02:45.500]  就在山下做甚麼?
[00:02:45.500 --> 00:02:46.780]  做金牛毒
[00:02:46.780 --> 00:02:49.420]  知不知道金牛毒是用甚麼來做的?
[00:02:49.420 --> 00:02:53.700]  用金來吃的 金從哪裏來的?
[00:02:53.700 --> 00:02:56.420]  難道是用銀來做的?
[00:02:56.420 --> 00:02:59.020]  用金來做的 金從哪裏來的?
[00:02:59.020 --> 00:03:01.020]  當他們出埃及的時候
[00:03:01.020 --> 00:03:03.300]  從埃及人那裏拿回來的
[00:03:03.300 --> 00:03:06.540]  他們的奴隸哪裏有錢買金買銀
[00:03:06.540 --> 00:03:11.180]  他們將上帝在他們離開埃及的時候
[00:03:11.180 --> 00:03:12.980]  從以色列人手上拿出來的東西
[00:03:12.980 --> 00:03:14.940]  竟然拿去做金牛毒
[00:03:14.940 --> 00:03:18.180]  而代替了上帝作他們的神
[00:03:18.180 --> 00:03:21.460]  傷心 很傷心的一件事
[00:03:21.460 --> 00:03:24.180]  我們上一次去看第32章的時候
[00:03:24.180 --> 00:03:26.420]  就看到上帝在他的列路當中
[00:03:26.420 --> 00:03:28.100]  真的很想滅絕這班以色列人
[00:03:28.100 --> 00:03:33.060]  去興起摩西和後裔成為他的國
[00:03:33.060 --> 00:03:37.340]  但是經過摩西的懇切的代求
[00:03:37.340 --> 00:03:40.740]  這個立即所有人滅絕的危機就過去了
[00:03:40.740 --> 00:03:43.380]  不過整個危機是未完全過去的
[00:03:43.380 --> 00:03:45.380]  第32章的34節
[00:03:45.380 --> 00:03:48.020]  我們看回第32章
[00:03:48.020 --> 00:03:49.820]  他說「現在你去
[00:03:49.820 --> 00:03:53.220]  領者人民去到我吩咐你的地方去
[00:03:53.220 --> 00:03:56.500]  看那我的使者必在你的前面引路
[00:03:56.500 --> 00:03:58.060]  只是在我追討的日子
[00:03:58.060 --> 00:04:00.940]  我必追討他們的罪」
[00:04:00.940 --> 00:04:02.940]  這一節的經文的後半部
[00:04:02.940 --> 00:04:05.460]  我們知道在後來出埃及記
[00:04:05.460 --> 00:04:07.940]  在《五經》裏面我們見到以色列人
[00:04:07.940 --> 00:04:10.220]  因為他們不信上帝的緣故
[00:04:10.220 --> 00:04:12.900]  結了要在曠野裏面漂流四十年
[00:04:12.900 --> 00:04:15.020]  那一代成人的以色列人
[00:04:15.020 --> 00:04:19.300]  沒有一個除了迦勒和約書亞之外
[00:04:19.300 --> 00:04:22.020]  沒有一個能夠進入英雄之地的當中
[00:04:22.020 --> 00:04:26.180]  後來確實他們是被滅絕的在曠野
[00:04:26.180 --> 00:04:27.980]  不能夠進入英雄之地
[00:04:27.980 --> 00:04:29.620]  前面那句
[00:04:29.620 --> 00:04:32.260]  就是今天我們這一章要處理的問題
[00:04:32.260 --> 00:04:34.100]  他說「我要派遣我的使者
[00:04:34.100 --> 00:04:36.660]  在你前面去引路」
[00:04:36.660 --> 00:04:37.980]  即是什麼意思
[00:04:37.980 --> 00:04:40.580]  在舊約聖經有時候我們會覺得
[00:04:40.580 --> 00:04:44.260]  神的使者很多時候都是代表神自己
[00:04:44.260 --> 00:04:46.180]  在這裏不是這樣
[00:04:46.180 --> 00:04:49.700]  在這裏真是在說神祂自己不要同去
[00:04:49.700 --> 00:04:51.220]  而是差一派他的使者
[00:04:51.220 --> 00:04:52.700]  去帶領以色人
[00:04:52.700 --> 00:04:54.140]  去帶領著摩西
[00:04:54.140 --> 00:04:57.140]  這樣去到迦南地裏面
[00:04:57.140 --> 00:04:59.140]  這個危機
[00:04:59.140 --> 00:05:01.900]  正正是我們讀這章的經文裏面要看
[00:05:01.900 --> 00:05:04.100]  究竟是怎樣化解的呢?
[00:05:04.100 --> 00:05:07.820]  其實三十三章我們可以分到三大部份
[00:05:07.820 --> 00:05:08.380]  去看它
[00:05:08.380 --> 00:05:10.180]  分別是第一到第六節
[00:05:10.180 --> 00:05:12.740]  第一到第六節你會留意到一個特色
[00:05:12.740 --> 00:05:15.340]  只是耶和華向摩西說話
[00:05:15.340 --> 00:05:18.180]  摩西沒有說話的
[00:05:18.180 --> 00:05:22.260]  而第七到十一節是沒有說話的
[00:05:22.260 --> 00:05:24.260]  他記載一些環境
[00:05:24.260 --> 00:05:25.500]  那個是什麼環境呢?
[00:05:25.500 --> 00:05:27.340]  就是一個說話的環境
[00:05:27.340 --> 00:05:32.740]  就是摩西向神祈禱的那個會幕的環境
[00:05:32.740 --> 00:05:35.780]  然後第十二到二十三節
[00:05:35.780 --> 00:05:38.540]  是我們今天其中一個很重要的地方
[00:05:38.540 --> 00:05:42.380]  就特別講到摩西向耶和華的祈求
[00:05:42.380 --> 00:05:44.140]  以及得到的英雲
[00:05:44.140 --> 00:05:47.980]  我們這三部份都會先後略略去看一看
[00:05:47.980 --> 00:05:49.980]  第一部份一到六節
[00:05:49.980 --> 00:05:52.780]  大家留心這段說話裏面
[00:05:52.780 --> 00:05:54.780]  耶和華說話
[00:05:54.780 --> 00:05:56.300]  人民悲傷
[00:05:56.300 --> 00:05:59.020]  而且脫下了裝飾
[00:05:59.020 --> 00:06:01.980]  首先我們看第一第二節的地方
[00:06:01.980 --> 00:06:03.060]  聖經這樣說
[00:06:03.060 --> 00:06:04.180]  耶和華對摩西說
[00:06:04.180 --> 00:06:06.860]  你和你從埃及地領出來的人民
[00:06:06.860 --> 00:06:08.100]  要離開這裏
[00:06:08.100 --> 00:06:09.780]  就是河列山這個地方
[00:06:09.780 --> 00:06:14.860]  上我應許起誓應許給阿爸罕以撒瓦國的地去
[00:06:14.860 --> 00:06:18.460]  我曾應許我要把這地賜給你的後裔
[00:06:18.460 --> 00:06:20.260]  我要差派使者在你面前
[00:06:20.260 --> 00:06:22.260]  趕走這些迦南諸族的人
[00:06:22.260 --> 00:06:24.580]  你們要上那個流奶與蜜的地方去
[00:06:24.580 --> 00:06:25.820]  不過什麼?
[00:06:25.820 --> 00:06:28.340]  我不與你們一同上去
[00:06:28.340 --> 00:06:30.860]  因為你們是硬著頸汗的人民
[00:06:30.860 --> 00:06:34.780]  免得我在路上把你們消滅
[00:06:34.780 --> 00:06:36.620]  在一到六節裏面
[00:06:36.620 --> 00:06:38.500]  我們留心三件事情
[00:06:38.500 --> 00:06:40.180]  首先一到二節
[00:06:40.180 --> 00:06:41.580]  我們知道
[00:06:41.580 --> 00:06:43.780]  雖然神的子民是失信的
[00:06:43.780 --> 00:06:46.660]  但是上帝依然是信實的
[00:06:46.660 --> 00:06:49.540]  祂應許比列祖說要給祂後裔
[00:06:49.540 --> 00:06:53.260]  有得到迦南的地方為他們的地業
[00:06:53.260 --> 00:06:57.100]  就雖然這群人民是這麼背逆也好
[00:06:57.100 --> 00:06:59.420]  祂依然去Honor
[00:06:59.420 --> 00:07:02.540]  依然去信守這個承諾
[00:07:02.540 --> 00:07:05.180]  這個是我們知道
[00:07:05.180 --> 00:07:07.380]  在上帝面前我們最大的倚靠
[00:07:07.380 --> 00:07:08.940]  不是我們的可信
[00:07:08.940 --> 00:07:11.020]  是上帝的信實
[00:07:11.020 --> 00:07:14.100]  但是在上帝依然去Honor
[00:07:14.100 --> 00:07:16.220]  祂自己的承諾的時候
[00:07:16.220 --> 00:07:18.380]  卻留心了一個很重要的事情
[00:07:18.380 --> 00:07:20.260]  就是第三節說到
[00:07:20.260 --> 00:07:22.660]  我不與你們一同上去
[00:07:22.660 --> 00:07:25.540]  因為你們是硬著頸汗的人民
[00:07:25.540 --> 00:07:30.540]  免得我們在路上把你們消滅
[00:07:30.540 --> 00:07:33.180]  這段經文其實兩次講
[00:07:33.180 --> 00:07:35.500]  第三節和第五節都提到
[00:07:35.500 --> 00:07:38.940]  以色列人是硬著頸汗
[00:07:38.940 --> 00:07:41.620]  用廣東話說就是「頂心蠶」
[00:07:41.620 --> 00:07:43.660]  講了叫他們不要做的事
[00:07:43.660 --> 00:07:47.060]  就馬上做給你看
[00:07:47.060 --> 00:07:48.260]  一群這樣的子民
[00:07:48.260 --> 00:07:51.780]  上帝要幫他們保持距離
[00:07:51.780 --> 00:07:54.460]  恐怕在霎時之間
[00:07:54.460 --> 00:07:56.020]  他們惹祂們怒氣
[00:07:56.020 --> 00:07:57.900]  就將他們消滅
[00:07:57.900 --> 00:08:00.900]  其實上帝是很想跟我們親近的
[00:08:00.900 --> 00:08:03.740]  是甚麼令上帝遠離我們
[00:08:03.740 --> 00:08:06.780]  是罪叫上帝要遠離我們
[00:08:06.780 --> 00:08:09.780]  以免我們在祂的同在當中
[00:08:09.780 --> 00:08:11.940]  反而要滅亡
[00:08:11.940 --> 00:08:14.780]  弟兄姊妹我們要很小心這件事情
[00:08:14.780 --> 00:08:17.820]  我們是否真的很願意上帝親近我們
[00:08:17.820 --> 00:08:20.620]  我們的心究竟是否向著上帝自己
[00:08:20.620 --> 00:08:24.180]  或者我們依然縱容自己
[00:08:24.180 --> 00:08:27.500]  過一個還耿背逆的生活
[00:08:27.500 --> 00:08:30.500]  第三件事情在這裡要告訴我們
[00:08:30.500 --> 00:08:34.180]  我們見到以色列人有悔改的跡象
[00:08:34.180 --> 00:08:36.500]  他們聽到這個空訊
[00:08:36.500 --> 00:08:37.500]  第四節就說
[00:08:37.500 --> 00:08:39.460]  他們就悲傷起來
[00:08:39.460 --> 00:08:41.020]  沒有穿戴裝飾
[00:08:41.020 --> 00:08:43.620]  而且後來他們按神的吩咐
[00:08:43.620 --> 00:08:45.420]  當他們離開河裂山的時候
[00:08:45.420 --> 00:08:46.260]  第六節說
[00:08:46.260 --> 00:08:48.980]  他們將身上的裝飾脫下來
[00:08:48.980 --> 00:08:51.700]  為甚麼脫下這些裝飾這麼重要
[00:08:51.700 --> 00:08:54.540]  原先他們脫下來是用來做甚麼
[00:08:54.540 --> 00:08:56.860]  是用來做金牛毒
[00:08:56.860 --> 00:08:58.260]  現在他們脫下來
[00:08:58.260 --> 00:09:01.980]  是表示他們悔改的一個行動
[00:09:01.980 --> 00:09:04.340]  悔改當然是好
[00:09:04.340 --> 00:09:06.100]  不過我們也知道
[00:09:06.100 --> 00:09:08.500]  他們的悔改不是很靠得住
[00:09:08.500 --> 00:09:11.700]  悔改完之後沒多久又試探上帝
[00:09:11.700 --> 00:09:12.940]  又發怨言
[00:09:12.940 --> 00:09:16.660]  又內耗紛爭
[00:09:16.660 --> 00:09:18.340]  他們的悔改靠不住
[00:09:18.340 --> 00:09:19.900]  有效期很有限
[00:09:19.900 --> 00:09:22.740]  很快就過期
[00:09:22.740 --> 00:09:25.100]  其實我們也是一樣的
[00:09:25.100 --> 00:09:28.260]  我們也很容易悔改當吃生菜
[00:09:28.260 --> 00:09:31.260]  很容易縱容自己犯罪
[00:09:31.260 --> 00:09:34.420]  所以如果只靠我們悔改就糟糕了
[00:09:34.420 --> 00:09:35.980]  我們悔改很重要
[00:09:35.980 --> 00:09:39.900]  但必須要有更加大的恩典賜給我們
[00:09:39.900 --> 00:09:43.460]  我們才能避免遠離上帝的同在
[00:09:43.460 --> 00:09:44.580]  七到十一節
[00:09:44.580 --> 00:09:46.500]  本來我們今天沒有讀這段經文
[00:09:46.500 --> 00:09:48.700]  不過很值得我們留心
[00:09:48.700 --> 00:09:52.340]  其實這就是一個很重要的基礎
[00:09:52.340 --> 00:09:54.820]  就是在我們不可靠的悔改裏面
[00:09:54.820 --> 00:09:59.420]  上帝是做了在我們和祂之間的橋樑
[00:09:59.420 --> 00:10:02.140]  這個橋樑是哪一個?
[00:10:02.140 --> 00:10:04.420]  對我們當然是耶穌
[00:10:04.420 --> 00:10:06.780]  在舊約裏面就是摩西
[00:10:06.780 --> 00:10:08.940]  七到十一節裏面說到
[00:10:08.940 --> 00:10:11.020]  摩西是一個營裏面
[00:10:11.020 --> 00:10:13.300]  這個營是一個會幕
[00:10:13.300 --> 00:10:16.420]  遠離人民百姓所住的帳幕
[00:10:16.420 --> 00:10:19.020]  我們知道《初禮及記》有很長的篇幅
[00:10:19.020 --> 00:10:22.460]  是描述一齊去敬拜上帝
[00:10:22.460 --> 00:10:25.180]  去獻祭那個會幕是怎樣做的
[00:10:25.180 --> 00:10:26.860]  上帝的吩咐是怎樣做
[00:10:26.860 --> 00:10:29.180]  在二十五到三十一章裏面說
[00:10:29.180 --> 00:10:30.740]  做的過程是怎樣
[00:10:30.740 --> 00:10:33.020]  在三十五到三十九章裏面說
[00:10:33.020 --> 00:10:35.340]  這個往往是大家讀出《埃及記》
[00:10:35.340 --> 00:10:37.780]  而出不到《埃及》的原因
[00:10:37.780 --> 00:10:41.820]  就是因為你捱不過這些仔細描述的過程
[00:10:41.820 --> 00:10:46.180]  但是神的帳幕代表了祂的同在
[00:10:46.180 --> 00:10:49.580]  從舊約聖經去到啟示錄的地方
[00:10:49.580 --> 00:10:50.940]  啟示錄是否說到
[00:10:50.940 --> 00:10:54.020]  看啊 神的帳幕在人間
[00:10:54.020 --> 00:10:55.500]  代表上帝的同在
[00:10:55.500 --> 00:10:58.340]  以馬來利這個訊息
[00:10:58.340 --> 00:11:00.740]  但是當這個會幕還沒做的時候
[00:11:00.740 --> 00:11:02.140]  危機已經出現了
[00:11:02.140 --> 00:11:03.100]  那怎麼辦呢
[00:11:03.100 --> 00:11:03.980]  感謝主
[00:11:03.980 --> 00:11:05.580]  摩西有個小會幕
[00:11:05.580 --> 00:11:09.380]  一個「Tent of Meeting」
[00:11:09.380 --> 00:11:12.060]  在當中可以去尋求神的面
[00:11:12.060 --> 00:11:14.140]  在七到十一節的中間
[00:11:14.140 --> 00:11:15.820]  最中央的部分就是
[00:11:15.820 --> 00:11:17.300]  講到第九節
[00:11:17.300 --> 00:11:19.060]  摩西進到會幕的時候
[00:11:19.060 --> 00:11:21.620]  就有雲柱降下來
[00:11:21.620 --> 00:11:23.740]  停在會幕的門口上
[00:11:23.740 --> 00:11:28.100]  耶和華就與摩西談話
[00:11:28.100 --> 00:11:29.460]  有計談
[00:11:29.460 --> 00:11:31.220]  是很重要的
[00:11:31.220 --> 00:11:35.500]  如果你試過和你家人或者朋友
[00:11:35.500 --> 00:11:36.940]  有些紛爭的時候
[00:11:36.940 --> 00:11:38.140]  有個人做中部
[00:11:38.140 --> 00:11:39.780]  有個人做和事佬
[00:11:39.780 --> 00:11:42.940]  是一個和雙方有計談的人
[00:11:42.940 --> 00:11:44.780]  在這裏是不是很重要
[00:11:44.780 --> 00:11:48.980]  摩西在舊約時代扮演著這樣的角色
[00:11:48.980 --> 00:11:50.780]  在新約的時代裏
[00:11:50.780 --> 00:11:52.060]  在永恆的時代裏
[00:11:52.060 --> 00:11:53.540]  我們有一個更美的中部
[00:11:53.540 --> 00:11:54.820]  那是誰呢?
[00:11:54.820 --> 00:11:56.300]  耶穌基督
[00:11:56.300 --> 00:11:58.780]  耶穌是更美的中部
[00:11:58.780 --> 00:12:00.300]  祂幫助我們
[00:12:00.300 --> 00:12:03.620]  在我們不配的當中
[00:12:03.620 --> 00:12:05.540]  神透過耶穌
[00:12:05.540 --> 00:12:08.500]  使我們在祂眼前蒙恩
[00:12:08.500 --> 00:12:09.100]  弟兄姊妹
[00:12:09.100 --> 00:12:09.820]  你有沒有留意到
[00:12:09.820 --> 00:12:11.180]  第十一節裏面說到
[00:12:11.180 --> 00:12:12.300]  除了摩西
[00:12:12.300 --> 00:12:15.580]  這個會幕還有一個人
[00:12:15.580 --> 00:12:17.300]  知不知道是誰呢?
[00:12:17.300 --> 00:12:18.220]  約書亞
[00:12:18.220 --> 00:12:20.660]  那個少年人亂的兒子約書亞
[00:12:20.660 --> 00:12:23.820]  他是不會離開這個會幕的
[00:12:23.820 --> 00:12:25.740]  你覺不覺得很奇怪
[00:12:25.740 --> 00:12:27.100]  似乎應該是
[00:12:27.100 --> 00:12:29.500]  摩西和神之間一個最密切的關係
[00:12:29.500 --> 00:12:31.460]  但有約書亞在裏面
[00:12:31.460 --> 00:12:32.700]  約書亞
[00:12:32.700 --> 00:12:34.260]  Joshua這個名字
[00:12:34.260 --> 00:12:36.860]  其實在新約裏面等於誰的名字呢?
[00:12:36.860 --> 00:12:38.980]  耶穌
[00:12:38.980 --> 00:12:39.980]  耶穌的名字就是
[00:12:39.980 --> 00:12:40.700]  耶和華
[00:12:40.700 --> 00:12:42.660]  拯救的意思
[00:12:42.660 --> 00:12:43.980]  耶和華的拯救
[00:12:43.980 --> 00:12:47.500]  是要帶人進入上帝的同在裏面
[00:12:47.500 --> 00:12:50.580]  約書亞是舊約裏面一個預表
[00:12:50.580 --> 00:12:53.740]  其中一個預表耶穌的一個人物
[00:12:53.740 --> 00:12:56.740]  上帝在我們和祂的關係裏面
[00:12:56.740 --> 00:12:59.540]  知道我們的環境背影
[00:12:59.540 --> 00:13:02.020]  知道我們的悔改不是很可靠
[00:13:02.020 --> 00:13:05.340]  但設下了永遠有效的橋樑
[00:13:05.340 --> 00:13:06.580]  就是耶穌基督
[00:13:06.580 --> 00:13:08.540]  去讓我們透過耶穌
[00:13:08.540 --> 00:13:10.980]  我們奉耶穌的名去祈禱
[00:13:10.980 --> 00:13:12.620]  可以得連率
[00:13:12.620 --> 00:13:14.020]  蒙恩維
[00:13:14.020 --> 00:13:16.700]  祈禱的內容是怎樣呢?
[00:13:16.700 --> 00:13:19.980]  就是十二到二十三節裏面所講
[00:13:19.980 --> 00:13:21.980]  在這個祈禱的內容
[00:13:21.980 --> 00:13:23.980]  和上帝的榮耀章顯
[00:13:23.980 --> 00:13:27.500]  可以說是三十三章這段經文的高潮
[00:13:27.500 --> 00:13:29.700]  在這個高潮裏面我們留意三件事
[00:13:29.700 --> 00:13:33.380]  我講完這三件事的標題
[00:13:33.380 --> 00:13:34.900]  大家逐一去留心
[00:13:34.900 --> 00:13:38.860]  第一就是我們要抓住神的應許祈禱
[00:13:38.860 --> 00:13:42.300]  就必會得著神祂自己
[00:13:42.300 --> 00:13:44.060]  抓住神的應許祈禱
[00:13:44.060 --> 00:13:46.420]  就必會得著神祂自己
[00:13:46.420 --> 00:13:47.700]  第二
[00:13:47.700 --> 00:13:51.100]  如果我們失去了神的同在
[00:13:51.100 --> 00:13:55.660]  神的指紋就失去了在世上活著的意義
[00:13:55.660 --> 00:13:57.460]  第三
[00:13:57.460 --> 00:14:00.460]  神用祂的榮耀去見證祂的信實
[00:14:00.460 --> 00:14:05.420]  但神永遠是超越和神聖的
[00:14:05.420 --> 00:14:06.940]  我們先看第一件事
[00:14:06.940 --> 00:14:07.820]  第一個訊息
[00:14:07.820 --> 00:14:10.740]  我們要抓住神的應許去祈禱
[00:14:10.740 --> 00:14:13.140]  第十二十三節我們很看到
[00:14:13.140 --> 00:14:15.900]  摩西給我們一個完美的示範
[00:14:15.900 --> 00:14:17.980]  怎樣抓住神曾經說過的話
[00:14:17.980 --> 00:14:19.460]  然後就去禱告
[00:14:45.900 --> 00:14:51.060]  求祢想這百民族是祢的人民
[00:14:51.060 --> 00:14:54.980]  摩西的祈禱重複了好幾方面的事情
[00:14:54.980 --> 00:14:55.900]  第一
[00:14:55.900 --> 00:14:57.860]  祂重複了神曾經說過
[00:14:57.860 --> 00:15:00.380]  你是按著我的名字去認識我
[00:15:00.380 --> 00:15:02.700]  是祢差派我的
[00:15:02.700 --> 00:15:05.220]  這個按著名字去認識
[00:15:05.220 --> 00:15:08.060]  代表了一種完全的
[00:15:08.060 --> 00:15:11.820]  深刻的對摩西的接納和喜悅
[00:15:11.820 --> 00:15:14.980]  是一種上帝對摩西的毀身
[00:15:14.980 --> 00:15:17.220]  坦白說
[00:15:17.220 --> 00:15:19.900]  我相信你都應該會這樣想的
[00:15:19.900 --> 00:15:23.820]  如果上帝不是有這麼充足的毀身和應許
[00:15:23.820 --> 00:15:26.900]  你肯不肯去回應上帝的呼召?
[00:15:26.900 --> 00:15:29.780]  當然是祭不過了
[00:15:29.780 --> 00:15:30.660]  很大件事
[00:15:30.660 --> 00:15:34.500]  帶著數以百萬計的環境活躍的人
[00:15:34.500 --> 00:15:35.580]  走這麼遠的地方
[00:15:35.580 --> 00:15:38.220]  還要在曠野裏面不斷兜圈
[00:15:38.220 --> 00:15:40.220]  多麼痛苦的一件事情
[00:15:40.220 --> 00:15:42.300]  祭不過了
[00:15:42.300 --> 00:15:45.780]  但是上帝曾經應許過
[00:15:45.780 --> 00:15:48.900]  去按著名字去認識摩西
[00:15:48.900 --> 00:15:50.660]  是去差遣的
[00:15:50.660 --> 00:15:52.420]  同樣地今天我們去侍奉上帝
[00:15:52.420 --> 00:15:54.260]  都是靠著這件事
[00:15:54.260 --> 00:15:56.380]  不是靠其他人幫手
[00:15:56.380 --> 00:16:00.500]  不是靠自己有各樣的才幹和恩賜
[00:16:00.500 --> 00:16:02.100]  靠我們的品格還不行
[00:16:02.100 --> 00:16:04.660]  我們的品格是很浮動的
[00:16:04.660 --> 00:16:05.580]  時好時壞的
[00:16:05.580 --> 00:16:06.780]  在教會可能好一點
[00:16:06.780 --> 00:16:09.620]  因為牧師看著
[00:16:09.620 --> 00:16:11.700]  在外面沒有人看到的時候
[00:16:11.700 --> 00:16:13.340]  私底下隱藏的地方
[00:16:13.340 --> 00:16:16.660]  不敢說
[00:16:16.660 --> 00:16:17.980]  不可以靠自己
[00:16:17.980 --> 00:16:20.900]  只能靠上帝自己的同在
[00:16:20.900 --> 00:16:24.020]  去按著名字去認識我們
[00:16:24.020 --> 00:16:25.580]  而且摩西說
[00:16:25.580 --> 00:16:27.020]  你曾經說過
[00:16:27.020 --> 00:16:29.660]  你是叫我在你眼前蒙恩的
[00:16:29.660 --> 00:16:31.460]  接著十三節他就這樣求
[00:16:31.460 --> 00:16:34.540]  現在我若是在你眼前蒙恩
[00:16:34.540 --> 00:16:35.460]  那你要做些什麼?
[00:16:35.460 --> 00:16:38.020]  求你把你的道路指示我
[00:16:38.020 --> 00:16:40.860]  使我可以認識你
[00:16:40.860 --> 00:16:42.980]  上帝認識摩西
[00:16:42.980 --> 00:16:43.780]  摩西說
[00:16:43.780 --> 00:16:46.460]  我都很體重可以認識你
[00:16:46.460 --> 00:16:48.540]  所以你不要丟下我
[00:16:48.540 --> 00:16:51.140]  你要繼續帶著我走這條路
[00:16:51.140 --> 00:16:53.380]  正如我們每個人都應該要體重
[00:16:53.380 --> 00:16:55.860]  對上帝的認識
[00:16:55.860 --> 00:16:57.620]  上帝就會帶我們去走
[00:16:57.620 --> 00:16:58.780]  我們要走的路
[00:16:58.780 --> 00:17:03.260]  指示我們要去的地方
[00:17:03.260 --> 00:17:05.060]  摩西的祈禱很有效
[00:17:05.060 --> 00:17:07.300]  這個祈禱真的要學
[00:17:07.300 --> 00:17:10.340]  十四節上帝就急不及待回應
[00:17:10.340 --> 00:17:11.220]  耶和華說
[00:17:11.220 --> 00:17:13.660]  我必親自與你同去
[00:17:13.660 --> 00:17:16.420]  也必給你安食
[00:17:16.420 --> 00:17:17.860]  親自與你同去
[00:17:17.860 --> 00:17:19.100]  原來的意思是什麼?
[00:17:19.100 --> 00:17:22.100]  是我的念要與你同去
[00:17:22.100 --> 00:17:24.020]  即是你是在我面前
[00:17:24.020 --> 00:17:26.260]  這樣一起去
[00:17:26.260 --> 00:17:28.420]  其實大家留心
[00:17:28.420 --> 00:17:30.540]  在這三十三章的經文裡面
[00:17:30.540 --> 00:17:32.700]  「面」是很重要的
[00:17:32.700 --> 00:17:34.980]  剛才我在講第七到十一節的時候
[00:17:34.980 --> 00:17:36.100]  沒有特別講
[00:17:36.100 --> 00:17:37.580]  在那裡講到
[00:17:37.580 --> 00:17:39.220]  摩西和神去對話的時候
[00:17:39.220 --> 00:17:45.460]  神和祂的關係好像朋友面對面地對話
[00:17:45.460 --> 00:17:47.380]  下文還會繼續講
[00:17:47.380 --> 00:17:54.100]  上帝應許祂親自與摩西帶領以色民
