
[00:00:00.000 --> 00:00:02.680]  今日在此選擇的經文
[00:02:25.560 --> 00:02:28.560]  不如和大家高呼一下一些事物
[00:02:28.560 --> 00:02:30.560]  這兩個問題我已經問了
[00:02:30.560 --> 00:02:33.560]  在十字架上主耶穌被釘死的時間
[00:02:33.560 --> 00:02:35.560]  究竟我是誰?
[00:02:35.560 --> 00:02:37.560]  耶穌是誰?
[00:02:37.560 --> 00:02:39.560]  好,一個遊戲
[00:02:39.560 --> 00:02:42.560]  早上,遲些聖誕節
[00:02:42.560 --> 00:02:45.560]  十二日之後,十月二十四日
[00:02:45.560 --> 00:02:51.560]  晚上六、七時經過尖沙咀
[00:02:51.560 --> 00:02:53.560]  打算去吃飯
[00:02:53.560 --> 00:02:56.560]  和家人或朋友
[00:02:56.560 --> 00:03:00.560]  在旗桿下有一個人
[00:03:00.560 --> 00:03:02.560]  等人
[00:03:02.560 --> 00:03:05.560]  我想問你猜他拿著什麼花?
[00:03:05.560 --> 00:03:09.560]  可能聖誕節當然拿著聖誕花等人
[00:03:09.560 --> 00:03:12.560]  或者拿著百合花
[00:03:12.560 --> 00:03:15.560]  漂亮,純潔可愛
[00:03:15.560 --> 00:03:17.560]  又或者拿著菊花
[00:03:17.560 --> 00:03:20.560]  不要笑,有人喜歡收菊花
[00:03:20.560 --> 00:03:22.560]  陶淵明獨愛菊
[00:03:22.560 --> 00:03:26.560]  當然最大的可能是
[00:03:26.560 --> 00:03:28.560]  玫瑰花九十九枝
[00:03:28.560 --> 00:03:32.560]  還差一枝,自己都是一朵玫瑰花獻給人
[00:03:32.560 --> 00:03:35.560]  有禮物,聖誕節有禮物
[00:03:35.560 --> 00:03:38.560]  他為誰站在那裡等呢?
[00:03:38.560 --> 00:03:41.560]  拿著九十九枝花都很重
[00:03:41.560 --> 00:03:43.560]  誰呢?
[00:03:43.560 --> 00:03:45.560]  等媽媽吧
[00:03:45.560 --> 00:03:49.560]  約了媽媽吃飯當然拿一束花給她
[00:03:49.560 --> 00:03:51.560]  教會牧師
[00:03:51.560 --> 00:03:59.560]  約了林牧師或余牧師等老闆
[00:03:59.560 --> 00:04:02.560]  拿著一束菊花等老闆
[00:04:02.560 --> 00:04:04.560]  或者等女朋友
[00:04:04.560 --> 00:04:09.560]  可能大家覺得這個比較像
[00:04:09.560 --> 00:04:11.560]  為什麼等呢?
[00:04:11.560 --> 00:04:14.560]  做人等人有目的有動機
[00:04:14.560 --> 00:04:15.560]  這是動機問題
[00:04:15.560 --> 00:04:17.560]  今天我們每個人都回來崇拜
[00:04:17.560 --> 00:04:19.560]  有些人可能很遠
[00:04:19.560 --> 00:04:22.560]  在士徒行傳有一個人
[00:04:22.560 --> 00:04:27.560]  他試過要三百多公里才去敬拜神
[00:04:27.560 --> 00:04:28.560]  那個太監
[00:04:28.560 --> 00:04:30.560]  很遠他都去敬拜
[00:04:30.560 --> 00:04:32.560]  為什麼等呢?
[00:04:32.560 --> 00:04:35.560]  約了吃飯
[00:04:35.560 --> 00:04:37.560]  認罪悔改
[00:04:37.560 --> 00:04:40.560]  有可能約了媽媽當然要認罪悔改
[00:04:40.560 --> 00:04:43.560]  我小時候常常這樣做
[00:04:43.560 --> 00:04:46.560]  代顧客送花
[00:04:46.560 --> 00:04:49.560]  或者求婚
[00:04:49.560 --> 00:04:51.560]  聖誕節求婚都很好
[00:04:51.560 --> 00:04:53.560]  見人吃飯都很開心
[00:04:53.560 --> 00:04:55.560]  你吃完飯走了
[00:04:55.560 --> 00:04:59.560]  兩個多小時後你走過還見這個人在等
[00:04:59.560 --> 00:05:03.560]  你猜你的心裡對他有什麼評價呢?
[00:05:03.560 --> 00:05:05.560]  第一個評價傻子
[00:05:05.560 --> 00:05:06.560]  兩個多三個小時
[00:05:06.560 --> 00:05:07.560]  不要說了
[00:05:07.560 --> 00:05:08.560]  我等師母
[00:05:08.560 --> 00:05:11.560]  我試過在智利廣場等了兩個多小時
[00:05:11.560 --> 00:05:13.560]  真人真事
[00:05:13.560 --> 00:05:14.560]  她那時候在英華教書
[00:05:14.560 --> 00:05:16.560]  我在珍光教書
[00:05:16.560 --> 00:05:19.560]  那時候沒有手電話就等
[00:05:19.560 --> 00:05:20.560]  還沒來
[00:05:20.560 --> 00:05:23.560]  我真的不想
[00:05:23.560 --> 00:05:24.560]  不要說不敢
[00:05:24.560 --> 00:05:25.560]  我又不想離開
[00:05:25.560 --> 00:05:26.560]  一直等
[00:05:26.560 --> 00:05:28.560]  等到
[00:05:28.560 --> 00:05:30.560]  或者呢
[00:05:30.560 --> 00:05:32.560]  沒得選
[00:05:32.560 --> 00:05:34.560]  做人有時不到你選
[00:05:34.560 --> 00:05:36.560]  動機很簡單
[00:05:36.560 --> 00:05:37.560]  沒得選
[00:05:37.560 --> 00:05:38.560]  路是這樣走
[00:05:38.560 --> 00:05:40.560]  天地的真理正在走
[00:05:40.560 --> 00:05:41.560]  你沒得選
[00:05:41.560 --> 00:05:44.560]  不過有可能是因為有盼望
[00:05:44.560 --> 00:05:46.560]  你就等了
[00:05:46.560 --> 00:05:48.560]  有盼望你就等了
[00:05:48.560 --> 00:05:49.560]  沒盼望不會等
[00:05:49.560 --> 00:05:51.560]  有盼望你會等
[00:05:51.560 --> 00:05:53.560]  又或者你夠堅持
[00:05:53.560 --> 00:05:56.560]  我們整個偉大的中國最重要一句說話
[00:05:56.560 --> 00:05:58.560]  夠堅持
[00:05:58.560 --> 00:05:59.560]  一直去
[00:05:59.560 --> 00:06:02.560]  六幾七幾的時候最流行
[00:06:02.560 --> 00:06:04.560]  那個結局是什麼呢
[00:06:04.560 --> 00:06:06.560]  你猜猜是什麼結局呢
[00:06:06.560 --> 00:06:12.560]  在猶太人裏面
[00:06:12.560 --> 00:06:15.560]  自從馬拉基先至最後講
[00:06:15.560 --> 00:06:18.560]  有一個大而可畏的日子臨到
[00:06:18.560 --> 00:06:20.560]  有一個尼塞亞要來臨
[00:06:20.560 --> 00:06:22.560]  猶太人就在這裏等
[00:06:22.560 --> 00:06:25.560]  一等四百年
[00:06:25.560 --> 00:06:26.560]  等誰呢
[00:06:26.560 --> 00:06:28.560]  等什麼呢
[00:06:28.560 --> 00:06:31.560]  在什麼情況之下等呢
[00:06:31.560 --> 00:06:33.560]  當時
[00:06:33.560 --> 00:06:38.560]  在尼塞亞書裏面有這樣講
[00:06:38.560 --> 00:06:42.560]  是講到他們在一個黑暗的情況裏面
[00:06:42.560 --> 00:06:44.560]  亡了國
[00:06:44.560 --> 00:06:46.560]  沒得選擇
[00:06:46.560 --> 00:06:48.560]  但是神愛他們
[00:06:48.560 --> 00:06:51.560]  還給了一句說話去安慰他們
[00:06:51.560 --> 00:06:52.560]  透過很多個先知都說
[00:06:52.560 --> 00:06:54.560]  我派一個人來
[00:06:54.560 --> 00:06:56.560]  有個使者要來
[00:06:56.560 --> 00:06:58.560]  這個叫尼塞亞
[00:06:58.560 --> 00:07:00.560]  你們就可以離開黑暗了
[00:07:00.560 --> 00:07:04.560]  二零一五年就來到今天十二月十二號
[00:07:04.560 --> 00:07:06.560]  我不知道你今年過得怎麼樣
[00:07:06.560 --> 00:07:09.560]  有沒有一些位置比較黑暗
[00:07:09.560 --> 00:07:11.560]  有難處
[00:07:11.560 --> 00:07:14.560]  有沒有一些位置當然很開心又過了
[00:07:14.560 --> 00:07:17.560]  又或者有些難處的裏面
[00:07:17.560 --> 00:07:18.560]  你不知道怎麼辦
[00:07:18.560 --> 00:07:20.560]  但是你一路在這裏等
[00:07:20.560 --> 00:07:22.560]  這句說話很寶貴
[00:07:22.560 --> 00:07:24.560]  但是受過痛苦的
[00:07:24.560 --> 00:07:26.560]  必不再見憂暗
[00:07:26.560 --> 00:07:29.560]  從善神使西布倫地和拿佛他利地
[00:07:29.560 --> 00:07:31.560]  被藐視
[00:07:31.560 --> 00:07:33.560]  末後卻使者沿海的路
[00:07:33.560 --> 00:07:35.560]  若但何礙
[00:07:35.560 --> 00:07:37.560]  愛邦人的加利利地
[00:07:37.560 --> 00:07:39.560]  得著榮耀
[00:07:39.560 --> 00:07:42.560]  裏面首次提到加利利
[00:07:42.560 --> 00:07:46.560]  而在阿書第九章第二節就接著說
[00:07:46.560 --> 00:07:49.560]  在黑暗中行走的百姓看見了大光
[00:07:49.560 --> 00:07:51.560]  住在死陰之地的人
[00:07:51.560 --> 00:07:53.560]  有光照耀他們
[00:07:53.560 --> 00:07:56.560]  突然之間有個光就照出來了
[00:07:56.560 --> 00:08:00.560]  然後接著這個詩篇23篇第四節
[00:08:00.560 --> 00:08:02.560]  我們很多人都經驗過
[00:08:02.560 --> 00:08:04.560]  我雖然行過死陰的幽谷
[00:08:04.560 --> 00:08:06.560]  卻不怕遭害
[00:08:06.560 --> 00:08:08.560]  因為你與我同在
[00:08:08.560 --> 00:08:10.560]  我曾經有一個老友牧師
[00:08:10.560 --> 00:08:12.560]  他自己試過在depression裏面
[00:08:12.560 --> 00:08:14.560]  很久了
[00:08:14.560 --> 00:08:16.560]  最難過的時間
[00:08:16.560 --> 00:08:18.560]  他會突然之間坐在地上
[00:08:18.560 --> 00:08:20.560]  在這裏不知道自己的情緒
[00:08:20.560 --> 00:08:22.560]  可以怎樣控制
[00:08:24.560 --> 00:08:26.560]  但現在當然他很好
[00:08:26.560 --> 00:08:30.560]  我雖然行過死陰的幽谷
[00:08:30.560 --> 00:08:31.560]  卻不怕遭害
[00:08:31.560 --> 00:08:33.560]  因為你與我同在
[00:08:33.560 --> 00:08:35.560]  這就是尼塞亞
[00:08:35.560 --> 00:08:38.560]  加利利人耶穌所帶給人類的盼望
[00:08:38.560 --> 00:08:40.560]  今天在這裏
[00:08:40.560 --> 00:08:42.560]  我們又要調轉整件事
[00:08:42.560 --> 00:08:43.560]  看一看
[00:08:43.560 --> 00:08:46.560]  又似乎當有這個盼望來到
[00:08:46.560 --> 00:08:48.560]  尼塞亞來到
[00:08:48.560 --> 00:08:50.560]  有個加利利人耶穌的世界
[00:08:50.560 --> 00:08:51.560]  他說話最初一出來
[00:08:51.560 --> 00:08:52.560]  很有權柄
[00:08:52.560 --> 00:08:54.560]  牧匠的兒子說話有權柄
[00:08:54.560 --> 00:08:56.560]  我不知道你有什麼看法
[00:08:56.560 --> 00:09:00.560]  我小時候家裏是做衫行的
[00:09:00.560 --> 00:09:02.560]  在我身邊的所有人
[00:09:02.560 --> 00:09:04.560]  都是說髒話
[00:09:04.560 --> 00:09:06.560]  我爸爸的工人就是
[00:09:06.560 --> 00:09:08.560]  家裏很嘈吵
[00:09:08.560 --> 00:09:11.560]  因為過時過節做打麻將
[00:09:11.560 --> 00:09:13.560]  很嘈吵的
[00:09:13.560 --> 00:09:15.560]  我在那個環境長大
[00:09:15.560 --> 00:09:20.560]  從來我能夠想說什麼話
[00:09:20.560 --> 00:09:22.560]  否則後來讀書的事情
[00:09:22.560 --> 00:09:24.560]  不可以改變
[00:09:24.560 --> 00:09:26.560]  人會是這樣
[00:09:26.560 --> 00:09:28.560]  但是當加利利人耶穌出來講道
[00:09:28.560 --> 00:09:30.560]  一講道登山寶佛一出
[00:09:30.560 --> 00:09:32.560]  沒有人敢小看他
[00:09:32.560 --> 00:09:34.560]  或者沒有人敢小看
[00:09:34.560 --> 00:09:36.560]  與他同在神的靈
[00:09:36.560 --> 00:09:38.560]  就是這麼簡單
[00:09:38.560 --> 00:09:40.560]  加利利人耶穌
[00:09:40.560 --> 00:09:42.560]  跟著他施行神蹟歧視
[00:09:42.560 --> 00:09:43.560]  但有時候會駁嘴
[00:09:43.560 --> 00:09:44.560]  駁什麼人嘴呢?
[00:09:44.560 --> 00:09:45.560]  法利塞人
[00:09:45.560 --> 00:09:47.560]  薩都該人
[00:09:47.560 --> 00:09:49.560]  當時的文士長老
[00:09:49.560 --> 00:09:51.560]  他跟他們駁嘴
[00:09:51.560 --> 00:09:53.560]  後來有後果
[00:09:53.560 --> 00:09:55.560]  駁得嘴多
[00:09:55.560 --> 00:09:56.560]  就釘十字架
[00:09:56.560 --> 00:09:58.560]  看這個釘十字架
[00:09:58.560 --> 00:10:00.560]  是很特別一段說話
[00:10:00.560 --> 00:10:03.560]  裏面提到很多人不信他
[00:10:03.560 --> 00:10:05.560]  裏面提到最後最後
[00:10:05.560 --> 00:10:07.560]  他被人藐視就死了
[00:10:07.560 --> 00:10:09.560]  表面上
[00:10:09.560 --> 00:10:11.560]  在人的角度來看就是這樣
[00:10:11.560 --> 00:10:13.560]  但我們說回耶穌是誰
[00:10:13.560 --> 00:10:15.560]  耶穌是誰
[00:10:15.560 --> 00:10:17.560]  可以在他七句說話裏面說
[00:10:17.560 --> 00:10:19.560]  你也看到我將網站
[00:10:19.560 --> 00:10:21.560]  下載到哪裏
[00:10:21.560 --> 00:10:22.560]  我自己做得到
[00:10:22.560 --> 00:10:24.560]  但這幾天我找不到自己做的
[00:10:24.560 --> 00:10:26.560]  找到別人做的
[00:10:26.560 --> 00:10:28.560]  我就借用過來
[00:10:28.560 --> 00:10:30.560]  耶穌基督是誰呢?
[00:10:30.560 --> 00:10:32.560]  他是帶來愛的
[00:10:32.560 --> 00:10:34.560]  寬恕最右邊那裏
[00:10:34.560 --> 00:10:36.560]  紅色那些字裏面
[00:10:36.560 --> 00:10:38.560]  帶來他搶救靈魂那種熱切
[00:10:38.560 --> 00:10:42.560]  帶來善盡本份
[00:10:42.560 --> 00:10:44.560]  他也為罪有哀動
[00:10:44.560 --> 00:10:46.560]  因為他自己要受
[00:10:46.560 --> 00:10:48.560]  饑渴無意
[00:10:48.560 --> 00:10:50.560]  多作主公
[00:10:50.560 --> 00:10:52.560]  然後他全面交託
[00:10:52.560 --> 00:10:54.560]  他七句的說話
[00:10:54.560 --> 00:10:56.560]  就完全解釋了
[00:10:56.560 --> 00:11:00.560]  他人生裏面的人生目的
[00:11:00.560 --> 00:11:02.560]  動機各樣的造作
[00:11:02.560 --> 00:11:04.560]  今天我們只能夠
[00:11:04.560 --> 00:11:06.560]  很短的時間看中間
[00:11:06.560 --> 00:11:08.560]  我的神
[00:11:08.560 --> 00:11:10.560]  為什麼離棄我
[00:11:10.560 --> 00:11:12.560]  耶穌就是這樣
[00:11:12.560 --> 00:11:14.560]  但是在十字架
[00:11:14.560 --> 00:11:16.560]  十字架下面的人
[00:11:16.560 --> 00:11:18.560]  有沒有這樣想他呢
[00:11:18.560 --> 00:11:20.560]  又不是
[00:11:20.560 --> 00:11:22.560]  十字架刑場上的眾生上
[00:11:22.560 --> 00:11:24.560]  很多人在那裏
[00:11:24.560 --> 00:11:26.560]  我們現在隨時走下去
[00:11:26.560 --> 00:11:28.560]  在金鐘站
[00:11:28.560 --> 00:11:30.560]  坐遠一點
[00:11:30.560 --> 00:11:32.560]  去到旺角
[00:11:32.560 --> 00:11:34.560]  眾生上人來人往
[00:11:34.560 --> 00:11:36.560]  各樣都有
[00:11:36.560 --> 00:11:38.560]  主耶穌釘十字架
[00:11:38.560 --> 00:11:40.560]  為誰呢?
[00:11:40.560 --> 00:11:42.560]  一個本來不受時間控制
[00:11:42.560 --> 00:11:46.560]  空間限制的神
[00:11:46.560 --> 00:11:48.560]  他單單被迫在三十多年裏面
[00:11:48.560 --> 00:11:50.560]  最後釘在十字架上
[00:11:50.560 --> 00:11:52.560]  六個小時
[00:11:52.560 --> 00:11:54.560]  我們只看那幅圖就知道
[00:11:54.560 --> 00:11:56.560]  由早上九點到五點
[00:11:56.560 --> 00:11:58.560]  他就說我的神
[00:11:58.560 --> 00:12:00.560]  為什麼離棄我
[00:12:00.560 --> 00:12:02.560]  然後還有三個小時他才死
[00:12:02.560 --> 00:12:04.560]  在十字架上有六個小時
[00:12:04.560 --> 00:12:06.560]  但其實他完全不受時間
[00:12:06.560 --> 00:12:08.560]  空間限制的一個神
[00:12:08.560 --> 00:12:10.560]  他渡成肉身離道
[00:12:10.560 --> 00:12:12.560]  他為誰
[00:12:12.560 --> 00:12:14.560]  答案當然很簡單
[00:12:14.560 --> 00:12:16.560]  我們今天坐在這裏
[00:12:16.560 --> 00:12:18.560]  我們也承認為我們
[00:12:18.560 --> 00:12:20.560]  當時在十字架下
[00:12:20.560 --> 00:12:22.560]  重複釘釘
[00:12:22.560 --> 00:12:24.560]  那些全刑的兵
[00:12:24.560 --> 00:12:26.560]  大概六百人
[00:12:26.560 --> 00:12:28.560]  羅馬當時的體制
[00:12:28.560 --> 00:12:30.560]  他們不承認這件事
[00:12:30.560 --> 00:12:32.560]  他們取笑他
[00:12:32.560 --> 00:12:34.560]  空殘的外族兵
[00:12:34.560 --> 00:12:36.560]  由羅馬派到
[00:12:36.560 --> 00:12:38.560]  蓋薩恆省
[00:12:38.560 --> 00:12:40.560]  由大恆省到
[00:12:40.560 --> 00:12:42.560]  管治
[00:12:42.560 --> 00:12:44.560]  有權有勢
[00:12:44.560 --> 00:12:46.560]  還可以說一句
[00:12:46.560 --> 00:12:48.560]  我們只是做事
[00:12:48.560 --> 00:12:50.560]  他們只是有事
[00:12:50.560 --> 00:12:52.560]  去藐視
[00:12:52.560 --> 00:12:54.560]  有機會去作靶
[00:12:54.560 --> 00:12:56.560]  他們把耶穌的衣服脫了
[00:12:56.560 --> 00:12:58.560]  又恭喜他
[00:12:58.560 --> 00:13:00.560]  是猶太人的王
[00:13:00.560 --> 00:13:02.560]  又帶了個荊棺在裏面
[00:13:02.560 --> 00:13:04.560]  很多名畫都是這樣
[00:13:04.560 --> 00:13:06.560]  但那個荊棺應該去到十字架
[00:13:06.560 --> 00:13:08.560]  因為不可以當眾侮辱猶太人
[00:13:08.560 --> 00:13:10.560]  當時有條規矩
[00:13:10.560 --> 00:13:12.560]  所以後來聖經這裏
[00:13:12.560 --> 00:13:14.560]  馬太福音也記載
[00:13:14.560 --> 00:13:16.560]  他們讓他們穿上自己的衣服
[00:13:16.560 --> 00:13:18.560]  先出衙門然後上十字架
[00:13:18.560 --> 00:13:20.560]  所以沿途上
[00:13:20.560 --> 00:13:22.560]  不應該再戴荊棺
[00:13:22.560 --> 00:13:24.560]  但是他們極忠
[00:13:24.560 --> 00:13:26.560]  他們自己能夠做的事
[00:13:26.560 --> 00:13:28.560]  最後占溝
[00:13:28.560 --> 00:13:30.560]  分了他的衣服
[00:13:30.560 --> 00:13:32.560]  有一個古利人
[00:13:32.560 --> 00:13:34.560]  古利內人西門
[00:13:34.560 --> 00:13:36.560]  這只是路人甲
[00:13:36.560 --> 00:13:38.560]  走過
[00:13:38.560 --> 00:13:40.560]  古實人在當時猶太地比較少
[00:13:40.560 --> 00:13:42.560]  黑黑實實一眼認得出
[00:13:42.560 --> 00:13:44.560]  所以羅馬兵丁又抓了他
[00:13:44.560 --> 00:13:46.560]  幫助揹十字架
[00:13:46.560 --> 00:13:48.560]  應該只是揹橫的那條
[00:13:48.560 --> 00:13:50.560]  因為橫的那條應該
[00:13:50.560 --> 00:13:52.560]  根據考古學的記載
[00:13:52.560 --> 00:13:54.560]  是放在刑場
[00:13:54.560 --> 00:13:56.560]  等待的
[00:13:56.560 --> 00:13:58.560]  揹的那條木都不輕
[00:13:58.560 --> 00:14:00.560]  就去
[00:14:00.560 --> 00:14:02.560]  但是感謝神
[00:14:02.560 --> 00:14:04.560]  福音十五章記載
[00:14:04.560 --> 00:14:06.560]  他是亞歷山大和老夫的父親
[00:14:06.560 --> 00:14:08.560]  而且後來的名字叫西門
[00:14:08.560 --> 00:14:10.560]  所以我們很有理由
[00:14:10.560 --> 00:14:12.560]  相信他後來信了耶穌
[00:14:12.560 --> 00:14:14.560]  得到永生
[00:14:14.560 --> 00:14:16.560]  路人甲走進去
[00:14:16.560 --> 00:14:18.560]  除了他的結局比較好
[00:14:18.560 --> 00:14:20.560]  還有一個會比較好
[00:14:20.560 --> 00:14:22.560]  就是有兩個強盜
[00:14:22.560 --> 00:14:24.560]  其中一個
[00:14:24.560 --> 00:14:26.560]  一個笑他
[00:14:26.560 --> 00:14:28.560]  一個求他
[00:14:28.560 --> 00:14:30.560]  德國的時間
[00:14:30.560 --> 00:14:32.560]  猜想這兩個強盜
[00:14:32.560 --> 00:14:34.560]  不是普通強盜
[00:14:34.560 --> 00:14:36.560]  可能是巴拉巴的同夥
[00:14:36.560 --> 00:14:38.560]  而耶穌基督取代了
[00:14:38.560 --> 00:14:40.560]  巴拉巴的位置
[00:14:40.560 --> 00:14:42.560]  所以那天有三個十字架
[00:14:42.560 --> 00:14:44.560]  揹了上去
[00:14:44.560 --> 00:14:46.560]  有時十字架不止揹三個
[00:14:46.560 --> 00:14:48.560]  有時只揹一個
[00:14:48.560 --> 00:14:50.560]  所以他們三個
[00:14:50.560 --> 00:14:52.560]  可能都是政治犯
[00:14:52.560 --> 00:14:54.560]  身份被揹十字架
[00:14:54.560 --> 00:14:56.560]  有一個笑耶穌
[00:14:56.560 --> 00:14:58.560]  你真是神的兒子嗎
[00:14:58.560 --> 00:15:00.560]  你下來吧
[00:15:00.560 --> 00:15:02.560]  你下來我們信你
[00:15:02.560 --> 00:15:04.560]  這句說話有影響力
[00:15:04.560 --> 00:15:06.560]  當時從那裡經過的人
[00:15:06.560 --> 00:15:08.560]  其他更多的路人甲
[00:15:08.560 --> 00:15:10.560]  要摒釘一直數下去
[00:15:10.560 --> 00:15:12.560]  都是這樣笑耶穌基督
[00:15:12.560 --> 00:15:14.560]  還笑他這個拆毀
[00:15:14.560 --> 00:15:16.560]  聖殿的三天建造的
[00:15:16.560 --> 00:15:18.560]  可以救自己
[00:15:18.560 --> 00:15:20.560]  你知道聖殿不是建了一兩下
[00:15:20.560 --> 00:15:22.560]  西鐵也建了這麼久
[00:15:22.560 --> 00:15:24.560]  聖殿比西鐵更厲害
[00:15:24.560 --> 00:15:26.560]  大氣律用了幾十年
[00:15:26.560 --> 00:15:28.560]  去修葺
[00:15:28.560 --> 00:15:30.560]  裝修當時已經存在的
[00:15:30.560 --> 00:15:32.560]  舊的聖殿
[00:15:32.560 --> 00:15:34.560]  建了很久
[00:15:34.560 --> 00:15:36.560]  還有一群
[00:15:36.560 --> 00:15:38.560]  本來很熟悉
[00:15:38.560 --> 00:15:40.560]  馬拉基書
[00:15:40.560 --> 00:15:42.560]  很熟悉以賽亞書的
[00:15:42.560 --> 00:15:44.560]  祭司長和文士
[00:15:44.560 --> 00:15:46.560]  並長老
[00:15:46.560 --> 00:15:48.560]  他們很知道
[00:15:48.560 --> 00:15:50.560]  他們應該等的尼賽亞
[00:15:50.560 --> 00:15:52.560]  他們很知道尼賽亞來的時候
[00:15:52.560 --> 00:15:54.560]  有什麼徵兆
[00:15:54.560 --> 00:15:56.560]  例如
[00:15:56.560 --> 00:15:58.560]  他只得行路
[00:15:58.560 --> 00:16:00.560]  眼的得看見
[00:16:00.560 --> 00:16:02.560]  但他們不信
[00:16:02.560 --> 00:16:04.560]  因為耶穌基督
[00:16:04.560 --> 00:16:06.560]  和他們的想法
[00:16:06.560 --> 00:16:08.560]  有些不一樣
[00:16:08.560 --> 00:16:10.560]  他們怎樣想都是屬世上的事
[00:16:10.560 --> 00:16:12.560]  耶穌是天上的思想
[00:16:12.560 --> 00:16:14.560]  模式完全不一樣
[00:16:14.560 --> 00:16:16.560]  聽節目我們今天
[00:16:16.560 --> 00:16:18.560]  敬拜神我們也是
[00:16:18.560 --> 00:16:20.560]  有時我們是否追求
[00:16:20.560 --> 00:16:22.560]  一種屬靈的思想
[00:16:22.560 --> 00:16:24.560]  定位判斷
[00:16:24.560 --> 00:16:26.560]  在我們世間走路的時間
[00:16:26.560 --> 00:16:28.560]  這是非常重要
[00:16:28.560 --> 00:16:30.560]  他們一邊取笑耶穌基督
[00:16:30.560 --> 00:16:32.560]  一邊侮辱耶穌基督
[00:16:32.560 --> 00:16:34.560]  當時
[00:16:34.560 --> 00:16:36.560]  很奇怪
[00:16:36.560 --> 00:16:38.560]  為什麼神不出聲呢
[00:16:38.560 --> 00:16:42.560]  神學家有很多
[00:16:42.560 --> 00:16:44.560]  都在這裡做了一些文章
[00:16:44.560 --> 00:16:46.560]  很簡單
[00:16:46.560 --> 00:16:48.560]  因為耶穌基督背負
[00:16:48.560 --> 00:16:50.560]  世人的罪
[00:16:50.560 --> 00:16:52.560]  所以父神要和祂割席
