
[00:00:00.000 --> 00:00:03.160]  各位弟兄姊妹,我很感恩
[00:01:40.640 --> 00:01:45.960]  或者是落井下石、背信棄義等等
[00:01:45.960 --> 00:01:50.800]  當然這些事情不論是古、今、中、外
[00:01:50.800 --> 00:01:52.760]  都經常會發生的
[00:01:52.760 --> 00:01:54.680]  但是我們作為神的子民
[00:01:54.680 --> 00:01:57.080]  應該怎樣去自處呢?
[00:01:57.080 --> 00:01:59.280]  我們應該怎樣對人呢?
[00:01:59.280 --> 00:02:02.360]  怎樣去敬畏、依靠神呢?
[00:02:02.360 --> 00:02:06.120]  我們都需要時刻給神的話語去提醒的
[00:02:06.120 --> 00:02:08.440]  而今天我就會和大家分享
[00:02:08.440 --> 00:02:12.120]  講解大衛的第三講
[00:02:12.120 --> 00:02:14.480]  當中是在撒姆爾基下
[00:02:14.480 --> 00:02:17.480]  十五到十六章的段落
[00:02:17.480 --> 00:02:22.280]  是君王大衛他再一次落難的記載
[00:02:22.280 --> 00:02:24.880]  大家如果家中有聖經的話
[00:02:24.880 --> 00:02:27.720]  請預備翻開在撒姆爾基下
[00:02:27.720 --> 00:02:31.240]  第十五章的位置
[00:02:31.240 --> 00:02:35.120]  在我們繼續看神的話語之前
[00:02:35.120 --> 00:02:38.240]  我們祈禱求聖靈光照我們
[00:02:38.240 --> 00:02:41.600]  我們一起祈禱
[00:02:41.600 --> 00:02:43.000]  我們天父多謝你
[00:02:43.000 --> 00:02:45.640]  因為你將你的話語賜給我們
[00:02:45.640 --> 00:02:48.320]  你要讓我們在你的話語當中
[00:02:48.320 --> 00:02:52.760]  學會怎樣去作合神心意的子民
[00:02:52.760 --> 00:02:55.680]  天父啊,我們今天再次在撒姆爾基下
[00:02:55.680 --> 00:02:58.400]  看到你的僕人大衛
[00:02:58.400 --> 00:03:00.440]  他在遇到困難的時候
[00:03:00.440 --> 00:03:01.600]  很困迫的時候
[00:03:01.600 --> 00:03:03.640]  他怎樣去敬畏神
[00:03:03.640 --> 00:03:05.480]  怎樣去對待人
[00:03:05.480 --> 00:03:06.400]  天父啊
[00:03:06.400 --> 00:03:08.240]  讓他當日的榜樣
[00:03:08.240 --> 00:03:11.240]  成為我們今天的借鏡學習的地方
[00:03:11.240 --> 00:03:12.880]  但是我們不明白的
[00:03:12.880 --> 00:03:15.720]  求神你的聖靈開啟我們的心竅
[00:03:15.720 --> 00:03:18.720]  光照我們能夠明白你的話語
[00:03:18.720 --> 00:03:20.760]  完成你的名德榮耀
[00:03:20.760 --> 00:03:22.520]  我們禱告父我主耶穌
[00:03:22.520 --> 00:03:24.520]  基督聖名祈求
[00:03:24.520 --> 00:03:26.520]  阿們
[00:03:26.520 --> 00:03:27.640]  好
[00:03:27.640 --> 00:03:32.400]  在撒姆爾基下第十五章十六章發生什麼事呢?
[00:03:32.400 --> 00:03:34.400]  當然我們知道
[00:03:34.400 --> 00:03:38.160]  大衛他一生當中面對很多的困難
[00:03:38.160 --> 00:03:41.400]  很多時候都是在危險當中渡過的
[00:03:41.400 --> 00:03:42.800]  好像我在第一講的時候
[00:03:42.800 --> 00:03:44.640]  講到他少年時間
[00:03:44.640 --> 00:03:45.960]  十幾歲的時候
[00:03:45.960 --> 00:03:48.080]  就要跟菲律賓人打仗了
[00:03:48.080 --> 00:03:51.000]  戰勝了巨人哥利亞
[00:03:51.000 --> 00:03:53.440]  在他二十幾歲青年的時候
[00:03:53.440 --> 00:03:55.640]  他被掃羅追殺
[00:03:55.640 --> 00:03:58.800]  這是我兩個星期之前講解過的
[00:03:58.800 --> 00:04:00.920]  而到了後來
[00:04:00.920 --> 00:04:03.120]  大衛登基作王
[00:04:03.120 --> 00:04:06.280]  後來再迎接約瑰入耶路撒冷
[00:04:06.280 --> 00:04:08.120]  他也犯罪犯奸淫
[00:04:08.120 --> 00:04:10.840]  再之後計劃起聖殿等等的事蹟
[00:04:10.840 --> 00:04:12.880]  相信很多弟兄姐妹或者在查經
[00:04:12.880 --> 00:04:15.440]  讀聖經的時候都有印象的
[00:04:15.440 --> 00:04:17.560]  我們將時間撥快一點
[00:04:17.560 --> 00:04:21.200]  就去到大衛在六十幾歲的時候所發生的事
[00:04:21.200 --> 00:04:25.480]  這次的困難就是他兒子亞沙隆
[00:04:25.480 --> 00:04:28.880]  去策謀篡位
[00:04:28.880 --> 00:04:31.840]  我們首先看看撒姆爾基下第十五章
[00:04:31.840 --> 00:04:36.240]  十到十四節裏面的形容
[00:04:36.240 --> 00:04:38.400]  那裏是這樣說的
[00:04:38.400 --> 00:04:41.320]  亞沙隆打發探子走遍以色列各支派
[00:04:41.320 --> 00:04:43.560]  說:你們一聽見覺醒
[00:04:43.560 --> 00:04:47.200]  就說:亞沙隆在希伯倫作王了
[00:04:47.200 --> 00:04:50.840]  於是叛逆的世派甚大
[00:04:50.840 --> 00:04:51.960]  第十二節
[00:04:51.960 --> 00:04:54.760]  因為隨從亞沙隆的人民日漸增多
[00:04:54.760 --> 00:04:56.960]  十三節有人報告大衛說
[00:04:56.960 --> 00:05:00.600]  以色列人的心都歸向亞沙隆了
[00:05:00.600 --> 00:05:04.280]  大衛就對耶路撒冷跟隨他的神父說
[00:05:04.280 --> 00:05:06.600]  我們要起來逃走
[00:05:06.600 --> 00:05:09.480]  不然都不能躲避亞沙隆了
[00:05:09.480 --> 00:05:11.240]  要速速地去
[00:05:11.240 --> 00:05:13.960]  恐怕他忽然來到加害於我們
[00:05:13.960 --> 00:05:18.000]  用刀殺盡合城的人
[00:05:18.000 --> 00:05:23.640]  當時大衛未必猜到原來他兒子會背叛他
[00:05:23.640 --> 00:05:26.640]  在當中或者他做過很多的事
[00:05:26.640 --> 00:05:28.400]  他在第十五章裏面形容他
[00:05:28.400 --> 00:05:32.880]  在出入的時候有很多的軍馬跟隨
[00:05:32.880 --> 00:05:35.960]  或者在城門口有甚麼人有甚麼訴訟
[00:05:35.960 --> 00:05:37.880]  想要公平正義的時候
[00:05:37.880 --> 00:05:40.640]  他就站出來「我幫你們主持公道」
[00:05:40.640 --> 00:05:44.000]  這樣逐漸逐漸到時機成熟的時候
[00:05:44.000 --> 00:05:48.080]  竟然是實踐他的三位大計
[00:05:48.080 --> 00:05:51.240]  大衛他看清楚當時的形勢
[00:05:51.240 --> 00:05:54.680]  加上他認識他兒子的品性
[00:05:54.680 --> 00:06:00.640]  判斷他和他整個家人都需要離開耶路撒冷
[00:06:00.640 --> 00:06:03.760]  大衛跟他的神父出走耶路撒冷的時候
[00:06:03.760 --> 00:06:07.640]  經歷到很多的人情冷暖
[00:06:07.640 --> 00:06:12.160]  在第十五到十九章 五章的經文裏面
[00:06:12.160 --> 00:06:14.720]  記載了起碼七個人
[00:06:14.720 --> 00:06:17.840]  他離開耶路撒冷的時候遇見七個人
[00:06:17.840 --> 00:06:20.160]  回到耶路撒冷的時候遇見七個人
[00:06:20.160 --> 00:06:24.040]  我今天選幾位跟大家分享
[00:06:24.040 --> 00:06:25.600]  首先在這個過程當中
[00:06:25.600 --> 00:06:28.760]  我們看到有一班人是很忠心的
[00:06:28.760 --> 00:06:31.760]  願意跟隨大衛的
[00:06:31.760 --> 00:06:34.880]  首先第一批就是大衛的神父
[00:06:34.880 --> 00:06:37.560]  在經文十五章十五節裏說
[00:06:37.560 --> 00:06:39.480]  王的神父對王說
[00:06:39.480 --> 00:06:43.640]  我主我王所定的僕人都願進行
[00:06:43.640 --> 00:06:46.560]  於是王就帶著全家的人出去了
[00:06:46.560 --> 00:06:50.280]  但留下十個妃嬪看守宮殿
[00:06:50.280 --> 00:06:52.440]  不單止是他的神父
[00:06:52.440 --> 00:06:55.200]  也包括外邦僱傭兵
[00:06:55.200 --> 00:06:58.520]  第十八節提到有基尼提人、比利提人
[00:06:58.520 --> 00:07:02.560]  和加特跟隨王來的六百人
[00:07:02.560 --> 00:07:06.000]  也在他面前經過
[00:07:06.000 --> 00:07:10.280]  在二十一節我們看到其中一位外邦領袖
[00:07:10.280 --> 00:07:12.920]  加特人以太對王說
[00:07:12.920 --> 00:07:15.360]  我指著永生的耶和華起誓
[00:07:15.360 --> 00:07:17.360]  又敢在王面前起誓
[00:07:17.360 --> 00:07:18.600]  無論生死
[00:07:18.600 --> 00:07:19.840]  王在那裡
[00:07:19.840 --> 00:07:22.400]  僕人也必在那裡
[00:07:22.400 --> 00:07:24.640]  這是非常忠誠的表現
[00:07:24.640 --> 00:07:26.040]  在耶路撒冷的時候
[00:07:26.040 --> 00:07:29.920]  並不是四邊的人都看風勢力離開
[00:07:29.920 --> 00:07:33.560]  而是有一班很願意跟隨大衛的人
[00:07:33.560 --> 00:07:35.160]  不單止是打仗的人
[00:07:35.160 --> 00:07:38.920]  當時的宗教領袖也很願意跟隨大衛
[00:07:38.920 --> 00:07:41.480]  在十五章二十四節我們看到
[00:07:41.480 --> 00:07:43.880]  薩督當時的大祭司
[00:07:43.880 --> 00:07:47.160]  和上帝約櫃的利美人也一同來了
[00:07:47.160 --> 00:07:50.240]  我們可以想像到當時很噓寒的情境
[00:07:50.240 --> 00:07:52.280]  將上帝的約櫃放下
[00:07:52.280 --> 00:07:54.280]  而阿彼阿他也上來
[00:07:54.280 --> 00:07:58.000]  等著眾民從城裡出來過去
[00:07:58.000 --> 00:08:01.680]  薩督和阿彼阿他
[00:08:01.680 --> 00:08:04.440]  都是當時祭司的代表人物
[00:08:04.440 --> 00:08:07.640]  但為什麼他們要連約櫃也抬出來呢?
[00:08:07.640 --> 00:08:10.040]  是因為他們相信
[00:08:10.040 --> 00:08:13.560]  也知道大衛才是神的受膏者
[00:08:13.560 --> 00:08:15.640]  他們希望能夠表達
[00:08:15.640 --> 00:08:18.760]  神是能夠和這位君王同在的
[00:08:18.760 --> 00:08:23.640]  亦代表他們在屬靈上很支持大衛的意思
[00:08:23.640 --> 00:08:24.840]  這是第一班人
[00:08:24.840 --> 00:08:28.280]  就是他們很忠心想跟隨大衛的人
[00:08:28.280 --> 00:08:30.000]  但是還有另外哪些人呢?
[00:08:30.000 --> 00:08:31.520]  我們又看到有些人
[00:08:31.520 --> 00:08:34.680]  其實是假意關心大衛的
[00:08:34.680 --> 00:08:36.280]  我們去到第十六章
[00:08:36.280 --> 00:08:39.480]  我們看到一位洗吧的人物
[00:08:39.480 --> 00:08:41.480]  洗吧是誰呢?
[00:08:41.480 --> 00:08:44.920]  他就是米菲波切的管家
[00:08:44.920 --> 00:08:46.920]  米菲波切是誰呢?
[00:08:46.920 --> 00:08:49.320]  就是蘇羅王的孫子
[00:08:49.320 --> 00:08:51.720]  約拿丹的兒子
[00:08:51.720 --> 00:08:55.040]  當時以色列人和菲律賓人打仗
[00:08:55.040 --> 00:08:56.280]  打輸了
[00:08:56.280 --> 00:08:59.720]  蘇羅王和約拿丹戰死沙場
[00:08:59.720 --> 00:09:01.720]  而米菲波切還小的時候
[00:09:01.720 --> 00:09:03.640]  家人帶他逃亡
[00:09:03.640 --> 00:09:06.920]  於是不小心跌了兩隻腳
[00:09:06.920 --> 00:09:09.400]  到之後大衛作王
[00:09:09.400 --> 00:09:12.000]  顧念他和約拿丹的友誼
[00:09:12.000 --> 00:09:13.520]  所納的約
[00:09:13.520 --> 00:09:16.840]  於是就在撒慕爾記下第九章記載到
[00:09:16.840 --> 00:09:19.120]  原本屬於蘇羅的家業
[00:09:19.120 --> 00:09:21.560]  就交給米菲波切
[00:09:21.560 --> 00:09:22.840]  先代他
[00:09:22.840 --> 00:09:25.720]  並且吩咐洗吧這個家族
[00:09:25.720 --> 00:09:29.640]  繼續擔任米菲波切的管家
[00:09:29.640 --> 00:09:31.360]  這位洗吧
[00:09:31.360 --> 00:09:32.760]  看起來很好心
[00:09:32.760 --> 00:09:34.320]  雪中送炭
[00:09:34.320 --> 00:09:35.800]  當大衛
[00:09:35.800 --> 00:09:36.880]  約拿丹大班人
[00:09:36.880 --> 00:09:39.600]  走難從耶路撒冷石棺山下來
[00:09:39.600 --> 00:09:43.040]  開始過橄欖山的時候
[00:09:43.040 --> 00:09:45.360]  根據十六章一至二節記載
[00:09:45.360 --> 00:09:49.560]  洗吧拉著預備好的兩匹驢
[00:09:49.560 --> 00:09:53.360]  驢上服著二百個麵餅
[00:09:53.360 --> 00:09:55.000]  一百個葡萄餅
[00:09:55.000 --> 00:09:56.840]  一百個夏天的果餅
[00:09:56.840 --> 00:09:59.600]  一皮袋酒來迎接他
[00:09:59.600 --> 00:10:01.800]  大衛就問洗吧說
[00:10:01.800 --> 00:10:04.720]  「你帶這些來是什麼意思呢?」
[00:10:04.720 --> 00:10:05.720]  洗吧說
[00:10:05.720 --> 00:10:08.840]  「驢是給皇的家眷騎的」
[00:10:08.840 --> 00:10:13.200]  「麵餅和夏天的果餅是給少年人吃的」
[00:10:13.200 --> 00:10:17.320]  「酒就是給曠野疲乏的人喝的」
[00:10:17.320 --> 00:10:22.720]  這些正是大衛當時所非常需要的物資
[00:10:22.720 --> 00:10:25.720]  大衛也是一個很精明的人
[00:10:25.720 --> 00:10:26.640]  他就看到
[00:10:26.640 --> 00:10:28.840]  「為什麼是洗吧你來的呢?」
[00:10:28.840 --> 00:10:31.720]  「米菲波切他很好嘛」
[00:10:31.720 --> 00:10:33.160]  或者他心想
[00:10:33.160 --> 00:10:35.200]  「是不是米菲波切因為想報答他恩典」
[00:10:35.200 --> 00:10:37.760]  「所以猜他撲人來呢?」
[00:10:37.760 --> 00:10:41.680]  這個時候洗吧就露出他的尾巴了
[00:10:41.680 --> 00:10:43.120]  第三節記載
[00:10:43.120 --> 00:10:45.080]  洗吧回答皇說
[00:10:45.080 --> 00:10:48.440]  「他認在耶路撒冷」
[00:10:48.440 --> 00:10:49.640]  「因為他說」
[00:10:49.640 --> 00:10:54.960]  「以色列人今日必將我父的國歸還給我」
[00:10:54.960 --> 00:10:56.160]  在做什麼呢?
[00:10:56.160 --> 00:10:57.840]  說主人壞話
[00:10:57.840 --> 00:11:02.160]  而且對於大衛來說是一個要心要肺的說話
[00:11:02.160 --> 00:11:03.440]  當然我們無法證實
[00:11:03.440 --> 00:11:06.600]  究竟米菲波切是否真的這樣想
[00:11:06.600 --> 00:11:10.280]  還是他們兩個人都各懷鬼胎呢?
[00:11:10.280 --> 00:11:11.640]  大衛無法查
[00:11:11.640 --> 00:11:13.640]  也無心去查證
[00:11:13.640 --> 00:11:15.800]  於是就將米菲波切的財產
[00:11:15.800 --> 00:11:17.920]  給洗吧
[00:11:17.920 --> 00:11:20.040]  洗吧在第四節回答大衛說
[00:11:20.040 --> 00:11:22.160]  「我叩拜我主我王」
[00:11:22.160 --> 00:11:25.080]  「願我在你眼前蒙恩」
[00:11:25.080 --> 00:11:27.240]  我們說他可以想像得到
[00:11:27.240 --> 00:11:29.040]  洗吧那種得戚
[00:11:29.040 --> 00:11:34.000]  計謀得逞的那種嘴臉
[00:11:34.000 --> 00:11:37.000]  此外除了假意關心大衛的人之外
[00:11:37.000 --> 00:11:41.760]  我們也看到有一位向大衛辱罵發洩的人
[00:11:41.760 --> 00:11:45.040]  繼續三號議記下第十六章五節開始
[00:11:45.040 --> 00:11:47.400]  大衛王到一個地方巴胡林
[00:11:47.400 --> 00:11:48.680]  見有一個人出來
[00:11:48.680 --> 00:11:51.040]  就是塑羅族基拉的兒子
[00:11:51.040 --> 00:11:53.400]  名叫士梅
[00:11:53.400 --> 00:11:55.240]  他一面走
[00:11:55.240 --> 00:11:56.480]  一面咒罵
[00:11:56.480 --> 00:11:59.960]  又拿石頭砍大衛王和王的臣服
[00:11:59.960 --> 00:12:03.320]  眾民和勇士都在王的左右
[00:12:03.320 --> 00:12:05.360]  首先士梅是什麼人呢?
[00:12:05.360 --> 00:12:06.680]  是塑羅族
[00:12:06.680 --> 00:12:08.440]  就是他和他同族的人
[00:12:08.440 --> 00:12:09.880]  便是孟子派
[00:12:09.880 --> 00:12:11.640]  跟著就是和塑羅同族
[00:12:11.640 --> 00:12:13.920]  是其中基拉的兒子
[00:12:13.920 --> 00:12:18.240]  當然他對大衛和塑羅家
[00:12:18.240 --> 00:12:20.640]  那種的爭執
[00:12:20.640 --> 00:12:22.760]  是很上心的
[00:12:22.760 --> 00:12:26.160]  的確如果我們看回歷史的話
[00:12:26.160 --> 00:12:29.400]  大衛最初作王的時候
[00:12:29.400 --> 00:12:32.840]  最初作王是在希伯倫的地方作王
[00:12:32.840 --> 00:12:34.440]  那時候作王七年半
[00:12:34.440 --> 00:12:35.440]  為什麼要這樣呢?
[00:12:35.440 --> 00:12:38.640]  因為那時候只有猶太之派跟隨他
[00:12:38.640 --> 00:12:41.120]  猶太之派和其他以色列
[00:12:41.120 --> 00:12:43.720]  即是塑羅家一直在打仗
[00:12:43.720 --> 00:12:45.280]  直到七年之後
[00:12:45.280 --> 00:12:46.800]  塑羅家內亂
[00:12:46.800 --> 00:12:49.320]  以色列人才擁立
[00:12:49.320 --> 00:12:52.640]  大衛作為他們整個以色列人的王
[00:12:52.640 --> 00:12:56.920]  相信在這個爭執當中
[00:12:56.920 --> 00:12:59.280]  可能善會的一些親戚
[00:12:59.280 --> 00:13:02.760]  或者叔伯或者是子弟
[00:13:02.760 --> 00:13:05.400]  在跟大衛家爭戰的時候可能傷亡
[00:13:05.400 --> 00:13:06.960]  但聖經沒有記載
[00:13:06.960 --> 00:13:08.320]  但是這裡呢
[00:13:08.320 --> 00:13:11.240]  我們可以看到他非常憤怒
[00:13:11.240 --> 00:13:13.560]  當然在大衛作王的時候
[00:13:13.560 --> 00:13:16.560]  他沒有辦法也沒有機會去發聲
[00:13:16.560 --> 00:13:19.720]  但是當大衛王要落難了
[00:13:19.720 --> 00:13:21.240]  要流亡的時候
[00:13:21.240 --> 00:13:22.280]  他就不怕了
[00:13:22.280 --> 00:13:23.480]  盡情地奏作
[00:13:23.480 --> 00:13:25.720]  發洩他心中的怨憤
[00:13:25.720 --> 00:13:28.240]  第七節我們看到聖經裡面記載
[00:13:28.240 --> 00:13:29.760]  師妹奏麻華
[00:13:29.760 --> 00:13:32.000]  你這個流人血的壞人
[00:13:32.000 --> 00:13:33.680]  去吧!去吧!
[00:13:33.680 --> 00:13:35.480]  你流塑羅全家的血
[00:13:35.480 --> 00:13:36.760]  接續他作王
[00:13:36.760 --> 00:13:37.640]  耶和華
[00:13:37.640 --> 00:13:40.240]  現在罪歸在你身上
[00:13:40.240 --> 00:13:42.920]  將國交給你兒子阿沙隆
[00:13:42.920 --> 00:13:44.840]  現在你自取其禍
[00:13:44.840 --> 00:13:46.840]  因為你是流人血的人
[00:13:49.200 --> 00:13:52.800]  雖然聖經很清楚地記載塑羅
[00:13:52.800 --> 00:13:53.880]  約拿丹
[00:13:53.880 --> 00:13:55.880]  以及之後繼承王位的人
[00:13:55.880 --> 00:13:58.320]  他們的死也不關大衛的事
[00:13:58.320 --> 00:13:59.840]  但是有時候我們也明白到
[00:13:59.840 --> 00:14:01.280]  一個人很憤怒的時候
[00:14:01.280 --> 00:14:03.840]  他什麼都扯在一起說
[00:14:03.840 --> 00:14:05.680]  所以將所有的事情
[00:14:05.680 --> 00:14:07.200]  都計算在裡面
[00:14:07.200 --> 00:14:09.840]  不僅是他個人的恩怨
[00:14:09.840 --> 00:14:11.240]  族人的恩怨
[00:14:11.240 --> 00:14:13.680]  他甚至解讀
[00:14:13.680 --> 00:14:15.360]  大衛為什麼會有這樣的下場
[00:14:15.360 --> 00:14:16.880]  是因為神去審判他
[00:14:16.880 --> 00:14:18.000]  審判這個壞人
[00:14:18.000 --> 00:14:19.640]  你終於有今天了
[00:14:19.640 --> 00:14:25.920]  我們剛剛看到有三類的角色
[00:14:25.920 --> 00:14:27.400]  或者我們可以先停一停
[00:14:27.400 --> 00:14:29.200]  想一想
[00:14:29.200 --> 00:14:31.800]  我們在我們的生活
[00:14:31.800 --> 00:14:33.440]  人生當中
[00:14:33.440 --> 00:14:35.640]  不論你是年少的
[00:14:35.640 --> 00:14:38.120]  或者你是年長的
[00:14:38.120 --> 00:14:39.200]  不多不少
[00:14:39.200 --> 00:14:42.720]  都遇過這樣的人
[00:14:42.720 --> 00:14:44.000]  平時好好的
[00:14:44.000 --> 00:14:45.720]  相安無事
[00:14:45.720 --> 00:14:47.320]  可能大家都是合作
[00:14:47.320 --> 00:14:48.320]  嘻嘻哈哈
[00:14:48.320 --> 00:14:49.560]  或者生意上
[00:14:49.560 --> 00:14:51.640]  都大家一起去做的
[00:14:51.640 --> 00:14:54.320]  但是當你經歷到挫折
[00:14:54.320 --> 00:14:57.640]  或者巨大的變故的時候
[00:14:57.640 --> 00:15:02.400]  他真的面孔和性情才會出來
[00:15:02.400 --> 00:15:04.520]  有些人是會為你好的
[00:15:04.520 --> 00:15:07.840]  不論什麼警方都會尊重你
[00:15:07.840 --> 00:15:09.680]  為你兩脅插刀
[00:15:09.680 --> 00:15:11.920]  義氣的朋友
[00:15:11.920 --> 00:15:14.680]  也有一些在屬靈上很支持你的
[00:15:14.680 --> 00:15:17.440]  去祈禱
[00:15:17.440 --> 00:15:19.960]  去分享、分擔
[00:15:19.960 --> 00:15:21.440]  但是也有很多
[00:15:21.440 --> 00:15:23.960]  可以乘機去利用你的人
[00:15:23.960 --> 00:15:27.360]  或者也有不少覺得你是活該的
[00:15:27.360 --> 00:15:28.920]  甚至還要把神搬出來
[00:15:28.920 --> 00:15:30.560]  一定是你犯罪得罪神
[00:15:30.560 --> 00:15:32.040]  神現在審判你了
[00:15:32.040 --> 00:15:33.680]  天收你了
[00:15:33.680 --> 00:15:36.320]  完全可以翻臉都可以
[00:15:36.320 --> 00:15:37.960]  或者我記得的一首
[00:15:37.960 --> 00:15:40.600]  我以前的流行曲
[00:15:40.600 --> 00:15:44.560]  「難分真與假,人面多險詐」
[00:15:44.560 --> 00:15:47.040]  雖然人心叵測
[00:15:47.040 --> 00:15:50.520]  但是假如我們在生活當中
[00:15:50.520 --> 00:15:53.520]  所充滿的、經常想著的
[00:15:53.520 --> 00:15:55.960]  都是那些得罪我們的人
[00:15:55.960 --> 00:15:57.760]  對我們不住的人
[00:15:57.760 --> 00:15:59.880]  或者我們只是停留在我們慨嘆
[00:15:59.880 --> 00:16:02.320]  人情冷暖的時候
[00:16:02.320 --> 00:16:05.520]  我們的心會非常失望的
[00:16:05.520 --> 00:16:08.040]  甚至內心會有很多苦毒的
[00:16:08.040 --> 00:16:10.000]  或者你可能見過那些弟兄姊妹
[00:16:10.000 --> 00:16:12.280]  或者是跟其他人有爭執
[00:16:12.280 --> 00:16:17.040]  或者說話上經常在心裡困擾著
[00:16:17.040 --> 00:16:18.720]  走不開的
[00:16:18.720 --> 00:16:21.320]  但是我想弟兄姊妹在這段聖經當中
[00:16:21.320 --> 00:16:24.240]  不單止看到這個世界上有不同的人
[00:16:24.240 --> 00:16:26.200]  而是我們藉著看看大衛
[00:16:26.200 --> 00:16:28.280]  在這個困境當中
[00:16:28.280 --> 00:16:29.920]  在他失勢的時候
[00:16:29.920 --> 00:16:32.320]  他究竟是怎樣對人的呢?
[00:16:32.320 --> 00:16:35.400]  他究竟是怎樣信靠神的呢?
[00:16:35.400 --> 00:16:37.960]  當時大衛自己生死攸關
[00:16:37.960 --> 00:16:40.840]  因為亞撒隆的叛軍快到了
[00:16:40.840 --> 00:16:43.520]  他已經沒有時間去弄虛作假
[00:16:43.520 --> 00:16:48.080]  或者在鏡頭面前做一個很華麗的形象
[00:16:48.080 --> 00:16:50.720]  那究竟大衛是一個怎樣的人呢?
[00:16:50.720 --> 00:16:52.040]  或者在他身上
[00:16:52.040 --> 00:16:55.920]  可以讓我們學會怎樣去自處或者對人呢?
[00:16:55.920 --> 00:16:58.400]  首先第一點我們所看到的
[00:16:58.400 --> 00:17:01.320]  就是大衛在這麼危急的時候
[00:17:01.320 --> 00:17:04.200]  他都會很為人去設想的
[00:17:04.200 --> 00:17:07.560]  剛才我們不是讀到有一批很忠心大衛的人
[00:17:07.560 --> 00:17:09.160]  願意跟隨他
[00:17:09.160 --> 00:17:12.480]  當中有一班外邦人的僱傭兵
[00:17:12.480 --> 00:17:16.240]  例如是加特仁爾泰說
[00:17:16.240 --> 00:17:18.520]  「你去哪裡我都跟著你」
[00:17:18.520 --> 00:17:21.080]  第十九節,十五章十九節記載了
[00:17:21.080 --> 00:17:23.360]  王對加特仁爾泰說
[00:17:23.360 --> 00:17:25.800]  「你是外邦逃來的人」
[00:17:25.800 --> 00:17:28.000]  「為什麼與我們同去呢?」
[00:17:28.000 --> 00:17:31.000]  「你可以回去與新王同住」
[00:17:31.000 --> 00:17:33.720]  「或者回你本地去吧」
[00:17:33.720 --> 00:17:35.600]  「你來的日子不多」
[00:17:35.600 --> 00:17:39.400]  「我今天怎好叫你與我們一同漂流」
[00:17:39.400 --> 00:17:41.720]  「沒有一定的住處呢?」
[00:17:41.720 --> 00:17:44.120]  「你不如帶你的弟兄回去吧」
[00:17:44.120 --> 00:17:48.880]  「願耶和華用慈哀誠實待你」
[00:17:48.880 --> 00:17:52.320]  大衛想他們走,過回自己的生活
[00:17:52.320 --> 00:17:55.240]  並不是因為大衛信不過他們
[00:17:55.240 --> 00:17:58.360]  而是大衛站在他們的立場
[00:17:58.360 --> 00:18:00.760]  為了去他們的好處來打算
[00:18:00.760 --> 00:18:05.120]  為他們的前途來著想
[00:18:05.120 --> 00:18:08.440]  大衛知道這班外邦人與他非親非故
[00:18:08.440 --> 00:18:10.000]  他是僱傭兵
[00:18:10.000 --> 00:18:12.240]  可以回鄉下謀生
[00:18:12.240 --> 00:18:15.160]  也可以留在雷實欖服侍新王
[00:18:15.160 --> 00:18:18.320]  怎好叫他們與他一起漂流
[00:18:18.320 --> 00:18:21.080]  不知是生死呢?
[00:18:21.080 --> 00:18:27.200]  這裡我們可以看到大衛那種高尚的情操
