
[00:00:00.000 --> 00:00:04.000]  在舊約裡有很重要的就是十戒
[00:01:58.000 --> 00:02:02.000]  所以這個是叫我們要去遵守的
[00:02:02.000 --> 00:02:07.000]  所以十戒也成為當時整個世界
[00:02:07.000 --> 00:02:13.000]  一個社會道德倫理一個很重要的典範
[00:02:13.000 --> 00:02:17.000]  所以十戒實在是非常之重要
[00:02:17.000 --> 00:02:20.000]  十戒在聖經裡面出現了兩次
[00:02:20.000 --> 00:02:26.000]  第一次是記載在出埃及記第二十章
[00:02:26.000 --> 00:02:30.000]  在十戒開頭有一個序言
[00:02:30.000 --> 00:02:38.000]  就是說我將你們從圍爐之地領出來
[00:02:38.000 --> 00:02:43.000]  有很多人覺得十戒就是不可慢
[00:02:43.000 --> 00:02:48.000]  好像很負面好像很反面很消極
[00:02:48.000 --> 00:02:49.000]  但不是的
[00:02:49.000 --> 00:02:52.000]  原來你知不知道神很愛他們
[00:02:52.000 --> 00:02:57.000]  是將他們從埃及圍爐之地領出來
[00:02:57.000 --> 00:03:02.000]  所以整個十戒是用殷典作為背景
[00:03:02.000 --> 00:03:05.000]  作為背後的動機
[00:03:05.000 --> 00:03:07.000]  是神愛他們
[00:03:07.000 --> 00:03:09.000]  有殷典在他們身上
[00:03:09.000 --> 00:03:13.000]  將他們從圍爐之地勾拔出來
[00:03:13.000 --> 00:03:17.000]  所以他們就要這樣這樣
[00:03:17.000 --> 00:03:22.000]  而第二段記載就在生命記第五章
[00:03:22.000 --> 00:03:24.000]  那裡有一點點不同
[00:03:24.000 --> 00:03:28.000]  雖然他都提到神將他們從埃及地領出來
[00:03:28.000 --> 00:03:35.000]  但那裡是說神在西乃山上面跟他們立約
[00:03:35.000 --> 00:03:39.000]  所以十戒也是一個約
[00:03:39.000 --> 00:03:43.000]  大家都知道如果我跟你簽了一個合約
[00:03:43.000 --> 00:03:47.000]  那我跟你雙方都要去遵守
[00:03:47.000 --> 00:03:50.000]  所以這是我們跟神之間的立約
[00:03:50.000 --> 00:03:53.000]  神守約施之愛
[00:03:53.000 --> 00:03:55.000]  在我們那方面
[00:03:55.000 --> 00:04:00.000]  我們也都要遵行這個誡命
[00:04:00.000 --> 00:04:03.000]  現在我們先開始說第一誡
[00:04:03.000 --> 00:04:09.000]  第一誡就是你不可以有別的神
[00:04:09.000 --> 00:04:16.000]  只有我是耶和華獨一的神
[00:04:16.000 --> 00:04:19.000]  為什麼這個誡命這麼重要呢
[00:04:19.000 --> 00:04:24.000]  就讓我們知道原來只有一位的神
[00:04:24.000 --> 00:04:28.000]  一位最高、最尊、最大
[00:04:28.000 --> 00:04:31.000]  創造這個宇宙萬物的神
[00:04:31.000 --> 00:04:34.000]  所以我們應該要尊崇祂
[00:04:34.000 --> 00:04:36.000]  我們應該要愛祂
[00:04:36.000 --> 00:04:38.000]  我們應該要認識祂
[00:04:38.000 --> 00:04:41.000]  我們應該要親近祂
[00:04:41.000 --> 00:04:43.000]  所以第一誡
[00:04:43.000 --> 00:04:50.000]  是介紹這位獨一而愛我們、拯救我們、救拔我們
[00:04:50.000 --> 00:04:53.000]  而將我們領我們出埃及
[00:04:53.000 --> 00:04:57.000]  那一位這麼奇妙的神
[00:04:57.000 --> 00:05:02.000]  我們尊崇祂、我們服侍祂、我們敬畏祂
[00:05:02.000 --> 00:05:04.000]  所以在第一誡裡面
[00:05:04.000 --> 00:05:10.000]  就是介紹神其實是與我們有關係的
[00:05:10.000 --> 00:05:18.000]  我們需要去靠近、去敬拜、去認識、去知道這位的神
[00:05:18.000 --> 00:05:24.000]  所以可以說第一誡是講我們敬拜的對象
[00:05:24.000 --> 00:05:27.000]  我們所信的是一位怎樣的神
[00:05:27.000 --> 00:05:31.000]  大家都知道當摩西神呼召他
[00:05:31.000 --> 00:05:34.000]  叫他帶領以色列人到埃及
[00:05:34.000 --> 00:05:35.000]  摩西就說
[00:05:35.000 --> 00:05:40.000]  當我回去跟那些以色列人說神你叫什麼名字
[00:05:40.000 --> 00:05:42.000]  你是哪一位的神
[00:05:42.000 --> 00:05:47.000]  神就說我是自有永有的神
[00:05:47.000 --> 00:05:49.000]  I am that I am
[00:05:49.000 --> 00:05:51.000]  我就是我
[00:05:51.000 --> 00:05:56.000]  我是那個自有永有我自己存在的神
[00:05:56.000 --> 00:06:01.000]  所以摩西就用這句話來介紹這位的神
[00:06:01.000 --> 00:06:04.000]  今天我們所信的這位的神
[00:06:04.000 --> 00:06:10.000]  都是獨一永恆、自有永有的神
[00:06:10.000 --> 00:06:13.000]  這裏包含兩個含義
[00:06:13.000 --> 00:06:15.000]  第一就是除我以外
[00:06:15.000 --> 00:06:18.000]  沒有其他的神
[00:06:18.000 --> 00:06:21.000]  沒有其他的神
[00:06:21.000 --> 00:06:24.000]  只有一位其他那些
[00:06:24.000 --> 00:06:27.000]  你是去拜偶像
[00:06:27.000 --> 00:06:30.000]  那些偶像都是人造出來的
[00:06:30.000 --> 00:06:32.000]  他們不是神
[00:06:32.000 --> 00:06:35.000]  他們是用木頭造的
[00:06:35.000 --> 00:06:37.000]  用石頭造的
[00:06:37.000 --> 00:06:39.000]  用各樣雕刻來造的
[00:06:39.000 --> 00:06:44.000]  所以我們只有一位獨一的真神
[00:06:44.000 --> 00:06:46.000]  這個非常重要
[00:06:46.000 --> 00:06:48.000]  沒有其他神
[00:06:48.000 --> 00:06:51.000]  只有一位獨一的神
[00:06:51.000 --> 00:06:53.000]  第二就是讓我們知道
[00:06:53.000 --> 00:06:58.000]  我們必須要專心愛這位的神
[00:06:58.000 --> 00:07:02.000]  愛祂敬畏祂
[00:07:02.000 --> 00:07:06.000]  愛是很有排斥性的
[00:07:06.000 --> 00:07:08.000]  譬如你結了婚
[00:07:08.000 --> 00:07:11.000]  你就愛你的太太
[00:07:11.000 --> 00:07:14.000]  那你太太又愛你
[00:07:14.000 --> 00:07:16.000]  那你可不可以愛另一個女人
[00:07:16.000 --> 00:07:18.000]  當然不行
[00:07:18.000 --> 00:07:23.000]  有時候當你和另一個女人聊了很久
[00:07:23.000 --> 00:07:26.000]  太太都可能看著你做什麼
[00:07:26.000 --> 00:07:29.000]  為什麼你和她這麼好聊
[00:07:29.000 --> 00:07:31.000]  所以在我們的心裡
[00:07:31.000 --> 00:07:34.000]  我們是不可以有第二條心的
[00:07:34.000 --> 00:07:37.000]  必須要專一
[00:07:37.000 --> 00:07:40.000]  很獨一地愛我們的神
[00:07:40.000 --> 00:07:42.000]  就好像你在婚姻裡
[00:07:42.000 --> 00:07:44.000]  你對你的配偶
[00:07:44.000 --> 00:07:46.000]  必須要忠心
[00:07:46.000 --> 00:07:49.000]  必須要忠貞
[00:07:49.000 --> 00:07:51.000]  所以有時候在聖經裡都說
[00:07:51.000 --> 00:07:55.000]  我們的神是一位記者的神
[00:07:55.000 --> 00:07:57.000]  什麼叫記者呢
[00:07:57.000 --> 00:07:59.000]  就好像有一點點妒忌
[00:07:59.000 --> 00:08:01.000]  愛你愛到一個程度
[00:08:01.000 --> 00:08:04.000]  你只能專一地愛祂
[00:08:04.000 --> 00:08:07.000]  否則神會妒忌
[00:08:07.000 --> 00:08:12.000]  所以我們必須要很專心愛我們的神
[00:08:12.000 --> 00:08:14.000]  單單跟從祂
[00:08:14.000 --> 00:08:16.000]  在聖經裡有一個人物
[00:08:16.000 --> 00:08:19.000]  每一次聖經提起
[00:08:19.000 --> 00:08:21.000]  都有一個形容
[00:08:21.000 --> 00:08:24.000]  他是專心跟從耶和華
[00:08:24.000 --> 00:08:27.000]  我想大家都想到我想說的是誰
[00:08:27.000 --> 00:08:29.000]  就是迦勒
[00:08:29.000 --> 00:08:31.000]  十二個探子裡面
[00:08:31.000 --> 00:08:34.000]  其中兩個回報是很積極的
[00:08:34.000 --> 00:08:36.000]  一個就是約書亞
[00:08:36.000 --> 00:08:38.000]  一個就是迦勒
[00:08:38.000 --> 00:08:40.000]  聖經裡面
[00:08:40.000 --> 00:08:43.000]  起碼出現了五個經文
[00:08:43.000 --> 00:08:49.000]  都是說迦勒是專心跟從耶和華
[00:08:49.000 --> 00:08:51.000]  這個人很特別
[00:08:51.000 --> 00:08:54.000]  這個人有一個很大的特徵
[00:08:54.000 --> 00:08:57.000]  就是他那個單一
[00:08:57.000 --> 00:08:59.000]  很專注
[00:08:59.000 --> 00:09:01.000]  很愛神
[00:09:01.000 --> 00:09:03.000]  他愛神只愛一個
[00:09:03.000 --> 00:09:06.000]  而且是很全心全意
[00:09:06.000 --> 00:09:08.000]  很投入
[00:09:08.000 --> 00:09:12.000]  很行徹地去愛我們的神
[00:09:12.000 --> 00:09:14.000]  求神都幫助我們
[00:09:14.000 --> 00:09:16.000]  讓我們在第一屆裡面
[00:09:16.000 --> 00:09:18.000]  我們學一個很重要的功課
[00:09:18.000 --> 00:09:22.000]  原來沒有其他神
[00:09:22.000 --> 00:09:23.000]  只有一位
[00:09:23.000 --> 00:09:25.000]  而且他是期待
[00:09:25.000 --> 00:09:29.000]  我們傳言專心專一的愛他
[00:09:29.000 --> 00:09:31.000]  愛他到底
[00:09:31.000 --> 00:09:34.000]  求神幫助你和我
[00:09:34.000 --> 00:09:37.000]  今天都單愛我們的神
[00:09:37.000 --> 00:09:39.000]  專心跟從他
[00:09:39.000 --> 00:09:41.000]  在我們的生命裡面
[00:09:41.000 --> 00:09:44.000]  見證神的偉大
[00:09:44.000 --> 00:09:46.000]  願神賜福給你
