
[00:00:00.000 --> 00:00:04.000]  如果大家有上Facebook
[00:04:40.000 --> 00:04:43.000]  大家再留意第一至二節的時候
[00:04:43.000 --> 00:04:45.000]  你會發現
[00:04:45.000 --> 00:04:48.000]  大家先看一看聖經
[00:04:48.000 --> 00:04:52.000]  一群人圍著耶穌做什麼呢?
[00:04:52.000 --> 00:04:54.000]  圍著耶穌聽道
[00:04:54.000 --> 00:04:56.000]  你會再問
[00:04:56.000 --> 00:04:59.000]  整天都有人圍著耶穌聽道
[00:04:59.000 --> 00:05:00.000]  有什麼奇怪?
[00:05:00.000 --> 00:05:02.000]  為什麼這次有問題呢?
[00:05:02.000 --> 00:05:04.000]  事情就是在這次聽道之後
[00:05:04.000 --> 00:05:09.000]  耶穌和那群稅吏、罪人那群人
[00:05:09.000 --> 00:05:16.000]  你用我們今天的說話就是一群你覺得不屬靈、不潔淨的人
[00:05:16.000 --> 00:05:18.000]  不配信上帝
[00:05:18.000 --> 00:05:21.000]  不配聽上帝之道的人
[00:05:21.000 --> 00:05:24.000]  竟然主耶穌這一位屬靈的老師
[00:05:24.000 --> 00:05:28.000]  和這群人一起犯罪
[00:05:28.000 --> 00:05:31.000]  吃飯的犯罪、咎的罪
[00:05:31.000 --> 00:05:34.000]  一起吃飯來相聚
[00:05:34.000 --> 00:05:35.000]  我簡稱
[00:05:35.000 --> 00:05:36.000]  我經常和大家節目說
[00:05:36.000 --> 00:05:38.000]  我們一起犯罪
[00:05:38.000 --> 00:05:40.000]  一起吃飯、聊天
[00:05:40.000 --> 00:05:43.000]  屬靈交流的意思
[00:05:43.000 --> 00:05:48.000]  然後就引來這群法利塞人和律法教師的非議
[00:05:48.000 --> 00:05:50.000]  接著去到第三節
[00:05:50.000 --> 00:05:54.000]  於是耶穌就對他們講這個比喻
[00:05:54.000 --> 00:05:56.000]  所以我們要去問
[00:05:56.000 --> 00:05:58.000]  第一
[00:05:58.000 --> 00:06:04.000]  為什麼耶穌和那群稅吏和罪人
[00:06:04.000 --> 00:06:06.000]  就是販子一群的罪人
[00:06:06.000 --> 00:06:10.000]  吃飯有什麼問題呢?
[00:06:10.000 --> 00:06:12.000]  為什麼會有問題呢?
[00:06:12.000 --> 00:06:14.000]  他又不是殺人
[00:06:14.000 --> 00:06:15.000]  又不是放火
[00:06:15.000 --> 00:06:17.000]  只是吃一頓飯
[00:06:17.000 --> 00:06:20.000]  為什麼會引致這群法利塞人
[00:06:20.000 --> 00:06:22.000]  和一群律法的教師
[00:06:22.000 --> 00:06:24.000]  這麼不滿
[00:06:24.000 --> 00:06:27.000]  這麼不高興呢?
[00:06:27.000 --> 00:06:31.000]  在當中我們要去再想下去的時候
[00:06:31.000 --> 00:06:34.000]  我們首先就要明白
[00:06:34.000 --> 00:06:39.000]  法利塞人他們的世界
[00:06:39.000 --> 00:06:42.000]  然後我們就會慢慢明白
[00:06:42.000 --> 00:06:44.000]  為什麼大兒子這麼憤怒
[00:06:44.000 --> 00:06:47.000]  知道爸爸要餵小孩
[00:06:47.000 --> 00:06:54.000]  擺設大排筵席
[00:06:54.000 --> 00:06:56.000]  為什麼他這麼憤怒
[00:06:56.000 --> 00:07:01.000]  如果我們不重了解法利塞人的背景
[00:07:01.000 --> 00:07:03.000]  他的思想文化
[00:07:03.000 --> 00:07:08.000]  大概不會明白為什麼大兒子這麼憤怒
[00:07:08.000 --> 00:07:12.000]  說起法利塞人的時候
[00:07:12.000 --> 00:07:15.000]  不知道大家有什麼印象
[00:07:15.000 --> 00:07:17.000]  大概新約的法利塞人
[00:07:17.000 --> 00:07:19.000]  經常和耶穌對著幹
[00:07:19.000 --> 00:07:24.000]  和耶穌對著幹的那群一定是壞人
[00:07:24.000 --> 00:07:26.000]  我們再想想
[00:07:26.000 --> 00:07:30.000]  法利塞人是不是真的這麼壞呢?
[00:07:30.000 --> 00:07:33.000]  我估計如果在今時今日
[00:07:33.000 --> 00:07:35.000]  走了一個法利塞人
[00:07:35.000 --> 00:07:37.000]  這樣類似的人進教會
[00:07:37.000 --> 00:07:40.000]  你會覺得他很超凡入聖
[00:07:40.000 --> 00:07:42.000]  很淑靈
[00:07:42.000 --> 00:07:44.000]  每天六點回來教會
[00:07:44.000 --> 00:07:46.000]  祈禱你行不行?
[00:07:46.000 --> 00:07:49.000]  這個是在當時
[00:07:49.000 --> 00:07:54.000]  和我們現在的認知有些落差
[00:07:54.000 --> 00:07:56.000]  法利塞人是不是真的這麼壞呢?
[00:07:56.000 --> 00:08:01.000]  法利塞人的意思其實原意就是
[00:08:01.000 --> 00:08:08.000]  是從一些一切不潔淨的人和事裡面分別出來
[00:08:08.000 --> 00:08:12.000]  而法利塞人關於分別的一個堅持
[00:08:12.000 --> 00:08:18.000]  大概可以追溯到主前200年前的瑪加比時代
[00:08:18.000 --> 00:08:21.000]  當時統治猶太人的西流古王朝
[00:08:21.000 --> 00:08:25.000]  他極力推行一個運動叫做希臘化的運動
[00:08:25.000 --> 00:08:27.000]  包括去推行希臘的文化
[00:08:27.000 --> 00:08:30.000]  宗教和皇帝的崇拜
[00:08:30.000 --> 00:08:34.000]  即是一個異邦崇拜和皇帝崇拜
[00:08:34.000 --> 00:08:38.000]  都包括在這個希臘化的運動當中
[00:08:38.000 --> 00:08:42.000]  在這種運動的情況下
[00:08:42.000 --> 00:08:47.000]  產生了一種很敬虔的人叫做哈西典人
[00:08:47.000 --> 00:08:52.000]  他們就走出來呼籲大家要拒絕希臘化
[00:08:52.000 --> 00:08:55.000]  正如我們今日教務同工時常跟大家說
[00:08:55.000 --> 00:08:57.000]  我們要拒絕世俗化
[00:08:57.000 --> 00:09:00.000]  其實那個含義是很廣闊的
[00:09:00.000 --> 00:09:03.000]  接著他們立志要將自己
[00:09:03.000 --> 00:09:08.000]  從希臘化這個社會文化裡面去分別出來
[00:09:08.000 --> 00:09:10.000]  而這個分別的行動
[00:09:10.000 --> 00:09:15.000]  最後是引致一個很出名的瑪加比革命
[00:09:15.000 --> 00:09:19.000]  你當是一個宗教的復興都可以
[00:09:19.000 --> 00:09:23.000]  並且在主前164年獲得初步的勝利
[00:09:23.000 --> 00:09:27.000]  而這個勝利就讓一班猶太人
[00:09:27.000 --> 00:09:35.000]  去得以從聖殿裡面的異教的祭壇來去拆毀
[00:09:35.000 --> 00:09:40.000]  並且恢復在聖殿裡面一個適當合宜的奉獻
[00:09:40.000 --> 00:09:42.000]  一個的獻祭
[00:09:42.000 --> 00:09:45.000]  從此之後有一班的哈西典人
[00:09:45.000 --> 00:09:50.000]  認為他們已經得到了期盼已久的宗教自由
[00:09:50.000 --> 00:09:54.000]  從此就不再熱心於武力抗爭的行動
[00:09:54.000 --> 00:09:58.000]  因此就將自己從政治的權力核心裡面分別出來
[00:09:58.000 --> 00:10:02.000]  走出來專心以一個敬虔的生活
[00:10:02.000 --> 00:10:08.000]  禁食禱告來等待上帝的來臨和拯救
[00:10:08.000 --> 00:10:12.000]  這些從政治舞台分別出來的人
[00:10:12.000 --> 00:10:17.000]  這班人就是法利塞人的前身
[00:10:17.000 --> 00:10:19.000]  他們是這樣出來的
[00:10:19.000 --> 00:10:21.000]  因此在新約的時代
[00:10:21.000 --> 00:10:27.000]  法利塞人在猶太人的政治和宗教圈子都很吃得開
[00:10:27.000 --> 00:10:30.000]  他們都很受當時的人民
[00:10:30.000 --> 00:10:35.000]  即社會的人普遍的尊重和歡迎
[00:10:35.000 --> 00:10:37.000]  也都很有他的影響力
[00:10:37.000 --> 00:10:39.000]  不過法利塞人最大的特色
[00:10:39.000 --> 00:10:44.000]  不是在於他們在當時社會地位政治上的影響力
[00:10:44.000 --> 00:10:50.000]  而是在於他們在宗教裡面的敬虔的行動
[00:10:50.000 --> 00:10:54.000]  好,在今天舉另外一個例子
[00:10:54.000 --> 00:10:56.000]  好,麻煩Pound Pond
[00:10:56.000 --> 00:10:58.000]  在某些內地的教會
[00:10:58.000 --> 00:11:03.000]  就有一些這樣的牌子動了在教堂那裡
[00:11:03.000 --> 00:11:11.000]  有沒有圖找得出來呢?
[00:11:11.000 --> 00:11:14.000]  OK,不要緊
[00:11:14.000 --> 00:11:16.000]  可能只有我才看到
[00:11:16.000 --> 00:11:18.000]  我讀給大家聽
[00:11:18.000 --> 00:11:21.000]  其中有些規矩叫做
[00:11:21.000 --> 00:11:27.000]  不可穿著暴露的
[00:11:27.000 --> 00:11:29.000]  有了,我看到
[00:11:29.000 --> 00:11:34.000]  謝謝,當我快要忘記的時候又出來
[00:11:34.000 --> 00:11:36.000]  有很多的規矩
[00:11:36.000 --> 00:11:39.000]  正如我們開始崇拜的時候
[00:11:39.000 --> 00:11:41.000]  要關掉手提電話
[00:11:41.000 --> 00:11:44.000]  不要開著你的響鬧裝置
[00:11:44.000 --> 00:11:50.000]  第二,不要隨地吐痰
[00:11:50.000 --> 00:11:55.000]  第三,不要在教堂範圍裡面吸煙
[00:11:55.000 --> 00:12:00.000]  第四,不要在教堂裡面談戀愛
[00:12:00.000 --> 00:12:03.000]  英文很有趣,是No Love
[00:12:03.000 --> 00:12:07.000]  在教會裡面沒有愛,是不准談戀愛
[00:12:07.000 --> 00:12:13.000]  接著,請勿在教堂裡面大聲喧嚷
[00:12:13.000 --> 00:12:16.000]  請勿衣冠不整
[00:12:16.000 --> 00:12:21.000]  請勿在教堂裡面吃東西和喝東西
[00:12:21.000 --> 00:12:25.000]  請勿隨便拿走教堂裡面的物品
[00:12:25.000 --> 00:12:31.000]  也不要破壞教堂裡面的公物
[00:12:31.000 --> 00:12:35.000]  教堂聖地,謝謝合作
[00:12:35.000 --> 00:12:37.000]  OK
[00:12:37.000 --> 00:12:47.000]  大家大概舉這個例子
[00:12:47.000 --> 00:12:52.000]  就是法利賽人當時的敬虔
[00:12:52.000 --> 00:13:00.000]  是表達了在一些平時的規條規例上
[00:13:00.000 --> 00:13:08.000]  以致在當時帶出了他們對宗教很執著
[00:13:08.000 --> 00:13:12.000]  很堅持某些細節裡面怎樣去執行
[00:13:12.000 --> 00:13:17.000]  例如,在當時他們從外面回家之後
[00:13:17.000 --> 00:13:22.000]  他們會做一件事,就是洗手
[00:13:22.000 --> 00:13:24.000]  我們今天也會洗手
[00:13:24.000 --> 00:13:29.000]  特別有嬰兒回家一定要洗手才能抱他
[00:13:29.000 --> 00:13:31.000]  如果不洗手就不讓抱
[00:13:31.000 --> 00:13:33.000]  有沒有這樣的情況出現
[00:13:33.000 --> 00:13:36.000]  大概我們是為了潔淨衛生
[00:13:36.000 --> 00:13:39.000]  為了衛生不要傳染細菌的問題
[00:13:39.000 --> 00:13:46.000]  當時的法利賽人是怕在外界環境裡面
[00:13:46.000 --> 00:13:49.000]  不知無意之中沾染到
[00:13:49.000 --> 00:13:55.000]  接觸了一些受到污染而不潔淨的東西
[00:13:55.000 --> 00:13:58.000]  可能由外邦人來傳播
[00:13:58.000 --> 00:14:01.000]  所以他們回家後必須要洗手
[00:14:01.000 --> 00:14:05.000]  去行一種潔淨禮
[00:14:05.000 --> 00:14:12.000]  來洗去一切污穢,遠離一切不潔淨的事情
[00:14:12.000 --> 00:14:19.000]  也讓自己從一切不潔淨的東西裡分別出來
[00:14:19.000 --> 00:14:25.000]  以致在當中表達他們對律法那種斟酌
[00:14:25.000 --> 00:14:28.000]  那種追求的熱心
[00:14:28.000 --> 00:14:34.000]  大概我們今天這樣來看的時候
[00:14:34.000 --> 00:14:39.000]  我們今天回教會可能很多人都不合格
[00:14:39.000 --> 00:14:43.000]  崇拜之前有沒有洗手呢?
[00:14:43.000 --> 00:14:44.000]  沒有嘛
[00:14:44.000 --> 00:14:48.000]  你知不知道外面可能沾染到一些不潔淨的東西呢?
[00:14:48.000 --> 00:14:49.000]  那是不知道的
[00:14:49.000 --> 00:14:52.000]  我們今天不會這樣來做這件事
[00:14:52.000 --> 00:14:55.000]  但是昔日他們這樣做
[00:14:55.000 --> 00:15:03.000]  是表達了他們對律法那種遵行的心意
[00:15:03.000 --> 00:15:07.000]  法利塞人這麼熱心來遵守潔淨禮
[00:15:07.000 --> 00:15:11.000]  一方面是尼米基在聖經裡面的提醒
[00:15:11.000 --> 00:15:17.000]  另外一方面也是因為他一種很強烈的尼塞雅的盼望
[00:15:17.000 --> 00:15:22.000]  就是他們相信只要所有的以色列人
[00:15:22.000 --> 00:15:26.000]  都在聖潔和潔淨上面預備好自己
[00:15:26.000 --> 00:15:29.000]  接著尼塞雅就會來了
[00:15:29.000 --> 00:15:36.000]  因此法利塞人會竭盡所能來保持他們自身的聖潔
[00:15:36.000 --> 00:15:41.000]  並且試圖從一切不認真遵行律法
[00:15:41.000 --> 00:15:44.000]  就是不守律法的百姓裡面
[00:15:44.000 --> 00:15:50.000]  分別出來遠離一切不潔淨的人和事
[00:15:50.000 --> 00:15:53.000]  因為他們認為這些百姓
[00:15:53.000 --> 00:15:57.000]  就是不認真遵守律法的百姓和這些外邦人
[00:15:57.000 --> 00:16:01.000]  對他們來說都是不潔淨的
[00:16:01.000 --> 00:16:07.000]  甚至他們是一些罪人 滿身的污穢
[00:16:07.000 --> 00:16:11.000]  所以根據法利塞人的解釋
[00:16:11.000 --> 00:16:16.000]  就是外邦人再加上沒有律法
[00:16:16.000 --> 00:16:20.000]  所以他們天生都是不潔淨的
[00:16:20.000 --> 00:16:28.000]  像不像現在世界某一些的文化宗教分了等級
[00:16:28.000 --> 00:16:32.000]  這些不潔淨的人是不可能得救的
[00:16:32.000 --> 00:16:37.000]  除非你是藉著國禮這個行動
[00:16:37.000 --> 00:16:40.000]  除去你的不潔淨
[00:16:40.000 --> 00:16:44.000]  所以法利塞人是非常之反對基督教會
[00:16:44.000 --> 00:16:50.000]  接受未受國禮的外邦人成為他們的信徒
[00:16:50.000 --> 00:16:53.000]  所以如果這樣做的時候
[00:16:53.000 --> 00:17:00.000]  也是將不潔淨的人帶入一個潔淨的團體裡面
[00:17:00.000 --> 00:17:03.000]  怎麼可能發生這件事呢
[00:17:03.000 --> 00:17:06.000]  不潔淨是會被傳染的
[00:17:06.000 --> 00:17:17.000]  所以他們是很反感任何帶一些外邦人進入他們團體的行動
[00:17:17.000 --> 00:17:22.000]  但是大家再去想法利塞人之所以有這樣的感覺
[00:17:22.000 --> 00:17:27.000]  並不是因為他們天生是邪惡思想狹隘
[00:17:27.000 --> 00:17:29.000]  喜歡鑽牛角尖
[00:17:29.000 --> 00:17:35.000]  而是他們是一群對信仰極之虔誠的信徒
[00:17:35.000 --> 00:17:38.000]  他們之所以有這樣的想法
[00:17:38.000 --> 00:17:46.000]  是因為他們要藉著保持整個律法體系的潔淨性
[00:17:46.000 --> 00:17:48.000]  的完整性
[00:17:48.000 --> 00:17:51.000]  然後他們才覺得
[00:17:51.000 --> 00:17:57.000]  能夠因此而保持著自己是上帝特派的選民
[00:17:57.000 --> 00:17:59.000]  那種特殊的身份
[00:17:59.000 --> 00:18:03.000]  然後這樣等待利塞人來到這個國度再臨的時候
[00:18:03.000 --> 00:18:09.000]  我們就可以這樣來被上帝提升來拯救
[00:18:09.000 --> 00:18:13.000]  所以大家可以再想想當主耶穌去宣告自己
[00:18:13.000 --> 00:18:19.000]  我要跟稅吏和罪人妓女一起吃飯
[00:18:19.000 --> 00:18:23.000]  還要宣告自己有赦罪權柄的時候
[00:18:23.000 --> 00:18:28.000]  他對當時的猶太人是一種威脅
[00:18:28.000 --> 00:18:31.000]  問題不單止是耶穌這樣做
[00:18:31.000 --> 00:18:38.000]  還會拆毀了他們從秘魯巴比倫回來之後
[00:18:38.000 --> 00:18:40.000]  經歷了這麼多歷劫
[00:18:40.000 --> 00:18:45.000]  以至維持一個這麼潔淨完整的律法體系
[00:18:45.000 --> 00:18:48.000]  因為主耶穌你來到
[00:18:48.000 --> 00:18:49.000]  搞三搞四
[00:18:49.000 --> 00:18:52.000]  令到整個系統岌岌可危
[00:18:52.000 --> 00:18:54.000]  他們就是不能夠接受
[00:18:54.000 --> 00:18:58.000]  很怕有這樣的情況發生
[00:18:58.000 --> 00:19:01.000]  所以基本上他們的動機和立場
[00:19:01.000 --> 00:19:05.000]  是完全無可指責的
[00:19:05.000 --> 00:19:10.000]  所以大家再跳進經文去看大仔的時候
[00:19:10.000 --> 00:19:16.000]  為什麼大仔不喜歡慶賀弟弟回家的音樂和跳舞聲
[00:19:16.000 --> 00:19:18.000]  他很生氣不肯進去
[00:19:18.000 --> 00:19:22.000]  不參與也是一種排斥
[00:19:22.000 --> 00:19:28.000]  在當中去不進去的空間和距離
[00:19:28.000 --> 00:19:29.000]  作者就是告訴大家
[00:19:29.000 --> 00:19:34.000]  營造了一種排斥的情況出現
[00:19:34.000 --> 00:19:37.000]  浪子不是再是他的兄弟
[00:19:37.000 --> 00:19:40.000]  在三十節聖經那裡怎麼說
[00:19:40.000 --> 00:19:42.000]  他說你這個兒子
[00:19:42.000 --> 00:19:44.000]  你這個兒子的爸爸
[00:19:44.000 --> 00:19:45.000]  他也不說爸爸
[00:19:45.000 --> 00:19:47.000]  這個是你兒子
[00:19:47.000 --> 00:19:51.000]  這個「者」字帶著輕視的意思
[00:19:51.000 --> 00:19:55.000]  兒子取代了他的兄弟
[00:19:55.000 --> 00:19:58.000]  並且你的不是我的
[00:19:58.000 --> 00:19:59.000]  不關我的事
[00:19:59.000 --> 00:20:01.000]  為什麼他會這樣
[00:20:01.000 --> 00:20:03.000]  為什麼你會這樣對他
[00:20:03.000 --> 00:20:09.000]  這個說法也徹頭徹尾的透露了大兒子的排斥
[00:20:09.000 --> 00:20:13.000]  父親變成了另外一個「他者」
[00:20:13.000 --> 00:20:14.000]  和他沒有關係
[00:20:14.000 --> 00:20:17.000]  是你的兒子
[00:20:17.000 --> 00:20:20.000]  為什麼大仔這麼生氣
[00:20:20.000 --> 00:20:25.000]  哥哥並不是因為他的表現較好
[00:20:25.000 --> 00:20:29.000]  而遭受到一個比較差的待遇而生氣
[00:20:29.000 --> 00:20:32.000]  也不是因為自己應得的產業
[00:20:32.000 --> 00:20:40.000]  現在可能被弟弟這樣用了一部分而生氣
[00:20:40.000 --> 00:20:45.000]  他之所以生氣是因為某些規矩
[00:20:45.000 --> 00:20:52.000]  某些形式去奉為一個神聖化的體系
[00:20:52.000 --> 00:20:54.000]  一些規矩被打破
[00:20:54.000 --> 00:20:56.000]  在當中
[00:20:56.000 --> 00:20:58.000]  大家看回第29節
[00:20:58.000 --> 00:21:01.000]  可能是指一些很努力作功的人
[00:21:01.000 --> 00:21:03.000]  其實在他心裡
[00:21:03.000 --> 00:21:06.000]  照計應該比一些只懂得花錢揮霍
[00:21:06.000 --> 00:21:08.000]  即是洗腳不抹腳的人
[00:21:08.000 --> 00:21:11.000]  應該更加受到彰顯表揚
[00:21:11.000 --> 00:21:16.000]  一個從來沒有違背過命令的人
[00:21:16.000 --> 00:21:23.000]  去腳踏實地幫家人做事侍奉的人
[00:21:23.000 --> 00:21:26.000]  不是應該比一些不負責任的人
[00:21:26.000 --> 00:21:28.000]  更加得到重視嗎
[00:21:28.000 --> 00:21:31.000]  一個忠心耿耿的人
[00:21:31.000 --> 00:21:36.000]  不是應該比那些揮霍者
[00:21:36.000 --> 00:21:39.000]  受到更好的待遇嗎
[00:21:39.000 --> 00:21:42.000]  更加爸爸在裡面
[00:21:42.000 --> 00:21:46.000]  公然對弟弟這個洗腳不抹腳的人
[00:21:46.000 --> 00:21:48.000]  一個公然的偏袒
[00:21:48.000 --> 00:21:51.000]  一個這樣的切現的招待
[00:21:51.000 --> 00:21:55.000]  不是同時間對一個默默耕耘
[00:21:55.000 --> 00:22:01.000]  忠於他的工作崗位的人的一個排斥
[00:22:01.000 --> 00:22:04.000]  在裡面他的心態
[00:22:04.000 --> 00:22:09.000]  好像五味架一樣
[00:22:09.000 --> 00:22:13.000]  對於規條的過份執著
[00:22:13.000 --> 00:22:18.000]  某程度上也都讓大仔去自以為意
[00:22:18.000 --> 00:22:22.000]  甚至將弟弟去妖魔化
[00:22:22.000 --> 00:22:24.000]  大家來看第30節
[00:22:24.000 --> 00:22:27.000]  他怎樣去形容弟弟放蕩的生活
[00:22:27.000 --> 00:22:36.000]  他說他是跟娼妓吞進了你的產業
[00:22:36.000 --> 00:22:39.000]  但之前聖經有沒有描述弟弟
[00:22:39.000 --> 00:22:41.000]  出了去召妓呢
[00:22:41.000 --> 00:22:42.000]  沒有
[00:22:42.000 --> 00:22:44.000]  他加了鹽加了醋
[00:22:44.000 --> 00:22:48.000]  加了自己的情緒觀感下去
[00:22:48.000 --> 00:22:50.000]  他為了固守規矩
[00:22:50.000 --> 00:22:52.000]  結果導致是
[00:22:52.000 --> 00:22:55.000]  如果你不守這些規矩
[00:22:55.000 --> 00:22:58.000]  不是規矩範疇裡面的人
[00:22:58.000 --> 00:23:00.000]  你就是外面的人
[00:23:00.000 --> 00:23:01.000]  你不應該進來
[00:23:01.000 --> 00:23:03.000]  或者我不會進去你那邊
[00:23:03.000 --> 00:23:11.000]  所以在裡面顯然形成了對立和排斥性
[00:23:11.000 --> 00:23:14.000]  在大兒子的心目中
[00:23:14.000 --> 00:23:16.000]  在這個比喻裡面
[00:23:16.000 --> 00:23:21.000]  大家再抽離一點去看的時候
[00:23:21.000 --> 00:23:26.000]  你會發現原來上帝藉著他的獨生子
[00:23:26.000 --> 00:23:27.000]  可不可以這樣說
[00:23:27.000 --> 00:23:29.000]  主耶穌是上帝的大兒子
[00:23:29.000 --> 00:23:32.000]  上帝用他自己的兒子
[00:23:32.000 --> 00:23:37.000]  跟比喻裡面的大兒子來說話
[00:23:37.000 --> 00:23:39.000]  比喻裡面的大兒子
[00:23:39.000 --> 00:23:41.000]  其實就是代表著
[00:23:41.000 --> 00:23:45.000]  由猶太人所代表的一個群體
[00:23:45.000 --> 00:23:48.000]  一個民族就是以色列人
[00:23:48.000 --> 00:23:52.000]  在當中究竟要說些什麼呢
[00:23:52.000 --> 00:23:56.000]  上帝要告訴一班以色列人
[00:23:56.000 --> 00:24:01.000]  這班以律法為本的大兒子
[00:24:01.000 --> 00:24:08.000]  上帝在當中不是要洗去那些舊的秩序
[00:24:08.000 --> 00:24:10.000]  不是不要那些舊的秩序
[00:24:10.000 --> 00:24:13.000]  而是要在這些舊的秩序上
