
[00:00:00.000 --> 00:00:10.000]  今天是我們的感恩主日,特別要跟各位分享一些我們不常常知道的關於感恩節的事情。
[00:03:52.000 --> 00:04:11.000]  如果今天神不把空氣給我們,那我們三五分鐘,我們就沒氣兒,我們就沒命。我們是正常人,活得好好的,你都不知道能夠吸一口新鮮空氣是多麼的寶貴。
[00:04:11.000 --> 00:04:28.000]  世界上有許多人就是因為這一口氣喘不過來就走了,有人就是因為這一口氣,他就費了九牛二虎之力,花盡了所有,卻要醫治。
[00:04:28.000 --> 00:04:43.000]  甚至於有人天生下來,就我知道,現在有小孩子,連太陽光一照,他都會渾身起癢,就會發炎。
[00:04:43.000 --> 00:04:58.000]  甚至於吃東西、喝水,我都有聽說過,連喝水,還非要有一種特別的水,水裡面不能有礦物質,一喝,整個食道都會受損。
[00:04:58.000 --> 00:05:16.000]  神如果不讓我們活,我們是沒有辦法活下去的。神如果不恩典慈愛憐憫拜我們的話,我們絕對沒有辦法能夠在這個世界上存活的。感謝神,讚美神。
[00:05:16.000 --> 00:05:38.000]  其實感恩節不是說1620年才有的,不是說從美國人開始的,感恩節在遠古就有了。五星節也是一種感恩節的一種,也不是說新約才有的,其實早就有了。
[00:05:38.000 --> 00:06:01.000]  在舊約裡面就有一個感恩節,它是在利未記二十三章十五到二十二節。其實早在舊約時代,以色列百姓在礦野,他們受供養,天賜瑪拿還有安臣給他們,不是嗎?
[00:06:01.000 --> 00:06:15.000]  所以他們在礦野活了那麼多年,能夠活得好端端的。聖經上面說,鞋都沒有穿破,背上的衣服都沒有穿破,這是神的恩典。
[00:06:15.000 --> 00:06:37.000]  清教徒來到美洲大陸,他們不是也是一樣嗎?當初神賜瑪拿跟安臣給神的百姓,今天神賜玉米還有火雞給他的百姓,在困苦患難中需要的時候,這個供應就來了。
[00:06:37.000 --> 00:06:53.000]  所以我們每年感恩節,我們都要吃玉米,我們都要吃火雞,我們要紀念。其實有人說,就是紀念在遠古時候,在礦野地的時候,神賜瑪拿跟安臣給我們的。
[00:06:53.000 --> 00:07:08.000]  並且在舊約的時候,那個時候神讓人有豐收,我們就與神立了約,並且獻祭感恩,獻上粗熟的祭。
[00:07:08.000 --> 00:07:35.000]  是小麥製成的兩個餅,叫做窯祭,祭師拿起來搖一搖,然後口就開始唸說,偉大奇妙神,祢賜給我們豐收,祢賜給我們豐調宇順,五穀小麥,還有許許多多的牛羊等,感謝神,讓我們每天能夠得到祂的供應,能夠有豐收的供應。
[00:07:35.000 --> 00:07:43.000]  是的,我們還向神,舊約的時候,向神獻上梵祭、供羊、牛犢等。
[00:07:43.000 --> 00:08:00.000]  今天我們不獻梵祭了,我們用禱告來代替了,今天我們也不用來聖殿朝聖祂了,我們來教會裡面,我們為什麼要獻祭?
[00:08:00.000 --> 00:08:12.000]  就是說,來與祂復合,與祂和好,就是好像說,假如說我今天得罪了我的妻子,我要怎麼跟她和好?
[00:08:12.000 --> 00:08:40.000]  最好你就買一個小禮物,然後跟她說,Honey, I'm sorry,太太,我對不起,這個小禮物。在舊約的時候,人來到神的面前,按照他犯的罪的大小,他來獻上梵祭、供羊、牛犢、平安祭、贖罪祭、贖錢祭,還要計時跟他算一算,你犯的是什麼罪,還要罰款多少,還要怎麼樣?
[00:08:40.000 --> 00:08:49.000]  感謝神,我們是為了要跟神能夠復合,能夠再一次跟祂的關係能夠再一次好起來。
[00:08:49.000 --> 00:09:15.000]  利文記二十三章十五到二十二節,他說,你們收莊家不可割盡田角,也不可收取遺落的,要留給窮人和寄居的,我是耶和華,你們的神。這句話的意思是跟我們講說,我們向神來感恩,向神來獻祭,其實神不需要我們的。
[00:09:15.000 --> 00:09:42.000]  你知道嗎?天地宇宙萬物都是祂所創造的,神的意思是說,我今天給你豐收,你收割的時候,你過去了就過去,不可以回頭再收,你掉到地上就掉到地上,不可以再去撿,讓那些孤老寡婦窮人能夠跟在你後面去撿。
[00:09:42.000 --> 00:10:05.000]  所以我們看到路德不是在波阿斯的田裡面,在那邊食睡嗎?這是神,祂說,你向我獻祭,你再多給我都沒有什麼了不起,因為這本來就是我的。我要你做的是說,我怎麼待你,你要待那些比你還要弱小的人。
[00:10:05.000 --> 00:10:25.000]  這叫感恩。感恩不是說,哇,神啊,我給你上多少香,放多少油水錢,或者是給你幹什麼,這不是感恩。感恩是要活出基督的愛來。祂怎麼愛我們,我們怎麼要去愛別人,這才叫感恩。
[00:10:25.000 --> 00:10:40.000]  所以我說,不要感恩節才感恩,不要聖誕節才買禮物,不要情人節才說,Honey, I love you,每天都要做,因為我們每天都領受神的恩典祝福,不是嗎?
[00:10:40.000 --> 00:11:04.000]  是的,所以我們向神感恩,我們向人要來感恩,因為我們每一個人活的,都是另外一個人對你的生命有所貢獻。你絕對不要想說,我今天我有錢,我有勢,那麼那些沒錢沒勢的人都要仰仗我的鼻息,其實你都錯了。
[00:11:04.000 --> 00:11:31.000]  真正那些沒錢沒勢的人,他為你做了多少事情,他可能來你家為你做院子,他可能來你家為你清屋頂,他可能來你家為你清你的下水溝,他可能來你家把那些雞蛋、牛奶賣給你,以後給你拿到你家去,你付出的也不過是那一點點,而他為你做的千千百百,多少人為我們身上做的事情。
[00:11:31.000 --> 00:12:00.000]  所以我們要向他來感恩,感謝這位神。是的,以色列人在貝努的時期,貝努的時期,我稍微解釋一下,以色列自從立國,撒羅第一個王,跟著大衛做了國王,後來大衛把王位傳給索羅門王,索羅門王以色列就分了成南國跟北國,南國北國先後都忙於亞蘇人跟巴比倫王朝。
[00:12:00.000 --> 00:12:25.000]  然後以色列就被擄了,從此就沒有國了,一直經過了兩三千年,在二次大戰以後,當猶太人被希特勒殺到大家都警覺到的時候,說我們應該要讓以色列人復國。
[00:12:25.000 --> 00:12:38.000]  本來在澳大利亞這個島上面要以色列人回去,以色列人說我們不要,神所應許我們的是迦南平原,所以他們就回到迦南平原。
[00:12:38.000 --> 00:12:58.000]  那之前叫做貝魯時期,猶太老百姓散佈在全世界,甚至於經上說,即使他們有豐收,他們收的莊家也不是屬於他們的,他們全部都是奴隸。
[00:12:58.000 --> 00:13:17.000]  所以他們收的,他們奴隸所做的,全部是歸於主人的,他們只是得到一些供應而已。所以猶太人的律法師就出來說,說以色列人出了埃及滿了三個月的時候,他們就來到西乃的礦野。
[00:13:17.000 --> 00:13:34.000]  除了領受天賜瑪那及安存的供應,另外摩西上西乃山領受了十戒法版,所以他們也為賜律法這個叫做Tora這個神的日子而獻祭感恩。
[00:13:34.000 --> 00:13:47.000]  哇,我想說,神的選民確實作風不一樣。您知道嗎?今天神賜律法,我們還要感恩。
[00:13:47.000 --> 00:14:09.000]  我常常講說,律法最基本的就是十戒,不可以拜偶像,不可以不來聚會,不可以妄稱耶和華的名,不可以雕刻偶像等等,不可以殺人,要孝順父母,不可以姦淫,不可以偷盜,不可以什麼什麼。
[00:14:09.000 --> 00:14:18.000]  這些加在我身上,這叫做律法,我還要感謝祂。我現在真的要為這十戒感謝神。
[00:14:18.000 --> 00:14:32.000]  因為我常常喜歡講的,你殺不殺人,你不殺人嘛,所以不可殺人是保護你的。你偷不偷盜,你不偷盜嘛,所以不可偷盜是保護你的。
[00:14:32.000 --> 00:14:46.000]  所以,神賜的律法,在在都是保護祂的子民的。所以,我們也要為神所賜的律法的Torah而獻祭感恩。
[00:14:46.000 --> 00:15:11.000]  這是舊約的感恩,舊約的感恩節,從耿谷就有了。新約也有感恩節,十字經在二章一到三節。那個時候,神降下聖靈,讓在馬可樓上一百二十個門徒通通得到聖靈,他們都領受了神的恩賜。
[00:15:11.000 --> 00:15:17.000]  他們都起來為神立了新約而感恩。
[00:15:17.000 --> 00:15:38.000]  是的,那一天,當舊約的時候那一天,當神的子民為豐收,為一年能夠身體健康,身心靈健壯,能夠家裡面平安而感恩而獻祭的時候,新約的老百姓也來了神的面前,與神立新約。
[00:15:38.000 --> 00:15:49.000]  而中間不同的是,我們新約是透過耶穌基督來立的,感謝神,因為祂為我們捨了祂,祂的寶血為我們撒了。
[00:15:49.000 --> 00:16:11.000]  那一天,當門徒聚集在一起的時候,忽然聖靈充滿他們,按著聖靈所斥的口才,他們說起各地方的話來了。那十二個使徒,他們就站起來,彼得就高聲地說:
[00:16:11.000 --> 00:16:35.000]  這件事你們當知道,當刺兒聽我的話,你們想這些人是醉了,其實不是醉了,因為時候剛到己出。彼得是說,我們被聖靈充滿了,我們跟神有了一個新的交結了,一個連結了,好像喝醉了一樣,但是不是。
[00:16:35.000 --> 00:17:02.000]  彼得接著就講了新約的第一篇講章,我常常喜歡講說感恩節的講章,因為他一開始就說,那一天這位耶穌,他這一篇道他講出來,三千個人信主,感謝神,因為這是一篇全世界第一篇的講章。
[00:17:02.000 --> 00:17:26.000]  我相信彼得是大靈恩,因為他常常講神的作為,耶穌的作為,醫病趕鬼,還有做許多的事情等等。而且彼得他就用了三點一個呼召,他就向這些島百姓講了神的作為,而後有三個人。
[00:17:26.000 --> 00:17:55.000]  他說:「這正是先知約爾所說的,神說在末後的日子,我要將我的靈澆灌凡有血氣的。你們兒女要說預言,你們少年人要見異象,老年人要做異夢。在那些日子,我要將我的靈澆灌我的僕人和使女。他們就要說預言,在天上我要顯出奇事,在地下我要顯出神蹟,有血有火有煙霧。
[00:17:55.000 --> 00:18:10.000]  日頭要變為黑暗,月亮要變為血。這都在主大而明顯的日子未到以前,到那時候,凡求告主明的,就必得救。」
[00:18:10.000 --> 00:18:29.500]  什麼叫求告主明呢?就是禱告。他講的月亮要變為血,我們這兩年都看了血月,明年八月還有最後一次,然後跟著什麼時候就不知道了。
[00:18:29.500 --> 00:18:54.500]  但是按照聖經講,日頭要變黑,月亮要變為血,這是大而可畏的日子要到來之前的。跟著彼得他說:「這位耶穌,祂既按著神的定旨先見被教於人,你們就藉著無法之人的手把祂釘在十字架上殺了這位耶穌。」
[00:18:54.500 --> 00:19:05.500]  我們在感恩節,我們是感恩耶穌賜給我們福呢?還是感恩耶穌為我們的罪被釘死在十字架上被人殺了呢?
[00:19:05.500 --> 00:19:20.500]  我以前在神學院讀書的時候,有一個老師教我十字架神學。他那一學期,他是站在台上教課,一面教一面哭。
[00:19:20.500 --> 00:19:33.500]  他每次講到十字架,講到耶穌被釘十字架,他就禁不住,就開始哭。所以他整個學期,我聽他一面講就一面哭,那真的是真情流露。
[00:19:33.500 --> 00:19:50.500]  如果我們心裡面能夠感受到,耶穌為我們被釘十字架那個痛苦,那不是說我們感謝神,感謝神,神祢為我贖了,感謝祢。太簡單了。
[00:19:50.500 --> 00:20:05.500]  如果說我們能夠親自體驗到,被鞭打三十九下,然後背十字架,然後被釘死在十字架上,你就會知道,耶穌為我們做了多少的犧牲。
[00:20:05.500 --> 00:20:20.500]  所以我們感恩就進入了另外一個層面。我們來教會,也不是來消遣,也不是來打發時間。我們來教會,我們追求耶穌,我們尋找神。
[00:20:20.500 --> 00:20:43.500]  我們真的是要盡心盡力盡力愛住我的神。我以前也是在世界上面打轉的人,我跟我講過不少一次,我是做網路通訊出身的,所謂的當紅辣子雞,是New Kids on the Block,也差一點發了大財,感謝神沒有讓我發到。
[00:20:43.500 --> 00:20:57.500]  但是,我的家裡面的人說,阿基雅,阿基雅,你信神可以不要信迷了。曾幾何時,我已經信迷了,而且是執迷不悟了。為什麼?
[00:20:57.500 --> 00:21:16.500]  因為當我們信神的時候,你不是用你的腦袋去信,你用腦袋去信,你信的是你自己。你懂嗎?你如果用腦袋去信,你絕對信的是你自己。
[00:21:16.500 --> 00:21:34.500]  從腦袋到心,有人說大概16英寸,你要把這個從信腦袋裡面到心裡面來信,你就有救了。你才會盡心盡力盡力愛住你的神,其次是愛人如己。
[00:21:34.500 --> 00:22:03.500]  我自己不只一次經歷過,講得不好聽的,我們信神,如果你是用腦袋去信,或者是你圖的是自己的福利,所以你保守我,你帶領我,求你醫治我的病痛,求你讓我這個官司解決了,求你讓我這個財富得著了,求你讓我這個事情能夠平順了,求你讓我得著這個,求你讓我得著那個。
[00:22:03.500 --> 00:22:25.500]  你全部是為了你自己,秘密秘密秘密。神不是神了嗎?你在命令祂了嗎?你根本不是在信神了嗎?你信的是你自己。你一切都是,不但是別人來服務你,連叫神都要來服侍你,更不用叫你來服侍神。
[00:22:25.500 --> 00:22:44.500]  但是感謝神,讚美神,我以前也是這個樣子的,知道嗎?你只要把神從這邊搬到這邊來,你整個人就轉變了,你就不會再為了你自己了,你就不會再說保留了。
[00:22:44.500 --> 00:23:00.500]  你有再多的錢,你有再好的醫療保險,你有再好的食物,你有再好的什麼,但是你沒有胃口。你有再好的床,你有再好的房子,但是你睡不著覺,這都沒有用。
[00:23:00.500 --> 00:23:24.500]  所以我們感恩的時候,就像他說的,這位耶穌按祂神定的旨意先見,換句話說,神根本就是要耶穌成為祂的犧牲品。耶穌是基督,不是嗎?Christ,我們是小基督,Christian,基督要為我們被釘死在十字架上,我們小基督也要為人來背負十字架。
[00:23:24.500 --> 00:23:40.500]  神與我們同福一惡。神的定旨先見是說,神愛世人,甚至將祂的獨生子賜給他們,教一切信祂的不知滅亡,反得永生。這都是神所應許的。
[00:23:40.500 --> 00:23:59.500]  之前,有一次耶穌帶了三個門徒,彼得、雅各、約翰,就是他最喜歡的三個門徒,上了高山,結果就在他們面前變了形,把他們都嚇到了。
[00:23:59.500 --> 00:24:14.500]  當然,耶穌的臉面明亮如日頭,衣裳潔白如光,這時候忽然有摩西和以利亞向他們顯現,然後跟耶穌在那邊商量事情。
[00:24:14.500 --> 00:24:29.500]  他們看見了三個門徒,但是他們聽不懂耶穌跟他們講的是什麼話。我認為是講神國的話,跟耶穌在商量事情。聖經從來沒有講他們跟耶穌在商量什麼事情。
[00:24:29.500 --> 00:24:49.500]  但是我相信,他們三個人在那裡說,耶穌要被釘死在十字架上的事情。他們三個人在那裡討論,耶穌必定要成就的律法,並且要帶下神的恩典和榮耀。
[00:24:49.500 --> 00:25:06.500]  因為你仔細想想看,耶穌代表什麼?耶穌代表救贖。摩西代表什麼?摩西代表律法。摩西領受十誡法版,摩西代表律法。
[00:25:06.500 --> 00:25:23.500]  所以摩西後來會用十誡推廣出所謂叫做摩西律法。那麼以利亞代表什麼?以利亞是代表恩典。所以有人說,救贖就是律法加上恩典。
[00:25:23.500 --> 00:25:39.500]  為什麼救贖是律法加上恩典呢?因為律法是叫我們死。你如果按照律法的一章一節,一條一條來看的話,我們是死定的。但是恩典是叫我們活。
[00:25:39.500 --> 00:25:54.500]  就是說,好了,你不用去死了,就讓你白白的活了,就讓你得着了。所以恩典是讓我們活。所以,律法叫我們死,恩典叫我們活,這兩個加起來,這就是救贖。
[00:25:54.500 --> 00:26:06.500]  所以救贖的意思是說,我們原本是死在罪孽過犯中的人,但是因著基督的恩典,我們得以活過來。所以這是救贖,感謝神,讚美神。
[00:26:06.500 --> 00:26:12.500]  但是總要有一個人去為這個罪去死,就是耶穌基督。
[00:26:12.500 --> 00:26:38.500]  所以馬拉基書四章四到六節,他說:你們當紀念我僕人摩西的律法,就是我在和列山上為以利西爾人所吩咐的。耶和華大而可畏之日未到以前,我必差遣以利亞到你們那裡去,他使父親的心轉向兒女,兒女的心轉向父親,免得我來奏詛騙帝。
[00:26:38.500 --> 00:26:43.500]  這是神透過先知說的。
[00:26:43.500 --> 00:26:54.500]  哦!這位耶穌,神將他的死的痛苦解釋了,叫他復活。因為耶穌原本不能被死所拘謹的。
[00:26:54.500 --> 00:27:15.500]  哦!在十字訓戰剛才我們練的,大衛指著他說:我看見主藏在我眼前,在我右邊,叫我不自搖動,所以我心裡歡喜我的靈快樂,並且我的肉身要安居在指望中,因祢必不將我的靈魂撇在陰間,也不叫祢的聖者朽壞。
[00:27:15.500 --> 00:27:38.500]  祢已將生命的道路指示我,叫我應見祢的面,得著滿足的喜樂。這位耶穌,神已經立他為主,為基督了,那麼神也立我們為小基督了,這也是我們的福分。
[00:27:38.500 --> 00:27:58.500]  我自己一路走來,我希望我能夠越早信越好。我五十多歲才信,是晚了一點,但是神祂有祂的恩典,祂有祂的憐憫,神祂有祂的奇妙的作為。
[00:27:58.500 --> 00:28:17.500]  這位耶穌,神已經立他為基督了。當彼得講完這個道的時候,這些聽的人說:「我們應當如何喜?」彼得說:「你們應當受喜,歸入主的名下。」
[00:28:17.500 --> 00:28:35.500]  所以我們感謝神,昨天我們有三位受喜歸入主的。是,因為我們再一次看到神的作為了。在這個感恩節,我們把我們自己作為初熟的果子獻給我們的神。
[00:28:35.500 --> 00:28:54.500]  是的,在這個感恩的季節,我相信各位有吃不完的大餐,也有說不完的見證。你領受的恩典大,你的見證也大,你感恩也多。你領受的小,你的見證也小,你的感恩也小。
[00:28:54.500 --> 00:29:07.500]  在這個感恩的季節,我們一定會有很多人我們要感謝的,我們的父母,我們的配偶,我們的兒女,我們的鄰居,我們的朋友,我們的同事,我們的老闆。
[00:29:07.500 --> 00:29:36.500]  感謝神,就讓我們再一次向神來感謝。尤其我在想說,如果今天我引以為傲的事情都沒有了,我向神感恩的事情,神都把我拿走了,譬如說我的身體的健康,我還會不會感恩?
[00:29:36.500 --> 00:29:51.500]  保羅說,你們要常常喜樂,不住地禱告凡事謝恩,不管是好的事情,壞的事情,就讓我們低頭禱告。阿爸父,我們感謝祢,我們讚美祢。
[00:29:51.500 --> 00:30:12.500]  這一天,這位耶穌,祂是說那一個創始成中的神,我們感恩的對象的這一位耶穌,祂確實為我們被釘死在十字架上,祂確實讓我們領受了祂無數的恩典。
[00:30:12.500 --> 00:30:27.500]  感謝神,讚美神,因為祢是那又真又活的神,願祢得到那應得當得佩得的榮耀。我這樣禱告是奉主耶穌基督的名。阿們。
