
[00:00:00.000 --> 00:00:04.480]  我們一起祈禱,主,我們在你面前的時候,我們真的很歡喜快樂
[00:02:42.600 --> 00:02:47.040]  馬太風第七章的七到十二節
[00:02:47.040 --> 00:02:52.480]  在這一段聖經裡面,我先講講
[00:02:52.480 --> 00:03:00.160]  在第七節我們經常聽「祈求就給你們,尋找就尋見,叩門就開門」
[00:03:00.160 --> 00:03:05.280]  這句說話其實是有一個典故在當中的
[00:03:05.280 --> 00:03:09.880]  這個典故是出自《舊約聖經》的一句說話
[00:03:09.880 --> 00:03:14.560]  這句說話為什麼會是出自《舊約聖經》呢?
[00:03:14.560 --> 00:03:17.240]  因為你看到最後那句說話是什麼?
[00:03:17.240 --> 00:03:21.920]  他說「這是律法和先知的總幹」
[00:03:21.920 --> 00:03:23.680]  不是最後那句才是
[00:03:23.680 --> 00:03:30.680]  不是說「你願意怎樣人待你,怎樣待人,你又怎樣待人」
[00:03:30.680 --> 00:03:33.200]  不是那句,是整句說話
[00:03:33.200 --> 00:03:36.960]  這句說話是律法、先知的總幹
[00:03:36.960 --> 00:03:41.080]  先知的總幹,那麼這句說話是從哪個先知出來的呢?
[00:03:41.080 --> 00:03:47.520]  這個說話的先知是從《耶利米書》、《耶利米先知》說的
[00:03:47.520 --> 00:03:51.920]  大家如果記得《耶利米先知》有一句說話是名言
[00:03:51.920 --> 00:03:59.600]  他說「我知道我向你們所懷的意念是平安的意念,不是降災的意念
[00:03:59.600 --> 00:04:03.400]  讓你們幕後有指望、有盼望
[00:04:03.400 --> 00:04:07.960]  你們呼求我、祈求我,我就應允你們
[00:04:07.960 --> 00:04:14.080]  你們尋找我,若專心尋求我,就必尋見」
[00:04:14.080 --> 00:04:19.440]  所以當耶穌基督在馬提福那裡說這句說話的時候
[00:04:19.440 --> 00:04:22.640]  是在說那句說話
[00:04:22.640 --> 00:04:26.840]  當然我們今天很少用那個背景去理解
[00:04:26.840 --> 00:04:30.880]  我們今天會嘗試用那個背景去理解
[00:04:30.880 --> 00:04:35.160]  但是在理解之前,我們也嘗試將這段經文
[00:04:35.160 --> 00:04:40.840]  七到十二節,大概一般都是分三段的
[00:04:40.840 --> 00:04:43.000]  雖然只有幾節聖經
[00:04:43.000 --> 00:04:49.160]  第一段就是七至八,第二就是九至十,接著十到十二
[00:04:49.160 --> 00:04:56.320]  第一段經文,我們就說祈求、尋找和叩門
[00:04:56.320 --> 00:05:01.960]  這三個字如果你將它變成英文
[00:05:01.960 --> 00:05:06.160]  那就挺有趣的,祈求是什麼?
[00:05:06.160 --> 00:05:16.920]  ask,a,尋找,seek,ask,叩門,knock
[00:05:16.920 --> 00:05:22.560]  其實是一個ask,都是在整個祈禱當中
[00:05:22.560 --> 00:05:24.800]  在當中,上帝告訴我們
[00:05:24.800 --> 00:05:30.320]  其實要注意有三個層次或三種形式在當中
[00:05:30.320 --> 00:05:33.480]  或者我先問你一個問題
[00:05:33.480 --> 00:05:38.040]  這句說話讓我們覺得祈求就得著
[00:05:38.040 --> 00:05:42.600]  但是如果所有人的祈禱,上帝都去給的時候
[00:05:42.600 --> 00:05:47.400]  你會發覺,你覺得會發生什麼事呢?
[00:05:47.400 --> 00:05:49.840]  這個世界可能很混亂
[00:05:49.840 --> 00:05:54.520]  你的祈求和祂的祈禱可能有抵觸
[00:05:54.520 --> 00:05:57.280]  但是祂又每個人都給
[00:05:57.280 --> 00:06:01.400]  所以這個,我們覺得是否聖經就這樣說
[00:06:01.400 --> 00:06:05.400]  祈求就必得著,到底是什麼意思呢?
[00:06:05.400 --> 00:06:10.200]  最近天氣都不是那麼好,很反常
[00:06:10.200 --> 00:06:12.960]  早幾天很熱,今天就很冷
[00:06:12.960 --> 00:06:15.400]  莫非可能你們有些人祈禱很熱的時候
[00:06:15.400 --> 00:06:17.080]  說可不可以涼一點
[00:06:17.080 --> 00:06:20.400]  涼的時候有人說可不可以暖一點
[00:06:20.400 --> 00:06:24.800]  搞到很亂,所以天氣可能會不會
[00:06:24.800 --> 00:06:28.640]  但怎樣都好,這裡上帝告訴你
[00:06:28.640 --> 00:06:32.560]  第一個層次,祈求,其實這個是很直接的
[00:06:32.560 --> 00:06:35.880]  你有什麼需要,你都可以向上帝祈禱
[00:06:35.880 --> 00:06:41.640]  上帝也是很毫無保留地給大家
[00:06:41.640 --> 00:06:44.840]  真的祈求是得著的
[00:06:44.840 --> 00:06:48.200]  甚至比你所想所求的更多
[00:06:48.200 --> 00:06:50.200]  明不明白?
[00:06:50.200 --> 00:06:52.600]  明白了,因為你坐在這裡
[00:06:52.600 --> 00:06:55.000]  你肯定經歷過這件事
[00:06:55.000 --> 00:06:59.160]  你是否一定經歷過上帝祈求給你的?
[00:06:59.160 --> 00:07:02.800]  有,我相信你不會坐在這裡
[00:07:02.800 --> 00:07:05.760]  或者你坐在這裡就是希望有這件事
[00:07:05.760 --> 00:07:07.760]  所以這件事很重要
[00:07:07.760 --> 00:07:10.120]  我們有個弟兄
[00:07:10.120 --> 00:07:14.400]  他無論是在工作上,在物質上,在關係上
[00:07:14.400 --> 00:07:19.200]  一切他都覺得上帝比他所想所求更多
[00:07:19.200 --> 00:07:20.760]  他從讀大學開始
[00:07:20.760 --> 00:07:26.040]  他就希望上帝讓他進一間很普通的大學
[00:07:26.040 --> 00:07:29.480]  但上帝就應允他,真的讓他進了一間大學
[00:07:29.480 --> 00:07:32.160]  這間大學是很有名的大學
[00:07:32.160 --> 00:07:34.240]  甚至這間大學真的很大
[00:07:34.240 --> 00:07:37.320]  他說他從DOM到上班房
[00:07:37.320 --> 00:07:39.720]  最少半個小時就這樣走
[00:07:39.720 --> 00:07:43.400]  所以這是一個很大的大學,很有名的大學
[00:07:43.400 --> 00:07:45.080]  然後他出來工作
[00:07:45.080 --> 00:07:47.600]  他只是找了一份很普通的工作
[00:07:47.600 --> 00:07:50.240]  希望上帝給他一份很普通的工作
[00:07:50.240 --> 00:07:52.000]  上帝又很恩待他
[00:07:52.000 --> 00:07:53.920]  讓他所想所求的更多
[00:07:53.920 --> 00:07:55.840]  讓他有一個很好的工作
[00:07:55.840 --> 00:07:57.880]  去到一間很大的公司
[00:07:57.880 --> 00:07:59.720]  他做得很開心
[00:07:59.720 --> 00:08:01.120]  為什麼這麼開心呢?
[00:08:01.120 --> 00:08:03.800]  因為他說「我可以成為一個巡擁」
[00:08:03.800 --> 00:08:05.200]  即是擁員一個
[00:08:05.200 --> 00:08:07.200]  他做了什麼沒有人知道的
[00:08:07.200 --> 00:08:09.560]  你不知道是這麼開心嗎?
[00:08:09.560 --> 00:08:12.720]  好,就是讓他所想所求的更多
[00:08:12.720 --> 00:08:19.640]  另外他就開始求偶
[00:08:19.640 --> 00:08:22.440]  他就希望上帝給他一個太太
[00:08:22.440 --> 00:08:24.840]  給他一個很普通的太太就行了
[00:08:24.840 --> 00:08:27.240]  不需要這麼厲害的那種
[00:08:27.240 --> 00:08:31.160]  但是上帝給他所想所求的更多
[00:08:31.160 --> 00:08:33.760]  給他一個非常優秀的太太
[00:08:33.760 --> 00:08:36.040]  他的太太是會游泳的
[00:08:36.040 --> 00:08:37.760]  是蠻將來的
[00:08:37.760 --> 00:08:39.880]  奧林匹克的水平
[00:08:39.880 --> 00:08:42.000]  正所謂怎樣呢?
[00:08:42.000 --> 00:08:45.320]  入水能游,出水能跳
[00:08:45.320 --> 00:08:47.880]  入得廚房,出得廳堂
[00:08:47.880 --> 00:08:50.720]  在他的生命當中成為他一個很好的幫助
[00:08:50.720 --> 00:08:52.440]  上上推他一把
[00:08:52.440 --> 00:08:54.640]  每件事都提點他
[00:08:54.640 --> 00:08:57.720]  尤其是開車的時候
[00:08:57.720 --> 00:08:59.760]  他覺得這個太太真的很非凡
[00:08:59.760 --> 00:09:02.320]  很感謝上帝
[00:09:02.320 --> 00:09:06.120]  我相信大家在座當中都有類似的經歷
[00:09:06.120 --> 00:09:07.400]  你想想你人生當中
[00:09:07.400 --> 00:09:11.840]  其實你很多次祈求上帝毫無保留
[00:09:11.840 --> 00:09:16.640]  甚至是給你所想所求的更多給我們
[00:09:16.640 --> 00:09:19.600]  這就是一個很直接的禱告
[00:09:19.600 --> 00:09:21.840]  當然了,大英講完之後
[00:09:21.840 --> 00:09:23.080]  有人就問他
[00:09:23.080 --> 00:09:24.640]  那你有沒有一些東西
[00:09:24.640 --> 00:09:26.280]  其實你都想上帝給你
[00:09:26.280 --> 00:09:28.680]  不過你沒有祈禱
[00:09:28.680 --> 00:09:31.400]  他想了想,他說都有
[00:09:31.400 --> 00:09:34.480]  其實他一生當中有幾樣東西都很恐懼
[00:09:34.480 --> 00:09:36.200]  很害怕
[00:09:36.200 --> 00:09:39.160]  他說有些東西他沒有向神求
[00:09:39.160 --> 00:09:42.000]  但其實他很信神給他
[00:09:42.000 --> 00:09:44.040]  因為他說他很怕高
[00:09:44.040 --> 00:09:47.000]  他是恐高,畏高症那些
[00:09:47.000 --> 00:09:48.920]  你知道畏高症都很慘的
[00:09:48.920 --> 00:09:50.920]  有沒有人畏高
[00:09:50.920 --> 00:09:53.040]  每次去旅遊
[00:09:53.040 --> 00:09:55.600]  你知道去旅遊當然要搭飛機
[00:09:55.600 --> 00:09:58.200]  搭飛機就怕慘了
[00:09:58.200 --> 00:10:00.360]  十幾個小時就怕十幾個小時
[00:10:00.360 --> 00:10:02.120]  去到這些旅遊地點
[00:10:02.120 --> 00:10:03.160]  有什麼好玩的
[00:10:03.160 --> 00:10:04.640]  經常都是去到什麼塔
[00:10:04.640 --> 00:10:05.520]  最高的位置
[00:10:05.520 --> 00:10:07.360]  然後看一下景色
[00:10:07.360 --> 00:10:08.280]  去到什麼大樓
[00:10:08.280 --> 00:10:09.480]  去到最高的塔
[00:10:09.480 --> 00:10:10.400]  然後最高的層
[00:10:10.400 --> 00:10:11.720]  然後看一下景色
[00:10:11.720 --> 00:10:15.960]  他說每次去這些旅遊都會震的
[00:10:15.960 --> 00:10:19.480]  但是他說他沒有向神祈禱過
[00:10:19.480 --> 00:10:21.600]  醫治他這個畏高症
[00:10:21.600 --> 00:10:22.720]  為什麼呢
[00:10:22.720 --> 00:10:24.840]  他覺得不用了
[00:10:24.840 --> 00:10:26.280]  醫治不好
[00:10:26.280 --> 00:10:28.240]  他覺得這東西醫治不好
[00:10:28.240 --> 00:10:30.040]  可能我們都會有時候是這樣的
[00:10:30.040 --> 00:10:32.200]  覺得都沒有什麼可能了
[00:10:32.200 --> 00:10:33.880]  我們都不要求了
[00:10:33.880 --> 00:10:36.880]  上帝都不會給
[00:10:36.880 --> 00:10:38.880]  同樣有人就問他
[00:10:38.880 --> 00:10:41.360]  那你有沒有一些東西你求了
[00:10:41.360 --> 00:10:43.680]  但是是上帝沒有給你的呢
[00:10:43.680 --> 00:10:46.240]  就是和這個聖經有些爭執
[00:10:46.240 --> 00:10:48.080]  祈求就得著
[00:10:48.080 --> 00:10:49.120]  你有沒有什麼你求了
[00:10:49.120 --> 00:10:51.200]  但是上帝沒有給你的呢
[00:10:51.200 --> 00:10:53.200]  這個弟兄也都會說
[00:10:53.200 --> 00:10:56.240]  剛才他說了幾樣東西都挺害怕的
[00:10:56.240 --> 00:10:57.760]  除了恐懼
[00:10:57.760 --> 00:10:59.360]  就是這個高度
[00:10:59.360 --> 00:11:01.080]  其實他都是怕老婆的
[00:11:01.080 --> 00:11:01.800]  原來他說
[00:11:01.800 --> 00:11:03.240]  他是怕老婆
[00:11:03.240 --> 00:11:05.240]  他說其實他都求了上帝
[00:11:05.240 --> 00:11:07.000]  讓他不要怕老婆
[00:11:07.000 --> 00:11:08.560]  由結婚到現在
[00:11:08.560 --> 00:11:12.120]  他說上帝都沒有給過他
[00:11:12.120 --> 00:11:13.480]  那接著我問你求什麼
[00:11:13.480 --> 00:11:18.560]  他說我求上帝給我一點勇氣
[00:11:18.560 --> 00:11:20.280]  接著我想想
[00:11:20.280 --> 00:11:21.680]  怕老婆
[00:11:21.680 --> 00:11:24.120]  就是你想不怕老婆
[00:11:24.120 --> 00:11:26.080]  是靠勇氣的嗎
[00:11:26.080 --> 00:11:26.760]  啊
[00:11:26.760 --> 00:11:28.320]  就是這個弟兄
[00:11:28.320 --> 00:11:29.960]  我不知道你怕不怕老婆
[00:11:29.960 --> 00:11:32.480]  是靠什麼的
[00:11:32.480 --> 00:11:34.960]  靠Lady的嘛
[00:11:34.960 --> 00:11:37.320]  開玩笑的
[00:11:37.320 --> 00:11:40.280]  買吧買吧不要吵不要煩
[00:11:40.280 --> 00:11:41.680]  靠什麼
[00:11:41.680 --> 00:11:44.960]  靠堅定
[00:11:44.960 --> 00:11:47.680]  務實的溝通能力
[00:11:47.680 --> 00:11:48.520]  是吧
[00:11:48.520 --> 00:11:50.120]  是溝通能力
[00:11:50.120 --> 00:11:52.280]  很多時候為什麼怕老婆
[00:11:52.280 --> 00:11:54.560]  大家知道很多時候是溝通問題
[00:11:54.560 --> 00:11:56.080]  我說你應該向上帝祈求
[00:11:56.080 --> 00:11:59.760]  這一份很實在的溝通能力
[00:11:59.760 --> 00:12:01.040]  對不對
[00:12:01.040 --> 00:12:02.240]  弟兄們
[00:12:02.240 --> 00:12:03.920]  老婆叫你做事
[00:12:03.920 --> 00:12:04.560]  你就做吧
[00:12:04.560 --> 00:12:05.160]  她叫你站著
[00:12:05.160 --> 00:12:07.360]  你就不要坐是吧
[00:12:07.360 --> 00:12:08.440]  她叫你去哪裡吃飯
[00:12:08.440 --> 00:12:09.920]  Yes Madam
[00:12:09.920 --> 00:12:11.920]  No Problem
[00:12:11.920 --> 00:12:13.520]  這樣就行是吧
[00:12:13.520 --> 00:12:15.840]  就是溝通能力而已
[00:12:15.840 --> 00:12:18.160]  這些東西不需要勇氣的
[00:12:18.160 --> 00:12:20.520]  所以你再對弟兄怕老婆一點
[00:12:20.520 --> 00:12:22.400]  祈求上帝給你一個
[00:12:22.400 --> 00:12:24.280]  強而有力的溝通能力
[00:12:24.280 --> 00:12:25.200]  不是勇氣
[00:12:25.200 --> 00:12:26.280]  好嗎
[00:12:26.280 --> 00:12:29.000]  說回這裡的時候就是說
[00:12:29.000 --> 00:12:30.720]  當我們一直去祈禱的時候
[00:12:30.720 --> 00:12:31.440]  我們會發覺
[00:12:31.440 --> 00:12:33.880]  我們其實都好像剛才那位弟兄那樣
[00:12:33.880 --> 00:12:34.880]  為什麼呢
[00:12:34.880 --> 00:12:37.640]  其實上帝給我們一些東西
[00:12:37.640 --> 00:12:40.520]  他不是馬上給的
[00:12:40.520 --> 00:12:41.640]  你求一些東西的時候
[00:12:41.640 --> 00:12:42.640]  有些東西
[00:12:42.640 --> 00:12:44.560]  好東西尤其是
[00:12:44.560 --> 00:12:46.800]  是要久一點的
[00:12:46.800 --> 00:12:49.560]  你有沒有祈求過一些品格
[00:12:49.560 --> 00:12:51.320]  就是祈求謙卑
[00:12:51.320 --> 00:12:53.080]  祈求聖靈的果子
[00:12:53.080 --> 00:12:53.960]  祈求人愛
[00:12:53.960 --> 00:12:55.840]  祈求智慧
[00:12:55.840 --> 00:12:57.960]  祈求一些忍耐的能力
[00:12:57.960 --> 00:13:00.480]  這些東西他不會馬上給你的
[00:13:00.480 --> 00:13:01.400]  但是我們很多時候就說
[00:13:01.400 --> 00:13:02.280]  上帝你給我
[00:13:02.280 --> 00:13:03.120]  你給我吧
[00:13:03.120 --> 00:13:04.840]  或者幫我搞定一些東西
[00:13:04.840 --> 00:13:05.640]  但是其實很多時候
[00:13:05.640 --> 00:13:07.160]  為什麼這些東西搞不定呢
[00:13:07.160 --> 00:13:10.240]  其實上帝是要我們學習
[00:13:10.240 --> 00:13:11.160]  那些品格
[00:13:11.160 --> 00:13:14.280]  因為那些都是耶穌基督的品格
[00:13:14.280 --> 00:13:17.000]  這些品格不是馬上就給的
[00:13:17.000 --> 00:13:19.840]  上帝很想給你的
[00:13:19.840 --> 00:13:21.360]  但是他不可以馬上給到你
[00:13:21.360 --> 00:13:23.520]  因為這些東西需要時間
[00:13:23.520 --> 00:13:25.200]  在聖經來說
[00:13:25.200 --> 00:13:27.320]  叫我們祈求很多東西
[00:13:27.320 --> 00:13:30.840]  他最大的叫我們祈求什麼
[00:13:30.840 --> 00:13:34.200]  你記得在哥倫多前書的時候
[00:13:34.200 --> 00:13:35.000]  他跟我們說
[00:13:35.000 --> 00:13:35.480]  他說
[00:13:35.480 --> 00:13:36.760]  我們一起讀吧
[00:13:36.760 --> 00:13:39.280]  愛是永存不息的
[00:13:39.280 --> 00:13:42.160]  先知的講道終必過去
[00:13:42.160 --> 00:13:44.640]  謊言終必停止
[00:13:44.640 --> 00:13:46.760]  知識終必消失
[00:13:46.760 --> 00:13:50.560]  現在常存的有信忘愛三樣
[00:13:50.560 --> 00:13:52.240]  其中最大的是愛
[00:13:52.240 --> 00:13:55.720]  你們要追求愛
[00:13:55.720 --> 00:13:57.480]  今天上帝告訴我們
[00:13:57.480 --> 00:13:59.760]  我們祈求就可以得著
[00:13:59.760 --> 00:14:01.440]  是一份的愛
[00:14:01.440 --> 00:14:02.280]  是要求愛
[00:14:02.280 --> 00:14:03.920]  不是那種愛
[00:14:03.920 --> 00:14:06.800]  是一份愛愛上帝愛人的心
[00:14:06.800 --> 00:14:07.760]  先知講道
[00:14:07.760 --> 00:14:08.600]  就是牧師講道
[00:14:08.600 --> 00:14:09.720]  一會兒講完的
[00:14:09.720 --> 00:14:10.520]  很快的
[00:14:10.520 --> 00:14:12.640]  不用擔心
[00:14:12.640 --> 00:14:13.840]  謊言
[00:14:13.840 --> 00:14:16.320]  就是謊言
[00:14:16.320 --> 00:14:17.360]  不是謊言
[00:14:17.360 --> 00:14:18.880]  都會停止的
[00:14:18.880 --> 00:14:20.080]  知識
[00:14:20.080 --> 00:14:21.440]  知識都是AI
[00:14:21.440 --> 00:14:22.360]  都會消失的
[00:14:22.360 --> 00:14:24.120]  全部變成AI
[00:14:24.120 --> 00:14:25.440]  但是上帝就說
[00:14:25.440 --> 00:14:29.880]  最重要我們去求這一份愛的品格
[00:14:29.880 --> 00:14:31.040]  在你當中
[00:14:31.040 --> 00:14:34.320]  當然有些人你不想跟他接觸
[00:14:34.320 --> 00:14:36.240]  或者你不是討厭他
[00:14:36.240 --> 00:14:37.760]  今天如果他坐在這裡的時候
[00:14:37.760 --> 00:14:40.000]  可能你覺得最好不要
[00:14:40.000 --> 00:14:42.640]  我不知道會不會有什麼人在裡面
[00:14:42.640 --> 00:14:43.920]  如果有個人坐在這裡
[00:14:43.920 --> 00:14:45.120]  你覺得他不要坐在這裡
[00:14:45.120 --> 00:14:47.440]  不如好嗎
[00:14:47.440 --> 00:14:50.800]  在這時候我們要求什麼
[00:14:50.800 --> 00:14:52.520]  是不是求一份愛心
[00:14:52.520 --> 00:14:54.080]  或者這四個人
[00:14:54.080 --> 00:14:56.640]  其中有一個人坐在這裡
[00:14:56.640 --> 00:14:58.520]  那你覺得怎樣
[00:14:58.520 --> 00:15:02.080]  有沒有人不喜歡普京
[00:15:02.080 --> 00:15:04.720]  有沒有人不喜歡川普
[00:15:04.720 --> 00:15:06.760]  有沒有人不喜歡阿朗普
[00:15:06.760 --> 00:15:09.000]  你當然是一個不喜歡的
[00:15:09.000 --> 00:15:09.720]  那他坐在這裡
[00:15:09.720 --> 00:15:12.040]  那你怎樣呢
[00:15:12.040 --> 00:15:15.240]  今天上帝叫我們求愛心
[00:15:15.240 --> 00:15:16.840]  你覺得很難
[00:15:16.840 --> 00:15:18.360]  怎麼愛他
[00:15:18.360 --> 00:15:19.240]  是不是
[00:15:19.240 --> 00:15:20.880]  甚至可能我們是同性的
[00:15:20.880 --> 00:15:22.200]  就是怎麼愛
[00:15:22.200 --> 00:15:23.760]  什麼什麼愛
[00:15:23.760 --> 00:15:24.800]  可能我們祈求上帝
[00:15:24.800 --> 00:15:26.760]  給我們有內心
[00:15:26.760 --> 00:15:29.200]  祈求上帝給我們有內心
[00:15:29.200 --> 00:15:30.720]  讓我們快點下台
[00:15:30.720 --> 00:15:32.480]  慢慢等
[00:15:32.480 --> 00:15:33.680]  但其實不是的
[00:15:33.680 --> 00:15:36.200]  上帝也需要我們求愛心繼續
[00:15:36.200 --> 00:15:37.040]  為什麼
[00:15:37.040 --> 00:15:42.760]  因為這個世界已經被傷害得很傷害了
[00:15:42.760 --> 00:15:46.640]  這個世界很慘
[00:15:46.640 --> 00:15:48.880]  很需要我們有這份上帝的愛
[00:15:48.880 --> 00:15:50.920]  去愛這個世界
[00:15:50.920 --> 00:15:53.080]  我們繼續需要去求這份愛心
[00:15:53.080 --> 00:15:54.000]  但我常常說
[00:15:54.000 --> 00:15:54.960]  不是一定得著
[00:15:54.960 --> 00:15:57.040]  不是一定即刻得著
[00:15:57.040 --> 00:15:58.720]  我們要等待
[00:15:58.720 --> 00:16:01.400]  好的東西是要等待祈求
[00:16:01.400 --> 00:16:07.840]  這個是祈禱的第一個祈求的一些解說
[00:16:07.840 --> 00:16:09.960]  第二個就是尋找
[00:16:09.960 --> 00:16:11.480]  尋找
[00:16:11.480 --> 00:16:15.240]  尋找這個禱告的方式或者這個層次
[00:16:15.240 --> 00:16:18.320]  是跟剛才那個有點不同的
[00:16:18.320 --> 00:16:19.880]  這個是一個
[00:16:19.880 --> 00:16:24.320]  特別給一些年紀大一點的弟兄姊妹
[00:16:24.320 --> 00:16:27.000]  就更加深刻
[00:16:27.000 --> 00:16:30.920]  因為常常大家都忘記了一些東西要尋找
[00:16:30.920 --> 00:16:34.320]  這個叫做失而復得
[00:16:34.320 --> 00:16:36.720]  尋找得到是很高興的
[00:16:36.720 --> 00:16:39.000]  最近有沒有人不見了東西
[00:16:39.000 --> 00:16:40.360]  有沒有
[00:16:40.360 --> 00:16:43.320]  有沒有人不見了錢包
[00:16:43.320 --> 00:16:44.960]  有沒有人不見了鎖匙
[00:16:44.960 --> 00:16:47.560]  一抽一抽都可以不見的
[00:16:47.560 --> 00:16:49.920]  有沒有人不見了電話
[00:16:49.920 --> 00:16:51.520]  有沒有
[00:16:51.520 --> 00:16:53.000]  有也不要緊的
[00:16:53.000 --> 00:16:54.960]  我們教會的Laws & Funds
[00:16:54.960 --> 00:16:58.200]  什麼都有
[00:16:58.200 --> 00:17:01.640]  手袋
[00:17:01.640 --> 00:17:02.840]  錢包
[00:17:02.840 --> 00:17:05.640]  錢都有見過
[00:17:05.640 --> 00:17:07.880]  說到你都不相信
[00:17:07.880 --> 00:17:11.320]  有找過有假牙
[00:17:11.320 --> 00:17:12.360]  拿著一副假牙
[00:17:12.360 --> 00:17:13.400]  嘩怎麼辦
[00:17:13.400 --> 00:17:14.720]  哪個弟兄弟妹
[00:17:14.720 --> 00:17:16.280]  男還是女
[00:17:16.280 --> 00:17:17.320]  是吧
[00:17:17.320 --> 00:17:19.240]  我們教會的Laws & Funds
[00:17:19.240 --> 00:17:21.200]  包羅萬有應有盡有
[00:17:21.200 --> 00:17:24.680]  是沒有張學友
[00:17:24.680 --> 00:17:26.320]  當你遺失了
[00:17:26.320 --> 00:17:27.200]  你找到的時候
[00:17:27.200 --> 00:17:28.520]  你覺得很開心
[00:17:28.520 --> 00:17:29.720]  是吧
[00:17:29.720 --> 00:17:30.680]  很開心
[00:17:30.680 --> 00:17:32.760]  我們最近都有一個這樣的經歷
[00:17:32.760 --> 00:17:36.280]  教會最近不見了奉獻箱
[00:17:36.280 --> 00:17:37.480]  奉獻箱不見了
[00:17:37.480 --> 00:17:38.280]  科文社說
[00:17:38.280 --> 00:17:40.800]  巴塞西奇我們不見了奉獻箱
[00:17:40.800 --> 00:17:42.360]  然後我很冷靜地
[00:17:42.360 --> 00:17:43.600]  自己心裏面說
[00:17:43.600 --> 00:17:47.400]  萬事都如糞土
[00:17:47.400 --> 00:17:49.440]  錢財身外物
[00:17:49.440 --> 00:17:50.400]  錢財身外物
[00:17:50.400 --> 00:17:53.280]  下一句是什麼
[00:17:53.280 --> 00:17:55.880]  要錢還是要命
[00:17:55.880 --> 00:17:56.800]  錢財身外物
[00:17:56.800 --> 00:17:57.600]  要錢還是要命
[00:17:57.600 --> 00:18:00.360]  打劫的時候才說的
[00:18:00.360 --> 00:18:02.080]  很多東西會不見
[00:18:02.080 --> 00:18:03.520]  但感謝上帝我們找回
[00:18:03.520 --> 00:18:06.480]  奉獻箱不知原來縮在角落裡
[00:18:06.480 --> 00:18:09.520]  它自己走的原來
[00:18:09.520 --> 00:18:10.480]  找到很高興
[00:18:10.480 --> 00:18:14.040]  但其實這個尋找就尋見
[00:18:14.040 --> 00:18:17.560]  重點不是尋見
[00:18:17.560 --> 00:18:20.120]  重點在尋找當中
[00:18:20.120 --> 00:18:22.720]  在過程當中
[00:18:22.720 --> 00:18:24.680]  當你不見了東西的時候
[00:18:24.680 --> 00:18:27.840]  你會想盡辦法去想
[00:18:27.840 --> 00:18:30.120]  到底我最後跟這件事
