
[00:00:00.000 --> 00:00:11.340]  今天很高興,即使面對嚴峻的疫情,我們仍然能夠透過科技去敬拜
[00:06:52.060 --> 00:06:57.600]  你就會知道其實他們都是有心去追求上帝的真理和道
[00:06:57.600 --> 00:07:04.540]  雖然他們只聽過施洗約翰所說的道和他們所說的寓言
[00:07:04.540 --> 00:07:09.260]  施洗約翰說當時他們在不久的將來裡面
[00:07:09.260 --> 00:07:12.440]  就會有一個人是基督
[00:07:12.440 --> 00:07:16.300]  他會帶來復活、拯救和恩典
[00:07:16.300 --> 00:07:21.680]  但是十二個約翰門徒不知道究竟基督是指誰?
[00:07:21.680 --> 00:07:23.220]  是什麼人呢?
[00:07:23.220 --> 00:07:27.840]  究竟約翰所說的這個寓言是否實現了呢?
[00:07:27.840 --> 00:07:29.920]  其實他們是不知道的
[00:07:29.920 --> 00:07:34.920]  他們也沒有聽過這個五重節的事件
[00:07:34.920 --> 00:07:38.540]  所以當保羅將福音帶給他們的時候
[00:07:38.540 --> 00:07:40.540]  他們就轉向基督
[00:07:40.540 --> 00:07:43.360]  約翰的門徒身份就改變
[00:07:43.360 --> 00:07:48.080]  他們由效忠施洗的約翰轉為效忠基督
[00:07:48.080 --> 00:07:50.880]  他們開始受聖靈的洗
[00:07:50.880 --> 00:07:53.640]  在經文裡面說到講方言這件事
[00:07:53.640 --> 00:07:59.160]  其實是想表達他們多麼的馴服
[00:07:59.160 --> 00:08:01.400]  如果你比較熟悉聖經
[00:08:01.400 --> 00:08:05.520]  說舌頭是一個頗大的題材
[00:08:05.520 --> 00:08:07.520]  在《雅各書》來說
[00:08:07.520 --> 00:08:10.560]  《雅各書》裡面有很大的篇幅說舌頭
[00:08:10.560 --> 00:08:12.560]  舌頭就是火
[00:08:12.560 --> 00:08:17.600]  《雅各書》裡面說舌頭是一個不義的世界
[00:08:17.600 --> 00:08:20.040]  它會沾污了全身
[00:08:20.040 --> 00:08:23.160]  全身裡面所有的肢體唯獨是舌頭
[00:08:23.160 --> 00:08:25.640]  是不能夠被人所制服的
[00:08:25.640 --> 00:08:28.720]  但是講方言和講寓言
[00:08:28.720 --> 00:08:30.720]  正正是在表達
[00:08:30.720 --> 00:08:33.520]  這群門徒的舌頭
[00:08:33.520 --> 00:08:35.880]  都馴服在上帝的面前
[00:08:35.880 --> 00:08:39.480]  這個不能被人所制服的肢體
[00:08:39.480 --> 00:08:41.480]  都被上帝所使用
[00:08:41.480 --> 00:08:44.680]  所以其實就是說他們這十二個門徒
[00:08:44.680 --> 00:08:50.640]  其實是全身、全心、全靈、全意去馴服
[00:08:50.640 --> 00:08:54.040]  馴服於上帝之中
[00:08:54.040 --> 00:08:57.040]  同時這段經文也印證了
[00:08:57.040 --> 00:09:01.000]  仕途彼得去講五秦節的演講
[00:09:01.000 --> 00:09:05.880]  他們成為了彼得去演講的寓言裡面
[00:09:05.880 --> 00:09:07.880]  最先去應驗的那一群人
[00:09:07.880 --> 00:09:09.840]  經文有些長
[00:09:09.840 --> 00:09:12.240]  在PowerPoint上給大家看
[00:09:12.240 --> 00:09:14.240]  我只說重點
[00:09:14.240 --> 00:09:17.120]  領受聖靈的寓言
[00:09:17.120 --> 00:09:19.640]  就是《仕途行傳》二章十七節裡面
[00:09:19.640 --> 00:09:22.560]  其實他們所應驗的寓言是什麼呢?
[00:09:22.560 --> 00:09:24.840]  就是在末後的日子
[00:09:24.840 --> 00:09:28.800]  上帝的靈就會挑冠在血肉之軀的身上
[00:09:28.800 --> 00:09:30.160]  就是人的身上
[00:09:30.160 --> 00:09:31.600]  有人就會講寓言
[00:09:31.600 --> 00:09:33.120]  有人就會見異象
[00:09:33.120 --> 00:09:35.120]  有老年人會作異夢
[00:09:35.120 --> 00:09:40.080]  上帝的靈挑冠到他們的時候
[00:09:40.080 --> 00:09:42.080]  就會有人講寓言
[00:09:42.080 --> 00:09:44.480]  之後他就提及到
[00:09:44.480 --> 00:09:48.200]  《若耳書》就提及到有些神蹟等等
[00:09:48.200 --> 00:09:50.200]  但是到最後那一句
[00:09:50.200 --> 00:09:51.680]  還是一個很重要的重點
[00:09:51.680 --> 00:09:55.000]  那是凡求告主名的都必得救
[00:09:55.000 --> 00:09:57.960]  其實給他引用這個舊《若耳書》
[00:09:57.960 --> 00:09:59.960]  就是講到末後的日子
[00:09:59.960 --> 00:10:01.960]  你會見到這些情景
[00:10:01.960 --> 00:10:05.400]  會有異象、有異夢
[00:10:05.400 --> 00:10:07.400]  或者是有神蹟
[00:10:07.400 --> 00:10:10.360]  但是最重要的那件事就是印證著
[00:10:10.360 --> 00:10:15.080]  得救的人不單單只是猶太人
[00:10:15.080 --> 00:10:17.080]  而是更加是全世界的人
[00:10:17.080 --> 00:10:20.880]  是所有凡求告主名的人都能夠得救
[00:10:20.880 --> 00:10:25.600]  當時彼得又引用了其他的經文
[00:10:25.600 --> 00:10:31.000]  去印證出耶穌就是他們所期待的救主
[00:10:31.000 --> 00:10:33.000]  就是基督、尼塞亞
[00:10:33.000 --> 00:10:36.320]  在《士徒行傳》第二章裡面講到
[00:10:36.320 --> 00:10:39.920]  有人問我聽了這個信息
[00:10:39.920 --> 00:10:40.720]  我要怎麼做呢?
[00:10:40.720 --> 00:10:42.720]  彼得就回應他
[00:10:42.720 --> 00:10:46.760]  你們各人就要悔改奉耶穌基督的名受洗
[00:10:46.760 --> 00:10:48.440]  使你們的罪得赦免
[00:10:48.440 --> 00:10:50.200]  領受所賜的聖靈
[00:10:50.200 --> 00:10:53.360]  因為這個英許是帶給你們和你們的兒女
[00:10:53.360 --> 00:10:54.520]  並且遠方的人
[00:10:54.520 --> 00:10:58.880]  給所有主我們上帝所召來的人
[00:10:58.880 --> 00:11:05.280]  這12個約翰門徒正正是印證著這個主的英許
[00:11:05.280 --> 00:11:09.280]  因為英許的拯救不單單只是給猶太人
[00:11:09.280 --> 00:11:10.720]  而是給所有的人
[00:11:10.720 --> 00:11:13.280]  他們開始去講預言、講方言
[00:11:13.280 --> 00:11:16.640]  有這些神蹟騎士的時候
[00:11:16.640 --> 00:11:21.200]  就是在說上帝的那個英許要實現了
[00:11:21.200 --> 00:11:24.560]  這個悔改奉耶穌基督的名受洗
[00:11:24.560 --> 00:11:27.200]  就能夠領受聖靈的恩典
[00:11:27.200 --> 00:11:29.840]  無論是外邦人或者是猶太人
[00:11:29.840 --> 00:11:34.040]  這是對於當時來說一個很重要的信息
[00:11:34.040 --> 00:11:35.520]  可能你會問
[00:11:35.520 --> 00:11:38.200]  這個經文歷史久遠
[00:11:38.200 --> 00:11:41.400]  我們現在都順了主了
[00:11:41.400 --> 00:11:43.120]  關我們什麼事呢?
[00:11:43.120 --> 00:11:48.400]  你們有沒有想過能夠領受這個聖靈
[00:11:48.400 --> 00:11:50.640]  其實正正是一件神蹟
[00:11:50.640 --> 00:11:53.600]  是一個神的工作
[00:11:53.600 --> 00:11:56.360]  我們能夠領受聖靈
[00:11:56.360 --> 00:12:01.480]  正正是上帝實現祂的這個英許
[00:12:01.480 --> 00:12:04.160]  我們每天都有聖靈的提醒
[00:12:04.160 --> 00:12:07.720]  我們閱讀聖經的時候有聖靈的光照
[00:12:07.720 --> 00:12:09.840]  每時每刻
[00:12:09.840 --> 00:12:12.600]  透過這些不同的事
[00:12:12.600 --> 00:12:15.920]  正正就是在提醒我們
[00:12:15.920 --> 00:12:19.760]  基督已經用重價去買贖我們
[00:12:19.760 --> 00:12:22.880]  所以這個身份其實是得來不易的
[00:12:22.880 --> 00:12:25.000]  若果不是上帝的信實
[00:12:25.000 --> 00:12:27.000]  上帝的慈愛
[00:12:27.000 --> 00:12:30.680]  上帝對人英許的實現
[00:12:30.680 --> 00:12:34.360]  其實我們單憑自己是無法去領受
[00:12:34.360 --> 00:12:37.280]  這個這麼寶貴的聖靈
[00:12:37.280 --> 00:12:39.680]  全部都是上帝所賜予
[00:12:39.680 --> 00:12:43.160]  所百百所施予的恩典
[00:12:43.160 --> 00:12:47.640]  究竟我們有沒有去珍惜這個身份呢?
[00:12:47.640 --> 00:12:51.000]  這個身份對於我們來說
[00:12:51.000 --> 00:12:54.560]  我們生活裡面有什麼重要性呢?
[00:12:54.560 --> 00:12:57.760]  還是其實這個只是一個名字
[00:12:57.760 --> 00:13:03.200]  對於我們來說沒有什麼生活上的其他意思呢?
[00:13:03.200 --> 00:13:05.720]  要去珍惜這個身份
[00:13:05.720 --> 00:13:09.240]  我們必然會有相應的行動
[00:13:09.240 --> 00:13:12.600]  我們和上帝的關係又如何呢?
[00:13:12.600 --> 00:13:16.040]  我們有沒有藉著聖靈的光照
[00:13:16.040 --> 00:13:19.640]  去更加明白上帝的屬性
[00:13:19.640 --> 00:13:24.640]  他的工作是如何帶領
[00:13:24.640 --> 00:13:30.600]  所以其實這段經文是說
[00:13:30.600 --> 00:13:33.440]  這個門徒是領受了聖靈
[00:13:33.440 --> 00:13:34.880]  但是對於我們來說
[00:13:34.880 --> 00:13:39.320]  今天我們會不會遺忘了原來領受聖靈
[00:13:39.320 --> 00:13:40.960]  都是不簡單的事
[00:13:40.960 --> 00:13:47.760]  不是一件我們能夠用己力去完成的事
[00:13:47.760 --> 00:13:51.440]  而是很多都是上帝的恩典
[00:13:51.440 --> 00:13:56.360]  然後《使徒行傳》裡面繼續提及
[00:13:56.360 --> 00:14:03.240]  保羅日常在伊弗所的事蹟
[00:14:03.240 --> 00:14:06.160]  十九章八至十節
[00:14:06.160 --> 00:14:11.200]  其實是記載著一個不能被困難所阻撓的聖靈
[00:14:11.200 --> 00:14:15.680]  我們一起讀一讀經文
[00:14:15.680 --> 00:14:18.320]  第八至十節我們一起讀
[00:14:18.320 --> 00:14:19.840]  一二三
[00:14:19.840 --> 00:14:21.440]  保羅進會堂
[00:14:21.440 --> 00:14:24.280]  一年三個月放膽講道
[00:14:24.280 --> 00:14:26.400]  辯論神國的事
[00:14:26.400 --> 00:14:28.000]  勸導眾人
[00:14:28.000 --> 00:14:31.320]  後來有些人心裡剛硬不信
[00:14:31.320 --> 00:14:34.400]  在眾人面前誹謗者道
[00:14:34.400 --> 00:14:36.480]  保羅就離開他們
[00:14:36.480 --> 00:14:39.520]  也叫門徒與他們分開
[00:14:39.520 --> 00:14:43.520]  就在推拉盧的講堂天天辯論
[00:14:43.520 --> 00:14:45.680]  這樣有兩年之久
[00:14:45.680 --> 00:14:48.400]  是一切住在亞細亞的
[00:14:48.400 --> 00:14:51.280]  無論是猶太人是希臘人
[00:14:51.280 --> 00:14:54.280]  都聽見主的道
[00:14:54.280 --> 00:14:59.440]  這裡說到保羅本身到伊弗所這個地方
[00:14:59.440 --> 00:15:04.520]  一如以往會先到猶太人的會堂講神的道
[00:15:04.520 --> 00:15:05.760]  但原來
[00:15:05.760 --> 00:15:10.440]  奉上帝的名去為他工作
[00:15:10.440 --> 00:15:12.560]  並非一帆風順
[00:15:12.560 --> 00:15:15.640]  保羅才遇見十二個門徒
[00:15:15.640 --> 00:15:20.240]  轉為效忠基督這件事的成功
[00:15:20.240 --> 00:15:26.440]  但他之後也很快面對著不同的困難和挫折
[00:15:26.440 --> 00:15:29.960]  經文中提到有些人心裡剛硬不信
[00:15:29.960 --> 00:15:33.720]  就在眾人面前誹謗這個道
[00:15:33.720 --> 00:15:36.280]  誹謗的意思是說壞話
[00:15:36.280 --> 00:15:40.280]  又或者說一些劣造的說話
[00:15:40.280 --> 00:15:46.040]  在原文的誹謗這個字是一個現在式的分詞
[00:15:46.040 --> 00:15:51.320]  就是說誹謗這件事不是一次性的事件
[00:15:51.320 --> 00:15:54.480]  而是連續多次的事件
[00:15:54.480 --> 00:15:57.840]  一直面對著不同的重傷
[00:15:57.840 --> 00:16:00.000]  不同的流言
[00:16:00.000 --> 00:16:02.000]  不同的壞話
[00:16:02.000 --> 00:16:05.280]  保羅面對著這種情況之下
[00:16:05.280 --> 00:16:09.600]  他不是一聽到就離開
[00:16:09.600 --> 00:16:12.720]  而是面對著一個很長時間都是這樣的時候
[00:16:12.720 --> 00:16:16.000]  他才決定要離開這個會堂
[00:16:16.000 --> 00:16:18.160]  而轉去另外一個地方
[00:16:18.160 --> 00:16:20.720]  就是一個叫推拉盧的講堂
[00:16:20.720 --> 00:16:24.080]  這個推拉盧在名字裡面有一點意思
[00:16:24.080 --> 00:16:25.600]  不過不是經文的重點
[00:16:25.600 --> 00:16:30.480]  所以我都不會再去詳細解釋
[00:16:30.480 --> 00:16:32.560]  這個講堂簡單來說
[00:16:32.560 --> 00:16:35.840]  你可以想像是現在的大學
[00:16:35.840 --> 00:16:39.200]  現在的大學環境很舒適
[00:16:39.200 --> 00:16:42.160]  夏天就可以開著冷氣
[00:16:42.160 --> 00:16:45.360]  然後聽著講師在說話
[00:16:45.360 --> 00:16:48.240]  但是其實當時的講堂
[00:16:48.240 --> 00:16:50.240]  怎麼會有冷氣這些東西
[00:16:50.240 --> 00:16:55.760]  以前的科技都不會這麼發達
[00:16:55.760 --> 00:17:01.440]  那個地區就是土耳其的地區
[00:17:01.440 --> 00:17:03.760]  簡單來說就是天氣非常熱
[00:17:03.760 --> 00:17:09.280]  熱的時候他們必然要為天氣的緣故
[00:17:09.280 --> 00:17:12.960]  去調適一些生活的時間
[00:17:12.960 --> 00:17:18.320]  講堂的時間他們就會選擇用清晨
[00:17:18.320 --> 00:17:22.160]  就是天還沒曬到很熱的時間
[00:17:22.160 --> 00:17:25.120]  又或者是黃昏比較陰涼的時間
[00:17:25.120 --> 00:17:27.280]  所以他們是會有休課的
[00:17:27.280 --> 00:17:32.160]  休課的時間他們就可以休息吃飯睡覺
[00:17:32.160 --> 00:17:37.760]  夏天會睡覺的緣故
[00:17:37.760 --> 00:17:44.960]  一切的工作就由上午11點到下午4點都會停止
[00:17:44.960 --> 00:17:47.760]  他們在這段時間就不說書
[00:17:47.760 --> 00:17:51.600]  但是保羅就把握著這個機會
[00:17:51.600 --> 00:17:55.680]  在11點到4點其實都沒什麼人
[00:17:55.680 --> 00:18:01.520]  因為沒人用他才可以用到那些講堂
[00:18:01.520 --> 00:18:07.120]  他就用這個時間和周圍的人去傳福音
[00:18:07.120 --> 00:18:09.120]  去辯論上帝的道
[00:18:09.120 --> 00:18:15.280]  在困難的那方面來說
[00:18:15.280 --> 00:18:20.800]  保羅面對著會堂裏面有很多人不信
[00:18:20.800 --> 00:18:23.200]  很多人誹謗要離開
[00:18:23.200 --> 00:18:28.400]  但其實聖靈的工作沒有被這些人的重傷
[00:18:28.400 --> 00:18:33.200]  這些人所施加的困難所阻止
[00:18:33.200 --> 00:18:37.760]  保羅由會堂轉到推拉盧的講堂講道
[00:18:37.760 --> 00:18:39.760]  辯論上帝的道
[00:18:39.760 --> 00:18:43.920]  但是在福音的結果的角度來說
[00:18:43.920 --> 00:18:46.000]  其實這是一個大大的成功
[00:18:46.000 --> 00:18:46.720]  為什麼呢?
[00:18:46.720 --> 00:18:52.960]  因為經文講到聽眾是由猶太人變成所有人
[00:18:52.960 --> 00:18:56.480]  經文記載著一起住在亞細亞的
[00:18:56.480 --> 00:19:01.280]  無論是猶太人或者希臘人都會聽見主的道
[00:19:01.280 --> 00:19:07.600]  保羅面對著他的困難作出一個地點上的改變
[00:19:07.600 --> 00:19:10.640]  在傳福音的角度來說
[00:19:10.640 --> 00:19:15.120]  反而效果比以往更好
[00:19:15.120 --> 00:19:19.600]  聖靈也不會被一些困難所攔阻
[00:19:19.600 --> 00:19:27.120]  聖靈將困難轉化為一個傳福音的好機會
[00:19:27.120 --> 00:19:29.760]  但你也不得不稱讚保羅
[00:19:29.760 --> 00:19:33.040]  其實他也是非常堅忍
[00:19:33.040 --> 00:19:35.040]  他面對著一個這樣的困難
[00:19:35.040 --> 00:19:37.120]  面對著很多不同的流言蜚語
[00:19:37.120 --> 00:19:38.320]  很多重傷
[00:19:38.320 --> 00:19:40.080]  他都沒有放棄
[00:19:40.080 --> 00:19:41.760]  在一個炎熱的環境
[00:19:41.760 --> 00:19:46.720]  一個連其他人都不願意使用的時段
[00:19:46.720 --> 00:19:50.240]  他都把握著這個機會
[00:19:50.240 --> 00:19:51.920]  又或者我們去想想
[00:19:51.920 --> 00:19:55.520]  其實我們現在都面對著很多不同的挑戰
[00:19:55.520 --> 00:19:59.120]  很多不同的困難
[00:19:59.120 --> 00:20:03.360]  最常說的就是我們這次的疫情
[00:20:03.360 --> 00:20:06.480]  其實全香港的人都會覺得很艱難
[00:20:06.480 --> 00:20:11.200]  沒有人會想到醫療用品、消毒、清潔的用品
[00:20:11.200 --> 00:20:13.280]  原來都可以這麼難買
[00:20:13.280 --> 00:20:16.400]  要排一個通宵的隊才可以買到一盒口罩
[00:20:16.400 --> 00:20:19.120]  幾支的搓手液
[00:20:19.120 --> 00:20:20.320]  一罩難求
[00:20:20.320 --> 00:20:23.680]  又或者連紙巾都會被人買光
[00:20:23.680 --> 00:20:26.800]  我真的無法想像以前這樣東西
[00:20:26.800 --> 00:20:29.760]  但面對著這些這麼困難的情況
[00:20:29.760 --> 00:20:35.360]  我們有沒有把握著它成為一個傳福音的好機會呢?
[00:20:35.360 --> 00:20:40.000]  其實教會早前都有一個社區關愛的行動
[00:20:40.000 --> 00:20:43.200]  其實這個正正是一個很好的機會
[00:20:43.200 --> 00:20:48.640]  我們教會以往可能在社區的福音工作裡面
[00:20:48.640 --> 00:20:51.680]  都未有很多的行動
[00:20:51.680 --> 00:20:56.160]  但其實在這個這麼困難的時期
[00:20:56.160 --> 00:21:00.000]  我們能不能夠把握著這些機遇呢?
[00:21:00.000 --> 00:21:05.920]  我們在一個正正是很多人需要幫忙的時候
[00:21:05.920 --> 00:21:08.800]  我們就能夠伸出我們的援手
[00:21:08.800 --> 00:21:14.080]  向社區裡面不同的人去講述上帝的愛
[00:21:14.080 --> 00:21:16.400]  我們在行動上面去表達
[00:21:16.400 --> 00:21:20.880]  上帝的愛是多麼的照顧到他們
[00:21:20.880 --> 00:21:26.240]  以致他們在日常生活的物品上面都一無所缺
[00:21:26.240 --> 00:21:27.680]  他們有缺乏的時候
[00:21:27.680 --> 00:21:37.120]  上帝就會派不同的人到這個社區去施予他們的援助
[00:21:37.120 --> 00:21:39.840]  我們有沒有在這個困難的時刻
[00:21:39.840 --> 00:21:43.440]  把握著這些傳福音的機會呢?
[00:21:43.440 --> 00:21:47.440]  在這裡也邀請各位弟兄姊妹去思想一下
[00:21:47.440 --> 00:21:50.320]  其實在這個疫症的大環境裡面
[00:21:50.320 --> 00:21:55.120]  我們究竟是只是面對著自己的困難
[00:21:55.120 --> 00:22:00.160]  被我們的困難去擊倒
[00:22:00.160 --> 00:22:05.600]  還是我們能夠放遠一點的目光
[00:22:05.600 --> 00:22:09.520]  去看見上帝在這裡擺了什麼機會
[00:22:09.520 --> 00:22:14.880]  擺了什麼傳福音的機會
[00:22:14.880 --> 00:22:19.520]  讓我們能夠去接觸到身邊的人呢?
[00:22:19.520 --> 00:22:26.480]  我們可以貢獻一份怎樣的力量去為主作供呢?
[00:22:26.480 --> 00:22:29.680]  將福音傳給身邊的人確實是不容易
[00:22:29.680 --> 00:22:32.400]  我們都是會面對著困難
[00:22:32.400 --> 00:22:35.760]  但是保羅的這種堅忍正正是提醒著我們
[00:22:35.760 --> 00:22:37.440]  面對著很多不同的困難
[00:22:37.440 --> 00:22:40.160]  我們要有一個目光去看著
[00:22:40.160 --> 00:22:46.240]  去看著這個傳福音的這件事上面
[00:22:46.240 --> 00:22:49.200]  不是被我們的困難所擊倒
[00:22:49.200 --> 00:22:52.480]  而是讓我們有一個更長遠的目光
[00:22:52.480 --> 00:22:54.400]  去貼近主的心意
[00:22:54.400 --> 00:22:59.120]  再去思想這件事
[00:22:59.120 --> 00:23:02.560]  接下來我們會講第三段經文
[00:23:02.560 --> 00:23:07.600]  在《仕途行傳》第十九章十一至二十節
[00:23:07.600 --> 00:23:11.840]  裡面講到一個不被人所操控的聖靈
[00:23:11.840 --> 00:23:15.680]  我們一起讀出這個經文
[00:23:15.680 --> 00:23:22.560]  「甚至有人從保羅手上拿走手巾或圍裙放在病人身上
[00:23:22.560 --> 00:23:26.320]  病就消除了,邪靈也出去了
[00:23:26.320 --> 00:23:31.680]  那時有幾個巡迴各處念咒講鬼的猶太人
[00:23:31.680 --> 00:23:34.240]  擅自利用主耶穌的名
[00:23:34.240 --> 00:23:37.840]  向那些被邪靈所附的人說
[00:23:37.840 --> 00:23:42.080]  「奉以保羅所傳的耶穌命令你們出來
[00:23:42.080 --> 00:23:48.880]  但是猶太人祭司長釋基雅的七個兒子
[00:23:48.880 --> 00:23:51.200]  但邪靈回答他們
[00:23:51.200 --> 00:23:54.880]  「耶穌我知道,保羅我也認識
[00:23:54.880 --> 00:23:57.040]  你們卻是誰?」
[00:23:57.040 --> 00:24:01.520]  被邪靈所附的人就撲到他們身上
[00:24:01.520 --> 00:24:04.400]  制服他們,勝過他們
[00:24:04.400 --> 00:24:07.920]  使他們赤著身子受了傷
[00:24:07.920 --> 00:24:11.360]  從那房子裡逃出去了
[00:24:11.360 --> 00:24:13.920]  凡住在已不所的
[00:24:13.920 --> 00:24:16.880]  無論是猶太人還是希臘人
