
[00:00:00.000 --> 00:00:05.680]  在1938年2月 中國抗戰打了9個月的時候
[00:04:41.040 --> 00:04:46.720]  今天我們看看這篇精彩的圖文
[00:04:46.720 --> 00:04:49.920]  或者看之前和大家玩個遊戲
[00:04:49.920 --> 00:04:51.320]  剛才讀過了
[00:04:51.320 --> 00:04:52.680]  你試試找一找
[00:04:52.680 --> 00:04:57.120]  一個詞語每一節都一定有的
[00:04:57.120 --> 00:05:03.320]  有沒有找到?
[00:05:03.320 --> 00:05:05.240]  什麼?
[00:05:05.240 --> 00:05:06.920]  聽不到
[00:05:06.920 --> 00:05:08.640]  次級,OK
[00:05:08.640 --> 00:05:10.320]  是不是每一節都有?
[00:05:10.320 --> 00:05:16.760]  每一節
[00:05:16.760 --> 00:05:19.040]  其實
[00:05:19.040 --> 00:05:20.720]  一個很普通的字
[00:05:20.720 --> 00:05:23.160]  沒錯,就是他們
[00:05:23.160 --> 00:05:25.000]  你試試找找
[00:05:25.000 --> 00:05:28.160]  不止一次的一節出現
[00:05:28.160 --> 00:05:29.200]  是不是?
[00:05:29.200 --> 00:05:31.120]  最少也有一次
[00:05:31.120 --> 00:05:34.320]  原來他們是什麼人?
[00:05:34.320 --> 00:05:35.680]  就是第六節
[00:05:35.680 --> 00:05:38.840]  你從世上次級我的人
[00:05:38.840 --> 00:05:42.120]  可以將你的名顯明給他們
[00:05:42.120 --> 00:05:45.000]  耶穌怎樣稱祂的門徒?
[00:05:45.000 --> 00:05:49.280]  就是神從世上次級我的人
[00:05:49.280 --> 00:05:51.200]  是神次的
[00:05:51.200 --> 00:05:55.240]  這就設定了耶穌和門徒之間的關係
[00:05:55.240 --> 00:05:57.520]  就因為這個關係
[00:05:57.520 --> 00:06:02.240]  成為了耶穌為門徒討估的基礎
[00:06:02.240 --> 00:06:07.720]  神的名字就是父神自己一切呈現的彰顯
[00:06:07.720 --> 00:06:10.280]  是代表父神,包括神的本體
[00:06:10.280 --> 00:06:14.120]  包括神的屬性
[00:06:14.120 --> 00:06:16.320]  怎樣顯明?
[00:06:16.320 --> 00:06:18.440]  耶穌基督道成肉身
[00:06:18.440 --> 00:06:20.840]  將父神的本體
[00:06:20.840 --> 00:06:23.040]  屬性、榮光
[00:06:23.040 --> 00:06:26.680]  在人間完全顯明出來
[00:06:26.680 --> 00:06:32.640]  其實不是人能憑他自己的理性邏輯智慧
[00:06:32.640 --> 00:06:34.360]  去認識上帝
[00:06:34.360 --> 00:06:36.480]  是上帝主動的
[00:06:36.480 --> 00:06:38.640]  將祂自己向人彰顯
[00:06:38.640 --> 00:06:41.400]  就正如《約翰福音》第一章
[00:06:41.400 --> 00:06:43.560]  大家讀過的
[00:06:43.560 --> 00:06:45.840]  道成了肉身
[00:06:45.840 --> 00:06:47.520]  住在我們中間
[00:06:47.520 --> 00:06:50.320]  我們看到祂的榮光
[00:06:50.320 --> 00:06:52.800]  看到父的榮光
[00:06:52.800 --> 00:06:55.480]  希伯來書第一章說什麼?
[00:06:55.480 --> 00:06:58.200]  他說祂是神榮耀所發的光輝
[00:06:58.200 --> 00:07:01.000]  是神本體的真相
[00:07:01.000 --> 00:07:05.200]  你看到耶穌就是看到上帝
[00:07:05.200 --> 00:07:08.880]  這個顯明很重要
[00:07:08.880 --> 00:07:12.960]  因為如果沒有這個顯明的話
[00:07:12.960 --> 00:07:19.920]  門徒就沒可能去認識耶穌和父神
[00:07:19.920 --> 00:07:24.000]  就不會成為屬神的人
[00:07:24.000 --> 00:07:26.160]  到六到八節
[00:07:26.160 --> 00:07:30.880]  耶穌的圖文中畫了什麼叫做屬神的人
[00:07:30.880 --> 00:07:33.680]  我們試試玩一個遊戲
[00:07:33.680 --> 00:07:35.440]  六到八節
[00:07:35.440 --> 00:07:37.640]  如果你要找一個質素
[00:07:37.640 --> 00:07:40.200]  是屬神的人的質素
[00:07:40.200 --> 00:07:42.080]  你會找到什麼?
[00:07:42.080 --> 00:07:43.720]  從第六節開始
[00:07:43.720 --> 00:07:48.880]  第六節是遵守神的道
[00:07:48.880 --> 00:07:50.800]  第七節
[00:07:50.800 --> 00:07:54.880]  知道耶穌是從神那裡來的
[00:07:54.880 --> 00:07:56.240]  第八節
[00:07:56.240 --> 00:07:58.520]  領受神的話
[00:07:58.520 --> 00:08:03.480]  又確知道耶穌是神
[00:08:03.480 --> 00:08:05.760]  而且很重要的是什麼?
[00:08:05.760 --> 00:08:07.160]  信
[00:08:07.160 --> 00:08:09.560]  要信
[00:08:09.560 --> 00:08:11.680]  如果我們沒有了這個信
[00:08:11.680 --> 00:08:15.400]  我們就和耶穌沒有任何的關係
[00:08:15.400 --> 00:08:18.800]  信是內心的一個接受
[00:08:18.800 --> 00:08:20.680]  信靠
[00:08:20.680 --> 00:08:21.840]  遵行是什麼?
[00:08:21.840 --> 00:08:28.600]  遵行就是你信的一個行動的表達和回應
[00:08:28.600 --> 00:08:30.960]  唯有內心相信耶穌
[00:08:30.960 --> 00:08:33.680]  再加上你遵行神的旨意
[00:08:33.680 --> 00:08:38.680]  這個才是神賜給耶穌的人
[00:08:38.680 --> 00:08:40.120]  換言之
[00:08:40.120 --> 00:08:45.480]  這些才是真正屬於主的門徒
[00:08:45.480 --> 00:08:49.080]  而耶穌今天這段圖文
[00:08:49.080 --> 00:08:54.960]  正正就是為這群屬主的門徒去祈禱
[00:08:54.960 --> 00:08:57.040]  第九節也很清楚
[00:08:57.040 --> 00:08:58.360]  祂說什麼?
[00:08:58.360 --> 00:09:02.160]  「我為他們祈求,不為世人祈求」
[00:09:02.160 --> 00:09:04.480]  你說這很奇怪嗎?
[00:09:04.480 --> 00:09:11.360]  耶穌不是愛世人為世人祈求的嗎?
[00:09:11.360 --> 00:09:14.080]  這是耶穌第二次提及
[00:09:14.080 --> 00:09:16.320]  賦賜給祂的人
[00:09:16.320 --> 00:09:19.000]  祂們是屬於神的
[00:09:19.000 --> 00:09:23.240]  其實耶穌在臨上十字架前的關鍵時刻
[00:09:23.240 --> 00:09:25.400]  祂所祈求的
[00:09:25.400 --> 00:09:28.200]  一定是祂最關注的
[00:09:28.200 --> 00:09:31.280]  如果大家記得讀了十五章時
[00:09:31.280 --> 00:09:34.000]  基本上今天的圖文
[00:09:34.000 --> 00:09:39.560]  是跟十五章和門徒所說的重點完全一樣
[00:09:39.560 --> 00:09:41.800]  耶穌重覆又重覆
[00:09:41.800 --> 00:09:46.600]  是在說祂最關注的事情
[00:09:46.600 --> 00:09:49.080]  耶穌特別強調要為屬神的人祈禱
[00:09:49.080 --> 00:09:52.480]  不為世人祈禱
[00:09:52.480 --> 00:09:53.640]  很明顯
[00:09:53.640 --> 00:09:56.240]  是因為耶穌這段圖文
[00:09:56.240 --> 00:09:58.520]  是祈求門徒的合一、誠性
[00:09:58.520 --> 00:10:01.200]  受差遣做見證
[00:10:01.200 --> 00:10:06.320]  這些都是屬神的人才可以領受的使命
[00:10:06.320 --> 00:10:08.960]  如果世人連信都未信
[00:10:08.960 --> 00:10:12.600]  根本跟他們沒有關係
[00:10:12.600 --> 00:10:14.160]  耶穌特別地聲明
[00:10:14.160 --> 00:10:18.680]  還有一個很重要的體見給我們
[00:10:18.680 --> 00:10:23.280]  就是耶穌對這群人有特別的期望
[00:10:23.280 --> 00:10:25.360]  有特別的要求
[00:10:25.360 --> 00:10:29.800]  所以特別為他們祈禱
[00:10:29.800 --> 00:10:32.240]  如果我們再看下面十八節的時候
[00:10:32.240 --> 00:10:33.520]  我們會看到
[00:10:33.520 --> 00:10:36.000]  原來他們將要受差遣
[00:10:36.000 --> 00:10:37.200]  在耶穌升天之後
[00:10:37.200 --> 00:10:39.960]  延續耶穌在地上的工作
[00:10:39.960 --> 00:10:43.280]  承擔一個很艱鉅的任務
[00:10:43.280 --> 00:10:46.240]  十節說:是我的都是你的
[00:10:46.240 --> 00:10:47.760]  你的也是我的
[00:10:47.760 --> 00:10:49.600]  這個你就是父神
[00:10:49.600 --> 00:10:53.880]  並且我因他們得榮耀
[00:10:53.880 --> 00:10:56.560]  其實凡是你的都是我的
[00:10:56.560 --> 00:10:57.680]  我的也是你的
[00:10:57.680 --> 00:11:00.880]  這麼沉悶說什麼呢?
[00:11:00.880 --> 00:11:04.120]  如果大家記得《約翰福音》所讀過的地方
[00:11:04.120 --> 00:11:08.440]  這個訊息不僅是在這裡出現的
[00:11:08.440 --> 00:11:10.080]  第十章第三十節
[00:11:10.080 --> 00:11:11.440]  「我與父元為一」
[00:11:11.440 --> 00:11:13.840]  記不記得?
[00:11:13.840 --> 00:11:16.200]  還有第八節剛剛算是剛才所看的
[00:11:16.200 --> 00:11:19.320]  「我是從你出來的」
[00:11:19.320 --> 00:11:23.040]  其實是同一個意思
[00:11:23.040 --> 00:11:28.480]  為什麼耶穌要一再強調他與父神的關係呢?
[00:11:28.480 --> 00:11:35.400]  其實這個就是耶穌為他屬神的人
[00:11:35.400 --> 00:11:41.800]  向父神祈禱的一個很重要的根據
[00:11:41.800 --> 00:11:43.240]  大家之前也讀過十四章
[00:11:43.240 --> 00:11:45.760]  上方十四章第十節
[00:11:45.760 --> 00:11:49.640]  耶穌說到他與父神的關係
[00:11:49.640 --> 00:11:55.800]  「我在父裏面 父也在我裏面」
[00:11:55.800 --> 00:11:58.360]  這種「你中有我 我中有你」的關係
[00:11:58.360 --> 00:12:00.680]  就是耶穌與父神的合一
[00:12:00.680 --> 00:12:04.920]  所以耶穌說「我與父元為一」
[00:12:04.920 --> 00:12:08.080]  到第十五章的時候
[00:12:08.080 --> 00:12:10.720]  不僅是他說與父的關係
[00:12:10.720 --> 00:12:12.800]  他與門徒的關係是怎樣的?
[00:12:12.800 --> 00:12:14.560]  大家記得嗎?
[00:12:14.560 --> 00:12:19.200]  就是葡萄樹與枝枝的關係
[00:12:19.200 --> 00:12:21.200]  有一個說話很精彩的
[00:12:21.200 --> 00:12:27.080]  就是「常在我裏面的 我也常在他裏面」
[00:12:27.080 --> 00:12:30.440]  如果這樣看的話
[00:12:30.440 --> 00:12:38.160]  我們會看到父神、基督與屬神的人的邏輯關係
[00:12:38.160 --> 00:12:41.880]  因為屬神的人
[00:12:41.880 --> 00:12:47.440]  他是從耶穌那裏領受了
[00:12:47.440 --> 00:12:50.480]  又遵行了神的道的時候
[00:12:50.480 --> 00:12:53.520]  他與耶穌有葡萄樹與枝枝的關係
[00:12:53.520 --> 00:12:55.760]  他常在耶穌裏面
[00:12:55.760 --> 00:12:57.840]  耶穌常在他裏面
[00:12:57.840 --> 00:12:59.760]  而耶穌與父的關係是怎樣的?
[00:12:59.760 --> 00:13:01.120]  他與父也一樣
[00:13:01.120 --> 00:13:02.880]  常在父裏面
[00:13:02.880 --> 00:13:06.360]  父也常在他裏面
[00:13:06.360 --> 00:13:12.160]  因此信徒就因為這個緣故
[00:13:12.160 --> 00:13:16.360]  與父神有一個很親密的關係
[00:13:16.360 --> 00:13:21.800]  耶穌今天就是為這群屬於神的
[00:13:21.800 --> 00:13:24.360]  屬於他自己的門徒祈禱
[00:13:24.360 --> 00:13:26.240]  只因為他們是屬於神
[00:13:26.240 --> 00:13:29.360]  可以這樣說 我們是屬於神
[00:13:29.360 --> 00:13:34.600]  神是不會丟下屬祂的人
[00:13:34.600 --> 00:13:38.360]  這就是一個很重要很重要
[00:13:38.360 --> 00:13:44.800]  耶穌交託門徒給神的一個很重要的基礎
[00:13:44.800 --> 00:13:46.520]  十一節
[00:13:46.520 --> 00:13:48.680]  「我到你那裏去
[00:13:48.680 --> 00:13:50.080]  我不留在世上
[00:13:50.080 --> 00:13:52.160]  他們卻在世上」
[00:13:52.160 --> 00:13:53.120]  聖父說
[00:13:53.120 --> 00:13:56.440]  「求你恩利的名就是你賜給我的名
[00:13:56.440 --> 00:13:57.320]  保守他們
[00:13:57.320 --> 00:14:02.720]  使他們像我們一樣合而為一」
[00:14:02.720 --> 00:14:08.320]  耶穌在不在世上的日子
[00:14:08.320 --> 00:14:17.000]  門徒卻要在世上面對這個世界
[00:14:17.000 --> 00:14:22.160]  你想想「留在世上」是什麼意思?
[00:14:22.160 --> 00:14:24.040]  是不是耶穌說
[00:14:24.040 --> 00:14:25.360]  「我現在回到父那裏了
[00:14:25.360 --> 00:14:26.800]  我丟下他們
[00:14:26.800 --> 00:14:28.640]  你們自己執生
[00:14:28.640 --> 00:14:31.640]  OK 拜拜」
[00:14:31.640 --> 00:14:32.920]  是不是?
[00:14:32.920 --> 00:14:34.480]  我們看看聖經
[00:14:34.480 --> 00:14:36.920]  耶穌的祈禱
[00:14:36.920 --> 00:14:39.120]  你看完十五節的時候
[00:14:39.120 --> 00:14:41.280]  更厲害
[00:14:41.280 --> 00:14:46.360]  「我也不求父接走他們」
[00:14:46.360 --> 00:14:48.200]  這個很明顯是什麼呢?
[00:14:48.200 --> 00:14:52.360]  門徒留在世上是耶穌的心意
[00:14:52.360 --> 00:14:54.520]  是耶穌要他們留在世上
[00:14:54.520 --> 00:14:57.640]  是祂的計劃
[00:14:57.640 --> 00:14:59.640]  對耶穌的門徒來說
[00:14:59.640 --> 00:15:04.320]  留在世上好不好?
[00:15:04.320 --> 00:15:08.160]  「耶穌不要這麼快接我走 我想在世上玩久一點」
[00:15:08.160 --> 00:15:10.080]  不是那麼好玩的
[00:15:10.080 --> 00:15:11.320]  如果大家記得
[00:15:11.320 --> 00:15:12.960]  十六章三十三節
[00:15:12.960 --> 00:15:15.080]  耶穌曾經跟門徒說過
[00:15:15.080 --> 00:15:18.400]  「在世上你們有什麼?
[00:15:18.400 --> 00:15:19.560]  苦難」
[00:15:19.560 --> 00:15:22.360]  很好 大家記得
[00:15:22.360 --> 00:15:25.360]  「在世上你們有苦難」
[00:15:25.360 --> 00:15:27.160]  在下面也讀到
[00:15:27.160 --> 00:15:29.240]  剛才的經文也看到
[00:15:29.240 --> 00:15:32.280]  世人怎麼看門徒?
[00:15:32.280 --> 00:15:37.400]  他們恨門徒
[00:15:37.400 --> 00:15:41.120]  所以他們留在世上
[00:15:41.120 --> 00:15:44.440]  不是一件那麼容易的事
[00:15:44.440 --> 00:15:48.520]  是面對很大很大的挑戰
[00:15:48.520 --> 00:15:50.000]  既然如此
[00:15:50.000 --> 00:15:52.000]  耶穌怎麼為他們祈禱呢?
[00:15:52.000 --> 00:15:53.880]  很奇怪
[00:15:53.880 --> 00:15:55.360]  苦難當前
[00:15:55.360 --> 00:15:56.880]  世界敵視他們
[00:15:56.880 --> 00:16:00.000]  耶穌不是求父
[00:16:00.000 --> 00:16:02.520]  求祢讓他們脫離苦難
[00:16:02.520 --> 00:16:05.720]  讓他們出入平安
[00:16:05.720 --> 00:16:09.120]  而是求父保守他們
[00:16:09.120 --> 00:16:11.960]  合一
[00:16:11.960 --> 00:16:15.160]  究竟屬於神的人
[00:16:15.160 --> 00:16:17.160]  在世上面對凶險
[00:16:17.160 --> 00:16:19.520]  合一有什麼重要?
[00:16:19.520 --> 00:16:22.000]  你找到十二節更奇怪
[00:16:22.000 --> 00:16:26.360]  耶穌在祈求天父保守門徒時
[00:16:26.360 --> 00:16:27.960]  祂竟然提到一個人
[00:16:27.960 --> 00:16:29.840]  是誰?
[00:16:29.840 --> 00:16:31.440]  就是出賣祂的人
[00:16:31.440 --> 00:16:35.360]  我們知道滅亡之子是指猶大
[00:16:35.360 --> 00:16:39.600]  首先我們要看看十一、十二節
[00:16:39.600 --> 00:16:43.840]  祂再一次強調父的名
[00:16:43.840 --> 00:16:46.440]  是指著神祂自己的信實
[00:16:46.440 --> 00:16:47.840]  祂的大能
[00:16:47.840 --> 00:16:49.680]  祂不變的屬性
[00:16:49.680 --> 00:16:52.160]  去保守他們
[00:16:52.160 --> 00:16:56.760]  所以這個基礎是最穩妥的
[00:16:56.760 --> 00:16:59.840]  耶穌求父神保護他們
[00:16:59.840 --> 00:17:01.520]  不是出去被控
[00:17:01.520 --> 00:17:05.840]  而是事實上絕大部份的這班門徒
[00:17:05.840 --> 00:17:09.880]  日後都是為耶穌殉道
[00:17:09.880 --> 00:17:12.680]  死得很慘
[00:17:12.680 --> 00:17:14.480]  耶穌所求的
[00:17:14.480 --> 00:17:18.360]  叫神保護他們是什麼意思?
[00:17:18.360 --> 00:17:21.840]  是不是耶穌的禱告失效?
[00:17:21.840 --> 00:17:24.040]  其實耶穌所求的
[00:17:24.040 --> 00:17:26.040]  是一個很重要的祈禱
[00:17:26.040 --> 00:17:29.240]  就是在一個敵對他們的世界裏面
[00:17:29.240 --> 00:17:32.360]  保守他們仍然可以在這樣的情況下
[00:17:32.360 --> 00:17:34.160]  按神的心意
[00:17:34.160 --> 00:17:36.040]  持守真道
[00:17:36.040 --> 00:17:39.120]  要大家彼此合一
[00:17:39.120 --> 00:17:40.640]  不要垂留失去
[00:17:40.640 --> 00:17:43.920]  不要被遍地猶太的惡者吞噬
[00:17:43.920 --> 00:17:46.920]  就像猶大一樣
[00:17:46.920 --> 00:17:51.640]  變成永遠的滅亡之子
[00:17:51.640 --> 00:17:52.720]  你說合一
[00:17:52.720 --> 00:17:55.520]  為什麼可以做到這個效果?
[00:17:55.520 --> 00:18:00.160]  耶穌在17章求門徒合一
[00:18:00.160 --> 00:18:03.400]  要神保守他們合一
[00:18:03.400 --> 00:18:10.040]  其實是建基於15章葡萄樹和枝子的原則
[00:18:10.040 --> 00:18:14.120]  門徒合一的大前提是什麼?
[00:18:14.120 --> 00:18:17.840]  就是和耶穌合一
[00:18:17.840 --> 00:18:18.960]  是不是?
[00:18:18.960 --> 00:18:21.680]  這是很重要的大前提
[00:18:21.680 --> 00:18:25.920]  如果每個門徒的生命和耶穌的生命很緊密的時候
[00:18:25.920 --> 00:18:28.840]  就像葡萄樹和枝子相連
[00:18:28.840 --> 00:18:33.720]  於是門徒與門徒之間很自然的
[00:18:33.720 --> 00:18:37.760]  就產生一個連結效應
[00:18:37.760 --> 00:18:41.240]  所以合一必須是
[00:18:41.240 --> 00:18:46.680]  自己先要和基督有一個生命的連結
[00:18:46.680 --> 00:18:50.040]  然後才可以和其他
[00:18:50.040 --> 00:18:53.080]  和我們擁有基督生命的人
[00:18:53.080 --> 00:18:56.000]  做一個自然的連結
[00:18:56.000 --> 00:18:58.160]  成為一個活然基督
[00:18:58.160 --> 00:19:02.920]  有強大生命力的一個俗神群體
[00:19:02.920 --> 00:19:07.320]  這就是在主基督裡合一
[00:19:07.320 --> 00:19:11.360]  而這種合一正是應對
[00:19:11.360 --> 00:19:18.000]  在充滿苦難、敵視、誘惑的世界當中
[00:19:18.000 --> 00:19:24.800]  最有力的生存方式
[00:19:24.800 --> 00:19:27.920]  猶太的滅亡
[00:19:27.920 --> 00:19:30.080]  為什麼?
[00:19:30.080 --> 00:19:32.760]  你說他貪錢
[00:19:32.760 --> 00:19:35.200]  貪錢是表示什麼?
[00:19:35.200 --> 00:19:38.040]  他生命出了問題
[00:19:38.040 --> 00:19:42.520]  猶太是因為他自己和葡萄樹分割
[00:19:42.520 --> 00:19:47.320]  是自己的生命首先枯乾了
[00:19:47.320 --> 00:19:54.240]  以致他自己從整個基督生命的有機體裡脫鈎
[00:19:54.240 --> 00:19:57.880]  不能夠和門徒同心合意跟隨著
[00:19:57.880 --> 00:20:03.360]  成為一個不合一的典型的失敗例子
[00:20:03.360 --> 00:20:07.920]  曾經有很多人為猶太報不平去翻案
[00:20:07.920 --> 00:20:11.760]  你看看13章26到27節的時候
[00:20:11.760 --> 00:20:14.800]  他說是撒旦進入猶太
[00:20:14.800 --> 00:20:17.560]  他是無辜的
[00:20:17.560 --> 00:20:20.200]  他是被動的
[00:20:20.200 --> 00:20:23.800]  他是神的工具
[00:20:23.800 --> 00:20:25.880]  但看清楚一點
[00:20:25.880 --> 00:20:28.480]  我們不能用這個作為抗辯理由
[00:20:28.480 --> 00:20:30.120]  不僅是為猶太
[00:20:30.120 --> 00:20:34.760]  也不能用這個作為自己的抗辯理由
[00:20:34.760 --> 00:20:38.600]  《約翰第六章》說得很清楚
[00:20:38.600 --> 00:20:39.560]  耶穌說什麼?
[00:20:39.560 --> 00:20:42.920]  我的肉可以吃 我的血可以喝
[00:20:42.920 --> 00:20:45.760]  如果別人吃我的肉 喝我的血
[00:20:45.760 --> 00:20:47.480]  就是常在我裡面
[00:20:47.480 --> 00:20:51.080]  我也常在他裡面
[00:20:51.080 --> 00:20:53.440]  什麼是耶穌的肉 什麼是耶穌的血
[00:20:53.440 --> 00:20:56.760]  耶穌道成肉身
[00:20:56.760 --> 00:20:59.800]  他的肉身就是他的道
[00:20:59.800 --> 00:21:02.320]  道就是神的說話
[00:21:02.320 --> 00:21:04.680]  我們要將上帝的說話
[00:21:04.680 --> 00:21:10.240]  吃入我們的心裡面
[00:21:10.240 --> 00:21:13.760]  我們吃什麼就會變成什麼
[00:21:13.760 --> 00:21:15.720]  You are what you eat
[00:21:15.720 --> 00:21:17.200]  你試想想
[00:21:17.200 --> 00:21:22.680]  如果猶太聽耶穌的話
[00:21:22.680 --> 00:21:25.920]  吃耶穌的肉 喝耶穌的血
[00:21:25.920 --> 00:21:30.320]  將上帝的說話植根在他們的心裡面
[00:21:30.320 --> 00:21:31.760]  耶穌常在他們裡面
[00:21:31.760 --> 00:21:33.160]  他們也常在耶穌裡面
[00:21:33.160 --> 00:21:34.640]  我就問
[00:21:34.640 --> 00:21:36.160]  這樣的狀態下
[00:21:36.160 --> 00:21:42.000]  撒旦有沒有位置能夠進入他們的心
[00:21:42.000 --> 00:21:44.560]  這個不是被動
[00:21:44.560 --> 00:21:46.440]  責任在他自己那裡
[00:21:46.440 --> 00:21:48.720]  今天我們跌倒也是
[00:21:48.720 --> 00:21:50.920]  我們說隱憂太大
[00:21:50.920 --> 00:21:53.080]  撒旦最厲害就是隱憂我們
[00:21:53.080 --> 00:21:55.280]  但是那個行動
[00:21:55.280 --> 00:21:58.560]  一定是我們自己決定去做的
[00:21:58.560 --> 00:22:00.360]  是不是
[00:22:00.360 --> 00:22:05.000]  任何的責任都不能夠推卸
[00:22:05.000 --> 00:22:10.160]  所以合一的先決條件是什麼呢
[00:22:10.160 --> 00:22:11.920]  我們自己的生命
[00:22:11.920 --> 00:22:14.280]  在神裡面站得穩
[00:22:14.280 --> 00:22:16.440]  言下之意就是說
[00:22:16.440 --> 00:22:18.840]  當教會群體不合一
[00:22:18.840 --> 00:22:28.040]  或許是一個我們生命出了問題的指標
[00:22:28.040 --> 00:22:29.840]  對於屬神的人來說
[00:22:29.840 --> 00:22:32.720]  合一雖然說是順理成章
[00:22:32.720 --> 00:22:34.320]  而且是必須的
[00:22:34.320 --> 00:22:36.320]  但是實際上合一
