
[00:00:00.000 --> 00:00:04.720]  我今天的經文選擇了詩篇的經文
[00:02:10.800 --> 00:02:13.760]  因為詩人跟著所說的話
[00:02:13.760 --> 00:02:16.640]  是非常重要的訊息
[00:02:16.640 --> 00:02:19.440]  你要留心聽我說的話
[00:02:19.440 --> 00:02:21.840]  跟著說的話是很重要的
[00:02:21.840 --> 00:02:24.400]  第二節詩人說
[00:02:24.400 --> 00:02:27.200]  「要開口說比喻
[00:02:27.200 --> 00:02:30.160]  要說出古時的謎語
[00:02:30.160 --> 00:02:32.720]  是他們聽見的
[00:02:32.720 --> 00:02:34.000]  知道的
[00:02:34.000 --> 00:02:37.200]  是祖宗告訴他們的」
[00:02:37.200 --> 00:02:38.480]  葉牧師說
[00:02:38.480 --> 00:02:42.320]  這個圖畫就好像一個家庭當中
[00:02:42.320 --> 00:02:44.640]  兒女圍在父母的身邊
[00:02:44.640 --> 00:02:46.000]  可能坐在地上
[00:02:46.000 --> 00:02:49.680]  或者坐在爸爸媽媽的膝蓋上
[00:02:49.680 --> 00:02:53.280]  聽爸爸媽媽說故事一樣
[00:02:53.280 --> 00:02:55.440]  是他們的爸爸媽媽
[00:02:55.440 --> 00:02:58.080]  至少跟他們說的話
[00:02:58.080 --> 00:03:01.440]  是祖宗告訴他們的
[00:03:01.440 --> 00:03:03.280]  然後第四節
[00:03:03.280 --> 00:03:04.560]  聖經說
[00:03:04.560 --> 00:03:06.800]  「不可將這些事
[00:03:06.800 --> 00:03:09.120]  向子孫隱瞞」
[00:03:09.120 --> 00:03:10.960]  你不要不說
[00:03:10.960 --> 00:03:12.080]  要說
[00:03:12.080 --> 00:03:15.200]  要肯定他們個個都知道
[00:03:15.200 --> 00:03:18.080]  是要將耶和華的美德
[00:03:18.080 --> 00:03:19.680]  耶和華的能力
[00:03:19.680 --> 00:03:22.080]  和神奇妙的作為
[00:03:22.080 --> 00:03:24.160]  說給後代聽
[00:03:24.160 --> 00:03:25.440]  是說什麼?
[00:03:25.440 --> 00:03:27.760]  是宣講神的美德
[00:03:27.760 --> 00:03:29.920]  是宣講神的能力
[00:03:29.920 --> 00:03:33.120]  是宣講耶和華的奇妙的作為
[00:03:33.120 --> 00:03:35.680]  是說給後代聽
[00:03:35.680 --> 00:03:37.680]  雖然說是神吩咐
[00:03:37.680 --> 00:03:39.840]  要傳給子孫
[00:03:39.840 --> 00:03:44.480]  然後子孫又傳給他們的子孫聽
[00:03:44.480 --> 00:03:46.480]  一代一代傳下去
[00:03:46.480 --> 00:03:48.720]  讓整個民族
[00:03:48.720 --> 00:03:50.160]  整個家族
[00:03:50.160 --> 00:03:53.200]  可以仰望神
[00:03:53.200 --> 00:03:55.600]  忘記神的作為
[00:03:55.600 --> 00:03:57.920]  唯要守祂的命令
[00:03:57.920 --> 00:03:59.280]  是第七節
[00:03:59.280 --> 00:04:01.680]  「好叫他們仰望神
[00:04:01.680 --> 00:04:04.240]  不忘記神的作為
[00:04:04.240 --> 00:04:07.760]  唯要守祂的命令」
[00:04:07.760 --> 00:04:13.680]  耶穌基督在聖經的記載當中
[00:04:13.680 --> 00:04:16.720]  經常用比喻(parable)
[00:04:16.720 --> 00:04:20.080]  來教導天國的奧秘
[00:04:20.080 --> 00:04:23.600]  在《瑪利福音》十三章三十五節
[00:04:23.600 --> 00:04:24.880]  這樣說
[00:04:24.880 --> 00:04:27.200]  「我要開口用比喻
[00:04:27.200 --> 00:04:29.920]  把創世以來所隱藏的事
[00:04:29.920 --> 00:04:31.920]  發明出來」
[00:04:31.920 --> 00:04:34.960]  我們有時不太明白比喻的意思
[00:04:34.960 --> 00:04:36.480]  因為神用比喻
[00:04:36.480 --> 00:04:38.400]  說得我們不明不白
[00:04:38.400 --> 00:04:39.920]  都不知道想說什麼
[00:04:39.920 --> 00:04:42.240]  但神的心意不是這樣
[00:04:42.240 --> 00:04:44.640]  神用比喻的目的
[00:04:44.640 --> 00:04:48.000]  是要把創世以來隱藏的事
[00:04:48.000 --> 00:04:49.680]  發明出來
[00:04:49.680 --> 00:04:51.680]  用比喻說得比較明白
[00:04:51.680 --> 00:04:54.080]  因此神用比喻
[00:04:54.080 --> 00:04:56.720]  是要人看到、聽到
[00:04:56.720 --> 00:04:59.760]  明白到一些難明白的真理
[00:04:59.760 --> 00:05:01.440]  神在創世的時候
[00:05:01.440 --> 00:05:02.960]  隱藏了奧秘
[00:05:02.960 --> 00:05:05.200]  今天耶穌用比喻
[00:05:05.200 --> 00:05:08.080]  把奧秘宣揚出來
[00:05:08.080 --> 00:05:09.520]  發明出來
[00:05:09.520 --> 00:05:11.600]  這是比喻
[00:05:11.600 --> 00:05:13.440]  謎語的意思
[00:05:13.440 --> 00:05:15.360]  和比喻差不多
[00:05:15.360 --> 00:05:17.120]  可以解為難題
[00:05:17.120 --> 00:05:19.680]  一些黑暗或無的說話
[00:05:19.680 --> 00:05:21.120]  英文聖經也叫做
[00:05:21.120 --> 00:05:22.400]  Dark Sayings
[00:05:22.400 --> 00:05:24.240]  是一些隱藏的話
[00:05:24.240 --> 00:05:26.080]  同樣我們看謎語
[00:05:26.080 --> 00:05:28.000]  覺得不明白
[00:05:28.000 --> 00:05:28.880]  不知道說什麼
[00:05:28.880 --> 00:05:30.560]  有蠱
[00:05:30.560 --> 00:05:33.600]  但我們有沒有玩過猜謎語?
[00:05:33.600 --> 00:05:34.720]  當然有
[00:05:34.720 --> 00:05:35.840]  猜謎語的時候
[00:05:35.840 --> 00:05:37.120]  給你一個謎片
[00:05:37.120 --> 00:05:38.240]  很難
[00:05:38.240 --> 00:05:40.480]  不知道說什麼
[00:05:40.480 --> 00:05:41.840]  到最後
[00:05:41.840 --> 00:05:44.080]  謎底也要揭開
[00:05:44.080 --> 00:05:46.480]  謎底也要被打開
[00:05:46.480 --> 00:05:47.760]  到最後
[00:05:47.760 --> 00:05:49.280]  謎底打開的時候
[00:05:49.280 --> 00:05:52.000]  我就明白到原本的意思
[00:05:52.000 --> 00:05:54.560]  同樣聖經當中用謎語
[00:05:54.560 --> 00:05:56.720]  是要說明一些真理
[00:05:56.720 --> 00:05:58.320]  到最終
[00:05:58.320 --> 00:06:00.560]  當謎底打開的時候
[00:06:00.560 --> 00:06:02.800]  我就知道神的意思
[00:06:02.800 --> 00:06:03.920]  神的心意
[00:06:03.920 --> 00:06:04.880]  神的奧秘
[00:06:04.880 --> 00:06:08.080]  在說什麼
[00:06:08.080 --> 00:06:11.200]  詩篇第78篇
[00:06:11.200 --> 00:06:12.960]  第八節之後
[00:06:12.960 --> 00:06:14.320]  我沒有跟大家讀
[00:06:14.320 --> 00:06:15.920]  你看看手機的經文
[00:06:15.920 --> 00:06:18.240]  看到很長的篇幅
[00:06:18.240 --> 00:06:19.440]  就是說什麼呢?
[00:06:19.440 --> 00:06:23.120]  就是說他們的祖先
[00:06:23.120 --> 00:06:23.920]  即是這些人
[00:06:23.920 --> 00:06:25.360]  是出埃及
[00:06:25.360 --> 00:06:26.400]  過紅海
[00:06:26.400 --> 00:06:27.600]  反叛
[00:06:27.600 --> 00:06:28.560]  抗疫當中
[00:06:28.560 --> 00:06:30.160]  是反叛叛逆
[00:06:30.160 --> 00:06:32.240]  但亡國的歷史
[00:06:32.240 --> 00:06:33.760]  一些我們熟悉的經文
[00:06:33.760 --> 00:06:34.800]  就是摩西
[00:06:34.800 --> 00:06:38.320]  如何過大河
[00:06:38.320 --> 00:06:40.560]  進到應許之地
[00:06:40.560 --> 00:06:42.000]  是這些故事
[00:06:42.000 --> 00:06:45.760]  然後在新約臨前十章十一節
[00:06:45.760 --> 00:06:46.880]  這樣說
[00:06:46.880 --> 00:06:49.840]  「他們」即是這群死敵人
[00:06:49.840 --> 00:06:51.680]  「遭遇這些事
[00:06:51.680 --> 00:06:54.080]  都要作為鑒解
[00:06:54.080 --> 00:06:56.000]  並且寫在經上
[00:06:56.000 --> 00:07:00.640]  正是警戒我們這末世的人」
[00:07:00.640 --> 00:07:02.080]  什麼意思呢?
[00:07:02.080 --> 00:07:04.800]  就是說這群人
[00:07:04.800 --> 00:07:05.840]  這些死敵人
[00:07:05.840 --> 00:07:07.200]  他們的故事
[00:07:07.200 --> 00:07:09.360]  他們的歷史故事
[00:07:09.360 --> 00:07:12.240]  他們所說的比喻和謎語
[00:07:12.240 --> 00:07:14.400]  是我們今天的鑒解
[00:07:14.400 --> 00:07:15.760]  他們所經歷的
[00:07:15.760 --> 00:07:18.880]  是我們今天引以為戒
[00:07:18.880 --> 00:07:20.000]  這些故事
[00:07:20.000 --> 00:07:21.280]  這些比喻
[00:07:21.280 --> 00:07:22.400]  這些謎語
[00:07:22.400 --> 00:07:23.840]  打開之後
[00:07:23.840 --> 00:07:27.600]  顯明了神對普世的救恩
[00:07:27.600 --> 00:07:28.880]  耶穌的救贖
[00:07:28.880 --> 00:07:34.480]  神對整個人類的工作和救恩
[00:07:34.480 --> 00:07:36.560]  是這樣的意思
[00:07:36.560 --> 00:07:38.160]  好像很簡單
[00:07:38.160 --> 00:07:39.760]  就是說什麼呢?
[00:07:39.760 --> 00:07:41.280]  聖經在說
[00:07:41.280 --> 00:07:43.840]  我要將聖經故事
[00:07:43.840 --> 00:07:45.760]  告訴下一代
[00:07:45.760 --> 00:07:47.200]  我們有沒有這樣做?
[00:07:47.200 --> 00:07:48.160]  做服務的
[00:07:48.160 --> 00:07:49.600]  有沒有在家中
[00:07:49.600 --> 00:07:52.480]  跟你的兒女說聖經故事呢?
[00:07:52.480 --> 00:07:53.520]  有吧
[00:07:53.520 --> 00:07:55.520]  大衛達薩哥利亞
[00:07:55.520 --> 00:07:58.320]  過紅海
[00:07:58.320 --> 00:08:00.080]  尼國城倒塌了等等
[00:08:00.080 --> 00:08:01.840]  我們每個人都會說
[00:08:01.840 --> 00:08:02.800]  是的
[00:08:02.800 --> 00:08:04.080]  完全正確
[00:08:04.080 --> 00:08:06.400]  我們需要說聖經故事
[00:08:06.400 --> 00:08:07.520]  在家中說
[00:08:07.520 --> 00:08:08.880]  在教會也說
[00:08:08.880 --> 00:08:11.520]  我相信每一間教會的主教學
[00:08:11.520 --> 00:08:13.600]  都會說聖經故事
[00:08:13.600 --> 00:08:16.560]  告訴他們大衛怎樣
[00:08:16.560 --> 00:08:18.160]  是撒哥利亞
[00:08:18.160 --> 00:08:19.760]  然後告訴他們
[00:08:19.760 --> 00:08:22.960]  神怎樣幫摩西過紅海
[00:08:22.960 --> 00:08:25.520]  幫約書亞過約壇河
[00:08:25.520 --> 00:08:26.960]  噴聲出水
[00:08:26.960 --> 00:08:29.520]  天降瑪那等等
[00:08:29.520 --> 00:08:31.600]  完全正確
[00:08:31.600 --> 00:08:32.960]  弟兄姊妹
[00:08:32.960 --> 00:08:35.520]  我想大家用第一個角度想
[00:08:35.520 --> 00:08:36.800]  這些故事
[00:08:36.800 --> 00:08:38.720]  我們今天很簡單
[00:08:38.720 --> 00:08:40.480]  就是Bible story
[00:08:40.480 --> 00:08:42.320]  聖經故事
[00:08:42.320 --> 00:08:45.440]  但是當日的猶太人
[00:08:45.440 --> 00:08:46.720]  當日的記者認識的人
[00:08:46.720 --> 00:08:48.240]  他們未有新約
[00:08:48.240 --> 00:08:51.120]  大概只有《摩西靈經》
[00:08:51.120 --> 00:08:52.960]  他們的故事
[00:08:52.960 --> 00:08:55.840]  這些故事是什麼故事?
[00:08:55.840 --> 00:08:58.400]  是他們的家族故事
[00:08:58.400 --> 00:09:00.400]  是他們的Family business
[00:09:00.400 --> 00:09:02.240]  是說他們的祖先
[00:09:02.240 --> 00:09:04.560]  不知幾多代以前的爸爸媽媽
[00:09:04.560 --> 00:09:06.400]  怎樣有神的幫助
[00:09:06.400 --> 00:09:07.360]  離開埃及
[00:09:07.360 --> 00:09:09.920]  進到應許當中
[00:09:09.920 --> 00:09:12.080]  是他們的家族的故事
[00:09:12.080 --> 00:09:14.000]  是他們的Family story
[00:09:14.000 --> 00:09:17.600]  所以今天除了要說
[00:09:17.600 --> 00:09:20.640]  聖經故事給子孫聽之外
[00:09:20.640 --> 00:09:23.840]  我們都會將我們自己的家族故事
[00:09:23.840 --> 00:09:26.240]  神在我們家庭當中所作的工作
[00:09:26.240 --> 00:09:28.560]  是說給下一代聽
[00:09:28.560 --> 00:09:30.480]  目的同樣是要
[00:09:30.480 --> 00:09:32.400]  讓我們的子孫
[00:09:32.400 --> 00:09:34.880]  知道耶和華的美德
[00:09:34.880 --> 00:09:36.320]  耶和華的能力
[00:09:36.320 --> 00:09:37.840]  祂前面的作為
[00:09:37.840 --> 00:09:40.400]  讓他們一代傳一代
[00:09:40.400 --> 00:09:42.640]  我們的後代可以仰望神
[00:09:42.640 --> 00:09:44.240]  忘記神的作為
[00:09:44.240 --> 00:09:47.520]  是守神的命令
[00:09:47.520 --> 00:09:49.440]  因此弟兄姊妹
[00:09:49.440 --> 00:09:52.000]  我今天用一個闊一點的角度
[00:09:52.000 --> 00:09:53.440]  去釋經
[00:09:53.440 --> 00:09:54.960]  這段聖經所說的
[00:09:54.960 --> 00:09:57.520]  不單單說聖經故事
[00:09:57.520 --> 00:09:58.320]  要說的
[00:09:58.320 --> 00:09:59.280]  沒錯的
[00:09:59.280 --> 00:10:01.680]  但同樣可以引申為
[00:10:01.680 --> 00:10:04.400]  我們要說回我們的Family story
[00:10:04.400 --> 00:10:06.960]  我們自己家族當中的故事
[00:10:06.960 --> 00:10:08.640]  給我們子孫聽
[00:10:08.640 --> 00:10:09.840]  讓他們知道
[00:10:09.840 --> 00:10:12.480]  神在我們家庭當中
[00:10:12.480 --> 00:10:14.320]  作過何等奇事
[00:10:14.320 --> 00:10:15.360]  祂的美德
[00:10:15.360 --> 00:10:16.480]  祂的能力
[00:10:16.480 --> 00:10:17.600]  祂的作為
[00:10:17.600 --> 00:10:22.880]  讓我們的下一代
[00:10:22.880 --> 00:10:24.480]  可以仰望神
[00:10:24.480 --> 00:10:26.320]  可以不忘記神的作為
[00:10:26.320 --> 00:10:28.160]  去守神的誡命
[00:10:28.160 --> 00:10:29.440]  我用五段經文
[00:10:29.440 --> 00:10:31.280]  去說今天的訊息
[00:10:31.280 --> 00:10:32.640]  大家幫幫我手
[00:10:32.640 --> 00:10:33.760]  讀經的時候
[00:10:33.760 --> 00:10:35.200]  幫忙讀好嗎
[00:10:35.200 --> 00:10:41.040]  第一段經文是在
[00:10:41.040 --> 00:10:43.280]  《召集記》十二章
[00:10:43.280 --> 00:10:44.480]  二十一至二十七節
[00:10:44.480 --> 00:10:45.680]  我們一起讀
[00:10:45.680 --> 00:10:46.800]  十二章
[00:10:46.800 --> 00:10:48.720]  二十一到二十七節
[00:10:48.720 --> 00:11:06.240]  「於是 打在門尾上
[00:11:06.240 --> 00:11:08.080]  或在我的門框上
[00:11:08.080 --> 00:11:10.480]  你們誰也不可出自己的房門
[00:11:10.480 --> 00:11:11.760]  直到早晨
[00:11:11.760 --> 00:11:14.960]  因為耶和華要巡行擊殺埃及人
[00:11:14.960 --> 00:11:19.280]  三號二十四號十五號十七號
[00:11:19.280 --> 00:11:21.360]  或在我的門框上
[00:11:21.360 --> 00:11:24.320]  你們誰也不可出自己的房門
[00:11:24.320 --> 00:11:25.840]  直到早晨
[00:11:25.840 --> 00:11:28.080]  這例你們要守著
[00:11:28.080 --> 00:11:31.280]  作為你們和你們子孫永遠的定例
[00:11:31.280 --> 00:11:33.360]  日後你們到了耶和華
[00:11:33.360 --> 00:11:36.240]  按著所應許賜給你們的那地
[00:11:36.240 --> 00:11:38.080]  就要守這例
[00:11:38.080 --> 00:11:40.640]  你們誰也不可出自己的房門
[00:11:40.640 --> 00:11:42.640]  直到早晨
[00:11:42.640 --> 00:11:47.200]  因為耶和華要巡行擊殺埃及人
[00:11:47.200 --> 00:11:50.080]  三號二十四號十五號十七號
[00:11:50.080 --> 00:11:51.840]  或在我的門框上
[00:11:51.840 --> 00:11:54.160]  你們誰也不可出自己的房門
[00:11:54.160 --> 00:11:56.000]  直到早晨
[00:11:56.000 --> 00:11:59.360]  於是 打在門尾上
[00:11:59.360 --> 00:12:01.760]  我很喜歡聖經所說到
[00:12:01.760 --> 00:12:03.360]  子兒女問你們
[00:12:03.360 --> 00:12:04.960]  行者是甚麼意思
[00:12:04.960 --> 00:12:07.200]  你們就說
[00:12:07.200 --> 00:12:09.840]  聖經是在說愉悅的故事
[00:12:09.840 --> 00:12:11.920]  我們詩歌唱愉悅
[00:12:11.920 --> 00:12:15.600]  是在說神如何幫助這些人
[00:12:15.600 --> 00:12:18.320]  離開埃及的困所
[00:12:18.320 --> 00:12:19.840]  進入應許之地
[00:12:19.840 --> 00:12:22.160]  擊殺埃及的長子
[00:12:22.160 --> 00:12:23.760]  保守他們
[00:12:23.760 --> 00:12:27.440]  脫離了核制
[00:12:27.440 --> 00:12:30.160]  去到神的應許
[00:12:30.160 --> 00:12:32.560]  然後經文說
[00:12:32.560 --> 00:12:34.560]  當耶律問你的時候
[00:12:34.560 --> 00:12:36.560]  這個告訴你
[00:12:36.560 --> 00:12:40.000]  之後百姓低頭下敗
[00:12:40.000 --> 00:12:41.440]  是在說甚麼呢
[00:12:41.440 --> 00:12:45.600]  是在說我們如何遇到耶穌
[00:12:45.600 --> 00:12:47.760]  神如何拯救我們
[00:12:47.760 --> 00:12:51.280]  正如當天神如何幫助他的子民
[00:12:51.280 --> 00:12:52.480]  離開埃及
[00:12:52.480 --> 00:12:53.840]  進入應許
[00:12:53.840 --> 00:12:57.200]  今天神要我們說回我們的故事
[00:12:57.200 --> 00:13:00.000]  神如何幫助我們離開埃及
[00:13:00.000 --> 00:13:01.040]  過紅海
[00:13:01.040 --> 00:13:04.240]  進入神的國度當中
[00:13:04.240 --> 00:13:06.000]  我們如何得救故事
[00:13:06.000 --> 00:13:09.600]  要告訴下一代
[00:13:09.600 --> 00:13:12.000]  我家裏
[00:13:12.000 --> 00:13:13.280]  怎麼說呢
[00:13:13.280 --> 00:13:17.200]  自小我不覺得家裏有甚麼宗教信仰
[00:13:17.200 --> 00:13:19.840]  我印象中我第一次回教會
[00:13:19.840 --> 00:13:21.040]  應該很小
[00:13:21.040 --> 00:13:24.000]  肯定未讀小學
[00:13:24.000 --> 00:13:26.160]  可能大約四、五歲
[00:13:26.160 --> 00:13:28.560]  印象就是回到一個地方
[00:13:28.560 --> 00:13:30.000]  見到一些凳腳
[00:13:30.000 --> 00:13:30.560]  為甚麼呢
[00:13:30.560 --> 00:13:31.760]  因為很矮
[00:13:31.760 --> 00:13:32.720]  看不到人
[00:13:32.720 --> 00:13:34.080]  看不到牧師
[00:13:34.080 --> 00:13:35.680]  唱不到甚麼詩歌
[00:13:35.680 --> 00:13:36.880]  很多凳腳
[00:13:36.880 --> 00:13:40.240]  大約在爬著爬著找東西吃
[00:13:40.240 --> 00:13:41.040]  找東西玩
[00:13:41.040 --> 00:13:42.080]  又不給酒
[00:13:42.080 --> 00:13:44.720]  是這樣的感覺
[00:13:44.720 --> 00:13:47.520]  我完全不知道是誰帶我回教會
[00:13:47.520 --> 00:13:49.680]  到我長大一點之後
[00:13:49.680 --> 00:13:50.880]  媽媽跟我說
[00:13:50.880 --> 00:13:54.720]  原來那時候是我奶奶帶我回教會
[00:13:54.720 --> 00:13:56.640]  我奶奶是
[00:13:56.640 --> 00:13:58.720]  我不覺得她信耶穌
[00:13:58.720 --> 00:14:00.560]  我悉聖之後
[00:14:00.560 --> 00:14:02.880]  她是吸煙、打牌
[00:14:02.880 --> 00:14:04.880]  但她信耶穌
[00:14:04.880 --> 00:14:05.760]  為甚麼信呢
[00:14:05.760 --> 00:14:08.080]  她在打仗的時候胃痛
[00:14:08.080 --> 00:14:09.360]  打仗沒甚麼醫生
[00:14:09.360 --> 00:14:11.520]  沒那麼多藥物
[00:14:11.520 --> 00:14:14.640]  就治不了
[00:14:14.640 --> 00:14:16.080]  有一晚她做夢
[00:14:16.080 --> 00:14:17.440]  夢到一個白衣人
[00:14:17.440 --> 00:14:19.520]  摸了她的胃就康復了
[00:14:19.520 --> 00:14:20.880]  戰後她問人
[00:14:20.880 --> 00:14:22.240]  誰是白衣人
[00:14:22.240 --> 00:14:23.520]  人們就告訴她
[00:14:23.520 --> 00:14:25.760]  那個應該是耶穌
[00:14:25.760 --> 00:14:27.760]  所以她受浸
[00:14:27.760 --> 00:14:29.200]  但之後沒怎麼回教會
[00:14:29.200 --> 00:14:31.680]  只是打牌、吸煙等等
[00:14:31.680 --> 00:14:32.880]  但都可以的
[00:14:32.880 --> 00:14:35.120]  我相信她現在在天價當中
[00:14:35.120 --> 00:14:38.000]  我不覺得她信耶穌
[00:14:38.000 --> 00:14:39.600]  直至她退休
[00:14:39.600 --> 00:14:40.880]  她退休的時候
[00:14:40.880 --> 00:14:42.560]  她頸上有個瘤
[00:14:42.560 --> 00:14:44.880]  要做手術、開刀
[00:14:44.880 --> 00:14:48.960]  在醫院當中要做手術
[00:14:48.960 --> 00:14:50.240]  她跟我說
[00:14:50.240 --> 00:14:51.840]  阿聰,她叫阿聰
[00:14:51.840 --> 00:14:53.600]  我想信耶穌
[00:14:53.600 --> 00:14:55.200]  我說是嗎?就相信了
[00:14:55.200 --> 00:14:56.720]  當時我不相信主
[00:14:56.720 --> 00:14:58.480]  當時剛出來做工沒多久
[00:14:58.480 --> 00:14:59.360]  正在搏殺
[00:14:59.360 --> 00:15:00.640]  想賺多點錢
[00:15:00.640 --> 00:15:01.760]  想娶老婆
[00:15:01.760 --> 00:15:02.720]  正在追馬利
[00:15:02.720 --> 00:15:04.400]  即是現在的太太
[00:15:04.400 --> 00:15:05.200]  她信耶穌
[00:15:05.200 --> 00:15:05.760]  我說信吧
[00:15:05.760 --> 00:15:07.120]  就這樣信
[00:15:07.120 --> 00:15:09.120]  她後來告訴我
[00:15:09.120 --> 00:15:11.440]  找回她媽媽的教會
[00:15:11.440 --> 00:15:13.120]  即是我奶奶的教會
[00:15:13.120 --> 00:15:14.240]  她很久沒回來
[00:15:14.240 --> 00:15:15.680]  她不認識誰
[00:15:15.680 --> 00:15:17.440]  但她記得當天
[00:15:17.440 --> 00:15:18.800]  她小時候
[00:15:18.800 --> 00:15:20.320]  她的媽媽跟她說過
[00:15:20.320 --> 00:15:22.640]  這間教會幫過她
[00:15:22.640 --> 00:15:24.640]  她長大年老之後
[00:15:24.640 --> 00:15:25.840]  想信主
[00:15:25.840 --> 00:15:27.680]  找回這間教會
[00:15:27.680 --> 00:15:29.920]  是行運田街的
[00:15:29.920 --> 00:15:31.760]  基督徒信望外堂
[00:15:31.760 --> 00:15:34.720]  牧師也記得
[00:15:34.720 --> 00:15:38.240]  她的奶奶跟她受浸
[00:15:38.240 --> 00:15:39.600]  當我媽媽信主
[00:15:39.600 --> 00:15:41.040]  也回到醫院
[00:15:41.040 --> 00:15:42.480]  她六十多歲的時候
[00:15:42.480 --> 00:15:44.000]  腸有癌症
[00:15:44.000 --> 00:15:45.520]  要做手術
[00:15:45.520 --> 00:15:46.720]  我想信耶穌
[00:15:46.720 --> 00:15:48.640]  就跟她不斷講福音
[00:15:48.640 --> 00:15:49.840]  終於她肯信
[00:15:49.840 --> 00:15:51.200]  問了牧師
[00:15:51.200 --> 00:15:52.400]  跟她決志
[00:15:52.400 --> 00:15:54.320]  在醫院當中做灑水禮
[00:15:54.320 --> 00:15:55.840]  很開心
[00:15:55.840 --> 00:15:58.080]  但她康復
[00:15:58.080 --> 00:15:59.200]  出院之後
[00:15:59.200 --> 00:16:00.400]  就罵我
[00:16:00.400 --> 00:16:01.600]  說阿聰
[00:16:01.600 --> 00:16:02.880]  嚇死我了
[00:16:02.880 --> 00:16:04.640]  跟我受浸灑水
[00:16:04.640 --> 00:16:07.600]  我以為我快死了
[00:16:07.600 --> 00:16:08.560]  在我家庭當中
[00:16:08.560 --> 00:16:10.320]  經常請教故事
[00:16:10.320 --> 00:16:11.600]  我有我的故事
[00:16:11.600 --> 00:16:12.720]  但太長
[00:16:12.720 --> 00:16:15.200]  現在不能告訴大家
[00:16:15.200 --> 00:16:17.440]  但神說我們要將故事
[00:16:17.440 --> 00:16:19.360]  告訴我的子孫
[00:16:19.360 --> 00:16:20.960]  告訴我兒子和女兒
[00:16:20.960 --> 00:16:24.160]  當日他們的太媽
[00:16:24.160 --> 00:16:25.920]  怎樣給神醫治
[00:16:25.920 --> 00:16:27.520]  他們的爺爺奶奶
[00:16:27.520 --> 00:16:29.520]  怎樣在年紀大的時候
[00:16:29.520 --> 00:16:30.720]  信耶穌
[00:16:30.720 --> 00:16:32.320]  他們的爸爸就是我
[00:16:32.320 --> 00:16:33.360]  如果不信主的話
[00:16:33.360 --> 00:16:35.280]  現在不知道去哪裡
[00:16:35.280 --> 00:16:37.680]  神的請救
[00:16:37.680 --> 00:16:39.840]  我遇到耶穌的故事
[00:16:39.840 --> 00:16:41.040]  每個人都有
