
[00:00:00.000 --> 00:00:02.000]  好 各位午安
[00:01:41.000 --> 00:01:43.000]  可以有成長
[00:01:43.000 --> 00:01:46.000]  由其他人幫她做事
[00:01:46.000 --> 00:01:49.000]  到她自己做自己要做的事
[00:01:49.000 --> 00:01:50.000]  再去成長
[00:01:50.000 --> 00:01:53.000]  她有一天想幫家人做事
[00:01:53.000 --> 00:01:57.000]  但我知道要等待 需要一個成長的歷程
[00:01:57.000 --> 00:01:59.000]  在我們的信仰路上
[00:01:59.000 --> 00:02:01.000]  我們都一樣期盼
[00:02:01.000 --> 00:02:05.000]  我們和天父建立一個以愛為根基的關係
[00:02:05.000 --> 00:02:08.000]  但我們怎樣去詮釋天父愛我們
[00:02:08.000 --> 00:02:12.000]  我們又怎樣去表達天父那種愛的回應呢
[00:02:12.000 --> 00:02:14.000]  我深信上帝一樣期待著
[00:02:14.000 --> 00:02:16.000]  透過很多的歷練裡
[00:02:16.000 --> 00:02:18.000]  慢慢讓我們去成長
[00:02:18.000 --> 00:02:20.000]  等我們去明白
[00:02:20.000 --> 00:02:22.000]  其實天父是愛你
[00:02:22.000 --> 00:02:24.000]  在今天的經文裡
[00:02:24.000 --> 00:02:26.000]  我們去思想 去學習
[00:02:26.000 --> 00:02:28.000]  今天研習的經文
[00:02:28.000 --> 00:02:30.000]  耶穌受魔鬼試探
[00:02:30.000 --> 00:02:32.000]  我相信弟兄會讀過很多次
[00:02:32.000 --> 00:02:35.000]  所以今天想用一個宏觀的角度
[00:02:35.000 --> 00:02:37.000]  去學習當中的意義
[00:02:37.000 --> 00:02:40.000]  請給我一個powerpoint
[00:02:40.000 --> 00:02:47.000]  在上文三章二十二節
[00:02:47.000 --> 00:02:50.000]  講到聖靈降臨在耶穌身上
[00:02:50.000 --> 00:02:52.000]  接著有聲音從天上說
[00:02:52.000 --> 00:02:54.000]  你是我的愛子
[00:02:54.000 --> 00:02:56.000]  我喜愛你
[00:02:56.000 --> 00:02:58.000]  接著一直有一個家譜
[00:02:58.000 --> 00:03:03.000]  追溯到亞當是神的兒子
[00:03:03.000 --> 00:03:08.000]  將耶穌是天父的愛子
[00:03:08.000 --> 00:03:10.000]  和亞當是神的兒子
[00:03:10.000 --> 00:03:13.000]  這兩個並列有很重要的神學意義
[00:03:13.000 --> 00:03:15.000]  亞當是神的形象被造
[00:03:15.000 --> 00:03:17.000]  是人類的始祖
[00:03:17.000 --> 00:03:20.000]  因為背叛神為人類帶來咒咒
[00:03:20.000 --> 00:03:22.000]  而耶穌是百分之百的神
[00:03:22.000 --> 00:03:25.000]  百分之百的人是一個新的亞當
[00:03:25.000 --> 00:03:28.000]  他要成為一個願意去信服上帝旨意的
[00:03:28.000 --> 00:03:33.000]  承受人與神之間復和的關係
[00:03:33.000 --> 00:03:36.000]  耶穌雖然有天上很尊榮的身份
[00:03:36.000 --> 00:03:38.000]  但他要渡成肉身
[00:03:38.000 --> 00:03:39.000]  降臂在地上
[00:03:39.000 --> 00:03:41.000]  以一個很寒微的身份
[00:03:41.000 --> 00:03:43.000]  去承受這個使命
[00:03:43.000 --> 00:03:45.000]  所以上帝的兒子亞當
[00:03:45.000 --> 00:03:48.000]  既然他在試探上當日失腳
[00:03:48.000 --> 00:03:50.000]  那麼上帝的愛子耶穌
[00:03:50.000 --> 00:03:53.000]  如果要承擔神對他的使命
[00:03:53.000 --> 00:03:54.000]  進入侍奉前
[00:03:54.000 --> 00:03:57.000]  他也需要接受一些考驗
[00:03:57.000 --> 00:03:59.000]  我們進入今天的經文
[00:03:59.000 --> 00:04:04.000]  我們先來看當時的一個背景
[00:04:04.000 --> 00:04:07.000]  耶穌滿有聖靈從約旦河回來
[00:04:07.000 --> 00:04:09.000]  聖靈將他引渡曠野
[00:04:09.000 --> 00:04:12.000]  四十天受魔鬼的試探
[00:04:12.000 --> 00:04:15.000]  是聖靈讓耶穌接受考驗
[00:04:15.000 --> 00:04:17.000]  不過試探去的不是神
[00:04:17.000 --> 00:04:19.000]  是魔鬼
[00:04:19.000 --> 00:04:21.000]  試探試煉是同一個字
[00:04:21.000 --> 00:04:24.000]  關鍵就是看人怎樣去回應
[00:04:24.000 --> 00:04:27.000]  撒旦想藉著這件事去拆毀我們
[00:04:27.000 --> 00:04:31.000]  而神用這個作為工具去建立我們
[00:04:31.000 --> 00:04:34.000]  這裡說耶穌滿有聖靈
[00:04:34.000 --> 00:04:37.000]  表示神的能力與耶穌同在
[00:04:37.000 --> 00:04:38.000]  我們常常想起
[00:04:38.000 --> 00:04:41.000]  聖靈充滿你的印象是什麼
[00:04:41.000 --> 00:04:43.000]  什麼神職醫治
[00:04:43.000 --> 00:04:45.000]  什麼神職趕鬼
[00:04:45.000 --> 00:04:46.000]  留意這裡
[00:04:46.000 --> 00:04:50.000]  當聖靈充滿讓耶穌帶有能力的時候
[00:04:50.000 --> 00:04:54.000]  是要迎向一場很艱難
[00:04:54.000 --> 00:04:57.000]  屬靈的硬仗
[00:04:57.000 --> 00:05:01.000]  究竟魔鬼試探耶穌的目的是什麼
[00:05:01.000 --> 00:05:03.000]  如果大家手上有廣東大章
[00:05:03.000 --> 00:05:05.000]  你可以概覽一下
[00:05:05.000 --> 00:05:07.000]  在三次的試探裡
[00:05:07.000 --> 00:05:09.000]  魔鬼有兩次都是說
[00:05:09.000 --> 00:05:11.000]  如果你是神的兒子
[00:05:11.000 --> 00:05:13.000]  表面上就是想說
[00:05:13.000 --> 00:05:14.000]  你展示一下身體
[00:05:14.000 --> 00:05:16.000]  證明你是神的兒子
[00:05:16.000 --> 00:05:18.000]  背後其實是印有耶穌
[00:05:18.000 --> 00:05:20.000]  你不如背叛你的父神
[00:05:20.000 --> 00:05:23.000]  想難了他成就這個救贖計劃
[00:05:23.000 --> 00:05:24.000]  在每一次的試探裡
[00:05:24.000 --> 00:05:29.000]  耶穌都用經文去反擊撒旦
[00:05:29.000 --> 00:05:31.000]  三句經文其實都是出自《生命記》
[00:05:31.000 --> 00:05:34.000]  第六至第八章
[00:05:34.000 --> 00:05:36.000]  《生命記》是說摩西
[00:05:36.000 --> 00:05:39.000]  帶領以色列人出埃及
[00:05:39.000 --> 00:05:41.000]  在曠野裡頒布了律例
[00:05:41.000 --> 00:05:45.000]  而以色列民每天很多次陷入試探
[00:05:45.000 --> 00:05:47.000]  跌倒犯罪
[00:05:47.000 --> 00:05:50.000]  所以耶穌所說的三個試探
[00:05:50.000 --> 00:05:52.000]  其實就是指向以色列民
[00:05:52.000 --> 00:05:54.000]  在曠野漂流四十年
[00:05:54.000 --> 00:05:57.000]  上上背叛神的一個歷史
[00:05:57.000 --> 00:05:59.000]  亞當他不能夠成就
[00:05:59.000 --> 00:06:01.000]  作為真正神的兒子
[00:06:01.000 --> 00:06:03.000]  四天在曠野的以色列民
[00:06:03.000 --> 00:06:04.000]  都不能夠成就
[00:06:04.000 --> 00:06:07.000]  今天耶穌基督神的愛子
[00:06:07.000 --> 00:06:09.000]  要去成就這個計劃
[00:06:09.000 --> 00:06:11.000]  我們逐一逐三個試探逐個去看
[00:06:11.000 --> 00:06:14.000]  我們先看第一個試探
[00:06:14.000 --> 00:06:17.000]  四十天受魔鬼試探的日子
[00:06:17.000 --> 00:06:19.000]  他沒有吃什麼
[00:06:19.000 --> 00:06:20.000]  日子悶了
[00:06:20.000 --> 00:06:22.000]  他就餓了
[00:06:22.000 --> 00:06:24.000]  當時第一個試探的背景
[00:06:24.000 --> 00:06:26.000]  耶穌完成了四十天的禁食
[00:06:26.000 --> 00:06:28.000]  是完成了
[00:06:28.000 --> 00:06:31.000]  在靈性一個非常高的位置
[00:06:31.000 --> 00:06:33.000]  但肉體就很軟弱
[00:06:33.000 --> 00:06:35.000]  吃食物很肚餓
[00:06:35.000 --> 00:06:36.000]  魔鬼跟他說
[00:06:36.000 --> 00:06:37.000]  如果你是神的兒子
[00:06:37.000 --> 00:06:40.000]  將這塊石頭變成食物
[00:06:40.000 --> 00:06:44.000]  耶穌用經文跟他反擊
[00:06:44.000 --> 00:06:47.000]  人活著不是單靠食物
[00:06:47.000 --> 00:06:50.000]  經文出自生命記八章三節
[00:06:50.000 --> 00:06:52.000]  我們看看當時的背景
[00:06:52.000 --> 00:06:54.000]  當時以色列民他們在曠野
[00:06:54.000 --> 00:06:56.000]  曠野沒有什麼供應
[00:06:56.000 --> 00:07:00.000]  以色列民他們就抱怨沒有食物
[00:07:00.000 --> 00:07:01.000]  大家已經很熟悉
[00:07:01.000 --> 00:07:05.000]  上帝在天上降下瑪拿給他們
[00:07:05.000 --> 00:07:07.000]  瑪拿不能一次撿很多
[00:07:07.000 --> 00:07:08.000]  要每天去撿
[00:07:08.000 --> 00:07:11.000]  要他們學習怎樣操練每天
[00:07:11.000 --> 00:07:14.000]  去仰賴神的供應
[00:07:14.000 --> 00:07:16.000]  如果在這個背景下
[00:07:16.000 --> 00:07:20.000]  耶穌剛才挑釁耶穌是想說什麼呢
[00:07:20.000 --> 00:07:23.000]  父神不會要自己的兒子捱餓
[00:07:23.000 --> 00:07:24.000]  你是神的兒子
[00:07:24.000 --> 00:07:28.000]  你應該有能力自己行神蹟
[00:07:28.000 --> 00:07:30.000]  解決你的基本需要
[00:07:30.000 --> 00:07:32.000]  又快又妥當
[00:07:32.000 --> 00:07:35.000]  何需靠神的供應呢
[00:07:35.000 --> 00:07:36.000]  但我們知道
[00:07:36.000 --> 00:07:40.000]  到成肉身的耶穌正正要與人認同
[00:07:40.000 --> 00:07:41.000]  如果去走捷徑
[00:07:41.000 --> 00:07:44.000]  用自己的方法滿足自己的需要
[00:07:44.000 --> 00:07:48.000]  其實就是放棄了承擔的使命
[00:07:48.000 --> 00:07:52.000]  所以第一個試探給我們什麼提醒
[00:07:52.000 --> 00:07:54.000]  我們自己都很喜歡去界定
[00:07:54.000 --> 00:07:59.000]  什麼是生活上不可或缺的基本需要
[00:07:59.000 --> 00:08:02.000]  基本需要的單就可能越來越長
[00:08:02.000 --> 00:08:04.000]  滿足不到的時候
[00:08:04.000 --> 00:08:08.000]  心就說懷疑上帝的供應不夠
[00:08:08.000 --> 00:08:10.000]  可能用我自己的其他方法
[00:08:10.000 --> 00:08:14.000]  拿一些未必上帝想要的基本需要
[00:08:14.000 --> 00:08:17.000]  甚至這些需要往往凌駕
[00:08:17.000 --> 00:08:20.000]  其實更加重要去進行上帝的旨意
[00:08:20.000 --> 00:08:22.000]  依靠神的供應
[00:08:22.000 --> 00:08:25.000]  不是說生命的基本需要不要緊
[00:08:25.000 --> 00:08:29.000]  而是我們要較正我們依靠的對象
[00:08:29.000 --> 00:08:32.000]  特別我們今天身處一個很有挑戰的時代
[00:08:32.000 --> 00:08:35.000]  一些我們以往可能順理成章
[00:08:35.000 --> 00:08:36.000]  隨手可得的
[00:08:36.000 --> 00:08:39.000]  今天原來都不是一定可以
[00:08:39.000 --> 00:08:44.000]  例如自由的相聚 探訪 言論空間
[00:08:44.000 --> 00:08:47.000]  穩定的收入 甚至健康
[00:08:47.000 --> 00:08:51.000]  有時候我覺得自己好像稍稍經歷到
[00:08:51.000 --> 00:08:55.000]  在曠野的感覺
[00:08:55.000 --> 00:09:00.000]  上帝就是想安放我們在一個新的場景
[00:09:00.000 --> 00:09:03.000]  學習重新去調教我們生命的優先次序
[00:09:03.000 --> 00:09:05.000]  去更加學習操練
[00:09:05.000 --> 00:09:08.000]  依靠神的供應和帶領
[00:09:08.000 --> 00:09:09.000]  各位弟兄姊妹
[00:09:09.000 --> 00:09:12.000]  我不知道你有沒有近期試過抱怨
[00:09:12.000 --> 00:09:16.000]  有些生活的需要不及以前
[00:09:16.000 --> 00:09:17.000]  如果是的時候
[00:09:17.000 --> 00:09:21.000]  我鼓勵你想想其實是否真的那麼重要
[00:09:21.000 --> 00:09:24.000]  我之前大屋搬小屋
[00:09:24.000 --> 00:09:26.000]  我的房間當然小了很多
[00:09:26.000 --> 00:09:27.000]  還有放了很多盒子
[00:09:27.000 --> 00:09:31.000]  我頭兩個月不是很想回家工作
[00:09:31.000 --> 00:09:33.000]  因為以前的房間大一點
[00:09:33.000 --> 00:09:35.000]  其實房間不是很小
[00:09:35.000 --> 00:09:38.000]  不過是以前的房間大一點
[00:09:38.000 --> 00:09:42.000]  已經有種不是很喜歡的感覺
[00:09:42.000 --> 00:09:44.000]  我都需要時間去調整
[00:09:44.000 --> 00:09:48.000]  關鍵是否房間大一點小一點才能工作
[00:09:48.000 --> 00:09:49.000]  又不是很小
[00:09:49.000 --> 00:09:50.000]  是我個人問題
[00:09:50.000 --> 00:09:53.000]  我都需要很多時間去學習調整
[00:09:53.000 --> 00:09:55.000]  我經常想今天這個挑戰
[00:09:55.000 --> 00:09:57.000]  可能就是人活著不是單靠食物
[00:09:57.000 --> 00:09:59.000]  人活著不是單靠手機
[00:09:59.000 --> 00:10:02.000]  電腦,zoom,wifi
[00:10:02.000 --> 00:10:04.000]  我們看第二個試探
[00:10:04.000 --> 00:10:07.000]  第五節到八節
[00:10:07.000 --> 00:10:12.000]  魔鬼又領耶穌上了高山
[00:10:12.000 --> 00:10:15.000]  拾時間將天下萬國都賜給他看
[00:10:15.000 --> 00:10:18.000]  跟他說這一切的權柄和榮華
[00:10:18.000 --> 00:10:19.000]  我都要給你
[00:10:19.000 --> 00:10:21.000]  原本是交給我的
[00:10:21.000 --> 00:10:23.000]  任意給誰就給誰
[00:10:23.000 --> 00:10:24.000]  如果你在我面前下拜
[00:10:24.000 --> 00:10:26.000]  這一切都是歸你
[00:10:26.000 --> 00:10:31.000]  第六節很明顯很值得懷疑
[00:10:31.000 --> 00:10:33.000]  一切本來是誰的
[00:10:33.000 --> 00:10:34.000]  都是神自己的
[00:10:34.000 --> 00:10:37.000]  怎會是魔鬼的呢
[00:10:37.000 --> 00:10:39.000]  但是道成肉身的耶穌
[00:10:39.000 --> 00:10:42.000]  他帶著一個人的身軀去生活
[00:10:42.000 --> 00:10:44.000]  他要走完艱苦的十家路
[00:10:44.000 --> 00:10:48.000]  才能夠完成上帝給他的使命
[00:10:48.000 --> 00:10:51.000]  而最終去統管萬有
[00:10:51.000 --> 00:10:53.000]  在這次的試探裡
[00:10:53.000 --> 00:10:55.000]  魔鬼留意他沒有說什麼
[00:10:55.000 --> 00:10:56.000]  如果你是神的兒子
[00:10:56.000 --> 00:10:58.000]  這是第二個沒有說的
[00:10:58.000 --> 00:10:59.000]  他好像挑釁地說
[00:10:59.000 --> 00:11:02.000]  不如反過來你不要做神的兒子
[00:11:02.000 --> 00:11:04.000]  你跟我就好一點
[00:11:04.000 --> 00:11:06.000]  不用受苦
[00:11:06.000 --> 00:11:08.000]  又不用選這麼辛苦的路
[00:11:08.000 --> 00:11:09.000]  快快手手
[00:11:09.000 --> 00:11:11.000]  馬上可以拿到權力
[00:11:11.000 --> 00:11:12.000]  很棒
[00:11:12.000 --> 00:11:15.000]  耶穌怎樣跟他交戰呢
[00:11:15.000 --> 00:11:17.000]  祂說要拜主你的神
[00:11:17.000 --> 00:11:18.000]  唯獨侍奉他
[00:11:18.000 --> 00:11:20.000]  又來自哪裡呢
[00:11:20.000 --> 00:11:23.000]  《生命記》第十三章
[00:11:23.000 --> 00:11:25.000]  我們看看上文的背景
[00:11:25.000 --> 00:11:28.000]  當時摩西引領以色列民
[00:11:28.000 --> 00:11:29.000]  跟他們說
[00:11:29.000 --> 00:11:32.000]  有應許將會帶他們入迦南地
[00:11:32.000 --> 00:11:33.000]  未見到的
[00:11:33.000 --> 00:11:34.000]  將入迦南地
[00:11:34.000 --> 00:11:35.000]  迦南地是怎樣呢
[00:11:35.000 --> 00:11:38.000]  有裝滿各樣美物的房屋
[00:11:38.000 --> 00:11:39.000]  不是你裝滿
[00:11:39.000 --> 00:11:40.000]  劃成的水坑
[00:11:40.000 --> 00:11:41.000]  不是你劃
[00:11:41.000 --> 00:11:42.000]  有葡萄園、橄欖園
[00:11:42.000 --> 00:11:44.000]  不是你栽種
[00:11:44.000 --> 00:11:45.000]  不過你吃了會好
[00:11:45.000 --> 00:11:46.000]  飽足
[00:11:46.000 --> 00:11:47.000]  你們要謹慎
[00:11:47.000 --> 00:11:48.000]  免得你忘記
[00:11:48.000 --> 00:11:50.000]  領你從埃及地圍爐之家
[00:11:50.000 --> 00:11:51.000]  出來的耶和華
[00:11:51.000 --> 00:11:53.000]  你要敬畏耶和華
[00:11:53.000 --> 00:11:54.000]  你的神侍奉他
[00:11:54.000 --> 00:11:55.000]  不要隨從
[00:11:55.000 --> 00:11:57.000]  即是別神
[00:11:57.000 --> 00:11:59.000]  摩西提醒以色列民
[00:11:59.000 --> 00:12:02.000]  當他們遲些會入迦南地
[00:12:02.000 --> 00:12:03.000]  生活會很豐足
[00:12:03.000 --> 00:12:04.000]  可能會很好
[00:12:04.000 --> 00:12:06.000]  不過到時你要謹慎
[00:12:06.000 --> 00:12:08.000]  你不要忘本
[00:12:08.000 --> 00:12:10.000]  不要忘記這一切
[00:12:10.000 --> 00:12:11.000]  都是從神而來
[00:12:11.000 --> 00:12:13.000]  不要到時為了想多獲益
[00:12:13.000 --> 00:12:15.000]  你去敬拜其他偶像
[00:12:15.000 --> 00:12:17.000]  第二個斯坦給我們的提醒
[00:12:17.000 --> 00:12:18.000]  是甚麼呢
[00:12:18.000 --> 00:12:20.000]  我們所擁有的一切
[00:12:20.000 --> 00:12:21.000]  都是從神而來
[00:12:21.000 --> 00:12:23.000]  我們不要忘本
[00:12:23.000 --> 00:12:24.000]  我們效忠的對象
[00:12:24.000 --> 00:12:25.000]  究竟是誰
[00:12:25.000 --> 00:12:27.000]  我希望不會發生
[00:12:27.000 --> 00:12:28.000]  如果有一天
[00:12:28.000 --> 00:12:29.000]  我們在一些強權下
[00:12:29.000 --> 00:12:31.000]  我們不可以自由敬拜
[00:12:31.000 --> 00:12:33.000]  請你去數算上帝
[00:12:33.000 --> 00:12:34.000]  過往日子
[00:12:34.000 --> 00:12:36.000]  在他生命有多少恩典
[00:12:36.000 --> 00:12:38.000]  我們不要放棄
[00:12:38.000 --> 00:12:40.000]  一個分別為聖的身份
[00:12:40.000 --> 00:12:41.000]  又或者現在
[00:12:41.000 --> 00:12:42.000]  我們可以自由敬拜
[00:12:42.000 --> 00:12:45.000]  不過疫情下有很多限制
[00:12:45.000 --> 00:12:47.000]  願這個都不是成為
[00:12:47.000 --> 00:12:49.000]  我們懶散的一個藉口
[00:12:49.000 --> 00:12:51.000]  去雕踏我們追求上主的
[00:12:51.000 --> 00:12:53.000]  那份屬靈的心智
[00:12:53.000 --> 00:12:55.000]  我們進入第三個斯坦
[00:12:55.000 --> 00:12:57.000]  第九至十二節
[00:12:57.000 --> 00:13:00.000]  魔鬼領耶穌去到耶路撒冷
[00:13:00.000 --> 00:13:02.000]  在一個聖殿的高位跟祂說
[00:13:02.000 --> 00:13:03.000]  又說了
[00:13:03.000 --> 00:13:06.000]  如果你是神的兒子就跳下去吧
[00:13:06.000 --> 00:13:08.000]  跟著他用了一些
[00:13:08.000 --> 00:13:10.000]  魔鬼也會用經文
[00:13:10.000 --> 00:13:12.000]  魔鬼引用經文說
[00:13:12.000 --> 00:13:15.000]  主要為你命令他的使者保護你
[00:13:15.000 --> 00:13:17.000]  他們要用手托著你
[00:13:17.000 --> 00:13:20.000]  免得你的腳碰在石頭上
[00:13:20.000 --> 00:13:23.000]  這個經文其實是出自詩篇的
[00:13:23.000 --> 00:13:24.000]  不過你比較一下
[00:13:24.000 --> 00:13:29.000]  魔鬼說的跟詩篇原本是否完全一樣呢
[00:13:29.000 --> 00:13:30.000]  是不一樣的
[00:13:30.000 --> 00:13:32.000]  詩篇是多了一句
[00:13:32.000 --> 00:13:36.000]  在你所行的一切道路上保護你
[00:13:36.000 --> 00:13:39.000]  不是叫你肆無忌憚地亂跳
[00:13:39.000 --> 00:13:40.000]  是甚麼呢
[00:13:40.000 --> 00:13:41.000]  英語說
[00:13:41.000 --> 00:13:43.000]  在你所行一切的道路上
[00:13:43.000 --> 00:13:46.000]  他的使者會保護你
[00:13:46.000 --> 00:13:50.000]  而魔鬼就把這句抽起了斷章取義
[00:13:50.000 --> 00:13:53.000]  引誘耶穌放肆地試探一下
[00:13:53.000 --> 00:13:56.000]  神是否真的會眷有他的兒子
[00:13:56.000 --> 00:14:00.000]  然後耶穌就跟魔鬼反擊
[00:14:00.000 --> 00:14:02.000]  說不可試探主
[00:14:02.000 --> 00:14:06.000]  你的神出自生命記六章十六節
[00:14:06.000 --> 00:14:08.000]  你們不可以試探耶和華
[00:14:08.000 --> 00:14:10.000]  你的神將你們再馬殺
[00:14:10.000 --> 00:14:12.000]  那樣試探他
[00:14:12.000 --> 00:14:15.000]  馬殺是一個甚麼地方呢
[00:14:15.000 --> 00:14:17.000]  又看看出埃及記
[00:14:17.000 --> 00:14:20.000]  當時那群以色列人在抗日裡沒有水喝
[00:14:20.000 --> 00:14:22.000]  就向摩西發怨
[00:14:22.000 --> 00:14:24.000]  你為甚麼將我們從埃及領出來
[00:14:24.000 --> 00:14:26.000]  使得我們跟我們的兒女
[00:14:26.000 --> 00:14:28.000]  和生畜要喝死呢
[00:14:28.000 --> 00:14:31.000]  其實就是在抱怨
[00:14:31.000 --> 00:14:33.000]  如果你不給我們水喝
[00:14:33.000 --> 00:14:37.000]  我們回埃及就好了
[00:14:37.000 --> 00:14:41.000]  如果第二個試探是身處順境的時候
[00:14:41.000 --> 00:14:42.000]  你沒有忘本
[00:14:42.000 --> 00:14:44.000]  第三個試探是甚麼呢
[00:14:44.000 --> 00:14:46.000]  在逆境的時候
[00:14:46.000 --> 00:14:48.000]  你怎樣去自處
[00:14:48.000 --> 00:14:49.000]  魔鬼引誘耶穌
[00:14:49.000 --> 00:14:53.000]  用自己的安危、意願來試探
[00:14:53.000 --> 00:14:55.000]  甚至操控神
[00:14:55.000 --> 00:14:57.000]  他背後的意向是甚麼呢
[00:14:57.000 --> 00:14:59.000]  想挑釁耶穌說
[00:14:59.000 --> 00:15:02.000]  父神肯定會去保護自己的兒子
[00:15:02.000 --> 00:15:04.000]  你迫他行神蹟
[00:15:04.000 --> 00:15:05.000]  證明他愛你
[00:15:05.000 --> 00:15:07.000]  保守你
[00:15:07.000 --> 00:15:09.000]  記住耶穌來到人間
[00:15:09.000 --> 00:15:10.000]  正正就是要放棄
[00:15:10.000 --> 00:15:12.000]  不用自己的權能保護自己
[00:15:12.000 --> 00:15:14.000]  如果他要測試上帝
[00:15:14.000 --> 00:15:18.000]  是否願意去保護自己
[00:15:18.000 --> 00:15:19.000]  不信任上帝
[00:15:19.000 --> 00:15:22.000]  他怎樣成就這個被託付的使命呢
[00:15:22.000 --> 00:15:24.000]  我們很清晰知道
[00:15:24.000 --> 00:15:26.000]  正正上帝的兒子
[00:15:26.000 --> 00:15:30.000]  他不能倖免危險、苦痛
[00:15:30.000 --> 00:15:32.000]  要甘願走上十家路
[00:15:32.000 --> 00:15:33.000]  完全信服
[00:15:33.000 --> 00:15:35.000]  才能成就這個使命
[00:15:35.000 --> 00:15:39.000]  所以第三個試探就是讓我們提醒
[00:15:39.000 --> 00:15:42.000]  究竟是神服侍我們
[00:15:42.000 --> 00:15:44.000]  還是我們去信服神
[00:15:44.000 --> 00:15:50.000]  當我們身處在一些不容易的環境裡
[00:15:50.000 --> 00:15:53.000]  我們願不願意去信服呢
[00:15:53.000 --> 00:15:55.000]  一些實用主義的宗教
[00:15:55.000 --> 00:15:57.000]  常常想趨吉避凶
[00:15:57.000 --> 00:16:01.000]  利用宗教去滿足一些我自己個人的意願
[00:16:01.000 --> 00:16:04.000]  而基督信仰就是一個建立
[00:16:04.000 --> 00:16:07.000]  與上帝關係的信仰
[00:16:07.000 --> 00:16:09.000]  去信服神的旨意
[00:16:09.000 --> 00:16:14.000]  以致可以去成就一個更加豐盛的生命
[00:16:14.000 --> 00:16:19.000]  如果可以總括三個魔鬼對耶穌的試探
[00:16:19.000 --> 00:16:21.000]  針對一些不同的處境
[00:16:21.000 --> 00:16:26.000]  最終的目的是要引誘耶穌懷疑上帝
[00:16:26.000 --> 00:16:28.000]  背叛上帝
[00:16:28.000 --> 00:16:30.000]  然後操控上帝
[00:16:30.000 --> 00:16:32.000]  懷疑他的公義不夠
[00:16:32.000 --> 00:16:33.000]  背叛他
[00:16:33.000 --> 00:16:34.000]  不要忠誠對他
[00:16:34.000 --> 00:16:35.000]  操控他
[00:16:35.000 --> 00:16:36.000]  要他去信服
[00:16:36.000 --> 00:16:39.000]  反過來他去信服耶穌的旨意
[00:16:39.000 --> 00:16:42.000]  去更改作為一個上帝的兒子
[00:16:42.000 --> 00:16:45.000]  他的身份、意義、使命
[00:16:45.000 --> 00:16:46.000]  走捷徑
[00:16:46.000 --> 00:16:47.000]  舒服很多
[00:16:47.000 --> 00:16:49.000]  魔鬼這樣想做甚麼呢?
[00:16:49.000 --> 00:16:52.000]  他離間神與耶穌的關係
[00:16:52.000 --> 00:16:55.000]  這樣就可以破壞整個救贖計劃
[00:16:55.000 --> 00:16:56.000]  在這樣的情況下
