
[00:00:00.000 --> 00:00:06.000]  我們今天一起去聆聽上主的話語
[00:01:37.000 --> 00:01:39.000]  但我會抽一些重點出來
[00:01:39.000 --> 00:01:42.000]  這些重點都是大衛他的成長
[00:01:42.000 --> 00:01:44.000]  他的生命的故事
[00:01:44.000 --> 00:01:47.000]  以及與大衛的生命當中
[00:01:47.000 --> 00:01:50.000]  值得我們去學習的地方
[00:01:50.000 --> 00:01:52.000]  其實應該嚴格來說
[00:01:52.000 --> 00:01:54.000]  不是五篇道 是六篇道
[00:01:54.000 --> 00:01:56.000]  因為八月二十八日我會skip一次
[00:01:56.000 --> 00:01:58.000]  接著連續六篇道
[00:01:58.000 --> 00:02:01.000]  我們都會看大衛的生命的轉變
[00:02:01.000 --> 00:02:03.000]  今天會講改朝換代
[00:02:03.000 --> 00:02:06.000]  接著下一次會講約會和見殿
[00:02:06.000 --> 00:02:07.000]  在這兩件事當中
[00:02:07.000 --> 00:02:11.000]  我會看見大衛對上帝那份的尊崇
[00:02:11.000 --> 00:02:14.000]  是怎樣給我們認識的
[00:02:14.000 --> 00:02:16.000]  接著你看到有一個重點
[00:02:16.000 --> 00:02:18.000]  就是在八月秋輪十四日
[00:02:18.000 --> 00:02:21.000]  犯罪與悔改 和禱告與放下
[00:02:21.000 --> 00:02:23.000]  在這裏我會用放大鏡
[00:02:23.000 --> 00:02:27.000]  將大衛的犯罪 他的認罪
[00:02:27.000 --> 00:02:30.000]  他的悔改 他的禱告
[00:02:30.000 --> 00:02:31.000]  他的放下
[00:02:31.000 --> 00:02:34.000]  給我們呈現在我們信念生命的裏面
[00:02:34.000 --> 00:02:36.000]  我相信我們每一個人
[00:02:36.000 --> 00:02:40.000]  在人生裏面都面對著罪的剋制
[00:02:40.000 --> 00:02:42.000]  如果你覺得自己沒有罪
[00:02:42.000 --> 00:02:44.000]  我相信你不會坐在這裏
[00:02:44.000 --> 00:02:47.000]  因為你要認罪才可以成為基督徒
[00:02:47.000 --> 00:02:50.000]  但是我們面對著罪的纏擾
[00:02:50.000 --> 00:02:52.000]  以及罪的後果
[00:02:52.000 --> 00:02:54.000]  我們怎樣去面對呢
[00:02:54.000 --> 00:02:56.000]  就算我們今天信了耶穌
[00:02:56.000 --> 00:02:57.000]  都會犯罪的
[00:02:57.000 --> 00:03:00.000]  所以如果你說在這六篇講道裏面
[00:03:00.000 --> 00:03:02.000]  我怎樣做一個主題貫穿呢
[00:03:02.000 --> 00:03:05.000]  我就會用認罪和悔改
[00:03:05.000 --> 00:03:08.000]  成為我們這個講道的貫穿
[00:03:08.000 --> 00:03:09.000]  所以在一會兒的回應詩
[00:03:09.000 --> 00:03:12.000]  或者連續這六個星期的回應詩
[00:03:12.000 --> 00:03:15.000]  都會選了和認罪有關的詩歌
[00:03:15.000 --> 00:03:17.000]  大家都可以留意
[00:03:17.000 --> 00:03:19.000]  時間歸位了
[00:03:19.000 --> 00:03:22.000]  我們接下來要看五章的經文
[00:03:22.000 --> 00:03:24.000]  所以可能會快一點
[00:03:24.000 --> 00:03:27.000]  不過在這裏我都會多做一個幫助大家
[00:03:27.000 --> 00:03:29.000]  如果大家知道我們教會
[00:03:29.000 --> 00:03:31.000]  推行的一個靈修運動
[00:03:31.000 --> 00:03:35.000]  不只是御虎旗和張林旗
[00:03:35.000 --> 00:03:36.000]  平日我們都有靈修的
[00:03:36.000 --> 00:03:39.000]  我相信我們平日都會有自己的靈修材料
[00:03:39.000 --> 00:03:41.000]  當然我仍然鼓勵大家
[00:03:41.000 --> 00:03:43.000]  先用自己的靈修材料
[00:03:43.000 --> 00:03:45.000]  但如果你想用多一個
[00:03:45.000 --> 00:03:46.000]  或者你暫時沒有一個
[00:03:46.000 --> 00:03:47.000]  固定的靈修材料
[00:03:47.000 --> 00:03:49.000]  我鼓勵你由今天開始
[00:03:49.000 --> 00:03:52.000]  去看薩姆爾記
[00:03:52.000 --> 00:03:56.000]  我們會有一個大衛的靈修材料給大家
[00:03:56.000 --> 00:03:59.000]  如果你想有一本小書
[00:03:59.000 --> 00:04:02.000]  可能我請同工幫我預備
[00:04:02.000 --> 00:04:03.000]  放在外面大家可以拿
[00:04:03.000 --> 00:04:08.000]  如果你已經安裝了教會的app
[00:04:08.000 --> 00:04:10.000]  你都可以自動去收到
[00:04:10.000 --> 00:04:13.000]  有沒有人已經收到或者聽過兩次靈修
[00:04:13.000 --> 00:04:15.000]  一至兩次的
[00:04:15.000 --> 00:04:16.000]  未看到
[00:04:16.000 --> 00:04:18.000]  有些收到
[00:04:18.000 --> 00:04:19.000]  謝謝
[00:04:19.000 --> 00:04:21.000]  我們這個多了一個錄音
[00:04:21.000 --> 00:04:24.000]  聽到有人會讀一段經文給大家聽
[00:04:24.000 --> 00:04:26.000]  大家聽過就知道那個聲音是誰
[00:04:26.000 --> 00:04:28.000]  未聽過就先聽聽
[00:04:28.000 --> 00:04:30.000]  這裏不再貫為廣告了
[00:04:30.000 --> 00:04:32.000]  我想開始
[00:04:32.000 --> 00:04:34.000]  先交代少少背景
[00:04:34.000 --> 00:04:37.000]  接著我們進入經文裏面再跟大家討論
[00:04:37.000 --> 00:04:38.000]  這個背景是甚麼呢
[00:04:38.000 --> 00:04:40.000]  我說改朝換代
[00:04:40.000 --> 00:04:43.000]  意思是在薩姆爾
[00:04:43.000 --> 00:04:44.000]  挑選了
[00:04:44.000 --> 00:04:46.000]  即是上帝透過薩姆爾
[00:04:46.000 --> 00:04:48.000]  挑選了數羅
[00:04:48.000 --> 00:04:51.000]  為甚麼數羅會變了另外一個大衛做皇帝呢
[00:04:51.000 --> 00:04:53.000]  中間發生了甚麼事呢
[00:04:53.000 --> 00:04:57.000]  原因是數羅犯了很多件錯事
[00:04:57.000 --> 00:04:59.000]  從數羅在當中犯錯
[00:04:59.000 --> 00:05:03.000]  我們見到他對上帝的心是不純正
[00:05:03.000 --> 00:05:07.000]  雖然我們見到數羅表面上都有認罪悔改
[00:05:07.000 --> 00:05:10.000]  但很明顯他的認罪悔改不是真誠的
[00:05:10.000 --> 00:05:15.000]  用兩件經文就可以總結了數羅的問題
[00:05:15.000 --> 00:05:18.000]  在薩姆爾記上十三章十三節
[00:05:18.000 --> 00:05:20.000]  薩姆爾對數羅說
[00:05:20.000 --> 00:05:21.000]  你做了糊塗事了
[00:05:21.000 --> 00:05:23.000]  沒有遵守耶和華禮神
[00:05:23.000 --> 00:05:25.000]  吩咐你的命令
[00:05:25.000 --> 00:05:27.000]  細節不說了
[00:05:27.000 --> 00:05:29.000]  總之簡單來說
[00:05:29.000 --> 00:05:32.000]  數羅沒有遵行耶和華吩咐
[00:05:32.000 --> 00:05:35.000]  所以作為先知薩姆爾就散了數羅
[00:05:35.000 --> 00:05:37.000]  雖說數羅是皇帝
[00:05:37.000 --> 00:05:40.000]  但薩姆爾是上帝的先知
[00:05:40.000 --> 00:05:42.000]  他是高立數羅的
[00:05:42.000 --> 00:05:44.000]  所以數羅都記薩姆爾三分
[00:05:44.000 --> 00:05:47.000]  但數羅不但沒有悔改
[00:05:47.000 --> 00:05:49.000]  反而繼續犯錯
[00:05:49.000 --> 00:05:51.000]  去到第十五章
[00:05:51.000 --> 00:05:53.000]  薩姆爾批評數羅說
[00:05:53.000 --> 00:05:55.000]  因為你厭棄耶和華的命令
[00:05:55.000 --> 00:05:57.000]  耶和華也厭棄你做皇
[00:05:57.000 --> 00:06:02.000]  厭棄由不遵守神的命令到厭棄神的命令
[00:06:02.000 --> 00:06:05.000]  你看到數羅的靈命一直掉下去
[00:06:05.000 --> 00:06:08.000]  去到薩姆爾要放棄數羅
[00:06:08.000 --> 00:06:10.000]  背後走了
[00:06:10.000 --> 00:06:12.000]  薩姆爾就跪著說你不要走
[00:06:12.000 --> 00:06:14.000]  就撕爛了衣服
[00:06:14.000 --> 00:06:16.000]  如果你還記得那一幕
[00:06:16.000 --> 00:06:18.000]  其實我兩年前講過大衛的新屏相
[00:06:18.000 --> 00:06:20.000]  現在是下集
[00:06:20.000 --> 00:06:22.000]  數羅撕爛了衣服之後
[00:06:22.000 --> 00:06:25.000]  薩姆爾就說從此你所統治的以色列
[00:06:25.000 --> 00:06:27.000]  都會這樣分裂了
[00:06:27.000 --> 00:06:30.000]  所以待會我們會見到
[00:06:30.000 --> 00:06:32.000]  大衛和數羅有段時間
[00:06:32.000 --> 00:06:34.000]  是有南北兩個地方的國據
[00:06:34.000 --> 00:06:36.000]  待會你會看到
[00:06:36.000 --> 00:06:41.000]  所以當數羅遠離了上帝
[00:06:41.000 --> 00:06:43.000]  其實上帝非常傷心
[00:06:43.000 --> 00:06:45.000]  但上帝決定另外納一位
[00:06:45.000 --> 00:06:47.000]  牟同大衛
[00:06:47.000 --> 00:06:51.000]  成為新一國的以色列王
[00:06:51.000 --> 00:06:53.000]  但在當中大衛經歷了很多的艱難
[00:06:53.000 --> 00:06:55.000]  很多的艱難
[00:06:55.000 --> 00:06:57.000]  如果你還記得在兩年前
[00:06:57.000 --> 00:06:59.000]  我講大衛新屏相的時候
[00:06:59.000 --> 00:07:01.000]  大衛有什麼艱難
[00:07:01.000 --> 00:07:03.000]  一開始他打敗了哥里亞
[00:07:03.000 --> 00:07:05.000]  好像很威風
[00:07:05.000 --> 00:07:07.000]  但從此數羅就妒忌大衛
[00:07:07.000 --> 00:07:09.000]  視大衛為眼中釘
[00:07:09.000 --> 00:07:11.000]  數羅不斷用很多方法攻擊大衛
[00:07:11.000 --> 00:07:13.000]  最後大衛沒有辦法
[00:07:13.000 --> 00:07:15.000]  唯有逃亡離開數羅
[00:07:15.000 --> 00:07:17.000]  去到很遠的地方居住
[00:07:17.000 --> 00:07:19.000]  不斷逃避數羅的追捕
[00:07:19.000 --> 00:07:21.000]  但間中
[00:07:21.000 --> 00:07:23.000]  既然大衛有機會可以報仇
[00:07:23.000 --> 00:07:25.000]  但數羅卻沒有這樣做
[00:07:25.000 --> 00:07:27.000]  待會會再講
[00:07:27.000 --> 00:07:29.000]  終於數羅都要面對他的失敗
[00:07:29.000 --> 00:07:31.000]  他面對菲利士
[00:07:31.000 --> 00:07:33.000]  一個敵人的時候
[00:07:33.000 --> 00:07:35.000]  他就要敗亡
[00:07:35.000 --> 00:07:37.000]  所以最後數羅和他的兒子約拿丹
[00:07:37.000 --> 00:07:39.000]  終於都要
[00:07:39.000 --> 00:07:43.000]  面對著打敗仗的死亡
[00:07:43.000 --> 00:07:45.000]  那大衛怎樣
[00:07:45.000 --> 00:07:47.000]  數羅死了
[00:07:47.000 --> 00:07:49.000]  大衛應該怎樣
[00:07:49.000 --> 00:07:51.000]  很開心了
[00:07:51.000 --> 00:07:53.000]  不用逃亡我終於可以做皇帝了
[00:07:53.000 --> 00:07:55.000]  大衛作了一首哀歌
[00:07:55.000 --> 00:07:57.000]  哀悼這位
[00:07:57.000 --> 00:07:59.000]  曾經帶領以色列
[00:07:59.000 --> 00:08:01.000]  打敗菲利士人的國王
[00:08:01.000 --> 00:08:03.000]  數羅王
[00:08:03.000 --> 00:08:05.000]  為了他所親愛的弟兄約拿丹
[00:08:05.000 --> 00:08:07.000]  作了一段哀歌
[00:08:07.000 --> 00:08:09.000]  去哀悼他們
[00:08:09.000 --> 00:08:11.000]  大衛非常傷心
[00:08:11.000 --> 00:08:13.000]  但都不代表數羅
[00:08:13.000 --> 00:08:15.000]  敗亡
[00:08:15.000 --> 00:08:17.000]  大衛就自動成為皇帝
[00:08:17.000 --> 00:08:19.000]  這個改朝換代的過程
[00:08:19.000 --> 00:08:21.000]  讓我們細心去看看
[00:08:21.000 --> 00:08:23.000]  當中大衛的生命
[00:08:23.000 --> 00:08:25.000]  有什麼值得我們學習的地方
[00:08:25.000 --> 00:08:27.000]  我們一起有個祈禱
[00:08:27.000 --> 00:08:29.000]  差主求你幫助我們
[00:08:29.000 --> 00:08:31.000]  當我們這一刻要進入一個
[00:08:31.000 --> 00:08:33.000]  新的港島系列
[00:08:33.000 --> 00:08:35.000]  大衛生平下的時候
[00:08:35.000 --> 00:08:37.000]  我們會連續在
[00:08:37.000 --> 00:08:39.000]  六個主役裡面去認識
[00:08:39.000 --> 00:08:41.000]  大衛怎樣去接觸
[00:08:41.000 --> 00:08:43.000]  數羅作王
[00:08:43.000 --> 00:08:45.000]  他怎樣管治以色列
[00:08:45.000 --> 00:08:47.000]  國和他的生命
[00:08:47.000 --> 00:08:49.000]  也都有跌倒敗壞的時候
[00:08:49.000 --> 00:08:51.000]  正如同樣提醒我們
[00:08:51.000 --> 00:08:53.000]  大衛在我們人生的路程裡面
[00:08:53.000 --> 00:08:55.000]  有起起跌跌
[00:08:55.000 --> 00:08:57.000]  有風光的時候
[00:08:57.000 --> 00:08:59.000]  亦都有在風光的時候
[00:08:59.000 --> 00:09:01.000]  軟弱跌倒敗亡的時候
[00:09:01.000 --> 00:09:03.000]  上帝有他的懲罰
[00:09:03.000 --> 00:09:05.000]  在大衛的生命當中
[00:09:05.000 --> 00:09:07.000]  而大衛都有他的認罪悔改的時候
[00:09:07.000 --> 00:09:09.000]  上帝重新
[00:09:09.000 --> 00:09:11.000]  用愛去接納犯罪的大衛
[00:09:11.000 --> 00:09:13.000]  同樣
[00:09:13.000 --> 00:09:15.000]  上帝願意重新接納
[00:09:15.000 --> 00:09:17.000]  我們每一個不完全的自我
[00:09:17.000 --> 00:09:19.000]  求主你透過
[00:09:19.000 --> 00:09:21.000]  六天廣道幫助我們
[00:09:21.000 --> 00:09:23.000]  以致我們能夠更加用心去認識你
[00:09:23.000 --> 00:09:25.000]  也求主你使用我
[00:09:25.000 --> 00:09:27.000]  在六天廣道的
[00:09:27.000 --> 00:09:29.000]  預備過程當中
[00:09:29.000 --> 00:09:31.000]  讓我謙卑作你的僕人
[00:09:31.000 --> 00:09:33.000]  倒空自己
[00:09:33.000 --> 00:09:35.000]  以致讓我被你的聖靈充滿
[00:09:35.000 --> 00:09:37.000]  讓我能夠去宣講上帝你的話語
[00:09:37.000 --> 00:09:39.000]  同樣求你幫助
[00:09:39.000 --> 00:09:41.000]  我們大衛姊妹
[00:09:41.000 --> 00:09:43.000]  也能夠倒空自己
[00:09:43.000 --> 00:09:45.000]  可以撒母以聆聽上帝的聲音
[00:09:45.000 --> 00:09:47.000]  主啊僕人敬聽
[00:09:47.000 --> 00:09:49.000]  也能夠倒空自己去聆聽上帝的話語
[00:09:49.000 --> 00:09:51.000]  不是人的說話
[00:09:51.000 --> 00:09:53.000]  求主帶領我們此時此刻的時候
[00:09:53.000 --> 00:09:55.000]  禱告奉耶穌基督
[00:09:55.000 --> 00:09:57.000]  得聖名字祈求 阿門
[00:09:57.000 --> 00:09:59.000]  好
[00:09:59.000 --> 00:10:01.000]  我用這個背景圖再簡單
[00:10:01.000 --> 00:10:03.000]  講一講形勢
[00:10:03.000 --> 00:10:05.000]  好
[00:10:05.000 --> 00:10:07.000]  北邊就有個叫以色列
[00:10:07.000 --> 00:10:09.000]  南邊猶大
[00:10:09.000 --> 00:10:11.000]  你不要說去到所羅門王之後
[00:10:11.000 --> 00:10:13.000]  才分南北國其實不是的
[00:10:13.000 --> 00:10:15.000]  之前已經有不同的勢力
[00:10:15.000 --> 00:10:17.000]  因為十二支派
[00:10:17.000 --> 00:10:19.000]  在以色列不同地方有各據
[00:10:19.000 --> 00:10:21.000]  而比較強大一點就是猶大的支派
[00:10:21.000 --> 00:10:23.000]  在北國
[00:10:23.000 --> 00:10:25.000]  以辨雅閔人
[00:10:25.000 --> 00:10:27.000]  另外一個支派
[00:10:27.000 --> 00:10:29.000]  去掌管多一點
[00:10:29.000 --> 00:10:31.000]  而數內辨雅閔人
[00:10:31.000 --> 00:10:33.000]  所以辨雅閔人在北邊
[00:10:33.000 --> 00:10:35.000]  是會強多一點的勢力
[00:10:35.000 --> 00:10:37.000]  所以數羅和約拿丹死了之後
[00:10:37.000 --> 00:10:39.000]  那怎麼辦呢
[00:10:39.000 --> 00:10:41.000]  那麼簡單
[00:10:41.000 --> 00:10:43.000]  當然是在數羅後人裡面
[00:10:43.000 --> 00:10:45.000]  找一個皇帝出來
[00:10:45.000 --> 00:10:47.000]  這就是人的方法
[00:10:47.000 --> 00:10:49.000]  而當時
[00:10:49.000 --> 00:10:51.000]  有個叫厄尼爾
[00:10:51.000 --> 00:10:53.000]  厄尼爾就是將軍元帥
[00:10:53.000 --> 00:10:55.000]  他是數羅的
[00:10:55.000 --> 00:10:57.000]  愛將
[00:10:57.000 --> 00:10:59.000]  和數羅一起打拼
[00:10:59.000 --> 00:11:01.000]  打仗
[00:11:01.000 --> 00:11:03.000]  所以厄尼爾
[00:11:03.000 --> 00:11:05.000]  也是數羅的
[00:11:05.000 --> 00:11:07.000]  堂兄弟
[00:11:07.000 --> 00:11:09.000]  他就納了數羅的兒子
[00:11:09.000 --> 00:11:11.000]  叫伊斯波切
[00:11:11.000 --> 00:11:13.000]  當皇帝
[00:11:13.000 --> 00:11:15.000]  像你那些
[00:11:15.000 --> 00:11:17.000]  挾天子以令諸侯
[00:11:17.000 --> 00:11:19.000]  就是納個小孩當皇帝
[00:11:19.000 --> 00:11:21.000]  你看到經文說四十歲
[00:11:21.000 --> 00:11:23.000]  但是根據色經書
[00:11:23.000 --> 00:11:25.000]  應該沒那麼大
[00:11:25.000 --> 00:11:27.000]  可能只是幾歲而已
[00:11:27.000 --> 00:11:29.000]  所以厄尼爾就好像
[00:11:29.000 --> 00:11:31.000]  找了一個新的人當皇帝
[00:11:31.000 --> 00:11:33.000]  但因為厄尼爾當時是掌權的大臣
[00:11:33.000 --> 00:11:35.000]  所以真正掌權
[00:11:35.000 --> 00:11:37.000]  是厄尼爾
[00:11:37.000 --> 00:11:39.000]  不是伊斯波切
[00:11:39.000 --> 00:11:41.000]  所以就當皇帝
[00:11:41.000 --> 00:11:43.000]  大衛這邊是怎樣呢
[00:11:43.000 --> 00:11:45.000]  大衛都沒有當皇帝
[00:11:45.000 --> 00:11:47.000]  所以就沒有皇冠
[00:11:47.000 --> 00:11:49.000]  大衛都有將軍
[00:11:49.000 --> 00:11:51.000]  叫做約亞
[00:11:51.000 --> 00:11:53.000]  稍後介紹約亞給大家知道
[00:11:53.000 --> 00:11:55.000]  再後期一點
[00:11:55.000 --> 00:11:57.000]  約亞有個兒子叫米非波切
[00:11:57.000 --> 00:11:59.000]  後來才說
[00:11:59.000 --> 00:12:01.000]  這個就是數羅的皇朝
[00:12:01.000 --> 00:12:03.000]  南邊就是大衛的皇朝
[00:12:03.000 --> 00:12:05.000]  大衛的皇朝
[00:12:05.000 --> 00:12:07.000]  還沒叫皇朝
[00:12:07.000 --> 00:12:09.000]  這個背景完了
[00:12:09.000 --> 00:12:11.000]  我們進入第一個
[00:12:11.000 --> 00:12:13.000]  要學習大衛的地方
[00:12:13.000 --> 00:12:15.000]  求問臣心意的禱告
[00:12:15.000 --> 00:12:17.000]  撒姆爾紀下二章一至三節
[00:12:17.000 --> 00:12:19.000]  如果大家可以的話
[00:12:19.000 --> 00:12:21.000]  跟我一起讀出這段經文
[00:12:21.000 --> 00:12:23.000]  一二三
[00:12:23.000 --> 00:12:25.000]  此後大衛求問耶和華說
[00:12:25.000 --> 00:12:27.000]  我可以上猶大地的
[00:12:27.000 --> 00:12:29.000]  一個城去嗎
[00:12:29.000 --> 00:12:31.000]  耶和華對他說
[00:12:31.000 --> 00:12:33.000]  可以上去
[00:12:33.000 --> 00:12:35.000]  大衛說我想哪一個城去呢
[00:12:35.000 --> 00:12:37.000]  耶和華說 希伯倫
[00:12:37.000 --> 00:12:39.000]  於是大衛和他的兩個妻子
[00:12:39.000 --> 00:12:41.000]  這裡不行了
[00:12:41.000 --> 00:12:43.000]  這裡我想說
[00:12:43.000 --> 00:12:45.000]  大衛為什麼
[00:12:45.000 --> 00:12:47.000]  按得不順祢的喜譽呢
[00:12:47.000 --> 00:12:49.000]  因為他是一個很願意求問臣心意的人
[00:12:49.000 --> 00:12:51.000]  當數羅王
[00:12:51.000 --> 00:12:53.000]  被殺之後
[00:12:53.000 --> 00:12:55.000]  解除了大衛一個壓力
[00:12:55.000 --> 00:12:57.000]  因為一直被數羅追殺
[00:12:57.000 --> 00:12:59.000]  數羅一直妒忌大衛
[00:12:59.000 --> 00:13:01.000]  現在可以安穩了
[00:13:01.000 --> 00:13:03.000]  所以大衛再一步想
[00:13:03.000 --> 00:13:05.000]  我怎樣真正能夠
[00:13:05.000 --> 00:13:07.000]  承繼數羅
[00:13:07.000 --> 00:13:09.000]  這個王朝呢
[00:13:09.000 --> 00:13:11.000]  當時大衛
[00:13:11.000 --> 00:13:13.000]  仍然在以色列的境外
[00:13:13.000 --> 00:13:15.000]  因為要逃亡
[00:13:15.000 --> 00:13:17.000]  不可以在數羅的勢力裏面
[00:13:17.000 --> 00:13:19.000]  所以去了敵人的地方
[00:13:19.000 --> 00:13:21.000]  最危險的地方就是最安全的地方
[00:13:21.000 --> 00:13:23.000]  在非利士人
[00:13:23.000 --> 00:13:25.000]  即是以色列的死敵
[00:13:25.000 --> 00:13:27.000]  非利士人的地方裏面去逃亡
[00:13:27.000 --> 00:13:29.000]  原本就是為了逃避數羅
[00:13:31.000 --> 00:13:33.000]  方便他在那裏
[00:13:33.000 --> 00:13:35.000]  慢慢去組織他日後的勢力
[00:13:35.000 --> 00:13:37.000]  所以現在他想著
[00:13:37.000 --> 00:13:39.000]  就要回到以色列地
[00:13:39.000 --> 00:13:41.000]  要回到整個以色列地
[00:13:41.000 --> 00:13:43.000]  最好當然先去南邊
[00:13:43.000 --> 00:13:45.000]  因為南邊都是
[00:13:45.000 --> 00:13:47.000]  大衛的家鄉
[00:13:47.000 --> 00:13:49.000]  譬如伯利恆就是大衛出生的地方
[00:13:49.000 --> 00:13:51.000]  所以南邊
[00:13:51.000 --> 00:13:53.000]  大衛比較熟悉一點
[00:13:53.000 --> 00:13:55.000]  他想著去南邊
[00:13:55.000 --> 00:13:57.000]  但是他做這個禁制的決定之前
[00:13:57.000 --> 00:13:59.000]  他第一件事做了什麼
[00:13:59.000 --> 00:14:01.000]  就是祈禱
[00:14:01.000 --> 00:14:03.000]  他先求問耶和華說
[00:14:03.000 --> 00:14:05.000]  我可以上猶大第一個城去嗎
[00:14:05.000 --> 00:14:07.000]  我可不可以去呀
[00:14:07.000 --> 00:14:09.000]  我可不可以上去呀
[00:14:09.000 --> 00:14:11.000]  一個大的方向
[00:14:11.000 --> 00:14:13.000]  耶和華回答他說可以
[00:14:13.000 --> 00:14:15.000]  他就第一個祈禱
[00:14:15.000 --> 00:14:17.000]  就得蒙上帝英文就去了
[00:14:17.000 --> 00:14:19.000]  但是猶大都有很多
[00:14:19.000 --> 00:14:21.000]  地方可以選擇去哪個城好呀
[00:14:21.000 --> 00:14:23.000]  第二個求問
[00:14:23.000 --> 00:14:25.000]  你見到就比較具體
[00:14:25.000 --> 00:14:27.000]  比較細緻一點
[00:14:27.000 --> 00:14:29.000]  耶和華就說在哪
[00:14:29.000 --> 00:14:31.000]  希伯倫
[00:14:31.000 --> 00:14:33.000]  希伯倫是當時
[00:14:33.000 --> 00:14:35.000]  南部一個最高的城鎮
[00:14:35.000 --> 00:14:37.000]  有三千尺這麼高
[00:14:37.000 --> 00:14:39.000]  也是
[00:14:39.000 --> 00:14:41.000]  一個很重要的通道
[00:14:41.000 --> 00:14:43.000]  所以這個地方
[00:14:43.000 --> 00:14:45.000]  的確是一個不錯的地方
[00:14:45.000 --> 00:14:47.000]  當大衛
[00:14:47.000 --> 00:14:49.000]  去祈禱的時候
[00:14:49.000 --> 00:14:51.000]  求問神的心意
[00:14:51.000 --> 00:14:53.000]  我們就會想
[00:14:53.000 --> 00:14:55.000]  大衛應該要做很多研究
[00:14:55.000 --> 00:14:57.000]  籌算
[00:14:57.000 --> 00:14:59.000]  分析
[00:14:59.000 --> 00:15:01.000]  去做了
[00:15:01.000 --> 00:15:03.000]  現在又叫我們要祈禱
[00:15:03.000 --> 00:15:05.000]  要去等候 要仰望上帝
[00:15:05.000 --> 00:15:07.000]  那是不是矛盾呢
[00:15:07.000 --> 00:15:09.000]  大家覺得是不是矛盾
[00:15:09.000 --> 00:15:11.000]  當我們有時要做決策的時候
[00:15:11.000 --> 00:15:13.000]  都可能會面對一個問題
[00:15:13.000 --> 00:15:15.000]  究竟我應該要做計劃
[00:15:15.000 --> 00:15:17.000]  Pros and cons
[00:15:17.000 --> 00:15:19.000]  SWOT 或者做一定的
[00:15:19.000 --> 00:15:23.000]  不要說那麼多英文
[00:15:23.000 --> 00:15:25.000]  去做一些調查統計
[00:15:25.000 --> 00:15:27.000]  收集多些資料 收集多些文意
[00:15:27.000 --> 00:15:29.000]  計算好
[00:15:29.000 --> 00:15:31.000]  甚至做個沙盤
[00:15:31.000 --> 00:15:33.000]  去演繹一下 是不是這樣
[00:15:33.000 --> 00:15:35.000]  但這裡又叫我們要祈禱
[00:15:35.000 --> 00:15:37.000]  要等候 要仰望上帝
[00:15:37.000 --> 00:15:39.000]  究竟是不是矛盾呢
[00:15:39.000 --> 00:15:41.000]  是不是不行呢
[00:15:41.000 --> 00:15:43.000]  我覺得其實
[00:15:43.000 --> 00:15:45.000]  在這裡經文看到
[00:15:45.000 --> 00:15:47.000]  我們一方面要祈禱
[00:15:47.000 --> 00:15:49.000]  要仰望上帝
[00:15:49.000 --> 00:15:51.000]  另一方面上帝都給人有理性
[00:15:51.000 --> 00:15:53.000]  和智慧去做決定
[00:15:53.000 --> 00:15:55.000]  我們就在兩者當中
[00:15:55.000 --> 00:15:57.000]  要一起去運用
[00:15:57.000 --> 00:15:59.000]  一起運用
[00:15:59.000 --> 00:16:01.000]  但最重要的就是
[00:16:01.000 --> 00:16:03.000]  先祈禱後行動
[00:16:03.000 --> 00:16:05.000]  先靜而後動
