
[00:00:00.000 --> 00:00:05.260]  一同讀一段聖經,在約瑟雅紀第一章第三節跟第九節,
[00:01:35.160 --> 00:01:38.600]  福音傳回耶路撒冷的運動。
[00:01:38.600 --> 00:01:45.120]  但古代的思路早就已經是一條沒落凋零的道路,
[00:01:45.120 --> 00:01:48.000]  除了考古觀光旅遊之外,
[00:01:48.000 --> 00:01:54.360]  我們看不見言的思路有什麼實際可以發展的一個策略。
[00:01:54.360 --> 00:01:57.440]  那你還不如直接到耶路撒冷開始做福音工作就好了,
[00:01:57.440 --> 00:02:00.560]  為什麼要沿著思路呢?
[00:02:00.560 --> 00:02:02.280]  但無論如何,
[00:02:02.280 --> 00:02:10.120]  我們看見這些年中國教會這一個好像把福音傳回到耶路撒冷,
[00:02:10.120 --> 00:02:15.120]  就成為中國教會一個福音的夢想。
[00:02:15.120 --> 00:02:18.600]  直到這個一帶一路的計劃被推出來以後,
[00:02:18.600 --> 00:02:21.880]  忽然間我好像看見了在這個背後,
[00:02:21.880 --> 00:02:28.920]  原來是神的手正在推動一個幕後世代的福音運動。
[00:02:28.920 --> 00:02:32.600]  事實上,如果你仔細看這一帶一路的路線,
[00:02:32.600 --> 00:02:36.560]  你也會發現這是神過去在我們教會
[00:02:36.560 --> 00:02:42.360]  怎麼樣幫助我們做宣教發展的路線是有密切的關係的。
[00:02:42.360 --> 00:02:47.440]  所以今天早上我們要先來思想這個福音的新領域,
[00:02:47.440 --> 00:02:49.680]  就是一帶一路。
[00:02:49.680 --> 00:02:52.560]  一開始可能你會聽這像個報告一樣,
[00:02:52.560 --> 00:02:55.320]  不過最終會有一個信息出來的。
[00:02:55.320 --> 00:02:58.160]  第一個我們看見福音新領域一帶一路,
[00:02:58.160 --> 00:03:01.480]  那什麼是一帶一路呢?
[00:03:01.480 --> 00:03:05.000]  我們看一個簡單的地圖,
[00:03:05.000 --> 00:03:06.720]  在這個上面這條紅線,
[00:03:06.720 --> 00:03:09.960]  我們看見一帶一路包括兩部分,
[00:03:09.960 --> 00:03:12.200]  上面的紅線是一帶,
[00:03:12.200 --> 00:03:17.160]  是指著路上思路所包含的經濟帶,
[00:03:17.160 --> 00:03:21.440]  主要的路線是從西安,中國的西安出發,
[00:03:21.440 --> 00:03:27.680]  到中亞,包括哈薩克,土耳其,一直到歐洲的德國。
[00:03:27.680 --> 00:03:32.760]  下面藍色是指著海上的思路,
[00:03:32.760 --> 00:03:37.320]  是從中國的福州開始經過印尼、緬甸、印度,
[00:03:37.320 --> 00:03:42.920]  再到東非透過地中海到歐洲的義大利。
[00:03:42.920 --> 00:03:47.280]  我們看見為什麼一帶一路是那麼重要呢?
[00:03:47.280 --> 00:03:49.120]  我們來看見它的重要性幾方面。
[00:03:49.120 --> 00:03:55.040]  第一個,因為它連結了歐、亞兩大洋洲,
[00:03:55.040 --> 00:03:59.160]  事實上這一條一帶一路一共經過了多少個國家呢?
[00:03:59.160 --> 00:04:04.760]  66個國家,影響到44億的人口,
[00:04:04.760 --> 00:04:09.280]  而且經濟總額佔全球經濟總額40%,
[00:04:09.280 --> 00:04:11.000]  非常的重要。
[00:04:11.000 --> 00:04:15.400]  而且中國要以它領先世界的高鐵技術,
[00:04:15.400 --> 00:04:19.280]  用高鐵來連結這路上所有的思路,
[00:04:19.280 --> 00:04:23.240]  讓所有的物資都能夠快速的運送。
[00:04:23.240 --> 00:04:26.760]  所以忽然間,你要知道古代的這些駱駝馬匹,
[00:04:26.760 --> 00:04:30.960]  搖身一變到現代的高鐵了。
[00:04:30.960 --> 00:04:39.960]  而這些年,我們看見習近平主席已經在國際間推動籌劃幾個重要的基金,
[00:04:39.960 --> 00:04:43.080]  包括金磚五國的銀行,
[00:04:43.080 --> 00:04:48.840]  包括亞洲基礎設施投資銀行要來支持這個行動。
[00:04:48.840 --> 00:04:52.320]  所以有人說它是一手銀彈,一手高鐵,
[00:04:52.320 --> 00:04:57.920]  要打通歐、亞大陸的經濟、交通甚至政治的領域。
[00:04:57.920 --> 00:04:59.920]  事實上在一帶一路的計畫當中,
[00:04:59.920 --> 00:05:02.720]  你要知道一共要興建多少個高鐵?
[00:05:02.720 --> 00:05:06.400]  一共八萬公里的高鐵。
[00:05:06.400 --> 00:05:10.560]  你可以想像以後你早晨可以從北京出發,
[00:05:10.560 --> 00:05:13.440]  然後坐上跨國高鐵,
[00:05:13.440 --> 00:05:19.520]  在泰國享受午餐到晚餐時分已經到達新加坡。
[00:05:19.520 --> 00:05:22.800]  你可以想像一早從倫敦搭上高鐵,
[00:05:22.800 --> 00:05:25.480]  路經德國、哈薩克、俄羅斯,
[00:05:25.480 --> 00:05:27.960]  最後連接到中國國內的高鐵,
[00:05:27.960 --> 00:05:30.960]  第二天晚上就可以到達北京嗎?
[00:05:30.960 --> 00:05:33.040]  你說這有什麼好處?
[00:05:33.040 --> 00:05:34.600]  好處很多。
[00:05:34.600 --> 00:05:38.160]  交通一通,生意就通,
[00:05:38.160 --> 00:05:42.160]  政治、經濟的影響力就真的開展。
[00:05:42.160 --> 00:05:44.640]  事實上現在在國內,
[00:05:44.640 --> 00:05:47.960]  第二線、第三線的城市只要高鐵通過的地方,
[00:05:47.960 --> 00:05:51.160]  立刻快速繁榮發展。
[00:05:51.160 --> 00:05:55.280]  這是為什麼一帶一路的計畫一推展出來,
[00:05:55.280 --> 00:05:59.320]  沿線六十六個國家都一致的認同這個計畫,
[00:05:59.320 --> 00:06:02.640]  因為他們也渴望得到繁榮跟發展。
[00:06:02.640 --> 00:06:05.520]  雖然這個計畫現在只是一個願景,
[00:06:05.520 --> 00:06:08.320]  甚至有人說可能不大會成功,
[00:06:08.320 --> 00:06:10.560]  因為很多時機運作的困難,
[00:06:10.560 --> 00:06:15.960]  但似乎這是習近平主席所推出的中國夢。
[00:06:15.960 --> 00:06:19.440]  他希望透過一帶一路來建立更強大的中國,
[00:06:19.440 --> 00:06:21.640]  來影響全世界。
[00:06:21.640 --> 00:06:24.240]  我們就看見兩個夢想,
[00:06:24.240 --> 00:06:27.520]  一個是1942年的福音夢,
[00:06:27.520 --> 00:06:31.800]  一個是2015年的中國夢。
[00:06:31.800 --> 00:06:35.440]  忽然間我開始看見在這一切的背後,
[00:06:35.440 --> 00:06:40.680]  好像有一隻神的手在幕後在推動著everything,
[00:06:40.680 --> 00:06:41.920]  不是嗎?
[00:06:41.920 --> 00:06:45.320]  所以真言二十一章第一節,
[00:06:45.320 --> 00:06:47.120]  我們從來念很有意思的經文,
[00:06:47.120 --> 00:06:49.440]  王的心在夜娃手中,
[00:06:49.440 --> 00:06:53.560]  好像籠鉤的水隨意流轉。
[00:06:53.560 --> 00:06:57.120]  你看見神的手好像在這一切的背後,
[00:06:57.120 --> 00:07:02.000]  是somehow能夠把這兩個夢想連結在一起嗎?
[00:07:02.000 --> 00:07:06.640]  所以第二方面我們來看神的手跟一帶一路的關係。
[00:07:06.640 --> 00:07:12.040]  第一個,我們來看其實福音向前進是有一個路線,
[00:07:12.040 --> 00:07:15.960]  福音有向西進的路線。
[00:07:15.960 --> 00:07:18.440]  自從史書前的第十六章,
[00:07:18.440 --> 00:07:22.680]  我們看見神給保羅一個馬其頓的意象,
[00:07:22.680 --> 00:07:26.200]  你知道本來保羅想向小亞細亞傳福音,
[00:07:26.200 --> 00:07:30.400]  小亞細亞在哪邊?東邊,神的靈就不許。
[00:07:30.400 --> 00:07:32.680]  後來保羅想向彼推尼傳福音,
[00:07:32.680 --> 00:07:36.640]  彼推尼在哪裡?北邊,神的靈也說不許。
[00:07:36.640 --> 00:07:41.480]  神讓他看見馬其頓的意象要他去馬其頓傳福音,
[00:07:41.480 --> 00:07:44.480]  馬其頓在哪邊?西邊。
[00:07:44.480 --> 00:07:47.000]  也就是說從史書前的第十六章開始,
[00:07:47.000 --> 00:07:51.640]  神就為教會福音的路線定了一個方向,
[00:07:51.640 --> 00:07:54.440]  福音是向西進的。
[00:07:54.440 --> 00:07:57.520]  所以你看見福音從耶路撒冷傳到歐洲,
[00:07:57.520 --> 00:07:59.200]  再傳到美洲,
[00:07:59.200 --> 00:08:05.320]  在十九世紀的時候開始大量從美洲進入到亞洲以及中國。
[00:08:05.320 --> 00:08:07.560]  所以我們就看見這個末後的世代,
[00:08:07.560 --> 00:08:13.840]  這個福音運動一定是福音要從中國傳回到耶路撒冷,
[00:08:13.840 --> 00:08:17.320]  來完成這個福音最後的一棒。
[00:08:17.320 --> 00:08:22.240]  所以福音西進就是神所定的一個策略。
[00:08:22.240 --> 00:08:25.200]  很有意思一件事情,如果你看過所有習近平主席,
[00:08:25.200 --> 00:08:28.680]  關於這個一帶一路的口號的時候,
[00:08:28.680 --> 00:08:31.880]  那個口號永遠是向西進。
[00:08:31.880 --> 00:08:34.320]  所以他每次向西,沒有向東過。
[00:08:34.320 --> 00:08:38.400]  當然東邊可能就美國,他不想從這邊來。
[00:08:38.400 --> 00:08:42.120]  我們看見,忽然間就發現好像這個中國夢,
[00:08:42.120 --> 00:08:45.720]  就是在為福音夢在鋪路。
[00:08:45.720 --> 00:08:53.160]  如果這個中國夢能夠成功,必然能夠加速福音變傳的腳步。
[00:08:53.160 --> 00:09:00.960]  第二個,一帶一路所經過的國家一半是回教國家,
[00:09:00.960 --> 00:09:05.280]  很有意思,也是我相信神奇妙的安排。
[00:09:05.280 --> 00:09:07.800]  因為這些年我在回教國家傳福音就知道,
[00:09:07.800 --> 00:09:10.360]  回教國家非常閉關自守,
[00:09:10.360 --> 00:09:14.280]  他根本不願意跟回教之外的一些世界連結。
[00:09:14.280 --> 00:09:18.120]  所以福音很難能夠打進到回教的社會裡面。
[00:09:18.120 --> 00:09:23.480]  但中國似乎是唯一一個回教國家覺得很友善的國家。
[00:09:23.480 --> 00:09:25.360]  所以我們無論走到哪裡,在回教國家,
[00:09:25.360 --> 00:09:28.800]  他們一見到我們就,你好,你好。
[00:09:28.800 --> 00:09:31.680]  他們就非常友善,覺得中國人非常友善。
[00:09:31.680 --> 00:09:36.240]  所以回教國家對中國的開放的態度,
[00:09:36.240 --> 00:09:40.240]  將有助於將來回教國家的開放。
[00:09:40.240 --> 00:09:45.400]  所以只要一帶一路一通,回教就會開放。
[00:09:45.400 --> 00:09:50.320]  福音就能藉著各樣的管道進入到回教世界。
[00:09:50.320 --> 00:09:54.440]  第三,我們更要來看見,
[00:09:54.440 --> 00:10:01.040]  神早已經為我們教會在一帶一路布好局了。
[00:10:01.040 --> 00:10:04.240]  當你有機會看一帶一路的路線的時候,
[00:10:04.240 --> 00:10:05.680]  你會發現,
[00:10:05.680 --> 00:10:11.120]  神早就為我們在做職堂宣教的路線,早就為我們安排好了。
[00:10:11.120 --> 00:10:15.600]  從中國、中亞,特別哈薩克、土耳其,
[00:10:15.600 --> 00:10:19.240]  到海上的絲路,菲律賓、緬甸、印度到義大利,
[00:10:19.240 --> 00:10:21.200]  我們不都有分堂了嗎?
[00:10:21.200 --> 00:10:26.800]  Hello?
[00:10:26.800 --> 00:10:28.440]  那你說蒙古呢?
[00:10:28.440 --> 00:10:31.200]  我今年四月去蒙古的時候,
[00:10:31.200 --> 00:10:33.880]  就聽到蒙古的新聞在報告一件事情。
[00:10:33.880 --> 00:10:39.920]  蒙古新聞的時候在熱烈討論要不要讓中國的高鐵進來。
[00:10:39.920 --> 00:10:45.560]  然後從蒙古的烏蘭巴特一支高鐵能夠到新加坡,
[00:10:45.560 --> 00:10:47.560]  熱烈討論這件事情。
[00:10:47.560 --> 00:10:52.360]  事實上亞洲設施發展投資銀行已經通過了貸款方案,
[00:10:52.360 --> 00:10:54.840]  要幫助他們建這條高鐵。
[00:10:54.840 --> 00:10:58.520]  所以蒙古也會在一帶一路之內。
[00:10:58.520 --> 00:11:00.560]  那你說非洲呢?
[00:11:00.560 --> 00:11:04.720]  今年五月份在雅加達舉行的亞非萬農會議,
[00:11:04.720 --> 00:11:06.720]  習近平主席也參與在其中。
[00:11:06.720 --> 00:11:13.080]  他們熱烈討論的題目就是應當把非洲放在一帶一路裡面。
[00:11:13.080 --> 00:11:17.040]  他們認為非洲是一帶一路發展很重要的腹地,
[00:11:17.040 --> 00:11:21.520]  而且很符合習近平主席發展強大中國的目標。
[00:11:21.520 --> 00:11:26.400]  所以連非洲將來也會在一帶一路發展策略當中。
[00:11:26.400 --> 00:11:28.520]  當我在整理到這些資料的時候,
[00:11:28.520 --> 00:11:31.400]  哇,我真的感覺何等奇妙,不是嗎?
[00:11:31.400 --> 00:11:34.600]  因為就是正在我們懵懂無知的時候,
[00:11:34.600 --> 00:11:41.400]  神都早已經為我們預備策略性的地位把我們安置在那裡。
[00:11:41.400 --> 00:11:45.920]  無論將來中國夢的發展是如何,
[00:11:45.920 --> 00:11:52.920]  事實上我一點都不覺得神一定要藉著中國夢來完成福音的夢想。
[00:11:52.920 --> 00:12:00.400]  這個一帶一路的策略只不過是印證神要福音向西進的策略而已。
[00:12:00.400 --> 00:12:04.160]  我相信神自己,就算中國夢不成功,
[00:12:04.160 --> 00:12:09.200]  神自己也要避用祂的熱心來成就祂自己的工作,Amen?
[00:12:09.200 --> 00:12:11.400]  但當我整理完這些資料之後,
[00:12:11.400 --> 00:12:16.720]  我真的不能不讚嘆上帝偉大奇妙的作為。
[00:12:16.720 --> 00:12:19.160]  就好像當年我們進非洲的多哥,
[00:12:19.160 --> 00:12:21.960]  當時我為什麼要進多哥這麼貧窮的國家?
[00:12:21.960 --> 00:12:28.080]  但有誰想得到今天的多哥竟然成為西非交通運輸的中心點,
[00:12:28.080 --> 00:12:31.240]  成為職堂發展最好的地點呢?
[00:12:31.240 --> 00:12:33.840]  同樣神帶領我們叫去職堂的時候,
[00:12:33.840 --> 00:12:36.560]  當年是這裡做一點,那裡做一點。
[00:12:36.560 --> 00:12:37.920]  人家問說你為什麼在這裡?
[00:12:37.920 --> 00:12:41.000]  也不知道,反正就這裡那裡各做一點。
[00:12:41.000 --> 00:12:46.160]  有誰知道這些地方今天都成為一帶一路中國夢,
[00:12:46.160 --> 00:12:51.600]  以及福音傳回耶路撒冷福音夢的重要策略的地方呢?
[00:12:51.600 --> 00:12:57.560]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:12:57.560 --> 00:13:02.280]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:02.280 --> 00:13:07.160]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:07.160 --> 00:13:12.240]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:12.240 --> 00:13:17.200]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:17.200 --> 00:13:21.360]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:21.360 --> 00:13:26.120]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:26.120 --> 00:13:30.920]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:30.920 --> 00:13:35.680]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:35.680 --> 00:13:40.680]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:40.680 --> 00:13:45.720]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:45.720 --> 00:13:50.520]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:50.520 --> 00:13:55.160]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:55.160 --> 00:13:59.840]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:13:59.840 --> 00:14:04.800]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:04.800 --> 00:14:09.840]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:09.840 --> 00:14:14.880]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:14.880 --> 00:14:19.880]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:19.880 --> 00:14:24.920]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:24.920 --> 00:14:30.120]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:30.120 --> 00:14:35.200]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:35.200 --> 00:14:39.880]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:39.880 --> 00:14:45.280]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:45.280 --> 00:14:49.840]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:49.840 --> 00:14:55.000]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:14:55.000 --> 00:15:00.000]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:00.000 --> 00:15:05.000]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:05.000 --> 00:15:10.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:10.400 --> 00:15:15.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:15.400 --> 00:15:19.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:19.400 --> 00:15:23.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:23.400 --> 00:15:29.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:29.400 --> 00:15:34.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:34.400 --> 00:15:39.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:39.400 --> 00:15:44.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:44.400 --> 00:15:48.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:48.400 --> 00:15:53.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:53.400 --> 00:15:58.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:15:58.400 --> 00:16:03.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:03.400 --> 00:16:08.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:08.400 --> 00:16:13.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:13.400 --> 00:16:18.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:18.400 --> 00:16:23.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:23.400 --> 00:16:28.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:28.400 --> 00:16:33.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:33.400 --> 00:16:38.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:38.400 --> 00:16:43.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:43.400 --> 00:16:48.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:48.400 --> 00:16:53.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:53.400 --> 00:16:58.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:16:58.400 --> 00:17:03.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:03.400 --> 00:17:08.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:08.400 --> 00:17:13.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:13.400 --> 00:17:18.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:18.400 --> 00:17:23.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:23.400 --> 00:17:28.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:28.400 --> 00:17:33.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:33.400 --> 00:17:38.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:38.400 --> 00:17:43.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:43.400 --> 00:17:48.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:48.400 --> 00:17:53.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:53.400 --> 00:17:58.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:17:58.400 --> 00:18:03.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:03.400 --> 00:18:08.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:08.400 --> 00:18:13.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:13.400 --> 00:18:18.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:18.400 --> 00:18:23.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:23.400 --> 00:18:28.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:28.400 --> 00:18:33.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:33.400 --> 00:18:38.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:38.400 --> 00:18:43.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:43.400 --> 00:18:48.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:48.400 --> 00:18:53.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:53.400 --> 00:18:58.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:18:58.400 --> 00:19:03.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:03.400 --> 00:19:08.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:08.400 --> 00:19:13.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:13.400 --> 00:19:18.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:18.400 --> 00:19:23.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:23.400 --> 00:19:28.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:28.400 --> 00:19:33.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:33.400 --> 00:19:38.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:38.400 --> 00:19:43.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:43.400 --> 00:19:48.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:48.400 --> 00:19:53.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:53.400 --> 00:19:58.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:19:58.400 --> 00:20:03.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:03.400 --> 00:20:08.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:08.400 --> 00:20:13.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:13.400 --> 00:20:18.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:18.400 --> 00:20:23.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:23.400 --> 00:20:28.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:28.400 --> 00:20:33.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:33.400 --> 00:20:38.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:38.400 --> 00:20:43.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:43.400 --> 00:20:48.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:48.400 --> 00:20:53.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:53.400 --> 00:20:58.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:20:58.400 --> 00:21:03.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:03.400 --> 00:21:08.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:08.400 --> 00:21:13.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:13.400 --> 00:21:18.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:18.400 --> 00:21:23.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:23.400 --> 00:21:28.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:28.400 --> 00:21:33.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:33.400 --> 00:21:38.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:38.400 --> 00:21:43.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:43.400 --> 00:21:48.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:48.400 --> 00:21:53.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:53.400 --> 00:21:58.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:21:58.400 --> 00:22:03.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:03.400 --> 00:22:08.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:08.400 --> 00:22:13.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:13.400 --> 00:22:18.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:18.400 --> 00:22:23.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:23.400 --> 00:22:28.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:28.400 --> 00:22:33.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:33.400 --> 00:22:38.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:38.400 --> 00:22:43.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:43.400 --> 00:22:48.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:48.400 --> 00:22:53.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
[00:22:53.400 --> 00:22:58.400]  有誰知道這一帶一路中國夢的重要策略的地方呢?
