
[00:00:00.000 --> 00:00:01.520]  各位體験主們平安
[00:10:04.720 --> 00:10:06.880]  你就很成功了
[00:10:06.880 --> 00:10:09.960]  你可以認識這十二位先知
[00:10:09.960 --> 00:10:12.840]  這十二位先知都是神差派的
[00:10:12.840 --> 00:10:15.720]  他們宣告的對象各有不同
[00:10:15.720 --> 00:10:18.360]  但是神就在那個時代
[00:10:18.360 --> 00:10:21.720]  興起或者選召這位先知
[00:10:21.720 --> 00:10:24.920]  選了他又將話賜給他
[00:10:24.920 --> 00:10:26.800]  他就成為神的出口
[00:10:26.800 --> 00:10:29.880]  站出來代神說話
[00:10:29.880 --> 00:10:32.960]  讓我們今天都等候起神面前
[00:10:32.960 --> 00:10:34.600]  聽到神的話
[00:10:34.600 --> 00:10:36.920]  又帶著謙卑的心
[00:10:36.920 --> 00:10:40.160]  我們能夠迴轉歸向神
[00:10:40.160 --> 00:10:42.440]  信服神的大令
[00:10:42.440 --> 00:10:44.440]  聽從神的話
[00:10:44.440 --> 00:10:45.760]  等候神
[00:10:45.760 --> 00:10:47.760]  我們就必蒙福
[00:10:47.760 --> 00:10:50.760]  願天父賜福給各位
