
[00:00:00.000 --> 00:00:02.360]  主要讓我們進入祢的同在
[00:06:52.800 --> 00:06:53.800]  於是被耶穌罵
[00:06:53.800 --> 00:06:55.800]  還有這班人
[00:06:55.800 --> 00:06:57.800]  常常爭大小
[00:06:57.800 --> 00:06:59.800]  我要做大佬
[00:06:59.800 --> 00:07:00.800]  我要做領袖
[00:07:00.800 --> 00:07:02.800]  我要做最大的
[00:07:02.800 --> 00:07:03.800]  做大不做小
[00:07:03.800 --> 00:07:04.800]  所以整天吵架
[00:07:04.800 --> 00:07:06.800]  所以整天耶穌都訓話
[00:07:06.800 --> 00:07:09.800]  去教導他們
[00:07:09.800 --> 00:07:11.800]  大家一路看這班人
[00:07:11.800 --> 00:07:13.800]  可能心裡面
[00:07:13.800 --> 00:07:14.800]  都有一種感覺
[00:07:14.800 --> 00:07:16.800]  一種想法
[00:07:16.800 --> 00:07:18.800]  這個世界這麼多人
[00:07:18.800 --> 00:07:20.800]  耶穌可不可以
[00:07:20.800 --> 00:07:23.800]  選幾個比較像樣的來跟從他
[00:07:23.800 --> 00:07:26.800]  你會不會呢
[00:07:26.800 --> 00:07:28.800]  其實想一想
[00:07:28.800 --> 00:07:31.800]  可能我們或多或少
[00:07:31.800 --> 00:07:33.800]  都像這些人一樣
[00:07:33.800 --> 00:07:35.800]  普通到不普通
[00:07:35.800 --> 00:07:37.800]  可能有些三尖八角
[00:07:37.800 --> 00:07:40.800]  但是耶穌義無反顧
[00:07:40.800 --> 00:07:42.800]  將最大的使命
[00:07:42.800 --> 00:07:43.800]  最寶貴
[00:07:43.800 --> 00:07:45.800]  他來到這個世界
[00:07:45.800 --> 00:07:46.800]  就是這個目的
[00:07:46.800 --> 00:07:47.800]  的使命
[00:07:47.800 --> 00:07:50.800]  交託給這班人
[00:07:50.800 --> 00:07:51.800]  所以
[00:07:51.800 --> 00:07:53.800]  從耶穌的行動
[00:07:53.800 --> 00:07:54.800]  你可以看得出
[00:07:54.800 --> 00:07:56.800]  原來我們普通
[00:07:56.800 --> 00:07:59.800]  我們人體人
[00:07:59.800 --> 00:08:00.800]  的角度
[00:08:00.800 --> 00:08:02.800]  和神體人的角度
[00:08:02.800 --> 00:08:03.800]  是完全不同的
[00:08:03.800 --> 00:08:06.800]  以下我們一起看看
[00:08:06.800 --> 00:08:09.800]  神體人有什麼不同
[00:08:09.800 --> 00:08:11.800]  神體這一班的門徒
[00:08:11.800 --> 00:08:13.800]  其實神就是今天
[00:08:13.800 --> 00:08:15.800]  用什麼態度
[00:08:15.800 --> 00:08:17.800]  用什麼角度去看你和我
[00:08:17.800 --> 00:08:18.800]  因為我們都是門徒
[00:08:18.800 --> 00:08:19.800]  我們今天坐在這裡
[00:08:19.800 --> 00:08:21.800]  都是神所揀選
[00:08:21.800 --> 00:08:22.800]  讓我們一起看看
[00:08:22.800 --> 00:08:24.800]  神怎樣看人
[00:08:24.800 --> 00:08:25.800]  看我們
[00:08:25.800 --> 00:08:26.800]  第一個
[00:08:26.800 --> 00:08:29.800]  耶穌看他們為寶貴
[00:08:29.800 --> 00:08:32.800]  也都看你和我為寶貴
[00:08:32.800 --> 00:08:34.800]  我們看馬太福音
[00:08:34.800 --> 00:08:35.800]  十章
[00:08:35.800 --> 00:08:37.800]  五至八節
[00:08:37.800 --> 00:08:38.800]  我們一起讀
[00:08:38.800 --> 00:08:39.800]  一二三
[00:08:39.800 --> 00:08:41.800]  耶穌差遣十二個人去
[00:08:41.800 --> 00:08:43.800]  吩咐他們說
[00:08:43.800 --> 00:08:44.800]  外邦人的路
[00:08:44.800 --> 00:08:46.800]  你們不要走
[00:08:46.800 --> 00:08:48.800]  撒瑪利亞人的城
[00:08:48.800 --> 00:08:50.800]  你們不要進
[00:08:50.800 --> 00:08:54.800]  寧可往以色列迷失的楊那裡去
[00:08:54.800 --> 00:08:56.800]  隨走隨存
[00:08:56.800 --> 00:08:58.800]  說天國近了
[00:08:58.800 --> 00:08:59.800]  治病人
[00:08:59.800 --> 00:09:01.800]  叫死人復活
[00:09:01.800 --> 00:09:03.800]  叫長大麻風的潔淨
[00:09:03.800 --> 00:09:05.800]  把鬼趕出去
[00:09:05.800 --> 00:09:07.800]  你們白白地得來
[00:09:07.800 --> 00:09:10.800]  也要白白地捨去
[00:09:10.800 --> 00:09:12.800]  耶穌在地上
[00:09:12.800 --> 00:09:15.800]  做三件事
[00:09:15.800 --> 00:09:16.800]  傳福音
[00:09:16.800 --> 00:09:17.800]  傳道
[00:09:17.800 --> 00:09:18.800]  醫病
[00:09:18.800 --> 00:09:19.800]  趕鬼
[00:09:19.800 --> 00:09:21.800]  所以不只是傳道
[00:09:21.800 --> 00:09:22.800]  其他東西不做
[00:09:22.800 --> 00:09:23.800]  是三件事一起做
[00:09:23.800 --> 00:09:25.800]  並且耶穌有權柄
[00:09:25.800 --> 00:09:27.800]  耶穌差遣這班人出去
[00:09:27.800 --> 00:09:29.800]  三個權柄
[00:09:29.800 --> 00:09:31.800]  給這班人
[00:09:31.800 --> 00:09:32.800]  吩咐他們
[00:09:32.800 --> 00:09:33.800]  你們第一個使命
[00:09:33.800 --> 00:09:37.800]  就是先去和猶太人傳福音
[00:09:37.800 --> 00:09:40.800]  因為福音是從那個民族開始的
[00:09:40.800 --> 00:09:42.800]  到了耶穌後來
[00:09:42.800 --> 00:09:43.800]  復活的時候
[00:09:43.800 --> 00:09:45.800]  那個大使命又不同了
[00:09:45.800 --> 00:09:49.800]  說你們去使萬民作我的門徒
[00:09:49.800 --> 00:09:50.800]  換句話說
[00:09:50.800 --> 00:09:51.800]  那個福音的對象
[00:09:51.800 --> 00:09:53.800]  不只是猶太人
[00:09:53.800 --> 00:09:55.800]  是全世界所有的人
[00:09:55.800 --> 00:09:58.800]  你們白白得來的救恩
[00:09:58.800 --> 00:09:59.800]  要分出去
[00:09:59.800 --> 00:10:01.800]  所以我們今天
[00:10:01.800 --> 00:10:03.800]  白白得來的救恩
[00:10:03.800 --> 00:10:06.800]  一定要分出去
[00:10:06.800 --> 00:10:08.800]  傳福音就是把你們白白得來
[00:10:08.800 --> 00:10:10.800]  免費得來的救恩浸出去
[00:10:10.800 --> 00:10:13.800]  耶穌就叫他們這樣做
[00:10:13.800 --> 00:10:15.800]  這個這麼重要的使命
[00:10:15.800 --> 00:10:17.800]  如果是你
[00:10:17.800 --> 00:10:19.800]  你不會選擇無厘頭的人
[00:10:19.800 --> 00:10:22.800]  你不會選擇眼裡不重要的人
[00:10:22.800 --> 00:10:23.800]  隨便吧
[00:10:23.800 --> 00:10:24.800]  你不會這樣
[00:10:24.800 --> 00:10:25.800]  因為很重要的事情
[00:10:25.800 --> 00:10:28.800]  你必定會慎慎重重
[00:10:28.800 --> 00:10:30.800]  選擇你覺得好的人
[00:10:30.800 --> 00:10:32.800]  你覺得可以做到的人
[00:10:32.800 --> 00:10:34.800]  你覺得可以信賴的人去做
[00:10:34.800 --> 00:10:36.800]  耶穌就是這樣看待這些人
[00:10:36.800 --> 00:10:40.800]  也都今天這樣看待我們
[00:10:40.800 --> 00:10:41.800]  但是
[00:10:41.800 --> 00:10:42.800]  你想想
[00:10:42.800 --> 00:10:44.800]  耶穌究竟怎樣
[00:10:44.800 --> 00:10:46.800]  具體上看待這些人
[00:10:46.800 --> 00:10:47.800]  在聖經裡面有什麼看到呢
[00:10:47.800 --> 00:10:49.800]  我一直看下去的時候
[00:10:49.800 --> 00:10:52.800]  終於在十章29-31節那裡發現
[00:10:52.800 --> 00:10:53.800]  我們一起看看
[00:10:53.800 --> 00:10:56.800]  馬太福音十章29-31節
[00:10:56.800 --> 00:10:57.800]  我們一起讀
[00:10:57.800 --> 00:10:58.800]  一二三
[00:10:58.800 --> 00:11:02.800]  兩個麻將不是買一分銀子嗎
[00:11:02.800 --> 00:11:04.800]  若是你們的富不許
[00:11:04.800 --> 00:11:06.800]  一個也不能吊在地上
[00:11:06.800 --> 00:11:10.800]  就是你們的頭髮也都被數過了
[00:11:10.800 --> 00:11:12.800]  所以不要懼怕
[00:11:12.800 --> 00:11:16.800]  你們比許多麻將還貴重
[00:11:16.800 --> 00:11:18.800]  貴重
[00:11:18.800 --> 00:11:23.800]  耶穌吩咐這些門徒出去傳福音的時候
[00:11:23.800 --> 00:11:24.800]  神早提醒他們
[00:11:24.800 --> 00:11:26.800]  你出去傳福音的時候
[00:11:26.800 --> 00:11:28.800]  你必定遇到阻力
[00:11:28.800 --> 00:11:30.800]  必定遇到困難
[00:11:30.800 --> 00:11:33.800]  正如我們跟從耶穌的時候
[00:11:33.800 --> 00:11:36.800]  我們必定會遇到難處
[00:11:36.800 --> 00:11:39.800]  這些人傳福音的時候會遇到阻力
[00:11:39.800 --> 00:11:41.800]  包括反對福音的政府會抓他們
[00:11:41.800 --> 00:11:44.800]  甚至我們家裡有很多人反對
[00:11:44.800 --> 00:11:46.800]  他們跟從耶穌的
[00:11:46.800 --> 00:11:48.800]  都會迫害他們
[00:11:48.800 --> 00:11:50.800]  甚至第三件事
[00:11:50.800 --> 00:11:52.800]  他們會被人中傷
[00:11:52.800 --> 00:11:53.800]  被人抹黑
[00:11:53.800 --> 00:11:55.800]  甚至第四件事
[00:11:55.800 --> 00:11:57.800]  他們會有生命的危險
[00:11:57.800 --> 00:11:58.800]  所以耶穌提醒他們
[00:11:58.800 --> 00:12:00.800]  你遇到難處的時候
[00:12:00.800 --> 00:12:02.800]  你要記住
[00:12:02.800 --> 00:12:05.800]  你們自己在神的眼裡
[00:12:05.800 --> 00:12:07.800]  是何等的寶貴
[00:12:07.800 --> 00:12:10.800]  你不是可有可無
[00:12:10.800 --> 00:12:12.800]  神一定會幫助你們
[00:12:12.800 --> 00:12:13.800]  所以在聖經裡面
[00:12:13.800 --> 00:12:17.800]  他說一分銀子其實是等於當時的一個銅錢
[00:12:17.800 --> 00:12:21.800]  現在還有沒有一毫子的
[00:12:21.800 --> 00:12:22.800]  還有的
[00:12:22.800 --> 00:12:24.800]  你去茶餐廳都不會收
[00:12:24.800 --> 00:12:26.800]  最小的
[00:12:26.800 --> 00:12:27.800]  我猜現在沒有斗領
[00:12:27.800 --> 00:12:30.800]  最小的硬幣應該是一毫子
[00:12:30.800 --> 00:12:32.800]  但茶餐廳都不收
[00:12:32.800 --> 00:12:35.800]  等於當時的一個銅錢
[00:12:35.800 --> 00:12:37.800]  兩隻麻雀才等於一個銅錢
[00:12:37.800 --> 00:12:38.800]  你說多微不足道
[00:12:38.800 --> 00:12:40.800]  但神都這麼看重
[00:12:40.800 --> 00:12:42.800]  何況你和我
[00:12:42.800 --> 00:12:44.800]  所以我們要記住
[00:12:44.800 --> 00:12:45.800]  在神的眼裡
[00:12:45.800 --> 00:12:46.800]  我們很重要
[00:12:46.800 --> 00:12:48.800]  我們重要的地步是怎樣
[00:12:48.800 --> 00:12:50.800]  你們每一條頭髮
[00:12:50.800 --> 00:12:52.800]  都數過
[00:12:52.800 --> 00:12:53.800]  他在說什麼呢
[00:12:53.800 --> 00:12:55.800]  就是說我們每一條頭髮
[00:12:55.800 --> 00:12:57.800]  你知不知道有多少條頭髮
[00:12:57.800 --> 00:12:59.800]  不知道吧
[00:12:59.800 --> 00:13:02.800]  其實你們每一條頭髮都數過的意思是
[00:13:02.800 --> 00:13:05.800]  你每一條頭髮都有號碼
[00:13:05.800 --> 00:13:09.800]  我想左你的號碼應該大過我的號碼
[00:13:09.800 --> 00:13:11.800]  應該多過我的號碼
[00:13:11.800 --> 00:13:12.800]  每一條頭髮都有號碼
[00:13:12.800 --> 00:13:14.800]  其實他在說什麼呢
[00:13:14.800 --> 00:13:16.800]  這麼細微的事
[00:13:16.800 --> 00:13:17.800]  每一條頭髮這麼細微
[00:13:17.800 --> 00:13:18.800]  神都管得到
[00:13:18.800 --> 00:13:20.800]  何況你
[00:13:20.800 --> 00:13:23.800]  你今天人生遇到的難處
[00:13:23.800 --> 00:13:25.800]  神都管得到
[00:13:25.800 --> 00:13:29.800]  祂一定會幫助你
[00:13:29.800 --> 00:13:31.800]  所以我們生命裡
[00:13:31.800 --> 00:13:33.800]  神都提醒我們
[00:13:33.800 --> 00:13:35.800]  我們要常常記住
[00:13:35.800 --> 00:13:37.800]  我們在神的眼裡
[00:13:37.800 --> 00:13:40.800]  是何等的寶貴
[00:13:40.800 --> 00:13:43.800]  可能我們心裡有人在想
[00:13:43.800 --> 00:13:46.800]  神怎麼會用我呢
[00:13:46.800 --> 00:13:49.800]  在教會坐在這裡都會因典
[00:13:49.800 --> 00:13:50.800]  神不會使用我的
[00:13:50.800 --> 00:13:52.800]  神在人生裡不會使用我的
[00:13:52.800 --> 00:13:54.800]  可能因為過去有很多糟糕的事情
[00:13:54.800 --> 00:13:56.800]  可能今天
[00:13:56.800 --> 00:13:58.800]  我對著鏡子的時候
[00:13:58.800 --> 00:13:59.800]  跟別人相處的時候
[00:13:59.800 --> 00:14:00.800]  有很多的缺陷
[00:14:00.800 --> 00:14:02.800]  神不會使用我
[00:14:02.800 --> 00:14:03.800]  但姐妹們
[00:14:03.800 --> 00:14:05.800]  我們不要被這些想法
[00:14:05.800 --> 00:14:07.800]  攔阻我們怎樣跟從神
[00:14:07.800 --> 00:14:11.800]  因為過去可能有很多失敗的經驗
[00:14:11.800 --> 00:14:14.800]  讓我們有一種想法
[00:14:14.800 --> 00:14:17.800]  就是神永遠都不會使用我們
[00:14:17.800 --> 00:14:19.800]  神永遠都不會祝福我們
[00:14:19.800 --> 00:14:21.800]  姐妹們這些是錯的
[00:14:21.800 --> 00:14:23.800]  舊約的神和耶穌
[00:14:23.800 --> 00:14:25.800]  都是同一樣的神
[00:14:25.800 --> 00:14:26.800]  讓我們看看
[00:14:26.800 --> 00:14:27.800]  這個神跟我們說什麼
[00:14:27.800 --> 00:14:29.800]  詩篇139篇16節
[00:14:29.800 --> 00:14:30.800]  我們一起讀
[00:14:30.800 --> 00:14:31.800]  1、2、3
[00:14:31.800 --> 00:14:33.800]  我未成形的體質
[00:14:33.800 --> 00:14:36.800]  你的眼早已看見了
[00:14:36.800 --> 00:14:38.800]  你所定的日子
[00:14:38.800 --> 00:14:40.800]  我尚未到一年
[00:14:40.800 --> 00:14:43.800]  你都寫在你的冊子上了
[00:14:43.800 --> 00:14:44.800]  這裡有很多個"你"
[00:14:44.800 --> 00:14:47.800]  "你"就是神自己
[00:14:47.800 --> 00:14:50.800]  所定的日子和寫在冊上是什麼
[00:14:50.800 --> 00:14:54.800]  是神為你定的人生使命
[00:14:54.800 --> 00:14:57.800]  不會有人沒有的
[00:14:57.800 --> 00:14:58.800]  是每一個人都有的
[00:14:58.800 --> 00:14:59.800]  問題是你知不知道
[00:14:59.800 --> 00:15:01.800]  你找不找得到
[00:15:01.800 --> 00:15:03.800]  這個就是神為你所預定
[00:15:03.800 --> 00:15:05.800]  祂創造你的時候
[00:15:05.800 --> 00:15:08.800]  為你定的人生使命
[00:15:08.800 --> 00:15:10.800]  可能今天有些朋友
[00:15:10.800 --> 00:15:11.800]  可能有些弟兄姐妹說
[00:15:11.800 --> 00:15:14.800]  唉 我都不敢看自己的人生
[00:15:14.800 --> 00:15:17.800]  我都不想想自己的人生
[00:15:17.800 --> 00:15:19.800]  但神已經見到
[00:15:19.800 --> 00:15:20.800]  所以你的創造
[00:15:20.800 --> 00:15:22.800]  神創造你的時候
[00:15:22.800 --> 00:15:24.800]  不會無緣無故的
[00:15:24.800 --> 00:15:26.800]  你的出現不是偶然
[00:15:26.800 --> 00:15:27.800]  也不是意外
[00:15:27.800 --> 00:15:29.800]  你的出現是有目的的
[00:15:29.800 --> 00:15:31.800]  問題是我們找不找得到
[00:15:31.800 --> 00:15:33.800]  弟兄姐妹你願意找到
[00:15:33.800 --> 00:15:35.800]  神為你預備的人生使命
[00:15:35.800 --> 00:15:37.800]  可能你覺得
[00:15:37.800 --> 00:15:39.800]  有些時候我人生一塌糊塗
