
[00:00:00.000 --> 00:00:02.060]  今天是中國年的除夕
[00:03:52.700 --> 00:03:55.520]  雖然環境是很困難
[00:03:55.520 --> 00:03:57.060]  但他相信
[00:03:57.060 --> 00:04:01.140]  這個西伯人的三弟是神應許給他的三弟
[00:04:01.140 --> 00:04:04.220]  雖然現在好像是未得之地
[00:04:04.220 --> 00:04:07.540]  但是他相信神必要帶領他
[00:04:07.540 --> 00:04:10.100]  至終要得著那地
[00:04:10.100 --> 00:04:13.700]  今天你一定要像迦勒一樣
[00:04:13.700 --> 00:04:17.800]  你一定要確信神在你的生命當中
[00:04:17.800 --> 00:04:20.360]  神在你的家庭當中
[00:04:20.360 --> 00:04:22.920]  神在你的事業當中
[00:04:22.920 --> 00:04:25.220]  神在你的服飾當中
[00:04:25.220 --> 00:04:28.800]  神是有個應許之地為你預備的
[00:04:28.800 --> 00:04:29.820]  Amen
[00:04:29.820 --> 00:04:31.100]  這就好像
[00:04:31.100 --> 00:04:34.180]  大衛在詩篇十六篇第六節所說的
[00:04:34.180 --> 00:04:35.720]  我們一同來念來
[00:04:35.720 --> 00:04:39.820]  用神量給我的地界坐落在加美之處
[00:04:39.820 --> 00:04:42.120]  我的產業實在美好
[00:04:42.120 --> 00:04:47.500]  事實上大衛沒有說用神量給我們的地界
[00:04:47.500 --> 00:04:50.580]  他沒有說我們的產業實在美好
[00:04:50.580 --> 00:04:52.100]  他說什麼
[00:04:52.100 --> 00:04:53.900]  我
[00:04:53.900 --> 00:04:56.200]  量給我的地界
[00:04:56.200 --> 00:04:58.240]  我的產業
[00:04:58.240 --> 00:05:00.040]  實在美好
[00:05:00.040 --> 00:05:03.620]  可見得神在我們每一個人身上
[00:05:03.620 --> 00:05:05.560]  都有一個應許的地界
[00:05:05.560 --> 00:05:07.460]  跟你媽說神在你身上是有應許的
[00:05:07.460 --> 00:05:11.040]  你跟她說
[00:05:11.040 --> 00:05:15.140]  神在每一個人身上都是有應許的地界
[00:05:15.140 --> 00:05:17.700]  在舊約時代你看見亞伯拉罕
[00:05:17.700 --> 00:05:21.020]  神要他離開他的家鄉吾爾
[00:05:21.020 --> 00:05:24.360]  因為神有一個應許之地為他預備
[00:05:24.360 --> 00:05:26.400]  吾爾有什麼不好呢
[00:05:26.400 --> 00:05:28.200]  事實上吾爾是很好
[00:05:28.200 --> 00:05:30.760]  在當時吾爾是很大一個城市
[00:05:30.760 --> 00:05:34.340]  大家都想要停留在吾爾這個地方
[00:05:34.340 --> 00:05:38.680]  但這卻不是神為亞伯拉罕預備的地方
[00:05:38.680 --> 00:05:41.760]  比較起來其實所謂的迦南美帝
[00:05:41.760 --> 00:05:43.280]  我們現在說迦南美帝
[00:05:43.280 --> 00:05:45.340]  其實在當時也不是美帝
[00:05:45.340 --> 00:05:47.120]  其實當時是罪惡之城
[00:05:47.120 --> 00:05:48.920]  罪惡之地
[00:05:48.920 --> 00:05:50.200]  但是我們看見
[00:05:50.200 --> 00:05:51.720]  好像神要他離開吾爾
[00:05:51.720 --> 00:05:53.520]  他為什麼要去那邊呢
[00:05:53.520 --> 00:05:54.800]  乃是因為神的信說
[00:05:54.800 --> 00:05:57.120]  那才是神要給你的地界
[00:05:57.120 --> 00:05:58.640]  你不要留在這裡
[00:05:58.640 --> 00:06:00.180]  好像眾人以為都好
[00:06:00.180 --> 00:06:02.740]  你要進入神要帶你去的地方
[00:06:02.740 --> 00:06:04.280]  因為只有在那裡
[00:06:04.280 --> 00:06:07.600]  你才能夠得蒙神的祝福
[00:06:07.600 --> 00:06:10.160]  神為我每一個人都有一個應許的地界
[00:06:10.160 --> 00:06:12.200]  不是隨便一個地方
[00:06:12.200 --> 00:06:14.260]  是有一個應許之地
[00:06:14.260 --> 00:06:16.040]  新元時代實際上你看見
[00:06:16.040 --> 00:06:17.320]  保羅要去傳福音
[00:06:17.320 --> 00:06:19.120]  本來想去小雅西亞
[00:06:19.120 --> 00:06:20.660]  神的靈不許
[00:06:20.660 --> 00:06:21.940]  後來降魔王比推你去
[00:06:21.940 --> 00:06:24.240]  神的靈也不許
[00:06:24.240 --> 00:06:27.560]  那你說難道保羅不是神的僕人嗎
[00:06:27.560 --> 00:06:29.360]  保羅是神的僕人
[00:06:29.360 --> 00:06:32.940]  難道說保羅所傳的信息不是神的信息嗎
[00:06:32.940 --> 00:06:35.000]  保羅傳的信息的確是神的信息
[00:06:35.000 --> 00:06:38.080]  難道這不是保羅是要被興起為主
[00:06:38.080 --> 00:06:40.640]  發光的一個時刻嗎
[00:06:40.640 --> 00:06:43.700]  這的確是保羅應當興起的時刻
[00:06:43.700 --> 00:06:44.980]  那到底什麼錯了
[00:06:44.980 --> 00:06:46.780]  為什麼不允許呢
[00:06:46.780 --> 00:06:49.080]  因為地方不對嘛
[00:06:49.080 --> 00:06:51.120]  神不是要他往小雅西亞
[00:06:51.120 --> 00:06:52.920]  神不是要他往比推尼去
[00:06:52.920 --> 00:06:55.480]  不是隨便任何一個地方
[00:06:55.480 --> 00:06:58.040]  神是要他往特羅亞
[00:06:58.040 --> 00:06:59.580]  要往歐洲去
[00:06:59.580 --> 00:07:01.880]  那是他的未得之地
[00:07:01.880 --> 00:07:04.180]  也是他應得之地
[00:07:04.180 --> 00:07:06.480]  所以保羅清楚看見
[00:07:06.480 --> 00:07:08.280]  神要他去的地方
[00:07:08.280 --> 00:07:09.880]  勇敢向前
[00:07:09.880 --> 00:07:11.600]  得地為業
[00:07:11.600 --> 00:07:15.180]  同樣你要知道神在你身上是有應許的
[00:07:15.180 --> 00:07:17.740]  神在你身上也是有應許之地的
[00:07:17.740 --> 00:07:18.520]  也許你說
[00:07:18.520 --> 00:07:20.820]  好像我怎麼都不知道
[00:07:20.820 --> 00:07:23.120]  神的應許是什麼呢
[00:07:23.120 --> 00:07:25.940]  今天你只要在生命核
[00:07:25.940 --> 00:07:28.500]  你就是有神應許的人
[00:07:28.500 --> 00:07:29.520]  Amen
[00:07:29.520 --> 00:07:32.600]  你不要一天到晚過得好像沒有神應許
[00:07:32.600 --> 00:07:34.400]  你只要在生命核
[00:07:34.400 --> 00:07:38.480]  神給生命的應許就是你的應許
[00:07:38.480 --> 00:07:42.080]  神給生命的恩高就是你的恩高
[00:07:42.080 --> 00:07:43.100]  Amen
[00:07:43.100 --> 00:07:46.680]  你千萬不要做一個疑惑的人啊
[00:07:46.680 --> 00:07:49.240]  有很多人聽到神的應許
[00:07:49.240 --> 00:07:51.800]  總是很多的問號
[00:07:51.800 --> 00:07:53.080]  真的嗎
[00:07:53.080 --> 00:07:55.120]  可能嗎
[00:07:55.120 --> 00:07:58.460]  常常我們就充滿了疑惑
[00:07:58.460 --> 00:08:00.760]  你知道聖經怎麼講疑惑的人嗎
[00:08:00.760 --> 00:08:03.580]  亞克蘇第一章第六節第七節
[00:08:03.580 --> 00:08:06.140]  只要憑著信心就一點不疑惑
[00:08:06.140 --> 00:08:09.200]  因為那疑惑人像什麼
[00:08:09.200 --> 00:08:10.480]  像什麼
[00:08:10.480 --> 00:08:18.160]  海中的波浪你見過這種人嗎見過波浪一下左一下右一下前一下後
[00:08:18.160 --> 00:08:20.980]  被風吹動翻騰
[00:08:20.980 --> 00:08:22.520]  第七節說什麼
[00:08:22.520 --> 00:08:23.800]  這樣的人
[00:08:23.800 --> 00:08:27.120]  不要想從主那裡得神
[00:08:27.120 --> 00:08:31.220]  你不用擔心神怎麼會去成就這些事情
[00:08:31.220 --> 00:08:33.260]  只要是出於神的
[00:08:33.260 --> 00:08:36.840]  主會按照運行在我們心中的大力
[00:08:36.840 --> 00:08:39.660]  充充足足成就這一切事情
[00:08:39.660 --> 00:08:40.940]  Amen
[00:08:40.940 --> 00:08:45.040]  你也千萬不要做一個懶惰單言的人啊
[00:08:45.040 --> 00:08:48.360]  今天很多人不是不相信神的應許
[00:08:48.360 --> 00:08:51.440]  不過他們總是說再等等吧
[00:08:51.440 --> 00:08:53.740]  等我有時間再說吧
[00:08:53.740 --> 00:08:57.580]  等我做完我自己的事情我再來跟隨神吧
[00:08:57.580 --> 00:09:02.960]  那時候神說現在就是約納的時刻現在就是拯救的日子
[00:09:02.960 --> 00:09:06.280]  不是等到明天不是等到將來
[00:09:06.280 --> 00:09:10.120]  你需要把握神所給你獻金的機會
[00:09:10.120 --> 00:09:13.700]  依靠神向主呼求
[00:09:13.700 --> 00:09:16.780]  神就要賜給你得聖的意念
[00:09:16.780 --> 00:09:19.340]  神就要給你新鮮的恩高
[00:09:19.340 --> 00:09:22.420]  帶領你進入那命定的地界裡面
[00:09:22.420 --> 00:09:23.440]  Amen
[00:09:23.440 --> 00:09:26.640]  第一個你一定要相信神的應許為你預備
[00:09:26.640 --> 00:09:30.360]  第二個一定要勇敢的面對你生命中的困境
[00:09:30.360 --> 00:09:34.960]  跟你們說勇敢面對你生命中的困境
[00:09:34.960 --> 00:09:39.560]  迦勒在面對擺在他面前的困境的時候他並沒有逃避
[00:09:39.560 --> 00:09:41.360]  很重要
[00:09:41.360 --> 00:09:43.160]  千萬不要逃避
[00:09:43.160 --> 00:09:45.200]  他也沒有退縮
[00:09:45.200 --> 00:09:47.400]  他乃是勇敢的去面對
[00:09:47.400 --> 00:09:51.080]  所以他說將這三弟給我
[00:09:51.080 --> 00:09:56.200]  其實當他說這句話的時候你要知道當時他所面對的敵人
[00:09:56.200 --> 00:10:01.580]  這是40年前以色列最害怕那個巨人族就是亞納族
[00:10:01.580 --> 00:10:05.920]  當初十個探子就是看到這亞納族的巨人
[00:10:05.920 --> 00:10:08.740]  所以他不肯進去
[00:10:08.740 --> 00:10:11.040]  而這個時刻的迦勒
[00:10:11.040 --> 00:10:13.860]  已經不再是那個時刻的迦勒
[00:10:13.860 --> 00:10:16.420]  是已經45年後的事情
[00:10:16.420 --> 00:10:20.260]  這個時候迦勒已經85歲了
[00:10:20.260 --> 00:10:22.320]  巨人還是一樣
[00:10:22.320 --> 00:10:25.380]  他已經不如從前
[00:10:25.380 --> 00:10:27.940]  換了我們要打仗
[00:10:27.940 --> 00:10:31.280]  說要換一個容易的仗來打不是嗎
[00:10:31.280 --> 00:10:34.080]  我們看見他面對的環境上的艱難
[00:10:34.080 --> 00:10:35.880]  不但環境上的艱難
[00:10:35.880 --> 00:10:39.720]  他也面對心靈上的困境
[00:10:39.720 --> 00:10:41.760]  過去45年間
[00:10:41.760 --> 00:10:45.080]  他承受了被以色列人拒絕的傷害
[00:10:45.080 --> 00:10:46.880]  想想看
[00:10:46.880 --> 00:10:49.700]  當時以色列人他們12個人去
[00:10:49.700 --> 00:10:52.000]  10個人回來說這是不可能
[00:10:52.000 --> 00:10:54.560]  只有他跟約瑟要說這是神應許之地
[00:10:54.560 --> 00:10:57.380]  請問以色列聽從誰
[00:10:57.380 --> 00:10:58.660]  聽從哪10個
[00:10:58.660 --> 00:11:01.480]  換句話說沒有聽從那兩個人
[00:11:01.480 --> 00:11:02.760]  換了是你
[00:11:02.760 --> 00:11:05.320]  你會做何感想
[00:11:05.320 --> 00:11:08.120]  當你看見至終我們兩個是對的
[00:11:08.120 --> 00:11:10.180]  你會做何感想
[00:11:10.180 --> 00:11:14.520]  這些人根本就是算了算了不要花時間不值得不值得
[00:11:14.520 --> 00:11:17.860]  被拒絕受傷害
[00:11:17.860 --> 00:11:22.220]  這45年間他看見多少以色列人的軟弱跟失敗
[00:11:22.220 --> 00:11:25.800]  看見同輩的人都死在曠野
[00:11:25.800 --> 00:11:28.360]  換了我們也挺灰心的不是嗎
[00:11:28.360 --> 00:11:30.920]  神啊你到底在哪裡啊
[00:11:30.920 --> 00:11:33.740]  你的應許還是存在的嗎
[00:11:33.740 --> 00:11:36.560]  當他看見神的僕人摩西
[00:11:36.560 --> 00:11:39.620]  因著沒有順從神死在尼泊山
[00:11:39.620 --> 00:11:42.700]  不得進入迦南帝
[00:11:42.700 --> 00:11:44.240]  多麼的嚴厲啊
[00:11:44.240 --> 00:11:46.020]  我真的要跟隨嗎
[00:11:46.020 --> 00:11:48.320]  我真的要跟隨神嗎
[00:11:48.320 --> 00:11:51.900]  他看見聖子約蘇亞連記老邁
[00:11:51.900 --> 00:11:54.720]  還有很多未得之地
[00:11:54.720 --> 00:11:57.280]  何等灰心洩氣
[00:11:57.280 --> 00:12:02.140]  許多人遇到這些事情早就灰心不幹了算了
[00:12:02.140 --> 00:12:06.500]  但弟兄姊妹這些事卻沒有一件事情叫他灰心
[00:12:06.500 --> 00:12:09.060]  沒有一件事情叫他喪膽
[00:12:09.060 --> 00:12:11.360]  所以十一節他說最出名的一句話
[00:12:11.360 --> 00:12:16.220]  如今我85歲我還是強壯我的力量那時如何
[00:12:16.220 --> 00:12:19.360]  現在還是如何
[00:12:19.360 --> 00:12:23.400]  他一點沒有忘記他年輕的心智
[00:12:23.400 --> 00:12:28.260]  弟兄姊妹今天也許你我可能很嘆息說我們不再年輕
[00:12:28.260 --> 00:12:32.100]  我們昨天我們教會的領袖同工們
[00:12:32.100 --> 00:12:35.940]  我們有一個dream day作夢的日子
[00:12:35.940 --> 00:12:41.060]  我們大家一直都看見我們偷偷老了
[00:12:41.060 --> 00:12:46.440]  我們真的需要真的是讓年輕一代我們會嘆息不再年輕
[00:12:46.440 --> 00:12:50.540]  真的我們會嘆息看到個個都是不再年輕
[00:12:50.540 --> 00:12:52.580]  但雖然我們不再年輕
[00:12:52.580 --> 00:12:56.940]  請問你年輕的心智在哪裡啊
[00:12:56.940 --> 00:13:02.820]  難道一點的重擔壓力就可以叫你失去信心嗎
[00:13:02.820 --> 00:13:09.480]  難道只是看見別人的軟弱跌倒就叫你心灰意冷嗎
[00:13:09.480 --> 00:13:15.620]  難道只是受到一點點傷害就叫你跌倒嗎
[00:13:15.620 --> 00:13:20.480]  難道只是遭遇一些苦難跟困境就叫你上膽嗎
[00:13:20.480 --> 00:13:25.100]  請問你年輕的心智在哪裡啊
[00:13:25.100 --> 00:13:28.680]  弟兄姊這些人你看見我的侍奉
[00:13:28.680 --> 00:13:35.340]  20年來我告訴你年紀也越來越大體力越來越不如從前
[00:13:35.340 --> 00:13:37.380]  但我卻要告訴你
[00:13:37.380 --> 00:13:40.460]  年輕的心智仍然在這裡
[00:13:40.460 --> 00:13:48.900]  如火在燃燒我告訴你
[00:13:48.900 --> 00:13:51.720]  你雖然不再年輕
[00:13:51.720 --> 00:13:57.100]  我只對我們這些老年人說很多年輕人在這裡
[00:13:57.100 --> 00:14:00.680]  但你年輕的心智在哪裡
[00:14:00.680 --> 00:14:05.280]  你知道很多時候神的應許不是不能夠成就
[00:14:05.280 --> 00:14:08.600]  而是我們在等候的過程當中
[00:14:08.600 --> 00:14:13.720]  我們任由我們的心智冷淡了
[00:14:13.720 --> 00:14:17.320]  我們任由我們的心智冷卻下來
[00:14:17.320 --> 00:14:21.660]  多少時候我們對自己說要現實一點
[00:14:21.660 --> 00:14:23.200]  你聽見過沒有
[00:14:23.200 --> 00:14:25.240]  要現實一點
[00:14:25.240 --> 00:14:27.300]  但我卻告訴你
[00:14:27.300 --> 00:14:32.160]  現實不等於真實啊
[00:14:32.160 --> 00:14:34.460]  現實是什麼
[00:14:34.460 --> 00:14:37.020]  現實是你的環境
[00:14:37.020 --> 00:14:39.060]  是你的體力
[00:14:39.060 --> 00:14:41.120]  是你的壓力
[00:14:41.120 --> 00:14:42.920]  這是現實
[00:14:42.920 --> 00:14:44.700]  按照現實
[00:14:44.700 --> 00:14:49.060]  迦勒是不可能去攻打西伯倫不可能
[00:14:49.060 --> 00:14:50.340]  但感謝神
[00:14:50.340 --> 00:14:53.660]  迦勒所看見的不是現實
[00:14:53.660 --> 00:14:57.000]  他所看見的是真實
[00:14:57.000 --> 00:14:59.040]  什麼是真實
[00:14:59.040 --> 00:15:03.640]  十二節裡面他說或者耶化照他所應許的與我同在
[00:15:03.640 --> 00:15:06.720]  我就能把他們趕出去
[00:15:06.720 --> 00:15:09.280]  感謝他所看見的不是自己
[00:15:09.280 --> 00:15:11.320]  他所看見的不是環境
[00:15:11.320 --> 00:15:13.620]  他所看見的是神的同在
[00:15:13.620 --> 00:15:14.900]  Hallelujah
[00:15:14.900 --> 00:15:17.720]  約翰一書第四章第四節怎麼講呢
[00:15:17.720 --> 00:15:21.560]  那在我們裡面的比那在世界上的怎麼樣
[00:15:21.560 --> 00:15:23.100]  更大
[00:15:23.100 --> 00:15:24.900]  Hallelujah
[00:15:24.900 --> 00:15:28.740]  你看見環境那是現實
[00:15:28.740 --> 00:15:30.780]  但是主的同在
[00:15:30.780 --> 00:15:32.820]  卻是真實的
[00:15:32.820 --> 00:15:34.860]  因著主的同在
[00:15:34.860 --> 00:15:38.720]  我們看見迦勒就勇敢前行結果
[00:15:38.720 --> 00:15:44.080]  我們看見他果然得召西伯倫為他的弟姐
[00:15:44.080 --> 00:15:46.140]  弟兄姐妹今天
[00:15:46.140 --> 00:15:49.460]  你的現實是什麼
[00:15:49.460 --> 00:15:53.040]  你的未得的三弟是什麼
[00:15:53.040 --> 00:15:56.640]  求主幫助我們讓我們眼目不是只是看見
[00:15:56.640 --> 00:15:59.200]  現實的三弟
[00:15:59.200 --> 00:16:04.840]  讓我們眼目能夠看見真實同在的主
[00:16:04.840 --> 00:16:05.860]  Amen
[00:16:05.860 --> 00:16:06.880]  Hallelujah
[00:16:06.880 --> 00:16:08.680]  最後第三
[00:16:08.680 --> 00:16:15.480]  一定要為主興起與主同工
[00:16:15.480 --> 00:16:18.660]  迦勒是一個專心跟從神的人
[00:16:18.660 --> 00:16:21.220]  他不但看重主的同在
[00:16:21.220 --> 00:16:22.760]  在整個十四章當中
[00:16:22.760 --> 00:16:27.880]  我們看見他三次提到他是專心跟從神的人
[00:16:27.880 --> 00:16:29.660]  什麼叫專心跟從
[00:16:29.660 --> 00:16:30.700]  很簡單
[00:16:30.700 --> 00:16:35.300]  就是為主興起與主同工
[00:16:35.300 --> 00:16:37.340]  從人的角度來講
[00:16:37.340 --> 00:16:39.140]  他是軟弱的
[00:16:39.140 --> 00:16:40.680]  85歲
[00:16:40.680 --> 00:16:42.720]  還能夠打什麼仗
[00:16:42.720 --> 00:16:46.300]  他有足夠的理由可以推託我告訴你
[00:16:46.300 --> 00:16:47.340]  不去
[00:16:47.340 --> 00:16:50.400]  年輕人去吧我不要去
[00:16:50.400 --> 00:16:52.700]  但他卻憑著信心
[00:16:52.700 --> 00:16:58.580]  勇敢的跟隨神的帶領為主興起與主同工
[00:16:58.580 --> 00:17:02.180]  他就經歷了神應許的得勝
[00:17:02.180 --> 00:17:06.260]  同樣地今天當神要開始他新的工作的時候
[00:17:06.260 --> 00:17:10.100]  你千萬不要以為說你那麼平凡
[00:17:10.100 --> 00:17:12.160]  你那麼軟弱
[00:17:12.160 --> 00:17:14.980]  你大概什麼都不能做
[00:17:14.980 --> 00:17:20.860]  事實上我們看見聖經中讓我們看見每一個被神所使用的人都是很平凡的
[00:17:20.860 --> 00:17:22.400]  我告訴你
[00:17:22.400 --> 00:17:23.680]  摩西
[00:17:23.680 --> 00:17:25.480]  是個很平凡的人
[00:17:25.480 --> 00:17:27.780]  你還記得當神呼召他
[00:17:27.780 --> 00:17:31.100]  要去把以色列人從埃及地領出來的時候
[00:17:31.100 --> 00:17:37.000]  摩西並沒有說神啊我等了你40年了為什麼現在才呼召我
[00:17:37.000 --> 00:17:38.280]  沒有
[00:17:38.280 --> 00:17:41.860]  他說主啊我是左口笨蛇
[00:17:41.860 --> 00:17:46.720]  你打發別人另請高明吧我不要去打發別人
[00:17:46.720 --> 00:17:50.300]  你知道當摩西說我左口笨蛇的時候
[00:17:50.300 --> 00:17:55.940]  他一點不是像我們中國人的假謙卑口裡說不敢不敢心裡想個半死那種
[00:17:55.940 --> 00:17:56.960]  No
[00:17:56.960 --> 00:18:00.540]  他真的是覺得自己左口笨蛇
[00:18:00.540 --> 00:18:03.100]  他堅持不肯做
[00:18:03.100 --> 00:18:06.180]  結果搞得神都發脾氣
[00:18:06.180 --> 00:18:09.760]  逼他好被神逼的去做了
[00:18:09.760 --> 00:18:11.540]  摩西是很平凡
[00:18:11.540 --> 00:18:13.600]  跟你我差不多
[00:18:13.600 --> 00:18:20.000]  可能今天我們今天很多人在這裡很多事情你常常是被別人逼的才去做的有些人是這樣
[00:18:20.000 --> 00:18:21.280]  大衛
[00:18:21.280 --> 00:18:23.080]  也是很平凡
[00:18:23.080 --> 00:18:25.380]  你還記得當薩姆爾
[00:18:25.380 --> 00:18:30.500]  當他父親耶錫家裡要高他的兒子做以色列君王的時候
[00:18:30.500 --> 00:18:33.580]  耶錫把所有的兒子都叫來了
[00:18:33.580 --> 00:18:36.640]  那薩姆爾從頭看到尾
[00:18:36.640 --> 00:18:38.440]  怎麼一個都不是呢
[00:18:38.440 --> 00:18:42.020]  他就問他父親耶錫說這就是你所有的兒子嗎
[00:18:42.020 --> 00:18:43.820]  還有沒有其他別人啊
[00:18:43.820 --> 00:18:50.220]  他父親想糟糕還忘了一個忘了一個了有一個還在曠野牧羊的大衛
[00:18:50.220 --> 00:18:58.420]  忘了他你看大衛的何等平凡平凡到連父親都把他忘掉了多平凡啊
[00:18:58.420 --> 00:19:02.520]  換到今天的現代的世界我看大衛需要心靈醫治啊
[00:19:02.520 --> 00:19:05.580]  充滿傷害啊
[00:19:05.580 --> 00:19:08.660]  他是很平凡的跟你我一樣
[00:19:08.660 --> 00:19:13.780]  可能今天你坐在這裡你也常常覺得你從來不被人看中從小到大
[00:19:13.780 --> 00:19:16.600]  就沒有被別人看中過
[00:19:16.600 --> 00:19:19.420]  父母也沒看中過你老師也沒看中你
[00:19:19.420 --> 00:19:23.500]  無論到哪裡好像就是沒有人看中
[00:19:23.500 --> 00:19:26.060]  多少的傷害
[00:19:26.060 --> 00:19:28.880]  彼得多麼平凡的人
[00:19:28.880 --> 00:19:31.960]  他可以前一分鐘勇敢的在水面上行走
[00:19:31.960 --> 00:19:35.540]  後一分鐘看見風浪就害怕沉到水中
[00:19:35.540 --> 00:19:38.860]  他可以前一分鐘拔起刀來想保護耶穌
[00:19:38.860 --> 00:19:42.460]  一刀就把大祭祀僕人的耳朵砍下來
[00:19:42.460 --> 00:19:44.260]  下一分鐘他在
