
[00:00:00.000 --> 00:00:04.000]  我看過一位靈修導師的經驗分享
[00:02:09.200 --> 00:02:12.200]  這位姊妹每次來見老師
[00:02:12.200 --> 00:02:14.800]  都是同樣問著這個問題
[00:02:14.800 --> 00:02:19.000]  「上帝為何容讓這些事發生?」
[00:02:19.000 --> 00:02:22.000]  老師感受到她的問題
[00:02:22.000 --> 00:02:28.800]  其實是流露著內心裏面很深很重的那種憂傷
[00:02:28.800 --> 00:02:31.800]  那種難過 那種無助
[00:02:31.800 --> 00:02:34.800]  甚至是對神的憤怒
[00:02:34.800 --> 00:02:38.800]  多於尋求一個神學的解釋
[00:02:38.800 --> 00:02:40.600]  所以他很誠懇
[00:02:40.600 --> 00:02:45.600]  並且帶著很痛的心去回答她
[00:02:45.600 --> 00:02:47.600]  「我不知道」
[00:02:47.600 --> 00:02:50.600]  「我真的不知道為甚麼」
[00:02:50.600 --> 00:02:55.600]  望著坐在椅子上流著眼淚的這位姊妹
[00:02:55.600 --> 00:02:57.600]  老師能夠做的
[00:02:57.600 --> 00:03:01.600]  是嘆息再嘆息
[00:03:01.600 --> 00:03:05.200]  每次五十分鐘的會面
[00:03:05.200 --> 00:03:11.000]  其實有三十五分鐘就是這樣靜默而過的
[00:03:11.000 --> 00:03:14.200]  靜默 陪著她
[00:03:14.200 --> 00:03:18.200]  沒有多說甚麼話
[00:03:18.200 --> 00:03:22.200]  結束的時候 老師就鼓勵她
[00:03:22.200 --> 00:03:25.200]  「你繼續擁抱著這些眼淚」
[00:03:25.200 --> 00:03:27.200]  「帶著這些悲傷」
[00:03:27.200 --> 00:03:29.200]  「同時間留意一下」
[00:03:29.200 --> 00:03:31.200]  「這些眼淚」
[00:03:31.200 --> 00:03:34.200]  「這些悲傷 甚至是這些憤怒」
[00:03:34.200 --> 00:03:37.200]  「對你日常生活有甚麼影響?」
[00:03:37.200 --> 00:03:39.200]  「如果需要」
[00:03:39.200 --> 00:03:43.200]  「可以見密一點再來找老師」
[00:03:43.200 --> 00:03:44.200]  這位姊妹走了之後
[00:03:44.200 --> 00:03:48.200]  老師就想起那些會面的過程
[00:03:48.200 --> 00:03:51.200]  她除了感受自己的心也很痛
[00:03:51.200 --> 00:03:54.200]  真的為了這位姊妹很痛
[00:03:54.200 --> 00:03:56.200]  同時間作為靈修指導的老師
[00:03:56.200 --> 00:03:58.200]  她也覺得很無助
[00:03:58.200 --> 00:04:01.200]  所以她寫下了一個摘要
[00:04:01.200 --> 00:04:05.200]  她問究竟這位姊妹怎樣理解
[00:04:05.200 --> 00:04:09.200]  和接受她的沉默呢?
[00:04:09.200 --> 00:04:13.200]  這位老師經常都沒有話說
[00:04:13.200 --> 00:04:14.200]  出乎意料之外
[00:04:14.200 --> 00:04:17.200]  在之後一次的見面
[00:04:17.200 --> 00:04:19.200]  這位姊妹第一件事
[00:04:19.200 --> 00:04:23.200]  跟老師說的是「多謝」她
[00:04:23.200 --> 00:04:24.200]  「多謝」她甚麼呢?
[00:04:24.200 --> 00:04:28.200]  「多謝」她在她很痛的時候
[00:04:28.200 --> 00:04:30.200]  這位老師出現
[00:04:30.200 --> 00:04:32.200]  坐在她面前
[00:04:32.200 --> 00:04:34.200]  一種不說話
[00:04:34.200 --> 00:04:37.200]  原來被她發現並且感受
[00:04:37.200 --> 00:04:40.200]  她彷彿代表了上帝
[00:04:40.200 --> 00:04:42.200]  就是坐在那裡
[00:04:42.200 --> 00:04:44.200]  和她一起
[00:04:44.200 --> 00:04:46.200]  和她一起痛
[00:04:46.200 --> 00:04:48.200]  甚至和她一起哭
[00:04:48.200 --> 00:04:50.200]  她發現上帝
[00:04:50.200 --> 00:04:54.200]  這種靜止、靜默
[00:04:54.200 --> 00:04:57.200]  原來是強化了她面對家人
[00:04:57.200 --> 00:05:03.200]  那種痛、那種傷、那種不明白
[00:05:03.200 --> 00:05:05.200]  並且開啟了她
[00:05:05.200 --> 00:05:09.200]  她發現上帝怎樣參與
[00:05:09.200 --> 00:05:12.200]  在她的困苦當中
[00:05:12.200 --> 00:05:15.200]  在她覺得是人生的災難當中
[00:05:15.200 --> 00:05:17.200]  原來很多時候
[00:05:17.200 --> 00:05:19.200]  上帝不說話
[00:05:19.200 --> 00:05:21.200]  不回答我們
[00:05:21.200 --> 00:05:22.200]  但她坐在那裡
[00:05:22.200 --> 00:05:24.200]  她陪伴
[00:05:24.200 --> 00:05:26.200]  這位姊妹世界的災難
[00:05:26.200 --> 00:05:29.200]  其實彷彿越來越多
[00:05:29.200 --> 00:05:31.200]  或者生老病死的事
[00:05:31.200 --> 00:05:33.200]  也好像經常圍繞著我們
[00:05:33.200 --> 00:05:35.200]  甚至好像追著我們
[00:05:35.200 --> 00:05:37.200]  有些時候我們真的覺得
[00:05:37.200 --> 00:05:39.200]  都透不過氣
[00:05:39.200 --> 00:05:41.200]  可能發生在你身上
[00:05:41.200 --> 00:05:43.200]  又或者可能是發生在
[00:05:43.200 --> 00:05:45.200]  你身邊的人身上
[00:05:45.200 --> 00:05:47.200]  為何一而再
[00:05:47.200 --> 00:05:48.200]  再而三
[00:05:48.200 --> 00:05:50.200]  甚至三而四
[00:05:50.200 --> 00:05:53.200]  面對這些哀痛
[00:05:53.200 --> 00:05:57.200]  其實我們好像越來越體化了
[00:05:57.200 --> 00:05:59.200]  不過傳統上
[00:05:59.200 --> 00:06:01.200]  教會總覺得
[00:06:01.200 --> 00:06:04.200]  面對這些不如意的事
[00:06:04.200 --> 00:06:06.200]  甚至是我們覺得困苦的事
[00:06:06.200 --> 00:06:10.200]  或者說到是苦難的事
[00:06:10.200 --> 00:06:12.200]  如果我們哭訴
[00:06:12.200 --> 00:06:15.200]  如果我們埋怨
[00:06:15.200 --> 00:06:17.200]  就是沒有信心
[00:06:17.200 --> 00:06:19.200]  就是不馴服
[00:06:19.200 --> 00:06:22.200]  不堅毅的表現
[00:06:22.200 --> 00:06:23.200]  是吧
[00:06:23.200 --> 00:06:26.200]  但其實耶利曼的哀歌
[00:06:26.200 --> 00:06:28.200]  它是告訴我們
[00:06:28.200 --> 00:06:31.200]  看私人他怎樣
[00:06:31.200 --> 00:06:35.200]  在他所遇見的困苦裏面
[00:06:35.200 --> 00:06:37.200]  他哭訴
[00:06:37.200 --> 00:06:40.200]  他不止一次的哭訴
[00:06:40.200 --> 00:06:42.200]  他多番的哭訴
[00:06:42.200 --> 00:06:44.200]  但在哭訴裏面
[00:06:44.200 --> 00:06:50.200]  怎樣流露著他對上帝的信心、信靠
[00:06:50.200 --> 00:06:53.200]  今日我就很想借著這本書
[00:06:53.200 --> 00:06:55.200]  我們每一位
[00:06:55.200 --> 00:06:57.200]  面對困苦的弟兄姊妹
[00:06:57.200 --> 00:07:00.200]  或者你是那些困苦者的同行者
[00:07:00.200 --> 00:07:02.200]  不是發生在你身上
[00:07:02.200 --> 00:07:05.200]  不過你經常要陪伴著這些人渡過的
[00:07:05.200 --> 00:07:08.200]  我們一起學習怎樣擁抱這些眼淚
[00:07:08.200 --> 00:07:11.200]  怎樣擁抱這些傷痛
[00:07:11.200 --> 00:07:13.200]  以致有一天我們都可以從這些眼淚
[00:07:13.200 --> 00:07:15.200]  從這些傷痛裏面
[00:07:15.200 --> 00:07:18.200]  看看自己對上帝的信心
[00:07:18.200 --> 00:07:22.200]  發現上帝他自己的同在
[00:07:22.200 --> 00:07:25.200]  講一下耶利曼哀歌
[00:07:25.200 --> 00:07:27.200]  那個歷史的背景
[00:07:27.200 --> 00:07:29.200]  學者很相信這本書
[00:07:29.200 --> 00:07:32.200]  是公元前六世紀的作品
[00:07:32.200 --> 00:07:36.200]  也就是在公元前587年
[00:07:36.200 --> 00:07:41.200]  巴比倫攻陷耶路撒冷的時候所寫
[00:07:41.200 --> 00:07:44.200]  當時巴比倫皇的護衛長
[00:07:44.200 --> 00:07:46.200]  在五月一個日子
[00:07:46.200 --> 00:07:49.200]  用火來焚燒耶路撒冷
[00:07:49.200 --> 00:07:50.200]  焚燒皇宮
[00:07:50.200 --> 00:07:53.200]  焚燒城內的一切房屋
[00:07:53.200 --> 00:07:55.200]  並且拆毀城牆
[00:07:55.200 --> 00:07:58.200]  擄掠聖殿一切的物品
[00:07:58.200 --> 00:08:02.200]  甚至將猶太人擄到巴比倫
[00:08:02.200 --> 00:08:04.200]  根據耶利曼哀歌的內容
[00:08:04.200 --> 00:08:11.200]  作者好像親眼看著自己的國家怎樣淪陷
[00:08:11.200 --> 00:08:15.200]  所以寫了這本書
[00:08:15.200 --> 00:08:18.200]  好像別人寫悼念文一樣
[00:08:18.200 --> 00:08:21.200]  愛歌,奔喪歌
[00:08:21.200 --> 00:08:25.200]  去形容當時他所見的事
[00:08:25.200 --> 00:08:27.200]  中國人說
[00:08:27.200 --> 00:08:31.200]  男兒有淚不輕彈
[00:08:31.200 --> 00:08:33.200]  七十事本
[00:08:33.200 --> 00:08:35.200]  在耶利曼哀歌一章一節之前
[00:08:35.200 --> 00:08:37.200]  加上一個序言
[00:08:37.200 --> 00:08:38.200]  我們一起讀好不好
[00:08:38.200 --> 00:08:42.200]  以色列被擄充軍以後
[00:08:42.200 --> 00:08:45.200]  耶路撒冷變為一片荒涼
[00:08:45.200 --> 00:08:48.200]  耶利曼痛哭流淚地坐著
[00:08:48.200 --> 00:08:50.200]  唱出這首哀歌
[00:08:50.200 --> 00:08:53.200]  憑吊耶路撒冷說
[00:08:53.200 --> 00:08:55.200]  一個男士
[00:08:55.200 --> 00:08:58.200]  見到自己的國家滅亡
[00:08:58.200 --> 00:09:00.200]  見到那些慘況
[00:09:00.200 --> 00:09:02.200]  他寫這首哀歌
[00:09:02.200 --> 00:09:06.200]  是痛哭流淚坐在那裡
[00:09:06.200 --> 00:09:08.200]  歌頌
[00:09:08.200 --> 00:09:12.200]  哀歌是歌頌
[00:09:12.200 --> 00:09:16.200]  這個序言充分表達私人
[00:09:16.200 --> 00:09:19.200]  和傳書那種哀痛
[00:09:19.200 --> 00:09:20.200]  雖然是唱歌
[00:09:20.200 --> 00:09:22.200]  不過是慘的歌
[00:09:22.200 --> 00:09:24.200]  耶利曼哀歌的性質
[00:09:24.200 --> 00:09:26.200]  一路人讀的時候
[00:09:26.200 --> 00:09:30.200]  我們用很理性的角度去讀
[00:09:30.200 --> 00:09:33.200]  其實這首詩歌告訴我們什麼呢
[00:09:33.200 --> 00:09:36.200]  以色列人為什麼遭遇苦難
[00:09:36.200 --> 00:09:38.200]  國家為什麼滅亡
[00:09:38.200 --> 00:09:40.200]  就是因為他們離棄神
[00:09:40.200 --> 00:09:41.200]  他們犯罪,他們得罪神
[00:09:41.200 --> 00:09:42.200]  他們不理會上帝
[00:09:42.200 --> 00:09:45.200]  所以就引來這樣的結論
[00:09:45.200 --> 00:09:49.200]  這就是我們對苦難的解釋
[00:09:49.200 --> 00:09:51.200]  苦難
[00:09:51.200 --> 00:09:53.200]  我們將它化解為
[00:09:53.200 --> 00:09:54.200]  我們犯錯
[00:09:54.200 --> 00:09:56.200]  咎由自取
[00:09:56.200 --> 00:09:58.200]  那些人有癌症
[00:09:58.200 --> 00:09:59.200]  因為他吃東西不好
[00:09:59.200 --> 00:10:01.200]  不健康,不注重身體
[00:10:01.200 --> 00:10:04.200]  所以現在自己要承受那些結果
[00:10:04.200 --> 00:10:06.200]  言下之意就是這樣
[00:10:06.200 --> 00:10:09.200]  將苦難簡化到
[00:10:09.200 --> 00:10:13.200]  我們不只是看那個原因和結果
[00:10:13.200 --> 00:10:15.200]  但其實耶利曼哀歌
[00:10:15.200 --> 00:10:17.200]  越來越多人研究的時候
[00:10:17.200 --> 00:10:19.200]  看看它傳卷的書
[00:10:19.200 --> 00:10:20.200]  它的內容
[00:10:20.200 --> 00:10:24.200]  它的文學手法就發現
[00:10:24.200 --> 00:10:26.200]  其實耶利曼哀歌
[00:10:26.200 --> 00:10:30.200]  我們不應該從一個很抽象的理論
[00:10:30.200 --> 00:10:32.200]  或者用什麼神學的解釋
[00:10:32.200 --> 00:10:36.200]  去講這是一個苦難的神學
[00:10:36.200 --> 00:10:40.200]  耶利曼哀歌不是一個理性的探索
[00:10:40.200 --> 00:10:44.200]  不是一本神學的反思集
[00:10:44.200 --> 00:10:46.200]  叫它反省
[00:10:46.200 --> 00:10:50.200]  其實是一個情感的書法
[00:10:50.200 --> 00:10:53.200]  不是一個要找理性答案的一本書
[00:10:53.200 --> 00:10:59.200]  是一本要將我們內心情感傾訴出來的書
[00:10:59.200 --> 00:11:02.200]  就是詩人他為著自己的國家
[00:11:02.200 --> 00:11:06.200]  滅亡慘淡他寫
[00:11:06.200 --> 00:11:10.200]  其實我不知道有多少人讀過耶利曼哀歌
[00:11:10.200 --> 00:11:11.200]  可不可以舉手
[00:11:11.200 --> 00:11:13.200]  你讀過這本書
[00:11:13.200 --> 00:11:16.200]  大概三分一吧
[00:11:16.200 --> 00:11:19.200]  你讀不讀得明白?
[00:11:19.200 --> 00:11:21.200]  你真的讀的時候
[00:11:21.200 --> 00:11:22.200]  有時候會想
[00:11:22.200 --> 00:11:25.200]  好像少了一些情節
[00:11:25.200 --> 00:11:27.200]  有些事會回頭
[00:11:27.200 --> 00:11:29.200]  明明講了第三章
[00:11:29.200 --> 00:11:31.200]  剛才你至少讀了第三章
[00:11:31.200 --> 00:11:33.200]  那些是講神攻擊他
[00:11:33.200 --> 00:11:35.200]  然後他又拍網
[00:11:35.200 --> 00:11:37.200]  我們不知消滅是出於
[00:11:37.200 --> 00:11:39.200]  他自己主觀的恩典慈愛
[00:11:39.200 --> 00:11:41.200]  但第四章又來投訴
[00:11:41.200 --> 00:11:44.200]  為何周而復始呢?
[00:11:44.200 --> 00:11:48.200]  其實是因為它是一首訴苦的歌
[00:11:48.200 --> 00:11:50.200]  我稍後會繼續帶大家看
[00:11:50.200 --> 00:11:55.200]  其實耶利曼哀歌主題的訊息是甚麼呢?
[00:11:55.200 --> 00:11:57.200]  我們先看看內容
[00:11:57.200 --> 00:11:59.200]  很想從內容中
[00:11:59.200 --> 00:12:01.200]  你看看他如何哭訴
[00:12:01.200 --> 00:12:05.200]  哭訴中如何呈現他的信心
[00:12:05.200 --> 00:12:07.200]  往往我們一看
[00:12:07.200 --> 00:12:08.200]  最喜歡耶利曼哀歌
[00:12:08.200 --> 00:12:11.200]  最記得的就是剛才我們讀的最後那段
[00:12:11.200 --> 00:12:13.200]  就是講我們不知消滅是出於
[00:12:13.200 --> 00:12:14.200]  耶華諸般的慈愛
[00:12:14.200 --> 00:12:16.200]  是因為他的念文不知斷絕
[00:12:16.200 --> 00:12:18.200]  每早晨者都是新的
[00:12:18.200 --> 00:12:19.200]  你的誠實的期望
[00:12:19.200 --> 00:12:22.200]  但他最記得這一段
[00:12:22.200 --> 00:12:26.200]  但其實傳卷書的意義不是在這裡
[00:12:26.200 --> 00:12:28.200]  留意作者
[00:12:28.200 --> 00:12:34.200]  他一直不是自己在哀訴這麼簡單
[00:12:34.200 --> 00:12:37.200]  或者他期望讀者如何明白他的心情
[00:12:37.200 --> 00:12:41.200]  你留意他哭訴的對象是上帝
[00:12:41.200 --> 00:12:46.200]  他很清楚地說明耶路撒冷的滅亡
[00:12:46.200 --> 00:12:48.200]  是出於上帝
[00:12:48.200 --> 00:12:49.200]  有一章
[00:12:49.200 --> 00:12:52.200]  你打開你的經文最好
[00:12:52.200 --> 00:12:53.200]  一邊說的時候
[00:12:53.200 --> 00:12:54.200]  你自己可以看一下
[00:12:54.200 --> 00:12:57.200]  一章十二節至十五節
[00:12:57.200 --> 00:13:00.200]  他講明耶路撒冷的滅亡是出於上帝
[00:13:00.200 --> 00:13:02.200]  二章一至九節也是這樣說
[00:13:02.200 --> 00:13:04.200]  三章一至十八節
[00:13:04.200 --> 00:13:05.200]  很詳盡的
[00:13:05.200 --> 00:13:06.200]  剛才我們讀了
[00:13:06.200 --> 00:13:07.200]  四章十一節
[00:13:07.200 --> 00:13:09.200]  全部都是在說
[00:13:09.200 --> 00:13:11.200]  是上帝
[00:13:11.200 --> 00:13:13.200]  是上帝搞成他們這樣的
[00:13:13.200 --> 00:13:15.200]  就好像我們的賣魚一樣
[00:13:15.200 --> 00:13:16.200]  上帝為什麼你要
[00:13:16.200 --> 00:13:19.200]  令到我家破人亡
[00:13:19.200 --> 00:13:21.200]  為什麼我的家人有病
[00:13:21.200 --> 00:13:23.200]  其實是否與上帝有關
[00:13:23.200 --> 00:13:24.200]  你都不知道
[00:13:24.200 --> 00:13:26.200]  不過你都要先賴了
[00:13:26.200 --> 00:13:27.200]  他們就很清楚了
[00:13:27.200 --> 00:13:29.200]  是上帝
[00:13:29.200 --> 00:13:32.200]  斯人在第二章的哀訴是最激烈的
[00:13:32.200 --> 00:13:33.200]  他說
[00:13:33.200 --> 00:13:36.200]  在其中形容上帝
[00:13:36.200 --> 00:13:40.200]  是在戰場上失控的一位戰士
[00:13:40.200 --> 00:13:42.200]  是一位憤怒的戰士
[00:13:42.200 --> 00:13:43.200]  憤怒的戰士不是打敵人
[00:13:43.200 --> 00:13:45.200]  是打誰
[00:13:45.200 --> 00:13:47.200]  是打耶路撒冷
[00:13:47.200 --> 00:13:51.200]  為什麼自己的上帝會伸手來攻擊人
[00:13:51.200 --> 00:13:53.200]  就好像我們剛才第三章讀
[00:13:53.200 --> 00:13:54.200]  是反手
[00:13:54.200 --> 00:13:56.200]  反手攻擊是怎樣
[00:13:56.200 --> 00:13:58.200]  你有沒有試過被人利手打
[00:13:58.200 --> 00:14:00.200]  順著手打是怎樣
[00:14:00.200 --> 00:14:01.200]  順手
[00:14:01.200 --> 00:14:03.200]  利手打
[00:14:03.200 --> 00:14:05.200]  是憤怒
[00:14:05.200 --> 00:14:07.200]  更加激烈
[00:14:07.200 --> 00:14:10.200]  以往男士
[00:14:10.200 --> 00:14:13.200]  很多時候男士利手打人
[00:14:13.200 --> 00:14:14.200]  憤怒
[00:14:14.200 --> 00:14:16.200]  為什麼上帝要這麼憤怒
[00:14:16.200 --> 00:14:19.200]  來攻擊自己的百姓
[00:14:19.200 --> 00:14:23.200]  曾經還形容到
[00:14:23.200 --> 00:14:25.200]  他毀滅以色列的城堡
[00:14:25.200 --> 00:14:27.200]  殺害其中的領袖居民
[00:14:27.200 --> 00:14:30.200]  甚至將他自己親手所建造
[00:14:30.200 --> 00:14:33.200]  象徵他子民同在的聖城聖殿
[00:14:33.200 --> 00:14:35.200]  上帝都沒有放過
[00:14:35.200 --> 00:14:38.200]  甚至連小朋友都不放過
[00:14:38.200 --> 00:14:40.200]  斯人他說
[00:14:40.200 --> 00:14:42.200]  耶路撒冷好像一個裂口
[00:14:42.200 --> 00:14:45.200]  好像汪洋一樣大到不得了
[00:14:45.200 --> 00:14:47.200]  上帝為什麼會這樣
[00:14:47.200 --> 00:14:50.200]  作者認為一切都是上帝一手造成
[00:14:50.200 --> 00:14:52.200]  所以他投訴的對象
[00:14:52.200 --> 00:14:54.200]  或者他哭訴的對象
[00:14:54.200 --> 00:14:56.200]  是上帝
[00:14:56.200 --> 00:15:00.200]  另外在描述國難哀傷的影片
[00:15:00.200 --> 00:15:02.200]  斯人說了五次
[00:15:02.200 --> 00:15:04.200]  沒有安慰
[00:15:04.200 --> 00:15:07.200]  他說沒有安慰者
[00:15:07.200 --> 00:15:09.200]  沒有
[00:15:09.200 --> 00:15:12.200]  斯人埋怨沒有人理會他們
[00:15:12.200 --> 00:15:13.200]  這麼慘
[00:15:13.200 --> 00:15:15.200]  就連上帝都不理會他們
[00:15:15.200 --> 00:15:18.200]  流露著一種很強烈
[00:15:18.200 --> 00:15:19.200]  無助
[00:15:19.200 --> 00:15:21.200]  孤單的感覺
[00:15:21.200 --> 00:15:24.200]  就彷彿有時我們都很痛很苦的時候
[00:15:24.200 --> 00:15:27.200]  我們都說世上沒有人關心我們
[00:15:27.200 --> 00:15:30.200]  在家裏沒有人會看得我喜
[00:15:30.200 --> 00:15:32.200]  甚至天無眼
[00:15:32.200 --> 00:15:33.200]  那些人罵天無眼
[00:15:33.200 --> 00:15:34.200]  就是沒有人理會他
[00:15:34.200 --> 00:15:36.200]  沒有人主持公道
[00:15:36.200 --> 00:15:38.200]  沒有人同情他
[00:15:38.200 --> 00:15:42.200]  斯人又用耶路撒冷的身份
[00:15:42.200 --> 00:15:45.200]  代入描寫的手法
[00:15:45.200 --> 00:15:49.200]  他祈求上帝
[00:15:49.200 --> 00:15:52.200]  祈求上帝看一下他的慘情
[00:15:52.200 --> 00:15:54.200]  就好像我們中國人說
[00:15:54.200 --> 00:15:56.200]  拜託天你張開雙眼
[00:15:56.200 --> 00:15:58.200]  張開雙眼看一下
[00:15:58.200 --> 00:16:00.200]  看一下我多慘
[00:16:00.200 --> 00:16:03.200]  他又祈求過路的人都來看
[00:16:03.200 --> 00:16:05.200]  路過的人都來看
[00:16:05.200 --> 00:16:07.200]  耶路撒冷多慘
[00:16:07.200 --> 00:16:08.200]  甚至看耶路撒冷
[00:16:08.200 --> 00:16:13.200]  如何在上帝的攻擊的手裏受害
[00:16:13.200 --> 00:16:17.200]  他又祈求其他民族都來看
[00:16:17.200 --> 00:16:21.200]  和聽他被擄去的情況
[00:16:21.200 --> 00:16:25.200]  這些一切彷彿都很想人來見證
[00:16:25.200 --> 00:16:26.200]  和同情他們的遭遇
[00:16:26.200 --> 00:16:29.200]  證明他們是慘
[00:16:29.200 --> 00:16:32.200]  就好像有些人他慘的時候
[00:16:32.200 --> 00:16:34.200]  會登報
[00:16:34.200 --> 00:16:36.200]  講他自己的慘況
[00:16:36.200 --> 00:16:39.200]  要人們同情
[00:16:39.200 --> 00:16:40.200]  不過很可惜
[00:16:40.200 --> 00:16:42.200]  他這樣哀求
[00:16:42.200 --> 00:16:43.200]  最後出現的
[00:16:43.200 --> 00:16:45.200]  他想出現的人沒有出現
[00:16:45.200 --> 00:16:47.200]  他想上帝來看一下
[00:16:47.200 --> 00:16:48.200]  上帝沒有出現
[00:16:48.200 --> 00:16:50.200]  他想過路的人來看一下
[00:16:50.200 --> 00:16:51.200]  他多慘
[00:16:51.200 --> 00:16:52.200]  沒有出現
[00:16:52.200 --> 00:16:53.200]  他想萬國萬族的人來看一下
[00:16:53.200 --> 00:16:54.200]  沒有出現
[00:16:54.200 --> 00:16:55.200]  不單是這樣
[00:16:55.200 --> 00:16:57.200]  最後出現的是甚麼人呢
[00:16:57.200 --> 00:16:59.200]  聖經說是他的敵人
[00:16:59.200 --> 00:17:02.200]  是他的敵人來看到和聽到
[00:17:02.200 --> 00:17:04.200]  他怎樣滅亡
[00:17:04.200 --> 00:17:06.200]  看完之後還是心中喜樂
[00:17:06.200 --> 00:17:08.200]  癡笑他們
[00:17:08.200 --> 00:17:10.200]  不是那些來同情他的人
[00:17:10.200 --> 00:17:12.200]  看到他們多慘
[00:17:12.200 --> 00:17:15.200]  是那些敵人來看到他們多慘
[00:17:15.200 --> 00:17:17.200]  你想像一下他那種情況
[00:17:17.200 --> 00:17:18.200]  他已經夠慘了
[00:17:18.200 --> 00:17:20.200]  還被敵人看到
[00:17:20.200 --> 00:17:22.200]  你如今淪落到這樣的地步
[00:17:22.200 --> 00:17:26.200]  再踩一腳下去
[00:17:26.200 --> 00:17:30.200]  斯人是這麼痛苦
[00:17:30.200 --> 00:17:34.200]  斯人或者哭訴者所看到的
[00:17:34.200 --> 00:17:39.200]  只有困苦和上帝在憤怒的管教
[00:17:39.200 --> 00:17:42.200]  他的哀痛他覺得沒有人看到
[00:17:42.200 --> 00:17:44.200]  也沒有人同情
[00:17:44.200 --> 00:17:48.200]  連這個上帝也掩耳不聽他的祈禱
[00:17:48.200 --> 00:17:50.200]  雖然這個上帝沒有反應
[00:17:50.200 --> 00:17:53.200]  但他仍然再次哀求
[00:17:53.200 --> 00:17:56.200]  是多次的繼續哀求上帝來看
[00:17:56.200 --> 00:17:59.200]  雖然第一次上帝沒有反應
[00:17:59.200 --> 00:18:01.200]  第二次上帝沒有反應
[00:18:01.200 --> 00:18:03.200]  第三次上帝沒有反應
[00:18:03.200 --> 00:18:06.200]  他仍然繼續祈求上帝來看
[00:18:06.200 --> 00:18:09.200]  這就是《刑偽哀歌大志》的內容
[00:18:09.200 --> 00:18:13.200]  他哭訴的對象和哭訴的內容
[00:18:13.200 --> 00:18:17.200]  做一點點總結在這些內容部分
[00:18:17.200 --> 00:18:21.200]  斯人他特別在第一章第二章第四章
[00:18:21.200 --> 00:18:24.200]  那些哭訴
[00:18:24.200 --> 00:18:28.200]  不是鼓勵讀者要長期陷在哀痛裡
[00:18:28.200 --> 00:18:31.200]  而是很想指出
[00:18:31.200 --> 00:18:36.200]  要讓那些傷痛能夠表達
[00:18:36.200 --> 00:18:39.200]  有機會表達他們的感受
[00:18:39.200 --> 00:18:41.200]  或者我們這樣說
[00:18:41.200 --> 00:18:45.200]  這些都是很適當處理人哀傷的過程
[00:18:45.200 --> 00:18:48.200]  因為訴苦哀求
[00:18:48.200 --> 00:18:52.200]  這些情緒在訴苦的過程裡
[00:18:52.200 --> 00:18:56.200]  是能夠舒緩我們裡面的痛
[00:18:56.200 --> 00:18:58.200]  第二
