
[00:00:00.000 --> 00:00:15.300]  主席:在寒冷的冬天裏面,弟兄姊妹要多穿衣服保暖,求主特別祝福一群長者身體健康。
[00:13:39.300 --> 00:13:52.300]  將最好的變成次好或者甚至用完用盡才給上帝,把最好的變成次好或者把最糟糕的給上帝,變成一種可有可無,有明無實的關係,
[00:13:52.300 --> 00:14:10.300]  宋朝有一位女詩人叫管仲基,寫了一首好靚的詞,她寫了一首詞,華美的詩,她這個詞是形容她和丈夫的愛情逐漸褪色之後寫下的,
[00:14:10.300 --> 00:14:30.300]  她希望寫這首詞重燃她和丈夫之間的那種愛,她希望透過寫詞來重燃跟丈夫的那種愛戀,後來這首詞就被一位台灣的流行歌星順了主叫舒雲改編成一首詩歌,
[00:14:30.300 --> 00:14:51.300]  後來這首詞就被一位台灣的流行歌星順了主叫舒雲改編成一首詩歌,這首詞真的好靚,你濃我濃,兩情濃,擺一塊泥捏一個你,擺一塊泥捏一個我,
[00:14:51.300 --> 00:15:10.300]  擺一塊泥捏一個我,再將你我一起打破,再將你我一起調和,再將你我一起調和,重新和泥重新調和,重新和泥重新調和,再捏一個你,再掃一個我,再捏一個你,再掃一個我,從今以後我可以說你中有我,我中有你,
[00:15:10.300 --> 00:15:26.300]  從今以後我可以說你中有我,我中有你,他就用兩個泥公仔做一個意象,他用泥塑變成一個意象,他說將它打碎,把它打碎,重新去和泥,重新和泥,形容兩個人不可分割,形容兩個人不可分割,
[00:15:26.300 --> 00:15:50.300]  以弗所呈現的是一種我稱他做信仰因循苟且的皮態,以弗所的光景呈現一種被稱為信仰因循苟且的皮態,意思是由初信那種火熱追求認真投入,意思是由初信的時候的火熱追求認真投入,慢慢失去那種新鮮感成為一種習慣,慢慢失去了新鮮感成為習慣,
[00:15:50.300 --> 00:16:19.300]  習以為常,甚至盲盲目,這不是以弗所獨有的現象,我相信返教會越久的弟兄姊妹,越容易出現這種情況,我記得三十多年前我仍然還年輕,我記得三十年前我還是一個年輕小伙子,那時候我自己求上帝給我去侍奉他的機會,
[00:16:19.300 --> 00:16:38.300]  那時候我是求神給我侍奉的機會,上帝聽我的祈禱,開展我自己侍奉的人生,我記得那時候只是五十元一個月,生活費都不夠,一個星期七天,真是七十一,朝七晚十一,
[00:16:38.300 --> 00:17:02.300]  一個星期七天,從朝七到十一,從早到晚,總之是毫不間斷連續五六年,又不會覺得辛苦,又不會埋怨,後來返回教會讀書,再出來侍奉,我自己有一個原則,包括詹國浸都是,
[00:17:02.300 --> 00:17:26.300]  我從來不和教會講薪酬和福利,但隨著侍奉的年日不斷增加,在教會見盡各種人和事,經歷種種不開心,
[00:17:26.300 --> 00:17:49.300]  有時愛得深痛得徹,開始學會保護自己,在原有很單純的侍奉裏面,我又加上很多前設,很多條件,又加上很多保留,是自己的心態改變,
[00:17:49.300 --> 00:18:07.300]  原本好像很沒有計較的擺上,慢慢開始多些計算,在原本很單純的侍奉,又加上很多篱笆,另外我自己個性有一個特徵,
[00:18:07.300 --> 00:18:30.300]  我很喜歡試一些新的事物,甚至可以到一個廢寢忘餐,直至我掌握那樣東西為止,所以當我年輕的時候,如果要我重覆重覆做那些事,我慢慢就會失去那種興趣和動力,
[00:18:30.300 --> 00:18:55.300]  喜歡創新是我的優點,也是我的缺點,所以當時我經常覺得我如果去做一些所謂創新性的活動,我比較有那種動力,
[00:18:55.300 --> 00:19:19.300]  但這種貪新忘舊的性格也是我的缺點,其實日光之下哪有新事,所謂新只不過是滿足自己的虛榮感,還好我是對事不對人,到今時今日我仍然對太太忠誠,
[00:19:19.300 --> 00:19:48.300]  我記得我初初學《屬靈操練》的時候,我將基督教書局和天主教書局所有《屬靈操練》的書買了,同時有《屬靈操練》的講座也出席,我記得當時我住沙田,每天早上去中央公園做《屬靈操練》,
[00:19:48.300 --> 00:20:15.300]  在教會教《屬靈操練》主要學,將祈禱會改為《屬靈操練》,將教會退休會改為《屬靈操練營》,去修院找一個神父做我的《屬靈導師》,甚至我想過轉去天主教的仇院讀一個《屬靈操練》的課程,
[00:20:15.300 --> 00:20:37.300]  慢慢又發覺自己的氣質原來不是這方面,因為我坐不定,好像周富全一樣,有一段時間我就迷上了一些所謂歷期輔導,有時候我迷上了一個歷期輔導的工作,我一年一個暑假有八次露營,
[00:20:37.300 --> 00:21:00.300]  我住沙田年初一,我自己一個人行上望夫石和獅子山,我又去考攀石牌,又考潛水牌,有時候我想興趣可以一個一個轉移,
[00:21:00.300 --> 00:21:26.300]  最近我就迷上了魚菜共生,有時候興趣可以轉移,但信仰需要我們從一而終,如同一段已經退色的感情,將當初熾熱的愛情忘記,
[00:21:26.300 --> 00:21:51.300]  所以按照這個解釋,易弗所的教會已經失去當初那份宗教的熱誠,失去一份愛的感情,如同一間只有軀殼沒有靈魂的教會一樣,
[00:21:51.300 --> 00:22:20.300]  裏面有很多宗教活動,只是例行公事,不是發自內心對基督的愛,就如我們做丈夫每年太太生日,結婚周年,我們心不甘情不願,循例買束花,如交年費一樣,
[00:22:20.300 --> 00:22:47.300]  另一個解釋,失去起初的愛,失去當初弟兄姊妹那份熱情和愛心,大家可以想像當易弗所的教會面對當時的假先知假教師,
[00:22:47.300 --> 00:23:07.300]  他們力求試圖去抗拒這些假信仰,後來也有尼哥拉黨的混亂,為了保持這個信仰而不惜排除異己,
[00:23:07.300 --> 00:23:22.300]  但有時歷史告訴我們,極端的宗教主義引起的問題都是很嚴重,我們可以說是瘋狂的,
[00:23:22.300 --> 00:23:44.300]  你知不知道我們浸信會的前身叫崇浸派,我們當時在教會歷史被定為異端,因為我們否定了國家教會所設立的洗禮制度,
[00:23:44.300 --> 00:24:08.300]  所以有時極端宗教的表現往往是用不人道的方式表達出來,例如911襲擊美國事件,或近年伊斯蘭教行徑,
[00:24:08.300 --> 00:24:22.300]  或當年天主教十字軍東征,這些極端的宗教行為有時會產生非人道的行為,
[00:24:22.300 --> 00:24:42.300]  巴克萊有說,為了保存正統的信仰或堅持不同信念,犧牲了團體的關懷和友誼,他說這個代價實在太大了,
[00:24:42.300 --> 00:25:00.300]  他說世界上所有一切所謂正統的信仰,永遠不能取代用愛心挽回的位置,大家千萬不要誤會牧師沒有立場,
[00:25:00.300 --> 00:25:15.300]  我仍然持守我信仰的立場,但我想表達的信仰有多面性,不要以為我們所信的那一套就是名門正宗,
[00:25:15.300 --> 00:25:33.300]  只是一家別無分號,上帝的國度或信仰有多面性,這些問題往往在今天我們福音派對靈恩派的表達上充分反映,
[00:25:33.300 --> 00:25:50.300]  我們可以持守我們自己的信仰,我們有我們自己堅定的立場,但只不過是求同存異,
[00:25:50.300 --> 00:26:10.300]  譬如浸信會很強調禁禮,難道撒禮的教會不是歸入基督嗎?我們不要糾纏外在儀式,我們可以持守我們的傳統和方法,
[00:26:10.300 --> 00:26:28.300]  所以近年津津樂道我們提到的使命教會,就有一個觀念,講什麼是一間健康教會的觀念,
[00:26:28.300 --> 00:26:45.300]  以不鎖教會去失去起初的愛,其實這個健康教會的觀念是講一間健康的教會,是質和量都成長的教會,
[00:26:45.300 --> 00:27:03.300]  如果我們單獨去追求人數,我們不擇手段去追求人數,教會可能變成一個俱樂部,如果教會能夠追求在質上面的成長,
[00:27:03.300 --> 00:27:21.300]  我們每一個都成為基督的門徒,我們每一個都可以活出起初對上帝那份熾熱的愛,這就是一種活力,教會就產生這種吸引力,
[00:27:21.300 --> 00:27:44.300]  當時以不鎖教會在健康上出了問題,所以要成為一間健康的教會,我們要成為一間討主喜悅的教會,
[00:27:44.300 --> 00:28:06.300]  我們要回到聖經,重拾教會的使命,重拾每一個弟兄姊妹對信仰那份熱誠,重拾我們拍拖初戀那種朝思暮想對對方那種愛慕,
[00:28:06.300 --> 00:28:23.300]  就好比當時我們談戀愛交往的時候那種最初的愛慕,另外以不鎖教會也提醒我們,信仰復興的源頭只能夠回到怎樣對基督發出溫暖滿足那份愛,
[00:28:23.300 --> 00:28:46.300]  要回想我們回去最初的時候,對當時對主發出溫暖的那種愛,我們可以保持純正的信仰和表面活躍的時候,
[00:28:46.300 --> 00:29:04.300]  但如果我們已經失去那份熾熱的愛情,我們已經失去所有敬拜那種真正的意義,我們只是成為一個有形無實的一間教會,
[00:29:04.300 --> 00:29:21.300]  所以在《啟示錄》提到以不鎖的教會,他說回應我們要回到起初那份的愛,就是說為我們已經冷淡了那種愛心而感到懊悔,
[00:29:21.300 --> 00:29:43.300]  再一次將我們的生命奉獻給主,建立這份密切的關係,這種生命就好像起初跟主那種甜蜜,跟主那種緊密的關係一樣,
[00:29:43.300 --> 00:29:57.300]  然後在聖經裡提到耶穌基督有一個很嚴重的警告,他說如果你不悔改,我就將你的燈台挪開,
[00:29:57.300 --> 00:30:15.300]  大家都知道一個燈台是一個照亮的作用,是指引的作用,就是說教會已經失去了這份最寶貴的東西,你就不再可以扮演一個照明和指引的功能,
[00:30:15.300 --> 00:30:32.300]  我們要回想從哪裡墜落,我們要回到起初,在失敗當中吸取教訓,重新再爬起來。
[00:30:32.300 --> 00:30:58.300]  這裡提到悔改這個字,悔改有兩個意思,他說同意神對我們的指責,心態和行為的改變,換句話說是一種重新轉向神的堅持和堅定,
[00:30:58.300 --> 00:31:14.300]  我們今天有時候不是真的悔改,我們經常說我們人性的軟弱,你批評我接受,態度依然照舊,這就是我們人性,
[00:31:14.300 --> 00:31:33.300]  但聖經提到的悔改是同意上帝對我們的指責,我們的態度和行為有一個徹底的改變,所以在第七節就給我們一個允許重新振作靠著德性的人,
[00:31:33.300 --> 00:32:01.300]  他說必將樂園當中生命樹的果子賜給我們,求主幫助我們,求主幫助我們不要失去起初對主熾熱的愛,
[00:32:01.300 --> 00:32:20.300]  不要把上等變成次要,最後這段說話成為我們的鼓勵,當信仰生命的詩章冰結的時候,重尋失落的愛使旋律再現,
[00:32:20.300 --> 00:32:39.300]  當信仰的生命喜悅逝去,重尋失落的愛使歡欣復臨,當信仰的生命活力消退,重尋失落的愛使生機蓬勃,
[00:32:39.300 --> 00:32:57.300]  當信仰的生命趣味減淡,重尋失落的愛使靈魂甦醒,求主幫助我們,你檢視一下你和主的關係是如何,
[00:32:57.300 --> 00:33:13.300]  你對主的愛到了什麼地步,是充滿色彩還是不斷褪色,求主幫助我們,凡有耳當聽的應當聽,我們同心協力,夠!
