
[00:00:00.000 --> 00:00:03.380]  已經隔了一段相當長的時間
[00:05:32.940 --> 00:05:36.220]  哇 神呀 你賜給我所有這些東西
[00:05:36.220 --> 00:05:38.380]  我懂得享受 是不是?
[00:05:38.380 --> 00:05:44.420]  我現在很懂得享受 不過沒有那些財物
[00:05:44.420 --> 00:05:46.620]  這個人有那麼多 他是不懂得享受
[00:05:46.620 --> 00:05:51.180]  真不真?
[00:05:51.180 --> 00:05:55.780]  當然 我們剛才說 現在討論這些個案
[00:05:55.780 --> 00:05:58.540]  是一些假設的個案
[00:05:58.540 --> 00:05:59.580]  將它極端化
[00:05:59.580 --> 00:06:07.220]  以致我們容易去分辨或者評論它的對錯
[00:06:07.220 --> 00:06:13.100]  什麼原因令到這個人不能夠享用呢?
[00:06:13.100 --> 00:06:16.540]  這裡沒有講得很清楚
[00:06:16.540 --> 00:06:21.380]  我們只能夠猜一下 可能他有病
[00:06:21.380 --> 00:06:25.900]  或者甚至當他想享福的時候 他已經去世了
[00:06:25.900 --> 00:06:32.100]  我們不知道實際是怎樣 只是猜測而已
[00:06:32.100 --> 00:06:37.100]  接著那句話 它說「反有外人來吃用」
[00:06:37.100 --> 00:06:39.820]  這句話是什麼意思?
[00:06:39.820 --> 00:06:43.340]  這句話就是說這個人是無兒女
[00:06:43.340 --> 00:06:49.060]  無兄弟 無父母 無妻子
[00:06:49.060 --> 00:06:54.100]  所以他死後的財產就沒有自己的人去承繼
[00:06:54.100 --> 00:06:56.860]  沒有自己的人去享用
[00:06:56.860 --> 00:06:59.460]  那唯有讓政府充公
[00:06:59.460 --> 00:07:05.740]  或者讓外人來佔用 你也管不了
[00:07:05.740 --> 00:07:12.140]  大家留意 這裡那句話就是「神使他不能吃用」
[00:07:12.140 --> 00:07:15.700]  這句話更正確根據原文的翻譯
[00:07:15.700 --> 00:07:21.140]  應該是「神沒有賜他享用的能力」
[00:07:21.140 --> 00:07:25.660]  神賜給他各樣的豐富
[00:07:25.660 --> 00:07:32.500]  神賜的 但神沒有賜給他能夠享用這些豐富的能力
[00:07:32.500 --> 00:07:36.660]  不知道為什麼 總之就是這樣
[00:07:36.660 --> 00:07:41.220]  我的意思就是說 當我們窮困的時候
[00:07:41.220 --> 00:07:42.860]  我們會埋怨神
[00:07:42.860 --> 00:07:50.820]  埋怨神為什麼不賜給我們資財、豐富、尊榮
[00:07:50.820 --> 00:07:55.420]  但是當我們能夠享受那些物質的豐富的時候
[00:07:55.420 --> 00:07:59.700]  我們有多常會感謝神給我們這種恩典能力?
[00:07:59.700 --> 00:08:03.380]  享受也是一個恩典能力
[00:08:03.380 --> 00:08:05.700]  不是你應得的
[00:08:05.700 --> 00:08:08.900]  不是你生出來是這樣的
[00:08:08.900 --> 00:08:14.060]  是神賜給你的這個恩典
[00:08:14.060 --> 00:08:16.260]  當神收回這個恩典能力
[00:08:16.260 --> 00:08:21.820]  或者他沒有賜給你這個能夠享受的能力的時候
[00:08:21.820 --> 00:08:29.220]  你有多多的東西都是享受不了
[00:08:29.220 --> 00:08:42.020]  所以我們就要多點禱告神 懂得感恩
[00:08:42.020 --> 00:08:48.300]  我們求神給我們有恩典能力
[00:08:48.300 --> 00:08:52.820]  無論我們在貧窮裡 或者在富有裡
[00:08:52.820 --> 00:08:54.020]  無論什麼環境都好
[00:08:54.020 --> 00:09:02.340]  給我們有一個正確的享受心態
[00:09:02.340 --> 00:09:14.380]  給我們有一個合神心意的享樂的心態或者選擇
[00:09:14.380 --> 00:09:17.420]  我們有時候想想
[00:09:17.420 --> 00:09:23.060]  我相信我們都不會喜歡一些所謂的暴發戶
[00:09:23.060 --> 00:09:25.140]  這個詞是不好聽的
[00:09:25.140 --> 00:09:26.740]  通常都是很負面的
[00:09:26.740 --> 00:09:33.060]  我們都覺得暴發戶很討厭的
[00:09:33.060 --> 00:09:39.420]  其實為什麼我們說他是暴發戶呢?
[00:09:39.420 --> 00:09:45.020]  其實暴發戶他賺錢的方法
[00:09:45.020 --> 00:09:46.900]  我們多數是看不到的
[00:09:46.900 --> 00:09:49.100]  我們不知道的
[00:09:49.100 --> 00:09:51.380]  但是我們為什麼會知道他的東西呢?
[00:09:51.380 --> 00:09:55.420]  是他花錢的方法
[00:09:55.420 --> 00:10:04.460]  是很誇張、很刺眼
[00:10:04.460 --> 00:10:11.380]  於是我們覺得這樣的享受或者花錢的方法
[00:10:11.380 --> 00:10:14.700]  是不太正確的
[00:10:14.700 --> 00:10:17.740]  這也是我們誇大來講
[00:10:17.740 --> 00:10:19.580]  我們容易明白
[00:10:19.580 --> 00:10:21.140]  當我們回看自己的時候
[00:10:21.140 --> 00:10:27.060]  我的花錢方法是怎樣呢?
[00:10:27.060 --> 00:10:29.860]  在其他人的眼中是怎樣看呢?
[00:10:29.860 --> 00:10:33.580]  在神的眼中又怎樣看呢?
[00:10:33.580 --> 00:10:40.660]  這個值得我們去反省一下
[00:10:40.660 --> 00:10:49.580]  所以求神給我們一個正確、健康、合神心意的享受心態
[00:10:49.580 --> 00:10:53.180]  我們看第三節
[00:10:53.180 --> 00:10:54.700]  人若有一個若字
[00:10:54.700 --> 00:10:56.860]  這個人是假設
[00:10:56.860 --> 00:10:59.860]  假設又有另外一個人
[00:10:59.860 --> 00:11:02.380]  他有一百個兒子
[00:11:02.380 --> 00:11:06.060]  很誇張吧?
[00:11:06.060 --> 00:11:15.100]  在聖經裡面記載最多人有兒子的是多少?
[00:11:15.100 --> 00:11:20.420]  七十、七十一、機電
[00:11:20.420 --> 00:11:25.900]  不過全部都死了
[00:11:25.900 --> 00:11:33.740]  這個人有一百個兒子
[00:11:33.740 --> 00:11:40.580]  還有他長命百歲
[00:11:40.580 --> 00:11:43.300]  在第六節說到他會活千年
[00:11:43.300 --> 00:11:44.420]  然後再活千年
[00:11:44.420 --> 00:11:45.940]  當然這是形容的
[00:11:45.940 --> 00:11:48.020]  只是誇張而已
[00:11:48.020 --> 00:11:51.820]  無論以前或現在
[00:11:51.820 --> 00:11:59.100]  多子和長壽是表示有福的象徵
[00:11:59.100 --> 00:12:06.340]  但是這個人卻是享受不了幸福快樂的生活
[00:12:06.340 --> 00:12:09.420]  這也是很可惜的
[00:12:09.420 --> 00:12:14.700]  為什麼他不能夠享受到幸福快樂呢?
[00:12:14.700 --> 00:12:17.220]  我們留意這一句
[00:12:17.220 --> 00:12:22.060]  接著說「不得埋葬」
[00:12:22.060 --> 00:12:27.100]  「不得埋葬」這句話的意思不是指他死無葬身之地
[00:12:27.100 --> 00:12:31.300]  也不是指他暴屍荒野
[00:12:31.300 --> 00:12:35.100]  「不得埋葬」的意思是指他沒有一個葬禮
[00:12:35.100 --> 00:12:39.660]  就是他死後得不到一個應有的葬禮
[00:12:39.660 --> 00:12:44.220]  想想有一百個兒子
[00:12:44.220 --> 00:12:47.620]  沒有一個為他奔喪
[00:12:47.620 --> 00:12:53.420]  沒有一個為他做一個悼念
[00:12:53.420 --> 00:12:56.020]  沒有人為他哀悼
[00:12:56.020 --> 00:13:01.540]  沒有人為他保存最後一分人的尊嚴
[00:13:01.540 --> 00:13:06.140]  搞一個起碼得體的葬禮
[00:13:06.140 --> 00:13:08.700]  一百個兒子
[00:13:08.700 --> 00:13:12.300]  沒有一個
[00:13:12.300 --> 00:13:21.100]  那你知道他有什麼問題了
[00:13:21.100 --> 00:13:22.940]  他背後的意思就是說
[00:13:22.940 --> 00:13:25.140]  都是猜測 因為經文沒有直接說
[00:13:25.140 --> 00:13:26.940]  正確的猜測就是
[00:13:26.940 --> 00:13:28.140]  他雖然有一百個兒子
[00:13:28.140 --> 00:13:30.780]  但是彼此之間沒有什麼好的關係
[00:13:30.780 --> 00:13:32.260]  是互不關心
[00:13:32.260 --> 00:13:35.500]  是互不彼此相愛
[00:13:35.500 --> 00:13:36.860]  無論生或死
[00:13:36.860 --> 00:13:42.140]  他們大家都不會辱痛
[00:13:42.140 --> 00:13:44.940]  生活在這樣的家庭裡
[00:13:44.940 --> 00:13:50.660]  怎麼會快樂呢
[00:13:50.660 --> 00:13:51.620]  我們就問
[00:13:51.620 --> 00:13:54.780]  如果造成一個這樣的家庭
[00:13:54.780 --> 00:13:57.860]  沒有愛的 沒有關係的
[00:13:57.860 --> 00:14:03.660]  彼此都不理的這樣的家庭
[00:14:03.660 --> 00:14:10.820]  誰首先要負責任呢
[00:14:10.820 --> 00:14:14.340]  就是做丈夫 做父親的
[00:14:14.340 --> 00:14:18.260]  他首先要負最大的責任
[00:14:18.260 --> 00:14:20.580]  其次才到做妻子的
[00:14:20.580 --> 00:14:22.660]  做母親的要負責任
[00:14:22.660 --> 00:14:27.940]  再其次才到做子女的
[00:14:27.940 --> 00:14:30.580]  所以各位弟兄
[00:14:30.580 --> 00:14:37.620]  切記切記這件事
[00:14:37.620 --> 00:14:40.220]  傳道者說
[00:14:40.220 --> 00:14:41.660]  一個這樣的家庭
[00:14:41.660 --> 00:14:43.260]  這樣的生活
[00:14:43.260 --> 00:14:50.860]  不如一個腰折了的胎兒
[00:14:50.860 --> 00:14:53.460]  一個腰折了的胎兒
[00:14:53.460 --> 00:14:57.940]  比這個人還要好
[00:14:57.940 --> 00:14:59.020]  為什麼呢
[00:14:59.020 --> 00:14:59.620]  他說因為
[00:14:59.620 --> 00:15:04.340]  當然有些特別的觀點來看
[00:15:04.340 --> 00:15:05.940]  我們看第四節
[00:15:05.940 --> 00:15:07.020]  他說因為
[00:15:07.020 --> 00:15:08.180]  說說這個胎兒
[00:15:08.180 --> 00:15:11.220]  那個胎兒虛虛而來暗暗而去
[00:15:11.220 --> 00:15:14.540]  明知被黑暗遮蔽
[00:15:14.540 --> 00:15:15.780]  明知被黑暗遮蔽
[00:15:15.780 --> 00:15:16.620]  就是說
[00:15:16.620 --> 00:15:17.860]  他不知道有沒有改名
[00:15:17.860 --> 00:15:20.380]  可能剛才改了名也好
[00:15:20.380 --> 00:15:23.460]  很快就會被人忘記
[00:15:23.460 --> 00:15:24.300]  第五節
[00:15:24.300 --> 00:15:26.500]  並且沒有見過天日
[00:15:26.500 --> 00:15:28.100]  也毫無知覺
[00:15:28.100 --> 00:15:32.860]  這胎被那人倒向安息
[00:15:32.860 --> 00:15:34.580]  意思就是說
[00:15:34.580 --> 00:15:37.980]  那個人和這個早腰的胎兒
[00:15:37.980 --> 00:15:38.860]  比較的時候
[00:15:38.860 --> 00:15:42.340]  他們兩個都沒有享受到
[00:15:42.340 --> 00:15:46.100]  人間的歡樂或者是家庭之樂
[00:15:46.100 --> 00:15:47.860]  在這一方面
[00:15:47.860 --> 00:15:51.300]  他們兩個是一樣的
[00:15:51.300 --> 00:15:52.580]  大家都沒有幸福快樂
[00:15:52.580 --> 00:15:54.340]  在世上的幸福快樂
[00:15:54.340 --> 00:15:58.300]  大家都沒有
[00:15:58.300 --> 00:16:01.300]  但是那個胎兒
[00:16:01.300 --> 00:16:05.300]  他卻是沒有經歷過人間的痛苦
[00:16:05.300 --> 00:16:06.500]  或者他沒有見過
[00:16:06.500 --> 00:16:10.020]  沒有遭遇到人間那種悲歡離合
[00:16:10.020 --> 00:16:10.980]  沒有見過
[00:16:10.980 --> 00:16:12.260]  他沒有遇到那些
[00:16:12.260 --> 00:16:18.140]  各種關係的破裂所帶來的痛苦
[00:16:18.140 --> 00:16:21.020]  在這一方面
[00:16:21.020 --> 00:16:29.580]  這個胎兒比那個人好很多
[00:16:29.580 --> 00:16:31.500]  還有
[00:16:31.500 --> 00:16:37.940]  這個胎兒能夠享受到安寧
[00:16:37.940 --> 00:16:39.460]  這個也可以反映出
[00:16:39.460 --> 00:16:41.900]  那個人的家庭是怎樣的
[00:16:41.900 --> 00:16:49.900]  是家嘈屋閉無日安寧
[00:16:49.900 --> 00:16:50.780]  綜合來說
[00:16:50.780 --> 00:16:53.780]  這幾節聖經的意思就是說
[00:16:53.780 --> 00:16:57.740]  人生如果沒有喜樂的時候
[00:16:57.740 --> 00:16:59.460]  沒有滿足的時候
[00:16:59.460 --> 00:17:00.660]  沒有愛
[00:17:00.660 --> 00:17:04.380]  沒有和人的關係
[00:17:04.380 --> 00:17:05.980]  沒有安寧的時候
[00:17:05.980 --> 00:17:09.140]  這樣的人生是沒有價值的
[00:17:09.140 --> 00:17:12.300]  多長命多豐富也好
[00:17:12.300 --> 00:17:15.900]  是沒有什麼意義的
[00:17:15.900 --> 00:17:18.820]  就好像第六節所說
[00:17:18.820 --> 00:17:24.580]  那人雖然再活千年卻不享福
[00:17:24.580 --> 00:17:28.300]  這個就是這個意思
[00:17:28.300 --> 00:17:32.460]  接下來傳道者又轉到一個最基本
[00:17:32.460 --> 00:17:35.100]  或者最終的問題上
[00:17:35.100 --> 00:17:40.660]  他說眾人豈不都歸一個地方去嗎?
[00:17:40.660 --> 00:17:44.140]  意思是說
[00:17:44.140 --> 00:17:46.180]  無論是什麼人
[00:17:46.180 --> 00:17:49.060]  是資材豐富的人也好
[00:17:49.060 --> 00:17:53.420]  是那些多子多壽的人也好
[00:17:53.420 --> 00:17:57.460]  是那些未見過天日的胎兒也好
[00:17:57.460 --> 00:18:01.380]  都要面對一個處境
[00:18:01.380 --> 00:18:03.260]  就是死亡
[00:18:03.260 --> 00:18:09.380]  都要歸回塵土
[00:18:09.380 --> 00:18:10.900]  但是傳道者
[00:18:10.900 --> 00:18:14.300]  他不是說絕對灰心或者沒有希望
[00:18:14.300 --> 00:18:18.260]  他心裡面其實是有一線的亮光
[00:18:18.260 --> 00:18:21.740]  因為他在前面的經文裡面也提過
[00:18:21.740 --> 00:18:23.340]  在三章二十一節那裡
[00:18:23.340 --> 00:18:24.460]  我們看看
[00:18:24.460 --> 00:18:25.740]  三章二十一節他提過
[00:18:25.740 --> 00:18:26.260]  他說
[00:18:26.260 --> 00:18:30.060]  誰知道人的靈是往上升
[00:18:30.060 --> 00:18:34.180]  受的魂是下入地
[00:18:34.180 --> 00:18:36.260]  他認為人死後
[00:18:36.260 --> 00:18:41.460]  人的靈魂是會去一個特別的地方
[00:18:41.460 --> 00:18:45.700]  當時的人當然他們還沒有正式明白
[00:18:45.700 --> 00:18:52.380]  或者不是正式有天堂這個概念
[00:18:52.380 --> 00:18:54.540]  但是他們有
[00:18:54.540 --> 00:18:55.780]  或者特別是傳道者
[00:18:55.780 --> 00:19:05.220]  他領受到有一個特別的地方要去
[00:19:05.220 --> 00:19:07.860]  但是我們明白
[00:19:07.860 --> 00:19:11.060]  看到新約的聖經的時候
[00:19:11.060 --> 00:19:16.260]  我們就知道究竟是怎樣
[00:19:16.260 --> 00:19:22.020]  我們看約翰福音十一章二十五節
[00:19:22.020 --> 00:19:23.900]  是耶穌親自說的
[00:19:23.900 --> 00:19:26.500]  復活在我 生命也在我
[00:19:26.500 --> 00:19:29.420]  信我的人雖然死了也必復活
[00:19:29.420 --> 00:19:30.180]  二十六節
[00:19:30.180 --> 00:19:33.500]  凡活著信我的人必永遠不死
[00:19:33.500 --> 00:19:37.460]  你信這話嗎?
[00:19:37.460 --> 00:19:39.740]  如果傳道者所羅門他聽到這句話
[00:19:39.740 --> 00:19:43.900]  他一定會相信
[00:19:43.900 --> 00:19:45.820]  各位在座之中
[00:19:45.820 --> 00:19:47.820]  如果你仍然在尋求神
[00:19:47.820 --> 00:19:51.700]  或者你在猶豫信不信耶穌
[00:19:51.700 --> 00:19:55.260]  或者你是未信的朋友
[00:19:55.260 --> 00:19:59.060]  這句聖經是特別向你們說的
[00:19:59.060 --> 00:20:00.140]  是問你們
[00:20:00.140 --> 00:20:02.700]  你信這話嗎?
[00:20:02.700 --> 00:20:05.100]  信耶穌可以得永生
[00:20:05.100 --> 00:20:07.900]  你信這話嗎?
[00:20:07.900 --> 00:20:10.340]  能不能夠有復活 有永生
[00:20:10.340 --> 00:20:13.980]  就只在乎你願不願意去信
[00:20:13.980 --> 00:20:17.820]  這個耶穌就是你的救主
[00:20:17.820 --> 00:20:20.100]  所以為你們好
[00:20:20.100 --> 00:20:24.180]  快些信
[00:20:24.180 --> 00:20:27.700]  我們再看傳道書第六章
[00:20:27.700 --> 00:20:29.980]  傳道書在第六章裏面
[00:20:29.980 --> 00:20:33.940]  這幾節聖經
[00:20:33.940 --> 00:20:37.180]  裏面有一個很好的提醒
[00:20:37.180 --> 00:20:40.420]  我們看第二節 六章二節
[00:20:40.420 --> 00:20:43.220]  這裏所說的
[00:20:43.220 --> 00:20:47.420]  知才豐富尊榮
[00:20:47.420 --> 00:20:51.780]  這就等同我們中國人所說的
[00:20:51.780 --> 00:20:55.300]  福祿壽 福祿壽裏面的
[00:20:55.300 --> 00:20:56.900]  祿
[00:20:56.900 --> 00:21:01.580]  鳳祿 或者高官所帶來的高薪酬
[00:21:01.580 --> 00:21:02.500]  祿
[00:21:02.500 --> 00:21:06.860]  所以你有祿
[00:21:06.860 --> 00:21:15.740]  就是有知才豐富尊榮
[00:21:15.740 --> 00:21:19.780]  第三節裏面提到多子
[00:21:19.780 --> 00:21:23.940]  多子就是我們中國人所說的福
[00:21:23.940 --> 00:21:28.300]  多歲數就是壽
[00:21:28.300 --> 00:21:30.620]  這兩節聖經所說的
[00:21:30.620 --> 00:21:33.500]  就是福祿壽
[00:21:33.500 --> 00:21:36.420]  即使人有齊福祿壽
[00:21:36.420 --> 00:21:40.300]  但如果沒有神賜給你的恩典能力
[00:21:40.300 --> 00:21:45.220]  人仍然不能夠享受到幸福快樂的生活
[00:21:45.220 --> 00:21:46.540]  你有齊福祿壽
[00:21:46.540 --> 00:21:49.780]  你未必能夠幸福快樂
[00:21:49.780 --> 00:21:57.340]  如果你沒有神的恩典
[00:21:57.340 --> 00:21:59.460]  所以信了耶穌的人
[00:21:59.460 --> 00:22:03.100]  我們要追求的不再是福祿壽
[00:22:03.100 --> 00:22:08.220]  而是賜給人福祿壽的神
[00:22:08.220 --> 00:22:13.300]  追求神就是愛神 敬畏神 侍奉神
[00:22:13.300 --> 00:22:15.740]  神賜給我們有多少福祿壽
[00:22:15.740 --> 00:22:17.700]  我們就享用多少
[00:22:17.700 --> 00:22:21.380]  沒有或少 我們就少享用
[00:22:21.380 --> 00:22:25.940]  因為我們的喜樂 滿足 幸福 快樂
[00:22:25.940 --> 00:22:28.500]  不是在乎有多少福祿壽
[00:22:28.500 --> 00:22:30.660]  不是在乎有多少物質
[00:22:30.660 --> 00:22:32.980]  而是在乎有神自己
[00:22:32.980 --> 00:22:45.220]  是在乎我們能夠與神同行
[00:23:03.980 --> 00:23:11.660]  即是說所有這些長壽 富貴 福氣
[00:23:11.660 --> 00:23:14.580]  都在神的手裏
[00:23:14.580 --> 00:23:20.060]  神按著自己的心意賜給
[00:23:20.060 --> 00:23:27.620]  賜給誰就賜給誰
[00:23:27.620 --> 00:23:32.940]  我們追求的不是神賜給物質方面的好處
[00:23:32.940 --> 00:23:36.860]  而是我們追求賜物質好處的神
[00:23:36.860 --> 00:23:39.140]  我們有了神的時候
[00:23:39.140 --> 00:23:46.980]  其他東西我們已經有了
[00:23:46.980 --> 00:23:51.220]  我們看傳道書六章第七節
[00:23:51.220 --> 00:23:52.700]  第七節第九節
[00:23:52.700 --> 00:23:55.780]  傳道者繼續引述各種例子
[00:23:55.780 --> 00:24:02.180]  說明世上的事物不能夠滿足人的心
[00:24:02.180 --> 00:24:03.860]  第七節這裡
[00:24:03.860 --> 00:24:07.780]  說道人的勞碌都為口福
[00:24:07.780 --> 00:24:12.260]  心裡卻不知足
[00:24:12.260 --> 00:24:14.460]  當然這是自然現象
[00:24:14.460 --> 00:24:18.100]  人為了填飽肚子就需要工作
[00:24:18.100 --> 00:24:24.460]  工作賺到報酬就可以買食物填飽肚子
[00:24:24.460 --> 00:24:30.420]  填飽肚子是否就會滿足呢?
[00:24:30.420 --> 00:24:34.340]  我們在座之中不會有很多人會飢餓
[00:24:34.340 --> 00:24:37.140]  因為貧窮而飢餓
[00:24:37.140 --> 00:24:38.860]  大致上都能夠吃飽
[00:24:38.860 --> 00:24:42.300]  但是我們這裡是不是每一個人都很滿足呢?
[00:24:42.300 --> 00:24:52.420]  我相信一定不是
[00:24:52.420 --> 00:24:55.620]  人的肚腹吃飽之後
[00:24:55.620 --> 00:24:58.660]  肉體會得到一些的滿足
[00:24:58.660 --> 00:25:03.900]  但是心靈和慾望永遠都不會滿足
[00:25:03.900 --> 00:25:05.740]  「心靈」這個字在這裡
[00:25:05.740 --> 00:25:10.100]  「心裡」這個字其實是指靈魂
[00:25:10.100 --> 00:25:11.620]  或者是慾望
[00:25:11.620 --> 00:25:15.580]  都是一樣的解法
[00:25:15.580 --> 00:25:16.860]  第八節
[00:25:16.860 --> 00:25:20.900]  第八節說道智慧人比愚昧人更聰明
[00:25:20.900 --> 00:25:22.900]  那又怎樣呢?
[00:25:22.900 --> 00:25:26.660]  那些智慧人仍然是不會知足
[00:25:26.660 --> 00:25:32.420]  那些窮人很安分守己地生活
[00:25:32.420 --> 00:25:37.780]  很守法
[00:25:37.780 --> 00:25:39.940]  那又怎樣呢?
[00:25:39.940 --> 00:25:46.180]  他們仍然是不會滿足
[00:25:46.180 --> 00:25:48.860]  聰明的人如果他不滿足
[00:25:48.860 --> 00:25:53.580]  他就會用他的聰明去欺壓、敲詐其他人
[00:25:53.580 --> 00:25:57.820]  特別是敲詐、欺壓那些窮人
[00:25:57.820 --> 00:25:59.980]  那些窮人如果不滿足的時候
[00:25:59.980 --> 00:26:00.740]  他又怎樣呢?
[00:26:00.740 --> 00:26:04.660]  就會去偷、去搶
[00:26:04.660 --> 00:26:05.940]  大家想想
[00:26:05.940 --> 00:26:07.500]  這樣的情況
[00:26:07.500 --> 00:26:15.820]  豈不是今天很多國家、很多社會的寫照嗎?
[00:26:15.820 --> 00:26:18.500]  我們看第九節
[00:26:18.500 --> 00:26:22.820]  眼睛所看的比心裡妄想的都好
[00:26:22.820 --> 00:26:28.900]  傳道者勸我們要珍惜眼前所得到的一切
[00:26:28.900 --> 00:26:31.100]  無論你得到的是人也好
[00:26:31.100 --> 00:26:32.620]  關係也好
