
[00:00:00.000 --> 00:00:02.240]  口、嘴、唇、舌頭
[00:03:09.160 --> 00:03:11.400]  就跟耶穌說
[00:03:11.400 --> 00:03:13.400]  大家記不記得耶穌怎麼回答
[00:03:13.400 --> 00:03:15.400]  大概都應該記得
[00:03:15.400 --> 00:03:17.240]  不過就很詳細不記得了
[00:03:17.240 --> 00:03:19.400]  耶穌就說
[00:03:19.400 --> 00:03:22.280]  你們豈不知凡入口的
[00:03:22.280 --> 00:03:23.560]  是到了肚子
[00:03:23.560 --> 00:03:25.560]  又下到茅廁嗎?
[00:03:25.560 --> 00:03:27.000]  有點粗俗
[00:03:27.000 --> 00:03:28.360]  不過又是事實
[00:03:28.360 --> 00:03:32.280]  有些中國人的電影說
[00:03:32.280 --> 00:03:34.280]  走肉穿腸過
[00:03:34.280 --> 00:03:36.280]  佛祖心中留
[00:03:36.280 --> 00:03:39.280]  都有一些這樣的意境
[00:03:39.280 --> 00:03:41.440]  耶穌說這個的事實也是
[00:03:41.440 --> 00:03:44.480]  吃下去的食物經過肚子到茅廁
[00:03:44.480 --> 00:03:47.040]  不會怎樣污衊人的
[00:03:47.040 --> 00:03:50.280]  但是唯獨出口的
[00:03:50.880 --> 00:03:52.880]  說出來的說話
[00:03:52.880 --> 00:03:55.880]  其實是從人的心裏面發出
[00:03:55.880 --> 00:03:57.880]  有很多罪惡的事
[00:03:57.880 --> 00:03:59.880]  就透過這樣
[00:03:59.880 --> 00:04:00.880]  口說出來
[00:04:00.880 --> 00:04:02.880]  那些就污衊人了
[00:04:02.880 --> 00:04:04.880]  耶穌就是講解給他們聽
[00:04:04.880 --> 00:04:07.280]  借這個機會告訴他們
[00:04:07.280 --> 00:04:09.280]  其實這樣吃東西
[00:04:09.280 --> 00:04:11.280]  就不是最重要
[00:04:11.280 --> 00:04:12.880]  你不要那麼執著
[00:04:12.880 --> 00:04:15.280]  反而出口說出來的事
[00:04:15.280 --> 00:04:16.880]  你們就要留心了
[00:04:16.880 --> 00:04:18.480]  很多心裏面的罪惡
[00:04:18.480 --> 00:04:20.880]  就透過口這樣說出來
[00:04:20.880 --> 00:04:22.880]  那些就污衊人了
[00:04:22.880 --> 00:04:24.880]  這個我們要記住
[00:04:24.880 --> 00:04:27.680]  所以為什麼今天要講口呢
[00:04:27.680 --> 00:04:29.680]  就是我們的口很多時候
[00:04:29.680 --> 00:04:31.680]  都講很多東西
[00:04:31.680 --> 00:04:33.680]  由早上起床到晚上
[00:04:33.680 --> 00:04:35.680]  你數一數
[00:04:35.680 --> 00:04:36.880]  肯定超過十句
[00:04:36.880 --> 00:04:37.880]  偏止
[00:04:37.880 --> 00:04:38.880]  一百句
[00:04:38.880 --> 00:04:39.880]  可能都不止
[00:04:39.880 --> 00:04:41.880]  如果好像我今天講到這樣
[00:04:41.880 --> 00:04:43.880]  講完一輪可能講了千幾句話
[00:04:43.880 --> 00:04:45.880]  我們經常都講話
[00:04:45.880 --> 00:04:48.880]  講話就是將心中的東西表達出來
[00:04:48.880 --> 00:04:50.880]  所以人的器官
[00:04:50.880 --> 00:04:51.880]  你看頭上那隻眼
[00:04:51.880 --> 00:04:53.880]  耳口鼻這樣
[00:04:53.880 --> 00:04:54.880]  你看一看
[00:04:54.880 --> 00:04:56.880]  如果按這個方向來分類
[00:04:56.880 --> 00:04:58.880]  口其實都很特別
[00:04:58.880 --> 00:05:00.880]  這隻眼
[00:05:00.880 --> 00:05:03.880]  就是放電那些另一件事
[00:05:03.880 --> 00:05:06.880]  是用來接收一些影像
[00:05:06.880 --> 00:05:08.880]  是接收性的
[00:05:08.880 --> 00:05:10.880]  接收這個世界外面的訊號
[00:05:10.880 --> 00:05:12.880]  進去我們裏面
[00:05:12.880 --> 00:05:14.880]  耳朵也是
[00:05:14.880 --> 00:05:16.880]  你用這隻耳朵聽我說話
[00:05:16.880 --> 00:05:18.880]  都是在接收我講的話
[00:05:18.880 --> 00:05:19.880]  是接收性的
[00:05:19.880 --> 00:05:20.880]  眼也是
[00:05:20.880 --> 00:05:21.880]  耳也是
[00:05:21.880 --> 00:05:22.880]  鼻也是
[00:05:22.880 --> 00:05:24.880]  都是在吸
[00:05:24.880 --> 00:05:26.880]  口也可以是在吃東西
[00:05:26.880 --> 00:05:28.880]  但口有一個很重要的功能
[00:05:28.880 --> 00:05:30.880]  是講話
[00:05:30.880 --> 00:05:31.880]  這個講話
[00:05:31.880 --> 00:05:33.880]  又很特別
[00:05:33.880 --> 00:05:35.880]  跟很多的動物植物
[00:05:35.880 --> 00:05:37.880]  其他的生物不同
[00:05:37.880 --> 00:05:38.880]  你看動物都會發聲
[00:05:38.880 --> 00:05:39.880]  它是發聲
[00:05:39.880 --> 00:05:40.880]  它不是講話
[00:05:40.880 --> 00:05:42.880]  它那些不是一個語言
[00:05:42.880 --> 00:05:44.880]  但人就真的很奇特
[00:05:44.880 --> 00:05:46.880]  雖然世界上有幾百種語言
[00:05:46.880 --> 00:05:47.880]  但都是語言
[00:05:47.880 --> 00:05:49.880]  都是可以用來溝通
[00:05:49.880 --> 00:05:52.880]  將別人心裏面一些想法
[00:05:52.880 --> 00:05:56.880]  一些想去溝通給別人知道的東西
[00:05:56.880 --> 00:05:57.880]  講出來
[00:05:57.880 --> 00:05:58.880]  所以口很特別
[00:05:58.880 --> 00:06:00.880]  而講出來的東西
[00:06:00.880 --> 00:06:02.880]  我們那裏都貼了金句
[00:06:02.880 --> 00:06:03.880]  神的話語
[00:06:03.880 --> 00:06:05.880]  話語這兩個字
[00:06:05.880 --> 00:06:08.880]  是一個聖經很獨特的翻譯
[00:06:08.880 --> 00:06:10.880]  慢慢形成在基督教裏面
[00:06:10.880 --> 00:06:12.880]  不能夠怎樣更改
[00:06:12.880 --> 00:06:14.880]  有很多的現代中文譯本
[00:06:14.880 --> 00:06:15.880]  新譯本
[00:06:15.880 --> 00:06:17.880]  漢語譯本
[00:06:17.880 --> 00:06:18.880]  譯來譯去
[00:06:18.880 --> 00:06:20.880]  這兩個字我留意到
[00:06:20.880 --> 00:06:22.880]  都沒有重新翻譯過
[00:06:22.880 --> 00:06:24.880]  因為實在太根深蒂固
[00:06:24.880 --> 00:06:26.880]  好像很掉漆
[00:06:26.880 --> 00:06:27.880]  很丟臉
[00:06:27.880 --> 00:06:28.880]  特別是一些新信主的人
[00:06:28.880 --> 00:06:30.880]  什麼話語呢
[00:06:30.880 --> 00:06:32.880]  其實就是說話
[00:06:32.880 --> 00:06:34.880]  但是說話
[00:06:34.880 --> 00:06:36.880]  那兩個字又好像太過普通
[00:06:36.880 --> 00:06:37.880]  表達不到
[00:06:37.880 --> 00:06:39.880]  所以那時候翻譯中文聖經的人
[00:06:39.880 --> 00:06:41.880]  就選取了話語
[00:06:41.880 --> 00:06:43.880]  我覺得都很有智慧
[00:06:43.880 --> 00:06:44.880]  很獨特
[00:06:44.880 --> 00:06:45.880]  又很真實
[00:06:45.880 --> 00:06:47.880]  如果你看英文聖經
[00:06:47.880 --> 00:06:49.880]  話語就是很簡單
[00:06:49.880 --> 00:06:51.880]  一個word字
[00:06:51.880 --> 00:06:52.880]  w-o-r-d
[00:06:52.880 --> 00:06:53.880]  字
[00:06:53.880 --> 00:06:55.880]  這個word字
[00:06:55.880 --> 00:06:57.880]  你看英文聖經
[00:06:57.880 --> 00:06:59.880]  好少少的一個地方
[00:06:59.880 --> 00:07:01.880]  用來用去都是用這個字
[00:07:01.880 --> 00:07:05.880]  包括我們看聖經約翰福音
[00:07:05.880 --> 00:07:07.880]  約翰福音開頭
[00:07:07.880 --> 00:07:09.880]  不記得是什麼
[00:07:09.880 --> 00:07:11.880]  太初有道
[00:07:11.880 --> 00:07:13.880]  這個就是從世紀
[00:07:13.880 --> 00:07:14.880]  起初神創造天地
[00:07:14.880 --> 00:07:15.880]  一定要記得
[00:07:15.880 --> 00:07:16.880]  太初有道
[00:07:16.880 --> 00:07:17.880]  道與神同在
[00:07:17.880 --> 00:07:19.880]  道就是神
[00:07:19.880 --> 00:07:21.880]  如果你再看其他版本的英文聖經
[00:07:21.880 --> 00:07:23.880]  那個道是什麼
[00:07:23.880 --> 00:07:25.880]  就是work
[00:07:25.880 --> 00:07:27.880]  也有些翻譯
[00:07:27.880 --> 00:07:29.880]  什麼叫做way
[00:07:29.880 --> 00:07:31.880]  主要是work
[00:07:31.880 --> 00:07:33.880]  是一些說話
[00:07:33.880 --> 00:07:35.880]  原來神
[00:07:35.880 --> 00:07:37.880]  天地也是用一些說話
[00:07:37.880 --> 00:07:38.880]  神講出來說
[00:07:38.880 --> 00:07:40.880]  有光就有光
[00:07:40.880 --> 00:07:42.880]  所以這個說話是很重要
[00:07:42.880 --> 00:07:45.880]  按這個方向去思考說話
[00:07:45.880 --> 00:07:49.880]  有一個很獨特的權衡
[00:07:49.880 --> 00:07:52.880]  神就用這個說話去創造世界
[00:07:52.880 --> 00:07:56.880]  太初有道的道節就是說話
[00:07:56.880 --> 00:07:58.880]  再看下去解釋一下
[00:07:58.880 --> 00:08:00.880]  那個說話就是耶穌
[00:08:00.880 --> 00:08:02.880]  耶穌就是神的說話
[00:08:02.880 --> 00:08:03.880]  是這樣的
[00:08:03.880 --> 00:08:05.880]  所以說話是很重要
[00:08:05.880 --> 00:08:06.880]  很有影響力
[00:08:06.880 --> 00:08:07.880]  影響很多人
[00:08:07.880 --> 00:08:09.880]  其實我們今天不斷的
[00:08:09.880 --> 00:08:11.880]  在社會上生活
[00:08:11.880 --> 00:08:13.880]  都被不同的人的說話在影響
[00:08:13.880 --> 00:08:15.880]  你打開電視機
[00:08:15.880 --> 00:08:16.880]  很多不同的人在說很多話
[00:08:16.880 --> 00:08:18.880]  都是希望你選這個選那個
[00:08:18.880 --> 00:08:20.880]  都是一些說話在影響你
[00:08:20.880 --> 00:08:21.880]  說話很重要
[00:08:21.880 --> 00:08:23.880]  我們為什麼經常鼓勵大家要看聖經
[00:08:23.880 --> 00:08:26.880]  聖經就是神在說話
[00:08:26.880 --> 00:08:29.880]  神在向我們說話
[00:08:29.880 --> 00:08:30.880]  想我們怎樣
[00:08:30.880 --> 00:08:33.880]  向我們說他其實的本性是怎樣
[00:08:33.880 --> 00:08:36.880]  他喜歡的東西是怎樣
[00:08:36.880 --> 00:08:38.880]  所以我們要知道
[00:08:38.880 --> 00:08:40.880]  人與人之間的感情
[00:08:40.880 --> 00:08:43.880]  你家人或者年輕人談情說愛
[00:08:43.880 --> 00:08:46.880]  或者結了婚的兩夫妻
[00:08:46.880 --> 00:08:48.880]  你都是不斷的溝通
[00:08:48.880 --> 00:08:52.880]  不斷要去知道他喜歡什麼
[00:08:52.880 --> 00:08:54.880]  他喜好什麼
[00:08:54.880 --> 00:08:56.880]  你想這個關係良好的
[00:08:56.880 --> 00:08:59.880]  你就去做一些事情來去符合他
[00:08:59.880 --> 00:09:01.880]  希望他開心
[00:09:01.880 --> 00:09:03.880]  都是這樣
[00:09:03.880 --> 00:09:04.880]  真理都是這樣
[00:09:04.880 --> 00:09:06.880]  神向我們說話
[00:09:06.880 --> 00:09:08.880]  向我們表明他喜歡什麼
[00:09:08.880 --> 00:09:09.880]  不喜歡什麼
[00:09:09.880 --> 00:09:11.880]  我們愛神的時候
[00:09:11.880 --> 00:09:13.880]  想與神之間的關係良好
[00:09:13.880 --> 00:09:15.880]  就盡量去做這些
[00:09:15.880 --> 00:09:17.880]  來討神喜悅
[00:09:17.880 --> 00:09:19.880]  這是很正常的
[00:09:19.880 --> 00:09:21.880]  不過人的口
[00:09:21.880 --> 00:09:23.880]  其實都很麻煩
[00:09:23.880 --> 00:09:27.880]  我們今天就說幾個負面的人的口
[00:09:27.880 --> 00:09:29.880]  不對的地方
[00:09:29.880 --> 00:09:33.880]  又說一些應該要怎樣用的地方
[00:09:33.880 --> 00:09:34.880]  給大家知道
[00:09:34.880 --> 00:09:35.880]  第一個
[00:09:35.880 --> 00:09:38.880]  你如果用現在的軟件手機
[00:09:38.880 --> 00:09:40.880]  去搜尋這個字
[00:09:40.880 --> 00:09:42.880]  很多經文
[00:09:42.880 --> 00:09:44.880]  跟口有關
[00:09:44.880 --> 00:09:46.880]  說謊
[00:09:46.880 --> 00:09:49.880]  很多經文都說人說謊
[00:09:49.880 --> 00:09:51.880]  說謊
[00:09:51.880 --> 00:09:52.880]  謊言
[00:09:52.880 --> 00:09:55.880]  說謊的謊言
[00:09:55.880 --> 00:09:57.880]  很多的
[00:09:57.880 --> 00:09:58.880]  打開創世記
[00:09:58.880 --> 00:09:59.880]  由人類開始
[00:09:59.880 --> 00:10:01.880]  你已經看到了
[00:10:01.880 --> 00:10:02.880]  夏娃
[00:10:02.880 --> 00:10:03.880]  撒旦
[00:10:03.880 --> 00:10:04.880]  怎樣說
[00:10:04.880 --> 00:10:07.880]  吃神不好吃的禁果
[00:10:07.880 --> 00:10:09.880]  一直以來
[00:10:09.880 --> 00:10:10.880]  太普通了
[00:10:10.880 --> 00:10:11.880]  不說太詳細了
[00:10:11.880 --> 00:10:13.880]  人的世界
[00:10:13.880 --> 00:10:16.880]  充滿了說謊的謊言
[00:10:16.880 --> 00:10:19.880]  今早我們看聖經的時候
[00:10:19.880 --> 00:10:21.880]  說不在這裡
[00:10:21.880 --> 00:10:23.880]  我們剛剛說
[00:10:23.880 --> 00:10:25.880]  街邊賣旗
[00:10:25.880 --> 00:10:27.880]  姐妹說去吃東西的時候
[00:10:27.880 --> 00:10:28.880]  有些人走過來
[00:10:28.880 --> 00:10:31.880]  好像說不了話的啞的人士
[00:10:31.880 --> 00:10:33.880]  去買一些她的手工製品
[00:10:33.880 --> 00:10:37.880]  她善心一動就買了
[00:10:37.880 --> 00:10:40.880]  我們見得多的就會說
[00:10:40.880 --> 00:10:43.880]  好像剛才Rebecca說的
[00:10:43.880 --> 00:10:44.880]  收到很多電話
[00:10:44.880 --> 00:10:45.880]  第一個想法是什麼
[00:10:45.880 --> 00:10:46.880]  騙案
[00:10:46.880 --> 00:10:47.880]  是不是
[00:10:47.880 --> 00:10:49.880]  騙人的
[00:10:49.880 --> 00:10:52.880]  太多的人在這個世界騙人
[00:10:52.880 --> 00:10:55.880]  太多人說的話不是真的
[00:10:55.880 --> 00:10:56.880]  說謊
[00:10:56.880 --> 00:10:57.880]  令到這個世界
[00:10:57.880 --> 00:10:58.880]  你走出去
[00:10:58.880 --> 00:11:01.880]  很多時候都戰戰兢兢地生活
[00:11:01.880 --> 00:11:02.880]  買東西
[00:11:02.880 --> 00:11:03.880]  不要騙人的
[00:11:03.880 --> 00:11:04.880]  是不是這麼貴
[00:11:04.880 --> 00:11:06.880]  是不是這麼好
[00:11:06.880 --> 00:11:10.880]  不同的人都在說謊
[00:11:10.880 --> 00:11:12.880]  聖經在哥羅西書裡面說
[00:11:12.880 --> 00:11:13.880]  提醒他們的信徒
[00:11:13.880 --> 00:11:16.880]  不要彼此說謊
[00:11:16.880 --> 00:11:17.880]  不要
[00:11:17.880 --> 00:11:19.880]  你跟他說謊
[00:11:19.880 --> 00:11:20.880]  他又跟他說謊
[00:11:20.880 --> 00:11:21.880]  應該要怎樣
[00:11:21.880 --> 00:11:23.880]  因為你們已經脫去了
[00:11:23.880 --> 00:11:25.880]  舊人與舊人的行為
[00:11:25.880 --> 00:11:26.880]  你們信了主的人
[00:11:26.880 --> 00:11:28.880]  舊人喜歡說謊
[00:11:28.880 --> 00:11:30.880]  喜歡這樣取利
[00:11:30.880 --> 00:11:31.880]  喜歡這樣說謊
[00:11:31.880 --> 00:11:32.880]  不說真實的
[00:11:32.880 --> 00:11:33.880]  不要
[00:11:33.880 --> 00:11:35.880]  不要彼此說謊
[00:11:35.880 --> 00:11:37.880]  神不喜歡
[00:11:37.880 --> 00:11:39.880]  最簡單就是神不喜歡
[00:11:39.880 --> 00:11:41.880]  另外一節的經文
[00:11:41.880 --> 00:11:44.880]  很激動
[00:11:44.880 --> 00:11:47.880]  這段經文是約翰福音八章四十四節
[00:11:47.880 --> 00:11:49.880]  那裡耶穌說
[00:11:49.880 --> 00:11:53.880]  對那些不肯跟從他們的人
[00:11:53.880 --> 00:11:54.880]  說他們怎樣
[00:11:54.880 --> 00:11:58.880]  他說你們是出於你們的附魔鬼
[00:11:58.880 --> 00:11:59.880]  你們的附
[00:11:59.880 --> 00:12:00.880]  即是魔鬼
[00:12:00.880 --> 00:12:03.880]  你們的附的私慾
[00:12:03.880 --> 00:12:04.880]  和他的私慾
[00:12:04.880 --> 00:12:06.880]  你們偏偏要走
[00:12:06.880 --> 00:12:09.880]  這個魔鬼從起初是殺人不守真理
[00:12:09.880 --> 00:12:10.880]  心裡面有真理
[00:12:10.880 --> 00:12:12.880]  他說謊是出於自己
[00:12:12.880 --> 00:12:14.880]  殺但說謊是出於他自己
[00:12:14.880 --> 00:12:16.880]  因他本來是說謊的
[00:12:16.880 --> 00:12:19.880]  也是說謊之人的父
[00:12:19.880 --> 00:12:21.880]  這樣很奇怪
[00:12:21.880 --> 00:12:23.880]  謊之人的父
[00:12:23.880 --> 00:12:27.880]  所以人如果選擇了說謊
[00:12:27.880 --> 00:12:30.880]  說一個不是真實的事情
[00:12:30.880 --> 00:12:34.880]  你其實是在認撒旦做你的父親
[00:12:34.880 --> 00:12:36.880]  你不是認神做你的父
[00:12:36.880 --> 00:12:38.880]  你認撒旦做你的父親
[00:12:38.880 --> 00:12:39.880]  那個關係是兩樣
[00:12:39.880 --> 00:12:43.880]  所以撒旦是所有說謊之人的父
[00:12:43.880 --> 00:12:46.880]  那耶穌這樣說是想要怎樣
[00:12:46.880 --> 00:12:48.880]  其實耶穌所說的所有事情
[00:12:48.880 --> 00:12:50.880]  都是想人好
[00:12:50.880 --> 00:12:51.880]  提醒了人之後
[00:12:51.880 --> 00:12:53.880]  希望他們悔改
[00:12:53.880 --> 00:12:58.880]  說謊原來不是說一個小小的謊話
[00:12:58.880 --> 00:13:02.880]  而是在靈界裡面有真實的關係
[00:13:02.880 --> 00:13:05.880]  你是跟撒旦連上了
[00:13:05.880 --> 00:13:07.880]  成為他的兒女
[00:13:07.880 --> 00:13:08.880]  他是你的父
[00:13:08.880 --> 00:13:09.880]  這樣就很嚴重
[00:13:09.880 --> 00:13:11.880]  你想不想呢
[00:13:11.880 --> 00:13:13.880]  你就不要說謊
[00:13:13.880 --> 00:13:14.880]  耶穌是希望這樣
[00:13:14.880 --> 00:13:17.880]  所以說謊是絕對不應該
[00:13:17.880 --> 00:13:20.880]  舊約新約很多的人物
[00:13:20.880 --> 00:13:23.880]  耶穌門徒很多的教訓
[00:13:23.880 --> 00:13:26.880]  從我們一般的知識我們都知道
[00:13:26.880 --> 00:13:28.880]  說謊當然不好
[00:13:28.880 --> 00:13:30.880]  但是如果你出來
[00:13:30.880 --> 00:13:31.880]  又差不多成熟
[00:13:31.880 --> 00:13:36.880]  你又會聽過什麼叫白色的謊言
[00:13:36.880 --> 00:13:39.880]  有沒有聽過人這樣美化
[00:13:39.880 --> 00:13:42.880]  白色的謊言
[00:13:42.880 --> 00:13:43.880]  意思是說什麼
[00:13:43.880 --> 00:13:45.880]  這是很純潔的謊言
[00:13:45.880 --> 00:13:49.880]  是為了一些人好而說謊
[00:13:49.880 --> 00:13:52.880]  那你覺得怎樣
[00:13:52.880 --> 00:13:54.880]  其實不要想得那麼複雜
[00:13:54.880 --> 00:13:56.880]  說謊就是說謊
[00:13:56.880 --> 00:13:59.880]  不要理他白色橙色紅色
[00:13:59.880 --> 00:14:00.880]  你是說謊
[00:14:00.880 --> 00:14:04.880]  那你就是成為了撒旦
[00:14:04.880 --> 00:14:05.880]  做你的父親
[00:14:05.880 --> 00:14:06.880]  你想不想這樣
[00:14:06.880 --> 00:14:08.880]  不想這樣你就不要
[00:14:08.880 --> 00:14:10.880]  那我這個白色的謊言
[00:14:10.880 --> 00:14:12.880]  想一個別的方法
[00:14:12.880 --> 00:14:14.880]  不想這個方法
[00:14:14.880 --> 00:14:17.880]  它不成為你的方法裡的其中一種
[00:14:17.880 --> 00:14:19.880]  那你就不會用
[00:14:19.880 --> 00:14:21.880]  等於有時候我們勸勉一些人
[00:14:21.880 --> 00:14:24.880]  很多人這個世界很多
[00:14:24.880 --> 00:14:25.880]  結婚
[00:14:25.880 --> 00:14:28.880]  那可能不知道聽誰說
[00:14:28.880 --> 00:14:30.880]  聽有個姐妹說
[00:14:30.880 --> 00:14:31.880]  哪個結了婚
[00:14:31.880 --> 00:14:33.880]  我離了婚
[00:14:33.880 --> 00:14:35.880]  那他會否再結婚
[00:14:35.880 --> 00:14:36.880]  太多這些
[00:14:36.880 --> 00:14:38.880]  聽他去年結了婚
[00:14:38.880 --> 00:14:39.880]  今年離了婚
[00:14:39.880 --> 00:14:40.880]  又講結婚
[00:14:40.880 --> 00:14:41.880]  很多
[00:14:41.880 --> 00:14:43.880]  這個就是人與人之間
[00:14:43.880 --> 00:14:45.880]  夫婦之間的相處
[00:14:45.880 --> 00:14:47.880]  如果你將離婚
[00:14:47.880 --> 00:14:49.880]  成為了你那個
[00:14:49.880 --> 00:14:52.880]  有可能行為的其中一項
[00:14:52.880 --> 00:14:54.880]  你就一定選擇他
[00:14:54.880 --> 00:14:55.880]  沒多久你就會選擇他
[00:14:55.880 --> 00:14:57.880]  你以為這樣脫離了這個關係
[00:14:57.880 --> 00:14:59.880]  就解決一切問題
[00:14:59.880 --> 00:15:01.880]  所以不要將他放在
[00:15:01.880 --> 00:15:04.880]  你那個選擇的清單裡
[00:15:04.880 --> 00:15:06.880]  說方一樣
[00:15:06.880 --> 00:15:07.880]  不要放他在那裡
[00:15:07.880 --> 00:15:08.880]  美麗的方言
[00:15:08.880 --> 00:15:09.880]  不要放他在那裡
[00:15:09.880 --> 00:15:10.880]  是方言的就扔了他
[00:15:10.880 --> 00:15:12.880]  不要用這個方法
[00:15:12.880 --> 00:15:13.880]  神必定為你開路
[00:15:13.880 --> 00:15:16.880]  有其他的方法去解決你這個問題
[00:15:16.880 --> 00:15:18.880]  說方是下下之策
[00:15:18.880 --> 00:15:19.880]  是神不喜悅的
[00:15:19.880 --> 00:15:23.880]  我們的口不可以去講出一些
[00:15:23.880 --> 00:15:25.880]  不真實的方言
[00:15:25.880 --> 00:15:27.880]  說方是不可以的
[00:15:27.880 --> 00:15:30.880]  我們的口除了很喜歡講方言之外
[00:15:30.880 --> 00:15:34.880]  另外一個也很多人講的說話是什麼呢
[00:15:34.880 --> 00:15:37.880]  在聖經裡面也有提到
[00:15:37.880 --> 00:15:39.880]  但是這個詞彙可能很多人
[00:15:39.880 --> 00:15:42.880]  現在中文水平太近代
[00:15:42.880 --> 00:15:44.880]  未必懂得這個詞
