
[00:00:00.000 --> 00:00:05.680]  弟兄姊妹平安 我們先開始一起祈禱
[00:03:09.440 --> 00:03:21.240]  「必使瘟疫緊貼著你 直到他把你從所進去得遺孽的地上滅絕」
[00:03:21.240 --> 00:03:25.000]  因此瘟疫可以是上帝對人的懲罰
[00:03:25.000 --> 00:03:28.120]  尤其是背叛他的子民
[00:03:28.120 --> 00:03:31.700]  但是我不能確定這一次的瘟疫
[00:03:31.700 --> 00:03:34.620]  是不是上帝對人類的懲罰
[00:03:34.620 --> 00:03:41.360]  不過我可以肯定說瘟疫是彰顯上帝的大能
[00:03:41.360 --> 00:03:43.620]  從剛才讀過的經文中
[00:03:43.620 --> 00:03:48.880]  我們可以看見上帝可以使瘟疫馬上來到
[00:03:48.880 --> 00:03:52.980]  也可以使瘟疫立刻停止
[00:03:52.980 --> 00:03:57.980]  有很多不信上帝的人大言不慚地說
[00:03:57.980 --> 00:04:06.080]  人定勝天 人類遇上病毒的瘟疫都是無計可施的
[00:04:06.080 --> 00:04:09.400]  只有回到舊約時代所採用的方法
[00:04:09.400 --> 00:04:15.400]  就是隔離政策 直到研製出抗疫藥苗
[00:04:15.400 --> 00:04:17.500]  當瘟疫來到的時候
[00:04:17.500 --> 00:04:24.200]  人不僅要謙卑 還要認識到財富是沒有用的
[00:04:24.200 --> 00:04:28.480]  我記得曾經聽過一位牧師說了一件發生在中世紀
[00:04:28.480 --> 00:04:31.560]  「黑死病」猖獗時期的事
[00:04:31.560 --> 00:04:35.640]  話說在德國一個郊外有一間修道院
[00:04:35.640 --> 00:04:37.140]  我們知道在中世紀的時候
[00:04:37.140 --> 00:04:41.960]  有很多天主教徒都會離開社會去修道院
[00:04:41.960 --> 00:04:44.880]  專心親近上帝的
[00:04:44.880 --> 00:04:48.540]  但是那年由於有「黑死病」
[00:04:48.540 --> 00:04:51.440]  在城市裏面居住的有錢人
[00:04:51.440 --> 00:04:56.760]  帶著他們的財富和福銀去到修道院那裏拍門
[00:04:56.760 --> 00:04:59.340]  要求進去避難
[00:04:59.340 --> 00:05:02.880]  裏面的修道士不肯開門
[00:05:02.880 --> 00:05:08.040]  那些有錢人將自己帶著有貴重的東西
[00:05:08.040 --> 00:05:11.040]  拋進去修道院
[00:05:11.040 --> 00:05:15.260]  修道院裏面的人又怕那些東西會令到他們感染
[00:05:15.260 --> 00:05:20.100]  於是就將那些金銀珠寶拋出去
[00:05:20.100 --> 00:05:23.740]  如是者拋來拋去拋了幾個小時
[00:05:23.740 --> 00:05:27.080]  最後那些修道士都拋到很累了
[00:05:27.080 --> 00:05:31.020]  就將那些財富堆在一堆放在院中間
[00:05:31.020 --> 00:05:35.100]  好像有一米高
[00:05:35.100 --> 00:05:37.200]  面對瘟疫
[00:05:37.200 --> 00:05:39.900]  錢財不能夠保命
[00:05:39.900 --> 00:05:42.660]  修道院外面的人怕死
[00:05:42.660 --> 00:05:46.800]  修道院裏面的人同樣怕死
[00:05:46.800 --> 00:05:52.240]  今日我想和大家一起從詩篇91篇
[00:05:52.240 --> 00:05:55.780]  學習詩人要給我們的忠告
[00:05:55.780 --> 00:05:59.840]  究竟在信徒的生命中在哪裏
[00:05:59.840 --> 00:06:06.720]  我們才可以找到坦然無懼的棲身之所呢?
[00:06:06.720 --> 00:06:12.100]  由於今日我選的經文是來自詩篇
[00:06:12.100 --> 00:06:15.220]  或者在我們未思想今天的經文之前
[00:06:15.220 --> 00:06:19.000]  我先介紹一下詩篇的一般特色
[00:06:19.000 --> 00:06:22.600]  尤其是和敘述文比較
[00:06:22.600 --> 00:06:24.840]  第一點
[00:06:24.840 --> 00:06:28.980]  詩篇是比較著重心靈的交流
[00:06:28.980 --> 00:06:31.320]  感性是比較重的
[00:06:31.320 --> 00:06:36.620]  有時詩人在靈裏面聽到上帝對他的回應
[00:06:36.620 --> 00:06:38.460]  他就記錄下來
[00:06:38.460 --> 00:06:44.300]  就好像今日的詩篇91篇14至16節
[00:06:44.300 --> 00:06:48.380]  就是上帝在那裏說話
[00:06:48.380 --> 00:06:50.380]  第二點
[00:06:50.380 --> 00:06:53.960]  詩篇的用字通常都是比較精簡的
[00:06:53.960 --> 00:06:56.800]  不會像敘述文那麼詳細
[00:06:56.800 --> 00:07:01.700]  就好像詩篇91篇13節轉到14節的時候
[00:07:01.700 --> 00:07:03.780]  是沒有交代
[00:07:03.780 --> 00:07:07.740]  詩人並沒有說我現在聽到的是上帝的回應
[00:07:07.740 --> 00:07:08.780]  他不會說的
[00:07:08.780 --> 00:07:11.780]  你自己要去領會的
[00:07:11.780 --> 00:07:13.180]  第三點
[00:07:13.180 --> 00:07:16.980]  詩篇會用很多圖像去表達意境
[00:07:16.980 --> 00:07:20.060]  例如91篇第二節提到
[00:07:20.060 --> 00:07:21.980]  「我要向耶華說
[00:07:21.980 --> 00:07:26.260]  我的避難所、我的山寨、我的上帝
[00:07:26.260 --> 00:07:28.900]  你是我所依靠的」
[00:07:28.900 --> 00:07:32.980]  避難所、山寨就是一些圖像
[00:07:32.980 --> 00:07:36.300]  代表安全的地方
[00:07:36.300 --> 00:07:37.620]  第四點
[00:07:37.620 --> 00:07:41.500]  希伯來人的詩是不講求押韻的
[00:07:41.500 --> 00:07:43.980]  在翻譯上就很方便了
[00:07:43.980 --> 00:07:47.700]  只要著重把意思翻譯出來就可以了
[00:07:47.700 --> 00:07:49.380]  第五點
[00:07:49.380 --> 00:07:51.580]  在詩篇裏面很多時候我們會發覺
[00:07:51.580 --> 00:07:53.220]  在一句說話之後
[00:07:53.220 --> 00:07:56.420]  下面跟著那句好像是回音那樣
[00:07:56.420 --> 00:08:00.820]  是重複了第一句的說話
[00:08:00.820 --> 00:08:02.020]  第一個例子
[00:08:02.020 --> 00:08:04.620]  詩篇91篇一節
[00:08:04.620 --> 00:08:07.140]  「住在至高者隱密處的
[00:08:07.140 --> 00:08:10.340]  必住在全能者的陰下」
[00:08:10.340 --> 00:08:14.460]  其實第二句就好像是第一句的回音
[00:08:14.460 --> 00:08:17.700]  意義上是相同的
[00:08:17.700 --> 00:08:21.420]  用字就不是完全相同
[00:08:21.420 --> 00:08:28.740]  學者叫這種句子做「平衡對偶」
[00:08:28.740 --> 00:08:30.980]  第一字跟第二字意義相同
[00:08:30.980 --> 00:08:32.380]  用字不同
[00:08:32.380 --> 00:08:35.500]  但有時第二句可以是相反意思的
[00:08:35.500 --> 00:08:37.060]  跟第一句相反的
[00:08:37.060 --> 00:08:40.900]  所以就變成了「反而對偶」
[00:08:40.900 --> 00:08:42.700]  第六點
[00:08:42.700 --> 00:08:48.740]  詩篇很多時候會用誇張法去表達
[00:08:48.740 --> 00:08:51.260]  比如在91章七節
[00:08:51.260 --> 00:08:53.780]  「雖有千人撲倒在你旁邊
[00:08:53.780 --> 00:08:56.260]  萬人撲倒在你右邊」
[00:08:56.260 --> 00:09:00.060]  「千」和「萬」都是一些誇張的表達方法
[00:09:00.060 --> 00:09:01.980]  不是說詩人真的去數過
[00:09:01.980 --> 00:09:05.660]  「這邊一千,再數這邊,剛剛一萬」
[00:09:05.660 --> 00:09:07.900]  不是這樣的
[00:09:07.900 --> 00:09:13.860]  接下來我們先看看詩篇91篇的結構
[00:09:13.860 --> 00:09:17.140]  這篇詩可以分為三大段
[00:09:17.140 --> 00:09:22.420]  每一段我可以給它一個小題目
[00:09:22.420 --> 00:09:24.740]  第一段是一至八節
[00:09:24.740 --> 00:09:26.740]  我給它一個題目叫做
[00:09:26.740 --> 00:09:31.220]  「住在主裡的必不安全」
[00:09:31.220 --> 00:09:34.260]  第二段九節到十三節
[00:09:34.260 --> 00:09:39.100]  「投靠上主的必得保護」
[00:09:39.100 --> 00:09:41.340]  第三段十四節到十六節
[00:09:41.340 --> 00:09:46.500]  「愛上子的必定得福」
[00:09:46.500 --> 00:09:50.060]  我們先想第一段
[00:09:50.060 --> 00:09:56.780]  第一、第二節似乎是詩人曾經經歷過上主的拯救
[00:09:56.780 --> 00:09:59.300]  以致他向群眾宣告
[00:09:59.300 --> 00:10:05.020]  「住在至高者隱密處的必住在全能者的陰下」
[00:10:05.020 --> 00:10:11.140]  「我要向耶和華說:我的避難所、我的山寨、我的上帝」
[00:10:11.140 --> 00:10:14.140]  「你是我所倚靠的」
[00:10:14.140 --> 00:10:17.260]  這裏詩人用了很多圖像去表達
[00:10:17.260 --> 00:10:21.940]  住在主裡的人會有很大的安全感
[00:10:21.940 --> 00:10:24.380]  我們當中已經信了主
[00:10:24.380 --> 00:10:28.900]  有沒有想過要住在主裡面呢?
[00:10:28.900 --> 00:10:29.940]  老實說
[00:10:29.940 --> 00:10:33.420]  我自己也沒有想過要住在主裡面
[00:10:33.420 --> 00:10:35.860]  我會用的概念一般都是
[00:10:35.860 --> 00:10:38.180]  我們要活在主的面前
[00:10:38.180 --> 00:10:41.180]  我們要時時刻刻與主同行
[00:10:41.180 --> 00:10:43.380]  這一種概念
[00:10:43.380 --> 00:10:47.860]  但是主耶穌所愛的仕徒約翰
[00:10:47.860 --> 00:10:49.860]  他是猶太人
[00:10:49.860 --> 00:10:54.180]  他很可能是受了這篇詩的影響
[00:10:54.180 --> 00:10:56.860]  所以他在《約翰一書》
[00:10:56.860 --> 00:10:59.700]  由第二章開始到第五章
[00:10:59.700 --> 00:11:03.420]  他提到信徒要住在主裡面
[00:11:03.420 --> 00:11:06.540]  提了十四次這麼多
[00:11:06.540 --> 00:11:09.380]  詩人提到住在主裡面
[00:11:09.380 --> 00:11:14.100]  就好像住在避難所和山寨
[00:11:14.100 --> 00:11:18.620]  我記得從前看一些電影、粵語殘片
[00:11:18.620 --> 00:11:20.780]  有時有戰爭的場面
[00:11:20.780 --> 00:11:23.540]  當有敵軍飛機來到轟炸的時候
[00:11:23.540 --> 00:11:26.180]  警號就會響
[00:11:26.180 --> 00:11:29.620]  鏡頭就會拍到很多人跑來跑去
[00:11:29.620 --> 00:11:32.900]  防空洞避難
[00:11:32.900 --> 00:11:35.140]  避難所和山寨
[00:11:35.140 --> 00:11:41.180]  都是指生命得到安全保障的地方
[00:11:41.180 --> 00:11:43.780]  香港詩人遇到什麼情況
[00:11:43.780 --> 00:11:48.140]  以致他要找尋避難所呢?
[00:11:48.140 --> 00:11:53.580]  我相信他是遇到了要謀害他的惡人
[00:11:53.580 --> 00:11:55.580]  因為第三節說
[00:11:55.580 --> 00:12:00.700]  「他必救你脫離暴了者的羅網」
[00:12:00.700 --> 00:12:02.460]  第八節說
[00:12:02.460 --> 00:12:07.020]  「你為親眼觀看見惡人遭捕」
[00:12:07.020 --> 00:12:10.940]  這些都是從惡人來的攻擊
[00:12:10.940 --> 00:12:14.060]  此外他也可能遇上了瘟疫
[00:12:14.060 --> 00:12:18.860]  因為第三節也提到「毀滅人的瘟疫」
[00:12:18.860 --> 00:12:23.700]  以致詩人經歷到住在全能者的陰下
[00:12:23.700 --> 00:12:27.980]  就可以有無比的安全感
[00:12:27.980 --> 00:12:29.980]  我想起一個故事
[00:12:29.980 --> 00:12:34.300]  有一個國王找了全國的畫家
[00:12:34.300 --> 00:12:37.100]  給他們一個題目叫做「平安」
[00:12:37.100 --> 00:12:41.260]  要他們畫畫來表達平安
[00:12:41.260 --> 00:12:45.540]  當然了 如果拿到第一名一定有獎的
[00:12:45.540 --> 00:12:48.180]  經過了很多人的挑選之後
[00:12:48.180 --> 00:12:49.860]  最後剩下兩幅
[00:12:49.860 --> 00:12:55.980]  要由國王做最後定奪哪一幅畫可以得獎
[00:12:55.980 --> 00:12:59.860]  其中一幅是畫一個陽光燦爛
[00:12:59.860 --> 00:13:03.220]  風和日麗的湖光山色
[00:13:03.220 --> 00:13:07.180]  由於湖水平靜如鏡
[00:13:07.180 --> 00:13:11.460]  水面上有山的倒影
[00:13:11.460 --> 00:13:14.380]  很平安、很和平、很寧靜
[00:13:14.380 --> 00:13:17.220]  另外一幅就完全不同
[00:13:17.220 --> 00:13:22.540]  那位畫家畫的是狂風暴雨雷電交加
[00:13:22.540 --> 00:13:26.460]  不過在一個山崖邊那裏有一個小洞
[00:13:26.460 --> 00:13:29.340]  而洞裏面有一個鳥巢
[00:13:29.340 --> 00:13:33.340]  巢裏面有一隻母鳥
[00:13:33.340 --> 00:13:34.820]  鳥媽媽
[00:13:34.820 --> 00:13:37.180]  而這個鳥媽媽的翅膀之下
[00:13:37.180 --> 00:13:40.540]  就有幾隻初生的小鳥
[00:13:40.540 --> 00:13:43.420]  我相信畫家要表達的就是
[00:13:43.420 --> 00:13:46.420]  即使在惡劣的環境中
[00:13:46.420 --> 00:13:50.180]  那些小鳥在鳥媽媽的翅膀下
[00:13:50.180 --> 00:13:54.060]  仍然會有平安
[00:13:54.060 --> 00:13:57.340]  這個大概就是詩人在第四節所說的
[00:13:57.340 --> 00:14:00.220]  「他必用自己的令毛遮蔽你
[00:14:00.220 --> 00:14:04.220]  你要投靠在他翅膀底下」
[00:14:04.220 --> 00:14:07.340]  外面的環境的確是非常惡劣
[00:14:07.340 --> 00:14:10.780]  白日、黑夜都可能有危險
[00:14:10.780 --> 00:14:13.660]  左鄰右里還死了很多人
[00:14:13.660 --> 00:14:18.180]  不知道詩人是否想到以色列人出埃及時的第十災
[00:14:18.180 --> 00:14:20.180]  殺長子之災的情景
[00:14:20.180 --> 00:14:21.620]  周圍都有人死
[00:14:21.620 --> 00:14:23.780]  還有人大哭
[00:14:23.780 --> 00:14:28.980]  但是投靠上帝的人就有平安
[00:14:28.980 --> 00:14:30.980]  我們繼續看第二段
[00:14:30.980 --> 00:14:36.620]  第九至第十節似乎是重覆第一至第二節的宣告
[00:14:36.620 --> 00:14:41.700]  說到如果我們選擇上主作為我們的避難所
[00:14:41.700 --> 00:14:45.780]  災難是不能夠傷害我們的
[00:14:45.780 --> 00:14:49.660]  但是第二段的情景是變了的
[00:14:49.660 --> 00:14:53.860]  第一段是說到災難在外面發生
[00:14:53.860 --> 00:14:58.100]  我們住在主裡面進了避難所
[00:14:58.100 --> 00:15:02.300]  第二段是說到我們要出去外面的世界
[00:15:02.300 --> 00:15:07.180]  外面的世界是有獅子、有毒蛇、有危險的
[00:15:07.180 --> 00:15:10.820]  但是我們仍然不必害怕
[00:15:10.820 --> 00:15:15.580]  因為上主會派天使保護我們
[00:15:15.580 --> 00:15:18.780]  這段經文我相信不用多解釋了
[00:15:18.780 --> 00:15:20.300]  不過我們要討論
[00:15:20.300 --> 00:15:22.580]  是不是真的?
[00:15:22.580 --> 00:15:25.420]  真的會有天使保護我們?
[00:15:25.420 --> 00:15:31.860]  使我們的腳不會碰在石頭上或者跌倒嗎?
[00:15:31.860 --> 00:15:35.180]  從我們基督徒的人生經驗當中
[00:15:35.180 --> 00:15:40.380]  我相信基督徒都一定會遭遇過意外的
[00:15:40.380 --> 00:15:42.580]  當我們遭遇意外的時候
[00:15:42.580 --> 00:15:46.940]  是不是天使黑了眼瞓,沒有保護我們呢?
[00:15:46.940 --> 00:15:48.740]  我相信不是的
[00:15:48.740 --> 00:15:52.180]  而是有天賦的美意
[00:15:52.180 --> 00:15:56.820]  我記得大約十年前我和師母去歐洲旅行
[00:15:56.820 --> 00:16:03.380]  師母同心協力提議我們去旅行要自己騎單車
[00:16:03.380 --> 00:16:06.780]  我只能夠奉陪到底
[00:16:06.780 --> 00:16:10.740]  行程是要從德國一個小鎮出發
[00:16:10.740 --> 00:16:13.460]  沿著多魯河慢慢踩
[00:16:13.460 --> 00:16:17.060]  最後會去到維也納
[00:16:17.060 --> 00:16:18.140]  第一天出發
[00:16:18.140 --> 00:16:20.460]  我們踩了四十多公里的路
[00:16:20.460 --> 00:16:24.340]  去到一間河邊旅館休息
[00:16:24.340 --> 00:16:28.060]  第二天吃完早餐就繼續上路
[00:16:28.060 --> 00:16:29.220]  但沒多久
[00:16:29.220 --> 00:16:31.140]  在一條小路上
[00:16:31.140 --> 00:16:36.780]  師母就被迎面而來的另一位單車客撞倒了
[00:16:36.780 --> 00:16:39.540]  天使似乎沒有保守她
[00:16:39.540 --> 00:16:41.260]  使她不跌倒
[00:16:41.260 --> 00:16:44.780]  不過她就沒有斷骨
[00:16:44.780 --> 00:16:49.700]  並且撞到她的人是屬於一隊單車隊的成員
[00:16:49.700 --> 00:16:51.780]  那個單車隊有兩位領隊
[00:16:51.780 --> 00:16:52.580]  他們很好
[00:16:52.580 --> 00:16:55.740]  他們就叫其他人你們先走
[00:16:55.740 --> 00:16:57.900]  然後他們就幫我們
[00:16:57.900 --> 00:16:59.100]  那兩位隊
[00:16:59.100 --> 00:17:00.260]  我想是隊長
[00:17:00.260 --> 00:17:02.500]  就帶我們去見醫生
[00:17:02.500 --> 00:17:03.580]  然後問我們
[00:17:03.580 --> 00:17:07.740]  你下一站原本要踩到哪裏?
[00:17:07.740 --> 00:17:09.380]  其實由於師母手痛
[00:17:09.380 --> 00:17:11.500]  她都不能夠繼續踩單車
[00:17:11.500 --> 00:17:15.140]  他們就打電話找一位朋友
[00:17:15.140 --> 00:17:17.420]  開一輛比較大的車
[00:17:17.420 --> 00:17:22.140]  能夠將我們兩部單車都放進去後尾廂
[00:17:22.140 --> 00:17:26.300]  然後就將我們送去目的地
[00:17:26.300 --> 00:17:27.980]  不是很近的
[00:17:27.980 --> 00:17:30.500]  有一百公里路程的
[00:17:30.500 --> 00:17:33.780]  不過我們就經歷了
[00:17:33.780 --> 00:17:36.340]  好撒瑪利亞人的教訓
[00:17:36.340 --> 00:17:40.580]  原來是要這樣實踐的
[00:17:40.580 --> 00:17:41.980]  我剛才說過了
[00:17:41.980 --> 00:17:45.540]  詩篇是會用誇張法去描寫的
[00:17:45.540 --> 00:17:50.100]  雖然不是說基督徒絕對不會遇到患難
[00:17:50.100 --> 00:17:51.020]  不過
[00:17:51.020 --> 00:17:56.340]  患難一定是上帝准許才會臨到我們的
[00:17:56.340 --> 00:18:02.980]  也都一定會讓我們有足夠的恩典去面對
[00:18:02.980 --> 00:18:04.940]  故此在最後一段
[00:18:04.940 --> 00:18:09.940]  詩人將上帝對他的承諾告訴我們
[00:18:09.940 --> 00:18:11.660]  我讀給大家聽
[00:18:11.660 --> 00:18:13.940]  因為他專心愛我
[00:18:13.940 --> 00:18:16.420]  我要答救他
[00:18:16.420 --> 00:18:17.460]  上帝說
[00:18:17.460 --> 00:18:19.940]  因為他認識我的名
[00:18:19.940 --> 00:18:23.260]  我要把他安置在高處
[00:18:23.260 --> 00:18:25.140]  他若求救我
[00:18:25.140 --> 00:18:26.740]  我就應允他
[00:18:26.740 --> 00:18:28.420]  他在急難中
[00:18:28.420 --> 00:18:30.060]  我與他同在
[00:18:30.060 --> 00:18:31.940]  我要答救他
[00:18:31.940 --> 00:18:33.580]  使他尊貴
[00:18:33.580 --> 00:18:36.260]  我要使他足享長壽
[00:18:36.260 --> 00:18:40.340]  將我的救恩顯明給他
[00:18:40.340 --> 00:18:43.420]  上帝這個應許真是好
[00:18:43.420 --> 00:18:44.860]  真是好
[00:18:44.860 --> 00:18:47.940]  但是有沒有條件呢?
[00:18:47.940 --> 00:18:49.660]  在這個應許中
[00:18:49.660 --> 00:18:52.020]  其實是提到兩個條件的
[00:18:52.020 --> 00:18:55.460]  第一 專心愛我
[00:18:55.460 --> 00:18:59.700]  第二 是認識我的名
[00:18:59.700 --> 00:19:04.340]  很多信徒很多時候將上主當作救命熱線
[00:19:04.340 --> 00:19:05.700]  有緊急事故的時候
[00:19:05.700 --> 00:19:09.060]  就馬上按電話找上帝
[00:19:09.060 --> 00:19:11.860]  平時就間中來聚會一下
[00:19:11.860 --> 00:19:13.860]  見一下朋友
[00:19:13.860 --> 00:19:17.260]  就不會將上帝當作愛人
[00:19:17.260 --> 00:19:21.980]  更加不會是專心愛上帝
[00:19:21.980 --> 00:19:25.660]  如果有人是這樣跟隨上帝的話
[00:19:25.660 --> 00:19:29.180]  這個應許就與你無關了
[00:19:29.180 --> 00:19:33.020]  第二個條件是認識我的名
[00:19:33.020 --> 00:19:35.500]  我的名就是代表上帝
[00:19:35.500 --> 00:19:39.380]  認識是一種關係上的認識
[00:19:39.380 --> 00:19:41.820]  不是知識上的認識
[00:19:41.820 --> 00:19:43.980]  比如說我認識
[00:19:43.980 --> 00:19:44.700]  我知道
[00:19:44.700 --> 00:19:46.460]  很多時候你是Morrison
[00:19:46.460 --> 00:19:49.980]  這個是知識上的知道
[00:19:49.980 --> 00:19:51.980]  不是關係上的認識
[00:19:51.980 --> 00:19:53.980]  我不可以打電話給他
[00:19:53.980 --> 00:19:55.980]  他都不會接我電話的
[00:19:55.980 --> 00:19:59.380]  這個條件的意思是說
[00:19:59.380 --> 00:20:03.980]  我們要跟上帝保持密切的關係
[00:20:03.980 --> 00:20:06.980]  才會明白他的心意
[00:20:06.980 --> 00:20:08.980]  按著他的心意祈求
[00:20:08.980 --> 00:20:11.460]  就會得到他的應允
[00:20:11.460 --> 00:20:13.980]  如果他要我們活在地上
[00:20:13.980 --> 00:20:15.980]  侍奉他、榮耀他
[00:20:15.980 --> 00:20:17.980]  那他就會給我們長壽
[00:20:17.980 --> 00:20:21.980]  去做他派給我們的工作
[00:20:21.980 --> 00:20:22.980]  總括來說
[00:20:22.980 --> 00:20:24.980]  這篇詩提醒我們
[00:20:24.980 --> 00:20:28.980]  在今天這個到處有瘟疫的世界當中
[00:20:28.980 --> 00:20:32.980]  錢財不能夠給我們有絕對安全
[00:20:32.980 --> 00:20:34.980]  唯有我們相信的主
[00:20:34.980 --> 00:20:39.980]  才是我們患難中最安全的保障
[00:20:39.980 --> 00:20:43.980]  關鍵是我們一定要跟主有密切的關係
[00:20:43.980 --> 00:20:47.980]  專心愛他、住在他裏面
[00:20:47.980 --> 00:20:49.980]  主耶穌曾經說
[00:20:49.980 --> 00:20:51.980]  「我對你們說了這些事
[00:20:51.980 --> 00:20:55.980]  是要使你們在我裏面有平安
[00:20:55.980 --> 00:20:58.980]  在世上你們有苦難
[00:20:58.980 --> 00:21:00.980]  但你們要有勇氣
[00:21:00.980 --> 00:21:03.980]  我已經勝過世界」
[00:21:03.980 --> 00:21:05.980]  基督徒活在世上
[00:21:05.980 --> 00:21:08.980]  一定都會有苦難的
[00:21:08.980 --> 00:21:10.980]  但是我們要住在主的裏面
[00:21:10.980 --> 00:21:13.980]  就會有平安
[00:21:13.980 --> 00:21:16.980]  我們是否願意專心愛主
[00:21:16.980 --> 00:21:18.980]  跟隨主呢?
[00:21:18.980 --> 00:21:21.980]  我們一同低頭祈禱
[00:21:21.980 --> 00:21:23.980]  親愛的天父
[00:21:23.980 --> 00:21:26.980]  感謝你自己的應許
[00:21:26.980 --> 00:21:29.980]  求你幫助我們專一愛你
[00:21:29.980 --> 00:21:31.980]  住在你裏面
[00:21:31.980 --> 00:21:34.980]  使我們可以坦然無懼
[00:21:34.980 --> 00:21:36.980]  在世上活著
[00:21:36.980 --> 00:21:38.980]  榮耀你
[00:21:38.980 --> 00:21:41.480]  奉耶穌基督的名祈禱
[00:21:41.480 --> 00:21:43.480]  阿門
