
[00:00:00.000 --> 00:00:02.600]  各位兄姊妹 大家平安
[00:02:10.200 --> 00:02:16.400]  你堂堂上帝並不需要住在人手造的聖殿
[00:02:16.400 --> 00:02:18.200]  而是整個宇宙萬物
[00:02:18.200 --> 00:02:23.800]  就是你自己當日在創世的時候所造的宮殿
[00:02:23.800 --> 00:02:28.000]  我們建一間很小的房子 裝修都搞半年
[00:02:28.000 --> 00:02:31.200]  不過你整個浩瀚宇宙
[00:02:31.200 --> 00:02:34.000]  連著地球 連著一個特別的地方
[00:02:34.000 --> 00:02:37.400]  給你自己所生的人
[00:02:37.400 --> 00:02:40.800]  出一口靈氣在裏面的亞當夏娃
[00:02:40.800 --> 00:02:43.400]  好像你的兒女一樣的人
[00:02:43.400 --> 00:02:47.400]  伊甸園這個地方都做了
[00:02:47.400 --> 00:02:49.200]  只不過是老人
[00:02:49.200 --> 00:02:53.200]  創造好整個浩瀚的世界
[00:02:53.200 --> 00:02:58.200]  多元的世界 豐富的世界 有規律的世界
[00:02:58.200 --> 00:03:02.800]  是我們無法測透的世界
[00:03:02.800 --> 00:03:06.600]  有太空 外太空 外外太空
[00:03:06.600 --> 00:03:10.400]  有極深的水 人類從來未去過
[00:03:10.400 --> 00:03:13.000]  裏面有很多生物
[00:03:13.000 --> 00:03:14.400]  我們都不了解的
[00:03:14.400 --> 00:03:17.600]  很多時候不知道地球的深處是怎樣的
[00:03:17.600 --> 00:03:19.200]  我們都不知道
[00:03:19.200 --> 00:03:21.600]  懂一點點就扮代表了
[00:03:21.600 --> 00:03:24.000]  變成專家了
[00:03:24.000 --> 00:03:27.000]  但是在主面前哪裏有專家呢?
[00:03:27.000 --> 00:03:30.400]  只有你才是真真正正的專家
[00:03:30.400 --> 00:03:32.600]  因為你創造的
[00:03:32.600 --> 00:03:35.200]  我俯伏敬拜你 讚美你
[00:03:35.200 --> 00:03:39.000]  讚美你這位創天造地的主
[00:03:39.000 --> 00:03:40.600]  讚美你不單止創造
[00:03:40.600 --> 00:03:43.600]  而且仍是色在今在 以後永在同
[00:03:43.600 --> 00:03:49.000]  從耿古到永遠是上帝的一位神
[00:03:49.000 --> 00:03:50.800]  你與我們有所分別
[00:03:50.800 --> 00:03:52.200]  這就是你的聖潔
[00:03:52.200 --> 00:03:55.200]  difference 和我們不同
[00:03:55.200 --> 00:03:57.600]  讚美你的高超 讚美你的偉大
[00:03:57.600 --> 00:03:59.600]  讚美你的信實
[00:03:59.600 --> 00:04:01.200]  我敬拜你 尊崇你
[00:04:01.200 --> 00:04:04.200]  榮耀權並歸在你名下
[00:04:04.200 --> 00:04:07.800]  因為一切都屬於你
[00:04:07.800 --> 00:04:09.600]  願人尊你的名為聖
[00:04:09.600 --> 00:04:11.200]  願你的國國立
[00:04:11.200 --> 00:04:12.600]  願人都認識你
[00:04:12.600 --> 00:04:14.000]  國道權並榮耀
[00:04:14.000 --> 00:04:17.400]  全是你的 直到永遠 阿門
[00:04:17.400 --> 00:04:20.000]  大明神主
[00:04:20.000 --> 00:04:22.000]  今天就來看看主耶穌
[00:04:22.000 --> 00:04:26.600]  在聖州趕出殿裏面做買賣的
[00:04:26.600 --> 00:04:30.400]  其實在聖經裏面
[00:04:30.400 --> 00:04:33.200]  有很多段經文是講到
[00:04:33.200 --> 00:04:35.600]  主耶穌和聖殿的關係
[00:04:35.600 --> 00:04:37.400]  我特別先要講一講
[00:04:37.400 --> 00:04:41.400]  就是《路加福音》第二章四十九節
[00:04:41.400 --> 00:04:42.800]  這是做什麼的?
[00:04:42.800 --> 00:04:46.600]  其實應該就是主耶穌十二歲
[00:04:46.600 --> 00:04:50.200]  去聖殿行乘人禮
[00:04:50.200 --> 00:04:52.400]  如果今天有機會去到以色列
[00:04:52.400 --> 00:04:53.800]  多數是星期四
[00:04:53.800 --> 00:04:54.800]  照我的印象中
[00:04:54.800 --> 00:04:56.200]  多數星期四
[00:04:56.200 --> 00:04:59.000]  就會見到打鑼打鼓
[00:04:59.000 --> 00:05:00.000]  有音樂等等
[00:05:00.000 --> 00:05:02.800]  又舉著一個四方形的帳篷
[00:05:02.800 --> 00:05:05.200]  就有男孩子行乘人禮
[00:05:05.200 --> 00:05:06.000]  爸爸帶著他
[00:05:06.000 --> 00:05:08.400]  一家人很開心
[00:05:08.400 --> 00:05:10.400]  女兒就不能行乘人禮
[00:05:10.400 --> 00:05:12.800]  只有男孩子可以行
[00:05:12.800 --> 00:05:16.400]  去到爸爸和兒子行乘人禮
[00:05:16.400 --> 00:05:22.200]  在一間曲牆前面的廣場
[00:05:22.200 --> 00:05:24.400]  托一些經文出來
[00:05:24.400 --> 00:05:26.800]  大卷兩手托到的
[00:05:26.800 --> 00:05:29.600]  然後滾開讀
[00:05:29.600 --> 00:05:32.600]  爸爸和兒子行乘人禮
[00:05:32.600 --> 00:05:34.800]  由於那個廣場分開兩邊
[00:05:34.800 --> 00:05:36.200]  一邊是男的一邊是女的
[00:05:36.200 --> 00:05:38.600]  媽媽和女兒的親戚
[00:05:38.600 --> 00:05:39.600]  如果是女性
[00:05:39.600 --> 00:05:42.200]  只能夠在女兒那邊
[00:05:42.200 --> 00:05:44.600]  站在桌子上
[00:05:44.600 --> 00:05:48.200]  看到隔壁的間隔
[00:05:48.200 --> 00:05:51.000]  隔壁男孩子的兒子怎樣行乘人禮
[00:05:51.000 --> 00:05:55.200]  那些桌子又是中間的間隔
[00:05:55.200 --> 00:05:57.400]  然後這邊有桌子那邊有桌子
[00:05:57.400 --> 00:05:58.600]  女的就站上去
[00:05:58.600 --> 00:06:02.000]  男的就在男的那邊行乘人禮
[00:06:02.000 --> 00:06:05.800]  在桌子上放經文讀
[00:06:05.800 --> 00:06:10.400]  路加二章四十九節
[00:06:10.400 --> 00:06:14.200]  就是耶穌跟著父母親戚朋友
[00:06:14.200 --> 00:06:15.800]  一起去聖殿
[00:06:15.800 --> 00:06:19.000]  推測那個時間應該行乘人禮
[00:06:19.000 --> 00:06:20.400]  十二歲
[00:06:20.400 --> 00:06:22.600]  意思是十二歲之後
[00:06:22.600 --> 00:06:25.600]  那個人在神面前是成人
[00:06:25.600 --> 00:06:29.000]  以前做得不好是爸爸承擔
[00:06:29.000 --> 00:06:31.000]  教導無方
[00:06:31.000 --> 00:06:32.000]  十二歲之後
[00:06:32.000 --> 00:06:35.000]  兒子你對上主負責
[00:06:35.000 --> 00:06:36.000]  有什麼動靜
[00:06:36.000 --> 00:06:37.600]  神找你
[00:06:37.600 --> 00:06:40.000]  你要對神負責
[00:06:40.000 --> 00:06:43.000]  行完乘人禮
[00:06:43.000 --> 00:06:45.400]  由於他們不是經常去
[00:06:45.400 --> 00:06:47.400]  去也不會孤零零自己去
[00:06:47.400 --> 00:06:50.400]  是一群親戚朋友一起
[00:06:50.400 --> 00:06:51.800]  在北部拿撒勒
[00:06:51.800 --> 00:06:53.200]  走下來耶路撒冷
[00:06:53.200 --> 00:06:54.800]  走路的
[00:06:54.800 --> 00:06:57.000]  沒有三天我想不到
[00:06:57.000 --> 00:06:58.800]  因為有小孩
[00:06:58.800 --> 00:06:59.800]  是要過夜的
[00:06:59.800 --> 00:07:03.400]  可能在山邊睡覺
[00:07:03.400 --> 00:07:06.200]  未必一定有那麼多客棧住
[00:07:06.200 --> 00:07:08.400]  他們的外衣就有用了
[00:07:08.400 --> 00:07:11.400]  或者帶著小籠子一起來
[00:07:11.400 --> 00:07:14.200]  搭帳篷住
[00:07:14.200 --> 00:07:15.400]  好了
[00:07:15.400 --> 00:07:17.600]  去到行完禮了
[00:07:17.600 --> 00:07:19.200]  就走了
[00:07:19.200 --> 00:07:21.400]  有獻祭什麼節期
[00:07:21.400 --> 00:07:24.400]  多數是逢節期去順便做
[00:07:24.400 --> 00:07:26.400]  完了就回家了
[00:07:26.400 --> 00:07:28.000]  就走了
[00:07:28.000 --> 00:07:30.400]  由於很熟
[00:07:30.400 --> 00:07:32.400]  爸爸約瑟以為
[00:07:32.400 --> 00:07:34.400]  耶穌兒子跟了媽媽
[00:07:34.400 --> 00:07:37.600]  媽媽以為耶穌兒子跟了爸爸
[00:07:37.600 --> 00:07:40.400]  也可能跟了伯伯叔叔
[00:07:40.400 --> 00:07:42.000]  不知道有沒有伯伯叔叔
[00:07:42.000 --> 00:07:45.000]  或者跟了隔壁二嬸
[00:07:45.000 --> 00:07:46.800]  一起回去
[00:07:46.800 --> 00:07:48.000]  走到半路
[00:07:48.000 --> 00:07:50.800]  可能是開飯時間了
[00:07:50.800 --> 00:07:52.600]  推測而已
[00:07:52.600 --> 00:07:53.400]  咦
[00:07:53.400 --> 00:07:54.600]  不見了耶穌
[00:07:54.600 --> 00:07:57.200]  有沒有見過我兒子耶穌
[00:07:57.200 --> 00:07:58.200]  有沒有見過耶穌
[00:07:58.200 --> 00:07:59.200]  沒有
[00:07:59.200 --> 00:08:00.600]  糟糕了
[00:08:00.600 --> 00:08:02.400]  每個親戚朋友都沒有見
[00:08:02.400 --> 00:08:03.600]  我以為是你帶的
[00:08:03.600 --> 00:08:04.400]  瑪利亞
[00:08:04.400 --> 00:08:05.000]  瑪利亞就說
[00:08:05.000 --> 00:08:05.600]  哎呀 約瑟
[00:08:05.600 --> 00:08:07.400]  我以為是你帶的
[00:08:07.400 --> 00:08:08.000]  糟糕了
[00:08:08.000 --> 00:08:08.800]  那怎麼辦
[00:08:08.800 --> 00:08:13.000]  不如我們就沿路回頭回去找他
[00:08:13.000 --> 00:08:15.800]  可能不知道他迷路了
[00:08:15.800 --> 00:08:17.800]  或者在哪裡跌倒受傷
[00:08:17.800 --> 00:08:19.400]  坐在那裡等我們
[00:08:19.400 --> 00:08:20.400]  快點回去吧
[00:08:20.400 --> 00:08:22.600]  沿路回去
[00:08:22.600 --> 00:08:24.000]  沿路不見
[00:08:24.000 --> 00:08:26.000]  回到耶路撒冷不見
[00:08:26.000 --> 00:08:29.000]  於是就四處找
[00:08:29.000 --> 00:08:30.400]  他們去過聖殿
[00:08:30.400 --> 00:08:31.400]  會不會在聖殿
[00:08:31.400 --> 00:08:32.600]  不如去看看
[00:08:32.600 --> 00:08:33.800]  不會吧
[00:08:33.800 --> 00:08:35.000]  誰知道去到聖殿
[00:08:35.000 --> 00:08:38.400]  見到主耶穌坐在那群人當中
[00:08:38.400 --> 00:08:42.200]  跟那些文士一邊聽一邊問
[00:08:42.200 --> 00:08:45.600]  而且一邊聽一邊問
[00:08:45.600 --> 00:08:47.200]  然後那些人就說
[00:08:47.200 --> 00:08:50.400]  哇 這個小孩天生異稟
[00:08:50.400 --> 00:08:52.400]  天生畏懼
[00:08:52.400 --> 00:08:54.400]  懂這麼多東西
[00:08:54.400 --> 00:08:56.000]  關於我們的信仰內容
[00:08:56.000 --> 00:08:57.200]  懂得很多東西
[00:08:57.200 --> 00:08:59.200]  真是精心
[00:08:59.200 --> 00:09:00.400]  哇 在小時候
[00:09:00.400 --> 00:09:02.600]  是哪一家何家的孩子
[00:09:02.600 --> 00:09:04.600]  這麼厲害
[00:09:04.600 --> 00:09:07.400]  就像半個老師一樣
[00:09:07.400 --> 00:09:09.800]  一邊聽一邊問
[00:09:09.800 --> 00:09:12.400]  也可能是回答別人
[00:09:12.400 --> 00:09:14.200]  哇 很厲害
[00:09:14.200 --> 00:09:17.400]  於是就像小老師一樣
[00:09:17.400 --> 00:09:18.600]  他爸爸問我們
[00:09:18.600 --> 00:09:20.200]  哎呀 兒子
[00:09:20.200 --> 00:09:24.200]  你看看我們兩老傷心來找你
[00:09:24.200 --> 00:09:27.200]  嚇死我們了
[00:09:27.200 --> 00:09:29.800]  誰知道主耶穌一句得來
[00:09:29.800 --> 00:09:31.600]  這樣回答
[00:09:31.600 --> 00:09:33.200]  路加二章四十九節
[00:09:33.200 --> 00:09:34.400]  耶穌就說
[00:09:34.400 --> 00:09:36.000]  為什麼找我呢
[00:09:36.000 --> 00:09:37.000]  為什麼找我
[00:09:37.000 --> 00:09:38.200]  不用找了
[00:09:38.200 --> 00:09:39.800]  為什麼找我就說不用找了
[00:09:39.800 --> 00:09:41.400]  為什麼找我
[00:09:41.400 --> 00:09:47.600]  豈不知我應當以我父的事為念嗎
[00:09:47.600 --> 00:09:49.000]  什麼意思
[00:09:49.000 --> 00:09:50.400]  對的
[00:09:50.400 --> 00:09:53.200]  我們都應該以我的父的事為念
[00:09:53.200 --> 00:09:56.600]  我們就天上的父 願人穿你的名為聖
[00:09:56.600 --> 00:09:58.800]  你的國降臨 你的旨意成就
[00:09:58.800 --> 00:10:02.000]  完全都是以父的事為念的
[00:10:02.000 --> 00:10:04.200]  我們也是
[00:10:04.200 --> 00:10:07.000]  為什麼不跟著父母回家
[00:10:07.000 --> 00:10:13.000]  其實 豈不知我應當以我父的事為念嗎
[00:10:13.000 --> 00:10:15.000]  最直接的中文翻譯
[00:10:15.000 --> 00:10:19.800]  應該是你不知我應當在我父的家裡
[00:10:19.800 --> 00:10:21.000]  問號來的
[00:10:21.000 --> 00:10:23.600]  你知道希臘文是沒有「媽」字的
[00:10:23.600 --> 00:10:25.200]  我們中文要表示他問句
[00:10:25.200 --> 00:10:28.000]  由於是「家女」
[00:10:28.000 --> 00:10:30.600]  這個「女」這個高音
[00:10:30.600 --> 00:10:32.800]  就會知道是問號
[00:10:32.800 --> 00:10:37.600]  有些東西是用語氣來表達問號的
[00:10:37.600 --> 00:10:38.600]  如果不是
[00:10:38.600 --> 00:10:40.000]  你表達不到語氣
[00:10:40.000 --> 00:10:42.800]  如果文字就要用「媽」
[00:10:42.800 --> 00:10:44.400]  「呢」
[00:10:44.400 --> 00:10:48.000]  吃了飯「未呢」
[00:10:48.000 --> 00:10:50.600]  因為你吃了飯「未」
[00:10:50.600 --> 00:10:52.600]  「吃了沒有」
[00:10:52.600 --> 00:10:54.600]  這樣都已經表示到問號
[00:10:54.600 --> 00:10:57.600]  但如果是問句
[00:10:57.600 --> 00:10:59.600]  口語就好一點
[00:10:59.600 --> 00:11:05.600]  你不知道我應當在我父的家裡?
[00:11:05.600 --> 00:11:07.600]  在聖殿我又不在父
[00:11:07.600 --> 00:11:09.000]  我嫁不給納沙娜
[00:11:09.000 --> 00:11:10.600]  什麼意思呢?
[00:11:10.600 --> 00:11:12.600]  其實很簡單
[00:11:12.600 --> 00:11:16.200]  因為為什麼會說他是行完成人禮呢?
[00:11:16.200 --> 00:11:18.400]  因為行完成人禮之後
[00:11:18.400 --> 00:11:22.000]  那個小孩的男兒就是成人了
[00:11:22.000 --> 00:11:25.200]  成人之後就開始自己起來
[00:11:25.200 --> 00:11:30.000]  跟著爸爸繼承父業
[00:11:30.000 --> 00:11:31.600]  繼承父業
[00:11:31.600 --> 00:11:33.000]  約瑟是做木匠
[00:11:33.000 --> 00:11:34.600]  其實約瑟不是做木匠的
[00:11:34.600 --> 00:11:36.000]  不過人人都說他做木匠
[00:11:36.000 --> 00:11:38.200]  聖經也沒有說他做木匠
[00:11:38.200 --> 00:11:39.400]  原因就是
[00:11:39.400 --> 00:11:41.800]  以色列其實木材不是很多
[00:11:41.800 --> 00:11:43.000]  石材多一些
[00:11:43.000 --> 00:11:45.200]  周圍都是古老石山
[00:11:45.200 --> 00:11:46.800]  木材不是很多
[00:11:46.800 --> 00:11:49.400]  木材很幼不是很多做得到
[00:11:49.400 --> 00:11:50.400]  如果要建聖殿
[00:11:50.400 --> 00:11:55.400]  要大的木材都要在黎巴嫩運過來
[00:11:55.400 --> 00:11:58.200]  香柏木
[00:11:58.200 --> 00:12:01.200]  豈不知我應當以我父的家為念呢?
[00:12:01.200 --> 00:12:03.000]  現在我長大了
[00:12:03.000 --> 00:12:04.000]  成人禮了
[00:12:04.000 --> 00:12:05.800]  我十二歲了
[00:12:05.800 --> 00:12:07.400]  我的父是誰?
[00:12:07.400 --> 00:12:10.200]  我的父就是天上的神
[00:12:10.200 --> 00:12:11.600]  天上的神的家在哪裡?
[00:12:11.600 --> 00:12:13.600]  就是聖殿
[00:12:13.600 --> 00:12:16.200]  所以我應該在成人禮之後
[00:12:16.200 --> 00:12:19.600]  我是在聖殿裡面生活的
[00:12:19.600 --> 00:12:24.400]  你不知我應當在我父的家裡嗎?
[00:12:24.400 --> 00:12:26.000]  所以是這個意思
[00:12:26.000 --> 00:12:29.200]  所以在那裡一邊聽一邊問
[00:12:29.200 --> 00:12:32.800]  但是其實約瑟馬尼亞不是很明白
[00:12:32.800 --> 00:12:35.400]  兒子怎麼會在聖殿呢?
[00:12:35.400 --> 00:12:37.000]  我們家在拿撒勒
[00:12:37.000 --> 00:12:39.000]  我們是做匠人的
[00:12:39.000 --> 00:12:40.600]  匠人就是說
[00:12:40.600 --> 00:12:42.800]  就是雜工
[00:12:42.800 --> 00:12:44.200]  木又做
[00:12:44.200 --> 00:12:45.600]  泥水又做
[00:12:45.600 --> 00:12:47.000]  如果當時有電
[00:12:47.000 --> 00:12:48.200]  電工都做了
[00:12:48.200 --> 00:12:49.600]  總之各樣
[00:12:49.600 --> 00:12:51.600]  叫約瑟做什麼他就做什麼
[00:12:51.600 --> 00:12:53.000]  因為不一定做木的
[00:12:53.000 --> 00:12:55.000]  不一定是砍木頭的
[00:12:55.000 --> 00:12:57.000]  石又要砍
[00:12:57.000 --> 00:12:59.000]  泥又要挖
[00:12:59.000 --> 00:13:00.000]  各樣東西
[00:13:00.000 --> 00:13:02.000]  油漆都要做
[00:13:02.000 --> 00:13:04.000]  我推測是這樣
[00:13:04.000 --> 00:13:06.400]  爸爸是做這件事的
[00:13:06.400 --> 00:13:09.800]  你從小就已經學師的了
[00:13:09.800 --> 00:13:11.800]  那我們回去吧
[00:13:11.800 --> 00:13:15.200]  約瑟說這樣就好了
[00:13:15.200 --> 00:13:16.800]  都明白的
[00:13:16.800 --> 00:13:18.800]  我就有天父的家
[00:13:18.800 --> 00:13:20.800]  又有地上父親的家
[00:13:20.800 --> 00:13:21.400]  好吧
[00:13:21.400 --> 00:13:25.000]  那我就回去我父親的家裡
[00:13:25.000 --> 00:13:28.000]  做一個匠人
[00:13:28.000 --> 00:13:30.000]  做個雜工
[00:13:30.000 --> 00:13:31.600]  那麼
[00:13:31.600 --> 00:13:34.600]  接著這段世紀之後沒有聲音了
[00:13:34.600 --> 00:13:36.000]  你見到主耶穌
[00:13:36.000 --> 00:13:37.800]  就另一個生平事蹟
[00:13:37.800 --> 00:13:39.200]  就是這十八年
[00:13:39.200 --> 00:13:41.400]  空了
[00:13:41.400 --> 00:13:43.400]  沒有了事蹟的記載
[00:13:43.400 --> 00:13:46.000]  然後出來30歲了
[00:13:46.000 --> 00:13:49.000]  12歲加18歲就是30歲左右出來
[00:13:49.000 --> 00:13:51.000]  那麼約瑟爸爸已經
[00:13:51.000 --> 00:13:53.000]  世上的父親已經
[00:13:53.000 --> 00:13:55.000]  掛名父親已經不在了
[00:13:55.000 --> 00:13:56.600]  那十八年他就
[00:13:56.600 --> 00:13:59.200]  把他的弟弟妹妹照顧大了
[00:13:59.200 --> 00:14:01.400]  又照顧了媽媽
[00:14:01.400 --> 00:14:03.000]  養起一家
[00:14:03.000 --> 00:14:05.200]  你說耶穌不知道我的痛苦
[00:14:05.200 --> 00:14:06.400]  什麼不知道
[00:14:06.400 --> 00:14:10.000]  他照顧過家裡很大壓力
[00:14:10.000 --> 00:14:11.000]  經濟壓力
[00:14:11.000 --> 00:14:12.000]  精神壓力
[00:14:12.000 --> 00:14:13.200]  各樣東西
[00:14:13.200 --> 00:14:14.800]  還沒結婚的
[00:14:14.800 --> 00:14:16.200]  睡也不打算結了
[00:14:16.200 --> 00:14:18.400]  一個人背起城頭家
[00:14:18.400 --> 00:14:19.800]  那這是我的推測
[00:14:19.800 --> 00:14:21.200]  不是正經說的
[00:14:21.200 --> 00:14:21.800]  好吧
[00:14:21.800 --> 00:14:24.800]  那這裡父的家呢
[00:14:24.800 --> 00:14:27.800]  所以耶穌是一直念念不忘
[00:14:27.800 --> 00:14:31.800]  聖殿是我父的家
[00:14:31.800 --> 00:14:32.200]  好了
[00:14:32.200 --> 00:14:33.000]  接著下去
[00:14:33.000 --> 00:14:34.600]  以後的第二章來了
[00:14:34.600 --> 00:14:36.000]  這裡不用解釋太多了
[00:14:36.000 --> 00:14:38.600]  猶太人的禹節近了
[00:14:38.600 --> 00:14:41.200]  耶穌就上耶路撒冷去
[00:14:41.200 --> 00:14:43.800]  去到殿裡的時間就看見
[00:14:43.800 --> 00:14:46.800]  殿裡有賣牛羊鴿子
[00:14:46.800 --> 00:14:51.200]  並有兌換銀錢的人坐在那裡
[00:14:51.200 --> 00:14:52.600]  先說一下
[00:14:52.600 --> 00:14:55.600]  在聖殿裡怎麼會賣牛羊鴿子的
[00:14:55.600 --> 00:14:59.600]  因為去獻祭
[00:14:59.600 --> 00:15:02.200]  如月節要獻祭
[00:15:02.200 --> 00:15:05.000]  除了吃如月節晚餐就要獻祭
[00:15:05.000 --> 00:15:07.400]  總之去聖殿就要獻祭
[00:15:07.400 --> 00:15:10.600]  如果你是屬聚祭屬獻祭
[00:15:10.600 --> 00:15:13.600]  一定要殺牲口
[00:15:13.600 --> 00:15:15.200]  繁祭是火祭
[00:15:15.200 --> 00:15:17.200]  又要殺牲口
[00:15:17.200 --> 00:15:22.200]  只可以獻的是牛羊鴿子
[00:15:22.200 --> 00:15:26.400]  怎麼沒有班溝呢?
[00:15:26.400 --> 00:15:28.200]  牛羊其實很貴
[00:15:28.200 --> 00:15:31.200]  很難獻一隻的
[00:15:31.200 --> 00:15:34.200]  不過如果你說我家裡有幾隻羊
[00:15:34.200 --> 00:15:37.400]  我拖一隻下去獻祭吧
[00:15:37.400 --> 00:15:38.800]  出事了
[00:15:38.800 --> 00:15:40.000]  為什麼呢?
[00:15:40.000 --> 00:15:44.400]  原因就是在店裡買的
[00:15:44.400 --> 00:15:46.600]  你自己帶去行不行呢?
[00:15:46.600 --> 00:15:47.400]  行的
[00:15:47.400 --> 00:15:49.200]  以往一路歷史裡面
[00:15:49.200 --> 00:15:51.400]  舊藥都是自己帶去的
[00:15:51.400 --> 00:15:55.600]  但是今天現在有人在聖殿裡賺錢
[00:15:55.600 --> 00:15:57.200]  怎麼賺錢呢?
[00:15:57.200 --> 00:15:58.400]  買賣的
[00:15:58.400 --> 00:16:01.600]  在那裡買賣牛羊鴿子
[00:16:01.600 --> 00:16:04.600]  沒有看到賣班溝
[00:16:04.600 --> 00:16:07.000]  因為獻牛獻羊
[00:16:07.000 --> 00:16:09.800]  如果沒錢的獻少一點
[00:16:09.800 --> 00:16:12.000]  哪有獻牛羊這麼厲害
[00:16:12.000 --> 00:16:14.000]  獻鴿子也行
[00:16:14.000 --> 00:16:14.800]  初鴿
[00:16:14.800 --> 00:16:18.000]  初鴿即是我們叫乳鴿
[00:16:18.000 --> 00:16:18.600]  很小隻
[00:16:18.600 --> 00:16:22.000]  還不會飛的乳鴿
[00:16:22.000 --> 00:16:24.600]  那些是買得到的
[00:16:24.600 --> 00:16:26.600]  而且比較容易捕捉
[00:16:26.600 --> 00:16:29.600]  在百鴿巢就捕捉到兩隻
[00:16:29.600 --> 00:16:32.000]  初鴿很小隻
[00:16:32.000 --> 00:16:34.000]  如果都捕捉不到
[00:16:34.000 --> 00:16:36.800]  又沒錢買鴿子
[00:16:36.800 --> 00:16:41.200]  可以在山邊野地捕捉班溝
[00:16:41.200 --> 00:16:43.200]  班溝的樣子和白鴿很像
[00:16:43.200 --> 00:16:45.000]  兩隻兩隻一起的
[00:16:45.000 --> 00:16:47.600]  一對一對夫婦
[00:16:47.600 --> 00:16:48.600]  班溝很有趣
[00:16:48.600 --> 00:16:50.400]  樣子和鴿子很接近
[00:16:50.400 --> 00:16:52.600]  只不過鼻子那顆肉沒有
[00:16:52.600 --> 00:16:55.200]  當然樣子有一點不同
[00:16:55.200 --> 00:16:56.200]  身形有一點不同
[00:16:56.200 --> 00:16:58.000]  但是班溝是不捕捉巢的
[00:16:58.000 --> 00:16:59.800]  白鴿有白鴿巢
[00:16:59.800 --> 00:17:01.400]  班溝是沒有巢的
[00:17:01.400 --> 00:17:05.000]  兩隻晚上找個樹底站著睡覺
[00:17:05.000 --> 00:17:07.000]  明天就找另一棵樹
[00:17:07.000 --> 00:17:09.800]  找另一棵草堆
[00:17:09.800 --> 00:17:12.600]  獻牛獻羊
[00:17:12.600 --> 00:17:14.600]  但是如果你自己帶一隻牛羊來
[00:17:14.600 --> 00:17:16.000]  未必合格的
[00:17:16.000 --> 00:17:18.400]  因為利美人、祭司等等
[00:17:18.400 --> 00:17:22.600]  會檢查那隻牛羊有沒有殘疾
[00:17:22.600 --> 00:17:25.000]  如果你走三幾天路
[00:17:25.000 --> 00:17:27.400]  由加利利拖一隻羊下來
[00:17:27.400 --> 00:17:28.400]  那隻羊當然會走
[00:17:28.400 --> 00:17:30.400]  難道你揹著牠嗎
[00:17:30.400 --> 00:17:31.600]  走了幾天
[00:17:31.600 --> 00:17:33.400]  那隻牛羊都累了
[00:17:33.400 --> 00:17:34.800]  垂頭喪氣
[00:17:34.800 --> 00:17:36.800]  蒙著眼睛
[00:17:36.800 --> 00:17:38.800]  骯髒了
[00:17:38.800 --> 00:17:39.800]  祭司就說
[00:17:39.800 --> 00:17:41.800]  喂,這隻不行
[00:17:41.800 --> 00:17:43.800]  看牠的樣子是病羊
[00:17:43.800 --> 00:17:45.000]  不可以獻
[00:17:45.000 --> 00:17:47.400]  哎呀,祭司沒有病的
