
[00:00:00.000 --> 00:00:02.000]  帶領我們,讓我們開啓我們的心
[00:02:28.000 --> 00:02:31.000]  其實在美國已經是最佳的旅遊國家
[00:02:31.000 --> 00:02:32.000]  不過可能只是旅遊
[00:02:32.000 --> 00:02:34.000]  工作就另計
[00:02:34.000 --> 00:02:38.000]  但是根據很多資料排名
[00:02:38.000 --> 00:02:40.000]  美國應該是最好的
[00:02:40.000 --> 00:02:46.000]  包括環境、狀況、景點、安全等等
[00:02:46.000 --> 00:02:48.000]  其中一些很多人喜歡的地方
[00:02:48.000 --> 00:02:50.000]  排第三
[00:02:50.000 --> 00:02:52.000]  中國排第八
[00:02:52.000 --> 00:02:53.000]  但是也不錯
[00:02:53.000 --> 00:02:54.000]  也有十名裡面
[00:02:54.000 --> 00:02:57.000]  有些人說瑞士排第十
[00:02:57.000 --> 00:02:59.000]  都是一些很好的地方
[00:02:59.000 --> 00:03:02.000]  所以很多地方
[00:03:02.000 --> 00:03:04.000]  我們都很想去
[00:03:04.000 --> 00:03:06.000]  但是今天我們看到的就是
[00:03:06.000 --> 00:03:07.000]  保羅
[00:03:07.000 --> 00:03:09.000]  我們說的是保羅
[00:03:09.000 --> 00:03:10.000]  如果保羅
[00:03:10.000 --> 00:03:12.000]  我們回到保羅那個年代的時候
[00:03:12.000 --> 00:03:15.000]  保羅最想去哪一個國家
[00:03:15.000 --> 00:03:18.000]  或者哪一個地方
[00:03:18.000 --> 00:03:20.000]  按你對保羅的認識
[00:03:20.000 --> 00:03:23.000]  他最喜歡或者最想去的地方是哪一處呢
[00:03:23.000 --> 00:03:25.000]  可能有很多地方
[00:03:25.000 --> 00:03:26.000]  你會發現很多地方
[00:03:26.000 --> 00:03:27.000]  都是保羅曾經去過
[00:03:27.000 --> 00:03:29.000]  或者是很想去的地方
[00:03:29.000 --> 00:03:33.000]  不過按今天的題目
[00:03:33.000 --> 00:03:36.000]  其中一個他應該挺留意
[00:03:36.000 --> 00:03:37.000]  或者挺吸引
[00:03:37.000 --> 00:03:39.000]  或者挺重視的地方
[00:03:39.000 --> 00:03:41.000]  就是伊弗索
[00:03:41.000 --> 00:03:42.000]  就是伊弗索
[00:03:42.000 --> 00:03:48.000]  所以今天的題目叫《情迷伊弗索》
[00:03:48.000 --> 00:03:50.000]  為什麼會這樣說呢
[00:03:50.000 --> 00:03:52.000]  因為當你看回聖經
[00:03:52.000 --> 00:03:53.000]  在《使徒行傳》裡面
[00:03:53.000 --> 00:03:55.000]  第十八章的時候
[00:03:55.000 --> 00:03:57.000]  就是說保羅一生裡面
[00:03:57.000 --> 00:04:00.000]  有三次重要的宣教的旅程
[00:04:00.000 --> 00:04:02.000]  其中第二次的宣教旅程
[00:04:02.000 --> 00:04:05.000]  就到第十八章就完結了
[00:04:05.000 --> 00:04:07.000]  原來在保羅的
[00:04:07.000 --> 00:04:09.000]  第二次宣教旅程的尾段的時候
[00:04:09.000 --> 00:04:14.000]  其實保羅也去過伊弗索
[00:04:14.000 --> 00:04:15.000]  不過很有趣的
[00:04:15.000 --> 00:04:17.000]  當時保羅去到伊弗索的時候
[00:04:17.000 --> 00:04:21.000]  就放下了伯基拉和亞居拉在那裡
[00:04:21.000 --> 00:04:22.000]  然後怎樣呢
[00:04:22.000 --> 00:04:23.000]  跟別人辯論
[00:04:23.000 --> 00:04:25.000]  有些人都很想留他在那裡
[00:04:25.000 --> 00:04:27.000]  邀請他留下來
[00:04:27.000 --> 00:04:30.000]  不過當時保羅的反應是什麼呢
[00:04:30.000 --> 00:04:32.000]  他說神若許我
[00:04:32.000 --> 00:04:34.000]  我還要回到你們這裡
[00:04:34.000 --> 00:04:38.000]  就是說有機會我會回來
[00:04:38.000 --> 00:04:39.000]  通常是什麼呢
[00:04:39.000 --> 00:04:44.000]  你看到朋友有空喝茶
[00:04:44.000 --> 00:04:45.000]  通常這樣說
[00:04:45.000 --> 00:04:48.000]  代表了多久會約你喝茶
[00:04:48.000 --> 00:04:50.000]  可能之後都不會約你了
[00:04:50.000 --> 00:04:53.000]  或者很久都忘記了你這件事了
[00:04:53.000 --> 00:04:54.000]  所以當保羅這樣說的時候
[00:04:54.000 --> 00:04:57.000]  似乎好像保羅說
[00:04:57.000 --> 00:04:58.000]  神若給我
[00:04:58.000 --> 00:04:59.000]  我會回來的
[00:04:59.000 --> 00:05:01.000]  其實好像是敷衍一下
[00:05:01.000 --> 00:05:03.000]  說一下就算了
[00:05:03.000 --> 00:05:04.000]  就是這樣
[00:05:04.000 --> 00:05:05.000]  保羅就這樣完結了
[00:05:05.000 --> 00:05:08.000]  他第二次宣教的旅程
[00:05:08.000 --> 00:05:10.000]  但是原來保羅不是
[00:05:10.000 --> 00:05:12.000]  我想怎麼說
[00:05:12.000 --> 00:05:13.000]  吹牛
[00:05:13.000 --> 00:05:15.000]  就是說謊
[00:05:15.000 --> 00:05:18.000]  或者隨便說一下就算了
[00:05:18.000 --> 00:05:20.000]  保羅不是隨便說一下就算了
[00:05:20.000 --> 00:05:23.000]  原來當他去到史達人主第十九章
[00:05:23.000 --> 00:05:26.000]  就是他第三次去宣教
[00:05:26.000 --> 00:05:28.000]  當他第三次去宣教的時候
[00:05:28.000 --> 00:05:30.000]  他原來一出發的時候
[00:05:30.000 --> 00:05:32.000]  這裡說到什麼呢
[00:05:32.000 --> 00:05:37.000]  就是保羅一出發離開了安提撒的時候
[00:05:37.000 --> 00:05:40.000]  原來他經過上面一帶地方
[00:05:40.000 --> 00:05:43.000]  第一個真的要去到的一個駐腳點
[00:05:43.000 --> 00:05:46.000]  就是回到伊弗索
[00:05:46.000 --> 00:05:48.000]  就是說不是隨便說一下就算了
[00:05:48.000 --> 00:05:49.000]  保羅說回來
[00:05:49.000 --> 00:05:51.000]  就真的會回來
[00:05:51.000 --> 00:05:52.000]  這個就是
[00:05:52.000 --> 00:05:54.000]  保羅很特別的
[00:05:54.000 --> 00:05:56.000]  就是他這樣認定了這個地方
[00:05:56.000 --> 00:05:59.000]  就是說他很想去這個地方
[00:05:59.000 --> 00:06:00.000]  所以你見得到
[00:06:00.000 --> 00:06:02.000]  我記得在這幅地圖裡面
[00:06:02.000 --> 00:06:03.000]  第二次宣教
[00:06:03.000 --> 00:06:05.000]  就是尾站就是伊弗索
[00:06:05.000 --> 00:06:06.000]  到了第三次宣教
[00:06:06.000 --> 00:06:08.000]  第一個去到主要的地點
[00:06:08.000 --> 00:06:10.000]  就是伊弗索
[00:06:10.000 --> 00:06:12.000]  也是伊弗索
[00:06:12.000 --> 00:06:14.000]  同時間伊弗索是一個什麼地方呢
[00:06:14.000 --> 00:06:16.000]  你再看一下這幅地圖
[00:06:16.000 --> 00:06:17.000]  你會知道
[00:06:17.000 --> 00:06:21.000]  就是在愛琴海裡面出口的位置
[00:06:21.000 --> 00:06:24.000]  在這個地圖的左邊的位置
[00:06:24.000 --> 00:06:25.000]  而伊弗索其實
[00:06:25.000 --> 00:06:27.000]  如果你留意在聖經
[00:06:27.000 --> 00:06:30.000]  確實真的不只是保羅
[00:06:30.000 --> 00:06:32.000]  看重伊弗索這個地方
[00:06:32.000 --> 00:06:33.000]  或者這個教會
[00:06:33.000 --> 00:06:36.000]  甚至在司徒約翰的啟示錄裡面
[00:06:36.000 --> 00:06:40.000]  確實都曾經代表耶穌去說
[00:06:40.000 --> 00:06:42.000]  寫信給七間教會的時候
[00:06:42.000 --> 00:06:45.000]  其中伊弗索就是第一間教會
[00:06:45.000 --> 00:06:47.000]  所以伊弗索這個地方
[00:06:47.000 --> 00:06:49.000]  確實有它特別的地方
[00:06:49.000 --> 00:06:51.000]  讓無論是保羅
[00:06:51.000 --> 00:06:52.000]  無論是約翰
[00:06:52.000 --> 00:06:55.000]  他都有特別去關注這個地方
[00:06:55.000 --> 00:06:58.000]  所以這個地方是有一定的吸引力
[00:06:58.000 --> 00:06:59.000]  所以今天就這樣定一個題目
[00:06:59.000 --> 00:07:01.000]  《情迷伊弗索》
[00:07:01.000 --> 00:07:03.000]  不過伊弗索其實是一個什麼地方呢
[00:07:03.000 --> 00:07:04.000]  你可以想像一下
[00:07:04.000 --> 00:07:08.000]  它的位置就是一個沿海的地方
[00:07:08.000 --> 00:07:10.000]  沿海的地方代表了什麼呢
[00:07:10.000 --> 00:07:12.000]  就是在海路上面
[00:07:12.000 --> 00:07:15.000]  可以成為海路的一個重要的點
[00:07:15.000 --> 00:07:18.000]  同時間它也是一個陸路裡面重要的點
[00:07:18.000 --> 00:07:21.000]  所以你會知道在當時的年代
[00:07:21.000 --> 00:07:22.000]  伊弗索就是一個
[00:07:22.000 --> 00:07:24.000]  水陸兩路的交通要點
[00:07:24.000 --> 00:07:25.000]  換句話說
[00:07:25.000 --> 00:07:27.000]  不知不覺就會成為什麼
[00:07:27.000 --> 00:07:30.000]  一個商業的重要地方
[00:07:30.000 --> 00:07:31.000]  一個商業的地方
[00:07:31.000 --> 00:07:33.000]  就是很多不同的人
[00:07:33.000 --> 00:07:35.000]  會在這裡做買賣 做生意
[00:07:35.000 --> 00:07:37.000]  接著有很多的工作機會
[00:07:37.000 --> 00:07:39.000]  於是也會吸引很多人
[00:07:39.000 --> 00:07:43.000]  來到這裡做更多的生意
[00:07:43.000 --> 00:07:45.000]  而因為也有這麼多不同的人
[00:07:45.000 --> 00:07:46.000]  來到這裡做生意
[00:07:46.000 --> 00:07:47.000]  就會出現了什麼
[00:07:47.000 --> 00:07:49.000]  很多不同的文化
[00:07:49.000 --> 00:07:50.000]  很多不同的文化
[00:07:50.000 --> 00:07:52.000]  所以在伊弗索這個地方裡面
[00:07:52.000 --> 00:07:55.000]  他們除了說當時的希臘文
[00:07:55.000 --> 00:07:58.000]  希臘文同時間也會說拉丁文
[00:07:58.000 --> 00:07:59.000]  拉丁語
[00:07:59.000 --> 00:08:02.000]  所以他們很多語言
[00:08:02.000 --> 00:08:03.000]  其實你想一想
[00:08:03.000 --> 00:08:05.000]  就有點像今天的香港
[00:08:05.000 --> 00:08:07.000]  很多人在這裡居住
[00:08:07.000 --> 00:08:10.000]  不同人種都有很好的機遇
[00:08:10.000 --> 00:08:12.000]  什麼話都會說
[00:08:12.000 --> 00:08:13.000]  所以很多香港人
[00:08:13.000 --> 00:08:15.000]  基本上會說廣東話
[00:08:15.000 --> 00:08:17.000]  和起碼英文兩種語言
[00:08:17.000 --> 00:08:20.000]  甚至現在普通話也是很常見的
[00:08:20.000 --> 00:08:22.000]  伊弗索是這樣的地方
[00:08:22.000 --> 00:08:25.000]  當然吸引保羅的
[00:08:25.000 --> 00:08:28.000]  不是純粹伊弗索這些的經濟環境
[00:08:28.000 --> 00:08:31.000]  不過今天有一點點的圖給大家看看
[00:08:31.000 --> 00:08:34.000]  伊弗索這個地方是怎樣的
[00:08:34.000 --> 00:08:36.000]  今天嘗試介紹一下
[00:08:36.000 --> 00:08:38.000]  伊弗索裡面一些的地點
[00:08:38.000 --> 00:08:40.000]  給大家認識一下它的文化
[00:08:40.000 --> 00:08:41.000]  因為伊弗索這個地方
[00:08:41.000 --> 00:08:43.000]  其實在之後
[00:08:43.000 --> 00:08:45.000]  其實因為一些的原因
[00:08:45.000 --> 00:08:47.000]  其實已經成為一個古城
[00:08:47.000 --> 00:08:48.000]  就是一些廢棄了的城
[00:08:48.000 --> 00:08:52.000]  其實已經不像今天所想的那麼興旺
[00:08:52.000 --> 00:08:53.000]  不過在保羅時代
[00:08:53.000 --> 00:08:55.000]  真的是一個很興旺的地方
[00:08:55.000 --> 00:08:57.000]  好 我們看看伊弗索的地方
[00:08:57.000 --> 00:08:58.000]  先看看這個
[00:08:58.000 --> 00:09:01.000]  這個建築物其實是什麼地方呢
[00:09:01.000 --> 00:09:04.000]  這裡說是一個圖書館
[00:09:04.000 --> 00:09:05.000]  你想一想在當時
[00:09:05.000 --> 00:09:07.000]  大約二千多年前
[00:09:07.000 --> 00:09:10.000]  其實已經在建一個兩層的圖書館
[00:09:10.000 --> 00:09:12.000]  是不簡單的
[00:09:12.000 --> 00:09:14.000]  今天建一層樓好像很簡單
[00:09:14.000 --> 00:09:16.000]  但如果以當時的環境
[00:09:16.000 --> 00:09:19.000]  兩層是一件不簡單的事
[00:09:19.000 --> 00:09:21.000]  有圖書代表什麼
[00:09:21.000 --> 00:09:25.000]  文化 很多書藏在這裡
[00:09:25.000 --> 00:09:27.000]  同時旁邊有一個文化的地方
[00:09:27.000 --> 00:09:29.000]  旁邊那個是什麼
[00:09:29.000 --> 00:09:30.000]  是廁所來的
[00:09:30.000 --> 00:09:34.000]  他們的廁所可以排排坐著聊天的
[00:09:34.000 --> 00:09:36.000]  古代是這樣的
[00:09:36.000 --> 00:09:38.000]  這個圖書館
[00:09:38.000 --> 00:09:41.000]  配合著這個廁所在旁邊
[00:09:41.000 --> 00:09:44.000]  這個圖書館的門口裡面
[00:09:44.000 --> 00:09:46.000]  都會有一些不同的雕像
[00:09:46.000 --> 00:09:47.000]  這些雕像裡面
[00:09:47.000 --> 00:09:49.000]  如果你看一些資料
[00:09:49.000 --> 00:09:50.000]  就會看到
[00:09:50.000 --> 00:09:52.000]  原來有幾個不同的雕像
[00:09:52.000 --> 00:09:54.000]  都是代表當時他們的文化裡
[00:09:54.000 --> 00:09:57.000]  也有很多神明的
[00:09:57.000 --> 00:10:00.000]  因為在雅典希臘文化裡
[00:10:00.000 --> 00:10:02.000]  都有很多神
[00:10:02.000 --> 00:10:05.000]  當中包括了有幾個
[00:10:05.000 --> 00:10:08.000]  代表了和圖書館有關的概念
[00:10:08.000 --> 00:10:11.000]  就是智慧 知識 聰明 英勇
[00:10:11.000 --> 00:10:13.000]  這些神像都會在當中
[00:10:13.000 --> 00:10:16.000]  成為他們的文化
[00:10:16.000 --> 00:10:18.000]  又考考你了
[00:10:18.000 --> 00:10:19.000]  這個呢
[00:10:19.000 --> 00:10:21.000]  這個是什麼呢
[00:10:21.000 --> 00:10:23.000]  這個就是
[00:10:23.000 --> 00:10:24.000]  原來有人說
[00:10:24.000 --> 00:10:26.000]  這個就是當時
[00:10:26.000 --> 00:10:28.000]  其中一個的廣告牌
[00:10:28.000 --> 00:10:29.000]  我想問一下
[00:10:29.000 --> 00:10:33.000]  這個是什麼廣告呢
[00:10:33.000 --> 00:10:36.000]  有一個腳印
[00:10:36.000 --> 00:10:38.000]  腳印看到了
[00:10:38.000 --> 00:10:40.000]  然後心的圖案
[00:10:40.000 --> 00:10:41.000]  我指給你看
[00:10:41.000 --> 00:10:44.000]  有一個心的圖案
[00:10:44.000 --> 00:10:46.000]  右下角還有一個圖案
[00:10:46.000 --> 00:10:47.000]  待會再解釋
[00:10:47.000 --> 00:10:50.000]  大家猜到這是什麼廣告嗎
[00:10:50.000 --> 00:10:52.000]  在當時爾弗所裡面的地方
[00:10:52.000 --> 00:10:54.000]  有這麼特別的廣告牌
[00:10:54.000 --> 00:10:56.000]  就在地下裡面的
[00:10:56.000 --> 00:10:57.000]  說著說著
[00:10:57.000 --> 00:10:59.000]  這個廣告很有趣的就是
[00:10:59.000 --> 00:11:01.000]  你到了這個腳印的時候
[00:11:01.000 --> 00:11:04.000]  你就可以把你的腳放進去
[00:11:04.000 --> 00:11:06.000]  把你的腳量度一下
[00:11:06.000 --> 00:11:09.000]  你的腳大不大得過這個腳印
[00:11:09.000 --> 00:11:11.000]  如果你小的這個腳印
[00:11:11.000 --> 00:11:12.000]  代表你是什麼呢
[00:11:12.000 --> 00:11:14.000]  代表你還是年輕
[00:11:14.000 --> 00:11:15.000]  還是年輕
[00:11:15.000 --> 00:11:16.000]  還是小孩子
[00:11:16.000 --> 00:11:19.000]  當你的大腳印
[00:11:19.000 --> 00:11:21.000]  就是說你某程度上
[00:11:21.000 --> 00:11:22.000]  你是一個成人
[00:11:22.000 --> 00:11:23.000]  成人的話
[00:11:23.000 --> 00:11:25.000]  就有一個心心
[00:11:25.000 --> 00:11:26.000]  就是說前面會有一個
[00:11:26.000 --> 00:11:29.000]  寂寞的芳心在等待你
[00:11:29.000 --> 00:11:30.000]  就是一個心心
[00:11:30.000 --> 00:11:31.000]  就代表了
[00:11:31.000 --> 00:11:33.000]  在腳板的箭嘴方向
[00:11:33.000 --> 00:11:34.000]  就是前面有一個
[00:11:34.000 --> 00:11:36.000]  寂寞的芳心在等待你
[00:11:36.000 --> 00:11:38.000]  而右下角就是說
[00:11:38.000 --> 00:11:41.000]  寄得大錢
[00:11:41.000 --> 00:11:43.000]  那你知道什麼地方了
[00:11:43.000 --> 00:11:45.000]  什麼廣告了
[00:11:45.000 --> 00:11:48.000]  其實就是一些這樣的
[00:11:48.000 --> 00:11:50.000]  寄院的一些廣告
[00:11:50.000 --> 00:11:51.000]  所以你見得到
[00:11:51.000 --> 00:11:53.000]  越是不同文化的地方
[00:11:53.000 --> 00:11:56.000]  就有些人有這樣的狀況
[00:11:56.000 --> 00:11:58.000]  說到這個寄院的時候
[00:11:58.000 --> 00:11:59.000]  又說一點
[00:11:59.000 --> 00:12:01.000]  這個寄院
[00:12:01.000 --> 00:12:04.000]  它的位置在哪裡呢
[00:12:04.000 --> 00:12:05.000]  在哪裡呢
[00:12:05.000 --> 00:12:09.000]  在哪裡做生意最適當呢
[00:12:09.000 --> 00:12:11.000]  那你就看看
[00:12:11.000 --> 00:12:13.000]  原來這個寄院
[00:12:13.000 --> 00:12:15.000]  其中找到這個寄院
[00:12:15.000 --> 00:12:17.000]  它的位置就在剛才說的圖書館
[00:12:17.000 --> 00:12:19.000]  和公廁中間
[00:12:19.000 --> 00:12:21.000]  左邊那個就是剛才圖書館
[00:12:21.000 --> 00:12:23.000]  大的入口的位置
[00:12:23.000 --> 00:12:27.000]  那個寄院就在中間
[00:12:27.000 --> 00:12:30.000]  那些人說
[00:12:30.000 --> 00:12:33.000]  原來當時在圖書館裡面
[00:12:33.000 --> 00:12:36.000]  有一條通道是通過隔離的
[00:12:36.000 --> 00:12:39.000]  所以當時如果老公告訴你
[00:12:39.000 --> 00:12:41.000]  我去圖書館溫習了
[00:12:41.000 --> 00:12:43.000]  那你就知道
[00:12:43.000 --> 00:12:45.000]  其實是有警棍的了
[00:12:45.000 --> 00:12:47.000]  因為就是這樣的
[00:12:47.000 --> 00:12:48.000]  那你就見得到
[00:12:48.000 --> 00:12:49.000]  那個文化告訴你
[00:12:49.000 --> 00:12:51.000]  就是很多東西都有的
[00:12:51.000 --> 00:12:54.000]  就是一些混亂的文化
[00:12:54.000 --> 00:12:56.000]  這樣的狀況都出現
[00:12:56.000 --> 00:12:59.000]  那當然除了這些地方
[00:12:59.000 --> 00:13:01.000]  還有一些正常一點的
[00:13:01.000 --> 00:13:03.000]  就是一些浴場
[00:13:03.000 --> 00:13:05.000]  一些浸浴的地方
[00:13:05.000 --> 00:13:06.000]  讓人們去聚集
[00:13:06.000 --> 00:13:08.000]  裡面洗澡的地方
[00:13:08.000 --> 00:13:10.000]  都有很多的
[00:13:10.000 --> 00:13:12.000]  另外這裡還有一些
[00:13:12.000 --> 00:13:13.000]  已經廢棄了的
[00:13:13.000 --> 00:13:15.000]  當時的一些議事廳
[00:13:15.000 --> 00:13:16.000]  因為也是一些
[00:13:16.000 --> 00:13:18.000]  很商業繁華的地方裡面
[00:13:18.000 --> 00:13:19.000]  都有一些地方
[00:13:19.000 --> 00:13:21.000]  談一些生意
[00:13:21.000 --> 00:13:22.000]  其實有一些建築物
[00:13:22.000 --> 00:13:23.000]  那些建築物
[00:13:23.000 --> 00:13:24.000]  基本上已經倒塌了
[00:13:24.000 --> 00:13:27.000]  就剩下那些柱在當中
[00:13:27.000 --> 00:13:29.000]  還有的就是這個
[00:13:29.000 --> 00:13:32.000]  這個就是一個什麼地方呢
[00:13:32.000 --> 00:13:34.000]  這個不是一個鬥獸場
[00:13:34.000 --> 00:13:36.000]  這個其實是一個音樂廳
[00:13:36.000 --> 00:13:38.000]  那你見得到圍著的
[00:13:38.000 --> 00:13:39.000]  一半的
[00:13:39.000 --> 00:13:40.000]  半圓形的圍著
[00:13:40.000 --> 00:13:41.000]  這個就是當時
[00:13:41.000 --> 00:13:43.000]  裡面其中一個音樂廳
[00:13:43.000 --> 00:13:46.000]  都是很多文化聚集的地方
[00:13:46.000 --> 00:13:47.000]  可以容納一千四百
[00:13:47.000 --> 00:13:50.000]  至一千五百的人口
[00:13:50.000 --> 00:13:51.000]  還有很多
[00:13:51.000 --> 00:13:53.000]  剛才講到很多的神像
[00:13:53.000 --> 00:13:56.000]  那考考你左邊這個
[00:13:56.000 --> 00:13:59.000]  左邊這個是什麼神呢
[00:13:59.000 --> 00:14:01.000]  叫什麼名字呢
[00:14:01.000 --> 00:14:04.000]  知道什麼名字嗎
[00:14:04.000 --> 00:14:06.000]  愛神嗎
[00:14:06.000 --> 00:14:08.000]  愛神
[00:14:08.000 --> 00:14:09.000]  不是愛神
[00:14:09.000 --> 00:14:12.000]  你留意一下這個神像
[00:14:12.000 --> 00:14:16.000]  其實和某一個品牌很像的
[00:14:16.000 --> 00:14:18.000]  Starbuck不是
[00:14:18.000 --> 00:14:19.000]  你問問一個品牌
[00:14:19.000 --> 00:14:20.000]  是這樣的
[00:14:20.000 --> 00:14:23.000]  Likey
[00:14:23.000 --> 00:14:24.000]  Likey
[00:14:24.000 --> 00:14:26.000]  為什麼Likey這個品牌
[00:14:26.000 --> 00:14:29.000]  其實Likey的意思就是勝利
[00:14:29.000 --> 00:14:31.000]  所以其實這個就代表
[00:14:31.000 --> 00:14:33.000]  勝利女神
[00:14:33.000 --> 00:14:34.000]  所以有人說
[00:14:34.000 --> 00:14:35.000]  Likey這個品牌
[00:14:35.000 --> 00:14:36.000]  可能抄這個
[00:14:36.000 --> 00:14:37.000]  就用了叫Likey
[00:14:37.000 --> 00:14:39.000]  就是勝利的意思
[00:14:39.000 --> 00:14:41.000]  所以很多不同的文化裡面
[00:14:41.000 --> 00:14:42.000]  還有
[00:14:42.000 --> 00:14:45.000]  特別那些建築物上面
[00:14:45.000 --> 00:14:46.000]  都有很多不同的
[00:14:46.000 --> 00:14:49.000]  女神的圖案在當中
[00:14:49.000 --> 00:14:51.000]  那究竟保羅是不是
[00:14:51.000 --> 00:14:52.000]  被這些東西吸引呢
[00:14:52.000 --> 00:14:53.000]  被很好的經濟環境下
[00:14:53.000 --> 00:14:55.000]  可以賺很多錢
[00:14:55.000 --> 00:14:56.000]  做很多生意
[00:14:56.000 --> 00:14:58.000]  有很多的
[00:14:58.000 --> 00:15:00.000]  不同的道德的場所
[00:15:00.000 --> 00:15:02.000]  有些娛樂場所
[00:15:02.000 --> 00:15:05.000]  是不是這些東西吸引保羅呢
[00:15:05.000 --> 00:15:07.000]  或者我們看回
[00:15:07.000 --> 00:15:08.000]  《義弗所書》我們知道
[00:15:08.000 --> 00:15:09.000]  吸引保羅的
[00:15:09.000 --> 00:15:13.000]  可能是這個東西
[00:15:13.000 --> 00:15:14.000]  就是這個東西
[00:15:14.000 --> 00:15:16.000]  就是說
[00:15:16.000 --> 00:15:17.000]  神在當中
[00:15:17.000 --> 00:15:19.000]  要去藉著保羅
[00:15:19.000 --> 00:15:24.000]  去讓這裡成為一個福音的要點
[00:15:24.000 --> 00:15:25.000]  這裡也都是其中
[00:15:25.000 --> 00:15:26.000]  那個《義弗所書》裡面
[00:15:26.000 --> 00:15:28.000]  其中一個留下的圖案
[00:15:28.000 --> 00:15:29.000]  一個記號
[00:15:29.000 --> 00:15:31.000]  這個記號是什麼
[00:15:31.000 --> 00:15:34.000]  就是這五個希臘文的字
[00:15:34.000 --> 00:15:35.000]  這五個希臘文的字的意思就是
[00:15:35.000 --> 00:15:36.000]  耶穌基督
[00:15:36.000 --> 00:15:38.000]  神的兒子
[00:15:38.000 --> 00:15:41.000]  是救主
[00:15:41.000 --> 00:15:42.000]  所以呢
[00:15:42.000 --> 00:15:43.000]  這五個字加起來
[00:15:43.000 --> 00:15:46.000]  希臘文的意思就是一條魚
