
[00:00:00.000 --> 00:00:02.080]  鳳子明問大號,底星姐妹平安
[00:02:25.680 --> 00:02:26.680]  現在的成人
[00:02:26.680 --> 00:02:29.680]  50來歲或40來歲的成年
[00:02:29.680 --> 00:02:31.680]  他當時在學道的時候
[00:02:31.680 --> 00:02:33.680]  他不認識主耶穌
[00:02:33.680 --> 00:02:35.680]  為什麼現在50多歲的人不認識主耶穌
[00:02:35.680 --> 00:02:37.680]  我相信學校不准念主禱文
[00:02:37.680 --> 00:02:39.680]  我相信學校不准念主禱文
[00:02:39.680 --> 00:02:41.680]  有關係
[00:02:41.680 --> 00:02:42.680]  是有關係的
[00:02:42.680 --> 00:02:44.680]  直到若干年前
[00:02:44.680 --> 00:02:47.680]  十屆都不可以掛在美國的
[00:02:47.680 --> 00:02:49.680]  Department of Justice的牆上
[00:02:49.680 --> 00:02:51.680]  就是說在十幾年前
[00:02:51.680 --> 00:02:53.680]  在十屆也不允許掛在美國
[00:02:53.680 --> 00:02:55.680]  這個聯邦法院的前面
[00:02:55.680 --> 00:02:57.680]  美國是有一個義基督教立國的
[00:02:57.680 --> 00:02:59.680]  美國是義基督教立國的
[00:02:59.680 --> 00:03:01.680]  你們有沒有一元美金
[00:03:01.680 --> 00:03:03.680]  一張紙
[00:03:03.680 --> 00:03:04.680]  裡面有美金
[00:03:04.680 --> 00:03:05.680]  寫著什麼字
[00:03:05.680 --> 00:03:09.680]  In God We Trust
[00:03:09.680 --> 00:03:11.680]  我不知道什麼時候拆
[00:03:11.680 --> 00:03:14.680]  我不知道什麼時候會把In God We Trust
[00:03:14.680 --> 00:03:15.680]  這個會去掉
[00:03:15.680 --> 00:03:17.680]  他每天都將這個In God We Trust拆掉
[00:03:17.680 --> 00:03:20.680]  他會將這些東西都拿掉
[00:03:20.680 --> 00:03:22.680]  現在今天你看到
[00:03:22.680 --> 00:03:24.680]  自從第二次世界大戰之後
[00:03:24.680 --> 00:03:26.680]  第二次世界大戰之後
[00:03:26.680 --> 00:03:27.680]  輸給韓戰
[00:03:27.680 --> 00:03:28.680]  輸給韓戰
[00:03:28.680 --> 00:03:30.680]  韓戰輸給中國
[00:03:30.680 --> 00:03:32.680]  中國厲害
[00:03:32.680 --> 00:03:33.680]  一直輸
[00:03:33.680 --> 00:03:35.680]  越南戰爭是不是又輸
[00:03:35.680 --> 00:03:37.680]  越戰也輸
[00:03:37.680 --> 00:03:38.680]  OK
[00:03:38.680 --> 00:03:42.680]  現在ISIS
[00:03:42.680 --> 00:03:44.680]  現在ISIS
[00:03:44.680 --> 00:03:45.680]  贏還是輸
[00:03:45.680 --> 00:03:46.680]  是在贏還是輸
[00:03:46.680 --> 00:03:48.680]  當然奧巴馬說我們贏
[00:03:48.680 --> 00:03:50.680]  當然奧巴馬說我們在贏
[00:03:50.680 --> 00:03:52.680]  不過現在美國剛剛說要打一場
[00:03:52.680 --> 00:03:53.680]  college football
[00:03:53.680 --> 00:03:54.680]  都很害怕
[00:03:54.680 --> 00:03:58.680]  美國打一場football都覺得很害怕
[00:03:58.680 --> 00:04:01.680]  只要有人在網上說
[00:04:01.680 --> 00:04:04.680]  你今天晚上不要參加什麼球賽
[00:04:04.680 --> 00:04:05.680]  只要說在網上
[00:04:05.680 --> 00:04:06.680]  你今晚不要參加什麼球賽
[00:04:06.680 --> 00:04:08.680]  你不要參加什麼音樂會
[00:04:08.680 --> 00:04:10.680]  不要參加什麼音樂會
[00:04:10.680 --> 00:04:11.680]  馬上就取消
[00:04:11.680 --> 00:04:12.680]  馬上就取消
[00:04:12.680 --> 00:04:15.680]  請問你美國人和ISIS打仗
[00:04:15.680 --> 00:04:17.680]  究竟誰在贏
[00:04:17.680 --> 00:04:18.680]  美國人和ISIS打仗
[00:04:18.680 --> 00:04:19.680]  到底誰贏
[00:04:19.680 --> 00:04:21.680]  他只是在電腦按幾下
[00:04:21.680 --> 00:04:23.680]  你就幾萬人
[00:04:23.680 --> 00:04:24.680]  怕了
[00:04:24.680 --> 00:04:26.680]  就在電腦上按幾個字
[00:04:26.680 --> 00:04:28.680]  你聽到什麼
[00:04:28.680 --> 00:04:29.680]  你看到什麼
[00:04:29.680 --> 00:04:35.680]  當一個國家
[00:04:35.680 --> 00:04:36.680]  當一個國家
[00:04:36.680 --> 00:04:37.680]  離開了上帝
[00:04:37.680 --> 00:04:38.680]  離開了上帝
[00:04:38.680 --> 00:04:40.680]  就等於
[00:04:40.680 --> 00:04:44.680]  我的電腦沒電到
[00:04:44.680 --> 00:04:45.680]  就像我的電腦沒電一樣
[00:04:45.680 --> 00:04:46.680]  就一片漆黑
[00:04:46.680 --> 00:04:47.680]  就一片漆黑
[00:04:47.680 --> 00:04:49.680]  現在美國亂不亂
[00:04:49.680 --> 00:04:50.680]  現在美國亂
[00:04:50.680 --> 00:04:51.680]  不單止美國亂
[00:04:51.680 --> 00:04:52.680]  不光美國亂
[00:04:52.680 --> 00:04:56.680]  上一個禮拜多了一點
[00:04:56.680 --> 00:04:57.680]  在巴黎
[00:04:57.680 --> 00:04:59.680]  上個禮拜在巴黎
[00:04:59.680 --> 00:05:01.680]  天主教國家
[00:05:01.680 --> 00:05:02.680]  天主教國家
[00:05:02.680 --> 00:05:03.680]  我教的教授
[00:05:03.680 --> 00:05:04.680]  我教的教授
[00:05:04.680 --> 00:05:05.680]  John Kessler
[00:05:05.680 --> 00:05:08.680]  Sorbonne University的博士
[00:05:08.680 --> 00:05:10.680]  Sorbonne
[00:05:10.680 --> 00:05:11.680]  Sorbonne
[00:05:11.680 --> 00:05:15.680]  這個炸彈就在Sorbonne附近
[00:05:15.680 --> 00:05:16.680]  這個炸彈就在Sorbonne附近
[00:05:16.680 --> 00:05:20.680]  當一個國家離開上帝
[00:05:20.680 --> 00:05:22.680]  當一個國家離開上帝
[00:05:22.680 --> 00:05:24.680]  沒有平安
[00:05:24.680 --> 00:05:25.680]  沒有平安
[00:05:25.680 --> 00:05:28.680]  君王很重要
[00:05:28.680 --> 00:05:29.680]  君王非常重要
[00:05:29.680 --> 00:05:30.680]  你不敬畏上帝
[00:05:30.680 --> 00:05:31.680]  你不敬畏上帝
[00:05:31.680 --> 00:05:32.680]  你底下那些人
[00:05:32.680 --> 00:05:33.680]  你底下那些人
[00:05:33.680 --> 00:05:37.680]  一定是惹上帝的
[00:05:37.680 --> 00:05:38.680]  你惹上帝的憤怒
[00:05:38.680 --> 00:05:39.680]  那個effect
[00:05:39.680 --> 00:05:40.680]  那個感應
[00:05:40.680 --> 00:05:42.680]  這個人民會感覺到的
[00:05:42.680 --> 00:05:46.680]  就是你引起上帝的憤怒
[00:05:46.680 --> 00:05:47.680]  你會感覺到的
[00:05:47.680 --> 00:05:49.680]  講得再清楚一點
[00:05:49.680 --> 00:05:53.680]  領袖人不敬畏上帝
[00:05:53.680 --> 00:05:55.680]  作為領袖不敬畏上帝
[00:05:55.680 --> 00:05:56.680]  上帝的怒氣
[00:05:56.680 --> 00:05:58.680]  上帝的怒氣
[00:05:58.680 --> 00:06:00.680]  你底下領導的人
[00:06:00.680 --> 00:06:01.680]  底下被領導的人
[00:06:01.680 --> 00:06:03.680]  會感受到這個怒氣
[00:06:03.680 --> 00:06:05.680]  會感受到這個怒氣
[00:06:05.680 --> 00:06:07.680]  其實這個原則是從哪裡來的呢
[00:06:07.680 --> 00:06:09.680]  這個原則是從哪裡來的呢
[00:06:09.680 --> 00:06:11.680]  我今天要提什麼題目呢
[00:06:11.680 --> 00:06:12.680]  我今天要提什麼題目呢
[00:06:12.680 --> 00:06:15.680]  馬拉西空前的邪惡
[00:06:15.680 --> 00:06:17.680]  馬拉西空前的邪惡
[00:06:17.680 --> 00:06:19.680]  馬拉西是南國的王
[00:06:19.680 --> 00:06:20.680]  馬拉西是南國的王
[00:06:20.680 --> 00:06:21.680]  馬拉西是南國的王
[00:06:21.680 --> 00:06:26.680]  他是南國最
[00:06:26.680 --> 00:06:27.680]  他是南國最
[00:06:27.680 --> 00:06:28.680]  我的空前
[00:06:28.680 --> 00:06:29.680]  我的空前
[00:06:29.680 --> 00:06:31.680]  最壞的南國君王
[00:06:31.680 --> 00:06:32.680]  最壞的南國君王
[00:06:32.680 --> 00:06:33.680]  最壞的南國君王
[00:06:33.680 --> 00:06:34.680]  最壞的南國君王
[00:06:34.680 --> 00:06:35.680]  他爸爸是好一點的
[00:06:35.680 --> 00:06:36.680]  他爸爸是好一點的
[00:06:36.680 --> 00:06:37.680]  他父親是好一點的
[00:06:37.680 --> 00:06:38.680]  上帝已經宣佈他
[00:06:38.680 --> 00:06:39.680]  上帝已經宣佈他
[00:06:39.680 --> 00:06:40.680]  我上次說
[00:06:40.680 --> 00:06:42.680]  他因為要自我治大
[00:06:42.680 --> 00:06:43.680]  他因為要自我治大
[00:06:43.680 --> 00:06:45.680]  而先知以賽亞
[00:06:45.680 --> 00:06:47.680]  就說有一天
[00:06:47.680 --> 00:06:49.680]  你的國民就會被擄
[00:06:49.680 --> 00:06:51.680]  就是說因為
[00:06:51.680 --> 00:06:53.680]  信仰至高至大
[00:06:53.680 --> 00:06:56.680]  你再要宣佈
[00:06:56.680 --> 00:06:59.680]  你的國民會被擄
[00:06:59.680 --> 00:07:02.680]  現在這個有先知說話
[00:07:02.680 --> 00:07:03.680]  現在這個有先知說話
[00:07:03.680 --> 00:07:05.680]  不過就不是以賽亞
[00:07:05.680 --> 00:07:06.680]  不過就不是以賽亞
[00:07:06.680 --> 00:07:07.680]  我等下解釋為什麼不是以賽亞說話
[00:07:07.680 --> 00:07:08.680]  我等下解釋為什麼不是以賽亞
[00:07:08.680 --> 00:07:09.680]  我告訴你為什麼不是以賽亞
[00:07:09.680 --> 00:07:10.680]  因為他的信息是一樣的
[00:07:10.680 --> 00:07:11.680]  因為他的信息是一樣的
[00:07:11.680 --> 00:07:13.680]  如果有任何壞事
[00:07:13.680 --> 00:07:14.680]  如果有任何壞事
[00:07:14.680 --> 00:07:15.680]  如果有任何壞事
[00:07:15.680 --> 00:07:16.680]  不然就更加就是
[00:07:16.680 --> 00:07:17.680]  如果有任何壞事
[00:07:17.680 --> 00:07:18.680]  不然就更加就是
[00:07:18.680 --> 00:07:19.680]  another nail in the coffin
[00:07:19.680 --> 00:07:20.680]  another nail in the coffin
[00:07:20.680 --> 00:07:21.680]  是棺材的另一口釘
[00:07:21.680 --> 00:07:22.680]  是棺材的另一口釘
[00:07:22.680 --> 00:07:23.680]  就是說以賽亞說了的話
[00:07:23.680 --> 00:07:24.680]  就是說以賽亞說了的話
[00:07:24.680 --> 00:07:25.680]  以賽亞所講的
[00:07:25.680 --> 00:07:26.680]  現在更加堅定
[00:07:26.680 --> 00:07:27.680]  現在更加堅定
[00:07:27.680 --> 00:07:28.680]  現在更加堅定
[00:07:28.680 --> 00:07:29.680]  一定會被擄
[00:07:29.680 --> 00:07:30.680]  一定會被擄
[00:07:30.680 --> 00:07:31.680]  一定會被擄
[00:07:31.680 --> 00:07:32.680]  大家看到君王的決定
[00:07:32.680 --> 00:07:33.680]  大家看到君王的決定
[00:07:33.680 --> 00:07:34.680]  大家看到君王的決定
[00:07:34.680 --> 00:07:35.680]  你看君王的決定
[00:07:35.680 --> 00:07:39.680]  你看君王的決定
[00:07:39.680 --> 00:07:40.680]  所以為政者
[00:07:40.680 --> 00:07:41.680]  所以為政者
[00:07:41.680 --> 00:07:42.680]  所以為政者
[00:07:42.680 --> 00:07:43.680]  不單止你愛你的子民
[00:07:43.680 --> 00:07:44.680]  不單止你愛你的子民
[00:07:44.680 --> 00:07:45.680]  不單止你愛你的子民
[00:07:45.680 --> 00:07:46.680]  但你的子民是非常難的統治
[00:07:46.680 --> 00:07:47.680]  但你的子民是非常難的統治
[00:07:47.680 --> 00:07:48.680]  這是非常難的統治
[00:07:48.680 --> 00:07:49.680]  這是非常難的統治
[00:07:49.680 --> 00:07:50.680]  在一個家庭
[00:07:50.680 --> 00:07:51.680]  在一個家庭
[00:07:51.680 --> 00:07:52.680]  公有公理
[00:07:52.680 --> 00:07:53.680]  在一個家庭
[00:07:53.680 --> 00:07:54.680]  公有公理
[00:07:54.680 --> 00:07:55.680]  公說公有理
[00:07:55.680 --> 00:07:56.680]  公說公有理
[00:07:56.680 --> 00:07:57.680]  下面那句呢
[00:07:57.680 --> 00:07:58.680]  下面那句呢
[00:07:58.680 --> 00:07:59.680]  婆有婆理
[00:07:59.680 --> 00:08:00.680]  婆有婆理
[00:08:00.680 --> 00:08:01.680]  婆說你更多
[00:08:01.680 --> 00:08:02.680]  婆說你更多
[00:08:02.680 --> 00:08:03.680]  大家都對
[00:08:03.680 --> 00:08:04.680]  大家都對
[00:08:04.680 --> 00:08:05.680]  你作為君王
[00:08:05.680 --> 00:08:06.680]  你作為君王
[00:08:06.680 --> 00:08:07.680]  你作為君王
[00:08:07.680 --> 00:08:08.680]  你怎樣去處理呢
[00:08:08.680 --> 00:08:09.680]  你怎樣去處理呢
[00:08:09.680 --> 00:08:10.680]  你怎樣去處理呢
[00:08:10.680 --> 00:08:11.680]  我給你一個答案
[00:08:11.680 --> 00:08:12.680]  我給你一個答案
[00:08:12.680 --> 00:08:13.680]  你要有所羅門的智慧
[00:08:13.680 --> 00:08:14.680]  你要有所羅門的智慧
[00:08:14.680 --> 00:08:15.680]  你要有所羅門的智慧
[00:08:15.680 --> 00:08:16.680]  你要有所羅門的智慧
[00:08:16.680 --> 00:08:17.680]  你要有所羅門的智慧
[00:08:17.680 --> 00:08:18.680]  你要有所羅門的智慧
[00:08:18.680 --> 00:08:19.680]  你要有所羅門的智慧
[00:08:19.680 --> 00:08:20.680]  你要有所羅門的智慧
[00:08:20.680 --> 00:08:21.680]  你要有所羅門的智慧
[00:08:21.680 --> 00:08:22.680]  你要有所羅門的智慧
[00:08:22.680 --> 00:08:23.680]  你要有所羅門的智慧
[00:08:23.680 --> 00:08:24.680]  你要有所羅門的智慧
[00:08:24.680 --> 00:08:25.680]  你要有所羅門的智慧
[00:08:25.680 --> 00:08:34.680]  你要有所羅門的智慧
[00:08:34.680 --> 00:08:35.680]  你要有所羅門的智慧
[00:08:35.680 --> 00:08:36.680]  你要有所羅門的智慧
[00:08:36.680 --> 00:08:37.680]  你要有所羅門的智慧
[00:08:37.680 --> 00:08:38.680]  你要有所羅門的智慧
[00:08:38.680 --> 00:08:39.680]  你要有所羅門的智慧
[00:08:39.680 --> 00:08:40.680]  你要有所羅門的智慧
[00:08:40.680 --> 00:08:41.680]  你要有所羅門的智慧
[00:08:41.680 --> 00:08:42.680]  你要有所羅門的智慧
[00:08:42.680 --> 00:08:43.680]  你要有所羅門的智慧
[00:08:43.680 --> 00:08:44.680]  你要有所羅門的智慧
[00:08:44.680 --> 00:08:45.680]  你要有所羅門的智慧
[00:08:45.680 --> 00:08:46.680]  你要有所羅門的智慧
[00:08:46.680 --> 00:08:47.680]  你要有所羅門的智慧
[00:08:47.680 --> 00:08:48.680]  你要有所羅門的智慧
[00:08:48.680 --> 00:08:49.680]  你要有所羅門的智慧
[00:08:49.680 --> 00:08:50.680]  你要有所羅門的智慧
[00:08:50.680 --> 00:08:51.680]  你要有所羅門的智慧
[00:08:51.680 --> 00:08:56.680]  你要有所羅門的智慧
[00:08:56.680 --> 00:08:57.680]  你要有所羅門的智慧
[00:08:57.680 --> 00:08:58.680]  你要有所羅門的智慧
[00:08:58.680 --> 00:08:59.680]  你要有所羅門的智慧
[00:08:59.680 --> 00:09:00.680]  你要有所羅門的智慧
[00:09:00.680 --> 00:09:01.680]  你要有所羅門的智慧
[00:09:01.680 --> 00:09:02.680]  你要有所羅門的智慧
[00:09:02.680 --> 00:09:03.680]  你要有所羅門的智慧
[00:09:03.680 --> 00:09:04.680]  你要有所羅門的智慧
[00:09:04.680 --> 00:09:05.680]  你要有所羅門的智慧
[00:09:05.680 --> 00:09:06.680]  你要有所羅門的智慧
[00:09:06.680 --> 00:09:07.680]  你要有所羅門的智慧
[00:09:07.680 --> 00:09:08.680]  你要有所羅門的智慧
[00:09:08.680 --> 00:09:09.680]  你要有所羅門的智慧
[00:09:09.680 --> 00:09:10.680]  你要有所羅門的智慧
[00:09:10.680 --> 00:09:11.680]  你要有所羅門的智慧
[00:09:11.680 --> 00:09:12.680]  你要有所羅門的智慧
[00:09:12.680 --> 00:09:13.680]  你要有所羅門的智慧
[00:09:13.680 --> 00:09:42.680]  大家有沒有看到一件事,管理是要有智慧的,大家都對,所以弟兄姐妹,你知道為什麼要信耶穌,除了你要解決罪惡永生的問題,你今生是非常有智慧的,
[00:09:42.680 --> 00:09:46.680]  你有沒有發覺很多情形下你左右為難,
[00:09:46.680 --> 00:09:49.680]  你要很多情形你會發現你左右為難,
[00:09:49.680 --> 00:09:50.680]  你怎樣才做得對,
[00:09:50.680 --> 00:09:51.680]  這樣才做得對,
[00:09:51.680 --> 00:09:54.680]  中國有句話,信得哥來,
[00:09:54.680 --> 00:09:56.680]  下面那句呢,
[00:09:56.680 --> 00:09:57.680]  失所意,
[00:09:57.680 --> 00:09:58.680]  失所意,
[00:09:58.680 --> 00:10:04.680]  你永遠沒有辦法可以使得每個人都快樂的,
[00:10:04.680 --> 00:10:13.680]  中國有句話,信得哥來,失所意,你永遠沒有辦法可以使得每個人都快樂的,
[00:10:13.680 --> 00:10:15.680]  那我給你一個答案好不好,
[00:10:15.680 --> 00:10:16.680]  我給你一個答案,
[00:10:16.680 --> 00:10:18.680]  Do the right thing,
[00:10:18.680 --> 00:10:19.680]  做正確的事情,
[00:10:19.680 --> 00:10:22.680]  如果我做正確的事情,得罪了那個人,
[00:10:22.680 --> 00:10:24.680]  我做正確的事情,得罪了那個人,
[00:10:24.680 --> 00:10:25.680]  我給你一個英文,
[00:10:25.680 --> 00:10:26.680]  Let it be,
[00:10:26.680 --> 00:10:27.680]  讓它去吧,
[00:10:27.680 --> 00:10:28.680]  讓它去吧,
[00:10:28.680 --> 00:10:30.680]  如果你做正確的事情,得罪了那個人,
[00:10:30.680 --> 00:10:32.680]  你做對的事情,得罪了那個人,
[00:10:32.680 --> 00:10:34.680]  你需要擔心嗎?
[00:10:34.680 --> 00:10:35.680]  你需不需要擔心呢?
[00:10:35.680 --> 00:10:36.680]  需要嗎?
[00:10:36.680 --> 00:10:37.680]  需要嗎?
[00:10:37.680 --> 00:10:38.680]  Problem是誰?
[00:10:38.680 --> 00:10:39.680]  Problem是誰?
[00:10:39.680 --> 00:10:41.680]  是各位仁兄或者仁姐,
[00:10:41.680 --> 00:10:43.680]  是這個仁兄或者仁姐,
[00:10:43.680 --> 00:10:45.680]  那怎樣才叫做對的事情?
[00:10:45.680 --> 00:10:46.680]  怎麼做正確的事情?
[00:10:46.680 --> 00:10:48.680]  怎麼做正確的事情呢?
[00:10:48.680 --> 00:10:50.680]  上帝所指導的,
[00:10:50.680 --> 00:10:53.680]  所以聖經是給我們有智慧的,
[00:10:53.680 --> 00:10:55.680]  上帝給我們有智慧,
[00:10:55.680 --> 00:10:57.680]  上帝拯救我們之後呢,
[00:10:57.680 --> 00:10:59.680]  拯救耶穌拯救我們之後呢,
[00:10:59.680 --> 00:11:02.680]  你還想empower,這個英文很漂亮,
[00:11:02.680 --> 00:11:04.680]  empower給我們有能力,
[00:11:04.680 --> 00:11:07.680]  在世界上活著的時候呢,
[00:11:07.680 --> 00:11:09.680]  有智慧,
[00:11:09.680 --> 00:11:11.680]  統治者,
[00:11:11.680 --> 00:11:14.680]  他給你統治的智慧,
[00:11:14.680 --> 00:11:16.680]  作子民,
[00:11:16.680 --> 00:11:18.680]  你也有作子民的智慧,
[00:11:18.680 --> 00:11:20.680]  這是國家的層面,
[00:11:20.680 --> 00:11:22.680]  家庭呢,
[00:11:22.680 --> 00:11:26.680]  在家庭方面呢,
[00:11:26.680 --> 00:11:29.680]  父母的,你要不要有智慧?
[00:11:29.680 --> 00:11:30.680]  要不要有智慧呢?
[00:11:30.680 --> 00:11:32.680]  如果上帝給你很多子女,
[00:11:32.680 --> 00:11:34.680]  個個都在吵架,
[00:11:34.680 --> 00:11:35.680]  個個在打架,
[00:11:35.680 --> 00:11:38.680]  今天約這個大姐姐去那裏,
[00:11:38.680 --> 00:11:40.680]  小姐姐約那裏,
[00:11:40.680 --> 00:11:43.680]  大女兒去那裏,小女兒去這裏,
[00:11:43.680 --> 00:11:45.680]  你不可以將自己打開兩截腿,
[00:11:45.680 --> 00:11:48.680]  你不可以將自己劈成兩半,
[00:11:48.680 --> 00:11:50.680]  要上帝給智慧,
[00:11:50.680 --> 00:11:52.680]  小到家庭事件,
[00:11:52.680 --> 00:11:53.680]  家庭事件,
[00:11:53.680 --> 00:11:54.680]  要有智慧,
[00:11:54.680 --> 00:11:55.680]  要有智慧,
[00:11:55.680 --> 00:11:56.680]  我以前教書的,
[00:11:56.680 --> 00:11:57.680]  教書的,
[00:11:57.680 --> 00:11:58.680]  四十幾個學生,
[00:11:58.680 --> 00:11:59.680]  四十幾個學生,
[00:11:59.680 --> 00:12:00.680]  因為我以前教書,
[00:12:00.680 --> 00:12:01.680]  是四十幾個學生,
[00:12:01.680 --> 00:12:04.680]  以前教書四十幾個學生,
[00:12:04.680 --> 00:12:06.680]  個個都有四十五個的意思,
[00:12:06.680 --> 00:12:07.680]  個個都有四十五個的意思,
[00:12:07.680 --> 00:12:08.680]  你跟了誰?
[00:12:08.680 --> 00:12:10.680]  你跟了誰呢?
[00:12:10.680 --> 00:12:12.680]  信上帝的意思,
[00:12:12.680 --> 00:12:13.680]  信上帝的意思,
[00:12:13.680 --> 00:12:15.680]  今天我和大家來看,
[00:12:15.680 --> 00:12:16.680]  馬來西亞作王,
[00:12:16.680 --> 00:12:17.680]  怎樣做王法呢?
[00:12:17.680 --> 00:12:21.680]  我們現在看馬來西亞怎樣作王,
[00:12:21.680 --> 00:12:23.680]  馬來西亞壞的原因,
[00:12:23.680 --> 00:12:27.680]  馬來西亞壞的原因,
[00:12:27.680 --> 00:12:29.680]  因為他有個好爸爸,
[00:12:29.680 --> 00:12:31.680]  因為他有一個好的父親,
[00:12:31.680 --> 00:12:32.680]  叫希西加,
[00:12:32.680 --> 00:12:34.680]  叫希西加,
[00:12:34.680 --> 00:12:36.680]  希西加在聖經裏面,
[00:12:36.680 --> 00:12:38.680]  希西加在聖經裏面,
[00:12:38.680 --> 00:12:40.680]  大家應該不陌生的,
[00:12:40.680 --> 00:12:41.680]  大家應該不會陌生的,
[00:12:41.680 --> 00:12:43.680]  我們今天也不應該陌生的,
[00:12:43.680 --> 00:12:46.680]  我們今天也不應該陌生,
[00:12:46.680 --> 00:12:47.680]  聖誕節快來了,
[00:12:47.680 --> 00:12:49.680]  聖誕節快來了,
[00:12:49.680 --> 00:12:52.680]  你有沒有聽過神劇彌賽?
[00:12:52.680 --> 00:12:55.680]  你有沒有聽過神劇彌賽?
[00:12:55.680 --> 00:12:57.680]  有首歌很好聽的,
[00:12:57.680 --> 00:12:59.680]  Fall Unto Us,
[00:12:59.680 --> 00:13:00.680]  A Child Is Born,
[00:13:00.680 --> 00:13:02.680]  中文怎麼翻譯?
[00:13:02.680 --> 00:13:05.680]  因為有了鷹鞋,
[00:13:05.680 --> 00:13:06.680]  因為有了鷹鞋,
[00:13:06.680 --> 00:13:08.680]  這個是彌賽亞書第九章的,
[00:13:08.680 --> 00:13:09.680]  這是彌賽亞書第九章的,
[00:13:09.680 --> 00:13:10.680]  這是彌賽亞書第九章的,
[00:13:10.680 --> 00:13:11.680]  彌賽亞的那個,
[00:13:11.680 --> 00:13:13.680]  彌賽亞的那個,
[00:13:13.680 --> 00:13:14.680]  George Frederick Handel,
[00:13:14.680 --> 00:13:15.680]  George Frederick Handel,
[00:13:15.680 --> 00:13:17.680]  將他成為音樂,
[00:13:17.680 --> 00:13:21.680]  將他成為音樂,
[00:13:21.680 --> 00:13:23.680]  這鷹鞋是指誰的?
[00:13:23.680 --> 00:13:24.680]  這鷹鞋是指誰的?
[00:13:24.680 --> 00:13:25.680]  這鷹鞋是指誰的?
