
[00:00:00.000 --> 00:00:05.000]  好 請姐妹平安 我們再一次低頭禱告
[00:03:00.760 --> 00:03:03.880]  已經是習以為常 見怪不怪
[00:03:03.880 --> 00:03:06.040]  我們身邊的人都是這樣的
[00:03:06.040 --> 00:03:08.320]  有時候見到一些自私
[00:03:08.320 --> 00:03:09.520]  見到一些醜陋
[00:03:09.520 --> 00:03:10.760]  見到一些私慾
[00:03:10.760 --> 00:03:13.440]  見到上次說的那些淫亂
[00:03:13.440 --> 00:03:16.920]  貪心 憤怒
[00:03:16.920 --> 00:03:19.320]  這些都好像見怪不怪
[00:03:19.320 --> 00:03:20.920]  好像每一個每天弄車的人
[00:03:20.920 --> 00:03:23.920]  那些假油已經弄在手指甲那裡
[00:03:23.920 --> 00:03:25.200]  全藏在那裡
[00:03:25.200 --> 00:03:27.000]  有時候都不是不想洗
[00:03:27.000 --> 00:03:29.360]  不過洗完還是有些黑色漬
[00:03:29.360 --> 00:03:32.120]  有時候還慘到洗得不乾淨
[00:03:32.120 --> 00:03:32.760]  自己都不知道
[00:03:32.760 --> 00:03:36.200]  還碰到一些東西 弄黑了
[00:03:36.200 --> 00:03:38.400]  我們每個人其實都是這樣
[00:03:38.400 --> 00:03:41.400]  我不是在說別人
[00:03:41.400 --> 00:03:43.040]  有時候想到其實自己都是這樣
[00:03:43.040 --> 00:03:45.480]  我們就好像活在一個罪惡的世界
[00:03:45.480 --> 00:03:48.880]  我們的私慾 我們自己的醜陋
[00:03:48.880 --> 00:03:51.120]  有時候我們自己都頂自己不順
[00:03:51.120 --> 00:03:53.360]  當然你要有反省的心
[00:03:53.360 --> 00:03:54.560]  如果你沒有反省的心
[00:03:54.560 --> 00:03:55.680]  只是別人頂你不順
[00:03:55.680 --> 00:03:57.200]  你不覺得自己是
[00:03:57.200 --> 00:04:00.600]  你覺得自己很好都可以 都有的
[00:04:00.600 --> 00:04:06.000]  但是當去讀這段經文的時候
[00:04:06.000 --> 00:04:08.480]  去思想的時候
[00:04:08.480 --> 00:04:14.000]  就發覺好像給了我們一個更高的目標
[00:04:14.000 --> 00:04:16.920]  和一個指望 特別在新的一年的時候
[00:04:16.920 --> 00:04:19.720]  其實都希望一路去看的時候
[00:04:19.720 --> 00:04:26.120]  神都同樣是給了你一個新的目標和指望
[00:04:26.120 --> 00:04:30.000]  我們雖然是活在世上
[00:04:30.000 --> 00:04:31.720]  雖然我們的腳
[00:04:31.720 --> 00:04:34.120]  永遠都是腳踏實地走的時候
[00:04:34.120 --> 00:04:36.600]  一定是沾染塵土的
[00:04:36.600 --> 00:04:39.440]  但是我們的心 我們的眼睛
[00:04:39.440 --> 00:04:42.840]  是可以仰望著天空的
[00:04:42.840 --> 00:04:46.000]  因為我們不是單是由塵土所造
[00:04:46.000 --> 00:04:49.160]  我們是屬靈的人
[00:04:49.160 --> 00:04:51.400]  神按著祂的形象造我們
[00:04:51.400 --> 00:04:57.880]  上一次講到是照著祂真理的人意和聖潔的形象
[00:04:57.880 --> 00:05:02.840]  可以活在我們的生命當中
[00:05:02.840 --> 00:05:08.520]  有一次和一個香港的朋友聊天
[00:05:08.520 --> 00:05:11.720]  他講到 普通聊天
[00:05:11.720 --> 00:05:15.480]  他說剛剛那個星期去爬山
[00:05:15.480 --> 00:05:19.520]  他說很久都沒有去爬山
[00:05:19.520 --> 00:05:26.400]  心靈好像經過大自然之後
[00:05:26.400 --> 00:05:30.960]  好像沖過涼 可以經過洗滌一樣
[00:05:30.960 --> 00:05:33.000]  他講這些事情的時候
[00:05:33.000 --> 00:05:36.360]  當然我就明白 因為都知道一些背景
[00:05:36.360 --> 00:05:40.920]  你都知道可能香港這幾年都發生了很多事情
[00:05:40.920 --> 00:05:44.520]  就是天天都好像沒有寧靜的
[00:05:44.520 --> 00:05:48.200]  在街上又示威 又各樣東西都沒有寧靜
[00:05:48.200 --> 00:05:51.880]  又好像社會上有很多不公義的事情
[00:05:51.880 --> 00:05:56.480]  又好像都沒有人主持公道 很沒有寧靜
[00:05:56.480 --> 00:06:00.240]  好像罪惡的洪流
[00:06:00.240 --> 00:06:06.080]  好像就是我們的心靈好像是浸在一些污水一樣
[00:06:06.080 --> 00:06:11.080]  但他說去到爬山的時候 看到那個大自然
[00:06:11.080 --> 00:06:14.960]  看到神是創造宇宙萬物的主
[00:06:14.960 --> 00:06:21.880]  人的渺小 他的煩惱 他的不安
[00:06:21.880 --> 00:06:29.560]  他的心靈裏面那種好像浸在污水當中
[00:06:29.560 --> 00:06:34.240]  那種不自在 好像經過洗滌一樣
[00:06:34.240 --> 00:06:39.400]  因為他仰望到神自己
[00:06:39.400 --> 00:06:43.440]  這段經文其實都是有相同的目的的
[00:06:43.440 --> 00:06:46.520]  我相信保羅他講 脫去舊人的時候
[00:06:46.520 --> 00:06:49.200]  我們要穿上新人
[00:06:49.200 --> 00:06:52.720]  有時穿上新人那些的美德
[00:06:52.720 --> 00:06:55.920]  當然我們每一樣東西是逐樣逐樣細心的來學習
[00:06:55.920 --> 00:07:03.080]  但是思想本身我覺得已經有治療的作用
[00:07:03.080 --> 00:07:05.680]  但是思想本身已經有治療的作用
[00:07:05.680 --> 00:07:09.160]  上一次所講 為什麼保羅要說
[00:07:09.160 --> 00:07:13.560]  你們要思想天上的事 不要思想地上的事
[00:07:13.560 --> 00:07:19.000]  因為我們的心思意念太多集中於地上的事
[00:07:19.000 --> 00:07:23.720]  集中於地上所關注的事情
[00:07:23.720 --> 00:07:28.880]  但是如果有更多的心去思想天上的事情的時候
[00:07:28.880 --> 00:07:35.480]  我相信 但是思想本身是給我們的心靈有一種的
[00:07:35.480 --> 00:07:43.800]  重新的來去寧靜安穩和追求的目標
[00:07:43.800 --> 00:07:46.360]  保羅一開始這裡所講 他說
[00:07:46.360 --> 00:07:48.400]  其實我們是有一個特別的身份
[00:07:48.400 --> 00:07:53.560]  他說 你們既是神的選民 聖潔蒙愛的人
[00:07:53.560 --> 00:07:57.920]  雖然我們是一個罪惡的人
[00:07:57.920 --> 00:07:59.960]  我們也會是一個罪惡的世界
[00:07:59.960 --> 00:08:02.040]  這一點他才會很明白
[00:08:02.040 --> 00:08:05.960]  但是他說 保羅提到我們有一個特別的身份
[00:08:05.960 --> 00:08:07.360]  我們的身份有三方面
[00:08:07.360 --> 00:08:12.560]  第一方面 我們是被選召的
[00:08:12.560 --> 00:08:16.680]  神的選民的意思是我們是被選召的
[00:08:16.680 --> 00:08:23.920]  我們不是一些普通的人
[00:08:23.920 --> 00:08:27.040]  有時候可能小孩子的時候
[00:08:27.040 --> 00:08:32.440]  譬如舉例來講 玩打球也好 玩什麼比賽也好
[00:08:32.440 --> 00:08:38.040]  可能都玩過一些遊戲 就是說有兩個隊長出來
[00:08:38.040 --> 00:08:42.240]  然後就選人 一邊選一個
[00:08:42.240 --> 00:08:46.720]  通常是很慘的 沒有人選的那些
[00:08:46.720 --> 00:08:49.920]  去到最後都沒有人選的那些 硬是被人要的那些
[00:08:49.920 --> 00:08:52.720]  通常那些可能很差的那些
[00:08:52.720 --> 00:08:55.720]  但是被人選的那些 好像很早被人選的那些
[00:08:55.720 --> 00:08:58.280]  就很感覺到光榮 是不是
[00:08:58.280 --> 00:09:04.280]  因為被選選本身是一個榮耀來的
[00:09:04.280 --> 00:09:06.120]  你不會選一些很差的
[00:09:06.120 --> 00:09:10.840]  或者很不擅長的人進你的隊的 是不是
[00:09:10.840 --> 00:09:13.600]  你當然要選一些擅長的
[00:09:13.600 --> 00:09:17.560]  但是聖經當然 神選人是有神自己的標準
[00:09:17.560 --> 00:09:22.240]  但是在我們作為被選的人
[00:09:22.240 --> 00:09:26.920]  你是有那份的尊榮
[00:09:26.920 --> 00:09:29.520]  我們在世上 可能保羅說
[00:09:29.520 --> 00:09:33.320]  你們在世上尊貴的不多
[00:09:33.320 --> 00:09:36.920]  有智慧的不多 榮耀的不多
[00:09:36.920 --> 00:09:39.800]  但是在神的眼中
[00:09:39.800 --> 00:09:43.520]  你不要失去了你的視野
[00:09:43.520 --> 00:09:45.360]  怎樣去看自己的視野
[00:09:45.360 --> 00:09:49.520]  就是我們是被揀選的人
[00:09:49.520 --> 00:09:51.760]  我們是被揀選的人
[00:09:51.760 --> 00:09:55.680]  我們自己是有自己的權利的
[00:09:55.680 --> 00:09:58.480]  有時候有人來到誤會說
[00:09:58.480 --> 00:10:00.840]  基督徒是很自卑的
[00:10:00.840 --> 00:10:06.320]  就是每樣東西都很
[00:10:06.320 --> 00:10:08.280]  我不知道這樣說對不對
[00:10:08.280 --> 00:10:12.360]  就是自己都覺得自己很醜陋的
[00:10:12.360 --> 00:10:16.040]  所以他就要找一些位置 心靈位置
[00:10:16.040 --> 00:10:18.280]  所以就信耶穌 甚至信了耶穌之後
[00:10:18.280 --> 00:10:22.800]  所以每樣東西都看不起自己
[00:10:22.800 --> 00:10:24.240]  所以就歸榮耀給神
[00:10:24.240 --> 00:10:25.720]  這個是錯覺來的
[00:10:25.720 --> 00:10:27.720]  這個未信主的人
[00:10:27.720 --> 00:10:32.160]  他們不明白當中背後的原委
[00:10:32.160 --> 00:10:39.320]  基督徒是覺得自己是很尊貴的
[00:10:39.320 --> 00:10:45.680]  這種尊貴你看任何心理輔導的心理治療師
[00:10:45.680 --> 00:10:50.480]  有時候有些人可能心靈有些問題的時候
[00:10:50.480 --> 00:10:52.560]  心理治療師其中一樣東西
[00:10:52.560 --> 00:10:55.000]  就是讓他覺得自己很寶貴 很重要
[00:10:55.000 --> 00:10:57.000]  你的心靈有價值
[00:10:57.000 --> 00:10:59.480]  但是這種治療
[00:10:59.480 --> 00:11:00.600]  我告訴你做基督徒
[00:11:00.600 --> 00:11:02.800]  你不需要看任何心理治療師
[00:11:02.800 --> 00:11:04.440]  你應該都有
[00:11:04.440 --> 00:11:08.560]  而且是比看心理治療師更加有效
[00:11:08.560 --> 00:11:11.880]  因為我們是被神眼中
[00:11:11.880 --> 00:11:16.800]  看為尊貴而被揀選的人
[00:11:16.800 --> 00:11:19.320]  我們是被揀選的人
[00:11:19.320 --> 00:11:22.440]  在這個世界上是獨一無二
[00:11:22.440 --> 00:11:27.280]  神只是揀選基督徒
[00:11:27.280 --> 00:11:32.680]  第二 身份就是聖潔的人
[00:11:32.680 --> 00:11:38.120]  我們是有了聖潔身份的人
[00:11:38.120 --> 00:11:40.280]  可能在生活上
[00:11:40.280 --> 00:11:42.600]  我們仍然有很多瑕疵
[00:11:42.600 --> 00:11:45.120]  很多自己都覺得
[00:11:45.120 --> 00:11:47.480]  我真的離聖潔的標準很遠
[00:11:47.480 --> 00:11:54.160]  但是我們的身份本身是聖潔的人
[00:11:54.160 --> 00:12:00.000]  舉個例子 有個人他進了美國
[00:12:00.000 --> 00:12:03.600]  接著就做了美國公民
[00:12:03.600 --> 00:12:05.360]  他拿了一本護照出來
[00:12:05.360 --> 00:12:10.160]  他是美國護照 是美國籍的
[00:12:10.160 --> 00:12:13.480]  但是可能在過程當中
[00:12:13.480 --> 00:12:18.280]  他說 我還是不太懂英文
[00:12:18.280 --> 00:12:24.520]  可能對英文還是很簡單的
[00:12:24.520 --> 00:12:25.680]  只是可以應對得到
[00:12:25.680 --> 00:12:27.800]  但是基本上很多英文
[00:12:27.800 --> 00:12:31.800]  美國的生活文化都不是很懂的
[00:12:31.800 --> 00:12:34.280]  但是他是不是一個美國人呢
[00:12:34.280 --> 00:12:36.560]  絕對是 是不是
[00:12:36.560 --> 00:12:38.480]  但是你說在生活上
[00:12:38.480 --> 00:12:40.280]  能不能夠表現到美國化
[00:12:40.280 --> 00:12:41.480]  是一個美國人呢
[00:12:41.480 --> 00:12:43.960]  那又未必是 是不是
[00:12:43.960 --> 00:12:46.680]  但是在過程當中
[00:12:46.680 --> 00:12:48.840]  當然有些人做了美國人
[00:12:48.840 --> 00:12:51.920]  可能他一輩子都不想要融入美國社會
[00:12:51.920 --> 00:12:54.360]  這個是另作別論 是不是
[00:12:54.360 --> 00:12:56.040]  但是如果他是一個美國人的身份
[00:12:56.040 --> 00:12:57.880]  他想融入美國社會
[00:12:57.880 --> 00:13:01.120]  在他還不懂英文的時候
[00:13:01.120 --> 00:13:04.160]  可能他需要一個時間去學習
[00:13:04.160 --> 00:13:06.320]  去學習一下英文 是不是
[00:13:06.320 --> 00:13:08.760]  可能去Adult school 諸如此類
[00:13:08.760 --> 00:13:10.440]  去學習一下美國的文化
[00:13:10.440 --> 00:13:11.920]  看美國的電視 是不是
[00:13:11.920 --> 00:13:14.200]  不是每天都看中國劇
[00:13:14.200 --> 00:13:17.880]  都看美國劇 看美國電視 是不是
[00:13:17.880 --> 00:13:21.560]  慢慢慢慢在過程當中
[00:13:21.560 --> 00:13:24.200]  他就更成為一個美國人
[00:13:24.200 --> 00:13:26.480]  但是他之前是不是一個美國人呢
[00:13:26.480 --> 00:13:29.000]  他之前都是一個美國人 是不是
[00:13:29.000 --> 00:13:31.480]  但是他更是可以這麼說
[00:13:31.480 --> 00:13:36.360]  名副其實的是一個美國人
[00:13:36.360 --> 00:13:39.760]  大家我們都是一樣
[00:13:39.760 --> 00:13:41.480]  我們是聖潔的
[00:13:41.480 --> 00:13:43.600]  因為神揀選我們
[00:13:43.600 --> 00:13:46.160]  因為神的補血潔淨我們
[00:13:46.160 --> 00:13:47.920]  但是我們就好像那個
[00:13:47.920 --> 00:13:51.800]  不懂英文 不懂美國文化的美國人
[00:13:51.800 --> 00:13:53.840]  但是我們起步是這樣
[00:13:53.840 --> 00:13:55.520]  我們是會有進步的
[00:13:55.520 --> 00:13:59.520]  我們是應該要有進步的 是不是
[00:13:59.520 --> 00:14:02.000]  比我們更加名副其實的
[00:14:02.000 --> 00:14:05.800]  成為一個聖潔的人
[00:14:05.800 --> 00:14:09.280]  就是我們穿上新衣的目的
[00:14:09.280 --> 00:14:14.280]  第三個身份 我們是蒙愛的
[00:14:14.280 --> 00:14:18.360]  和被揀選是一樣這麼寶貴的
[00:14:18.360 --> 00:14:21.640]  就是原來我們是在這個世界上
[00:14:21.640 --> 00:14:25.600]  是有人愛我們
[00:14:25.600 --> 00:14:31.200]  是創造天地萬物的主愛我們
[00:14:31.200 --> 00:14:37.600]  有很多時候其實這種是追求被愛
[00:14:37.600 --> 00:14:41.400]  是人本性裏面的一個需要
[00:14:41.400 --> 00:14:43.440]  每個人由一出生開始
[00:14:43.440 --> 00:14:47.080]  其實他是需要覺得有人被愛的
[00:14:47.080 --> 00:14:50.800]  我之前都和大家分享過一個實驗
[00:14:50.800 --> 00:14:52.600]  就是說有一個孤兒院
[00:14:52.600 --> 00:14:57.560]  就是有一個心理學家他是接洽一間孤兒院
[00:14:57.560 --> 00:14:59.320]  去做這個實驗的
[00:14:59.320 --> 00:15:00.800]  這個實驗是怎樣的呢?
[00:15:00.800 --> 00:15:03.160]  就是將一些孤兒院
[00:15:03.160 --> 00:15:04.400]  有些沒有人要的孤兒院
[00:15:04.400 --> 00:15:06.120]  全部收養在孤兒院裏
[00:15:06.120 --> 00:15:09.240]  就分了兩組
[00:15:09.240 --> 00:15:11.040]  一組的孤兒院
[00:15:11.040 --> 00:15:15.680]  就吩咐那些照顧他的護士 看護那些
[00:15:15.680 --> 00:15:17.520]  就從來都不抱他的
[00:15:17.520 --> 00:15:19.320]  但是仍然餵奶給他吃
[00:15:19.320 --> 00:15:22.280]  仍然有什麼需要 仍然給他的
[00:15:22.280 --> 00:15:23.720]  換尿片等各樣東西
[00:15:23.720 --> 00:15:25.080]  做到足夠的 一樣的
[00:15:25.080 --> 00:15:26.240]  另外一組
[00:15:26.240 --> 00:15:28.640]  都是做同樣的東西 餵奶換尿片
[00:15:28.640 --> 00:15:31.120]  但是就會抱他的
[00:15:31.120 --> 00:15:33.960]  護士會抱他的
[00:15:33.960 --> 00:15:35.400]  這樣的
[00:15:35.400 --> 00:15:37.040]  就做個實驗
[00:15:37.040 --> 00:15:41.200]  這個實驗的結果很令人驚奇
[00:15:41.200 --> 00:15:45.400]  就是說那些從來都沒有被人抱的嬰兒
[00:15:45.400 --> 00:15:50.160]  其實那個生存率是低了的
[00:15:50.160 --> 00:15:53.760]  生存率是低了的 容易死一些的
[00:15:53.760 --> 00:15:58.320]  而那些有被人抱的
[00:15:58.320 --> 00:15:59.680]  即使有病
[00:15:59.680 --> 00:16:03.120]  他的生存能力是高一些的
[00:16:03.120 --> 00:16:05.800]  更加說這些小孩子長大的時候
[00:16:05.800 --> 00:16:10.160]  其實在性格上是很不同的
[00:16:10.160 --> 00:16:12.920]  因為沒有被愛
[00:16:12.920 --> 00:16:15.800]  即使是生存
[00:16:15.800 --> 00:16:17.760]  但是在性格上都有很多的缺陷
[00:16:17.760 --> 00:16:23.160]  很不安全 很多不安全感諸如此類
[00:16:23.160 --> 00:16:28.920]  因為被愛本身是人的需要
[00:16:28.920 --> 00:16:31.800]  在人的本性裏面
[00:16:31.800 --> 00:16:33.320]  我們都是被愛的
[00:16:33.320 --> 00:16:35.760]  當然在表現
[00:16:35.760 --> 00:16:36.920]  我們每個人都有這樣的需要
[00:16:36.920 --> 00:16:38.400]  但是在表現出來的時候
[00:16:38.400 --> 00:16:44.120]  就當然是有不同的人有不同的表現
[00:16:44.120 --> 00:16:48.120]  譬如我看過一套紀錄片
[00:16:48.120 --> 00:16:52.880]  那套紀錄片說一個很出名的明星安德里夏平
[00:16:52.880 --> 00:16:54.640]  你們聽過了
[00:16:54.640 --> 00:16:56.640]  安德里夏平說他一生
[00:16:56.640 --> 00:16:58.080]  其實他演戲很厲害
[00:16:58.080 --> 00:17:00.640]  又漂亮又美麗
[00:17:00.640 --> 00:17:03.800]  其實是萬人景仰的
[00:17:03.800 --> 00:17:05.440]  但是那套紀錄片
[00:17:05.440 --> 00:17:07.960]  他其中一件事說到
[00:17:07.960 --> 00:17:09.920]  其實安德里夏平一生
[00:17:09.920 --> 00:17:12.320]  其實他很追求被人愛
[00:17:12.320 --> 00:17:21.120]  以至到後來他的婚姻生活等各樣事情
[00:17:21.120 --> 00:17:23.440]  其實他的丈夫是很abusive(侮辱)的
[00:17:23.440 --> 00:17:28.720]  即是對他不好的
[00:17:28.720 --> 00:17:31.600]  但其實他就是因為很追求被人愛
[00:17:31.600 --> 00:17:34.360]  在這些關係當中好像不斷被人虐待
[00:17:34.360 --> 00:17:41.560]  亦都是繼續在一條不斷走下坡的路
[00:17:43.080 --> 00:17:44.840]  當然每個人的表現是不同的
[00:17:44.840 --> 00:17:48.760]  但這裏其實是反映到人性是需要被愛的
[00:17:48.760 --> 00:17:53.720]  但是聖經就說我們是有一個新的身份
[00:17:53.720 --> 00:17:56.320]  你又想一下當你被人愛
[00:17:56.320 --> 00:18:00.240]  特別是被神創造宇宙萬物的主而愛的時候
[00:18:00.240 --> 00:18:02.760]  其實這都是一個很治療
[00:18:02.760 --> 00:18:11.200]  很有治療作用的一個信息
[00:18:11.200 --> 00:18:12.840]  我不理會你
[00:18:12.840 --> 00:18:14.680]  上一節就講到
[00:18:14.680 --> 00:18:19.960]  再沒有分那些沒有學識的人
[00:18:19.960 --> 00:18:20.960]  沒有智慧的人
[00:18:20.960 --> 00:18:22.240]  甚至是野蠻人
[00:18:22.240 --> 00:18:24.680]  或者是一些主人
[00:18:24.680 --> 00:18:26.360]  奴隸
[00:18:26.360 --> 00:18:28.520]  再沒有分這些是種族
[00:18:28.520 --> 00:18:30.360]  再沒有分這些
[00:18:30.360 --> 00:18:32.160]  今天來說
[00:18:32.160 --> 00:18:35.200]  在這個世界就不斷地告訴你
[00:18:35.200 --> 00:18:36.680]  你的教育
[00:18:36.680 --> 00:18:38.200]  你的身份
[00:18:38.200 --> 00:18:39.800]  你的背景
[00:18:39.800 --> 00:18:41.520]  你的家庭環境
[00:18:41.520 --> 00:18:43.920]  就好像就已經無造
[00:18:43.920 --> 00:18:47.080]  成為你已經定了格
[00:18:47.080 --> 00:18:49.760]  是一些怎樣的人
[00:18:49.760 --> 00:18:52.800]  有些出身優越的
[00:18:52.800 --> 00:18:55.400]  或者種族是
[00:18:55.400 --> 00:18:57.000]  是某一種種族的
[00:18:57.000 --> 00:18:59.280]  就已經是注定成功的
[00:18:59.280 --> 00:19:02.240]  某一種種族的就注定失敗的
[00:19:02.240 --> 00:19:08.360]  因為你是被這個社會那樣東西已經是無造了你
[00:19:08.360 --> 00:19:11.920]  但這個是一個謊話來的
[00:19:11.920 --> 00:19:14.320]  真正無造你
[00:19:14.320 --> 00:19:18.000]  是因為你知道神是愛你
[00:19:18.000 --> 00:19:20.840]  之前那些
[00:19:20.840 --> 00:19:24.240]  的文化種族那些東西
[00:19:24.240 --> 00:19:31.240]  其實是可以抹走的
[00:19:31.240 --> 00:19:34.040]  因為有一個更大的共融
[00:19:34.040 --> 00:19:39.280]  就是神揀選聖潔和蒙愛的身份
[00:19:39.280 --> 00:19:43.880]  加諸於我們每個人的身上
[00:19:43.880 --> 00:19:45.080]  好像
[00:19:45.080 --> 00:19:48.840]  無論你以前
[00:19:48.840 --> 00:19:50.280]  不問你什麼出身
[00:19:50.280 --> 00:19:51.440]  不問你什麼背景
[00:19:51.440 --> 00:19:53.440]  不問你什麼IQ
[00:19:53.440 --> 00:19:55.760]  什麼的環境
[00:19:55.760 --> 00:20:00.800]  因為神就已經將一個最大的福氣賜給我們的時候
[00:20:00.800 --> 00:20:03.280]  我們也都是領受了這個身份的時候
[00:20:03.280 --> 00:20:06.560]  其實已經掩蓋了其他的了
[00:20:06.560 --> 00:20:09.440]  其中一樣東西我都和大英姐妹多次分享
[00:20:09.440 --> 00:20:10.680]  說過
[00:20:10.680 --> 00:20:13.240]  戴德新大家可能都聽過
[00:20:13.240 --> 00:20:16.040]  是一個影響了整個中國
[00:20:16.040 --> 00:20:19.400]  怎樣宣教士怎樣去中國
[00:20:19.400 --> 00:20:22.160]  也都是帶來了中國的
[00:20:22.160 --> 00:20:27.280]  信耶穌的歷史一個很大影響的人
[00:20:27.280 --> 00:20:31.160]  但是你猜不到戴德新是一個怎樣出身的人來的
[00:20:31.160 --> 00:20:34.880]  你以為他很敬虔的家庭環境
[00:20:34.880 --> 00:20:38.200]  學識過人
[00:20:38.200 --> 00:20:40.000]  IQ很高
[00:20:40.000 --> 00:20:42.440]  我告訴你全部都不是
[00:20:42.440 --> 00:20:46.000]  他以前那時候只是一個小小的
[00:20:46.000 --> 00:20:49.200]  讀書又不是特別出色
[00:20:49.200 --> 00:20:51.640]  考醫生其實他是考不到的
[00:20:51.640 --> 00:20:54.560]  他就是在那些藥房那裡幫人配藥
[00:20:54.560 --> 00:20:57.720]  就不是說現在那些藥劑師要讀很多書那些
[00:20:57.720 --> 00:21:03.560]  你知道醫生都做不到就要在那裡撿藥那些
[00:21:03.560 --> 00:21:08.080]  他又沒有什麼很好的家庭環境家庭背景的
[00:21:08.080 --> 00:21:10.360]  沒有錢那些更加不在話下
[00:21:10.360 --> 00:21:13.320]  他講到出糧的時候都是
[00:21:13.320 --> 00:21:18.360]  每次有些錢不夠都有的
[00:21:18.360 --> 00:21:21.120]  他做一個小的藥劑職員
[00:21:21.120 --> 00:21:24.120]  接著他想著去中國
[00:21:24.120 --> 00:21:27.160]  中國地圖中國是怎樣沒有人知道的
[00:21:27.160 --> 00:21:30.480]  他那時候沒有電視
[00:21:30.480 --> 00:21:33.480]  接著他的未婚妻
[00:21:33.480 --> 00:21:35.480]  本來都拍拖好好的
[00:21:35.480 --> 00:21:38.480]  接著他說去中國就分手了
[00:21:38.480 --> 00:21:40.480]  接著就不肯和他去
[00:21:40.480 --> 00:21:43.000]  接著他就哭了
[00:21:43.000 --> 00:21:46.680]  因為拍拖想著要結婚
[00:21:46.680 --> 00:21:48.680]  因為去中國他不肯和我去
[00:21:48.680 --> 00:21:57.920]  接著就單身一呎一呎的自己走去中國
[00:21:57.920 --> 00:21:59.920]  去到中國的時候
[00:21:59.920 --> 00:22:01.920]  去到那些
[00:22:01.920 --> 00:22:07.720]  其實他沒去中國之前他要考那些宣教機構
