
[00:00:00.000 --> 00:00:03.000]  今早我們講的題目是
[00:02:52.000 --> 00:02:58.000]  如果今天去引申到我們在現今的生活
[00:02:58.000 --> 00:02:59.000]  可能你是做工作
[00:02:59.000 --> 00:03:00.000]  你是人的下屬
[00:03:00.000 --> 00:03:04.000]  或者你是在家裏要信服上面的
[00:03:04.000 --> 00:03:06.000]  或者在某個制度下
[00:03:06.000 --> 00:03:09.000]  某個管理下你要信服上面的
[00:03:09.000 --> 00:03:13.000]  這個正是我們應該去
[00:03:13.000 --> 00:03:17.000]  進行神的一個真理原則
[00:03:17.000 --> 00:03:19.000]  因為當時的社會
[00:03:19.000 --> 00:03:20.000]  這些人錯誤的觀念
[00:03:20.000 --> 00:03:23.000]  引起反而帶來教會的麻煩
[00:03:23.000 --> 00:03:27.000]  以及讓更多的人評擊基督徒
[00:03:27.000 --> 00:03:32.000]  所以彼得在這裏提醒我們屬主的人
[00:03:32.000 --> 00:03:33.000]  天上的國民
[00:03:33.000 --> 00:03:35.000]  我們在地上見證的時候
[00:03:35.000 --> 00:03:37.000]  我們要留心這方面
[00:03:37.000 --> 00:03:41.000]  我們讀經文在第二章十八至二十五節
[00:03:41.000 --> 00:03:43.000]  請大家一起讀
[00:03:43.000 --> 00:03:45.000]  你們作僕人的
[00:03:45.000 --> 00:03:48.000]  凡事要存敬畏的心
[00:03:48.000 --> 00:03:49.000]  信服主人
[00:03:49.000 --> 00:03:52.000]  不但信服那善良溫和的
[00:03:52.000 --> 00:03:56.000]  就是那拐癖的也要信服
[00:03:56.000 --> 00:04:00.000]  同樣有人為叫良心對得住上帝
[00:04:00.000 --> 00:04:03.000]  就忍受冤屈的苦楚
[00:04:03.000 --> 00:04:06.000]  這是可喜愛的
[00:04:06.000 --> 00:04:07.000]  第二十節
[00:04:07.000 --> 00:04:10.000]  你們若因犯罪受責打
[00:04:10.000 --> 00:04:13.000]  能忍耐有什麼可誇的呢?
[00:04:13.000 --> 00:04:17.000]  但你們若因行善受苦
[00:04:17.000 --> 00:04:18.000]  能忍耐
[00:04:18.000 --> 00:04:22.000]  這在上帝看是可喜愛的
[00:04:22.000 --> 00:04:25.000]  你們蒙召完事為止
[00:04:25.000 --> 00:04:28.000]  因基督也為你們受過苦
[00:04:28.000 --> 00:04:31.000]  給你們留下榜樣
[00:04:31.000 --> 00:04:35.000]  叫你們跟隨他的腳蹤行
[00:04:35.000 --> 00:04:37.000]  他並沒有犯罪
[00:04:37.000 --> 00:04:40.000]  口裡也沒有詭詐
[00:04:40.000 --> 00:04:42.000]  他被罵不還口
[00:04:42.000 --> 00:04:45.000]  受害不算威嚇的話
[00:04:45.000 --> 00:04:51.000]  只將自己交託那按公義審判人的主
[00:04:51.000 --> 00:04:52.000]  二十四節
[00:04:52.000 --> 00:04:54.000]  他被掛在木頭上
[00:04:54.000 --> 00:04:57.000]  親身擔當了我們的罪
[00:04:57.000 --> 00:05:00.000]  使我們既然在罪上死
[00:05:00.000 --> 00:05:03.000]  就得以在義上活
[00:05:03.000 --> 00:05:05.000]  因他受的鞭傷
[00:05:05.000 --> 00:05:07.000]  你們便得了醫治
[00:05:07.000 --> 00:05:11.000]  你們從前好像迷路的羊
[00:05:11.000 --> 00:05:18.000]  如今卻歸到你們靈魂的木人監督了
[00:05:18.000 --> 00:05:22.000]  雖然初期教會沒有宣揚
[00:05:22.000 --> 00:05:26.000]  推翻羅馬政府這個帝國
[00:05:26.000 --> 00:05:29.000]  沒有顛覆奴隸的制度
[00:05:29.000 --> 00:05:32.000]  但事實上因為福音的見證
[00:05:32.000 --> 00:05:35.000]  基督徒就是透過這些見證
[00:05:35.000 --> 00:05:46.000]  最終羅馬帝國和殘酷的奴隸制度瓦解
[00:05:46.000 --> 00:05:48.000]  但他們不是用武力
[00:05:48.000 --> 00:05:50.000]  也不是用反抗
[00:05:50.000 --> 00:05:54.000]  而是用見證和愛的力量
[00:05:54.000 --> 00:05:57.000]  今天我們已經不是這個時代
[00:05:57.000 --> 00:05:59.000]  當然沒有奴隸的制度
[00:05:59.000 --> 00:06:03.000]  反過來可能那些僕人比主人還兇
[00:06:03.000 --> 00:06:05.000]  時常都見到
[00:06:05.000 --> 00:06:07.000]  但無論如何
[00:06:07.000 --> 00:06:11.000]  如果神安排我們作為要信服上面的
[00:06:11.000 --> 00:06:13.000]  無論是家庭也好
[00:06:13.000 --> 00:06:15.000]  在工作地方也好
[00:06:15.000 --> 00:06:16.000]  教會也好
[00:06:16.000 --> 00:06:17.000]  社區也好
[00:06:17.000 --> 00:06:19.000]  在侍奉的崗位也好
[00:06:19.000 --> 00:06:24.000]  我們都要學習做一個信服的僕人
[00:06:24.000 --> 00:06:28.000]  因為事實上作為僕人是一個見證
[00:06:28.000 --> 00:06:31.000]  僕人是耶穌基督帶給我們的榜樣
[00:06:31.000 --> 00:06:33.000]  所以今天我們都是這樣
[00:06:33.000 --> 00:06:35.000]  來做一個以僕人的心
[00:06:35.000 --> 00:06:37.000]  不單止是服事
[00:06:37.000 --> 00:06:40.000]  而且是一個信服的心去服事
[00:06:40.000 --> 00:06:42.000]  我們看到
[00:06:42.000 --> 00:06:48.000]  這個不是見到好的人
[00:06:48.000 --> 00:06:49.000]  你才信服
[00:06:49.000 --> 00:06:50.000]  剛才我讀了經文
[00:06:50.000 --> 00:06:51.000]  我再看看
[00:06:51.000 --> 00:06:53.000]  甚至有些不是那麼好的
[00:06:53.000 --> 00:06:56.000]  我們都以我們的見證
[00:06:56.000 --> 00:06:58.000]  和因為基督的緣故
[00:06:58.000 --> 00:07:01.000]  來活出我們信服的表現
[00:07:01.000 --> 00:07:05.000]  意思是我們做回我們應有的工作
[00:07:05.000 --> 00:07:07.000]  和我們份內的事
[00:07:07.000 --> 00:07:10.000]  如果我們是在外面工作的
[00:07:10.000 --> 00:07:12.000]  我們就因為受公教
[00:07:12.000 --> 00:07:14.000]  更加誠實地做工
[00:07:14.000 --> 00:07:15.000]  既然上級這樣安排
[00:07:15.000 --> 00:07:19.000]  我們就照我們應該去做的
[00:07:19.000 --> 00:07:21.000]  來履行我們的職任
[00:07:21.000 --> 00:07:24.000]  這些都是概括我們看到
[00:07:24.000 --> 00:07:26.000]  當時的社會
[00:07:26.000 --> 00:07:29.000]  和帶給我們今天的關係
[00:07:29.000 --> 00:07:32.000]  我們怎樣能夠做到一個信服的僕人呢?
[00:07:32.000 --> 00:07:33.000]  這裡有幾方面
[00:07:33.000 --> 00:07:35.000]  第一,我們看到經文給我們指示
[00:07:35.000 --> 00:07:38.000]  就是以敬畏神的態度去信服人
[00:07:38.000 --> 00:07:40.000]  這個才有敬畏神的心
[00:07:40.000 --> 00:07:42.000]  然後可以去信服人
[00:07:42.000 --> 00:07:44.000]  第十八節
[00:07:44.000 --> 00:07:46.000]  「你們作僕人的
[00:07:46.000 --> 00:07:49.000]  凡事要傳敬畏的心信服主人
[00:07:49.000 --> 00:07:51.000]  不但信服那善良溫和的
[00:07:51.000 --> 00:07:55.000]  就是那詭僻的也要信服」
[00:07:55.000 --> 00:07:57.000]  這個中文翻譯
[00:07:57.000 --> 00:07:59.000]  敬畏的心不是最清楚
[00:07:59.000 --> 00:08:01.000]  所以我給大家看英文
[00:08:01.000 --> 00:08:05.000]  Slaves in reverence fear of God
[00:08:05.000 --> 00:08:08.000]  所以這裡很清楚是敬畏神的意思
[00:08:08.000 --> 00:08:09.000]  所以敬畏神
[00:08:09.000 --> 00:08:11.000]  當我們敬畏神的時候
[00:08:11.000 --> 00:08:13.000]  我們就來信服
[00:08:13.000 --> 00:08:15.000]  Submit yourself to your masters
[00:08:15.000 --> 00:08:18.000]  Not only to those who are good and considerate
[00:08:18.000 --> 00:08:21.000]  But also to those who are harsh
[00:08:21.000 --> 00:08:23.000]  對於基督徒來說
[00:08:23.000 --> 00:08:26.000]  這是一個很清楚的關係
[00:08:26.000 --> 00:08:28.000]  先與神的關係正確
[00:08:28.000 --> 00:08:32.000]  然後我們就與人的關係可以調和
[00:08:32.000 --> 00:08:36.000]  如果我們只是憑著人的關係做出發點
[00:08:36.000 --> 00:08:38.000]  我們就沒有力量
[00:08:38.000 --> 00:08:39.000]  或者我們會氣餒
[00:08:39.000 --> 00:08:41.000]  或者我們會做著做著
[00:08:41.000 --> 00:08:43.000]  不是因為神的緣故
[00:08:43.000 --> 00:08:45.000]  這裡很清楚給我們看見
[00:08:45.000 --> 00:08:47.000]  他是與神的關係先的
[00:08:47.000 --> 00:08:49.000]  先是敬畏神
[00:08:49.000 --> 00:08:53.000]  「凡事要存敬畏神的心」
[00:08:53.000 --> 00:08:56.000]  「凡事要存敬畏神的心」
[00:08:56.000 --> 00:08:58.000]  所以這裡其實有一個意思
[00:08:58.000 --> 00:09:00.000]  就是我們尊重神的安排
[00:09:00.000 --> 00:09:02.000]  因為既然敬畏神
[00:09:02.000 --> 00:09:03.000]  即是說
[00:09:03.000 --> 00:09:06.000]  「神啊,你為什麼要把我放在這個人下面」
[00:09:06.000 --> 00:09:07.000]  「我不服」
[00:09:07.000 --> 00:09:09.000]  「我反抗」
[00:09:09.000 --> 00:09:11.000]  「我唱反調」
[00:09:11.000 --> 00:09:15.000]  或者專門不信服
[00:09:15.000 --> 00:09:18.000]  不是,他先尊重神
[00:09:18.000 --> 00:09:19.000]  因為尊重神的安排
[00:09:19.000 --> 00:09:21.000]  所以既然神的安排
[00:09:21.000 --> 00:09:23.000]  我就先敬畏神的心
[00:09:23.000 --> 00:09:24.000]  以敬畏神的心
[00:09:24.000 --> 00:09:26.000]  我就能夠去信服
[00:09:26.000 --> 00:09:28.000]  無論這個人是怎樣也好
[00:09:28.000 --> 00:09:29.000]  所以這裡說
[00:09:29.000 --> 00:09:33.000]  他無論是善良溫和的
[00:09:33.000 --> 00:09:36.000]  或者甚至是拐癖的
[00:09:36.000 --> 00:09:38.000]  英文翻譯就很清楚
[00:09:38.000 --> 00:09:40.000]  「Good and considerate」
[00:09:40.000 --> 00:09:42.000]  有沒有遇過這麼好的上司?
[00:09:42.000 --> 00:09:44.000]  有沒有在工作也好
[00:09:44.000 --> 00:09:47.000]  或者家裏的人也好
[00:09:47.000 --> 00:09:49.000]  或者同學也好
[00:09:49.000 --> 00:09:53.000]  或者教會的帶領
[00:09:53.000 --> 00:09:54.000]  有些人真的很好
[00:09:54.000 --> 00:09:55.000]  很considerate
[00:09:55.000 --> 00:09:58.000]  他經常都想到你的需要
[00:09:58.000 --> 00:10:00.000]  很好人
[00:10:00.000 --> 00:10:02.000]  這樣的人你都不信服
[00:10:02.000 --> 00:10:03.000]  真是抵打了
[00:10:03.000 --> 00:10:05.000]  但是人就很奇怪
[00:10:05.000 --> 00:10:08.000]  有時候越好人就越怎樣?
[00:10:08.000 --> 00:10:10.000]  越欺負他
[00:10:10.000 --> 00:10:11.000]  很糟糕
[00:10:11.000 --> 00:10:13.000]  所以這個也是一個問題
[00:10:13.000 --> 00:10:16.000]  所謂欺善怕惡
[00:10:16.000 --> 00:10:19.000]  所以有些事情弄到要惡一點
[00:10:19.000 --> 00:10:20.000]  唯有
[00:10:20.000 --> 00:10:22.000]  因為善就不行了
[00:10:22.000 --> 00:10:24.000]  反而上司越好
[00:10:24.000 --> 00:10:26.000]  他就越佔他便宜
[00:10:26.000 --> 00:10:28.000]  這種叫藐視神
[00:10:28.000 --> 00:10:31.000]  因為他已經安排了這麼好的給你
[00:10:31.000 --> 00:10:32.000]  你都不珍惜
[00:10:32.000 --> 00:10:34.000]  那是不是藐視神呢?
[00:10:34.000 --> 00:10:35.000]  反過來
[00:10:35.000 --> 00:10:39.000]  如果他說這個是很harsh的
[00:10:39.000 --> 00:10:41.000]  很拐癖的
[00:10:41.000 --> 00:10:43.000]  那怎麼辦呢?
[00:10:43.000 --> 00:10:44.000]  他說不是
[00:10:44.000 --> 00:10:46.000]  如果你尊敬神
[00:10:46.000 --> 00:10:50.000]  你仍然可以去信服他
[00:10:50.000 --> 00:10:52.000]  不知道大家在工作上
[00:10:52.000 --> 00:10:53.000]  或者以前有沒有這樣的經驗
[00:10:53.000 --> 00:10:56.000]  曾經遇過一些很harsh的上司
[00:10:56.000 --> 00:10:58.000]  我記得司網俠頭
[00:10:58.000 --> 00:11:00.000]  以前曾經遇過
[00:11:00.000 --> 00:11:02.000]  有一個我聽他說的時候
[00:11:02.000 --> 00:11:04.000]  真是很糟糕
[00:11:04.000 --> 00:11:05.000]  很差
[00:11:05.000 --> 00:11:08.000]  怎樣差都不及
[00:11:08.000 --> 00:11:10.000]  有一個出了名
[00:11:10.000 --> 00:11:14.000]  叫Mike Davis
[00:11:14.000 --> 00:11:17.000]  他的花名叫Tiger Mike
[00:11:17.000 --> 00:11:20.000]  即是老虎Mike
[00:11:20.000 --> 00:11:21.000]  這個人是甚麼呢?
[00:11:21.000 --> 00:11:22.000]  其實他是出身很寒微的
[00:11:22.000 --> 00:11:24.000]  他是做司機開始的
[00:11:24.000 --> 00:11:28.000]  但他後來慢慢就去了Houston
[00:11:28.000 --> 00:11:36.000]  成為了一個自然原油的大富商
[00:11:36.000 --> 00:11:37.000]  你知道一開發
[00:11:37.000 --> 00:11:38.000]  買了大地
[00:11:38.000 --> 00:11:41.000]  接著就有這些原油
[00:11:41.000 --> 00:11:43.000]  接著越做越大
[00:11:43.000 --> 00:11:46.000]  結果他成為一個非常大的富戶
[00:11:46.000 --> 00:11:48.000]  管理很多員工
[00:11:48.000 --> 00:11:49.000]  不過很可惜
[00:11:49.000 --> 00:11:50.000]  他有一個臭名遠播
[00:11:50.000 --> 00:11:54.000]  可以說是全世界最差的老闆
[00:11:54.000 --> 00:11:57.000]  這個叫Tiger Mike
[00:11:57.000 --> 00:11:58.000]  怎樣令人討厭呢?
[00:11:58.000 --> 00:12:01.000]  因為他對員工非常刻薄
[00:12:01.000 --> 00:12:04.000]  他回到公司的地方
[00:12:04.000 --> 00:12:07.000]  絕對不容許任何人背後說閒話
[00:12:07.000 --> 00:12:12.000]  以及不容許有任何多言多語
[00:12:12.000 --> 00:12:14.000]  所以他有個牌子寫著
[00:12:14.000 --> 00:12:17.000]  Do your jobs and keep your mouth shut
[00:12:17.000 --> 00:12:20.000]  這個牌子就在公司那裏
[00:12:20.000 --> 00:12:23.000]  久不久就發這些訊息給別人
[00:12:23.000 --> 00:12:24.000]  不准說話
[00:12:24.000 --> 00:12:26.000]  只要做事
[00:12:26.000 --> 00:12:29.000]  所以就很苛刻
[00:12:29.000 --> 00:12:32.000]  另外有一個規矩
[00:12:32.000 --> 00:12:34.000]  他的公司這麼大
[00:12:34.000 --> 00:12:36.000]  我們都做過外面的工作
[00:12:36.000 --> 00:12:40.000]  甚至教會都有生日我們慶祝
[00:12:40.000 --> 00:12:41.000]  雖然不是每個月
[00:12:41.000 --> 00:12:42.000]  不是每個星期
[00:12:42.000 --> 00:12:44.000]  有時三個月一次
[00:12:44.000 --> 00:12:49.000]  但是他說嚴厲禁止任何生日慶祝
[00:12:49.000 --> 00:12:52.000]  這些老闆真是很差
[00:12:52.000 --> 00:12:55.000]  連提Happy Birthday都不行
[00:12:55.000 --> 00:12:58.000]  不要說有生日卡
[00:12:58.000 --> 00:12:59.000]  更加不可以開Party
[00:12:59.000 --> 00:13:00.000]  因為這個是公司
[00:13:00.000 --> 00:13:02.000]  公司不可以有任何私人的事
[00:13:02.000 --> 00:13:05.000]  你回來就是全部做公司的事
[00:13:05.000 --> 00:13:11.000]  之間任何的私人的事都不可以容許
[00:13:11.000 --> 00:13:12.000]  其實這個當然是
[00:13:12.000 --> 00:13:16.000]  今天越來越違反這些管理的守則
[00:13:16.000 --> 00:13:19.000]  因為最重要其實就是對工
[00:13:19.000 --> 00:13:21.000]  但是他就缺乏了這個想法
[00:13:21.000 --> 00:13:24.000]  還有他更討人厭的是
[00:13:24.000 --> 00:13:26.000]  只有我有這個特權
[00:13:26.000 --> 00:13:28.000]  所有員工都沒有這個特權
[00:13:28.000 --> 00:13:31.000]  為什麼?因為我和你不同
[00:13:31.000 --> 00:13:33.000]  所以這個是非常的苛刻
[00:13:33.000 --> 00:13:37.000]  非常令人討厭的一個老闆
[00:13:37.000 --> 00:13:40.000]  有沒有遇過這樣的老闆?
[00:13:40.000 --> 00:13:41.000]  沒有吧?
[00:13:41.000 --> 00:13:46.000]  這個The World's Worst Boss
[00:13:46.000 --> 00:13:47.000]  如果我們是做老闆
[00:13:47.000 --> 00:13:48.000]  希望我們不會這樣
[00:13:48.000 --> 00:13:51.000]  或者我們做員工
[00:13:51.000 --> 00:13:54.000]  他說有一個Florida State University
[00:13:54.000 --> 00:13:58.000]  在佛羅里達州的一個州立大學
[00:13:58.000 --> 00:14:00.000]  曾經做過研究
[00:14:00.000 --> 00:14:02.000]  他說究竟那些員工
[00:14:02.000 --> 00:14:06.000]  對於那些苛刻和很不好的老闆
[00:14:06.000 --> 00:14:08.000]  通常的做法是怎樣的呢?
[00:14:08.000 --> 00:14:10.000]  所以他們就做了一個研究
[00:14:10.000 --> 00:14:11.000]  訪問很多不同的人
[00:14:11.000 --> 00:14:13.000]  這些老闆包括什麼呢?
[00:14:13.000 --> 00:14:16.000]  就是員工問他的事他不回答他
[00:14:16.000 --> 00:14:18.000]  寫電郵給他不回覆他
[00:14:18.000 --> 00:14:21.000]  事實上把他放下
[00:14:21.000 --> 00:14:23.000]  就是說你沒用的
[00:14:23.000 --> 00:14:25.000]  你有錯
[00:14:25.000 --> 00:14:29.000]  經常都指出他們的錯的地方
[00:14:29.000 --> 00:14:31.000]  說他們是不行的
[00:14:31.000 --> 00:14:33.000]  還有就是
[00:14:33.000 --> 00:14:35.000]  你答應過員工的事不執行
[00:14:35.000 --> 00:14:37.000]  譬如你做好這件事
[00:14:37.000 --> 00:14:38.000]  我就加獎你
[00:14:38.000 --> 00:14:39.000]  或者怎樣怎樣
[00:14:39.000 --> 00:14:41.000]  就會有什麼好後果
[00:14:41.000 --> 00:14:43.000]  結果只有一個「講」字
[00:14:43.000 --> 00:14:49.000]  又不去履行他答應員工要做的事
[00:14:49.000 --> 00:14:51.000]  所以這些老闆
[00:14:51.000 --> 00:14:54.000]  那些員工的反應是怎樣的呢?
[00:14:54.000 --> 00:14:56.000]  這個大學就做了這個研究
[00:14:56.000 --> 00:14:58.000]  發現有幾種方法
[00:14:58.000 --> 00:15:00.000]  有三成的員工用什麼方法呢?
[00:15:00.000 --> 00:15:03.000]  就是slow down production
[00:15:03.000 --> 00:15:04.000]  deliberately
[00:15:04.000 --> 00:15:06.000]  就是說故意做慢一點
[00:15:06.000 --> 00:15:07.000]  豈有此理
[00:15:07.000 --> 00:15:09.000]  你叫我要交貨
[00:15:09.000 --> 00:15:12.000]  我故意過限期不交給你
[00:15:12.000 --> 00:15:14.000]  或者故意做錯事
[00:15:14.000 --> 00:15:17.000]  令到老闆頭痛
[00:15:17.000 --> 00:15:19.000]  弄些東西出來是不對的
[00:15:19.000 --> 00:15:21.000]  數字不對的
[00:15:21.000 --> 00:15:22.000]  對不起
[00:15:22.000 --> 00:15:23.000]  弄錯了
[00:15:23.000 --> 00:15:24.000]  其實是故意的
[00:15:24.000 --> 00:15:26.000]  這個作為反抗
[00:15:26.000 --> 00:15:28.000]  這些壞老闆
[00:15:28.000 --> 00:15:30.000]  有三成的員工就用這個方法
[00:15:30.000 --> 00:15:31.000]  另外有三成的員工
[00:15:31.000 --> 00:15:32.000]  就是怎樣呢?
[00:15:32.000 --> 00:15:35.000]  就是經常take sick day leave
[00:15:35.000 --> 00:15:36.000]  我病了
[00:15:36.000 --> 00:15:37.000]  不上班
[00:15:37.000 --> 00:15:40.000]  所以最緊張的那段時間
[00:15:40.000 --> 00:15:41.000]  大家踢腳的時候
[00:15:41.000 --> 00:15:43.000]  他說老闆我不上班
[00:15:43.000 --> 00:15:44.000]  今天病了
[00:15:44.000 --> 00:15:46.000]  所以沒有他扶
[00:15:46.000 --> 00:15:49.000]  所以有三成的員工用這個方法
[00:15:49.000 --> 00:15:51.000]  另外有接近三成
[00:15:51.000 --> 00:15:52.000]  27%的員工
[00:15:52.000 --> 00:15:53.000]  就是怎樣呢?
[00:15:53.000 --> 00:15:55.000]  就是跟老闆
[00:15:55.000 --> 00:15:59.000]  公事就盡量做好就算了
[00:15:59.000 --> 00:16:01.000]  跟他一點瓜葛都沒有
[00:16:01.000 --> 00:16:02.000]  你在這裡我就走
[00:16:02.000 --> 00:16:04.000]  多說一句都沒用
[00:16:04.000 --> 00:16:07.000]  這些就是另外一種叫avoiding
[00:16:07.000 --> 00:16:11.000]  另外有接近四分之一的人
[00:16:11.000 --> 00:16:14.000]  就是故意上班就遲到
[00:16:14.000 --> 00:16:17.000]  人人都在這裡
[00:16:17.000 --> 00:16:19.000]  他又故意遲來
[00:16:19.000 --> 00:16:21.000]  take break
[00:16:21.000 --> 00:16:23.000]  應該每人15分鐘
[00:16:23.000 --> 00:16:25.000]  半小時
[00:16:25.000 --> 00:16:27.000]  午餐就兩個小時才回來
[00:16:27.000 --> 00:16:29.000]  差不多薄炒
[00:16:29.000 --> 00:16:32.000]  所以這些就是另外消極的方法
[00:16:32.000 --> 00:16:34.000]  所以我們發覺原來在這個世界裡
[00:16:34.000 --> 00:16:36.000]  的確有很多這些
[00:16:36.000 --> 00:16:38.000]  有這些壞的老闆
[00:16:38.000 --> 00:16:40.000]  也有這些反抗的員工
[00:16:40.000 --> 00:16:41.000]  為什麼呢?
[00:16:41.000 --> 00:16:43.000]  原來人性都是這樣的
[00:16:43.000 --> 00:16:45.000]  就是我們
[00:16:45.000 --> 00:16:47.000]  你對我壞些什麼
[00:16:47.000 --> 00:16:49.000]  我對你更壞
[00:16:49.000 --> 00:16:50.000]  或者以報仇的方法
[00:16:50.000 --> 00:16:52.000]  或者以敵對的方法
[00:16:52.000 --> 00:16:54.000]  但在這裡我們看到
[00:16:54.000 --> 00:16:56.000]  在當時的
[00:16:56.000 --> 00:16:58.000]  甚至奴隸的制度下
[00:16:58.000 --> 00:17:00.000]  彼得來勸勉這些
[00:17:00.000 --> 00:17:02.000]  作為基督徒的
[00:17:02.000 --> 00:17:04.000]  教會的弟兄姊妹
[00:17:04.000 --> 00:17:06.000]  我們要全敬畏的心
[00:17:06.000 --> 00:17:08.000]  去馴服
[00:17:08.000 --> 00:17:10.000]  當然這個馴服不是那些
[00:17:10.000 --> 00:17:12.000]  違反道德或者違反法律
[00:17:12.000 --> 00:17:14.000]  老闆叫我這樣做
[00:17:14.000 --> 00:17:16.000]  但是違反法律的
[00:17:16.000 --> 00:17:18.000]  違反道德的或者違反信仰原則的
[00:17:18.000 --> 00:17:20.000]  這個當然就是
[00:17:20.000 --> 00:17:22.000]  我們不去遵從或者不去馴服
[00:17:22.000 --> 00:17:24.000]  但很多時候不是的
[00:17:24.000 --> 00:17:26.000]  只不過是我們的態度
[00:17:26.000 --> 00:17:28.000]  我們是否仍然
[00:17:28.000 --> 00:17:30.000]  以一種積極的態度
[00:17:30.000 --> 00:17:32.000]  和尊敬神安排的崗位
[00:17:32.000 --> 00:17:34.000]  我守好
[00:17:34.000 --> 00:17:36.000]  我應該守的崗位
[00:17:36.000 --> 00:17:38.000]  所以在哥羅西書
[00:17:38.000 --> 00:17:40.000]  這是保羅的書信
[00:17:40.000 --> 00:17:42.000]  保羅也有同樣的勸勉
[00:17:42.000 --> 00:17:44.000]  哥羅西書的第三章22節
[00:17:44.000 --> 00:17:46.000]  我們一起讀
[00:17:46.000 --> 00:18:01.000]  你們作僕人的,要凡是聽從你們肉身的主人,不要只在眼前侍奉,像是土人喜歡的,總要全心誠實敬畏主。
[00:18:01.000 --> 00:18:03.000]  所以同樣這個道理
[00:18:03.000 --> 00:18:05.000]  所以無論彼得或者保羅
[00:18:05.000 --> 00:18:07.000]  都有一個很重要的
[00:18:07.000 --> 00:18:09.000]  教導或者我們基督徒
