
[00:00:00.000 --> 00:00:08.000]  各位姐妹又讀聖經,一起看看在聖經的人物與故事後面上帝是怎樣的
[00:05:04.000 --> 00:05:06.000]  就是這樣
[00:05:06.000 --> 00:05:09.000]  這個大家知不知道清不清楚
[00:05:09.000 --> 00:05:12.000]  我都在google剪下來
[00:05:12.000 --> 00:05:14.000]  這個麥水的麥子
[00:05:14.000 --> 00:05:17.000]  大麥的麥粒是大粒很多
[00:05:17.000 --> 00:05:19.000]  很緊密的
[00:05:19.000 --> 00:05:22.000]  而且大麥有很多很長的鬚
[00:05:22.000 --> 00:05:25.000]  下一張看得清楚一點
[00:05:25.000 --> 00:05:28.000]  正好一張是乾的麥子
[00:05:28.000 --> 00:05:31.000]  很多時候要插進去做裝飾
[00:05:31.000 --> 00:05:33.000]  這樣就不能用了
[00:05:33.000 --> 00:05:35.000]  這些就是水子
[00:05:35.000 --> 00:05:38.000]  左右左右的麥子
[00:05:38.000 --> 00:05:40.000]  很長的鬚
[00:05:40.000 --> 00:05:43.000]  多數是一支
[00:05:43.000 --> 00:05:46.000]  都不會有很多七條麥水
[00:05:46.000 --> 00:05:48.000]  這一條麥水
[00:05:48.000 --> 00:05:49.000]  一條麥水
[00:05:49.000 --> 00:05:51.000]  為什麼這些那麼青
[00:05:51.000 --> 00:05:54.000]  不是黃的,青即是未熟
[00:05:54.000 --> 00:05:56.000]  有麥水,不過未熟
[00:05:56.000 --> 00:05:58.000]  裏面還是軟軟的
[00:05:58.000 --> 00:06:00.000]  還是翼翼的
[00:06:00.000 --> 00:06:03.000]  要在秋天乾一點收水
[00:06:03.000 --> 00:06:05.000]  曬久一點,熟了
[00:06:05.000 --> 00:06:08.000]  再久一點,一落秋雨又浸爛了
[00:06:08.000 --> 00:06:10.000]  所以要及時收乾
[00:06:10.000 --> 00:06:12.000]  不收乾就沒有了
[00:06:12.000 --> 00:06:14.000]  所以聖經都說
[00:06:14.000 --> 00:06:16.000]  去有莊稼多,收稼的人少
[00:06:16.000 --> 00:06:19.000]  一片田地
[00:06:19.000 --> 00:06:21.000]  莊稼熟了
[00:06:21.000 --> 00:06:22.000]  你不收得切
[00:06:22.000 --> 00:06:24.000]  落秋雨浸了之後
[00:06:24.000 --> 00:06:27.000]  濕透水就會爛了
[00:06:27.000 --> 00:06:29.000]  不能吃了
[00:06:29.000 --> 00:06:31.000]  綠色我特地想
[00:06:31.000 --> 00:06:34.000]  在這張Google找到給大家看看
[00:06:34.000 --> 00:06:36.000]  剛剛如果是三月份
[00:06:36.000 --> 00:06:39.000]  或者四月份過完魚節
[00:06:39.000 --> 00:06:42.000]  魚節是星期四晚
[00:06:42.000 --> 00:06:44.000]  吃魚節晚餐
[00:06:44.000 --> 00:06:47.000]  星期五,即是星期四的魚節晚餐
[00:06:47.000 --> 00:06:49.000]  也是最後晚餐,主耶穌
[00:06:49.000 --> 00:06:51.000]  然後星期五主耶穌釘十字架
[00:06:51.000 --> 00:06:53.000]  星期六,星期日
[00:06:53.000 --> 00:06:55.000]  就是復活主日
[00:06:55.000 --> 00:06:57.000]  而復活主日很多時候
[00:06:57.000 --> 00:06:59.000]  會慶祝初熟節
[00:06:59.000 --> 00:07:01.000]  剛好就是
[00:07:01.000 --> 00:07:04.000]  多倫多前書十五章第二十字
[00:07:04.000 --> 00:07:07.000]  主耶穌成為睡鳥之人
[00:07:07.000 --> 00:07:09.000]  初熟的果子
[00:07:09.000 --> 00:07:11.000]  而那個復活節主日
[00:07:11.000 --> 00:07:13.000]  也是初熟節
[00:07:13.000 --> 00:07:14.000]  這麼應驗的
[00:07:14.000 --> 00:07:15.000]  初熟是什麼呢?
[00:07:15.000 --> 00:07:17.000]  初熟的意思就是
[00:07:17.000 --> 00:07:21.000]  有很多還是綠色的墨水
[00:07:21.000 --> 00:07:22.000]  綠色的
[00:07:22.000 --> 00:07:24.000]  即是說它已經出來了
[00:07:24.000 --> 00:07:25.000]  不過還未熟
[00:07:25.000 --> 00:07:28.000]  要再過多五十天左右
[00:07:28.000 --> 00:07:29.000]  五旬
[00:07:29.000 --> 00:07:31.000]  就是七七節的時候就收割了
[00:07:31.000 --> 00:07:32.000]  已經熟了
[00:07:32.000 --> 00:07:34.000]  這個就是濕了的
[00:07:34.000 --> 00:07:36.000]  初熟節用的
[00:07:36.000 --> 00:07:38.000]  見到的時候的墨水
[00:07:38.000 --> 00:07:41.000]  好了,全部是綠色的
[00:07:41.000 --> 00:07:44.000]  初熟節就是慶祝這件事
[00:07:44.000 --> 00:07:45.000]  全部是綠色的
[00:07:45.000 --> 00:07:48.000]  初熟這個字就是綠的
[00:07:48.000 --> 00:07:49.000]  這個意思
[00:07:49.000 --> 00:07:50.000]  好了
[00:07:50.000 --> 00:07:53.000]  隨後長了七個水子
[00:07:53.000 --> 00:07:57.000]  又細弱又被東風吹招
[00:07:57.000 --> 00:08:01.000]  東風哪裡來呢?
[00:08:01.000 --> 00:08:03.000]  你想像一下埃及地圖
[00:08:03.000 --> 00:08:08.000]  東風即是說在西乃礦野那邊
[00:08:08.000 --> 00:08:10.000]  吹過來的熱風
[00:08:10.000 --> 00:08:13.000]  乾燥兼炎熱
[00:08:13.000 --> 00:08:16.000]  這樣吹,墨紙就會乾了
[00:08:16.000 --> 00:08:18.000]  燒焦
[00:08:18.000 --> 00:08:19.000]  燒焦當然了
[00:08:19.000 --> 00:08:22.000]  五十度攝氏
[00:08:22.000 --> 00:08:25.000]  我們去聖地的時候
[00:08:25.000 --> 00:08:27.000]  如果夏天去
[00:08:27.000 --> 00:08:28.000]  七八月的人去
[00:08:28.000 --> 00:08:29.000]  即是五十度
[00:08:29.000 --> 00:08:31.000]  最少
[00:08:31.000 --> 00:08:32.000]  不是很大汗
[00:08:32.000 --> 00:08:34.000]  因為很乾
[00:08:34.000 --> 00:08:36.000]  所以一出汗就沒有了
[00:08:36.000 --> 00:08:38.000]  很辛苦的
[00:08:38.000 --> 00:08:40.000]  於是長得又不好
[00:08:40.000 --> 00:08:42.000]  再加上被東風吹招
[00:08:42.000 --> 00:08:45.000]  那些細弱的水子
[00:08:45.000 --> 00:08:49.000]  竟然吞了七個又肥大又飽滿的水子
[00:08:49.000 --> 00:08:51.000]  又嚇到法老醒了
[00:08:51.000 --> 00:08:54.000]  哎呀,不了,是個夢
[00:08:54.000 --> 00:08:56.000]  幸好是個夢
[00:08:56.000 --> 00:08:57.000]  好了
[00:08:57.000 --> 00:08:58.000]  到了早晨
[00:08:58.000 --> 00:09:00.000]  法老就答應說沒有睡
[00:09:00.000 --> 00:09:01.000]  心裡不安
[00:09:01.000 --> 00:09:06.000]  馬上派人照了埃及所有術士和博士來
[00:09:06.000 --> 00:09:08.000]  術士呢
[00:09:08.000 --> 00:09:14.000]  就是玩一些魔術
[00:09:14.000 --> 00:09:16.000]  或者叫奇門遁甲那些
[00:09:16.000 --> 00:09:18.000]  他們是有多少特別
[00:09:18.000 --> 00:09:21.000]  或者依靠邪靈等等而有的能力
[00:09:21.000 --> 00:09:22.000]  博士呢
[00:09:22.000 --> 00:09:23.000]  如果在當時
[00:09:23.000 --> 00:09:25.000]  譬如就算是耶穌時代的博士
[00:09:25.000 --> 00:09:27.000]  其實應該可以譯作占星家
[00:09:27.000 --> 00:09:29.000]  或者是天文學家
[00:09:29.000 --> 00:09:31.000]  識看星座等等
[00:09:31.000 --> 00:09:32.000]  這個呢
[00:09:32.000 --> 00:09:34.000]  就是講一下星座的運程
[00:09:34.000 --> 00:09:35.000]  這個就是講一下
[00:09:35.000 --> 00:09:38.000]  一些很奇妙的東西
[00:09:38.000 --> 00:09:41.000]  我們不在這裡講一句真不真
[00:09:41.000 --> 00:09:43.000]  哎呀,這些東西真不真實的不知道
[00:09:43.000 --> 00:09:45.000]  當時的人是相信的最重要
[00:09:45.000 --> 00:09:49.000]  法老就將所有的夢都告訴術士和博士
[00:09:49.000 --> 00:09:51.000]  解釋給我聽
[00:09:51.000 --> 00:09:53.000]  你知道那些王一不懂得解釋
[00:09:53.000 --> 00:09:56.000]  就叫了所有懂得解釋的人來
[00:09:56.000 --> 00:09:59.000]  誰知道沒有人能給法老完解
[00:09:59.000 --> 00:10:01.000]  啊,皇上你這個解釋呢
[00:10:01.000 --> 00:10:03.000]  那隻瘦牛肥牛是什麼
[00:10:03.000 --> 00:10:05.000]  那些墨水呢就怎樣怎樣
[00:10:05.000 --> 00:10:06.000]  就解釋了
[00:10:06.000 --> 00:10:07.000]  誰知道聽完之後
[00:10:07.000 --> 00:10:09.000]  法老覺得都不是這樣
[00:10:09.000 --> 00:10:10.000]  有些不妥
[00:10:10.000 --> 00:10:11.000]  不是這樣的
[00:10:11.000 --> 00:10:12.000]  不是這樣的意思
[00:10:12.000 --> 00:10:13.000]  不是的
[00:10:13.000 --> 00:10:15.000]  這樣就覺得不是
[00:10:15.000 --> 00:10:17.000]  就是不能夠圓滿地解釋
[00:10:17.000 --> 00:10:19.000]  不能圓解
[00:10:19.000 --> 00:10:20.000]  這個時候
[00:10:20.000 --> 00:10:22.000]  酒正就對法老說
[00:10:22.000 --> 00:10:23.000]  哎呀,第二點
[00:10:23.000 --> 00:10:25.000]  我今天想起我的罪
[00:10:25.000 --> 00:10:26.000]  是什麼呢
[00:10:26.000 --> 00:10:27.000]  就是兩年前
[00:10:27.000 --> 00:10:28.000]  法老呢
[00:10:28.000 --> 00:10:30.000]  你法老臣服的時候
[00:10:30.000 --> 00:10:35.000]  將我和善長擺在護衛長府內監獄
[00:10:35.000 --> 00:10:37.000]  我們二人同夜各做一夢
[00:10:37.000 --> 00:10:39.000]  各夢都有講解
[00:10:39.000 --> 00:10:41.000]  就是那裡有一個
[00:10:41.000 --> 00:10:42.000]  希伯來的少年人
[00:10:42.000 --> 00:10:44.000]  是護衛長的僕人
[00:10:44.000 --> 00:10:46.000]  這個僕人的字是指奴隸
[00:10:46.000 --> 00:10:48.000]  我們就把夢告訴他
[00:10:48.000 --> 00:10:51.000]  他就將我們的夢圓解
[00:10:51.000 --> 00:10:53.000]  解得很通
[00:10:53.000 --> 00:10:55.000]  而真是應驗
[00:10:55.000 --> 00:10:57.000]  於是就按我們的夢來解
[00:10:57.000 --> 00:10:59.000]  後來就真是成就了
[00:10:59.000 --> 00:11:01.000]  我官服完職
[00:11:01.000 --> 00:11:04.000]  而他善長就被掛起來
[00:11:04.000 --> 00:11:05.000]  法老就說
[00:11:05.000 --> 00:11:07.000]  嘩,這麼厲害
[00:11:07.000 --> 00:11:09.000]  我想你留意這一點
[00:11:09.000 --> 00:11:11.000]  剛才一直說
[00:11:11.000 --> 00:11:13.000]  回到第一點
[00:11:13.000 --> 00:11:19.000]  第一點是過了兩年
[00:11:19.000 --> 00:11:21.000]  久不久
[00:11:21.000 --> 00:11:23.000]  很久了
[00:11:23.000 --> 00:11:25.000]  不是的,很快,兩年
[00:11:25.000 --> 00:11:27.000]  如果你坐牢
[00:11:27.000 --> 00:11:29.000]  坐牢就久了
[00:11:29.000 --> 00:11:31.000]  日日坐牢
[00:11:31.000 --> 00:11:33.000]  坐兩年很久
[00:11:33.000 --> 00:11:35.000]  而且那兩年真是
[00:11:35.000 --> 00:11:39.000]  為什麼還沒有人來救我呢?
[00:11:39.000 --> 00:11:41.000]  那個酒精就沒有來救我
[00:11:41.000 --> 00:11:43.000]  善長就應該死了
[00:11:43.000 --> 00:11:45.000]  三天
[00:11:45.000 --> 00:11:47.000]  酒精是官服完職的
[00:11:47.000 --> 00:11:49.000]  我叫他紀念我都沒有
[00:11:49.000 --> 00:11:51.000]  這樣等了兩年
[00:11:51.000 --> 00:11:53.000]  於是你以為人是會忘記
[00:11:53.000 --> 00:11:55.000]  誰知道神沒有忘記
[00:11:55.000 --> 00:11:57.000]  誰知道就是
[00:11:57.000 --> 00:11:59.000]  過去一陣子
[00:11:59.000 --> 00:12:01.000]  到法老
[00:12:01.000 --> 00:12:03.000]  發夢
[00:12:03.000 --> 00:12:05.000]  兩年之後法老發夢
[00:12:05.000 --> 00:12:07.000]  於是酒精就說
[00:12:07.000 --> 00:12:09.000]  哎呀,我真是糟糕了
[00:12:09.000 --> 00:12:11.000]  我醉的意思就是
[00:12:11.000 --> 00:12:13.000]  我真是不好了
[00:12:13.000 --> 00:12:15.000]  我真的醉過醉過
[00:12:15.000 --> 00:12:17.000]  我忘記了跟別人說好說話
[00:12:17.000 --> 00:12:19.000]  什麼好說話,到你說什麼好說話
[00:12:19.000 --> 00:12:21.000]  這樣的皇上
[00:12:21.000 --> 00:12:23.000]  就是這樣這樣這樣
[00:12:23.000 --> 00:12:25.000]  就有個人幫我們解了這個夢
[00:12:25.000 --> 00:12:27.000]  我今天才想起
[00:12:27.000 --> 00:12:29.000]  我忘記了他
[00:12:29.000 --> 00:12:31.000]  兩年了
[00:12:31.000 --> 00:12:33.000]  法老遂即差人
[00:12:33.000 --> 00:12:35.000]  去召約室
[00:12:35.000 --> 00:12:37.000]  馬上在家裏叫他出來
[00:12:37.000 --> 00:12:39.000]  那些人急忙跑去
[00:12:39.000 --> 00:12:41.000]  波提佛家裏面
[00:12:41.000 --> 00:12:43.000]  波提佛應該都知道
[00:12:43.000 --> 00:12:45.000]  馬上飆了他,第一個
[00:12:45.000 --> 00:12:47.000]  回去了,幫他剃頭
[00:12:47.000 --> 00:12:49.000]  刮臉換衣裳
[00:12:49.000 --> 00:12:51.000]  應該駕沖涼
[00:12:51.000 --> 00:12:53.000]  剃頭做什麼呢?
[00:12:53.000 --> 00:12:55.000]  因為其實你見到
[00:12:55.000 --> 00:12:57.000]  很多埃及人
[00:12:57.000 --> 00:12:59.000]  他們全部都是剃光了
[00:12:59.000 --> 00:13:01.000]  好像我一樣光了
[00:13:01.000 --> 00:13:03.000]  不過會在某個地方留一條邊
[00:13:03.000 --> 00:13:05.000]  很多東西留一條邊
[00:13:05.000 --> 00:13:07.000]  一扎就扎一條邊
[00:13:07.000 --> 00:13:09.000]  馬上
[00:13:09.000 --> 00:13:11.000]  跟他說
[00:13:11.000 --> 00:13:13.000]  監裏面沒有剃鬚
[00:13:13.000 --> 00:13:15.000]  剃乾淨了,很乾淨
[00:13:15.000 --> 00:13:17.000]  埃及人很乾淨
[00:13:17.000 --> 00:13:19.000]  好了,就換了衣服
[00:13:19.000 --> 00:13:21.000]  進入法老面前
[00:13:21.000 --> 00:13:23.000]  法老對約瑟說,我做了一個夢
[00:13:23.000 --> 00:13:25.000]  沒有人能夠解,我聽說你能夠解
[00:13:25.000 --> 00:13:27.000]  好了
[00:13:27.000 --> 00:13:29.000]  約瑟回答說,第三點
[00:13:29.000 --> 00:13:31.000]  今日的主題
[00:13:31.000 --> 00:13:33.000]  這不在乎我
[00:13:33.000 --> 00:13:35.000]  是神與張平說的話
[00:13:35.000 --> 00:13:37.000]  回答法老
[00:13:37.000 --> 00:13:39.000]  真厲害
[00:13:39.000 --> 00:13:41.000]  後面這句
[00:13:41.000 --> 00:13:43.000]  就是
[00:13:43.000 --> 00:13:45.000]  很世故的說話
[00:13:45.000 --> 00:13:47.000]  你懂得解夢
[00:13:47.000 --> 00:13:49.000]  我解得很好
[00:13:49.000 --> 00:13:51.000]  皇上有什麼說話
[00:13:51.000 --> 00:13:53.000]  是神會將平安的說話
[00:13:53.000 --> 00:13:55.000]  跟皇上說
[00:13:55.000 --> 00:13:57.000]  這句是一個
[00:13:57.000 --> 00:13:59.000]  安慰與奉承的說話
[00:13:59.000 --> 00:14:01.000]  比較多
[00:14:01.000 --> 00:14:03.000]  是會說話
[00:14:03.000 --> 00:14:05.000]  神一定會跟法老皇上說
[00:14:05.000 --> 00:14:07.000]  安慰的說話,平安的說話
[00:14:07.000 --> 00:14:09.000]  不過其實
[00:14:09.000 --> 00:14:11.000]  我想說,這不在乎我
[00:14:11.000 --> 00:14:13.000]  因為不是我
[00:14:13.000 --> 00:14:15.000]  能夠解你的夢
[00:14:15.000 --> 00:14:17.000]  夢是上帝給的
[00:14:17.000 --> 00:14:19.000]  夢在乎神
[00:14:19.000 --> 00:14:21.000]  夢出於神
[00:14:21.000 --> 00:14:23.000]  出於神
[00:14:23.000 --> 00:14:25.000]  然後
[00:14:25.000 --> 00:14:27.000]  不在乎我
[00:14:27.000 --> 00:14:29.000]  所以這幾句要說的
[00:14:29.000 --> 00:14:31.000]  夢出於神
[00:14:31.000 --> 00:14:33.000]  人的生命高低
[00:14:33.000 --> 00:14:35.000]  V形還是直情插水
[00:14:35.000 --> 00:14:37.000]  在於神
[00:14:37.000 --> 00:14:39.000]  最重要有神跟我們一起
[00:14:39.000 --> 00:14:41.000]  第二
[00:14:41.000 --> 00:14:43.000]  你要知道
[00:14:43.000 --> 00:14:45.000]  在乎不
[00:14:45.000 --> 00:14:47.000]  不在乎我
[00:14:47.000 --> 00:14:49.000]  在乎神
[00:14:49.000 --> 00:14:51.000]  於是他就開始解夢
[00:14:51.000 --> 00:14:53.000]  留待明天再說
[00:14:53.000 --> 00:14:55.000]  這不在乎我
[00:14:55.000 --> 00:14:57.000]  這五個字又送給大家
[00:14:57.000 --> 00:14:59.000]  這不在乎我
[00:14:59.000 --> 00:14:59.000]  這五個字又送給大家
[00:14:59.000 --> 00:15:01.000]  這不在乎我
[00:15:01.000 --> 00:15:03.000]  這五個字又送給大家
[00:15:03.000 --> 00:15:05.000]  這五個字又送給大家
[00:15:05.000 --> 00:15:07.000]  這五個字又送給大家
[00:15:07.000 --> 00:15:09.000]  這五個字又送給大家
[00:15:09.000 --> 00:15:11.000]  這五個字又送給大家
[00:15:11.000 --> 00:15:13.000]  這五個字又送給大家
[00:15:13.000 --> 00:15:15.000]  這五個字又送給大家
[00:15:15.000 --> 00:15:17.000]  這五個字又送給大家
[00:15:17.000 --> 00:15:19.000]  這五個字又送給大家
[00:15:19.000 --> 00:15:21.000]  這五個字又送給大家
[00:15:21.000 --> 00:15:23.000]  這五個字又送給大家
[00:15:23.000 --> 00:15:25.000]  這五個字又送給大家
[00:15:25.000 --> 00:15:27.000]  這五個字又送給大家
[00:15:27.000 --> 00:15:29.000]  這五個字又送給大家
[00:15:29.000 --> 00:15:31.000]  這五個字又送給大家
[00:15:31.000 --> 00:15:33.000]  這五個字又送給大家
[00:15:33.000 --> 00:15:35.000]  這五個字又送給大家
[00:15:35.000 --> 00:15:37.000]  這五個字又送給大家
[00:15:37.000 --> 00:15:39.000]  這五個字又送給大家
[00:15:39.000 --> 00:15:41.000]  這五個字又送給大家
[00:15:41.000 --> 00:15:43.000]  這五個字又送給大家
[00:15:43.000 --> 00:15:45.000]  這五個字又送給大家
[00:15:45.000 --> 00:15:47.000]  這五個字又送給大家
[00:15:47.000 --> 00:15:49.000]  這五個字又送給大家
[00:15:49.000 --> 00:15:51.000]  這五個字又送給大家
[00:15:51.000 --> 00:15:53.000]  這五個字又送給大家
[00:15:53.000 --> 00:15:55.000]  這五個字又送給大家
[00:15:55.000 --> 00:15:57.000]  這五個字又送給大家
[00:15:57.000 --> 00:15:59.000]  這五個字又送給大家
[00:15:59.000 --> 00:16:01.000]  這五個字又送給大家
[00:16:01.000 --> 00:16:03.000]  這五個字又送給大家
[00:16:03.000 --> 00:16:05.000]  這五個字又送給大家
[00:16:05.000 --> 00:16:07.000]  這五個字又送給大家
[00:16:07.000 --> 00:16:09.000]  這五個字又送給大家
[00:16:09.000 --> 00:16:11.000]  這五個字又送給大家
[00:16:11.000 --> 00:16:13.000]  這五個字又送給大家
[00:16:13.000 --> 00:16:15.000]  這五個字又送給大家
[00:16:15.000 --> 00:16:17.000]  這五個字又送給大家
[00:16:17.000 --> 00:16:19.000]  這五個字又送給大家
[00:16:19.000 --> 00:16:21.000]  這五個字又送給大家
[00:16:21.000 --> 00:16:23.000]  這五個字又送給大家
[00:16:23.000 --> 00:16:25.000]  這五個字又送給大家
[00:16:25.000 --> 00:16:27.000]  這五個字又送給大家
[00:16:27.000 --> 00:16:29.000]  這五個字又送給大家
[00:16:29.000 --> 00:16:31.000]  這五個字又送給大家
[00:16:31.000 --> 00:16:33.000]  這五個字又送給大家
[00:16:33.000 --> 00:16:35.000]  這五個字又送給大家
[00:16:35.000 --> 00:16:37.000]  這五個字又送給大家
[00:16:37.000 --> 00:16:39.000]  這五個字又送給大家
[00:16:39.000 --> 00:16:41.000]  這五個字又送給大家
[00:16:41.000 --> 00:16:43.000]  這五個字又送給大家
[00:16:43.000 --> 00:16:45.000]  這五個字又送給大家
[00:16:45.000 --> 00:16:47.000]  這五個字又送給大家
[00:16:47.000 --> 00:16:49.000]  這五個字又送給大家
[00:16:49.000 --> 00:16:51.000]  這五個字又送給大家
[00:16:51.000 --> 00:16:53.000]  這五個字又送給大家
[00:16:53.000 --> 00:16:55.000]  這五個字又送給大家
[00:16:55.000 --> 00:16:57.000]  這五個字又送給大家
[00:16:57.000 --> 00:16:59.000]  這五個字又送給大家
[00:16:59.000 --> 00:17:01.000]  這五個字又送給大家
[00:17:01.000 --> 00:17:03.000]  這五個字又送給大家
[00:17:03.000 --> 00:17:05.000]  這五個字又送給大家
[00:17:05.000 --> 00:17:07.000]  這五個字又送給大家
[00:17:07.000 --> 00:17:09.000]  這五個字又送給大家
[00:17:09.000 --> 00:17:11.000]  這五個字又送給大家
[00:17:11.000 --> 00:17:13.000]  這五個字又送給大家
[00:17:13.000 --> 00:17:15.000]  這五個字又送給大家
[00:17:15.000 --> 00:17:17.000]  這五個字又送給大家
[00:17:17.000 --> 00:17:19.000]  這五個字又送給大家
[00:17:19.000 --> 00:17:21.000]  這五個字又送給大家
[00:17:21.000 --> 00:17:23.000]  這五個字又送給大家
[00:17:23.000 --> 00:17:25.000]  這五個字又送給大家
[00:17:25.000 --> 00:17:27.000]  這五個字又送給大家
[00:17:27.000 --> 00:17:29.000]  這五個字又送給大家
[00:17:29.000 --> 00:17:31.000]  這五個字又送給大家
[00:17:31.000 --> 00:17:33.000]  這五個字又送給大家
[00:17:33.000 --> 00:17:35.000]  這五個字又送給大家
[00:17:35.000 --> 00:17:37.000]  這五個字又送給大家
[00:17:37.000 --> 00:17:39.000]  這五個字又送給大家
[00:17:39.000 --> 00:17:41.000]  這五個字又送給大家
[00:17:41.000 --> 00:17:43.000]  這五個字又送給大家
[00:17:43.000 --> 00:17:45.000]  這五個字又送給大家
