
[00:00:00.000 --> 00:00:01.400]  各位電視節目的大家好
[00:02:44.760 --> 00:02:49.760]  2012年我自己覺得香港是一個很標誌的一年
[00:02:49.760 --> 00:02:53.760]  因為香港是很急速退步的一年
[00:02:53.760 --> 00:02:54.760]  我自己覺得
[00:02:54.760 --> 00:02:55.760]  這個是很個人的意見
[00:02:55.760 --> 00:02:58.760]  我自己覺得2012年是香港很急速退步的一年
[00:02:58.760 --> 00:03:00.760]  以往好像慢慢行下山
[00:03:00.760 --> 00:03:04.760]  但是好像現在是剛剛去到山邊有個懸崖
[00:03:04.760 --> 00:03:06.760]  我們一下子就滾下去
[00:03:06.760 --> 00:03:07.760]  為什麼我這樣說呢
[00:03:07.760 --> 00:03:10.760]  我試一下跟大家勾畫一下2012年發生過什麼事
[00:03:10.760 --> 00:03:12.760]  5月的時候我們特首選舉
[00:03:12.760 --> 00:03:14.760]  如果大家還記得的話
[00:03:14.760 --> 00:03:16.760]  大部分的香港人那時候都說
[00:03:16.760 --> 00:03:18.760]  不要選了,不行,不要選了
[00:03:18.760 --> 00:03:22.760]  終於我們的特首就以689票的情況下當選
[00:03:22.760 --> 00:03:26.760]  當選之後我們看到特首有很大的誠信問題
[00:03:26.760 --> 00:03:29.760]  她也不斷的表演和示範
[00:03:29.760 --> 00:03:31.760]  我活到四十多歲
[00:03:31.760 --> 00:03:35.760]  我除了一些很極權的國家
[00:03:35.760 --> 00:03:41.760]  我都很少見到政治人物可以這麼大話
[00:03:41.760 --> 00:03:43.760]  或者沒有大話
[00:03:43.760 --> 00:03:48.760]  那種說話,我真的不太懂得形容
[00:03:48.760 --> 00:03:53.760]  總之你聽完之後覺得很不舒服
[00:03:53.760 --> 00:03:58.760]  除了特首問題之外
[00:03:58.760 --> 00:04:01.760]  我們經常說我們香港的核心價值被不斷的侵蝕
[00:04:01.760 --> 00:04:05.760]  我想和大家回想一下幾件事情
[00:04:05.760 --> 00:04:06.760]  國民教育科的開展
[00:04:06.760 --> 00:04:09.760]  當然國民教育科我們現在沒有開展
[00:04:09.760 --> 00:04:13.760]  但我經常提醒我們的弟兄姐妹
[00:04:13.760 --> 00:04:16.760]  或者提醒我們從事下一代教育或者我們年輕人
[00:04:16.760 --> 00:04:20.760]  國民教育的開展其實正正是揭開了
[00:04:20.760 --> 00:04:25.760]  一件事就是我們的政府不斷企圖向我們下一代洗腦
[00:04:25.760 --> 00:04:29.760]  目的就是讓我們下一代失去了批判的能力
[00:04:29.760 --> 00:04:32.760]  雖然國民教育科沒有開展
[00:04:32.760 --> 00:04:35.760]  但是我記得我在這裡分享過
[00:04:35.760 --> 00:04:37.760]  或者我在不同的地方都說
[00:04:37.760 --> 00:04:41.760]  國民教育科背後在做的事情其實一直都在做
[00:04:41.760 --> 00:04:44.760]  將來亦會繼續做
[00:04:44.760 --> 00:04:46.760]  另外我覺得近日有兩件事
[00:04:46.760 --> 00:04:49.760]  我很希望大家真的去留意一下
[00:04:49.760 --> 00:04:51.760]  我覺得對香港是相當關鍵的兩件事
[00:04:51.760 --> 00:04:55.760]  但是很少人,不是很少,或者沒有什麼特別的跟進
[00:04:55.760 --> 00:04:58.760]  第一件事就是政府通過了
[00:04:58.760 --> 00:05:02.760]  或者在立法局裡面通過了長者生活津貼
[00:05:02.760 --> 00:05:06.760]  無論大家是否認同議員的拉布
[00:05:06.760 --> 00:05:09.760]  但是可能你看到這件事的通過
[00:05:09.760 --> 00:05:13.760]  就是政府用了一個形同欺詐的手段
[00:05:13.760 --> 00:05:16.760]  去通過了一個議案
[00:05:16.760 --> 00:05:19.760]  可能有些大兄姐們不知道發生什麼事
[00:05:19.760 --> 00:05:21.760]  所以你應該要留意一下這件事
[00:05:21.760 --> 00:05:25.760]  在立法會裡面政府突然之間
[00:05:25.760 --> 00:05:28.760]  他擺多一條條例出來
[00:05:28.760 --> 00:05:32.760]  他就說各位議員我們先不要過後面那條
[00:05:32.760 --> 00:05:33.760]  我們先過了這條法例
[00:05:33.760 --> 00:05:35.760]  這條法例就是說如果我們要搞一件事的時候
[00:05:35.760 --> 00:05:38.760]  請人,他只是說我們請人
[00:05:38.760 --> 00:05:41.760]  我們說請人的時候
[00:05:41.760 --> 00:05:44.760]  議員那時候整個議事廳的人不知道搞什麼
[00:05:44.760 --> 00:05:47.760]  請人就ok了,過了
[00:05:47.760 --> 00:05:50.760]  你真的有事要做,就算沒有通過
[00:05:50.760 --> 00:05:52.760]  你也要請人,政府過了
[00:05:52.760 --> 00:05:54.760]  一過了的時候,請人的時候
[00:05:54.760 --> 00:05:59.760]  政府就說因為你贊成請人
[00:05:59.760 --> 00:06:04.760]  你就等同贊成長者生活津貼的撥款議案
[00:06:04.760 --> 00:06:07.760]  各位聽眾,這麼多年我們政府
[00:06:07.760 --> 00:06:10.760]  從未試過用這個手段去通過一些議案
[00:06:10.760 --> 00:06:12.760]  其實是騙回來的
[00:06:12.760 --> 00:06:14.760]  騙回來的影響是什麼
[00:06:14.760 --> 00:06:17.760]  可能你說我也不贊成,我也贊成去通過的
[00:06:17.760 --> 00:06:20.760]  但是騙回來的地步帶來的是什麼呢
[00:06:20.760 --> 00:06:24.760]  就是告訴我們政府將來什麼都可以
[00:06:24.760 --> 00:06:27.760]  用一些不公義的手法去通過
[00:06:27.760 --> 00:06:31.760]  其實對香港的衝擊是相當之大
[00:06:31.760 --> 00:06:33.760]  不過可能我們有少留意這件事
[00:06:33.760 --> 00:06:35.760]  第二件事我覺得也是值得留意的
[00:06:35.760 --> 00:06:39.760]  就是政府要求終審法院向人大釋法
[00:06:39.760 --> 00:06:42.760]  時間關係我不特別去說
[00:06:42.760 --> 00:06:43.760]  因為這件事還在發展中
[00:06:43.760 --> 00:06:46.760]  不過很多人都擔心,甚至法律界都擔心
[00:06:46.760 --> 00:06:54.760]  香港政府是企圖將我們香港的司法獨立去破壞
[00:06:54.760 --> 00:06:56.760]  可能有些聽眾會問
[00:06:56.760 --> 00:06:58.760]  司法獨立其實代表什麼
[00:06:58.760 --> 00:07:02.760]  司法其實在一個地方裡很簡單的說
[00:07:02.760 --> 00:07:10.760]  就是它可以限制一個政府權力無限的擴大
[00:07:10.760 --> 00:07:13.760]  司法用一些很簡單的說法
[00:07:13.760 --> 00:07:16.760]  我們現在有跟我隔離的人
[00:07:16.760 --> 00:07:18.760]  我和牧師有爭執假設
[00:07:18.760 --> 00:07:19.760]  我和牧師有爭執
[00:07:19.760 --> 00:07:22.760]  我信得過香港的法庭
[00:07:22.760 --> 00:07:24.760]  會為我們兩個伸張正義
[00:07:24.760 --> 00:07:27.760]  判我們誰是對誰是錯
[00:07:27.760 --> 00:07:29.760]  如果一個地方的司法有問題的話
[00:07:29.760 --> 00:07:33.760]  只會有一樣東西出現,就是黑社會
[00:07:33.760 --> 00:07:35.760]  就是私底下解決
[00:07:35.760 --> 00:07:36.760]  必然是的
[00:07:36.760 --> 00:07:39.760]  我和牧師如果我們信不過司法制度的話
[00:07:39.760 --> 00:07:46.760]  我們必然就找外來的人去幫忙我們解決這件事
[00:07:46.760 --> 00:07:49.760]  各位兄弟姐妹,值得繼續去留意
[00:07:49.760 --> 00:07:51.760]  所以你發現在之前
[00:07:51.760 --> 00:07:55.760]  前終審法院常任法官包志金在退休的時候
[00:07:55.760 --> 00:07:57.760]  曾經說過一段說話
[00:07:57.760 --> 00:08:04.760]  他說香港的司法正面對前所未見空曼的暴風雨
[00:08:04.760 --> 00:08:06.760]  在剛剛這個星期
[00:08:06.760 --> 00:08:08.760]  他在接受訪問的時候
[00:08:08.760 --> 00:08:10.760]  他說了一句這樣的說話
[00:08:10.760 --> 00:08:12.760]  他說我們必須清楚揚聲
[00:08:12.760 --> 00:08:14.760]  他說我必須清楚揚聲
[00:08:14.760 --> 00:08:16.760]  警覺眾人
[00:08:16.760 --> 00:08:18.760]  不能不動聲色
[00:08:18.760 --> 00:08:22.760]  現在與我初次說出暴風雨那時
[00:08:22.760 --> 00:08:25.760]  大眾更需要嚴陣以待
[00:08:25.760 --> 00:08:27.760]  當然我只是很簡單的說
[00:08:27.760 --> 00:08:30.760]  可能各位兄弟姐妹未必贊成我說我們香港沒什麼
[00:08:30.760 --> 00:08:31.760]  不過我想提醒一下
[00:08:31.760 --> 00:08:35.760]  起碼在我個人覺得2012年其實是很標誌性
[00:08:35.760 --> 00:08:39.760]  如果香港真的一路看回歷史的話
[00:08:39.760 --> 00:08:43.760]  我夠膽說2012年一定是一個標誌性的一年
[00:08:43.760 --> 00:08:47.760]  因為香港是急速變壞的一年
[00:08:47.760 --> 00:08:50.760]  如果各位兄弟姐妹不是很贊成我說的話
[00:08:50.760 --> 00:08:52.760]  或者我也請大家
[00:08:52.760 --> 00:08:56.760]  真的仔細去留意一下
[00:08:56.760 --> 00:08:58.760]  我們身邊的事情
[00:08:58.760 --> 00:09:00.760]  究竟發生什麼事
[00:09:00.760 --> 00:09:01.760]  起碼我們都清楚
[00:09:01.760 --> 00:09:04.760]  歷史很多次提醒我們
[00:09:04.760 --> 00:09:06.760]  一個地方要建立
[00:09:06.760 --> 00:09:10.760]  可能要一百年二百年才能建立到很好的基業
[00:09:10.760 --> 00:09:13.760]  但歷史很多時候都告訴我們
[00:09:13.760 --> 00:09:15.760]  可以一夜之間
[00:09:15.760 --> 00:09:18.760]  我們很辛苦建立的基業
[00:09:18.760 --> 00:09:20.760]  可以一夜之間倒下
[00:09:20.760 --> 00:09:22.760]  的確有些事我們
[00:09:22.760 --> 00:09:24.760]  或者說了這麼多
[00:09:24.760 --> 00:09:25.760]  分享了這麼多的時候
[00:09:25.760 --> 00:09:27.760]  可能大家兄弟姐妹覺得
[00:09:27.760 --> 00:09:29.760]  有些事我們真的不想去理
[00:09:29.760 --> 00:09:31.760]  或者真的可能剛才我說的時候
[00:09:31.760 --> 00:09:33.760]  可能有些兄弟姐妹都不知道發生什麼事
[00:09:33.760 --> 00:09:36.760]  亦都複雜到我們不想去理解
[00:09:36.760 --> 00:09:39.760]  不過我想再分享近日
[00:09:39.760 --> 00:09:43.760]  我聽到有兩種出自基督徒的說法
[00:09:43.760 --> 00:09:45.760]  出自基督徒的說法
[00:09:45.760 --> 00:09:48.760]  首先近日有一位基督徒女藝人
[00:09:48.760 --> 00:09:51.760]  她在網誌上說討厭政治
[00:09:51.760 --> 00:09:55.760]  之後引起相當大的迴響
[00:09:55.760 --> 00:09:57.760]  而另外有些基督徒
[00:09:57.760 --> 00:09:59.760]  亦有一種這樣的說法
[00:09:59.760 --> 00:10:01.760]  他們說我們都是罪人
[00:10:01.760 --> 00:10:03.760]  為什麼我們要這麼嚴厲
[00:10:03.760 --> 00:10:04.760]  批評特首
[00:10:04.760 --> 00:10:06.760]  批評我們的政府呢
[00:10:06.760 --> 00:10:07.760]  大家都是罪人
[00:10:07.760 --> 00:10:08.760]  我們都是罪人
[00:10:08.760 --> 00:10:09.760]  我們憑什麼
[00:10:09.760 --> 00:10:12.760]  好像濫政義那樣去批評我們的政府
[00:10:12.760 --> 00:10:14.760]  批評我們的特首
[00:10:14.760 --> 00:10:17.760]  說真的我對這兩個說法
[00:10:17.760 --> 00:10:19.760]  我心裏面相當的不安
[00:10:19.760 --> 00:10:22.760]  首先去到一個藝人
[00:10:22.760 --> 00:10:24.760]  當然她以主觀的情感
[00:10:24.760 --> 00:10:26.760]  說她自己討厭政治
[00:10:26.760 --> 00:10:30.760]  其實實在我覺得我們不可以心窄
[00:10:30.760 --> 00:10:32.760]  因為這個始終是她個人的感受
[00:10:32.760 --> 00:10:35.760]  當然不同身份的人
[00:10:35.760 --> 00:10:38.760]  要為她自己說出來的東西承擔後果
[00:10:38.760 --> 00:10:41.760]  尤其是一些可以發言的人
[00:10:41.760 --> 00:10:45.760]  即是說可能我說話
[00:10:45.760 --> 00:10:48.760]  我的確要承擔我說出來的後果
[00:10:48.760 --> 00:10:51.760]  因為可能我這樣說
[00:10:51.760 --> 00:10:54.760]  我說話的受眾
[00:10:54.760 --> 00:10:57.760]  是比一般人多一點
[00:10:57.760 --> 00:10:58.760]  當然不是很多
[00:10:58.760 --> 00:10:59.760]  但多一點
[00:10:59.760 --> 00:11:01.760]  所以我說話是要負責的
[00:11:01.760 --> 00:11:05.760]  不過我也不覺得應該要太過怪責這位藝人
[00:11:05.760 --> 00:11:08.760]  不過我關注的是什麼呢
[00:11:08.760 --> 00:11:09.760]  我反而關注的是
[00:11:09.760 --> 00:11:11.760]  究竟我們有多少基督徒
[00:11:11.760 --> 00:11:15.760]  真的好像這位藝人的感覺
[00:11:15.760 --> 00:11:19.760]  就是我討厭政治
[00:11:19.760 --> 00:11:22.760]  我們或許覺得政治很複雜
[00:11:22.760 --> 00:11:24.760]  充滿權力的鬥爭
[00:11:24.760 --> 00:11:25.760]  充滿烏煙瘴氣
[00:11:25.760 --> 00:11:27.760]  所以我們不想涉及政治
[00:11:27.760 --> 00:11:28.760]  不想討論政治
[00:11:28.760 --> 00:11:30.760]  但我想說各位電影姊妹
[00:11:30.760 --> 00:11:33.760]  我們可以討厭政治
[00:11:33.760 --> 00:11:39.760]  但我們不可以抽身於政治的環境
[00:11:39.760 --> 00:11:41.760]  和政治的空間之外
[00:11:41.760 --> 00:11:44.760]  任何的政治的決定
[00:11:44.760 --> 00:11:47.760]  其實都是在影響我們
[00:11:47.760 --> 00:11:52.760]  當然如果我們說
[00:11:52.760 --> 00:11:55.760]  這個政治的社會的變化
[00:11:55.760 --> 00:11:57.760]  對我們本身沒有影響
[00:11:57.760 --> 00:11:59.760]  或者對我本身沒有影響
[00:11:59.760 --> 00:12:01.760]  所以我就可以置之不理
[00:12:01.760 --> 00:12:06.760]  這個是不是信徒群體應該這樣做
[00:12:06.760 --> 00:12:08.760]  或者應該這樣說的呢
[00:12:08.760 --> 00:12:10.760]  第二種說法就是
[00:12:10.760 --> 00:12:11.760]  正如剛才說的
[00:12:11.760 --> 00:12:13.760]  有些基督徒也會說
[00:12:13.760 --> 00:12:14.760]  我們大家都是罪人
[00:12:14.760 --> 00:12:17.760]  為什麼我們要批評我們的政府
[00:12:17.760 --> 00:12:20.760]  或者我們要批評我們的特首呢
[00:12:20.760 --> 00:12:23.760]  我自己會有這樣的想法
[00:12:23.760 --> 00:12:25.760]  沒錯的確我們都是罪人
[00:12:25.760 --> 00:12:27.760]  但各位電影姊妹
[00:12:27.760 --> 00:12:28.760]  我們是罪人
[00:12:28.760 --> 00:12:33.760]  不等於我們不可以向更大的罪惡提出控訴
[00:12:33.760 --> 00:12:38.760]  不同的人有不同的道德要求是相當肯定
[00:12:38.760 --> 00:12:41.760]  我很喜歡用一個例子去說
[00:12:41.760 --> 00:12:42.760]  大家就會明白
[00:12:42.760 --> 00:12:43.760]  我是一個老師
[00:12:43.760 --> 00:12:49.760]  如果有一天我侵犯一個女學生的時候
[00:12:49.760 --> 00:12:56.760]  我的罪一定比一個其他的男性侵犯女學生來得重
[00:12:56.760 --> 00:12:58.760]  因為我是一個教師
[00:12:58.760 --> 00:13:01.760]  我用了一個學生對我的信任
[00:13:01.760 --> 00:13:03.760]  而我侵犯她的話
[00:13:03.760 --> 00:13:04.760]  去到法庭的時候
[00:13:04.760 --> 00:13:10.760]  我一定判得重過一個不是做老師的男性
[00:13:10.760 --> 00:13:11.760]  為什麼
[00:13:11.760 --> 00:13:13.760]  因為我作為老師
[00:13:13.760 --> 00:13:15.760]  或者我作為一個半職的
[00:13:15.760 --> 00:13:17.760]  或者小小的傳道人
[00:13:17.760 --> 00:13:19.760]  基督徒的時候
[00:13:19.760 --> 00:13:22.760]  我有更大的道德責任
[00:13:22.760 --> 00:13:26.760]  道德也會向我有更高的要求
[00:13:26.760 --> 00:13:29.760]  這個是社會的標準
[00:13:29.760 --> 00:13:31.760]  當我們講道德的時候
[00:13:31.760 --> 00:13:33.760]  必定會這樣所講
[00:13:33.760 --> 00:13:35.760]  所以如果我們說
[00:13:35.760 --> 00:13:38.760]  我們去批判一些人的時候
[00:13:38.760 --> 00:13:40.760]  未必是因為我們自然
[00:13:40.760 --> 00:13:43.760]  而是我們因為知道某些人
[00:13:43.760 --> 00:13:45.760]  他所犯的錯
[00:13:45.760 --> 00:13:48.760]  不是單單影響身邊的人
[00:13:48.760 --> 00:13:50.760]  而是影響整個社會的時候
[00:13:50.760 --> 00:13:51.760]  我自己覺得
[00:13:51.760 --> 00:13:56.760]  我們不能說我們都是罪人
[00:13:56.760 --> 00:14:03.760]  而勉強了我們去參與在這個社會當中
[00:14:03.760 --> 00:14:05.760]  我說我看2012年
[00:14:05.760 --> 00:14:07.760]  我自己覺得退步了
[00:14:07.760 --> 00:14:09.760]  我也看到可能
[00:14:09.760 --> 00:14:11.760]  或者有很多基督徒
[00:14:11.760 --> 00:14:15.760]  對參與在政治或者在社會當中
[00:14:15.760 --> 00:14:18.760]  也開始感到厭煩的時候
[00:14:18.760 --> 00:14:20.760]  我今天想起一段經文
[00:14:20.760 --> 00:14:22.760]  想和大家去分享
[00:14:22.760 --> 00:14:24.760]  可能大家都會說
[00:14:24.760 --> 00:14:26.760]  我們可以為社會做些什麼
[00:14:26.760 --> 00:14:28.760]  我們可以為社會做些什麼
[00:14:28.760 --> 00:14:30.760]  今天想和大家分享一段經文
[00:14:30.760 --> 00:14:34.760]  在路加福音18章1至8節
[00:14:34.760 --> 00:14:38.760]  我讀一次這段經文給大家一起去聽一聽
[00:14:38.760 --> 00:14:40.760]  耶穌對門徒講了一個比喻
[00:14:40.760 --> 00:14:43.760]  為了要他們常常禱告不可灰心
[00:14:43.760 --> 00:14:48.760]  他說某城有個官不懼怕上帝也不尊重人
[00:14:48.760 --> 00:14:52.760]  那城裡有個寡婦
[00:14:52.760 --> 00:14:55.760]  常到她那裡說我有一個冤家
[00:14:55.760 --> 00:14:57.760]  求你給我申冤
[00:14:57.760 --> 00:14:59.760]  她恳求不受理
[00:14:59.760 --> 00:15:04.760]  後來心裡說我雖不懼怕上帝也不尊重人
[00:15:04.760 --> 00:15:07.760]  只因這寡婦煩擾我
[00:15:07.760 --> 00:15:09.760]  我就給她申冤罷
[00:15:09.760 --> 00:15:11.760]  免得她常來糾纏我
[00:15:11.760 --> 00:15:15.760]  主說你們聽這不義的官所說的話
[00:15:15.760 --> 00:15:17.760]  上帝的選民晝夜呼籲她
[00:15:17.760 --> 00:15:20.760]  她豈會言辭不給他們申冤嗎
[00:15:20.760 --> 00:15:22.760]  我告訴你們
[00:15:22.760 --> 00:15:24.760]  她很快就要給他們申冤
[00:15:24.760 --> 00:15:26.760]  然而人子來的時候
[00:15:26.760 --> 00:15:31.760]  能在世上還有這樣的信德嗎
[00:15:31.760 --> 00:15:32.760]  這個比喻一開始的時候
[00:15:32.760 --> 00:15:34.760]  耶穌就告訴我們
[00:15:34.760 --> 00:15:36.760]  我覺得很值得我們去記住
[00:15:36.760 --> 00:15:38.760]  不單是個人的事
[00:15:38.760 --> 00:15:39.760]  或者是政治
[00:15:39.760 --> 00:15:41.760]  或者我們對政治社會
[00:15:41.760 --> 00:15:43.760]  或者對現在香港我們感到失望的時候
[00:15:43.760 --> 00:15:48.760]  祂告訴我們要常常的禱告不可灰心
[00:15:48.760 --> 00:15:50.760]  這個故事的內容講述一個寡婦
[00:15:50.760 --> 00:15:53.760]  一個寡婦走到一個官那裡申冤
[00:15:53.760 --> 00:15:55.760]  不過這個官不是什麼好官
[00:15:55.760 --> 00:15:58.760]  在耶穌的比喻裡形容這個官也很嚴重
[00:15:58.760 --> 00:16:00.760]  這個官不懼怕上帝
[00:16:00.760 --> 00:16:03.760]  我們說的天不怕,地不怕
[00:16:03.760 --> 00:16:05.760]  他不懼怕上帝
[00:16:05.760 --> 00:16:08.760]  不信有報應
[00:16:08.760 --> 00:16:10.760]  不信有報應現在做什麼就做什麼
[00:16:10.760 --> 00:16:11.760]  也不會尊重人
[00:16:11.760 --> 00:16:13.760]  可想而知這個官也很可怕
[00:16:13.760 --> 00:16:15.760]  如果一個官不信有報應
[00:16:15.760 --> 00:16:17.760]  又不怕人的話
[00:16:17.760 --> 00:16:19.760]  如果有一個這樣的官治我們
[00:16:19.760 --> 00:16:21.760]  我們也會很害怕
[00:16:21.760 --> 00:16:23.760]  而寡婦,另一個角色就是寡婦
[00:16:23.760 --> 00:16:25.760]  寡婦是什麼人呢?
[00:16:25.760 --> 00:16:27.760]  寡婦可以說是當時社會最低下的一群
[00:16:27.760 --> 00:16:29.760]  在男性主導的社會裡
[00:16:29.760 --> 00:16:31.760]  寡婦沒有位置
[00:16:31.760 --> 00:16:33.760]  婦女已經沒有位置
[00:16:33.760 --> 00:16:35.760]  寡婦更加沒有位置
[00:16:35.760 --> 00:16:37.760]  因為她所有的東西
[00:16:37.760 --> 00:16:40.760]  最終都是給她丈夫
[00:16:40.760 --> 00:16:42.760]  就是給她家人
[00:16:42.760 --> 00:16:44.760]  如果寡婦的丈夫死了
[00:16:44.760 --> 00:16:47.760]  丈夫擁有的東西
[00:16:47.760 --> 00:16:49.760]  不會去寡婦太太那裡
[00:16:49.760 --> 00:16:51.760]  現在我們香港的法例
[00:16:51.760 --> 00:16:52.760]  就是去太太那裡
[00:16:52.760 --> 00:16:53.760]  或者去丈夫那裡
[00:16:53.760 --> 00:16:54.760]  但舊時是不會的
[00:16:54.760 --> 00:16:56.760]  舊時就全都回到夫家
[00:16:56.760 --> 00:16:57.760]  跟中國人也很相似
[00:16:57.760 --> 00:17:00.760]  如果寡婦沒有子女的話
[00:17:00.760 --> 00:17:02.760]  就更加不幸
[00:17:02.760 --> 00:17:04.760]  她在當時的社會跟乞丐真的沒有分別
[00:17:04.760 --> 00:17:07.760]  我們不知道寡婦遇到什麼情況
[00:17:07.760 --> 00:17:09.760]  但在第三節我們看到
[00:17:09.760 --> 00:17:10.760]  在第三節我們看到
[00:17:10.760 --> 00:17:12.760]  她一定是遇到極不公義的事
[00:17:12.760 --> 00:17:14.760]  所以她一定要找一個有權位的人
[00:17:14.760 --> 00:17:17.760]  可以幫她伸冤的人出頭
[00:17:17.760 --> 00:17:19.760]  當然剛才我們說
[00:17:19.760 --> 00:17:21.760]  這個官不是什麼好官
[00:17:21.760 --> 00:17:23.760]  所以當然也沒有想過幫她
[00:17:23.760 --> 00:17:26.760]  不過在這個婦人經常的
[00:17:26.760 --> 00:17:29.760]  不斷的催促她底下
[00:17:29.760 --> 00:17:31.760]  可能每天都一日三次
[00:17:31.760 --> 00:17:33.760]  在她門口求她之後
[00:17:33.760 --> 00:17:34.760]  她在第五節說
[00:17:34.760 --> 00:17:36.760]  只因寡婦煩擾我
[00:17:36.760 --> 00:17:37.760]  我就給她伸冤吧
[00:17:37.760 --> 00:17:40.760]  免得她常來糾纏我
[00:17:40.760 --> 00:17:41.760]  所以最終這個畢業的官
[00:17:41.760 --> 00:17:44.760]  決定幫寡婦伸冤
[00:17:44.760 --> 00:17:45.760]  但很明顯我們看到
[00:17:45.760 --> 00:17:48.760]  這個之所以打動這個貪官
[00:17:48.760 --> 00:17:49.760]  或者這個壞官
[00:17:49.760 --> 00:17:51.760]  其實不是她痛改前非
[00:17:51.760 --> 00:17:53.760]  也不是因為她
[00:17:53.760 --> 00:17:57.760]  或者被寡婦的誠意所打動
[00:17:57.760 --> 00:17:59.760]  在第四節很清楚地說
[00:17:59.760 --> 00:18:00.760]  她也是說
[00:18:00.760 --> 00:18:02.760]  我雖不懼怕上帝也不尊重人
[00:18:02.760 --> 00:18:04.760]  她仍然覺得我不怕上帝
[00:18:04.760 --> 00:18:05.760]  我也不尊重人
[00:18:05.760 --> 00:18:07.760]  不過出手幫她
[00:18:07.760 --> 00:18:11.760]  是因為免得這個女人再來糾纏我
[00:18:11.760 --> 00:18:12.760]  原文的意思就是
[00:18:12.760 --> 00:18:14.760]  免得她最終影響到我
[00:18:14.760 --> 00:18:15.760]  即是甚麼意思呢
[00:18:15.760 --> 00:18:19.760]  可能整天有個女人在門口
[00:18:19.760 --> 00:18:20.760]  不斷的求她
