
[00:00:00.000 --> 00:00:03.600]  非常感謝神在太庫省的教會
[00:04:41.700 --> 00:04:44.420]  因為使命的命是命令的命對吧
[00:04:44.420 --> 00:04:46.100]  那個命
[00:04:46.100 --> 00:04:48.620]  他是命令叫我們的
[00:04:48.620 --> 00:04:53.960]  是不是在我們自己的心中是放大
[00:04:53.960 --> 00:04:59.460]  或者是保持一年的一個願就好了
[00:04:59.460 --> 00:05:02.120]  那時候就放大就夠了吧
[00:05:02.120 --> 00:05:05.720]  應該是天天天天在我們心中放大
[00:05:05.720 --> 00:05:08.820]  我相信太穀行的這個教會
[00:05:08.820 --> 00:05:12.720]  是因為有人有大使命在他們的心中了
[00:05:12.720 --> 00:05:15.860]  你我現在坐在這裡的站在這裡
[00:05:15.860 --> 00:05:18.160]  為什麼我們可以說哈利路約讚美主
[00:05:18.160 --> 00:05:20.620]  為什麼我們可以唱這麼多的詩歌
[00:05:20.620 --> 00:05:22.560]  有新來唱的時候為什麼呢
[00:05:22.560 --> 00:05:29.860]  因為過去有人對大使命有負擔的去傳給我們
[00:05:29.860 --> 00:05:32.800]  所以使命很大
[00:05:32.800 --> 00:05:35.460]  我在這裡有七個大
[00:05:35.460 --> 00:05:37.000]  七個比較完美
[00:05:37.000 --> 00:05:44.360]  七個大都是在大使命這個《馬太福音》二十八章裡面也挖出來的
[00:05:44.360 --> 00:05:48.420]  我們有看是第十六節
[00:05:48.420 --> 00:05:50.220]  有大約會
[00:05:50.220 --> 00:05:54.000]  我們來看再接下來
[00:05:54.000 --> 00:05:54.660]  對
[00:05:54.660 --> 00:05:59.260]  所以你看耶穌是指定的
[00:05:59.260 --> 00:06:02.760]  那個山上的跟門徒們約會
[00:06:02.760 --> 00:06:05.020]  跟他們約會
[00:06:05.020 --> 00:06:07.320]  耶穌我們不知道是什麼時候
[00:06:07.320 --> 00:06:09.220]  因為聖經沒有記載
[00:06:09.220 --> 00:06:13.220]  但是這個事之前已經約好
[00:06:13.220 --> 00:06:15.000]  已經約好一個時間
[00:06:15.000 --> 00:06:17.220]  他可能也跟門徒們說
[00:06:17.220 --> 00:06:18.920]  彼得
[00:06:18.920 --> 00:06:21.120]  你知道我們在那個山上那個老地方
[00:06:21.120 --> 00:06:22.560]  我們常常見面的那個地方
[00:06:22.560 --> 00:06:23.920]  是是是
[00:06:23.920 --> 00:06:26.100]  我們是在那邊會面
[00:06:26.100 --> 00:06:28.160]  說好好好
[00:06:28.160 --> 00:06:30.900]  他們很熟悉那個地方
[00:06:30.900 --> 00:06:32.200]  他們很熟悉
[00:06:32.200 --> 00:06:35.000]  他們就是可以說是老地方
[00:06:35.000 --> 00:06:39.360]  因為你有老地方跟人約好時間
[00:06:39.360 --> 00:06:41.260]  你跟一個人說到老地方
[00:06:41.260 --> 00:06:43.720]  可能是表示說他是老朋友
[00:06:43.720 --> 00:06:46.520]  兩個老地方老朋友
[00:06:46.520 --> 00:06:48.660]  不一定是這麼老
[00:06:48.660 --> 00:06:50.520]  但是是老朋友了
[00:06:50.520 --> 00:06:54.160]  很熟悉的朋友
[00:06:54.160 --> 00:07:00.100]  耶穌基督跟他那個十一個門徒是老朋友了
[00:07:00.100 --> 00:07:05.160]  非常密切的關係
[00:07:05.160 --> 00:07:09.860]  約好時間跟他們見面
[00:07:09.860 --> 00:07:12.020]  我有四個女兒
[00:07:12.020 --> 00:07:14.020]  我的老師我記得
[00:07:14.020 --> 00:07:18.520]  她是香港出生的
[00:07:18.520 --> 00:07:20.020]  我一個是美國出生的
[00:07:20.020 --> 00:07:22.460]  後來搬到臺灣的在那邊侍奉
[00:07:22.460 --> 00:07:25.900]  又生了另外兩個了
[00:07:25.900 --> 00:07:29.000]  後來搬到香港就生一個了
[00:07:29.000 --> 00:07:31.300]  我們不要再搬家了
[00:07:31.300 --> 00:07:33.760]  開玩笑
[00:07:33.760 --> 00:07:35.060]  但是老師我記得
[00:07:35.060 --> 00:07:37.520]  我們就出去到一個茶餐廳
[00:07:37.520 --> 00:07:41.300]  到一個茶餐廳喝一個
[00:07:41.300 --> 00:07:42.700]  冬喝那個
[00:07:42.700 --> 00:07:43.460]  還有什麼呢
[00:07:43.460 --> 00:07:46.200]  我最喜歡的是蛋撻
[00:07:46.200 --> 00:07:47.920]  還有現在到現在為止
[00:07:47.920 --> 00:07:49.460]  她已經現在結婚了
[00:07:49.460 --> 00:07:51.220]  就在Pittsburgh Pennsylvania
[00:07:51.220 --> 00:07:53.420]  已經有小寶寶
[00:07:53.420 --> 00:07:55.800]  今天滿一個月
[00:07:55.800 --> 00:07:57.460]  時間過得太快了
[00:07:57.460 --> 00:08:00.360]  但是我們是每一個月
[00:08:00.360 --> 00:08:02.720]  我跟她有一個約會
[00:08:02.720 --> 00:08:04.620]  約好我們找一個老地方
[00:08:04.620 --> 00:08:06.520]  在那個地方那個茶餐廳
[00:08:06.520 --> 00:08:08.300]  也是吃這個蛋撻
[00:08:08.300 --> 00:08:11.400]  到現在為止她還是忘不了
[00:08:11.400 --> 00:08:13.520]  我也忘不了了
[00:08:13.520 --> 00:08:16.660]  這是因為代表一個密切的關係
[00:08:16.660 --> 00:08:19.020]  多多的認識在一個很熟悉的地方
[00:08:19.020 --> 00:08:21.020]  跟熟人越來越熟
[00:08:21.020 --> 00:08:23.720]  關係越來越深
[00:08:23.720 --> 00:08:28.460]  我們的主耶穌基督也是如此
[00:08:28.460 --> 00:08:31.560]  我們跟她的關係越來越深
[00:08:31.560 --> 00:08:34.220]  我們又跟她越來越密切的
[00:08:34.220 --> 00:08:35.560]  非常親切的
[00:08:35.560 --> 00:08:37.660]  她知道我們對吧
[00:08:37.660 --> 00:08:39.660]  她知道不是說認識
[00:08:39.660 --> 00:08:41.860]  或者是你是姓德
[00:08:41.860 --> 00:08:43.720]  還是他名彼彼德
[00:08:43.720 --> 00:08:45.520]  或是什麼
[00:08:45.520 --> 00:08:48.160]  她知道彼得的心腸
[00:08:48.160 --> 00:08:49.620]  很密切的
[00:08:49.620 --> 00:08:52.320]  她知道每一個人他們的每一個心腸
[00:08:52.320 --> 00:08:54.760]  所以我的意思就是如此
[00:08:54.760 --> 00:08:56.120]  大約會
[00:08:56.120 --> 00:08:58.460]  有在那個安排的那個
[00:08:58.460 --> 00:09:00.760]  跟他們會面的時候
[00:09:00.760 --> 00:09:06.160]  他們才能夠有一個肥沃的心田
[00:09:06.160 --> 00:09:10.920]  撒大使命的種子在那個心田上
[00:09:10.920 --> 00:09:12.920]  我請問你
[00:09:12.920 --> 00:09:13.960]  我請問你每位
[00:09:13.960 --> 00:09:17.960]  你可能信主已經有幾十年了
[00:09:17.960 --> 00:09:20.560]  可能是幾十天而已了
[00:09:20.560 --> 00:09:21.560]  不管如何
[00:09:21.560 --> 00:09:24.160]  可能你還沒有信耶穌
[00:09:24.160 --> 00:09:25.660]  我告訴你
[00:09:25.660 --> 00:09:27.460]  還沒有信耶穌的人
[00:09:27.460 --> 00:09:28.660]  耶穌愛你
[00:09:28.660 --> 00:09:31.060]  愛你到底
[00:09:31.060 --> 00:09:32.660]  你可以接受他
[00:09:32.660 --> 00:09:35.360]  你可以有一個非常密切的關係
[00:09:35.360 --> 00:09:37.360]  變成一個他是個尊敬的
[00:09:37.360 --> 00:09:39.320]  我們的尊敬沒錯了
[00:09:39.320 --> 00:09:41.920]  得到我們的尊敬
[00:09:41.920 --> 00:09:47.660]  但是他也是我們非常密切的好朋友
[00:09:47.660 --> 00:09:49.920]  希望你認識他
[00:09:49.920 --> 00:09:51.520]  我們已經認識他好久
[00:09:51.520 --> 00:09:53.460]  應該是變成沒錯
[00:09:53.460 --> 00:09:55.260]  我也是尊敬的信說
[00:09:55.260 --> 00:09:56.720]  他是老朋友
[00:09:56.720 --> 00:10:00.060]  不是老油條
[00:10:00.060 --> 00:10:01.660]  就是這樣子了
[00:10:01.660 --> 00:10:03.060]  做個禱告
[00:10:03.060 --> 00:10:03.960]  唱個詩
[00:10:03.960 --> 00:10:05.260]  都背好了嗎
[00:10:05.260 --> 00:10:06.160]  讀個經
[00:10:06.160 --> 00:10:07.620]  阿們 哈利路耶拉
[00:10:07.620 --> 00:10:09.660]  好 算了
[00:10:09.660 --> 00:10:10.720]  太老
[00:10:10.720 --> 00:10:12.320]  那個蒜太老了
[00:10:12.320 --> 00:10:13.480]  不夠嫩
[00:10:13.480 --> 00:10:15.060]  明擺肉吧
[00:10:15.060 --> 00:10:16.860]  老了硬了
[00:10:16.860 --> 00:10:19.420]  不要這樣子的老
[00:10:19.420 --> 00:10:22.260]  越老越嫩
[00:10:22.260 --> 00:10:24.860]  阿們
[00:10:24.860 --> 00:10:26.820]  約會啊
[00:10:26.820 --> 00:10:28.420]  第二個大
[00:10:28.420 --> 00:10:30.380]  第二個大
[00:10:30.380 --> 00:10:32.180]  偉大的真神
[00:10:32.180 --> 00:10:33.560]  所以接下來
[00:10:33.560 --> 00:10:36.680]  你看他們在跟他見面的
[00:10:36.680 --> 00:10:38.480]  約好地方
[00:10:38.480 --> 00:10:40.880]  哎呦 非常密切的關係
[00:10:40.880 --> 00:10:42.160]  他們就看到他
[00:10:42.160 --> 00:10:44.260]  他們說 耶穌握個手
[00:10:44.260 --> 00:10:46.160]  拍個照沒有
[00:10:46.160 --> 00:10:47.480]  五體投地
[00:10:47.480 --> 00:10:48.960]  拜他了
[00:10:48.960 --> 00:10:50.480]  蹦
[00:10:50.480 --> 00:10:51.820]  拜他了
[00:10:51.820 --> 00:10:53.580]  為什麼拜他呢
[00:10:53.580 --> 00:10:54.480]  復活的耶穌
[00:10:54.480 --> 00:10:55.620]  阿們
[00:10:55.620 --> 00:10:56.880]  他伸出他的手
[00:10:56.880 --> 00:10:57.860]  在那個拆遷的
[00:10:57.860 --> 00:10:59.780]  那個約翰福音第二十章裡面
[00:10:59.780 --> 00:11:01.020]  他伸出他的手
[00:11:01.020 --> 00:11:03.280]  他看他的手跟他的肋旁
[00:11:03.280 --> 00:11:04.620]  他就喜樂了
[00:11:04.620 --> 00:11:05.380]  為什麼呢
[00:11:05.380 --> 00:11:07.260]  他的手跟他們的手不同吧
[00:11:07.260 --> 00:11:08.320]  對吧
[00:11:08.320 --> 00:11:10.180]  什麼不同啊
[00:11:10.180 --> 00:11:11.560]  有定恆的
[00:11:11.560 --> 00:11:12.860]  有定恆的
[00:11:12.860 --> 00:11:15.020]  有一個死亡的記號
[00:11:15.020 --> 00:11:17.260]  在活著的人呢
[00:11:17.260 --> 00:11:19.260]  他非拜他不可了
[00:11:19.260 --> 00:11:20.620]  阿們
[00:11:20.620 --> 00:11:22.680]  非敬拜他不可了
[00:11:22.680 --> 00:11:24.060]  哈雷路亞
[00:11:24.060 --> 00:11:25.560]  真神啊
[00:11:25.560 --> 00:11:26.060]  大了
[00:11:26.060 --> 00:11:28.180]  阿們
[00:11:28.180 --> 00:11:30.720]  原來是比較認為
[00:11:30.720 --> 00:11:31.620]  他們在
[00:11:31.620 --> 00:11:33.120]  他們腦袋中比較
[00:11:33.120 --> 00:11:34.380]  小的一些的
[00:11:34.380 --> 00:11:37.320]  所記得的一些的耶穌的事情
[00:11:37.320 --> 00:11:39.520]  現在都放大了
[00:11:39.520 --> 00:11:41.120]  放大了
[00:11:41.120 --> 00:11:43.420]  活著的主在我們的當中
[00:11:43.420 --> 00:11:45.860]  也拜他
[00:11:45.860 --> 00:11:46.860]  在馬太福音
[00:11:46.860 --> 00:11:48.720]  這是最後一章了
[00:11:48.720 --> 00:11:51.660]  但是如果你看馬太福音前面的
[00:11:51.660 --> 00:11:53.360]  有差不多第二章了
[00:11:53.360 --> 00:11:56.360]  有沒有拜他的事情啊
[00:11:56.360 --> 00:11:59.120]  三個博士來了
[00:11:59.120 --> 00:12:01.120]  或者就是博士從遠方來
[00:12:01.120 --> 00:12:01.420]  對吧
[00:12:01.420 --> 00:12:02.620]  東方來
[00:12:02.620 --> 00:12:03.260]  他們說
[00:12:03.260 --> 00:12:05.020]  怎麼怎麼樣
[00:12:05.020 --> 00:12:06.120]  他們說
[00:12:06.120 --> 00:12:08.860]  猶太人的王在哪裡
[00:12:08.860 --> 00:12:11.260]  我們要來什麼
[00:12:11.260 --> 00:12:13.360]  拜他
[00:12:13.360 --> 00:12:15.720]  馬太寫的福音的時候
[00:12:15.720 --> 00:12:17.020]  他的福音的時候
[00:12:17.020 --> 00:12:18.060]  很有意思
[00:12:18.060 --> 00:12:20.260]  有頭有尾的
[00:12:20.260 --> 00:12:21.560]  開始的時候
[00:12:21.560 --> 00:12:22.820]  開始的時候
[00:12:22.820 --> 00:12:24.720]  小嬰兒了
[00:12:24.720 --> 00:12:26.220]  就哭了一點點
[00:12:26.220 --> 00:12:28.620]  到這時候就拜他了
[00:12:28.620 --> 00:12:29.920]  現在了
[00:12:29.920 --> 00:12:31.320]  門徒們
[00:12:31.320 --> 00:12:32.160]  快要升
[00:12:32.160 --> 00:12:33.880]  耶穌快要升天的時候
[00:12:33.880 --> 00:12:36.120]  也是拜他
[00:12:36.120 --> 00:12:37.620]  從頭到尾
[00:12:37.620 --> 00:12:39.820]  我們應該抱著一個
[00:12:39.820 --> 00:12:42.480]  敬拜他的心
[00:12:42.480 --> 00:12:44.320]  因為有個敬拜他的心
[00:12:44.320 --> 00:12:47.820]  才能夠算有一個肥沃的心
[00:12:47.820 --> 00:12:50.560]  他可以撒他的使命
[00:12:50.560 --> 00:12:53.520]  他的命令給我們
[00:12:53.520 --> 00:12:54.560]  主啊
[00:12:54.560 --> 00:12:56.460]  祢真是偉大
[00:12:56.460 --> 00:12:57.660]  而且呢
[00:12:57.660 --> 00:13:00.320]  有沒有基督弟子在
[00:13:00.320 --> 00:13:02.720]  路加福音第五章裡面呢
[00:13:02.720 --> 00:13:06.420]  彼得他們出去打魚了
[00:13:06.420 --> 00:13:09.220]  在那時候已經整個的晚上
[00:13:09.220 --> 00:13:11.820]  已經撒網了
[00:13:11.820 --> 00:13:12.620]  沒有什麼魚
[00:13:12.620 --> 00:13:13.860]  沒有用啊
[00:13:13.860 --> 00:13:15.360]  耶穌叫他們出去了
[00:13:15.360 --> 00:13:16.620]  白天了
[00:13:16.620 --> 00:13:18.960]  白天沒辦法
[00:13:18.960 --> 00:13:20.760]  得到魚了
[00:13:20.760 --> 00:13:21.560]  撒網了
[00:13:21.560 --> 00:13:23.460]  一大堆了
[00:13:23.460 --> 00:13:26.420]  差一點就那個網就破掉了
[00:13:26.420 --> 00:13:29.020]  後來放在船裡面了
[00:13:29.020 --> 00:13:31.820]  快要沉下去了
[00:13:31.820 --> 00:13:34.120]  彼得就
[00:13:34.120 --> 00:13:37.360]  他夫婦在耶穌的面前拜他
[00:13:37.360 --> 00:13:38.260]  主啊離開我
[00:13:38.260 --> 00:13:41.960]  我就是個罪人
[00:13:41.960 --> 00:13:44.960]  這個拜的心態啊
[00:13:44.960 --> 00:13:47.460]  很重要啊
[00:13:47.460 --> 00:13:48.860]  願主幫助我們
[00:13:48.860 --> 00:13:53.120]  給我們一顆敬畏他的心了
[00:13:53.120 --> 00:13:57.660]  我們有敬畏他才能夠往外看
[00:13:57.660 --> 00:14:01.120]  有需要福音的人在哪裡呢
[00:14:01.120 --> 00:14:02.860]  先從他上以撒亞
[00:14:02.860 --> 00:14:05.860]  以撒亞蒙昭的時候
[00:14:05.860 --> 00:14:08.020]  他看到在神的面前
[00:14:08.020 --> 00:14:10.120]  聖哉聖哉聖哉
[00:14:10.120 --> 00:14:11.720]  萬鈞金黃
[00:14:11.720 --> 00:14:14.660]  聖哉聖哉聖哉
[00:14:14.660 --> 00:14:15.960]  後來
[00:14:15.960 --> 00:14:20.260]  夫婦就說我要拆遷誰
[00:14:20.260 --> 00:14:22.460]  以撒亞說我在這裡拆遷
[00:14:22.460 --> 00:14:25.060]  是一個敬拜的聚會當中
[00:14:25.060 --> 00:14:25.960]  可以說了
[00:14:25.960 --> 00:14:28.260]  在這異鄉當中
[00:14:28.260 --> 00:14:30.120]  第三呢
[00:14:30.120 --> 00:14:31.960]  第三個大
[00:14:31.960 --> 00:14:33.960]  他的藍祖
[00:14:33.960 --> 00:14:36.460]  有沒有有藍祖
[00:14:36.460 --> 00:14:38.960]  有的時候我們也碰到藍祖
[00:14:38.960 --> 00:14:41.360]  所以他們來拜他的時候
[00:14:41.360 --> 00:14:43.860]  敬拜他有在他的面前
[00:14:43.860 --> 00:14:48.320]  但是還有仍然有些人什麼
[00:14:48.320 --> 00:14:49.920]  懷疑
[00:14:49.920 --> 00:14:50.660]  懷疑
[00:14:50.660 --> 00:14:52.060]  請問
[00:14:52.060 --> 00:14:55.060]  你有沒有懷疑過
[00:14:55.060 --> 00:14:57.020]  有沒有人在這裡懷疑過
[00:14:57.020 --> 00:14:59.960]  請舉手
[00:14:59.960 --> 00:15:00.620]  不敢
[00:15:00.620 --> 00:15:02.320]  對不敢
[00:15:02.320 --> 00:15:05.060]  所以現在又敢好不好
[00:15:05.060 --> 00:15:06.460]  有的時候我們
[00:15:06.460 --> 00:15:07.920]  我換一句話說
[00:15:07.920 --> 00:15:11.360]  有的時候信心比較軟弱
[00:15:11.360 --> 00:15:12.480]  有沒有
[00:15:12.480 --> 00:15:12.920]  有的時候
[00:15:12.920 --> 00:15:13.920]  有謝謝
[00:15:13.920 --> 00:15:16.660]  有三個人點頭了
[00:15:16.660 --> 00:15:18.560]  是有的時候如此
[00:15:18.560 --> 00:15:21.260]  但是你絕對不要忘記
[00:15:21.260 --> 00:15:23.180]  在他們敬拜當中
[00:15:23.180 --> 00:15:24.660]  是一個門徒的
[00:15:24.660 --> 00:15:26.660]  緊緊的跟隨耶穌的
[00:15:26.660 --> 00:15:28.220]  那些門徒的當中
[00:15:28.220 --> 00:15:31.160]  還有一些人懷疑
[00:15:31.160 --> 00:15:33.820]  意思並不是說我們贊成懷疑
[00:15:33.820 --> 00:15:35.720]  贊成沒有不要有信心
[00:15:35.720 --> 00:15:36.320]  沒有
[00:15:36.320 --> 00:15:37.280]  意思就是說
[00:15:37.280 --> 00:15:39.580]  這個是很真實
[00:15:39.580 --> 00:15:40.480]  真正的事情
[00:15:40.480 --> 00:15:43.120]  realistic的事情
[00:15:43.120 --> 00:15:45.260]  讓我們說
[00:15:45.260 --> 00:15:48.020]  我如果是懷疑的話
[00:15:48.020 --> 00:15:50.860]  主還是也接納了
[00:15:50.860 --> 00:15:54.360]  他明白我們的弱點
[00:15:54.360 --> 00:15:56.620]  我們去成就大使命的時候
[00:15:56.620 --> 00:15:59.220]  去使萬民做主的門徒的時候
[00:15:59.220 --> 00:16:00.920]  有的時候碰釘子了
[00:16:00.920 --> 00:16:02.420]  有的時候碰到困難
[00:16:02.420 --> 00:16:04.280]  有的時候軟弱下來了
[00:16:04.280 --> 00:16:07.260]  有的時候不想起床了
[00:16:07.260 --> 00:16:09.480]  出去了也為主做見證
[00:16:09.480 --> 00:16:12.460]  在我的工作上了
[00:16:12.460 --> 00:16:13.520]  有的時候是如此
[00:16:13.520 --> 00:16:14.380]  對吧
[00:16:14.380 --> 00:16:16.660]  是嗎
[00:16:16.660 --> 00:16:22.020]  主還是跟我們說話
[00:16:22.020 --> 00:16:25.760]  有耶穌
[00:16:25.760 --> 00:16:27.860]  有看到那個爸爸
[00:16:27.860 --> 00:16:29.120]  有他的兒子
[00:16:29.120 --> 00:16:31.320]  貝貴夫子的兒子
[00:16:31.320 --> 00:16:33.960]  貝貴夫子的兒子
[00:16:33.960 --> 00:16:37.360]  他就是那個爸爸很誠懇
[00:16:37.360 --> 00:16:38.760]  很坦白
[00:16:38.760 --> 00:16:40.480]  他怎麼說了
[00:16:40.480 --> 00:16:42.620]  我的信不足
[00:16:42.620 --> 00:16:44.220]  我信不足
[00:16:44.220 --> 00:16:48.780]  求主幫助
[00:16:48.780 --> 00:16:50.460]  有的時候我們也要這樣子
[00:16:50.460 --> 00:16:52.060]  阿們
[00:16:52.060 --> 00:16:52.780]  主啊
[00:16:52.780 --> 00:16:55.680]  我的信心不足了
[00:16:55.680 --> 00:16:58.360]  求您幫助我了
[00:16:58.360 --> 00:17:00.180]  求您幫助我
[00:17:00.180 --> 00:17:02.280]  順服你的命令
[00:17:02.280 --> 00:17:07.080]  求主您幫助我開我這個軟弱的口
[00:17:07.080 --> 00:17:08.880]  求主您幫助我
[00:17:08.880 --> 00:17:12.560]  我說出傳福音的話
[00:17:12.560 --> 00:17:13.720]  給我大膽的
[00:17:13.720 --> 00:17:15.760]  現在主你知道我是怕怕的
[00:17:15.760 --> 00:17:16.860]  我是膽怯的
[00:17:16.860 --> 00:17:18.280]  我沒有辦法了
[00:17:18.280 --> 00:17:22.120]  主還是來幫助我
[00:17:22.120 --> 00:17:24.360]  我的信不夠了
[00:17:24.360 --> 00:17:26.860]  不足了
[00:17:26.860 --> 00:17:28.260]  所以懷疑啊
[00:17:28.260 --> 00:17:29.720]  大懶惰
[00:17:29.720 --> 00:17:32.160]  但是我們也可以用禱告
