
[00:00:00.000 --> 00:00:05.300]  今早我們看一個新的系列的講道
[00:07:20.800 --> 00:07:23.800]  就是只要我們有神的同在
[00:07:23.800 --> 00:07:25.900]  其實當時神一早已經知道了
[00:07:25.900 --> 00:07:28.700]  事情必定會成就
[00:07:28.700 --> 00:07:31.600]  因為神是全知全能的神
[00:07:31.600 --> 00:07:32.600]  摩西不知道
[00:07:32.600 --> 00:07:35.600]  所以他懼怕和我們今天一樣
[00:07:35.600 --> 00:07:37.500]  但是神說
[00:07:37.500 --> 00:07:39.600]  所有一切的需要
[00:07:39.600 --> 00:07:41.000]  我都能夠滿足
[00:07:41.000 --> 00:07:42.400]  結果我們看回
[00:07:42.400 --> 00:07:44.400]  雖然以色列人叛逆
[00:07:44.400 --> 00:07:45.600]  離開神很多次
[00:07:45.600 --> 00:07:47.700]  但是神卻是
[00:07:47.700 --> 00:07:50.600]  祂的應許沒有改變
[00:07:50.600 --> 00:07:52.800]  以色列人四十年在曠野裡面
[00:07:52.800 --> 00:07:55.600]  神供應他們一切的需要
[00:07:55.600 --> 00:07:57.400]  後來歷史發展
[00:07:57.400 --> 00:07:59.800]  雖然神有很多的管教
[00:07:59.800 --> 00:08:02.300]  有很多的奇妙的作為
[00:08:02.300 --> 00:08:05.300]  但是神的應許總不落空
[00:08:05.300 --> 00:08:07.400]  這就是上帝這位
[00:08:07.400 --> 00:08:09.600]  自有永有的上帝
[00:08:09.600 --> 00:08:11.300]  祂的能力
[00:08:11.300 --> 00:08:12.500]  所以今天
[00:08:12.500 --> 00:08:14.600]  主耶穌親自來到這個世界
[00:08:14.600 --> 00:08:15.300]  祂說
[00:08:15.300 --> 00:08:16.500]  我就是那位
[00:08:16.500 --> 00:08:17.100]  我是
[00:08:17.100 --> 00:08:17.800]  I am
[00:08:17.800 --> 00:08:19.300]  that I am
[00:08:19.300 --> 00:08:20.000]  我是
[00:08:20.000 --> 00:08:22.600]  我是能夠滿足人一切
[00:08:22.600 --> 00:08:24.400]  生命所需要的
[00:08:24.400 --> 00:08:26.000]  這一位
[00:08:26.000 --> 00:08:29.600]  我就是人生真正的答案
[00:08:29.600 --> 00:08:31.000]  所以今天我們知道
[00:08:31.000 --> 00:08:33.200]  我們真正所需要的
[00:08:33.200 --> 00:08:34.200]  就是這位
[00:08:34.200 --> 00:08:36.400]  我是的主耶穌基督
[00:08:36.400 --> 00:08:40.000]  就是這位自有永有的上帝
[00:08:40.000 --> 00:08:41.800]  所以我和大家打算
[00:08:41.800 --> 00:08:43.800]  有七個我是
[00:08:43.800 --> 00:08:44.700]  有人封印
[00:08:44.700 --> 00:08:45.800]  所以我和大家
[00:08:45.800 --> 00:08:48.200]  今次倒數回去
[00:08:48.200 --> 00:08:50.800]  我們現在九月中
[00:08:50.800 --> 00:08:51.700]  差不多尾了
[00:08:51.700 --> 00:08:52.800]  我們一直倒數
[00:08:52.800 --> 00:08:55.200]  倒數到二零二三
[00:08:55.200 --> 00:08:57.600]  所以我們來看看
[00:08:57.600 --> 00:09:00.000]  從第七個開始
[00:09:00.000 --> 00:09:02.100]  第七個就是
[00:09:02.100 --> 00:09:03.500]  有人封印十五章
[00:09:03.500 --> 00:09:06.100]  大家知不知道他在這裡說什麼
[00:09:06.100 --> 00:09:07.000]  好啊
[00:09:07.000 --> 00:09:08.200]  這一篇我們很熟悉
[00:09:08.200 --> 00:09:09.300]  不過今天我們希望
[00:09:09.300 --> 00:09:12.600]  大家在思想的時候
[00:09:12.600 --> 00:09:19.600]  得到一些新的領袖
[00:09:19.600 --> 00:09:20.700]  我是
[00:09:20.700 --> 00:09:21.500]  這個
[00:09:21.500 --> 00:09:22.900]  為什麼特別說這個
[00:09:22.900 --> 00:09:24.000]  除了倒數的原因
[00:09:24.000 --> 00:09:25.900]  就是因為這個是
[00:09:25.900 --> 00:09:27.500]  七個裡面
[00:09:27.500 --> 00:09:28.900]  唯一一個
[00:09:28.900 --> 00:09:31.400]  耶穌基督將父神
[00:09:31.400 --> 00:09:33.600]  連在一起說的
[00:09:33.600 --> 00:09:35.900]  其他都是他自己自我宣告
[00:09:35.900 --> 00:09:37.500]  我是什麼我是什麼
[00:09:37.500 --> 00:09:40.400]  但是這個我是真葡萄樹
[00:09:40.400 --> 00:09:44.500]  就是它是連於父神的作為
[00:09:44.500 --> 00:09:46.000]  特別是將耶穌基督
[00:09:46.000 --> 00:09:49.500]  和上帝是原同為一
[00:09:49.500 --> 00:09:51.500]  這個觀念可以帶出來
[00:09:51.500 --> 00:09:52.900]  所以我們來看看
[00:09:52.900 --> 00:09:55.500]  我是真葡萄樹
[00:09:55.500 --> 00:09:56.600]  這個是
[00:09:56.600 --> 00:09:57.700]  有人封印十五章
[00:09:57.700 --> 00:10:00.900]  I am the true vine
[00:10:00.900 --> 00:10:04.100]  剛好昨天我們有一個
[00:10:04.100 --> 00:10:06.000]  奇妙小組團契
[00:10:06.000 --> 00:10:10.300]  去到一對夫婦的家裡面
[00:10:10.300 --> 00:10:13.300]  我們在那裡聚會
[00:10:13.300 --> 00:10:15.900]  他的後院真的
[00:10:15.900 --> 00:10:17.500]  我去到這麼多家裡面
[00:10:17.500 --> 00:10:19.900]  可以說最大
[00:10:19.900 --> 00:10:22.100]  或者起碼是最多
[00:10:22.100 --> 00:10:26.300]  這些種植物的一個後院
[00:10:26.300 --> 00:10:29.500]  真的超過我猜有三十多種
[00:10:29.500 --> 00:10:31.500]  真的非常非常的
[00:10:31.500 --> 00:10:33.500]  其真異果都有
[00:10:33.500 --> 00:10:35.900]  我特別走到一個地方的時候
[00:10:35.900 --> 00:10:36.700]  他介紹我就是
[00:10:36.700 --> 00:10:38.300]  原來是一個葡萄樹
[00:10:38.300 --> 00:10:40.400]  所以昨天真的看到葡萄樹
[00:10:40.400 --> 00:10:44.800]  一個葡萄樹生出來
[00:10:44.800 --> 00:10:47.100]  然後藤籃過去
[00:10:47.100 --> 00:10:47.800]  我們家裡
[00:10:47.800 --> 00:10:49.200]  我相信有些領子妹的家裡
[00:10:49.200 --> 00:10:51.100]  或者也有的
[00:10:51.100 --> 00:10:54.000]  加州是很盛產葡萄的
[00:10:54.000 --> 00:10:54.900]  我們知道
[00:10:54.900 --> 00:10:56.300]  現在面對一個困難
[00:10:56.300 --> 00:10:57.300]  因為山火
[00:10:57.300 --> 00:10:58.100]  浩熱天氣
[00:10:58.100 --> 00:11:00.900]  很多種葡萄園的人
[00:11:00.900 --> 00:11:02.800]  現在是很慘
[00:11:02.800 --> 00:11:03.700]  失修
[00:11:03.700 --> 00:11:06.300]  還有昨天有新聞也說
[00:11:06.300 --> 00:11:07.500]  他們說因為山火
[00:11:07.500 --> 00:11:09.700]  很多時候那些污染物
[00:11:09.700 --> 00:11:11.300]  葡萄很容易吸收
[00:11:11.300 --> 00:11:13.700]  那些空氣裡面的物質
[00:11:13.700 --> 00:11:15.100]  所以他們用很多方法
[00:11:15.100 --> 00:11:16.100]  保護那些葡萄
[00:11:16.100 --> 00:11:19.100]  以致不會完全的損壞
[00:11:19.100 --> 00:11:20.500]  所以加州
[00:11:20.500 --> 00:11:22.100]  我們如果去北加州
[00:11:22.100 --> 00:11:23.300]  很多時候都會去到
[00:11:23.300 --> 00:11:25.100]  那些釀酒廠
[00:11:25.100 --> 00:11:25.900]  我們知道
[00:11:25.900 --> 00:11:28.300]  他們是盛產葡萄的
[00:11:28.300 --> 00:11:29.500]  或者你們家裡
[00:11:29.500 --> 00:11:31.100]  也有種葡萄也不一定
[00:11:31.100 --> 00:11:32.500]  如果是的話
[00:11:32.500 --> 00:11:35.700]  我們應該更加體會得深一點
[00:11:35.700 --> 00:11:39.100]  這個經文是
[00:11:39.100 --> 00:11:40.700]  在《約翰方》十五章
[00:11:40.700 --> 00:11:41.500]  今天我們讀多一節
[00:11:41.500 --> 00:11:42.500]  所以要讀十一節
[00:11:42.500 --> 00:11:43.500]  很多時候我們沒有留意
[00:11:43.500 --> 00:11:45.300]  後面那幾節
[00:11:45.300 --> 00:11:46.300]  我們一起讀完
[00:11:46.300 --> 00:11:47.700]  這十一節經文好不好
[00:11:47.700 --> 00:11:51.000]  不如我們用啟應方式讀一下
[00:11:51.000 --> 00:11:51.600]  我讀一節
[00:11:51.600 --> 00:11:53.900]  請大英姊妹讀一次
[00:11:53.900 --> 00:11:55.100]  好 十五章第一節
[00:11:55.100 --> 00:11:56.100]  他說「我是」
[00:11:56.100 --> 00:11:56.900]  一開始就是了
[00:11:56.900 --> 00:11:58.500]  「我是真葡萄樹」
[00:11:58.500 --> 00:12:00.900]  「我父是栽培的人」
[00:12:00.900 --> 00:12:01.700]  請讀
[00:12:01.700 --> 00:12:03.300]  「我父是栽培的人」
[00:12:03.300 --> 00:12:05.100]  「我父是栽培的人」
[00:12:05.100 --> 00:12:06.900]  「我父是栽培的人」
[00:12:06.900 --> 00:12:08.500]  「我父是栽培的人」
[00:12:08.500 --> 00:12:10.900]  「我父是栽培的人」
[00:12:10.900 --> 00:12:13.100]  「我父是栽培的人」
[00:12:13.100 --> 00:12:15.500]  「我父是栽培的人」
[00:12:15.500 --> 00:12:18.100]  「現在你們因我說」
[00:12:18.100 --> 00:12:20.100]  「給你們的道」
[00:12:20.100 --> 00:12:22.100]  「已經潔淨了」
[00:12:22.100 --> 00:12:24.900]  「你們是真葡萄樹」
[00:12:24.900 --> 00:12:27.700]  「我也是真葡萄樹」
[00:12:27.700 --> 00:12:31.100]  「自己是真葡萄樹」
[00:12:31.100 --> 00:12:33.700]  「自己是真葡萄樹」
[00:12:33.700 --> 00:12:38.700]  「你們是真葡萄樹」
[00:12:38.700 --> 00:12:39.400]  耶穌再說
[00:12:39.400 --> 00:12:40.900]  「我是葡萄樹」
[00:12:40.900 --> 00:12:42.300]  「你們是枝子」
[00:12:42.300 --> 00:12:44.100]  「常在我裡面的」
[00:12:44.100 --> 00:12:45.900]  「我也常在他裡面」
[00:12:45.900 --> 00:12:48.400]  「這人就多結果子」
[00:12:48.400 --> 00:12:49.500]  「因為來了我」
[00:12:49.500 --> 00:12:53.300]  「你們就不能做什麼」
[00:12:53.300 --> 00:12:56.100]  「人若常在我裡面」
[00:12:56.100 --> 00:12:57.700]  「當人之志」
[00:12:57.700 --> 00:13:00.100]  「也在我面前公道」
[00:13:00.100 --> 00:13:01.600]  「人就幾來」
[00:13:01.600 --> 00:13:04.300]  「你就是我的老師」
[00:13:04.300 --> 00:13:06.100]  「你們若常在我裡面」
[00:13:06.100 --> 00:13:08.500]  「我的話也常在你們裡面」
[00:13:08.500 --> 00:13:10.400]  「凡你們所願意的祈求」
[00:13:10.400 --> 00:13:12.700]  「就給你們成就」
[00:13:12.700 --> 00:13:15.900]  「你們都是我的老師」
[00:13:15.900 --> 00:13:19.900]  「我愛你們,正如父愛我一樣」
[00:13:19.900 --> 00:13:22.500]  「你們要常在我的愛裡」
[00:13:22.500 --> 00:13:25.300]  「你們若遵守我的命令」
[00:13:25.300 --> 00:13:27.700]  「就常在我的愛裡」
[00:13:27.700 --> 00:13:30.900]  「正如我遵守了我父的命令」
[00:13:30.900 --> 00:13:32.500]  「我愛你們」
[00:13:32.500 --> 00:13:34.900]  「正如父愛我一樣」
[00:13:34.900 --> 00:13:37.700]  「你們要常在我的愛裡」
[00:13:37.700 --> 00:13:40.300]  「你們若遵守我的命令」
[00:13:40.300 --> 00:13:42.700]  「就常在我的愛裡」
[00:13:42.700 --> 00:13:46.100]  「正如我遵守了我父的命令」
[00:13:46.100 --> 00:13:48.200]  「常在他的愛裡」
[00:13:48.200 --> 00:13:51.500]  「這些事我已經對你們說了」
[00:13:51.500 --> 00:13:55.600]  「是要叫我的喜樂存在你們心裡」
[00:13:55.600 --> 00:14:00.700]  「並叫你們的喜樂可以滿足」
[00:14:00.700 --> 00:14:04.800]  所以這段經文我們應該都不會太陌生
[00:14:04.800 --> 00:14:07.000]  這裡是指到耶穌基督說
[00:14:07.000 --> 00:14:10.900]  我就是這個真葡萄樹
[00:14:10.900 --> 00:14:12.700]  我剛才說過
[00:14:12.700 --> 00:14:16.500]  這是唯一他在說「我是」這個宣告的時候
[00:14:16.500 --> 00:14:18.400]  將「父」帶出來
[00:14:18.400 --> 00:14:21.400]  就是他說「我父是栽培的人」
[00:14:21.400 --> 00:14:23.700]  我相信這個是
[00:14:23.700 --> 00:14:27.100]  不單止因為將舊約的上帝
[00:14:27.100 --> 00:14:30.500]  和新約主耶穌基督連在一起
[00:14:30.500 --> 00:14:34.500]  也是因為舊約很多的經文
[00:14:34.500 --> 00:14:38.300]  其實是以葡萄樹作比喻的
[00:14:38.300 --> 00:14:40.800]  因為主耶穌在舊約裡面
[00:14:40.800 --> 00:14:43.900]  很多時候來到
[00:14:43.900 --> 00:14:47.900]  或者是聖經章舊約的以色列文
[00:14:47.900 --> 00:14:49.900]  它很多時候的一個記號
[00:14:49.900 --> 00:14:52.400]  都是說到他們好像葡萄樹一樣
[00:14:52.400 --> 00:14:54.100]  是他的選民
[00:14:54.100 --> 00:14:56.800]  在詩篇裡面有很多的經節
[00:14:56.800 --> 00:14:58.200]  說到這方面
[00:14:58.200 --> 00:15:02.000]  說到以色列文是好像葡萄樹一樣
[00:15:02.000 --> 00:15:03.300]  在《以西結書》
[00:15:03.300 --> 00:15:05.100]  也有《大仙之書》裡面
[00:15:05.100 --> 00:15:06.900]  有說到很多的經文
[00:15:06.900 --> 00:15:08.300]  也在《小仙之書》
[00:15:08.300 --> 00:15:09.900]  特別是在《河西亞書》
[00:15:09.900 --> 00:15:14.500]  也有說到葡萄樹、葡萄園的比喻
[00:15:14.500 --> 00:15:16.700]  主耶穌在《方書》裡面
[00:15:16.700 --> 00:15:19.500]  也多次用葡萄園、葡萄樹等等
[00:15:19.500 --> 00:15:21.200]  來作比喻
[00:15:21.200 --> 00:15:23.700]  這裡讓我們看到
[00:15:23.700 --> 00:15:25.100]  在舊約裡面
[00:15:25.100 --> 00:15:29.900]  當神說到葡萄樹和選民的關係的時候
[00:15:29.900 --> 00:15:33.200]  很多時候是說到選民的失敗
[00:15:33.200 --> 00:15:37.300]  他們好像壞了的葡萄一樣
[00:15:37.300 --> 00:15:38.500]  但是在這裡
[00:15:38.500 --> 00:15:41.000]  耶穌為什麼說我是真葡萄樹呢?
[00:15:41.000 --> 00:15:45.000]  就是說到他是那個成就神的應許
[00:15:45.000 --> 00:15:48.500]  將葡萄樹本來神希望他結果指
[00:15:48.500 --> 00:15:50.000]  不是那些壞的葡萄
[00:15:50.000 --> 00:15:51.500]  是那些好的葡萄
[00:15:51.500 --> 00:15:54.000]  來表明出來
[00:15:54.000 --> 00:15:57.700]  所以當猶太人讀到這些經文的時候
[00:15:57.700 --> 00:16:00.900]  其實當耶穌說我是真葡萄樹的時候
[00:16:00.900 --> 00:16:03.300]  猶太人是很容易明白的
[00:16:03.300 --> 00:16:06.400]  過往的歷史他們是失敗的
[00:16:06.400 --> 00:16:07.500]  是那些野葡萄
[00:16:07.500 --> 00:16:11.100]  是令到神失望的
[00:16:11.100 --> 00:16:13.500]  但是神沒有放棄他們
[00:16:13.500 --> 00:16:15.900]  神總是有憐憫、有恩典
[00:16:15.900 --> 00:16:18.200]  結果怎樣能夠成就呢?
[00:16:18.200 --> 00:16:19.700]  就是透過耶穌基督
[00:16:19.700 --> 00:16:21.700]  所以我們發覺耶穌基督一來的時候
[00:16:21.700 --> 00:16:25.200]  祂說我就是那個真的葡萄樹
[00:16:25.200 --> 00:16:29.600]  要應驗神的應許和實現神的計劃
[00:16:29.600 --> 00:16:33.000]  所以如果我們沒辦法連著這個真葡萄樹
[00:16:33.000 --> 00:16:34.500]  就好像意識的人一樣
[00:16:34.500 --> 00:16:36.400]  都會一樣失敗
[00:16:36.400 --> 00:16:40.100]  唯有我們將我們的生命連著耶穌基督的時候
[00:16:40.100 --> 00:16:43.500]  得著祂的新生命的供應和滋養
[00:16:43.500 --> 00:16:47.400]  我們才能夠不會有一個枯乾的人生
[00:16:47.400 --> 00:16:49.700]  或者壞的葡萄
[00:16:49.700 --> 00:16:51.400]  所以關鍵就在這裡
[00:16:51.400 --> 00:16:54.700]  耶穌說我就是那個真葡萄樹
[00:16:54.700 --> 00:16:57.500]  今天我們這個系列是說
[00:16:57.500 --> 00:16:59.900]  主耶穌就是你我生命的答案
[00:16:59.900 --> 00:17:03.000]  所以我特別給一個分題給祂
[00:17:03.000 --> 00:17:08.800]  就是祂能夠使我們世人得到真正的幸福
[00:17:08.800 --> 00:17:11.800]  祂能夠使我們世人得到真正的幸福
[00:17:11.800 --> 00:17:12.600]  不知道弟兄姊妹
[00:17:12.600 --> 00:17:14.500]  你有沒有發覺在人生當中
[00:17:14.500 --> 00:17:18.000]  有時候我們會感覺到枯乾
[00:17:18.000 --> 00:17:22.600]  這種枯乾未必是你外面沒有錢
[00:17:22.600 --> 00:17:24.300]  或者很窮困
[00:17:24.300 --> 00:17:28.200]  因為枯乾可能我們就算是有很物質的豐富
[00:17:28.200 --> 00:17:29.900]  特別是當我們未信主的時候
[00:17:29.900 --> 00:17:33.000]  我們知道我們內心裡面有一種的枯乾
[00:17:33.000 --> 00:17:35.000]  有一種的空虛
[00:17:35.000 --> 00:17:40.500]  有一種是不能夠用其他的東西能夠滿足的生命
