
[00:00:00.000 --> 00:00:02.000]  菩薩師傅讓我們聽神的道義
[00:02:24.000 --> 00:02:27.000]  這單新聞成為世界新聞
[00:02:27.000 --> 00:02:28.000]  為什麼呢?
[00:02:28.000 --> 00:02:30.000]  這單新聞成為世界新聞
[00:02:30.000 --> 00:02:31.000]  為什麼呢?
[00:02:31.000 --> 00:02:32.000]  最主要的原因就是
[00:02:32.000 --> 00:02:34.000]  因為在世界各地不同的
[00:02:34.000 --> 00:02:36.000]  腐減的運動和組織的份子
[00:02:36.000 --> 00:02:40.000]  這是在世界不同的地方的腐竊組織
[00:02:40.000 --> 00:02:42.000]  都認為這位澳洲的女總理
[00:02:42.000 --> 00:02:44.000]  認為這個澳洲女總理
[00:02:44.000 --> 00:02:47.000]  為了女性出了一口怨氣
[00:02:47.000 --> 00:02:49.000]  為女性出了一口氣
[00:02:49.000 --> 00:02:51.000]  如果大家有興趣可以上去看一下
[00:02:51.000 --> 00:02:53.000]  如果大家有興趣都可以去查看
[00:02:53.000 --> 00:02:54.000]  不過很有趣
[00:02:54.000 --> 00:02:55.000]  不過很有趣
[00:02:55.000 --> 00:02:59.000]  當她講完這篇番說話之後
[00:02:59.000 --> 00:03:01.000]  當她講完這篇話之後
[00:03:01.000 --> 00:03:03.000]  不到一個星期
[00:03:03.000 --> 00:03:04.000]  不到一個星期
[00:03:04.000 --> 00:03:06.000]  她去了印度做訪問的時候
[00:03:06.000 --> 00:03:08.000]  她到印度訪問的時候
[00:03:08.000 --> 00:03:11.000]  你知道印度對女性其實都很欺壓
[00:03:11.000 --> 00:03:14.000]  在印度對女性都比較欺壓
[00:03:14.000 --> 00:03:19.000]  她就在印度的領袖面前
[00:03:19.000 --> 00:03:20.000]  就跌倒在地上
[00:03:20.000 --> 00:03:23.000]  在整個領袖面前她就倒地
[00:03:23.000 --> 00:03:25.000]  又引起全世界的轟動
[00:03:25.000 --> 00:03:27.000]  又引起了全世界的轟動
[00:03:27.000 --> 00:03:31.000]  你那一邊這麼威風
[00:03:31.000 --> 00:03:33.000]  你那一邊這麼威風
[00:03:33.000 --> 00:03:35.000]  你那一邊就在印度
[00:03:35.000 --> 00:03:37.000]  在中南線面前跌了一跤
[00:03:37.000 --> 00:03:39.000]  在這一邊又跌了一跤
[00:03:39.000 --> 00:03:41.000]  我今天不是和大家去討論
[00:03:41.000 --> 00:03:44.000]  這個男性做社評
[00:03:44.000 --> 00:03:46.000]  究竟他做的事情對不對
[00:03:46.000 --> 00:03:47.000]  我今天不是做一個社評
[00:03:47.000 --> 00:03:48.000]  到底對不對
[00:03:48.000 --> 00:03:50.000]  但最主要我想和大家
[00:03:50.000 --> 00:03:52.000]  是透過這件事件
[00:03:52.000 --> 00:03:54.000]  我希望通過這件事
[00:03:54.000 --> 00:03:55.000]  帶起一個討論
[00:03:55.000 --> 00:03:57.000]  帶起一段討論
[00:03:57.000 --> 00:04:00.000]  就是為什麼在這個世界裡面
[00:04:00.000 --> 00:04:02.000]  為什麼在這個世界當中
[00:04:02.000 --> 00:04:04.000]  有不少這一方面
[00:04:04.000 --> 00:04:07.000]  關於男女角色的爭端
[00:04:07.000 --> 00:04:09.000]  是能夠這麼惹人注目呢
[00:04:09.000 --> 00:04:11.000]  其實也都隱藏了
[00:04:11.000 --> 00:04:13.000]  在很多人的心裡面
[00:04:13.000 --> 00:04:15.000]  其實很多是隱藏在
[00:04:15.000 --> 00:04:16.000]  很多人的心裡面
[00:04:16.000 --> 00:04:18.000]  有一種長期的
[00:04:18.000 --> 00:04:20.000]  在性別上的爭論
[00:04:20.000 --> 00:04:23.000]  有一個長期在性別上的爭論
[00:04:23.000 --> 00:04:25.000]  最可怕的一件事是什麼呢
[00:04:25.000 --> 00:04:27.000]  最可怕的是什麼呢
[00:04:27.000 --> 00:04:29.000]  就是當這種人
[00:04:29.000 --> 00:04:31.000]  在性別上的爭論
[00:04:31.000 --> 00:04:33.000]  將它帶到聖經去解釋
[00:04:33.000 --> 00:04:36.000]  當這些人將性別的爭論
[00:04:36.000 --> 00:04:39.000]  帶到聖經裡來解釋
[00:04:39.000 --> 00:04:42.000]  就引起了很多的誤解
[00:04:42.000 --> 00:04:44.000]  就引起了很多的誤解
[00:04:44.000 --> 00:04:46.000]  今天我們一起去看
[00:04:46.000 --> 00:04:48.000]  提摩泰前書的第二章
[00:04:48.000 --> 00:04:51.000]  今天我們來看提摩泰前書第二章
[00:04:51.000 --> 00:04:53.000]  這段聖經是極多基督徒
[00:04:53.000 --> 00:04:55.000]  在解釋的時候
[00:04:55.000 --> 00:04:57.000]  產生誤解的一段聖經
[00:04:57.000 --> 00:04:59.000]  這一段是很多基督徒
[00:04:59.000 --> 00:05:01.000]  會誤解的一段聖經
[00:05:01.000 --> 00:05:03.000]  而我今天所希望和大家
[00:05:03.000 --> 00:05:04.000]  在這段聖經裡面
[00:05:04.000 --> 00:05:07.000]  一起小心的再次細讀一次
[00:05:07.000 --> 00:05:09.000]  今天我希望和大家一起
[00:05:09.000 --> 00:05:10.000]  小心的來細讀一點
[00:05:10.000 --> 00:05:13.000]  去重新掌握這段聖經的主旨
[00:05:13.000 --> 00:05:16.000]  來重新掌握這段聖經的主旨
[00:05:16.000 --> 00:05:18.000]  當下一次
[00:05:18.000 --> 00:05:20.000]  你聽見有其他的信徒
[00:05:20.000 --> 00:05:21.000]  你聽見其他的信徒
[00:05:21.000 --> 00:05:23.000]  談論到這段聖經的時候
[00:05:23.000 --> 00:05:25.000]  談論這段聖經的時候
[00:05:25.000 --> 00:05:27.000]  如果他說你看聖經歧視女性
[00:05:27.000 --> 00:05:30.000]  如果他們說這段聖經歧視女性
[00:05:30.000 --> 00:05:32.000]  或者他說聖經很喜歡
[00:05:32.000 --> 00:05:34.000]  用一些當時的文化套路
[00:05:34.000 --> 00:05:36.000]  去寫聖經的內容
[00:05:36.000 --> 00:05:37.000]  或者說他們聖經
[00:05:37.000 --> 00:05:39.000]  用當時的文化套路去寫
[00:05:39.000 --> 00:05:41.000]  現在不用不是這樣用的了
[00:05:41.000 --> 00:05:43.000]  現在不是這樣用了
[00:05:43.000 --> 00:05:44.000]  其實他們某程度上
[00:05:44.000 --> 00:05:46.000]  是否定了聖經的教導
[00:05:46.000 --> 00:05:47.000]  其實他們在某段程度上
[00:05:47.000 --> 00:05:49.000]  是否定了聖經的教導
[00:05:49.000 --> 00:05:50.000]  他們的否定也是因為
[00:05:50.000 --> 00:05:52.000]  他們不了解怎樣解釋這段聖經
[00:05:52.000 --> 00:05:53.000]  他們的否定也是因為
[00:05:53.000 --> 00:05:55.000]  不了解這段聖經
[00:05:55.000 --> 00:05:56.000]  首先我要定準這段聖經
[00:05:56.000 --> 00:05:58.000]  其實想說些什麼給我們聽
[00:05:58.000 --> 00:05:59.000]  我們先要定準
[00:05:59.000 --> 00:06:01.000]  這段聖經到底講了什麼
[00:06:01.000 --> 00:06:03.000]  這段聖經基本上有一個主旨
[00:06:03.000 --> 00:06:05.000]  這段聖經有一個主旨
[00:06:05.000 --> 00:06:07.000]  就是告訴我們知道
[00:06:07.000 --> 00:06:09.000]  神賜給每一個人
[00:06:09.000 --> 00:06:13.000]  有一個獨特特殊的身份
[00:06:13.000 --> 00:06:14.000]  神賜每一個人
[00:06:14.000 --> 00:06:15.000]  有一個獨特的身份
[00:06:15.000 --> 00:06:17.000]  每一個獨特的身份
[00:06:17.000 --> 00:06:18.000]  每一個獨特的身份
[00:06:18.000 --> 00:06:20.000]  有他獨特的特性
[00:06:20.000 --> 00:06:21.000]  有他獨特的特性
[00:06:21.000 --> 00:06:23.000]  而我們去侍奉神
[00:06:23.000 --> 00:06:24.000]  而我們去侍奉神
[00:06:24.000 --> 00:06:26.000]  就是要將這個獨特的身份
[00:06:26.000 --> 00:06:27.000]  和他的獨特的特性
[00:06:27.000 --> 00:06:29.000]  就將這個獨特的身份
[00:06:29.000 --> 00:06:31.000]  按著神的教訓
[00:06:31.000 --> 00:06:32.000]  按神的教訓
[00:06:32.000 --> 00:06:34.000]  將他活出來
[00:06:34.000 --> 00:06:36.000]  這個就是這段聖經的主旨
[00:06:36.000 --> 00:06:38.000]  這是這段聖經的主旨
[00:06:38.000 --> 00:06:40.000]  你是什麼性別
[00:06:40.000 --> 00:06:41.000]  你是什麼性別
[00:06:41.000 --> 00:06:42.000]  你是什麼身份
[00:06:42.000 --> 00:06:43.000]  你是什麼身份
[00:06:43.000 --> 00:06:44.000]  你只需要用這個身份
[00:06:44.000 --> 00:06:45.000]  你只需要用這個身份
[00:06:45.000 --> 00:06:46.000]  用這個身份
[00:06:46.000 --> 00:06:49.000]  去顯明神的教訓就可以了
[00:06:49.000 --> 00:06:51.000]  去顯明神的教訓就可以了
[00:06:51.000 --> 00:06:52.000]  所以換句話來說
[00:06:52.000 --> 00:06:53.000]  所以換句話講
[00:06:53.000 --> 00:06:55.000]  提摩太前書第二章
[00:06:55.000 --> 00:06:56.000]  提摩太前書第二章
[00:06:56.000 --> 00:06:59.000]  是教導我們怎樣去侍奉
[00:06:59.000 --> 00:07:01.000]  是教導我們怎樣去侍奉
[00:07:01.000 --> 00:07:03.000]  和上文第一章是連結的
[00:07:03.000 --> 00:07:05.000]  和上文是連結的
[00:07:05.000 --> 00:07:07.000]  第一章我們已經講過
[00:07:07.000 --> 00:07:08.000]  第一章我們講過
[00:07:08.000 --> 00:07:10.000]  保羅怎樣教導提摩太
[00:07:10.000 --> 00:07:13.000]  去牧養以弗所教會
[00:07:13.000 --> 00:07:15.000]  保羅教訓提摩太
[00:07:15.000 --> 00:07:17.000]  怎麼去牧養以弗所教會
[00:07:17.000 --> 00:07:19.000]  就留提摩太自己一個人在以弗所
[00:07:19.000 --> 00:07:23.000]  他留下提摩太在以弗所
[00:07:23.000 --> 00:07:24.000]  而我們也知道
[00:07:24.000 --> 00:07:25.000]  以弗所是一個很複雜的教會
[00:07:25.000 --> 00:07:26.000]  而我們也知道
[00:07:26.000 --> 00:07:28.000]  以弗所是一個很複雜的教會
[00:07:28.000 --> 00:07:30.000]  裏面有很多假的教導
[00:07:30.000 --> 00:07:31.000]  裏面有很多假的教導
[00:07:31.000 --> 00:07:33.000]  還有些人專門教男女關係
[00:07:33.000 --> 00:07:35.000]  還有些人教男女關係
[00:07:35.000 --> 00:07:37.000]  喜歡講普人喜悅的說話
[00:07:37.000 --> 00:07:38.000]  喜歡講普人喜悅的說話
[00:07:38.000 --> 00:07:39.000]  喜歡講普人喜悅的說話
[00:07:39.000 --> 00:07:41.000]  專門幫人說好說話的人
[00:07:41.000 --> 00:07:43.000]  專門幫人說好說話的人
[00:07:43.000 --> 00:07:44.000]  專門幫人說好說話的人
[00:07:44.000 --> 00:07:45.000]  那個叫Alexander
[00:07:45.000 --> 00:07:46.000]  那個叫Alexander
[00:07:46.000 --> 00:07:47.000]  那個人是Alexander
[00:07:47.000 --> 00:07:48.000]  那個人是Alexander
[00:07:48.000 --> 00:07:49.000]  記不記得Alexander
[00:07:49.000 --> 00:07:50.000]  那個人是Alexander
[00:07:50.000 --> 00:07:51.000]  他的名字原意是什麼呢
[00:07:51.000 --> 00:07:53.000]  他的名字原意是什麼呢
[00:07:53.000 --> 00:07:55.000]  專門幫人說好說話的人
[00:07:55.000 --> 00:07:56.000]  那個人明明是錯的
[00:07:56.000 --> 00:07:57.000]  那個人明明是錯的
[00:07:57.000 --> 00:07:59.000]  他也是專門幫人說好說話的人
[00:07:59.000 --> 00:08:00.000]  他也是專門幫人說好說話的人
[00:08:00.000 --> 00:08:01.000]  他只是講好說話
[00:08:01.000 --> 00:08:03.000]  這種人其實好像跟人關係很好
[00:08:03.000 --> 00:08:04.000]  這種人其實好像跟人關係很好
[00:08:04.000 --> 00:08:05.000]  好像跟人關係很好
[00:08:05.000 --> 00:08:06.000]  好像跟人關係很好
[00:08:06.000 --> 00:08:07.000]  其實是一種討好人的伎倆
[00:08:07.000 --> 00:08:08.000]  其實是一種討好人的伎倆
[00:08:08.000 --> 00:08:09.000]  其實是一種討好人的伎倆
[00:08:09.000 --> 00:08:10.000]  沒有把那個人自己本身的性格
[00:08:10.000 --> 00:08:11.000]  沒有把那個人自己本身的性格
[00:08:11.000 --> 00:08:12.000]  沒有把那個人自己本身的性格
[00:08:12.000 --> 00:08:13.000]  沒有把那個人自己本身的性格
[00:08:13.000 --> 00:08:14.000]  和他的位份去做好
[00:08:14.000 --> 00:08:15.000]  和他的位份去做好
[00:08:15.000 --> 00:08:23.000]  只是曉得跟人包庇,這不是聖經的教導
[00:08:23.000 --> 00:08:26.000]  保羅教導齊摩泰面對這樣的人
[00:08:26.000 --> 00:08:28.000]  保羅教導齊摩泰面對這樣的人
[00:08:28.000 --> 00:08:29.000]  你怎樣侍奉好呢
[00:08:29.000 --> 00:08:30.000]  你怎樣侍奉好呢
[00:08:30.000 --> 00:08:32.000]  你怎樣去牧養這間教會好呢
[00:08:32.000 --> 00:08:33.000]  你怎樣牧養這間教會呢
[00:08:33.000 --> 00:08:34.000]  你怎樣去牧養這間教會呢
[00:08:34.000 --> 00:08:35.000]  你怎樣去牧養這間教會呢
[00:08:35.000 --> 00:08:36.000]  你怎樣去牧養這間教會呢
[00:08:36.000 --> 00:08:37.000]  你怎樣去牧養這間教會呢
[00:08:37.000 --> 00:08:38.000]  你怎樣去牧養這間教會呢
[00:08:38.000 --> 00:08:39.000]  你怎樣去牧養這間教會呢
[00:08:39.000 --> 00:08:40.000]  你怎樣去牧養這間教會呢
[00:08:40.000 --> 00:08:41.000]  你怎樣去牧養這間教會呢
[00:08:41.000 --> 00:08:45.000]  你怎樣去牧養這間教會呢
[00:08:45.000 --> 00:08:46.000]  你怎樣去牧養這間教會呢
[00:08:46.000 --> 00:08:47.000]  你怎樣去牧養這間教會呢
[00:08:47.000 --> 00:08:48.000]  你怎樣去牧養這間教會呢
[00:08:48.000 --> 00:08:49.000]  你怎樣去牧養這間教會呢
[00:08:49.000 --> 00:08:50.000]  你怎樣去牧養這間教會呢
[00:08:50.000 --> 00:08:51.000]  你怎樣去牧養這間教會呢
[00:08:51.000 --> 00:08:52.000]  你怎樣去牧養這間教會呢
[00:08:52.000 --> 00:08:53.000]  你怎樣去牧養這間教會呢
[00:08:53.000 --> 00:08:54.000]  你怎樣去牧養這間教會呢
[00:08:54.000 --> 00:08:55.000]  你怎樣去牧養這間教會呢
[00:08:55.000 --> 00:08:56.000]  你怎樣去牧養這間教會呢
[00:08:56.000 --> 00:08:57.000]  你怎樣去牧養這間教會呢
[00:08:57.000 --> 00:08:58.000]  你怎樣去牧養這間教會呢
[00:08:58.000 --> 00:08:59.000]  你怎樣去牧養這間教會呢
[00:08:59.000 --> 00:09:13.000]  你怎樣去牧養這間教會呢
[00:09:13.000 --> 00:09:14.000]  你怎樣去牧養這間教會呢
[00:09:14.000 --> 00:09:15.000]  你怎樣去牧養這間教會呢
[00:09:15.000 --> 00:09:16.000]  你怎樣去牧養這間教會呢
[00:09:16.000 --> 00:09:17.000]  你怎樣去牧養這間教會呢
[00:09:17.000 --> 00:09:18.000]  你怎樣去牧養這間教會呢
[00:09:18.000 --> 00:09:19.000]  你怎樣去牧養這間教會呢
[00:09:19.000 --> 00:09:20.000]  你怎樣去牧養這間教會呢
[00:09:20.000 --> 00:09:21.000]  你怎樣去牧養這間教會呢
[00:09:21.000 --> 00:09:22.000]  你怎樣去牧養這間教會呢
[00:09:22.000 --> 00:09:23.000]  你怎樣去牧養這間教會呢
[00:09:23.000 --> 00:09:24.000]  你怎樣去牧養這間教會呢
[00:09:24.000 --> 00:09:25.000]  你怎樣去牧養這間教會呢
[00:09:25.000 --> 00:09:26.000]  你怎樣去牧養這間教會呢
[00:09:26.000 --> 00:09:27.000]  你怎樣去牧養這間教會呢
[00:09:27.000 --> 00:09:29.000]  你怎樣去牧養這間教會呢
[00:09:29.000 --> 00:09:30.000]  你怎樣去牧養這間教會呢
[00:09:30.000 --> 00:09:31.000]  你怎樣去牧養這間教會呢
[00:09:31.000 --> 00:09:32.000]  你怎樣去牧養這間教會呢
[00:09:32.000 --> 00:09:33.000]  你怎樣去牧養這間教會呢
[00:09:33.000 --> 00:09:34.000]  你怎樣去牧養這間教會呢
[00:09:34.000 --> 00:09:35.000]  你怎樣去牧養這間教會呢
[00:09:35.000 --> 00:09:36.000]  你怎樣去牧養這間教會呢
[00:09:36.000 --> 00:09:37.000]  你怎樣去牧養這間教會呢
[00:09:37.000 --> 00:09:38.000]  你怎樣去牧養這間教會呢
[00:09:38.000 --> 00:09:39.000]  你怎樣去牧養這間教會呢
[00:09:39.000 --> 00:09:40.000]  你怎樣去牧養這間教會呢
[00:09:40.000 --> 00:09:41.000]  你怎樣去牧養這間教會呢
[00:09:41.000 --> 00:09:42.000]  你怎樣去牧養這間教會呢
[00:09:42.000 --> 00:09:43.000]  你怎樣去牧養這間教會呢
[00:09:43.000 --> 00:10:03.000]  你怎樣去牧養這間教會呢
[00:10:03.000 --> 00:10:04.000]  你怎樣去牧養這間教會呢
[00:10:04.000 --> 00:10:05.000]  你怎樣去牧養這間教會呢
[00:10:05.000 --> 00:10:06.000]  你怎樣去牧養這間教會呢
[00:10:06.000 --> 00:10:07.000]  你怎樣去牧養這間教會呢
[00:10:07.000 --> 00:10:08.000]  你怎樣去牧養這間教會呢
[00:10:08.000 --> 00:10:09.000]  你怎樣去牧養這間教會呢
[00:10:09.000 --> 00:10:10.000]  你怎樣去牧養這間教會呢
[00:10:10.000 --> 00:10:11.000]  你怎樣去牧養這間教會呢
[00:10:11.000 --> 00:10:12.000]  你怎樣去牧養這間教會呢
[00:10:12.000 --> 00:10:13.000]  你怎樣去牧養這間教會呢
[00:10:13.000 --> 00:10:14.000]  你怎樣去牧養這間教會呢
[00:10:14.000 --> 00:10:15.000]  你怎樣去牧養這間教會呢
[00:10:15.000 --> 00:10:16.000]  你怎樣去牧養這間教會呢
[00:10:16.000 --> 00:10:17.000]  你怎樣去牧養這間教會呢
[00:10:17.000 --> 00:10:18.000]  你怎樣去牧養這間教會呢
[00:10:18.000 --> 00:10:19.000]  你怎樣去牧養這間教會呢
[00:10:19.000 --> 00:10:20.000]  你怎樣去牧養這間教會呢
[00:10:20.000 --> 00:10:21.000]  你怎樣去牧養這間教會呢
[00:10:21.000 --> 00:10:22.000]  你怎樣去牧養這間教會呢
[00:10:22.000 --> 00:10:23.000]  你怎樣去牧養這間教會呢
[00:10:23.000 --> 00:10:24.000]  你怎樣去牧養這間教會呢
[00:10:24.000 --> 00:10:25.000]  你怎樣去牧養這間教會呢
[00:10:25.000 --> 00:10:26.000]  你怎樣去牧養這間教會呢
[00:10:26.000 --> 00:10:27.000]  你怎樣去牧養這間教會呢
[00:10:27.000 --> 00:10:54.000]  你怎樣去牧養這間教會呢
[00:10:57.000 --> 00:10:58.000]  你怎樣去牧養這間教會呢
[00:10:58.000 --> 00:10:59.000]  你怎樣去牧養這間教會呢
[00:10:59.000 --> 00:11:00.000]  你怎樣去牧養這間教會呢
[00:11:00.000 --> 00:11:01.000]  你怎樣去牧養這間教會呢
[00:11:01.000 --> 00:11:02.000]  你怎樣去牧養這間教會呢
[00:11:02.000 --> 00:11:03.000]  你怎樣去牧養這間教會呢
[00:11:03.000 --> 00:11:04.000]  你怎樣去牧養這間教會呢
[00:11:04.000 --> 00:11:05.000]  你怎樣去牧養這間教會呢
[00:11:05.000 --> 00:11:06.000]  你怎樣去牧養這間教會呢
[00:11:06.000 --> 00:11:07.000]  你怎樣去牧養這間教會呢
[00:11:07.000 --> 00:11:08.000]  你怎樣去牧養這間教會呢
[00:11:08.000 --> 00:11:09.000]  你怎樣去牧養這間教會呢
[00:11:09.000 --> 00:11:10.000]  你怎樣去牧養這間教會呢
[00:11:10.000 --> 00:11:11.000]  你怎樣去牧養這間教會呢
[00:11:11.000 --> 00:11:12.000]  你怎樣去牧養這間教會呢
[00:11:12.000 --> 00:11:32.000]  你怎樣去牧養這間教會呢
[00:11:32.000 --> 00:11:34.000]  你怎樣去牧養這間教會呢
[00:11:34.000 --> 00:11:35.000]  你怎樣去牧養這間教會呢
[00:11:35.000 --> 00:11:36.000]  你怎樣去牧養這間教會呢
[00:11:36.000 --> 00:11:37.000]  你怎樣去牧養這間教會呢
[00:11:37.000 --> 00:11:38.000]  你怎樣去牧養這間教會呢
[00:11:38.000 --> 00:11:39.000]  你怎樣去牧養這間教會呢
[00:11:39.000 --> 00:11:40.000]  你怎樣去牧養這間教會呢
[00:11:40.000 --> 00:11:41.000]  你怎樣去牧養這間教會呢
[00:11:41.000 --> 00:11:42.000]  你怎樣去牧養這間教會呢
[00:11:42.000 --> 00:11:43.000]  你怎樣去牧養這間教會呢
[00:11:43.000 --> 00:11:44.000]  你怎樣去牧養這間教會呢
[00:11:44.000 --> 00:11:45.000]  你怎樣去牧養這間教會呢
[00:11:45.000 --> 00:11:46.000]  你怎樣去牧養這間教會呢
[00:11:46.000 --> 00:11:47.000]  你怎樣去牧養這間教會呢
[00:11:47.000 --> 00:11:48.000]  你怎樣去牧養這間教會呢
[00:11:48.000 --> 00:11:49.000]  你怎樣去牧養這間教會呢
[00:11:49.000 --> 00:11:50.000]  你怎樣去牧養這間教會呢
[00:11:50.000 --> 00:11:51.000]  你怎樣去牧養這間教會呢
[00:11:51.000 --> 00:11:52.000]  你怎樣去牧養這間教會呢
[00:11:52.000 --> 00:11:53.000]  你怎樣去牧養這間教會呢
[00:11:53.000 --> 00:11:54.000]  你怎樣去牧養這間教會呢
[00:11:54.000 --> 00:11:55.000]  你怎樣去牧養這間教會呢
[00:11:55.000 --> 00:11:56.000]  你怎樣去牧養這間教會呢
[00:11:56.000 --> 00:12:24.000]  你怎樣去牧養這間教會呢
[00:12:26.000 --> 00:12:28.000]  女人是陷害男人的
[00:12:28.000 --> 00:12:30.000]  女人是陷害男人的
[00:12:30.000 --> 00:12:31.000]  是不是啊
[00:12:31.000 --> 00:12:32.000]  我們有些弟兄娶了老婆那些
[00:12:32.000 --> 00:12:33.000]  我們有些弟兄娶了老婆那些
[00:12:33.000 --> 00:12:34.000]  女人
[00:12:34.000 --> 00:12:35.000]  你老婆是不是陷害你
[00:12:35.000 --> 00:12:36.000]  你笑啊你
[00:12:36.000 --> 00:12:37.000]  你笑啊你
[00:12:37.000 --> 00:12:38.000]  你笑啊你
[00:12:38.000 --> 00:12:39.000]  你笑啊你
[00:12:39.000 --> 00:12:40.000]  你笑啊你
[00:12:40.000 --> 00:12:41.000]  這裡說明的嘛
[00:12:41.000 --> 00:12:42.000]  是女人先犯罪害及男人
[00:12:42.000 --> 00:12:43.000]  是女人先犯罪害及男人
[00:12:43.000 --> 00:12:44.000]  是女人先犯罪害及男人
[00:12:44.000 --> 00:12:45.000]  這裡講的是女人先犯罪陷害男人
[00:12:45.000 --> 00:12:46.000]  這裡講的是女人先犯罪陷害男人
[00:12:46.000 --> 00:12:47.000]  所以女人生孩子受痛苦
[00:12:47.000 --> 00:12:48.000]  所以女人生孩子受痛苦
[00:12:48.000 --> 00:12:49.000]  所以女人生孩子受痛苦
[00:12:49.000 --> 00:12:56.000]  是應該的
[00:12:56.000 --> 00:12:57.000]  因為她這樣才可以贖回自己的罪
[00:12:57.000 --> 00:12:58.000]  因為她這樣才可以贖回自己的罪
[00:12:58.000 --> 00:12:59.000]  這樣才能贖罪
[00:12:59.000 --> 00:13:00.000]  很多這些角色形式古靈精怪
[00:13:00.000 --> 00:13:01.000]  奇形怪樣的解釋
[00:13:01.000 --> 00:13:02.000]  很多這些角色形式古靈精怪
[00:13:02.000 --> 00:13:03.000]  奇形怪樣的解釋
[00:13:03.000 --> 00:13:04.000]  很多這些角色形式古靈精怪的解釋
[00:13:04.000 --> 00:13:05.000]  很多這些角色形式古靈精怪的解釋
[00:13:05.000 --> 00:13:06.000]  很多這些角色形式古靈精怪的解釋
[00:13:06.000 --> 00:13:07.000]  很多這些角色形式古靈精怪的解釋
[00:13:07.000 --> 00:13:08.000]  很多這些角色形式古靈精怪的解釋
[00:13:08.000 --> 00:13:09.000]  很多這些角色形式古靈精怪的解釋
[00:13:09.000 --> 00:13:10.000]  很多這些角色形式古靈精怪的解釋
[00:13:10.000 --> 00:13:19.000]  很多這些角色形式古靈精怪的解釋
[00:13:19.000 --> 00:13:20.000]  很多這些角色形式古靈精怪的解釋
[00:13:20.000 --> 00:13:21.000]  很多這些角色形式古靈精怪的解釋
[00:13:21.000 --> 00:13:22.000]  很多這些角色形式古靈精怪的解釋
[00:13:22.000 --> 00:13:23.000]  很多這些角色形式古靈精怪的解釋
