
[00:00:00.000 --> 00:00:06.060]  如果頂智慧有留意這段時間的新聞
[00:02:50.860 --> 00:02:54.260]  他可以將全然的生命獻上
[00:02:54.260 --> 00:02:56.900]  在別人的屬靈需要上
[00:02:56.900 --> 00:02:59.140]  在整個國裏盡忠
[00:02:59.140 --> 00:03:01.500]  在其他人的屬靈關懷上
[00:03:01.500 --> 00:03:03.540]  擺上他們自己
[00:03:03.540 --> 00:03:06.060]  當然我們還有很多做阿姨的
[00:03:06.060 --> 00:03:07.060]  姑姐的
[00:03:07.060 --> 00:03:07.580]  叔叔的
[00:03:07.580 --> 00:03:08.940]  舅父的
[00:03:08.940 --> 00:03:10.900]  都可以將我們家人裏面
[00:03:10.900 --> 00:03:13.100]  很多未信主的下一代
[00:03:13.100 --> 00:03:18.060]  都將他們帶到群體的中間來認識
[00:03:18.060 --> 00:03:19.420]  但是作為父母
[00:03:19.420 --> 00:03:21.380]  我們都需要學習甚麼
[00:03:21.380 --> 00:03:23.500]  放手的一天
[00:03:23.500 --> 00:03:24.900]  我們看經文
[00:03:24.900 --> 00:03:26.020]  亦都見到有一個人
[00:03:26.020 --> 00:03:27.420]  一個偉大的領袖
[00:03:27.420 --> 00:03:28.180]  摩西
[00:03:28.180 --> 00:03:30.020]  他亦都要有放手的一天
[00:03:30.020 --> 00:03:31.780]  他帶著這個以色列人
[00:03:31.780 --> 00:03:33.100]  過百萬的
[00:03:33.100 --> 00:03:35.180]  在曠野四十年
[00:03:35.180 --> 00:03:36.380]  去到有一天
[00:03:36.380 --> 00:03:38.780]  他知道他都要放手
[00:03:38.780 --> 00:03:41.220]  當他率領這個新一代
[00:03:41.220 --> 00:03:45.540]  因為舊一代都已經在曠野離棄
[00:03:45.540 --> 00:03:47.380]  而摩西率領年輕的新一代
[00:03:47.380 --> 00:03:50.020]  去到約旦河東的曠野的時候
[00:03:50.020 --> 00:03:51.180]  遙遙的
[00:03:51.180 --> 00:03:53.260]  來到見到這個迦南美地
[00:03:53.260 --> 00:03:55.660]  但是他知道自己不能夠過去
[00:03:55.660 --> 00:03:56.980]  就好像我們作父母的
[00:03:56.980 --> 00:03:58.380]  不能夠永遠陪伴孩子
[00:03:58.380 --> 00:04:00.060]  要過去他們自己的家庭
[00:04:00.060 --> 00:04:03.300]  他們自己生活的時候
[00:04:03.300 --> 00:04:07.540]  摩西他就號召全體的以色列人
[00:04:07.540 --> 00:04:12.620]  重申神的那個誡命和律法
[00:04:12.620 --> 00:04:17.180]  他要教導他們一些不可忘記的事情
[00:04:17.180 --> 00:04:18.740]  而他所說的
[00:04:18.740 --> 00:04:20.300]  是關乎整個以色列民
[00:04:20.300 --> 00:04:21.700]  無論他有沒有小朋友
[00:04:21.700 --> 00:04:22.700]  無論他有沒有結婚
[00:04:22.700 --> 00:04:23.860]  有沒有下一代
[00:04:23.860 --> 00:04:25.860]  是整個屬靈群體的
[00:04:25.860 --> 00:04:26.700]  所要關注
[00:04:26.700 --> 00:04:29.460]  所要紀念的一些事情
[00:04:29.460 --> 00:04:31.980]  試想一下如果你要離開
[00:04:31.980 --> 00:04:34.900]  不會再在那裡了
[00:04:34.900 --> 00:04:37.380]  你會和你的至親說什麼
[00:04:37.380 --> 00:04:39.500]  你要交代些什麼
[00:04:39.500 --> 00:04:40.580]  你會來到去
[00:04:40.580 --> 00:04:46.700]  要他們紀念的一些什麼
[00:04:46.700 --> 00:04:48.780]  特別如果你有下一代的時候
[00:04:48.780 --> 00:04:51.420]  當你知道你要離開他們
[00:04:51.420 --> 00:04:53.380]  或者不會再見到他們的時候
[00:04:53.380 --> 00:04:59.740]  你會和他們說些什麼話
[00:04:59.740 --> 00:05:01.740]  當我們要好好提醒他們的時候
[00:05:01.740 --> 00:05:04.780]  這些就是我們對他們的傳承
[00:05:04.780 --> 00:05:07.420]  猶太人確實是一個傳承的民族
[00:05:07.420 --> 00:05:08.540]  但是我發覺
[00:05:08.540 --> 00:05:12.380]  潮州人似乎都是一個很傳承的民族
[00:05:12.380 --> 00:05:14.140]  因為我在香港生活幾十年
[00:05:14.140 --> 00:05:15.940]  我覺得潮州的文化
[00:05:15.940 --> 00:05:17.900]  早期就有潮州文化
[00:05:17.900 --> 00:05:21.020]  潮州的文化都是很出色的
[00:05:21.020 --> 00:05:22.900]  茶
[00:05:22.900 --> 00:05:25.620]  一些食物
[00:05:25.620 --> 00:05:26.620]  都是很獨特
[00:05:26.620 --> 00:05:29.460]  而且可以一直保存下來
[00:05:29.460 --> 00:05:30.220]  我想問一下當中
[00:05:30.220 --> 00:05:33.900]  有沒有一些我們稱為信義代的
[00:05:33.900 --> 00:05:35.860]  就是說你父母是信主的
[00:05:35.860 --> 00:05:36.700]  而你又是信主的
[00:05:36.700 --> 00:05:37.540]  有沒有信義代的
[00:05:37.540 --> 00:05:39.780]  你舉一舉手
[00:05:39.780 --> 00:05:40.620]  舉直些
[00:05:40.620 --> 00:05:42.740]  這是一個很好的事情
[00:05:42.740 --> 00:05:46.100]  我想問一下信三代的有沒有
[00:05:46.100 --> 00:05:49.100]  就是你家裡三代信主的
[00:05:49.100 --> 00:05:51.340]  有很多
[00:05:51.340 --> 00:05:52.820]  信四代的呢
[00:05:52.820 --> 00:05:55.420]  你是叔叔來的
[00:05:55.420 --> 00:06:00.180]  但是你太公那些信主的
[00:06:00.180 --> 00:06:02.860]  好像也有
[00:06:02.860 --> 00:06:03.420]  也有
[00:06:03.420 --> 00:06:06.220]  但是假若你是裡面的初熟的果子
[00:06:06.220 --> 00:06:07.660]  就是你在家庭裡面
[00:06:07.660 --> 00:06:08.940]  你是第一個信主
[00:06:08.940 --> 00:06:11.500]  然後帶領你的家人
[00:06:11.500 --> 00:06:13.340]  你的父母
[00:06:13.340 --> 00:06:14.300]  來到信主
[00:06:14.300 --> 00:06:18.180]  這個都是美麗非常一件的事情
[00:06:18.180 --> 00:06:21.580]  所以猶太人確實是一個傳承的民族
[00:06:21.580 --> 00:06:23.020]  每一個星期五
[00:06:23.020 --> 00:06:24.980]  這個安息日要來臨的時候
[00:06:24.980 --> 00:06:26.140]  他們聚在一處
[00:06:26.140 --> 00:06:29.540]  整個家裡享用這個安息日的晚餐
[00:06:29.540 --> 00:06:30.780]  媽媽會點起蠟燭
[00:06:30.780 --> 00:06:33.220]  預備這個晚餐的筵席
[00:06:33.220 --> 00:06:35.180]  父親就在燭光耳熒底下
[00:06:35.180 --> 00:06:37.420]  來中讀神的話
[00:06:37.420 --> 00:06:39.260]  然後按在孩子的身上
[00:06:39.260 --> 00:06:40.380]  他的頭上
[00:06:40.380 --> 00:06:43.540]  為他們來祝福
[00:06:43.540 --> 00:06:46.980]  之後他們就將一些靈錢給他們的孩子
[00:06:46.980 --> 00:06:48.140]  將他們好好儲起來
[00:06:48.140 --> 00:06:50.380]  每一個家庭裡面都有一個箱子
[00:06:50.380 --> 00:06:52.300]  來儲起每一個安息日所
[00:06:52.300 --> 00:06:54.340]  預備的這個靈錢
[00:06:54.340 --> 00:06:55.340]  好奇有一天
[00:06:55.340 --> 00:06:56.780]  遇到有需要的人的時候
[00:06:56.780 --> 00:06:58.300]  他們又鼓勵孩子
[00:06:58.300 --> 00:07:02.980]  來去施育給這些有需要的人
[00:07:02.980 --> 00:07:04.540]  因為他們相信
[00:07:04.540 --> 00:07:05.660]  教導之餘
[00:07:05.660 --> 00:07:08.220]  還要親身的體會
[00:07:08.220 --> 00:07:12.300]  還要讓他們能夠可以培養這個同情心
[00:07:12.300 --> 00:07:15.300]  猶太人就是這樣來培養他們孩子的
[00:07:15.300 --> 00:07:18.860]  行善的那份習慣
[00:07:18.860 --> 00:07:20.100]  因為他們相信
[00:07:20.100 --> 00:07:22.540]  養成一個傳統或者習慣
[00:07:22.540 --> 00:07:24.500]  比起教導他們的大道理
[00:07:24.500 --> 00:07:26.220]  更加能夠印在
[00:07:26.220 --> 00:07:30.980]  這些孩童的心靈裡面
[00:07:30.980 --> 00:07:34.340]  所以當這個以色列人在主前584年
[00:07:34.340 --> 00:07:36.540]  這個猶大南國被滅的時候
[00:07:36.540 --> 00:07:38.580]  直到我們這個年代
[00:07:38.580 --> 00:07:42.100]  1948年以色列復國
[00:07:42.100 --> 00:07:45.020]  足足有2534年
[00:07:45.020 --> 00:07:47.100]  在這個漫長的日子裡面
[00:07:47.100 --> 00:07:48.660]  他們多次的遭難
[00:07:48.660 --> 00:07:51.100]  被分在世界各處裡面
[00:07:51.100 --> 00:07:54.300]  但是除了少數被同化之外
[00:07:54.300 --> 00:07:57.500]  大部分猶太人都謹守著他們的傳統
[00:07:57.500 --> 00:07:58.540]  他們的律法
[00:07:58.540 --> 00:07:59.900]  他們的風俗
[00:07:59.900 --> 00:08:01.260]  他們的習慣
[00:08:01.260 --> 00:08:04.620]  他們家庭裡面的文化
[00:08:04.620 --> 00:08:07.500]  這個確實是人類世界文化歷史上
[00:08:07.500 --> 00:08:09.220]  一個這樣的奇蹟
[00:08:09.220 --> 00:08:13.780]  但什麼原因促使他們有這樣的奇蹟的產生
[00:08:13.780 --> 00:08:15.820]  就是今天我們要看這段經文
[00:08:15.820 --> 00:08:21.380]  在《生命記》第六章第四到第九節
[00:08:21.380 --> 00:08:25.740]  《生命記》第六章第四到第九節
[00:08:25.740 --> 00:08:29.980]  大家可以打開或者可以留心聽我讀出
[00:08:29.980 --> 00:08:32.660]  第四節
[00:08:32.660 --> 00:08:34.980]  以色列你要聽
[00:08:34.980 --> 00:08:39.100]  耶和華我們的神是獨一的主
[00:08:39.100 --> 00:08:44.140]  你要盡心盡性盡力愛耶和華你的神
[00:08:44.140 --> 00:08:48.700]  我今天吩咐你的這些話都要記在心上
[00:08:48.700 --> 00:08:51.140]  要殷勤教導你的兒女
[00:08:51.140 --> 00:08:53.140]  無論你坐在家裡
[00:08:53.140 --> 00:08:57.220]  走在路上、躺下、起來都要吟誦
[00:08:57.220 --> 00:08:59.980]  也要繫在手上作記號
[00:08:59.980 --> 00:09:02.220]  戴在額上作經合
[00:09:02.220 --> 00:09:04.820]  又要寫在你房屋的門框上
[00:09:04.820 --> 00:09:10.220]  和你的城門上
[00:09:10.220 --> 00:09:12.540]  對於神這個吩咐
[00:09:12.540 --> 00:09:14.420]  猶太人就是一直的
[00:09:14.420 --> 00:09:16.340]  耿耿的守著
[00:09:16.340 --> 00:09:18.540]  而當中有句話
[00:09:18.540 --> 00:09:20.740]  你要盡心盡力愛耶和華你的神
[00:09:20.740 --> 00:09:23.420]  正正就是在聖福音裡面
[00:09:23.420 --> 00:09:30.020]  耶穌所說的最大和第一的誡命
[00:09:30.020 --> 00:09:31.820]  猶太人如何謹守這個吩咐
[00:09:31.820 --> 00:09:33.820]  他說他們只有兩個責任
[00:09:33.820 --> 00:09:38.420]  第一就是他們要謹守神的誡命
[00:09:38.420 --> 00:09:40.140]  第二就是教導他的孩子
[00:09:40.140 --> 00:09:44.820]  世世代代謹守神自己的誡命
[00:09:44.820 --> 00:09:47.420]  因為他們知道摩西今天所說的
[00:09:47.420 --> 00:09:49.740]  都不是單單和他們所立的約
[00:09:49.740 --> 00:09:52.220]  而是並且和他們下一代所立的約
[00:09:52.220 --> 00:09:53.740]  因為在《新命紀》後面29章
[00:09:53.740 --> 00:09:58.140]  摩西說今天不在我們這類的人
[00:09:58.140 --> 00:09:59.540]  意思就是他們下一代了
[00:09:59.540 --> 00:10:01.740]  我也與他們立這約
[00:10:01.740 --> 00:10:03.220]  起這誓
[00:10:03.220 --> 00:10:06.540]  就是說神和父母立約
[00:10:06.540 --> 00:10:08.140]  和這個群體立約
[00:10:08.140 --> 00:10:10.220]  也都代表了和他們的下一代
[00:10:10.220 --> 00:10:12.420]  世世代代的立這個約
[00:10:12.420 --> 00:10:16.020]  以至於神的愛能夠代代相傳
[00:10:16.020 --> 00:10:18.020]  在他們信仰群體
[00:10:18.020 --> 00:10:19.820]  在他們家庭裏面
[00:10:19.820 --> 00:10:22.340]  這也是我今天所說的主題
[00:10:22.340 --> 00:10:25.420]  神的愛能夠代代相傳
[00:10:25.420 --> 00:10:30.220]  所以在第二次世界大戰的時候
[00:10:30.220 --> 00:10:31.220]  在集中營裏面
[00:10:31.220 --> 00:10:35.220]  成人和孩童要分開來監禁
[00:10:35.220 --> 00:10:37.220]  當安息日臨的時候
[00:10:37.220 --> 00:10:41.220]  德國人的玉卒竟然發覺
[00:10:41.220 --> 00:10:45.020]  這群孩童能夠模仿他們的父母
[00:10:45.020 --> 00:10:47.820]  在安息的時候點起蠟燭
[00:10:47.820 --> 00:10:50.620]  盡量按照安息日的程序
[00:10:50.620 --> 00:10:54.820]  來進行他們安息日的晚餐
[00:10:54.820 --> 00:10:59.020]  背誦開的經文
[00:10:59.020 --> 00:11:02.020]  這令他們大感驚訝
[00:11:02.020 --> 00:11:03.420]  所以首先我們知道
[00:11:03.420 --> 00:11:10.420]  父母要愛和毀身在神的恩典底下
[00:11:10.420 --> 00:11:13.220]  今天我們所說到生命記
[00:11:13.220 --> 00:11:14.820]  生命記在摩西五經裏面
[00:11:14.820 --> 00:11:16.820]  創出利民生是獨特的
[00:11:16.820 --> 00:11:19.820]  因為前面四卷書創出利民
[00:11:19.820 --> 00:11:22.820]  裏面提到神的愛只有一詞
[00:11:22.820 --> 00:11:24.820]  就在《埃及記》第20章6節
[00:11:24.820 --> 00:11:25.820]  愛我守我誡命的
[00:11:25.820 --> 00:11:26.820]  我必向他撻
[00:11:26.820 --> 00:11:29.820]  施慈愛直到千代
[00:11:29.820 --> 00:11:31.820]  但是一去到生命記的時候
[00:11:31.820 --> 00:11:32.820]  屢屢的摩西就提到
[00:11:32.820 --> 00:11:35.820]  神如何愛這群以色列人
[00:11:35.820 --> 00:11:36.820]  神要和他們納約
[00:11:36.820 --> 00:11:38.820]  要去愛他們
[00:11:38.820 --> 00:11:39.820]  摩西說了很多次
[00:11:39.820 --> 00:11:42.820]  他說因為神愛你的列祖
[00:11:42.820 --> 00:11:45.820]  所以揀選你們的後裔
[00:11:45.820 --> 00:11:46.820]  他和以色列人說
[00:11:46.820 --> 00:11:47.820]  耶和華專愛你們
[00:11:47.820 --> 00:11:48.820]  揀選你們
[00:11:48.820 --> 00:11:49.820]  不是因為你們人多
[00:11:49.820 --> 00:11:51.820]  正正是因為你們人少
[00:11:51.820 --> 00:11:53.820]  耶和華喜悅你們的列祖
[00:11:53.820 --> 00:11:54.820]  愛你們
[00:11:54.820 --> 00:11:56.820]  亦都是愛你們的後裔
[00:11:56.820 --> 00:11:58.820]  所以整個生命記裏面
[00:11:58.820 --> 00:12:01.820]  就充滿著講到神對以色列人
[00:12:01.820 --> 00:12:04.820]  和對他們後代的那份愛
[00:12:04.820 --> 00:12:06.820]  所以摩西希望神的愛
[00:12:06.820 --> 00:12:09.820]  能夠代代相傳在以色列民的裏面
[00:12:09.820 --> 00:12:10.820]  就像今天
[00:12:10.820 --> 00:12:12.820]  都希望神的愛
[00:12:12.820 --> 00:12:13.820]  能夠代代相傳
[00:12:13.820 --> 00:12:15.820]  在我們每一個家庭裏面
[00:12:15.820 --> 00:12:17.820]  所以摩西在第四節一開始說
[00:12:17.820 --> 00:12:20.820]  以色列你要聽
[00:12:20.820 --> 00:12:23.820]  耶和華我們的神是獨一的主
[00:12:23.820 --> 00:12:26.820]  你要盡心盡性盡力愛耶和華你的神
[00:12:26.820 --> 00:12:27.820]  每一個人
[00:12:27.820 --> 00:12:28.820]  特別是父母
[00:12:28.820 --> 00:12:30.820]  都要首先成為一個愛神
[00:12:30.820 --> 00:12:34.820]  盡心盡性愛他的那一位
[00:12:34.820 --> 00:12:35.820]  以色列你要聽
[00:12:35.820 --> 00:12:38.820]  這正正就是以色列的信條
[00:12:38.820 --> 00:12:41.820]  總結了他們對耶和華的信仰
[00:12:41.820 --> 00:12:44.820]  來抗衡當時多神的其他國度
[00:12:44.820 --> 00:12:50.820]  就像我們今天有很多其他的偶像
[00:12:50.820 --> 00:12:54.820]  要我們來好好地抗衡
[00:12:54.820 --> 00:12:57.820]  當我們信仰群體要面對
[00:12:57.820 --> 00:13:00.820]  以色列你要聽的呼喚的時候
[00:13:00.820 --> 00:13:02.820]  其實我們都提醒
[00:13:02.820 --> 00:13:03.820]  我們當中的父母
[00:13:03.820 --> 00:13:06.820]  在教養上的責任上
[00:13:06.820 --> 00:13:07.820]  他們並不孤單
[00:13:07.820 --> 00:13:10.820]  因為整個教會的群體
[00:13:10.820 --> 00:13:13.820]  都要面對這個呼召
[00:13:13.820 --> 00:13:15.820]  教會的群體都要裝備父母
[00:13:15.820 --> 00:13:17.820]  和父母一起
[00:13:17.820 --> 00:13:19.820]  使父母能夠成為一個
[00:13:19.820 --> 00:13:23.820]  真的盡心盡力愛耶和華的父母
[00:13:23.820 --> 00:13:26.820]  亦都在父母的教導孩童上
[00:13:26.820 --> 00:13:28.820]  他們認識神
[00:13:28.820 --> 00:13:31.820]  才是那位獨一的真神
[00:13:31.820 --> 00:13:34.820]  亦都是謹守私約守持愛的那一位
[00:13:34.820 --> 00:13:35.820]  當我們的父母願意
[00:13:35.820 --> 00:13:37.820]  真的在聖經的話語上
[00:13:37.820 --> 00:13:41.820]  去確切地教導我們孩童的時候
[00:13:41.820 --> 00:13:44.820]  其實我們正正在侍奉祂
[00:13:44.820 --> 00:13:46.820]  這位獨一的真神
[00:13:46.820 --> 00:13:48.820]  而我們亦都可以在這個上面
[00:13:48.820 --> 00:13:53.820]  來信任我們這位獨一的主
[00:13:53.820 --> 00:13:54.820]  我們怎樣愛祂
[00:13:54.820 --> 00:13:58.820]  祂說我們要盡心盡性盡力地愛我們的神
[00:13:58.820 --> 00:14:01.820]  何謂盡心盡意盡力地愛
[00:14:01.820 --> 00:14:02.820]  是一個怎樣的愛
[00:14:02.820 --> 00:14:04.820]  在我們的感受裡面
[00:14:04.820 --> 00:14:05.820]  這是一個feeling
[00:14:05.820 --> 00:14:07.820]  一個激情
[00:14:07.820 --> 00:14:09.820]  一個浪漫的感覺
[00:14:09.820 --> 00:14:11.820]  但在舊約聖經裡面
[00:14:11.820 --> 00:14:12.820]  特別是在生命記
[00:14:12.820 --> 00:14:14.820]  其實是一個納約的記號
[00:14:14.820 --> 00:14:15.820]  因為生命記
[00:14:15.820 --> 00:14:16.820]  聖經學者告訴你
[00:14:16.820 --> 00:14:18.820]  是用一個納約的
[00:14:18.820 --> 00:14:21.820]  一個這樣的題材去寫的
[00:14:21.820 --> 00:14:23.820]  在神同信仰群體
[00:14:23.820 --> 00:14:25.820]  和以色列人去納約的時候
[00:14:25.820 --> 00:14:28.820]  所用的一個這樣的格式
[00:14:28.820 --> 00:14:31.820]  所以這個愛是從這個約而出
[00:14:31.820 --> 00:14:34.820]  是有約的一個這樣的意義在當中
[00:14:34.820 --> 00:14:35.820]  所以裡面的愛
[00:14:35.820 --> 00:14:38.820]  就好像當日這個古代的大君王
[00:14:38.820 --> 00:14:43.820]  和這個藩屬去納約的時候所說的愛
[00:14:43.820 --> 00:14:44.820]  所以這個愛
[00:14:44.820 --> 00:14:46.820]  就有一層納約的意義在那裡
[00:14:46.820 --> 00:14:48.820]  所以我們說神愛我們
[00:14:48.820 --> 00:14:50.820]  或者我們愛神
[00:14:50.820 --> 00:14:53.820]  是裡面有這個約
[00:14:53.820 --> 00:14:55.820]  有這個很大的毀身
[00:14:55.820 --> 00:14:58.820]  不能夠隨時改變一個這樣的
[00:14:58.820 --> 00:15:01.820]  好像感受或者激情的情況
[00:15:01.820 --> 00:15:04.820]  當我們應用在我們生活裡面的時候
[00:15:04.820 --> 00:15:06.820]  就好像我們婚姻
[00:15:06.820 --> 00:15:07.820]  我們的家庭
[00:15:07.820 --> 00:15:09.820]  我們的親子的關係
[00:15:09.820 --> 00:15:10.820]  一開始的時候我們都有愛意
[00:15:10.820 --> 00:15:11.820]  哎呀好可愛呀他
[00:15:11.820 --> 00:15:15.820]  或者對方要吸引我們
[00:15:15.820 --> 00:15:17.820]  但是這些一切的吸引的條件
[00:15:17.820 --> 00:15:18.820]  美好的條件
[00:15:18.820 --> 00:15:21.820]  都會隨著年日慢慢的退去
[00:15:21.820 --> 00:15:22.820]  慢慢的我們發覺
[00:15:22.820 --> 00:15:25.820]  他另一面的一些不好的地方
[00:15:25.820 --> 00:15:26.820]  這些感受
[00:15:26.820 --> 00:15:27.820]  這些愛意
[00:15:27.820 --> 00:15:29.820]  這些激情feeling
[00:15:29.820 --> 00:15:32.820]  都會慢慢的退卻
[00:15:32.820 --> 00:15:34.820]  但是生命裡面的愛
[00:15:34.820 --> 00:15:35.820]  它是一個毀身
[00:15:35.820 --> 00:15:37.820]  一個納約的愛的時候
[00:15:37.820 --> 00:15:40.820]  因為我站在牧師的面前
[00:15:40.820 --> 00:15:41.820]  在神的面前
[00:15:41.820 --> 00:15:43.820]  我是有納約的愛
[00:15:43.820 --> 00:15:46.820]  堅定的一生一世的愛你
[00:15:46.820 --> 00:15:47.820]  我們愛神
[00:15:47.820 --> 00:15:49.820]  我們一起來侍奉
[00:15:49.820 --> 00:15:50.820]  但是在侍奉裡面
[00:15:50.820 --> 00:15:51.820]  是不是每一天
[00:15:51.820 --> 00:15:53.820]  侍奉得一樣的開心
[00:15:53.820 --> 00:15:55.820]  我們也會有不開心的時候
[00:15:55.820 --> 00:15:57.820]  可能有困難的時候
[00:15:57.820 --> 00:15:59.820]  有埋怨的時候
[00:15:59.820 --> 00:16:01.820]  但是這份愛神納約的愛
[00:16:01.820 --> 00:16:02.820]  就是我們堅定說
[00:16:02.820 --> 00:16:05.820]  神呀我營救的愛你
[00:16:05.820 --> 00:16:06.820]  因為這個納約
[00:16:06.820 --> 00:16:07.820]  是一個毀身
[00:16:07.820 --> 00:16:11.820]  是一個決定性的愛
[00:16:11.820 --> 00:16:15.820]  所以愛神不是一次的激情
[00:16:15.820 --> 00:16:17.820]  而是一個毀身的愛
[00:16:17.820 --> 00:16:19.820]  一個對我們人生
[00:16:19.820 --> 00:16:24.820]  一個有莫大決定意義的選擇
[00:16:24.820 --> 00:16:27.820]  所以這裡說我們每一個人
[00:16:27.820 --> 00:16:29.820]  特別是我們當中的父母
[00:16:29.820 --> 00:16:30.820]  我們首先要盡心盡性
[00:16:30.820 --> 00:16:32.820]  盡力去愛神的時候
[00:16:32.820 --> 00:16:34.820]  就是我們的全心
[00:16:34.820 --> 00:16:35.820]  就是我們的思想
[00:16:35.820 --> 00:16:36.820]  我們的意志
[00:16:36.820 --> 00:16:37.820]  我們的情感
[00:16:37.820 --> 00:16:39.820]  全盛就是我們的生命
[00:16:39.820 --> 00:16:44.820]  我們盡力去毀身
[00:16:44.820 --> 00:16:45.820]  來愛我們的神
[00:16:45.820 --> 00:16:47.820]  是沒有保留的
[00:16:47.820 --> 00:16:50.820]  神的愛是世世代代
[00:16:50.820 --> 00:16:53.820]  在我們家裡面相處
[00:16:53.820 --> 00:16:54.820]  講到全盛
[00:16:54.820 --> 00:16:56.820]  其實我們每一個人當中的
[00:16:56.820 --> 00:16:57.820]  信二代
[00:16:57.820 --> 00:16:58.820]  信三代
[00:16:58.820 --> 00:17:00.820]  和信四代
[00:17:00.820 --> 00:17:01.820]  究竟我們怎樣去傳承
[00:17:01.820 --> 00:17:07.820]  我們上一代的信仰呢
[00:17:07.820 --> 00:17:10.820]  我想起我怎樣去學煮菜
[00:17:10.820 --> 00:17:11.820]  我小學的時候
[00:17:11.820 --> 00:17:13.820]  上下午班
[00:17:13.820 --> 00:17:15.820]  每天就跟我媽媽去買菜
[00:17:15.820 --> 00:17:17.820]  牽著手
[00:17:17.820 --> 00:17:19.820]  我有時牽著牽著
[00:17:19.820 --> 00:17:21.820]  因為我不知怎樣給其他東西
