
[00:00:00.000 --> 00:00:05.000]  今日要講一個題目,兩代情意結
[00:03:04.000 --> 00:03:10.000]  其實發生衝突也是一個很平常的事情
[00:03:10.000 --> 00:03:16.000]  今天這些小朋友已經幾歲與父母發生衝突,不要說到十二歲
[00:03:16.000 --> 00:03:22.000]  很小的時候已經有很多的意見,很多自己的想法
[00:03:22.000 --> 00:03:29.000]  當然在第一經文裏面,只有路加坊提及這一段經文
[00:03:29.000 --> 00:03:31.000]  耶穌十二歲的時間
[00:03:31.000 --> 00:03:37.000]  我剛剛在上個月聖誕禮拜裏面講英雄耶穌
[00:03:37.000 --> 00:03:40.000]  都是前幾節的經文裏面
[00:03:40.000 --> 00:03:47.000]  很快就來到十二年後的耶穌,也是獨有一個少年時期的耶穌
[00:03:47.000 --> 00:03:51.000]  但這個記載似乎這件事不是那麼光彩
[00:03:51.000 --> 00:03:57.000]  始終都是一件事情,就是耶穌離開了家庭
[00:03:57.000 --> 00:04:01.000]  或者是走失了,或者是故意失蹤也好
[00:04:01.000 --> 00:04:07.000]  但是帶來了父母的一些傷痛和衝突在裏面
[00:04:07.000 --> 00:04:10.000]  所以今天跟大家看這段經文,大家都熟悉的了
[00:04:10.000 --> 00:04:13.000]  剛剛都讀了,都記得這個情況
[00:04:13.000 --> 00:04:18.000]  大家都明白為什麼要第三天才找到耶穌
[00:04:18.000 --> 00:04:24.000]  一方面走了一整天,為什麼馬尼亞藥室都看不到呢?
[00:04:24.000 --> 00:04:30.000]  事實上當時他們去到耶路撒冷守禦寺的時候
[00:04:30.000 --> 00:04:33.000]  他們住得那麼遠,你們走路來這段路
[00:04:33.000 --> 00:04:36.000]  不是一家幾口人丁單薄地來的
[00:04:36.000 --> 00:04:41.000]  通常是連群結隊,就是鄉下裡面集合一大群人
[00:04:41.000 --> 00:04:44.000]  為什麼呢?一方面大家都是守節
[00:04:44.000 --> 00:04:48.000]  另一方面其實在路上有很多的關照,互相的照顧
[00:04:48.000 --> 00:04:53.000]  如果你單人匹馬走這麼長的路,荒山野嶺的時候
[00:04:53.000 --> 00:04:57.000]  很容易會遇到盜賊,這些都是很危險的事情
[00:04:57.000 --> 00:05:01.000]  所以一群人走,一群人走的時候就自然大人小人一起走
[00:05:01.000 --> 00:05:08.000]  有時馬尼亞藥室就好像以為對方是帶著耶穌
[00:05:08.000 --> 00:05:14.000]  或者以為其他親戚朋友就拖著耶穌,帶著耶穌回來
[00:05:14.000 --> 00:05:17.000]  誰知道過了一天之後想找耶穌就發覺
[00:05:17.000 --> 00:05:21.000]  大家任何人當中都見不到耶穌
[00:05:21.000 --> 00:05:25.000]  於是又走回頭的路程,又用多一兩天的時間
[00:05:25.000 --> 00:05:30.000]  回到耶路撒冷找他,才見到耶穌在那個地方
[00:05:30.000 --> 00:05:36.000]  所以看到第48、49節開始,我就會看經文之後來講
[00:05:36.000 --> 00:05:40.000]  他們見到很驚訝,於是馬尼亞就說
[00:05:40.000 --> 00:05:44.000]  兒子為什麼對我們這樣?
[00:05:44.000 --> 00:05:48.000]  今天就容易了,打個WhatsApp說我現在去哪裡,還沒回來住
[00:05:48.000 --> 00:05:50.000]  那時候不一定要交交代
[00:05:50.000 --> 00:05:53.000]  所以回來找你的時候就說
[00:05:53.000 --> 00:05:55.000]  為什麼這樣說都不說一聲?
[00:05:55.000 --> 00:05:58.000]  竟然這樣的情況,我們找得你很焦急
[00:05:58.000 --> 00:06:02.000]  耶穌竟然回答說,為什麼要找我呢?
[00:06:02.000 --> 00:06:05.000]  你不知道我應該在我的父家裡面嗎?
[00:06:05.000 --> 00:06:10.000]  一場父母子女的衝突就開始了
[00:06:10.000 --> 00:06:13.000]  原來馬尼亞所說的話
[00:06:13.000 --> 00:06:19.000]  我們很焦急,其實焦急都未能夠表達到原本的意思
[00:06:19.000 --> 00:06:25.000]  原本的意思是很傷痛,懷著一種痛苦的心情來找你
[00:06:25.000 --> 00:06:29.000]  為什麼呢?因為發覺兒子不見了,失蹤了
[00:06:29.000 --> 00:06:32.000]  小時候都會有很多擔心
[00:06:32.000 --> 00:06:35.000]  心裡面有很多擔心,擔驚愁怕,不知道怎麼辦
[00:06:35.000 --> 00:06:38.000]  過了三天不知道有沒有東西吃,會不會餓壞
[00:06:38.000 --> 00:06:42.000]  很多的擔心,甚至會怪責自己沒好好照顧他
[00:06:42.000 --> 00:06:48.000]  怪責以為對方虐失,或者虐失以為馬尼亞自己照顧
[00:06:48.000 --> 00:06:53.000]  原來都沒有好的交代,就不見了兒子
[00:06:53.000 --> 00:06:55.000]  這樣就很傷痛了
[00:06:55.000 --> 00:06:59.000]  但見到兒子來的時候,如果你說不見了兒子
[00:06:59.000 --> 00:07:03.000]  兒子又真的好像離隊的時候
[00:07:03.000 --> 00:07:06.000]  一見到父母,馬上就撲過去
[00:07:06.000 --> 00:07:10.000]  大家都失蹤了
[00:07:10.000 --> 00:07:13.000]  但不是的,見到耶穌竟然說這樣的話
[00:07:13.000 --> 00:07:15.000]  為什麼來找我?
[00:07:15.000 --> 00:07:17.000]  我不是應該在這裡的嗎?
[00:07:17.000 --> 00:07:20.000]  你聽到會有什麼感覺?你做父母
[00:07:20.000 --> 00:07:23.000]  老實說,感覺更加不好受
[00:07:23.000 --> 00:07:25.000]  更加受傷
[00:07:25.000 --> 00:07:29.000]  我還要來找你,你竟然敢說這些話
[00:07:29.000 --> 00:07:31.000]  似乎很不近人情
[00:07:31.000 --> 00:07:36.000]  所以耶穌的回答不但沒有安慰父母
[00:07:36.000 --> 00:07:38.000]  沒有,我錯了,不應該這樣做
[00:07:38.000 --> 00:07:41.000]  反而好像再次傷害他們
[00:07:41.000 --> 00:07:43.000]  所以對於馬尼亞虐失
[00:07:43.000 --> 00:07:45.000]  他們都是盡了自己的本分
[00:07:45.000 --> 00:07:49.000]  盡了自己的良知去教養耶穌
[00:07:49.000 --> 00:07:51.000]  但耶穌竟然不領情
[00:07:51.000 --> 00:07:54.000]  這種情況對父母來說
[00:07:54.000 --> 00:07:56.000]  好像真的很傷痛
[00:07:56.000 --> 00:07:58.000]  是很苛求的情況
[00:07:58.000 --> 00:08:02.000]  但慢慢地,馬尼亞在一個即時的反應會看到
[00:08:02.000 --> 00:08:05.000]  他開始會明白一件事
[00:08:05.000 --> 00:08:10.000]  開始發覺自己會不了解孩子
[00:08:10.000 --> 00:08:13.000]  或者會發覺孩子長大後
[00:08:13.000 --> 00:08:17.000]  慢慢地也不是很諒解父母那種心情
[00:08:17.000 --> 00:08:20.000]  那種擔憂
[00:08:20.000 --> 00:08:23.000]  形成了一些困惑在裏面
[00:08:23.000 --> 00:08:28.000]  當然馬尼亞的反應沒有即時責罵他
[00:08:28.000 --> 00:08:30.000]  沒有說一句話
[00:08:30.000 --> 00:08:34.000]  我相信馬尼亞可能會想起一些事情
[00:08:34.000 --> 00:08:36.000]  想起一些事情就是
[00:08:36.000 --> 00:08:38.000]  好像雨場那邊
[00:08:38.000 --> 00:08:41.000]  不是十八年前,是十二年前
[00:08:41.000 --> 00:08:44.000]  十二年前,什麼事情呢?
[00:08:44.000 --> 00:08:46.000]  其實我們說十二年前很快就過去了
[00:08:46.000 --> 00:08:49.000]  前面也不夠十節的經文提及
[00:08:49.000 --> 00:08:51.000]  就是當耶穌基督
[00:08:51.000 --> 00:08:54.000]  剛剛出生不久
[00:08:54.000 --> 00:08:56.000]  他們按照規矩
[00:08:56.000 --> 00:08:59.000]  帶到耶路撒冷接受國禮
[00:08:59.000 --> 00:09:01.000]  接受國禮的時候碰到一個老人家
[00:09:01.000 --> 00:09:03.000]  叫西勉
[00:09:03.000 --> 00:09:05.000]  西勉曾經說
[00:09:05.000 --> 00:09:08.000]  感恩尼塞亞來到
[00:09:08.000 --> 00:09:11.000]  他放心走完人生的路程
[00:09:11.000 --> 00:09:14.000]  但他最後跟馬尼亞一番說話
[00:09:14.000 --> 00:09:16.000]  我相信馬尼亞
[00:09:16.000 --> 00:09:19.000]  十二年後至今或一生人
[00:09:19.000 --> 00:09:21.000]  都會記住西勉的說話
[00:09:21.000 --> 00:09:23.000]  西勉大概這樣說
[00:09:23.000 --> 00:09:24.000]  他說一件很重要的事情
[00:09:24.000 --> 00:09:26.000]  馬尼亞你的心
[00:09:26.000 --> 00:09:30.000]  將會好像被一把利劍刺透你自己一樣
[00:09:30.000 --> 00:09:32.000]  因著這個孩子
[00:09:32.000 --> 00:09:34.000]  因著嬰孩耶穌的出生
[00:09:34.000 --> 00:09:36.000]  在你的家庭裏面
[00:09:36.000 --> 00:09:40.000]  你必須面對難以理解的情況
[00:09:40.000 --> 00:09:43.000]  還有這個孩子會走自己的路
[00:09:43.000 --> 00:09:45.000]  你還要慢慢放手
[00:09:45.000 --> 00:09:47.000]  當然另一方面
[00:09:47.000 --> 00:09:49.000]  如果你看到馬尼亞
[00:09:49.000 --> 00:09:52.000]  最大的刺痛是甚麼?
[00:09:52.000 --> 00:09:53.000]  他會看到耶穌
[00:09:53.000 --> 00:09:55.000]  釘在十字架裏面
[00:09:55.000 --> 00:09:58.000]  一個母親看到一個兒子
[00:09:58.000 --> 00:09:59.000]  釘死十字架
[00:09:59.000 --> 00:10:03.000]  他心情有多大的刺痛呢?
[00:10:03.000 --> 00:10:04.000]  但無論如何
[00:10:04.000 --> 00:10:06.000]  在這一刻裏面
[00:10:06.000 --> 00:10:09.000]  馬尼亞已經體會到
[00:10:09.000 --> 00:10:13.000]  他不明白這個兒子
[00:10:13.000 --> 00:10:14.000]  要走的甚麼路
[00:10:14.000 --> 00:10:16.000]  他會體會到很奇怪
[00:10:16.000 --> 00:10:18.000]  體會到有些與眾不同
[00:10:18.000 --> 00:10:23.000]  體會到不懂得這個兒子的情況
[00:10:23.000 --> 00:10:25.000]  但馬尼亞是忍受著
[00:10:25.000 --> 00:10:26.000]  這種不理解
[00:10:26.000 --> 00:10:28.000]  這種的痛苦
[00:10:28.000 --> 00:10:30.000]  甚至他不會
[00:10:30.000 --> 00:10:32.000]  可以做一些甚麼的寄望
[00:10:32.000 --> 00:10:34.000]  在這個兒子的身上
[00:10:34.000 --> 00:10:37.000]  都不知道要走甚麼路
[00:10:37.000 --> 00:10:41.000]  他要接受一個很現實的想法
[00:10:41.000 --> 00:10:43.000]  這個孩子
[00:10:43.000 --> 00:10:47.000]  不是屬於他自己的
[00:10:47.000 --> 00:10:50.000]  很多時候我們養育子女的時候
[00:10:50.000 --> 00:10:51.000]  我們就會覺得
[00:10:51.000 --> 00:10:52.000]  這些子女是甚麼?
[00:10:52.000 --> 00:10:54.000]  屬於我們自己的
[00:10:54.000 --> 00:10:55.000]  是我的
[00:10:55.000 --> 00:10:56.000]  是生的
[00:10:56.000 --> 00:10:57.000]  你吃的
[00:10:57.000 --> 00:10:58.000]  你住的
[00:10:58.000 --> 00:10:59.000]  你用的
[00:10:59.000 --> 00:11:00.000]  都是用我的
[00:11:00.000 --> 00:11:02.000]  有時父母都會說這樣的說話
[00:11:02.000 --> 00:11:04.000]  你沒說過嗎?
[00:11:04.000 --> 00:11:06.000]  或者你父母沒跟你說過
[00:11:06.000 --> 00:11:07.000]  都可能有聽過
[00:11:07.000 --> 00:11:08.000]  聽過
[00:11:08.000 --> 00:11:09.000]  或者說過都不奇怪
[00:11:09.000 --> 00:11:11.000]  都會感覺到
[00:11:11.000 --> 00:11:14.000]  父母是擁有子女的
[00:11:14.000 --> 00:11:16.000]  但是
[00:11:16.000 --> 00:11:18.000]  馬尼亞會明白
[00:11:18.000 --> 00:11:20.000]  他現在開始不明白
[00:11:20.000 --> 00:11:22.000]  這個耶穌走的甚麼路
[00:11:22.000 --> 00:11:24.000]  就開始理解到
[00:11:24.000 --> 00:11:26.000]  這個耶穌
[00:11:26.000 --> 00:11:29.000]  不是永遠屬於他的母親的
[00:11:29.000 --> 00:11:32.000]  當然耶穌我們都知道
[00:11:32.000 --> 00:11:33.000]  祂會走向人群
[00:11:33.000 --> 00:11:35.000]  是屬於全人類的
[00:11:35.000 --> 00:11:40.000]  祂是會離開家庭的
[00:11:40.000 --> 00:11:41.000]  祂是會
[00:11:41.000 --> 00:11:43.000]  甚至沒有時間
[00:11:43.000 --> 00:11:45.000]  關心很多家庭的情況
[00:11:45.000 --> 00:11:48.000]  所以後來耶穌出來傳道的時候
[00:11:48.000 --> 00:11:49.000]  如果大家記得
[00:11:49.000 --> 00:11:52.000]  馬可夫曾經記載耶穌
[00:11:52.000 --> 00:11:53.000]  回到家裡
[00:11:53.000 --> 00:11:54.000]  但是都很忙碌
[00:11:54.000 --> 00:11:55.000]  很多人認到耶穌
[00:11:55.000 --> 00:11:56.000]  又找耶穌
[00:11:56.000 --> 00:12:00.000]  接著馬尼亞和耶穌的兄弟
[00:12:00.000 --> 00:12:01.000]  特意去找耶穌
[00:12:01.000 --> 00:12:02.000]  找不到耶穌
[00:12:02.000 --> 00:12:04.000]  還要傳話給耶穌
[00:12:04.000 --> 00:12:05.000]  甚至說
[00:12:05.000 --> 00:12:07.000]  「耶穌你不是瘋了嗎?」
[00:12:07.000 --> 00:12:08.000]  人們說祂瘋了
[00:12:08.000 --> 00:12:11.000]  要祂抓回家裡
[00:12:11.000 --> 00:12:12.000]  耶穌又說
[00:12:12.000 --> 00:12:13.000]  「誰是我的父母?」
[00:12:13.000 --> 00:12:15.000]  「誰是我的家人?」
[00:12:15.000 --> 00:12:16.000]  因為耶穌
[00:12:16.000 --> 00:12:19.000]  又走一條很特別的道路
[00:12:19.000 --> 00:12:20.000]  接著我們看的時候
[00:12:20.000 --> 00:12:22.000]  知道沒錯
[00:12:22.000 --> 00:12:25.000]  這種是我們在
[00:12:25.000 --> 00:12:26.000]  教養孩童的時候
[00:12:26.000 --> 00:12:28.000]  成長的時候
[00:12:28.000 --> 00:12:30.000]  我們會慢慢明白到
[00:12:30.000 --> 00:12:33.000]  這個孩子是不屬於我們的
[00:12:33.000 --> 00:12:35.000]  如果從屬靈的角度來說
[00:12:35.000 --> 00:12:42.000]  我們對於基督的家庭裡
[00:12:42.000 --> 00:12:45.000]  屬於神的家庭裡
[00:12:45.000 --> 00:12:47.000]  我們作為父母都應該明白
[00:12:47.000 --> 00:12:48.000]  我經常說
[00:12:48.000 --> 00:12:51.000]  我們的兒女是屬於天父的
[00:12:51.000 --> 00:12:54.000]  我們好像代表天父
[00:12:54.000 --> 00:12:57.000]  養育我們的兒女
[00:12:57.000 --> 00:12:59.000]  但是天父要怎樣使用他
[00:12:59.000 --> 00:13:02.000]  天父怎樣讓孩童
[00:13:02.000 --> 00:13:03.000]  你的兒女長大
[00:13:03.000 --> 00:13:05.000]  怎樣走人生的路
[00:13:05.000 --> 00:13:08.000]  是應該交託給天父帶領的
[00:13:08.000 --> 00:13:12.000]  當然這是我們很理想的說法
[00:13:12.000 --> 00:13:14.000]  希望我們都看到我們兒女
[00:13:14.000 --> 00:13:18.000]  正在走屬靈的道路裡
[00:13:18.000 --> 00:13:24.000]  所以我們就會明白到
[00:13:24.000 --> 00:13:27.000]  就算耶穌基督
[00:13:27.000 --> 00:13:29.000]  和瑪利亞或約瑟
[00:13:29.000 --> 00:13:31.000]  有衝突的時候
[00:13:31.000 --> 00:13:33.000]  他們都會慢慢看
[00:13:33.000 --> 00:13:35.000]  究竟這個兒子
[00:13:35.000 --> 00:13:37.000]  是走向怎樣的路
[00:13:37.000 --> 00:13:41.000]  都會用心去理解
[00:13:41.000 --> 00:13:43.000]  所以當我們繼續看下去的時候
[00:13:43.000 --> 00:13:45.000]  第五十一節
[00:13:45.000 --> 00:13:47.000]  「他就和他們下去
[00:13:47.000 --> 00:13:49.000]  回到拿撒勒
[00:13:49.000 --> 00:13:51.000]  並且順從他們
[00:13:51.000 --> 00:13:56.000]  他母親把這一切的事都存在心裡」
[00:13:56.000 --> 00:13:57.000]  我想說的是
[00:13:57.000 --> 00:14:00.000]  其實當我們去教養孩童的時候
[00:14:00.000 --> 00:14:03.000]  我們都要定一個界限
[00:14:03.000 --> 00:14:07.000]  為教養定一個界限
[00:14:07.000 --> 00:14:08.000]  什麼意思呢?
[00:14:08.000 --> 00:14:12.000]  其實沒有一個完美的教養
[00:14:12.000 --> 00:14:15.000]  我們心裡很想有一套計劃
[00:14:15.000 --> 00:14:18.000]  有一套期望
[00:14:18.000 --> 00:14:20.000]  我們怎樣去養育我們的兒女
[00:14:20.000 --> 00:14:24.000]  但其實真的沒有一套完美的教養
[00:14:24.000 --> 00:14:26.000]  即使剛才看那段經文
[00:14:26.000 --> 00:14:28.000]  第五十一節
[00:14:28.000 --> 00:14:33.000]  「當這件事情的衝突化解了
[00:14:33.000 --> 00:14:36.000]  瑪利亞約瑟沒有加以責備」
[00:14:36.000 --> 00:14:46.000]  讓耶穌參加完聖殿會堂去聆聽
[00:14:46.000 --> 00:14:51.000]  然後耶穌就乖乖地回到大隊裡
[00:14:51.000 --> 00:14:53.000]  然後耶穌又回到家裡
[00:14:53.000 --> 00:14:55.000]  所以第五十一節說
[00:14:55.000 --> 00:14:57.000]  「又順從他們」
[00:14:57.000 --> 00:14:59.000]  好像又回復正常
[00:14:59.000 --> 00:15:01.000]  又很乖的情況
[00:15:01.000 --> 00:15:03.000]  通常我們父母都期望
[00:15:03.000 --> 00:15:04.000]  我們的兒女都很順從
[00:15:04.000 --> 00:15:06.000]  聽話聽教
[00:15:06.000 --> 00:15:07.000]  日常生活都是這樣
[00:15:07.000 --> 00:15:09.000]  我們就很安樂
[00:15:09.000 --> 00:15:15.000]  但是瑪利亞明白
[00:15:15.000 --> 00:15:22.000]  這個不理解耶穌為何會有這樣的情景
[00:15:22.000 --> 00:15:27.000]  一件在聖殿裡離開了家庭
[00:15:27.000 --> 00:15:29.000]  留在那裡幾天的時間
[00:15:29.000 --> 00:15:31.000]  他仍然放在心裡
[00:15:31.000 --> 00:15:35.000]  但他放在心裡是他的一個學習
[00:15:35.000 --> 00:15:38.000]  是他的一個領袖
[00:15:38.000 --> 00:15:41.000]  這種放在心裡不是一條刺
[00:15:41.000 --> 00:15:43.000]  當日兒子這麼激動過我
[00:15:43.000 --> 00:15:45.000]  或者有一個心頭大石
[00:15:45.000 --> 00:15:47.000]  好像壓著自己
[00:15:47.000 --> 00:15:52.000]  這個兒子始終不是很乖
[00:15:52.000 --> 00:15:55.000]  這樣的情況頂撞我們
[00:15:55.000 --> 00:15:56.000]  不是
[00:15:56.000 --> 00:16:00.000]  因為瑪利亞已經很早知道
[00:16:00.000 --> 00:16:02.000]  不明白的事情
[00:16:02.000 --> 00:16:04.000]  都很安靜放在心裡
[00:16:04.000 --> 00:16:06.000]  慢慢慢慢去理解
[00:16:06.000 --> 00:16:08.000]  所以在聖經裡說
[00:16:08.000 --> 00:16:11.000]  「將一切的事傳於心裡」
[00:16:11.000 --> 00:16:13.000]  其實意思是什麼呢?
[00:16:13.000 --> 00:16:16.000]  意思是放在心裡慢慢去看穿
[00:16:16.000 --> 00:16:18.000]  看透它
[00:16:18.000 --> 00:16:20.000]  慢慢看穿看透
[00:16:20.000 --> 00:16:22.000]  當然就好像一塊石一樣
[00:16:22.000 --> 00:16:23.000]  一塊石
[00:16:23.000 --> 00:16:25.000]  不穿不透的
[00:16:25.000 --> 00:16:27.000]  但慢慢希望放在心裡
[00:16:27.000 --> 00:16:29.000]  慢慢作下作下作下
[00:16:29.000 --> 00:16:30.000]  看穿看透
[00:16:30.000 --> 00:16:32.000]  知道是什麼事情
[00:16:32.000 --> 00:16:36.000]  瑪利亞在少女的時代
[00:16:36.000 --> 00:16:38.000]  他未嫁給約瑟的時候
[00:16:38.000 --> 00:16:39.000]  聖靈已經跟他說
[00:16:39.000 --> 00:16:41.000]  你要懷孕生子
[00:16:41.000 --> 00:16:43.000]  瑪利亞不明白是什麼事情
[00:16:43.000 --> 00:16:45.000]  但仍然是讚美神尊主重
[00:16:45.000 --> 00:16:47.000]  他將不明白的放在心裡
[00:16:47.000 --> 00:16:49.000]  慢慢去理解
[00:16:49.000 --> 00:16:51.000]  到西面跟他說
[00:16:51.000 --> 00:16:52.000]  這個應是耶穌
[00:16:52.000 --> 00:16:53.000]  令你心刺透
[00:16:53.000 --> 00:16:55.000]  他也不明白
[00:16:55.000 --> 00:16:57.000]  但他仍然藏在心裡
[00:16:57.000 --> 00:16:58.000]  他沒有拒絕
[00:16:58.000 --> 00:16:59.000]  但他仍然要去看
[00:16:59.000 --> 00:17:02.000]  要承受這些痛苦
[00:17:02.000 --> 00:17:04.000]  到現在這一刻
[00:17:04.000 --> 00:17:06.000]  耶穌十二歲出現了這樣的情況
[00:17:06.000 --> 00:17:07.000]  他會發覺到
[00:17:07.000 --> 00:17:09.000]  未來的日子裡
[00:17:09.000 --> 00:17:12.000]  會有更多令他覺得心痛的事情
[00:17:12.000 --> 00:17:13.000]  剛才我所說
[00:17:13.000 --> 00:17:15.000]  耶穌出來傳道也是發生過
[00:17:15.000 --> 00:17:17.000]  走到去
[00:17:17.000 --> 00:17:19.000]  去找耶穌
[00:17:19.000 --> 00:17:22.000]  耶穌同樣說了一句話
[00:17:22.000 --> 00:17:24.000]  誰是我的父母
[00:17:24.000 --> 00:17:26.000]  誰是我的家庭
[00:17:26.000 --> 00:17:27.000]  就算耶穌
[00:17:27.000 --> 00:17:28.000]  你會記得
[00:17:28.000 --> 00:17:31.000]  在加拿大婚宴裡
[00:17:31.000 --> 00:17:32.000]  「誰是我的母親」
[00:17:32.000 --> 00:17:33.000]  類似這樣的說話
[00:17:33.000 --> 00:17:34.000]  又說了出來
[00:17:34.000 --> 00:17:35.000]  說來說去
[00:17:35.000 --> 00:17:37.000]  都好像瑪利亞一樣
[00:17:37.000 --> 00:17:39.000]  刺透在裡面
[00:17:39.000 --> 00:17:41.000]  但瑪利亞是明白
[00:17:41.000 --> 00:17:42.000]  我們知道我們是教養
[00:17:42.000 --> 00:17:45.000]  沒有辦法完全完美的教養
[00:17:45.000 --> 00:17:46.000]  真的有些事情
[00:17:46.000 --> 00:17:49.000]  我們都不知道怎樣教我們的兒女
[00:17:49.000 --> 00:17:51.000]  有些事情我們都不知道怎樣去做
[00:17:51.000 --> 00:17:53.000]  我們都沒有經歷過
[00:17:53.000 --> 00:17:54.000]  這樣的反應
[00:17:54.000 --> 00:17:56.000]  我小時候都不會這樣
[00:17:56.000 --> 00:17:58.000]  但為什麼我兒女會這樣呢
[00:17:58.000 --> 00:18:00.000]  有時候都會有這樣的情況
[00:18:00.000 --> 00:18:04.000]  但瑪利亞給我們一個學習
[00:18:04.000 --> 00:18:06.000]  藏在心裡面
[00:18:06.000 --> 00:18:08.000]  慢慢的看穿、看透
[00:18:08.000 --> 00:18:12.000]  原來當我們一個信徒的家庭裡
[00:18:12.000 --> 00:18:15.000]  你要去記住一件事
[00:18:15.000 --> 00:18:19.000]  其實你和你的兒女都會一樣
[00:18:19.000 --> 00:18:22.000]  始終有一些神聖的奧秘
[00:18:22.000 --> 00:18:24.000]  藏在你心裡面
[00:18:24.000 --> 00:18:25.000]  有些事情
[00:18:25.000 --> 00:18:28.000]  神是要親自帶領我們的
[00:18:28.000 --> 00:18:29.000]  我們作為自己
[00:18:29.000 --> 00:18:30.000]  無論你是父母也好
[00:18:30.000 --> 00:18:31.000]  你是兒女也好
[00:18:31.000 --> 00:18:33.000]  你是今天這個人也好
[00:18:33.000 --> 00:18:34.000]  有些事情你都看不透
[00:18:34.000 --> 00:18:36.000]  你自己的生命
[00:18:36.000 --> 00:18:38.000]  如果神有些很特別的事情
[00:18:38.000 --> 00:18:40.000]  你經歷的時候
[00:18:40.000 --> 00:18:41.000]  你才知道
[00:18:41.000 --> 00:18:44.000]  現在我真正的認識神
[00:18:44.000 --> 00:18:46.000]  有時候我們都會這樣
[00:18:46.000 --> 00:18:49.000]  才知道原來我的生命
[00:18:49.000 --> 00:18:51.000]  是神你要這樣去塗造我的
[00:18:51.000 --> 00:18:54.000]  有些人他天生有些缺陷
[00:18:54.000 --> 00:18:57.000]  有些人或者有些自己的
[00:18:57.000 --> 00:19:00.000]  認為被人不足的地方
[00:19:00.000 --> 00:19:02.000]  但有一天他發覺到
[00:19:02.000 --> 00:19:06.000]  這些已遺跡的短處、弱點
[00:19:06.000 --> 00:19:09.000]  竟然是神要去使用的地方
[00:19:09.000 --> 00:19:11.000]  這個真是神聖的奧秘
[00:19:11.000 --> 00:19:12.000]  直至有一天他體會的時候
[00:19:12.000 --> 00:19:15.000]  發覺嘩!這麼厲害的
[00:19:15.000 --> 00:19:18.000]  同樣原來你的兒女裡面
[00:19:18.000 --> 00:19:20.000]  都有一些地方你是看不穿
[00:19:20.000 --> 00:19:21.000]  看不透的
[00:19:21.000 --> 00:19:22.000]  你盡量去看
[00:19:22.000 --> 00:19:24.000]  盡量用屬靈的眼睛去看
[00:19:24.000 --> 00:19:26.000]  你會明白
[00:19:26.000 --> 00:19:28.000]  原來這個是神聖的奧秘
[00:19:28.000 --> 00:19:30.000]  將來神可能會使用
[00:19:30.000 --> 00:19:32.000]  一種獨特在裡面
[00:19:32.000 --> 00:19:33.000]  神將來會使用
[00:19:33.000 --> 00:19:36.000]  一種奇妙的地方在裡面
[00:19:36.000 --> 00:19:38.000]  好像我曾經都說過
[00:19:38.000 --> 00:19:41.000]  我的大兒子曾經一次跟我說
[00:19:41.000 --> 00:19:43.000]  他自己不知道為什麼
[00:19:43.000 --> 00:19:45.000]  自小有一種專注力不足
[00:19:45.000 --> 00:19:47.000]  但是直至有一天他體會到
