
[00:00:00.000 --> 00:00:05.760]  在我們日常的生活中
[00:01:24.000 --> 00:01:27.600]  伊麗莎的僕人一個年輕的僕人
[00:01:27.600 --> 00:01:29.560]  和伊麗莎的一些對話
[00:01:29.560 --> 00:01:33.080]  第三件事件就是以色列王的反應
[00:01:33.080 --> 00:01:35.240]  也是見到一些事
[00:01:35.240 --> 00:01:39.080]  但是他完全沒有任何敬畏的心
[00:01:39.080 --> 00:01:43.840]  兩個王對神和神的工作沒有半點的敬畏
[00:01:43.840 --> 00:01:47.920]  而上帝的僕人伊麗莎和伊麗莎的僕人
[00:01:47.920 --> 00:01:52.360]  和伊麗莎的對話就成為了今天的故事的焦點
[00:01:52.360 --> 00:01:56.000]  神人伊麗莎開了少年人的眼
[00:01:56.000 --> 00:01:58.680]  讓他看見屬靈的事情
[00:01:58.680 --> 00:02:00.800]  今天我們想透過這段經文
[00:02:00.800 --> 00:02:03.560]  去學習信心的幾樣很重要的事
[00:02:03.560 --> 00:02:07.520]  第一樣就是信心是必須有一個觸摸到
[00:02:07.520 --> 00:02:09.920]  見到屬靈視野的擴張
[00:02:09.920 --> 00:02:12.200]  你要見到屬靈視野的擴張
[00:02:12.200 --> 00:02:18.400]  第一樣就是看見上帝才是真正的掌控者
[00:02:18.400 --> 00:02:22.680]  阿難王在皇宮那裡密室有一個很重要的會議
[00:02:22.680 --> 00:02:26.560]  這個會議他以為沒有人可以知道
[00:02:26.560 --> 00:02:29.120]  因為只有內閣的人才可以聽到
[00:02:29.120 --> 00:02:31.360]  所以經文用「臥室」這個字
[00:02:31.360 --> 00:02:33.240]  就是說一個很秘密的地方
[00:02:33.240 --> 00:02:34.920]  最安全的地方
[00:02:34.920 --> 00:02:37.760]  但是想不到神人伊麗莎
[00:02:37.760 --> 00:02:43.320]  竟然可以預早知道裡面到底說了些什麼
[00:02:43.320 --> 00:02:45.880]  他們想著這班人開個會
[00:02:45.880 --> 00:02:49.080]  有一個秘密的消息
[00:02:49.080 --> 00:02:51.400]  就是說以色列的王在哪裡的時候
[00:02:51.400 --> 00:02:55.480]  他們就會突襲當地附近的環境
[00:02:55.480 --> 00:02:58.520]  這個的線報基本上是密不透風的
[00:02:58.520 --> 00:02:59.840]  但是竟然之間
[00:02:59.840 --> 00:03:02.280]  伊麗莎可以知道
[00:03:02.280 --> 00:03:04.760]  打發一兩次告訴以色列王
[00:03:04.760 --> 00:03:06.680]  提醒他不要經過那個地方
[00:03:06.680 --> 00:03:11.840]  所以敵人沒辦法可以去陷害到以色列的王
[00:03:11.840 --> 00:03:14.720]  阿難王這個密室的秘密
[00:03:14.720 --> 00:03:16.520]  基本上是很周傳的
[00:03:16.520 --> 00:03:17.760]  沒有人會知道
[00:03:17.760 --> 00:03:21.000]  但是竟然之間給伊麗莎去知道
[00:03:21.000 --> 00:03:22.480]  舉個例子
[00:03:22.480 --> 00:03:24.360]  舉個例子就是
[00:03:24.360 --> 00:03:25.840]  在一個臥室裡面
[00:03:25.840 --> 00:03:26.640]  你可以想一下
[00:03:26.640 --> 00:03:28.880]  如果我們今時今日在這裡開一個會
[00:03:28.880 --> 00:03:31.480]  只有這裡的人才知道
[00:03:31.480 --> 00:03:33.640]  這個是一個絕對的秘密來的
[00:03:33.640 --> 00:03:35.720]  沒有人可以知道我們在說什麼
[00:03:35.720 --> 00:03:38.200]  除非我們中間有人洩漏
[00:03:38.200 --> 00:03:39.800]  所以你要明白
[00:03:39.800 --> 00:03:42.120]  為什麼這個伊麗莎
[00:03:42.120 --> 00:03:45.080]  為什麼她這麼厲害在一個密不透風的裡面
[00:03:45.080 --> 00:03:47.520]  都能夠知道這些秘密呢
[00:03:47.520 --> 00:03:49.160]  而且我想你留意的就是
[00:03:49.160 --> 00:03:51.600]  這一段的經文裡面
[00:03:51.600 --> 00:03:55.160]  提到的侵略不是一些什麼大戰
[00:03:55.160 --> 00:03:56.800]  只不過是搶一下東西
[00:03:56.800 --> 00:03:59.640]  干擾一下以色列周邊的小地方
[00:03:59.640 --> 00:04:01.600]  搶一下貨 搶一下人
[00:04:01.600 --> 00:04:03.720]  分分鐘不需要動刀動兵
[00:04:03.720 --> 00:04:07.120]  阿難王的目的基本上不是要買起以色列的王
[00:04:07.120 --> 00:04:08.560]  而是想掃蕩一下
[00:04:08.560 --> 00:04:10.200]  以色列一些細小的地方
[00:04:10.200 --> 00:04:11.520]  做一下擄掠
[00:04:11.520 --> 00:04:14.800]  令到他們的經濟蒙受一些大的損失
[00:04:14.800 --> 00:04:18.640]  這樣也是另類去打擊這個王的一些做法
[00:04:18.640 --> 00:04:23.000]  以色列的王當然聽從了伊麗莎的說話
[00:04:23.000 --> 00:04:24.400]  受到警惕
[00:04:24.400 --> 00:04:25.760]  而且做了防備
[00:04:25.760 --> 00:04:30.280]  所以經文就說提防未受這個的其害
[00:04:30.280 --> 00:04:32.440]  可能就是王派了一些兵部署
[00:04:32.440 --> 00:04:33.520]  加強了保安
[00:04:33.520 --> 00:04:35.200]  又或者叫了當地的百姓
[00:04:35.200 --> 00:04:36.760]  趕快撤出都未定
[00:04:36.760 --> 00:04:38.520]  好 我們看看第六章第十一節
[00:04:38.520 --> 00:04:40.120]  阿難王又怎麼樣呢
[00:04:40.120 --> 00:04:41.800]  我們一齊讀一讀第六章第十一節
[00:04:41.800 --> 00:04:42.480]  好嗎 請讀
[00:04:42.480 --> 00:04:52.680]  我們這類有誰幫助以色列王
[00:04:52.680 --> 00:04:55.720]  你們不只給我嗎
[00:04:55.720 --> 00:04:58.600]  這個經文提到
[00:04:58.600 --> 00:05:02.720]  這個皇帝有一個反應就是心裡敬異
[00:05:02.720 --> 00:05:04.880]  敬異這個字是非常特別的
[00:05:04.880 --> 00:05:06.960]  這個字的意思就是打颶風
[00:05:06.960 --> 00:05:08.000]  打大風
[00:05:08.000 --> 00:05:10.240]  所以他心裡面刮起颶風
[00:05:10.240 --> 00:05:14.080]  這一股的颶風似乎又驚但又很憤怒
[00:05:14.080 --> 00:05:17.840]  因為他估計裡面有二五仔
[00:05:17.840 --> 00:05:20.000]  我們都不難明的 是不是
[00:05:20.000 --> 00:05:22.120]  你想想 讀廣東話就明白了
[00:05:22.120 --> 00:05:23.920]  沒有鬼不死得人
[00:05:23.920 --> 00:05:25.120]  你明白嗎
[00:05:25.120 --> 00:05:26.440]  假設我們在這裡開一個大會
[00:05:26.440 --> 00:05:27.200]  剛才我們也說了
[00:05:27.200 --> 00:05:28.680]  我們一些秘密說出來
[00:05:28.680 --> 00:05:29.400]  我們的秘密就是
[00:05:29.400 --> 00:05:32.400]  一會兒我們決定去城寄飲茶
[00:05:32.400 --> 00:05:35.040]  不去這個home
[00:05:35.040 --> 00:05:37.480]  這個秘密只有五堂的人才知道
[00:05:37.480 --> 00:05:40.040]  但是想不到連祖堂的弟兄姊妹
[00:05:40.040 --> 00:05:41.080]  都會知道
[00:05:41.080 --> 00:05:43.760]  竟然我們不去home就去城寄
[00:05:43.760 --> 00:05:45.680]  你說這裡是不是有人洩密
[00:05:45.680 --> 00:05:46.840]  一定有人洩密的
[00:05:46.840 --> 00:05:49.200]  可能已經傳了一些信息出來了
[00:05:49.200 --> 00:05:49.760]  Benny說的
[00:05:49.760 --> 00:05:50.800]  今天我們去城寄
[00:05:50.800 --> 00:05:53.240]  我們不去這個home
[00:05:53.240 --> 00:05:55.880]  所以沒有鬼是不死得人的
[00:05:55.880 --> 00:05:57.880]  所以一定有二五仔
[00:05:57.880 --> 00:05:59.760]  所以他就跟那幫內閣說
[00:05:59.760 --> 00:06:00.920]  你們交人出來
[00:06:00.920 --> 00:06:02.760]  肯定是你們自己一個做的
[00:06:02.760 --> 00:06:04.120]  如果你是他們內閣的時候
[00:06:04.120 --> 00:06:05.840]  你們會怎樣
[00:06:05.840 --> 00:06:08.240]  肯定是個個震騰騰的
[00:06:08.240 --> 00:06:10.560]  六章第十二節就有一個神僕說
[00:06:10.560 --> 00:06:12.520]  沒有人幫他
[00:06:12.520 --> 00:06:14.520]  只有以色列中有一個先知
[00:06:14.520 --> 00:06:15.320]  以利沙
[00:06:15.320 --> 00:06:17.800]  將王的臥房所說的話
[00:06:17.800 --> 00:06:20.680]  告訴了以色列王
[00:06:20.680 --> 00:06:21.960]  這裡很明顯
[00:06:21.960 --> 00:06:24.480]  因為矛頭指向有內鬼
[00:06:24.480 --> 00:06:27.040]  肯定是這幫內閣的人
[00:06:27.040 --> 00:06:28.400]  肯定是害怕的
[00:06:28.400 --> 00:06:29.600]  個個都有可能
[00:06:29.600 --> 00:06:31.840]  於是肯定是推一個外人出來
[00:06:31.840 --> 00:06:32.960]  受靶的
[00:06:32.960 --> 00:06:35.120]  以利沙這麼出名
[00:06:35.120 --> 00:06:36.320]  推一個外人出去受靶
[00:06:36.320 --> 00:06:37.720]  就是最對的了
[00:06:37.720 --> 00:06:40.640]  所以很有可能是這樣的原因
[00:06:40.640 --> 00:06:42.560]  當然我們不可以排除
[00:06:42.560 --> 00:06:45.160]  也是神利用了他們的口
[00:06:45.160 --> 00:06:49.880]  去表達出以色列中有神和先知
[00:06:49.880 --> 00:06:51.360]  上帝自己
[00:06:51.360 --> 00:06:53.600]  當然重敬個人造衛星
[00:06:53.600 --> 00:06:56.040]  他知道了人心裡面的秘密
[00:06:56.040 --> 00:06:57.440]  甚至你們怎樣開會
[00:06:57.440 --> 00:06:59.160]  都準確知道在哪裡
[00:06:59.160 --> 00:07:00.960]  還有說了些什麼
[00:07:00.960 --> 00:07:03.080]  今時今日我們都容易明白
[00:07:03.080 --> 00:07:04.160]  因為我們經常聽到
[00:07:04.160 --> 00:07:06.720]  某些國家又給人斬首元首
[00:07:06.720 --> 00:07:09.360]  準確知道你住哪個房間
[00:07:09.360 --> 00:07:11.240]  你住哪間酒店哪個房間
[00:07:11.240 --> 00:07:14.120]  他都知道就是炸那個房間
[00:07:14.120 --> 00:07:16.560]  這個世界真的有一些這麼高的科技
[00:07:16.560 --> 00:07:18.120]  不知道你有沒有
[00:07:18.120 --> 00:07:19.600]  我以前的年代
[00:07:19.600 --> 00:07:21.240]  以前我到現在
[00:07:21.240 --> 00:07:23.720]  最近我才知道原來可以這樣
[00:07:23.720 --> 00:07:26.240]  以前我都沒聽過這樣的事件發生
[00:07:26.240 --> 00:07:28.720]  但是神重敬
[00:07:28.720 --> 00:07:30.000]  上帝重敬的地方就是
[00:07:30.000 --> 00:07:33.320]  連他們說什麼都知道
[00:07:33.320 --> 00:07:36.120]  他們心裡面想什麼都可能知道
[00:07:36.120 --> 00:07:40.080]  所以你要見到上帝重敬
[00:07:40.080 --> 00:07:42.680]  上帝真正是掌管一切的
[00:07:42.680 --> 00:07:44.440]  真正掌控的是上帝
[00:07:44.440 --> 00:07:45.720]  不是阿蘭王
[00:07:45.720 --> 00:07:49.240]  有些人以為他可以掌控到一個海峽
[00:07:49.240 --> 00:07:51.800]  不是可以將整個世界的世界
[00:07:51.800 --> 00:07:53.640]  可以控制了
[00:07:53.640 --> 00:07:55.880]  有些人以為有錢
[00:07:55.880 --> 00:07:59.040]  有人就可以控制了新聞的媒體
[00:07:59.040 --> 00:08:00.800]  有些人以為有權力
[00:08:00.800 --> 00:08:02.160]  就可以控制不同的人
[00:08:02.160 --> 00:08:07.400]  令到他跪低、將勁牽
[00:08:07.400 --> 00:08:14.080]  有些人以為掌握了科技、軍力
[00:08:14.080 --> 00:08:16.400]  可以橫行無忌
[00:08:16.400 --> 00:08:21.640]  到底哪一個才是掌權者呢?
[00:08:21.640 --> 00:08:23.040]  屬靈的信心
[00:08:23.040 --> 00:08:25.800]  是要建立在上帝對現實世界
[00:08:25.800 --> 00:08:28.080]  絕對的主權之上
[00:08:28.080 --> 00:08:29.640]  以利沙的介入
[00:08:29.640 --> 00:08:32.440]  不是因為以色列的王求他
[00:08:32.440 --> 00:08:33.560]  絕對不是
[00:08:33.560 --> 00:08:36.160]  而是上帝主動的憐憫
[00:08:36.160 --> 00:08:39.640]  上帝不單止記得他的子民的苦況
[00:08:39.640 --> 00:08:43.680]  也讓整個世界的人知道
[00:08:43.680 --> 00:08:45.960]  整個世界和宇宙的主宰
[00:08:45.960 --> 00:08:48.520]  誰是真正掌權者
[00:08:48.520 --> 00:08:49.480]  還有第二樣東西
[00:08:49.480 --> 00:08:50.520]  我們要看到的就是
[00:08:50.520 --> 00:08:53.000]  上帝才是真正的主
[00:08:53.000 --> 00:08:54.360]  我想你留意經文裡面
[00:08:54.360 --> 00:08:55.800]  有一個動詞經常出現
[00:08:55.800 --> 00:08:57.080]  就是「差遣」
[00:08:57.080 --> 00:08:58.320]  今天很正確
[00:08:58.320 --> 00:08:59.560]  請「差遣」我
[00:08:59.560 --> 00:09:02.000]  「差遣」這個字重複出現了三次
[00:09:02.000 --> 00:09:03.440]  以利沙「差遣」
[00:09:03.440 --> 00:09:05.160]  以色列王「差遣」
[00:09:05.160 --> 00:09:07.480]  阿蘭王「差遣」
[00:09:07.480 --> 00:09:09.120]  如果一個人「差遣」另一個人
[00:09:09.120 --> 00:09:11.720]  這是在說權力的問題
[00:09:11.720 --> 00:09:13.800]  有權去做這件事
[00:09:13.800 --> 00:09:16.440]  但是最終的掌權者是誰呢?
[00:09:16.440 --> 00:09:17.960]  不是人
[00:09:17.960 --> 00:09:19.800]  而是上帝
[00:09:19.800 --> 00:09:22.160]  不是地上任何一個君王
[00:09:22.160 --> 00:09:23.960]  而是天上的主
[00:09:23.960 --> 00:09:25.040]  還有第三樣東西
[00:09:25.040 --> 00:09:26.120]  看到什麼呢?
[00:09:26.120 --> 00:09:28.400]  我們還要看到上帝的同在
[00:09:28.400 --> 00:09:30.720]  還有保護
[00:09:30.720 --> 00:09:33.240]  我們一起看看第六章的第十四節
[00:09:33.240 --> 00:09:35.120]  我們一起讀出來
[00:09:35.120 --> 00:09:42.480]  「夜間到了,惠昆」
[00:09:42.480 --> 00:09:43.800]  這裡很明顯
[00:09:43.800 --> 00:09:45.320]  阿蘭王他很憤怒
[00:09:45.320 --> 00:09:47.040]  下令要捉拿以利沙
[00:09:47.040 --> 00:09:48.720]  就派出他的精銳部隊
[00:09:48.720 --> 00:09:51.520]  去到多灘這個地方去捉他
[00:09:51.520 --> 00:09:52.520]  咦?
[00:09:52.520 --> 00:09:59.040]  其實阿蘭王會相信是以利沙做的
[00:09:59.040 --> 00:09:59.920]  那就是了
[00:09:59.920 --> 00:10:01.120]  不然捉來做什麼呢?
[00:10:01.120 --> 00:10:05.840]  相信以利沙竟然可以做到一件很神奇的事情
[00:10:05.840 --> 00:10:08.600]  就是他們在密室裡說的事情
[00:10:08.600 --> 00:10:10.840]  他竟然知道
[00:10:10.840 --> 00:10:14.120]  這個神真是神通廣大
[00:10:14.120 --> 00:10:16.560]  否則就不會下令去捉人
[00:10:16.560 --> 00:10:17.800]  不過
[00:10:17.800 --> 00:10:21.080]  當你聽到這些經文的時候
[00:10:21.080 --> 00:10:22.240]  你就會感受到
[00:10:22.240 --> 00:10:24.720]  他雖然知道有一股神奇的力量
[00:10:24.720 --> 00:10:29.920]  但是他完全對於上帝沒有半點敬畏的心
[00:10:29.920 --> 00:10:31.120]  有些人經常覺得
[00:10:31.120 --> 00:10:33.480]  看到神蹟我就相信了
[00:10:33.480 --> 00:10:35.320]  看蹟是不是這樣?
[00:10:35.320 --> 00:10:36.800]  這段經文告訴我們
[00:10:36.800 --> 00:10:38.200]  並非如此
[00:10:38.200 --> 00:10:41.000]  有些人看到明明有一股神奇的力量
[00:10:41.000 --> 00:10:43.600]  甚至他可能了解到真的有一個神存在
[00:10:43.600 --> 00:10:45.720]  但是他們仍然都可以相信
[00:10:45.720 --> 00:10:50.200]  仍然都可以做一些很無恥的事情
[00:10:50.200 --> 00:10:52.040]  這個皇帝就是這樣
[00:10:52.040 --> 00:10:55.680]  阿蘭王他沒有帶有半點的心
[00:10:55.680 --> 00:10:58.000]  沒有產生半點敬畏的態度
[00:10:58.000 --> 00:11:01.160]  反而用軍事的力量去捉拿以利沙
[00:11:01.160 --> 00:11:06.560]  有些人似乎背後明白到有一些很難明的力量
[00:11:06.560 --> 00:11:08.800]  甚至有些真的可能經歷到神都未定
[00:11:08.800 --> 00:11:10.960]  但是就好像這個阿蘭王一樣
[00:11:10.960 --> 00:11:14.680]  沒有產生對信仰或者對神的敬畏
[00:11:14.680 --> 00:11:17.720]  阿蘭王彷彿就好像法老王一樣
[00:11:17.720 --> 00:11:19.200]  那種心硬
[00:11:19.200 --> 00:11:21.520]  下令現在就去捉以利沙
[00:11:21.520 --> 00:11:23.120]  想去生擒他
[00:11:23.120 --> 00:11:24.480]  嘗試去游說他
[00:11:24.480 --> 00:11:26.880]  還是想給多點錢去辯解
[00:11:26.880 --> 00:11:29.680]  游說不成功才鋸了他
[00:11:29.680 --> 00:11:31.280]  經過神目的調查之後
[00:11:31.280 --> 00:11:32.600]  明查暗訪
[00:11:32.600 --> 00:11:35.160]  結果就知道鎖定了以利沙住的地方
[00:11:35.160 --> 00:11:38.680]  就叫做多丹這個地方
[00:11:38.680 --> 00:11:41.320]  將這個城市重重圍困
[00:11:41.320 --> 00:11:44.720]  現在可以說以利沙插翅難飛
[00:11:44.720 --> 00:11:46.520]  不過大家有沒有想過
[00:11:46.520 --> 00:11:50.480]  有時候有些國家的防空系統真的很弱雞
[00:11:50.480 --> 00:11:51.680]  橫衝直撞
[00:11:51.680 --> 00:11:55.520]  完全好像沒有染雞籠一樣
[00:11:55.520 --> 00:11:57.560]  以色列就奇怪了
[00:11:57.560 --> 00:11:58.720]  不知道你有沒有留意
[00:11:58.720 --> 00:12:00.560]  長驅直進
[00:12:00.560 --> 00:12:06.440]  他的精銳部隊掃入以色列的多丹這個地方
[00:12:06.440 --> 00:12:10.160]  阿蘭軍落以色列這個地方都有條路行
[00:12:10.160 --> 00:12:11.680]  有段時間都要先去到
[00:12:11.680 --> 00:12:14.800]  還要長驅直進進入多丹這個地方
[00:12:14.800 --> 00:12:17.720]  完全沒有任何系統攔截
[00:12:17.720 --> 00:12:18.840]  沒有大軍去阻止
[00:12:18.840 --> 00:12:19.760]  為什麼
[00:12:19.760 --> 00:12:24.600]  證明了以色列的軍隊有多廢
[00:12:24.600 --> 00:12:29.760]  所以當時以色列的軍隊是完全起不到任何作用
[00:12:29.760 --> 00:12:33.400]  甚至可能是任由它進來都未定
[00:12:33.400 --> 00:12:34.920]  沒有任何抵抗之下
[00:12:34.920 --> 00:12:36.640]  就被阿蘭大軍
[00:12:36.640 --> 00:12:40.840]  外來的大軍包圍著多丹和以色沙的住處
[00:12:40.840 --> 00:12:43.640]  六章第五十五節第二天的早上
[00:12:43.640 --> 00:12:44.840]  伏事神的僕人
[00:12:44.840 --> 00:12:48.880]  伏事以利沙的僕人就起來起身
[00:12:48.880 --> 00:12:50.360]  拉開窗簾一開
[00:12:50.360 --> 00:12:53.600]  全部都是敵人的車馬
[00:12:53.600 --> 00:12:55.680]  嘩!這次大件事了
[00:12:55.680 --> 00:12:57.360]  所以經文就告訴我們
[00:12:57.360 --> 00:12:59.120]  他說看一看
[00:12:59.120 --> 00:13:02.120]  是一種很緊張的表達
[00:13:02.120 --> 00:13:07.320]  他看見的就是阿蘭的大軍壓境
[00:13:07.320 --> 00:13:08.720]  所以這位年輕人
[00:13:08.720 --> 00:13:09.920]  他就跟著跟神人說
[00:13:09.920 --> 00:13:10.760]  大鑊了
[00:13:10.760 --> 00:13:11.880]  死了這次
[00:13:11.880 --> 00:13:13.160]  我想問大家
[00:13:13.160 --> 00:13:14.760]  你什麼時候說過大鑊
[00:13:14.760 --> 00:13:16.880]  這三個廣東話字
[00:13:16.880 --> 00:13:19.160]  有沒有說過
[00:13:19.160 --> 00:13:20.280]  經常都說的
[00:13:20.280 --> 00:13:20.960]  大鑊了
[00:13:20.960 --> 00:13:22.200]  什麼時候會說
[00:13:22.200 --> 00:13:23.640]  你會不會說
[00:13:23.640 --> 00:13:24.360]  升職的時候
[00:13:24.360 --> 00:13:24.920]  大鑊了
[00:13:24.920 --> 00:13:27.120]  升職了這次
[00:13:27.120 --> 00:13:30.080]  都是的
[00:13:30.080 --> 00:13:32.600]  哦!OK!收到
[00:13:32.600 --> 00:13:33.560]  如果是學生
[00:13:33.560 --> 00:13:34.000]  我想問
[00:13:34.000 --> 00:13:35.480]  如果你考到A
[00:13:35.480 --> 00:13:36.400]  你會不會大鑊了
[00:13:36.400 --> 00:13:37.880]  考到A
[00:13:37.880 --> 00:13:40.120]  不會吧
[00:13:40.120 --> 00:13:43.480]  嗚~
[00:13:43.480 --> 00:13:44.520]  我要A+
[00:13:44.520 --> 00:13:49.360]  什麼家長來的 要A+
[00:13:49.360 --> 00:13:50.920]  什麼時候會說大鑊
[00:13:50.920 --> 00:13:52.400]  什麼時候會說死了
[00:13:52.400 --> 00:13:55.480]  當然是一些絕望的表達
[00:13:55.480 --> 00:13:58.480]  原來這六章第五字出現過一次
[00:13:58.480 --> 00:14:00.040]  就說到有一個先知的僕人
[00:14:00.040 --> 00:14:01.240]  借了一個斧頭回來
[00:14:01.240 --> 00:14:03.880]  掉了到海裡
[00:14:03.880 --> 00:14:05.200]  於是就說大鑊了
[00:14:05.200 --> 00:14:06.320]  那是貴的東西
[00:14:06.320 --> 00:14:07.960]  賠不起的
[00:14:07.960 --> 00:14:11.040]  所以現在耶利沙這位的僕人
[00:14:11.040 --> 00:14:13.680]  同樣發出一個這麼絕望的反應
[00:14:13.680 --> 00:14:16.040]  神人的僕人
[00:14:16.040 --> 00:14:17.880]  其實他是信主的
[00:14:17.880 --> 00:14:20.040]  不要忘記他是信主的
[00:14:20.040 --> 00:14:22.680]  但是他一開槍點看到的東西
[00:14:22.680 --> 00:14:26.320]  和耶利沙看到的東西不同
[00:14:26.320 --> 00:14:27.320]  為什麼呢
[00:14:27.320 --> 00:14:29.080]  大家都有一雙眼
[00:14:29.080 --> 00:14:30.320]  為什麼他看到的東西
[00:14:30.320 --> 00:14:31.720]  和別人看到的東西
[00:14:31.720 --> 00:14:32.840]  會不一樣呢
[00:14:32.840 --> 00:14:37.160]  他的僕人看到的是大軍壓境
[00:14:37.160 --> 00:14:41.920]  人的眼光往往是會被威脅來佔據
[00:14:41.920 --> 00:14:46.400]  當恐懼、當阿蘭人的大軍佔滿了他的視網膜的時候
[00:14:46.400 --> 00:14:49.400]  他的屬靈的眼光就關閉了
[00:14:49.400 --> 00:14:52.920]  僕人看到的是環境
[00:14:52.920 --> 00:14:57.760]  耶利沙看到的是掌管環境的上帝
[00:14:57.760 --> 00:14:58.720]  兄弟姐妹
[00:14:58.720 --> 00:15:01.440]  你的眼睛看到的是什麼呢
[00:15:01.440 --> 00:15:02.640]  所以六章第十六字
[00:15:02.640 --> 00:15:03.880]  神人就這樣回應
[00:15:03.880 --> 00:15:05.600]  不如讀一讀這節這麼好的經文
[00:15:05.600 --> 00:15:06.800]  請讀
[00:15:06.800 --> 00:15:13.560]  神人說不要懼怕與我們同在的比與他們同在的更多
[00:15:13.560 --> 00:15:15.160]  這句話真是精彩
[00:15:15.160 --> 00:15:17.200]  耶利沙沒有痛罵這個僕人一番
[00:15:17.200 --> 00:15:18.720]  說他真的沒有鬼使用
[00:15:18.720 --> 00:15:21.280]  又或者說他一點信心都沒有
[00:15:21.280 --> 00:15:22.760]  比那些不信更壞
[00:15:22.760 --> 00:15:24.280]  沒有 完全沒有
[00:15:24.280 --> 00:15:27.160]  反而他說不用懼怕
[00:15:27.160 --> 00:15:31.040]  這個字和看見的原文是押韻的
[00:15:31.040 --> 00:15:33.400]  要解除僕人的懼怕
[00:15:33.400 --> 00:15:35.960]  就是要令他看見
[00:15:35.960 --> 00:15:42.360]  而耶利沙強調與我們同在的比與他們同在的更多
[00:15:42.360 --> 00:15:43.360]  我們要記得
[00:15:43.360 --> 00:15:46.440]  信心不是要否認現實
[00:15:46.440 --> 00:15:52.280]  而是要加上一層屬靈的視線去看現實
[00:15:52.280 --> 00:15:55.240]  信心的眼睛會和我們說
[00:15:55.240 --> 00:15:56.440]  除了敵人之外
[00:15:56.440 --> 00:15:58.840]  我還看到我們的神
[00:15:58.840 --> 00:16:02.560]  不知道我們的人生有沒有像多灘城市一樣
[00:16:02.560 --> 00:16:05.480]  這個清早這麼糟糕呢
[00:16:05.480 --> 00:16:07.760]  那種壓力你正在經歷的東西
[00:16:07.760 --> 00:16:12.480]  會不會比鐵騎這個圍城更厲害呢
[00:16:12.480 --> 00:16:14.280]  而他忘記了
[00:16:14.280 --> 00:16:16.800]  我們還有屬靈的軍隊
[00:16:16.800 --> 00:16:19.400]  已經一路守護著我們
[00:16:19.400 --> 00:16:23.560]  僕人彷彿就代表了大多數信徒的狀態
[00:16:23.560 --> 00:16:25.720]  我不是不相信神的存在
[00:16:25.720 --> 00:16:28.080]  但是現實困難嘛
[00:16:28.080 --> 00:16:29.360]  債務纏身
[00:16:29.360 --> 00:16:30.840]  卡數不斷來
[00:16:30.840 --> 00:16:32.840]  一會又有病
[00:16:32.840 --> 00:16:35.040]  又有很多不同的不開心的事件
[00:16:35.040 --> 00:16:37.000]  考試又失敗
[00:16:37.000 --> 00:16:38.440]  大多的程度
[00:16:38.440 --> 00:16:40.080]  搞到我現在暫時
[00:16:40.080 --> 00:16:42.280]  靈性失明
[00:16:42.280 --> 00:16:44.680]  直到以利沙祈禱
[00:16:44.680 --> 00:16:46.200]  神開了他雙眼
[00:16:46.200 --> 00:16:48.320]  才體會到屬靈的真實性
[00:16:48.320 --> 00:16:51.880]  原來有火車火馬一直都在這裡
[00:16:51.880 --> 00:16:54.200]  只不過是他被肉眼
[00:16:54.200 --> 00:16:56.440]  那種感受遮住了
[00:16:56.440 --> 00:16:58.040]  我想你留意
[00:16:58.040 --> 00:17:00.560]  單單只是和這個僕人說不要懼怕
