
[00:00:00.000 --> 00:00:04.480]  第一季裡,我們也有一個很重要的季題
[00:05:07.760 --> 00:05:10.240]  那些被老歸回剩下的人
[00:05:10.240 --> 00:05:13.640]  在猶太省遭大難受凌辱
[00:05:13.640 --> 00:05:16.520]  並且在耶路撒冷的城牆拆毀
[00:05:16.520 --> 00:05:19.520]  城門被火焚燒
[00:05:19.520 --> 00:05:20.480]  在這裡
[00:05:20.480 --> 00:05:22.600]  將一個很基本的背景給我們知道
[00:05:22.600 --> 00:05:25.240]  通常我們看聖經都是要先看這四樣東西
[00:05:25.240 --> 00:05:30.080]  何人何事何地和何事
[00:05:30.080 --> 00:05:33.280]  很明顯第一個出現的人物就是尼西米
[00:05:33.280 --> 00:05:34.720]  他是誰呢?
[00:05:34.720 --> 00:05:37.760]  他是當時波斯帝國
[00:05:37.760 --> 00:05:39.480]  波斯王的酒證
[00:05:39.480 --> 00:05:41.120]  酒證的意思就是說
[00:05:41.120 --> 00:05:43.920]  不僅是倒酒給皇帝喝這麼簡單
[00:05:43.920 --> 00:05:44.880]  很卑微的
[00:05:44.880 --> 00:05:45.560]  是僕人來的
[00:05:45.560 --> 00:05:46.880]  就是幫人倒酒
[00:05:46.880 --> 00:05:49.960]  他是幫皇帝挑選好酒
[00:05:49.960 --> 00:05:51.040]  試酒
[00:05:51.040 --> 00:05:52.000]  倒酒
[00:05:52.000 --> 00:05:52.880]  還有要放飯
[00:05:52.880 --> 00:05:54.320]  還有要酒下毒
[00:05:54.320 --> 00:05:55.640]  所以可想而知
[00:05:55.640 --> 00:05:57.720]  尼西米一定是波斯王的親信
[00:05:57.720 --> 00:05:59.640]  有沒有下毒給皇帝
[00:05:59.640 --> 00:06:01.480]  還有皇帝喝酒就找他
[00:06:01.480 --> 00:06:05.600]  就是開心、輕鬆、消閒的時間就找尼西米
[00:06:05.600 --> 00:06:08.080]  所以得到皇帝極大的信任
[00:06:08.080 --> 00:06:12.440]  是皇上新居要職的重要官員
[00:06:12.440 --> 00:06:14.440]  這就是尼西米
[00:06:14.440 --> 00:06:16.560]  第二,在什麼時間發生呢?
[00:06:16.560 --> 00:06:20.680]  在當時波斯皇帝亞達薩西王二十年
[00:06:20.680 --> 00:06:22.760]  根據歷史學家的計算
[00:06:22.760 --> 00:06:24.960]  就是在主前445年
[00:06:24.960 --> 00:06:28.400]  就是耶穌出生前的四百年左右附近
[00:06:28.400 --> 00:06:29.600]  在什麼地方呢?
[00:06:29.600 --> 00:06:31.880]  在書山城的皇宮當中
[00:06:31.880 --> 00:06:35.040]  是波斯帝國四大歷史名城之一
[00:06:35.040 --> 00:06:37.080]  而通常在冬天的時候
[00:06:37.080 --> 00:06:38.840]  皇帝就會在書山城那裡
[00:06:38.840 --> 00:06:40.640]  可能那裡會暖一點
[00:06:40.640 --> 00:06:43.600]  就在那裡是皇帝的行宮
[00:06:43.600 --> 00:06:45.480]  第四,發生什麼事呢?
[00:06:45.480 --> 00:06:50.080]  尼西米主動的去問一幫來自猶太省
[00:06:50.080 --> 00:06:51.760]  就是猶太省是一個省
[00:06:51.760 --> 00:06:53.720]  就是已經屬於波斯帝國的一個省
[00:06:53.720 --> 00:06:55.080]  已經不是獨立國家了
[00:06:55.080 --> 00:06:58.160]  當時猶太國已經被滅了
[00:06:58.160 --> 00:06:59.320]  所以一個猶太省
[00:06:59.320 --> 00:07:00.680]  那些人
[00:07:00.680 --> 00:07:02.120]  他們
[00:07:02.120 --> 00:07:03.240]  秘魯歸回
[00:07:03.240 --> 00:07:04.800]  就是秘魯遷徙了
[00:07:04.800 --> 00:07:06.320]  能夠回到猶太省
[00:07:06.320 --> 00:07:08.120]  去重建自己的
[00:07:08.120 --> 00:07:08.720]  聖殿
[00:07:08.720 --> 00:07:10.400]  重建自己的城牆
[00:07:10.400 --> 00:07:12.000]  但是面對著極大坎坷
[00:07:12.000 --> 00:07:12.840]  極大的凌辱
[00:07:12.840 --> 00:07:14.080]  極大的困難
[00:07:14.080 --> 00:07:17.800]  連耶路撒冷的城門都被火焚燒
[00:07:17.800 --> 00:07:20.080]  這個就是當時的背景
[00:07:20.080 --> 00:07:23.120]  當時猶太人有機會回到自己的祖國
[00:07:23.120 --> 00:07:24.920]  去重建自己的
[00:07:24.920 --> 00:07:25.480]  聖殿
[00:07:25.480 --> 00:07:26.560]  自己的城牆
[00:07:26.560 --> 00:07:27.880]  但是被當地人
[00:07:27.880 --> 00:07:31.200]  特別是撒瑪利亞人和一些官員欺壓
[00:07:31.200 --> 00:07:32.960]  被誣告作反
[00:07:32.960 --> 00:07:35.600]  以致面對著很多的波折
[00:07:35.600 --> 00:07:37.200]  而對於一個城牆來說
[00:07:37.200 --> 00:07:38.480]  是什麼意思
[00:07:38.480 --> 00:07:41.200]  其實一個地方沒有了城牆
[00:07:41.200 --> 00:07:42.400]  你不要想這麼遠
[00:07:42.400 --> 00:07:44.840]  我們香港好像沒有城牆
[00:07:44.840 --> 00:07:47.320]  你想想你自己的家
[00:07:47.320 --> 00:07:48.640]  昨晚10月30日
[00:07:48.640 --> 00:07:49.760]  門爛了
[00:07:49.760 --> 00:07:50.640]  窗都爛了
[00:07:50.640 --> 00:07:51.560]  你會覺得怎麼樣
[00:07:51.560 --> 00:07:52.960]  很沒有安全感
[00:07:52.960 --> 00:07:54.120]  很不舒服
[00:07:54.120 --> 00:07:56.960]  很沒有尊嚴
[00:07:56.960 --> 00:07:58.600]  對於一個國家來說
[00:07:58.600 --> 00:07:59.560]  沒有了城牆
[00:07:59.560 --> 00:08:00.800]  沒有了城門
[00:08:00.800 --> 00:08:02.800]  就是對一個國家散了
[00:08:02.800 --> 00:08:04.760]  一個民族沒有了一個
[00:08:04.760 --> 00:08:05.560]  維繫
[00:08:05.560 --> 00:08:06.360]  沒有了一個尊嚴
[00:08:06.360 --> 00:08:07.360]  沒有了一個保護
[00:08:07.360 --> 00:08:09.760]  所以是非常重要
[00:08:09.760 --> 00:08:11.560]  為什麼選擇尼希米記呢
[00:08:11.560 --> 00:08:12.880]  因為在
[00:08:12.880 --> 00:08:14.520]  我們回到歷史
[00:08:14.520 --> 00:08:16.320]  在猶大以色列國
[00:08:16.320 --> 00:08:17.920]  在主持586年
[00:08:17.920 --> 00:08:19.000]  就是尼希米
[00:08:19.000 --> 00:08:21.200]  再前一百四十年之前
[00:08:21.200 --> 00:08:23.040]  因為當時猶太人
[00:08:23.040 --> 00:08:24.280]  違背律法
[00:08:24.280 --> 00:08:26.520]  沒有遵行上帝的誡明
[00:08:26.520 --> 00:08:29.840]  上帝就透過當時的強國巴比倫滅了
[00:08:29.840 --> 00:08:30.440]  以色列人
[00:08:30.440 --> 00:08:31.720]  以色列人被遷徙
[00:08:31.720 --> 00:08:32.920]  去到不同的地方
[00:08:32.920 --> 00:08:36.880]  特別是皇帝貴族就去到巴比倫的首都
[00:08:36.880 --> 00:08:37.920]  他們的聖殿
[00:08:37.920 --> 00:08:39.920]  像上帝同座的地方
[00:08:39.920 --> 00:08:41.840]  都被拆毀了
[00:08:41.840 --> 00:08:45.320]  所以當時猶太人好像什麼都沒有了
[00:08:45.320 --> 00:08:46.240]  亡國
[00:08:46.240 --> 00:08:48.360]  連神都沒有了
[00:08:48.360 --> 00:08:50.400]  但是在70年之後
[00:08:50.400 --> 00:08:52.680]  上帝竟然使用當時另一個強國
[00:08:52.680 --> 00:08:54.520]  波斯帝國滅了巴比倫
[00:08:54.520 --> 00:08:56.760]  而波斯帝國採用懷柔的政策
[00:08:56.760 --> 00:09:00.520]  容許他們俘虜了的人民
[00:09:00.520 --> 00:09:02.120]  回到自己的國家裡面
[00:09:02.120 --> 00:09:03.440]  重建他們的神廟
[00:09:03.440 --> 00:09:05.280]  重建他們的聖殿
[00:09:05.280 --> 00:09:07.120]  而以色列人就因為這樣
[00:09:07.120 --> 00:09:09.080]  有機會回到自己的家鄉裡面
[00:09:09.080 --> 00:09:11.040]  重建聖殿
[00:09:11.040 --> 00:09:13.360]  在這次遷徙裡面
[00:09:13.360 --> 00:09:15.880]  以色列人能夠秘魯回歸
[00:09:15.880 --> 00:09:18.040]  總共有三次
[00:09:18.040 --> 00:09:20.920]  詳細的我沒有時間跟大家說了
[00:09:20.920 --> 00:09:22.000]  特別是第三次
[00:09:22.000 --> 00:09:24.040]  就是將要看的尼西米記
[00:09:24.040 --> 00:09:24.960]  在第二章開始
[00:09:24.960 --> 00:09:27.040]  尼西米就開始行動了
[00:09:27.040 --> 00:09:30.080]  就回到自己的家鄉
[00:09:30.080 --> 00:09:31.520]  重建城牆
[00:09:31.520 --> 00:09:34.240]  重建百姓的聖潔生活
[00:09:34.240 --> 00:09:37.000]  這件事非常之重要
[00:09:37.000 --> 00:09:38.400]  你猜尼西米用了多少天
[00:09:38.400 --> 00:09:42.560]  能夠重建耶路撒冷的城牆
[00:09:42.560 --> 00:09:44.280]  用了52天就搞定了
[00:09:44.280 --> 00:09:45.360]  嘩 這麼厲害
[00:09:45.360 --> 00:09:49.760]  當然重建不是由無俗變有
[00:09:49.760 --> 00:09:52.480]  但最重要的不是硬件的城牆
[00:09:52.480 --> 00:09:56.720]  而是能夠重建以色列民對上帝的信心
[00:09:56.720 --> 00:09:59.320]  他們失落了那份敬拜生活
[00:09:59.320 --> 00:10:00.760]  他們離棄了律法
[00:10:00.760 --> 00:10:05.160]  重建那份對聖經對神懷有的敬虔
[00:10:05.160 --> 00:10:09.040]  他們被很多外族人的影響
[00:10:09.040 --> 00:10:11.400]  污染了他們那份信仰的文化
[00:10:11.400 --> 00:10:14.840]  要重新的聖潔起來
[00:10:14.840 --> 00:10:17.880]  尼西米不但重建了城牆
[00:10:17.880 --> 00:10:21.000]  更加重建了以色列人那份
[00:10:21.000 --> 00:10:23.240]  崇敬的敬拜生活
[00:10:23.240 --> 00:10:25.280]  以致讓他們能夠去迎接
[00:10:25.280 --> 00:10:30.840]  400年後來的耶穌基督尼塞亞
[00:10:30.840 --> 00:10:32.360]  在今天
[00:10:32.360 --> 00:10:33.760]  我也很盼望
[00:10:33.760 --> 00:10:36.480]  上帝能夠透過整年的訊息
[00:10:36.480 --> 00:10:37.480]  不要只是我
[00:10:37.480 --> 00:10:39.000]  是52個星期
[00:10:39.000 --> 00:10:41.160]  52篇的講道
[00:10:41.160 --> 00:10:45.760]  能夠重建教會屬靈的城牆
[00:10:45.760 --> 00:10:50.440]  我們建立一個生命被轉化
[00:10:50.440 --> 00:10:55.240]  我們能夠共融在不同群體當中的崇拜
[00:10:55.240 --> 00:10:56.960]  我們能夠建立一個
[00:10:56.960 --> 00:11:00.640]  相愛相親屬靈的相愛群體
[00:11:00.640 --> 00:11:02.440]  我們能夠成為一群
[00:11:02.440 --> 00:11:07.680]  毀身基督願意回應召命的門徒
[00:11:07.680 --> 00:11:10.680]  我們更加要承擔上帝給我們
[00:11:10.680 --> 00:11:13.320]  押納在土瓜灣區的使命
[00:11:13.320 --> 00:11:15.760]  就是要去透過服侍
[00:11:15.760 --> 00:11:17.360]  透過傳福音
[00:11:17.360 --> 00:11:18.760]  將上帝的祝福
[00:11:18.760 --> 00:11:21.720]  淋到我們這個紅磡土瓜灣區裏面
[00:11:21.720 --> 00:11:25.200]  這就是為何我要揀選《尼熙禮記》
[00:11:25.200 --> 00:11:26.680]  跟大家分享的原因
[00:11:26.680 --> 00:11:32.880]  我們繼續讀接著那幾節經文
[00:11:32.880 --> 00:11:34.360]  一二三
[00:11:34.360 --> 00:11:36.000]  我聽見者話
[00:11:36.000 --> 00:11:37.520]  就坐下哭泣
[00:11:37.520 --> 00:11:38.960]  悲哀幾日
[00:11:38.960 --> 00:11:40.520]  在天上的神面前
[00:11:40.520 --> 00:11:42.440]  禁食祈禱說
[00:11:42.440 --> 00:11:44.280]  耶和華天上的神
[00:11:44.280 --> 00:11:46.280]  大而可畏的神啊
[00:11:46.280 --> 00:11:47.600]  祢向愛祢
[00:11:47.600 --> 00:11:48.920]  守祢誡命的人
[00:11:48.920 --> 00:11:50.720]  守約斯慈愛
[00:11:50.720 --> 00:11:52.280]  願祢睜眼看
[00:11:52.280 --> 00:11:53.320]  側耳聽
[00:11:53.320 --> 00:11:55.760]  祢僕人晝夜在祢面前
[00:11:55.760 --> 00:11:58.760]  為祢眾僕人以色列民的祈禱
[00:11:58.760 --> 00:12:00.680]  承認我們以色列人
[00:12:00.680 --> 00:12:02.560]  向祢所犯的罪
[00:12:02.560 --> 00:12:05.640]  我與我父家都有罪了
[00:12:05.640 --> 00:12:08.920]  我們向祢所行的甚是邪惡
[00:12:08.920 --> 00:12:10.720]  沒有遵守祢席著
[00:12:10.720 --> 00:12:13.360]  僕人摩西所吩咐的誡命
[00:12:13.360 --> 00:12:15.280]  律例典章
[00:12:15.280 --> 00:12:16.080]  求祢
[00:12:21.720 --> 00:12:23.720]  但祢們若歸向我
[00:12:23.720 --> 00:12:25.720]  謹守進行我的誡命
[00:12:25.720 --> 00:12:27.440]  祢們被趕散的人
[00:12:27.440 --> 00:12:28.720]  雖在天涯
[00:12:28.720 --> 00:12:30.120]  我也必從那裡
[00:12:30.120 --> 00:12:32.120]  將他們招聚回來
[00:12:32.120 --> 00:12:33.560]  帶動我所選擇
[00:12:33.560 --> 00:12:36.240]  立為我名的居所
[00:12:36.240 --> 00:12:38.080]  這都是祢的僕人
[00:12:38.080 --> 00:12:39.280]  祢的百姓
[00:12:39.280 --> 00:12:40.800]  就是祢用大力
[00:12:40.800 --> 00:12:43.120]  和大能的手所救贖的
[00:12:43.120 --> 00:12:43.920]  主啊
[00:12:43.920 --> 00:12:46.720]  求祢側耳聽祢僕人的祈禱
[00:12:46.720 --> 00:12:48.800]  和喜愛敬畏祢的人
[00:12:48.800 --> 00:12:50.800]  眾僕人的祈禱
[00:12:50.800 --> 00:12:53.200]  使祢僕人現今堪通
[00:12:53.200 --> 00:12:55.040]  在王面前蒙恩
[00:12:55.040 --> 00:12:57.040]  我是作王走證的
[00:12:57.040 --> 00:12:58.880]  讓我們同心禱告
[00:12:58.880 --> 00:13:00.000]  全能全智的主啊
[00:13:00.000 --> 00:13:00.920]  祢先知道
[00:13:00.920 --> 00:13:02.720]  教會真正的需要
[00:13:02.720 --> 00:13:03.840]  求聖靈祢今日
[00:13:03.840 --> 00:13:05.680]  透過上帝的話語
[00:13:05.680 --> 00:13:06.960]  聖靈的感動
[00:13:06.960 --> 00:13:09.440]  讓尼西米記成為我們生命當中
[00:13:09.440 --> 00:13:10.960]  要轉化我們生命的
[00:13:10.960 --> 00:13:12.720]  上帝最厲害的
[00:13:12.720 --> 00:13:14.160]  聖靈的寶劍
[00:13:14.160 --> 00:13:16.240]  求祢切開我們的心
[00:13:16.240 --> 00:13:18.880]  讓我們打開我們的熟練耳朵
[00:13:18.880 --> 00:13:21.360]  讓祢的話語進入我們心坎裡
[00:13:21.360 --> 00:13:22.960]  又求上帝使用我
[00:13:22.960 --> 00:13:25.200]  成為你一個師嬰的工具
[00:13:25.200 --> 00:13:26.640]  講道的管子
[00:13:26.640 --> 00:13:28.160]  以致將祢的話語
[00:13:28.160 --> 00:13:30.240]  進入到我們弟兄姊妹的生命裡
[00:13:30.240 --> 00:13:32.000]  讓我們生命能夠被轉化
[00:13:32.000 --> 00:13:35.040]  成為一個敬虔愛主的門徒
[00:13:35.040 --> 00:13:36.480]  願主祢幫助我們
[00:13:36.480 --> 00:13:37.680]  我們獻上禱告
[00:13:37.680 --> 00:13:39.760]  奉耶穌基督得性明智祈求
[00:13:39.760 --> 00:13:40.800]  阿們
[00:13:40.800 --> 00:13:44.080]  當我思想如何重建
[00:13:44.080 --> 00:13:46.320]  教會的聖靈氣氛的時候
[00:13:46.320 --> 00:13:48.400]  我第一個想到的就是
[00:13:48.400 --> 00:13:50.640]  祈禱
[00:13:50.640 --> 00:13:52.800]  當我去想我們如何
[00:13:52.800 --> 00:13:54.800]  可以多點機會祈禱的時候
[00:13:54.800 --> 00:13:56.400]  就有很多的
[00:13:56.400 --> 00:13:57.360]  很多的
[00:13:57.360 --> 00:13:58.400]  很多的意念
[00:13:58.400 --> 00:14:01.520]  和很多我不能夠把握的意念
[00:14:01.520 --> 00:14:03.120]  我們試過在
[00:14:03.120 --> 00:14:04.560]  早五堂崇拜之間
[00:14:04.560 --> 00:14:05.920]  有些祈禱的時間
[00:14:05.920 --> 00:14:08.720]  我又試過希望大家在五堂崇拜之後留下來
[00:14:08.720 --> 00:14:10.240]  去彼此互相禱告
[00:14:10.240 --> 00:14:12.640]  但可能我們都是很匆忙
[00:14:12.640 --> 00:14:15.760]  我看到很多教會在星期三晚有祈禱會
[00:14:15.760 --> 00:14:18.400]  其實這是一個很久的傳統
[00:14:18.400 --> 00:14:20.720]  有人說突然之間已經這麼忙碌
[00:14:20.720 --> 00:14:23.920]  還要突然之間要晚上回來教會
[00:14:23.920 --> 00:14:25.920]  中間找一天來祈禱
[00:14:25.920 --> 00:14:27.280]  開會也不夠時間
[00:14:27.280 --> 00:14:29.040]  還要祈禱
[00:14:29.040 --> 00:14:32.320]  又或者在公眾教堂裡選一些日子
[00:14:32.320 --> 00:14:33.920]  做一個祈禱日營
[00:14:33.920 --> 00:14:36.000]  大家可以放假很休閒地
[00:14:36.000 --> 00:14:38.720]  去退休去安靜去禱告
[00:14:38.720 --> 00:14:42.880]  也有人說放假要陪我的子女
[00:14:42.880 --> 00:14:44.960]  我星期六已經回來教會侍奉
[00:14:44.960 --> 00:14:47.920]  我哪裡還有時間去祈禱呢?
[00:14:47.920 --> 00:14:51.680]  哪裡還可以有假期來祈禱呢?
[00:14:51.680 --> 00:14:55.280]  當我看到李希敏在第四節說
[00:14:55.280 --> 00:14:56.800]  我聽見者說
[00:14:56.800 --> 00:14:59.520]  就坐下哭泣悲哀幾日
[00:14:59.520 --> 00:15:04.080]  在天上的神面前禁食祈禱
[00:15:04.080 --> 00:15:06.240]  究竟祈禱是什麼呢?
[00:15:06.240 --> 00:15:08.800]  祈禱是不是一個事工呢?
[00:15:08.800 --> 00:15:11.520]  祈禱是不是一個壓力呢?
[00:15:11.520 --> 00:15:14.160]  祈禱是不是已經不合時宜呢?
[00:15:14.160 --> 00:15:17.120]  祈禱是不是太過不理性呢?
[00:15:17.120 --> 00:15:19.200]  太過浪費時間呢?
[00:15:19.200 --> 00:15:21.120]  有人說上帝是全知的
[00:15:21.120 --> 00:15:22.160]  祂什麼都知道
[00:15:22.160 --> 00:15:24.000]  你還沒祈禱之前祂已經全知
[00:15:24.000 --> 00:15:27.520]  還要花時間去祈禱呢?
[00:15:27.520 --> 00:15:30.400]  不如用點時間來為上帝工作更好
[00:15:30.400 --> 00:15:32.160]  多傳幾個福音更好
[00:15:32.160 --> 00:15:33.440]  還要浪費時間去祈禱
[00:15:33.440 --> 00:15:34.320]  你不去祈禱
[00:15:34.320 --> 00:15:36.320]  上帝已經全知的
[00:15:36.320 --> 00:15:38.800]  有人說上帝是全善的
[00:15:38.800 --> 00:15:41.360]  祂一切安排都是最美好的
[00:15:41.360 --> 00:15:45.120]  無論你現在面對信境或逆境
[00:15:45.120 --> 00:15:47.280]  你只要甘心信服
[00:15:47.280 --> 00:15:49.040]  上帝的大念就行了
[00:15:49.040 --> 00:15:50.240]  還用祈禱嗎?
[00:15:50.240 --> 00:15:52.240]  信服就行了
[00:15:52.240 --> 00:15:55.760]  有人說上帝是全能的
[00:15:55.760 --> 00:15:57.360]  祂說要有就有
[00:15:57.360 --> 00:15:59.120]  祂說要沒有就沒有
[00:15:59.120 --> 00:16:00.960]  世界在祂掌權之中
