
[00:00:00.000 --> 00:00:04.900]  離開了香港已經三十年有多了
[00:06:06.360 --> 00:06:10.840]  僅僅是三個十字架的對話
[00:06:10.840 --> 00:06:14.360]  但是卻有很深刻的意義
[00:06:14.360 --> 00:06:16.520]  故事的主角是耶穌
[00:06:16.520 --> 00:06:19.800]  以及耶穌旁邊的兩個犯人
[00:06:19.800 --> 00:06:23.000]  三個人都同樣被釘十字架
[00:06:23.000 --> 00:06:27.480]  應該是痛得死去活來的時候
[00:06:27.480 --> 00:06:32.040]  但是他們卻傾氣濟濟
[00:06:32.040 --> 00:06:34.760]  三個十字架的特寫鏡頭
[00:06:34.760 --> 00:06:37.640]  是路加的獨家畫面
[00:06:37.640 --> 00:06:43.240]  馬太 馬可和約翰都沒有
[00:06:43.240 --> 00:06:47.320]  每當我們想到各國他山上的十字架
[00:06:47.320 --> 00:06:49.400]  我們大多數都只會想到
[00:06:49.400 --> 00:06:51.240]  釘在十字架上的耶穌
[00:06:51.240 --> 00:06:56.360]  而忘記了白夫長和兵丁當日其實都很忙碌
[00:06:56.360 --> 00:07:00.120]  因為除了耶穌之外還有兩個犯人
[00:07:00.120 --> 00:07:03.480]  一個在左邊 一個在右邊
[00:07:03.480 --> 00:07:07.320]  似乎是代表著在現實生活當中
[00:07:07.320 --> 00:07:10.040]  一就是跟隨耶穌
[00:07:10.040 --> 00:07:12.520]  一就是背棄耶穌
[00:07:12.520 --> 00:07:15.080]  我們只有兩種選擇
[00:07:15.080 --> 00:07:18.920]  並沒有騎牆派
[00:07:18.920 --> 00:07:20.760]  讓我再提醒大家
[00:07:20.760 --> 00:07:23.080]  今天這段經文的背景
[00:07:23.080 --> 00:07:31.480]  在路加福音23章32到38節
[00:07:31.480 --> 00:07:35.560]  又有兩個犯人和耶穌一同帶來處死
[00:07:35.560 --> 00:07:38.760]  到了一個地方名叫族留地
[00:07:38.760 --> 00:07:41.960]  就在那裡把耶穌釘在十字架上
[00:07:41.960 --> 00:07:43.720]  又釘了兩個犯人
[00:07:43.720 --> 00:07:47.320]  一個在左邊 一個在右邊
[00:07:47.320 --> 00:07:49.160]  當下耶穌說
[00:07:49.160 --> 00:07:50.840]  父啊 赦免他們
[00:07:50.840 --> 00:07:54.280]  因為他們所作的 他們不曉得
[00:07:54.280 --> 00:07:58.920]  兵丁就尖叩 分他的衣服
[00:07:58.920 --> 00:08:01.160]  百姓站在那裡觀看
[00:08:01.160 --> 00:08:03.720]  官府也嘲笑他說
[00:08:03.720 --> 00:08:05.080]  他救了別人
[00:08:05.080 --> 00:08:06.200]  他若是基督
[00:08:06.200 --> 00:08:09.640]  神所揀選的 可以救自己罷了
[00:08:09.640 --> 00:08:11.640]  兵丁也戲弄他
[00:08:11.640 --> 00:08:15.640]  上前那操 送給他喝
[00:08:15.640 --> 00:08:18.040]  說 你若是猶太人的王
[00:08:18.040 --> 00:08:22.520]  可以救自己罷了
[00:08:22.520 --> 00:08:26.600]  在耶穌耳上有一個牌子寫著
[00:08:26.600 --> 00:08:30.840]  這是猶太人的王
[00:08:30.840 --> 00:08:35.080]  然後在39節
[00:08:35.080 --> 00:08:38.440]  那同釘的兩個犯人有一個羈翹他
[00:08:38.440 --> 00:08:40.440]  說 你不是基督嗎?
[00:08:40.440 --> 00:08:44.280]  可以救自己 和我們罷了
[00:08:44.280 --> 00:08:46.120]  聖經讀到這裡
[00:08:46.120 --> 00:08:49.160]  又或者如果是有聖經問答比賽的話
[00:08:49.160 --> 00:08:51.800]  那個題目問在十字架上
[00:08:51.800 --> 00:08:55.880]  有多少個犯人或者強盜
[00:08:55.880 --> 00:08:58.520]  羈翹耶穌
[00:08:58.520 --> 00:09:01.960]  我們通常會認為一個
[00:09:01.960 --> 00:09:02.680]  為什麼呢?
[00:09:02.680 --> 00:09:05.720]  因為39節這裡說的
[00:09:05.720 --> 00:09:08.600]  但是若果我們讀馬太福音
[00:09:08.600 --> 00:09:11.400]  27章44節
[00:09:11.400 --> 00:09:14.120]  那和他同釘的強盜
[00:09:14.120 --> 00:09:18.840]  也是這樣的羈翹他
[00:09:18.840 --> 00:09:22.440]  馬太福音15章32節那裡又說
[00:09:22.440 --> 00:09:24.600]  那和他同釘的人
[00:09:24.600 --> 00:09:28.680]  也是羈翹他
[00:09:28.680 --> 00:09:34.200]  這兩節聖經的強盜和人
[00:09:34.200 --> 00:09:37.000]  都是眾數來的
[00:09:37.000 --> 00:09:41.160]  所以其實兩個都有羈翹耶穌
[00:09:41.160 --> 00:09:43.080]  不單止宗教領袖
[00:09:43.080 --> 00:09:46.360]  不單止百姓、官府、丁丁
[00:09:46.360 --> 00:09:49.800]  連掛在十字架上的這兩個強盜
[00:09:49.800 --> 00:09:52.360]  都有羈翹耶穌
[00:09:52.360 --> 00:09:56.840]  那為什麼去到39節這裡
[00:09:56.840 --> 00:10:01.080]  只剩下一個呢?
[00:10:01.080 --> 00:10:06.120]  為什麼在這裡說明是一個羈翹?
[00:10:06.120 --> 00:10:10.440]  答案是經歷神
[00:10:10.440 --> 00:10:12.520]  第39節這裡
[00:10:12.520 --> 00:10:15.320]  本來是兩個強盜羈翹耶穌
[00:10:15.320 --> 00:10:20.440]  去到極點的一個巔峰之作
[00:10:20.440 --> 00:10:21.960]  他這裡說
[00:10:21.960 --> 00:10:24.680]  你不是基督嗎?
[00:10:24.680 --> 00:10:28.360]  可以救自己和我們吧?
[00:10:28.360 --> 00:10:29.960]  雖然這句說話
[00:10:29.960 --> 00:10:31.880]  都不是他們自己的創作
[00:10:31.880 --> 00:10:34.680]  都只不過是他們十人牙慧
[00:10:34.680 --> 00:10:37.160]  但是在羈翹的過程裡面
[00:10:37.160 --> 00:10:40.760]  很多時候人都只不過是重複著一些說話
[00:10:40.760 --> 00:10:42.280]  人說、你說
[00:10:42.280 --> 00:10:45.240]  越說越興奮熱熱
[00:10:45.240 --> 00:10:48.040]  這個強盜情緒高昂
[00:10:48.040 --> 00:10:52.840]  彷彿忘記了自己都是犯人的身份
[00:10:52.840 --> 00:10:58.600]  他將自己厭然當作一個主持正義的人一樣
[00:10:58.600 --> 00:11:03.320]  耶穌的反應更加是令人摸不著頭腦
[00:11:03.320 --> 00:11:08.600]  他默默的去承受這一切的欺凌、辱罵
[00:11:08.600 --> 00:11:11.320]  他並不還口
[00:11:11.320 --> 00:11:16.600]  就正如以塞亞先知所預言說
[00:11:16.600 --> 00:11:21.960]  在以塞亞書53章7節
[00:11:21.960 --> 00:11:26.040]  他被欺壓在受苦的時候卻不開口
[00:11:26.040 --> 00:11:29.320]  他像羊羔被牽到宰殺之地
[00:11:29.320 --> 00:11:33.640]  又像羊在剪毛的人手下無聲
[00:11:33.640 --> 00:11:37.000]  他也是這樣不開口
[00:11:37.000 --> 00:11:39.080]  更加離譜的是
[00:11:39.080 --> 00:11:43.560]  他還替這些迫害他的人祈禱
[00:11:43.560 --> 00:11:46.680]  負下赦免他們因為他們所作的
[00:11:46.680 --> 00:11:49.800]  他們不曉得
[00:11:49.800 --> 00:11:54.280]  這一切當日在場的每一個都見到
[00:11:54.280 --> 00:11:59.160]  白副長、士兵、群眾、宗教領袖
[00:11:59.160 --> 00:12:04.360]  那一個強盜的親身經歷神之後
[00:12:04.360 --> 00:12:09.640]  每個人都有不同的反應
[00:12:09.640 --> 00:12:13.640]  這一個就繼續辱罵耶穌的強盜
[00:12:13.640 --> 00:12:15.240]  他沒有改變到
[00:12:15.240 --> 00:12:19.720]  他還是未消化得到耶穌所作的一切
[00:12:19.720 --> 00:12:24.760]  他還停留在較早時候的那份情緒、那份感覺
[00:12:24.760 --> 00:12:27.960]  就好像一些人推卻福音的時候
[00:12:27.960 --> 00:12:32.520]  他硬是要將一些陳年往事搬來做擋箭牌
[00:12:32.520 --> 00:12:40.280]  而漠視神在當日在他身邊的一切恩典
[00:12:40.280 --> 00:12:43.960]  於是第四十節
[00:12:43.960 --> 00:12:46.760]  那一個就應聲責備他
[00:12:46.760 --> 00:12:51.320]  說:「你既是一樣瘦型的,還不怕神嗎?」
[00:12:51.320 --> 00:12:59.000]  那一個,在原文的那一個不只是這個那個的對比
[00:12:59.000 --> 00:13:03.320]  而是很不相同的那一個
[00:13:03.320 --> 00:13:06.040]  為什麼會有這麼大的不同呢?
[00:13:06.040 --> 00:13:09.480]  他們本來應該是同一路的囚犯
[00:13:09.480 --> 00:13:11.320]  犯同一樣的罪
[00:13:11.320 --> 00:13:14.600]  都是顛覆國家的大罪、死罪
[00:13:14.600 --> 00:13:17.400]  本來是同一口徑的
[00:13:17.400 --> 00:13:22.200]  對準耶穌、犄笑耶穌
[00:13:22.200 --> 00:13:25.640]  為什麼會由犄笑轉為沉默
[00:13:25.640 --> 00:13:27.960]  由沉默轉為警醒
[00:13:27.960 --> 00:13:32.600]  由警醒轉為認罪悔改呢?
[00:13:32.600 --> 00:13:37.560]  當他一直看著耶穌怎樣面對痛苦
[00:13:37.560 --> 00:13:42.360]  怎樣面對世人家珠在他身上的侮辱
[00:13:42.360 --> 00:13:48.120]  他開始覺得這個被釘在他們中間的這個人
[00:13:48.120 --> 00:13:51.960]  有點像在十字架上面
[00:13:51.960 --> 00:13:56.440]  在他十字架上面那個牌所寫的
[00:13:56.440 --> 00:14:01.560]  「這是猶太人的王」
[00:14:01.560 --> 00:14:04.360]  所以在四十節
[00:14:04.360 --> 00:14:08.600]  他就應聲責備另外一個強盜說
[00:14:08.600 --> 00:14:12.920]  「你既是一樣壽刑的還不怕神嗎?」
[00:14:12.920 --> 00:14:15.480]  然後他認罪
[00:14:15.480 --> 00:14:17.800]  四十一節
[00:14:17.800 --> 00:14:19.000]  他怎樣認罪?
[00:14:19.000 --> 00:14:21.880]  「我們是應該的」
[00:14:21.880 --> 00:14:26.760]  「因為我們所受的與我們所做的相稱」
[00:14:26.760 --> 00:14:31.800]  「但這個人會有做過一件不好的事」
[00:14:31.800 --> 00:14:35.080]  再然後他祈求的
[00:14:35.080 --> 00:14:37.800]  「不是要獲得釋放」
[00:14:37.800 --> 00:14:40.120]  「不是要有什麼利益」
[00:14:40.120 --> 00:14:42.600]  他只是想耶穌在將來
[00:14:42.600 --> 00:14:48.360]  德國的時候紀念他
[00:14:48.360 --> 00:14:53.640]  第四十二節
[00:14:53.640 --> 00:14:56.920]  「耶穌啊,你德國降臨的時候」
[00:14:56.920 --> 00:15:03.240]  「求你紀念我」
[00:15:03.240 --> 00:15:04.280]  他知道
[00:15:04.280 --> 00:15:06.280]  他知道自己的不配
[00:15:06.280 --> 00:15:09.080]  所以他沒有祈求什麼
[00:15:09.080 --> 00:15:12.040]  他只是求耶穌的憐憫
[00:15:12.040 --> 00:15:17.480]  就好像《路加福音》十八章十三節那裡說
[00:15:17.480 --> 00:15:19.640]  「那雖你遠遠的站著」
[00:15:19.640 --> 00:15:22.200]  「連舉目望天也不敢」
[00:15:22.200 --> 00:15:24.200]  「只隨著空說」
[00:15:24.200 --> 00:15:29.400]  「神啊,開恩可憐我這個罪人」
[00:15:29.400 --> 00:15:31.960]  這個強盜的改變
[00:15:31.960 --> 00:15:35.160]  是因為耶穌的禱告
[00:15:35.160 --> 00:15:38.040]  「父啊,赦免他們,因為他們所作的」
[00:15:38.040 --> 00:15:40.040]  「他們不曉得」
[00:15:40.040 --> 00:15:43.480]  耶穌在自己的水深火熱當中
[00:15:43.480 --> 00:15:44.920]  不為自己求
[00:15:44.920 --> 00:15:49.080]  卻求天賦赦免一班陷害他、羈笑他的人
[00:15:49.080 --> 00:15:52.520]  這些人包括這個強盜
[00:15:52.520 --> 00:15:55.720]  雖然他今天才認識耶穌
[00:15:55.720 --> 00:15:59.160]  但是他是有份羈笑耶穌
[00:15:59.160 --> 00:16:01.800]  他是耶穌所求的
[00:16:01.800 --> 00:16:07.240]  赦免他們的他們之一
[00:16:07.240 --> 00:16:12.680]  耶穌的禱告震撼了他的心靈
[00:16:12.680 --> 00:16:14.760]  這個強盜改變
[00:16:14.760 --> 00:16:19.160]  是因為耶穌頭頂上面的那個牌
[00:16:19.160 --> 00:16:23.480]  「這是猶太人的禍」
[00:16:23.480 --> 00:16:26.360]  比拉多下命令訂造的這個牌
[00:16:26.360 --> 00:16:31.480]  是用希利里、羅馬、希伯來的文字寫的
[00:16:31.480 --> 00:16:35.320]  本來是來諷刺耶穌的說話
[00:16:35.320 --> 00:16:37.880]  是奚落耶穌的說話
[00:16:37.880 --> 00:16:42.680]  想不到竟然看在這個強盜的眼裏面
[00:16:42.680 --> 00:16:46.600]  是這麼真實、是這麼真確
[00:16:46.600 --> 00:16:51.240]  所以他不是求耶穌在天堂裏面去紀念他
[00:16:51.240 --> 00:16:54.520]  他求的是
[00:16:54.520 --> 00:16:59.640]  「你德國降臨的時候,求你紀念我」
[00:16:59.640 --> 00:17:04.520]  有趣的是比拉多當初是想諷刺耶穌
[00:17:04.520 --> 00:17:08.600]  「你說你是王,我就令你羞愧到死」
[00:17:08.600 --> 00:17:12.200]  「我越說你是王,你就越沒面子」
[00:17:12.200 --> 00:17:16.280]  那個反諷的效果就更明顯
[00:17:16.280 --> 00:17:20.120]  誰不知在誤打誤撞的情況下
[00:17:20.120 --> 00:17:25.880]  比拉多竟然寫了第一篇的福音彈匠
[00:17:25.880 --> 00:17:30.760]  「耶穌是王」
[00:17:30.760 --> 00:17:36.120]  這個強盜改變是因為他見到神的作為
[00:17:36.120 --> 00:17:42.520]  我們不明白為什麼士兵會將耶穌的十字架放在中間
[00:17:42.520 --> 00:17:45.720]  如果論所犯的罪,剛才說過
[00:17:45.720 --> 00:17:48.920]  兩個強盜應該是同一路的
[00:17:48.920 --> 00:17:54.040]  如果論判刑的日子,耶穌應該是最後的那個
[00:17:54.040 --> 00:17:59.160]  如果論嚴重性,耶穌可能是第一
[00:17:59.160 --> 00:18:03.640]  但是耶穌的十字架是放在中間
[00:18:03.640 --> 00:18:08.600]  所以即使耶穌是柔弱的聲線
[00:18:08.600 --> 00:18:15.160]  這兩個強盜都是聽得一清二楚
[00:18:15.160 --> 00:18:17.080]  況且我上一次講過
[00:18:17.080 --> 00:18:22.840]  跟原文的文法,耶穌的禱告是不停地重複著
[00:18:22.840 --> 00:18:29.000]  「父啊!赦免他們,因為他們所作的,他們不曉得」
[00:18:29.000 --> 00:18:32.360]  一次你可能說是義氣的說話
[00:18:32.360 --> 00:18:34.680]  可能是講完後悔的說話
[00:18:34.680 --> 00:18:38.440]  可能是身體還沒那麼疼痛的時候
[00:18:38.440 --> 00:18:40.840]  但是當耶穌極度痛苦的時候
[00:18:40.840 --> 00:18:45.640]  當別人譏笑祂、謾罵去到最激烈的時候
[00:18:45.640 --> 00:18:48.200]  耶穌仍然禱告著
[00:18:48.200 --> 00:18:56.120]  「父啊!赦免他們,因為他們所作的,他們不曉得」
[00:18:56.120 --> 00:18:59.960]  強盜是聽得清楚的
[00:18:59.960 --> 00:19:01.960]  這個強盜也都見到
[00:19:01.960 --> 00:19:07.560]  不單止聽到,他見到耶穌禱告的時候是情真意切的
[00:19:07.560 --> 00:19:10.440]  他見到耶穌沒有理會自己的痛苦
[00:19:10.440 --> 00:19:16.600]  他是關心著這幫迷頭迷腦、一心要釘死祂的人
[00:19:16.600 --> 00:19:19.640]  他見到耶穌去到生命的盡頭
[00:19:19.640 --> 00:19:24.360]  仍然愛這幫人、愛到底
[00:19:24.360 --> 00:19:27.480]  這個強盜見到神
[00:19:27.480 --> 00:19:30.120]  於是他相信耶穌
[00:19:30.120 --> 00:19:32.520]  雖然這個時候
[00:19:32.520 --> 00:19:35.480]  耶穌看來好像軟弱無力
[00:19:35.480 --> 00:19:38.520]  看來好像是要被救的那一個
[00:19:38.520 --> 00:19:43.240]  看來好像只是一個受害者而不是王
[00:19:43.240 --> 00:19:45.880]  但是這個強盜相信
[00:19:45.880 --> 00:19:48.440]  因為他見到神跡
[00:19:48.440 --> 00:19:54.840]  一些不是我們人所可以想像出來的神跡
[00:19:54.840 --> 00:20:01.240]  這個強盜沒有要求耶穌在十字架上走下來他才相信
[00:20:01.240 --> 00:20:05.320]  他沒有要求耶穌救他才相信
[00:20:05.320 --> 00:20:12.520]  他沒有要求用他自己的方法去證明耶穌是王
[00:20:12.520 --> 00:20:16.600]  他比耶穌的一些門徒相信得更早
[00:20:16.600 --> 00:20:18.920]  這個時候耶穌還沒有復活
[00:20:18.920 --> 00:20:24.920]  他比百夫長更早相信耶穌是神的兒子
[00:20:24.920 --> 00:20:30.680]  這個時候天氣、風雲都仍然沒有變色
[00:20:30.680 --> 00:20:33.560]  難怪在四十三節
[00:20:33.560 --> 00:20:37.880]  耶穌對他說:我實在告訴你
[00:20:37.880 --> 00:20:44.040]  今天你要和我再樂園侶寮
[00:20:44.040 --> 00:20:45.400]  就是這樣
[00:20:45.400 --> 00:20:53.880]  這個強盜就真是死而無憾
[00:20:53.880 --> 00:20:57.720]  很多年前我去醫院探望過一位女士
[00:20:57.720 --> 00:21:00.200]  她剛剛生了一個嬰兒
[00:21:00.200 --> 00:21:02.520]  但是這個嬰兒生病了
[00:21:02.520 --> 00:21:04.520]  不知道能不能撐下去
[00:21:04.520 --> 00:21:06.200]  她當時還沒有相信
[00:21:06.200 --> 00:21:11.320]  她問我:巴塞莊,會不會有神蹟?
[00:21:11.320 --> 00:21:15.400]  我回答說:有,一定有
[00:21:15.400 --> 00:21:19.240]  但是不要忘記
[00:21:19.240 --> 00:21:24.760]  我們要知道天天都有神蹟
[00:21:24.760 --> 00:21:28.600]  今天我們仍然有生命氣息
[00:21:28.600 --> 00:21:31.000]  不是理所當然的
[00:21:31.000 --> 00:21:33.320]  這個是神蹟
[00:21:33.320 --> 00:21:36.680]  嬰兒能不能治好?我不知道
[00:21:36.680 --> 00:21:41.000]  我只知道神愛惜這個小生命
[00:21:41.000 --> 00:21:43.000]  肯定的
[00:21:43.000 --> 00:21:46.360]  祂一定會給嬰兒最好的
[00:21:46.360 --> 00:21:47.880]  而這個最好的
[00:21:47.880 --> 00:21:52.200]  不一定是我們自己所想的
[00:21:52.200 --> 00:21:54.840]  我告訴這位女士
[00:21:54.840 --> 00:21:59.240]  她相信耶穌不是交易、交換
[00:21:59.240 --> 00:22:03.480]  更加不是讓女兒要治好
[00:22:03.480 --> 00:22:07.720]  然後才還神
[00:22:07.720 --> 00:22:12.680]  她回想起神如何差派天使圍繞著她
[00:22:12.680 --> 00:22:15.640]  她認清楚神在她生命裏面
[00:22:15.640 --> 00:22:17.320]  其實處處保守
[00:22:17.320 --> 00:22:21.240]  她相信耶穌是生命的主
[00:22:21.240 --> 00:22:23.400]  即使女兒不能治好
[00:22:23.400 --> 00:22:27.080]  耶穌仍然是生命的主
[00:22:27.080 --> 00:22:31.160]  耶穌仍然坐著為皇
[00:22:31.160 --> 00:22:33.960]  於是她決自信主
[00:22:33.960 --> 00:22:35.640]  沒有利害關係
[00:22:35.640 --> 00:22:37.640]  沒有錯誤的動機
[00:22:37.640 --> 00:22:43.240]  單純的歸向主
[00:22:43.240 --> 00:22:48.760]  後來女兒真的康復了
[00:22:48.760 --> 00:22:51.080]  然後她們亦都一段時間之後
[00:22:51.080 --> 00:22:54.120]  全家移居去了Alberta省
[00:22:54.120 --> 00:22:56.120]  我們再沒有聯絡了
[00:22:56.120 --> 00:22:57.560]  不過我想她的女兒
[00:22:57.560 --> 00:23:02.520]  現在應該已經差不多13歲了
[00:23:02.520 --> 00:23:05.080]  同樣的這個強度
[00:23:05.080 --> 00:23:08.440]  她沒有功利主義的去祈求
[00:23:08.440 --> 00:23:13.240]  她只是求耶穌在德國的時候紀念她
[00:23:13.240 --> 00:23:15.640]  但是耶穌給她的
[00:23:15.640 --> 00:23:20.520]  卻是多過她所想、所求的
[00:23:20.520 --> 00:23:22.680]  我實在告訴你
[00:23:22.680 --> 00:23:27.560]  今天你要跟我再樂園淚流
[00:23:27.560 --> 00:23:30.440]  我們傾盡天下的智慧
[00:23:30.440 --> 00:23:33.960]  我們可以為這個強度想的最多
[00:23:33.960 --> 00:23:36.440]  就是有特赦令
[00:23:36.440 --> 00:23:40.920]  然後她安然地在十字架上走下來
[00:23:40.920 --> 00:23:44.520]  然後再經過無數次的審訊
[00:23:44.520 --> 00:23:47.240]  最後免去一死
[00:23:47.240 --> 00:23:53.160]  再坐不知道多少年的有期徒刑
[00:23:53.160 --> 00:23:57.800]  但是她怎麼都想不到
[00:23:57.800 --> 00:24:01.240]  她白天被執行極刑
[00:24:01.240 --> 00:24:02.760]  釘十字架
[00:24:02.760 --> 00:24:10.920]  晚上就已經在天堂裡的黃金街上在走框
[00:24:10.920 --> 00:24:13.240]  因此施保真(Spurgeon)
[00:24:13.240 --> 00:24:15.480]  他曾經形容這個強度
[00:24:15.480 --> 00:24:19.560]  是耶穌在世最後的一個朋友
[00:24:19.560 --> 00:24:25.240]  卻又是她在天堂裡的第一個friend
[00:24:25.240 --> 00:24:29.800]  不已進入天堂遠遠寸寸是一份恩典
[00:24:29.800 --> 00:24:34.280]  以忽所思二章八到九節說
[00:24:34.280 --> 00:24:37.240]  「你門得救是本乎因,也因著順」
[00:24:37.240 --> 00:24:40.920]  「者並不是出於自己,乃是神所賜的」
[00:24:40.920 --> 00:24:45.880]  「也不是出於行為,免得有人自誇」
[00:24:45.880 --> 00:24:50.440]  沒有任何的行為是配得或者賺得
[00:24:50.440 --> 00:24:55.880]  我們被稱為神兒女的這個尊貴的身份
[00:24:55.880 --> 00:25:01.240]  但是世上很多的宗教都鼓吹著行為的重要性
[00:25:01.240 --> 00:25:05.880]  無論是功德、修為都要做很多
[00:25:05.880 --> 00:25:12.920]  白白的禮物並沒有這麼好,too good to be true
[00:25:12.920 --> 00:25:17.880]  911事件2001年9月11日之後
[00:25:17.880 --> 00:25:21.080]  沒多久在美國電視台CNN
[00:25:21.080 --> 00:25:23.960]  著名時事清談節目主持人Larry King
[00:25:23.960 --> 00:25:26.360]  訪問一班宗教領袖
[00:25:26.360 --> 00:25:29.560]  其中包括天主教、回教、猶太教
[00:25:29.560 --> 00:25:33.400]  以及基督教的一位牧師Max Lucado
[00:25:33.400 --> 00:25:35.960]  最後他們討論的高峰是
[00:25:35.960 --> 00:25:41.720]  究竟是行為還是信心讓人得以進入天堂?
