
[00:00:00.000 --> 00:00:03.400]  那今天我要跟各位分享的信息是
[00:02:54.600 --> 00:02:56.640]  或者自稱為是救世主的
[00:02:56.640 --> 00:02:58.320]  或者是基督的
[00:02:58.320 --> 00:03:02.320]  那都是賊 都是強盜
[00:03:02.320 --> 00:03:05.160]  但是我們都很聰明
[00:03:05.160 --> 00:03:06.720]  我們都知道了
[00:03:06.720 --> 00:03:09.280]  因為我們都一直在教導
[00:03:09.280 --> 00:03:11.200]  只有那獨一的真神
[00:03:11.200 --> 00:03:15.240]  才是真正是我們的目人
[00:03:15.240 --> 00:03:17.480]  所以你不要去相信有些人
[00:03:17.480 --> 00:03:20.440]  他走在神的前面或者講了一些話
[00:03:20.440 --> 00:03:22.960]  譬如說12月21號世界末日
[00:03:22.960 --> 00:03:24.000]  No
[00:03:24.000 --> 00:03:26.720]  去年就已經有人講說世界末日了
[00:03:26.720 --> 00:03:29.320]  No
[00:03:29.320 --> 00:03:31.000]  因為我小時候呢
[00:03:31.000 --> 00:03:32.480]  在我們那個村子裡面
[00:03:32.480 --> 00:03:36.040]  有一個軍人的高炮部隊
[00:03:36.040 --> 00:03:38.720]  都是比較那時候老軍人
[00:03:38.720 --> 00:03:40.360]  沒有家世的
[00:03:40.360 --> 00:03:42.480]  他們自成一個小單位
[00:03:42.480 --> 00:03:44.400]  有幾管高炮
[00:03:44.400 --> 00:03:46.640]  然後養些魚 養些豬
[00:03:46.640 --> 00:03:48.160]  那麼我們小孩子呢
[00:03:48.160 --> 00:03:50.440]  常常喜歡跑去那邊玩
[00:03:50.440 --> 00:03:52.800]  剛開始的時候他們不讓我們去
[00:03:52.800 --> 00:03:54.680]  因為是軍事重地嘛
[00:03:54.680 --> 00:03:57.960]  但是熟了他們也就讓我們進去了
[00:03:57.960 --> 00:03:59.960]  我就記得有些那些
[00:03:59.960 --> 00:04:03.040]  我們暫且稱他們是老兵好了
[00:04:03.040 --> 00:04:05.560]  但是實際上他們是老兵
[00:04:05.560 --> 00:04:10.160]  我們跟有一個老兵特別好
[00:04:10.160 --> 00:04:11.360]  那麼有一次
[00:04:11.360 --> 00:04:12.760]  那個我記得很清楚
[00:04:12.760 --> 00:04:15.160]  那個時候大概五十多年前
[00:04:15.160 --> 00:04:17.320]  我才十多歲的時候
[00:04:17.320 --> 00:04:18.880]  甚至於不到的時候
[00:04:18.880 --> 00:04:20.360]  六十年前的時候
[00:04:20.360 --> 00:04:22.200]  那個有一次報紙上說
[00:04:22.200 --> 00:04:25.120]  說有一個彗星要撞地球啊
[00:04:25.120 --> 00:04:27.480]  而且講了某年某月某日
[00:04:27.480 --> 00:04:30.360]  而且是地球世界的毀沒
[00:04:30.360 --> 00:04:31.960]  那個末日
[00:04:31.960 --> 00:04:33.440]  那個老兵呢
[00:04:33.440 --> 00:04:35.560]  他也很疼愛我們
[00:04:35.560 --> 00:04:38.360]  前一天他把他畢生的積蓄
[00:04:38.360 --> 00:04:41.040]  幾百塊錢全部領出來
[00:04:41.040 --> 00:04:43.000]  結果那天到了
[00:04:43.000 --> 00:04:44.240]  哇
[00:04:44.240 --> 00:04:47.560]  那天真的彗星靠近地球的時候
[00:04:47.560 --> 00:04:49.280]  遮天蔽日的
[00:04:49.280 --> 00:04:51.760]  而且大雨磅礡啊
[00:04:51.760 --> 00:04:55.000]  英文講是Rain cats and dogs
[00:04:55.000 --> 00:04:56.960]  那個貓狗都嚇下來了
[00:04:56.960 --> 00:04:58.440]  那天黑的
[00:04:58.440 --> 00:05:01.520]  好像老太婆的炒鍋底一樣
[00:05:01.520 --> 00:05:04.400]  哇 那個老兵就帶著我們去
[00:05:04.400 --> 00:05:06.560]  哇 你要吃什麼你就吃什麼
[00:05:06.560 --> 00:05:09.200]  他留錢你要買什麼就買什麼
[00:05:09.200 --> 00:05:12.040]  吃了我那天肚子脹得不得了
[00:05:12.040 --> 00:05:14.240]  回家披頭就大睡
[00:05:14.240 --> 00:05:17.200]  第二天還是好好的沒事
[00:05:17.200 --> 00:05:19.760]  所以我們不要去相信這些
[00:05:19.760 --> 00:05:21.280]  那都是賊
[00:05:21.280 --> 00:05:22.640]  那都是強盜
[00:05:22.640 --> 00:05:25.720]  那都是不對的事情
[00:05:25.720 --> 00:05:28.080]  所以我們要警醒禱告
[00:05:28.080 --> 00:05:34.240]  要奉主的名來捆綁仇敵的工作
[00:05:34.240 --> 00:05:36.120]  保羅在離開
[00:05:36.120 --> 00:05:40.080]  他牧養了三年之久的乙夫所教會的時候
[00:05:40.080 --> 00:05:42.560]  他就再三的叮嚀說
[00:05:42.560 --> 00:05:45.640]  聖明令你們做全群的監督
[00:05:45.640 --> 00:05:47.360]  你們就當為自己謹慎
[00:05:47.360 --> 00:05:49.280]  也為全群謹慎
[00:05:49.280 --> 00:05:51.520]  要牧養神的教會
[00:05:51.520 --> 00:05:54.760]  就是他用自己血所買來的
[00:05:54.760 --> 00:05:57.440]  我知道我去之後
[00:05:57.440 --> 00:06:01.760]  必有凶悍的豺狼進入你們中間
[00:06:01.760 --> 00:06:04.840]  不愛惜羊群啊
[00:06:04.840 --> 00:06:07.840]  彼得也說勿要謹守謹行
[00:06:07.840 --> 00:06:10.320]  因為你們的仇敵魔狗撒旦
[00:06:10.320 --> 00:06:13.960]  如同吼叫的獅子遍地遊行
[00:06:13.960 --> 00:06:16.400]  尋找可吞吃的人
[00:06:16.400 --> 00:06:18.120]  不要被強盜搶去了
[00:06:18.120 --> 00:06:20.800]  不要被賊所偷去了
[00:06:20.800 --> 00:06:22.680]  但是各位弟兄姐妹朋友們
[00:06:22.680 --> 00:06:23.760]  您知道嗎
[00:06:23.760 --> 00:06:28.960]  我們所信的上帝是有恩典有憐憫的
[00:06:28.960 --> 00:06:33.080]  就是強盜也可以得救不是嗎
[00:06:33.080 --> 00:06:34.840]  《路加福音》上面說
[00:06:34.840 --> 00:06:37.040]  主耶穌被釘死的時候
[00:06:37.040 --> 00:06:39.960]  左右各一個強盜一起被釘死
[00:06:39.960 --> 00:06:41.640]  其中有一個強盜就說
[00:06:41.640 --> 00:06:44.920]  抓你德國降臨的時候求你紀念我
[00:06:44.920 --> 00:06:48.600]  耶穌說今日你就同我在樂園裡面
[00:06:48.600 --> 00:06:51.760]  強盜都可以在樂園裡面得救
[00:06:51.760 --> 00:06:52.920]  同樣的
[00:06:52.920 --> 00:06:56.680]  我們所信的神也是聖潔公義的神
[00:06:56.680 --> 00:07:00.360]  所以天使也可以變成魔鬼不是嗎
[00:07:00.360 --> 00:07:03.760]  天使也可以變成強盜的
[00:07:03.760 --> 00:07:07.160]  Lucifer他本來就是天使長
[00:07:07.160 --> 00:07:11.160]  但是他一而再三番四次五次地說
[00:07:11.160 --> 00:07:14.360]  我要與那座寶座的齊等
[00:07:14.360 --> 00:07:18.160]  我要與那座寶座的一起
[00:07:18.160 --> 00:07:19.760]  他就是背叛
[00:07:19.760 --> 00:07:23.500]  所以他被把為魔鬼撒旦
[00:07:23.500 --> 00:07:27.040]  像賊像強盜一樣
[00:07:27.040 --> 00:07:28.960]  有一個小故事是這麼說
[00:07:28.960 --> 00:07:31.760]  我講過有一個畫家
[00:07:31.760 --> 00:07:35.680]  他要畫一個天使一個魔鬼的圖畫
[00:07:35.680 --> 00:07:38.400]  結果他就找了一個年輕人
[00:07:38.400 --> 00:07:41.000]  就像我們在座的年輕人一樣
[00:07:41.000 --> 00:07:44.640]  非常的面目清秀的
[00:07:44.640 --> 00:07:46.320]  像個天使一樣
[00:07:46.320 --> 00:07:48.440]  他就找來他的畫室
[00:07:48.440 --> 00:07:50.600]  畫成了這個天使
[00:07:50.600 --> 00:07:52.880]  但是他要畫魔鬼的時候
[00:07:52.880 --> 00:07:57.400]  就找不到一個像魔鬼一樣給他做替身的
[00:07:57.400 --> 00:08:00.240]  所以他就耽擱下來好幾年
[00:08:00.240 --> 00:08:03.560]  後來多年後他有一次在市場裡面
[00:08:03.560 --> 00:08:06.160]  看到一個蓬頭垢面
[00:08:06.160 --> 00:08:08.320]  面目猙獰的人
[00:08:08.320 --> 00:08:11.560]  他就說哎呀這就是魔鬼的樣子
[00:08:11.560 --> 00:08:13.720]  就趕快請他到畫室來
[00:08:13.720 --> 00:08:15.120]  然後給他錢
[00:08:15.120 --> 00:08:16.600]  說你做我模特兒
[00:08:16.600 --> 00:08:17.760]  我給你畫
[00:08:17.760 --> 00:08:19.720]  結果就畫出了這個魔鬼
[00:08:19.720 --> 00:08:22.040]  終於完成了這幅巨作
[00:08:22.040 --> 00:08:23.800]  然後給了這個人錢
[00:08:23.800 --> 00:08:26.600]  這個人就開始在那邊抽出烏漆
[00:08:26.600 --> 00:08:27.680]  他說怎麼了
[00:08:27.680 --> 00:08:29.200]  給的錢不夠嗎
[00:08:29.200 --> 00:08:31.040]  他說先生您不知道
[00:08:31.040 --> 00:08:34.520]  多年前我就是那天使
[00:08:34.520 --> 00:08:37.440]  所以有的時候我們說一個基督徒
[00:08:37.440 --> 00:08:40.160]  你如果不讀經
[00:08:40.160 --> 00:08:42.400]  一天人家就看出來了
[00:08:42.400 --> 00:08:43.960]  你如果不禱告
[00:08:43.960 --> 00:08:46.840]  一天人家就聞到你的味道
[00:08:46.840 --> 00:08:49.320]  就看到你的面目猙獰了
[00:08:49.320 --> 00:08:50.560]  所以我們要記得
[00:08:50.560 --> 00:08:53.400]  要常常要讀經要禱告
[00:08:53.400 --> 00:08:56.440]  不然我們也成為強盜了
[00:08:56.440 --> 00:08:58.760]  成為賊了
[00:08:58.760 --> 00:09:00.120]  故公
[00:09:00.120 --> 00:09:03.240]  故公是不忠信的傳道人
[00:09:03.240 --> 00:09:05.880]  因為他至終他所求的
[00:09:05.880 --> 00:09:08.200]  就是被雇傭
[00:09:08.200 --> 00:09:11.000]  聖經上面有一個最聰明的一個故公
[00:09:11.000 --> 00:09:12.040]  是哪一個
[00:09:12.040 --> 00:09:13.560]  各位記得嗎
[00:09:13.560 --> 00:09:16.040]  就是回頭的浪子
[00:09:16.040 --> 00:09:19.200]  當他耗盡了他父親
[00:09:19.200 --> 00:09:22.280]  給他的那個家當的時候
[00:09:22.280 --> 00:09:24.920]  他忽然回烏了
[00:09:24.920 --> 00:09:27.400]  然後他就很懺悔地說
[00:09:27.400 --> 00:09:28.960]  我得罪了天
[00:09:28.960 --> 00:09:31.040]  我得罪了父
[00:09:31.040 --> 00:09:33.160]  他跟他的阿爸父說
[00:09:33.160 --> 00:09:35.560]  你就不要把我當作兒子
[00:09:35.560 --> 00:09:38.080]  把我當作故公吧
[00:09:38.080 --> 00:09:41.680]  但是我們的神真的是有憐憫有恩典
[00:09:41.680 --> 00:09:44.160]  就給他戴上戒指
[00:09:44.160 --> 00:09:46.360]  披上兒子的袍子
[00:09:46.360 --> 00:09:48.600]  給他穿上鞋子
[00:09:48.600 --> 00:09:51.960]  故公再一次成為兒子
[00:09:51.960 --> 00:09:55.240]  故公他所追求的是他自己
[00:09:55.240 --> 00:09:56.760]  他自己的榮華富貴
[00:09:56.760 --> 00:09:58.800]  他自己的利益
[00:09:58.800 --> 00:10:00.960]  但是故公
[00:10:00.960 --> 00:10:05.400]  我們終究會看出他的樣子來的
[00:10:05.400 --> 00:10:06.520]  您知道嗎
[00:10:06.520 --> 00:10:10.200]  記述故公就應該有故主不是嗎
[00:10:10.200 --> 00:10:14.080]  但是聖經上面從來沒有講到故主
[00:10:14.080 --> 00:10:16.040]  倒有說家主
[00:10:16.040 --> 00:10:18.560]  家主跟故主又不一樣了
[00:10:18.560 --> 00:10:21.040]  故主顧的只是一個故公
[00:10:21.040 --> 00:10:23.880]  像我們在世界上面做老闆的一樣
[00:10:23.880 --> 00:10:25.920]  他公司花錢給你
[00:10:25.920 --> 00:10:27.000]  你為他賣命
[00:10:27.000 --> 00:10:28.000]  他就多給你錢
[00:10:28.000 --> 00:10:28.720]  你功勞大
[00:10:28.720 --> 00:10:30.560]  他就多給你一點獎金
[00:10:30.560 --> 00:10:32.200]  多給你生薪水
[00:10:32.200 --> 00:10:35.160]  但是公司有了問題的時候
[00:10:35.160 --> 00:10:36.640]  他不需要你的時候
[00:10:36.640 --> 00:10:39.600]  或者是他必須要裁員的時候
[00:10:39.600 --> 00:10:41.320]  毫不客氣
[00:10:41.320 --> 00:10:43.200]  完全不顧戀
[00:10:43.200 --> 00:10:45.040]  就把你裁掉
[00:10:45.040 --> 00:10:46.360]  這是故主
[00:10:46.360 --> 00:10:47.880]  但是家主不一樣
[00:10:47.880 --> 00:10:48.920]  您知道嗎
[00:10:48.920 --> 00:10:52.560]  家主他要找的是管家
[00:10:52.560 --> 00:10:55.240]  故主找的是故公
[00:10:55.240 --> 00:10:56.880]  Higher Gun
[00:10:56.880 --> 00:10:58.000]  我們有的時候講
[00:10:58.000 --> 00:10:59.360]  這叫做故公
[00:10:59.360 --> 00:11:02.960]  就是用錢花來為他做事的
[00:11:02.960 --> 00:11:04.200]  聖經上面說
[00:11:04.200 --> 00:11:07.720]  吃飯人他不顧惜羊群
[00:11:07.720 --> 00:11:09.800]  豺狼虎豹來了
[00:11:09.800 --> 00:11:12.080]  他跑得最快
[00:11:12.080 --> 00:11:14.800]  這個羊群可能都還沒有吃飽
[00:11:14.800 --> 00:11:17.040]  他自己先吃飽了
[00:11:17.040 --> 00:11:18.960]  羊群還沒有睡好
[00:11:18.960 --> 00:11:21.600]  他自己睡得熟透了
[00:11:21.600 --> 00:11:23.560]  但是您知道嗎
[00:11:23.560 --> 00:11:26.080]  難道我們的神不知道嗎
[00:11:26.080 --> 00:11:28.880]  神絕對不會裁一個牧人
[00:11:28.880 --> 00:11:30.680]  卻裁來一個故公
[00:11:30.680 --> 00:11:33.080]  卻不顧羊群的性命
[00:11:33.080 --> 00:11:35.280]  卻不顧羊群的成長
[00:11:35.280 --> 00:11:39.640]  除非上帝有一個功課要我們去學
[00:11:39.640 --> 00:11:42.400]  就是要我們學會
[00:11:42.400 --> 00:11:45.800]  如何地顧惜保養羊群
[00:11:45.800 --> 00:11:47.480]  既學會了
[00:11:47.480 --> 00:11:50.200]  故公就是牧人了
[00:11:50.200 --> 00:11:52.040]  既學會了
[00:11:52.040 --> 00:11:54.160]  雇主就是家主了
[00:11:54.160 --> 00:11:55.520]  既學會了
[00:11:55.520 --> 00:11:58.800]  羊群就有了歸屬了
[00:11:58.800 --> 00:12:03.640]  以賽亞他控訴那些不忠信的傳道人
[00:12:03.640 --> 00:12:05.880]  那些故公說
[00:12:05.880 --> 00:12:08.840]  他看守的人是瞎眼的
[00:12:08.840 --> 00:12:10.600]  都沒有知識
[00:12:10.600 --> 00:12:14.200]  都是啞巴狗不能叫喚
[00:12:14.200 --> 00:12:16.000]  故公他會認為說
[00:12:16.000 --> 00:12:18.640]  我只是拿薪水做事情
[00:12:18.640 --> 00:12:22.320]  所以這個羊群到底發生什麼事情
[00:12:22.320 --> 00:12:24.480]  has nothing to do with me
[00:12:24.480 --> 00:12:26.440]  不要得罪人嘛
[00:12:26.440 --> 00:12:29.200]  所以都變成了一個啞巴狗
[00:12:29.200 --> 00:12:31.560]  但是一個牧人
[00:12:31.560 --> 00:12:34.400]  他會再一次地管教羊
[00:12:34.400 --> 00:12:36.600]  他會帶領羊群
[00:12:36.600 --> 00:12:39.200]  不會走到死衚衕裡面去
[00:12:39.200 --> 00:12:41.120]  故公他是啞巴狗
[00:12:41.120 --> 00:12:42.640]  他不能叫喚
[00:12:42.640 --> 00:12:48.040]  但知做夢、躺臥、貪睡、貪食不知飽足
[00:12:48.040 --> 00:12:50.160]  這些牧人不能明白
[00:12:50.160 --> 00:12:52.240]  個人偏行幾路
[00:12:52.240 --> 00:12:55.880]  各從各方求自己的益處
[00:12:55.880 --> 00:13:00.720]  以希節控訴當時那個怪象說
[00:13:00.720 --> 00:13:03.520]  獲哉以色列的牧人
[00:13:03.520 --> 00:13:05.320]  只知牧養自己
[00:13:05.320 --> 00:13:10.120]  牧人豈不當牧養羊群嗎
[00:13:10.120 --> 00:13:13.840]  保羅在《菲利比書》裡面第二章他抱怨說
[00:13:13.840 --> 00:13:17.200]  因為我沒有別人與我同行
[00:13:17.200 --> 00:13:19.760]  實在掛念你們的事
[00:13:19.760 --> 00:13:22.200]  別人都求自己的事
[00:13:22.200 --> 00:13:25.640]  並不求耶穌基督的事
[00:13:25.640 --> 00:13:27.720]  這是一個好的牧養羊
[00:13:27.720 --> 00:13:30.560]  保羅他為羊群捨命
[00:13:30.560 --> 00:13:32.720]  因為他所相信的
[00:13:32.720 --> 00:13:35.360]  因為他所堅持的
[00:13:35.360 --> 00:13:37.040]  他自己在《哥林多後書》說
[00:13:37.040 --> 00:13:39.320]  我被獅頭打了五次
[00:13:39.320 --> 00:13:41.120]  我被鞭打了三次
[00:13:41.120 --> 00:13:42.840]  我傳亂兩次
[00:13:42.840 --> 00:13:46.840]  我甚至於遭受江河的水等等等等
[00:13:46.840 --> 00:13:48.760]  許許多多困苦患難
[00:13:48.760 --> 00:13:50.440]  他仍然堅持
[00:13:50.440 --> 00:13:53.280]  最後被砍頭
[00:13:53.280 --> 00:13:56.040]  他也是為羊群捨命了
[00:13:56.040 --> 00:13:59.200]  既是故宮就不是牧人
[00:13:59.200 --> 00:14:01.440]  羊也不是他的
[00:14:01.440 --> 00:14:05.160]  狼來了故宮就跑了
[00:14:05.160 --> 00:14:06.680]  您知道嗎
[00:14:06.680 --> 00:14:11.480]  做牧師的人最不喜歡被人家當作是故宮了
[00:14:11.480 --> 00:14:14.080]  我不是講故宮 博物院的故宮
[00:14:14.080 --> 00:14:16.880]  我是講故來的工人
[00:14:16.880 --> 00:14:19.600]  最不喜歡被人家當作故宮了
[00:14:19.600 --> 00:14:22.440]  美國有幾個大的牧師
[00:14:22.440 --> 00:14:25.800]  非常令禪道人牧師很羨慕的
[00:14:25.800 --> 00:14:27.160]  譬如說
[00:14:27.160 --> 00:14:28.560]  Saddleback Church
[00:14:28.560 --> 00:14:32.320]  在加州的Pastor Rick Warner
[00:14:32.320 --> 00:14:34.800]  他寫了《Purpose-Driven Church》
[00:14:34.800 --> 00:14:37.920]  還有《Purpose-Driven Life》等等
[00:14:37.920 --> 00:14:40.400]  所以他成了名他發了財
[00:14:40.400 --> 00:14:43.040]  您知道他做了一件什麼事情嗎
[00:14:43.040 --> 00:14:46.240]  他把那幾十年來從教會領的薪水
[00:14:46.240 --> 00:14:49.720]  年本代歷全部還給教會了
[00:14:49.720 --> 00:14:51.160]  還有另外一個牧師
[00:14:51.160 --> 00:14:53.320]  聽說Joe Austin
[00:14:53.320 --> 00:14:55.680]  他也是成了名發了財
[00:14:55.680 --> 00:15:00.120]  他也是把從教會所領的全部還給教會
[00:15:00.120 --> 00:15:02.760]  因為一個好牧人
[00:15:02.760 --> 00:15:05.880]  他甚至於沒有錢
[00:15:05.880 --> 00:15:09.440]  甚至於弟兄姐妹不能夠供應他
[00:15:09.440 --> 00:15:11.040]  他有這個負擔
[00:15:11.040 --> 00:15:14.280]  他都願意為養捨命
[00:15:14.280 --> 00:15:16.800]  但是有的時候也不好看
[00:15:16.800 --> 00:15:20.240]  我聽說在國內有一些困苦地區
[00:15:20.240 --> 00:15:23.440]  有一些牧者傳道人
[00:15:23.440 --> 00:15:24.360]  靠什麼為生
[00:15:24.360 --> 00:15:26.160]  只好去撿破爛
[00:15:26.160 --> 00:15:29.080]  撿破爛又怕人家笑他
[00:15:29.080 --> 00:15:32.480]  就天不亮就跑出去撿
[00:15:32.480 --> 00:15:33.880]  這樣子也不好
[00:15:33.880 --> 00:15:35.480]  但是不管怎麼樣
[00:15:35.480 --> 00:15:37.160]  顧庚牧羊人
[00:15:37.160 --> 00:15:41.480]  好牧人是完完全全的不一樣
[00:15:41.480 --> 00:15:45.280]  約翰福音第十章十四、十五節
[00:15:45.280 --> 00:15:46.320]  主耶穌說
[00:15:46.320 --> 00:15:48.000]  我是好牧人
[00:15:48.000 --> 00:15:49.960]  我認識我的羊
[00:15:49.960 --> 00:15:51.800]  我的羊也認識我
[00:15:51.800 --> 00:15:53.760]  正如父認識我
[00:15:53.760 --> 00:15:55.200]  我也認識父一樣
[00:15:55.200 --> 00:15:59.480]  並且我為羊捨命
[00:15:59.480 --> 00:16:02.280]  好牧人到底是什麼樣子
[00:16:02.280 --> 00:16:03.600]  但很難講
[00:16:03.600 --> 00:16:06.720]  但是我們從十篇二十三篇我們知道
[00:16:06.720 --> 00:16:08.280]  他拿了一個桿
[00:16:08.280 --> 00:16:10.320]  他拿了一個杖
[00:16:10.320 --> 00:16:13.320]  這個桿是細細長長的
[00:16:13.320 --> 00:16:16.000]  然後有一個鈎在頭上面
[00:16:16.000 --> 00:16:17.680]  為什麼這樣子呢
[00:16:17.680 --> 00:16:21.320]  因為如果那個羊亂跑的時候
[00:16:21.320 --> 00:16:22.600]  鈎回來
[00:16:22.600 --> 00:16:25.680]  或者是羊掉到山溝裡面的時候
[00:16:25.680 --> 00:16:28.280]  把他鈎起來
[00:16:28.280 --> 00:16:30.560]  那麼甚至於他有所謂的叫做
[00:16:30.560 --> 00:16:34.000]  slingshot他有的雞懸石
[00:16:34.000 --> 00:16:35.800]  有的時候豺狼虎豹來的時候
[00:16:35.800 --> 00:16:38.240]  他就咻咻咻
[00:16:38.240 --> 00:16:40.040]  蹦一下打飛彈一樣
[00:16:40.040 --> 00:16:41.160]  就打過去
[00:16:41.160 --> 00:16:43.000]  有的時候羊亂跑了
[00:16:43.000 --> 00:16:45.400]  他就咻咻咻蹦一下
[00:16:45.400 --> 00:16:48.480]  羊打到了又趕快跑回來了
[00:16:48.480 --> 00:16:52.240]  所以牧羊人他是貪羊的
[00:16:52.240 --> 00:16:53.960]  他還有一個杖
[00:16:53.960 --> 00:16:55.400]  這個杖是說
[00:16:55.400 --> 00:16:58.880]  豺狼虎豹、餓子、強盜、盜賊來的時候
[00:16:58.880 --> 00:17:01.680]  他要跟他們打的
[00:17:01.680 --> 00:17:06.360]  牧羊人也多有因此而捨命
[00:17:06.360 --> 00:17:07.160]  各位
[00:17:07.160 --> 00:17:10.800]  我們剛才看了約翰福音第十章
[00:17:10.800 --> 00:17:12.520]  他有兩次講說
[00:17:12.520 --> 00:17:15.600]  我實實在在地告訴你
[00:17:15.600 --> 00:17:16.840]  兩次
[00:17:16.840 --> 00:17:17.840]  第二次他說
[00:17:17.840 --> 00:17:19.760]  我實實在在地告訴你
[00:17:19.760 --> 00:17:21.200]  我是好牧人
[00:17:21.200 --> 00:17:23.480]  我是羊的門
[00:17:23.480 --> 00:17:26.240]  但是他的門徒聽不懂
[00:17:26.240 --> 00:17:29.440]  因為人怎麼可能做門呢
[00:17:29.440 --> 00:17:33.880]  原來當牧羊人帶羊出去
[00:17:33.880 --> 00:17:37.800]  帶羊出去找青草地溪水邊的時候
[00:17:37.800 --> 00:17:41.120]  牧羊人喜歡找最好的給他們吃
[00:17:41.120 --> 00:17:42.280]  其實呢
[00:17:42.280 --> 00:17:44.160]  每個牧羊人都是如此
[00:17:44.160 --> 00:17:45.160]  不是嗎
[00:17:45.160 --> 00:17:46.800]  所以邊到最後呢
[00:17:46.800 --> 00:17:48.440]  誰跑到最遠
[00:17:48.440 --> 00:17:50.400]  就是掃人去的地方
[00:17:50.400 --> 00:17:52.840]  那個草可能就特別棒
[00:17:52.840 --> 00:17:54.440]  特別肥沃
[00:17:54.440 --> 00:17:57.960]  甚至於你去看耶路撒冷那個城
[00:17:57.960 --> 00:17:59.880]  它有許許多多的門
[00:17:59.880 --> 00:18:00.800]  城門
[00:18:00.800 --> 00:18:02.080]  有羊門
[00:18:02.080 --> 00:18:03.800]  有水門
[00:18:03.800 --> 00:18:05.080]  有美門
[00:18:05.080 --> 00:18:06.400]  有魚門
