
[00:00:00.000 --> 00:00:02.840]  首先想先講的是敬拜的定義
[00:06:33.880 --> 00:06:35.080]  怎麼讀
[00:06:35.080 --> 00:06:38.040]  誇還是敬不知是甚麼字等等
[00:06:38.040 --> 00:06:41.520]  試過跟著一本聖詩唱一首歌
[00:06:41.520 --> 00:06:43.600]  唱出來是沒有走音的
[00:06:43.600 --> 00:06:44.800]  但聽不到唱甚麼
[00:06:44.800 --> 00:06:47.160]  因為歌詞全部是暗音
[00:06:47.160 --> 00:06:48.600]  然後他說
[00:06:48.600 --> 00:06:50.400]  詩歌沒有因告
[00:06:50.400 --> 00:06:52.920]  但甚麼因告也不太知道
[00:06:52.920 --> 00:06:54.520]  他說回教會
[00:06:54.520 --> 00:06:55.720]  聽到可以
[00:06:55.720 --> 00:06:57.720]  但坦白說
[00:06:57.720 --> 00:06:59.920]  看見講題加經文
[00:06:59.920 --> 00:07:01.040]  出三點
[00:07:01.040 --> 00:07:02.120]  懂得說吧
[00:07:02.120 --> 00:07:04.200]  我回教會不是聽別人講道
[00:07:04.200 --> 00:07:05.400]  我想見到神
[00:07:05.400 --> 00:07:06.600]  跟神說
[00:07:06.600 --> 00:07:08.520]  我心切切渴慕祂
[00:07:08.520 --> 00:07:10.120]  我單單愛祂
[00:07:10.120 --> 00:07:11.800]  我只願得罪祂
[00:07:11.800 --> 00:07:13.440]  然後問主耶穌基督
[00:07:13.440 --> 00:07:15.240]  為何對我這麼好
[00:07:15.240 --> 00:07:19.480]  這就是兩邊跟頂字妹的看法的掙扎
[00:07:19.480 --> 00:07:21.240]  然後用甚麼樂器
[00:07:21.240 --> 00:07:24.480]  我們今天用了電子琴
[00:07:24.480 --> 00:07:26.080]  用鼓 用結他
[00:07:26.080 --> 00:07:27.600]  經過一些歲月
[00:07:27.600 --> 00:07:28.760]  我現在不跟大家說
[00:07:28.760 --> 00:07:30.200]  也不是那麼簡單
[00:07:30.200 --> 00:07:31.560]  當中改動的時候
[00:07:31.560 --> 00:07:32.560]  需要一點時間
[00:07:32.560 --> 00:07:33.800]  傳統的頂字妹覺得
[00:07:33.800 --> 00:07:35.280]  應該用鋼琴
[00:07:35.280 --> 00:07:37.280]  用風琴騰騰的聲音
[00:07:37.280 --> 00:07:40.440]  整個電子琴就對了
[00:07:40.440 --> 00:07:41.440]  但有些人覺得
[00:07:41.440 --> 00:07:42.440]  這些好一點
[00:07:42.440 --> 00:07:44.360]  音樂比較適合等等
[00:07:44.360 --> 00:07:46.280]  在這樣的掙扎當中
[00:07:46.280 --> 00:07:48.320]  所以教會有個走陣位
[00:07:48.320 --> 00:07:50.720]  早堂就是傳統師哥敬拜
[00:07:50.720 --> 00:07:53.040]  午堂就是現代師哥敬拜
[00:07:53.040 --> 00:07:53.800]  就是這樣
[00:07:53.800 --> 00:07:54.560]  怎樣呢
[00:07:54.560 --> 00:07:55.840]  你喜歡吃日本菜
[00:07:55.840 --> 00:07:56.920]  就早上回來
[00:07:56.920 --> 00:07:58.560]  喜歡吃牛扒就下午回來
[00:07:58.560 --> 00:08:00.800]  是這樣的意思
[00:08:00.800 --> 00:08:01.880]  我們教會
[00:08:01.880 --> 00:08:04.680]  我們九一年開堂
[00:08:04.680 --> 00:08:05.760]  當時開始了
[00:08:05.760 --> 00:08:07.800]  已經不唱《生命盛事》
[00:08:07.800 --> 00:08:09.200]  是唱《齊唱新歌》
[00:08:09.200 --> 00:08:10.400]  我們的敬文
[00:08:10.400 --> 00:08:12.520]  當時我們怎樣轉變呢
[00:08:12.520 --> 00:08:14.040]  不是甚麼承諾的問題
[00:08:14.040 --> 00:08:16.320]  是覺得那些歌不合音的原因
[00:08:16.320 --> 00:08:17.880]  所以我們是用幻燈片
[00:08:17.880 --> 00:08:21.720]  用投影機看著螢幕去敬拜主
[00:08:21.720 --> 00:08:24.240]  但當時我們站起來唱歌
[00:08:24.240 --> 00:08:25.640]  但沒有人舉手
[00:08:25.640 --> 00:08:26.680]  我當時敬拜
[00:08:26.680 --> 00:08:29.240]  見到大家都很多人舉手
[00:08:29.240 --> 00:08:31.520]  第一次就是整間教會敬拜
[00:08:31.520 --> 00:08:32.720]  都沒有人舉手
[00:08:32.720 --> 00:08:34.560]  有個呼乎你的教會
[00:08:34.560 --> 00:08:38.200]  突然間弟兄唱詩歌舉手
[00:08:38.200 --> 00:08:39.480]  一舉手就覺得很奇怪
[00:08:39.480 --> 00:08:41.880]  整個殿坐在那裡
[00:08:41.880 --> 00:08:42.800]  個個都不動
[00:08:42.800 --> 00:08:43.800]  身體不動
[00:08:43.800 --> 00:08:45.240]  他舉手
[00:08:45.240 --> 00:08:46.280]  人們看著他的手
[00:08:46.280 --> 00:08:47.160]  甚麼事呢
[00:08:47.160 --> 00:08:47.920]  有人跟我說
[00:08:47.920 --> 00:08:48.720]  潘先生
[00:08:48.720 --> 00:08:50.640]  看他的錶有多金
[00:08:50.640 --> 00:08:53.400]  這個是道具
[00:08:53.400 --> 00:08:54.720]  因為姊妹舉手
[00:08:54.720 --> 00:08:56.000]  沒有道具了
[00:08:56.000 --> 00:08:57.720]  潘先生的戒指很閃
[00:08:57.720 --> 00:08:59.880]  看到火等等
[00:08:59.880 --> 00:09:01.560]  我們在那個光景當中
[00:09:01.560 --> 00:09:02.920]  不知道怎樣敬拜
[00:09:02.920 --> 00:09:04.920]  沒有人舉手去敬拜
[00:09:04.920 --> 00:09:08.040]  完全不明白到敬拜的意義
[00:09:08.040 --> 00:09:10.400]  我們有心靈無誠實
[00:09:10.400 --> 00:09:12.440]  不是說沒有人的誠實
[00:09:12.440 --> 00:09:13.720]  而是沒有真理
[00:09:13.720 --> 00:09:18.400]  不知道神的話是教我們如何敬拜祂
[00:09:18.400 --> 00:09:20.000]  然後感謝主
[00:09:20.000 --> 00:09:23.160]  神教我們去看錯書的經文
[00:09:23.160 --> 00:09:24.320]  錄將一至八節
[00:09:24.320 --> 00:09:27.800]  成為整個禱堂敬拜的根基
[00:09:27.800 --> 00:09:30.640]  我們有沒有一次過讀完八節聖經
[00:09:30.640 --> 00:09:33.720]  請大家起立
[00:09:33.720 --> 00:09:36.440]  我們讀完八節聖經
[00:09:36.440 --> 00:09:38.480]  這堂人算很多
[00:09:38.480 --> 00:09:39.720]  但都可以的
[00:09:39.720 --> 00:09:40.920]  我們試試大聲一點讀
[00:09:40.920 --> 00:09:43.680]  讓整個電充滿著神的話聲
[00:09:43.680 --> 00:09:45.240]  開始讀出一節
[00:09:45.240 --> 00:09:48.440]  「當西亞王崩的那年,我見主……」
[00:09:48.440 --> 00:10:05.320]  (廣東話)
[00:10:05.320 --> 00:10:09.160]  「彼此呼喊說:聖哉!聖哉!聖哉!
[00:10:09.160 --> 00:10:10.800]  萬君之義和華!
[00:10:10.800 --> 00:10:13.400]  他的榮光充滿全地!
[00:10:13.400 --> 00:10:15.320]  因呼喊者的聲音
[00:10:15.320 --> 00:10:17.480]  叛監的根基震動
[00:10:17.480 --> 00:10:19.200]  電充滿了煙雲
[00:10:19.200 --> 00:10:22.640]  那時我說:禍災我滅亡了
[00:10:22.640 --> 00:10:25.040]  因為我是嘴唇不潔的人」
[00:10:25.040 --> 00:10:27.920]  (廣東話)
[00:10:27.920 --> 00:10:29.840]  「有一晚我眼見大君王
[00:10:29.840 --> 00:10:31.480]  萬君之義和華
[00:10:31.480 --> 00:10:33.920]  有一撒拉忽飛到我根前
[00:10:33.920 --> 00:10:35.760]  手裡拿著紅炭
[00:10:35.760 --> 00:10:39.200]  是用火箭從炭上取下來的
[00:10:39.200 --> 00:10:41.400]  將炭沾我的口說:
[00:10:41.400 --> 00:10:44.200]  看!這炭沾了你的嘴
[00:10:44.200 --> 00:10:46.280]  你的罪孽便除掉
[00:10:46.280 --> 00:10:48.360]  你的罪孽就赦免了」
[00:10:48.360 --> 00:10:51.880]  (廣東話)
[00:10:51.880 --> 00:10:53.920]  「我可以差遣誰
[00:10:53.920 --> 00:10:55.920]  誰肯為我們去
[00:10:55.920 --> 00:10:58.040]  我說:我在這裡
[00:10:58.040 --> 00:10:59.440]  請差遣我」
[00:10:59.440 --> 00:11:00.720]  大家請坐
[00:11:00.720 --> 00:11:03.440]  經文是二冊學書的第六章
[00:11:03.440 --> 00:11:04.840]  大家一定會想起
[00:11:04.840 --> 00:11:06.960]  在新約聖經最後一卷
[00:11:06.960 --> 00:11:10.800]  就是啟示錄第四頂章的警方
[00:11:10.800 --> 00:11:12.000]  這段聖經是在說
[00:11:12.000 --> 00:11:14.280]  「在先知被神的靈提升到天上
[00:11:14.280 --> 00:11:16.000]  見到一個勁大的景象」
[00:11:16.000 --> 00:11:18.920]  而在啟示錄聖經當中
[00:11:18.920 --> 00:11:20.800]  是約翰被神的靈提升
[00:11:20.800 --> 00:11:22.720]  同樣見到天上的景象
[00:11:22.720 --> 00:11:25.320]  約翰見到少爺墨長老
[00:11:25.320 --> 00:11:27.480]  見到天使呼喊
[00:11:27.480 --> 00:11:30.080]  「成災!成災!成災!敬拜我們的主」
[00:11:30.080 --> 00:11:33.480]  因此我有權去相信
[00:11:33.480 --> 00:11:35.840]  二冊學書六章的經文
[00:11:35.840 --> 00:11:37.280]  同樣在說
[00:11:37.280 --> 00:11:40.320]  當時先知被神提升到天上
[00:11:40.320 --> 00:11:42.480]  是參與天上的敬拜
[00:11:42.480 --> 00:11:44.320]  而當中所發生的事
[00:11:44.320 --> 00:11:46.040]  所以從這個角度看
[00:11:46.040 --> 00:11:47.480]  這八節聖經
[00:11:47.480 --> 00:11:51.400]  是說到當天先知敬拜的時候
[00:11:51.400 --> 00:11:52.480]  發生了甚麼事
[00:11:52.480 --> 00:11:53.600]  做了甚麼事
[00:11:53.600 --> 00:11:55.600]  所以我們就將這八節聖經
[00:11:55.600 --> 00:11:58.320]  成為教會敬拜的基礎
[00:11:58.320 --> 00:11:59.120]  行嗎?
[00:11:59.120 --> 00:12:00.120]  當日他做甚麼
[00:12:00.120 --> 00:12:01.120]  今天我做甚麼
[00:12:01.120 --> 00:12:03.440]  因此我們的敬拜
[00:12:03.440 --> 00:12:06.200]  是根據聖經的教導
[00:12:06.200 --> 00:12:10.880]  逐點逐點讓大家進入到經文的情況當中
[00:12:10.880 --> 00:12:14.080]  第一點是說到一節四節
[00:12:14.080 --> 00:12:17.280]  先知說「見到主,坐在寶座上」
[00:12:17.280 --> 00:12:20.400]  「見到神在衣裳垂下,遮門聖殿」
[00:12:20.400 --> 00:12:23.560]  「見到撒拉弗,見到尼夫喊說」
[00:12:23.560 --> 00:12:25.080]  「成災!成災!成災!」
[00:12:25.080 --> 00:12:28.680]  然後「悶監根機震動,殿充滿煙雲」
[00:12:28.680 --> 00:12:30.680]  第一點就是說敬拜當中
[00:12:30.680 --> 00:12:32.400]  人是見到神
[00:12:32.400 --> 00:12:33.720]  很簡單很清楚
[00:12:33.720 --> 00:12:35.720]  所以當大家回來崇拜
[00:12:35.720 --> 00:12:36.840]  一唱詩歌
[00:12:36.840 --> 00:12:38.840]  今天見到Pastor Ronald大人拜
[00:12:38.840 --> 00:12:40.720]  你嘗試不要見他
[00:12:40.720 --> 00:12:41.760]  Look through他
[00:12:41.760 --> 00:12:44.360]  都是透明的望十字架
[00:12:44.360 --> 00:12:46.600]  又見到神的寶座
[00:12:46.600 --> 00:12:49.320]  見到主坐在寶座上
[00:12:49.320 --> 00:12:51.920]  所以當你敬拜的時候
[00:12:51.920 --> 00:12:54.320]  最重要的就是不要讓人
[00:12:54.320 --> 00:12:56.440]  遮擋了你的視線
[00:12:56.440 --> 00:12:58.560]  要見到人背後的鬼神
[00:12:58.560 --> 00:13:02.960]  第一點是要讓頂智們見到神
[00:13:02.960 --> 00:13:05.920]  第二點六章第五節
[00:13:05.920 --> 00:13:09.640]  先知說「我說禍災我滅亡了」
[00:13:09.640 --> 00:13:11.760]  「因為我嘴唇不潔」
[00:13:11.760 --> 00:13:14.600]  第二點就是說當人敬拜的時候
[00:13:14.600 --> 00:13:16.200]  見到神的榮譽的時候
[00:13:16.200 --> 00:13:18.320]  就見到自己的軟弱
[00:13:18.320 --> 00:13:21.240]  聖靈的工作是讓人為罪為義
[00:13:21.240 --> 00:13:23.440]  為審判自己責備自己
[00:13:23.440 --> 00:13:25.640]  因此見到自己的軟弱
[00:13:25.640 --> 00:13:26.680]  自己的不是
[00:13:26.680 --> 00:13:28.040]  所以敬拜第二點
[00:13:28.040 --> 00:13:30.200]  就是讓人見到自己的罪
[00:13:30.200 --> 00:13:33.360]  自己有甚麼地方是得罪神的地方
[00:13:33.360 --> 00:13:34.720]  第六節第七節
[00:13:34.720 --> 00:13:37.160]  今日人說「搜在忽飛雷根前」
[00:13:37.160 --> 00:13:39.680]  「搜納了紅炭 沾他的嘴」
[00:13:39.680 --> 00:13:42.320]  「然後說罪就赦免」
[00:13:42.320 --> 00:13:46.040]  「用紅炭沾他的嘴 罪就被赦免」
[00:13:46.040 --> 00:13:50.880]  紅炭是因為炭上的祭物的血滴下來
[00:13:50.880 --> 00:13:52.920]  因此炭變紅了
[00:13:52.920 --> 00:13:56.400]  所以紅炭是預表耶穌基督的寶血
[00:13:56.400 --> 00:13:57.960]  所以在敬拜當中
[00:13:57.960 --> 00:14:00.240]  人見到神表示是罪
[00:14:00.240 --> 00:14:02.480]  然後經歷被寬恕
[00:14:02.480 --> 00:14:04.600]  不是停在罪當中
[00:14:04.600 --> 00:14:06.880]  不是停在被神的罪
[00:14:06.880 --> 00:14:09.240]  被神的話是提醒之後
[00:14:09.240 --> 00:14:11.880]  被罪折磨的當境當中
[00:14:11.880 --> 00:14:14.000]  是經到神的寬恕
[00:14:14.000 --> 00:14:15.760]  一次更新的經歷
[00:14:15.760 --> 00:14:17.960]  然後第八節
[00:14:17.960 --> 00:14:19.440]  他聽到主的聲音
[00:14:19.440 --> 00:14:22.720]  「我猜誰想為我去呢?」
[00:14:22.720 --> 00:14:24.000]  第八節是在說
[00:14:24.000 --> 00:14:24.960]  敬拜當中
[00:14:24.960 --> 00:14:28.280]  人很清楚聽到神的聲音
[00:14:28.280 --> 00:14:29.920]  所以敬拜做很多事
[00:14:29.920 --> 00:14:31.080]  一見到神
[00:14:31.080 --> 00:14:32.560]  二者認罪
[00:14:32.560 --> 00:14:33.680]  被寬恕
[00:14:33.680 --> 00:14:37.280]  又和神相交,聽神聲音說話給我聽
[00:14:37.280 --> 00:14:38.520]  然後自己回應
[00:14:38.520 --> 00:14:41.760]  「我在這裡,請差遣我」
[00:14:41.760 --> 00:14:44.480]  所以如果大家回教會
[00:14:44.480 --> 00:14:46.240]  在聽道之前
[00:14:46.240 --> 00:14:47.520]  今天聽我的講道
[00:14:47.520 --> 00:14:49.560]  下星期可能聽獨一無二的講道
[00:14:49.560 --> 00:14:51.400]  在聽做道之前
[00:14:51.400 --> 00:14:52.720]  在敬拜當中
[00:14:52.720 --> 00:14:54.160]  先聽神說話
[00:14:54.160 --> 00:14:55.760]  是不是很划算?
[00:14:55.760 --> 00:14:57.240]  比聽人說話划算
[00:14:57.240 --> 00:14:59.640]  我寧願聽神說,不聽人說
[00:14:59.640 --> 00:15:02.560]  因為神說我一定對,不會說錯
[00:15:02.560 --> 00:15:04.960]  我用一個完全假的例子
[00:15:04.960 --> 00:15:06.840]  是沒有發生過的
[00:15:06.840 --> 00:15:09.560]  如果昨天我和老婆吵架
[00:15:09.560 --> 00:15:11.160]  打她兩巴掌
[00:15:11.160 --> 00:15:12.320]  她很生氣
[00:15:12.320 --> 00:15:13.280]  我回到教會
[00:15:13.280 --> 00:15:14.560]  見到Michelle
[00:15:14.560 --> 00:15:15.480]  跟她說
[00:15:15.480 --> 00:15:18.880]  「你那個Auntie Mary昨天很生氣」
[00:15:18.880 --> 00:15:20.440]  「我打她兩巴掌」
[00:15:20.440 --> 00:15:21.400]  她跟我說
[00:15:21.400 --> 00:15:23.400]  「Uncle Philip,你也是長老」
[00:15:23.400 --> 00:15:24.600]  「不要這麼生氣」
[00:15:24.600 --> 00:15:25.960]  「寬恕太太」
[00:15:25.960 --> 00:15:27.280]  「不要行無端日落」
[00:15:27.280 --> 00:15:30.040]  「我的太太好像很生氣」
[00:15:30.040 --> 00:15:31.920]  「有沒有說錯?」
[00:15:31.920 --> 00:15:32.960]  「沒有說錯」
[00:15:32.960 --> 00:15:34.080]  「我會怎樣?」
[00:15:34.080 --> 00:15:36.400]  「我想打她兩巴掌」
[00:15:36.400 --> 00:15:37.280]  是不是?
