
[00:00:00.000 --> 00:00:02.000]  頂尖會 早安
[00:03:56.000 --> 00:03:58.000]  我等一下會解釋一下
[00:03:58.000 --> 00:04:02.000]  接著 耶穌就問這個鬼叫什麼名字
[00:04:02.000 --> 00:04:05.000]  這個鬼就說 我是叫群
[00:04:05.000 --> 00:04:10.000]  原文是legion 我等一下會解釋一下這個字
[00:04:10.000 --> 00:04:13.000]  因為他附身的鬼很多
[00:04:13.000 --> 00:04:19.000]  所以鬼就求耶穌不要趕他們進去無底洞
[00:04:19.000 --> 00:04:23.000]  接著就跳進去 希望可以進到豬群裡面
[00:04:23.000 --> 00:04:27.000]  耶穌答應之後 鬼就上了豬的身
[00:04:27.000 --> 00:04:30.000]  而豬就立刻衝進了山崖裡
[00:04:30.000 --> 00:04:32.000]  在湖裡面淹死
[00:04:32.000 --> 00:04:36.000]  這個湖也是一個很特別的字眼
[00:04:36.000 --> 00:04:39.000]  當地人看完之後
[00:04:39.000 --> 00:04:42.000]  心裡就明白過來 他們就害怕了
[00:04:42.000 --> 00:04:46.000]  我看到這裡就問 究竟害怕什麼呢
[00:04:46.000 --> 00:04:49.000]  之後我就會講一下他們明白了什麼
[00:04:49.000 --> 00:04:51.000]  又講一下他們害怕了什麼
[00:04:51.000 --> 00:04:56.000]  接著他們就叫耶穌離開了他們的地方
[00:04:56.000 --> 00:05:01.000]  在被鬼上身的人兄之後 他康復了
[00:05:01.000 --> 00:05:03.000]  坐在耶穌的腳前
[00:05:03.000 --> 00:05:12.000]  接著他就去傳揚上帝耶穌為他們做的大事
[00:05:12.000 --> 00:05:18.000]  我們要問的問題就是 為什麼當地人明白了之後
[00:05:18.000 --> 00:05:20.000]  就會害怕呢
[00:05:20.000 --> 00:05:22.000]  他們害怕什麼呢
[00:05:22.000 --> 00:05:25.000]  跟湖有什麼關係呢
[00:05:25.000 --> 00:05:30.000]  跟群有什麼關係呢
[00:05:30.000 --> 00:05:33.000]  跟曠野有什麼關係呢
[00:05:33.000 --> 00:05:35.000]  我們要回答這個問題
[00:05:35.000 --> 00:05:37.000]  我們要了解一下上文
[00:05:37.000 --> 00:05:39.000]  這個段落的上文
[00:05:39.000 --> 00:05:44.000]  就是六合一八章 上文是講一個事蹟
[00:05:44.000 --> 00:05:48.000]  在講鬼故事之前 有一個很經典的神蹟
[00:05:48.000 --> 00:05:51.000]  就是耶穌和門徒上船
[00:05:51.000 --> 00:05:54.000]  要去到湖的另一邊
[00:05:54.000 --> 00:05:56.000]  途中就起了大浪
[00:05:56.000 --> 00:05:59.000]  整個船入水 門徒就很害怕
[00:05:59.000 --> 00:06:01.000]  就叫醒了在睡覺的耶穌
[00:06:01.000 --> 00:06:03.000]  就說 耶穌 起身 起身
[00:06:03.000 --> 00:06:06.000]  耶穌就說 就斥責風和浪
[00:06:06.000 --> 00:06:08.000]  風浪就馬上平靜了
[00:06:08.000 --> 00:06:11.000]  那些門徒是怎樣呢 很害怕
[00:06:11.000 --> 00:06:13.000]  問究竟這個是誰呢
[00:06:13.000 --> 00:06:17.000]  連風和水都聽他說話
[00:06:17.000 --> 00:06:19.000]  有沒有留意 門徒和當地人的反應
[00:06:19.000 --> 00:06:21.000]  其實是有一點點類似的
[00:06:21.000 --> 00:06:24.000]  都是很害怕 驚訝 驚奇
[00:06:24.000 --> 00:06:26.000]  這兩個故事其實在敘事上
[00:06:26.000 --> 00:06:28.000]  是一個很緊密的連結
[00:06:28.000 --> 00:06:31.000]  平靜風浪是發生在
[00:06:31.000 --> 00:06:34.000]  耶穌帶門徒渡過湖的過程
[00:06:34.000 --> 00:06:36.000]  在湖上 是不是
[00:06:36.000 --> 00:06:39.000]  而講鬼故事是發生在哪裏呢
[00:06:39.000 --> 00:06:42.000]  就是剛剛渡過湖之後
[00:06:42.000 --> 00:06:44.000]  剛剛 剛剛下船
[00:06:44.000 --> 00:06:47.000]  所以這種敘事的暗示
[00:06:47.000 --> 00:06:50.000]  其實是講兩個故事是一個有關連的事件
[00:06:50.000 --> 00:06:53.000]  它不是兩個分別的神蹟
[00:06:53.000 --> 00:06:55.000]  是同一件事
[00:06:55.000 --> 00:06:58.000]  我又要講一下
[00:06:58.000 --> 00:07:00.000]  剛剛講群的這個字
[00:07:00.000 --> 00:07:02.000]  在講的故事裏面
[00:07:02.000 --> 00:07:05.000]  那些鬼就說我們是群
[00:07:05.000 --> 00:07:08.000]  這個名字其實不是亂改的
[00:07:08.000 --> 00:07:11.000]  不是因為他們夠多所以叫做群
[00:07:11.000 --> 00:07:13.000]  是因為這個故事
[00:07:13.000 --> 00:07:16.000]  它有一個很獨特的歷史和文化象徵
[00:07:16.000 --> 00:07:21.000]  無論在希羅時代的猶太哲學家約瑟夫
[00:07:21.000 --> 00:07:27.000]  還是希臘哲學家歷史家波利比烏斯
[00:07:27.000 --> 00:07:30.000]  都是用這個字legion去代表軍團
[00:07:30.000 --> 00:07:33.000]  除了軍團之外就是一個group
[00:07:33.000 --> 00:07:36.000]  很多armed up的人
[00:07:36.000 --> 00:07:38.000]  是一班軍人這樣表達
[00:07:38.000 --> 00:07:43.000]  所以如果在羅馬軍團的統稱裏面
[00:07:43.000 --> 00:07:44.000]  它在表達什麼呢
[00:07:44.000 --> 00:07:47.000]  它大概有五千至六千個士兵
[00:07:47.000 --> 00:07:50.000]  在羅馬的世界裏
[00:07:50.000 --> 00:07:53.000]  代表著一個很強大的軍事力量
[00:07:53.000 --> 00:07:58.000]  當時猶太人包括剛剛耶穌所在的加利利地區
[00:07:58.000 --> 00:08:00.000]  都是被羅馬佔領著
[00:08:00.000 --> 00:08:02.000]  所以對猶太人來說
[00:08:02.000 --> 00:08:07.000]  羅馬軍團是壓迫和暴力的象徵
[00:08:07.000 --> 00:08:10.000]  所以鬼叫群這個字
[00:08:10.000 --> 00:08:16.000]  它不只是在講它有很多很多的意思
[00:08:16.000 --> 00:08:19.000]  它是在代表它好像羅馬軍團一樣強大
[00:08:19.000 --> 00:08:23.000]  這樣組織、這樣壓迫
[00:08:23.000 --> 00:08:25.000]  它們就上了別人的身
[00:08:25.000 --> 00:08:30.000]  搞到別人很痛苦和混亂
[00:08:30.000 --> 00:08:32.000]  而耶穌講鬼
[00:08:32.000 --> 00:08:33.000]  很有趣
[00:08:33.000 --> 00:08:35.000]  祂不是和人類軍隊打
[00:08:35.000 --> 00:08:40.000]  是直接和這些靈界的軍團對抗
[00:08:40.000 --> 00:08:44.000]  不知道大家有沒有看過《聊齋》
[00:08:44.000 --> 00:08:46.000]  有看過TVB版本的《聊齋》
[00:08:46.000 --> 00:08:49.000]  可以舉一舉手
[00:08:49.000 --> 00:08:50.000]  如果大家看過這個版本
[00:08:50.000 --> 00:08:53.000]  可能大家都有少少社會經驗
[00:08:53.000 --> 00:08:55.000]  1996年首播
[00:08:55.000 --> 00:08:58.000]  我是看重播的
[00:08:58.000 --> 00:09:04.000]  在裏面有很多妖怪、神怪的東西
[00:09:04.000 --> 00:09:06.000]  很天馬行空
[00:09:06.000 --> 00:09:08.000]  很多人都會覺得很驚訝
[00:09:08.000 --> 00:09:13.000]  為什麼事情會這樣發生
[00:09:13.000 --> 00:09:16.000]  另外一齣這個是我的年代
[00:09:16.000 --> 00:09:18.000]  天馬行空的戲就是《西遊記》
[00:09:18.000 --> 00:09:19.000]  都是TVB的
[00:09:19.000 --> 00:09:22.000]  無論是張惠健版本
[00:09:22.000 --> 00:09:23.000]  或者陳鴻文版本
[00:09:23.000 --> 00:09:24.000]  我都很喜歡
[00:09:24.000 --> 00:09:28.000]  大家都知道其實《聊齋》和《西遊記》
[00:09:28.000 --> 00:09:30.000]  其實是神話小說
[00:09:30.000 --> 00:09:33.000]  沒有人會當它是真的
[00:09:33.000 --> 00:09:35.000]  是神話
[00:09:35.000 --> 00:09:40.000]  它是除了TVB用來做劇集之外
[00:09:40.000 --> 00:09:44.000]  其實它是一個明清時代的神話小說
[00:09:44.000 --> 00:09:47.000]  但它又不是這麼單純
[00:09:47.000 --> 00:09:48.000]  它不是單純地說
[00:09:48.000 --> 00:09:51.000]  創作一些東西給大家笑一下這麼簡單
[00:09:51.000 --> 00:09:55.000]  它是在表達當時對於政權的不滿
[00:09:55.000 --> 00:09:58.000]  但它又不可以很直接地跟人說
[00:09:58.000 --> 00:10:00.000]  我真的對這個政權很不滿
[00:10:00.000 --> 00:10:02.000]  它就要用一些很神化的東西
[00:10:02.000 --> 00:10:05.000]  去表達給人聽
[00:10:05.000 --> 00:10:07.000]  我們真的對這個政府很不滿
[00:10:07.000 --> 00:10:09.000]  所以那些妖怪
[00:10:09.000 --> 00:10:11.000]  其實是在代表社會
[00:10:11.000 --> 00:10:14.000]  政權對於人的不公
[00:10:14.000 --> 00:10:16.000]  所以他們要打擊那些妖怪
[00:10:16.000 --> 00:10:18.000]  要趕走他們
[00:10:18.000 --> 00:10:20.000]  就是因為這樣的原因
[00:10:20.000 --> 00:10:23.000]  而盧家福音這裡的神蹟
[00:10:23.000 --> 00:10:25.000]  是真的
[00:10:25.000 --> 00:10:28.000]  但他仍然用了這個技巧
[00:10:28.000 --> 00:10:29.000]  這個影視的技巧
[00:10:29.000 --> 00:10:30.000]  就是當時的猶太人覺得
[00:10:30.000 --> 00:10:32.000]  這個羅馬政權
[00:10:32.000 --> 00:10:34.000]  這麼暴力
[00:10:34.000 --> 00:10:35.000]  這麼殘忍
[00:10:35.000 --> 00:10:38.000]  經常殺他們的同胞
[00:10:38.000 --> 00:10:40.000]  令他們苦不堪言
[00:10:40.000 --> 00:10:42.000]  他們才是真正的敵人
[00:10:42.000 --> 00:10:44.000]  所以Legion這個字
[00:10:44.000 --> 00:10:47.000]  羅馬軍團就好像冤鬼一樣
[00:10:47.000 --> 00:10:48.000]  控制著羅馬人
[00:10:48.000 --> 00:10:50.000]  控制著猶太人
[00:10:50.000 --> 00:10:51.000]  就好像當年
[00:10:51.000 --> 00:10:55.000]  埃及人處處刁難壓迫猶太人一樣
[00:10:55.000 --> 00:10:59.000]  令到猶太人的生活苦不堪言
[00:10:59.000 --> 00:11:02.000]  是有這樣的意味
[00:11:02.000 --> 00:11:04.000]  但耶穌很有趣
[00:11:04.000 --> 00:11:05.000]  耶穌很巧妙地
[00:11:05.000 --> 00:11:08.000]  recall猶太人很熟悉的舊恩歷史
[00:11:08.000 --> 00:11:11.000]  扭轉當時猶太人的想法
[00:11:11.000 --> 00:11:13.000]  就是真正的敵人
[00:11:13.000 --> 00:11:16.000]  不是眼見的敵人
[00:11:16.000 --> 00:11:17.000]  羅馬人
[00:11:17.000 --> 00:11:21.000]  而是躲在背後的邪惡勢力
[00:11:21.000 --> 00:11:23.000]  魔鬼
[00:11:23.000 --> 00:11:26.000]  如果我們將平靜風和浪
[00:11:26.000 --> 00:11:29.000]  和那天諸群的這兩個神蹟
[00:11:29.000 --> 00:11:31.000]  和舊約出埃及的十四章
[00:11:31.000 --> 00:11:33.000]  去做比較的話
[00:11:33.000 --> 00:11:35.000]  我們會更加知道
[00:11:35.000 --> 00:11:37.000]  作者的用意
[00:11:37.000 --> 00:11:38.000]  出埃及記
[00:11:38.000 --> 00:11:41.000]  大家如果有讀過出埃及記
[00:11:41.000 --> 00:11:43.000]  通常我們都未必能出埃及
[00:11:43.000 --> 00:11:45.000]  因為很長
[00:11:45.000 --> 00:11:47.000]  讀了十四章已經算不錯
[00:11:47.000 --> 00:11:50.000]  這是一個很經典的神蹟
[00:11:50.000 --> 00:11:54.000]  是上帝帶領摩西
[00:11:54.000 --> 00:11:57.000]  帶領以色列人出埃及
[00:11:57.000 --> 00:12:00.000]  逃避了法路的追趕
[00:12:00.000 --> 00:12:03.000]  在猶太傳統的經典裏面
[00:12:03.000 --> 00:12:05.000]  是一個解放的故事
[00:12:05.000 --> 00:12:07.000]  而路加福音很有趣
[00:12:07.000 --> 00:12:11.000]  他故意重述舊約的事件
[00:12:11.000 --> 00:12:13.000]  大家看看有什麼詞
[00:12:13.000 --> 00:12:14.000]  首先是渡過水域
[00:12:14.000 --> 00:12:17.000]  在出埃及記的十四章裏面
[00:12:17.000 --> 00:12:19.000]  以色列人過紅海
[00:12:19.000 --> 00:12:22.000]  摩西用手杖分開海水
[00:12:22.000 --> 00:12:25.000]  然後等以色列人過了紅海之後
[00:12:25.000 --> 00:12:27.000]  水就合在一起
[00:12:27.000 --> 00:12:29.000]  如果大家記得那個故事
[00:12:29.000 --> 00:12:31.000]  接著怎樣?
[00:12:31.000 --> 00:12:33.000]  有什麼人死了?
[00:12:33.000 --> 00:12:39.000]  是淹沒了軍隊
[00:12:39.000 --> 00:12:43.000]  接著在路加福音裏面
[00:12:43.000 --> 00:12:44.000]  耶穌怎樣?
[00:12:44.000 --> 00:12:46.000]  平靜風和浪
[00:12:46.000 --> 00:12:48.000]  接著就像摩西一樣
[00:12:48.000 --> 00:12:51.000]  命令風和水都聽他
[00:12:51.000 --> 00:12:53.000]  然後耶穌怎樣?
[00:12:53.000 --> 00:12:56.000]  大門徒過了加里尼湖
[00:12:56.000 --> 00:12:59.000]  湖是很值得留意的
[00:12:59.000 --> 00:13:02.000]  這個湖的原文可以翻譯為海
[00:13:02.000 --> 00:13:04.000]  但如果你去過加里尼
[00:13:04.000 --> 00:13:05.000]  你都知道
[00:13:05.000 --> 00:13:06.000]  其實是一個很大的湖
[00:13:06.000 --> 00:13:07.000]  不是海,是淡水
[00:13:07.000 --> 00:13:10.000]  就像紐西根一樣,是淡水
[00:13:10.000 --> 00:13:15.000]  但這個湖周不時都很大風大浪
[00:13:15.000 --> 00:13:17.000]  就像海一樣
[00:13:17.000 --> 00:13:20.000]  所以如果有些知識的人
[00:13:20.000 --> 00:13:23.000]  或者有些知識的翻譯者
[00:13:23.000 --> 00:13:27.000]  都不會將這個湖翻譯為海
[00:13:27.000 --> 00:13:30.000]  但是作者很有趣
[00:13:30.000 --> 00:13:35.000]  作者是專門在原文選了一個字
[00:13:35.000 --> 00:13:37.000]  這個字可以翻譯為海
[00:13:37.000 --> 00:13:39.000]  也可以翻譯為湖
[00:13:39.000 --> 00:13:40.000]  其實他有另一個字
[00:13:40.000 --> 00:13:41.000]  他不選
[00:13:41.000 --> 00:13:43.000]  另一個字只是翻譯為海
[00:13:43.000 --> 00:13:45.000]  他專門不選那個字
[00:13:45.000 --> 00:13:46.000]  是什麼意思?
[00:13:46.000 --> 00:13:49.000]  即是說
[00:13:49.000 --> 00:13:51.000]  作者是專門選一個字
[00:13:51.000 --> 00:13:54.000]  這個雙重的意思是在映射當年
[00:13:54.000 --> 00:13:57.000]  上帝帶領以色列人
[00:13:57.000 --> 00:14:00.000]  從摩西的手
[00:14:00.000 --> 00:14:02.000]  藉著摩西的手帶領以色列人解放
[00:14:02.000 --> 00:14:03.000]  解放他們
[00:14:03.000 --> 00:14:06.000]  所以耶穌就好像一個新的摩西一樣
[00:14:06.000 --> 00:14:12.000]  帶領門徒過了海
[00:14:12.000 --> 00:14:16.000]  第二
[00:14:16.000 --> 00:14:18.000]  就是風的角色
[00:14:18.000 --> 00:14:21.000]  如果留意在初一及記十四章裏面
[00:14:21.000 --> 00:14:24.000]  神是用強勁的東風令到紅海分開
[00:14:24.000 --> 00:14:26.000]  而在平靜風和浪的故事裏面
[00:14:26.000 --> 00:14:29.000]  耶穌斥責風和浪令他們平靜
[00:14:29.000 --> 00:14:31.000]  就是在回應裏面的風
[00:14:31.000 --> 00:14:34.000]  耶穌是直接命令自然的力量
[00:14:34.000 --> 00:14:37.000]  這樣做是專門去勾起
[00:14:37.000 --> 00:14:39.000]  以色列人、猶太人
[00:14:39.000 --> 00:14:43.000]  他們對於救恩的故事的回憶
[00:14:43.000 --> 00:14:48.000]  就是當日上帝解放猶太人
[00:14:48.000 --> 00:14:51.000]  令到他們離開這個暴力的政權
[00:14:51.000 --> 00:14:54.000]  所以為何老家要強調
[00:14:54.000 --> 00:14:59.000]  鬼趕了被人上身的人兄去了哪裏
[00:14:59.000 --> 00:15:01.000]  曠野
[00:15:01.000 --> 00:15:05.000]  因為曠野是在記憶歷史裏面
[00:15:05.000 --> 00:15:07.000]  是救恩的開始
[00:15:07.000 --> 00:15:09.000]  是猶太人救恩的開始
[00:15:09.000 --> 00:15:14.000]  所以大家如果再看下去
[00:15:14.000 --> 00:15:17.000]  會發現全部人物是不同的
[00:15:17.000 --> 00:15:19.000]  是有些不同的
[00:15:19.000 --> 00:15:24.000]  共同主題就是敵人都在海或湖浸死
[00:15:24.000 --> 00:15:27.000]  但最大的不同是在初一及記裏面
[00:15:27.000 --> 00:15:32.000]  埃及軍隊全部浸死在紅海裏面
[00:15:32.000 --> 00:15:36.000]  這裏的敵人是人類的軍隊
[00:15:36.000 --> 00:15:40.000]  代表著壓迫以色列的埃及政權
[00:15:40.000 --> 00:15:42.000]  而在講鬼故事
[00:15:42.000 --> 00:15:44.000]  即是在路吉分裏面
[00:15:44.000 --> 00:15:48.000]  鬼軍團進入了豬群之後
[00:15:48.000 --> 00:15:50.000]  衝入湖浸死
[00:15:50.000 --> 00:15:53.000]  他們都好像埃及軍隊那樣浸死
[00:15:53.000 --> 00:15:55.000]  但這裏死的是誰
[00:15:55.000 --> 00:15:57.000]  死的是豬
[00:15:57.000 --> 00:15:59.000]  不是人
[00:15:59.000 --> 00:16:01.000]  是豬
[00:16:01.000 --> 00:16:05.000]  豬群的代表著本身
[00:16:05.000 --> 00:16:08.000]  替代了軍團的覆亡
[00:16:08.000 --> 00:16:09.000]  再來一次
[00:16:09.000 --> 00:16:11.000]  這裏有些複雜
[00:16:11.000 --> 00:16:14.000]  埃及浸死的是軍隊
[00:16:14.000 --> 00:16:16.000]  而路加福音
[00:16:16.000 --> 00:16:18.000]  平靜風和浪和講鬼的故事
[00:16:18.000 --> 00:16:20.000]  死的是豬
[00:16:20.000 --> 00:16:21.000]  沒錯
[00:16:21.000 --> 00:16:23.000]  豬是鬼的載體
[00:16:23.000 --> 00:16:27.000]  路加花了這麼大的氣力去說服讀者
[00:16:27.000 --> 00:16:29.000]  他只講一件事
[00:16:29.000 --> 00:16:34.000]  就是魔鬼才是人真正的敵人
[00:16:34.000 --> 00:16:36.000]  他們就好像軍團那樣
[00:16:36.000 --> 00:16:37.000]  這麼組織化
[00:16:37.000 --> 00:16:38.000]  這麼強大
[00:16:38.000 --> 00:16:39.000]  躲在別人背後
[00:16:39.000 --> 00:16:43.000]  利用人這個表面的表徵
[00:16:43.000 --> 00:16:45.000]  去做邪惡的事情
[00:16:45.000 --> 00:16:50.000]  所以耶穌沒有浸死人
[00:16:50.000 --> 00:16:55.000]  而是直接針對魔鬼帶來解放
[00:16:55.000 --> 00:16:57.000]  他可以直接浸死人
[00:16:57.000 --> 00:16:59.000]  但他沒有這樣做
[00:16:59.000 --> 00:17:03.000]  這個訊息是要提醒我們
[00:17:03.000 --> 00:17:06.000]  改變我們看人際衝突的角度
[00:17:06.000 --> 00:17:08.000]  由人彼此之間的衝突
[00:17:08.000 --> 00:17:10.000]  轉向屬靈的增薦
[00:17:10.000 --> 00:17:13.000]  我們多走一步去理解和解開誤會
[00:17:13.000 --> 00:17:15.000]  而不是加深仇恨
[00:17:15.000 --> 00:17:18.000]  這個放在自己上台
[00:17:18.000 --> 00:17:22.000]  大家看我這張相片
[00:17:22.000 --> 00:17:24.000]  這張相片是2015年
[00:17:24.000 --> 00:17:27.000]  大約香港的10月、11月的時候
[00:17:27.000 --> 00:17:30.000]  有很多芒草的時候去拍的
[00:17:30.000 --> 00:17:35.000]  我曾經把某些人當作我的敵人
[00:17:35.000 --> 00:17:36.000]  大家看到我這張相片
[00:17:36.000 --> 00:17:38.000]  其實都很憤怒的
[00:17:38.000 --> 00:17:40.000]  頭髮都垂起來
[00:17:40.000 --> 00:17:42.000]  額頭都腫了
[00:17:42.000 --> 00:17:44.000]  其中一點是
[00:17:44.000 --> 00:17:48.000]  其實我以前有一段很長很長的時間
[00:17:48.000 --> 00:17:50.000]  我是不會
[00:17:50.000 --> 00:17:51.000]  我認識朋友
[00:17:51.000 --> 00:17:53.000]  第一個條件是立場
[00:17:53.000 --> 00:17:58.000]  我是不會和一些和我不同立場的人做朋友
[00:17:59.000 --> 00:18:02.000]  因為很憤怒
[00:18:02.000 --> 00:18:05.000]  我覺得這個世界有很多不公平
[00:18:05.000 --> 00:18:06.000]  很多不公義
[00:18:06.000 --> 00:18:09.000]  其中一些和我立場不同的人
[00:18:09.000 --> 00:18:12.000]  就是這個世界不公義的其中一個原因
[00:18:12.000 --> 00:18:13.000]  我是這樣看的
[00:18:13.000 --> 00:18:14.000]  那時候我是這樣看的
[00:18:14.000 --> 00:18:16.000]  那個想法很偏激
[00:18:16.000 --> 00:18:19.000]  什麼都是立場先行
[00:18:19.000 --> 00:18:23.000]  什麼都是覺得這個世界是黑和白
[00:18:23.000 --> 00:18:24.000]  沒有中間的
[00:18:24.000 --> 00:18:27.000]  所有東西
[00:18:27.000 --> 00:18:29.000]  幾乎所有東西都是以言對立的
[00:18:29.000 --> 00:18:31.000]  如果不是和我同一個立場
[00:18:31.000 --> 00:18:32.000]  就是不是朋友
[00:18:32.000 --> 00:18:35.000]  不是朋友就是敵人
[00:18:35.000 --> 00:18:41.000]  我就會覺得和我同一個立場的人就是好人
[00:18:41.000 --> 00:18:45.000]  這些想法令我抽離了很多不同的群體
[00:18:45.000 --> 00:18:50.000]  令我離開了一些我本身很珍惜的朋友圈子
[00:18:50.000 --> 00:18:53.000]  疏遠了一些很關心我的長輩
[00:18:53.000 --> 00:18:54.000]  就因為這樣
[00:18:54.000 --> 00:18:58.000]  我發現我和他們有很多的不同
[00:18:58.000 --> 00:18:59.000]  當時的我
[00:18:59.000 --> 00:19:01.000]  我覺得立場是很重要的
[00:19:01.000 --> 00:19:03.000]  看法很重要
[00:19:03.000 --> 00:19:05.000]  我perspective是很重要的
[00:19:05.000 --> 00:19:08.000]  一些比起人與人之間的關係更加重要
[00:19:08.000 --> 00:19:12.000]  這些就是這麼多年後
[00:19:12.000 --> 00:19:13.000]  十年了
[00:19:13.000 --> 00:19:16.000]  我後面看回頭
[00:19:16.000 --> 00:19:20.000]  魔鬼會令到我們以為對方就是敵人
[00:19:20.000 --> 00:19:22.000]  會影響我們和人的關係
[00:19:22.000 --> 00:19:27.000]  我們以為疏遠了一些我們憎恨的人
[00:19:27.000 --> 00:19:29.000]  我們就會相安無事
[00:19:29.000 --> 00:19:32.000]  但原來我們疏遠他的時候
[00:19:32.000 --> 00:19:34.000]  我們都會影響到我們自身
[00:19:34.000 --> 00:19:38.000]  最近我看了一本書
[00:19:38.000 --> 00:19:39.000]  是Bella送給我的
[00:19:39.000 --> 00:19:44.000]  叫做「自卑與超越」
[00:19:44.000 --> 00:19:49.000]  他其實差不多是接近一百年前的精神科醫生
[00:19:49.000 --> 00:19:51.000]  是佛洛伊德的好朋友
[00:19:51.000 --> 00:19:55.000]  叫做Alfred Adler
[00:19:55.000 --> 00:19:59.000]  他很早期和佛洛伊德研究人怎樣成長
[00:19:59.000 --> 00:20:02.000]  有什麼需求
[00:20:02.000 --> 00:20:04.000]  他在書中提醒人
[00:20:04.000 --> 00:20:08.000]  普遍地人的一生會完成三個主要任務
[00:20:08.000 --> 00:20:10.000]  如果沒有辦法完成或處理
[00:20:10.000 --> 00:20:15.000]  很可能這個人不能很從容地看自己
