
[00:00:00.000 --> 00:00:01.660]  在等候信息的時候
[00:04:07.560 --> 00:04:12.520]  他們是不可以執行這個刑法的
[00:04:12.520 --> 00:04:13.680]  所以
[00:04:13.680 --> 00:04:16.360]  這一群這麼熟悉聖經的人
[00:04:16.360 --> 00:04:19.400]  但是也很懂得法律的人
[00:04:19.400 --> 00:04:21.200]  就趁這個機會
[00:04:21.200 --> 00:04:24.720]  來捉耶穌的把柄
[00:04:24.720 --> 00:04:28.160]  《約翰福音》是一本很特別的聖經
[00:04:28.160 --> 00:04:29.040]  有人說
[00:04:29.040 --> 00:04:30.440]  當你看《約翰福音》的時候
[00:04:30.440 --> 00:04:33.480]  你看到信和不信這兩樣東西
[00:04:33.480 --> 00:04:34.640]  是不斷地出現
[00:04:34.640 --> 00:04:35.720]  當信的人
[00:04:35.720 --> 00:04:36.880]  他就跟從耶穌
[00:04:36.880 --> 00:04:37.920]  不信的人
[00:04:37.920 --> 00:04:38.400]  怎樣呢?
[00:04:38.400 --> 00:04:40.000]  就設法要陷害
[00:04:40.000 --> 00:04:41.640]  這群法利賽人
[00:04:41.640 --> 00:04:43.320]  這群文士就是這樣
[00:04:43.320 --> 00:04:48.960]  他們想要捉耶穌的把柄
[00:04:49.440 --> 00:04:51.640]  想陷耶穌於不義
[00:04:51.640 --> 00:04:55.160]  當你看整件事的時候
[00:04:55.160 --> 00:04:57.800]  其實我們看到在這件事情上
[00:04:57.800 --> 00:04:59.800]  是有一個很
[00:04:59.800 --> 00:05:00.720]  怎麼說呢?
[00:05:00.720 --> 00:05:03.080]  是很不公義的事情出現
[00:05:03.080 --> 00:05:04.320]  正如那些人說
[00:05:04.320 --> 00:05:05.840]  按照律法
[00:05:05.840 --> 00:05:07.720]  這個人行姦淫的時候
[00:05:07.720 --> 00:05:09.200]  是應該要處死的
[00:05:09.200 --> 00:05:10.360]  就是說這個女人
[00:05:10.360 --> 00:05:11.960]  但是大家有沒有留意
[00:05:11.960 --> 00:05:14.720]  其實當你說捉姦在床的時候
[00:05:14.720 --> 00:05:16.960]  犯姦淫必須要兩個人的
[00:05:16.960 --> 00:05:17.480]  是不是?
[00:05:17.480 --> 00:05:19.320]  不會是一個人的
[00:05:19.320 --> 00:05:20.960]  為什麼只拿這個女人來
[00:05:20.960 --> 00:05:22.480]  而不拿男人來呢?
[00:05:22.480 --> 00:05:23.640]  男人跑得快
[00:05:23.640 --> 00:05:24.440]  很厲害
[00:05:24.440 --> 00:05:29.840]  很多人
[00:05:29.840 --> 00:05:32.040]  去解釋這段聖經
[00:05:32.040 --> 00:05:36.560]  或者有關男女的一些問題的時候
[00:05:36.560 --> 00:05:37.760]  他說
[00:05:37.760 --> 00:05:38.360]  其實
[00:05:38.360 --> 00:05:40.440]  你不要忘記一件事
[00:05:40.440 --> 00:05:43.000]  聖經的寫成是什麼呢?
[00:05:43.000 --> 00:05:44.640]  是二千年前
[00:05:44.640 --> 00:05:47.160]  是很古老的時間
[00:05:47.160 --> 00:05:48.160]  那時候
[00:05:48.160 --> 00:05:51.840]  男人主義是很高漲的
[00:05:51.840 --> 00:05:52.920]  sovereignism
[00:05:52.920 --> 00:05:54.680]  是很高漲的
[00:05:54.680 --> 00:05:56.480]  因此
[00:05:56.480 --> 00:05:59.800]  可能在這樣的情勢之下
[00:05:59.800 --> 00:06:01.440]  男人是不出現的
[00:06:01.440 --> 00:06:02.720]  在這種情況下
[00:06:02.720 --> 00:06:04.320]  放他一馬
[00:06:04.320 --> 00:06:07.400]  是也非也我們不知道
[00:06:07.400 --> 00:06:09.880]  但是起碼在這裡我們看到一件事情
[00:06:09.880 --> 00:06:12.120]  其實這個婦人被抓來
[00:06:12.120 --> 00:06:12.800]  當然
[00:06:12.800 --> 00:06:13.960]  她是罪有應得
[00:06:13.960 --> 00:06:15.480]  但是男人在哪裡呢?
[00:06:15.480 --> 00:06:19.520]  另外與她的同謀
[00:06:19.520 --> 00:06:21.560]  共犯在哪裡呢?
[00:06:21.560 --> 00:06:22.840]  我們看到
[00:06:22.840 --> 00:06:24.080]  在整件事情
[00:06:24.080 --> 00:06:24.960]  這一群人
[00:06:24.960 --> 00:06:27.040]  這一群很熟悉聖經的人
[00:06:27.040 --> 00:06:30.360]  這一群對宗教很有熱誠的人
[00:06:30.360 --> 00:06:33.120]  其實他們正在做的這件事情
[00:06:33.120 --> 00:06:35.760]  也是一件很不義的事情
[00:06:35.760 --> 00:06:36.760]  更何況
[00:06:36.760 --> 00:06:40.720]  其實他們不是有心要來懲罰這個女人
[00:06:40.720 --> 00:06:45.240]  其實他們的 intention(目的)
[00:06:45.240 --> 00:06:48.200]  不是要執行摩西的律法
[00:06:48.200 --> 00:06:49.680]  他們的目的是什麼呢?
[00:06:49.680 --> 00:06:52.920]  是要拿耶穌的靶餅
[00:06:52.920 --> 00:06:56.680]  其實是把耶穌放在兩難的裡面
[00:06:56.680 --> 00:06:59.120]  你判他死罪嗎?
[00:06:59.120 --> 00:07:02.080]  但其實你又不可以執行那個律法
[00:07:02.080 --> 00:07:04.040]  你不判他死罪嗎?
[00:07:04.040 --> 00:07:05.360]  你按著羅馬的法律
[00:07:05.360 --> 00:07:06.040]  不行的
[00:07:06.040 --> 00:07:07.320]  我們不能判他
[00:07:07.320 --> 00:07:09.600]  那你又違反摩西的律法
[00:07:09.600 --> 00:07:12.320]  大家看不看到
[00:07:12.320 --> 00:07:14.680]  那個矛盾
[00:07:14.680 --> 00:07:16.480]  不是把矛盾吊在那裡
[00:07:16.480 --> 00:07:17.200]  或者說
[00:07:17.200 --> 00:07:19.200]  其實他們多麼的陰毒
[00:07:19.200 --> 00:07:21.200]  多麼的陰險在那裡
[00:07:21.200 --> 00:07:24.200]  說起陰毒陰險
[00:07:24.200 --> 00:07:25.800]  讓我記得
[00:07:25.800 --> 00:07:26.480]  就是
[00:07:26.480 --> 00:07:28.840]  以前我們青年傳契的時候
[00:07:28.840 --> 00:07:29.880]  有一個弟兄
[00:07:29.880 --> 00:07:32.360]  他為人很戇直的
[00:07:32.360 --> 00:07:33.920]  他是沒有什麼所謂的
[00:07:33.920 --> 00:07:35.640]  所以我們經常都喜歡作弄他
[00:07:35.640 --> 00:07:37.960]  經常喜歡反他搞他
[00:07:37.960 --> 00:07:40.560]  所以後來他在神召會西環堂
[00:07:40.560 --> 00:07:42.840]  是有一個很特別的職位做了出來的
[00:07:42.840 --> 00:07:45.080]  當然那時候是因為環境的緣故
[00:07:45.080 --> 00:07:47.680]  這個弟兄是做婦女部的部長的
[00:07:47.680 --> 00:07:51.320]  我們年輕的時候很喜歡
[00:07:51.320 --> 00:07:55.000]  大家反過來找他作弄他
[00:07:55.000 --> 00:07:56.360]  他又不會怎樣的
[00:07:56.360 --> 00:07:58.600]  他只是當知道的時候
[00:07:58.600 --> 00:08:00.400]  他就嘻嘻嘻嘻的
[00:08:00.400 --> 00:08:03.760]  人生比萬物都詭詐
[00:08:03.760 --> 00:08:06.240]  壞到極處
[00:08:06.240 --> 00:08:08.040]  誰能測透呢?
[00:08:08.040 --> 00:08:11.040]  他是有經有據的
[00:08:11.040 --> 00:08:13.520]  耶利米蘇第十七章第九節那裡
[00:08:13.520 --> 00:08:14.600]  他這樣反駁
[00:08:14.600 --> 00:08:15.440]  其實
[00:08:15.440 --> 00:08:18.400]  讓我想起聖經
[00:08:18.400 --> 00:08:21.440]  回看這些事件的時候
[00:08:21.440 --> 00:08:23.120]  回看這裡的事
[00:08:23.120 --> 00:08:24.000]  其實
[00:08:24.000 --> 00:08:28.240]  正正反映出人的內心是怎樣的
[00:08:28.240 --> 00:08:32.560]  原來我們人的內心是這麼詭詐的
[00:08:32.560 --> 00:08:35.440]  人生比萬物都詭詐
[00:08:35.440 --> 00:08:36.760]  光除若白
[00:08:36.760 --> 00:08:38.640]  為人正直
[00:08:38.640 --> 00:08:39.760]  是不是?
[00:08:40.280 --> 00:08:41.080]  其實
[00:08:41.080 --> 00:08:43.600]  說為人正直而已
[00:08:43.600 --> 00:08:46.080]  其實他也會有一點瑕疵的
[00:08:46.080 --> 00:08:48.280]  如果你一直看若白記看下去的時候
[00:08:48.280 --> 00:08:50.440]  其實他也會有埋怨的時候
[00:08:50.440 --> 00:08:53.200]  所以到了第二章開始
[00:08:53.200 --> 00:08:54.320]  他還有
[00:08:54.320 --> 00:08:55.560]  怎麼說呢?
[00:08:55.560 --> 00:08:59.240]  是感染了一些免疫力症
[00:08:59.240 --> 00:09:02.880]  所以他全身出了大瘡之類的
[00:09:02.880 --> 00:09:04.120]  老婆也說
[00:09:04.120 --> 00:09:05.640]  你這個臭小子死了
[00:09:05.640 --> 00:09:06.680]  真的這麼說
[00:09:06.680 --> 00:09:07.960]  你死了他也這樣
[00:09:07.960 --> 00:09:09.360]  他自己也說
[00:09:09.360 --> 00:09:12.400]  我也就了我出生的日子
[00:09:12.400 --> 00:09:13.200]  意思是
[00:09:13.200 --> 00:09:14.640]  我也真的想
[00:09:14.640 --> 00:09:16.320]  神為什麼讓我出生
[00:09:16.320 --> 00:09:17.880]  你不讓我出生就好了
[00:09:17.880 --> 00:09:18.840]  他也有埋怨
[00:09:18.840 --> 00:09:20.600]  一個最完全的人
[00:09:20.600 --> 00:09:22.720]  也會有他怨虐的時候
[00:09:22.720 --> 00:09:25.200]  一個最完全的人也有犯罪的時候
[00:09:25.200 --> 00:09:26.360]  其實
[00:09:26.360 --> 00:09:28.640]  當我們讀這段聖經的時候
[00:09:28.640 --> 00:09:34.120]  這應該是給我們一個最大的提醒
[00:09:34.120 --> 00:09:36.800]  其實我們沒有一個人是完全的
[00:09:36.800 --> 00:09:37.440]  是不是?
[00:09:37.440 --> 00:09:39.000]  我們沒有一個人
[00:09:39.000 --> 00:09:40.040]  可以說是
[00:09:40.040 --> 00:09:45.640]  沒有過失的
[00:09:45.640 --> 00:09:47.600]  所以才有
[00:09:47.600 --> 00:09:49.040]  人誰無過
[00:09:49.040 --> 00:09:49.800]  於是我們就說
[00:09:49.800 --> 00:09:51.120]  過而能改
[00:09:51.120 --> 00:09:53.120]  善莫大焉
[00:09:53.120 --> 00:09:53.960]  所以我們就說
[00:09:53.960 --> 00:09:55.040]  對不起
[00:09:55.040 --> 00:09:56.320]  很難過
[00:09:56.320 --> 00:09:57.600]  我向你們道歉
[00:09:57.600 --> 00:09:58.200]  是不是?
[00:09:58.200 --> 00:10:01.480]  其實
[00:10:01.480 --> 00:10:03.400]  我想在這裡
[00:10:03.400 --> 00:10:04.960]  最重要的一件事
[00:10:04.960 --> 00:10:06.920]  神要告訴我們
[00:10:06.920 --> 00:10:08.680]  其實我們每一個人
[00:10:08.680 --> 00:10:12.480]  都是有怨虐和失敗的
[00:10:12.480 --> 00:10:13.640]  我們每一個人
[00:10:13.640 --> 00:10:14.880]  在神的面前
[00:10:14.880 --> 00:10:16.840]  其實我們都是不完全的
[00:10:16.840 --> 00:10:21.800]  在神的掛羽的亮光下去看待我們自己
[00:10:21.800 --> 00:10:23.680]  我們總有一些罪
[00:10:23.680 --> 00:10:24.720]  所以詩人說
[00:10:24.720 --> 00:10:26.200]  你監察我
[00:10:26.200 --> 00:10:27.960]  你知道我心思
[00:10:27.960 --> 00:10:30.480]  你察驗我知道我的意念
[00:10:30.480 --> 00:10:35.000]  並且你顯明我內心
[00:10:35.000 --> 00:10:36.920]  隱而未然的罪
[00:10:36.920 --> 00:10:38.480]  詩篇139篇
[00:10:38.480 --> 00:10:40.280]  23、24節
[00:10:40.280 --> 00:10:41.520]  隱而未然的一些事情
[00:10:41.520 --> 00:10:42.560]  我們自己都不知道
[00:10:42.560 --> 00:10:44.560]  就是我們的存心
[00:10:44.560 --> 00:10:46.240]  有時候我們的存心
[00:10:46.240 --> 00:10:48.920]  都會欺騙了我們
[00:10:48.920 --> 00:10:51.400]  我們似乎說得很好聽
[00:10:51.400 --> 00:10:53.320]  但其實可能心底下
[00:10:53.320 --> 00:10:55.800]  當我自己安靜下來
[00:10:55.800 --> 00:10:57.280]  回想的時候
[00:10:57.280 --> 00:10:59.040]  我都發覺
[00:10:59.040 --> 00:11:00.840]  其實那時候我的存心
[00:11:00.840 --> 00:11:03.680]  原來不是這樣的
[00:11:03.680 --> 00:11:07.240]  我年輕的時候
[00:11:07.240 --> 00:11:10.200]  都做很多傳譯的工作
[00:11:10.200 --> 00:11:14.680]  特別是跟一些港元傳譯
[00:11:14.680 --> 00:11:16.120]  有時候真的很艱難
[00:11:16.120 --> 00:11:17.320]  翻譯的時候
[00:11:17.320 --> 00:11:19.480]  你馬上要說出你的翻譯
[00:11:19.480 --> 00:11:25.240]  但偶然之中有一兩句階句的時候
[00:11:25.240 --> 00:11:26.760]  翻譯出來之後
[00:11:26.760 --> 00:11:27.760]  不覺得
[00:11:27.760 --> 00:11:29.280]  但回想起來
[00:11:29.280 --> 00:11:31.120]  其實那時候真的挺爽的
[00:11:31.120 --> 00:11:33.560]  特別是你看到底下的反應
[00:11:33.560 --> 00:11:35.280]  有一次我翻譯了一句話
[00:11:35.280 --> 00:11:38.160]  Can be caught but cannot be taught
[00:11:38.160 --> 00:11:39.880]  Can be caught but cannot be taught
[00:11:39.880 --> 00:11:41.480]  嘩 它說了出來
[00:11:41.480 --> 00:11:43.600]  馬上就怎樣呢
[00:11:43.600 --> 00:11:44.520]  突然間想起
[00:11:44.520 --> 00:11:47.080]  可以會 不可以完全
[00:11:47.080 --> 00:11:48.400]  嘩 即是翻譯了出來
[00:11:48.400 --> 00:11:51.080]  個個都看到它是非是無
[00:11:51.080 --> 00:11:54.080]  當然我們繼續做下去
[00:11:54.080 --> 00:11:56.240]  但回家靜下來想想
[00:11:56.240 --> 00:11:57.480]  其實那時候都覺得
[00:11:57.480 --> 00:12:00.480]  嘩 自己很棒
[00:12:00.480 --> 00:12:02.720]  會有這樣的心在那裡
[00:12:02.720 --> 00:12:04.760]  我們每一個人都有的
[00:12:04.760 --> 00:12:05.360]  是不是
[00:12:05.360 --> 00:12:09.040]  我們每一個人的內心都有
[00:12:09.040 --> 00:12:10.800]  所以當我們看這段聖經的時候
[00:12:10.800 --> 00:12:13.520]  當然最後都是說到
[00:12:13.520 --> 00:12:15.720]  耶穌說
[00:12:15.720 --> 00:12:17.400]  我赦免你
[00:12:17.400 --> 00:12:19.080]  但是在這裡
[00:12:19.080 --> 00:12:20.600]  正在這個開始的時候
[00:12:20.600 --> 00:12:23.200]  讓我們先看到一件事
[00:12:23.200 --> 00:12:26.960]  這件事情給我們一個很大的熟練教訓
[00:12:26.960 --> 00:12:28.440]  我們每一個人
[00:12:28.440 --> 00:12:30.200]  我們都是有問題
[00:12:30.200 --> 00:12:33.200]  我們每一個人都是一個罪人
[00:12:33.200 --> 00:12:37.560]  我們每一個人都有我們不事的地方
[00:12:37.560 --> 00:12:38.280]  當然
[00:12:38.280 --> 00:12:40.000]  其實當我們看到我們自己不事
[00:12:40.000 --> 00:12:42.840]  當我們知道自己是一個罪人
[00:12:42.840 --> 00:12:43.720]  馬丁路德說
[00:12:43.720 --> 00:12:45.720]  我們是一個蒙恩的罪人
[00:12:45.720 --> 00:12:47.040]  所以我們信了耶穌
[00:12:47.040 --> 00:12:48.680]  我們都是有犯罪的
[00:12:48.680 --> 00:12:49.840]  我們信了耶穌的認救
[00:12:49.840 --> 00:12:51.200]  我們有軟弱的
[00:12:51.200 --> 00:12:54.320]  因此我們要過一個誠性的生活
[00:12:54.320 --> 00:12:56.640]  我們要過一個誠性的生活
[00:12:56.640 --> 00:12:58.240]  正因為這樣
[00:12:58.240 --> 00:12:59.720]  在誠性的生活裡面
[00:12:59.720 --> 00:13:01.720]  我們看到神的恩典
[00:13:01.720 --> 00:13:04.880]  我們不斷犯罪的當中
[00:13:04.880 --> 00:13:06.880]  我們看到神的恩典
[00:13:06.880 --> 00:13:08.600]  約翰一書一章第九節
[00:13:08.600 --> 00:13:09.720]  神是信實的
[00:13:09.720 --> 00:13:10.320]  是公義的
[00:13:10.320 --> 00:13:11.960]  當我們認我們的罪的時候
[00:13:11.960 --> 00:13:13.480]  祂就要赦免我們的罪
[00:13:13.480 --> 00:13:15.120]  洗淨我們的不義
[00:13:15.120 --> 00:13:16.240]  這句話
[00:13:16.240 --> 00:13:20.160]  在希臘文的文法裡面
[00:13:20.160 --> 00:13:21.160]  所有的動詞
[00:13:21.160 --> 00:13:26.240]  都是用一個現在式的語態
[00:13:26.240 --> 00:13:27.640]  現在式的語態
[00:13:27.640 --> 00:13:29.120]  在希臘文來說
[00:13:29.120 --> 00:13:30.840]  是一種慣性
[00:13:30.840 --> 00:13:33.720]  是一種習慣
[00:13:33.720 --> 00:13:37.440]  是不斷重複出現的
[00:13:37.440 --> 00:13:39.400]  所以在那一句我們看到
[00:13:39.400 --> 00:13:40.680]  我們是不斷犯罪
[00:13:40.680 --> 00:13:43.520]  但神也是不斷赦免我們
[00:13:43.520 --> 00:13:45.320]  這就是神的恩典
[00:13:45.320 --> 00:13:46.680]  神是信實的
[00:13:46.680 --> 00:13:47.200]  是公義的
[00:13:47.200 --> 00:13:48.600]  是沒有恩典的
[00:13:48.600 --> 00:13:50.280]  但與此同時
[00:13:50.280 --> 00:13:51.960]  我們是不住的
[00:13:51.960 --> 00:13:55.640]  是蒙受神恩典的一個人
[00:13:55.640 --> 00:13:56.440]  為什麼呢?
[00:13:56.440 --> 00:13:57.880]  因為我是有罪的
[00:13:57.880 --> 00:14:00.720]  因為我常常犯罪
[00:14:00.720 --> 00:14:03.840]  當我認識我自己的真相的時候
[00:14:03.840 --> 00:14:05.880]  當我發現我也是一個這樣的人
[00:14:05.880 --> 00:14:06.920]  我需要神憐憫
[00:14:06.920 --> 00:14:08.360]  需要神恩待
[00:14:08.360 --> 00:14:11.480]  我算得了什麼呢?
[00:14:11.480 --> 00:14:14.960]  但神都憐憫我
[00:14:14.960 --> 00:14:15.800]  饒恕我
[00:14:15.800 --> 00:14:17.400]  接納我的時候
[00:14:17.400 --> 00:14:19.320]  當我看回其他的人
[00:14:19.320 --> 00:14:21.800]  其實當我們看到人的軟弱
[00:14:21.800 --> 00:14:22.960]  看到人的失敗
[00:14:22.960 --> 00:14:27.200]  看到人的所謂邪惡
[00:14:27.200 --> 00:14:28.960]  艱險的一面的時候
[00:14:28.960 --> 00:14:30.320]  其實你有沒有想過
[00:14:30.320 --> 00:14:33.640]  那個就是我自己
[00:14:33.640 --> 00:14:34.160]  是不是?
[00:14:34.160 --> 00:14:36.720]  他就是我
[00:14:36.720 --> 00:14:37.920]  所以耶穌也說
[00:14:37.920 --> 00:14:39.800]  很多時候我們去論斷別人
[00:14:39.800 --> 00:14:41.040]  我們去說別人的時候
[00:14:41.040 --> 00:14:43.600]  我們只看到別人眼中的刺
[00:14:43.600 --> 00:14:44.880]  很小的東西
[00:14:44.880 --> 00:14:46.000]  但我們看不到
[00:14:46.000 --> 00:14:51.680]  看不到自己眼中的那條刺
[00:14:51.680 --> 00:14:52.840]  很多時候我們就是這樣
[00:14:52.840 --> 00:14:55.440]  我們只看到別人好笑的東西
[00:14:55.440 --> 00:14:58.000]  所以為什麼會有挑剔
[00:14:58.000 --> 00:14:59.000]  是不是?
[00:14:59.000 --> 00:15:00.360]  Pity
[00:15:00.360 --> 00:15:03.800]  就是這樣去挖人
[00:15:03.800 --> 00:15:09.480]  挑人的東西出來
[00:15:09.480 --> 00:15:13.040]  今天要求我們的
[00:15:13.040 --> 00:15:18.560]  就是要叫我們去傳一個憐憫
[00:15:18.560 --> 00:15:19.560]  饒恕的心
[00:15:19.560 --> 00:15:21.840]  因為我們就是一個需要憐憫
[00:15:21.840 --> 00:15:24.840]  需要饒恕的人
[00:15:24.840 --> 00:15:26.840]  其實今天我相信在香港
[00:15:26.840 --> 00:15:29.120]  我們真的需要這個訊息
[00:15:29.120 --> 00:15:30.840]  其實今天香港
[00:15:30.840 --> 00:15:33.160]  當我們看到這麼多
[00:15:33.160 --> 00:15:36.080]  就是對很多的事情
[00:15:36.080 --> 00:15:37.720]  就是用一個很消極
[00:15:37.720 --> 00:15:39.080]  很負面的
[00:15:39.080 --> 00:15:42.520]  很批判的一些言論發出來的時候
[00:15:42.520 --> 00:15:44.560]  其實我覺得
[00:15:44.560 --> 00:15:51.760]  我們真的需要這個訊息在那裡
[00:15:51.760 --> 00:15:53.200]  很奇怪的
[00:15:53.200 --> 00:15:56.960]  當這些人帶著這個女人來到耶穌那裡
