
[00:00:00.000 --> 00:00:04.820]  今日的題目是「生命成長受苦的心智」
[00:08:06.180 --> 00:08:10.180]  我們仍然會有苦痛的疤痕
[00:08:10.180 --> 00:08:12.180]  如此去理解苦楚
[00:08:12.180 --> 00:08:15.180]  或者會勾起我們的回憶
[00:08:15.180 --> 00:08:18.180]  想起我們的苦楚
[00:08:18.180 --> 00:08:20.180]  如此去理解
[00:08:20.180 --> 00:08:29.180]  我們就明白一點,就是我們自己不能倖免於苦楚
[00:08:29.180 --> 00:08:36.180]  我們都是會經歷苦楚的人
[00:08:36.180 --> 00:08:38.180]  除了苦楚的形態
[00:08:38.180 --> 00:08:40.180]  或者我們都曾經問過自己
[00:08:40.180 --> 00:08:46.180]  問過上天為什麼這麼痛苦
[00:08:46.180 --> 00:08:52.180]  而這條問題背後的含義是在問苦楚的由來
[00:08:52.180 --> 00:08:54.180]  苦楚的一個因素
[00:08:54.180 --> 00:08:59.180]  是哪一個令我們經歷苦楚
[00:08:59.180 --> 00:09:02.180]  第一個我們不喜歡聽的
[00:09:02.180 --> 00:09:05.180]  或者我們不想接受的
[00:09:05.180 --> 00:09:08.180]  自作孽
[00:09:08.180 --> 00:09:12.180]  即是由我們自己做的某些決定
[00:09:12.180 --> 00:09:17.180]  假以時日令我們自己受苦
[00:09:17.180 --> 00:09:19.180]  舉個例子
[00:09:19.180 --> 00:09:23.180]  如果我做牧師在教會偷錢
[00:09:23.180 --> 00:09:27.180]  其實遲早是會出事的
[00:09:27.180 --> 00:09:29.180]  自作孽
[00:09:29.180 --> 00:09:32.180]  第二個我們都不喜歡的
[00:09:32.180 --> 00:09:35.180]  但是卻又真的會發生
[00:09:35.180 --> 00:09:38.180]  就是受到牽連
[00:09:38.180 --> 00:09:41.180]  例子就是一個人遵守交通規則
[00:09:41.180 --> 00:09:42.180]  過馬路
[00:09:42.180 --> 00:09:44.180]  他又看左他又看右
[00:09:44.180 --> 00:09:48.180]  突然之間有一個喝醉了酒開著車的司機
[00:09:48.180 --> 00:09:50.180]  高速撞過來
[00:09:50.180 --> 00:09:52.180]  過馬路的那個人
[00:09:52.180 --> 00:09:54.180]  他沒有錯的
[00:09:54.180 --> 00:09:57.180]  他只不過是受牽連
[00:09:57.180 --> 00:09:59.180]  第三個原因
[00:09:59.180 --> 00:10:02.180]  無由而生
[00:10:02.180 --> 00:10:05.180]  即是沒有原因不能解釋
[00:10:05.180 --> 00:10:08.180]  剛剛在澳洲有一個女士
[00:10:08.180 --> 00:10:09.180]  在街上經過
[00:10:09.180 --> 00:10:14.180]  突然之間另一個人拿著一把刀插了她一下
[00:10:14.180 --> 00:10:16.180]  大家知道這個新聞吧
[00:10:16.180 --> 00:10:19.180]  調查說兩個人並沒有仇怨
[00:10:19.180 --> 00:10:21.180]  從不認識
[00:10:21.180 --> 00:10:24.180]  是無差別的襲擊
[00:10:24.180 --> 00:10:28.180]  你可以說襲擊過的人有精神問題
[00:10:28.180 --> 00:10:32.180]  甚至可以說是社會的錯
[00:10:32.180 --> 00:10:35.180]  但是難以解釋
[00:10:35.180 --> 00:10:39.180]  因由卻是發生
[00:10:39.180 --> 00:10:41.180]  最後一個原因
[00:10:41.180 --> 00:10:44.180]  上天安排
[00:10:44.180 --> 00:10:46.180]  魔鬼攻擊
[00:10:46.180 --> 00:10:48.180]  我們都歸於這一類
[00:10:48.180 --> 00:10:50.180]  因為我們假設魔鬼的攻擊
[00:10:50.180 --> 00:10:53.180]  都是上天的允許之下
[00:10:53.180 --> 00:10:55.180]  我們會思想苦楚
[00:10:55.180 --> 00:10:57.180]  是不是神的計劃
[00:10:57.180 --> 00:10:58.180]  神的心意
[00:10:58.180 --> 00:10:59.180]  神的安排
[00:10:59.180 --> 00:11:02.180]  不過即使我們思想到是上天的安排
[00:11:02.180 --> 00:11:04.180]  我們仍然會去想
[00:11:04.180 --> 00:11:06.180]  為什麼要這樣
[00:11:06.180 --> 00:11:12.180]  關於苦楚的廣度、形態和由來
[00:11:12.180 --> 00:11:17.180]  其實歸納到我們現在所看的這一節經文
[00:11:17.180 --> 00:11:20.180]  「受造之物」
[00:11:20.180 --> 00:11:22.180]  即是任何人
[00:11:22.180 --> 00:11:24.180]  服在虛空之下
[00:11:24.180 --> 00:11:25.180]  不是自己願意的
[00:11:25.180 --> 00:11:27.180]  我們不願意的
[00:11:27.180 --> 00:11:30.180]  乃是因那叫他如此的
[00:11:30.180 --> 00:11:33.180]  即是上天的安排
[00:11:33.180 --> 00:11:35.180]  一切受造之物
[00:11:35.180 --> 00:11:37.180]  一同嘆息
[00:11:37.180 --> 00:11:41.180]  勞苦直到如今
[00:11:41.180 --> 00:11:43.180]  是我們今天
[00:11:43.180 --> 00:11:45.180]  直到如今
[00:11:45.180 --> 00:11:49.180]  其實仍然是一樣
[00:11:49.180 --> 00:11:51.180]  保羅的經文其實暗示著
[00:11:51.180 --> 00:11:54.180]  聖經的苦難觀
[00:11:54.180 --> 00:11:56.180]  是一個事實
[00:11:56.180 --> 00:11:58.180]  真真確確的事實
[00:11:58.180 --> 00:12:01.180]  就是人人都在苦楚之中
[00:12:01.180 --> 00:12:03.180]  沒有人能夠倖免
[00:12:03.180 --> 00:12:05.180]  直到今天
[00:12:05.180 --> 00:12:07.180]  或者直到我們將來的那一天
[00:12:07.180 --> 00:12:11.180]  其實我們無法倖免的
[00:12:11.180 --> 00:12:14.180]  我就想播一條片給大家看
[00:12:14.180 --> 00:12:16.180]  因為私隱
[00:12:16.180 --> 00:12:19.180]  我就調低了解像度
[00:12:19.180 --> 00:12:22.180]  亦都遮掩了車牌
[00:12:22.180 --> 00:12:26.180]  事源是今年7月30日
[00:12:26.180 --> 00:12:29.180]  當天我回完教會
[00:12:29.180 --> 00:12:32.180]  我去完市中心做完一個錄音
[00:12:32.180 --> 00:12:35.180]  我就回到家附近
[00:12:35.180 --> 00:12:38.180]  在一條斜路的交通燈
[00:12:38.180 --> 00:12:40.180]  我停了車
[00:12:40.180 --> 00:12:42.180]  我等大家自己看看發生了什麼事
[00:12:42.180 --> 00:12:45.180]  麻煩幫我按一下按鈕
[00:12:45.180 --> 00:12:47.180]  按了應該會play的
[00:12:47.180 --> 00:12:50.180]  這是我的車的車cam
[00:12:50.180 --> 00:12:52.180]  當天我去到那裏
[00:12:52.180 --> 00:12:54.180]  我就停車了
[00:12:54.180 --> 00:12:57.180]  你見我是十分遵守交通規則
[00:12:57.180 --> 00:13:00.180]  我和前車是保持十分安全的距離
[00:13:00.180 --> 00:13:02.180]  我們就停了車
[00:13:02.180 --> 00:13:05.180]  然後前面的車就不斷的留後
[00:13:05.180 --> 00:13:07.180]  撞到我那裏
[00:13:07.180 --> 00:13:09.180]  你見到有五個笑的符號
[00:13:09.180 --> 00:13:12.180]  其實是象徵著我自己的感受
[00:13:12.180 --> 00:13:14.180]  就停了我cut了之後那些
[00:13:14.180 --> 00:13:16.180]  因為之後很長
[00:13:16.180 --> 00:13:18.180]  發生這樣的事
[00:13:18.180 --> 00:13:21.180]  不用repeat的
[00:13:21.180 --> 00:13:23.180]  我們stop就得下一張
[00:13:23.180 --> 00:13:25.180]  先停在這裏
[00:13:25.180 --> 00:13:27.180]  我自己一下車
[00:13:27.180 --> 00:13:29.180]  他就問我什麼事
[00:13:29.180 --> 00:13:37.180]  我說你的車尾撞到我的車頭
[00:13:37.180 --> 00:13:39.180]  他說沒有
[00:13:39.180 --> 00:13:41.180]  我說無所謂
[00:13:41.180 --> 00:13:44.180]  我們都要交換資料的
[00:13:44.180 --> 00:13:49.180]  他還說你都沒有證據證明到
[00:13:49.180 --> 00:13:51.180]  我的車尾撞到你的車頭
[00:13:51.180 --> 00:13:54.180]  我說我明明有片的
[00:13:54.180 --> 00:13:56.180]  他說你現在播給我看
[00:13:56.180 --> 00:13:58.180]  我說怎麼播
[00:13:58.180 --> 00:14:00.180]  我要拿片出來的
[00:14:00.180 --> 00:14:02.180]  他也不肯交換資料
[00:14:02.180 --> 00:14:04.180]  他就跟我說
[00:14:04.180 --> 00:14:06.180]  片在你的車上
[00:14:06.180 --> 00:14:09.180]  遲些你想怎麼改都可以
[00:14:09.180 --> 00:14:11.180]  當時是冬天
[00:14:11.180 --> 00:14:13.180]  五點多
[00:14:13.180 --> 00:14:15.180]  都挺冷的
[00:14:15.180 --> 00:14:17.180]  我在市中心淋了雨
[00:14:17.180 --> 00:14:19.180]  還要被人撞
[00:14:19.180 --> 00:14:21.180]  整件事搞了我很久
[00:14:21.180 --> 00:14:23.180]  其他經過的司機
[00:14:23.180 --> 00:14:25.180]  正常的理解就是
[00:14:25.180 --> 00:14:28.180]  這個人車頭撞到別人車尾
[00:14:28.180 --> 00:14:30.180]  經過的司機向我舉出手
[00:14:30.180 --> 00:14:32.180]  不是五隻手指只有一隻
[00:14:32.180 --> 00:14:34.180]  你知道哪一隻
[00:14:34.180 --> 00:14:36.180]  並且有些司機經過
[00:14:36.180 --> 00:14:41.180]  用很大聲呼氣發音的英文用字問候我
[00:14:41.180 --> 00:14:44.180]  他們以為是我錯的
[00:14:44.180 --> 00:14:47.180]  終於交換到資料了
[00:14:47.180 --> 00:14:50.180]  之後其實我見到車沒有什麼
[00:14:50.180 --> 00:14:53.180]  我都算數了我都沒有追究
[00:14:53.180 --> 00:14:57.180]  當我們去探討苦楚是什麼事
[00:14:57.180 --> 00:15:01.180]  其實讓我們看到苦楚觀
[00:15:01.180 --> 00:15:04.180]  關乎苦楚的事實
[00:15:04.180 --> 00:15:07.180]  苦楚的來臨
[00:15:07.180 --> 00:15:12.180]  不是會否的問題
[00:15:12.180 --> 00:15:14.180]  是時間的問題
[00:15:14.180 --> 00:15:18.180]  是次數頻密的問題
[00:15:18.180 --> 00:15:23.180]  是程度大小的問題
[00:15:23.180 --> 00:15:25.180]  人在苦楚中
[00:15:25.180 --> 00:15:27.180]  總會流淚的
[00:15:27.180 --> 00:15:29.180]  抱怨
[00:15:29.180 --> 00:15:31.180]  咒罵
[00:15:31.180 --> 00:15:33.180]  甚至不信任人
[00:15:33.180 --> 00:15:36.180]  孤立自己
[00:15:36.180 --> 00:15:38.180]  獨自承擔
[00:15:38.180 --> 00:15:40.180]  覺得別人不明白
[00:15:40.180 --> 00:15:44.180]  Timothy Kaler 提摩泰凱納
[00:15:44.180 --> 00:15:48.180]  在他的著作《就著苦楚》
[00:15:48.180 --> 00:15:51.180]  有這個苦楚觀
[00:15:51.180 --> 00:15:53.180]  他這樣說
[00:15:53.180 --> 00:15:55.180]  聖經並沒有
[00:15:55.180 --> 00:16:01.180]  應許苦楚會在今生徹底解決
[00:16:01.180 --> 00:16:05.180]  或迎來圓滿結局
[00:16:05.180 --> 00:16:09.180]  但聖經展現了
[00:16:09.180 --> 00:16:11.180]  有信仰的人
[00:16:11.180 --> 00:16:15.180]  如何面對各種各樣的苦楚
[00:16:15.180 --> 00:16:18.180]  在神的幫助之下
[00:16:18.180 --> 00:16:22.180]  走過煉獄般的考驗
[00:16:22.180 --> 00:16:27.180]  苦楚觀最難接受的一點
[00:16:27.180 --> 00:16:34.180]  是苦楚不一定在今生徹底解決
[00:16:34.180 --> 00:16:37.180]  不一定有圓滿的結局
[00:16:37.180 --> 00:16:40.180]  即使苦楚可以持續
[00:16:40.180 --> 00:16:47.180]  聖經是在展現我們如何面對苦楚
[00:16:47.180 --> 00:16:49.180]  弟兄姊妹
[00:16:49.180 --> 00:16:51.180]  我很想我們明白
[00:16:51.180 --> 00:16:57.180]  其實苦楚是每一個人的人生都不會缺少的
[00:16:57.180 --> 00:17:01.180]  我們不會能倖免的
[00:17:01.180 --> 00:17:03.180]  遲早都會來臨
[00:17:03.180 --> 00:17:07.180]  我只是恐怕如何面對苦楚
[00:17:07.180 --> 00:17:10.180]  是我們每一個信徒每一個人
[00:17:10.180 --> 00:17:15.180]  不能不去學習的功課
[00:17:15.180 --> 00:17:18.180]  今日保羅的經文說
[00:17:18.180 --> 00:17:21.180]  「我想現在的苦楚
[00:17:21.180 --> 00:17:27.180]  若比起將來要顯於我們的榮耀
[00:17:27.180 --> 00:17:30.180]  就不足介意了」
[00:17:30.180 --> 00:17:32.180]  讓我們看看聖經
[00:17:32.180 --> 00:17:35.180]  教導我們如何面對苦楚
[00:17:35.180 --> 00:17:37.180]  其實我們作為信徒
[00:17:37.180 --> 00:17:43.180]  是需要有一顆受苦的心智
[00:17:43.180 --> 00:17:50.180]  因為苦楚是成長不能缺乏的
[00:17:50.180 --> 00:17:52.180]  我重複這句說話
[00:17:52.180 --> 00:17:58.180]  苦楚是成長不能缺乏的
[00:17:58.180 --> 00:18:01.180]  我們先去看前一點的經文
[00:18:01.180 --> 00:18:06.180]  「如果我們和他一同受苦(基督)
[00:18:06.180 --> 00:18:10.180]  也必和他一同得榮耀」
[00:18:10.180 --> 00:18:13.180]  這節經文奇妙的地方
[00:18:13.180 --> 00:18:19.180]  是將現在的苦楚和將來的榮耀連上了關係
[00:18:19.180 --> 00:18:21.180]  並且表達出
[00:18:21.180 --> 00:18:26.180]  「如果我們願意和基督一同承受苦楚
[00:18:26.180 --> 00:18:31.180]  就必和他將來一同得榮耀」
[00:18:31.180 --> 00:18:35.180]  剛才我們聖餐的杯和餅
[00:18:35.180 --> 00:18:37.180]  象徵的是耶穌基督的苦楚
[00:18:37.180 --> 00:18:40.180]  所流的血所寫的身體
[00:18:40.180 --> 00:18:41.180]  經文說
[00:18:41.180 --> 00:18:47.180]  既然耶穌基督在世要承受苦楚
[00:18:47.180 --> 00:18:50.180]  我們跟隨耶穌的人
[00:18:50.180 --> 00:18:55.180]  也要有同樣承受苦楚的心智
[00:18:55.180 --> 00:19:02.180]  既然苦楚是耶穌基督必經之路
[00:19:02.180 --> 00:19:10.180]  對我們來說苦楚也是必經的途徑
[00:19:10.180 --> 00:19:13.180]  這是效法基督
[00:19:13.180 --> 00:19:15.180]  接著經文說
[00:19:15.180 --> 00:19:17.180]  「聖靈與我們的心同正
[00:19:17.180 --> 00:19:19.180]  我們是神的兒女
[00:19:19.180 --> 00:19:21.180]  如果我們和他一同受苦
[00:19:21.180 --> 00:19:23.180]  也必和他一同得榮耀」
[00:19:23.180 --> 00:19:27.180]  經文將受苦的心
[00:19:27.180 --> 00:19:32.180]  放在神的兒女處境中思想
[00:19:32.180 --> 00:19:36.180]  既然基督受苦楚
[00:19:36.180 --> 00:19:38.180]  我們是神的兒女
[00:19:38.180 --> 00:19:42.180]  我們也要願意承受苦楚
[00:19:42.180 --> 00:19:46.180]  也因為我們願意承受苦楚
[00:19:46.180 --> 00:19:53.180]  同正我們是效法基督是神的兒女
[00:19:53.180 --> 00:20:01.180]  意思是苦楚是我們作為神的兒女的憑證
[00:20:01.180 --> 00:20:04.180]  我們跳到後面的經文
[00:20:04.180 --> 00:20:07.180]  「巧得萬事都互相效力
[00:20:07.180 --> 00:20:12.180]  叫愛神的人得益處」
[00:20:12.180 --> 00:20:14.180]  這字經文我們很熟悉
[00:20:14.180 --> 00:20:18.180]  我們很容易著重於互相效力
[00:20:18.180 --> 00:20:20.180]  以及將自己看成愛神的人
[00:20:20.180 --> 00:20:22.180]  我們就得益處
[00:20:22.180 --> 00:20:24.180]  但是我們有沒有留意
[00:20:24.180 --> 00:20:26.180]  羅馬書整個第八章所說的
[00:20:26.180 --> 00:20:28.180]  其實是苦楚
[00:20:28.180 --> 00:20:30.180]  人的苦楚
[00:20:30.180 --> 00:20:32.180]  這字經文有趣的是
[00:20:32.180 --> 00:20:36.180]  萬事當中其中所指
[00:20:36.180 --> 00:20:42.180]  就是各樣各種的苦楚
[00:20:42.180 --> 00:20:45.180]  微妙地配搭
[00:20:45.180 --> 00:20:47.180]  互相效力
[00:20:47.180 --> 00:20:56.180]  卻產生出叫人得益的效果
[00:20:56.180 --> 00:21:01.180]  苦楚是人成長的場景
[00:21:01.180 --> 00:21:05.180]  這三點我覺得不容易去接受
[00:21:05.180 --> 00:21:08.180]  今天的世界在苦楚之中
[00:21:08.180 --> 00:21:10.180]  世人也會在苦楚之中
[00:21:10.180 --> 00:21:12.180]  其實我們多少知道
[00:21:12.180 --> 00:21:14.180]  所以每一個人
[00:21:14.180 --> 00:21:16.180]  包括我自己也是
[00:21:16.180 --> 00:21:18.180]  我們都嘗試避免苦楚
[00:21:18.180 --> 00:21:20.180]  正常吧
[00:21:20.180 --> 00:21:23.180]  我們嘗試做各種的預備
[00:21:23.180 --> 00:21:25.180]  去避免苦楚的來臨
[00:21:25.180 --> 00:21:28.180]  人人都不想受苦
[00:21:28.180 --> 00:21:30.180]  有一句說話
[00:21:30.180 --> 00:21:34.180]  即使叫做苦盡甘來
[00:21:34.180 --> 00:21:38.180]  如果甘來是要苦盡的話
[00:21:38.180 --> 00:21:40.180]  可能我們當中有人說
[00:21:40.180 --> 00:21:42.180]  我寧願放棄甘來
[00:21:42.180 --> 00:21:44.180]  我不要苦盡
[00:21:44.180 --> 00:21:46.180]  不想受苦
[00:21:46.180 --> 00:21:52.180]  成為了人預設的人生態度
[00:21:52.180 --> 00:21:55.180]  亦都是我們不少信徒
[00:21:55.180 --> 00:21:57.180]  預設的態度
[00:21:57.180 --> 00:21:59.180]  難道信徒
[00:21:59.180 --> 00:22:01.180]  我們應該為了不想受苦
[00:22:01.180 --> 00:22:04.180]  不想和基督一同受苦
[00:22:04.180 --> 00:22:07.180]  我們是否放棄和基督同德榮耀呢?
[00:22:07.180 --> 00:22:10.180]  難道我們要這樣放棄嗎?
[00:22:10.180 --> 00:22:13.180]  難道信徒為了不想受苦
[00:22:13.180 --> 00:22:23.180]  我們就過著和基督生命相反的人生嗎?
[00:22:23.180 --> 00:22:26.180]  我們可以怎樣面對苦楚?
[00:22:26.180 --> 00:22:32.180]  什麼是受苦的心志?
[00:22:32.180 --> 00:22:35.180]  我們看完前後的經文
[00:22:35.180 --> 00:22:38.180]  我們再看第十八節
[00:22:38.180 --> 00:22:40.180]  我再讀一次
[00:22:40.180 --> 00:22:42.180]  「我想現在的苦楚
[00:22:42.180 --> 00:22:46.180]  比起將來要顯於我們的榮耀
[00:22:46.180 --> 00:22:48.180]  就不足介意了」
[00:22:48.180 --> 00:22:52.180]  我們要細心留意經文的細節
[00:22:52.180 --> 00:22:55.180]  苦楚是對比榮耀的
[00:22:55.180 --> 00:23:01.180]  這個榮耀不是我們自己的榮耀
