
[00:00:00.000 --> 00:00:04.720]  去年八月份 我在臺灣參與華復會的時候買了一本書
[00:04:15.240 --> 00:04:16.640]  去伯利恆
[00:04:16.640 --> 00:04:18.800]  結果就在途中生了耶穌
[00:04:18.800 --> 00:04:20.120]  因爲很多人去
[00:04:20.120 --> 00:04:21.480]  我們都聽過這個故事
[00:04:21.480 --> 00:04:23.080]  說旅店都滿了
[00:04:23.080 --> 00:04:27.520]  耶穌就出生在馬房裏面或者馬棚裏面
[00:04:27.520 --> 00:04:30.360]  甚至曾經形容是用馬槽
[00:04:30.360 --> 00:04:32.440]  餵養牲口的地方
[00:04:32.440 --> 00:04:33.520]  是一個簡陋的地方
[00:04:33.520 --> 00:04:37.680]  是一個卑微的地方
[00:04:37.680 --> 00:04:40.280]  21節就講耶穌長大
[00:04:40.280 --> 00:04:41.080]  祂受割禮
[00:04:41.080 --> 00:04:42.280]  因爲這是猶太人的規矩
[00:04:42.280 --> 00:04:43.480]  22節剛纔我們讀了
[00:04:43.480 --> 00:04:45.080]  其實應該我細心一點
[00:04:45.080 --> 00:04:46.480]  應該讀完21節
[00:04:46.480 --> 00:04:49.080]  祂出生八天後就受割禮
[00:04:49.080 --> 00:04:51.680]  什麼叫滿了結症的日子呢
[00:04:51.680 --> 00:04:52.680]  應該就是40天
[00:04:52.680 --> 00:04:54.680]  就像中國人滿月一樣
[00:04:54.680 --> 00:04:56.480]  有些人就放滿月酒
[00:04:56.480 --> 00:04:58.080]  現在就流行放八日鹽
[00:04:58.080 --> 00:05:02.880]  等祂長大一點
[00:05:02.880 --> 00:05:04.800]  滿了結症的日子
[00:05:04.800 --> 00:05:06.080]  這個嬰孩耶穌
[00:05:06.080 --> 00:05:09.280]  原來要行嬰兒的奉獻禮
[00:05:09.280 --> 00:05:10.680]  有時候我們崇拜
[00:05:10.680 --> 00:05:12.080]  就要送禮物給嬰兒
[00:05:12.080 --> 00:05:13.280]  那個不是嬰兒奉獻禮
[00:05:13.280 --> 00:05:15.080]  那個我們只是送一份禮物
[00:05:15.080 --> 00:05:16.480]  和爲祂祈禱
[00:05:16.480 --> 00:05:18.080]  我們一路來到計劃
[00:05:18.080 --> 00:05:21.480]  我們都想有系統的奉獻禮
[00:05:21.480 --> 00:05:24.280]  到36-38節剛纔大家讀
[00:05:24.280 --> 00:05:25.280]  除了西緬
[00:05:25.280 --> 00:05:27.080]  如何來到祂抱過嬰孩耶穌
[00:05:27.080 --> 00:05:28.880]  又被聖靈充滿
[00:05:28.880 --> 00:05:31.080]  36-38節就裏先知亞拿
[00:05:31.080 --> 00:05:35.480]  將耶穌的事和盼望
[00:05:35.480 --> 00:05:37.680]  尼賽亞救主耶路撒冷的人
[00:05:37.680 --> 00:05:38.680]  來到祂講述
[00:05:38.680 --> 00:05:39.680]  39-40節
[00:05:39.680 --> 00:05:42.680]  特別是40節就講
[00:05:42.680 --> 00:05:44.680]  約瑟瑪利亞回到家鄉
[00:05:44.680 --> 00:05:46.680]  回到拿撒勒
[00:05:46.680 --> 00:05:47.480]  40節
[00:05:47.480 --> 00:05:49.480]  孩子漸漸長大
[00:05:49.480 --> 00:05:50.880]  強健起來
[00:05:50.880 --> 00:05:52.080]  充滿智慧
[00:05:52.080 --> 00:05:55.880]  又有神的恩在他身上
[00:05:55.880 --> 00:05:58.480]  就開始揀述
[00:05:58.480 --> 00:06:00.880]  耶穌就是這樣一路一路大
[00:06:00.880 --> 00:06:03.280]  接着41-52節
[00:06:03.280 --> 00:06:05.280]  就記載另一個事跡
[00:06:05.280 --> 00:06:06.480]  是很具體記載
[00:06:06.480 --> 00:06:07.680]  耶穌在發生什麼事
[00:06:07.680 --> 00:06:09.080]  就是約瑟瑪利亞
[00:06:09.080 --> 00:06:11.080]  他們每年都會回家鄉
[00:06:11.080 --> 00:06:13.280]  當家鄉是耶路撒冷
[00:06:13.280 --> 00:06:15.280]  一個地方守節旗
[00:06:15.280 --> 00:06:16.680]  耶穌12歲的時候
[00:06:16.680 --> 00:06:18.080]  和父母一起去
[00:06:18.080 --> 00:06:19.080]  是按規矩
[00:06:19.080 --> 00:06:20.680]  12歲他們的一個儀式
[00:06:20.680 --> 00:06:22.480]  今天的猶太人都是這樣
[00:06:22.480 --> 00:06:23.680]  一個成人禮
[00:06:23.680 --> 00:06:24.880]  耶穌跟着去
[00:06:24.880 --> 00:06:26.680]  但怎知他們走的時候
[00:06:26.680 --> 00:06:28.280]  走了一天的路程
[00:06:28.280 --> 00:06:29.280]  約瑟瑪利亞發現
[00:06:29.280 --> 00:06:30.080]  耶穌不見了
[00:06:30.080 --> 00:06:31.080]  就回頭找
[00:06:31.080 --> 00:06:33.680]  在聖殿找到耶穌
[00:06:33.680 --> 00:06:34.280]  找到耶穌
[00:06:34.280 --> 00:06:35.280]  處理了這件事之後
[00:06:35.280 --> 00:06:36.480]  52節
[00:06:36.480 --> 00:06:38.480]  耶穌的智慧和新量
[00:06:38.480 --> 00:06:40.080]  新量就是年紀
[00:06:40.080 --> 00:06:42.680]  並神和人喜愛祂的心
[00:06:42.680 --> 00:06:44.680]  都一起增長
[00:06:44.680 --> 00:06:46.680]  爲什麼我要這麼詳細地講述
[00:06:46.680 --> 00:06:47.880]  這四卷方書
[00:06:47.880 --> 00:06:49.280]  記載耶穌
[00:06:49.280 --> 00:06:50.680]  無論是預言祂出世
[00:06:50.680 --> 00:06:51.880]  或者到祂出世
[00:06:51.880 --> 00:06:54.480]  到祂成長
[00:06:54.480 --> 00:06:55.280]  是很關鍵的
[00:06:55.280 --> 00:06:56.080]  爲什麼呢
[00:06:56.080 --> 00:06:59.680]  耶穌一生在世三十幾年
[00:06:59.680 --> 00:07:02.080]  爲什麼關於祂的事
[00:07:02.080 --> 00:07:03.680]  特別是小時候的事
[00:07:03.680 --> 00:07:05.480]  那麼少呢
[00:07:05.480 --> 00:07:08.680]  路加是一名醫生
[00:07:08.680 --> 00:07:11.280]  他說明他寫路加方書
[00:07:11.280 --> 00:07:12.280]  和寫《使徒行傳》
[00:07:12.280 --> 00:07:14.080]  是經過研究的
[00:07:14.080 --> 00:07:16.480]  他找過耶穌很多出世的資料
[00:07:16.480 --> 00:07:19.080]  甚至他很可能訪問過瑪利亞
[00:07:19.080 --> 00:07:21.480]  關於耶穌小時候的事情
[00:07:21.480 --> 00:07:22.280]  但他一路寫
[00:07:22.280 --> 00:07:23.880]  就寫了這幾件
[00:07:23.880 --> 00:07:25.880]  比其他方書都多
[00:07:25.880 --> 00:07:28.680]  但爲什麼好像都不是很多呢
[00:07:28.680 --> 00:07:29.680]  都只是
[00:07:29.680 --> 00:07:30.480]  略略一句
[00:07:30.480 --> 00:07:32.280]  40節那裏講
[00:07:32.280 --> 00:07:33.880]  耶穌這個孩子
[00:07:33.880 --> 00:07:34.880]  漸漸長大
[00:07:34.880 --> 00:07:35.880]  強健起來
[00:07:35.880 --> 00:07:36.880]  充滿智慧
[00:07:36.880 --> 00:07:38.080]  有神的因在祂身上
[00:07:38.080 --> 00:07:39.480]  然後52節
[00:07:39.480 --> 00:07:41.080]  講耶穌的智慧和新量
[00:07:41.080 --> 00:07:42.680]  並神和人喜愛祂的心
[00:07:42.680 --> 00:07:44.080]  都一起增長
[00:07:44.080 --> 00:07:47.280]  爲什麼一切都從簡的呢
[00:07:47.280 --> 00:07:48.280]  今天我們很多電影節目
[00:07:48.280 --> 00:07:49.480]  不再看電視
[00:07:49.480 --> 00:07:52.480]  因爲那些電視劇集
[00:07:52.480 --> 00:07:53.080]  賣廣告
[00:07:53.080 --> 00:07:54.480]  廣告多好看都好
[00:07:54.480 --> 00:07:57.480]  都好像不是多好看
[00:07:57.480 --> 00:07:58.880]  但是有時我都會看過
[00:07:58.880 --> 00:08:00.680]  我經常說要進入一下大家的生活
[00:08:00.680 --> 00:08:02.280]  最近知道唐僧風暴
[00:08:02.280 --> 00:08:03.080]  衣服那樣
[00:08:03.080 --> 00:08:04.680]  就看看好不好看
[00:08:04.680 --> 00:08:06.280]  喝完在家喫飯
[00:08:06.280 --> 00:08:07.280]  講什麼啊
[00:08:07.280 --> 00:08:08.880]  真的不知道
[00:08:08.880 --> 00:08:10.880]  會這樣講的嗎
[00:08:10.880 --> 00:08:13.480]  或者有些劇
[00:08:13.480 --> 00:08:14.480]  看大結局的時候
[00:08:14.480 --> 00:08:16.680]  看看大結局講什麼
[00:08:16.680 --> 00:08:17.480]  有一幅圖
[00:08:17.480 --> 00:08:18.680]  我找了很久
[00:08:18.680 --> 00:08:20.880]  好像很難找
[00:08:20.880 --> 00:08:22.880]  不知道是哪一套的
[00:08:22.880 --> 00:08:24.680]  簡寫的
[00:08:24.680 --> 00:08:25.480]  有沒有發現
[00:08:25.480 --> 00:08:27.880]  看大結局的時候
[00:08:27.880 --> 00:08:30.680]  你很期待有些很精彩的劇
[00:08:30.680 --> 00:08:32.080]  就是結尾
[00:08:32.080 --> 00:08:34.080]  或者是出人意表的結尾
[00:08:34.080 --> 00:08:36.080]  它就總是會交代一下
[00:08:36.080 --> 00:08:37.680]  五年過去了
[00:08:37.680 --> 00:08:42.080]  其實那五年間發生了什麼事
[00:08:42.080 --> 00:08:44.080]  做個編劇就告訴你
[00:08:44.080 --> 00:08:46.280]  那五年日日如是
[00:08:46.280 --> 00:08:47.480]  沒什麼特別
[00:08:47.480 --> 00:08:50.080]  就將結局講給你聽
[00:08:50.080 --> 00:08:51.280]  我相信
[00:08:51.280 --> 00:08:52.480]  《老街坊》記載
[00:08:52.480 --> 00:08:56.080]  關於耶穌的生平的時候也是
[00:08:56.080 --> 00:08:57.680]  耶穌基督
[00:08:57.680 --> 00:09:00.280]  由嬰孩到兒童
[00:09:00.280 --> 00:09:04.080]  到少年甚至是青年的時期
[00:09:04.080 --> 00:09:05.880]  是怎樣的呢
[00:09:05.880 --> 00:09:08.280]  其實也沒什麼變化
[00:09:08.280 --> 00:09:10.880]  耶穌是慢慢地成長
[00:09:10.880 --> 00:09:12.280]  每一天早上起來
[00:09:12.280 --> 00:09:14.480]  擦洗臉
[00:09:14.480 --> 00:09:15.480]  白天做什麼
[00:09:15.480 --> 00:09:17.280]  上學
[00:09:17.280 --> 00:09:19.080]  和朋友一起玩
[00:09:19.080 --> 00:09:20.680]  晚上就睡覺
[00:09:20.680 --> 00:09:21.880]  第二天早上又怎麼樣
[00:09:21.880 --> 00:09:23.080]  又再來過
[00:09:23.080 --> 00:09:24.080]  第三天又怎麼樣
[00:09:24.080 --> 00:09:24.880]  又再來過
[00:09:24.880 --> 00:09:25.880]  第四天又怎麼樣
[00:09:25.880 --> 00:09:27.080]  又再來過
[00:09:27.080 --> 00:09:28.880]  很平凡
[00:09:28.880 --> 00:09:30.480]  所以記載到耶穌
[00:09:30.480 --> 00:09:31.880]  怎麼出生的時候
[00:09:31.880 --> 00:09:36.080]  他就簡述孩子漸漸長大
[00:09:36.080 --> 00:09:37.280]  強健起來
[00:09:37.280 --> 00:09:38.280]  充滿智慧
[00:09:38.280 --> 00:09:39.680]  有神的因在他身上
[00:09:39.680 --> 00:09:41.680]  然後記載他少年時期
[00:09:41.680 --> 00:09:42.880]  有一件特別的事
[00:09:42.880 --> 00:09:45.280]  馬尼亞記得了
[00:09:45.280 --> 00:09:46.280]  記載完那件事
[00:09:46.280 --> 00:09:49.880]  又再來一個結論
[00:09:49.880 --> 00:09:53.080]  耶穌的智慧和新量
[00:09:53.080 --> 00:09:55.480]  並神和人喜愛他的心
[00:09:55.480 --> 00:09:57.680]  都一起增長
[00:09:57.680 --> 00:09:59.480]  不過弟兄姊妹留意
[00:09:59.480 --> 00:10:04.880]  不要以爲這些小節
[00:10:04.880 --> 00:10:05.880]  沒有意義
[00:10:05.880 --> 00:10:10.480]  或者不要以爲這些小節很簡單
[00:10:10.480 --> 00:10:13.080]  其實老家寫的時候
[00:10:13.080 --> 00:10:16.680]  是很想將一些信息告訴我們
[00:10:16.680 --> 00:10:18.480]  第一
[00:10:18.480 --> 00:10:21.480]  老家要透過耶穌的成長
[00:10:21.480 --> 00:10:23.480]  看來很平凡
[00:10:23.480 --> 00:10:24.480]  但他要告訴我們
[00:10:24.480 --> 00:10:29.880]  成長原來需要時間
[00:10:29.880 --> 00:10:33.080]  成長需要時間快不得
[00:10:33.080 --> 00:10:34.880]  孩子漸漸長大
[00:10:34.880 --> 00:10:36.280]  強健起來
[00:10:36.280 --> 00:10:37.480]  充滿智慧
[00:10:37.480 --> 00:10:39.480]  又有神的因在他身上
[00:10:39.480 --> 00:10:40.680]  強健起來
[00:10:40.680 --> 00:10:41.680]  是告訴我們
[00:10:41.680 --> 00:10:43.880]  耶穌也有一個身體
[00:10:43.880 --> 00:10:47.680]  而這個身體有脆弱的時候
[00:10:47.680 --> 00:10:49.680]  我們怎麼形容身體有脆弱
[00:10:49.680 --> 00:10:51.080]  或者軟弱的時候呢
[00:10:51.080 --> 00:10:52.680]  我們傷風感冒
[00:10:52.680 --> 00:10:54.280]  就是脆弱
[00:10:54.280 --> 00:10:55.280]  我們會發燒
[00:10:55.280 --> 00:10:56.480]  我們會咳嗽
[00:10:56.480 --> 00:10:59.680]  我們會患一些很輕微的病
[00:10:59.680 --> 00:11:01.480]  或者會患一些重病
[00:11:01.480 --> 00:11:02.880]  耶穌就是這樣
[00:11:02.880 --> 00:11:04.280]  他會學走路
[00:11:04.280 --> 00:11:06.280]  他會跌倒
[00:11:06.280 --> 00:11:08.480]  他可能會撞到頭
[00:11:08.480 --> 00:11:10.880]  弄傷腳
[00:11:10.880 --> 00:11:14.080]  漸漸的人大一點了
[00:11:14.080 --> 00:11:15.280]  這一次這樣跌
[00:11:15.280 --> 00:11:17.080]  下次可能醒目了
[00:11:17.080 --> 00:11:18.280]  不再這樣跌
[00:11:18.280 --> 00:11:19.880]  就形容他
[00:11:19.880 --> 00:11:22.480]  孩子漸漸長大
[00:11:22.480 --> 00:11:24.080]  強健起來
[00:11:24.080 --> 00:11:27.280]  他不像以前一部劇集
[00:11:27.280 --> 00:11:29.680]  我提到的《十兄弟》
[00:11:29.680 --> 00:11:32.680]  那個媽媽不知道喫了一顆珍珠
[00:11:32.680 --> 00:11:34.080]  一出生之後沒多久
[00:11:34.080 --> 00:11:36.680]  那羣子女就長大了
[00:11:36.680 --> 00:11:37.880]  耶穌不是
[00:11:37.880 --> 00:11:42.480]  他也是要喫奶的
[00:11:42.480 --> 00:11:44.680]  當時應該是喝奶的
[00:11:44.680 --> 00:11:46.080]  喫糊仔可能
[00:11:46.080 --> 00:11:48.480]  或者喫大麥小麥
[00:11:48.480 --> 00:11:51.080]  他也要漸漸長大
[00:11:51.080 --> 00:11:52.280]  身體一路長大
[00:11:52.280 --> 00:11:53.480]  媽媽照顧得好的時候
[00:11:53.480 --> 00:11:57.080]  就強健起來
[00:11:57.080 --> 00:11:58.680]  充滿智慧
[00:11:58.680 --> 00:12:00.880]  不是說耶穌一出生
[00:12:00.880 --> 00:12:03.480]  就會說希伯來文
[00:12:03.480 --> 00:12:05.680]  或者當時的人都會說阿蘭語
[00:12:05.680 --> 00:12:06.880]  一出生
[00:12:06.880 --> 00:12:10.080]  一個月就會說話了
[00:12:10.080 --> 00:12:11.680]  上個星期我在葵中堂
[00:12:11.680 --> 00:12:12.480]  探望一個小朋友
[00:12:12.480 --> 00:12:13.880]  他六歲
[00:12:13.880 --> 00:12:16.680]  因爲一些家庭問題入院
[00:12:16.680 --> 00:12:18.480]  我探望了他兩次
[00:12:18.480 --> 00:12:19.680]  六歲
[00:12:19.680 --> 00:12:21.280]  他講話很清楚
[00:12:21.280 --> 00:12:22.280]  六歲的小朋友
[00:12:22.280 --> 00:12:23.480]  講廣東話很清楚
[00:12:23.480 --> 00:12:25.480]  講普通話很厲害
[00:12:25.480 --> 00:12:27.480]  我就知道他會講普通話
[00:12:27.480 --> 00:12:28.680]  因爲他媽媽是四川人
[00:12:28.680 --> 00:12:29.680]  我就叫他
[00:12:29.680 --> 00:12:31.680]  你用普通話介紹你的名字
[00:12:31.680 --> 00:12:33.880]  我又用普通話介紹我的名字
[00:12:33.880 --> 00:12:35.480]  接着我就問他
[00:12:35.480 --> 00:12:38.280]  吳牧師的發音準不準
[00:12:38.280 --> 00:12:41.280]  他就
[00:12:41.280 --> 00:12:42.880]  後面都看不到他的樣子
[00:12:42.880 --> 00:12:44.480]  他就咿嘻呀笑呀
[00:12:44.480 --> 00:12:45.480]  言下之意
[00:12:45.480 --> 00:12:46.280]  不準
[00:12:46.280 --> 00:12:47.480]  爲什麼呢
[00:12:47.480 --> 00:12:50.080]  因爲吳、師、慧的師
[00:12:50.080 --> 00:12:51.080]  我不懂得讀
[00:12:51.080 --> 00:12:52.680]  不懂得詩
[00:12:52.680 --> 00:12:54.480]  詩多少詩都不對
[00:12:54.480 --> 00:12:55.080]  我就問他
[00:12:55.080 --> 00:12:57.280]  你怎麼會懂
[00:12:57.280 --> 00:12:58.680]  他說我小時候
[00:12:58.680 --> 00:13:02.080]  我的朋友就是講普通話
[00:13:02.080 --> 00:13:03.680]  還要是四川話
[00:13:03.680 --> 00:13:05.480]  我媽媽教他
[00:13:05.480 --> 00:13:07.280]  我說爲什麼你的廣東話又這麼厲害
[00:13:07.280 --> 00:13:08.880]  我爸爸是香港人
[00:13:08.880 --> 00:13:11.280]  所以我跟着爸爸講
[00:13:11.280 --> 00:13:12.880]  但是你真的覺得他
[00:13:12.880 --> 00:13:14.480]  與衆人一樣
[00:13:14.480 --> 00:13:16.880]  他與衆人不是因爲他是一個神童
[00:13:16.880 --> 00:13:17.880]  而是他學
[00:13:17.880 --> 00:13:19.280]  可能的確是語言
[00:13:19.280 --> 00:13:20.680]  有些天分學得快
[00:13:20.680 --> 00:13:22.280]  其實耶穌也是
[00:13:22.280 --> 00:13:23.880]  耶穌充滿智慧
[00:13:23.880 --> 00:13:26.080]  不是說他好像一個神童
[00:13:26.080 --> 00:13:27.880]  而是他一直都要學
[00:13:27.880 --> 00:13:28.880]  學說話
[00:13:28.880 --> 00:13:29.480]  學表達
[00:13:29.480 --> 00:13:31.880]  或者他表達得好
[00:13:31.880 --> 00:13:34.480]  又有神的恩在他身上
[00:13:34.480 --> 00:13:36.880]  其實他好像常人一樣
[00:13:36.880 --> 00:13:38.680]  都需要神的恩典
[00:13:38.680 --> 00:13:39.880]  你和我都是
[00:13:39.880 --> 00:13:41.480]  怎麼會講神的恩典
[00:13:41.480 --> 00:13:42.680]  有時候我們安靜唱詩
[00:13:42.680 --> 00:13:43.880]  就數算神的恩典
[00:13:43.880 --> 00:13:45.480]  就因爲發現我們人有限
[00:13:45.480 --> 00:13:47.080]  我們需要神幫助我們
[00:13:47.080 --> 00:13:49.480]  我們病的時候我們會祈禱
[00:13:49.480 --> 00:13:50.880]  我們需要神幫
[00:13:50.880 --> 00:13:53.480]  我剛剛幾天前突然間敏感
[00:13:53.480 --> 00:13:54.680]  起紅爛
[00:13:54.680 --> 00:13:57.680]  我發懷肚消息給一些弟兄姊妹
[00:13:57.680 --> 00:13:59.280]  當然我自己也有喫藥
[00:13:59.280 --> 00:14:00.080]  有祈禱
[00:14:00.080 --> 00:14:02.080]  喫完之後第二天真的沒事
[00:14:02.080 --> 00:14:05.280]  但怎知我都記得提醒自己要喫藥
[00:14:05.280 --> 00:14:06.280]  有一晚忘記喫
[00:14:06.280 --> 00:14:09.880]  結果半夜咬到飛起
[00:14:09.880 --> 00:14:12.080]  我們身體都有軟弱的時候
[00:14:12.080 --> 00:14:13.480]  但我們需要神的恩幫助
[00:14:13.480 --> 00:14:15.880]  神的恩典可以透過我們祈禱
[00:14:15.880 --> 00:14:17.680]  透過我們的行動
[00:14:17.680 --> 00:14:18.480]  耶穌也是
[00:14:18.480 --> 00:14:20.080]  在祂小時候一直成長的時候
[00:14:20.080 --> 00:14:21.480]  有神的恩在祂身上
[00:14:21.480 --> 00:14:26.680]  就是說人見到神幫助祂一直成長
[00:14:26.680 --> 00:14:29.880]  原來我們救主耶穌基督
[00:14:29.880 --> 00:14:32.480]  這位尼賽亞
[00:14:32.480 --> 00:14:34.080]  被我們敬拜祂
[00:14:34.080 --> 00:14:36.280]  服侍祂 跟從祂的時候
[00:14:36.280 --> 00:14:39.480]  祂小時候和上人無異
[00:14:39.480 --> 00:14:41.880]  一樣需要成長的時間
[00:14:41.880 --> 00:14:44.280]  一天一天地長大
[00:14:44.280 --> 00:14:45.480]  但留意
[00:14:45.480 --> 00:14:48.480]  這對猶太人來說是很難接受的
[00:14:48.480 --> 00:14:50.280]  一位救主
[00:14:50.280 --> 00:14:52.680]  怎麼可能慢慢長大
[00:14:52.680 --> 00:14:54.680]  怎麼可能身體脆弱
[00:14:54.680 --> 00:14:57.480]  怎麼可能仍然需要神的恩幫助祂
[00:14:57.480 --> 00:14:59.280]  祂不是滿有能力嗎
[00:14:59.280 --> 00:15:02.280]  但耶穌基督祂來到這個世界
[00:15:02.280 --> 00:15:03.880]  祂拿了人的身份
[00:15:03.880 --> 00:15:06.080]  祂將自己致函
[00:15:06.080 --> 00:15:07.880]  路加是專門這樣寫
[00:15:07.880 --> 00:15:08.680]  寫得比別人多
[00:15:08.680 --> 00:15:09.680]  爲什麼
[00:15:09.680 --> 00:15:12.680]  路加寫的方書
[00:15:12.680 --> 00:15:15.680]  他很着重弱勢羣體
[00:15:15.680 --> 00:15:18.480]  病人 窮人 罪人
