
[00:00:00.000 --> 00:00:04.580]  在這個聖誕節的期間我們會開始一個新的系列
[00:01:38.080 --> 00:01:40.580]  連接到他的神經線裡面
[00:01:40.580 --> 00:01:41.880]  你真的可以控制這隻手
[00:01:41.880 --> 00:01:44.780]  去做一些很基本的動作
[00:01:44.780 --> 00:01:47.480]  MIT麻省理工已經算很厲害的team
[00:01:47.480 --> 00:01:49.280]  可是做出來的手
[00:01:49.280 --> 00:01:51.680]  跟我們原來這個還是差很遠
[00:01:51.680 --> 00:01:55.780]  他只能做一些很基本的東西
[00:01:55.780 --> 00:01:58.780]  他的敏感度比不過我們原來這隻手
[00:01:58.780 --> 00:02:00.080]  一個小小的手指
[00:02:00.080 --> 00:02:02.780]  有好幾萬個神經線
[00:02:02.780 --> 00:02:04.080]  我們是很敏感
[00:02:04.080 --> 00:02:06.080]  可以摸到很多不同的觸覺
[00:02:06.080 --> 00:02:08.280]  你想到的音樂就可以彈得到
[00:02:08.280 --> 00:02:10.180]  機械的手差很遠
[00:02:10.180 --> 00:02:12.180]  有進步可是差太遠了
[00:02:12.180 --> 00:02:13.980]  所以神奇妙的創造
[00:02:13.980 --> 00:02:15.580]  你知道你的眼睛
[00:02:15.580 --> 00:02:18.480]  據說如果在一片漆黑當中
[00:02:18.480 --> 00:02:19.580]  神所造你的眼睛
[00:02:19.580 --> 00:02:22.180]  你可以從30個mile以外
[00:02:22.180 --> 00:02:25.080]  能夠看到一點亮光
[00:02:25.080 --> 00:02:27.380]  如果我點一個蠟燭在30個mile以外
[00:02:27.380 --> 00:02:28.480]  如果一片黑暗的話
[00:02:28.480 --> 00:02:30.280]  你的眼睛可以看得見
[00:02:30.280 --> 00:02:31.480]  所以是很amazing
[00:02:31.480 --> 00:02:32.280]  非常amazing
[00:02:32.280 --> 00:02:34.280]  你的心臟也很amazing
[00:02:34.280 --> 00:02:37.080]  你一生人的心臟所bump出來的血
[00:02:37.080 --> 00:02:39.580]  其實已經超過很多萬噸
[00:02:39.580 --> 00:02:40.380]  所以心臟
[00:02:40.380 --> 00:02:42.480]  小小的心臟不可思議
[00:02:42.480 --> 00:02:44.180]  我這個禮拜
[00:02:44.180 --> 00:02:47.280]  昨天因為有個學生有些的意外
[00:02:47.280 --> 00:02:49.880]  所以我在醫院待了一整天
[00:02:49.880 --> 00:02:51.280]  那麼在醫院待一整天
[00:02:51.280 --> 00:02:52.780]  我的朋友陪著我
[00:02:52.780 --> 00:02:54.080]  後來待了一整天之後
[00:02:54.080 --> 00:02:55.480]  他很感慨地說
[00:02:55.480 --> 00:02:57.880]  在美國千萬不要病
[00:02:57.880 --> 00:02:59.180]  然後我就回應他一句
[00:02:59.180 --> 00:02:59.980]  不是在美國
[00:02:59.980 --> 00:03:02.480]  在哪裡都千萬不要病
[00:03:02.480 --> 00:03:04.780]  因為健康很可貴
[00:03:04.780 --> 00:03:05.780]  在醫院的時候
[00:03:05.780 --> 00:03:07.080]  我感覺很不好
[00:03:07.080 --> 00:03:09.580]  所以能夠有一個健康的生命
[00:03:09.580 --> 00:03:11.780]  活著很開心
[00:03:11.780 --> 00:03:14.880]  但是雖然這是一個奇妙的生命
[00:03:14.880 --> 00:03:16.280]  在我們現實生活當中
[00:03:16.280 --> 00:03:17.780]  當你認識生命的朋友
[00:03:17.780 --> 00:03:19.180]  你會發現
[00:03:19.180 --> 00:03:21.180]  極少的人
[00:03:21.180 --> 00:03:24.280]  懂得去享受這個奇妙的生命
[00:03:24.280 --> 00:03:25.580]  極少數的人
[00:03:25.580 --> 00:03:28.180]  能夠懂得為這個生命喝采
[00:03:28.180 --> 00:03:30.780]  能夠懂得為這個奇妙的生命去感嘆
[00:03:30.780 --> 00:03:31.780]  去感恩
[00:03:31.780 --> 00:03:33.280]  去覺得好偉大
[00:03:33.280 --> 00:03:34.880]  我想這樣活著
[00:03:34.880 --> 00:03:37.680]  因為畢竟很少的人
[00:03:37.680 --> 00:03:39.680]  會晚上沒事的時候
[00:03:39.680 --> 00:03:41.680]  看著自己的手說
[00:03:41.680 --> 00:03:43.480]  這是很奇妙的創造
[00:03:43.480 --> 00:03:46.280]  然後就突然覺得心裡很有動力
[00:03:46.280 --> 00:03:48.080]  去過正面的生活
[00:03:48.080 --> 00:03:49.680]  沒有人會這樣的
[00:03:49.680 --> 00:03:51.780]  詩人也不是這樣
[00:03:51.780 --> 00:03:52.980]  這不要誤會
[00:03:52.980 --> 00:03:55.080]  詩篇139篇的詩人
[00:03:55.080 --> 00:03:56.780]  不是因為沒事做
[00:03:56.780 --> 00:03:57.780]  晚上突然想到
[00:03:57.780 --> 00:03:59.380]  我眼睛好厲害啊
[00:03:59.380 --> 00:04:00.880]  我可以三十個mile
[00:04:00.880 --> 00:04:03.180]  就能夠看到一些燭光
[00:04:03.180 --> 00:04:03.980]  所以我覺得
[00:04:03.980 --> 00:04:05.680]  神的照我的肺腑
[00:04:05.680 --> 00:04:07.680]  非常地奇妙可畏
[00:04:07.680 --> 00:04:08.780]  祂不是
[00:04:08.780 --> 00:04:11.180]  祂是因為在生命當中
[00:04:11.180 --> 00:04:12.980]  在現實生活當中
[00:04:12.980 --> 00:04:14.480]  祂經歷到
[00:04:14.480 --> 00:04:15.780]  這位活的神
[00:04:15.780 --> 00:04:17.580]  怎麼奇妙地帶領祂
[00:04:17.580 --> 00:04:19.680]  因此祂有這樣的感慨
[00:04:19.680 --> 00:04:20.680]  人都是一樣
[00:04:20.680 --> 00:04:21.980]  我發現我也一樣
[00:04:21.980 --> 00:04:23.680]  我不會沒有經歷過神
[00:04:23.680 --> 00:04:24.780]  就覺得很感慨
[00:04:24.780 --> 00:04:25.280]  覺得
[00:04:25.280 --> 00:04:26.180]  哇 祢照我的手
[00:04:26.180 --> 00:04:27.780]  比MIT照的敏感多了
[00:04:27.780 --> 00:04:28.680]  我好感恩
[00:04:28.680 --> 00:04:29.780]  從來不會想到
[00:04:29.780 --> 00:04:31.280]  就算腦袋知道
[00:04:31.280 --> 00:04:32.680]  你也不會感恩
[00:04:32.680 --> 00:04:33.580]  除非
[00:04:33.580 --> 00:04:35.780]  在你現實生活當中
[00:04:35.780 --> 00:04:37.380]  你確實經歷到
[00:04:37.380 --> 00:04:40.380]  神不但只創造這個奇妙的生命
[00:04:40.380 --> 00:04:42.580]  而且祂沒有只是創造完了
[00:04:42.580 --> 00:04:44.480]  就擺在那邊不理
[00:04:44.480 --> 00:04:46.080]  就像我們剛剛唱的詩歌
[00:04:46.080 --> 00:04:48.180]  祂的手不會離開
[00:04:48.180 --> 00:04:49.780]  祂手所創造的
[00:04:49.780 --> 00:04:50.880]  祂創造的
[00:04:50.880 --> 00:04:51.980]  祂一定關心
[00:04:51.980 --> 00:04:53.580]  祂也愛祂
[00:04:53.580 --> 00:04:54.380]  只要祂愛的
[00:04:54.380 --> 00:04:55.180]  祂關心的
[00:04:55.180 --> 00:04:56.780]  你就可以經歷
[00:04:56.780 --> 00:04:57.880]  經歷到了以後
[00:04:57.880 --> 00:04:59.480]  你才會感嘆說
[00:04:59.480 --> 00:05:00.580]  這個奇妙的生命
[00:05:00.580 --> 00:05:01.480]  好偉大
[00:05:01.480 --> 00:05:02.980]  我想要感恩
[00:05:02.980 --> 00:05:04.880]  所以接下來禮物二
[00:05:04.880 --> 00:05:05.780]  我想跟大家分享
[00:05:05.780 --> 00:05:07.980]  不單只神賜給我們奇妙的生命
[00:05:07.980 --> 00:05:09.980]  祂還讓這個奇妙的生命
[00:05:09.980 --> 00:05:13.380]  能夠經歷到神非常奇妙的帶領
[00:05:13.380 --> 00:05:14.480]  沒有這個帶領
[00:05:14.480 --> 00:05:17.280]  你也享受不到這個奇妙的生命
[00:05:17.280 --> 00:05:18.280]  那我們繼續來讀
[00:05:18.280 --> 00:05:24.180]  我們詩篇的139篇的1到6節
[00:05:24.180 --> 00:05:25.080]  我們第一個point
[00:05:25.080 --> 00:05:26.780]  我想跟大家分享的就是
[00:05:26.780 --> 00:05:27.980]  原來神的帶領
[00:05:27.980 --> 00:05:30.280]  是基於祂對你的認識
[00:05:30.280 --> 00:05:32.180]  祂對你很深的認識
[00:05:32.180 --> 00:05:33.080]  我們剛剛讀過了
[00:05:33.080 --> 00:05:34.580]  我們來再讀一遍好不好
[00:05:34.580 --> 00:05:36.680]  1到6節我們一起來好不好
[00:05:36.680 --> 00:05:40.180]  耶華,你已經見察我,認識我
[00:05:40.180 --> 00:05:43.180]  我坐下,我起來,你都曉得
[00:05:43.180 --> 00:05:45.380]  你從遠處知道我的意念
[00:05:45.380 --> 00:05:48.180]  我行路,我躺貨,你都細察
[00:05:48.180 --> 00:05:50.380]  你也深知我一切所行的
[00:05:50.380 --> 00:05:52.280]  耶華,我舌頭上的話
[00:05:52.280 --> 00:05:54.380]  你沒有一句不知道的
[00:05:54.380 --> 00:05:56.280]  你在我前後環繞
[00:05:56.280 --> 00:05:57.980]  我暗守在我身上
[00:05:57.980 --> 00:05:59.780]  這樣的知識奇妙
[00:05:59.780 --> 00:06:01.580]  是我不能測的
[00:06:01.580 --> 00:06:04.480]  至高是我不能及的
[00:06:04.480 --> 00:06:06.180]  所以詩人經歷到這位神說
[00:06:06.180 --> 00:06:08.180]  原來神給他的帶領
[00:06:08.180 --> 00:06:10.780]  是因為神非常的清楚
[00:06:10.780 --> 00:06:12.980]  並且很了解你
[00:06:12.980 --> 00:06:14.380]  而且當詩人說
[00:06:14.380 --> 00:06:16.980]  神對我非常認識的時候
[00:06:16.980 --> 00:06:18.680]  我坐下,我起來,你都知道
[00:06:18.680 --> 00:06:20.480]  我每一句話你都聽見
[00:06:20.480 --> 00:06:22.880]  祂是很正面的說的
[00:06:22.880 --> 00:06:25.180]  祂說的非常舒服
[00:06:25.180 --> 00:06:28.180]  祂覺得神跟我這麼親密好舒服
[00:06:28.180 --> 00:06:29.880]  因為神的同在
[00:06:29.880 --> 00:06:32.480]  神如果跟你很同在的話
[00:06:32.480 --> 00:06:34.180]  可以有兩個不同反應
[00:06:34.180 --> 00:06:35.380]  有些人看到這篇詩篇
[00:06:35.380 --> 00:06:38.080]  我以前讀這篇詩篇覺得很恐怖
[00:06:38.080 --> 00:06:40.480]  神真的我每一句話你都聽到
[00:06:40.480 --> 00:06:42.880]  包括我背後說完壞話你也聽到
[00:06:42.880 --> 00:06:45.380]  我罵髒話的時候你也聽到
[00:06:45.380 --> 00:06:46.380]  那我就覺得很恐怖
[00:06:46.380 --> 00:06:49.480]  我每一句你都聽到
[00:06:49.480 --> 00:06:51.280]  詩人不是這個意思
[00:06:51.280 --> 00:06:53.480]  詩人說我每一句你都聽到
[00:06:53.480 --> 00:06:56.280]  意思是說這位神很關心他
[00:06:56.280 --> 00:06:57.380]  很了解他
[00:06:57.380 --> 00:06:59.280]  不是說神在那邊找麻煩
[00:06:59.280 --> 00:07:01.580]  就是盯著你看你有沒有說錯話
[00:07:01.580 --> 00:07:03.980]  說錯了馬上就punishment
[00:07:03.980 --> 00:07:05.080]  馬上懲罰就到
[00:07:05.080 --> 00:07:06.780]  那如果你覺得神是這樣
[00:07:06.780 --> 00:07:08.180]  你就覺得很恐怖
[00:07:08.180 --> 00:07:09.780]  你再讀這篇詩就覺得很恐怖
[00:07:09.780 --> 00:07:10.380]  真的嗎
[00:07:10.380 --> 00:07:12.780]  我坐下,起來,你什麼都知道
[00:07:12.780 --> 00:07:14.180]  我每個動作
[00:07:14.180 --> 00:07:16.380]  我每個意念你都知道
[00:07:16.380 --> 00:07:19.980]  如果你心目中的神是一位很可怕的神
[00:07:19.980 --> 00:07:22.980]  他隨時看著你是為了要懲罰你
[00:07:22.980 --> 00:07:25.080]  這篇詩篇你開始讀的時候
[00:07:25.080 --> 00:07:26.880]  你就會覺得很恐怖
[00:07:26.880 --> 00:07:29.580]  但是詩人所表達是很正面
[00:07:29.580 --> 00:07:30.680]  他說好棒
[00:07:30.680 --> 00:07:33.580]  原來神什麼都知道
[00:07:33.580 --> 00:07:34.580]  重點在哪
[00:07:34.580 --> 00:07:36.680]  重點是你怎麼看神
[00:07:36.680 --> 00:07:38.680]  你覺得神是蠻有恩典
[00:07:38.680 --> 00:07:39.780]  慈愛的神
[00:07:39.780 --> 00:07:41.480]  還是你覺得神是一位
[00:07:41.480 --> 00:07:43.380]  隨時想找你麻煩
[00:07:43.380 --> 00:07:44.880]  看你哪裡不妥
[00:07:44.880 --> 00:07:45.880]  就要懲罰你
[00:07:45.880 --> 00:07:47.480]  就要打你的神
[00:07:47.480 --> 00:07:49.180]  看你怎麼看
[00:07:49.180 --> 00:07:51.380]  如果你家裡有一位很嚴的父親
[00:07:51.380 --> 00:07:52.580]  或許你會覺得天上的父
[00:07:52.580 --> 00:07:54.380]  搞不好跟我父親一樣
[00:07:54.380 --> 00:07:56.680]  你就會覺得很恐怖
[00:07:56.680 --> 00:07:58.480]  如果你是接著律法
[00:07:58.480 --> 00:08:00.080]  來到神面前的
[00:08:00.080 --> 00:08:01.980]  你一定覺得很恐怖
[00:08:01.980 --> 00:08:03.480]  你去看舊約就知道
[00:08:03.480 --> 00:08:05.680]  以色列在西乃山
[00:08:05.680 --> 00:08:07.580]  本來神說你來接近我
[00:08:07.580 --> 00:08:08.280]  頒律法
[00:08:08.280 --> 00:08:09.980]  他們都不敢接近
[00:08:09.980 --> 00:08:11.980]  看到神的出現太恐怖
[00:08:11.980 --> 00:08:14.080]  他們說不要直接跟我講話
[00:08:14.080 --> 00:08:15.280]  你告訴摩西就好
[00:08:15.280 --> 00:08:17.080]  摩西來告訴我
[00:08:17.080 --> 00:08:18.380]  可是到了新約
[00:08:18.380 --> 00:08:20.980]  如果你是接著主耶穌的恩典
[00:08:20.980 --> 00:08:22.680]  你知道主耶穌在實架上
[00:08:22.680 --> 00:08:26.380]  已經赦免你過去所有犯的罪
[00:08:26.380 --> 00:08:28.180]  你現在正在犯的罪
[00:08:28.180 --> 00:08:30.780]  跟你將來將要犯的罪
[00:08:30.780 --> 00:08:33.380]  一次過釘在實架上
[00:08:33.380 --> 00:08:35.880]  你是透過這個恩典來到神面前
[00:08:35.880 --> 00:08:38.380]  你對神的形象會完全改變
[00:08:38.380 --> 00:08:41.680]  你知道原來神是多麼慈愛
[00:08:41.680 --> 00:08:42.980]  大有赦免
[00:08:42.980 --> 00:08:44.380]  祂的怒氣
[00:08:44.380 --> 00:08:46.580]  不過是一瞬間
[00:08:46.580 --> 00:08:48.780]  可是祂的慈愛永遠長存
[00:08:48.780 --> 00:08:51.080]  你就不怕來到神面前說
[00:08:51.080 --> 00:08:52.080]  現在我知道
[00:08:52.080 --> 00:08:53.580]  我每一句話你都聽見
[00:08:53.580 --> 00:08:54.380]  但是我不怕
[00:08:54.380 --> 00:08:56.080]  雖然我常常說錯話
[00:08:56.080 --> 00:08:57.680]  但是每一句錯的話
[00:08:57.680 --> 00:09:01.080]  主耶穌在實架上已經赦免了
[00:09:01.080 --> 00:09:02.580]  所以你是愛我的
[00:09:02.580 --> 00:09:04.980]  所以你是透過恩典來到神面前
[00:09:04.980 --> 00:09:06.680]  你就不怕神親近你
[00:09:06.680 --> 00:09:08.280]  你透過律法來到神面前
[00:09:08.280 --> 00:09:09.480]  你就很小心
[00:09:09.480 --> 00:09:10.880]  隨時你都怕
[00:09:10.880 --> 00:09:11.680]  搞不好說錯話
[00:09:11.680 --> 00:09:12.680]  神要懲罰
[00:09:12.680 --> 00:09:14.680]  搞不好今天禱告時間不夠
[00:09:14.680 --> 00:09:16.280]  我有很長的時間信主之後
[00:09:16.280 --> 00:09:18.480]  是活在這種恐懼當中
[00:09:18.480 --> 00:09:21.280]  稍微那天忘記讀經禱告
[00:09:21.280 --> 00:09:22.580]  就覺得今天出門
[00:09:22.580 --> 00:09:24.580]  搞不好會發生車禍也不一定
[00:09:24.580 --> 00:09:26.580]  搞不好神今天不愛我了
[00:09:26.580 --> 00:09:27.680]  就很恐懼
[00:09:27.680 --> 00:09:28.980]  就忘記原來
[00:09:28.980 --> 00:09:30.880]  你不是透過律法來到神面前
[00:09:30.880 --> 00:09:32.280]  你是透過恩典
[00:09:32.280 --> 00:09:34.380]  來到神面前就完全不一樣
[00:09:34.380 --> 00:09:35.580]  所以詩人是很正面的
[00:09:35.580 --> 00:09:38.380]  他說神你知道我每一句的話
[00:09:38.380 --> 00:09:40.380]  非常的清楚
[00:09:40.380 --> 00:09:42.180]  第二點我想跟大家分享
[00:09:42.180 --> 00:09:43.980]  神很了解你
[00:09:43.980 --> 00:09:45.180]  很重要
[00:09:45.180 --> 00:09:47.180]  因為很多的人來到神面前
[00:09:47.180 --> 00:09:49.980]  不敢把你的生命交在神的手中
[00:09:49.980 --> 00:09:52.580]  是因為你覺得神對你的待你
[00:09:52.580 --> 00:09:57.180]  不是建基於祂對你很深的認識
[00:09:57.180 --> 00:09:59.480]  我前一陣子看新聞看到
[00:09:59.480 --> 00:10:03.780]  你知道印度的婚禮是很traditional
[00:10:03.780 --> 00:10:07.280]  很多的印度人現在還是家裡幫他去
[00:10:07.280 --> 00:10:08.780]  arrange marriage
[00:10:08.780 --> 00:10:11.980]  就是幫你找了一個新娘就跟你結婚
[00:10:11.980 --> 00:10:13.780]  他們是父母跟你配的
[00:10:13.780 --> 00:10:14.880]  不是你配的
[00:10:14.880 --> 00:10:15.880]  不是只有戀愛
[00:10:15.880 --> 00:10:17.780]  是父母幫你去搞定
[00:10:17.780 --> 00:10:19.980]  那麼前陣子有個新聞說
[00:10:19.980 --> 00:10:21.580]  有個印度人在美國留學
[00:10:21.580 --> 00:10:22.780]  回到印度之後
[00:10:22.780 --> 00:10:25.880]  父母為他安排了一宗婚姻
[00:10:25.880 --> 00:10:27.580]  那麼在結婚的時候
[00:10:27.580 --> 00:10:30.180]  他一打開那個新娘的婚紗
[00:10:30.180 --> 00:10:31.480]  嚇一跳
[00:10:31.480 --> 00:10:34.180]  他說我沒有辦法接受這個樣子
[00:10:34.180 --> 00:10:35.380]  所以他當場
[00:10:35.380 --> 00:10:38.580]  那個人在婚禮當中當場要退婚
[00:10:38.580 --> 00:10:41.180]  所以就上了新聞
[00:10:41.180 --> 00:10:42.380]  弟兄姊妹
[00:10:42.380 --> 00:10:44.080]  你知道有時候
[00:10:44.080 --> 00:10:47.580]  我們想像我們的父神
[00:10:47.580 --> 00:10:49.980]  就像這個印度的父親一樣
[00:10:49.980 --> 00:10:52.180]  他不知道我想要什麼
[00:10:52.180 --> 00:10:53.980]  你不知道我的喜好
[00:10:53.980 --> 00:10:55.680]  你會為我安排一個
[00:10:55.680 --> 00:10:57.980]  我看很不順眼的新娘
[00:10:57.980 --> 00:10:59.480]  把她帶到我面前
[00:10:59.480 --> 00:11:01.580]  在結婚的時候我翻開一看
[00:11:01.580 --> 00:11:02.680]  神
[00:11:02.680 --> 00:11:06.080]  給我認真一點
[00:11:06.080 --> 00:11:09.080]  我們經常很多人是怕這個
[00:11:09.080 --> 00:11:12.180]  你不是不想要神帶領你
[00:11:12.180 --> 00:11:14.080]  而是你不信得過神
[00:11:14.080 --> 00:11:15.880]  祂有多認識你
[00:11:15.880 --> 00:11:17.980]  我們都覺得神就像那個印度的父親
[00:11:17.980 --> 00:11:19.680]  你都不知道我的喜好
[00:11:19.680 --> 00:11:21.880]  也不知道我喜歡哪一類型的女孩
[00:11:21.880 --> 00:11:23.780]  都亂編
[00:11:23.780 --> 00:11:25.380]  你知道以前舊的神學院
[00:11:25.380 --> 00:11:28.080]  老一派的神學院是院長說了算
[00:11:28.080 --> 00:11:29.680]  是你去讀神學院的院長說
[00:11:29.680 --> 00:11:30.980]  你跟你結婚
[00:11:30.980 --> 00:11:33.680]  所以現在同學聽起來覺得很恐怖
[00:11:33.680 --> 00:11:35.980]  院長你是不是了解我的性格
[00:11:35.980 --> 00:11:37.880]  到底喜歡哪一類型的
[00:11:37.880 --> 00:11:40.580]  你是不是真的知道
[00:11:40.580 --> 00:11:43.180]  你不怕來到神面前
[00:11:43.180 --> 00:11:44.780]  把你的生命
[00:11:44.780 --> 00:11:45.880]  你的計畫
[00:11:45.880 --> 00:11:47.480]  交給祂帶領
[00:11:47.480 --> 00:11:49.580]  是因為詩人告訴你
[00:11:49.580 --> 00:11:52.980]  原來神對你非常的認識
[00:11:52.980 --> 00:11:54.580]  祂知道你的意念
[00:11:54.580 --> 00:11:56.280]  祂知道你性格
[00:11:56.280 --> 00:11:58.680]  祂知道你愛好
[00:11:58.680 --> 00:12:03.180]  你每一句話祂都聽到
[00:12:03.180 --> 00:12:05.280]  我做很多心理輔導
[00:12:05.280 --> 00:12:06.380]  我自問
[00:12:06.380 --> 00:12:08.280]  也很有興趣聽別人講話
[00:12:08.280 --> 00:12:09.680]  我也很流行聽
[00:12:09.680 --> 00:12:11.380]  我記憶力算好
[00:12:11.380 --> 00:12:13.480]  可是很多時候你來到我面前講完話
[00:12:13.480 --> 00:12:15.380]  我隔天就忘記
[00:12:15.380 --> 00:12:17.180]  真的
[00:12:17.180 --> 00:12:19.480]  Cindy跟我說她不喜歡吃番茄
[00:12:19.480 --> 00:12:20.780]  她講很多次我才記得
[00:12:20.780 --> 00:12:22.880]  她不喜歡吃番茄
[00:12:22.880 --> 00:12:23.780]  不然我請她吃番茄
[00:12:23.780 --> 00:12:26.380]  她就來我請你吃番茄飯
[00:12:26.380 --> 00:12:27.180]  很多人都這樣
[00:12:27.180 --> 00:12:28.380]  就是你跟很多人講話
[00:12:28.380 --> 00:12:29.780]  她當時聽得很留意
[00:12:29.780 --> 00:12:31.380]  可是隔天她就忘記了
[00:12:31.380 --> 00:12:32.380]  你要說很多次
[00:12:32.380 --> 00:12:33.080]  我才記得
[00:12:33.080 --> 00:12:33.680]  對我才忘記
[00:12:33.680 --> 00:12:34.880]  原來你不喜歡這個
[00:12:34.880 --> 00:12:37.080]  你喜歡這種
[00:12:37.080 --> 00:12:38.580]  只有神
[00:12:38.580 --> 00:12:41.480]  能夠在你出生時所說的第一句話
[00:12:41.480 --> 00:12:44.080]  到你今天為止說的每一句話
[00:12:44.080 --> 00:12:45.980]  祂都聽得清清楚楚
[00:12:45.980 --> 00:12:48.080]  並且祂記得
[00:12:48.080 --> 00:12:52.880]  所以沒有人可以比神更了解你的
[00:12:52.880 --> 00:12:54.480]  你用心的輔導
[00:12:54.480 --> 00:12:56.480]  你來我面前講一個小時的話
[00:12:56.480 --> 00:12:59.180]  我憑什麼知道你一生到底什麼性格
[00:12:59.180 --> 00:13:00.580]  我只能夠猜
[00:13:00.580 --> 00:13:02.680]  所以我也不敢隨便給太多建議
[00:13:02.680 --> 00:13:04.380]  因為我真的不了解
[00:13:04.380 --> 00:13:05.480]  唯有神
[00:13:05.480 --> 00:13:07.080]  你來到他面前告訴他
[00:13:07.080 --> 00:13:08.280]  你想要什麼
[00:13:08.280 --> 00:13:09.380]  你還沒說之前
[00:13:09.380 --> 00:13:12.680]  他已經知道你是怎麼樣的人
[00:13:12.680 --> 00:13:14.180]  他從小就看顧你
[00:13:14.180 --> 00:13:16.880]  知道你第一句話是在講什麼
[00:13:16.880 --> 00:13:17.780]  他知道你性格
[00:13:17.780 --> 00:13:19.280]  他知道你喜歡吃什麼
[00:13:19.280 --> 00:13:20.680]  不喜歡吃什麼
[00:13:20.680 --> 00:13:23.180]  他知道什麼樣的職業最適合你
[00:13:23.180 --> 00:13:24.880]  他知道你的恩賜在哪
[00:13:24.880 --> 00:13:26.680]  他知道你才幹是什麼
[00:13:26.680 --> 00:13:30.280]  他知道你最適合怎麼樣的婚姻生活
[00:13:30.280 --> 00:13:33.080]  有些人他知道你適合單身
[00:13:33.080 --> 00:13:35.280]  因為有些人特別給他單身的恩賜
[00:13:35.280 --> 00:13:36.780]  你也可以活得很快樂
[00:13:36.780 --> 00:13:37.480]  神知道
[00:13:37.480 --> 00:13:38.080]  我們不知道
[00:13:38.080 --> 00:13:39.580]  我們就亂跟
[00:13:39.580 --> 00:13:42.780]  我們覺得世界上什麼適合我們就跟什麼
[00:13:42.780 --> 00:13:44.380]  所以有時候我們覺得自己很厲害
[00:13:44.380 --> 00:13:46.080]  自己計劃自己的東西
[00:13:46.080 --> 00:13:47.380]  自己計劃覺得
[00:13:47.380 --> 00:13:48.780]  走這條路應該很開心
[00:13:48.780 --> 00:13:50.780]  可是一點都不開心
[00:13:50.780 --> 00:13:53.380]  你那個奇妙的生命也不懂得享受
[00:13:53.380 --> 00:13:55.680]  用得也不好
[00:13:55.680 --> 00:13:57.280]  要不要重新試過
[00:13:57.280 --> 00:13:59.180]  來到神面前
[00:13:59.180 --> 00:14:00.880]  對他有這種信任
[00:14:00.880 --> 00:14:05.180]  知道說他真的知道你要什麼
[00:14:05.180 --> 00:14:07.280]  包括你沒有講出來
[00:14:07.280 --> 00:14:10.580]  我跟大家分享過我們建堂的事情
[00:14:10.580 --> 00:14:11.780]  我什麼時候想起
[00:14:11.780 --> 00:14:13.380]  我都覺得很Amazing
[00:14:13.380 --> 00:14:15.680]  真的是因為只是一次旅遊
[00:14:15.680 --> 00:14:16.980]  我們去了Oregon
[00:14:16.980 --> 00:14:20.080]  去逛Shopping Mall的時候
