
[00:00:00.000 --> 00:00:03.760]  今天的題目「只管去全港神的國」
[00:01:54.120 --> 00:01:56.960]  在此之前凡相信耶穌的人
[00:01:56.960 --> 00:01:59.120]  願意去信靠祂的人
[00:01:59.120 --> 00:02:03.000]  都被稱為耶穌基督的門徒
[00:02:03.000 --> 00:02:08.480]  門徒就是相信跟隨、效法、信服耶穌的人
[00:02:08.480 --> 00:02:12.240]  當他們只管這樣去做的時候
[00:02:12.240 --> 00:02:16.240]  這就是跟隨基督背十字架
[00:02:16.240 --> 00:02:17.240]  而今天我們讀的經文
[00:02:17.240 --> 00:02:24.520]  是耶穌結束祂在前面加利利傳道工作的最後一個片段
[00:02:24.520 --> 00:02:26.480]  然後在五十一節開始
[00:02:26.480 --> 00:02:29.120]  祂就轉往耶路撒冷
[00:02:29.120 --> 00:02:32.840]  邁向十字架的旅程
[00:02:32.840 --> 00:02:35.240]  在這條路上祂教導門徒
[00:02:35.240 --> 00:02:38.280]  什麼為之門徒之道
[00:02:38.280 --> 00:02:40.200]  在這條道路上祂教導門徒
[00:02:40.200 --> 00:02:43.160]  什麼為之背十字架
[00:02:43.160 --> 00:02:45.000]  耶穌教正門徒
[00:02:45.000 --> 00:02:49.680]  如何實踐這個只管跟從祂的人生
[00:02:49.680 --> 00:02:51.240]  我們繼續進入經文之前
[00:02:51.240 --> 00:02:54.280]  再一次祈禱、交託
[00:02:54.280 --> 00:02:58.400]  主耶穌基督,當我們打開關於祢
[00:02:58.400 --> 00:03:00.240]  真正在地上的工作
[00:03:00.240 --> 00:03:03.840]  如何去教導門徒的片段的時候
[00:03:03.840 --> 00:03:07.320]  我們知道聖靈讓我們去明白更多
[00:03:07.320 --> 00:03:11.960]  祢當天的說話也都對今天的我們說話
[00:03:11.960 --> 00:03:14.200]  求聖靈引導我們
[00:03:14.200 --> 00:03:17.040]  可以開我們的心
[00:03:17.040 --> 00:03:18.440]  開我們的耳朵
[00:03:18.440 --> 00:03:20.680]  聽盡神國的真理
[00:03:20.680 --> 00:03:21.360]  多謝主
[00:03:21.360 --> 00:03:24.560]  我們的禱告是奉主耶穌基督得聖明治祈求
[00:03:24.560 --> 00:03:27.080]  阿們
[00:03:27.080 --> 00:03:28.760]  我請大家可以讀這兩節
[00:03:28.760 --> 00:03:29.920]  預備起
[00:03:29.920 --> 00:03:32.280]  門徒互相議論
[00:03:32.280 --> 00:03:35.080]  他們中間誰最大
[00:03:35.080 --> 00:03:38.560]  耶穌看出他們心中的議論
[00:03:38.560 --> 00:03:41.360]  就另一個小孩子來
[00:03:41.360 --> 00:03:44.440]  叫他站在自己旁邊
[00:03:44.440 --> 00:03:47.560]  門徒增大不僅僅是這一次
[00:03:47.560 --> 00:03:48.520]  但是在《路加福音》裡面
[00:03:48.520 --> 00:03:52.200]  還記載了另一次在余智的晚餐上面
[00:03:52.200 --> 00:03:54.680]  他們又在爭論誰最大
[00:03:54.680 --> 00:03:56.200]  不過在九章這裡
[00:03:56.200 --> 00:03:58.560]  經文用了「議論」這個字詞
[00:03:58.560 --> 00:04:00.080]  這個字詞也可以譯為
[00:04:00.080 --> 00:04:02.480]  他們心裡面起了一種思想
[00:04:02.480 --> 00:04:05.480]  有一些念頭不斷在判算
[00:04:05.480 --> 00:04:07.840]  以致他們認為一些東西
[00:04:07.840 --> 00:04:10.720]  認為的不一定是對的
[00:04:10.720 --> 00:04:12.360]  認為的可以是他們過去
[00:04:12.360 --> 00:04:13.960]  一路受到世界的框架
[00:04:13.960 --> 00:04:18.480]  價值觀框著而有的一些的意念
[00:04:18.480 --> 00:04:21.640]  耶穌知道他們心裡面的這些意念
[00:04:21.640 --> 00:04:23.400]  是怎樣的意念呢
[00:04:23.400 --> 00:04:24.880]  第九章很長的
[00:04:24.880 --> 00:04:27.800]  一開始在第九章一節發生什麼事
[00:04:27.800 --> 00:04:31.120]  就是耶穌叫齊十二個使徒、門徒
[00:04:31.120 --> 00:04:34.720]  然後將能力和權柄給他們
[00:04:34.720 --> 00:04:37.880]  讓他們可以用這些能力和權柄
[00:04:37.880 --> 00:04:42.360]  去趕鬼、去醫病、去傳講神的國
[00:04:42.360 --> 00:04:44.800]  門徒就去做這些事情
[00:04:44.800 --> 00:04:46.440]  所以可以想像
[00:04:46.440 --> 00:04:49.720]  這些門徒他們是多麼興奮
[00:04:49.720 --> 00:04:51.960]  之前是看耶穌基督自己
[00:04:51.960 --> 00:04:54.360]  去施行他們的能力和權柄
[00:04:54.360 --> 00:04:57.000]  現在我有耶穌的能力和權柄
[00:04:57.000 --> 00:05:00.560]  可以醫病、可以趕鬼
[00:05:00.560 --> 00:05:05.760]  哇!很大的驚奇、很大的興奮
[00:05:05.760 --> 00:05:09.160]  有可能在路上他們會開始互相比較
[00:05:09.160 --> 00:05:10.680]  互相分享
[00:05:10.680 --> 00:05:13.320]  哇!剛才我趕出了一隻鬼
[00:05:13.320 --> 00:05:16.160]  一隻而已,我三隻
[00:05:16.160 --> 00:05:18.080]  我治療了五個人
[00:05:18.080 --> 00:05:20.600]  我治療了十個人
[00:05:20.600 --> 00:05:22.080]  你明白嗎?
[00:05:22.080 --> 00:05:23.760]  正在做正確的事情
[00:05:23.760 --> 00:05:26.000]  慢慢這些正確的事情
[00:05:26.000 --> 00:05:28.040]  本來你知道是靠主的
[00:05:28.040 --> 00:05:31.520]  慢慢就計算在自己身上
[00:05:31.520 --> 00:05:34.200]  當他們一直有這些意念
[00:05:34.200 --> 00:05:35.600]  有這些思想
[00:05:35.600 --> 00:05:38.360]  有這些認為
[00:05:38.360 --> 00:05:41.120]  他們一直在心裡比較
[00:05:41.120 --> 00:05:45.560]  然後在口裡去討論、去爭論
[00:05:45.560 --> 00:05:47.840]  十二個人當中可能有三個
[00:05:47.840 --> 00:05:49.960]  剛剛跟了耶穌上山
[00:05:49.960 --> 00:05:53.160]  見證耶穌改變形象的門徒
[00:05:53.160 --> 00:05:56.320]  經文告訴我們他們沒有特別告訴別人
[00:05:56.320 --> 00:05:58.160]  大概他們心裡可能在想
[00:05:58.160 --> 00:06:01.720]  如果我告訴你剛才我在上山的時候
[00:06:01.720 --> 00:06:03.040]  見到耶穌改變形象
[00:06:03.040 --> 00:06:04.520]  還見到摩西爾利亞
[00:06:04.520 --> 00:06:06.880]  我這些高級弟子
[00:06:06.880 --> 00:06:09.960]  你明白那種憎戴是多麼容易出現
[00:06:09.960 --> 00:06:11.760]  所有事情都是好的
[00:06:11.760 --> 00:06:13.720]  所有發生的事情都是好的
[00:06:13.720 --> 00:06:15.600]  做的事情都是應該的
[00:06:15.600 --> 00:06:16.720]  不過當這件事
[00:06:16.720 --> 00:06:19.600]  將功勞歸在自己身上的時候
[00:06:19.600 --> 00:06:21.480]  就會變質了
[00:06:21.480 --> 00:06:23.280]  我不知道你有沒有試過
[00:06:23.280 --> 00:06:24.960]  在一些場景當中
[00:06:24.960 --> 00:06:26.440]  一些經歷裡面
[00:06:26.440 --> 00:06:28.920]  在教會的生活裡面侍奉
[00:06:28.920 --> 00:06:32.600]  你覺得自己都做得挺好的?
[00:06:32.600 --> 00:06:34.760]  我試過
[00:06:34.760 --> 00:06:37.280]  在青年團契的時候
[00:06:37.280 --> 00:06:39.800]  有一年有一對團友結婚
[00:06:39.800 --> 00:06:43.600]  就邀請我們團契去幫忙在婚禮上獻事
[00:06:43.600 --> 00:06:45.600]  於是團友紛紛報名
[00:06:45.600 --> 00:06:46.480]  師班員有沒有?
[00:06:46.480 --> 00:06:48.240]  有,很多人去報名
[00:06:48.240 --> 00:06:49.080]  師琴有沒有?
[00:06:49.080 --> 00:06:51.240]  都有兩個選一個
[00:06:51.240 --> 00:06:54.600]  那有沒有人帶大家練習指揮?
[00:06:54.600 --> 00:06:55.680]  沒有
[00:06:55.680 --> 00:06:56.640]  沒有?
[00:06:56.640 --> 00:06:58.680]  那你去吧,你是團長
[00:06:58.680 --> 00:07:00.840]  那時候我正在做團長
[00:07:00.840 --> 00:07:02.040]  不懂的
[00:07:02.040 --> 00:07:03.360]  那就和大家練習一下
[00:07:03.360 --> 00:07:05.280]  看看樂譜
[00:07:05.280 --> 00:07:07.240]  一邊練習的時候發現很難
[00:07:07.240 --> 00:07:09.320]  有一個位置唱來唱去都唱得不好
[00:07:09.320 --> 00:07:10.560]  師班明白的了
[00:07:10.560 --> 00:07:13.120]  幾個聲部一起去夾的時候
[00:07:13.120 --> 00:07:15.880]  總是有一些位置是夾不齊的
[00:07:15.880 --> 00:07:17.840]  通常指揮會叫大家做什麼?
[00:07:17.840 --> 00:07:20.640]  去到那個位置就看著我
[00:07:20.640 --> 00:07:23.080]  一指就入了
[00:07:23.080 --> 00:07:24.680]  我也嘗試用這個方法和團友說
[00:07:24.680 --> 00:07:25.920]  我們練了幾次都練不到
[00:07:25.920 --> 00:07:26.960]  不如這樣吧
[00:07:26.960 --> 00:07:29.840]  去到這個位置大家就不要只是低頭看著樂譜
[00:07:29.840 --> 00:07:33.600]  你看一看我就指大家一起入
[00:07:33.600 --> 00:07:36.080]  這樣練了之後又真的效果不錯
[00:07:36.080 --> 00:07:38.080]  去到婚禮上獻唱
[00:07:38.080 --> 00:07:39.240]  唱得很好
[00:07:39.240 --> 00:07:40.640]  完了之後有人來稱讚
[00:07:40.640 --> 00:07:44.680]  哇,你們今天團契,那件事很好
[00:07:44.680 --> 00:07:47.360]  你知道那時候我說了一句什麼話嗎?
[00:07:47.360 --> 00:07:48.480]  是啦
[00:07:48.480 --> 00:07:53.080]  我都叫大家看著我了
[00:07:53.080 --> 00:07:57.360]  有能力就認為是歸功給自己
[00:07:57.360 --> 00:08:01.640]  前面其中有很多土不記得了
[00:08:01.640 --> 00:08:02.760]  功勞在自己身上
[00:08:02.760 --> 00:08:05.160]  因為你的思想轉變了
[00:08:05.160 --> 00:08:06.400]  這個世界就是教我們
[00:08:06.400 --> 00:08:10.920]  要將很多的好東西說是自己
[00:08:10.920 --> 00:08:11.880]  是屬於自己
[00:08:11.880 --> 00:08:15.120]  是因為自己
[00:08:15.120 --> 00:08:18.080]  門徒爭大
[00:08:18.080 --> 00:08:19.160]  更加因為他們知道
[00:08:19.160 --> 00:08:21.880]  耶穌要進入耶路撒冷成就大事
[00:08:21.880 --> 00:08:23.680]  他們不明白
[00:08:23.680 --> 00:08:26.400]  以為耶穌在那裡要做一些很厲害的事
[00:08:26.400 --> 00:08:27.280]  當然是很厲害
[00:08:27.280 --> 00:08:30.480]  不過不是他們以為那種的厲害
[00:08:30.480 --> 00:08:31.960]  做完那些大事之後
[00:08:31.960 --> 00:08:34.840]  論功、行賞
[00:08:34.840 --> 00:08:36.760]  無論如何,門徒的這些認為
[00:08:36.760 --> 00:08:37.600]  或者以為
[00:08:37.600 --> 00:08:38.960]  這些思想反映了
[00:08:38.960 --> 00:08:43.400]  他們仍然深受世界觀的價值觀的影響
[00:08:43.400 --> 00:08:45.440]  爭取榮譽
[00:08:45.440 --> 00:08:49.680]  是當時近東文化一個很重要的特質
[00:08:49.680 --> 00:08:51.320]  人人都是去比較
[00:08:51.320 --> 00:08:53.920]  誰多點honor
[00:08:53.920 --> 00:08:56.440]  誰多點功勞
[00:08:56.440 --> 00:08:58.440]  然後互相比較之下
[00:08:58.440 --> 00:09:01.640]  多點功勞的就可以大聲一點
[00:09:01.640 --> 00:09:03.640]  人家要聽他
[00:09:03.640 --> 00:09:06.040]  他最大
[00:09:06.040 --> 00:09:07.480]  不過背十字架的人
[00:09:07.480 --> 00:09:08.520]  耶穌教導我們
[00:09:08.520 --> 00:09:10.320]  糾纏我們的思想就是
[00:09:10.320 --> 00:09:12.920]  相反的方向
[00:09:12.920 --> 00:09:14.320]  社稷
[00:09:14.320 --> 00:09:17.560]  耶穌一早知道他們心裡所想的
[00:09:17.560 --> 00:09:19.520]  這些的認為
[00:09:19.520 --> 00:09:20.760]  他帶了一個小孩來
[00:09:20.760 --> 00:09:22.440]  站在自己旁邊
[00:09:22.440 --> 00:09:24.600]  很明顯要用這個小孩做一個示範
[00:09:24.600 --> 00:09:26.640]  他接著說了第四十八節
[00:09:26.640 --> 00:09:27.800]  一起讀吧
[00:09:27.800 --> 00:09:29.720]  對他們說
[00:09:29.720 --> 00:09:33.760]  凡為我的名接納者小孩子的
[00:09:33.760 --> 00:09:35.880]  就是接納我
[00:09:35.880 --> 00:09:37.560]  凡接納我的
[00:09:37.560 --> 00:09:40.880]  就是接納那差我來的
[00:09:40.880 --> 00:09:43.240]  你們中間最小的
[00:09:43.240 --> 00:09:45.800]  他就是最大的
[00:09:45.800 --> 00:09:48.120]  大概你會發現這裡重重複複的
[00:09:48.120 --> 00:09:50.800]  就是接納這個字詞
[00:09:50.800 --> 00:09:52.280]  四次
[00:09:52.280 --> 00:09:53.640]  不過接納的對象
[00:09:53.640 --> 00:09:56.240]  那個起點很特別
[00:09:56.240 --> 00:09:58.680]  耶穌是找小孩子
[00:09:58.680 --> 00:10:00.160]  小孩子當然要接納他
[00:10:00.160 --> 00:10:01.440]  歡迎他
[00:10:01.440 --> 00:10:02.280]  接待他
[00:10:02.280 --> 00:10:05.560]  因為他是天真可愛
[00:10:05.560 --> 00:10:08.720]  當時近東的文化不是這樣看小孩子的
[00:10:08.720 --> 00:10:12.680]  小孩子所代表的形象
[00:10:12.680 --> 00:10:15.520]  或者他們代表的特質是什麼
[00:10:15.520 --> 00:10:17.000]  是軟弱
[00:10:17.000 --> 00:10:18.280]  無助
[00:10:18.280 --> 00:10:20.320]  容易死
[00:10:20.320 --> 00:10:21.840]  在那個世代
[00:10:21.840 --> 00:10:23.320]  有文獻記載
[00:10:23.320 --> 00:10:26.720]  有三成的嬰兒出生的時候夭折
[00:10:26.720 --> 00:10:28.560]  有六成的孩子
[00:10:28.560 --> 00:10:30.520]  長不過十六歲
[00:10:30.520 --> 00:10:32.920]  所以小孩子是一個很脆弱
[00:10:32.920 --> 00:10:34.080]  很容易死
[00:10:34.080 --> 00:10:35.880]  沒什麼能力
[00:10:35.880 --> 00:10:37.440]  甚至大家認為
[00:10:37.440 --> 00:10:38.520]  微不足道
[00:10:38.520 --> 00:10:40.680]  沒有重要性
[00:10:40.680 --> 00:10:43.080]  能不能夠長大成功都不知道
[00:10:43.080 --> 00:10:45.320]  長大了你才發聲
[00:10:45.320 --> 00:10:47.200]  小孩子不要發那麼多聲
[00:10:47.200 --> 00:10:49.080]  當時有拉比教導
[00:10:49.080 --> 00:10:52.400]  不需要浪費時間聽小孩子的講論
[00:10:52.400 --> 00:10:55.080]  浪費時間而已
[00:10:55.080 --> 00:10:57.400]  他們就是帶著這些觀念去看小孩子
[00:10:57.400 --> 00:10:59.200]  不重要的
[00:10:59.200 --> 00:11:01.520]  沒有榮譽可言
[00:11:01.520 --> 00:11:03.280]  不要浪費時間
[00:11:03.280 --> 00:11:05.640]  不需要看重他們
[00:11:05.640 --> 00:11:06.640]  但是耶穌說
[00:11:06.640 --> 00:11:10.520]  你要接納一些這麼卑微
[00:11:10.520 --> 00:11:11.400]  微不足道
[00:11:11.400 --> 00:11:12.880]  無助軟弱的人
[00:11:12.880 --> 00:11:14.880]  你要歡迎
[00:11:14.880 --> 00:11:19.280]  你要聽他所說的
[00:11:19.280 --> 00:11:22.280]  門徒只是認為自己比較重要
[00:11:22.280 --> 00:11:26.240]  而是紛紛看自己
[00:11:26.240 --> 00:11:28.480]  不是去看對方
[00:11:28.480 --> 00:11:29.840]  紛紛去比較之下
[00:11:29.840 --> 00:11:32.840]  要對方聽自己
[00:11:32.840 --> 00:11:34.280]  耶穌卻是說
[00:11:34.280 --> 00:11:38.560]  你要接納卑微和軟弱的
[00:11:38.560 --> 00:11:39.480]  世界告訴你
[00:11:39.480 --> 00:11:42.800]  你要以成敗論高低
[00:11:42.800 --> 00:11:43.960]  但是耶穌卻是說
[00:11:43.960 --> 00:11:45.560]  福音教我們
[00:11:45.560 --> 00:11:49.000]  只管接納卑微的人
[00:11:49.000 --> 00:11:50.160]  你只管去接納
[00:11:50.160 --> 00:11:54.280]  這是背十字架寫幾的其中一方面的展現
[00:11:54.280 --> 00:11:56.560]  不要再用世界的價值觀來比較
[00:11:56.560 --> 00:11:58.840]  和對方去稱過
[00:11:58.840 --> 00:12:00.160]  你卻是要擁抱
[00:12:00.160 --> 00:12:02.440]  耶穌基督正正就是來
[00:12:02.440 --> 00:12:05.480]  接納我們這麼卑微軟弱的人
[00:12:05.480 --> 00:12:07.000]  當我們能夠像祂一樣
[00:12:07.000 --> 00:12:09.080]  去接納卑微軟弱的人
[00:12:09.080 --> 00:12:09.840]  耶穌說
[00:12:09.840 --> 00:12:12.400]  你就是接納我
[00:12:12.400 --> 00:12:14.800]  因為這是我的道
[00:12:14.800 --> 00:12:17.760]  你和我做的一樣
[00:12:17.760 --> 00:12:20.320]  不是去爭大
[00:12:20.320 --> 00:12:22.520]  不是去比較
[00:12:22.520 --> 00:12:26.560]  只管接納
[00:12:26.560 --> 00:12:28.520]  今天我們作主門徒
[00:12:28.520 --> 00:12:31.080]  不要再跟世界這一套
[00:12:31.080 --> 00:12:33.680]  我們不是一個榮譽的文化
[00:12:33.680 --> 00:12:36.400]  但是我們會有很多比較
[00:12:36.400 --> 00:12:39.280]  我們的確仍然是被
[00:12:39.280 --> 00:12:41.600]  一些自己做得對的事
[00:12:41.600 --> 00:12:43.080]  蠶食了
[00:12:43.080 --> 00:12:45.000]  被自己做得成就
[00:12:45.000 --> 00:12:46.040]  吞噬了
[00:12:46.040 --> 00:12:49.800]  求主幫助我們
[00:12:49.800 --> 00:12:51.440]  耶穌基督教他們彼此
[00:12:51.440 --> 00:12:53.120]  去接納尊重不去爭大
[00:12:53.120 --> 00:12:54.800]  門徒好像學了一課
[00:12:54.800 --> 00:12:58.000]  不過下一個片段
[00:12:58.000 --> 00:13:02.360]  約翰就回應耶穌上面的教導
[00:13:02.360 --> 00:13:03.640]  一起讀吧
[00:13:03.640 --> 00:13:07.040]  約翰見一個人
[00:13:07.040 --> 00:13:09.360]  奉你的名趕鬼
[00:13:09.360 --> 00:13:11.760]  我們就阻止他
[00:13:11.760 --> 00:13:15.960]  因為他不與我們一同跟從你
[00:13:15.960 --> 00:13:17.160]  那個爭論還沒完
[00:13:17.160 --> 00:13:18.080]  他們延續著
[00:13:18.080 --> 00:13:20.440]  不過用另一個方式
[00:13:20.440 --> 00:13:21.840]  好啊我們十二個不計
[00:13:21.840 --> 00:13:23.400]  大家這麼高這麼大
[00:13:23.400 --> 00:13:26.040]  我們一起拿了合約
[00:13:26.040 --> 00:13:27.560]  拿了你正式授權
[00:13:27.560 --> 00:13:28.720]  給我們有能力權柄
[00:13:28.720 --> 00:13:30.640]  我們就平起平坐
[00:13:30.640 --> 00:13:32.280]  不過那個人
[00:13:32.280 --> 00:13:35.280]  你沒有說明給他有權柄
[00:13:35.280 --> 00:13:38.120]  他用你的名去做事
[00:13:38.120 --> 00:13:40.000]  奉你的名去趕鬼
[00:13:40.000 --> 00:13:42.200]  好像我們這樣
[00:13:42.200 --> 00:13:43.080]  的確在當時
[00:13:43.080 --> 00:13:45.640]  不單止耶穌有教門徒去趕鬼
[00:13:45.640 --> 00:13:46.400]  在猶太教裏面
[00:13:46.400 --> 00:13:49.680]  也有一些人會去做這種的服事
[00:13:49.680 --> 00:13:53.080]  有人就應該是聽了耶穌的教導
[00:13:53.080 --> 00:13:56.400]  就用耶穌的名去趕鬼
[00:13:56.400 --> 00:13:58.320]  所以約翰知道之後
[00:13:58.320 --> 00:14:02.280]  他跟一些門徒去阻止他們
[00:14:02.280 --> 00:14:03.600]  不可以
[00:14:03.600 --> 00:14:05.840]  你們沒有得到授權
[00:14:05.840 --> 00:14:08.040]  不可以這樣做
[00:14:08.040 --> 00:14:09.560]  在這個過程裏面
[00:14:09.560 --> 00:14:13.360]  禁制別人用耶穌的權柄醫病趕鬼
[00:14:13.360 --> 00:14:16.640]  耶穌的回答是怎樣
[00:14:16.640 --> 00:14:20.400]  耶穌說你們不要阻止祂
[00:14:20.400 --> 00:14:22.120]  因為不抵擋你們的
[00:14:22.120 --> 00:14:24.680]  就是幫助你們的
[00:14:24.680 --> 00:14:26.840]  耶穌在這裏想表達的是
[00:14:26.840 --> 00:14:28.160]  這個世界的框架
[00:14:28.160 --> 00:14:29.760]  這個世界的價值觀是什麼
[00:14:29.760 --> 00:14:32.000]  就是上上要我們去劃分
[00:14:32.000 --> 00:14:33.960]  哪些是自己人
[00:14:33.960 --> 00:14:36.640]  哪些是界外人
[00:14:36.640 --> 00:14:38.800]  哪些是我們這個圈裏面的
[00:14:38.800 --> 00:14:41.680]  哪些是其他人
[00:14:41.680 --> 00:14:43.640]  有這個劃分之後
[00:14:43.640 --> 00:14:49.640]  我們就對圈裏面自己人很好
[00:14:49.640 --> 00:14:51.520]  在一個學校的生日會裏面
[00:14:51.520 --> 00:14:54.520]  老師捧來了一個蛋糕
[00:14:54.520 --> 00:14:58.360]  他請一班上的班長負責分配這個蛋糕
[00:14:58.360 --> 00:14:59.800]  去切蛋糕
[00:14:59.800 --> 00:15:01.720]  老師就出去了
[00:15:01.720 --> 00:15:03.200]  當這個小孩子拿起一把刀
[00:15:03.200 --> 00:15:05.320]  預備去分蛋糕的時候
[00:15:05.320 --> 00:15:09.560]  他見到老師帶多了幾個學生進來這個班房
[00:15:09.560 --> 00:15:10.800]  原來是隔壁班
[00:15:10.800 --> 00:15:13.800]  不過都是老師教的學生
[00:15:13.800 --> 00:15:17.880]  老師說我請他們幾個一起來分享這個蛋糕
[00:15:17.880 --> 00:15:21.320]  這個班長望著這幾個隔壁班的人
[00:15:21.320 --> 00:15:22.360]  他一直去切
[00:15:22.360 --> 00:15:24.320]  他看到這個蛋糕
[00:15:24.320 --> 00:15:25.560]  一邊是很漂亮的
[00:15:25.560 --> 00:15:27.400]  另一邊因為碰到盒邊
[00:15:27.400 --> 00:15:29.880]  有些奶油消失了
[00:15:29.880 --> 00:15:31.240]  於是他下刀的時候
[00:15:31.240 --> 00:15:33.600]  先將好果一半分開
[00:15:33.600 --> 00:15:34.880]  劏一刀
[00:15:34.880 --> 00:15:36.560]  然後就望望自己的同學
[00:15:36.560 --> 00:15:39.920]  就分一些好的漂亮的給自己的同學
[00:15:39.920 --> 00:15:43.040]  沒那麼漂亮的就給那幾個吧
[00:15:43.040 --> 00:15:47.520]  這些場景我們不單止在小孩子的生活當中見到
[00:15:47.520 --> 00:15:49.120]  其實在我們很多日常生活
[00:15:49.120 --> 00:15:51.480]  我們自己都在做的
[00:15:51.480 --> 00:15:54.840]  對自己人好一點
[00:15:54.840 --> 00:15:57.880]  對外人總是差一點
[00:15:57.880 --> 00:16:02.440]  總是有一些負面的感受
[00:16:02.440 --> 00:16:06.280]  耶穌怎樣去劃這條街
[00:16:06.280 --> 00:16:11.480]  他重新去劃分什麼叫做自己人和外人
[00:16:11.480 --> 00:16:13.200]  他說不反對我們的
[00:16:13.200 --> 00:16:15.080]  就是傾向我們
[00:16:15.080 --> 00:16:17.160]  是和我們一起的
[00:16:17.160 --> 00:16:19.160]  當他去攔了那些人
[00:16:19.160 --> 00:16:21.640]  你想清楚其實他不是
[00:16:21.640 --> 00:16:24.920]  因為那個人不跟隨耶穌
[00:16:24.920 --> 00:16:27.840]  為什麼他要這麼大的反應
[00:16:27.840 --> 00:16:32.240]  從他自己的說話裡面可以看得到的
[00:16:32.240 --> 00:16:33.200]  你看到最後那一行
[00:16:33.200 --> 00:16:35.280]  我打了紅色的字
[00:16:35.280 --> 00:16:37.320]  一起唸那幾個紅色的字
[00:16:37.320 --> 00:16:40.920]  「不與我們一同」
[00:16:40.920 --> 00:16:42.680]  什麼意思
[00:16:42.680 --> 00:16:45.920]  不是說耶穌他不是跟隨你
[00:16:45.920 --> 00:16:49.960]  耶穌他不是和我們一起跟隨你
[00:16:49.960 --> 00:16:51.080]  你明白嗎
[00:16:51.080 --> 00:16:52.200]  在原文裡面
[00:16:52.200 --> 00:16:55.800]  這個「不與我們」是很明顯很強調的
[00:16:55.800 --> 00:16:59.480]  這個才是他說話的核心
[00:16:59.480 --> 00:17:01.520]  這個門徒他當時重視的
[00:17:01.520 --> 00:17:04.040]  不是這個人有沒有相信耶穌
[00:17:04.040 --> 00:17:07.720]  不是他能不能奉耶穌的名字趕倒鬼
[00:17:07.720 --> 00:17:11.960]  而是他是不是和我們一起的
[00:17:11.960 --> 00:17:15.640]  是不是我們這一幫人
[00:17:15.640 --> 00:17:17.960]  上個月三月中的時候
[00:17:17.960 --> 00:17:20.960]  我就去了英國開會
[00:17:20.960 --> 00:17:24.640]  幾年一次在世界的華人宣導會
[00:17:24.640 --> 00:17:26.800]  會齊集一個地方開大會
[00:17:26.800 --> 00:17:27.720]  彼此交流
[00:17:27.720 --> 00:17:31.400]  認識一下華人宣導會的發展
[00:17:31.400 --> 00:17:36.000]  這屆很感恩我們有二十一個地區和國家的
[00:17:36.000 --> 00:17:39.840]  華人宣導會齊聚在英國曼城這個地方開會
[00:17:39.840 --> 00:17:43.080]  其中知道這幾年有很多新的發展
[00:17:43.080 --> 00:17:44.120]  就算疫情裡面
[00:17:44.120 --> 00:17:48.120]  上帝都讓在一些以前我們沒想過直搪的地方
