
[00:00:00.000 --> 00:00:04.860]  天后上帝,我們感謝祢,讓我們可以一同有敬拜祢的時間
[00:02:34.360 --> 00:02:46.360]  中國人受了很多很多的凌辱,被列國欺壓,生命被踐踏,很多婦人被強暴
[00:02:46.360 --> 00:02:53.360]  國家的尊嚴都被人踐踏
[00:02:53.360 --> 00:03:02.360]  當著火燒如明院,看著一個一個不平等的條約要簽署的時候
[00:03:02.360 --> 00:03:07.360]  中國人的尊嚴都被人踐踏到一個低處
[00:03:07.360 --> 00:03:13.360]  在那段時間,戰火不斷侵略中國
[00:03:13.360 --> 00:03:23.360]  民族的情緒,一方面受到外面的欺壓,另一方面受到裡面的侮辱
[00:03:23.360 --> 00:03:27.360]  對於中國人來說是一個很黑暗的時刻
[00:03:27.360 --> 00:03:31.360]  以色列也同樣經歷過一個類似的時刻
[00:03:31.360 --> 00:03:37.360]  在以塞俄書社之前之後所發生的事
[00:03:37.360 --> 00:03:42.360]  都是當時以色列人面對著一個很大很大的侵略
[00:03:42.360 --> 00:03:48.360]  就是以色列亡國,甚至南國被滅的時候
[00:03:48.360 --> 00:03:51.360]  一切都被擄,去到外邦
[00:03:51.360 --> 00:03:56.360]  當以色列人失去了他們所有的東西
[00:03:56.360 --> 00:03:59.360]  當聖殿被拆毀的時候
[00:03:59.360 --> 00:04:08.360]  那個打擊我相信可以說是比二次大戰中國侵華的時候更加傷痛
[00:04:08.360 --> 00:04:13.360]  因為在聖殿這個建築物對以色列人來說
[00:04:13.360 --> 00:04:19.360]  那個重要性可能是多過長城或者任何一個建築物在中國裡面
[00:04:19.360 --> 00:04:22.360]  沒有一個建築物是那麼能夠代表著那個國家
[00:04:22.360 --> 00:04:29.360]  那麼能夠代表著他們的神與他們同在,當聖殿神的地方被人拆毀的時候
[00:04:29.360 --> 00:04:32.360]  那個打擊是何等的深遠
[00:04:32.360 --> 00:04:37.360]  我們可以簡單看一看以色列的歷史
[00:04:37.360 --> 00:04:39.360]  在舊約歷史裡面可以簡單分為
[00:04:39.360 --> 00:04:41.360]  我知道看起來可能有些遠
[00:04:41.360 --> 00:04:45.360]  可以簡單分為五百年一份,斬開四件
[00:04:45.360 --> 00:04:49.360]  主前二千年的時候是阿巴拉罕
[00:04:49.360 --> 00:04:52.360]  主前一千五百年的時候是摩西
[00:04:52.360 --> 00:04:56.360]  主前一千年的時候就在大衛以色列作王
[00:04:56.360 --> 00:04:59.360]  五百年左右就是尼西米
[00:04:59.360 --> 00:05:04.360]  大衛死了之後,王位交給了所羅門
[00:05:04.360 --> 00:05:08.360]  所羅門死了之後,王國分為兩邊
[00:05:08.360 --> 00:05:10.360]  北以色列和南猶大
[00:05:10.360 --> 00:05:15.360]  在北以色列沒有一個好王,每個王都不跟隨耶和華神
[00:05:15.360 --> 00:05:20.360]  直到七百二十二年,亞述就滅了北國
[00:05:20.360 --> 00:05:23.360]  南國猶大苟且生存,一直捱
[00:05:23.360 --> 00:05:27.360]  捱到五百八十六,最後都被巴比倫滅了
[00:05:27.360 --> 00:05:31.360]  而在巴比倫滅了猶大之後,就將一切被擄
[00:05:31.360 --> 00:05:35.360]  他們所有人都去到巴比倫圍爐,成為二等公民
[00:05:35.360 --> 00:05:39.360]  直到尼西米的時代,他們終於可以重返聖殿
[00:05:39.360 --> 00:05:43.360]  重返聖城耶路撒冷,嘗試去重建那裡
[00:05:43.360 --> 00:05:46.360]  重修聖殿,重建那個城牆
[00:05:46.360 --> 00:05:50.360]  《以冊亞書》大概在七百三十四年左右寫
[00:05:50.360 --> 00:05:53.360]  當中包括了一些預言將來會發生的事
[00:05:53.360 --> 00:05:57.360]  在《以冊亞書》的時代,他們已經在告訴以色列人
[00:05:57.360 --> 00:06:00.360]  如果你再不聽從神話,會有什麼事情發生
[00:06:00.360 --> 00:06:08.360]  他們見到當時大衛和所羅門最興盛的時候已經過去了
[00:06:08.360 --> 00:06:11.360]  昔日的光輝已經離開了他們
[00:06:11.360 --> 00:06:16.360]  他們開始見到外邦人不斷不斷的欺凌
[00:06:16.360 --> 00:06:20.360]  為什麼每次打都輸?為什麼不夠他們打?
[00:06:20.360 --> 00:06:23.360]  為什麼亞述這麼強的國家,一直殺到埋頭
[00:06:23.360 --> 00:06:28.360]  那種恐懼怎麼辦?究竟我們可不可以和亞述同盟呢?
[00:06:28.360 --> 00:06:31.360]  巴比倫公民應該怎麼辦呢?
[00:06:31.360 --> 00:06:34.360]  面對著那種黑夜籬籠罩著他們
[00:06:34.360 --> 00:06:37.360]  他們面對著不明朗的前路
[00:06:37.360 --> 00:06:42.360]  都有一種恐懼,覺得國家是一路邁向低點
[00:06:42.360 --> 00:06:45.360]  覺得神好像離開了他們
[00:06:45.360 --> 00:06:51.360]  今天我們在香港,我們面對的困難和以色列昔日不同
[00:06:51.360 --> 00:06:57.360]  但同樣的,我們都感受到一股黑夜的氣氛籠罩著我們
[00:06:57.360 --> 00:07:01.360]  我們不太知道前路應該會是怎樣發生
[00:07:01.360 --> 00:07:08.360]  我們見到香港在民生上,在政治上,在熟人上都遇到不同的衝擊
[00:07:08.360 --> 00:07:13.360]  衣食住行是最基本的,但這些好像都越來越貴
[00:07:13.360 --> 00:07:19.360]  無論是交通,是住,是食宿,什麼都好像很難應付,生活很不容易
[00:07:19.360 --> 00:07:23.360]  在政治的氣氛上,我們都知道很多不同的怨聲
[00:07:23.360 --> 00:07:27.360]  都對於我們政治的前景可能不是很多的期望
[00:07:27.360 --> 00:07:31.360]  也可能不是很多的信任,都不知道將來會是怎樣
[00:07:31.360 --> 00:07:34.360]  在叢林的層面上,我們都受到很多不同的挑戰
[00:07:34.360 --> 00:07:36.360]  做基督徒好像越來越難
[00:07:36.360 --> 00:07:42.360]  之前我們知道有人擔心,當聖經向歧視立法之後
[00:07:42.360 --> 00:07:44.360]  可能被逼向歧視
[00:07:44.360 --> 00:07:47.360]  可能更加知道我們有立場的時候會怎樣
[00:07:47.360 --> 00:07:51.360]  甚至乎可能即使是基督徒群體當中
[00:07:51.360 --> 00:07:53.360]  我們都可能有很多不同的意見
[00:07:53.360 --> 00:07:56.360]  在很多不同的事情上我們有不同的立場
[00:07:56.360 --> 00:08:00.360]  而且我們當中基督徒都自己和自己爭拗不下去
[00:08:00.360 --> 00:08:04.360]  我們覺得好像很難,今時今日在香港做基督徒
[00:08:04.360 --> 00:08:07.360]  我們都面對著一個黑夜好像籠罩著我們
[00:08:07.360 --> 00:08:09.360]  究竟前路應該怎樣走
[00:08:09.360 --> 00:08:12.360]  我們這些朋友,有小朋友的都覺得很擔心
[00:08:12.360 --> 00:08:16.360]  將來小朋友長大了,香港會成為一個怎樣的地方呢
[00:08:16.360 --> 00:08:19.360]  甚至乎有些朋友是選擇不生小朋友
[00:08:19.360 --> 00:08:21.360]  因為他對香港這個地方沒有信心
[00:08:21.360 --> 00:08:27.360]  亦有不少人都開始想,需不需要再去另謀一個新地方成為一家
[00:08:27.360 --> 00:08:29.360]  是否要搬離開這個地方呢
[00:08:29.360 --> 00:08:32.360]  好像我們沒有甚麼信心,我們沒有甚麼盼望
[00:08:32.360 --> 00:08:36.360]  我們覺得我們面對著我們香港的將來
[00:08:36.360 --> 00:08:40.360]  要在這裏做基督徒很難,要在這裏為神做見證很不容易
[00:08:40.360 --> 00:08:44.360]  我們不知道怎樣去走前面的路
[00:08:44.360 --> 00:08:47.360]  即是甚麼壓力越來越多,拉扯越來越強
[00:08:47.360 --> 00:08:49.360]  究竟應該怎樣走下去
[00:08:49.360 --> 00:08:53.360]  我們看見我們跟以色列有很多相似的地方
[00:08:53.360 --> 00:08:56.360]  是有一股黑夜籠罩著我們
[00:08:56.360 --> 00:09:00.360]  我們面對著這個不明朗的前景,我們不太知道怎樣
[00:09:00.360 --> 00:09:02.360]  但當我們看深一層的時候
[00:09:02.360 --> 00:09:05.360]  可能某程度上我們跟以色列一樣
[00:09:05.360 --> 00:09:08.360]  我們面對著的困難是因為我們偏離了主導
[00:09:08.360 --> 00:09:12.360]  有些時候我們有另類的掙扎,有另類的困難
[00:09:12.360 --> 00:09:16.360]  是因為我們違背了神對我們恩若的要求
[00:09:16.360 --> 00:09:19.360]  當我們沒有聽到神的話的時候
[00:09:19.360 --> 00:09:23.360]  我們就面對著我們的困局,我們不知道怎樣走下去
[00:09:23.360 --> 00:09:26.360]  在新明紀很早之前
[00:09:26.360 --> 00:09:32.360]  即使在以色列人還在曠野,還未進入迦南地的時候
[00:09:32.360 --> 00:09:34.360]  神已經跟以色列人說
[00:09:34.360 --> 00:09:38.360]  你不可以離開祂,離開祂的時候就會有惡果
[00:09:38.360 --> 00:09:40.360]  但是過了這麼多年
[00:09:40.360 --> 00:09:43.360]  神才將這個審判真的帶到他們當中
[00:09:43.360 --> 00:09:45.360]  讓外邦人欺壓他們
[00:09:45.360 --> 00:09:48.360]  但是在新明紀第28章第15節說
[00:09:48.360 --> 00:09:51.360]  你若不聽從耶和華你神的話
[00:09:51.360 --> 00:09:55.360]  不遵守祂的一切令理律為
[00:09:55.360 --> 00:09:59.360]  就是今天我所吩咐你的一切咒詛必臨到你身上
[00:09:59.360 --> 00:10:00.360]  必追隨你
[00:10:00.360 --> 00:10:04.360]  神在新明紀裡面好像用了一個納若的方法跟人說話
[00:10:04.360 --> 00:10:07.360]  就是說你聽從我的話就會有這樣的事情
[00:10:07.360 --> 00:10:09.360]  你不聽從我的話會有這樣的事情
[00:10:09.360 --> 00:10:12.360]  說了很多的懲罰很多的咒詛
[00:10:12.360 --> 00:10:15.360]  就是如果你不聽從神的話又會有這樣的事情
[00:10:15.360 --> 00:10:17.360]  有這樣的後果發生
[00:10:17.360 --> 00:10:21.360]  當以色列人一再一再離開神
[00:10:21.360 --> 00:10:24.360]  他們就面對著這樣的情況
[00:10:24.360 --> 00:10:27.360]  今天我們回看我們的時候
[00:10:27.360 --> 00:10:31.360]  很多時候我們都是離開了神的教訓
[00:10:31.360 --> 00:10:35.360]  以致我們面對著我們的困難
[00:10:35.360 --> 00:10:39.360]  我們沒有很認真的去對待神的話語
[00:10:39.360 --> 00:10:44.360]  我們沒有很認真的去活出聖經的教導
[00:10:44.360 --> 00:10:48.360]  當神說我們要去顧及那些孤兒寡婦
[00:10:48.360 --> 00:10:50.360]  要去關注貧窮的時候
[00:10:50.360 --> 00:10:53.360]  我們可能在我們的安樂窩當中
[00:10:53.360 --> 00:10:55.360]  享受我們自己的生活
[00:10:55.360 --> 00:11:00.360]  耶穌說有料我們誡命有遵守者人就是愛我們
[00:11:00.360 --> 00:11:03.360]  我們可能是選擇性的去聽從神的話
[00:11:03.360 --> 00:11:05.360]  神的誡命我們不太清楚
[00:11:05.360 --> 00:11:06.360]  不過合心意的就聽
[00:11:06.360 --> 00:11:08.360]  不合心意的我們就不聽
[00:11:08.360 --> 00:11:12.360]  孝敬父母這個可以我做沒問題
[00:11:12.360 --> 00:11:15.360]  人要背起十字架天天跟隨我
[00:11:15.360 --> 00:11:18.360]  這個太硬我不太想做我不做了
[00:11:18.360 --> 00:11:22.360]  要為耶穌做見證找其他人去不要是我
[00:11:22.360 --> 00:11:26.360]  很多時候我們作為神的子民
[00:11:26.360 --> 00:11:31.360]  我們這個群體我們沒有很認真的去看待神的話語
[00:11:31.360 --> 00:11:35.360]  我們沒有很努力去活出聖經的教導
[00:11:35.360 --> 00:11:39.360]  以致我們不能影響到我們的社區
[00:11:39.360 --> 00:11:42.360]  當我們面對今時今日的社區
[00:11:42.360 --> 00:11:44.360]  我們問為什麼會搞成這樣
[00:11:44.360 --> 00:11:47.360]  其實可能因為我們沒有參與在當中
[00:11:47.360 --> 00:11:49.360]  令到這個社區有不同
[00:11:49.360 --> 00:11:52.360]  可能是因為我們作為一個教會
[00:11:52.360 --> 00:11:55.360]  沒有秉行耶穌基督給我們的使命
[00:11:55.360 --> 00:11:57.360]  一個教會是什麼呢?
[00:11:57.360 --> 00:11:59.360]  當耶穌在世上離開這個世界的時候
[00:11:59.360 --> 00:12:01.360]  祂將祂的命令給了我們
[00:12:01.360 --> 00:12:03.360]  耶穌在世上未做完的事情
[00:12:03.360 --> 00:12:05.360]  這個使命祂交給了教會去託付
[00:12:05.360 --> 00:12:09.360]  所以教會是應該去行出基督的使命
[00:12:09.360 --> 00:12:11.360]  但很多時候我們教會是為了
[00:12:11.360 --> 00:12:14.360]  我們教會自己裡面所想要的東西
[00:12:14.360 --> 00:12:16.360]  忽略了神的教導
[00:12:16.360 --> 00:12:20.360]  以致我們面對著我們現在的困局
[00:12:20.360 --> 00:12:23.360]  昔日以塞瓦所預言的東西
[00:12:23.360 --> 00:12:27.360]  就是告訴他將來會有什麼事情發生
[00:12:27.360 --> 00:12:29.360]  他知道就是沒錯
[00:12:29.360 --> 00:12:33.360]  國家已經一直走向一個低谷
[00:12:33.360 --> 00:12:35.360]  看著更差的事情會再發生
[00:12:35.360 --> 00:12:37.360]  低處未算低
[00:12:37.360 --> 00:12:40.360]  但以塞瓦也給了他們一個盼望
[00:12:40.360 --> 00:12:43.360]  讓他們知道他們面對的困境不是最終的
[00:12:43.360 --> 00:12:46.360]  在神裡面他們有盼望
[00:12:46.360 --> 00:12:48.360]  我們看回以塞瓦書第二章
[00:12:48.360 --> 00:12:52.360]  我們看得到的就是
[00:12:52.360 --> 00:12:55.360]  神接著以塞瓦給他的預言
[00:12:55.360 --> 00:12:57.360]  將來是有盼望的
[00:12:57.360 --> 00:13:00.360]  到了那一天
[00:13:00.360 --> 00:13:02.360]  那一日子來臨的時候
[00:13:02.360 --> 00:13:04.360]  萬國萬民都要敬拜神
[00:13:04.360 --> 00:13:07.360]  即使在以塞瓦的時候
[00:13:07.360 --> 00:13:10.360]  猶太人面對著多少困難都好
[00:13:10.360 --> 00:13:14.360]  雖然有更多惡劣的事情會發生
[00:13:14.360 --> 00:13:16.360]  但再看遠一點的時候
[00:13:16.360 --> 00:13:18.360]  會有更好更好的事情發生
[00:13:18.360 --> 00:13:20.360]  第二章第一節
[00:13:27.360 --> 00:13:33.360]  萬民都要留歸這山
[00:13:33.360 --> 00:13:35.360]  末後的日子就是將來
[00:13:35.360 --> 00:13:38.360]  這個範子就是耶和華的日子
[00:13:38.360 --> 00:13:40.360]  也是將來主耶穌再回來的時候
[00:13:40.360 --> 00:13:43.360]  當最終的審判發生
[00:13:43.360 --> 00:13:46.360]  當耶穌基督彌林的救恩成就的時候
[00:13:46.360 --> 00:13:47.360]  會有什麼事情發生呢?
[00:13:47.360 --> 00:13:51.360]  就是耶和華的殿的山必然建立
[00:13:51.360 --> 00:13:53.360]  超乎於珠山
[00:13:53.360 --> 00:13:55.360]  高過於萬靈
[00:13:55.360 --> 00:13:58.360]  為什麼神的山會突然高過出來呢?
[00:13:58.360 --> 00:14:00.360]  當時他們很相信
[00:14:00.360 --> 00:14:03.360]  神明是住在很多不同的山上
[00:14:03.360 --> 00:14:05.360]  例如巴力有巴力的山
[00:14:05.360 --> 00:14:07.360]  耶和華有耶和華的山
[00:14:07.360 --> 00:14:10.360]  當然猶太地是一個山地
[00:14:10.360 --> 00:14:13.360]  所以聖殿是建在錫安山上
[00:14:13.360 --> 00:14:17.360]  他說到神的山會建立超乎於萬靈
[00:14:17.360 --> 00:14:21.360]  這未必是指座山會升高
[00:14:21.360 --> 00:14:25.360]  而是指權威性高於萬靈
[00:14:25.360 --> 00:14:28.360]  其他山領是其他神明住的
[00:14:28.360 --> 00:14:30.360]  那些全部都低於耶和華
[00:14:30.360 --> 00:14:33.360]  就是說神的權力真的彰顯出來
[00:14:33.360 --> 00:14:34.360]  這個才是真神
[00:14:34.360 --> 00:14:36.360]  這個才是超乎萬明之明
[00:14:36.360 --> 00:14:39.360]  高於萬神的神
[00:14:39.360 --> 00:14:40.360]  就是到那一天的時候
[00:14:40.360 --> 00:14:44.360]  所有人都會見到耶和華才是真神
[00:14:44.360 --> 00:14:47.360]  萬民都要留歸這山
[00:14:47.360 --> 00:14:50.360]  用河水流下來的感覺
[00:14:50.360 --> 00:14:53.360]  其實以色列附近有不同的國家
[00:14:53.360 --> 00:14:55.360]  他們有不同自己的河流
[00:14:55.360 --> 00:15:00.360]  包括有法拉斷河、尼羅河
[00:15:00.360 --> 00:15:02.360]  而那些河水對他們來說很重要
[00:15:02.360 --> 00:15:04.360]  是生命的泉水
[00:15:04.360 --> 00:15:06.360]  這個流進去的意思就是
[00:15:06.360 --> 00:15:09.360]  雖然以色列境內沒有一個很強的河流
[00:15:09.360 --> 00:15:11.360]  沒有一個很大的充足的水源
[00:15:11.360 --> 00:15:16.360]  但是那些人就像河水一樣流來敬拜耶和華
[00:15:16.360 --> 00:15:20.360]  第三節:必有許多國的民前往說來吧
[00:15:20.360 --> 00:15:22.360]  我們登耶和華的山
[00:15:22.360 --> 00:15:24.360]  奔雅國神的殿
[00:15:24.360 --> 00:15:27.360]  主必將他的道教訓我們
[00:15:27.360 --> 00:15:29.360]  他們去是做什麼呢?
[00:15:29.360 --> 00:15:30.360]  他們去到這個山
[00:15:30.360 --> 00:15:33.360]  留歸這個山的目的就是要去聽神的話
[00:15:33.360 --> 00:15:36.360]  神要將他的道教訓他們
[00:15:36.360 --> 00:15:39.360]  這裡聖經有幾個字
[00:15:39.360 --> 00:15:41.360]  相約的字說一樣的訊息
[00:15:41.360 --> 00:15:44.360]  主將他的道教訓
[00:15:44.360 --> 00:15:46.360]  神要行他的道
[00:15:46.360 --> 00:15:48.360]  因為憤悔必出於石安
[00:15:48.360 --> 00:15:51.360]  然後一些言語必出於耶路撒冷
[00:15:51.360 --> 00:15:55.360]  因為神的道、神的憤悔、神的言語
[00:15:55.360 --> 00:15:57.360]  這裡都是在說神的壞
[00:15:57.360 --> 00:16:01.360]  這個不只是指摩西律法、摩西五經
[00:16:01.360 --> 00:16:03.360]  而是泛指神的教導
[00:16:03.360 --> 00:16:06.360]  神對於人的要求是什麼
[00:16:06.360 --> 00:16:09.360]  是萬民都會去聽、去跟隨
[00:16:09.360 --> 00:16:13.360]  聽是為了他們可以行出這個道
[00:16:13.360 --> 00:16:15.360]  挺好的
[00:16:15.360 --> 00:16:20.360]  萬國萬民都自己走過來去聽神的話
[00:16:20.360 --> 00:16:22.360]  我們都不需要做很多外展的工作
[00:16:22.360 --> 00:16:24.360]  我想我們的E1可以即時收工
[00:16:24.360 --> 00:16:25.360]  就是等那些人來
[00:16:25.360 --> 00:16:27.360]  我們不需要再去
[00:16:27.360 --> 00:16:29.360]  這個就是所有人都見得到
[00:16:29.360 --> 00:16:31.360]  這是一個怎樣的上帝
[00:16:31.360 --> 00:16:35.360]  他們的心同樣都是湧來去聽神的話
[00:16:35.360 --> 00:16:39.360]  他必在國列國中施行審判
[00:16:39.360 --> 00:16:42.360]  為許多國民斷定是非
[00:16:42.360 --> 00:16:46.360]  當神是坐著為王的神的時候
[00:16:46.360 --> 00:16:48.360]  他施行的審判
[00:16:48.360 --> 00:16:51.360]  他斷定的是非是最公正的
[00:16:51.360 --> 00:16:55.360]  在不同的年代、不同的國家
[00:16:55.360 --> 00:16:58.360]  我們都面對著很多社會不公平的現象
[00:16:58.360 --> 00:17:03.360]  當我們被人冤枉、要吃一隻死貓的時候
[00:17:03.360 --> 00:17:05.360]  心裡面很不順氣
[00:17:05.360 --> 00:17:07.360]  如果你命令我沒有做錯
[00:17:07.360 --> 00:17:09.360]  為什麼會有些冤獄
[00:17:09.360 --> 00:17:11.360]  那些是很哀傷、很難過的事情
[00:17:11.360 --> 00:17:13.360]  但是神為你審判是非
[00:17:13.360 --> 00:17:16.360]  這是最公正、最好的事情
[00:17:16.360 --> 00:17:20.360]  不過這個審判不是單單只是審案的意思
[00:17:20.360 --> 00:17:23.360]  在聖經教育審判這個詞
[00:17:23.360 --> 00:17:25.360]  不單止是判斷是非
[00:17:25.360 --> 00:17:27.360]  也有一個統治的意思
[00:17:27.360 --> 00:17:29.360]  舉例你看看事司的時候
[00:17:29.360 --> 00:17:31.360]  事司記有很多不同的事
[00:17:31.360 --> 00:17:33.360]  事司要由一個審判員去審判
[00:17:33.360 --> 00:17:37.360]  但他不只是單單去判案
[00:17:37.360 --> 00:17:41.360]  他也是帶領人們是一個宗教領袖、一個政治領袖
[00:17:41.360 --> 00:17:43.360]  當神去審判的時候
[00:17:43.360 --> 00:17:45.360]  他就是最高權威的領袖
[00:17:45.360 --> 00:17:47.360]  他是作王
[00:17:47.360 --> 00:17:50.360]  我們都是俯伏在神的王權底下
[00:17:50.360 --> 00:17:53.360]  到那一天,當神掌權的時候
[00:17:53.360 --> 00:17:57.360]  所有人、萬國萬民都會稱頌他
[00:17:57.360 --> 00:17:59.360]  都會承認他是神
[00:17:59.360 --> 00:18:01.360]  都會來學習他
[00:18:01.360 --> 00:18:04.360]  俯伏在他的主權底下
[00:18:04.360 --> 00:18:08.360]  他們要將刀打成泥頭
[00:18:08.360 --> 00:18:10.360]  把槍打成鐮刀
[00:18:10.360 --> 00:18:13.360]  這國不舉刀攻擊那國
[00:18:13.360 --> 00:18:17.360]  他們也不再學習戰事
[00:18:17.360 --> 00:18:21.360]  這個將刀打成泥頭
[00:18:21.360 --> 00:18:23.360]  槍打成鐮刀
[00:18:23.360 --> 00:18:25.360]  在西方國家裡
[00:18:25.360 --> 00:18:28.360]  即使是一個不信的人當中
[00:18:28.360 --> 00:18:34.360]  這也是很多人知道的聖經
[00:18:34.360 --> 00:18:37.360]  所以這帶出一個平安的訊息
[00:18:37.360 --> 00:18:39.360]  槍打成鐮刀的時候
[00:18:39.360 --> 00:18:41.360]  就是我不需要再打仗
[00:18:41.360 --> 00:18:44.360]  刀打成泥頭的時候
[00:18:44.360 --> 00:18:46.360]  所有鐵器、武器
[00:18:46.360 --> 00:18:47.360]  我不需要用來打仗
[00:18:47.360 --> 00:18:48.360]  我可以用來耕田
[00:18:48.360 --> 00:18:50.360]  因為不再有戰事
[00:18:50.360 --> 00:18:52.360]  這帶出和平訊息
[00:18:52.360 --> 00:18:54.360]  其實在西方國家裡很多人知道
[00:18:54.360 --> 00:19:01.360]  這個是紐約聯合國總部
[00:19:01.360 --> 00:19:03.360]  外面有個石像
[00:19:03.360 --> 00:19:05.360]  就是以塞夏斯這一段
[00:19:05.360 --> 00:19:09.360]  這個舉動就是將這把劍打爛
[00:19:09.360 --> 00:19:11.360]  讓它成為一個泥頭
[00:19:11.360 --> 00:19:13.360]  而且也有一段經文
[00:19:13.360 --> 00:19:15.360]  就是以塞夏斯
[00:19:15.360 --> 00:19:19.360]  Michael Jackson 已故的Pop King
[00:19:19.360 --> 00:19:20.360]  King of Pop
[00:19:20.360 --> 00:19:23.360]  他覺得自己寫得最好的一首歌
[00:19:23.360 --> 00:19:24.360]  就是Heal the World
[00:19:24.360 --> 00:19:26.360]  裡面也有歌詞說
[00:19:26.360 --> 00:19:28.360]  Together we will cry happy tears
[00:19:28.360 --> 00:19:31.360]  See the nations turn their swords into plowshares
[00:19:31.360 --> 00:19:33.360]  也是指將來
[00:19:33.360 --> 00:19:35.360]  也是用以塞夏斯這句話
[00:19:35.360 --> 00:19:38.360]  就是將刀打成為泥頭
[00:19:38.360 --> 00:19:41.360]  孤星裡出的電影
[00:19:41.360 --> 00:19:43.360]  或者之前在音樂劇裡
[00:19:43.360 --> 00:19:46.360]  最後一首歌裡的歌詞
[00:19:46.360 --> 00:19:47.360]  也是在這裡
[00:19:47.360 --> 00:19:49.360]  They will live together again in freedom
[00:19:49.360 --> 00:19:50.360]  In the garden of the Lord
[00:19:50.360 --> 00:19:52.360]  They will walk behind the plowshares
[00:19:52.360 --> 00:19:54.360]  They will put away the sword
[00:19:54.360 --> 00:19:55.360]  The chain will be broken
[00:19:55.360 --> 00:19:57.360]  And all men will have their reward
[00:19:57.360 --> 00:19:59.360]  對不起,我唱不出來
[00:19:59.360 --> 00:20:01.360]  這裡也是在用以塞夏斯
[00:20:01.360 --> 00:20:04.360]  就是說這個平安的訊息
[00:20:04.360 --> 00:20:07.360]  這個不需要再打仗
[00:20:07.360 --> 00:20:09.360]  列邦中不需要再爭戰
[00:20:09.360 --> 00:20:11.360]  這個平安的訊息
[00:20:11.360 --> 00:20:13.360]  其實是一個很美麗的圖畫
[00:20:13.360 --> 00:20:15.360]  也是人們很渴望
[00:20:15.360 --> 00:20:18.360]  即使是不信聖經的人
[00:20:18.360 --> 00:20:21.360]  他們都很希望這個場景會出現
[00:20:21.360 --> 00:20:24.360]  我想今時今日的香港人
[00:20:24.360 --> 00:20:26.360]  未必可以很理解到
