
[00:00:00.000 --> 00:00:02.420]  「獵王記」的第二講
[00:03:07.400 --> 00:03:10.400]  完全跟他平時講的不同呢?
[00:03:10.400 --> 00:03:12.400]  相違反的呢?
[00:03:12.400 --> 00:03:15.400]  後來才發覺原來有人用他的樣子
[00:03:15.400 --> 00:03:19.400]  用他的聲音弄了視頻出來,弄了一篇道
[00:03:19.400 --> 00:03:21.400]  不是他,是AI
[00:03:21.400 --> 00:03:25.400]  所以我們現在在網上聽道都要很小心
[00:03:25.400 --> 00:03:29.400]  你不要以為這個就是我喜歡聽的牧師
[00:03:29.400 --> 00:03:33.400]  分分鐘是AI,是假的道理
[00:03:33.400 --> 00:03:35.400]  現在聽道你要很小心
[00:03:35.400 --> 00:03:38.400]  你要知道認識那個網頁
[00:03:38.400 --> 00:03:41.400]  你要認識那個頻道是信得過
[00:03:41.400 --> 00:03:45.400]  你知道不會有假的訊息,你去聽
[00:03:45.400 --> 00:03:46.400]  這樣就對了
[00:03:46.400 --> 00:03:49.400]  但是需要有些智慧
[00:03:49.400 --> 00:03:52.400]  列王紀一開始的時候
[00:03:52.400 --> 00:03:55.400]  大衛已經年紀老邁
[00:03:55.400 --> 00:03:58.400]  他就快離開這個世界
[00:03:58.400 --> 00:04:02.400]  而他的王朝正面臨一個很大的危機
[00:04:02.400 --> 00:04:06.400]  就是有兩股勢力要爭取他的王位
[00:04:06.400 --> 00:04:09.400]  在列王紀裡面所記載的
[00:04:09.400 --> 00:04:13.400]  不單只是宮廷裡面的明爭暗鬥
[00:04:13.400 --> 00:04:17.400]  也讓我們看到因為以色列人不聽神的話
[00:04:17.400 --> 00:04:22.400]  神在生命紀第六章給人民有他的教訓
[00:04:22.400 --> 00:04:27.400]  在生命紀第七章給以色列的王有他的教訓
[00:04:27.400 --> 00:04:29.400]  但是以色列人都不聽
[00:04:29.400 --> 00:04:33.400]  最後就應驗了在聖經裡面的預言
[00:04:33.400 --> 00:04:36.400]  以色列人會遭到滅國
[00:04:36.400 --> 00:04:38.400]  亡國會被擄
[00:04:38.400 --> 00:04:41.400]  這一切都會被實現
[00:04:41.400 --> 00:04:50.400]  當大衛的王朝正面臨一個很大的危機
[00:04:50.400 --> 00:04:54.400]  通常當我們面臨危機的時候會怎樣?
[00:04:54.400 --> 00:04:58.400]  會反映出一個人的本性
[00:04:58.400 --> 00:05:01.400]  就好像太陽曬泥土
[00:05:01.400 --> 00:05:03.400]  可以曬到泥土很堅硬
[00:05:03.400 --> 00:05:08.400]  同樣的太陽也可以曬到冰上,令到冰融解
[00:05:08.400 --> 00:05:14.400]  究竟我們遇見危難的時候
[00:05:14.400 --> 00:05:18.400]  我們的心會被軟化,好像冰變成水
[00:05:18.400 --> 00:05:21.400]  還是我們的心會變得更加堅硬
[00:05:21.400 --> 00:05:26.400]  好像泥土越來越曬得乾,變得堅硬
[00:05:26.400 --> 00:05:28.400]  究竟會怎樣呢?
[00:05:28.400 --> 00:05:32.400]  以色列人就是變得堅硬,很可惜
[00:05:33.400 --> 00:05:37.400]  其實今天的獵王紀上的第一章
[00:05:37.400 --> 00:05:40.400]  就有一個非常精彩的首尾結構
[00:05:40.400 --> 00:05:45.400]  我不會用時間一點一點和大家來看這個首尾結構
[00:05:45.400 --> 00:05:48.400]  如果你們喜歡的話,我會留在powerpoint那裡
[00:05:48.400 --> 00:05:51.400]  你們可以自己download來看
[00:05:51.400 --> 00:05:55.400]  但是在這個首尾結構,我想指出有兩件很重要的事
[00:05:55.400 --> 00:05:58.400]  就是經文最中心的地方
[00:05:58.400 --> 00:06:02.400]  就是獵王紀上的一章28至31節
[00:06:02.400 --> 00:06:07.400]  大衛向拔士巴重申他的誓言
[00:06:07.400 --> 00:06:11.400]  記不記得我說,在獵王紀上有兩個字很重要
[00:06:11.400 --> 00:06:18.400]  Yada,認識、認知,還有一個Shava,起誓
[00:06:18.400 --> 00:06:26.400]  他再重申,告訴拔士巴他曾經向他起的誓
[00:06:26.400 --> 00:06:31.400]  這個首尾結構的第二層,是說出兩個重要的人物
[00:06:31.400 --> 00:06:36.400]  這兩個重要的人物的名字都有連帶的關係
[00:06:36.400 --> 00:06:45.400]  一個就是拿丹先知,希伯來文的拿丹的意思是禮物
[00:06:45.400 --> 00:06:50.400]  第二個重要的人物,在這個首尾結構的下半部
[00:06:50.400 --> 00:06:58.400]  是若拿丹,這個名字就是耶和華所賜的禮物
[00:06:58.400 --> 00:07:05.400]  其實無論是拿丹先知,無論是若拿丹這個使者
[00:07:05.400 --> 00:07:11.400]  都是神賜給大衛,神賜給以色列人的很重的禮物
[00:07:11.400 --> 00:07:18.400]  今天我的大綱也是很簡單,一共是五點
[00:07:18.400 --> 00:07:23.400]  你可以說我的大綱是基於剛才的首尾結構
[00:07:23.400 --> 00:07:26.400]  所以我的大綱也是一個首尾結構
[00:07:26.400 --> 00:07:33.400]  一頭一尾都是說亞當尼亞,他開始的時候是一個投機主義者
[00:07:33.400 --> 00:07:40.400]  他要爭奪王位,但是去到最後第五點,又是說亞當尼亞
[00:07:40.400 --> 00:07:45.400]  東窗事發,他的野心被發覺,於是怎樣?
[00:07:45.400 --> 00:07:52.400]  由一個投機主義者變成一個乘機的求生者,他要求生
[00:07:52.400 --> 00:08:00.400]  這個大綱的第二點和第四點就是我剛才所說的
[00:08:00.400 --> 00:08:04.400]  拿丹先知和若拿丹這兩個人
[00:08:04.400 --> 00:08:08.400]  所以我剛才已經解釋了
[00:08:08.400 --> 00:08:15.400]  拿丹先知是要提醒拔仕巴大衛曾經許下的誓言
[00:08:15.400 --> 00:08:17.400]  這個就是Shabah這個字
[00:08:17.400 --> 00:08:26.400]  而若拿丹成為大衛的使者,將所羅門成為王的事實
[00:08:26.400 --> 00:08:30.400]  宣告給以色列人,讓他們知道
[00:08:30.400 --> 00:08:33.400]  知道這個字就是Yada
[00:08:33.400 --> 00:08:40.400]  所以你會見到這兩個字重複出現在今天的經文裏面
[00:08:40.400 --> 00:08:43.400]  而最中心的經文是甚麼?
[00:08:43.400 --> 00:08:48.400]  大衛本來不知道亞當尼亞是要搶奪王位
[00:08:48.400 --> 00:08:53.400]  現在他知道了,他就向拔仕巴重申他的誓言
[00:08:53.400 --> 00:09:00.400]  說他將會將所羅門放在他的王位上,繼承他的王位
[00:09:00.400 --> 00:09:04.400]  所羅門就是拔仕巴和他所生
[00:09:04.400 --> 00:09:08.400]  我們今天首先看第一點
[00:09:08.400 --> 00:09:12.400]  就是這個投機主義者亞當尼亞
[00:09:12.400 --> 00:09:16.400]  有人說當一個屬靈的領袖
[00:09:16.400 --> 00:09:19.400]  面對危機的時候,他會想甚麼?
[00:09:19.400 --> 00:09:24.400]  我怎樣可以為我的人民做些甚麼?
[00:09:24.400 --> 00:09:27.400]  但是一個機會主義者
[00:09:27.400 --> 00:09:30.400]  當他面對危機的時候,他會怎樣?
[00:09:30.400 --> 00:09:35.400]  他會問一個問題,就是我會為自己可以做甚麼?
[00:09:35.400 --> 00:09:41.400]  這個就是投機主義者和一個屬靈領袖不同的地方
[00:09:41.400 --> 00:09:46.400]  一個投機主義的領袖,多數是無垂自薦
[00:09:46.400 --> 00:09:51.400]  他在自己的面上貼金,他將所有的利益歸於自己
[00:09:51.400 --> 00:09:56.400]  這個就是亞當尼亞
[00:09:56.400 --> 00:09:59.400]  亞當尼亞是誰?
[00:09:59.400 --> 00:10:03.400]  亞當尼亞是大衛第四的兒子
[00:10:03.400 --> 00:10:12.400]  記不記得亞當尼亞在今天的經文事件發生的時候,他應該是35歲
[00:10:12.400 --> 00:10:14.400]  他是大衛第四的兒子
[00:10:14.400 --> 00:10:16.400]  大衛的大兒子是誰?
[00:10:16.400 --> 00:10:21.400]  是暗聯,因為他強姦了自己的妹妹他媽
[00:10:21.400 --> 00:10:25.400]  被他的弟弟阿沙隆將他殺死
[00:10:25.400 --> 00:10:30.400]  他第二個兒子是基利亞,又叫做達爾尼
[00:10:30.400 --> 00:10:36.400]  學者一般都認為這個基利亞是英年早逝
[00:10:36.400 --> 00:10:40.400]  因為在聖經裡面根本沒有提到他的事
[00:10:40.400 --> 00:10:42.400]  但是我就有另外一個看法
[00:10:42.400 --> 00:10:48.400]  我經常都注意到他的媽媽就是那位既美麗又聰明的阿比蓋
[00:10:48.400 --> 00:10:53.400]  這個女人很聰明,她可能一早已經提醒兒子
[00:10:53.400 --> 00:10:56.400]  你不要和你的哥哥爭權奪位
[00:10:56.400 --> 00:10:59.400]  你要明哲保身,你要潔身自愛
[00:10:59.400 --> 00:11:03.400]  所以在聖經裡面沒有提到基利亞的事
[00:11:03.400 --> 00:11:08.400]  可能他就是聽他媽媽說沒有和他的哥哥爭奪王位
[00:11:08.400 --> 00:11:13.400]  以致他沒有提到他有糾紛的事
[00:11:13.400 --> 00:11:17.400]  大衛第三個兒子就是阿沙隆
[00:11:17.400 --> 00:11:20.400]  我們都講過阿沙隆背叛大衛
[00:11:20.400 --> 00:11:24.400]  是被大衛的元帥約納所殺死
[00:11:24.400 --> 00:11:30.400]  現在大衛背叛最高的兒子是誰?
[00:11:30.400 --> 00:11:35.400]  就是亞當尼亞,因為他的哥哥已經死了
[00:11:35.400 --> 00:11:39.400]  他覺得自己應該坐在大衛的王位上
[00:11:39.400 --> 00:11:44.400]  他也覺得大衛應該指定他就是繼承人
[00:11:44.400 --> 00:11:47.400]  他覺得如果大衛一旦駕崩
[00:11:47.400 --> 00:11:51.400]  如果群龍無首,以色列沒有指定的王
[00:11:51.400 --> 00:11:55.400]  就會有很大的紛爭
[00:11:55.400 --> 00:11:58.400]  亞當尼亞和他的哥哥一樣
[00:11:58.400 --> 00:12:04.400]  趁大衛病的時候就起來爭奪王位
[00:12:04.400 --> 00:12:09.400]  亞當尼亞低估了他爸爸大衛的能力
[00:12:09.400 --> 00:12:12.400]  低估了大衛的智慧
[00:12:12.400 --> 00:12:17.400]  而為他的驕傲付出了很沉重的代價
[00:12:17.400 --> 00:12:24.400]  經文一開始的時候就說大衛年老怕冷
[00:12:24.400 --> 00:12:32.400]  於是他的大臣在全國物色一個很美貌的年青童女
[00:12:32.400 --> 00:12:35.400]  來侍候大衛王
[00:12:35.400 --> 00:12:38.400]  和合本就說是照顧
[00:12:38.400 --> 00:12:42.400]  其實是要他睡在王的懷中
[00:12:42.400 --> 00:12:46.400]  在聖經裡面睡在懷中是很親密的關係
[00:12:46.400 --> 00:12:51.400]  曾經撒萊阿伯拉罕的妻子
[00:12:51.400 --> 00:12:54.400]  是叫他的婢女夏甲
[00:12:54.400 --> 00:12:58.400]  將夏甲放在阿伯拉罕的懷中
[00:12:58.400 --> 00:13:00.400]  出現了什麼事?
[00:13:00.400 --> 00:13:03.400]  就生了以撒瑪利出來
[00:13:03.400 --> 00:13:06.400]  在《創世紀》第十六章第五節
[00:13:06.400 --> 00:13:12.400]  所以我們見到睡在懷裡是非常親熱的一個字眼
[00:13:12.400 --> 00:13:16.400]  在聖經裡面有另外一個字是一樣的意思
[00:13:16.400 --> 00:13:19.400]  就是認識、認知這個字
[00:13:19.400 --> 00:13:22.400]  但我剛才跟大家說「Yada」這個字
[00:13:22.400 --> 00:13:27.400]  意思就是在聖經裡面同房
[00:13:27.400 --> 00:13:29.400]  也都解釋做同房
[00:13:29.400 --> 00:13:34.400]  就是我剛才說「阿當認識夏娃生了蓋人」
[00:13:34.400 --> 00:13:39.400]  所以認識這個字是很親密的認識
[00:13:39.400 --> 00:13:43.400]  可見這個阿彼撒不是
[00:13:43.400 --> 00:13:45.400]  我講了找到阿彼撒嗎?
[00:13:45.400 --> 00:13:46.400]  是找到阿彼撒
[00:13:46.400 --> 00:13:50.400]  所以阿彼撒不是一個普通的僕人
[00:13:50.400 --> 00:13:53.400]  他其實是大衛的妾侍
[00:13:53.400 --> 00:13:58.400]  他睡在大衛的懷中其實是名正言順
[00:13:58.400 --> 00:14:01.400]  經文就很有趣了
[00:14:01.400 --> 00:14:05.400]  所以我說「獵王記」是文筆非常精彩
[00:14:05.400 --> 00:14:12.400]  在這裡似乎作者是對比兩個睡在大衛懷中的女人
[00:14:12.400 --> 00:14:14.400]  還有一個是誰呢?
[00:14:14.400 --> 00:14:16.400]  是拔仕巴
[00:14:16.400 --> 00:14:21.400]  當拿丹仙芝來找大衛講出他的罪的時候
[00:14:21.400 --> 00:14:24.400]  拿丹仙芝用了一個比喻
[00:14:24.400 --> 00:14:27.400]  她說有一個很貧窮的牧羊人
[00:14:27.400 --> 00:14:29.400]  他只有一隻母羊
[00:14:29.400 --> 00:14:32.400]  這隻母羊就睡在他的懷裡
[00:14:32.400 --> 00:14:35.400]  結果就被這個牧羊人的鄰居
[00:14:35.400 --> 00:14:39.400]  一個很有錢的人搶了這隻母羊
[00:14:39.400 --> 00:14:41.400]  這個有錢人是誰呢?
[00:14:41.400 --> 00:14:42.400]  就是大衛
[00:14:42.400 --> 00:14:44.400]  那隻母羊是誰呢?
[00:14:44.400 --> 00:14:46.400]  就是拔仕巴
[00:14:46.400 --> 00:14:49.400]  在《薩姆異常》的十二章
[00:14:49.400 --> 00:14:54.400]  現在這個作者又微妙地講出
[00:14:54.400 --> 00:14:57.400]  阿彼撒是睡在大衛的懷中
[00:14:57.400 --> 00:15:00.400]  有沒有看到他比較這兩個女子
[00:15:00.400 --> 00:15:04.400]  在其中暗示出來
[00:15:04.400 --> 00:15:08.400]  就是因為大衛和拔仕巴的罪
[00:15:08.400 --> 00:15:12.400]  現在引起皇室有紛爭、有悲劇
[00:15:12.400 --> 00:15:15.400]  將會有一場風波會發生
[00:15:15.400 --> 00:15:18.400]  在大衛的後人的身上
[00:15:18.400 --> 00:15:21.400]  大衛死了之後
[00:15:21.400 --> 00:15:27.400]  這個阿彼撒將會成為一個很重要的人物
[00:15:27.400 --> 00:15:30.400]  在列王紀上的第二章
[00:15:30.400 --> 00:15:34.400]  亞當尼亞和所羅門又會有一場爭奪
[00:15:34.400 --> 00:15:37.400]  今次不是爭奪王位
[00:15:37.400 --> 00:15:39.400]  第一章是爭奪王位
[00:15:39.400 --> 00:15:41.400]  第二章爭奪甚麼呢?
[00:15:41.400 --> 00:15:43.400]  爭奪阿彼撒
[00:15:43.400 --> 00:15:51.400]  以致亞當尼亞會連生命都失去
[00:15:51.400 --> 00:15:57.400]  經文說大衛沒有和阿彼撒親近
[00:15:57.400 --> 00:16:00.400]  有沒有看到又是這個字「yada」
[00:16:00.400 --> 00:16:02.400]  認識、親近
[00:16:02.400 --> 00:16:06.400]  大衛沒有和阿彼撒親近
[00:16:06.400 --> 00:16:10.400]  在古代近東
[00:16:10.400 --> 00:16:16.400]  一個王的統治能力和他的性機能是成正比
[00:16:16.400 --> 00:16:19.400]  作者告訴我們
[00:16:19.400 --> 00:16:23.400]  大衛沒有和阿彼撒有關係
[00:16:23.400 --> 00:16:25.400]  即是說他已經沒有性機能
[00:16:25.400 --> 00:16:30.400]  亦告訴我們他沒有統治能力
[00:16:30.400 --> 00:16:32.400]  這亦是原因
[00:16:32.400 --> 00:16:37.400]  所以亞當尼亞認為他的父親已經沒有影響力
[00:16:37.400 --> 00:16:40.400]  他便起來爭奪王位
[00:16:40.400 --> 00:16:42.400]  但他錯了
[00:16:42.400 --> 00:16:46.400]  如果他可以多點關心他的父親大衛
[00:16:46.400 --> 00:16:49.400]  如果他可以和他的兄弟搞好關係
[00:16:49.400 --> 00:16:52.400]  又贏得領袖的支持
[00:16:52.400 --> 00:16:56.400]  可能他真的能夠成為下一任的以色列王
[00:16:56.400 --> 00:16:58.400]  但他沒有這樣做
[00:16:58.400 --> 00:17:03.400]  亞當尼亞效法他的哥哥亞沙隆
[00:17:03.400 --> 00:17:06.400]  他妄自尊大
[00:17:06.400 --> 00:17:09.400]  在獵王紀上的第一章第五節
[00:17:09.400 --> 00:17:11.400]  這個字在聖經裏面出現
[00:17:11.400 --> 00:17:15.400]  都是負面的意思
[00:17:15.400 --> 00:17:19.400]  亞當尼亞的方法和亞沙隆一模一樣
[00:17:19.400 --> 00:17:25.400]  叫戰車和五十個士兵在他的面前奔跑
[00:17:25.400 --> 00:17:29.400]  這個就是王的架子
[00:17:29.400 --> 00:17:32.400]  在撒姆爾夏的十五章第一節
[00:17:32.400 --> 00:17:35.400]  亞沙隆都曾經有這樣做
[00:17:35.400 --> 00:17:37.400]  作者亦暗示
[00:17:37.400 --> 00:17:43.400]  大衛其實沒有說過亞當尼亞就是他的繼承人
[00:17:43.400 --> 00:17:47.400]  這一切都是亞當尼亞自己做出來的
[00:17:47.400 --> 00:17:51.400]  我們從這裏就見到亞當尼亞的野心
[00:17:51.400 --> 00:17:55.400]  因為他在聖經裏面第一句說的話就是
[00:17:55.400 --> 00:17:58.400]  我必作王
[00:17:58.400 --> 00:18:02.400]  亞當尼亞是一個非常英俊的人
[00:18:02.400 --> 00:18:05.400]  就好像亞沙隆一樣
[00:18:05.400 --> 00:18:09.400]  所以他得到他父親大衛的寵愛
[00:18:09.400 --> 00:18:13.400]  在述列王紀上的一章六節
[00:18:13.400 --> 00:18:17.400]  經文說大衛素來沒有使他憂悶
[00:18:17.400 --> 00:18:21.400]  你怎樣能夠令到你的子女憂悶?
[00:18:21.400 --> 00:18:25.400]  你去管教你的子女他們就會憂悶
[00:18:25.400 --> 00:18:28.400]  經文即是告訴我們甚麼?
[00:18:28.400 --> 00:18:31.400]  無論亞沙隆,無論是亞當尼亞
[00:18:31.400 --> 00:18:34.400]  大衛都沒有管教他們
[00:18:34.400 --> 00:18:36.400]  這個就是大衛的問題
[00:18:36.400 --> 00:18:38.400]  他不是一個好的爸爸
[00:18:38.400 --> 00:18:41.400]  他寵愛亞當尼亞
[00:18:41.400 --> 00:18:45.400]  就好像他寵愛亞沙隆一模一樣
[00:18:45.400 --> 00:18:51.400]  亞當尼亞就招募了將軍約納
[00:18:51.400 --> 00:18:56.400]  和大祭司阿比亞他來支持自己
[00:18:56.400 --> 00:19:00.400]  也就是說他得到部分的軍事支持
[00:19:00.400 --> 00:19:03.400]  甚至是宗教的支持
[00:19:03.400 --> 00:19:06.400]  這兩個人約納和阿比亞他
[00:19:06.400 --> 00:19:09.400]  都曾經侍奉大衛多年
[00:19:09.400 --> 00:19:12.400]  尤其是當大衛落難而逃
[00:19:12.400 --> 00:19:14.400]  是最艱難的時候
[00:19:14.400 --> 00:19:17.400]  他們和大衛是同甘共苦
[00:19:17.400 --> 00:19:23.400]  但是現在因為要納下一個王位的繼承人
[00:19:23.400 --> 00:19:27.400]  而居然和大衛倒戈相向
[00:19:27.400 --> 00:19:32.400]  亞當尼亞去到引羅傑的旁邊
[00:19:32.400 --> 00:19:36.400]  一塊叫做所希烈的盆石那裡
[00:19:36.400 --> 00:19:41.400]  做什麼?宰殺牛和羊
[00:19:41.400 --> 00:19:44.400]  將肥牛毒獻給神
[00:19:44.400 --> 00:19:46.400]  來到獻祭
[00:19:46.400 --> 00:19:49.400]  是有一個很盛大的宴會
[00:19:49.400 --> 00:19:52.400]  經文最初的時候沒有告訴我們
[00:19:52.400 --> 00:19:55.400]  這個宴會的原因是什麼
[00:19:55.400 --> 00:19:57.400]  目的是什麼
[00:19:57.400 --> 00:20:00.400]  其實這個和亞沙隆
[00:20:00.400 --> 00:20:04.400]  他騙人說自己要去希伯倫獻祭
[00:20:04.400 --> 00:20:06.400]  是一模一樣
[00:20:06.400 --> 00:20:09.400]  去到希伯倫記不記得他做什麼
[00:20:09.400 --> 00:20:11.400]  自稱為王
[00:20:11.400 --> 00:20:14.400]  其實和亞當尼亞一模一樣
[00:20:14.400 --> 00:20:17.400]  都是有政治的動機
[00:20:17.400 --> 00:20:20.400]  經文是很有意思
[00:20:20.400 --> 00:20:23.400]  用了一個雙重的名稱
[00:20:23.400 --> 00:20:27.400]  來稱呼亞當尼亞的兄弟
[00:20:27.400 --> 00:20:28.400]  叫他們做什麼
[00:20:28.400 --> 00:20:30.400]  首先是朱弟兄
[00:20:30.400 --> 00:20:34.400]  然後是王的眾子
[00:20:34.400 --> 00:20:36.400]  這個雙重的稱呼
[00:20:36.400 --> 00:20:40.400]  使這個聚會更加懸疑
[00:20:40.400 --> 00:20:44.400]  令我們明白這個宴會其實有兩個目的
[00:20:44.400 --> 00:20:48.400]  不單止這個是一場家庭的聚會
[00:20:48.400 --> 00:20:50.400]  這些是朱弟兄
[00:20:50.400 --> 00:20:53.400]  這個也是有政治的動機在後面
[00:20:53.400 --> 00:20:56.400]  因為這些都是王的眾子
[00:20:56.400 --> 00:20:58.400]  有沒有看到
[00:20:58.400 --> 00:21:01.400]  這個就是一個雙重的稱呼
[00:21:01.400 --> 00:21:05.400]  在列王紀上的一章十節開始
[00:21:05.400 --> 00:21:09.400]  就讓我們看到這個宴會的目的
[00:21:09.400 --> 00:21:15.400]  是透過那些沒有被亞當尼亞邀請人的名單
[00:21:15.400 --> 00:21:18.400]  有什麼人沒有被亞當尼亞邀請
[00:21:18.400 --> 00:21:21.400]  有大衛的先知拿丹
[00:21:21.400 --> 00:21:24.400]  也有祭司薩督
[00:21:24.400 --> 00:21:27.400]  還有護衛長比娜雅
[00:21:27.400 --> 00:21:31.400]  還有被稱為王的朋友的侍媒
[00:21:31.400 --> 00:21:38.400]  大衛的衛兵勇士都沒有人被邀請去參加這個聚會
[00:21:38.400 --> 00:21:41.400]  但是最重要沒有出現的是誰
[00:21:41.400 --> 00:21:43.400]  是所羅門
[00:21:43.400 --> 00:21:47.400]  因為所羅門所有的兄弟都有出席
[00:21:47.400 --> 00:21:50.400]  只有所羅門自己沒有出席
[00:21:50.400 --> 00:21:56.400]  在列王紀是第一次提到所羅門這個名字
[00:21:56.400 --> 00:22:01.400]  這些人沒有參加這個宴會代表什麼
[00:22:01.400 --> 00:22:04.400]  這些人是忠心於大衛
[00:22:04.400 --> 00:22:08.400]  他們都不是擁納亞當尼亞的人
[00:22:08.400 --> 00:22:15.400]  這一場將會成為一個加冕的盛宴
[00:22:15.400 --> 00:22:19.400]  所有參加這一場聚會的賓客
[00:22:19.400 --> 00:22:25.400]  他們都願意擁納亞當尼亞成為以色列人的王
[00:22:25.400 --> 00:22:27.400]  或者他們都認為
[00:22:27.400 --> 00:22:29.400]  雖然大衛沒有出現
[00:22:29.400 --> 00:22:33.400]  但是可能因為大衛病了
[00:22:33.400 --> 00:22:37.400]  其實可能大衛已經按守在亞當尼亞的身上
[00:22:37.400 --> 00:22:41.400]  任命他成為下一任以色列的王
[00:22:41.400 --> 00:22:44.400]  而所有亞當尼亞的兄弟
[00:22:44.400 --> 00:22:46.400]  除了所羅門都參加
[00:22:46.400 --> 00:22:47.400]  為什麼
[00:22:47.400 --> 00:22:50.400]  因為他們要讓亞當尼亞知道
[00:22:50.400 --> 00:22:54.400]  我們根本沒有心跟你爭奪王位
[00:22:54.400 --> 00:22:57.400]  這個王位是你要就行了
[00:22:57.400 --> 00:22:59.400]  我們不會跟你爭奪
[00:22:59.400 --> 00:23:04.400]  在這裡我們看到
[00:23:04.400 --> 00:23:10.400]  當薩都這個祭司和拿丹沒有出現的時候
[00:23:10.400 --> 00:23:12.400]  就代表什麼
[00:23:12.400 --> 00:23:15.400]  代表大衛根本沒有支持這件事
[00:23:15.400 --> 00:23:20.400]  因為薩都和拿丹都是大衛的心腹
[00:23:20.400 --> 00:23:24.400]  亞當尼亞也應該知道
[00:23:24.400 --> 00:23:29.400]  所羅門就是神所揀選成為下一任的以色列王
[00:23:29.400 --> 00:23:31.400]  為什麼我這樣說
[00:23:31.400 --> 00:23:36.400]  因為他沒有請所羅門來這個宴會
[00:23:36.400 --> 00:23:40.400]  所以他應該知道所羅門會不高興
[00:23:40.400 --> 00:23:46.400]  因為神已經揀選所羅門成為下一任以色列的王
