
[00:00:00.000 --> 00:00:05.440]  我找出埃及記大概有個概念
[00:03:51.440 --> 00:03:53.800]  人數增加極其強盛
[00:03:53.800 --> 00:03:57.120]  遍滿了埃及地
[00:03:57.120 --> 00:03:59.760]  以色列人生養繁衍眾多
[00:03:59.760 --> 00:04:00.920]  遍滿全地
[00:04:00.920 --> 00:04:02.880]  這個其實在《創世紀》裏面
[00:04:02.880 --> 00:04:06.080]  是上帝給人的吩咐
[00:04:06.080 --> 00:04:08.160]  你要繁衍眾多
[00:04:08.160 --> 00:04:09.800]  生養眾多
[00:04:09.800 --> 00:04:15.760]  不過同時當時也有一個新的皇帝上位
[00:04:15.760 --> 00:04:18.040]  但這個皇帝不認識約瑟
[00:04:18.040 --> 00:04:24.480]  他不知道約瑟曾經為他們這個地方帶來多少福氣
[00:04:24.480 --> 00:04:27.800]  當他看到以色列人越來越多的時候
[00:04:27.800 --> 00:04:28.720]  他們就害怕
[00:04:28.720 --> 00:04:32.360]  他們害怕一旦發生戰爭的時候
[00:04:32.360 --> 00:04:35.200]  以色列人就會聯同他們的敵人
[00:04:35.200 --> 00:04:38.680]  來攻擊他們和離開埃及地
[00:04:38.680 --> 00:04:43.680]  於是他就想辦法來壓制以色列人的增長
[00:04:43.680 --> 00:04:46.240]  所以他第一個想法就是
[00:04:46.240 --> 00:04:49.320]  要找督公管著這些以色列人
[00:04:49.320 --> 00:04:51.680]  加重他們的重擔
[00:04:51.680 --> 00:04:52.960]  苦害他們
[00:04:52.960 --> 00:04:53.960]  做什麼呢
[00:04:53.960 --> 00:04:58.560]  就是要為法老做兩座的儲貨城
[00:04:58.560 --> 00:05:01.520]  就是比東和蘭塞
[00:05:01.520 --> 00:05:06.840]  這個就是他第一個用來限制以色列人口增長的決定
[00:05:06.840 --> 00:05:13.600]  比東和蘭塞是供應農產品和軍備的積貨城
[00:05:13.600 --> 00:05:19.440]  是一些具有戰略價值的位於三角洲地區的地方
[00:05:19.440 --> 00:05:21.040]  如果你是以色列人
[00:05:21.040 --> 00:05:24.840]  面對著埃及人這樣的打壓
[00:05:24.840 --> 00:05:28.160]  你會怎樣回應呢
[00:05:28.160 --> 00:05:31.160]  可能你馬上就要找救兵
[00:05:31.160 --> 00:05:33.600]  要找人訴苦找救兵
[00:05:33.600 --> 00:05:38.520]  當以色列人未來向神呼求、訴苦之前
[00:05:38.520 --> 00:05:41.840]  其實神已經在暗中出手
[00:05:41.840 --> 00:05:43.520]  我們看回經文
[00:05:43.520 --> 00:05:49.640]  你會看到神暗中的保守
[00:05:49.640 --> 00:05:53.480]  神幾次來阻撓法老的詭計
[00:05:53.480 --> 00:05:55.240]  當法老第一個詭計
[00:05:55.240 --> 00:05:58.760]  要增加工作控制以色列人增長的時候
[00:05:58.760 --> 00:06:01.880]  上帝怎樣去挫敗他呢
[00:06:01.880 --> 00:06:06.080]  經文說 埃及人越是苦害以色列人
[00:06:06.080 --> 00:06:10.360]  以色列人就越增多越繁殖
[00:06:10.360 --> 00:06:12.520]  因著神的賜福
[00:06:12.520 --> 00:06:18.520]  以色列人比埃及人預期當中的更加強盛
[00:06:18.520 --> 00:06:20.680]  法老又要想辦法
[00:06:20.680 --> 00:06:23.840]  他第二個用的方法就是
[00:06:23.840 --> 00:06:28.440]  他找了兩個希伯來的接生婆
[00:06:28.440 --> 00:06:32.720]  叫她來幫他們接生的時候
[00:06:32.720 --> 00:06:35.400]  如果發現他們生的是男孩
[00:06:35.400 --> 00:06:38.960]  就要殺死他
[00:06:38.960 --> 00:06:41.880]  這兩個希伯來的接生婦
[00:06:41.880 --> 00:06:45.680]  很可能我們相信她是以色列人
[00:06:45.680 --> 00:06:49.280]  因為在舊約以色列以外的人
[00:06:49.280 --> 00:06:52.200]  稱他們為希伯來人
[00:06:52.200 --> 00:06:54.560]  而在以色列人外人面前
[00:06:54.560 --> 00:06:56.880]  他們也用這個名字自稱
[00:06:56.880 --> 00:07:00.360]  所以他們應該是以色列族
[00:07:00.360 --> 00:07:02.880]  即是以色列人的收生婆
[00:07:02.880 --> 00:07:05.480]  但是這兩位
[00:07:05.480 --> 00:07:10.040]  很可能也是我們今天所謂的同業工會的領袖
[00:07:10.040 --> 00:07:12.520]  因為他們這麼龐大的人口
[00:07:12.520 --> 00:07:14.880]  沒理由只有兩個接生婆
[00:07:14.880 --> 00:07:17.880]  所以他們其實是領袖
[00:07:17.880 --> 00:07:20.640]  這兩個接生婆很有智慧
[00:07:20.640 --> 00:07:22.800]  他們稱讚以色列人
[00:07:22.800 --> 00:07:29.320]  因為我們還沒到達以色列人的大肚子
[00:07:29.320 --> 00:07:32.040]  他們在我們還沒到達之前
[00:07:32.040 --> 00:07:33.320]  已經生了嬰兒
[00:07:33.320 --> 00:07:38.920]  所以我們無從下手殺害男嬰
[00:07:38.920 --> 00:07:41.160]  可能這也有事實
[00:07:41.160 --> 00:07:43.080]  去支持他們說的話
[00:07:43.080 --> 00:07:45.320]  可能希伯來人的婦人
[00:07:45.320 --> 00:07:47.640]  真的生得容易或快一點
[00:07:47.640 --> 00:07:49.800]  因為他們經常要工作
[00:07:49.800 --> 00:07:51.960]  可能有過生嬰兒的經驗就知道
[00:07:51.960 --> 00:07:54.960]  當你適當的運動
[00:07:54.960 --> 00:07:57.080]  生下來可能會容易一點
[00:07:57.080 --> 00:08:02.600]  但他們的說話也有誇大其詞
[00:08:02.600 --> 00:08:04.600]  不過最重要的是
[00:08:04.600 --> 00:08:06.880]  他們是敬畏神
[00:08:06.880 --> 00:08:08.640]  因為他們對神敬畏
[00:08:08.640 --> 00:08:11.880]  所以上帝也保守了他們的安全
[00:08:11.880 --> 00:08:14.800]  你想想 如果他們真的這樣的話
[00:08:14.800 --> 00:08:17.960]  埃及的皇帝大可以懷疑他們
[00:08:17.960 --> 00:08:19.440]  因為他們是自己人
[00:08:19.440 --> 00:08:23.920]  所以刻意包庇他們說謊
[00:08:23.920 --> 00:08:25.760]  違背了自己的命令
[00:08:25.760 --> 00:08:32.000]  甚至埃及皇帝可以殺了這兩個修生婆
[00:08:32.000 --> 00:08:34.280]  但他們不單沒有被殺
[00:08:34.280 --> 00:08:37.520]  反而得到神的祝福
[00:08:37.520 --> 00:08:41.640]  神不單藉著他們的手
[00:08:41.640 --> 00:08:44.160]  敗壞了法老的詭計
[00:08:44.160 --> 00:08:46.920]  他拯救了以色列的男嬰
[00:08:46.920 --> 00:08:49.000]  這兩個修生婆也因著
[00:08:49.000 --> 00:08:51.560]  對神的敬畏得到賜福
[00:08:51.560 --> 00:08:57.520]  經文說 神為他們建立家室
[00:08:57.520 --> 00:08:59.640]  第二個詭計就不行了
[00:08:59.640 --> 00:09:02.400]  法老就要用第三個詭計
[00:09:02.400 --> 00:09:04.400]  這次不單是兩個修生婆
[00:09:04.400 --> 00:09:07.800]  而是要對眾民也有這樣的命令
[00:09:07.800 --> 00:09:10.320]  凡是希伯來人所生的男孩
[00:09:10.320 --> 00:09:15.080]  你們也要將他投入河裡
[00:09:15.080 --> 00:09:16.800]  所有人 任何人
[00:09:16.800 --> 00:09:20.760]  如果你看到希伯來人所生的男孩
[00:09:20.760 --> 00:09:22.560]  你就要這樣做
[00:09:22.560 --> 00:09:27.200]  但神又很諷刺地藉著三個女性
[00:09:27.200 --> 00:09:30.280]  來敗壞法老的詭計
[00:09:30.280 --> 00:09:33.560]  首先他藉著一個母親
[00:09:33.560 --> 00:09:35.160]  在愛子懲戒之下
[00:09:35.160 --> 00:09:38.000]  這個母親生了兒子之後
[00:09:38.000 --> 00:09:39.760]  他就冒著生命危險
[00:09:39.760 --> 00:09:41.960]  將她藏起來三個月
[00:09:41.960 --> 00:09:44.840]  藏到不能再藏的時候
[00:09:44.840 --> 00:09:48.360]  他只能按照著法老字面的指令
[00:09:48.360 --> 00:09:50.760]  將孩子放到河裡
[00:09:50.760 --> 00:09:52.600]  不過他不是直接把她丟進水裡
[00:09:52.600 --> 00:09:54.920]  而是用一個蒲草箱
[00:09:54.920 --> 00:09:58.440]  外面塗了蠟青和石漆
[00:09:58.440 --> 00:10:00.640]  這樣籃子才可以浮動
[00:10:00.640 --> 00:10:02.800]  然後才把孩子放進去
[00:10:02.800 --> 00:10:07.440]  將她放進河裡
[00:10:07.440 --> 00:10:09.480]  我們從後來的經文裡
[00:10:09.480 --> 00:10:12.800]  我們知道這個孩子是摩西
[00:10:12.800 --> 00:10:17.480]  這個母親是他的媽媽約基別
[00:10:17.480 --> 00:10:19.720]  接著上帝要用的就是
[00:10:19.720 --> 00:10:23.280]  隔壁的一個姐姐
[00:10:23.280 --> 00:10:24.760]  因為手足情深
[00:10:24.760 --> 00:10:28.680]  這個姐姐一直很關注弟弟的命運
[00:10:28.680 --> 00:10:32.440]  她知道家裡不能再藏起弟弟
[00:10:32.440 --> 00:10:34.280]  但她也希望知道
[00:10:34.280 --> 00:10:37.200]  她接下來的命運是怎樣
[00:10:37.200 --> 00:10:38.760]  所以經文裡提到
[00:10:38.760 --> 00:10:42.160]  這個姐姐是離遠地看著弟弟
[00:10:42.160 --> 00:10:43.960]  發生什麼事
[00:10:43.960 --> 00:10:49.440]  後來當她看到弟弟被人發現之後
[00:10:49.440 --> 00:10:51.440]  她就大膽地走出去
[00:10:51.440 --> 00:10:53.760]  並且主動地建議
[00:10:53.760 --> 00:10:57.360]  「不如我幫你找個希伯來人的奶媽」
[00:10:57.360 --> 00:11:01.720]  「來幫你餵這個小孩子」
[00:11:01.720 --> 00:11:03.600]  當她說這件事之前
[00:11:03.600 --> 00:11:08.480]  她應該是一直很關注著這個弟弟
[00:11:08.480 --> 00:11:12.760]  她也很關注著那位發現弟弟的人
[00:11:12.760 --> 00:11:14.440]  她的直覺告訴她
[00:11:14.440 --> 00:11:15.920]  這個發現弟弟的人
[00:11:15.920 --> 00:11:18.760]  應該是一個心地善良的人
[00:11:18.760 --> 00:11:20.920]  所以她就很聰明地走出來
[00:11:20.920 --> 00:11:22.440]  穿針引線
[00:11:22.440 --> 00:11:27.440]  將孩子的生母介紹給這個人
[00:11:27.440 --> 00:11:29.720]  來成為這個孩子的奶媽
[00:11:29.720 --> 00:11:31.600]  去餵養他
[00:11:31.600 --> 00:11:36.560]  她這個行動其實需要很大的勇氣
[00:11:36.560 --> 00:11:40.720]  第三個人物
[00:11:40.720 --> 00:11:43.280]  這個女性是一位公主
[00:11:43.280 --> 00:11:45.240]  上帝最諷刺的是
[00:11:45.240 --> 00:11:47.800]  竟然用法老自己的女兒
[00:11:47.800 --> 00:11:50.800]  來敗壞法老的詭計
[00:11:50.800 --> 00:11:54.240]  甚至可以說這是一個神蹟
[00:11:54.240 --> 00:11:59.360]  在一個要將以色列滅族的皇室裡
[00:11:59.360 --> 00:12:03.160]  竟然有一個難能可貴的人物
[00:12:03.160 --> 00:12:07.000]  就是一個心腸柔軟的公主
[00:12:07.000 --> 00:12:08.880]  她這個殘忍的爸爸
[00:12:08.880 --> 00:12:12.600]  要將希伯來人的嬰孩
[00:12:12.600 --> 00:12:15.160]  扔進河裡去祭神
[00:12:15.160 --> 00:12:17.400]  但她竟然生了一個
[00:12:17.400 --> 00:12:20.280]  人格氣質很獨特的女兒
[00:12:20.280 --> 00:12:22.920]  這個女兒有一個唯母的心懷
[00:12:22.920 --> 00:12:24.520]  對人有同情心
[00:12:24.520 --> 00:12:26.760]  她能夠感同身受
[00:12:26.760 --> 00:12:28.080]  很明顯
[00:12:28.080 --> 00:12:30.880]  摩西在她日後的成長裡
[00:12:30.880 --> 00:12:36.400]  多多少少受到這個養母的新教影響
[00:12:36.400 --> 00:12:39.240]  沒想到這個希伯來的嬰孩
[00:12:39.240 --> 00:12:43.120]  不單沒有被埃及的王族謀害
[00:12:43.120 --> 00:12:44.600]  而伸手救她的
[00:12:44.600 --> 00:12:47.120]  竟然就是王族的人
[00:12:47.120 --> 00:12:48.440]  而且她的媽媽
[00:12:48.440 --> 00:12:52.880]  就成為了向埃及公主
[00:12:52.880 --> 00:12:55.800]  領薪水的奶媽
[00:12:55.800 --> 00:12:58.920]  從這段經歷裡
[00:12:58.920 --> 00:13:02.600]  經文又帶給我們什麼反思呢?
[00:13:02.600 --> 00:13:05.480]  我們第一點看到的是
[00:13:05.480 --> 00:13:09.920]  原來神是明白我們一切的痛苦
[00:13:09.920 --> 00:13:12.120]  以色列人雖然面對著
[00:13:12.120 --> 00:13:15.160]  埃及這個新皇帝的打壓
[00:13:15.160 --> 00:13:18.280]  但他們一直都沒有向神來呼求
[00:13:18.280 --> 00:13:20.960]  如果大家一直看下去的經文
[00:13:20.960 --> 00:13:22.600]  你會發現去到
[00:13:22.600 --> 00:13:24.360]  《出埃及記》第二章的
[00:13:24.360 --> 00:13:25.800]  二十三二十四節
[00:13:25.800 --> 00:13:27.720]  那裡才記載
[00:13:27.720 --> 00:13:30.480]  這裡說:其實過了很久
[00:13:30.480 --> 00:13:32.520]  到埃及王都死了
[00:13:32.520 --> 00:13:35.600]  以色列人才在菌所中嘆息
[00:13:35.600 --> 00:13:37.280]  向神呼求
[00:13:37.280 --> 00:13:39.920]  神就聽到他們的呼聲
[00:13:39.920 --> 00:13:43.920]  又紀念他們和他們先祖的約
[00:13:43.920 --> 00:13:45.800]  於是神就看顧以色列人
[00:13:45.800 --> 00:13:48.640]  和關注他們
[00:13:48.640 --> 00:13:52.200]  原來在以色列人呼求神以先
[00:13:52.200 --> 00:13:54.760]  神已經知道他們的苦況
[00:13:54.760 --> 00:13:58.040]  並且在暗中保護他們
[00:13:58.040 --> 00:14:00.840]  正如在新約的時候
[00:14:00.840 --> 00:14:02.680]  去到《馬太福音》的時候
[00:14:02.680 --> 00:14:05.200]  在六章也這樣說
[00:14:05.200 --> 00:14:07.520]  祂說:在你們祈求以先
[00:14:07.520 --> 00:14:10.000]  你們的父已經知道了
[00:14:10.000 --> 00:14:11.800]  每一次當我們祈禱以先
[00:14:11.800 --> 00:14:13.680]  其實上帝已經知道
[00:14:13.680 --> 00:14:16.400]  不過祂仍然希望我們來禱告
[00:14:16.400 --> 00:14:21.480]  因為禱告是親近神的其中一個表現
[00:14:21.480 --> 00:14:24.880]  我發覺可能大家在你的生活裡面
[00:14:24.880 --> 00:14:26.680]  在你信主的經歷裡面
[00:14:26.680 --> 00:14:27.960]  你也會經歷過
[00:14:27.960 --> 00:14:29.560]  有時候你發覺有些事情
[00:14:29.560 --> 00:14:31.880]  當你還沒有開聲祈禱以先
[00:14:31.880 --> 00:14:34.080]  上帝已經在回應你
[00:14:34.080 --> 00:14:36.280]  我自己也有這樣的例子
[00:14:36.280 --> 00:14:38.040]  我發覺有時候自己很軟弱
[00:14:38.040 --> 00:14:39.720]  很無助的時候
[00:14:39.720 --> 00:14:42.920]  去到連開聲祈禱的力都沒有
[00:14:42.920 --> 00:14:46.040]  但是我仍然在自己的鬼道
[00:14:46.040 --> 00:14:48.880]  自己心裡默默地來祈禱
[00:14:48.880 --> 00:14:52.720]  但我發覺原來神也會聽你的禱告
[00:14:52.720 --> 00:14:57.880]  並且祂會賜給你力量來重新站起來
[00:14:57.880 --> 00:14:59.520]  我在八月的時候
[00:14:59.520 --> 00:15:00.320]  「愛慕禮」的時候
[00:15:00.320 --> 00:15:04.120]  我也曾經分享過
[00:15:04.120 --> 00:15:08.320]  在五月之前
[00:15:08.320 --> 00:15:10.400]  那段時間
[00:15:10.400 --> 00:15:11.680]  申請「愛慕」的期間
[00:15:11.680 --> 00:15:14.160]  其實我也在經歷很多磨練
[00:15:14.160 --> 00:15:17.280]  其實當時心裡一方面覺得很艱難
[00:15:17.280 --> 00:15:18.400]  很不容易
[00:15:18.400 --> 00:15:20.520]  但同時也對一位牧師
[00:15:20.520 --> 00:15:23.440]  我心裡對他很感激
[00:15:23.440 --> 00:15:26.400]  我一直很想親口去感謝他
[00:15:26.400 --> 00:15:29.880]  因為他在過程中給了我很多鼓勵
[00:15:29.880 --> 00:15:32.640]  其實我心裡沒有特別拿出來祈禱
[00:15:32.640 --> 00:15:34.000]  「神啊 你為我預備」
[00:15:34.000 --> 00:15:38.000]  但心裡一直很想去感謝他
[00:15:38.000 --> 00:15:39.120]  但有什麼機會呢?
[00:15:39.120 --> 00:15:42.800]  怎樣可以感謝他呢?
[00:15:42.800 --> 00:15:44.360]  我發覺很奇妙
[00:15:44.360 --> 00:15:46.160]  竟然在我五月
[00:15:46.160 --> 00:15:48.960]  在韓國回港的飛機裡面
[00:15:48.960 --> 00:15:51.600]  神就讓我和他在飛機上相遇
[00:15:51.600 --> 00:15:54.880]  還要發現原來我們是坐在隔離位
[00:15:54.880 --> 00:15:56.120]  很奇妙
[00:15:56.120 --> 00:15:58.920]  原來我發覺我沒有告訴神
[00:15:58.920 --> 00:16:00.160]  沒有祈禱
[00:16:00.160 --> 00:16:01.680]  但神已經知道
[00:16:01.680 --> 00:16:03.800]  祂知道我心底的願望
[00:16:03.800 --> 00:16:07.120]  祂就為我安排這麼好的機會
[00:16:07.120 --> 00:16:09.840]  讓我可以親口地感謝這位牧師
[00:16:09.840 --> 00:16:12.240]  還有我們在飛機上一直聊到回來
[00:16:12.240 --> 00:16:13.600]  有很多很多的分享
[00:16:13.600 --> 00:16:15.640]  彼此鼓勵
[00:16:15.640 --> 00:16:16.920]  所以弟兄姊妹
[00:16:16.920 --> 00:16:21.400]  同樣無論你現在經歷著什麼樣的光景
[00:16:21.400 --> 00:16:25.360]  可能你在嚴重的病患裡面
[00:16:25.360 --> 00:16:27.680]  好像我們的弟兄惠雄一樣
[00:16:27.680 --> 00:16:31.880]  又或者你的家人都在經歷著很大的病患
[00:16:31.880 --> 00:16:35.440]  又或者你都在罪過困所裡面
[00:16:35.440 --> 00:16:39.040]  你心靈裡面有很大的軟弱
[00:16:39.040 --> 00:16:40.880]  神都知道
[00:16:40.880 --> 00:16:43.080]  在詩篇139篇裡面
[00:16:43.080 --> 00:16:44.280]  也有一段這樣的經文
[00:16:44.280 --> 00:16:45.680]  我們一起讀
[00:16:45.680 --> 00:16:49.040]  「如果我升到天上,你在哪裡?
[00:16:49.040 --> 00:16:52.680]  如果我在陰間下榻,你在哪裡?
[00:16:52.680 --> 00:16:55.480]  如果我展開清晨的翅膀
[00:16:55.480 --> 00:16:57.840]  飛到海的極處居住
[00:16:57.840 --> 00:16:59.200]  就是在哪裡
[00:16:59.200 --> 00:17:01.760]  你的手仍必引導我
[00:17:01.760 --> 00:17:05.280]  你的右手也必扶持我」
[00:17:05.280 --> 00:17:08.440]  神知道你任何的境況
[00:17:08.440 --> 00:17:11.440]  並且祂都應許會在你的右邊
[00:17:11.440 --> 00:17:15.240]  在你的旁邊來扶持你
[00:17:15.240 --> 00:17:18.440]  第二點我們反思到的是
[00:17:18.440 --> 00:17:22.360]  神的保守勝過一切的艱難險阻
[00:17:22.360 --> 00:17:26.840]  以色列人面對著法老接二連三的逼迫
[00:17:26.840 --> 00:17:28.680]  但是他在神的保守之下
[00:17:28.680 --> 00:17:31.040]  不僅沒有被打倒
[00:17:31.040 --> 00:17:33.480]  反而是越發增多
[00:17:33.480 --> 00:17:35.840]  越發繁衍
[00:17:35.840 --> 00:17:39.240]  神的教會也一樣
[00:17:39.240 --> 00:17:44.560]  耶穌基督曾經先來講這段說話
[00:17:44.560 --> 00:17:47.280]  祂說「你們要記住
[00:17:47.280 --> 00:17:49.000]  每一個跟隨我的人
[00:17:49.000 --> 00:17:51.080]  僕人不能夠大過主人
[00:17:51.080 --> 00:17:53.200]  既然我經歷那些
[00:17:53.200 --> 00:17:55.520]  你們也一定會經歷
[00:17:55.520 --> 00:17:58.160]  那些人既然逼迫我
[00:17:58.160 --> 00:18:02.680]  一定也會逼迫每一個跟從我的人」
[00:18:02.680 --> 00:18:06.240]  所以耶穌早已預言
[00:18:06.240 --> 00:18:07.800]  每一個跟隨祂的人
[00:18:07.800 --> 00:18:10.720]  我們必定要有心理準備
[00:18:10.720 --> 00:18:12.960]  可能你也會承受逼迫
[00:18:12.960 --> 00:18:14.880]  不過我們仍要跟從
[00:18:14.880 --> 00:18:16.120]  是因為我們知道
[00:18:16.120 --> 00:18:20.320]  唯有耶穌是真正的神
[00:18:20.320 --> 00:18:22.200]  歷世歷代的教會也一樣
[00:18:22.200 --> 00:18:23.560]  過去二千多年
[00:18:23.560 --> 00:18:24.880]  耶穌基督的教會
[00:18:24.880 --> 00:18:29.600]  都是在逼迫裡面一直走過來
[00:18:29.600 --> 00:18:31.240]  古今中外的教會
[00:18:31.240 --> 00:18:33.240]  都是不斷被逼迫
[00:18:33.240 --> 00:18:35.640]  但是一直沒有被消滅
[00:18:35.640 --> 00:18:37.120]  反而越是逼迫
[00:18:37.120 --> 00:18:39.920]  越是茁壯地成長
[00:18:39.920 --> 00:18:41.360]  跟隨耶穌基督的人
[00:18:41.360 --> 00:18:43.960]  數字也不斷地增長
[00:18:43.960 --> 00:18:47.560]  因為教會是屬於復活的主
[00:18:47.560 --> 00:18:49.760]  耶穌基督
[00:18:49.760 --> 00:18:51.480]  耶穌自己說過
[00:18:51.480 --> 00:18:55.440]  「我要在這個盆石上建立我的教會
[00:18:55.440 --> 00:18:57.920]  死亡的權勢或陰間的門
[00:18:57.920 --> 00:19:00.320]  不能勝過祂」
[00:19:00.320 --> 00:19:03.280]  今天無論在哪裡
[00:19:03.280 --> 00:19:04.560]  我們看到在中東
[00:19:04.560 --> 00:19:06.720]  很多的教徒被迫害
[00:19:06.720 --> 00:19:07.880]  在中國大陸
[00:19:07.880 --> 00:19:10.680]  我們最近也聽到很多教會
[00:19:10.680 --> 00:19:13.120]  受打壓的消息
[00:19:13.120 --> 00:19:14.880]  但是我們也不需要懼怕
[00:19:14.880 --> 00:19:16.880]  可能有一天輪到香港也說不定
[00:19:16.880 --> 00:19:19.000]  但是我們要知道
[00:19:19.000 --> 00:19:21.120]  我們跟隨的那位
[00:19:21.120 --> 00:19:22.880]  是一個復活的主
[00:19:22.880 --> 00:19:24.000]  教會也是祂
[00:19:24.000 --> 00:19:29.280]  教會不會因此被消滅
[00:19:29.280 --> 00:19:30.560]  第三
[00:19:30.560 --> 00:19:31.840]  我們看到
[00:19:31.840 --> 00:19:36.160]  神願意用任何身份地位的人
[00:19:36.160 --> 00:19:38.320]  在拯救希伯來人
[00:19:38.320 --> 00:19:41.280]  BB摩西的過程裡
[00:19:41.280 --> 00:19:43.600]  神使用了五個
[00:19:43.600 --> 00:19:47.200]  身份地位也不一樣的女性
[00:19:47.200 --> 00:19:49.480]  頭兩個就是
[00:19:49.480 --> 00:19:51.320]  那兩個接生婆
[00:19:51.320 --> 00:19:55.320]  聖經裡甚至記載她們的名字
[00:19:55.320 --> 00:19:56.480]  一個叫斯弗拉
[00:19:56.480 --> 00:19:58.520]  一個叫普雅
[00:19:58.520 --> 00:20:00.120]  兩個這麼卑微的人
[00:20:00.120 --> 00:20:03.760]  她們的名字卻被記錄在聖經裡
[00:20:03.760 --> 00:20:07.640]  是因為她們有英雄一般的信心
[00:20:07.640 --> 00:20:09.880]  另一方面是因為她們敬畏神
[00:20:09.880 --> 00:20:13.880]  她們不按照埃及王的吩咐
[00:20:13.880 --> 00:20:15.600]  她們需要很大的勇氣
