
[00:00:00.000 --> 00:00:17.000]  今天特別是復活節的主日,主耶穌釘在十字架上,埋葬,第三日復活。
[00:24:16.000 --> 00:24:43.000]  不如上去告一告狀,誰不知大多都沒人聽你的,當一個人沒人聽的時候,人會落到一個困境,甚至我們在這麼富有的國家裡面,我們一樣人受到環境的影響,
[00:24:43.000 --> 00:25:12.000]  或者受到人與人的關係的衝擊,有很多不開心的事情,我們需要跟別人講,需要有朋友,但未必別人會幫助安慰到你,甚至你講出來,別人可能會傳出去,對你傷害更大。
[00:25:12.000 --> 00:25:41.000]  人是不可以給我有什麼保證,人很希望能夠尋求一位救主,就是我們的主耶穌基督,祂實實在在,我們可以來到祂面前,我們可以赤裸躺開,將我們一切的告訴祂,
[00:25:41.000 --> 00:26:09.000]  在主耶穌基督裡面,必然會賜給我們有出人意外的平安,祂是可以讓我們經歷的,耶穌基督的名是很多人一直傳到今天傳給我們,我們因為看到人的生命,他的生命就好像一首歌一樣,
[00:26:09.000 --> 00:26:30.000]  為什麼我們的生命不能像一樣燦爛呢?我們的思想,我們的心,有沒有和神的恩典是連在一起的?我們和神的恩典有沒有關係呢?
[00:26:30.000 --> 00:26:58.000]  神的恩典就是耶穌基督的救恩,祂為我們受苦,祂背負我們的重擔,只不過我們願不願意,馬上來到祂的面前,我們有什麼都要交出給祂,可以和祂長談。
[00:26:58.000 --> 00:27:12.000]  講祢的心事,並且祢可以和很多一同敬畏祂的人,一同試試歌頌讚美祂。
[00:27:12.000 --> 00:27:37.000]  好像我們剛才所聽的那首哈利路亞的歌,它雖然是一首宗教的歌曲,但世界人都公認,這首歌的創作人,本應不在地上可以做得到的,創作得到的。
[00:27:37.000 --> 00:27:47.000]  此歌本應天上有,人間哪得何時可以聽得到呢?
[00:27:47.000 --> 00:28:16.000]  但竟然我們可以聽得到,在講祂的見證的時候,當祂祈禱的時候,神的靈帶領我們看到天堂的景象,千萬的天使、天君一同歌頌,神給了我們這個靈感。
[00:28:16.000 --> 00:28:42.000]  特別是當祂看到啟示錄的時候,啟示錄是神給我們一種提醒,這位君王將要回來,這個世界雖然今天有很多的戰爭,但當主耶穌回來的時候,這些戰爭都要止息。
[00:28:42.000 --> 00:28:58.000]  這位全能的大君王,祂叫我們和祂一起得勝,祂將會統管萬有,叫我們在祂的面前得到滿足。
[00:28:58.000 --> 00:29:23.000]  特別是在這個詩人講到二十六節的時候,當我們真是和這個恩典聯繫的時候,謙卑的人必吃得飽足,尋求耶和華的人必讚美他,願你們的心永遠活著。
[00:29:23.000 --> 00:29:39.000]  我們真是願意時時刻刻來到神的面前,去讚美祂,我們人都是看環境,人是看環境的。
[00:29:39.000 --> 00:30:07.000]  昔日的門徒跟隨耶穌,當主耶穌被釘埋在墳墓裡的時候,很多人都躲藏起來,只有婦女們來到耶穌的墳墓,要守護著。
[00:30:07.000 --> 00:30:29.000]  他們想繼續紀念這位主,蘭王這位主,怎樣曾經帶領他們,讓他們認識神,生命得到改變。
[00:30:29.000 --> 00:30:57.000]  當時很多人要盯著耶穌的十字架,他們的反應就是,不知道耶穌所講的,會不會有人利用,耶穌說三日後會復活,我們要找些人去守著祂。
[00:30:57.000 --> 00:31:22.000]  我們重溫,昔日當日的反應,如果我們是自己,在這樣的環境裡面,有人威脅我們,我們是不是不再和主走這條路呢?
[00:31:22.000 --> 00:31:30.000]  我們是不是害怕人呢?
[00:31:30.000 --> 00:31:36.000]  有些人做一些事,希望讓人害怕。
[00:31:36.000 --> 00:31:40.000]  馬拉威亞時代有這樣的記載,
[00:31:40.000 --> 00:32:06.000]  此日就是預備日的第二天,就此巧合,法利賽人聚集,來到見彼拉多王說,大人,我們聽見那誘惑人的還活著的時候曾說,三日後我要復活,因此請吩咐人將墳墓把守妥當,直到第三日,恐怕他的門徒內把他偷了去,就告訴百姓說,他從死裡復活了。
[00:32:06.000 --> 00:32:11.000]  一樣把後來的迷惑比先前的更厲害了。
[00:32:11.000 --> 00:32:24.000]  美拉多說,你們有看守的兵,去吧,盡你們所能的把守妥當。他們就帶著看守的兵同去,瘋了石頭,將墳墓把守妥當。
[00:32:24.000 --> 00:32:53.000]  馬拉威亞27章62節到66節這麼說,此日就是預備日的第二天,就此巧合,法利賽人聚集,來到見彼拉多王說,大人,我們聽見那誘惑人的還活著的時候曾說,三日後我要復活,因此請吩咐人將墳墓把守妥當,直到第三日,恐怕他們的門徒內把他偷了去,就告訴百姓說,
[00:32:53.000 --> 00:32:58.000]  他從死裡復活了,這樣把後來的迷惑比先前的更厲害了。
[00:32:58.000 --> 00:33:13.000]  彼拉多說,你們有看守的兵,去吧,盡你們所能的把守妥當。他們就帶著看守的兵同去,瘋了石頭,將墳墓把守妥當。
[00:33:13.000 --> 00:33:26.000]  似乎有些兵在守著,人都很難接近,但是耶穌基督能不能被困得住呢?
[00:33:26.000 --> 00:33:38.000]  我們再看馬太坊的28章,我們再看馬拉威亞28章的故事是如何發展的。
[00:33:38.000 --> 00:33:56.000]  當日安息日將盡,七日的頭一日,天快亮的時候,末大拉的馬尼亞和那個馬尼亞來看墳墓,忽然地帶震動,因為有主的使者從天上下雲,把石頭滾開,坐在上面。
[00:33:56.000 --> 00:34:19.000]  他的匠貌如同閃電,衣服潔白如雪,看守的人就因他嚇得渾身亂顫,甚至和死人一樣,偏是對父女說,不要害怕,我知道你們是尋找那釘十字架的耶穌,他不在這裡,照他所說的,已經復活了。
[00:34:19.000 --> 00:34:39.000]  馬太坊的28章,當日安息日將盡,七日的頭一日,天快亮的時候,末大拉的馬尼亞和那個馬尼亞來看墳墓,忽然地帶震動,因為有主的使者從天上下雲,把石頭滾開,坐在上面。
[00:34:39.000 --> 00:34:59.000]  他的匠貌如同閃電,衣服潔白如雪,看守的人就因他嚇得渾身亂顫,甚至和死人一樣,偏是對父女說,不要害怕,我知道你們是尋找那釘十字架的耶穌,他不在這裡,照他所說的,已經復活了。
[00:34:59.000 --> 00:35:11.000]  當日父女急忙離開墳墓,又害怕,又大大的歡喜,跑去要報給他的門徒,忽然耶穌遇見他們說,願你們平安。
[00:35:11.000 --> 00:35:23.000]  他們就上前抱著他的腳拜他,耶穌對他們說,不要害怕,你們去告訴我的弟兄,叫他們往加里尼去,在那裡必見我。
[00:35:23.000 --> 00:35:42.000]  他們去的時候,看守的兵有幾個進城去,將所經歷的事都報給祭司長,祭司長和長老聚集相議,就拿許多銀錢給丁丁說,你們要這樣說,夜間我們睡覺的時候,他的門徒來了,把他偷去了。
[00:35:42.000 --> 00:35:57.000]  倘若這話被巡撫聽見,有我們勸他,保你們無事。丁丁授了銀錢,就照所束縛他們的去行。這話就傳說在猶太人中間,直到今天。
[00:35:57.000 --> 00:36:17.000]  丁丁授了銀錢,就照所束縛他們的去行。這話就傳說在猶太人中間,直到今天。
[00:36:17.000 --> 00:36:38.000]  叫他們往加里尼去,在那裡必見我。他們去的時候,看守的兵有幾個進城去,將所經歷的事都報給祭司長,祭司長和長老聚集相議,就拿許多銀錢給丁丁說,你們要這樣說,夜間我們睡覺的時候,他的門徒來了,把他偷了去。
[00:36:38.000 --> 00:36:52.000]  倘若這話被巡撫聽見,有我們勸他,保你們無事。丁丁授了銀錢,就照所束縛他們的去行。這話就傳說在猶太人中間,直到今天。
[00:36:52.000 --> 00:37:21.000]  之後門徒直接見到耶穌,十六節到二十節,在馬太福音第二十八章,十一個門徒往加里尼去,到了耶穌約定的山上,他們見到耶穌就拜祂。然而還有人疑惑,耶穌進前來,對他們說,天上地下所有的權柄都賜給我了,所以你們要去使萬民作愛的門徒,奉父子聖靈的名,給他們施洗。
[00:37:21.000 --> 00:37:29.000]  凡我所吩咐你們的,都教訓他們遵守,我就常與你們同在,直到世界的末了。
[00:37:29.000 --> 00:37:52.000]  十一個門徒往加里尼去,到了耶穌約定的山上,他們見到耶穌就拜祂。然而還有人疑惑,耶穌進前來,對他們說,天上地下所有的權柄都賜給我了,所以你們要去使萬民作愛的門徒,奉父子聖靈的名,給他們施洗。
[00:37:52.000 --> 00:37:59.000]  凡我所吩咐你們的,都教訓他們遵守,我就常與你們同在,直到世界的末了。
[00:37:59.000 --> 00:38:23.000]  耶穌要跟從他們的人,不要害怕,不要害怕地上的權勢,要全心的依靠神,因為天上地下所有的權柄都已經在他的身上,他已經得勝了。
[00:38:23.000 --> 00:38:46.000]  他答應我們,他常與我們同在,直到世界的末了。我們行走天路,並不孤單,只要我們一直的依靠神,遵從祂的話語。
[00:38:46.000 --> 00:39:12.000]  在這裏,特別我們看到耶穌基督,在十六章二十四節,一早已經與他們有這樣的提醒,耶穌對門徒曾經這樣說,若有人要跟從我,就當舍己背起他的十字架來跟從我。
[00:39:12.000 --> 00:39:32.000]  十字架原本是一個刑具,是要人受苦的,但是今天的十架,已經成為得勝的記號,也成為神給我們的恩典。
[00:39:32.000 --> 00:39:49.000]  正如保羅所講,祂不存別的,祂存耶穌基督的十架,和祂復活的大能,最重要的是我們要去信靠,去信服,去遵從祂的命令。
[00:39:49.000 --> 00:40:11.000]  耶穌去臨升天的時候,和門徒有這樣的吩咐,你們要去,使萬民做我的門徒,奉父子聖靈的名給他們施洗,
[00:40:11.000 --> 00:40:24.000]  要將耶穌基督的教訓,一代一代傳下去,去教導一代一代的信徒。
[00:40:24.000 --> 00:40:38.000]  我們知道神給我們的必然是成就,當私人去思想到這位永活的神的時候,
[00:40:38.000 --> 00:40:56.000]  在二十七節這樣講,第二十四節都要想念耶和華,並且歸順祂,列國的萬族都要在祢面前敬拜,
[00:40:56.000 --> 00:41:16.000]  因為國權是耶和華的,祂是管理萬國的,這裡你再讀下去,你會看到不同的地方都是講到敬拜,二十九節最尾講到下拜,
[00:41:16.000 --> 00:41:27.000]  這位就是王,只要我們聽祂的話,祂是掌管一切的主,
[00:41:27.000 --> 00:41:47.000]  我們如果是不聽祂的話的時候,我們就會被這個世界牢籠了我們的心,我們怎麼可以聽神的話呢?
[00:41:47.000 --> 00:42:08.000]  要以耶穌基督的心為心,正在培拉比書的二章五道十一節,裡面講以基督耶穌的心為心,
[00:42:08.000 --> 00:42:18.000]  祂本有神的形象,不以自己與神同等為強奪的,反倒許祈祈要羅布的形象成為人的樣式,
[00:42:18.000 --> 00:42:29.000]  既要人的樣子,要自己謙卑,誠心馴服,以至於先死在十字架上,所以神將祂升為至高,
[00:42:29.000 --> 00:42:38.000]  要知道祂超乎萬名之上之名,要一切在天上的,地上的,和地底下的,因耶穌的名無不缺席,
[00:42:38.000 --> 00:42:52.000]  無不口稱耶穌基督為主,將營養歸於父神,能夠馴服我們的主,很重要的一環,
[00:42:52.000 --> 00:43:06.000]  我們的心是否與祂連在一起,如果我們只是被人強迫去跟從,或者有些人因為家人信主,
[00:43:06.000 --> 00:43:22.000]  我又跟著一起來,實在你的心是與神未必一定是連在一起,聖經有一個道理,要我們明白屬靈的道理,
[00:43:22.000 --> 00:43:38.000]  我們每一個人的生命都是獨特的一個個體,每一個人的生命都與其他人不同,你不可以代替其他人的生命,
[00:43:38.000 --> 00:43:53.000]  你相信耶穌,其他人不可以代替你,你不能因為父母信主而得到救恩,
[00:43:53.000 --> 00:44:11.000]  你要直接與這位主有一個聯繫,不能靠人的方法,人的道理是不行的,這個世界有時人用很多方法,
[00:44:11.000 --> 00:44:28.000]  如果我們不能順著真理,天道而行,你得不到,你在世界上以為你靠自己的能力,
[00:44:28.000 --> 00:44:44.000]  有些人說我多行善事,多做些捐贈,我這麼好人,將來我可以上到天上,
[00:44:44.000 --> 00:44:58.000]  是不行的,人以為這樣可以行,但實質這個天道,我們相信耶穌基督就是道,祂是道成肉身,
[00:44:58.000 --> 00:45:11.000]  我們如果不按著神的安排,我們不願意跟隨祂,祂不勉強,
[00:45:11.000 --> 00:45:21.000]  因為聖經說是一個自然的事,這位尼塞亞在三十節講,
[00:45:21.000 --> 00:45:31.000]  他必要後裔侍奉他,主所行的事必存於後代,
[00:45:31.000 --> 00:45:45.000]  他們必來把他的公義傳給將要生的民,現明這是使他所行的,
[00:45:45.000 --> 00:46:01.000]  就算你不跟從,神一定會有人去跟從他的工作,一定會有人去跟從他,
[00:46:01.000 --> 00:46:09.000]  就會將神的公義傳揚下去,接不接受,決定在乎你,
[00:46:09.000 --> 00:46:15.000]  但如果你不接受,你就得不了,
[00:46:15.000 --> 00:46:26.000]  我們只會被世界的風俗潮流牽引而去,
[00:46:26.000 --> 00:46:35.000]  我們中國人都懂得這個道理,曾經有一個湯牛,
[00:46:35.000 --> 00:46:40.000]  他解釋道理給皇帝聽,
[00:46:40.000 --> 00:46:44.000]  他雖然做了皇帝,
[00:46:44.000 --> 00:46:48.000]  他覺得做皇帝很困難,
[00:46:48.000 --> 00:46:51.000]  有時又要去殺人,
[00:46:51.000 --> 00:46:55.000]  有時人又要去搶奪他的王位,
[00:46:55.000 --> 00:46:58.000]  整天都很擔心,
[00:46:58.000 --> 00:47:01.000]  做皇帝都不開心,
[00:47:01.000 --> 00:47:05.000]  日夜都怕人謀他,
[00:47:05.000 --> 00:47:08.000]  每天晚上都擔心被人謀害他,
[00:47:08.000 --> 00:47:12.000]  見到那個廚師,湯牛很厲害,
[00:47:12.000 --> 00:47:15.000]  見到那個廚師,
[00:47:15.000 --> 00:47:18.000]  你為什麼這麼開心?
[00:47:18.000 --> 00:47:25.000]  每天煮東西服侍別人,
[00:47:25.000 --> 00:47:28.000]  你為什麼會這麼開心?
[00:47:28.000 --> 00:47:36.000]  原來湯牛我都理會到一些道理,
[00:47:36.000 --> 00:47:38.000]  我很開心,
[00:47:38.000 --> 00:47:41.000]  因為我見到那隻牛的時候,
[00:47:41.000 --> 00:47:53.000]  我不會把湯牛當成一頭牛來宰殺,
[00:47:53.000 --> 00:47:58.000]  先將牛打死,
[00:47:58.000 --> 00:48:02.000]  我一把利刀就行了,
[00:48:02.000 --> 00:48:07.000]  我見到那隻牛就這麼幾下,
[00:48:07.000 --> 00:48:10.000]  我宰牛這麼多年,
[00:48:10.000 --> 00:48:13.000]  那隻牛在這裡,
[00:48:13.000 --> 00:48:15.000]  我宰完那隻牛都不知道,
[00:48:15.000 --> 00:48:20.000]  那隻牛本身都不知道被人宰了,
[00:48:20.000 --> 00:48:23.000]  因為他的刀非常犀利,
[00:48:23.000 --> 00:48:28.000]  按著筋骨和脈來刀,
[00:48:28.000 --> 00:48:32.000]  筋骨來宰牛,
[00:48:32.000 --> 00:48:35.000]  骨頭都不需要被宰,
[00:48:35.000 --> 00:48:39.000]  沿著骨的縫隙將牠分開,
[00:48:39.000 --> 00:48:43.000]  結果那隻牛也沒有痛苦,
[00:48:43.000 --> 00:48:45.000]  我將牠分開了,
[00:48:45.000 --> 00:48:51.000]  這是一個道理,
[00:48:51.000 --> 00:49:01.000]  我們不要用一種用劈又斬的方法,
[00:49:01.000 --> 00:49:03.000]  用死力是不行的,
[00:49:03.000 --> 00:49:07.000]  我們中國人都領略到這個道理,
[00:49:07.000 --> 00:49:09.000]  但不容易,
[00:49:09.000 --> 00:49:18.000]  如果你能夠順著大自然的道理,
[00:49:18.000 --> 00:49:21.000]  順天而行,
[00:49:21.000 --> 00:49:26.000]  這是古時我們中國人領會的道理,
[00:49:26.000 --> 00:49:31.000]  但我們今天人很多時候都不會領會這個道理,
[00:49:31.000 --> 00:49:34.000]  現在很多人都不領會這個道理,
[00:49:34.000 --> 00:49:39.000]  被這個世界拖著走,
[00:49:39.000 --> 00:49:42.000]  我們信徒很多時候說,
[00:49:42.000 --> 00:49:46.000]  我們的嘴巴要跟從神,
[00:49:46.000 --> 00:49:54.000]  但實際上我們的心被這個世界擄掠了,
[00:49:54.000 --> 00:50:00.000]  今天我們看看我們所教的網絡,
[00:50:00.000 --> 00:50:07.000]  你看到有很多書店,
[00:50:07.000 --> 00:50:11.000]  基督教書局已經關門了,
[00:50:11.000 --> 00:50:14.000]  很多基督教書店也要關門了,
[00:50:14.000 --> 00:50:16.000]  今天人們要享樂的東西,
