
[00:00:00.000 --> 00:00:02.000]  鳳子明文後電影節目提案
[00:02:02.160 --> 00:02:03.720]  上帝在這裡學到什麼呢
[00:02:03.720 --> 00:02:04.920]  弟子們在這裡學到什麼呢
[00:02:04.920 --> 00:02:05.800]  上帝講話
[00:02:05.800 --> 00:02:06.400]  上帝說
[00:02:06.400 --> 00:02:07.640]  上帝很慈愛
[00:02:07.640 --> 00:02:08.560]  上帝很慈愛
[00:02:08.560 --> 00:02:10.440]  但是上帝不
[00:02:10.440 --> 00:02:12.000]  轉彎抹角
[00:02:12.000 --> 00:02:14.040]  但是上帝不會轉彎抹角
[00:02:14.040 --> 00:02:15.480]  我給你看看怎樣
[00:02:15.480 --> 00:02:17.640]  等一下你可以聽我講
[00:02:17.640 --> 00:02:19.040]  前文
[00:02:19.040 --> 00:02:19.880]  但是前文
[00:02:19.880 --> 00:02:24.720]  剛才講到本章
[00:02:24.720 --> 00:02:26.560]  其實本章第二章
[00:02:26.560 --> 00:02:29.160]  去到第四章是一個unit
[00:02:29.160 --> 00:02:31.880]  從本章開始到第四章
[00:02:31.880 --> 00:02:34.040]  第四章是一個單元
[00:02:34.040 --> 00:02:37.680]  但是耶利米用了什麼主題來講
[00:02:37.680 --> 00:02:40.200]  但是耶利米用了什麼主題來講呢
[00:02:40.200 --> 00:02:44.320]  家庭破裂了
[00:02:44.320 --> 00:02:48.840]  今天的人很容易明白
[00:02:48.840 --> 00:02:51.040]  今天的人很容易明白
[00:02:51.040 --> 00:02:53.160]  當我去看看這些名人
[00:02:53.160 --> 00:02:54.240]  Google一下他
[00:02:54.240 --> 00:02:57.360]  Google去查一下這個名人的賬號
[00:02:57.360 --> 00:02:58.800]  Google都結了很多次婚
[00:02:58.800 --> 00:03:00.000]  他結了很多次婚
[00:03:00.000 --> 00:03:01.800]  很多名人
[00:03:01.800 --> 00:03:03.600]  請問結了這麼多次婚
[00:03:03.600 --> 00:03:04.840]  家庭有沒有分裂
[00:03:04.840 --> 00:03:05.960]  你結了這麼多次婚
[00:03:05.960 --> 00:03:07.440]  這個家庭有沒有分裂
[00:03:07.440 --> 00:03:08.280]  不用講了是不是
[00:03:08.280 --> 00:03:09.160]  不用講
[00:03:09.160 --> 00:03:10.720]  你和這個人離婚
[00:03:10.720 --> 00:03:11.240]  我結婚
[00:03:11.240 --> 00:03:15.000]  那你要和這個男人和這個女人
[00:03:15.000 --> 00:03:17.240]  我用男人的主角
[00:03:17.240 --> 00:03:18.440]  和這個女人離婚的時候
[00:03:18.440 --> 00:03:19.840]  那這個家庭就破裂了
[00:03:19.840 --> 00:03:21.840]  當這個男人和這個女人離婚的時候
[00:03:21.840 --> 00:03:23.160]  這個家庭就破裂了
[00:03:23.160 --> 00:03:24.600]  那他和第二個人結婚呢
[00:03:24.600 --> 00:03:25.600]  當和第二個人結婚
[00:03:25.600 --> 00:03:26.800]  又建立第二個家庭了
[00:03:26.800 --> 00:03:27.760]  建立第二個家庭
[00:03:27.760 --> 00:03:28.920]  和第三個人結婚呢
[00:03:28.920 --> 00:03:29.600]  第三個結婚
[00:03:29.600 --> 00:03:30.960]  和第二個家庭破裂了
[00:03:30.960 --> 00:03:32.200]  第二個家庭再次破裂
[00:03:32.200 --> 00:03:33.000]  我相信你很簡單
[00:03:33.000 --> 00:03:34.080]  大家明白了嗎
[00:03:34.080 --> 00:03:35.160]  這個非常簡單
[00:03:35.160 --> 00:03:37.920]  以色列
[00:03:37.920 --> 00:03:39.040]  和上帝
[00:03:39.040 --> 00:03:39.840]  和上帝
[00:03:39.840 --> 00:03:42.840]  根本是出埃及的結了婚
[00:03:42.840 --> 00:03:45.120]  出埃及的就已經結婚了
[00:03:45.120 --> 00:03:50.640]  這個結婚是一個比喻
[00:03:50.640 --> 00:03:52.960]  這是一個比喻
[00:03:52.960 --> 00:03:54.000]  上帝不是男
[00:03:54.000 --> 00:03:56.040]  這個以色列不是女
[00:03:56.040 --> 00:03:57.080]  上帝不是男
[00:03:57.080 --> 00:03:57.840]  以色列不是女
[00:03:57.840 --> 00:03:59.680]  不過我們人呢
[00:03:59.680 --> 00:04:03.480]  就是用男和女來理解這個家庭
[00:04:03.480 --> 00:04:05.960]  但是我們人很簡單
[00:04:05.960 --> 00:04:06.800]  男和女
[00:04:06.800 --> 00:04:08.480]  上帝就用這個比喻
[00:04:08.480 --> 00:04:11.000]  來比喻他和以色列的關係
[00:04:11.000 --> 00:04:12.440]  上帝就用這個比喻
[00:04:12.440 --> 00:04:15.040]  來比喻他和以色列的關係
[00:04:15.040 --> 00:04:21.400]  但是他有沒有性的涵義呢
[00:04:21.400 --> 00:04:24.120]  中文怎麼翻譯
[00:04:24.120 --> 00:04:25.560]  性的涵義呢
[00:04:25.560 --> 00:04:27.080]  但是有沒有性的涵義
[00:04:27.080 --> 00:04:27.920]  他是有性的涵義
[00:04:27.920 --> 00:04:30.360]  不過不是你和我想的那種性的涵義
[00:04:30.360 --> 00:04:31.760]  就是說他有這種性的涵義
[00:04:31.760 --> 00:04:32.840]  不是你和我所想的
[00:04:32.840 --> 00:04:34.040]  聽清楚這句話
[00:04:34.040 --> 00:04:35.280]  聽清楚這句話
[00:04:35.280 --> 00:04:36.200]  OK
[00:04:36.200 --> 00:04:37.600]  性的涵義
[00:04:37.600 --> 00:04:38.800]  性的涵義
[00:04:38.800 --> 00:04:41.640]  不是我們今天家庭男女的那種涵義
[00:04:41.640 --> 00:04:43.600]  不是我們家庭男女的那種涵義
[00:04:43.600 --> 00:04:44.280]  OK
[00:04:44.280 --> 00:04:45.240]  所以呢
[00:04:45.240 --> 00:04:47.480]  一講到很多這些
[00:04:47.480 --> 00:04:51.920]  上帝要用我們的語言來描寫他的感受
[00:04:51.920 --> 00:04:54.640]  上帝要用我們的語言來描寫他的感受
[00:04:54.640 --> 00:04:58.720]  是為了使我們去明白上帝要講什麼
[00:04:58.720 --> 00:05:00.080]  以色列人做了什麼
[00:05:00.080 --> 00:05:02.320]  就是要我們明白上帝要說什麼
[00:05:02.320 --> 00:05:03.760]  以色列人做了什麼
[00:05:03.760 --> 00:05:04.360]  OK
[00:05:04.360 --> 00:05:05.280]  是比喻
[00:05:05.280 --> 00:05:07.080]  這是比喻
[00:05:07.080 --> 00:05:08.560]  大家明白了這些
[00:05:08.560 --> 00:05:11.360]  所以上帝講說話是很貼的
[00:05:11.360 --> 00:05:14.360]  所以上帝講說話是很貼的
[00:05:14.360 --> 00:05:15.600]  不理外地霧雲
[00:05:15.600 --> 00:05:17.200]  我們有一塊雲是不知道的
[00:05:17.200 --> 00:05:18.400]  不是說雲裡霧裡
[00:05:18.400 --> 00:05:19.160]  大家聽不明白
[00:05:19.160 --> 00:05:21.000]  是很貼身的語言
[00:05:21.000 --> 00:05:24.840]  我們每天都遇見的生活狀況的語言
[00:05:24.840 --> 00:05:26.440]  是很貼身的語言
[00:05:26.440 --> 00:05:29.240]  讓我們能夠很容易了解
[00:05:29.240 --> 00:05:30.280]  好
[00:05:30.280 --> 00:05:34.680]  二章一路講到
[00:05:34.680 --> 00:05:39.040]  上帝一直是看著以色列
[00:05:39.040 --> 00:05:40.400]  上帝看著以色列的
[00:05:40.400 --> 00:05:42.240]  上帝是一直看著以色列的
[00:05:42.240 --> 00:05:44.080]  但是以色列變節了
[00:05:44.080 --> 00:05:46.400]  但是以色列變節了
[00:05:46.400 --> 00:05:48.040]  這個connotation
[00:05:48.040 --> 00:05:51.400]  一對夫婦
[00:05:51.400 --> 00:05:52.640]  一對夫婦
[00:05:52.640 --> 00:05:54.280]  有小三
[00:05:54.280 --> 00:05:55.880]  但是有小三的出現
[00:05:55.880 --> 00:05:57.680]  這個中國大陸的語言
[00:05:57.680 --> 00:05:58.440]  小三
[00:05:58.440 --> 00:05:59.680]  不論是男女
[00:05:59.680 --> 00:06:00.520]  不論是男女
[00:06:00.520 --> 00:06:02.040]  是不是會破壞這個家庭
[00:06:02.040 --> 00:06:03.720]  是會破壞這個家庭
[00:06:03.720 --> 00:06:05.960]  說起來我要讚中國政府
[00:06:05.960 --> 00:06:08.480]  我要讚一下中國政府
[00:06:08.480 --> 00:06:10.480]  不知道我的印象對不對
[00:06:10.480 --> 00:06:11.360]  如果有小三
[00:06:11.360 --> 00:06:12.280]  如果法庭判
[00:06:12.280 --> 00:06:13.760]  當時小三不對
[00:06:13.760 --> 00:06:16.760]  如果說有法庭要判多少小三不對
[00:06:16.760 --> 00:06:18.280]  是不是啊 衛東
[00:06:18.280 --> 00:06:19.960]  不知道
[00:06:19.960 --> 00:06:21.280]  但是北美洲呢
[00:06:21.280 --> 00:06:22.880]  在北美洲呢
[00:06:22.880 --> 00:06:24.880]  好閒是吧
[00:06:24.880 --> 00:06:26.880]  在聖經當中呢
[00:06:26.880 --> 00:06:28.400]  在聖經當中
[00:06:28.400 --> 00:06:30.840]  小三出現
[00:06:30.840 --> 00:06:32.920]  小三出現
[00:06:32.920 --> 00:06:34.000]  所以我們講這個
[00:06:34.000 --> 00:06:35.720]  那些比喻應該有興趣的
[00:06:35.720 --> 00:06:37.040]  那誰是小三
[00:06:37.040 --> 00:06:39.520]  那誰是小三呢
[00:06:39.520 --> 00:06:40.600]  偶像
[00:06:40.600 --> 00:06:41.480]  偶像
[00:06:41.480 --> 00:06:42.960]  行不行
[00:06:42.960 --> 00:06:43.920]  明白了嗎
[00:06:43.920 --> 00:06:44.960]  大家明白嗎
[00:06:44.960 --> 00:06:46.640]  上帝和以色列
[00:06:46.640 --> 00:06:48.120]  上帝和以色列
[00:06:48.120 --> 00:06:49.640]  是要專一的關係的
[00:06:49.640 --> 00:06:51.320]  要專一的關係
[00:06:51.320 --> 00:06:52.880]  上帝沒有小三
[00:06:52.880 --> 00:06:54.120]  上帝是沒有小三的
[00:06:54.120 --> 00:06:55.120]  誰有小三
[00:06:55.120 --> 00:06:56.160]  是誰有小三呢
[00:06:56.160 --> 00:06:56.880]  以色列
[00:06:56.880 --> 00:06:58.240]  是以色列
[00:06:58.240 --> 00:07:01.680]  小三小四小五小六很多
[00:07:01.680 --> 00:07:03.040]  不過是有小三
[00:07:03.040 --> 00:07:05.400]  最著名的那個叫巴力
[00:07:05.400 --> 00:07:06.520]  最著名的叫巴力
[00:07:06.520 --> 00:07:07.520]  行不行
[00:07:07.520 --> 00:07:08.040]  行不行
[00:07:08.040 --> 00:07:09.440]  在中國在我們舊的聖經
[00:07:09.440 --> 00:07:10.760]  是不是聽到很多巴力
[00:07:10.760 --> 00:07:13.120]  在舊的聖經聽到很多巴力
[00:07:13.120 --> 00:07:15.920]  所以以色列不是小三
[00:07:15.920 --> 00:07:17.000]  小三
[00:07:17.000 --> 00:07:19.680]  小N
[00:07:19.680 --> 00:07:21.240]  這個是我今天講錯的名字
[00:07:21.240 --> 00:07:22.480]  今天我差了名字
[00:07:22.480 --> 00:07:24.120]  但有多個差錯的
[00:07:24.120 --> 00:07:25.760]  因為Gods
[00:07:25.760 --> 00:07:27.360]  宗族來的
[00:07:27.360 --> 00:07:29.880]  十誡第一誡一早上帝提了
[00:07:29.880 --> 00:07:32.560]  Thou shalt have no other gods
[00:07:32.560 --> 00:07:34.640]  世祖Gods
[00:07:34.640 --> 00:07:37.360]  只有唯一的上帝
[00:07:37.360 --> 00:07:39.560]  上帝一早知道的
[00:07:39.560 --> 00:07:40.720]  上帝一早知道
[00:07:40.720 --> 00:07:42.160]  在十誡創世
[00:07:42.160 --> 00:07:44.040]  《出埃及記》的十誡已經講了
[00:07:44.040 --> 00:07:46.600]  《出埃及記》的十誡就已經講了
[00:07:46.600 --> 00:07:49.720]  OK
[00:07:49.720 --> 00:07:50.880]  以色列變節
[00:07:50.880 --> 00:07:51.920]  以色列變節
[00:07:51.920 --> 00:07:54.160]  所以
[00:07:54.160 --> 00:07:55.520]  在耶利曼雖然遇到
[00:07:55.520 --> 00:07:57.360]  Paint一幅什麼Picture呢
[00:07:57.360 --> 00:07:59.280]  在耶利曼雖然遇到
[00:07:59.280 --> 00:08:01.800]  有什麼頭髮呢
[00:08:01.800 --> 00:08:04.920]  以色列雄行出牆
[00:08:04.920 --> 00:08:07.320]  以色列雄行出牆
[00:08:07.320 --> 00:08:08.800]  這個是中國名詞大家明白嗎
[00:08:08.800 --> 00:08:12.000]  這是中國名詞大家應該明白
[00:08:12.000 --> 00:08:13.440]  那麼
[00:08:13.440 --> 00:08:14.840]  這個是一到十三節
[00:08:14.840 --> 00:08:16.960]  十四到十九節呢
[00:08:16.960 --> 00:08:17.880]  十四到十九節
[00:08:17.880 --> 00:08:19.480]  上帝就講出了一樣
[00:08:19.480 --> 00:08:21.760]  認為以色列做了兩件錯事
[00:08:21.760 --> 00:08:24.040]  所以以色列做了兩件惡事
[00:08:24.040 --> 00:08:28.720]  以致上帝洗他的地方糧
[00:08:28.720 --> 00:08:30.520]  以致洗他的地方糧
[00:08:30.520 --> 00:08:36.200]  城邑也都被燻燒
[00:08:36.200 --> 00:08:39.680]  無人居住
[00:08:39.680 --> 00:08:42.520]  然後二章的二十節到二十八節
[00:08:42.520 --> 00:08:44.800]  二十八節
[00:08:44.800 --> 00:08:48.160]  就講到他以色列墮落的程度
[00:08:48.160 --> 00:08:49.360]  以色列墮落的程度
[00:08:49.360 --> 00:08:50.800]  這個是我上次的講章
[00:08:50.800 --> 00:08:52.560]  我只不過很快地
[00:08:52.560 --> 00:08:54.520]  Summarize
[00:08:54.520 --> 00:08:58.360]  不單止認巴力是神
[00:08:58.360 --> 00:09:00.120]  不單止認巴力是神
[00:09:00.120 --> 00:09:03.280]  而巴力這個神教裏面
[00:09:03.280 --> 00:09:04.720]  木頭代表什麽
[00:09:04.720 --> 00:09:05.640]  石頭代表什麽
[00:09:05.640 --> 00:09:06.800]  他都搞不清楚
[00:09:06.800 --> 00:09:08.880]  他連巴力教的木頭和石頭
[00:09:08.880 --> 00:09:10.120]  代表什麽都沒了
[00:09:10.120 --> 00:09:11.960]  總之
[00:09:11.960 --> 00:09:13.160]  巴力教
[00:09:13.160 --> 00:09:15.000]  巴力教
[00:09:15.000 --> 00:09:15.840]  的神
[00:09:15.840 --> 00:09:16.800]  巴力教的神
[00:09:16.800 --> 00:09:17.800]  英文很好
[00:09:17.800 --> 00:09:20.800]  Farewell the Gods
[00:09:20.800 --> 00:09:23.080]  好天氣的神
[00:09:23.080 --> 00:09:25.240]  天氣化很天氣的神
[00:09:25.240 --> 00:09:27.160]  什麽意思
[00:09:27.160 --> 00:09:28.720]  是用來Happy的
[00:09:28.720 --> 00:09:29.800]  是用來高興的
[00:09:29.800 --> 00:09:30.600]  這個Happy
[00:09:30.600 --> 00:09:32.600]  我特意不用Happy的讀法
[00:09:32.600 --> 00:09:33.520]  我Happy
[00:09:33.520 --> 00:09:35.200]  將它做Verb
[00:09:35.200 --> 00:09:37.480]  就是說把這個
[00:09:37.480 --> 00:09:38.480]  高興
[00:09:38.480 --> 00:09:39.680]  就是說用這個
[00:09:39.680 --> 00:09:40.440]  使用快樂
[00:09:40.440 --> 00:09:42.560]  這個巴力神是Happy的
[00:09:42.560 --> 00:09:44.760]  是
[00:09:44.760 --> 00:09:45.760]  很快樂的
[00:09:45.760 --> 00:09:48.920]  是要很快樂的
[00:09:48.920 --> 00:09:49.960]  但是上帝呢
[00:09:49.960 --> 00:09:52.640]  但是上帝呢
[00:09:52.640 --> 00:09:54.520]  不是用快樂來
[00:09:54.520 --> 00:09:56.000]  只是給人快樂這麽簡單
[00:09:56.000 --> 00:09:57.560]  就是說不是讓人快樂的
[00:09:57.560 --> 00:09:59.520]  上帝當然給人願意快樂
[00:09:59.520 --> 00:10:00.640]  上帝當然願意快樂
[00:10:00.640 --> 00:10:01.720]  但是你不聽祂的話的時候呢
[00:10:01.720 --> 00:10:03.000]  當你不聽祂的話的時候
[00:10:03.000 --> 00:10:03.960]  祂就會懲罰
[00:10:03.960 --> 00:10:04.760]  祂就會懲罰
[00:10:04.760 --> 00:10:05.720]  剛才我不是說了
[00:10:05.720 --> 00:10:07.800]  地方糧那些全部是懲罰來的
[00:10:07.800 --> 00:10:09.720]  地方糧全部都是懲罰
[00:10:09.720 --> 00:10:12.560]  然後上帝又嘲弄他們了
[00:10:12.560 --> 00:10:14.080]  上帝嘲弄他們
[00:10:14.080 --> 00:10:15.720]  就是基本上就是說
[00:10:15.720 --> 00:10:19.280]  你們在遭遇犯難的時候
[00:10:19.280 --> 00:10:20.720]  你們遭遇犯難的時候
[00:10:20.720 --> 00:10:22.520]  你叫他們起來救你
[00:10:22.520 --> 00:10:23.760]  你叫他們起來救你
[00:10:23.760 --> 00:10:25.920]  大家聽到上帝是很妒忌的
[00:10:25.920 --> 00:10:26.920]  上帝是非常妒忌
[00:10:26.920 --> 00:10:28.720]  你這麽喜歡巴力
[00:10:28.720 --> 00:10:29.720]  你不是喜歡巴力嗎
[00:10:29.720 --> 00:10:30.320]  巴力是諸神
[00:10:30.320 --> 00:10:30.920]  不是一個的
[00:10:30.920 --> 00:10:31.920]  是諸神
[00:10:31.920 --> 00:10:32.400]  OK
[00:10:32.400 --> 00:10:33.640]  我告我給你
[00:10:33.640 --> 00:10:34.720]  我叫我給你
[00:10:34.720 --> 00:10:36.000]  你叫他來救你
[00:10:36.000 --> 00:10:37.200]  你叫他來救你
[00:10:37.200 --> 00:10:38.720]  這個說法是什麽呢
[00:10:38.720 --> 00:10:39.520]  這個說法是什麽呢
[00:10:39.520 --> 00:10:41.800]  英文叫taunt
[00:10:41.800 --> 00:10:44.000]  中文英文翻譯叫嘲弄
[00:10:44.000 --> 00:10:45.400]  中文是
[00:10:45.400 --> 00:10:48.120]  taunt就是罵你打架
[00:10:48.120 --> 00:10:50.360]  taunt
[00:10:50.360 --> 00:10:51.040]  OK
[00:10:51.040 --> 00:10:53.000]  T-A-U-N-T
[00:10:53.000 --> 00:10:55.480]  所以上帝是很直接的
[00:10:55.480 --> 00:10:57.160]  上帝非常直接
[00:10:57.160 --> 00:10:59.040]  黑社會我走出街
[00:10:59.040 --> 00:11:01.000]  那個人他罵我打他taunt我
[00:11:01.000 --> 00:11:02.400]  上帝就是用這個態度
[00:11:02.400 --> 00:11:03.920]  來對以色列講說話
[00:11:03.920 --> 00:11:05.160]  上帝就用這個態度
[00:11:05.160 --> 00:11:10.600]  對著以色列說話
[00:11:10.600 --> 00:11:12.240]  那夠不夠到
[00:11:12.240 --> 00:11:14.160]  大家有沒有明白呢
[00:11:14.160 --> 00:11:15.200]  這個主題
[00:11:15.200 --> 00:11:16.400]  這個主題
[00:11:16.400 --> 00:11:17.360]  這句說話
[00:11:17.360 --> 00:11:18.440]  這句話
[00:11:18.440 --> 00:11:20.000]  不是在二章出現
[00:11:20.000 --> 00:11:20.880]  不過在二章出現
[00:11:20.880 --> 00:11:22.080]  十章五節
[00:11:22.080 --> 00:11:23.120]  十章五節
[00:11:23.120 --> 00:11:25.080]  十一章十三節
[00:11:25.080 --> 00:11:25.880]  十一章十三節
[00:11:25.880 --> 00:11:27.040]  洪爽賢你別輸
[00:11:27.040 --> 00:11:27.920]  洪爽賢你別輸
[00:11:27.920 --> 00:11:28.960]  有echo
[00:11:28.960 --> 00:11:29.920]  有迴響
[00:11:29.920 --> 00:11:32.000]  是有回音的
[00:11:32.000 --> 00:11:33.040]  這個就是我們去
[00:11:33.040 --> 00:11:34.680]  我現在預先告訴你
[00:11:34.680 --> 00:11:35.760]  這些主題
[00:11:35.760 --> 00:11:37.280]  不只是這裡的
[00:11:37.280 --> 00:11:39.880]  這個主題不光是在二章出現
[00:11:39.880 --> 00:11:41.160]  有下文的
[00:11:41.160 --> 00:11:42.600]  是會有下文的
[00:11:42.600 --> 00:11:43.560]  好
[00:11:43.560 --> 00:11:46.000]  上帝在烏烈王記下
[00:11:46.000 --> 00:11:48.920]  十八章三十節直接講了
[00:11:48.920 --> 00:11:50.280]  上帝在烏烈王記下
[00:11:50.280 --> 00:11:53.400]  十八章三十節直接說
[00:11:53.400 --> 00:11:54.960]  哈瑪
[00:11:54.960 --> 00:11:57.560]  阿爾拔的神在哪裡
[00:11:57.560 --> 00:11:59.440]  阿爾拔的神在哪裡
[00:11:59.440 --> 00:12:00.400]  這些名字我們不認識
[00:12:00.400 --> 00:12:02.240]  總之是列國的
[00:12:02.240 --> 00:12:04.760]  就是說這是列國的神
[00:12:04.760 --> 00:12:05.960]  列國的名
[00:12:05.960 --> 00:12:07.120]  列國的名
[00:12:07.120 --> 00:12:08.720]  西伐瓦欽
[00:12:08.720 --> 00:12:09.480]  西伐瓦欽
[00:12:09.480 --> 00:12:10.320]  希臘
[00:12:10.320 --> 00:12:10.840]  希臘
[00:12:10.840 --> 00:12:11.640]  伊瓦
[00:12:11.640 --> 00:12:12.080]  伊瓦
[00:12:12.080 --> 00:12:13.240]  這些國家我們都不認識
[00:12:13.240 --> 00:12:14.400]  不斷經傳的
[00:12:14.400 --> 00:12:16.320]  這是烏烈王記下
[00:12:16.320 --> 00:12:17.680]  十八章三十節
[00:12:17.680 --> 00:12:19.240]  這些地方的神
[00:12:19.240 --> 00:12:20.560]  他們的神
[00:12:20.560 --> 00:12:22.720]  在哪裡
[00:12:22.720 --> 00:12:24.760]  在哪裡
[00:12:24.760 --> 00:12:29.360]  他們曾救撒瑪利亞脫離我的手嗎
[00:12:29.360 --> 00:12:30.720]  他們脫離
[00:12:30.720 --> 00:12:32.320]  拯救撒瑪利亞
[00:12:32.320 --> 00:12:34.320]  撒瑪利亞是什麼代名詞呢
[00:12:34.320 --> 00:12:35.440]  撒瑪利亞是什麼代名詞
[00:12:35.440 --> 00:12:36.680]  是北國代名詞
[00:12:36.680 --> 00:12:38.120]  是北國代名詞
[00:12:38.120 --> 00:12:39.800]  等於北京代表
[00:12:39.800 --> 00:12:41.480]  等於北京代表
[00:12:41.480 --> 00:12:42.680]  什麼
[00:12:42.680 --> 00:12:43.800]  中國
[00:12:43.800 --> 00:12:44.960]  歐太華代表
[00:12:44.960 --> 00:12:45.920]  歐太華代表
[00:12:45.920 --> 00:12:46.480]  加拿大
[00:12:46.480 --> 00:12:47.600]  華盛頓代表
[00:12:47.600 --> 00:12:48.200]  華盛頓代表
[00:12:48.200 --> 00:12:48.800]  美國嘛
[00:12:48.800 --> 00:12:49.080]  美國
[00:12:49.080 --> 00:12:50.360]  信義都用這個手法
[00:12:50.360 --> 00:12:52.360]  信義也是這個手法
[00:12:52.360 --> 00:12:53.360]  在這個時候
[00:12:53.360 --> 00:12:54.520]  北國已經亡國了
[00:12:54.520 --> 00:12:55.960]  這時候北國已經滅亡
[00:12:55.960 --> 00:12:56.840]  弦外之音
[00:12:56.840 --> 00:12:58.240]  弦外之音
[00:12:58.240 --> 00:12:59.040]  猶太
[00:12:59.040 --> 00:13:01.040]  猶太
[00:13:01.040 --> 00:13:03.600]  你有沒有引以為鑒
[00:13:03.600 --> 00:13:09.600]  你有沒有引以為鑒呢
[00:13:09.600 --> 00:13:11.840]  上帝
[00:13:11.840 --> 00:13:13.320]  這麼好對猶太
[00:13:13.320 --> 00:13:14.640]  上帝對猶太這麼好
[00:13:14.640 --> 00:13:16.200]  但是猶太對他不爭
[00:13:16.200 --> 00:13:17.640]  但是猶太對他不爭
[00:13:17.640 --> 00:13:19.440]  上帝都被他困惑
[00:13:19.440 --> 00:13:20.480]  上帝都為此而困惑
[00:13:20.480 --> 00:13:21.800]  這個字我翻譯成英文
[00:13:21.800 --> 00:13:23.200]  Battle by
[00:13:23.200 --> 00:13:24.680]  Battle by
[00:13:24.680 --> 00:13:27.520]  搞不清了
[00:13:27.520 --> 00:13:29.200]  上帝都為此而困惑
[00:13:29.200 --> 00:13:30.560]  於是在29節
[00:13:30.560 --> 00:13:31.640]  於是在29節
[00:13:31.640 --> 00:13:32.760]  33節
[00:13:32.760 --> 00:13:34.040]  33節
[00:13:34.040 --> 00:13:36.360]  問兩個問題
[00:13:36.360 --> 00:13:37.400]  問兩個問題
[00:13:37.400 --> 00:13:38.560]  不是Rhetorical
[00:13:38.560 --> 00:13:39.960]  又不是Informational
