
[00:00:00.000 --> 00:00:08.000]  我相信每一個父母都為自己的子女,預備最好的環境
[00:02:38.000 --> 00:02:42.000]  爭取屬世的贏在起跑線
[00:02:42.000 --> 00:02:44.000]  不是最聰明的辦法
[00:02:44.000 --> 00:02:49.000]  是按照神的標準來帶領自己的子女
[00:02:49.000 --> 00:02:55.000]  和按照神的標準來過你自己的生活
[00:02:55.000 --> 00:03:00.000]  才是好的,才能夠經歷豐盛的人生
[00:03:00.000 --> 00:03:07.000]  所以今天我們來看看約翰的衣食住行是怎樣的
[00:03:07.000 --> 00:03:14.000]  在馬太福音第三章一至四節這樣說
[00:03:14.000 --> 00:03:20.000]  那時,獅洗約翰出來,再由大曠野傳道說
[00:03:20.000 --> 00:03:23.000]  天國近了,你們應當悔改
[00:03:23.000 --> 00:03:25.000]  以蔡亞先之所說
[00:03:25.000 --> 00:03:28.000]  在曠野有呼喊者的聲音,預備主益道
[00:03:28.000 --> 00:03:32.000]  修植他的路,就是主著者約翰說的
[00:03:32.000 --> 00:03:34.000]  約翰身穿駱駝毛的衣服
[00:03:34.000 --> 00:03:37.000]  Camel's hair 駱駝毛的衣服
[00:03:37.000 --> 00:03:41.000]  腰束皮帶,吃的笑,蝗蟲野蜜
[00:03:41.000 --> 00:03:45.000]  這裏提到約翰的生活有三大點
[00:03:45.000 --> 00:03:47.000]  不知道你有沒有經歷
[00:03:47.000 --> 00:03:50.000]  第一就是穿駱駝毛的衣服
[00:03:50.000 --> 00:03:54.000]  第二就是吃蝗蟲野蜜
[00:03:54.000 --> 00:03:56.000]  第三就是住在曠野
[00:03:56.000 --> 00:04:00.000]  衣食住行就覆蓋了頭三樣
[00:04:00.000 --> 00:04:02.000]  衣食住
[00:04:02.000 --> 00:04:05.000]  我們來看看這個衣食住
[00:04:05.000 --> 00:04:10.000]  第一,約翰穿駱駝毛的衣服
[00:04:10.000 --> 00:04:12.000]  駱駝是一隻很大隻的動物
[00:04:12.000 --> 00:04:16.000]  不同的部位有不同的毛
[00:04:16.000 --> 00:04:20.000]  有些毛是很幼細軟滑的
[00:04:20.000 --> 00:04:24.000]  做出來的衣服像羊毛一樣
[00:04:24.000 --> 00:04:28.000]  比Castleman 更漂亮
[00:04:28.000 --> 00:04:30.000]  而且非常昂貴
[00:04:30.000 --> 00:04:33.000]  我記得我外父曾經買過一件
[00:04:33.000 --> 00:04:35.000]  駱駝毛的毛衣
[00:04:35.000 --> 00:04:39.000]  在一個中環叫龍子巷的名店
[00:04:39.000 --> 00:04:41.000]  現在結業了
[00:04:41.000 --> 00:04:43.000]  最後還傳給我
[00:04:43.000 --> 00:04:47.000]  這件駱駝毛衣服看起來很像羊毛
[00:04:47.000 --> 00:04:50.000]  你看不出它是駱駝
[00:04:50.000 --> 00:04:52.000]  但如果另外一些部位
[00:04:52.000 --> 00:04:54.000]  駱駝毛是很粗的
[00:04:54.000 --> 00:04:56.000]  很粗糙的
[00:04:56.000 --> 00:04:57.000]  是吉肉的
[00:04:57.000 --> 00:05:00.000]  所以在座當中
[00:05:00.000 --> 00:05:02.000]  如果你是身嬌肉貴的話
[00:05:02.000 --> 00:05:04.000]  你要買哪一種駱駝毛?
[00:05:04.000 --> 00:05:06.000]  就是買幼細的
[00:05:06.000 --> 00:05:09.000]  像Castleman那些
[00:05:09.000 --> 00:05:11.000]  如果像我這樣
[00:05:11.000 --> 00:05:13.000]  就可以買粗的
[00:05:13.000 --> 00:05:16.000]  詩詩學買些什麼毛呢?
[00:05:16.000 --> 00:05:20.000]  她穿的駱駝毛就是Camel's hair
[00:05:20.000 --> 00:05:21.000]  看到那條毛
[00:05:21.000 --> 00:05:23.000]  那些就不會是幼細
[00:05:23.000 --> 00:05:24.000]  如果是幼細
[00:05:24.000 --> 00:05:27.000]  穿起來就像三友那些
[00:05:27.000 --> 00:05:29.000]  沒有人看到它是駱駝毛
[00:05:29.000 --> 00:05:33.000]  所以她穿的是粗的
[00:05:33.000 --> 00:05:37.000]  駱駝毛有個特點
[00:05:37.000 --> 00:05:39.000]  它是冬暖夏涼
[00:05:39.000 --> 00:05:41.000]  夏天又可以
[00:05:41.000 --> 00:05:42.000]  冬天又可以
[00:05:42.000 --> 00:05:45.000]  一件可以由年頭穿到年尾
[00:05:45.000 --> 00:05:47.000]  而駱駝毛是很耐用的
[00:05:47.000 --> 00:05:49.000]  很多年都不會壞
[00:05:49.000 --> 00:05:51.000]  由細穿到老都可以
[00:05:51.000 --> 00:05:53.000]  穿一套就夠了
[00:05:53.000 --> 00:05:56.000]  我猜駱駝就只有一套
[00:05:56.000 --> 00:05:58.000]  駱駝毛有個特點
[00:05:58.000 --> 00:06:00.000]  它跟羊毛有點不同
[00:06:00.000 --> 00:06:04.000]  羊的毛要剪掉才可以有毛
[00:06:04.000 --> 00:06:06.000]  駱駝的毛就不用剪
[00:06:06.000 --> 00:06:07.000]  它自己會脫出來
[00:06:07.000 --> 00:06:09.000]  抗熱的野駱駝
[00:06:09.000 --> 00:06:11.000]  周圍脫掉的毛
[00:06:11.000 --> 00:06:14.000]  撿起來就可以做成駱駝毛的衣服
[00:06:14.000 --> 00:06:17.000]  駱駝就應該不用剪
[00:06:17.000 --> 00:06:19.000]  就可以有衣服穿
[00:06:19.000 --> 00:06:23.000]  這就是駱駝的衣
[00:06:23.000 --> 00:06:27.000]  駱駝住在曠野
[00:06:27.000 --> 00:06:30.000]  曠野的食物是容易找到的
[00:06:30.000 --> 00:06:33.000]  就是蝗蟲和野蜜
[00:06:33.000 --> 00:06:35.000]  蝗蟲和野蜜怎樣吃
[00:06:35.000 --> 00:06:37.000]  我預備這篇講道那幾天
[00:06:37.000 --> 00:06:39.000]  有一晚我又做夢
[00:06:39.000 --> 00:06:41.000]  夢見自己對著蝗蟲野蜜
[00:06:41.000 --> 00:06:43.000]  就要吃它
[00:06:43.000 --> 00:06:45.000]  不過又不知道怎樣入手
[00:06:45.000 --> 00:06:47.000]  又不知道怎樣入口
[00:06:47.000 --> 00:06:49.000]  第二天就跟太太聊天
[00:06:49.000 --> 00:06:52.000]  蝗蟲和野蜜怎樣吃呢
[00:06:52.000 --> 00:06:57.000]  她說你把蝗蟲炒到脆脆的
[00:06:57.000 --> 00:07:04.000]  然後就填在蜜糖上
[00:07:04.000 --> 00:07:06.000]  這樣應該很好吃
[00:07:06.000 --> 00:07:08.000]  而且很有益
[00:07:08.000 --> 00:07:12.000]  比台灣的鹽酥雞好
[00:07:12.000 --> 00:07:16.000]  我去台灣這麼久都沒吃過鹽酥雞
[00:07:16.000 --> 00:07:18.000]  因為我覺得它可能很肥
[00:07:18.000 --> 00:07:20.000]  我就想
[00:07:20.000 --> 00:07:22.000]  不如我們跟我們的唐主任
[00:07:22.000 --> 00:07:23.000]  岡姆斯商量一下
[00:07:23.000 --> 00:07:27.000]  我們下次的傳恩堂的午餐愛言
[00:07:27.000 --> 00:07:31.000]  可不可以做一碟蝗蟲野蜜出來呢
[00:07:31.000 --> 00:07:34.000]  今個月底我們就有個家會
[00:07:34.000 --> 00:07:40.000]  12月31日星期日
[00:07:40.000 --> 00:07:43.000]  我們就會一起吃飯
[00:07:43.000 --> 00:07:45.000]  和大家帶一些東西回來
[00:07:45.000 --> 00:07:49.000]  有誰有興趣帶一碟蝗蟲炒野蜜回來呢
[00:07:49.000 --> 00:07:51.000]  那你問我哪裡找蝗蟲
[00:07:51.000 --> 00:07:54.000]  我就提議你找Kris幫忙
[00:07:54.000 --> 00:07:57.000]  在淘寶找蝗蟲
[00:07:57.000 --> 00:08:00.000]  野蜜就不需要野的
[00:08:00.000 --> 00:08:02.000]  你去慰康買些普通蜜糖
[00:08:02.000 --> 00:08:04.000]  在中國製就好了
[00:08:04.000 --> 00:08:06.000]  或者以色列那些
[00:08:06.000 --> 00:08:11.000]  那約翰就吃這些
[00:08:11.000 --> 00:08:15.000]  而且炕野,炕野空氣好
[00:08:15.000 --> 00:08:17.000]  又不用交租
[00:08:17.000 --> 00:08:19.000]  當然有優點
[00:08:19.000 --> 00:08:21.000]  不過日曬雨淋
[00:08:21.000 --> 00:08:22.000]  溫度極端
[00:08:22.000 --> 00:08:24.000]  又沒有東西擋風沙
[00:08:24.000 --> 00:08:26.000]  其實就不太舒服
[00:08:26.000 --> 00:08:29.000]  而且炕野有危險的
[00:08:29.000 --> 00:08:31.000]  有什麼危險呢
[00:08:31.000 --> 00:08:32.000]  有野獸
[00:08:32.000 --> 00:08:34.000]  耶穌基督
[00:08:34.000 --> 00:08:41.000]  耶穌基督出來傳道的時候
[00:08:41.000 --> 00:08:47.000]  聖靈帶他去炕野
[00:08:47.000 --> 00:08:51.000]  他在炕野那裡
[00:08:51.000 --> 00:08:52.000]  和野獸一起
[00:08:52.000 --> 00:08:54.000]  你有沒有留意到
[00:08:54.000 --> 00:08:56.000]  說四十天受魔鬼的試探
[00:08:56.000 --> 00:08:58.000]  不單止魔鬼的試探
[00:08:58.000 --> 00:09:02.000]  自己也有些野獸找他
[00:09:02.000 --> 00:09:08.000]  所以我們在《某福音》一章裡都看到
[00:09:08.000 --> 00:09:10.000]  我記得我年青時代
[00:09:10.000 --> 00:09:12.000]  在加拿大工作
[00:09:12.000 --> 00:09:15.000]  經常一個人在北部
[00:09:15.000 --> 00:09:16.000]  在加拿大的北部
[00:09:16.000 --> 00:09:18.000]  開車到處走的時候
[00:09:18.000 --> 00:09:20.000]  都見過很多野獸
[00:09:20.000 --> 00:09:22.000]  有熊
[00:09:22.000 --> 00:09:23.000]  有狼
[00:09:23.000 --> 00:09:24.000]  有豹
[00:09:24.000 --> 00:09:25.000]  有野狗
[00:09:25.000 --> 00:09:29.000]  而且間中都有埋身的接觸
[00:09:29.000 --> 00:09:31.000]  留下很深的印象
[00:09:31.000 --> 00:09:33.000]  甚至這麼多年之後
[00:09:33.000 --> 00:09:36.000]  有時候晚上做夢都會見到牠們
[00:09:36.000 --> 00:09:40.000]  所以其實約翰在這樣的環境長大
[00:09:40.000 --> 00:09:41.000]  真的不簡單
[00:09:41.000 --> 00:09:43.000]  當年約翰
[00:09:43.000 --> 00:09:45.000]  上帝保護了約翰
[00:09:45.000 --> 00:09:46.000]  保護了耶穌基督
[00:09:46.000 --> 00:09:47.000]  也保護了我
[00:09:47.000 --> 00:09:51.000]  不然今天我也不會跟你們說這些道理
[00:09:51.000 --> 00:09:55.000]  或者你會奇怪
[00:09:55.000 --> 00:09:59.000]  為什麼約翰要選擇這樣的生活方式呢
[00:09:59.000 --> 00:10:01.000]  他要我們也要效法他
[00:10:01.000 --> 00:10:04.000]  我們也要看著他生活
[00:10:04.000 --> 00:10:07.000]  我們看看這個屬靈意義是什麼
[00:10:07.000 --> 00:10:11.000]  第一
[00:10:11.000 --> 00:10:14.000]  約翰穿駱駝毛的衣服
[00:10:14.000 --> 00:10:16.000]  其實是有意義的
[00:10:16.000 --> 00:10:22.000]  就是代表悔改和悲痛的意思
[00:10:22.000 --> 00:10:23.000]  救一個猶太人
[00:10:23.000 --> 00:10:26.000]  當他們悲痛和悔改的時候
[00:10:26.000 --> 00:10:28.000]  他們會披上麻衣
[00:10:28.000 --> 00:10:31.000]  施捨約翰全悔改的道
[00:10:31.000 --> 00:10:37.000]  他是代表以色列人向上帝表達悔改的心願
[00:10:37.000 --> 00:10:43.000]  他也以此邀請以色列人出來悔改
[00:10:43.000 --> 00:10:48.000]  所以他行的洗禮就是悔改的洗禮
[00:10:48.000 --> 00:10:55.000]  施捨約翰選擇一個這麼艱苦的生活方式
[00:10:55.000 --> 00:10:59.000]  離開這個舒適的人群
[00:10:59.000 --> 00:11:02.000]  但一個罪惡的人群在曠野居住
[00:11:02.000 --> 00:11:03.000]  也有另一個意思
[00:11:03.000 --> 00:11:07.000]  就是分別為性的意思
[00:11:07.000 --> 00:11:12.000]  所以他這樣做是有他的意義在當中
[00:11:12.000 --> 00:11:14.000]  第二點
[00:11:14.000 --> 00:11:16.000]  這個生活方式
[00:11:16.000 --> 00:11:20.000]  是用一個行動來傳廣臣的信息
[00:11:20.000 --> 00:11:24.000]  舊約的先知不單止用口廣臣的信息
[00:11:24.000 --> 00:11:28.000]  上帝有時會做一些很困難的
[00:11:28.000 --> 00:11:29.000]  很不好意思的
[00:11:29.000 --> 00:11:30.000]  很尷尬的事
[00:11:30.000 --> 00:11:34.000]  用一個生活方式來表達上帝的話
[00:11:34.000 --> 00:11:38.000]  例如以塞亞
[00:11:38.000 --> 00:11:40.000]  以塞亞就是這樣
[00:11:40.000 --> 00:11:42.000]  以塞亞書第20章
[00:11:42.000 --> 00:11:45.000]  上帝對以塞亞說
[00:11:45.000 --> 00:11:50.000]  那時耶和華直著阿摩斯的兒子以塞亞說
[00:11:50.000 --> 00:11:54.000]  你解開你腰間的麻布脫去你腳上的鞋
[00:11:54.000 --> 00:11:56.000]  以塞亞就這樣做了
[00:11:56.000 --> 00:11:58.000]  露體赤足行走
[00:11:58.000 --> 00:11:59.000]  耶和華說
[00:11:59.000 --> 00:12:06.000]  我的僕人以塞亞怎樣露體赤身行走了三年
[00:12:06.000 --> 00:12:11.000]  作攻擊埃及和古實的預兆和兆頭
[00:12:11.000 --> 00:12:12.000]  秘書說
[00:12:12.000 --> 00:12:17.000]  我要我的僕人以塞亞露體赤足行走三年
[00:12:17.000 --> 00:12:22.000]  讓埃及知道亞述王會這樣攻擊埃及
[00:12:22.000 --> 00:12:25.000]  會將他們俘虜
[00:12:25.000 --> 00:12:29.000]  無論老少都要露體赤足露出下體
[00:12:29.000 --> 00:12:31.000]  使埃及蒙羞
[00:12:31.000 --> 00:12:33.000]  你有沒有想到
[00:12:33.000 --> 00:12:35.000]  以塞亞三年不穿衣服不穿鞋
[00:12:35.000 --> 00:12:37.000]  露體赤足
[00:12:37.000 --> 00:12:44.000]  為了表達上帝傳廣的信息給埃及人知道
[00:12:44.000 --> 00:12:48.000]  所以做神的僕人有時候都不容易
[00:12:48.000 --> 00:12:49.000]  如果上帝選擇你
[00:12:49.000 --> 00:12:52.000]  你會怎樣做呢
[00:12:52.000 --> 00:12:58.000]  我記得我教過一科是耶利米書
[00:12:58.000 --> 00:12:59.000]  我預備預備
[00:12:59.000 --> 00:13:00.000]  然後我對上帝說
[00:13:00.000 --> 00:13:02.000]  上帝你不要叫我做耶利米
[00:13:02.000 --> 00:13:04.000]  因為太過慘了耶利米
[00:13:04.000 --> 00:13:09.000]  總之我的生命我最怕是做耶利米那個經歷
[00:13:09.000 --> 00:13:12.000]  其實我很喜歡耶利米書
[00:13:12.000 --> 00:13:14.000]  有時候你做神的僕人
[00:13:14.000 --> 00:13:18.000]  他要你經歷一些困難的生活
[00:13:18.000 --> 00:13:23.000]  來傳達上帝一個的信息
[00:13:23.000 --> 00:13:25.000]  這是一個用行動
[00:13:25.000 --> 00:13:28.000]  用生活方式來傳訪神
[00:13:28.000 --> 00:13:31.000]  第三點就是
[00:13:31.000 --> 00:13:34.000]  以塞亞這樣做
[00:13:34.000 --> 00:13:38.000]  是為了以以利亞的生活方式吻合
[00:13:38.000 --> 00:13:44.000]  王記夏那個以色列的皇帝問
[00:13:44.000 --> 00:13:48.000]  他說那個人是誰
[00:13:48.000 --> 00:13:51.000]  他們就說這個人是穿毛皮衣
[00:13:51.000 --> 00:13:56.000]  可能就是駱駝毛
[00:13:56.000 --> 00:13:58.000]  就是看到他的毛
[00:13:58.000 --> 00:14:00.000]  不是穿羊毛衣的那種
[00:14:00.000 --> 00:14:04.000]  是全身的那件衣服有毛走出來
[00:14:04.000 --> 00:14:08.000]  他說這個肯定是以利亞
[00:14:08.000 --> 00:14:12.000]  所以其實施湄月岸穿著駱駝毛的衣服
[00:14:12.000 --> 00:14:15.000]  就跟以利亞的衣服吻合
[00:14:15.000 --> 00:14:18.000]  為什麼他要跟以利亞吻合呢
[00:14:18.000 --> 00:14:20.000]  因為聖經預言了
[00:14:20.000 --> 00:14:23.000]  馬拉基書我上一課都提到
[00:14:23.000 --> 00:14:27.000]  馬拉基書4章5至6節
[00:14:27.000 --> 00:14:31.000]  看啊!在夜和華大而可謂的日子來到已先
[00:14:31.000 --> 00:14:35.000]  我必差派以利亞先知到你門那裡去
[00:14:35.000 --> 00:14:37.000]  他要叫父親的心轉向兒女
[00:14:37.000 --> 00:14:39.000]  兒女的心轉向父親
[00:14:39.000 --> 00:14:43.000]  這個以利亞其實是指施湄月岸
[00:14:43.000 --> 00:14:47.000]  馬拉基在約翰出世之前400年預言
[00:14:47.000 --> 00:14:49.000]  大而可謂的日子
[00:14:49.000 --> 00:14:51.000]  耶穌基督為道之前
[00:14:51.000 --> 00:14:53.000]  有一個施湄月岸
[00:14:53.000 --> 00:14:55.000]  這個我叫他以利亞
[00:14:55.000 --> 00:15:03.000]  大家記得天使加伯列對撒加利亞說
[00:15:03.000 --> 00:15:05.000]  你要生一個兒子
[00:15:05.000 --> 00:15:11.000]  這個兒子叫做約翰
[00:15:11.000 --> 00:15:15.000]  他必有以利亞的靈和能力行在主的面前
[00:15:15.000 --> 00:15:17.000]  叫父親的心轉向兒女
[00:15:17.000 --> 00:15:20.000]  叫伯爵的轉向兒人的意念
[00:15:20.000 --> 00:15:23.000]  為主安排乃預備好的人民
[00:15:23.000 --> 00:15:28.000]  所以其實施湄月岸過這個生活
[00:15:28.000 --> 00:15:30.000]  有三個重要的意義在裏面
[00:15:30.000 --> 00:15:34.000]  第一個就是著約
[00:15:34.000 --> 00:15:38.000]  駱駝無衣服是代表悔改和悲痛
[00:15:38.000 --> 00:15:42.000]  是代表以色列人在神面前的悔改和悲痛
[00:15:42.000 --> 00:15:46.000]  以此來呼召以色列人信主悔改
[00:15:46.000 --> 00:15:51.000]  而這個方式是以行動來傳廣臣的信息
[00:15:51.000 --> 00:15:59.000]  第三是以以利亞生活的方式吻合
[00:15:59.000 --> 00:16:02.000]  有關於施湄月岸的衣食住行
[00:16:02.000 --> 00:16:03.000]  我們講了三個
[00:16:03.000 --> 00:16:04.000]  衣食住
[00:16:04.000 --> 00:16:09.000]  我們現在看到一個先知
[00:16:09.000 --> 00:16:12.000]  怎樣透過每日的生活來執行神的使命
[00:16:12.000 --> 00:16:16.000]  而且都為這個使命而付出代價
[00:16:16.000 --> 00:16:18.000]  現在我們講到他的行
[00:16:18.000 --> 00:16:21.000]  行事為人,他講什麼,他做什麼
[00:16:21.000 --> 00:16:26.000]  我提到有兩點在這段經文裏面跟大家分享
[00:16:26.000 --> 00:16:32.000]  第一點就是施湄月岸講話一點都不含糊
[00:16:32.000 --> 00:16:34.000]  坦坦白白
[00:16:34.000 --> 00:16:41.000]  譬如《路加福音》記載
[00:16:41.000 --> 00:16:43.000]  剛才我們讀過
[00:16:43.000 --> 00:16:48.000]  三章七到九節約翰洗禮
[00:16:48.000 --> 00:16:50.000]  那些人出來洗禮
[00:16:50.000 --> 00:16:52.000]  約翰指著他們
[00:16:52.000 --> 00:16:54.000]  讀者所生的
[00:16:54.000 --> 00:16:58.000]  誰指示你們逃避那將來的憤怒呢
[00:16:58.000 --> 00:17:00.000]  應當揭出果子來
[00:17:00.000 --> 00:17:01.000]  以悔改的心相稱
[00:17:01.000 --> 00:17:03.000]  你們心裡不要說
[00:17:03.000 --> 00:17:05.000]  我們有阿伯拉罕作案的祖宗
[00:17:05.000 --> 00:17:06.000]  我告訴你們
[00:17:06.000 --> 00:17:11.000]  神能從這些石頭中給阿伯拉罕興起後來
[00:17:11.000 --> 00:17:13.000]  現在斧頭已放在樹根上
[00:17:13.000 --> 00:17:15.000]  所有不潔好果子的樹
[00:17:15.000 --> 00:17:17.000]  他就砍去
[00:17:17.000 --> 00:17:19.000]  雕在火裏
[00:17:19.000 --> 00:17:22.000]  這篇話就很特別
[00:17:22.000 --> 00:17:25.000]  神學院有科叫做廣導學
[00:17:25.000 --> 00:17:27.000]  如果你讀廣導學
[00:17:27.000 --> 00:17:28.000]  老師就會教你
[00:17:28.000 --> 00:17:32.000]  你讀到頭兩分鐘就要很有吸引力
[00:17:32.000 --> 00:17:34.000]  吸引聽眾的注意
[00:17:34.000 --> 00:17:36.000]  如果不是他們就有課了
[00:17:36.000 --> 00:17:37.000]  只有兩分鐘
[00:17:37.000 --> 00:17:40.000]  施湄月翰就不用用兩分鐘
[00:17:40.000 --> 00:17:42.000]  兩秒鐘就可以了
[00:17:42.000 --> 00:17:43.000]  讀舌的種類
[00:17:43.000 --> 00:17:44.000]  你一聽到
[00:17:44.000 --> 00:17:46.000]  是否整個特別替神
[00:17:46.000 --> 00:17:49.000]  我還未學到這裏
[00:17:49.000 --> 00:17:51.000]  我不敢在前面說這句
[00:17:51.000 --> 00:17:53.000]  如果要說在另一間教會
[00:17:53.000 --> 00:17:55.000]  不是整間
[00:17:55.000 --> 00:17:57.000]  為何思想一樣嚴厲呢
[00:17:57.000 --> 00:17:59.000]  原來那時候已經很出名
[00:17:59.000 --> 00:18:01.000]  很多人出來受洗
[00:18:01.000 --> 00:18:03.000]  當作是一種潮流
[00:18:03.000 --> 00:18:04.000]  你有沒有去受洗
[00:18:04.000 --> 00:18:06.000]  有
[00:18:06.000 --> 00:18:07.000]  我記得在加拿大
[00:18:07.000 --> 00:18:09.000]  有個信跟我說
[00:18:09.000 --> 00:18:11.000]  有個名目來到港報道會
[00:18:11.000 --> 00:18:13.000]  我就沉默去聽
[00:18:13.000 --> 00:18:14.000]  你有沒有聽過
[00:18:14.000 --> 00:18:17.000]  這個名目有個特點很出名
[00:18:17.000 --> 00:18:19.000]  就是在港導時罵人
[00:18:19.000 --> 00:18:20.000]  這位信徒就說
[00:18:20.000 --> 00:18:22.000]  我昨天都被他罵過
[00:18:22.000 --> 00:18:23.000]  因為我遲到
[00:18:23.000 --> 00:18:24.000]  他就指著我罵
[00:18:24.000 --> 00:18:26.000]  說的時候好像很得意
[00:18:26.000 --> 00:18:27.000]  有人罵過他
[00:18:27.000 --> 00:18:29.000]  有個名目罵過他
[00:18:29.000 --> 00:18:30.000]  這班人
[00:18:30.000 --> 00:18:32.000]  有些人去法律賽
[00:18:32.000 --> 00:18:34.000]  有些其實不是真心說的
[00:18:34.000 --> 00:18:37.000]  不過他想去約翰那裏被他罵一下
[00:18:37.000 --> 00:18:39.000]  回來就告訴別人
[00:18:39.000 --> 00:18:41.000]  我都聽過
[00:18:41.000 --> 00:18:43.000]  受過洗
[00:18:43.000 --> 00:18:45.000]  所以約翰就責備他們
[00:18:45.000 --> 00:18:48.000]  約翰說話是不是很誠實
[00:18:48.000 --> 00:18:51.000]  那時候我們中國人比較含蓄
[00:18:51.000 --> 00:18:53.000]  說完之後都不知道
[00:18:53.000 --> 00:18:55.000]  究竟他是say yes or no
[00:18:55.000 --> 00:18:57.000]  但我們神的兒女
[00:18:57.000 --> 00:18:59.000]  應該說話雖然有溫柔
[00:18:59.000 --> 00:19:01.000]  但要坦誠
[00:19:01.000 --> 00:19:02.000]  不要遮遮掩掩
[00:19:02.000 --> 00:19:04.000]  無寧兩可
[00:19:04.000 --> 00:19:07.000]  第二約翰有一個特點
[00:19:07.000 --> 00:19:09.000]  就是他不畏強權
[00:19:09.000 --> 00:19:12.000]  在馬太福音十四章三到五節
[00:19:12.000 --> 00:19:14.000]  就解釋為什麼他被希律
[00:19:14.000 --> 00:19:17.000]  這個分封王監禁
[00:19:17.000 --> 00:19:20.000]  希律為了他弟弟肥的妻子希伯
[00:19:20.000 --> 00:19:23.000]  希羅底的緣故拘捕了約翰
[00:19:23.000 --> 00:19:25.000]  把他捆綁關在監裏
[00:19:25.000 --> 00:19:27.000]  因為約翰多次的告訴他
[00:19:27.000 --> 00:19:29.000]  你佔有他是不合理的
[00:19:29.000 --> 00:19:31.000]  他想殺約翰
[00:19:31.000 --> 00:19:33.000]  但又害怕群眾
[00:19:33.000 --> 00:19:36.000]  因為他們都認為約翰是先知
[00:19:36.000 --> 00:19:39.000]  約翰見到希律做一些不對的事
[00:19:39.000 --> 00:19:42.000]  他多次責備他
[00:19:42.000 --> 00:19:45.000]  因為他搶了自己兄弟的太太
[00:19:45.000 --> 00:19:50.000]  最後他都因為這樣而被希律殺死
[00:19:50.000 --> 00:19:55.000]  為自己所傳的道義付出的代價
[00:19:55.000 --> 00:19:58.000]  我們今天要做一些學習和應用
[00:19:58.000 --> 00:20:03.000]  你說這個約翰這麼高級,駱駝毛的衣服我穿不了
[00:20:03.000 --> 00:20:06.000]  放東西在香港也沒有
[00:20:06.000 --> 00:20:08.000]  蠻蟲野脈都找不到
[00:20:08.000 --> 00:20:10.000]  那我怎麼學呢?
[00:20:10.000 --> 00:20:12.000]  其實有些東西可以學到的
[00:20:12.000 --> 00:20:17.000]  第一,生命侍奉分別為性
